Hybridization REF	TCGA-E2-A1BD-01A-11R-A12P-07
DSP	1.81764285714286
SLIC1	-0.1035
FAM20A	0.040125
IRF2BP2	0.903
ZNF230	0.032
MSN	-0.890714285714286
SLC9A5	-1.502
EPDR1	-2.0676
MUSK	-0.0454
ZNF434	1.3365
SMARCD1	-0.696666666666667
ZFP106	-1.00225
ZNF347	-0.0333
GTF2E1	0.44725
RY1	-0.3765
ATAD2B	-0.248875
ARHGAP17	-0.2343
KCNIP3	-1.52725
SFPQ	0.61625
GFRA4	-0.447166666666667
AKR1B10	-3.554125
TIGD6	1.047
RGS16	0.593125
URB1	0.827666666666667
OR4C46	0.0663333333333334
TOP3B	-0.267
NFATC4	1.128
CA14	-2.3955
BMPR1A	-0.4665
SNRP70	0.706625
PRL	0.422454545454545
C6orf130	-0.10975
STAG2	0.235
CD55	-0.885642857142857
RPS23	1.2805
SSX2	-0.1568
FDPSL2A	-0.09625
FBXO27	-0.482857142857143
SYNGR3	-0.203
TMSL3	1.89425
EML1	-2.1595
NUP93	-0.744166666666667
SMAD3	-1.2307
KIAA1189	-0.259666666666667
HNRPUL2	0.680166666666667
TBC1D12	0.292833333333333
C16orf24	0.634
MRVI1	1.87633333333333
ZNF581	-0.510833333333333
ELOVL3	0.0435
OR51Q1	-0.26875
CACNB3	1.5485
GALNT13	-0.959428571428571
C10orf84	1.1283125
NEDD4	-0.8849
SPO11	-0.0545
OR5AU1	-0.063
NEK4	0.181142857142857
PRKAR2A	-0.629833333333333
IHPK1	-0.642
ATP6V0B	-0.567625
CACNA1E	0.118
CEACAM8	0.4425
PEX14	0.541
FLJ12993	-0.581
ZBTB38	-0.390833333333333
PCTK2	-0.2595
LRRC16	1.519
FBLIM1	0.811333333333333
FYCO1	1.7
RP5-1022P6.2	-0.444833333333333
CMTM1	-0.404666666666667
PLTP	-0.169833333333333
RAPH1	0.99225
DOCK8	1.45485714285714
EZH2	-1.42746666666667
SLC25A1	-0.696666666666667
PLEKHB1	0.8674
GRB7	0.9071
ZFP37	1.40575
MRPL33	-1.0655
PELO	-0.57675
ARMC1	-0.161090909090909
C9orf27	-0.622
FLJ25778	0.3995
C9orf37	-0.0888333333333333
TMEM66	0.5835
SPRN	-0.329625
HBEGF	-0.28975
PI4KA	-1.5095
LEPRE1	-0.97325
POU2AF1	-4.34325
MRPL12	-1.438
REP15	-1.2975
ZC3H3	0.66825
RASAL1	-0.827
DDAH1	1.254625
ACBD5	0.641
TMC2	-0.435
CCDC137	-0.40075
SAMD13	-1.9434
UGT2B15	-3.08916666666667
TIPARP	-0.154
DNASE1L3	0.471
TRIM72	0.440333333333333
DBX2	0.974
IPO8	-0.26125
C21orf88	-0.7305
MAP3K14	0.23575
LOC51233	0.400833333333333
GGTLA4	0.05775
PDE6D	-0.101
ZNF117	0.14075
CLK2	0.94625
NKRF	-0.85725
TNFSF15	0.2969
DUSP2	-0.95875
SECISBP2	0.362
GABRR2	0.058
PPAP2C	1.8205
LOC51145	0.554166666666667
PAG1	-1.33975
PIK3C3	-0.05175
GNG10	-0.6625
APOL4	1.10316666666667
ANKRD28	-0.560625
STMN3	-1.3281
RAB14	0.4157
CDK2AP2	-0.39175
HDDC3	-0.96575
COMMD7	0.649875
CXXC1	0.463
HMCN1	-0.00183333333333333
CD40	0.0305
DYNC1LI2	-0.3093125
GDI1	0.15225
LOC646938	0.05825
VSNL1	-1.64816666666667
PIH1D1	0.2165
RAET1G	0.3235
KRTAP5-9	0.2085
EFTUD2	-0.76225
ZNF311	-1.11066666666667
ATP6V1G3	-0.30775
OR2W3	0.108666666666667
SCN4A	0.178
MED10	-0.39625
FAM135A	-1.5844
ARHGAP4	-1.821
EHMT2	-0.474125
UFD1L	-1.7315
ERMP1	1.432
MAG1	-2.35633333333333
THAP8	-0.3165
HACE1	-0.459666666666667
FAM82C	-0.0545
C3orf20	-0.537
UNC84A	-0.821666666666667
SCD5	-0.425357142857143
LASS6	1.234375
LSG1	0.373666666666667
MAL	-5.369
GPR22	-0.66
WDR5B	0.51175
ACTRT1	0.4695
C17orf60	-0.1315
GRIN2C	-0.2316
ARMC8	-0.761583333333333
SLC47A1	-2.465
DMPK	-0.43925
DHRS13	0.112333333333333
SMC1A	0.0735
KRTAP17-1	0.802
SMYD5	-0.20525
TUSC2	0.29325
CRHR2	-0.002
KIR3DL2	-0.0774999999999999
CCDC104	0.669
ATP2C1	0.540875
CROT	2.7125
PABPC3	-0.305333333333333
EGR1	-0.129833333333333
THSD1	1.6525
KHK	-1.28425
SLC12A2	0.4261875
CD58	-0.84675
STOX2	-0.937833333333333
CCDC76	-0.3201
CCDC48	3.10525
DNAH1	-0.0653333333333333
ZIC4	-0.538625
OR1G1	0.5545
PSMC6	-0.300333333333333
PROKR1	0.1795
ABCB1	-0.54325
TRAT1	-2.125
LLGL1	0.398
MTF1	1.0575
USP54	-0.23675
PAGE2B	-1.9765
ITGB7	-4.70175
CCDC81	-0.0705
LOC149837	-0.3345
SCUBE1	-0.2785
ZSCAN10	-0.253
HUWE1	0.140785714285714
CDH17	-1.432
CD180	-0.38
IL17A	-0.18675
TMPO	-1.86675
KIAA1524	-0.850166666666667
HDGFRP3	-0.905333333333333
OXCT1	-1.52727272727273
RRAS2	-3.5905
LTBP2	1.769375
SV2B	0.221
CYP2A6	0.26375
PKD1L2	1.1316
PPM1M	0.30625
FLJ22662	0.4035
ZNF502	3.04075
GP6	-0.6045
CRYBA2	-0.472
LEF1	-2.1828
CTPS	-3.397
EYA1	-2.8736
EPS8L1	1.27975
MAPK14	-1.08591666666667
SERPINB2	-4.14425
GTF2F2	0.037
ZNHIT4	0.2385
PLA1A	0.545625
C20orf114	1.93325
HPR	-4.1475
C18orf2	-4.5335
SATB2	-1.361
KCNJ9	-0.0662857142857143
MGC157906	0.9765
MOCS3	0.015
C17orf71	-0.0161666666666667
PPHLN1	-0.0942
HIST1H2BN	-0.926875
RAPGEF1	0.00300000000000001
MAP3K8	0.05725
DLG4	0.4205
STC1	2.63908333333333
CDGAP	0.85925
DDX26B	-1.67375
LOC150223	-2.0645
CPSF3	-0.587166666666667
TMEM14A	0.08175
MYH3	-1.33675
GPKOW	0.44125
SULT1A1	-0.5005
SPON1	3.399
YY1AP1	1.15133333333333
RAB23	-0.4965
PLA2G4A	-4.7525
MAPRE3	0.242666666666667
ZNF516	0.581928571428571
GGPS1	1.776
EXOC3L2	-0.11675
C19orf42	1.0972
MAP2K2	-0.107333333333333
HIST1H2BB	0.332
RNF19B	0.772166666666667
C6orf128	0.407666666666667
TLR8	0.302666666666667
PCDHA9	0.862
CARS2	0.46725
CLUL1	2.5
RHAG	-3.9855
UNK	0.0325
EXOC8	1.2953
C9orf95	1.72
C14orf143	0.120833333333333
MAML3	0.439625
LDHA	-2.1935
MRPL20	-0.025375
KLHDC6	0.115
ATP5S	-0.268666666666667
C8orf55	0.311
PHF19	-2.068875
KRTAP13-4	0.9945
TTC5	-0.0355
XKR5	-0.15225
SILV	-5.02783333333333
TEX28	-0.4415
TCTN1	1.2865
CX40.1	-0.2885
PPP2R5C	-0.25075
C12orf30	-1.15016666666667
CAPG	1.39175
MPZL1	1.2599
ARSB	-1.6495
TDH	-0.44975
WASF4	-0.16575
TSSK3	-0.1842
7A5	1.351
CRISPLD1	0.317125
MAD1L1	0.297666666666667
SPIN4	-0.2285
AMPD1	-0.964
DPYSL5	0.073
INPP1	-0.904333333333333
ANKRD11	-1.11344444444444
NPAS4	-0.379571428571429
GCET2	0.268
RNASE9	-0.752
GUCY2D	-0.458833333333333
CCDC98	-0.2075
FGF4	-0.051125
CPM	-1.654
SLC26A4	0.0915
PLD5	-0.77375
FAM59A	0.7077
FBXO5	-2.25
SIPA1L1	0.419125
DPYS	0.27875
ATG4D	-0.01925
TGM3	0.255
MTCH1	-0.89975
HK1	0.342357142857143
CDC26	0.398375
GALNT12	-3.93516666666667
LOC339229	-0.06375
MRPL35	-0.213625
ORC4L	-0.14275
TNKS	-0.138571428571429
C2orf24	0.496333333333333
ZNF553	1.007
GGTLA1	1.9272
ZNF497	0.23975
CDY1B	0.26
SLC30A4	0.247428571428571
TUB	-1.2205
ARHGEF18	0.7225
ARRB1	-0.17675
KCNK1	1.252
EREG	-1.737375
SCAMP5	-1.36925
RUNDC3B	1.28575
ADAMTS20	2.06433333333333
IL17RB	0.033875
FLJ20323	-1.0385
MCAM	0.58
POLR3E	-1.2615
AQR	0.39
IPMK	0.00999999999999998
CDCA7	-3.808125
CAMP	2.13775
GRHL3	0.30525
ADAMTSL2	0.6835
CLMN	1.2885
SSTR3	0.2655
MAGEA5	-1.9145
OVOL2	4.78325
JMJD1B	0.90825
RBL2	-0.168
PYGO2	1.26325
PPP1R10	1.22433333333333
CSE1L	-0.921666666666667
LCA5	1.19075
RDH16	-0.1195
ASRGL1	-3.14275
TOM1	-0.163666666666667
PTX3	-5.27475
TTC15	0.73975
SCGB3A1	1.91766666666667
MRPL50	-1.008
RCAN3	0.445875
SLC26A11	0.8425
STYX	-0.449833333333333
CINP	0.4195
MARCH7	-0.6905
PFKM	-0.685833333333333
SGMS1	0.6925
RIOK3	-0.0822999999999999
C1orf110	1.154
CES7	-0.907285714285714
LOC440248	-1.52175
PPP1R12C	-0.13775
C10orf27	-0.537
ATG9A	-0.43275
MRPS26	0.89725
TMEM40	-0.31375
ELP3	-0.1461
ZNF787	0.5101
HIAT1	-0.8545
C8orf34	1.11666666666667
MGC4655	-0.2238
PELI1	0.736833333333333
PPT1	1.2069
SLC35C2	-0.0221666666666667
C6orf125	-0.84375
MUC4	-0.582833333333333
RFC4	-1.64228571428571
GNB2	0.7965
NUP50	-0.614071428571428
SULT4A1	-0.226
C7	1.062875
CCDC130	0.166666666666667
ARRDC4	-0.6695
RQCD1	-1.44475
GLYCTK	-1.02875
AYTL2	-0.614454545454545
MTUS1	2.3178
LEMD3	-0.234666666666667
PLEKHF2	1.27075
HOXA7	0.182625
GTF3C2	-1.555
DYNLRB2	4.16875
CNOT10	-0.0455
MR1	1.264
FFAR1	-0.099
PRIC285	0.11075
SLITRK6	6.175
LIX1	-1.3125
UBE1L2	-0.2665
F8	1.746375
ACHE	-0.422666666666667
KPNA5	-1.211
TNFRSF12A	-1.62516666666667
EGR3	0.005
SERPIND1	-3.83466666666667
OASL	2.10025
IFRD1	-1.426375
WDFY1	-0.526333333333333
ZNF267	-0.08225
ACCN5	1.9705
ZBTB6	1.3005
PPP1R3A	-0.192
PRRT3	2.13175
FBXL19	0.3225
TXNIP	1.40707142857143
ACTN2	-1.50975
ATG9B	-0.0647499999999999
C9orf117	0.681875
IL27	2.372
RPL36AL	0.00366666666666667
KLK15	-0.35275
CHAD	1.9825
RAP2B	-0.7809
HEBP2	1.08475
ZNF342	0.506
CAMK2G	-0.472833333333333
TLR3	1.68825
FGF14	0.362
HMGB2	-0.408
TRPM5	-0.138833333333333
OR5M11	0.664
KIF3B	0.564631578947368
PRICKLE2	1.19575
MTMR9	0.085
C3orf27	0.394
GLRA3	-0.489
NSDHL	-0.453166666666667
TMEM32	-1.591
POLR2D	-0.806
MYADML	0.4595
C9orf114	-0.88975
MRGPRX1	-2.747
TOPORS	1.3255
CLDN19	-1.42025
C1QL4	-0.8245
RNF165	-2.94
DHRS9	-1.09975
DNAH2	0.599
FXR1	0.0241666666666666
ZMYM3	-0.170875
CASP3	0.143166666666667
FAM120C	-1.028
SCLY	-1.828
CA7	0.6195
ENTPD5	0.0933333333333333
ZNF461	0.281125
PDIA5	-0.78625
C1orf19	-0.045
TMEM67	-0.141
KCTD20	-1.2345
WDR47	0.5955
FLJ38723	2.351
KLRF1	-0.07
TAS2R16	-0.233
CLDN12	0.199
PRKCE	0.569
UBXD4	-1.39675
ITGAM	2.65583333333333
GLT8D3	-0.293
WDR31	1.8232
RGS2	0.29125
OR51L1	0.3265
MST1R	0.22625
KIAA1737	0.8355
OR4A5	-3.073
GLIS1	-1.247
PTMA	0.273857142857143
NAPA	1.2295
PRDM11	-0.11575
LIPF	1.0965
DIRAS3	3.02425
ASGR2	-4.52375
C1QTNF4	0.04625
PIK3R4	0.64
ARMC3	5.606
NDUFV3	-0.298083333333333
BTBD3	-1.4885
PPP1R2	0.11475
UBE2NL	-0.7235
FOSL2	0.4985
FAM119A	-2.056
TUBA4A	-1.0859
KRTAP12-1	0.07775
SFRS2	-1.65725
RHPN1	-0.0484
EEF2	-0.0101666666666666
ZDHHC11	-1.025
EPHA3	-1.2108
RBM12	-0.569
H2AFJ	-0.0964166666666667
EDIL3	2.526
KIF26A	-1.536
SERGEF	-0.3325
B3GALT4	1.70325
LOC90925	-0.2165
OSCAR	-0.16925
NPFF	0.053125
DEDD	1.167
TMEM155	-0.634625
PTPN1	-0.14475
SCYL2	-0.182
SKAP1	3.4665
LEAP2	0.195833333333333
GADD45G	3.1688
IFITM3	0.9525
PILRB	-0.384166666666667
SLU7	0.854
DSC3	1.15475
DNMT3L	-0.693333333333333
PAPD5	-0.762
B3GNT3	-1.97183333333333
LHCGR	0.9395
MSL-1	-0.0665
UBE2S	-2.688125
SAP130	-0.57925
ANAPC11	-0.09
MAGED4B	0.0815
ATP6V1B2	0.0876666666666667
C14orf179	0.6865
CAPZA1	-0.0435
CDYL2	-0.401333333333333
GLRX3	-1.4125
LOC136288	-0.05225
MOBKL1A	-0.05525
HTR2B	1.68675
CRYGD	-0.3335
NUS1	-1.8105
PGRMC1	0.122
MYOM2	-0.846
FLJ39653	-0.453
CHM	0.0512
OR5M8	0.293
ZNF619	-0.356
FAM105A	0.03225
CCNL1	-0.751875
NAP1L3	-0.0445
C10orf57	2.524
B3GALNT1	-0.0253333333333334
CSN1S2A	0.223
TCP10L	1.30375
GDAP2	-0.07025
DMKN	-0.00766666666666668
COX6B1	-0.2435
DNASE2	0.892333333333333
MSH5	-1.708
LGMN	-0.622375
USP31	-0.7389
OR13C8	0.024
SDCBP	-0.2799
NUDT11	-2.439
PYGL	-2.008
SNPH	-0.394666666666667
B3GNT4	-0.9535
MIZF	-0.6284
NUBPL	-0.75375
NOD1	0.662
CDH22	0.904125
NUBP1	1.5895
DSCAM	-3.90375
DGKI	-0.173
FAM136A	-1.19725
AKAP1	0.912333333333333
SLC16A6	0.8505
RIN3	-0.11225
PSG2	0.068
DIP2B	0.268666666666667
PSORS1C1	-0.682
KIAA0495	0.407
FLJ90709	0.352333333333333
LPA	-0.0901666666666667
PIGA	-0.521666666666667
LY75	1.59766666666667
UTS2	-5.387
RREB1	0.047
GALNACT-2	-0.0744
MGC3196	-1.91375
FLJ31568	-0.2375
LPHN1	-0.538
SP1	0.821
TOX4	0.617833333333333
HSPA9	0.00590000000000002
APOBEC1	0.433
SLC35E4	-0.79725
LSM5	-0.3255
SURF1	0.168
ZBTB1	0.591583333333333
GTF2F1	0.316
RPS15A	0.366642857142857
DUSP21	-0.131333333333333
GINS4	-2.17216666666667
MYO15A	1.61533333333333
GIMAP7	4.39725
MGC13379	0.55575
ATP6V1E2	-0.628166666666667
UTP3	-0.95675
HNRPA3	-0.9235
MT4	0.6645
C14orf155	0.73275
U1SNRNPBP	0.5755
CKLF	-1.4805
PLEKHN1	-1.14466666666667
MBNL1	-0.870916666666667
NUP160	-1.6495
ACSM2A	-0.33975
LOC129881	2.17925
KIAA1529	-0.057
FLJ22639	-1.29575
HAND1	-0.5165
GSX1	-0.0345
FGA	-3.6415
SERPINB1	0.07575
ZNF642	0.7985
IGFBP1	-7.565875
SLC1A1	0.588375
DHX57	0.193857142857143
ZNF766	0.5895
PTPN21	0.182777777777778
GDPD3	-0.601333333333333
PNPLA5	0.2145
TBR1	0.7296
FAM116A	0.06425
IQGAP1	1.199
FOS	-0.729375
ZNF226	-0.4525
FIGNL1	-0.3305
C14orf1	-0.022
ZMYND17	-0.2395
PUS7	-1.112
TUBB6	-1.4595
KCNQ2	-1.879
MARCH6	0.140166666666667
CCDC33	0.3225
PRODH	-0.196
RBM11	1.30175
EPHA6	0.359571428571429
SLC43A1	-0.387
LOC196541	0.716
NTN1	1.20418181818182
ING4	1.12775
PCDHB10	0.53
DPH2	-1.39783333333333
SPACA4	0.214
FBXL21	-3.07
DIAPH1	-0.280166666666667
ZNF71	0.489333333333333
CEP76	-0.514
CORO1A	-1.13425
RRM2	-3.549
EDG4	0.24075
OS9	1.07266666666667
SLC4A1AP	0.32
COG5	-1.096
COPS8	-0.62725
NGLY1	-0.6435
NCBP2	-0.0315
C17orf42	-0.432333333333333
GPSM3	-0.461375
SIL1	0.967333333333333
ASB6	0.052
SMAD5OS	0.0123333333333333
UNC93A	-1.574875
A1BG	-0.3155
C21orf62	0.875666666666667
FMO5	0.809916666666667
ATRIP	1.07566666666667
CEBPG	-0.3975
C7orf38	0.7685
TNFRSF1B	0.1952
CLEC1A	2.256
IQSEC1	0.081125
PATZ1	0.5278
RBM22	1.224875
BAG2	-2.89133333333333
PAQR5	-1.23975
C9orf127	0.5339
THNSL1	-0.43725
SHROOM3	2.9898
JAM2	1.70175
SNRPN	-2.31925
ALX4	0.4045
CACNA1S	-0.4945
FAM130A1	0.57175
CORIN	2.273
CD300LB	0.181
PLEKHG6	0.3425
LRRC40	-1.0545
PCLKC	-0.08575
PCDHB16	-0.428333333333333
WNT2B	0.335166666666667
ASNS	-2.15633333333333
MRPL49	-0.00224999999999999
FLJ46111	0.547
ISG20	-1.342125
SMU1	0.521
CASZ1	0.136
POLR1D	0.224416666666667
GIN1	0.2275
SNAG1	0.274833333333333
ANKRD29	-1.3475
CDKN2AIP	0.45625
KRR1	0.01475
CXCL1	-4.24366666666667
EPM2A	-0.695666666666667
PC	-0.468666666666667
DEFB127	-0.551
PDZRN4	1.3634
FAH	0.1725
OR51E1	1.0615
CDC2L6	-0.663
DNTTIP1	-0.1965
PAX8	0.8755
TMEM116	0.1335
C1orf150	1.703
PRO2012	0.32175
MRPL40	-0.7935
BEX1	-3.8152
SLC2A4	-0.322833333333333
PKMYT1	-0.35775
FEZF2	-0.627
SLC26A9	-1.87166666666667
MAP2	-0.375083333333333
LYL1	-1.12125
SLC25A19	-1.18983333333333
NOS3	-0.1575
ZNF34	0.971333333333333
TMPRSS11F	0.901
FAM43A	0.0515
FCRL4	-0.0434
KLF14	-0.166
FLRT2	-0.383
WRN	-0.6455
SDF2	1.0265
KRT8P12	0.96
C6orf195	0.0475
C9orf125	-1.75083333333333
DZIP3	-0.055875
RIT1	0.507916666666667
SCML1	-1.13866666666667
RHBDF2	0.4895
OR2G3	-0.3235
REXO1L1	-1.2165
MAP3K7IP3	0.468375
C3orf57	-2.1985
FBXW11	-0.223
ETAA1	0.132
C14orf131	0.4943
AKT1S1	0.31625
SLC12A5	-0.601875
C9orf164	0.922
NRIP3	-0.12425
NOS1AP	0.725
TMEM121	0.55375
SAP30BP	0.2871
DGCR6	0.3785
WDR76	-1.0115
FAM82B	-0.767166666666667
LOC606495	-1.5965
MAP9	0.699916666666667
BCDIN3D	0.48425
CXorf36	1.4795
DSCR3	-0.8804
ZFAND3	0.561
C7orf43	0.241666666666667
SPSB3	0.9741
C19orf19	0.06775
FAM133A	-0.77
C12orf25	0.49075
SLC39A3	-0.558125
DISP2	0.36825
PI4KAP2	-1.586
MKRN3	-1.231
ADAMTS13	-0.180125
CBLN3	-0.0769
TTYH1	-0.709333333333333
C3orf18	1.7605
FLJ13236	0.638
ZMYND12	3.81875
C18orf25	-0.0825
GLB1L3	-1.387
ATP13A5	0.042
RANBP10	-0.49775
CD96	-1.9149
DENND1C	-1.41625
RBMS3	0.4088
SLC41A3	0.474333333333333
DGCR6L	0.56575
TMEM128	0.425833333333333
CSNK1G3	-0.972428571428571
MOBKL2C	1.237375
TSPAN6	0.41275
MATN2	-1.2325
MSL2L1	1.4005
ST6GALNAC2	-0.8005
FGFBP2	-0.823125
FGL1	-4.9695
MPP3	-0.0755
ARHGEF6	1.6945
TGFBR2	-0.03625
ACMSD	1.8615
IL33	2.85925
C9orf5	-0.5165
DEAF1	0.0432
AMN	0.1265
DEFA6	-0.2805
RNF212	-0.270333333333333
METT5D1	0.392333333333333
CIB1	0.7032
TSSK1B	0.01725
KIAA1727	1.175
ZNF680	0.304083333333333
LOC399900	-0.866
LOC152217	-0.900416666666667
CTNNAL1	-3.5685
CIT	-2.65216666666667
TLE6	1.8385
ZNF607	-0.08275
HERC4	-0.600833333333333
DRAP1	-0.2107
PEMT	-0.92575
C10orf111	0.0835
ZNF575	0.537125
KCTD7	0.004
MYO1F	0.214
LOC285382	-0.086
RAB11A	1.0031
PLCD3	-0.1945
C15orf28	-0.534
PTBP2	-0.569
CTB-1048E9.5	-1.308125
C19orf60	0.212
C7orf25	0.566666666666667
SETD7	-0.04025
HOXB9	-4.175
VANGL1	-0.5593125
CHAF1B	-1.02325
NDUFA3	-0.856
KIAA1328	-0.376833333333333
SHARPIN	0.6415
TTC23	0.381375
UGP2	0.0529166666666667
ANKIB1	0.3184
CIRBP	0.890714285714286
SEC14L4	-2.92916666666667
OVCH1	-0.6558
VPS52	0.279
FAT	-1.82075
M6PRBP1	0.03675
GPRIN3	1.0835
PPM1F	0.3215
TSR1	-0.95825
CCDC85A	1.16533333333333
PCSK5	2.514
ZFHX3	-0.85
HEMK1	0.4162
PGBD2	1.501
RSRC2	0.198333333333333
AURKC	-2.0028
SCRIB	-0.370375
ORM2	-2.77966666666667
FAM115A	1.3458
FZD6	-0.928875
UNC119	-0.167166666666667
GPX3	-0.7299
NOV	0.431875
CABC1	1.24425
CDC42SE2	-0.328625
EIF2S2	-1.1034
RNF130	1.088
CKAP5	-0.558833333333333
RP11-413M3.2	-0.41425
C10orf18	0.0575
TMEM93	-0.88
DYX1C1	2.412
KCNMB2	-1.654625
ANK3	2.84583333333333
KRT5	0.1005
CDH12	-1.118
QRSL1	-0.526125
JUB	-0.30375
SHC4	-1.38625
CCL15	1.1025
CCDC22	0.78425
SNX24	0.4805
RARS	-0.66375
MORC2	0.607
FAM48A	0.43
MT1H	-3.2685
PPP1R14C	-2.017
FOXD1	-3.05928571428571
C1orf213	-2.15325
AMT	-1.0528
DSN1	-0.565
PTPLAD2	1.453
DIS3L	0.34575
RASL11A	1.5495
GPRC5B	-0.345875
FRMD7	-0.1315
STRN4	-0.4945
KITLG	1.14986363636364
HDGF	0.28375
OR1S1	0.2975
SETX	0.313555555555556
DDR2	-0.840875
KCTD12	1.55775
LYZL2	0.2035
WDR52	0.5055
TMEM2	0.202875
ZNF579	0.118333333333333
LOC200810	0.376
TNFSF9	-0.95775
PPFIA4	-2.68875
CNIH3	-0.141333333333333
MAP4K4	-1.66978571428571
ROD1	0.0797142857142858
ALS2CR12	0.275333333333333
DOCK3	-1.57383333333333
PAQR9	-3.75525
ASB17	-0.3716
STX16	-1.67875
FEZ2	-0.0691666666666667
DLAT	-1.03633333333333
KIF21B	-0.924833333333333
CDC5L	-0.1765
TMEM119	0.627
CRIP3	-0.87075
TPSD1	-0.01
TEPP	0.015
GNGT2	0.1915
C21orf121	0.89825
WNK1	0.123583333333333
FLJ10490	-0.5506
OR51B5	-0.9335
LOC203547	-1.555
HAS1	-0.7265
PPA1	-0.268166666666667
ST7	0.1505
C11orf46	0.2829
POPDC3	-4.05133333333333
ACOX2	1.94383333333333
ATCAY	-0.659333333333333
TM4SF19	-1.7105
MFSD9	-0.5645
PDHB	-0.00275000000000001
ERN1	0.483
LCE3C	0.3165
GPR111	0.033
NOTCH3	0.6295
ADAMTS5	1.42025
B3GALT1	-0.09775
UGCGL1	-0.659166666666667
FAM58A	0.357333333333333
FBXO32	2.92525
CLPP	-0.64725
NXPH1	-0.2145
MTMR3	0.267166666666667
ATP1B3	-1.789
TMEM16A	4.788125
HIST1H3F	0.989833333333333
TRIM25	0.105333333333333
SDCBP2	-0.101
CRKL	-1.62814285714286
HOXB2	2.0105
ANP32B	-0.351
GATM	1.2455
AP4E1	-0.724375
EDG5	0.2365
CDKN3	-2.28616666666667
CDH4	-1.9825
PGD	-0.00216666666666667
RND1	1.9785
GAD1	-2.4008
MPG	0.33325
LOC440350	0.562
ZNF133	0.807
SERPINB12	0.7115
AMELY	0.162333333333333
DHX36	-0.4535
TNFAIP8L2	2.2745
PHTF2	-0.459722222222222
CCDC112	0.1665
IQCC	-0.19475
HEYL	2.80216666666667
FTSJ2	-0.0453333333333333
APPL1	0.29725
RAB43	0.927571428571428
OR10G2	-0.4935
WAC	0.122666666666667
ADCY9	1.310625
RUNDC2B	0.2805
PYCRL	0.3745
AGPAT7	-0.00633333333333333
SLC22A9	-0.55375
CDKAL1	0.166
PDYN	-0.3724
C20orf74	1.166
MTMR11	2.4595
VAV3	4.43033333333333
DAPL1	-0.51825
STXBP3	1.12175
EIF3G	-0.19775
ARHGAP22	0.094
NPFFR1	-0.067
NPC1	-0.896166666666667
ALDH9A1	1.97783333333333
ZNF600	-0.419125
ZNF678	0.146833333333333
RASSF1	-0.0978333333333333
ADD2	-3.07225
PITPNB	-0.87125
PKD2L2	1.692
LRP11	-0.60175
CDKL1	-0.12175
SMEK2	-0.01575
PRODH2	-2.628
C11orf54	0.1985
SFRS11	-0.160666666666667
IL7	-1.01083333333333
ALS2CR16	0.442
BTG3	-1.48
PAK2	-0.677666666666667
RP11-679B17.1	-0.962
GATA4	-0.386833333333333
ATP2B1	-1.07175
LOC130940	1.008
C1orf172	2.4485
ATF7IP2	-2.09375
SLC25A43	-0.991
CENTG3	0.162666666666667
IGF2BP1	-3.9364
FCHSD1	0.362
CAMK2N2	-0.528833333333333
ELAVL3	-0.102111111111111
NBPF15	0.752833333333333
UBE2J2	0.549083333333333
GNL2	0.00425
PRR3	-0.1051
NLF2	-0.0255
OR4F6	0.303
KLHL24	0.766166666666667
CCDC88A	-2.3733
SGPP1	-3.16883333333333
C10orf11	0.331333333333333
SLC35B4	-0.943
UGT3A2	-1.528
ARNT2	1.286
CBR1	-1.008125
ITPR3	-1.07016666666667
TRAPPC6B	-0.8327
AMZ1	2.399
ARP11	0.72775
WDSUB1	0.04375
APBA1	0.189833333333333
RAB2A	0.2615
C6orf162	-0.892125
HPSE2	-0.44
PLCE1	-0.70175
INSL3	-0.10675
DLG1	-0.1863
PTPLA	-4.16675
PIGX	-0.3005
TFIP11	0.559
FIBIN	3.06
POLR2G	-0.33975
GRAP2	-1.14644444444444
DNAJB8	0.111666666666667
CNBP	0.676833333333334
WASF1	-1.08425
INPP5E	-0.442555555555556
HSPB1	-0.2183125
TMEM167	-0.6065
CUBN	0.653
IGF1	2.2773125
ITPK1	-1.3198
NAALAD2	-1.157625
G3BP1	-0.5631
NT5DC1	0.934125
CYP39A1	-1.577
TMEM139	-0.121090909090909
POLK	0.452
GLULD1	-0.84125
RBM15	-0.502666666666667
AMZ2	0.27675
GDF15	-3.81566666666667
MESDC2	-0.14475
INCA	-0.2
ACY1L2	-2.954
GZMM	-0.969333333333333
PAIP1	0.35075
CACNA2D1	-0.2655
STK32C	0.516166666666667
SH3BP4	1.26433333333333
DEC1	0.32
PADI1	-0.4355
UBB	0.2957
PON3	2.37733333333333
PROP1	0.439
ANKRD13B	0.2275
ADCK1	-1.93025
TCF25	-0.429666666666667
SLC38A5	-2.298
CXorf26	0.7435
C19orf39	0.36875
PPP1R13B	1.05025
ARL2	-1.286
TCL6	-0.0537499999999999
TOP3A	-0.6995
SLC16A14	0.168
FXYD6	0.8255
HIST1H4E	-0.4625
BBC3	0.919210526315789
UNC5A	0.522833333333333
FAM86C	-0.1751
PI4KB	1.5625
B3GAT1	-4.457
SUSD2	1.06883333333333
OAZ2	0.0835
NOC4L	-0.5115
C10orf12	-0.501
FADS1	-3.135
LOC144097	-0.8345
DKK2	1.399
KIAA1949	-1.487
RHOT1	0.057
OXT	-0.04
GPR153	-0.289
ARL4A	-0.358666666666667
SAAL1	-1.77975
