Hybridization REF	TCGA-E2-A15G-01A-11R-A12D-07
EPDR1	-2.9723
MUSK	0.3172
ZNF434	1.1615
SMARCD1	-0.346166666666667
ZFP106	-0.2505
ZNF347	0.2023
GTF2E1	0.26925
RY1	-0.7785
ATAD2B	0.200125
ARHGAP17	-0.8447
KCNIP3	-1.721
SFPQ	0.452625
GFRA4	0.0776666666666667
AKR1B10	-4.101375
TIGD6	1.44
RGS16	0.987375
URB1	-0.0123333333333333
OR4C46	0.347333333333333
TOP3B	-0.93325
NFATC4	1.0795
CA14	-2.639
BMPR1A	-0.851833333333333
SNRP70	0.49625
PRL	-0.164833333333333
C6orf130	0.345
STAG2	1.027
CD55	-1.00271428571429
RPS23	1.23016666666667
SSX2	-2.02466666666667
FDPSL2A	-0.437
FBXO27	0.40275
SYNGR3	-1.93666666666667
TMSL3	0.974
EML1	-0.8215
NUP93	-1.08441666666667
SMAD3	-0.145
KIAA1189	0.385833333333333
HNRPUL2	1.11183333333333
TBC1D12	0.698166666666667
C16orf24	0.65325
MRVI1	1.35383333333333
ZNF581	-0.428333333333333
ELOVL3	-1.412
OR51Q1	1.603
CACNB3	1.2895
GALNT13	-1.789875
C10orf84	1.2431875
NEDD4	-0.4345
SPO11	0.5495
OR5AU1	-0.156
NEK4	0.602357142857143
PRKAR2A	0.3785
IHPK1	-0.6925
ATP6V0B	-0.17525
CACNA1E	0.6615
CEACAM8	0.711333333333333
PEX14	0.2905
FLJ12993	3.267
ZBTB38	0.672833333333334
PCTK2	0.295666666666667
LRRC16	-0.0431
FBLIM1	1.16816666666667
FYCO1	1.11725
RP5-1022P6.2	0.11325
CMTM1	-0.6575
PLTP	-1.2935
RAPH1	1.323375
DOCK8	1.047625
EZH2	-1.1988
SLC25A1	-1.41083333333333
PLEKHB1	0.1235
GRB7	0.934
ZFP37	0.044
MRPL33	-0.58775
PELO	-0.71325
ARMC1	-0.0495454545454545
C9orf27	0.031125
FLJ25778	0.87
C9orf37	-0.511833333333333
TMEM66	1.0945
SPRN	-0.04525
HBEGF	-0.319625
PI4KA	-0.799
LEPRE1	-1.264
POU2AF1	-4.5585
MRPL12	-1.45583333333333
REP15	-0.385
ZC3H3	0.62525
RASAL1	-0.264
DDAH1	1.617375
ACBD5	1.074875
TMC2	-0.045
CCDC137	0.23
SAMD13	-2.46033333333333
UGT2B15	2.901
TIPARP	0.2735
DNASE1L3	-0.48225
TRIM72	0.518333333333333
DBX2	0.0136666666666667
IPO8	-0.1465
C21orf88	-0.341
MAP3K14	0.50825
LOC51233	0.185833333333333
GGTLA4	-2.565
PDE6D	-0.5745
ZNF117	0.904
CLK2	0.402625
NKRF	-0.52075
TNFSF15	1.4933
DUSP2	-0.500375
SECISBP2	0.6193
GABRR2	-0.068
PPAP2C	2.01025
LOC51145	-0.063
PAG1	-1.284625
PIK3C3	0.1575
GNG10	-0.468
APOL4	0.284333333333333
ANKRD28	-0.99525
STMN3	-1.6264
RAB14	0.728
CDK2AP2	-0.3245
HDDC3	0.1275
COMMD7	0.244375
CXXC1	0.69725
HMCN1	-1.03766666666667
CD40	-1.0155
DYNC1LI2	0.574375
GDI1	0.2575
LOC646938	-0.58
VSNL1	-3.9515
PIH1D1	-0.239833333333333
RAET1G	-0.854
KRTAP5-9	-0.2715
EFTUD2	-0.6695
ZNF311	1.77583333333333
ATP6V1G3	-0.077
OR2W3	1.72525
SCN4A	0.176
MED10	-0.876875
FAM135A	-1.4105
ARHGAP4	-0.99425
EHMT2	0.041
UFD1L	-1.42675
ERMP1	0.152
MAG1	-1.84433333333333
THAP8	-0.0738333333333333
HACE1	-0.220833333333333
FAM82C	0.265666666666667
C3orf20	0.04
UNC84A	-0.587
SCD5	-0.899142857142857
LASS6	2.01475
LSG1	0.359833333333333
MAL	-5.2245
GPR22	-1.0185
WDR5B	1.71475
ACTRT1	0.0595
C17orf60	-0.119333333333333
GRIN2C	-0.1538
ARMC8	-0.428666666666667
SLC47A1	-3.19466666666667
DMPK	-0.02825
DHRS13	-0.7625
SMC1A	-0.494
KRTAP17-1	1.46875
SMYD5	-0.8915
TUSC2	0.61625
CRHR2	0.104
KIR3DL2	0.163
CCDC104	0.635
ATP2C1	0.83975
CROT	1.794
PABPC3	0.253166666666667
EGR1	-0.0288333333333333
THSD1	0.872
KHK	-1.94975
SLC12A2	1.3853125
CD58	-1.136
STOX2	-0.8455
CCDC76	-0.0379
CCDC48	4.57675
DNAH1	0.607833333333333
ZIC4	-0.7515
OR1G1	0.446
PSMC6	0.018
PROKR1	0.0555
ABCB1	-1.040625
TRAT1	-2.55075
LLGL1	0.3315
MTF1	1.6155
USP54	0.873625
PAGE2B	-2.2955
ITGB7	-3.92125
CCDC81	-0.077
LOC149837	-0.239
SCUBE1	1.1545
ZSCAN10	0.4315
HUWE1	0.356571428571429
CDH17	1.208
CD180	-0.3
IL17A	0.17175
TMPO	-1.537
KIAA1524	-2.16616666666667
HDGFRP3	-0.5235
OXCT1	-2.62263636363636
RRAS2	-2.343
LTBP2	2.026875
SV2B	-0.330833333333333
CYP2A6	3.876375
PKD1L2	-1.291
PPM1M	0.90225
FLJ22662	1.62666666666667
ZNF502	0.89825
GP6	0.027
CRYBA2	-0.256
LEF1	0.3217
CTPS	-3.15442857142857
EYA1	-2.10666666666667
EPS8L1	1.7315
MAPK14	-0.56925
SERPINB2	-4.732
GTF2F2	-0.779833333333333
ZNHIT4	0.0605
PLA1A	1.135625
C20orf114	3.89625
HPR	-5.1195
C18orf2	-3.88483333333333
SATB2	-2.85225
KCNJ9	0.46225
MGC157906	0.1685
MOCS3	-0.34925
C17orf71	-0.793666666666667
PPHLN1	0.3361
HIST1H2BN	-1.059
RAPGEF1	-0.28425
MAP3K8	-0.00925
DLG4	0.2215
STC1	1.67158333333333
CDGAP	0.51325
DDX26B	-2.09025
LOC150223	-2.2665
CPSF3	-1.19
TMEM14A	0.4655
MYH3	-1.44225
GPKOW	0.40375
SULT1A1	0.4795
SPON1	2.1044
YY1AP1	0.808166666666667
RAB23	-0.7615
PLA2G4A	-5.1735
MAPRE3	-0.90575
ZNF516	0.699642857142857
GGPS1	1.3345
EXOC3L2	0.278625
C19orf42	0.3049
MAP2K2	0.0608333333333333
HIST1H2BB	-0.094
RNF19B	1.1505
C6orf128	-0.567
TLR8	1.97425
PCDHA9	3.025
CARS2	-0.018125
CLUL1	3.44166666666667
RHAG	-4.6475
UNK	-0.1705
EXOC8	0.9274
C9orf95	1.411
C14orf143	1.29533333333333
MAML3	0.8245
LDHA	-2.28575
MRPL20	0.293
KLHDC6	0.092
ATP5S	0.6875
C8orf55	0.08625
PHF19	-2.39375
KRTAP13-4	-0.046
TTC5	0.22225
XKR5	-0.88725
SILV	-4.55416666666667
TEX28	-0.7315
TCTN1	1.57775
CX40.1	0.33125
PPP2R5C	0.055
C12orf30	-1.6165
CAPG	2.23225
MPZL1	0.81875
ARSB	-2.00033333333333
TDH	-1.27925
WASF4	0.84775
TSSK3	-1.02533333333333
7A5	1.963
CRISPLD1	0.5095
MAD1L1	-0.6615
SPIN4	-0.391666666666667
AMPD1	-1.65225
DPYSL5	-1.0115
INPP1	-1.06416666666667
ANKRD11	-0.265611111111111
NPAS4	-0.333
GCET2	-0.6996
RNASE9	0.4705
GUCY2D	0.1825
CCDC98	-0.5855
FGF4	-0.652125
CPM	-0.468666666666667
SLC26A4	1.03983333333333
PLD5	0.5525
FAM59A	-0.6494
FBXO5	-2.62133333333333
SIPA1L1	0.462625
DPYS	0.8715
ATG4D	-0.33325
TGM3	0.7685
MTCH1	-0.06275
HK1	0.298428571428571
CDC26	-0.3535
GALNT12	-4.34533333333333
LOC339229	-0.3555
MRPL35	-0.067625
ORC4L	0.1945
TNKS	-0.0702857142857143
C2orf24	0.856833333333333
ZNF553	0.437
GGTLA1	2.4154
ZNF497	0.12575
CDY1B	0.1465
SLC30A4	0.00650000000000001
TUB	-2.08875
ARHGEF18	0.20325
ARRB1	0.8985
KCNK1	0.689
EREG	-3.4459
SCAMP5	-0.55925
RUNDC3B	1.64725
ADAMTS20	-0.34325
IL17RB	-0.481125
FLJ20323	-0.43775
MCAM	0.4405
POLR3E	0.188
AQR	0.144166666666667
IPMK	0.303
CDCA7	-4.28475
CAMP	1.6765
GRHL3	-0.6005
ADAMTSL2	1.27816666666667
CLMN	2.46116666666667
SSTR3	0.221
MAGEA5	-2.5895
OVOL2	4.0495
JMJD1B	0.02625
RBL2	0.4637
PYGO2	1.01725
PPP1R10	0.2345
CSE1L	-1.29516666666667
LCA5	1.3035
RDH16	1.82
ASRGL1	-3.353875
TOM1	0.8765
PTX3	-6.5855
TTC15	0.7825
SCGB3A1	2.309
MRPL50	-0.779
RCAN3	1.51
SLC26A11	0.818
STYX	-0.148833333333333
CINP	-0.3405
MARCH7	-0.3725
PFKM	-1.15083333333333
SGMS1	0.4175
RIOK3	0.0479
C1orf110	-0.2015
CES7	-0.3655
LOC440248	-1.001
PPP1R12C	0.25925
C10orf27	0.1295
ATG9A	-0.7095
MRPS26	-0.2495
TMEM40	-1.48125
ELP3	-0.1428
ZNF787	0.4081
HIAT1	-0.426
C8orf34	1.219
MGC4655	0.7015
PELI1	0.154833333333333
PPT1	1.4292
SLC35C2	-0.0431666666666667
C6orf125	-0.8935
MUC4	-1.78066666666667
RFC4	-2.00971428571429
GNB2	1.2635
NUP50	-1.01457142857143
SULT4A1	-1.29566666666667
C7	2.48675
CCDC130	0.221166666666667
ARRDC4	-0.9025
RQCD1	-1.336
GLYCTK	-1.4495
AYTL2	-0.943
MTUS1	1.9184
LEMD3	0.3675
PLEKHF2	1.83575
HOXA7	-0.142375
GTF3C2	-0.866
DYNLRB2	4.36575
CNOT10	0.07375
MR1	0.916
FFAR1	-0.3725
PRIC285	-0.04175
SLITRK6	3.92275
LIX1	-2.45655555555556
UBE1L2	-0.708916666666667
F8	2.160625
ACHE	-0.497833333333333
KPNA5	-0.835
TNFRSF12A	-1.7335
EGR3	0.8485
SERPIND1	-4.0705
OASL	0.94325
IFRD1	-2.017625
WDFY1	-0.534833333333333
ZNF267	-0.50525
ACCN5	-1.0125
ZBTB6	0.869
PPP1R3A	-0.119
PRRT3	1.04375
FBXL19	-0.9285
TXNIP	0.504214285714286
ACTN2	-2.47775
ATG9B	-0.621125
C9orf117	1.7525
IL27	0.9085
RPL36AL	0.1825
KLK15	-0.0835
CHAD	2.6405
RAP2B	-1.1458
HEBP2	1.34325
ZNF342	1.124
CAMK2G	-0.241166666666667
TLR3	2.2665
FGF14	-0.28325
HMGB2	-1.33225
TRPM5	-0.630166666666667
OR5M11	-0.043
KIF3B	0.987210526315789
PRICKLE2	0.931
MTMR9	-0.47675
C3orf27	0.163
GLRA3	-1.37833333333333
NSDHL	-0.2375
TMEM32	-0.4685
POLR2D	-1.03416666666667
MYADML	0.3475
C9orf114	-0.17225
MRGPRX1	0.6195
TOPORS	0.4925
CLDN19	-1.34925
C1QL4	-0.258
RNF165	0.094
DHRS9	-1.52225
DNAH2	-0.502833333333333
FXR1	-0.106833333333333
ZMYM3	0.054625
CASP3	0.0808333333333333
FAM120C	-0.84475
SCLY	-1.71525
CA7	-0.0815
ENTPD5	0.9965
ZNF461	-0.02125
PDIA5	0.5925
C1orf19	0.1505
TMEM67	-0.09125
KCTD20	-0.53
WDR47	0.7995
FLJ38723	0.559
KLRF1	1.18966666666667
TAS2R16	0.431
CLDN12	-0.0285
PRKCE	0.6795
UBXD4	-0.8805
ITGAM	2.47116666666667
GLT8D3	0.0015
WDR31	2.3219
RGS2	-2.05825
OR51L1	0.4195
MST1R	1.0265
KIAA1737	2.1265
OR4A5	-0.746
GLIS1	-2.3135
PTMA	0.294714285714286
NAPA	1.419
PRDM11	-0.513
LIPF	-0.2635
DIRAS3	2.76875
ASGR2	-4.32475
C1QTNF4	-0.43875
PIK3R4	0.685666666666667
ARMC3	3.80475
NDUFV3	-0.59225
BTBD3	-1.67483333333333
PPP1R2	0.3255
UBE2NL	-1.26475
FOSL2	1.2985
FAM119A	-1.76716666666667
TUBA4A	-0.4086
KRTAP12-1	0.0115
SFRS2	-0.80875
RHPN1	-0.2057
EEF2	0.224166666666667
ZDHHC11	-0.3795
EPHA3	0.6366
RBM12	-0.3545
H2AFJ	0.899166666666667
EDIL3	2.788
KIF26A	-1.613
SERGEF	-0.838
B3GALT4	2.30275
LOC90925	0.353166666666667
OSCAR	-0.354375
NPFF	0.365125
DEDD	0.709125
TMEM155	-0.9265
PTPN1	1.2335
SCYL2	0.435666666666667
SKAP1	3.26325
LEAP2	-1.43716666666667
GADD45G	2.0836
IFITM3	0.50225
PILRB	0.468
SLU7	0.282
DSC3	-1.06575
DNMT3L	-2.30475
PAPD5	0.014
B3GNT3	-2.6475
LHCGR	-0.1215
MSL-1	0.019
UBE2S	-2.59175
SAP130	-0.74325
ANAPC11	0.14925
MAGED4B	-2.5355
ATP6V1B2	-0.161833333333333
C14orf179	1.40875
CAPZA1	-0.414875
CDYL2	0.0848333333333333
GLRX3	-0.963333333333333
LOC136288	-1.454
MOBKL1A	0.048
HTR2B	0.986
CRYGD	-0.25
NUS1	-1.92066666666667
PGRMC1	-0.071
MYOM2	0.442
FLJ39653	0.112333333333333
CHM	0.9484
OR5M8	0.424
ZNF619	0.479
FAM105A	0.58375
CCNL1	-0.603875
NAP1L3	-1.3585
C10orf57	2.36116666666667
B3GALNT1	0.421333333333333
CSN1S2A	0.125
TCP10L	0.61875
GDAP2	0.0075
DMKN	-0.736833333333333
COX6B1	-0.67775
DNASE2	0.677166666666667
MSH5	-2.00375
LGMN	-0.7095
USP31	-0.7319
OR13C8	0.4215
SDCBP	-0.655
NUDT11	-3.94733333333333
PYGL	1.15716666666667
SNPH	-1.38416666666667
B3GNT4	-1.376
MIZF	-0.2053
NUBPL	0.434125
NOD1	0.188166666666667
CDH22	-0.478625
NUBP1	0.8995
DSCAM	-3.58425
DGKI	-0.00849999999999999
FAM136A	-1.4445
AKAP1	0.9795
SLC16A6	1.319
RIN3	0.2295
PSG2	-0.62425
DIP2B	0.0997499999999999
PSORS1C1	-1.3031
KIAA0495	0.7815
FLJ90709	-0.068
LPA	-0.863
PIGA	-1.25616666666667
LY75	1.75016666666667
UTS2	-7.03683333333333
RREB1	0.58675
GALNACT-2	0.2484
MGC3196	-1.03325
FLJ31568	0.1495
LPHN1	-0.39225
SP1	1.258
TOX4	0.585166666666667
HSPA9	-0.3916
APOBEC1	0.1125
SLC35E4	0.6045
LSM5	-0.772
SURF1	0.872
ZBTB1	0.659833333333333
GTF2F1	0.437
RPS15A	-0.202785714285714
DUSP21	-0.744
GINS4	-2.2805
MYO15A	0.204666666666667
GIMAP7	3.4945
MGC13379	0.409
ATP6V1E2	-1.80266666666667
UTP3	-0.29425
HNRPA3	-0.7491875
MT4	-0.193
C14orf155	0.28575
U1SNRNPBP	0.81925
CKLF	-1.17716666666667
PLEKHN1	0.593833333333333
MBNL1	0.250666666666667
NUP160	-1.5645
ACSM2A	-2.14075
LOC129881	0.67675
KIAA1529	-0.08225
FLJ22639	-1.0155
HAND1	-1.3095
GSX1	-0.0405
FGA	-5.13013333333333
SERPINB1	-1.73472347597681e-18
ZNF642	0.67075
IGFBP1	-8.314375
SLC1A1	2.142625
DHX57	-0.048625
ZNF766	1.958
PTPN21	0.4224
GDPD3	-1.4735
PNPLA5	-0.078
TBR1	-0.0656666666666667
FAM116A	0.37575
IQGAP1	0.501125
FOS	1.482375
ZNF226	0.273875
FIGNL1	-1.20366666666667
C14orf1	0.678833333333333
ZMYND17	-0.1575
PUS7	-1.01583333333333
TUBB6	-1.82375
KCNQ2	-2.2695
MARCH6	0.0589166666666667
CCDC33	-0.1735
PRODH	0.483
RBM11	2.21525
EPHA6	-0.0378333333333334
SLC43A1	-0.748
LOC196541	-0.0818571428571428
NTN1	1.215
ING4	1.20025
PCDHB10	1.15025
DPH2	-0.9255
SPACA4	0.491
FBXL21	-5.2435
DIAPH1	-0.449666666666667
ZNF71	0.581333333333333
CEP76	-0.57
CORO1A	-0.5155
RRM2	-3.549
EDG4	0.65425
OS9	1.46633333333333
SLC4A1AP	-0.091
COG5	-0.059
COPS8	-0.55925
NGLY1	-0.24325
NCBP2	-0.270125
C17orf42	-0.34
GPSM3	-0.43075
SIL1	1.13633333333333
ASB6	-0.2575
SMAD5OS	-0.0385
UNC93A	-4.13971428571429
A1BG	-0.487833333333333
C21orf62	0.309
FMO5	1.90425
ATRIP	0.999666666666667
CEBPG	-0.631333333333333
C7orf38	0.635833333333333
TNFRSF1B	0.778333333333333
CLEC1A	1.325
IQSEC1	0.349625
PATZ1	1.4816
RBM22	1.21475
BAG2	-3.0815
PAQR5	-1.54316666666667
C9orf127	0.629
THNSL1	-0.2135
SHROOM3	3.0654
JAM2	0.548
SNRPN	-0.5
ALX4	0.1845
CACNA1S	-0.4055
FAM130A1	1.5605
CORIN	1.9805
CD300LB	0.231
PLEKHG6	1.3915
LRRC40	-0.8245
PCLKC	-1.403
PCDHB16	0.307833333333333
WNT2B	-0.0495
ASNS	-2.37033333333333
MRPL49	0.57925
FLJ46111	0.4775
ISG20	-1.1415
SMU1	-0.6055
CASZ1	1.023
POLR1D	-0.333416666666667
GIN1	0.3105
SNAG1	0.26
ANKRD29	-2.588
CDKN2AIP	0.36125
KRR1	0.3905
CXCL1	-6.016
EPM2A	-0.0257
PC	-0.317
DEFB127	0.242
PDZRN4	4.83783333333333
FAH	0.7575
OR51E1	2.1405
CDC2L6	0.0311666666666667
DNTTIP1	-0.46475
PAX8	-0.063
TMEM116	0.8325
C1orf150	0.857
PRO2012	-0.51275
MRPL40	-1.0115
BEX1	-2.375
SLC2A4	-1.73166666666667
PKMYT1	-1.71825
FEZF2	-0.8602
SLC26A9	-2.3405
MAP2	-0.0599090909090909
LYL1	-1.31075
SLC25A19	-1.48933333333333
NOS3	-0.093
ZNF34	0.52
TMPRSS11F	-1.17066666666667
FAM43A	-0.3235
FCRL4	0.457333333333333
KLF14	-0.21125
FLRT2	-1.12116666666667
WRN	-1.0205
SDF2	0.6217
KRT8P12	0.31725
C6orf195	0.319
C9orf125	-2.80333333333333
DZIP3	0.450875
RIT1	-0.162166666666667
SCML1	-1.43516666666667
RHBDF2	-0.624125
OR2G3	0.3455
REXO1L1	-0.173
MAP3K7IP3	0.16775
C3orf57	-5.2985
FBXW11	-1.3435
ETAA1	-0.201
C14orf131	1.1717
AKT1S1	0.3705
SLC12A5	-1.227125
C9orf164	1.20025
NRIP3	0.711875
NOS1AP	0.37575
TMEM121	1.517
SAP30BP	-0.2838
DGCR6	0.63375
WDR76	-1.09775
FAM82B	-0.586666666666667
LOC606495	-0.269
MAP9	0.467416666666667
BCDIN3D	1.7035
CXorf36	3.17583333333333
DSCR3	-1.0247
ZFAND3	0.584375
C7orf43	0.542166666666667
SPSB3	1.3964
C19orf19	0.01625
FAM133A	-2.813125
C12orf25	0.64575
SLC39A3	-0.634875
DISP2	-0.49475
PI4KAP2	-2.0255
MKRN3	-3.54133333333333
ADAMTS13	0.325
CBLN3	0.1551
TTYH1	-2.061
C3orf18	1.66925
FLJ13236	1.7185
ZMYND12	4.08425
C18orf25	0.07825
GLB1L3	-1.4195
ATP13A5	-0.129
RANBP10	0.386
CD96	-2.4445
DENND1C	-1.1835
RBMS3	0.1953
SLC41A3	0.089
DGCR6L	0.66975
TMEM128	0.7795
CSNK1G3	0.199214285714286
MOBKL2C	1.34375
TSPAN6	-1.584625
MATN2	-1.8883
MSL2L1	1.4585
ST6GALNAC2	0.390166666666667
FGFBP2	-0.979125
FGL1	-6.04333333333333
MPP3	-0.404833333333333
ARHGEF6	1.5655
TGFBR2	-0.466375
ACMSD	2.91775
IL33	2.09425
C9orf5	-0.0520833333333333
DEAF1	-0.0895
AMN	-0.762
DEFA6	-0.08825
RNF212	-0.74
METT5D1	0.680666666666667
CIB1	0.8061
TSSK1B	0.6405
KIAA1727	1.35975
ZNF680	1.2165
LOC399900	-0.1705
LOC152217	-0.641333333333333
CTNNAL1	-3.029
CIT	-2.25325
TLE6	1.579
ZNF607	-0.96425
HERC4	-0.8735
DRAP1	-0.4233
PEMT	-0.92025
C10orf111	0.1175
ZNF575	0.595125
KCTD7	0.11325
MYO1F	1.067125
LOC285382	-1.04525
RAB11A	0.6417
PLCD3	0.04125
C15orf28	0.237
PTBP2	-0.491875
CTB-1048E9.5	-0.852125
C19orf60	-0.697833333333333
C7orf25	0.364333333333333
SETD7	0.80675
HOXB9	-4.6285
VANGL1	0.2004375
CHAF1B	-2.09
NDUFA3	-0.63325
KIAA1328	0.124166666666667
SHARPIN	0.542375
TTC23	-0.77775
UGP2	-0.0231666666666667
ANKIB1	0.8418
CIRBP	1.88771428571429
SEC14L4	-3.552
OVCH1	0.102666666666667
VPS52	0.6105
FAT	-2.234125
M6PRBP1	0.38725
GPRIN3	0.4295
PPM1F	-0.9885
TSR1	-0.78625
CCDC85A	2.017
PCSK5	0.897
ZFHX3	0.1675
HEMK1	0.6189
PGBD2	0.75025
RSRC2	0.447
AURKC	-1.95866666666667
SCRIB	-0.249375
ORM2	-4.628
FAM115A	1.2508
FZD6	-2.249625
UNC119	0.487166666666667
GPX3	-1.5464
NOV	-0.465875
CABC1	0.1855
CDC42SE2	-0.52975
EIF2S2	-1.4934
RNF130	0.553375
CKAP5	-0.924666666666667
RP11-413M3.2	-0.165625
C10orf18	0.3339
TMEM93	-0.68125
DYX1C1	1.96575
KCNMB2	-2.354375
ANK3	1.64816666666667
KRT5	-3.0393
CDH12	-2.045125
QRSL1	-0.3305
JUB	-0.97775
SHC4	-3.612125
CCL15	0.885833333333333
CCDC22	0.5125
SNX24	0.012
RARS	-0.295
MORC2	-0.0785
FAM48A	-0.1935
MT1H	-1.694
PPP1R14C	-4.27333333333333
FOXD1	-2.99485714285714
C1orf213	-1.6875
AMT	-0.5652
DSN1	-0.86075
PTPLAD2	3.536
DIS3L	0.151
RASL11A	2.1485
GPRC5B	-0.173
FRMD7	1.15
STRN4	-0.459
KITLG	1.956
HDGF	0.92075
OR1S1	-0.365
SETX	0.3558
DDR2	-2.203125
KCTD12	1.17175
LYZL2	-0.8555
WDR52	2.883
TMEM2	-0.1505
ZNF579	0.384166666666667
LOC200810	0.364
TNFSF9	-2.094
PPFIA4	-2.263
CNIH3	-1.5705
MAP4K4	-2.14971428571429
ROD1	-0.0915
ALS2CR12	-0.141166666666667
DOCK3	-1.78516666666667
PAQR9	-5.66025
ASB17	0.1245
STX16	-1.13825
FEZ2	-0.217
DLAT	-1.14266666666667
KIF21B	-1.36366666666667
CDC5L	0.18375
TMEM119	1.43766666666667
CRIP3	-1.7255
TPSD1	-0.367333333333333
TEPP	-0.606
GNGT2	0.5545
C21orf121	0.42925
WNK1	-0.129166666666667
FLJ10490	0.0727
OR51B5	-2.9695
LOC203547	-0.944375
HAS1	-1.36
PPA1	-0.180833333333333
ST7	-0.230625
C11orf46	0.3706
POPDC3	-4.59466666666667
ACOX2	3.256
ATCAY	-0.948333333333333
TM4SF19	-3.2035
MFSD9	-0.835666666666667
PDHB	0.38
ERN1	0.27925
LCE3C	0.19
GPR111	0.0265
NOTCH3	0.772166666666667
ADAMTS5	1.02375
B3GALT1	-1.202
UGCGL1	-0.828666666666667
FAM58A	0.4275
FBXO32	1.33925
CLPP	-0.7325
NXPH1	-1.16325
MTMR3	0.803833333333333
ATP1B3	-1.930375
TMEM16A	4.273625
HIST1H3F	0.254333333333333
TRIM25	0.244833333333333
SDCBP2	0.4455
CRKL	-1.315375
HOXB2	2.62833333333333
ANP32B	-0.00874999999999999
GATM	3.85
AP4E1	-0.24525
EDG5	-0.171
CDKN3	-3.00666666666667
CDH4	-2.7405
PGD	-0.137666666666667
RND1	1.4855
GAD1	1.2203
MPG	0.543
LOC440350	0.2505
ZNF133	0.3485
SERPINB12	-0.223
AMELY	0.2236
DHX36	-0.52875
TNFAIP8L2	2.54816666666667
PHTF2	-0.676055555555556
CCDC112	-0.3115
IQCC	0.1435
HEYL	2.549
FTSJ2	-0.190833333333333
APPL1	1.58825
RAB43	0.599285714285714
OR10G2	0.0345
WAC	0.504333333333333
ADCY9	0.60975
RUNDC2B	1.17983333333333
PYCRL	0.4093
AGPAT7	-1.15933333333333
SLC22A9	-1.72466666666667
CDKAL1	-0.641
PDYN	-0.567
C20orf74	1.9985
MTMR11	1.71275
VAV3	4.42245454545455
DAPL1	-0.22125
STXBP3	1.00025
EIF3G	-0.27375
ARHGAP22	-1.364
NPFFR1	0.242
NPC1	-0.775666666666667
ALDH9A1	1.963
ZNF600	0.14475
ZNF678	0.671666666666667
RASSF1	0.221166666666667
ADD2	-2.745125
PITPNB	-0.30825
PKD2L2	0.73
LRP11	-0.88125
CDKL1	-0.926
SMEK2	-0.09175
PRODH2	-3.6295
C11orf54	0.514
SFRS11	0.1315
IL7	0.418833333333333
ALS2CR16	1.43875
BTG3	-2.5695
PAK2	-0.575
RP11-679B17.1	-0.1765
GATA4	-2.10533333333333
ATP2B1	-0.2635
LOC130940	2.145
C1orf172	2.356
ATF7IP2	-1.29425
SLC25A43	-0.666
CENTG3	-0.082
IGF2BP1	-4.4639
FCHSD1	0.0055
CAMK2N2	0.6415
ELAVL3	-0.6579
NBPF15	1.69016666666667
UBE2J2	0.168583333333333
GNL2	-0.65275
PRR3	-0.8535
NLF2	0.21225
OR4F6	0.189
KLHL24	1.50916666666667
CCDC88A	-2.2191
SGPP1	-2.06083333333333
C10orf11	-1.1525
SLC35B4	-1.66783333333333
UGT3A2	-1.835
ARNT2	1.9403
CBR1	-2.483125
ITPR3	-0.223333333333333
TRAPPC6B	-0.1908
AMZ1	0.7585
ARP11	1.34375
WDSUB1	0.46425
APBA1	-0.0836666666666667
RAB2A	0.4382
C6orf162	-0.29975
HPSE2	0.486
PLCE1	-0.993
INSL3	-0.8875
DLG1	0.1351
PTPLA	-4.062
PIGX	0.56275
TFIP11	0.483833333333333
FIBIN	2.524
POLR2G	-0.42975
GRAP2	-2.4359
DNAJB8	-0.09625
CNBP	0.317
WASF1	-1.78375
INPP5E	-0.4072
HSPB1	0.083625
TMEM167	-0.2578
CUBN	0.064
IGF1	2.4655
ITPK1	0.6569
NAALAD2	-1.656375
G3BP1	-0.0885
NT5DC1	1.137625
CYP39A1	-0.6825
TMEM139	1.24833333333333
POLK	0.2864
GLULD1	-2.19925
RBM15	-0.6095
AMZ2	0.31375
GDF15	-3.38933333333333
MESDC2	0.0675
INCA	-0.305166666666667
ACY1L2	-2.767
GZMM	-1.82583333333333
PAIP1	0.61975
CACNA2D1	-1.4245
STK32C	-0.423833333333333
SH3BP4	1.08366666666667
DEC1	-0.4
PADI1	0.243
UBB	-0.092
PON3	2.45383333333333
PROP1	0.3225
ANKRD13B	-0.761
ADCK1	0.42
TCF25	0.500416666666667
SLC38A5	-3.30525
CXorf26	0.741666666666667
C19orf39	0.59925
PPP1R13B	1.33775
ARL2	-1.0405
TCL6	-0.204666666666667
TOP3A	-0.435
SLC16A14	0.546125
FXYD6	0.284833333333333
HIST1H4E	-0.50775
BBC3	0.831263157894737
UNC5A	0.0406666666666667
FAM86C	-0.1361
PI4KB	1.00825
B3GAT1	-4.21775
SUSD2	0.369
OAZ2	0.360833333333333
NOC4L	-0.1045
C10orf12	-0.652
FADS1	-3.79383333333333
LOC144097	-0.9935
DKK2	2.30816666666667
KIAA1949	-0.93825
RHOT1	0.1132
OXT	0.558666666666667
GPR153	0.34425
ARL4A	-2.1185
SAAL1	-2.05725
CCDC64	0.7965
USE1	-0.200833333333333
HNMT	1.43
PCGF3	1.1293125
CYP2C19	0.25475
C20orf4	-0.0365
CCDC11	2.7595
ACSBG2	-0.29725
RWDD2A	-0.097
PALLD	1.847375
CPLX4	0.4465
LOC492311	1.61725
