Hybridization REF	TCGA-BH-A0DG-01A-21R-A12P-07
MUSK	0.1365
ZNF434	-0.251833333333333
SMARCD1	-0.442833333333333
ZFP106	0.13425
ZNF347	-0.6008
GTF2E1	0.073
RY1	-0.614666666666667
ATAD2B	0.69975
ARHGAP17	-0.1401
KCNIP3	-1.014
SFPQ	0.493
GFRA4	0.323
AKR1B10	-3.051125
TIGD6	0.8565
RGS16	2.143625
URB1	-0.988333333333333
OR4C46	-0.183
TOP3B	-0.9
NFATC4	0.8975
CA14	-4.78125
BMPR1A	-0.359333333333333
SNRP70	-1.03375
PRL	0.0525
C6orf130	-0.64025
STAG2	-0.65
CD55	-0.148571428571429
RPS23	-0.378166666666667
SSX2	-2.60383333333333
FDPSL2A	0.986
FBXO27	0.218375
SYNGR3	-1.49716666666667
TMSL3	1.91725
EML1	-0.237
NUP93	-1.0905
SMAD3	-0.2905
KIAA1189	2.04233333333333
HNRPUL2	-0.343166666666667
TBC1D12	1.11266666666667
C16orf24	0.88125
MRVI1	2.10016666666667
ZNF581	-0.0308333333333333
ELOVL3	0.0955
OR51Q1	0.18425
CACNB3	1.33083333333333
GALNT13	0.75675
C10orf84	0.4975
NEDD4	0.0391
SPO11	0.7525
OR5AU1	-0.0955
NEK4	-0.128
PRKAR2A	-1.20616666666667
IHPK1	-0.6985
ATP6V0B	0.6915
CACNA1E	1.2845
CEACAM8	1.33383333333333
PEX14	-0.1785
FLJ12993	0.288
ZBTB38	-0.251833333333333
PCTK2	0.9745
LRRC16	0.8587
FBLIM1	0.6025
FYCO1	0.45275
RP5-1022P6.2	-0.0611666666666667
CMTM1	0.7055
PLTP	1.29666666666667
RAPH1	1.158125
DOCK8	1.03875
EZH2	-1.2686
SLC25A1	-0.012
PLEKHB1	1.1306
GRB7	0.3909
ZFP37	0.09825
MRPL33	-0.2385
PELO	-0.29025
ARMC1	-0.735
C9orf27	0.193
FLJ25778	0.157
C9orf37	-1.46766666666667
TMEM66	0.00475
SPRN	0.476875
HBEGF	-0.086875
PI4KA	-1.164
LEPRE1	-0.2195
POU2AF1	-1.07775
MRPL12	-0.362
REP15	0.584
ZC3H3	-0.283
RASAL1	0.62175
DDAH1	1.144625
ACBD5	0.672
TMC2	0.105
CCDC137	-0.3535
SAMD13	3.56133333333333
UGT2B15	2.3985
TIPARP	-0.064
DNASE1L3	2.5795
TRIM72	0.219333333333333
DBX2	1.96575
IPO8	-0.146
C21orf88	0.3443
MAP3K14	-0.2835
LOC51233	0.0236666666666667
GGTLA4	-1.30475
PDE6D	-0.42975
ZNF117	0.171
CLK2	-0.89475
NKRF	-1.16925
TNFSF15	0.4312
DUSP2	-0.809
SECISBP2	-0.1702
GABRR2	-0.0055
PPAP2C	3.03075
LOC51145	0.0328333333333333
PAG1	0.6145
PIK3C3	-0.22325
GNG10	-0.4695
APOL4	1.20466666666667
ANKRD28	-1.06625
STMN3	-0.8912
RAB14	0.5874
CDK2AP2	0.226
HDDC3	0.6945
COMMD7	-0.39375
CXXC1	-0.5785
HMCN1	0.7415
CD40	0.88225
DYNC1LI2	0.683625
GDI1	0.181
LOC646938	-0.14
VSNL1	-1.9105
PIH1D1	-0.183
RAET1G	1.478
KRTAP5-9	-0.11
EFTUD2	-1.1355
ZNF311	-0.297333333333333
ATP6V1G3	0.47875
OR2W3	-0.4365
SCN4A	0.46725
MED10	-0.92975
FAM135A	-0.5664
ARHGAP4	-0.8515
EHMT2	-0.953875
UFD1L	-0.043
ERMP1	0.38925
MAG1	-1.43366666666667
THAP8	0.6345
HACE1	-0.606666666666667
FAM82C	-0.064
C3orf20	0.5025
UNC84A	-0.828333333333333
SCD5	-0.251692307692308
LASS6	1.741
LSG1	0.0961666666666667
MAL	-3.96375
GPR22	0.0105
WDR5B	0.695
ACTRT1	0.2265
C17orf60	0.6275
GRIN2C	2.5585
ARMC8	-0.600083333333333
SLC47A1	-1.84833333333333
DMPK	0.19925
DHRS13	-0.622666666666667
SMC1A	-0.774666666666667
KRTAP17-1	-0.568
SMYD5	-0.97275
TUSC2	0.172625
CRHR2	0.452
KIR3DL2	0.75
CCDC104	0.09525
ATP2C1	0.469625
CROT	0.92625
PABPC3	-1.0775
EGR1	1.07733333333333
THSD1	1.44975
KHK	-0.678
SLC12A2	3.324625
CD58	-1.3455
STOX2	-0.240166666666667
CCDC76	-0.8341
CCDC48	4.077
DNAH1	-0.265166666666667
ZIC4	1.22525
OR1G1	-0.1185
PSMC6	-0.561
PROKR1	0.524
ABCB1	-0.584125
TRAT1	-0.26775
LLGL1	-0.355
MTF1	1.259
USP54	0.4075
PAGE2B	-3.132
ITGB7	-3.4925
CCDC81	-0.1925
LOC149837	0.9655
SCUBE1	0.4745
ZSCAN10	1.0125
HUWE1	-0.108142857142857
CDH17	0.3085
CD180	1.08575
IL17A	0.23125
TMPO	-1.17675
KIAA1524	-1.15066666666667
HDGFRP3	0.9075
OXCT1	-1.50709090909091
RRAS2	-1.39783333333333
LTBP2	2.6301875
SV2B	1.93816666666667
CYP2A6	0.770625
PKD1L2	-1.09533333333333
PPM1M	0.39425
FLJ22662	1.38466666666667
ZNF502	0.8885
GP6	-0.77575
CRYBA2	1.40725
LEF1	-1.1584
CTPS	-1.70157142857143
EYA1	-2.57766666666667
EPS8L1	1.8835
MAPK14	-0.933
SERPINB2	-4.170875
GTF2F2	-0.308833333333333
ZNHIT4	-0.139
PLA1A	0.04225
C20orf114	4.31925
HPR	-2.9295
C18orf2	-3.74983333333333
SATB2	-1.7835
KCNJ9	0.277
MGC157906	0.583
MOCS3	-0.075
C17orf71	0.775833333333333
PPHLN1	-0.1643
HIST1H2BN	0.76125
RAPGEF1	-0.3135
MAP3K8	0.0615
DLG4	0.2375
STC1	-0.638083333333333
CDGAP	1.4395
DDX26B	-0.0315
LOC150223	-1.503
CPSF3	-0.795
TMEM14A	0.43975
MYH3	-1.639
GPKOW	0.1285
SULT1A1	-1.07133333333333
SPON1	4.6324
YY1AP1	0.1925
RAB23	0.1335
PLA2G4A	-3.255
MAPRE3	-0.19975
ZNF516	1.7145
GGPS1	1.29975
EXOC3L2	-0.10625
C19orf42	0.276
MAP2K2	-0.293666666666667
HIST1H2BB	0.692
RNF19B	1.0235
C6orf128	0.2
TLR8	3.87175
PCDHA9	0.7645
CARS2	0.14025
CLUL1	1.60566666666667
RHAG	-4.21366666666667
UNK	0.937
EXOC8	1.3413
C9orf95	1.42925
C14orf143	0.077
MAML3	0.25225
LDHA	-2.12275
MRPL20	2.353375
KLHDC6	0.166666666666667
ATP5S	-0.370666666666667
C8orf55	-0.70175
PHF19	-2.057625
KRTAP13-4	0.2875
TTC5	-0.28725
XKR5	-1.275
SILV	-4.191
TEX28	-0.8225
TCTN1	0.58
CX40.1	-0.04775
PPP2R5C	0.21975
C12orf30	-0.7855
CAPG	2.44125
MPZL1	1.809
ARSB	-0.719
TDH	-2.123
WASF4	0.71675
TSSK3	-1.29533333333333
7A5	2.4245
CRISPLD1	1.46025
MAD1L1	-0.597166666666667
SPIN4	-0.348333333333333
AMPD1	1.14175
DPYSL5	-0.6745
INPP1	-0.203333333333333
ANKRD11	-1.01861111111111
NPAS4	-0.0745
GCET2	0.7203
RNASE9	1.0605
GUCY2D	0.564166666666667
CCDC98	-0.2785
FGF4	-0.657
CPM	-0.4495
SLC26A4	-1.80883333333333
PLD5	0.032
FAM59A	1.6783
FBXO5	-2.04022222222222
SIPA1L1	0.263625
DPYS	1.46475
ATG4D	0.003
TGM3	1.51
MTCH1	-0.56925
HK1	-0.146214285714286
CDC26	0.332375
GALNT12	-1.9515
LOC339229	0.1665
MRPL35	0.153875
ORC4L	-0.210125
TNKS	-0.650357142857143
C2orf24	0.6995
ZNF553	0.645333333333333
GGTLA1	3.0838
ZNF497	-0.62275
CDY1B	0.73925
SLC30A4	-0.133571428571429
TUB	-0.3045
ARHGEF18	0.332
ARRB1	1.79025
KCNK1	2.63975
EREG	-2.0918
SCAMP5	0.71025
RUNDC3B	1.42675
ADAMTS20	-0.384
IL17RB	0.77925
FLJ20323	-0.62525
MCAM	0.2185
POLR3E	-1.56116666666667
AQR	0.0491666666666667
IPMK	1.208
CDCA7	-4.1785
CAMP	2.75325
GRHL3	-0.3665
ADAMTSL2	2.39566666666667
CLMN	1.50583333333333
SSTR3	0.397
MAGEA5	-2.49366666666667
OVOL2	3.713
JMJD1B	0.03675
RBL2	0.2637
PYGO2	0.768
PPP1R10	0.135166666666667
CSE1L	-1.152
LCA5	1.6415
RDH16	1.03975
ASRGL1	-2.326625
TOM1	0.0936666666666667
PTX3	-4.471
TTC15	0.263
SCGB3A1	4.3155
MRPL50	-0.60025
RCAN3	1.53425
SLC26A11	1.1065
STYX	0.431333333333333
CINP	0.53275
MARCH7	-0.0395
PFKM	-1.73116666666667
SGMS1	0.897
RIOK3	-0.3683
C1orf110	0.6775
CES7	-0.250125
LOC440248	-2.11875
PPP1R12C	-0.528
C10orf27	0.837
ATG9A	-0.10375
MRPS26	1.0545
TMEM40	0.18125
ELP3	-0.7599
ZNF787	0.2497
HIAT1	0.02325
C8orf34	1.15216666666667
MGC4655	0.3107
PELI1	0.0913333333333333
PPT1	0.0176
SLC35C2	-0.19
C6orf125	-0.0625
MUC4	-0.985666666666667
RFC4	-2.21871428571429
GNB2	0.0341666666666667
NUP50	-0.200857142857143
SULT4A1	-2.04533333333333
C7	3.63975
CCDC130	-0.249333333333333
ARRDC4	0.14725
RQCD1	-0.5095
GLYCTK	-0.98325
AYTL2	-0.777363636363636
MTUS1	0.411
LEMD3	-0.0235
PLEKHF2	1.6115
HOXA7	0.498625
GTF3C2	-1.357
DYNLRB2	3.0795
CNOT10	-0.631
MR1	0.611
FFAR1	-0.0935
PRIC285	0.11425
SLITRK6	5.784
LIX1	-2.0669
UBE1L2	-0.376583333333333
F8	0.60325
ACHE	-0.1225
KPNA5	-0.2735
TNFRSF12A	-1.65233333333333
EGR3	0.2705
SERPIND1	-3.64666666666667
OASL	2.134
IFRD1	-1.717125
WDFY1	-0.325666666666667
ZNF267	0.237125
ACCN5	0.087
ZBTB6	-0.2105
PPP1R3A	0.9665
PRRT3	0.724
FBXL19	-0.7165
TXNIP	0.862142857142857
ACTN2	5.0755
ATG9B	-0.709625
C9orf117	0.608
IL27	-1.132
RPL36AL	0.4735
KLK15	-0.303
CHAD	2.976
RAP2B	0.08
HEBP2	1.7435
ZNF342	1.243
CAMK2G	-0.262833333333333
TLR3	2.70425
FGF14	0.94175
HMGB2	-1.792375
TRPM5	-0.2265
OR5M11	0.2125
KIF3B	0.160210526315789
PRICKLE2	1.125
MTMR9	-0.084
C3orf27	0.08325
GLRA3	6.9515
NSDHL	0.395833333333333
TMEM32	-0.07525
POLR2D	-0.914083333333333
MYADML	0.3045
C9orf114	-0.27975
MRGPRX1	-0.2665
TOPORS	0.4775
CLDN19	0.67875
C1QL4	0.0785
RNF165	-0.921
DHRS9	1.20725
DNAH2	-0.820666666666667
FXR1	-1.01066666666667
ZMYM3	-1.564
CASP3	0.252
FAM120C	-0.229625
SCLY	-0.8425
CA7	0.2045
ENTPD5	0.0518333333333333
ZNF461	0.11125
PDIA5	-0.15725
C1orf19	-0.0653333333333333
TMEM67	-0.60525
KCTD20	-0.9845
WDR47	0.1815
FLJ38723	0.261
KLRF1	0.222666666666667
TAS2R16	0.1085
CLDN12	0.969
PRKCE	-0.04175
UBXD4	-0.81925
ITGAM	3.14466666666667
GLT8D3	0.0942499999999999
WDR31	0.386
RGS2	0.738
OR51L1	0.214
MST1R	-0.24575
KIAA1737	0.76575
OR4A5	0.4705
GLIS1	-0.304666666666667
PTMA	0.208285714285714
NAPA	0.98025
PRDM11	0.208
LIPF	0.5335
DIRAS3	0.45175
ASGR2	-3.824
C1QTNF4	1.2885
PIK3R4	0.103333333333333
ARMC3	3.041
NDUFV3	-0.220583333333333
BTBD3	0.179333333333333
PPP1R2	0.661833333333333
UBE2NL	-0.19125
FOSL2	0.869357142857143
FAM119A	-0.371333333333333
TUBA4A	-1.07
KRTAP12-1	0.00325
SFRS2	-0.562
RHPN1	-0.6254
EEF2	-0.812
ZDHHC11	-1.85416666666667
EPHA3	-1.2646
RBM12	-0.5205
H2AFJ	2.53383333333333
EDIL3	3.1935
KIF26A	-1.012
SERGEF	-0.26375
B3GALT4	3.30625
LOC90925	1.22983333333333
OSCAR	0.543375
NPFF	0.1635
DEDD	0.610125
TMEM155	-0.787375
PTPN1	-0.0985
SCYL2	0.520666666666667
SKAP1	1.4755
LEAP2	-3.12033333333333
GADD45G	1.0716
IFITM3	1.25775
PILRB	-1.22016666666667
SLU7	0.011375
DSC3	1.50025
DNMT3L	-1.59125
PAPD5	0.021625
B3GNT3	-0.434333333333333
LHCGR	0.3475
MSL-1	-0.116
UBE2S	-1.142875
SAP130	-0.354
ANAPC11	0.91
MAGED4B	1.0105
ATP6V1B2	0.3035
C14orf179	1.243
CAPZA1	-0.4095
CDYL2	0.806333333333333
GLRX3	-0.803166666666667
LOC136288	-0.8195
MOBKL1A	-0.0405
HTR2B	3.766
CRYGD	-0.486833333333333
NUS1	-0.464666666666667
PGRMC1	0.327
MYOM2	0.807
FLJ39653	-0.6235
CHM	-0.4337
OR5M8	-0.3065
ZNF619	0.6695
FAM105A	1.547
CCNL1	-1.37825
NAP1L3	0.7545
C10orf57	1.65183333333333
B3GALNT1	1.023
CSN1S2A	0.758
TCP10L	-0.56375
GDAP2	-0.2295
DMKN	-1.7425
COX6B1	0.7395
DNASE2	0.416666666666667
MSH5	-2.309
LGMN	0.483625
USP31	-0.0251
OR13C8	0.444
SDCBP	0.34
NUDT11	-1.51666666666667
PYGL	-1.75216666666667
SNPH	-0.1605
B3GNT4	-1.1105
MIZF	-1.6069
NUBPL	-0.483125
NOD1	-0.00349999999999999
CDH22	1.401375
NUBP1	0.342
DSCAM	-3.5105
DGKI	1.016
FAM136A	-0.9215
AKAP1	1.05033333333333
SLC16A6	-2.1745
RIN3	0.85875
PSG2	-0.08375
DIP2B	-0.08775
PSORS1C1	0.41
KIAA0495	-1.881
FLJ90709	-0.214166666666667
LPA	-0.092
PIGA	-0.573333333333333
LY75	2.15083333333333
UTS2	-5.6955
RREB1	-0.152875
GALNACT-2	0.5972
MGC3196	-0.03125
FLJ31568	1.44775
LPHN1	-0.769125
SP1	1.6675
TOX4	0.440166666666667
HSPA9	-0.2754
APOBEC1	1.485
SLC35E4	-0.9595
LSM5	-0.91125
SURF1	0.89125
ZBTB1	1.0695
GTF2F1	0.07
RPS15A	-0.350785714285714
DUSP21	-0.784666666666667
GINS4	-3.12383333333333
MYO15A	0.025
GIMAP7	4.2695
MGC13379	1.06025
ATP6V1E2	-1.56866666666667
UTP3	0.2355
HNRPA3	-0.3869375
MT4	-0.46
C14orf155	0.655
U1SNRNPBP	0.80675
CKLF	0.152666666666667
PLEKHN1	-0.128
MBNL1	-0.190333333333333
NUP160	-0.765
ACSM2A	-1.86825
LOC129881	-0.913
KIAA1529	-0.746
FLJ22639	0.74
HAND1	-1.784
GSX1	0.509
FGA	-4.4635
SERPINB1	0.099
ZNF642	0.79725
IGFBP1	-7.627
SLC1A1	3.596625
DHX57	-0.793125
ZNF766	0.578
PTPN21	0.1828
GDPD3	-1.37366666666667
PNPLA5	-0.3905
TBR1	-0.311666666666667
FAM116A	-0.57025
IQGAP1	0.187625
FOS	-0.136
ZNF226	0.79025
FIGNL1	-0.9405
C14orf1	0.313
ZMYND17	-0.35
PUS7	-1.90683333333333
TUBB6	-0.848125
KCNQ2	-1.307
MARCH6	-0.689833333333333
CCDC33	0.069
PRODH	2.1855
RBM11	1.94675
EPHA6	0.138625
SLC43A1	-0.276
LOC196541	1.16825
NTN1	0.515
ING4	0.34325
PCDHB10	1.88175
DPH2	-1.2035
SPACA4	-0.124
FBXL21	-5.1545
DIAPH1	-0.8885
ZNF71	0.675333333333333
CEP76	-0.5645
CORO1A	-0.2295
RRM2	-2.0905
EDG4	1.32325
OS9	0.234833333333333
SLC4A1AP	-0.331
COG5	-0.7575
COPS8	-0.5415
NGLY1	-0.775
NCBP2	-0.025625
C17orf42	-0.742833333333333
GPSM3	0.685375
SIL1	0.906
ASB6	-0.837
SMAD5OS	1.015
UNC93A	-3.82175
A1BG	-0.841
C21orf62	0.28675
FMO5	-1.50325
ATRIP	-0.397833333333333
CEBPG	-0.0691666666666667
C7orf38	0.300333333333333
TNFRSF1B	1.001
CLEC1A	1.64366666666667
IQSEC1	0.225
PATZ1	1.2993
RBM22	0.5315
BAG2	-1.96366666666667
PAQR5	-2.17833333333333
C9orf127	0.8683
THNSL1	-0.33875
SHROOM3	3.0754
JAM2	1.56975
SNRPN	-1.837
ALX4	0.02
CACNA1S	-0.147
FAM130A1	0.3815
CORIN	2.7915
CD300LB	0.9325
PLEKHG6	-0.103
LRRC40	-0.51675
PCLKC	-1.43325
PCDHB16	2.04766666666667
WNT2B	1.20816666666667
ASNS	-1.90766666666667
MRPL49	-0.617
FLJ46111	-1.03
ISG20	0.708125
SMU1	-0.171333333333333
CASZ1	0.4515
POLR1D	-0.283333333333333
GIN1	0.16325
SNAG1	0.498833333333333
ANKRD29	-1.69525
CDKN2AIP	-0.14225
KRR1	-0.19
CXCL1	-2.70683333333333
EPM2A	-0.1096
PC	-0.559166666666667
DEFB127	-0.342
PDZRN4	2.6945
FAH	0.063875
OR51E1	3.1
CDC2L6	0.263
DNTTIP1	-0.74925
PAX8	-1.222
TMEM116	0.546
C1orf150	0.5795
PRO2012	0.2745
MRPL40	-0.3335
BEX1	-3.5365
SLC2A4	-0.371333333333333
PKMYT1	-1.486
FEZF2	-1.24533333333333
SLC26A9	-1.093
MAP2	1.394
LYL1	-0.9385
SLC25A19	0.0678333333333333
NOS3	0.321
ZNF34	0.2825
TMPRSS11F	-0.14225
FAM43A	-0.13
FCRL4	0.961
KLF14	0.16
FLRT2	0.366666666666667
WRN	-1.6915
SDF2	0.8505
KRT8P12	-0.621
C6orf195	-1.4155
C9orf125	-0.7785
DZIP3	0.097125
RIT1	1.08541666666667
SCML1	-2.898
RHBDF2	0.4945
OR2G3	0.384
REXO1L1	-0.9415
MAP3K7IP3	-0.13225
C3orf57	-3.07125
FBXW11	-1.0895
ETAA1	-0.4695
C14orf131	-0.4607
AKT1S1	-0.1845
SLC12A5	-1.284125
C9orf164	1.6715
NRIP3	-0.438875
NOS1AP	0.42875
TMEM121	0.74475
SAP30BP	1.3565
DGCR6	0.7965
WDR76	-1.44875
FAM82B	-0.592
LOC606495	-0.4245
MAP9	2.37925
BCDIN3D	1.2355
CXorf36	4.0725
DSCR3	-0.4562
ZFAND3	0.2115
C7orf43	0.0866666666666667
SPSB3	0.3814
C19orf19	0.3665
FAM133A	-1.977125
C12orf25	0.52425
SLC39A3	0.191625
DISP2	-0.93375
PI4KAP2	-2.7675
MKRN3	-2.88816666666667
ADAMTS13	-1.522875
CBLN3	0.313
TTYH1	0.0558333333333334
C3orf18	0.45775
FLJ13236	-1.618
ZMYND12	2.73475
C18orf25	0.248625
GLB1L3	-0.816
ATP13A5	1.729
RANBP10	-0.0445
CD96	-0.2732
DENND1C	0.55375
RBMS3	1.3088
SLC41A3	0.189833333333333
DGCR6L	0.626
TMEM128	0.582666666666667
CSNK1G3	0.144928571428571
MOBKL2C	0.9615
TSPAN6	0.1525
MATN2	-0.4205
MSL2L1	-0.318666666666667
ST6GALNAC2	2.71516666666667
FGFBP2	1.335875
FGL1	-5.756
MPP3	-1.076
ARHGEF6	0.340833333333333
TGFBR2	0.872125
ACMSD	-1.1665
IL33	3.83775
C9orf5	-0.279166666666667
DEAF1	0.0991
AMN	-0.648
DEFA6	-0.256625
RNF212	-1.2995
METT5D1	-0.415
CIB1	0.678
TSSK1B	0.58225
KIAA1727	2.0425
ZNF680	0.527166666666667
LOC399900	-0.8795
LOC152217	-0.07925
CTNNAL1	-2.8025
CIT	-1.70091666666667
TLE6	-0.505
ZNF607	0.139
HERC4	-1.02
DRAP1	0.1896
PEMT	0.3195
C10orf111	-0.196
ZNF575	1.076375
KCTD7	-0.1755
MYO1F	0.932625
LOC285382	0.02525
RAB11A	0.8684
PLCD3	-0.73375
C15orf28	-0.29525
PTBP2	-0.26975
CTB-1048E9.5	0.045
C19orf60	0.445
C7orf25	0.278166666666667
SETD7	1.09525
HOXB9	-3.913
VANGL1	-0.67925
CHAF1B	-1.61025
NDUFA3	0.79175
KIAA1328	0.284166666666667
SHARPIN	-0.268875
TTC23	-0.38325
UGP2	-0.0400833333333333
ANKIB1	-0.0972
CIRBP	1.22257142857143
SEC14L4	-3.581
OVCH1	-0.0563333333333333
VPS52	-0.63825
FAT	-0.024125
M6PRBP1	-0.34975
GPRIN3	0.4955
PPM1F	0.056
TSR1	-0.86275
CCDC85A	2.5465
PCSK5	1.77225
ZFHX3	0.983
HEMK1	-1.2527
PGBD2	0.6465
RSRC2	-0.281166666666667
AURKC	-1.7985
SCRIB	-0.599875
ORM2	-4.33033333333333
FAM115A	0.2264
FZD6	-1.68275
UNC119	0.0218333333333333
GPX3	0.3639
NOV	-0.117
CABC1	-0.192125
CDC42SE2	0.208375
EIF2S2	-1.5103
RNF130	1.291
CKAP5	-1.025
RP11-413M3.2	1.037375
C10orf18	0.0334
TMEM93	0.24425
DYX1C1	0.83575
KCNMB2	-1.2975
ANK3	1.81491666666667
KRT5	0.1048
CDH12	-2.28875
QRSL1	-0.615875
JUB	-0.41425
SHC4	-1.677625
CCL15	2.1725
CCDC22	0.32525
SNX24	0.25225
RARS	-0.745
MORC2	0.45275
FAM48A	-0.11775
MT1H	-0.5005
PPP1R14C	-1.21333333333333
FOXD1	-2.22835714285714
C1orf213	-1.83675
AMT	-1.7751
DSN1	-1.1415
PTPLAD2	2.542
DIS3L	-0.32225
RASL11A	1.03325
GPRC5B	0.507875
FRMD7	0.991
STRN4	-0.0535
KITLG	1.31086363636364
HDGF	-0.19975
OR1S1	0.5355
SETX	0.2744
DDR2	0.953625
KCTD12	2.37275
LYZL2	-1.577
WDR52	0.1455
TMEM2	0.6515
ZNF579	0.572666666666667
LOC200810	0.038
TNFSF9	-1.734375
PPFIA4	-3.2895
CNIH3	0.243333333333333
MAP4K4	-0.826714285714286
ROD1	0.229
ALS2CR12	1.50083333333333
DOCK3	-1.82766666666667
PAQR9	-3.993
ASB17	0.9668
STX16	-1.22125
FEZ2	-0.0925
DLAT	-0.848333333333333
KIF21B	-1.3025
CDC5L	-0.4595
TMEM119	2.45716666666667
CRIP3	-2.21475
TPSD1	0.029
TEPP	0.18075
GNGT2	1.71725
C21orf121	1.60475
WNK1	-0.877333333333334
FLJ10490	1.3806
OR51B5	-2.558
LOC203547	-0.530875
HAS1	-0.677
PPA1	-0.423333333333333
ST7	-0.159375
C11orf46	0.4941
POPDC3	-3.7915
ACOX2	1.05416666666667
ATCAY	-0.621083333333333
TM4SF19	0.054
MFSD9	0.0868333333333333
PDHB	-0.57075
ERN1	0.206
LCE3C	0.05
GPR111	0.2635
NOTCH3	2.521
ADAMTS5	3.778
B3GALT1	-1.19225
UGCGL1	0.343
FAM58A	0.784166666666667
FBXO32	1.1475
CLPP	0.1545
NXPH1	4.01325
MTMR3	0.681333333333333
ATP1B3	-0.7785
TMEM16A	3.913375
HIST1H3F	0.757833333333333
TRIM25	0.701
SDCBP2	1.234
CRKL	-0.83075
HOXB2	0.379666666666667
ANP32B	-0.618125
GATM	2.205
AP4E1	-0.19325
EDG5	0.69525
CDKN3	-1.41733333333333
CDH4	-2.095
PGD	-1.36033333333333
RND1	1.226
GAD1	-2.9568
MPG	0.34375
LOC440350	-0.5755
ZNF133	0.0915
SERPINB12	-0.2335
AMELY	-0.674
DHX36	-0.616
TNFAIP8L2	3.36383333333333
PHTF2	-0.233888888888889
CCDC112	0.1085
IQCC	-2.00875
HEYL	3.55116666666667
FTSJ2	-0.706
APPL1	-0.32125
RAB43	0.596785714285714
OR10G2	0.12
WAC	0.453666666666667
ADCY9	-1.022125
RUNDC2B	0.427333333333333
PYCRL	0.2565
AGPAT7	-0.603166666666667
SLC22A9	-0.9884
CDKAL1	-0.55
PDYN	-1.2142
C20orf74	-0.086
MTMR11	0.89325
VAV3	2.78833333333333
DAPL1	1.45625
STXBP3	-0.13525
EIF3G	-0.19025
ARHGAP22	-0.4715
NPFFR1	0.495
NPC1	-0.545833333333333
ALDH9A1	1.5125
ZNF600	0.154375
ZNF678	0.291666666666667
RASSF1	-0.626166666666667
ADD2	-3.23575
PITPNB	-0.1925
PKD2L2	0.154428571428571
LRP11	0.72975
CDKL1	-0.13975
SMEK2	0.53825
PRODH2	-3.17516666666667
C11orf54	-0.202166666666667
SFRS11	-0.0858333333333334
IL7	0.793
ALS2CR16	0.74825
BTG3	-1.109
PAK2	0.509888888888889
RP11-679B17.1	-0.3455
GATA4	-2.21016666666667
ATP2B1	-0.9465
LOC130940	1.927
C1orf172	1.90066666666667
ATF7IP2	-2.11
SLC25A43	-0.841666666666667
CENTG3	-0.00441666666666667
IGF2BP1	-4.1012
FCHSD1	0.1415
CAMK2N2	1.03366666666667
ELAVL3	-0.7725
NBPF15	-0.159166666666667
UBE2J2	1.26441666666667
GNL2	-0.45875
PRR3	-0.5697
NLF2	0.9515
OR4F6	0.026
KLHL24	1.15316666666667
CCDC88A	-1.579
SGPP1	-0.874666666666667
C10orf11	0.365666666666667
SLC35B4	-0.999333333333333
UGT3A2	-1.508
ARNT2	1.5186
CBR1	-0.315125
ITPR3	-0.9915
TRAPPC6B	-0.4124
AMZ1	-1.1195
ARP11	1.8505
WDSUB1	0.5275
APBA1	0.986333333333333
RAB2A	0.9445
C6orf162	0.15
HPSE2	2.4975
PLCE1	0.028
INSL3	0.86225
DLG1	-0.2507
PTPLA	-2.91825
PIGX	0.18025
TFIP11	0.296
FIBIN	3.5065
POLR2G	-0.462
GRAP2	-2.229
DNAJB8	-0.27425
CNBP	0.0703333333333333
WASF1	-1.30875
INPP5E	-1.1519
HSPB1	1.278
TMEM167	-0.1149
CUBN	0.18225
IGF1	3.758875
ITPK1	0.78
NAALAD2	-1.453875
G3BP1	0.282
NT5DC1	-0.1035
CYP39A1	0.113
TMEM139	-0.158666666666667
POLK	-0.5359
GLULD1	-2.51175
RBM15	-1.33266666666667
AMZ2	0.754
GDF15	-2.83916666666667
MESDC2	-0.0685
INCA	1.00483333333333
ACY1L2	-2.1495
GZMM	-0.695333333333333
PAIP1	0.024
CACNA2D1	0.247
STK32C	-0.877833333333333
SH3BP4	0.966833333333333
DEC1	0.0605
PADI1	0.4705
UBB	0.714
PON3	-1.75916666666667
PROP1	0.656
ANKRD13B	-0.583
ADCK1	0.0145
TCF25	0.210333333333333
SLC38A5	-1.899
CXorf26	0.395
C19orf39	0.53775
PPP1R13B	1.443
ARL2	-0.7485
TCL6	-0.0600833333333333
TOP3A	-0.2245
SLC16A14	0.16375
FXYD6	2.149
HIST1H4E	-0.03
BBC3	0.241473684210526
UNC5A	0.445666666666667
FAM86C	-0.2438
PI4KB	0.433625
B3GAT1	-2.932
SUSD2	2.022
OAZ2	-0.162
NOC4L	0.015
C10orf12	-0.2285
FADS1	-2.09283333333333
LOC144097	-0.68575
DKK2	1.65983333333333
KIAA1949	0.0115
RHOT1	0.0525
OXT	2.181
GPR153	0.8695
ARL4A	-0.3725
SAAL1	-1.268
CCDC64	-0.15
USE1	-0.393166666666667
HNMT	1.93333333333333
PCGF3	0.55125
CYP2C19	-0.0305
C20orf4	-0.044
CCDC11	0.564
ACSBG2	-0.2785
RWDD2A	1.09075
PALLD	2.82575
CPLX4	-0.5485
LOC492311	0.77025
KPNA2	-0.3445
MACROD1	-0.2264
TMCO3	0.527333333333333
C15orf52	-0.2085
BIRC5	-0.157133333333333
PRR16	0.229166666666667
FAM63B	0.371375
KATNB1	-0.562
