Hybridization REF	TCGA-E2-A15E-01A-11R-A12D-07
SMARCD1	-0.407166666666667
ZFP106	-0.115
ZNF347	0.9582
GTF2E1	0.14525
RY1	-0.668333333333333
ATAD2B	-0.596625
ARHGAP17	-0.1794
KCNIP3	-0.62825
SFPQ	-0.41
GFRA4	0.187166666666667
AKR1B10	1.762625
TIGD6	1.48266666666667
RGS16	1.237625
URB1	-0.244666666666667
OR4C46	-0.154666666666667
TOP3B	-1.22
NFATC4	0.786
CA14	-4.09575
BMPR1A	0.749
SNRP70	-1.066125
PRL	-0.0378181818181818
C6orf130	-0.31675
STAG2	-0.42
CD55	-1.17535714285714
RPS23	1.29716666666667
SSX2	-1.06866666666667
FDPSL2A	0.161
FBXO27	1.075125
SYNGR3	-1.2145
TMSL3	0.28975
EML1	-1.4795
NUP93	-0.86475
SMAD3	-0.4063
KIAA1189	0.413666666666667
HNRPUL2	-0.293166666666667
TBC1D12	0.8705
C16orf24	0.888
MRVI1	1.94433333333333
ZNF581	-0.0403333333333333
ELOVL3	-0.308
OR51Q1	-0.11425
CACNB3	1.0035
GALNT13	-1.43414285714286
C10orf84	0.0440625
NEDD4	-0.1366
SPO11	0.3295
OR5AU1	0.223
NEK4	0.0464285714285714
PRKAR2A	-0.33
IHPK1	-0.293666666666667
ATP6V0B	0.7855
CACNA1E	-0.954
CEACAM8	0.7774
PEX14	-0.6295
FLJ12993	-0.1335
ZBTB38	-0.163083333333333
PCTK2	0.660666666666667
LRRC16	0.3056
FBLIM1	0.291083333333333
FYCO1	2.028
RP5-1022P6.2	0.226833333333333
CMTM1	-0.0996666666666667
PLTP	0.727166666666667
RAPH1	0.329875
DOCK8	0.934
EZH2	-1.59333333333333
SLC25A1	0.4195
PLEKHB1	0.2587
GRB7	0.9766
ZFP37	0.304
MRPL33	0.29875
PELO	-0.855
ARMC1	0.156
C9orf27	0.44025
FLJ25778	-1.149
C9orf37	-0.855666666666667
TMEM66	2.4185
SPRN	0.138625
HBEGF	0.0495
PI4KA	-0.609
LEPRE1	-0.326
POU2AF1	-2.760375
MRPL12	-0.4285
REP15	0.2395
ZC3H3	0.54675
RASAL1	-0.9145
DDAH1	0.300875
ACBD5	-0.10725
TMC2	0.5415
CCDC137	-1.0535
SAMD13	-0.187666666666667
UGT2B15	-0.982333333333333
TIPARP	-0.116
DNASE1L3	1.87975
TRIM72	0.369
DBX2	1.6555
IPO8	-0.21475
C21orf88	-1.4043
MAP3K14	0.026
LOC51233	0.589333333333333
GGTLA4	1.4675
PDE6D	0.292
ZNF117	1.1925
CLK2	-0.399375
NKRF	-0.70725
TNFSF15	1.0269
DUSP2	-0.107125
SECISBP2	-0.3841
GABRR2	-0.303
PPAP2C	1.2535
LOC51145	-0.311833333333333
PAG1	-1.50025
PIK3C3	-0.53525
GNG10	0.5925
APOL4	0.1925
ANKRD28	-0.650875
STMN3	-0.7464
RAB14	0.4296
CDK2AP2	-0.0435
HDDC3	0.849625
COMMD7	1.12225
CXXC1	-0.26325
HMCN1	-0.00249999999999998
CD40	0.48025
DYNC1LI2	-0.05125
GDI1	0.01875
LOC646938	-0.3525
VSNL1	-0.48
PIH1D1	-0.061
RAET1G	-1.0565
KRTAP5-9	0.2795
EFTUD2	-1.208
ZNF311	1.1405
ATP6V1G3	0.319666666666667
OR2W3	0.4925
SCN4A	0.17225
MED10	-0.516
FAM135A	-0.9652
ARHGAP4	-1.1195
EHMT2	-0.777125
UFD1L	-1.145
ERMP1	0.6015
MAG1	-1.711
THAP8	0.373166666666667
HACE1	-0.842
FAM82C	0.7185
C3orf20	0.5315
UNC84A	-0.2015
SCD5	-0.614928571428571
LASS6	1.516375
LSG1	0.0386666666666667
MAL	-5.78675
GPR22	-0.4075
WDR5B	1.99525
ACTRT1	0.1825
C17orf60	-0.150666666666667
GRIN2C	-0.2149
ARMC8	-0.75325
SLC47A1	-1.5375
DMPK	0.69925
DHRS13	-1.22733333333333
SMC1A	0.1235
KRTAP17-1	1.649
SMYD5	-0.20575
TUSC2	0.773
CRHR2	-0.2345
KIR3DL2	0.2565
CCDC104	0.0855
ATP2C1	0.6065
CROT	1.584
PABPC3	0.422
EGR1	1.06683333333333
THSD1	0.57475
KHK	-0.88725
SLC12A2	0.83525
CD58	-0.79125
STOX2	0.324
CCDC76	-0.4223
CCDC48	3.49575
DNAH1	0.3995
ZIC4	-0.497875
OR1G1	-0.1285
PSMC6	-0.225333333333333
PROKR1	-0.2655
ABCB1	0.856125
TRAT1	-2.45275
LLGL1	0.021
MTF1	0.37075
USP54	0.726625
PAGE2B	-1.262
ITGB7	-4.08825
CCDC81	0.4245
LOC149837	0.79675
SCUBE1	0.6495
ZSCAN10	-1.207
HUWE1	-0.132142857142857
CDH17	0.542
CD180	0.86325
IL17A	0.27825
TMPO	-1.363
KIAA1524	-1.731
HDGFRP3	-0.960333333333333
OXCT1	-0.936545454545454
RRAS2	-1.06416666666667
LTBP2	2.959875
SV2B	0.734833333333333
CYP2A6	1.150625
PKD1L2	-0.391333333333333
PPM1M	1.19475
FLJ22662	1.78266666666667
ZNF502	1.391
GP6	-0.273
CRYBA2	-1.6065
LEF1	-2.5725
CTPS	-1.96357142857143
EYA1	-4.0265
EPS8L1	1.408
MAPK14	-0.538833333333333
SERPINB2	-6.155875
GTF2F2	-0.622666666666667
ZNHIT4	0.0465
PLA1A	-1.698125
C20orf114	2.9735
HPR	-3.197
C18orf2	-3.96716666666667
SATB2	-3.32225
KCNJ9	-0.197375
MGC157906	0.1355
MOCS3	0.6375
C17orf71	-0.3245
PPHLN1	-0.4447
HIST1H2BN	-1.311
RAPGEF1	-0.51575
MAP3K8	1.24075
DLG4	-0.295666666666667
STC1	-0.8475
CDGAP	1.6905
DDX26B	-0.0775
LOC150223	-1.75125
CPSF3	-0.610833333333333
TMEM14A	0.51025
MYH3	-1.0415
GPKOW	-0.22875
SULT1A1	-0.208666666666667
SPON1	3.626
YY1AP1	0.229166666666667
RAB23	0.54675
PLA2G4A	-3.174
MAPRE3	0.120666666666667
ZNF516	0.154642857142857
GGPS1	0.25525
EXOC3L2	-0.480625
C19orf42	1.0821
MAP2K2	-1.25416666666667
HIST1H2BB	0.2095
RNF19B	0.704
C6orf128	0.0881666666666667
TLR8	2.35475
PCDHA9	0.289
CARS2	0.596125
CLUL1	3.0525
RHAG	-4.61116666666667
UNK	-0.4865
EXOC8	0.6649
C9orf95	0.3375
C14orf143	0.3535
MAML3	-0.259875
LDHA	-0.6705
MRPL20	0.012125
KLHDC6	0.172666666666667
ATP5S	-0.3775
C8orf55	1.30975
PHF19	-2.051125
KRTAP13-4	0.149
TTC5	0.4155
XKR5	-1.18275
SILV	-5.31983333333333
TEX28	-0.452
TCTN1	0.9225
CX40.1	0.01075
PPP2R5C	0.043875
C12orf30	-1.40266666666667
CAPG	1.696
MPZL1	0.705210526315789
ARSB	-1.23733333333333
TDH	-1.0755
WASF4	0.0155
TSSK3	-0.509
7A5	1.224
CRISPLD1	3.831
MAD1L1	-0.706333333333333
SPIN4	-1.4185
AMPD1	-0.17775
DPYSL5	-0.6765
INPP1	0.181166666666667
ANKRD11	-1.61316666666667
NPAS4	-0.14325
GCET2	1.1356
RNASE9	-0.439
GUCY2D	0.133666666666667
CCDC98	-0.139
FGF4	-0.45025
CPM	-1.39466666666667
SLC26A4	-1.5075
PLD5	2.61425
FAM59A	0.4519
FBXO5	-2.36733333333333
SIPA1L1	0.3905
DPYS	0.7245
ATG4D	-0.48
TGM3	-0.505
MTCH1	-0.182125
HK1	-0.294071428571429
CDC26	-0.43975
GALNT12	-3.44783333333333
LOC339229	0.5275
MRPL35	-0.605125
ORC4L	0.065875
TNKS	-0.533071428571429
C2orf24	0.1635
ZNF553	0.280333333333333
GGTLA1	2.5661
ZNF497	0.28
CDY1B	-0.4275
SLC30A4	-0.007625
TUB	0.032
ARHGEF18	-0.71475
ARRB1	0.78275
KCNK1	-0.562375
EREG	-1.8001
SCAMP5	0.62
RUNDC3B	2.01875
ADAMTS20	-1.0325
IL17RB	-0.257625
FLJ20323	-0.3175
MCAM	-0.46025
POLR3E	-1.17091666666667
AQR	0.687333333333333
IPMK	0.1565
CDCA7	-4.025
CAMP	1.695
GRHL3	0.57775
ADAMTSL2	0.1205
CLMN	2.04733333333333
SSTR3	0.1875
MAGEA5	-0.793333333333333
OVOL2	3.1485
JMJD1B	0.42575
RBL2	0.6076
PYGO2	0.243
PPP1R10	0.0863333333333333
CSE1L	-0.904666666666667
LCA5	1.746
RDH16	0.14875
ASRGL1	-1.717625
TOM1	-0.0306666666666667
PTX3	-3.908
TTC15	0.73525
SCGB3A1	3.84633333333333
MRPL50	-0.991
RCAN3	0.27675
SLC26A11	0.03575
STYX	0.065
CINP	1.1705
MARCH7	0.07225
PFKM	-0.7065
SGMS1	0.648333333333333
RIOK3	-0.3968
C1orf110	0.848
CES7	-0.015
LOC440248	-0.3545
PPP1R12C	-1.03525
C10orf27	-0.2375
ATG9A	-0.89075
MRPS26	-0.3895
TMEM40	1.2605
ELP3	-0.43
ZNF787	-0.9632
HIAT1	0.391125
C8orf34	1.35616666666667
MGC4655	-0.045
PELI1	0.944666666666667
PPT1	1.6063
SLC35C2	0.163666666666667
C6orf125	-0.59475
MUC4	-0.873833333333333
RFC4	-1.58528571428571
GNB2	-0.1475
NUP50	-0.267714285714286
SULT4A1	-1.392
C7	2.31375
CCDC130	-0.2605
ARRDC4	0.748
RQCD1	-0.51175
GLYCTK	-0.568
AYTL2	-1.27127272727273
MTUS1	0.8761
LEMD3	0.5685
PLEKHF2	1.393
HOXA7	0.99925
GTF3C2	-1.1065
DYNLRB2	2.7185
CNOT10	-0.67225
MR1	0.575333333333333
FFAR1	-0.17525
PRIC285	0.19725
SLITRK6	4.3575
LIX1	-2.697
UBE1L2	-0.717083333333334
F8	1.417125
ACHE	-0.308333333333333
KPNA5	0.24975
TNFRSF12A	-0.905333333333333
EGR3	0.6825
SERPIND1	-4.51083333333333
OASL	0.0405
IFRD1	-1.30825
WDFY1	-0.444666666666667
ZNF267	0.53225
ACCN5	0.7425
ZBTB6	0.3005
PPP1R3A	0.0505
PRRT3	1.4725
FBXL19	-0.646
TXNIP	0.553142857142857
ACTN2	-1.95125
ATG9B	-0.37825
C9orf117	0.955125
IL27	1.376
RPL36AL	0.2155
KLK15	0.0766666666666667
CHAD	2.699
RAP2B	-0.0691
HEBP2	0.44225
ZNF342	0.3105
CAMK2G	-0.3105
TLR3	1.1745
FGF14	1.19025
HMGB2	-1.35525
TRPM5	-0.1995
OR5M11	0.386
KIF3B	0.390473684210526
PRICKLE2	1.0955
MTMR9	-0.1175
C3orf27	0.1645
GLRA3	0.593166666666667
NSDHL	-0.328833333333333
TMEM32	0.02725
POLR2D	-1.41091666666667
MYADML	0.269
C9orf114	-0.71125
MRGPRX1	0.9485
TOPORS	-0.06675
CLDN19	1.92625
C1QL4	-0.451
RNF165	-1.4105
DHRS9	-0.02
DNAH2	-0.165166666666667
FXR1	0.0133333333333333
ZMYM3	-0.800875
CASP3	-0.133
FAM120C	-1.29
SCLY	-1.60075
CA7	0.341
ENTPD5	0.7915
ZNF461	0.111125
PDIA5	0.1335
C1orf19	-0.448333333333333
TMEM67	0.98275
KCTD20	-0.6355
WDR47	0.3785
FLJ38723	-0.5995
KLRF1	1.34616666666667
TAS2R16	0.6575
CLDN12	1.0435
PRKCE	-0.33575
UBXD4	0.04225
ITGAM	1.74233333333333
GLT8D3	-1.066
WDR31	0.3922
RGS2	1.4265
OR51L1	-0.148
MST1R	1.794
KIAA1737	1.1885
OR4A5	0.379
GLIS1	-1.83066666666667
PTMA	-0.601071428571429
NAPA	2.064
PRDM11	0.07575
LIPF	1.097
DIRAS3	3.026
ASGR2	-4.7635
C1QTNF4	1.22925
PIK3R4	0.756833333333333
ARMC3	2.96925
NDUFV3	-0.522666666666667
BTBD3	-0.016
PPP1R2	-0.112666666666667
UBE2NL	0.531
FOSL2	0.898285714285714
FAM119A	-1.525
TUBA4A	-0.8614
KRTAP12-1	0.31575
SFRS2	-0.20075
RHPN1	0.2392
EEF2	-0.9185
ZDHHC11	-0.406333333333333
EPHA3	0.7693
RBM12	-1.308
H2AFJ	0.751416666666667
EDIL3	1.677
KIF26A	-1.393
SERGEF	0.56375
B3GALT4	2.16825
LOC90925	-0.138333333333333
OSCAR	-0.581875
NPFF	0.145875
DEDD	0.5175
TMEM155	-0.817125
PTPN1	-0.31375
SCYL2	0.361166666666667
SKAP1	1.4695
LEAP2	-2.188
GADD45G	2.2578
IFITM3	0.801125
PILRB	-1.02833333333333
SLU7	-0.090125
DSC3	2.3135
DNMT3L	-2.64325
PAPD5	-0.208125
B3GNT3	-0.223666666666667
LHCGR	-0.883
MSL-1	0.85675
UBE2S	-2.21775
SAP130	-0.5035
ANAPC11	0.00125
MAGED4B	-1.646
ATP6V1B2	-0.730333333333333
C14orf179	0.991875
CAPZA1	-0.202625
CDYL2	-0.514
GLRX3	-0.674333333333333
LOC136288	-0.135
MOBKL1A	-0.7675
HTR2B	2.6565
CRYGD	0.393666666666667
NUS1	-0.771833333333333
PGRMC1	1.4605
MYOM2	2.67375
FLJ39653	-0.133666666666667
CHM	0.1387
OR5M8	-0.3625
ZNF619	0.5325
FAM105A	0.5175
CCNL1	-0.54425
NAP1L3	0.0605
C10orf57	2.53366666666667
B3GALNT1	1.155
CSN1S2A	0.3605
TCP10L	1.1065
GDAP2	0.13525
DMKN	0.591833333333333
COX6B1	0.3505
DNASE2	0.188333333333333
MSH5	-1.58975
LGMN	-0.48
USP31	0.0119
OR13C8	0.887
SDCBP	-0.2709
NUDT11	-0.715833333333333
PYGL	-0.4765
SNPH	-0.7555
B3GNT4	-0.8285
MIZF	-0.2436
NUBPL	1.3275
NOD1	0.457833333333333
CDH22	1.086625
NUBP1	0.583666666666667
DSCAM	-4.073
DGKI	1.022
FAM136A	-1.2585
AKAP1	0.4075
SLC16A6	-1.246
RIN3	-0.33625
PSG2	-0.641
DIP2B	0.650166666666667
PSORS1C1	-0.0807
KIAA0495	0.625
FLJ90709	-0.00316666666666666
LPA	-0.242
PIGA	-0.289833333333333
LY75	3.1035
UTS2	-7.05466666666667
RREB1	-0.786
GALNACT-2	0.5503
MGC3196	-0.3355
FLJ31568	1.03
LPHN1	0.6775
SP1	0.743375
TOX4	0.613666666666667
HSPA9	-0.6729
APOBEC1	-0.101
SLC35E4	-0.84675
LSM5	-1.07175
SURF1	1.22475
ZBTB1	0.990083333333333
GTF2F1	-0.0965
RPS15A	-0.276857142857143
DUSP21	-1.53333333333333
GINS4	-2.30683333333333
MYO15A	0.251
GIMAP7	3.00425
MGC13379	1.064
ATP6V1E2	0.0308333333333333
UTP3	0.19225
HNRPA3	-1.0174375
MT4	-0.6835
C14orf155	0.57
U1SNRNPBP	-0.3425
CKLF	-1.43383333333333
PLEKHN1	-0.2905
MBNL1	-0.135666666666667
NUP160	-1.16325
ACSM2A	-1.581
LOC129881	0.38675
KIAA1529	-0.16
FLJ22639	-1.6285
HAND1	-1.0705
GSX1	0.393
FGA	-5.0235
SERPINB1	-0.21625
ZNF642	0.8765
IGFBP1	-8.595625
SLC1A1	0.143125
DHX57	-0.58975
ZNF766	0.872
PTPN21	0.353777777777778
GDPD3	-1.27616666666667
PNPLA5	0.3485
TBR1	-0.565166666666666
FAM116A	-0.35225
IQGAP1	0.434
FOS	2.19375
ZNF226	0.033625
FIGNL1	-0.829666666666667
C14orf1	0.339833333333333
ZMYND17	-1.5675
PUS7	-1.3695
TUBB6	-1.51925
KCNQ2	-1.88875
MARCH6	0.409166666666667
CCDC33	-0.1165
PRODH	0.07675
RBM11	0.679
EPHA6	0.30575
SLC43A1	0.433
LOC196541	-0.168285714285714
NTN1	0.258666666666667
ING4	1.3005
PCDHB10	0.79875
DPH2	-0.675666666666667
SPACA4	0.33625
FBXL21	-4.5145
DIAPH1	-1.09916666666667
ZNF71	0.4335
CEP76	-0.079
CORO1A	-1.732
RRM2	-2.4845
EDG4	0.46475
OS9	-0.508
SLC4A1AP	-0.1105
COG5	-0.1235
COPS8	0.06475
NGLY1	-0.50825
NCBP2	-0.337125
C17orf42	-0.065
GPSM3	-0.526
SIL1	0.7825
ASB6	-0.455
SMAD5OS	0.455
UNC93A	-3.81925
A1BG	0.676
C21orf62	-0.385
FMO5	2.55058333333333
ATRIP	0.0853333333333333
CEBPG	-0.122166666666667
C7orf38	0.723833333333333
TNFRSF1B	-0.68
CLEC1A	1.86966666666667
IQSEC1	0.168625
PATZ1	0.6814
RBM22	0.886375
BAG2	-2.40566666666667
PAQR5	-1.59466666666667
C9orf127	0.1557
THNSL1	0.173
SHROOM3	2.5199
JAM2	0.95875
SNRPN	-1.1105
ALX4	-0.126
CACNA1S	-0.487
FAM130A1	1.206
CORIN	2.7725
CD300LB	0.221
PLEKHG6	-0.3505
LRRC40	-1.223
PCLKC	-1.5665
PCDHB16	0.0413333333333333
WNT2B	-0.0625
ASNS	-1.30777777777778
MRPL49	0.089125
FLJ46111	0.77675
ISG20	-1.42025
SMU1	-0.687833333333333
CASZ1	0.5995
POLR1D	-0.0374166666666667
GIN1	-0.09525
SNAG1	0.347166666666667
ANKRD29	-0.332
CDKN2AIP	0.30175
KRR1	-0.071
CXCL1	-1.48466666666667
EPM2A	0.3695
PC	-0.481666666666667
DEFB127	null
PDZRN4	0.6235
FAH	1.44375
OR51E1	2.0825
CDC2L6	-0.332
DNTTIP1	0.29225
PAX8	-1.0115
TMEM116	0.90825
C1orf150	0.5255
PRO2012	0.32
MRPL40	0.443333333333333
BEX1	-3.7041
SLC2A4	-0.3275
PKMYT1	-1.00625
FEZF2	0.589333333333333
SLC26A9	-2.123
MAP2	0.815583333333333
LYL1	-2.29725
SLC25A19	-1.10016666666667
NOS3	-0.0655
ZNF34	1.9365
TMPRSS11F	0.03975
FAM43A	-0.6095
FCRL4	0.318166666666667
KLF14	-1.421
FLRT2	-0.0766666666666667
WRN	0.20825
SDF2	0.6325
KRT8P12	0.52975
C6orf195	-0.4495
C9orf125	-2.053
DZIP3	-0.2595
RIT1	0.416833333333333
SCML1	-0.932166666666667
RHBDF2	-0.860125
OR2G3	0.104
REXO1L1	-1.506
MAP3K7IP3	-0.213125
C3orf57	-1.10725
FBXW11	-0.668333333333333
ETAA1	-0.36325
C14orf131	0.1415
AKT1S1	-0.249
SLC12A5	-0.8635
C9orf164	1.2505
NRIP3	-0.479
NOS1AP	1.34325
TMEM121	1.6295
SAP30BP	0.2091
DGCR6	0.7945
WDR76	-1.37475
FAM82B	-0.131833333333333
LOC606495	-0.577
MAP9	1.71041666666667
BCDIN3D	1.15425
CXorf36	3.37683333333333
DSCR3	-0.2666
ZFAND3	0.50175
C7orf43	-0.0375
SPSB3	0.3741
C19orf19	0.00699999999999995
FAM133A	-2.875
C12orf25	1.1165
SLC39A3	-0.571125
DISP2	1.1805
PI4KAP2	-2.7535
MKRN3	-1.02616666666667
ADAMTS13	-0.020375
CBLN3	0.2421
TTYH1	-0.394833333333333
C3orf18	1.16525
FLJ13236	-0.56925
ZMYND12	3.998
C18orf25	0.544375
GLB1L3	-0.034
ATP13A5	4.2695
RANBP10	-0.3425
CD96	-2.3552
DENND1C	-1.034
RBMS3	1.063
SLC41A3	-0.0163333333333333
DGCR6L	0.72075
TMEM128	0.649833333333333
CSNK1G3	-0.0567857142857143
MOBKL2C	0.715
TSPAN6	0.474375
MATN2	2.7666
MSL2L1	-0.539833333333333
ST6GALNAC2	0.0841666666666667
FGFBP2	-0.078625
FGL1	-6.4385
MPP3	-0.376
ARHGEF6	1.422
TGFBR2	0.6345
ACMSD	1.13425
IL33	4.54225
C9orf5	-0.535
DEAF1	-0.5492
AMN	-0.7305
DEFA6	0.312428571428571
RNF212	-0.2535
METT5D1	0.273666666666667
CIB1	1.1924
TSSK1B	0.15825
KIAA1727	1.0985
ZNF680	1.17175
LOC399900	-0.4405
LOC152217	-0.385083333333333
CTNNAL1	-2.417
CIT	-3.30041666666667
TLE6	0.91675
ZNF607	0.21875
HERC4	-0.5115
DRAP1	-0.3979
PEMT	-0.34525
C10orf111	-0.0365
ZNF575	-0.179375
KCTD7	0.09225
MYO1F	0.240625
LOC285382	-0.101
RAB11A	1.4624
PLCD3	-0.41125
C15orf28	-0.201
PTBP2	-0.25025
CTB-1048E9.5	-0.2765
C19orf60	-0.319166666666667
C7orf25	0.540833333333333
SETD7	0.646375
HOXB9	-4.9885
VANGL1	-0.458875
CHAF1B	-1.98825
NDUFA3	1.317
KIAA1328	0.213833333333333
SHARPIN	0.581375
TTC23	0.218875
UGP2	-0.0345833333333333
ANKIB1	-0.1256
CIRBP	0.899428571428571
SEC14L4	-3.27066666666667
OVCH1	0.1214
VPS52	0.80625
FAT	-0.413
M6PRBP1	-0.5935
GPRIN3	-0.375
PPM1F	-0.781333333333333
TSR1	-0.722
CCDC85A	4.7865
PCSK5	1.73775
ZFHX3	-0.2955
HEMK1	0.3092
PGBD2	0.81175
RSRC2	-0.308333333333333
AURKC	-1.43083333333333
SCRIB	1.051625
ORM2	-4.34233333333333
FAM115A	0.3376
FZD6	0.2365
UNC119	-0.0878333333333333
GPX3	-0.9451
NOV	-0.043375
CABC1	-0.10125
CDC42SE2	0.2585625
EIF2S2	-0.9282
RNF130	0.248125
CKAP5	-0.821833333333333
RP11-413M3.2	-0.17275
C10orf18	0.4898
TMEM93	-0.985
DYX1C1	0.942
KCNMB2	-0.37675
ANK3	1.021
KRT5	1.7726
CDH12	1.39075
QRSL1	-0.0863750000000001
JUB	-0.30625
SHC4	0.9815
CCL15	2.149
CCDC22	0.06475
SNX24	0.07625
RARS	-0.44175
MORC2	-0.402125
FAM48A	0.49375
MT1H	0.6695
PPP1R14C	-0.928
FOXD1	-3.438
C1orf213	-1.456
AMT	-0.7036
DSN1	-1.41
PTPLAD2	2.503
DIS3L	0.3535
RASL11A	0.779
GPRC5B	0.353
FRMD7	1.3345
STRN4	0.20575
KITLG	3.17554545454545
HDGF	-1.6245
OR1S1	0.5085
SETX	-0.3268
DDR2	0.514625
KCTD12	2.03975
LYZL2	-0.74275
WDR52	-0.319
TMEM2	0.7485
ZNF579	-0.853333333333333
LOC200810	0.79675
TNFSF9	-1.580375
PPFIA4	-2.71525
CNIH3	-0.205
MAP4K4	-1.27007142857143
ROD1	-0.799642857142857
ALS2CR12	-0.2505
DOCK3	-0.580166666666667
PAQR9	-5.451
ASB17	0.196
STX16	-1.08875
FEZ2	-0.0436666666666667
DLAT	-0.944166666666667
KIF21B	-1.6265
CDC5L	-0.4455
TMEM119	0.619166666666667
CRIP3	-0.86375
TPSD1	-0.257166666666667
TEPP	0.0805
GNGT2	0.48325
C21orf121	2.046
WNK1	-0.371666666666667
FLJ10490	0.0689
OR51B5	-2.934
LOC203547	-0.978625
HAS1	-0.5555
PPA1	0.195
ST7	0.88375
C11orf46	0.6085
POPDC3	-4.39216666666667
ACOX2	2.458
ATCAY	-1.06866666666667
TM4SF19	-1.00775
MFSD9	-0.850333333333333
PDHB	0.35475
ERN1	-0.163333333333333
LCE3C	0.098
GPR111	-0.247
NOTCH3	0.6945
ADAMTS5	2.9155
B3GALT1	-0.82525
UGCGL1	-0.9455
FAM58A	-0.074
FBXO32	3.27575
CLPP	-0.83875
NXPH1	-0.362
MTMR3	0.558333333333333
ATP1B3	-1.105875
TMEM16A	3.9
HIST1H3F	-0.176833333333333
TRIM25	-0.548166666666667
SDCBP2	1.047
CRKL	-0.921
HOXB2	0.3365
ANP32B	-1.59075
GATM	3.5365
AP4E1	-0.22325
EDG5	-0.064875
CDKN3	-1.78666666666667
CDH4	-0.82325
PGD	-0.482833333333333
RND1	0.796
GAD1	-3.1811
MPG	0.130875
LOC440350	0.19
ZNF133	-0.56525
SERPINB12	-0.2165
AMELY	0.3414
DHX36	-0.4925
TNFAIP8L2	2.44083333333333
PHTF2	-0.388944444444444
CCDC112	-0.8795
IQCC	-0.021
HEYL	2.16766666666667
FTSJ2	-0.447
APPL1	0.251625
RAB43	0.111214285714286
OR10G2	-2.0535
WAC	-0.103166666666667
ADCY9	0.142
RUNDC2B	-0.4905
PYCRL	1.8071
AGPAT7	-0.0893333333333333
SLC22A9	-1.2074
CDKAL1	-0.504
PDYN	-0.385333333333333
C20orf74	-0.9475
MTMR11	0.15625
VAV3	3.519
DAPL1	1.4115
STXBP3	-0.0755
EIF3G	0.4865
ARHGAP22	-1.65325
NPFFR1	0.382
NPC1	0.0478333333333333
ALDH9A1	1.01383333333333
ZNF600	1.13725
ZNF678	1.15483333333333
RASSF1	0.31375
ADD2	-2.8145
PITPNB	-0.638875
PKD2L2	-0.179666666666667
LRP11	-0.121
CDKL1	-0.36725
SMEK2	0.28125
PRODH2	-3.94233333333333
C11orf54	0.492833333333333
SFRS11	-0.637333333333333
IL7	-0.264833333333333
ALS2CR16	-1.511
BTG3	-1.34666666666667
PAK2	-0.812277777777778
RP11-679B17.1	-1.1215
GATA4	-2.0156
ATP2B1	-0.59625
LOC130940	1.6615
C1orf172	2.56666666666667
ATF7IP2	-0.371
SLC25A43	0.492666666666667
CENTG3	-0.675333333333333
IGF2BP1	-4.5493
FCHSD1	0.7325
CAMK2N2	-1.2785
ELAVL3	-0.1675
NBPF15	-0.760666666666667
UBE2J2	-0.12825
GNL2	-0.63225
PRR3	-0.7478
NLF2	-0.634
OR4F6	0.6505
KLHL24	0.872166666666667
CCDC88A	-2.2935
SGPP1	-0.209833333333333
C10orf11	1.599
SLC35B4	-0.893333333333333
UGT3A2	-0.5485
ARNT2	0.8089
CBR1	-0.37125
ITPR3	-1.09583333333333
TRAPPC6B	-0.3119
AMZ1	0.7075
ARP11	2.155
WDSUB1	0.14275
APBA1	1.6445
RAB2A	1.116
C6orf162	-0.104875
HPSE2	1.16025
PLCE1	-0.119
INSL3	0.87525
DLG1	0.1497
PTPLA	-1.888
PIGX	0.536
TFIP11	0.011
FIBIN	2.5165
POLR2G	-0.2825
GRAP2	-1.5529
DNAJB8	-0.33575
CNBP	0.142166666666667
WASF1	-0.8585
INPP5E	-0.8537
HSPB1	0.6316875
TMEM167	-0.154
CUBN	0.299
IGF1	3.638875
ITPK1	1.1161
NAALAD2	-1.52925
G3BP1	-0.227
NT5DC1	0.31075
CYP39A1	2.3755
TMEM139	2.29616666666667
POLK	0.449111111111111
GLULD1	-3.03
RBM15	-1.029
AMZ2	0.01175
GDF15	-3.653
MESDC2	-0.5355
INCA	0.599666666666667
ACY1L2	-1.6775
GZMM	-1.85816666666667
PAIP1	-0.00375
CACNA2D1	-0.061
STK32C	-0.5645
SH3BP4	1.0555
DEC1	-0.8455
PADI1	0.8145
UBB	0.2404
PON3	3.014
PROP1	0.2495
ANKRD13B	-0.8395
ADCK1	0.78275
TCF25	-0.578916666666667
SLC38A5	-2.892
CXorf26	0.510833333333333
C19orf39	0.627
PPP1R13B	1.375
ARL2	-0.7785
TCL6	-0.293083333333333
TOP3A	-1.0255
SLC16A14	0.554
FXYD6	1.71616666666667
HIST1H4E	-1.90675
BBC3	-0.686684210526316
UNC5A	0.652166666666667
FAM86C	-0.0485
PI4KB	0.25375
B3GAT1	1.21725
SUSD2	1.72883333333333
OAZ2	0.0468333333333333
NOC4L	-0.7145
C10orf12	-0.493
FADS1	-2.88133333333333
LOC144097	-0.55925
DKK2	2.424
KIAA1949	-0.4785
RHOT1	0.6265
OXT	1.1695
GPR153	-0.9095
ARL4A	0.396666666666667
SAAL1	-1.382
CCDC64	-0.6155
USE1	0.435833333333333
HNMT	1.18683333333333
PCGF3	-0.027375
CYP2C19	0.09775
C20orf4	0.8325
CCDC11	2.17575
ACSBG2	-0.55025
RWDD2A	0.29775
PALLD	2.30475
CPLX4	1.186
LOC492311	1.56725
KPNA2	-1.9555
MACROD1	-0.0783
