Hybridization REF	TCGA-BH-A1F0-11B-23R-A137-07
ZNF347	0.1175
GTF2E1	-0.23
RY1	0.0663333333333333
ATAD2B	-0.18325
ARHGAP17	0.2749
KCNIP3	-0.7665
SFPQ	-0.238875
GFRA4	0.191166666666667
AKR1B10	-2.874875
TIGD6	0.989833333333333
RGS16	2.33225
URB1	-1.58816666666667
OR4C46	0.165833333333333
TOP3B	-0.627
NFATC4	0.1715
CA14	-4.58575
BMPR1A	0.468333333333333
SNRP70	-1.54275
PRL	-0.728444444444444
C6orf130	-0.03475
STAG2	-0.48775
CD55	-0.0704285714285714
RPS23	0.785166666666667
SSX2	-1.64533333333333
FDPSL2A	-0.7405
FBXO27	0.431375
SYNGR3	-1.50816666666667
TMSL3	2.61625
EML1	-0.31
NUP93	-1.20675
SMAD3	-0.2904
KIAA1189	-0.533
HNRPUL2	-0.949166666666667
TBC1D12	0.960166666666667
C16orf24	0.1375
MRVI1	1.3515
ZNF581	-0.298333333333333
ELOVL3	1.922
OR51Q1	0.4965
CACNB3	0.0295
GALNT13	-0.361875
C10orf84	1.349875
NEDD4	0.243
SPO11	0.31
OR5AU1	0.2445
NEK4	-0.473928571428571
PRKAR2A	-0.7105
IHPK1	-0.098
ATP6V0B	-0.8135
CACNA1E	1.5005
CEACAM8	0.299666666666667
PEX14	0.077
FLJ12993	-0.3055
ZBTB38	-0.392166666666667
PCTK2	0.201833333333333
LRRC16	1.2433
FBLIM1	0.4555
FYCO1	1.71525
RP5-1022P6.2	0.152333333333333
CMTM1	0.0661666666666667
PLTP	1.49183333333333
RAPH1	0.557
DOCK8	0.5485
EZH2	-3.34313333333333
SLC25A1	-0.463833333333333
PLEKHB1	1.0695
GRB7	0.3523
ZFP37	0.23675
MRPL33	0.29725
PELO	-0.26375
ARMC1	-0.841363636363636
C9orf27	-0.474375
FLJ25778	-0.478
C9orf37	-1.00283333333333
TMEM66	1.25225
SPRN	-0.176
HBEGF	1.543875
PI4KA	-0.985
LEPRE1	-1.24025
POU2AF1	-0.471125
MRPL12	-1.19916666666667
REP15	0.1235
ZC3H3	-0.464
RASAL1	-0.32675
DDAH1	0.733625
ACBD5	0.274375
TMC2	0.6285
CCDC137	-1.58275
SAMD13	1.00966666666667
UGT2B15	-2.732
TIPARP	1.3575
DNASE1L3	4.9255
TRIM72	0.0648333333333333
DBX2	1.171
IPO8	-1.10775
C21orf88	-0.6936
MAP3K14	0.75075
LOC51233	0.714
GGTLA4	-0.507
PDE6D	-0.39575
ZNF117	-0.198
CLK2	-1.331875
NKRF	-0.9265
TNFSF15	-0.2648
DUSP2	0.957125
SECISBP2	-0.1258
GABRR2	0.603
PPAP2C	1.286
LOC51145	0.0434999999999999
PAG1	-0.417375
PIK3C3	0.3095
GNG10	0.394
APOL4	0.663333333333333
ANKRD28	-0.938
STMN3	-1.2468
RAB14	0.7496
CDK2AP2	-0.8895
HDDC3	0.97525
COMMD7	-0.0685
CXXC1	-0.4685
HMCN1	-0.111666666666667
CD40	1.767
DYNC1LI2	-0.0699375
GDI1	-0.5865
LOC646938	0.0065
VSNL1	-0.304333333333333
PIH1D1	-0.6155
RAET1G	1.5665
KRTAP5-9	-0.0325
EFTUD2	-1.07175
ZNF311	-0.651
ATP6V1G3	-0.3105
OR2W3	-0.0445
SCN4A	2.16775
MED10	-0.683
FAM135A	0.2703
ARHGAP4	-0.97525
EHMT2	-1.345875
UFD1L	-0.65375
ERMP1	-0.8675
MAG1	0.959833333333333
THAP8	0.165
HACE1	0.184333333333333
FAM82C	-0.0881666666666667
C3orf20	-0.639
UNC84A	-0.0791666666666667
SCD5	0.417071428571428
LASS6	-0.162375
LSG1	-0.580333333333333
MAL	-4.221
GPR22	0.335
WDR5B	1.25325
ACTRT1	0.848
C17orf60	-0.3495
GRIN2C	0.2559
ARMC8	0.181
SLC47A1	-1.41716666666667
DMPK	0.27775
DHRS13	-1.3525
SMC1A	-0.8435
KRTAP17-1	0.491
SMYD5	-0.8305
TUSC2	0.375375
CRHR2	0.4915
KIR3DL2	-0.514
CCDC104	0.88425
ATP2C1	0.112375
CROT	0.31725
PABPC3	-1.2685
EGR1	5.08666666666667
THSD1	1.8835
KHK	-1.24125
SLC12A2	1.9076875
CD58	0.32475
STOX2	0.524333333333333
CCDC76	-0.5808
CCDC48	4.48125
DNAH1	0.1405
ZIC4	-0.0592857142857143
OR1G1	-0.0385
PSMC6	-0.3505
PROKR1	0.791
ABCB1	1.177
TRAT1	-0.6555
LLGL1	0.352
MTF1	0.54675
USP54	0.271875
PAGE2B	-2.036
ITGB7	-3.96875
CCDC81	-0.414
LOC149837	-0.16575
SCUBE1	-0.0235
ZSCAN10	0.484
HUWE1	-0.617642857142857
CDH17	0.653
CD180	-0.1035
IL17A	0.078
TMPO	-2.543125
KIAA1524	-1.57983333333333
HDGFRP3	-0.1165
OXCT1	0.151818181818182
RRAS2	0.156833333333333
LTBP2	2.825375
SV2B	3.858
CYP2A6	1.07925
PKD1L2	2.0285
PPM1M	1.19975
FLJ22662	2.6735
ZNF502	2.7065
GP6	-0.64675
CRYBA2	-2.75125
LEF1	-3.6804
CTPS	-2.81985714285714
EYA1	-1.7905
EPS8L1	0.1245
MAPK14	-0.862083333333333
SERPINB2	-3.962875
GTF2F2	-0.0378333333333333
ZNHIT4	-0.837
PLA1A	0.83475
C20orf114	3.00125
HPR	-3.355
C18orf2	-3.32633333333333
SATB2	-1.777
KCNJ9	0.195625
MGC157906	0.543
MOCS3	-0.726
C17orf71	-0.514833333333333
PPHLN1	-0.0143
HIST1H2BN	-2.233375
RAPGEF1	-0.936375
MAP3K8	3.122
DLG4	0.6175
STC1	1.02383333333333
CDGAP	1.427
DDX26B	0.1675
LOC150223	-2.49575
CPSF3	-0.926666666666667
TMEM14A	0.237
MYH3	0.369
GPKOW	0.046
SULT1A1	-0.0905
SPON1	4.3238
YY1AP1	-0.464666666666667
RAB23	-0.39725
PLA2G4A	-1.38525
MAPRE3	0.5325
ZNF516	0.887785714285714
GGPS1	0.4765
EXOC3L2	-0.49375
C19orf42	0.7078
MAP2K2	-0.814333333333333
HIST1H2BB	-1.88675
RNF19B	0.216333333333333
C6orf128	0.712666666666667
TLR8	2.062
PCDHA9	-0.9035
CARS2	-0.530375
CLUL1	2.36016666666667
RHAG	-4.1045
UNK	-0.255
EXOC8	1.0121
C9orf95	2.15625
C14orf143	-0.1205
MAML3	-0.27925
LDHA	-2.1335
MRPL20	0.298875
KLHDC6	1.43883333333333
ATP5S	0.81
C8orf55	-0.309
PHF19	-2.522875
KRTAP13-4	0.9755
TTC5	-0.818
XKR5	-0.50475
SILV	-4.57866666666667
TEX28	0.277
TCTN1	0.40625
CX40.1	0.90925
PPP2R5C	-0.306
C12orf30	-1.5498
CAPG	1.6355
MPZL1	0.8661
ARSB	-2.12416666666667
TDH	-1.8285
WASF4	1.04875
TSSK3	-0.4625
7A5	0.392
CRISPLD1	3.15975
MAD1L1	-0.702
SPIN4	-0.733666666666667
AMPD1	2.7385
DPYSL5	-0.317
INPP1	1.0855
ANKRD11	-1.36911111111111
NPAS4	0.571285714285714
GCET2	0.5603
RNASE9	0.2205
GUCY2D	-0.0426666666666667
CCDC98	0.85525
FGF4	-0.317625
CPM	1.9655
SLC26A4	0.435833333333333
PLD5	0.67825
FAM59A	1.1842
FBXO5	-2.22411111111111
SIPA1L1	-0.1905
DPYS	1.5945
ATG4D	-0.366
TGM3	0.271
MTCH1	-0.445875
HK1	-0.386714285714286
CDC26	0.82325
GALNT12	-1.27533333333333
LOC339229	-0.313
MRPL35	-0.276125
ORC4L	-0.208875
TNKS	-0.522357142857143
C2orf24	0.0216666666666667
ZNF553	-0.433833333333333
GGTLA1	3.2815
ZNF497	0.04575
CDY1B	0.64025
SLC30A4	-0.499375
TUB	0.267
ARHGEF18	-0.45875
ARRB1	0.3015
KCNK1	-0.094125
EREG	-3.88177777777778
SCAMP5	-0.09425
RUNDC3B	3.404
ADAMTS20	-0.167333333333333
IL17RB	-0.118
FLJ20323	-0.64325
MCAM	1.74325
POLR3E	-2.39275
AQR	0.3155
IPMK	-1.507
CDCA7	-4.302625
CAMP	-1.793
GRHL3	0.09225
ADAMTSL2	0.288833333333333
CLMN	2.20516666666667
SSTR3	0.6465
MAGEA5	-2.34266666666667
OVOL2	3.2505
JMJD1B	0.26
RBL2	0.4472
PYGO2	-0.2545
PPP1R10	-0.0503333333333333
CSE1L	-1.64366666666667
LCA5	2.5755
RDH16	-0.2375
ASRGL1	-1.093
TOM1	-0.216833333333333
PTX3	-0.50425
TTC15	0.6045
SCGB3A1	2.872
MRPL50	-0.57075
RCAN3	-0.1595
SLC26A11	0.45675
STYX	-0.619333333333333
CINP	-0.223
MARCH7	-0.2095
PFKM	-1.1305
SGMS1	1.055
RIOK3	-0.0233
C1orf110	0.6455
CES7	0.154125
LOC440248	-0.19275
PPP1R12C	0.138
C10orf27	0.1805
ATG9A	-0.49975
MRPS26	0.634625
TMEM40	1.2835
ELP3	-0.2675
ZNF787	-0.1265
HIAT1	-0.152875
C8orf34	2.95333333333333
MGC4655	-0.1739
PELI1	1.52183333333333
PPT1	-0.7654
SLC35C2	-0.567
C6orf125	-0.842
MUC4	-1.1045
RFC4	-2.38071428571429
GNB2	-0.793666666666667
NUP50	-0.585142857142857
SULT4A1	-0.915
C7	4.48314285714286
CCDC130	-0.047
ARRDC4	1.44025
RQCD1	-0.95375
GLYCTK	0.0115
AYTL2	-1.754
MTUS1	1.4532
LEMD3	0.232
PLEKHF2	0.753
HOXA7	1.89
GTF3C2	-1.743
DYNLRB2	3.737
CNOT10	-0.7245
MR1	-0.144333333333333
FFAR1	-0.063
PRIC285	0.3185
SLITRK6	0.888
LIX1	-2.3917
UBE1L2	-0.431833333333333
F8	2.10675
ACHE	-0.187666666666667
KPNA5	0.13175
TNFRSF12A	-1.60516666666667
EGR3	4.4045
SERPIND1	-3.80766666666667
OASL	1.24925
IFRD1	-0.315125
WDFY1	-0.761833333333333
ZNF267	-0.080375
ACCN5	0.677
ZBTB6	-1.50225
PPP1R3A	-0.0325
PRRT3	0.77725
FBXL19	-1.4775
TXNIP	3.11714285714286
ACTN2	-1.288
ATG9B	-0.516625
C9orf117	0.13575
IL27	1.01
RPL36AL	0.813
KLK15	-0.1265
CHAD	1.0635
RAP2B	0.2889
HEBP2	1.91625
ZNF342	-0.651
CAMK2G	-0.331333333333333
TLR3	2.78
FGF14	2.54225
HMGB2	-0.954375
TRPM5	0.103166666666667
OR5M11	0.269
KIF3B	-0.604894736842105
PRICKLE2	2.10025
MTMR9	0.125125
C3orf27	0.25175
GLRA3	-1.20216666666667
NSDHL	-0.864333333333333
TMEM32	0.21425
POLR2D	-1.28675
MYADML	0.505
C9orf114	-0.71
MRGPRX1	1.244
TOPORS	0.81125
CLDN19	2.2175
C1QL4	0.0195
RNF165	0.1275
DHRS9	2.06125
DNAH2	-0.0538333333333333
FXR1	-0.406333333333333
ZMYM3	-1.0005
CASP3	0.01
FAM120C	-0.427375
SCLY	-1.54825
CA7	0.3765
ENTPD5	-0.402333333333333
ZNF461	0.421875
PDIA5	-0.89775
C1orf19	-0.272
TMEM67	-0.12125
KCTD20	-1.65875
WDR47	0.994
FLJ38723	0.8085
KLRF1	1.30016666666667
TAS2R16	-0.891
CLDN12	0.023
PRKCE	0.11125
UBXD4	-0.3675
ITGAM	2.25383333333333
GLT8D3	-0.475
WDR31	-0.2559
RGS2	4.89275
OR51L1	0.3075
MST1R	-0.4125
KIAA1737	1.53
OR4A5	0.4445
GLIS1	-0.517666666666667
PTMA	-0.0177857142857143
NAPA	0.20775
PRDM11	0.353
LIPF	0.094
DIRAS3	2.59
ASGR2	-4.011375
C1QTNF4	2.356
PIK3R4	0.265333333333333
ARMC3	1.3605
NDUFV3	-0.275416666666667
BTBD3	-0.377166666666667
PPP1R2	0.502583333333333
UBE2NL	-1.1595
FOSL2	0.617214285714286
FAM119A	-1.14866666666667
TUBA4A	-0.9263
KRTAP12-1	0.23825
SFRS2	-1.20525
RHPN1	-0.7637
EEF2	-1.4045
ZDHHC11	-0.890833333333333
EPHA3	-1.0608
RBM12	0.20925
H2AFJ	0.67875
EDIL3	0.7975
KIF26A	0.1245
SERGEF	0.226
B3GALT4	2.491
LOC90925	0.199
OSCAR	-0.579625
NPFF	0.227125
DEDD	0.298875
TMEM155	-0.848125
PTPN1	-0.48625
SCYL2	-0.3285
SKAP1	2.194
LEAP2	-2.35283333333333
GADD45G	1.1567
IFITM3	1.395
PILRB	-1.06366666666667
SLU7	0.6425
DSC3	2.17175
DNMT3L	-1.47025
PAPD5	-0.45725
B3GNT3	0.205
LHCGR	0.711
MSL-1	-0.981
UBE2S	-2.772125
SAP130	-0.60325
ANAPC11	-0.15125
MAGED4B	-1.5705
ATP6V1B2	-0.135333333333333
C14orf179	1.071375
CAPZA1	-0.673125
CDYL2	-0.992333333333333
GLRX3	-0.814166666666667
LOC136288	-0.8765
MOBKL1A	0.1085
HTR2B	4.1915
CRYGD	0.0473333333333333
NUS1	-1.11933333333333
PGRMC1	0.268
MYOM2	1.64325
FLJ39653	-1.71766666666667
CHM	-0.4284
OR5M8	0.2825
ZNF619	0.598
FAM105A	1.00425
CCNL1	-0.017375
NAP1L3	1.096
C10orf57	1.0555
B3GALNT1	0.4605
CSN1S2A	-1.6065
TCP10L	0.20425
GDAP2	0.04375
DMKN	0.181166666666667
COX6B1	0.526
DNASE2	-0.524
MSH5	-1.62525
LGMN	0.618375
USP31	0.2464
OR13C8	1.4075
SDCBP	1.2192
NUDT11	-1.24533333333333
PYGL	0.9995
SNPH	-0.643333333333333
B3GNT4	-0.5365
MIZF	-0.7654
NUBPL	0.284125
NOD1	0.921666666666667
CDH22	2.136875
NUBP1	0.186
DSCAM	-3.68825
DGKI	1.852
FAM136A	-1.3815
AKAP1	0.841333333333333
SLC16A6	-1.8705
RIN3	0.27425
PSG2	0.17825
DIP2B	-0.20125
PSORS1C1	0.6926
KIAA0495	-0.4645
FLJ90709	-0.250333333333333
LPA	-0.256333333333333
PIGA	-0.2465
LY75	4.21283333333333
UTS2	-6.34
RREB1	-0.799625
GALNACT-2	-0.0698
MGC3196	-0.668
FLJ31568	0.8375
LPHN1	-0.943625
SP1	-0.0465
TOX4	0.511166666666667
HSPA9	-0.2128
APOBEC1	1.2415
SLC35E4	-1.666
LSM5	-0.875
SURF1	0.29575
ZBTB1	0.894916666666667
GTF2F1	-0.058875
RPS15A	0.967571428571429
DUSP21	-0.524
GINS4	-3.65883333333333
MYO15A	0.922833333333333
GIMAP7	5.13275
MGC13379	1.60525
ATP6V1E2	-0.19
UTP3	0.5215
HNRPA3	-0.498
MT4	-0.569
C14orf155	1.32975
U1SNRNPBP	0.575
CKLF	-0.512
PLEKHN1	-1.2645
MBNL1	0.451166666666667
NUP160	-1.12025
ACSM2A	-1.22425
LOC129881	1.0265
KIAA1529	0.83225
FLJ22639	-2.025
HAND1	-0.6015
GSX1	-0.018
FGA	-4.26786666666667
SERPINB1	0.449
ZNF642	0.33275
IGFBP1	-7.929
SLC1A1	0.2165
DHX57	-0.763714285714286
ZNF766	-0.3305
PTPN21	0.451
GDPD3	0.0988333333333333
PNPLA5	0.1445
TBR1	0.0353333333333334
FAM116A	0.6465
IQGAP1	1.112
FOS	4.05
ZNF226	0.691
FIGNL1	-0.589166666666667
C14orf1	-0.379
ZMYND17	-0.1275
PUS7	-1.303
TUBB6	-0.248
KCNQ2	-1.72
MARCH6	-0.436666666666667
CCDC33	0.2615
PRODH	-0.4285
RBM11	1.848
EPHA6	0.358333333333333
SLC43A1	-0.25975
LOC196541	-0.0871428571428571
NTN1	0.499166666666667
ING4	0.61225
PCDHB10	1.61
DPH2	-1.2035
SPACA4	-0.2565
FBXL21	-4.4795
DIAPH1	-1.3105
ZNF71	0.5205
CEP76	-0.6535
CORO1A	-1.0355
RRM2	-5.429875
EDG4	0.1485
OS9	-0.308333333333333
SLC4A1AP	-0.25075
COG5	-0.87275
COPS8	-0.342
NGLY1	-0.54325
NCBP2	-0.6095
C17orf42	0.0755
GPSM3	0.3555
SIL1	0.3665
ASB6	-0.5555
SMAD5OS	1.17416666666667
UNC93A	-2.42257142857143
A1BG	-0.412833333333333
C21orf62	0.40475
FMO5	-0.159416666666667
ATRIP	-0.281666666666667
CEBPG	0.567333333333333
C7orf38	-0.0383333333333333
TNFRSF1B	1.27566666666667
CLEC1A	2.574
IQSEC1	0.40775
PATZ1	0.2855
RBM22	0.227875
BAG2	-1.2575
PAQR5	-2.31716666666667
C9orf127	1.1013
THNSL1	-0.121
SHROOM3	1.8949
JAM2	3.26425
SNRPN	-1.76075
ALX4	0.397
CACNA1S	-0.2555
FAM130A1	0.324
CORIN	0.357
CD300LB	0.1285
PLEKHG6	0.475
LRRC40	-0.45475
PCLKC	-0.92875
PCDHB16	1.50266666666667
WNT2B	1.17166666666667
ASNS	-2.59755555555556
MRPL49	-0.727625
FLJ46111	-1.755
ISG20	0.073875
SMU1	0.836666666666667
CASZ1	-0.3815
POLR1D	0.264083333333333
GIN1	0.734
SNAG1	0.691833333333333
ANKRD29	0.97975
CDKN2AIP	0.3495
KRR1	-0.05975
CXCL1	-1.0015
EPM2A	0.4387
PC	1.4635
DEFB127	-0.0965
PDZRN4	2.92433333333333
FAH	0.70375
OR51E1	3.389
CDC2L6	-0.995833333333333
DNTTIP1	-0.702
PAX8	-0.815
TMEM116	0.754
C1orf150	0.893
PRO2012	-0.438
MRPL40	-0.193166666666667
BEX1	-2.54622222222222
SLC2A4	2.66583333333333
PKMYT1	-2.4965
FEZF2	0.3
SLC26A9	-2.402
MAP2	0.232416666666667
LYL1	-0.66575
SLC25A19	-1.40983333333333
NOS3	0.107
ZNF34	1.20516666666667
TMPRSS11F	-1.01175
FAM43A	0.54
FCRL4	0.762166666666667
KLF14	0.993
FLRT2	0.955833333333333
WRN	-1.10375
SDF2	0.5406
KRT8P12	-1.0735
C6orf195	-0.112
C9orf125	0.823166666666667
DZIP3	-0.284375
RIT1	0.971666666666667
SCML1	-1.32516666666667
RHBDF2	0.259875
OR2G3	-0.2475
REXO1L1	-0.6615
MAP3K7IP3	-0.357625
C3orf57	-5.678
FBXW11	-1.42216666666667
ETAA1	-0.3195
C14orf131	-0.3891
AKT1S1	-0.889
SLC12A5	-0.54275
C9orf164	0.451
NRIP3	-0.185375
NOS1AP	-0.75125
TMEM121	-0.14725
SAP30BP	-0.1477
DGCR6	0.59225
WDR76	-2.72675
FAM82B	-0.166666666666667
LOC606495	-1.1505
MAP9	1.22216666666667
BCDIN3D	0.86025
CXorf36	4.56583333333333
DSCR3	-0.6632
ZFAND3	-0.0985
C7orf43	0.136666666666667
SPSB3	0.3702
C19orf19	0.338
FAM133A	-1.955125
C12orf25	0.2665
SLC39A3	-0.81425
DISP2	-1.03225
PI4KAP2	-2.8215
MKRN3	-2.29016666666667
ADAMTS13	-0.72475
CBLN3	0.0348
TTYH1	1.71083333333333
C3orf18	1.50975
FLJ13236	-1.524
ZMYND12	3.51
C18orf25	-0.00424999999999999
GLB1L3	-0.903
ATP13A5	1.229
RANBP10	0.0275
CD96	-0.8661
DENND1C	0.07575
RBMS3	2.5177
SLC41A3	0.945666666666667
DGCR6L	0.52125
TMEM128	1.29483333333333
CSNK1G3	-0.119857142857143
MOBKL2C	1.79425
TSPAN6	1.31225
MATN2	1.8768
MSL2L1	-0.0933333333333333
ST6GALNAC2	-0.0595
FGFBP2	5.224375
FGL1	-5.9855
MPP3	0.244833333333333
ARHGEF6	2.49816666666667
TGFBR2	2.182625
ACMSD	0.11075
IL33	6.4635
C9orf5	0.575166666666666
DEAF1	-0.2091
AMN	0.2965
DEFA6	0.096625
RNF212	-1.02925
METT5D1	-0.272833333333333
CIB1	0.2217
TSSK1B	-0.5125
KIAA1727	-0.019
ZNF680	0.551
LOC399900	-2.7805
LOC152217	0.382083333333333
CTNNAL1	-1.3285
CIT	-3.32633333333333
TLE6	-0.32275
ZNF607	-0.611
HERC4	-1.22316666666667
DRAP1	-1.3581
PEMT	0.4905
C10orf111	0.2035
ZNF575	1.607
KCTD7	-0.29325
MYO1F	0.3395
LOC285382	0.7825
RAB11A	0.9672
PLCD3	-0.469
C15orf28	-0.16225
PTBP2	0.06325
CTB-1048E9.5	-0.514125
C19orf60	0.8545
C7orf25	0.334833333333333
SETD7	1.08075
HOXB9	-4.5495
VANGL1	-1.4065
CHAF1B	-2.36875
NDUFA3	0.3685
KIAA1328	0.408
SHARPIN	-0.7515
TTC23	-0.067125
UGP2	1.74608333333333
ANKIB1	-0.9271
CIRBP	1.80171428571429
SEC14L4	-1.54333333333333
OVCH1	-0.233166666666667
VPS52	-1.04275
FAT	0.000749999999999987
M6PRBP1	-1.33475
GPRIN3	-0.334
PPM1F	-0.286333333333333
TSR1	-1.38725
CCDC85A	5.221
PCSK5	3.3535
ZFHX3	0.081
HEMK1	-0.2205
PGBD2	0.477
RSRC2	-0.212333333333333
AURKC	-0.909333333333333
SCRIB	-0.9045
ORM2	-4.54333333333333
FAM115A	-0.444
FZD6	0.348625
UNC119	-0.057
GPX3	3.9161
NOV	2.096875
CABC1	1.264875
CDC42SE2	0.150625
EIF2S2	-0.3745
RNF130	2.1815
CKAP5	-2.13866666666667
RP11-413M3.2	0.466
C10orf18	-0.0946
TMEM93	-0.405
DYX1C1	1.6775
KCNMB2	-0.618
ANK3	0.62425
KRT5	2.5474
CDH12	0.244
QRSL1	-0.680375
JUB	-1.4275
SHC4	-0.03575
CCL15	3.38583333333333
CCDC22	-0.10525
SNX24	-0.57925
RARS	-0.3665
MORC2	-0.241
FAM48A	-0.25925
MT1H	0.511
PPP1R14C	-0.684333333333333
FOXD1	-2.13564285714286
C1orf213	1.00525
AMT	-0.5347
DSN1	-2.27
PTPLAD2	2.235
DIS3L	-0.10025
RASL11A	3.0215
GPRC5B	1.767375
FRMD7	-0.663
STRN4	-0.292
KITLG	0.848454545454545
HDGF	-2.69675
OR1S1	0.8225
SETX	-0.2643
DDR2	2.241375
KCTD12	3.38325
LYZL2	-0.3815
WDR52	-2.155
TMEM2	-0.1085
ZNF579	0.2375
LOC200810	-0.44725
TNFSF9	-1.292
PPFIA4	-3.23125
CNIH3	-0.344166666666667
MAP4K4	-1.52535714285714
ROD1	-0.685928571428571
ALS2CR12	-0.893
DOCK3	-0.279
PAQR9	-4.755
ASB17	0.383
STX16	-1.713375
FEZ2	1.17283333333333
DLAT	-0.708666666666667
KIF21B	-1.357
CDC5L	-0.5655
TMEM119	1.16083333333333
CRIP3	-1.39075
TPSD1	-0.114333333333333
TEPP	0.98825
GNGT2	1.173
C21orf121	-0.30925
WNK1	-0.648583333333333
FLJ10490	0.6166
OR51B5	-1.676
LOC203547	-0.651875
HAS1	0.7045
PPA1	0.170833333333333
ST7	-0.5225
C11orf46	0.4182
POPDC3	-2.85733333333333
ACOX2	1.666
ATCAY	-0.474
TM4SF19	-2.10325
MFSD9	-0.333166666666667
PDHB	0.224
ERN1	-0.0585
LCE3C	-0.1085
GPR111	-0.0655
NOTCH3	2.0745
ADAMTS5	5.3325
B3GALT1	-0.26625
UGCGL1	-1.56166666666667
FAM58A	0.478
FBXO32	3.19325
CLPP	-0.85325
NXPH1	-0.8825
MTMR3	1.152
ATP1B3	-0.654
TMEM16A	5.029
HIST1H3F	-1.2525
TRIM25	-0.790333333333333
SDCBP2	1.625
CRKL	-1.4875
HOXB2	0.0085
ANP32B	-0.381125
GATM	3.8365
AP4E1	-0.014
EDG5	0.5895
CDKN3	-4.05966666666667
CDH4	-1.57775
PGD	-0.882666666666667
RND1	-0.049
GAD1	-3.2449
MPG	-0.06175
LOC440350	-0.352
ZNF133	0.401
SERPINB12	0.3185
AMELY	-0.4436
DHX36	-0.627
TNFAIP8L2	2.82066666666667
PHTF2	-1.06938888888889
CCDC112	-0.363666666666667
IQCC	-1.56425
HEYL	2.50483333333333
FTSJ2	-1.13416666666667
APPL1	0.05875
RAB43	0.620142857142857
OR10G2	0.216
WAC	0.586166666666667
ADCY9	-0.384625
RUNDC2B	-0.108
PYCRL	-0.677
AGPAT7	-0.168833333333333
SLC22A9	-1.2825
CDKAL1	-0.549
PDYN	-0.422
C20orf74	-0.239
MTMR11	1.038
VAV3	2.03208333333333
DAPL1	3.805
STXBP3	0.78125
EIF3G	0.22475
ARHGAP22	-0.18
NPFFR1	0.224
NPC1	-0.468666666666667
ALDH9A1	1.29433333333333
ZNF600	0.110625
ZNF678	0.0638333333333333
RASSF1	0.0271666666666667
ADD2	-3.519375
PITPNB	-0.28975
PKD2L2	0.206625
LRP11	-0.178
CDKL1	0.407
SMEK2	-0.0775
PRODH2	-3.16233333333333
C11orf54	0.5025
SFRS11	-0.406666666666667
IL7	2.06083333333333
ALS2CR16	0.448
BTG3	-0.348166666666667
PAK2	-0.568833333333334
RP11-679B17.1	0.79275
GATA4	-1.92283333333333
ATP2B1	-1.0705
LOC130940	1.409
C1orf172	1.94266666666667
ATF7IP2	-0.796
SLC25A43	-0.862166666666667
CENTG3	-0.359666666666667
IGF2BP1	-4.0789
FCHSD1	0.751
CAMK2N2	1.1695
ELAVL3	-1.169
NBPF15	-1.1445
UBE2J2	-0.343166666666667
GNL2	-0.869
PRR3	-0.6475
NLF2	0.8425
OR4F6	-0.038
KLHL24	0.8095
CCDC88A	-1.6153
SGPP1	-0.315833333333333
C10orf11	2.19016666666667
SLC35B4	-1.52083333333333
UGT3A2	-1.115
ARNT2	-1.2671
CBR1	-0.32675
ITPR3	-1.77783333333333
TRAPPC6B	0.2975
AMZ1	-1.5915
ARP11	0.77225
WDSUB1	0.51425
APBA1	1.367
RAB2A	0.6109
C6orf162	0.95825
HPSE2	0.979
PLCE1	0.88975
INSL3	1.6355
DLG1	-0.0476
PTPLA	-1.546
PIGX	-0.680875
TFIP11	-0.0453333333333333
FIBIN	4.0075
POLR2G	-0.4485
GRAP2	-2.5009
DNAJB8	-0.11275
CNBP	2.027
WASF1	-0.77825
INPP5E	-1.1467
HSPB1	-0.242
TMEM167	-0.3026
CUBN	0.705
IGF1	5.355375
ITPK1	0.3302
NAALAD2	0.5065
G3BP1	-0.0285
NT5DC1	0.620375
CYP39A1	1.3295
TMEM139	1.83525
POLK	-0.1438
GLULD1	-1.878
RBM15	-1.81466666666667
AMZ2	-0.1475
GDF15	-2.3165
MESDC2	-0.628
INCA	1.28566666666667
ACY1L2	-0.6065
GZMM	-0.510833333333333
PAIP1	0.17725
CACNA2D1	0.536
STK32C	-1.81166666666667
SH3BP4	0.1895
DEC1	0.3745
PADI1	-0.253
UBB	0.2873
PON3	1.06933333333333
PROP1	0.729
ANKRD13B	-0.9915
ADCK1	-1.94
TCF25	-0.282083333333333
SLC38A5	-2.65675
CXorf26	-0.141333333333333
C19orf39	0.2215
PPP1R13B	0.35625
ARL2	-0.5115
TCL6	-0.46225
TOP3A	-1.315
SLC16A14	0.5655
FXYD6	2.634
HIST1H4E	-0.30825
BBC3	-0.357263157894737
UNC5A	0.689833333333333
FAM86C	-0.775
PI4KB	-0.12625
B3GAT1	-2.1625
SUSD2	1.19583333333333
OAZ2	-0.125333333333333
NOC4L	-0.747
C10orf12	-1.213
FADS1	-2.09133333333333
LOC144097	-1.003
DKK2	1.50883333333333
KIAA1949	-0.10275
RHOT1	-0.0899
OXT	1.42316666666667
GPR153	0.75375
ARL4A	0.682666666666667
SAAL1	-1.43725
CCDC64	-0.4575
USE1	0.241833333333333
HNMT	2.094
PCGF3	-0.190875
CYP2C19	0.09225
C20orf4	-0.118
CCDC11	0.469
ACSBG2	0.6965
RWDD2A	1.107
PALLD	2.419
CPLX4	1.5935
LOC492311	2.136
KPNA2	-3.24666666666667
MACROD1	-0.4084
TMCO3	-0.753833333333333
C15orf52	1.6835
