Hybridization REF	TCGA-C8-A1HI-01A-11R-A137-07
RY1	-0.139166666666667
ATAD2B	0.418375
ARHGAP17	0.0214
KCNIP3	-1.2575
SFPQ	0.307625
GFRA4	-0.0101666666666667
AKR1B10	-3.426125
TIGD6	1.1835
RGS16	-0.131
URB1	-1.2215
OR4C46	-0.2254
TOP3B	-0.73225
NFATC4	0.5865
CA14	-4.9795
BMPR1A	0.243166666666667
SNRP70	-0.275375
PRL	0.176727272727273
C6orf130	-0.45925
STAG2	-0.222
CD55	-0.489642857142857
RPS23	0.9775
SSX2	-1.94133333333333
FDPSL2A	0.00775
FBXO27	0.9625
SYNGR3	-1.41133333333333
TMSL3	0.9165
EML1	-0.272
NUP93	-1.45675
SMAD3	-1.0677
KIAA1189	-0.168666666666667
HNRPUL2	-0.163
TBC1D12	0.586
C16orf24	1.37675
MRVI1	1.81083333333333
ZNF581	-0.0543333333333333
ELOVL3	0.27
OR51Q1	0.63775
CACNB3	1.65033333333333
GALNT13	-2.95875
C10orf84	0.5575
NEDD4	0.2272
SPO11	-0.1285
OR5AU1	-0.466
NEK4	0.927857142857143
PRKAR2A	-0.2775
IHPK1	0.456666666666667
ATP6V0B	1.074
CACNA1E	0.8745
CEACAM8	1.48833333333333
PEX14	0.047
FLJ12993	-0.5715
ZBTB38	0.22625
PCTK2	1.079
LRRC16	0.4782
FBLIM1	0.210416666666667
FYCO1	1.90075
RP5-1022P6.2	-0.432
CMTM1	-0.260333333333333
PLTP	-0.117833333333333
RAPH1	0.50375
DOCK8	0.753625
EZH2	-2.04226666666667
SLC25A1	-0.465833333333333
PLEKHB1	0.8033
GRB7	1.2547
ZFP37	0.36025
MRPL33	-0.41425
PELO	-0.0085
ARMC1	-0.0954545454545455
C9orf27	0.38825
FLJ25778	-0.1605
C9orf37	-1.53
TMEM66	0.4895
SPRN	0.977125
HBEGF	-0.37475
PI4KA	-1.149
LEPRE1	-1.356
POU2AF1	-1.86625
MRPL12	-0.942833333333333
REP15	-0.5105
ZC3H3	0.51725
RASAL1	-0.703
DDAH1	0.711875
ACBD5	-0.09
TMC2	0.335
CCDC137	-1.1775
SAMD13	0.331
UGT2B15	3.96916666666667
TIPARP	0.51775
DNASE1L3	2.95075
TRIM72	0.548666666666667
DBX2	2.80075
IPO8	-0.2435
C21orf88	-2.4461
MAP3K14	0.36075
LOC51233	0.571833333333333
GGTLA4	0.0285
PDE6D	0.04375
ZNF117	-0.8155
CLK2	0.100625
NKRF	-0.921
TNFSF15	0.3593
DUSP2	-0.915125
SECISBP2	0.3327
GABRR2	-0.848
PPAP2C	2.367
LOC51145	0.0558333333333333
PAG1	-0.765125
PIK3C3	-0.35175
GNG10	-0.182
APOL4	0.448333333333333
ANKRD28	-1.27375
STMN3	-1.4537
RAB14	0.9408
CDK2AP2	-0.1565
HDDC3	-0.148125
COMMD7	0.33175
CXXC1	-0.51
HMCN1	-0.329666666666667
CD40	1.314
DYNC1LI2	-0.0918125
GDI1	0.61775
LOC646938	-0.249
VSNL1	-1.05566666666667
PIH1D1	-0.179833333333333
RAET1G	1.188
KRTAP5-9	0.6845
EFTUD2	-0.48375
ZNF311	1.342
ATP6V1G3	-0.7575
OR2W3	0.438
SCN4A	0.3475
MED10	-0.753625
FAM135A	-0.5452
ARHGAP4	-1.54575
EHMT2	-1.119875
UFD1L	-0.862
ERMP1	1.44925
MAG1	-1.11683333333333
THAP8	0.229333333333333
HACE1	-0.719166666666667
FAM82C	-0.0716666666666667
C3orf20	0.37
UNC84A	-0.367666666666667
SCD5	-0.4125
LASS6	2.075375
LSG1	0.322333333333333
MAL	-5.324
GPR22	0.1605
WDR5B	1.4465
ACTRT1	1.8465
C17orf60	-0.228833333333333
GRIN2C	0.6143
ARMC8	-0.35525
SLC47A1	-2.462
DMPK	0.88075
DHRS13	-0.228333333333333
SMC1A	-0.565833333333333
KRTAP17-1	1.568
SMYD5	-0.5125
TUSC2	1.256875
CRHR2	0.426
KIR3DL2	-0.6055
CCDC104	0.37075
ATP2C1	0.992875
CROT	-0.03
PABPC3	-1.09616666666667
EGR1	1.9965
THSD1	0.914
KHK	-2.0795
SLC12A2	2.892375
CD58	-1.008
STOX2	0.663333333333333
CCDC76	-1.0605
CCDC48	5.442
DNAH1	0.00766666666666666
ZIC4	0.053375
OR1G1	0.267
PSMC6	-0.287666666666667
PROKR1	0.507
ABCB1	0.624375
TRAT1	-2.11625
LLGL1	0.1745
MTF1	0.23775
USP54	0.3205
PAGE2B	-2.5935
ITGB7	-3.3425
CCDC81	-0.1585
LOC149837	1.15575
SCUBE1	0.445
ZSCAN10	0.2185
HUWE1	0.00164285714285714
CDH17	0.6525
CD180	0.474
IL17A	0.103
TMPO	-1.284375
KIAA1524	-1.49583333333333
HDGFRP3	0.712166666666667
OXCT1	-0.293909090909091
RRAS2	-1.52183333333333
LTBP2	3.9090625
SV2B	1.38533333333333
CYP2A6	5.09075
PKD1L2	-0.594
PPM1M	0.641
FLJ22662	0.307666666666667
ZNF502	1.8485
GP6	-0.99175
CRYBA2	2.21725
LEF1	-1.7183
CTPS	-2.25714285714286
EYA1	-0.0178333333333333
EPS8L1	2.1075
MAPK14	-1.08791666666667
SERPINB2	-5.558125
GTF2F2	-0.5725
ZNHIT4	-0.5445
PLA1A	0.969125
C20orf114	3.794
HPR	-5.025
C18orf2	-3.63716666666667
SATB2	-1.331
KCNJ9	0.304142857142857
MGC157906	0.7565
MOCS3	0.77375
C17orf71	0.0748333333333333
PPHLN1	0.0293
HIST1H2BN	1.231875
RAPGEF1	-1.047125
MAP3K8	-0.7785
DLG4	0.786333333333333
STC1	-0.296416666666667
CDGAP	1.57375
DDX26B	-0.33025
LOC150223	-1.96425
CPSF3	-1.051
TMEM14A	0.3745
MYH3	-1.78675
GPKOW	0.396
SULT1A1	-1.153
SPON1	3.3409
YY1AP1	0.808333333333333
RAB23	0.0305
PLA2G4A	-2.6185
MAPRE3	0.22725
ZNF516	0.868928571428571
GGPS1	1.904
EXOC3L2	-0.8135
C19orf42	0.9503
MAP2K2	-0.218666666666667
HIST1H2BB	2.13675
RNF19B	1.51633333333333
C6orf128	-0.777166666666667
TLR8	2.67525
PCDHA9	0.8755
CARS2	0.332125
CLUL1	2.61383333333333
RHAG	-4.49333333333333
UNK	-0.3415
EXOC8	1.2889
C9orf95	1.17975
C14orf143	-0.0316666666666667
MAML3	0.45575
LDHA	-1.5265
MRPL20	0.67075
KLHDC6	-0.116166666666667
ATP5S	-0.484833333333333
C8orf55	0.03725
PHF19	-2.212
KRTAP13-4	0.4815
TTC5	0.692
XKR5	-0.459
SILV	-5.18333333333333
TEX28	0.05
TCTN1	1.76975
CX40.1	0.42375
PPP2R5C	0.04
C12orf30	0.0703333333333333
CAPG	1.08825
MPZL1	1.0966
ARSB	-1.14266666666667
TDH	-1.342
WASF4	-0.143
TSSK3	-1.08383333333333
7A5	2.1595
CRISPLD1	1.51725
MAD1L1	0.118666666666667
SPIN4	-0.8825
AMPD1	1.62875
DPYSL5	-1.532
INPP1	0.234
ANKRD11	-1.62616666666667
NPAS4	-0.14525
GCET2	0.6024
RNASE9	-0.3375
GUCY2D	0.558333333333333
CCDC98	0.19775
FGF4	-0.521375
CPM	-0.62
SLC26A4	-1.2055
PLD5	0.26325
FAM59A	0.1496
FBXO5	-2.30855555555556
SIPA1L1	0.771
DPYS	0.19775
ATG4D	0.44375
TGM3	2.8845
MTCH1	-0.0655
HK1	-0.117076923076923
CDC26	-0.126625
GALNT12	-2.67283333333333
LOC339229	0.099
MRPL35	-0.2995
ORC4L	0.236
TNKS	-0.539142857142857
C2orf24	0.801666666666667
ZNF553	0.546
GGTLA1	2.9965
ZNF497	-0.2725
CDY1B	1.2455
SLC30A4	0.319571428571429
TUB	-0.20125
ARHGEF18	-0.2485
ARRB1	0.12825
KCNK1	2.302875
EREG	2.4155
SCAMP5	0.40075
RUNDC3B	2.718
ADAMTS20	-0.0205
IL17RB	0.103875
FLJ20323	-0.4255
MCAM	-0.390875
POLR3E	-1.70283333333333
AQR	1.963
IPMK	-1.1875
CDCA7	-4.597
CAMP	0.5255
GRHL3	0.00349999999999999
ADAMTSL2	1.499
CLMN	2.3025
SSTR3	0.9015
MAGEA5	-2.646
OVOL2	4.2955
JMJD1B	0.6295
RBL2	-0.0537
PYGO2	1.44175
PPP1R10	0.708
CSE1L	-1.257
LCA5	2.14225
RDH16	-0.512
ASRGL1	-2.89375
TOM1	0.192333333333333
PTX3	-6.219
TTC15	0.84075
SCGB3A1	0.809333333333333
MRPL50	0.0795
RCAN3	0.63575
SLC26A11	0.6255
STYX	0.514833333333333
CINP	0.18
MARCH7	-0.02675
PFKM	-0.738833333333333
SGMS1	0.35
RIOK3	-0.6824
C1orf110	0.1885
CES7	0.020125
LOC440248	-1.6565
PPP1R12C	0.12375
C10orf27	0.5485
ATG9A	-0.0135
MRPS26	0.774375
TMEM40	1.0185
ELP3	-0.6845
ZNF787	0.2828
HIAT1	-0.28
C8orf34	1.67
MGC4655	-0.061
PELI1	0.419
PPT1	0.821
SLC35C2	0.2555
C6orf125	-0.51
MUC4	-1.35516666666667
RFC4	-2.23442857142857
GNB2	0.795666666666667
NUP50	-0.147285714285714
SULT4A1	-1.65116666666667
C7	3.76025
CCDC130	-0.298
ARRDC4	3.18875
RQCD1	-0.8725
GLYCTK	-1.27825
AYTL2	-1.17236363636364
MTUS1	0.6068
LEMD3	0.664
PLEKHF2	1.794
HOXA7	0.561
GTF3C2	-1.28
DYNLRB2	3.40925
CNOT10	0.0125
MR1	-0.127666666666667
FFAR1	0.2555
PRIC285	0.5905
SLITRK6	6.472
LIX1	-2.4132
UBE1L2	-0.936833333333333
F8	1.274625
ACHE	0.5915
KPNA5	0.4045
TNFRSF12A	0.266333333333333
EGR3	1.1435
SERPIND1	-4.139
OASL	2.55025
IFRD1	-1.8545
WDFY1	-0.5375
ZNF267	0.636625
ACCN5	-0.313
ZBTB6	0.742
PPP1R3A	0.291
PRRT3	1.92675
FBXL19	-0.886
TXNIP	1.53414285714286
ACTN2	2.5775
ATG9B	-0.098
C9orf117	1.637625
IL27	-0.284
RPL36AL	0.333
KLK15	0.583
CHAD	3.209
RAP2B	-0.2789
HEBP2	1.42125
ZNF342	1.1825
CAMK2G	-0.624
TLR3	2.10225
FGF14	2.50575
HMGB2	-1.20775
TRPM5	-0.042
OR5M11	0.7085
KIF3B	0.693
PRICKLE2	1.828
MTMR9	-0.8215
C3orf27	0.66575
GLRA3	1.5275
NSDHL	-0.1845
TMEM32	-0.38025
POLR2D	-0.48175
MYADML	0.435
C9orf114	-0.1275
MRGPRX1	0.231
TOPORS	0.91375
CLDN19	3.3735
C1QL4	-0.2635
RNF165	-0.389
DHRS9	-0.629
DNAH2	0.165166666666667
FXR1	0.073
ZMYM3	-0.619375
CASP3	-0.120333333333333
FAM120C	-0.408625
SCLY	-1.37
CA7	0.3145
ENTPD5	0.3005
ZNF461	0.31225
PDIA5	-0.355
C1orf19	0.469666666666667
TMEM67	0.2065
KCTD20	-0.416
WDR47	0.6035
FLJ38723	-0.188
KLRF1	0.335333333333333
TAS2R16	0.4145
CLDN12	0.55425
PRKCE	0.0785
UBXD4	-1.01675
ITGAM	2.07733333333333
GLT8D3	0.432625
WDR31	1.3762
RGS2	0.37175
OR51L1	0.322
MST1R	1.017
KIAA1737	1.34675
OR4A5	0.216
GLIS1	-0.962833333333333
PTMA	-0.106642857142857
NAPA	1.1815
PRDM11	-0.206
LIPF	0.049
DIRAS3	1.674
ASGR2	-4.562
C1QTNF4	1.50275
PIK3R4	0.790166666666667
ARMC3	3.773
NDUFV3	0.247
BTBD3	-0.0323333333333333
PPP1R2	0.392583333333333
UBE2NL	0.28275
FOSL2	1.18307142857143
FAM119A	-1.9005
TUBA4A	-0.2693
KRTAP12-1	0.10375
SFRS2	-1.17675
RHPN1	-0.00230000000000001
EEF2	-0.429833333333333
ZDHHC11	0.3255
EPHA3	-1.3184
RBM12	-0.3725
H2AFJ	2.50558333333333
EDIL3	2.681
KIF26A	-1.1675
SERGEF	0.043
B3GALT4	2.5685
LOC90925	0.742666666666667
OSCAR	0.181375
NPFF	-0.51575
DEDD	1.131375
TMEM155	-1.326875
PTPN1	-0.0145
SCYL2	0.840333333333333
SKAP1	2.3605
LEAP2	-2.72083333333333
GADD45G	2.5336
IFITM3	0.903
PILRB	-1.30333333333333
SLU7	0.80525
DSC3	3.4205
DNMT3L	-1.71725
PAPD5	1.193875
B3GNT3	-0.922666666666667
LHCGR	0.5585
MSL-1	0.5125
UBE2S	-1.659375
SAP130	-0.87125
ANAPC11	0.57625
MAGED4B	-0.2515
ATP6V1B2	-0.4345
C14orf179	1.40625
CAPZA1	0.335375
CDYL2	-0.569166666666667
GLRX3	-1.45766666666667
LOC136288	0.7375
MOBKL1A	-0.33075
HTR2B	2.67275
CRYGD	-0.0301666666666667
NUS1	-1.11266666666667
PGRMC1	1.1715
MYOM2	-0.2485
FLJ39653	-1.40766666666667
CHM	0.2901
OR5M8	0.316
ZNF619	0.235
FAM105A	0.3085
CCNL1	-1.21675
NAP1L3	0.47925
C10orf57	1.95283333333333
B3GALNT1	1.38533333333333
CSN1S2A	-0.029
TCP10L	1.45675
GDAP2	0.397875
DMKN	-0.0435
COX6B1	0.2905
DNASE2	0.485833333333333
MSH5	-2.851
LGMN	-0.01075
USP31	0.897
OR13C8	-0.051
SDCBP	0.1065
NUDT11	-1.34566666666667
PYGL	-0.682333333333333
SNPH	-0.293166666666667
B3GNT4	-0.193
MIZF	-0.553
NUBPL	-0.03975
NOD1	0.314
CDH22	2.384
NUBP1	1.11183333333333
DSCAM	-3.8
DGKI	1.316
FAM136A	-1.424
AKAP1	0.627166666666667
SLC16A6	-0.4125
RIN3	0.1345
PSG2	-0.015
DIP2B	0.262916666666667
PSORS1C1	-0.053
KIAA0495	-0.3645
FLJ90709	0.0498333333333333
LPA	-0.367666666666667
PIGA	-0.224333333333333
LY75	2.901
UTS2	-4.431
RREB1	0.463375
GALNACT-2	-0.066
MGC3196	-1.62725
FLJ31568	1.17075
LPHN1	-0.560375
SP1	1.610375
TOX4	0.951666666666667
HSPA9	1.0043
APOBEC1	-1.153
SLC35E4	-1.713
LSM5	-1.25625
SURF1	-0.34575
ZBTB1	0.541166666666667
GTF2F1	0.33825
RPS15A	-0.229071428571429
DUSP21	-0.581
GINS4	-3.54933333333333
MYO15A	-0.0481666666666667
GIMAP7	3.31375
MGC13379	0.3
ATP6V1E2	0.2685
UTP3	0.14575
HNRPA3	-1.209125
MT4	-1.199
C14orf155	-0.50225
U1SNRNPBP	1.03775
CKLF	-1.32333333333333
PLEKHN1	-0.461666666666667
MBNL1	-0.286833333333333
NUP160	-1.39175
ACSM2A	-1.93325
LOC129881	0.55325
KIAA1529	-0.93925
FLJ22639	-2.08775
HAND1	-1.438
GSX1	0.4965
FGA	-3.5678125
SERPINB1	0.0235
ZNF642	0.232
IGFBP1	-6.280375
SLC1A1	2.341625
DHX57	-0.046625
ZNF766	0.0135
PTPN21	-0.5271
GDPD3	-1.4165
PNPLA5	0.011
TBR1	0.1192
FAM116A	-0.07475
IQGAP1	1.67925
FOS	0.440625
ZNF226	0.5955
FIGNL1	-0.835833333333333
C14orf1	0.74
ZMYND17	0.2135
PUS7	-1.167
TUBB6	-1.30475
KCNQ2	-1.4005
MARCH6	0.2075
CCDC33	0.0945
PRODH	1.69275
RBM11	2.06025
EPHA6	-0.004625
SLC43A1	-1.088
LOC196541	-0.1595
NTN1	0.538666666666667
ING4	0.139
PCDHB10	2.8155
DPH2	-0.8325
SPACA4	-0.15525
FBXL21	-4.773
DIAPH1	-0.533833333333333
ZNF71	0.421333333333333
CEP76	-0.868
CORO1A	-0.91125
RRM2	-2.41175
EDG4	0.873
OS9	0.931833333333333
SLC4A1AP	0.047
COG5	-0.29125
COPS8	-0.31
NGLY1	-0.16525
NCBP2	-0.109875
C17orf42	-0.720833333333333
GPSM3	0.067375
SIL1	1.0215
ASB6	-0.37625
SMAD5OS	1.075
UNC93A	-3.209125
A1BG	-0.00516666666666665
C21orf62	0.00866666666666664
FMO5	1.47458333333333
ATRIP	0.8305
CEBPG	0.303166666666667
C7orf38	0.897833333333333
TNFRSF1B	0.3215
CLEC1A	1.82933333333333
IQSEC1	0.735125
PATZ1	1.1762
RBM22	0.628375
BAG2	-2.96666666666667
PAQR5	-2.02733333333333
C9orf127	0.6515
THNSL1	-0.2225
SHROOM3	2.4092
JAM2	1.77
SNRPN	-3.02025
ALX4	-0.181
CACNA1S	0.2515
FAM130A1	0.1525
CORIN	2.6735
CD300LB	1.4645
PLEKHG6	1.408
LRRC40	-1.54225
PCLKC	-1.47075
PCDHB16	1.86883333333333
WNT2B	1.11516666666667
ASNS	-2.21055555555556
MRPL49	-0.28925
FLJ46111	0.90525
ISG20	0.411
SMU1	0.9045
CASZ1	1.015
POLR1D	-0.171583333333333
GIN1	0.4775
SNAG1	0.691166666666667
ANKRD29	-0.58425
CDKN2AIP	0.328
KRR1	0.52525
CXCL1	-3.11883333333333
EPM2A	-0.1847
PC	-0.0783333333333333
DEFB127	0.314
PDZRN4	3.14316666666667
FAH	0.787375
OR51E1	2.382
CDC2L6	-0.159166666666667
DNTTIP1	-0.145
PAX8	0.418
TMEM116	0.4235
C1orf150	0.5395
PRO2012	0.00149999999999997
MRPL40	-0.463666666666667
BEX1	-1.7451
SLC2A4	-0.932833333333333
PKMYT1	-1.32075
FEZF2	-0.796
SLC26A9	-3.159
MAP2	1.11716666666667
LYL1	-1.37275
SLC25A19	0.533166666666667
NOS3	0.2225
ZNF34	1.35933333333333
TMPRSS11F	-0.37175
FAM43A	-0.191
FCRL4	0.862666666666667
KLF14	-0.295
FLRT2	-0.00233333333333334
WRN	-2.2095
SDF2	0.894
KRT8P12	0.69675
C6orf195	1.401
C9orf125	-0.818
DZIP3	0.047625
RIT1	0.58675
SCML1	-1.37133333333333
RHBDF2	0.365875
OR2G3	0.4775
REXO1L1	-2.464
MAP3K7IP3	0.135125
C3orf57	0.1015
FBXW11	-0.829166666666667
ETAA1	-0.19225
C14orf131	-0.000699999999999996
AKT1S1	0.3255
SLC12A5	-1.1435
C9orf164	2.2015
NRIP3	-1.499875
NOS1AP	-0.647
TMEM121	2.10925
SAP30BP	2.0971
DGCR6	0.52475
WDR76	-2.13125
FAM82B	-0.385333333333333
LOC606495	-0.175
MAP9	2.86741666666667
BCDIN3D	1.61575
CXorf36	3.5705
DSCR3	-0.3992
ZFAND3	1.054
C7orf43	0.854833333333333
SPSB3	1.3305
C19orf19	0.6525
FAM133A	-2.02625
C12orf25	0.5425
SLC39A3	-0.04925
DISP2	-0.30025
PI4KAP2	-2.6425
MKRN3	-2.00033333333333
ADAMTS13	-0.9245
CBLN3	0.446
TTYH1	-0.7445
C3orf18	1.46125
FLJ13236	-1.838
ZMYND12	3.64575
C18orf25	0.125875
GLB1L3	-0.0365
ATP13A5	1.7105
RANBP10	-0.3655
CD96	-1.881
DENND1C	-0.60425
RBMS3	1.3021
SLC41A3	0.737833333333333
DGCR6L	0.50775
TMEM128	0.522666666666667
CSNK1G3	-0.426642857142857
MOBKL2C	1.198875
TSPAN6	-0.321
MATN2	1.3812
MSL2L1	0.434333333333333
ST6GALNAC2	0.859833333333333
FGFBP2	0.19625
FGL1	-6.62283333333333
MPP3	-0.132666666666667
ARHGEF6	-0.117666666666667
TGFBR2	0.59225
ACMSD	1.04925
IL33	4.2225
C9orf5	0.54975
DEAF1	-0.1379
AMN	-0.78
DEFA6	-0.074
RNF212	-1.3045
METT5D1	0.560833333333333
CIB1	2.527
TSSK1B	0.2815
KIAA1727	2.116
ZNF680	0.133333333333333
LOC399900	-1.8975
LOC152217	0.276833333333333
CTNNAL1	-2.14
CIT	-2.75983333333333
TLE6	-0.04325
ZNF607	0.78
HERC4	-1.12783333333333
DRAP1	-0.6032
PEMT	-1.1825
C10orf111	-0.9095
ZNF575	0.7735
KCTD7	-0.393
MYO1F	0.145
LOC285382	-0.19975
RAB11A	0.8579
PLCD3	-0.93125
C15orf28	-0.6025
PTBP2	-0.7415
CTB-1048E9.5	-0.17725
C19orf60	0.00616666666666665
C7orf25	0.614833333333333
SETD7	1.378875
HOXB9	-4.464
VANGL1	-0.385625
CHAF1B	-1.88025
NDUFA3	-0.04625
KIAA1328	-0.207166666666667
SHARPIN	0.541625
TTC23	0.290125
UGP2	0.447833333333333
ANKIB1	-0.0532
CIRBP	1.51428571428571
SEC14L4	-3.81816666666667
OVCH1	0.219666666666667
VPS52	-0.0185
FAT	-0.55875
M6PRBP1	-0.00325
GPRIN3	2.1535
PPM1F	-1.06933333333333
TSR1	-1.043
CCDC85A	2.32375
PCSK5	2.04725
ZFHX3	-0.257
HEMK1	-0.0601
PGBD2	0.261
RSRC2	-0.0025
AURKC	-1.496
SCRIB	0.145
ORM2	-4.77766666666667
FAM115A	0.5966
FZD6	-0.03725
UNC119	0.049
GPX3	-1.1559
NOV	0.4425
CABC1	0.331375
CDC42SE2	-0.0258125
EIF2S2	-0.6338
RNF130	0.71275
CKAP5	-0.632
RP11-413M3.2	0.639875
C10orf18	-0.4857
TMEM93	-0.31175
DYX1C1	2.056
KCNMB2	-1.4925
ANK3	1.98141666666667
KRT5	1.1861
CDH12	-0.955625
QRSL1	0.166875
JUB	-1.31625
SHC4	0.527
CCL15	1.74733333333333
CCDC22	0.60375
SNX24	0.249
RARS	-0.38875
MORC2	0.485
FAM48A	-0.34775
MT1H	-0.817
PPP1R14C	0.0856666666666667
FOXD1	-2.30335714285714
C1orf213	-2.7525
AMT	-2.1035
DSN1	-1.58725
PTPLAD2	2.40025
DIS3L	0.12
RASL11A	0.7455
GPRC5B	0.368875
FRMD7	0.6955
STRN4	0.24775
KITLG	1.49845454545455
HDGF	-0.714
OR1S1	0.812
SETX	-0.0147
DDR2	-0.21025
KCTD12	1.45425
LYZL2	-1.604
WDR52	-0.371
TMEM2	-0.023625
ZNF579	0.4235
LOC200810	1.1305
TNFSF9	-1.92475
PPFIA4	-3.535
CNIH3	0.726666666666667
MAP4K4	-1.60514285714286
ROD1	0.0926428571428571
ALS2CR12	-0.341666666666667
DOCK3	-0.557
PAQR9	-4.767
ASB17	0.0721666666666666
STX16	-1.206625
FEZ2	0.127666666666667
DLAT	-1.03133333333333
KIF21B	-1.55566666666667
CDC5L	-0.32475
TMEM119	2.42133333333333
CRIP3	-2.11175
TPSD1	-0.0223333333333333
TEPP	0.1955
GNGT2	1.289
C21orf121	2.221
WNK1	-0.406083333333333
FLJ10490	0.8108
OR51B5	-2.539
LOC203547	-0.634625
HAS1	-0.1435
PPA1	-0.488833333333333
ST7	0.2895
C11orf46	0.8828
POPDC3	-4.1205
ACOX2	2.15516666666667
ATCAY	-0.886
TM4SF19	-0.72525
MFSD9	-0.287
PDHB	-0.08325
ERN1	0.34075
LCE3C	-0.005
GPR111	-0.049
NOTCH3	1.79683333333333
ADAMTS5	2.882
B3GALT1	-1.66775
UGCGL1	-0.0531666666666667
FAM58A	0.431
FBXO32	3.24075
CLPP	-0.1235
NXPH1	0.7715
MTMR3	0.9585
ATP1B3	-1.615125
TMEM16A	4.5695
HIST1H3F	1.94216666666667
TRIM25	0.611166666666667
SDCBP2	1.047
CRKL	-1.4375
HOXB2	1.60566666666667
ANP32B	-0.77625
GATM	5.2345
AP4E1	2.016
EDG5	0.082375
CDKN3	-1.94933333333333
CDH4	-2.38925
PGD	0.0351666666666667
RND1	1.986
GAD1	-1.3587
MPG	0.6225
LOC440350	-0.9085
ZNF133	-0.03275
SERPINB12	0.516
AMELY	-0.8954
DHX36	-0.09225
TNFAIP8L2	3.03066666666667
PHTF2	-0.748166666666667
CCDC112	0.00733333333333333
IQCC	-0.2955
HEYL	3.176
FTSJ2	-0.2
APPL1	-0.179875
RAB43	0.429714285714286
OR10G2	0.335
WAC	-0.191166666666667
ADCY9	0.921
RUNDC2B	-0.313
PYCRL	0.5979
AGPAT7	-0.526166666666667
SLC22A9	-2.0695
CDKAL1	0.078
PDYN	-0.604
C20orf74	-0.83875
MTMR11	1.281
VAV3	3.99908333333333
DAPL1	2.0775
STXBP3	0.576
EIF3G	-0.328
ARHGAP22	-1.55775
NPFFR1	0.329
NPC1	-0.794333333333333
ALDH9A1	1.61866666666667
ZNF600	0.596625
ZNF678	-0.103666666666667
RASSF1	-0.512416666666667
ADD2	-3.247
PITPNB	-0.973375
PKD2L2	0.171714285714286
LRP11	1.25525
CDKL1	-0.384
SMEK2	0.1685
PRODH2	-3.45183333333333
C11orf54	-0.460833333333333
SFRS11	-0.411333333333333
IL7	-0.0418333333333333
ALS2CR16	0.653
BTG3	-1.3925
PAK2	-0.789722222222222
RP11-679B17.1	-0.67325
GATA4	-2.00533333333333
ATP2B1	0.2605
LOC130940	1.629
C1orf172	2.76683333333333
ATF7IP2	-0.09525
SLC25A43	-0.606166666666667
CENTG3	0.341166666666667
IGF2BP1	-4.0568
FCHSD1	0.5255
CAMK2N2	0.235833333333333
ELAVL3	-0.2533
NBPF15	-0.474
UBE2J2	0.5655
GNL2	-0.42125
PRR3	-0.1726
NLF2	0.38475
OR4F6	-0.142
KLHL24	0.666166666666667
CCDC88A	-2.4449
SGPP1	0.379
C10orf11	0.4475
SLC35B4	-1.26183333333333
UGT3A2	-1.005
ARNT2	0.1761
CBR1	0.31275
ITPR3	-1.11316666666667
TRAPPC6B	0.1174
AMZ1	2.0985
ARP11	1.5055
WDSUB1	0.27425
APBA1	1.12533333333333
RAB2A	1.0472
C6orf162	0.0145
HPSE2	0.42225
PLCE1	-0.389
INSL3	1.2055
DLG1	0.173
PTPLA	-2.97
PIGX	-0.42125
TFIP11	0.161166666666667
FIBIN	3.4085
POLR2G	-0.67075
GRAP2	-2.421
DNAJB8	0.13775
CNBP	1.38016666666667
WASF1	-1.126
INPP5E	-1.0411
HSPB1	1.8283125
TMEM167	0.4967
CUBN	-0.19825
IGF1	3.222
ITPK1	1.1481
NAALAD2	-1.466375
G3BP1	0.469
NT5DC1	0.249125
CYP39A1	1.561
TMEM139	1.2235
POLK	0.5868
GLULD1	-1.91275
RBM15	-0.736166666666667
AMZ2	1.394
GDF15	-0.667833333333333
MESDC2	0.28175
INCA	0.945166666666667
ACY1L2	-1.747
GZMM	-1.55516666666667
PAIP1	0.216
CACNA2D1	0.42275
STK32C	-0.6935
SH3BP4	1.33583333333333
DEC1	0.093
PADI1	1.059
UBB	0.2605
PON3	2.84066666666667
PROP1	0.5715
ANKRD13B	-0.808
ADCK1	0.2875
TCF25	-0.28675
SLC38A5	-2.72025
CXorf26	0.0811666666666667
C19orf39	1.08375
PPP1R13B	1.31825
ARL2	-0.785
TCL6	-0.3055
TOP3A	-0.86
SLC16A14	0.918875
FXYD6	2.0245
HIST1H4E	-0.601
BBC3	0.512
UNC5A	0.614833333333333
FAM86C	-0.055
PI4KB	0.871875
B3GAT1	-3.10325
SUSD2	2.26683333333333
OAZ2	1.09716666666667
NOC4L	0.549
C10orf12	-0.5385
FADS1	-3.13616666666667
LOC144097	-0.96275
DKK2	2.56766666666667
KIAA1949	-0.8965
RHOT1	0.0145
OXT	1.12433333333333
GPR153	0.31325
ARL4A	0.354666666666667
SAAL1	-1.2775
CCDC64	0.811
USE1	-0.352666666666667
HNMT	0.829333333333333
PCGF3	0.1975625
CYP2C19	-0.55325
C20orf4	0.267
CCDC11	1.98175
ACSBG2	2.503
RWDD2A	0.263
PALLD	2.24575
CPLX4	1.017
LOC492311	1.3625
KPNA2	-1.57966666666667
MACROD1	-1.298
TMCO3	0.2425
C15orf52	-0.318166666666667
BIRC5	-1.58506666666667
PRR16	-0.397833333333333
FAM63B	-0.175125
KATNB1	-0.627
WNT8B	-2.3045
CPLX3	0.523
GHR	1.583875
