Hybridization REF	TCGA-E2-A14Y-01A-21R-A12D-07
KCNIP3	-0.01225
SFPQ	0.561625
GFRA4	1.27083333333333
AKR1B10	0.923
TIGD6	-0.145666666666667
RGS16	2.078125
URB1	-0.0745
OR4C46	0.0813333333333333
TOP3B	-0.36825
NFATC4	0.289
CA14	-4.2635
BMPR1A	0.3685
SNRP70	-0.559625
PRL	-0.5955
C6orf130	-0.79225
STAG2	-0.6925
CD55	0.0237142857142858
RPS23	-0.494
SSX2	-1.28983333333333
FDPSL2A	0.9945
FBXO27	2.19675
SYNGR3	-0.0233333333333333
TMSL3	2.289
EML1	-2.236
NUP93	-0.22975
SMAD3	-1.1489
KIAA1189	1.5855
HNRPUL2	0.214333333333333
TBC1D12	0.502333333333333
C16orf24	0.1205
MRVI1	1.494
ZNF581	0.391833333333333
ELOVL3	4.0165
OR51Q1	0.53675
CACNB3	1.6295
GALNT13	-1.519
C10orf84	0.34925
NEDD4	-1.1985
SPO11	0.1495
OR5AU1	0.7735
NEK4	-0.460142857142857
PRKAR2A	0.278166666666667
IHPK1	0.6615
ATP6V0B	0.735875
CACNA1E	3.2985
CEACAM8	0.567333333333333
PEX14	0.1475
FLJ12993	-2.528
ZBTB38	-0.454416666666667
PCTK2	0.3035
LRRC16	1.2994
FBLIM1	1.28133333333333
FYCO1	0.17625
RP5-1022P6.2	-1.20366666666667
CMTM1	-0.569166666666667
PLTP	-0.5045
RAPH1	0.88275
DOCK8	-0.578
EZH2	-0.753733333333333
SLC25A1	-0.382
PLEKHB1	0.1636
GRB7	3.6038
ZFP37	-1.35525
MRPL33	-0.63325
PELO	-0.279
ARMC1	-0.217636363636364
C9orf27	1.843375
FLJ25778	-0.158
C9orf37	-0.4755
TMEM66	-0.8075
SPRN	0.2235
HBEGF	1.994
PI4KA	-0.936
LEPRE1	-0.9915
POU2AF1	-1.5645
MRPL12	0.765666666666667
REP15	-0.503
ZC3H3	1.01125
RASAL1	2.8435
DDAH1	-1.2955
ACBD5	0.551625
TMC2	0.6025
CCDC137	0.111
SAMD13	-0.616
UGT2B15	-4.7335
TIPARP	-0.57175
DNASE1L3	4.657
TRIM72	0.2815
DBX2	-0.05675
IPO8	0.33075
C21orf88	2.9744
MAP3K14	-0.302
LOC51233	1.0975
GGTLA4	-0.499
PDE6D	0.12975
ZNF117	-2.32775
CLK2	-0.660875
NKRF	0.0325
TNFSF15	-0.1834
DUSP2	2.264125
SECISBP2	-0.806
GABRR2	0.2765
PPAP2C	2.27925
LOC51145	0.149
PAG1	1.572
PIK3C3	-0.42675
GNG10	-1.119
APOL4	0.7045
ANKRD28	-1.13725
STMN3	-1.9361
RAB14	0.6605
CDK2AP2	-0.17975
HDDC3	-0.17475
COMMD7	-0.210625
CXXC1	-0.03925
HMCN1	-2.453
CD40	0.025
DYNC1LI2	-0.6700625
GDI1	0.02275
LOC646938	0.1105
VSNL1	0.523166666666667
PIH1D1	0.449333333333333
RAET1G	0.545
KRTAP5-9	0.7605
EFTUD2	-0.7755
ZNF311	0.159166666666667
ATP6V1G3	0.59675
OR2W3	-0.527
SCN4A	0.447
MED10	-0.02775
FAM135A	1.0443
ARHGAP4	-2.191
EHMT2	-0.25575
UFD1L	-0.0385
ERMP1	0.1205
MAG1	-0.9535
THAP8	0.480166666666667
HACE1	-0.654166666666667
FAM82C	-0.0518333333333333
C3orf20	0.6615
UNC84A	-0.0696666666666667
SCD5	0.6905
LASS6	0.597
LSG1	-0.0606666666666667
MAL	-3.64275
GPR22	-0.0295
WDR5B	-0.83
ACTRT1	0.663
C17orf60	-0.632
GRIN2C	0.4529
ARMC8	-0.235166666666667
SLC47A1	-2.42966666666667
DMPK	-0.092
DHRS13	0.799666666666667
SMC1A	-0.2645
KRTAP17-1	0.6405
SMYD5	-0.6245
TUSC2	0.72625
CRHR2	0.795
KIR3DL2	-0.6075
CCDC104	-0.85475
ATP2C1	0.39675
CROT	-2.27825
PABPC3	0.871
EGR1	1.13483333333333
THSD1	0.08025
KHK	-0.5075
SLC12A2	-0.10475
CD58	-0.13925
STOX2	2.01033333333333
CCDC76	-1.4846
CCDC48	0.146
DNAH1	-0.1555
ZIC4	-0.555875
OR1G1	0.7715
PSMC6	-0.855333333333333
PROKR1	0.871
ABCB1	-1.882625
TRAT1	-2.67125
LLGL1	0.257
MTF1	0.96325
USP54	0.513875
PAGE2B	-2.1545
ITGB7	-3.15275
CCDC81	-0.514
LOC149837	-0.0645
SCUBE1	-0.589
ZSCAN10	2.385
HUWE1	0.159
CDH17	0.4255
CD180	-0.31425
IL17A	0.228
TMPO	-0.4665
KIAA1524	-0.409
HDGFRP3	-0.173
OXCT1	1.179
RRAS2	0.294166666666667
LTBP2	1.449625
SV2B	1.93716666666667
CYP2A6	0.16625
PKD1L2	-0.687166666666667
PPM1M	0.07075
FLJ22662	0.0101666666666667
ZNF502	-1.456
GP6	-0.709
CRYBA2	-0.896
LEF1	-3.2161
CTPS	-0.316714285714286
EYA1	-2.184
EPS8L1	1.75575
MAPK14	-0.248083333333333
SERPINB2	-0.61575
GTF2F2	0.6585
ZNHIT4	-0.535
PLA1A	-0.513375
C20orf114	1.94875
HPR	-3.8395
C18orf2	-3.566
SATB2	-1.99225
KCNJ9	0.161125
MGC157906	1.154
MOCS3	0.09375
C17orf71	-0.4285
PPHLN1	-0.4686
HIST1H2BN	0.6715
RAPGEF1	-0.076875
MAP3K8	0.17275
DLG4	0.460166666666667
STC1	1.10333333333333
CDGAP	0.799
DDX26B	-0.81025
LOC150223	-0.824
CPSF3	-0.686333333333333
TMEM14A	-0.284
MYH3	-1.65
GPKOW	-0.21925
SULT1A1	-1.15133333333333
SPON1	1.4759
YY1AP1	0.0468333333333333
RAB23	0.718
PLA2G4A	-0.30625
MAPRE3	-0.84275
ZNF516	0.930857142857143
GGPS1	0.926
EXOC3L2	0.0242500000000001
C19orf42	0.3974
MAP2K2	-0.507166666666667
HIST1H2BB	0.43525
RNF19B	1.27466666666667
C6orf128	-0.160166666666667
TLR8	1.223
PCDHA9	0.4745
CARS2	0.3155
CLUL1	0.538666666666667
RHAG	-3.43416666666667
UNK	-0.1765
EXOC8	0.2865
C9orf95	0.94
C14orf143	0.238333333333333
MAML3	0.021625
LDHA	-0.711
MRPL20	0.56225
KLHDC6	0.267
ATP5S	-0.314833333333333
C8orf55	1.5775
PHF19	-1.332125
KRTAP13-4	0.915
TTC5	-0.9855
XKR5	-0.3785
SILV	-4.15316666666667
TEX28	-0.539
TCTN1	-1.7825
CX40.1	0.57175
PPP2R5C	-0.052625
C12orf30	-0.2105
CAPG	2.211
MPZL1	0.91445
ARSB	-0.493
TDH	-1.61675
WASF4	1.0965
TSSK3	-0.897333333333333
7A5	1.1115
CRISPLD1	2.9295
MAD1L1	0.0843333333333333
SPIN4	-0.121833333333333
AMPD1	-0.86225
DPYSL5	-0.5655
INPP1	0.326333333333333
ANKRD11	-1.24111111111111
NPAS4	0.26825
GCET2	-0.3739
RNASE9	0.6635
GUCY2D	0.4505
CCDC98	-1.9235
FGF4	0.210875
CPM	-0.164
SLC26A4	-2.2495
PLD5	0.0615
FAM59A	1.5891
FBXO5	-1.39788888888889
SIPA1L1	0.43625
DPYS	1.28375
ATG4D	1.40675
TGM3	0.6805
MTCH1	-0.413875
HK1	0.494071428571428
CDC26	0.304625
GALNT12	-1.07266666666667
LOC339229	0.0755
MRPL35	0.09175
ORC4L	-0.869875
TNKS	-0.761071428571429
C2orf24	0.257333333333333
ZNF553	-0.300666666666667
GGTLA1	2.5514
ZNF497	-1.4795
CDY1B	0.24
SLC30A4	0.14625
TUB	-1.943625
ARHGEF18	0.33175
ARRB1	-0.9935
KCNK1	1.380875
EREG	-0.2115
SCAMP5	-1.038
RUNDC3B	0.8435
ADAMTS20	-0.01475
IL17RB	-0.26075
FLJ20323	-0.559
MCAM	0.525125
POLR3E	-2.02066666666667
AQR	0.544333333333333
IPMK	0.103
CDCA7	-1.43375
CAMP	0.08925
GRHL3	2.022
ADAMTSL2	1.014
CLMN	0.884166666666667
SSTR3	1.02
MAGEA5	-1.90816666666667
OVOL2	4.35725
JMJD1B	-0.3615
RBL2	-1.1577
PYGO2	0.80075
PPP1R10	0.702833333333333
CSE1L	0.187833333333333
LCA5	1.3685
RDH16	3.1665
ASRGL1	-1.492125
TOM1	0.918166666666667
PTX3	-4.65125
TTC15	0.257
SCGB3A1	1.08033333333333
MRPL50	-0.4215
RCAN3	1.4865
SLC26A11	-0.45225
STYX	1.02616666666667
CINP	0.625
MARCH7	-0.10925
PFKM	-0.573
SGMS1	0.6795
RIOK3	0.645
C1orf110	0.579
CES7	0.472375
LOC440248	-2.15525
PPP1R12C	-0.4825
C10orf27	0.6705
ATG9A	0.3375
MRPS26	1.189375
TMEM40	3.79075
ELP3	-0.8963
ZNF787	1.268
HIAT1	-0.664125
C8orf34	0.372
MGC4655	-0.1353
PELI1	1.62
PPT1	-1.0895
SLC35C2	0.398666666666667
C6orf125	-0.1835
MUC4	0.522166666666667
RFC4	-1.77885714285714
GNB2	0.296166666666667
NUP50	0.773357142857143
SULT4A1	-0.294333333333333
C7	0.431875
CCDC130	0.464833333333333
ARRDC4	-0.86975
RQCD1	-0.2175
GLYCTK	0.12925
AYTL2	-0.910090909090909
MTUS1	0.0191
LEMD3	0.084
PLEKHF2	1.08925
HOXA7	-0.206875
GTF3C2	-0.967
DYNLRB2	-0.17
CNOT10	-0.45975
MR1	-0.0616666666666667
FFAR1	0.3905
PRIC285	1.087
SLITRK6	1.721
LIX1	-2.6753
UBE1L2	-0.0167500000000001
F8	-0.584875
ACHE	0.234166666666667
KPNA5	0.047
TNFRSF12A	-0.0883333333333333
EGR3	-1.8265
SERPIND1	-3.114
OASL	4.24275
IFRD1	-1.275375
WDFY1	-0.58
ZNF267	-0.9135
ACCN5	-0.252
ZBTB6	0.04175
PPP1R3A	0.163
PRRT3	0.6875
FBXL19	0.0095
TXNIP	-0.775142857142857
ACTN2	-1.839
ATG9B	0.0355
C9orf117	0.269375
IL27	0.12
RPL36AL	-0.2175
KLK15	0.23625
CHAD	0.283
RAP2B	0.6668
HEBP2	1.769
ZNF342	0.4325
CAMK2G	-0.0558333333333333
TLR3	1.47175
FGF14	0.249
HMGB2	0.115125
TRPM5	0.492666666666667
OR5M11	1.1945
KIF3B	-0.557210526315789
PRICKLE2	0.6575
MTMR9	-0.782125
C3orf27	0.7075
GLRA3	-1.4665
NSDHL	0.350166666666667
TMEM32	-0.489
POLR2D	-0.448166666666667
MYADML	0.807
C9orf114	0.31425
MRGPRX1	0.1565
TOPORS	0.6335
CLDN19	-0.8425
C1QL4	0.3395
RNF165	-0.878
DHRS9	-0.38575
DNAH2	-1.0125
FXR1	-0.9165
ZMYM3	-0.86875
CASP3	0.300666666666667
FAM120C	1.068375
SCLY	-0.3615
CA7	0.1155
ENTPD5	0.685833333333333
ZNF461	-0.14
PDIA5	-0.797
C1orf19	-0.369666666666667
TMEM67	-1.145
KCTD20	-0.683
WDR47	0.388
FLJ38723	2.703
KLRF1	-0.377833333333333
TAS2R16	0.9035
CLDN12	-0.1085
PRKCE	-0.75175
UBXD4	-0.427
ITGAM	1.6045
GLT8D3	-0.898125
WDR31	0.1722
RGS2	1.25625
OR51L1	0.787
MST1R	0.1315
KIAA1737	0.17175
OR4A5	0.022
GLIS1	-1.28116666666667
PTMA	0.8755
NAPA	0.51775
PRDM11	-0.02175
LIPF	-1.802
DIRAS3	-1.109
ASGR2	-3.7115
C1QTNF4	0.46
PIK3R4	-0.365833333333333
ARMC3	0.29725
NDUFV3	0.501833333333333
BTBD3	0.751666666666667
PPP1R2	-0.0263333333333334
UBE2NL	0.145
FOSL2	1.78792857142857
FAM119A	-0.427666666666667
TUBA4A	1.3195
KRTAP12-1	0.50375
SFRS2	-0.84725
RHPN1	0.0638
EEF2	-1.25233333333333
ZDHHC11	-0.4955
EPHA3	-1.9132
RBM12	-0.7275
H2AFJ	-0.32675
EDIL3	0.242
KIF26A	-1.3385
SERGEF	-0.27075
B3GALT4	2.78975
LOC90925	-0.288666666666667
OSCAR	-0.094875
NPFF	-0.77725
DEDD	0.52275
TMEM155	-0.661625
PTPN1	0.06525
SCYL2	0.299
SKAP1	-0.37725
LEAP2	-2.01116666666667
GADD45G	2.1198
IFITM3	0.991125
PILRB	-1.27083333333333
SLU7	-0.475875
DSC3	4.96225
DNMT3L	-1.09425
PAPD5	-0.737625
B3GNT3	1.39016666666667
LHCGR	0.302
MSL-1	0.06125
UBE2S	-0.321
SAP130	-0.28125
ANAPC11	0.8965
MAGED4B	-2.003
ATP6V1B2	-0.738666666666667
C14orf179	0.764625
CAPZA1	-0.707625
CDYL2	-0.0423333333333333
GLRX3	-0.293
LOC136288	-0.8975
MOBKL1A	0.02425
HTR2B	-0.1025
CRYGD	0.2415
NUS1	0.56
PGRMC1	0.2735
MYOM2	-1.5995
FLJ39653	-3.27533333333333
CHM	-1.1023
OR5M8	0.686
ZNF619	0.1425
FAM105A	-0.95875
CCNL1	-1.359875
NAP1L3	-2.298
C10orf57	1.06516666666667
B3GALNT1	0.280333333333333
CSN1S2A	0.6935
TCP10L	-0.33625
GDAP2	-0.579625
DMKN	2.22666666666667
COX6B1	1.2345
DNASE2	0.3275
MSH5	-1.1295
LGMN	0.401
USP31	-0.1617
OR13C8	1.0725
SDCBP	0.6318
NUDT11	-1.48516666666667
PYGL	-1.66666666666667
SNPH	-1.4415
B3GNT4	2.504
MIZF	-0.3154
NUBPL	-0.830625
NOD1	0.3375
CDH22	-0.445375
NUBP1	0.225166666666667
DSCAM	-2.86275
DGKI	-0.7485
FAM136A	-0.3425
AKAP1	0.59
SLC16A6	-2.685
RIN3	1.0105
PSG2	0.165
DIP2B	0.595833333333333
PSORS1C1	-0.7648
KIAA0495	-1.669
FLJ90709	-0.802166666666667
LPA	-0.00766666666666666
PIGA	0.0321666666666667
LY75	2.58466666666667
UTS2	-5.12866666666667
RREB1	0.28625
GALNACT-2	-0.5668
MGC3196	-0.12925
FLJ31568	-0.76825
LPHN1	-0.032375
SP1	0.680625
TOX4	-0.393
HSPA9	0.7453
APOBEC1	0.5875
SLC35E4	-2.412
LSM5	-0.40675
SURF1	-0.24775
ZBTB1	0.779083333333333
GTF2F1	-0.826125
RPS15A	-0.269714285714286
DUSP21	-0.566
GINS4	-2.6795
MYO15A	-1.15816666666667
GIMAP7	2.69525
MGC13379	-0.1015
ATP6V1E2	-0.377
UTP3	-0.1565
HNRPA3	-0.63725
MT4	0.426
C14orf155	-0.14525
U1SNRNPBP	1.30425
CKLF	-0.913
PLEKHN1	1.25216666666667
MBNL1	-0.520583333333333
NUP160	-1.30125
ACSM2A	-1.04575
LOC129881	-1.2425
KIAA1529	-2.01575
FLJ22639	-1.93575
HAND1	-0.5815
GSX1	0.918
FGA	-2.653125
SERPINB1	0.764
ZNF642	-1.0745
IGFBP1	-7.352875
SLC1A1	-0.374125
DHX57	-0.294875
ZNF766	0.0695
PTPN21	0.2585
GDPD3	-0.849
PNPLA5	0.7135
TBR1	0.521333333333333
FAM116A	0.40175
IQGAP1	1.226375
FOS	1.61175
ZNF226	-0.418875
FIGNL1	-0.316666666666667
C14orf1	0.254333333333333
ZMYND17	-0.283
PUS7	-0.193
TUBB6	0.494875
KCNQ2	-0.86575
MARCH6	0.0158333333333333
CCDC33	1.179
PRODH	0.32275
RBM11	-0.70675
EPHA6	0.133875
SLC43A1	-1.93625
LOC196541	-0.259625
NTN1	1.55166666666667
ING4	-0.09325
PCDHB10	1.4955
DPH2	-0.0995
SPACA4	1.0405
FBXL21	-4.3635
DIAPH1	-0.2145
ZNF71	0.609666666666667
CEP76	0.0465
CORO1A	-0.34275
RRM2	-1.454
EDG4	1.942
OS9	0.0331666666666667
SLC4A1AP	-0.29275
COG5	-0.89425
COPS8	-0.6885
NGLY1	-1.27
NCBP2	0.782625
C17orf42	-1.11266666666667
GPSM3	0.843875
SIL1	0.817
ASB6	0.65975
SMAD5OS	1.06016666666667
UNC93A	-2.527875
A1BG	-1.22716666666667
C21orf62	0.35175
FMO5	-2.9755
ATRIP	0.764666666666667
CEBPG	0.508666666666667
C7orf38	-1.05166666666667
TNFRSF1B	0.193666666666667
CLEC1A	0.588833333333333
IQSEC1	-0.68775
PATZ1	0.1534
RBM22	0.91375
BAG2	0.330833333333333
PAQR5	0.372
C9orf127	0.1127
THNSL1	0.12975
SHROOM3	0.666
JAM2	-0.78525
SNRPN	-3.2875
ALX4	0.23
CACNA1S	0.335
FAM130A1	0.64725
CORIN	0.965
CD300LB	0.8255
PLEKHG6	1.035
LRRC40	-0.97925
PCLKC	-0.1565
PCDHB16	-1.22033333333333
WNT2B	1.84366666666667
ASNS	-1.25866666666667
MRPL49	-0.213625
FLJ46111	-0.58925
ISG20	1.499625
SMU1	0.442166666666667
CASZ1	0.7985
POLR1D	-0.237666666666667
GIN1	0.12725
SNAG1	0.2885
ANKRD29	-2.38675
CDKN2AIP	-0.05775
KRR1	-0.3165
CXCL1	3.245
EPM2A	-0.6645
PC	0.622833333333333
DEFB127	0.1405
PDZRN4	0.184833333333333
FAH	-0.681875
OR51E1	1.135
CDC2L6	0.517166666666667
DNTTIP1	-0.8595
PAX8	-0.34875
TMEM116	-0.109
C1orf150	0.0195
PRO2012	0.03725
MRPL40	0.0375
BEX1	-3.5333
SLC2A4	-1.18366666666667
PKMYT1	-0.08025
FEZF2	-0.377333333333333
SLC26A9	2.53075
MAP2	0.93625
LYL1	-1.27
SLC25A19	0.665166666666667
NOS3	0.3755
ZNF34	1.3735
TMPRSS11F	-0.91375
FAM43A	0.90575
FCRL4	0.128166666666667
KLF14	0.4195
FLRT2	0.704
WRN	-1.62575
SDF2	1.3648
KRT8P12	1.1525
C6orf195	0.394
C9orf125	0.6095
DZIP3	-1.919875
RIT1	1.69491666666667
SCML1	-2.691
RHBDF2	1.406
OR2G3	-0.305
REXO1L1	0.9265
MAP3K7IP3	-0.97325
C3orf57	-4.6615
FBXW11	-0.539
ETAA1	-1.16775
C14orf131	-1.3725
AKT1S1	0.3855
SLC12A5	-1.0685
C9orf164	-0.61825
NRIP3	-0.393125
NOS1AP	-1.89375
TMEM121	-1.71875
SAP30BP	0.3215
DGCR6	0.97875
WDR76	-0.10375
FAM82B	0.056
LOC606495	-0.6185
MAP9	-0.831
BCDIN3D	0.77775
CXorf36	3.13816666666667
DSCR3	0.106
ZFAND3	-0.03225
C7orf43	1.133
SPSB3	-0.1483
C19orf19	0.94125
FAM133A	-3.538875
C12orf25	0.17775
SLC39A3	-0.609
DISP2	1.55925
PI4KAP2	-1.4315
MKRN3	-2.433
ADAMTS13	-0.693
CBLN3	0.3969
TTYH1	1.45216666666667
C3orf18	-1.497
FLJ13236	-2.257
ZMYND12	0.83925
C18orf25	1.422
GLB1L3	-0.453
ATP13A5	2.2355
RANBP10	-0.72775
CD96	-1.5283
DENND1C	-0.7475
RBMS3	1.4657
SLC41A3	1.02616666666667
DGCR6L	1.11
TMEM128	0.1275
CSNK1G3	0.067
MOBKL2C	0.76775
TSPAN6	0.845
MATN2	-0.6866
MSL2L1	-0.426333333333333
ST6GALNAC2	0.830666666666667
FGFBP2	5.858875
FGL1	-5.295
MPP3	-1.01283333333333
ARHGEF6	-1.4405
TGFBR2	-0.095125
ACMSD	-1.19825
IL33	2.02525
C9orf5	0.08075
DEAF1	0.728
AMN	1.083
DEFA6	0.37275
RNF212	-0.604
METT5D1	-0.358833333333333
CIB1	0.8369
TSSK1B	0.285
KIAA1727	2.07425
ZNF680	-1.39791666666667
LOC399900	-1.274
LOC152217	0.810833333333333
CTNNAL1	-5.4685
CIT	-0.517666666666667
TLE6	0.715
ZNF607	0.18425
HERC4	-1.21733333333333
DRAP1	-0.753
PEMT	-0.68125
C10orf111	-0.7005
ZNF575	1.9935
KCTD7	0.053
MYO1F	0.193125
LOC285382	-1.555
RAB11A	0.8108
PLCD3	-0.60225
C15orf28	0.25775
PTBP2	-0.7495
CTB-1048E9.5	0.797125
C19orf60	1.10516666666667
C7orf25	0.211666666666667
SETD7	0.387
HOXB9	-3.402
VANGL1	-0.3545
CHAF1B	-0.5375
NDUFA3	1.0515
KIAA1328	-0.250666666666667
SHARPIN	1.512
TTC23	-0.394625
UGP2	1.2645
ANKIB1	-0.662
CIRBP	-1.26
SEC14L4	0.433166666666667
OVCH1	0.312166666666667
VPS52	-0.82025
FAT	0.857625
M6PRBP1	-0.2635
GPRIN3	0.0965
PPM1F	0.750833333333333
TSR1	-0.615
CCDC85A	2.5735
PCSK5	2.02875
ZFHX3	-1.335
HEMK1	-0.1354
PGBD2	0.63975
RSRC2	0.119333333333333
AURKC	-1.34716666666667
SCRIB	1.101625
ORM2	-3.52233333333333
FAM115A	-0.6509
FZD6	2.032375
UNC119	1.83183333333333
GPX3	-0.6442
NOV	2.413
CABC1	-0.43925
CDC42SE2	0.080875
EIF2S2	0.5778
RNF130	0.779625
CKAP5	-0.782833333333333
RP11-413M3.2	1.501
C10orf18	-0.091
TMEM93	-0.16775
DYX1C1	-0.173
KCNMB2	-1.62242857142857
ANK3	1.61766666666667
KRT5	3.0471
CDH12	-1.849375
QRSL1	0.169125
JUB	-0.53425
SHC4	3.498375
CCL15	0.773166666666667
CCDC22	0.01125
SNX24	0.16575
RARS	-0.29325
MORC2	0.625
FAM48A	-0.17575
MT1H	-0.8905
PPP1R14C	2.75833333333333
FOXD1	-0.781928571428571
C1orf213	-1.0125
AMT	-1.8232
DSN1	-1.25925
PTPLAD2	1.09325
DIS3L	-0.75075
RASL11A	-0.371
GPRC5B	1.948875
FRMD7	0.16
STRN4	0.8605
KITLG	1.49331818181818
HDGF	-0.34025
OR1S1	0.6415
SETX	-0.6787
DDR2	-1.532
KCTD12	0.2855
LYZL2	-0.73625
WDR52	-1.4055
TMEM2	0.202875
ZNF579	1.1495
LOC200810	1.623
TNFSF9	-0.653625
PPFIA4	-1.78025
CNIH3	-0.641
MAP4K4	-1.33592857142857
ROD1	1.39414285714286
ALS2CR12	-0.4555
DOCK3	-0.657166666666667
PAQR9	-3.9705
ASB17	-0.2925
STX16	-1.063
FEZ2	-0.458
DLAT	0.550833333333333
KIF21B	-1.06933333333333
CDC5L	-0.391
TMEM119	0.2655
CRIP3	-1.2365
TPSD1	0.269666666666667
TEPP	0.7025
GNGT2	1.2525
C21orf121	1.0935
WNK1	0.0209166666666667
FLJ10490	1.6732
OR51B5	-1.877
LOC203547	0.355125
HAS1	0.0305
PPA1	-0.221666666666667
ST7	-0.507875
C11orf46	-0.2239
POPDC3	-0.545166666666667
ACOX2	-0.799
ATCAY	-0.0583333333333333
TM4SF19	0.6995
MFSD9	0.410666666666667
PDHB	-0.1715
ERN1	0.369
LCE3C	0.8445
GPR111	1.4295
NOTCH3	3.19366666666667
ADAMTS5	2.818
B3GALT1	-0.71475
UGCGL1	0.768
FAM58A	0.713
FBXO32	2.08375
CLPP	-0.77325
NXPH1	-1.1055
MTMR3	0.638166666666667
ATP1B3	1.647375
TMEM16A	4.06125
HIST1H3F	0.5815
TRIM25	0.152666666666667
SDCBP2	3.4095
CRKL	-0.874375
HOXB2	-1.478
ANP32B	0.421
GATM	0.18
AP4E1	-0.30425
EDG5	0.817625
CDKN3	-0.152166666666667
CDH4	-2.134
PGD	0.448666666666667
RND1	0.0115
GAD1	-2.5229
MPG	-0.679125
LOC440350	-1.0265
ZNF133	0.113
SERPINB12	0.4395
AMELY	-0.175666666666667
DHX36	-0.82025
TNFAIP8L2	2.4425
PHTF2	-0.261722222222222
CCDC112	-0.734833333333333
IQCC	-0.41475
HEYL	3.52116666666667
FTSJ2	-0.4295
APPL1	0.269875
RAB43	-0.973714285714286
OR10G2	0.6375
WAC	0.0931666666666667
ADCY9	-0.7935
RUNDC2B	-0.599333333333333
PYCRL	1.5923
AGPAT7	-0.485
SLC22A9	-0.668333333333333
CDKAL1	0.1025
PDYN	-0.706833333333333
C20orf74	-0.0665
MTMR11	0.341
VAV3	0.573166666666667
DAPL1	1.742
STXBP3	-0.89325
EIF3G	-0.07675
ARHGAP22	0.65525
NPFFR1	0.52
NPC1	-0.420333333333333
ALDH9A1	0.644166666666667
ZNF600	-0.351125
ZNF678	-1.69833333333333
RASSF1	0.59375
ADD2	-2.567875
PITPNB	0.404375
PKD2L2	0.169125
LRP11	0.42825
CDKL1	0.1595
SMEK2	0.38775
PRODH2	-2.08266666666667
C11orf54	-1.12333333333333
SFRS11	-0.427666666666667
IL7	-0.394833333333333
ALS2CR16	0.844
BTG3	0.5235
PAK2	-0.0702777777777778
RP11-679B17.1	-2.202
GATA4	-1.55016666666667
ATP2B1	-0.54725
LOC130940	-1.0835
C1orf172	2.86333333333333
ATF7IP2	-0.8345
SLC25A43	0.112333333333333
CENTG3	0.78475
IGF2BP1	-3.5177
FCHSD1	0.249
CAMK2N2	2.084
ELAVL3	0.0279
NBPF15	-1.2785
UBE2J2	0.07225
GNL2	-0.19375
PRR3	-0.1857
NLF2	2.06975
OR4F6	0.5495
KLHL24	0.698333333333333
CCDC88A	-1.931
SGPP1	-0.541666666666667
C10orf11	-1.47016666666667
SLC35B4	-0.9805
UGT3A2	-0.9775
ARNT2	-1.7748
CBR1	2.120125
ITPR3	0.759666666666667
TRAPPC6B	-0.1379
AMZ1	-0.275
ARP11	2.956
WDSUB1	-0.73875
APBA1	0.824666666666667
RAB2A	1.1307
C6orf162	0.206125
HPSE2	0.0875
PLCE1	0.686
INSL3	0.6125
DLG1	-0.2597
PTPLA	-1.691
PIGX	-0.55575
TFIP11	-0.0385
FIBIN	1.6865
POLR2G	0.16525
GRAP2	-2.2334
DNAJB8	0.5635
CNBP	1.46083333333333
WASF1	-0.7155
INPP5E	-0.7322
HSPB1	1.0976875
TMEM167	0.5603
CUBN	-0.14475
IGF1	-0.8993125
ITPK1	0.2999
NAALAD2	-1.331375
G3BP1	0.742
NT5DC1	-0.2575
CYP39A1	1.4015
TMEM139	2.51525
POLK	-1.195
GLULD1	-1.771
RBM15	-1.051
AMZ2	-1.062
GDF15	-3.30216666666667
MESDC2	-0.43875
INCA	2.94
ACY1L2	-0.2465
GZMM	-0.292666666666667
PAIP1	0.72275
CACNA2D1	-0.887
STK32C	-0.352166666666667
SH3BP4	0.2555
DEC1	0.812
PADI1	0.0685
UBB	0.0466
PON3	1.8125
PROP1	1.1095
ANKRD13B	-0.133
ADCK1	-0.495
TCF25	-0.44125
SLC38A5	-1.91825
CXorf26	-0.0511666666666667
C19orf39	0.464
PPP1R13B	1.96975
ARL2	-0.7635
TCL6	0.389916666666667
TOP3A	-0.8895
SLC16A14	4.187375
FXYD6	2.06333333333333
HIST1H4E	0.6795
BBC3	0.278789473684211
UNC5A	0.307666666666667
FAM86C	-0.5932
PI4KB	-0.05325
B3GAT1	-2.621
SUSD2	2.10816666666667
OAZ2	-0.211666666666667
NOC4L	0.55
C10orf12	0.4455
FADS1	-1.59733333333333
LOC144097	0.07525
DKK2	-0.1415
KIAA1949	0.08975
RHOT1	-0.5547
OXT	0.969833333333333
GPR153	1.836
ARL4A	-0.4435
SAAL1	-0.64325
CCDC64	0.7155
USE1	0.5255
HNMT	0.083
PCGF3	-0.309875
CYP2C19	0.258
C20orf4	-0.133
CCDC11	0.60275
ACSBG2	0.0215
RWDD2A	-0.82375
PALLD	2.145125
CPLX4	0.737
LOC492311	-0.42775
KPNA2	-0.345666666666667
MACROD1	-0.1228
TMCO3	-1.183
C15orf52	2.8815
BIRC5	0.400466666666667
PRR16	0.048
FAM63B	-0.683625
KATNB1	-0.6485
WNT8B	-0.638
CPLX3	0.8825
GHR	1.042125
CCDC124	0.03625
BCLAF1	-1.867375
GOLGA3	0.0349
CLEC4E	2.979
AKR1CL1	1.2065
BBS7	-0.366375
MGAT4B	0.6555
