Hybridization REF	TCGA-E2-A15I-01A-21R-A137-07
GTF2E1	-0.22525
RY1	-0.826666666666667
ATAD2B	0.608875
ARHGAP17	-0.0992
KCNIP3	-1.22525
SFPQ	0.261625
GFRA4	0.561833333333333
AKR1B10	-3.410375
TIGD6	1.21383333333333
RGS16	0.969375
URB1	-0.812333333333333
OR4C46	0.5894
TOP3B	-0.98225
NFATC4	0.335
CA14	-3.96275
BMPR1A	0.0966666666666667
SNRP70	-0.455875
PRL	-0.311
C6orf130	-0.02575
STAG2	-0.107
CD55	-1.46785714285714
RPS23	0.704166666666667
SSX2	-2.016
FDPSL2A	-1.1595
FBXO27	0.053875
SYNGR3	-1.5845
TMSL3	1.91225
EML1	-1.805
NUP93	-1.729
SMAD3	-1.1813
KIAA1189	0.466833333333333
HNRPUL2	0.00983333333333332
TBC1D12	1.12483333333333
C16orf24	1.6675
MRVI1	1.76216666666667
ZNF581	0.161333333333333
ELOVL3	-0.703
OR51Q1	-0.341
CACNB3	0.302166666666667
GALNT13	-1.59525
C10orf84	0.7064375
NEDD4	-0.6209
SPO11	0.3725
OR5AU1	0.279
NEK4	0.336071428571429
PRKAR2A	-0.881833333333333
IHPK1	-0.984333333333333
ATP6V0B	0.301375
CACNA1E	1.6145
CEACAM8	-0.3452
PEX14	0.3015
FLJ12993	1.1915
ZBTB38	-0.213833333333333
PCTK2	0.136166666666667
LRRC16	0.5792
FBLIM1	0.463833333333333
FYCO1	1.14125
RP5-1022P6.2	0.557916666666667
CMTM1	-0.0591666666666667
PLTP	0.152
RAPH1	0.82975
DOCK8	0.833125
EZH2	-1.62
SLC25A1	-1.47366666666667
PLEKHB1	0.6028
GRB7	0.6932
ZFP37	-1.15575
MRPL33	-0.25475
PELO	-0.82725
ARMC1	-0.779272727272727
C9orf27	0.052625
FLJ25778	0.9035
C9orf37	-0.399333333333333
TMEM66	0.989
SPRN	0.349125
HBEGF	0.3015
PI4KA	-0.897
LEPRE1	-0.909
POU2AF1	-1.1655
MRPL12	-1.03633333333333
REP15	-0.65
ZC3H3	0.34975
RASAL1	-1.73425
DDAH1	0.80725
ACBD5	-0.1765
TMC2	-0.0885
CCDC137	-0.897
SAMD13	2.33183333333333
UGT2B15	-0.2325
TIPARP	1.38925
DNASE1L3	2.8475
TRIM72	0.3155
DBX2	2.28275
IPO8	-0.764
C21orf88	-0.8558
MAP3K14	1.29425
LOC51233	0.1455
GGTLA4	-1.071
PDE6D	-0.34575
ZNF117	0.55425
CLK2	-0.743375
NKRF	-0.87225
TNFSF15	0.5048
DUSP2	0.410375
SECISBP2	0.3809
GABRR2	-0.7425
PPAP2C	1.7395
LOC51145	0.0435
PAG1	-0.062875
PIK3C3	0.3125
GNG10	-0.4655
APOL4	0.442333333333333
ANKRD28	-0.933375
STMN3	-1.5452
RAB14	0.8154
CDK2AP2	0.20625
HDDC3	-0.139375
COMMD7	0.163625
CXXC1	0.14375
HMCN1	-0.351833333333333
CD40	0.70525
DYNC1LI2	-0.394625
GDI1	0.0395
LOC646938	-0.4745
VSNL1	-2.76783333333333
PIH1D1	-0.458833333333333
RAET1G	0.4315
KRTAP5-9	-0.0785
EFTUD2	-1
ZNF311	0.892666666666667
ATP6V1G3	0.352
OR2W3	0.8215
SCN4A	0.15975
MED10	-1.45775
FAM135A	-0.8498
ARHGAP4	-0.6025
EHMT2	-0.52525
UFD1L	-1.362
ERMP1	-0.66975
MAG1	-1.08183333333333
THAP8	0.343333333333333
HACE1	-0.725666666666667
FAM82C	0.907
C3orf20	-0.069
UNC84A	0.263
SCD5	-0.851357142857143
LASS6	1.99875
LSG1	-0.185416666666667
MAL	-4.38575
GPR22	1.088
WDR5B	1.50425
ACTRT1	0.4815
C17orf60	0.0536666666666667
GRIN2C	-0.1138
ARMC8	-0.417916666666667
SLC47A1	-2.551
DMPK	0.16275
DHRS13	-1.2865
SMC1A	-0.987
KRTAP17-1	0.73175
SMYD5	-0.75075
TUSC2	0.602875
CRHR2	0.552
KIR3DL2	0.2465
CCDC104	0.58825
ATP2C1	0.4765
CROT	0.83475
PABPC3	-0.286833333333333
EGR1	2.141
THSD1	0.7975
KHK	-1.95125
SLC12A2	2.6419375
CD58	-0.5735
STOX2	-0.956
CCDC76	0.3208
CCDC48	4.20675
DNAH1	0.635833333333333
ZIC4	0.00912499999999999
OR1G1	0.5125
PSMC6	0.1955
PROKR1	0.214
ABCB1	-0.226875
TRAT1	0.397
LLGL1	-0.0605
MTF1	0.90325
USP54	0.62725
PAGE2B	-2.1115
ITGB7	-3.5265
CCDC81	-0.584
LOC149837	0.19875
SCUBE1	-0.2125
ZSCAN10	1.3965
HUWE1	-0.430428571428571
CDH17	0.0785
CD180	0.5025
IL17A	0.0565
TMPO	-2.3985
KIAA1524	-1.42216666666667
HDGFRP3	-1.29966666666667
OXCT1	-0.448
RRAS2	-1.78933333333333
LTBP2	2.6675
SV2B	1.09516666666667
CYP2A6	2.24625
PKD1L2	-1.087
PPM1M	1.297
FLJ22662	1.04133333333333
ZNF502	1.449
GP6	-0.82975
CRYBA2	-1.514
LEF1	-1.1033
CTPS	-3.05571428571429
EYA1	0.509666666666667
EPS8L1	1.52225
MAPK14	-1.004
SERPINB2	-5.42725
GTF2F2	-0.402166666666667
ZNHIT4	0.034
PLA1A	0.7315
C20orf114	2.943
HPR	-4.537
C18orf2	-2.988
SATB2	-3.28425
KCNJ9	0.0595
MGC157906	0.924
MOCS3	-0.55275
C17orf71	-0.732333333333333
PPHLN1	0.0289
HIST1H2BN	-0.534625
RAPGEF1	-1.05325
MAP3K8	1.09025
DLG4	0.187666666666667
STC1	-0.747333333333333
CDGAP	1.01625
DDX26B	-0.7175
LOC150223	-2.21275
CPSF3	-0.860333333333334
TMEM14A	-0.08075
MYH3	-1.26075
GPKOW	-0.20675
SULT1A1	0.4195
SPON1	3.2499
YY1AP1	0.181
RAB23	-0.61225
PLA2G4A	-3.942
MAPRE3	-0.047
ZNF516	0.396714285714286
GGPS1	0.8455
EXOC3L2	0.431
C19orf42	0.6471
MAP2K2	-0.209666666666667
HIST1H2BB	-0.1615
RNF19B	0.873
C6orf128	-0.2855
TLR8	3.523
PCDHA9	2.3325
CARS2	0.734125
CLUL1	3.379
RHAG	-4.3545
UNK	0.0565
EXOC8	0.5828
C9orf95	1.0915
C14orf143	0.631166666666667
MAML3	0.6115
LDHA	-2.6905
MRPL20	0.701
KLHDC6	0.220666666666667
ATP5S	0.534
C8orf55	0.04275
PHF19	-2.53775
KRTAP13-4	0.5605
TTC5	-0.10625
XKR5	-0.6425
SILV	-4.75616666666667
TEX28	-0.1
TCTN1	1.313
CX40.1	-0.40025
PPP2R5C	0.28225
C12orf30	-1.81116666666667
CAPG	1.759
MPZL1	0.47035
ARSB	-1.85733333333333
TDH	-2.52175
WASF4	0.31375
TSSK3	-1.03533333333333
7A5	2.2035
CRISPLD1	1.256375
MAD1L1	-0.500166666666667
SPIN4	-0.792
AMPD1	0.09775
DPYSL5	-0.3155
INPP1	0.0273333333333333
ANKRD11	-1.33222222222222
NPAS4	0.585625
GCET2	0.6988
RNASE9	0.6355
GUCY2D	0.184333333333333
CCDC98	-0.315
FGF4	-0.498
CPM	1.23566666666667
SLC26A4	-1.11383333333333
PLD5	-0.339
FAM59A	1.924
FBXO5	-2.48688888888889
SIPA1L1	0.3765
DPYS	0.8225
ATG4D	0.1955
TGM3	1.61
MTCH1	-0.377625
HK1	-0.417846153846154
CDC26	0.49025
GALNT12	-2.87716666666667
LOC339229	0.0835
MRPL35	0.00287499999999997
ORC4L	0.232125
TNKS	0.120857142857143
C2orf24	0.2555
ZNF553	0.845
GGTLA1	2.7035
ZNF497	0.48825
CDY1B	0.2925
SLC30A4	0.06
TUB	-0.42475
ARHGEF18	0.3665
ARRB1	0.43175
KCNK1	-2.841875
EREG	-3.5242
SCAMP5	-1.46975
RUNDC3B	2.463
ADAMTS20	-1.32325
IL17RB	-1.737875
FLJ20323	0.0255
MCAM	-0.7165
POLR3E	-0.593416666666667
AQR	0.347833333333333
IPMK	-0.2445
CDCA7	-4.967
CAMP	-0.35275
GRHL3	0.5655
ADAMTSL2	0.936333333333333
CLMN	3.16083333333333
SSTR3	0.232
MAGEA5	-2.60716666666667
OVOL2	3.76425
JMJD1B	-0.141
RBL2	-0.0764
PYGO2	0.584
PPP1R10	0.319
CSE1L	-1.53133333333333
LCA5	1.5785
RDH16	0.818
ASRGL1	-2.27075
TOM1	0.0525
PTX3	-5.12025
TTC15	0.6875
SCGB3A1	3.34066666666667
MRPL50	-0.6735
RCAN3	0.526875
SLC26A11	0.831
STYX	-0.0513333333333333
CINP	0.2225
MARCH7	-0.44425
PFKM	-0.927
SGMS1	1.674
RIOK3	-0.0321
C1orf110	0.3975
CES7	-0.374125
LOC440248	-0.24875
PPP1R12C	-0.04325
C10orf27	0.2425
ATG9A	-0.69575
MRPS26	0.31825
TMEM40	0.07025
ELP3	0.2085
ZNF787	0.2855
HIAT1	-0.030625
C8orf34	2.84866666666667
MGC4655	-0.144
PELI1	0.211833333333333
PPT1	0.1326
SLC35C2	0.0308333333333333
C6orf125	-0.5175
MUC4	-1.82233333333333
RFC4	-2.20828571428571
GNB2	0.591333333333333
NUP50	-0.877
SULT4A1	-1.86616666666667
C7	4.591875
CCDC130	0.519833333333333
ARRDC4	1.37225
RQCD1	-0.74675
GLYCTK	-1.102
AYTL2	-1.94590909090909
MTUS1	1.3918
LEMD3	0.2785
PLEKHF2	2.533
HOXA7	-0.004
GTF3C2	-1.6655
DYNLRB2	3.46925
CNOT10	-0.10875
MR1	0.356
FFAR1	-0.01975
PRIC285	0.116
SLITRK6	4.49625
LIX1	-2.4715
UBE1L2	-0.908083333333333
F8	0.715875
ACHE	0.0363333333333333
KPNA5	-0.225
TNFRSF12A	-1.32583333333333
EGR3	2.011
SERPIND1	-3.82083333333333
OASL	0.93825
IFRD1	-0.964
WDFY1	-0.689833333333333
ZNF267	0.166875
ACCN5	0.206
ZBTB6	-0.50475
PPP1R3A	0.002
PRRT3	0.44375
FBXL19	-0.461
TXNIP	1.57985714285714
ACTN2	-1.5
ATG9B	-0.197625
C9orf117	1.921
IL27	1.662
RPL36AL	0.8895
KLK15	-0.23725
CHAD	1.6525
RAP2B	-0.3387
HEBP2	1.037
ZNF342	1.0125
CAMK2G	-0.411166666666667
TLR3	2.27275
FGF14	0.7785
HMGB2	-2.516125
TRPM5	-0.3375
OR5M11	0.119
KIF3B	0.319
PRICKLE2	0.30475
MTMR9	-0.522
C3orf27	0.4255
GLRA3	-2.204
NSDHL	-0.707666666666667
TMEM32	-0.5585
POLR2D	-1.41375
MYADML	0.307
C9orf114	-0.39275
MRGPRX1	0.169
TOPORS	0.55275
CLDN19	0.9095
C1QL4	-0.801
RNF165	1.0005
DHRS9	1.253
DNAH2	0.249666666666667
FXR1	-0.5245
ZMYM3	-0.98775
CASP3	0.069
FAM120C	-0.46025
SCLY	-0.88175
CA7	-0.086
ENTPD5	2.9645
ZNF461	-0.077625
PDIA5	-0.29475
C1orf19	-0.335666666666667
TMEM67	1.046
KCTD20	-1.3335
WDR47	0.5695
FLJ38723	0.1705
KLRF1	0.253166666666667
TAS2R16	0.0905
CLDN12	1.134
PRKCE	0.34175
UBXD4	-1.495
ITGAM	3.00133333333333
GLT8D3	-0.457625
WDR31	0.6966
RGS2	1.28925
OR51L1	0.161
MST1R	1.185
KIAA1737	2.627
OR4A5	0.2215
GLIS1	-1.24083333333333
PTMA	-0.042
NAPA	1.674
PRDM11	0.49625
LIPF	0.772
DIRAS3	0.43225
ASGR2	-3.719875
C1QTNF4	1.85225
PIK3R4	0.587166666666667
ARMC3	6.302
NDUFV3	-0.435
BTBD3	-0.896
PPP1R2	0.228166666666667
UBE2NL	-1.2485
FOSL2	0.271571428571429
FAM119A	-1.49733333333333
TUBA4A	-1.0648
KRTAP12-1	-0.20525
SFRS2	-0.95425
RHPN1	0.0656
EEF2	-0.289
ZDHHC11	2.10233333333333
EPHA3	-0.3998
RBM12	-0.17025
H2AFJ	0.382833333333333
EDIL3	0.739
KIF26A	-1.54675
SERGEF	0.64
B3GALT4	2.2955
LOC90925	1.00283333333333
OSCAR	0.296375
NPFF	0.88875
DEDD	0.127
TMEM155	-0.59625
PTPN1	-0.5495
SCYL2	0.00816666666666666
SKAP1	3.37575
LEAP2	-0.980333333333333
GADD45G	3.2916
IFITM3	0.533125
PILRB	0.0788333333333333
SLU7	-0.063125
DSC3	1.311
DNMT3L	-1.76175
PAPD5	-0.7555
B3GNT3	-2.05533333333333
LHCGR	-0.947
MSL-1	-0.0815
UBE2S	-2.246125
SAP130	-0.367
ANAPC11	0.38575
MAGED4B	-2.58
ATP6V1B2	-0.0938333333333333
C14orf179	1.847
CAPZA1	-0.39375
CDYL2	-1.052
GLRX3	-0.927666666666667
LOC136288	2.94425
MOBKL1A	-0.664
HTR2B	3.931
CRYGD	-0.275666666666667
NUS1	-1.60116666666667
PGRMC1	-0.596
MYOM2	0.571
FLJ39653	-0.328666666666667
CHM	0.139
OR5M8	0.148
ZNF619	0.4595
FAM105A	3.585
CCNL1	0.116625
NAP1L3	-0.1535
C10orf57	2.0355
B3GALNT1	-0.624166666666667
CSN1S2A	-0.124
TCP10L	0.69175
GDAP2	0.551375
DMKN	0.0766666666666667
COX6B1	0.37325
DNASE2	0.333833333333333
MSH5	-1.2
LGMN	-0.319375
USP31	-0.3922
OR13C8	0.6325
SDCBP	-0.1248
NUDT11	-2.58283333333333
PYGL	-0.374
SNPH	-0.737833333333333
B3GNT4	-1.414
MIZF	-0.1356
NUBPL	0.68625
NOD1	0.726166666666667
CDH22	2.238125
NUBP1	0.829
DSCAM	-3.50375
DGKI	0.725
FAM136A	-1.114
AKAP1	0.352333333333333
SLC16A6	-1.84425
RIN3	0.3395
PSG2	-0.17525
DIP2B	-0.360916666666667
PSORS1C1	-0.0698
KIAA0495	0.2725
FLJ90709	-0.4635
LPA	-0.118166666666667
PIGA	-0.397833333333333
LY75	2.72366666666667
UTS2	-5.33083333333333
RREB1	0.1635
GALNACT-2	0.1033
MGC3196	-0.5375
FLJ31568	-0.19825
LPHN1	-0.3065
SP1	0.81275
TOX4	1.0255
HSPA9	-0.2988
APOBEC1	-2.6785
SLC35E4	-0.21225
LSM5	-0.1845
SURF1	0.719
ZBTB1	0.925916666666667
GTF2F1	0.305625
RPS15A	0.438428571428571
DUSP21	-0.536666666666667
GINS4	-3.5775
MYO15A	0.810166666666667
GIMAP7	4.136
MGC13379	1.228
ATP6V1E2	0.136333333333333
UTP3	0.26875
HNRPA3	-0.2986875
MT4	0.084
C14orf155	-0.22175
U1SNRNPBP	0.511
CKLF	-0.8925
PLEKHN1	-0.414333333333333
MBNL1	0.0521666666666667
NUP160	-1.39425
ACSM2A	-1.7805
LOC129881	2.94025
KIAA1529	0.98175
FLJ22639	-1.6695
HAND1	-1.7565
GSX1	0.2105
FGA	-5.0360625
SERPINB1	0.1715
ZNF642	0.25575
IGFBP1	-8.1395
SLC1A1	2.375
DHX57	-0.723125
ZNF766	0.1795
PTPN21	0.4928
GDPD3	-1.37966666666667
PNPLA5	-0.1875
TBR1	-0.937333333333333
FAM116A	0.09775
IQGAP1	0.6665
FOS	2.19625
ZNF226	1.0005
FIGNL1	-0.837333333333333
C14orf1	0.349
ZMYND17	-1.1025
PUS7	-1.60916666666667
TUBB6	-1.366625
KCNQ2	-1.4645
MARCH6	-0.0553333333333333
CCDC33	0.048
PRODH	-1.671
RBM11	1.41275
EPHA6	0.0915
SLC43A1	0.34625
LOC196541	0.566875
NTN1	-0.0904166666666667
ING4	0.677
PCDHB10	1.743
DPH2	-0.8445
SPACA4	-0.13375
FBXL21	-4.687
DIAPH1	-1.0555
ZNF71	0.207
CEP76	-0.779
CORO1A	-0.03875
RRM2	-4.4875
EDG4	0.631
OS9	0.212833333333333
SLC4A1AP	-0.1985
COG5	0.30875
COPS8	-0.35575
NGLY1	-0.471
NCBP2	-0.877375
C17orf42	-0.468166666666667
GPSM3	0.955625
SIL1	0.922666666666667
ASB6	-0.4115
SMAD5OS	-0.258166666666667
UNC93A	-3.40475
A1BG	0.485333333333333
C21orf62	0.07825
FMO5	0.77375
ATRIP	0.183666666666667
CEBPG	-0.607333333333333
C7orf38	0.9795
TNFRSF1B	0.975333333333333
CLEC1A	1.74
IQSEC1	0.471875
PATZ1	0.8364
RBM22	0.071375
BAG2	-2.29483333333333
PAQR5	-1.15883333333333
C9orf127	2.3144
THNSL1	-0.39575
SHROOM3	3.1705
JAM2	1.414
SNRPN	-0.356
ALX4	0.209
CACNA1S	-0.1035
FAM130A1	0.83125
CORIN	1.4825
CD300LB	0.617
PLEKHG6	0.5635
LRRC40	-0.593
PCLKC	-1.21975
PCDHB16	0.933166666666667
WNT2B	0.667833333333333
ASNS	-2.19822222222222
MRPL49	-0.371125
FLJ46111	-0.93075
ISG20	-1.079875
SMU1	0.159333333333333
CASZ1	1.4005
POLR1D	0.757
GIN1	0.4435
SNAG1	0.0406666666666667
ANKRD29	-0.9505
CDKN2AIP	0.2915
KRR1	0.12025
CXCL1	-2.66916666666667
EPM2A	-0.8167
PC	0.0811666666666667
DEFB127	0.5005
PDZRN4	3.42166666666667
FAH	0.935375
OR51E1	1.399
CDC2L6	-0.154666666666667
DNTTIP1	-0.55675
PAX8	0.11275
TMEM116	0.702
C1orf150	0.916
PRO2012	-0.03025
MRPL40	-1.10616666666667
BEX1	-3.8083
SLC2A4	-1.21516666666667
PKMYT1	-2.458
FEZF2	-0.567833333333333
SLC26A9	-2.10825
MAP2	-0.153416666666667
LYL1	-1.181
SLC25A19	-1.52733333333333
NOS3	-0.632
ZNF34	0.894833333333333
TMPRSS11F	-0.6615
FAM43A	-1.01425
FCRL4	0.998
KLF14	-0.013
FLRT2	0.242833333333333
WRN	-1.3465
SDF2	0.8918
KRT8P12	-0.6765
C6orf195	1.214
C9orf125	-1.9675
DZIP3	0.442875
RIT1	0.19525
SCML1	-1.33233333333333
RHBDF2	-0.290125
OR2G3	0.0255
REXO1L1	-0.075
MAP3K7IP3	0.137875
C3orf57	-5.2325
FBXW11	-0.872666666666667
ETAA1	-0.42675
C14orf131	0.4536
AKT1S1	-0.0935
SLC12A5	-1.3445
C9orf164	1.63025
NRIP3	-0.68275
NOS1AP	-0.563
TMEM121	1.662
SAP30BP	-0.2019
DGCR6	0.239
WDR76	-3.086
FAM82B	-0.5735
LOC606495	-0.35
MAP9	2.24191666666667
BCDIN3D	1.17425
CXorf36	3.5985
DSCR3	-0.6799
ZFAND3	0.428625
C7orf43	0.213833333333333
SPSB3	1.8156
C19orf19	0.2285
FAM133A	-2.134625
C12orf25	0.06725
SLC39A3	-0.617125
DISP2	-1.922
PI4KAP2	-2.7035
MKRN3	-0.869833333333333
ADAMTS13	0.013625
CBLN3	0.9943
TTYH1	-1.4335
C3orf18	1.51275
FLJ13236	-0.4765
ZMYND12	4.57375
C18orf25	0.123875
GLB1L3	-1.741
ATP13A5	0.803
RANBP10	0.039
CD96	-0.2579
DENND1C	0.6015
RBMS3	0.6071
SLC41A3	-0.0158333333333333
DGCR6L	0.1345
TMEM128	0.696166666666667
CSNK1G3	-0.0512142857142857
MOBKL2C	1.2345
TSPAN6	-1.00625
MATN2	-0.7977
MSL2L1	0.397
ST6GALNAC2	-0.797
FGFBP2	-0.307375
FGL1	-6.28033333333333
MPP3	0.386666666666667
ARHGEF6	0.0211666666666667
TGFBR2	0.220125
ACMSD	1.009
IL33	4.25275
C9orf5	0.413916666666667
DEAF1	0.1536
AMN	-0.3215
DEFA6	-0.23375
RNF212	-0.685
METT5D1	0.208
CIB1	1.3187
TSSK1B	0.43425
KIAA1727	0.58525
ZNF680	1.02075
LOC399900	-1.3815
LOC152217	-0.2505
CTNNAL1	-1.236
CIT	-3.39525
TLE6	0.55075
ZNF607	-0.8185
HERC4	-0.989
DRAP1	-0.4776
PEMT	-1.1415
C10orf111	0.5745
ZNF575	1.362625
KCTD7	-0.326
MYO1F	1.220125
LOC285382	-1.0025
RAB11A	0.7459
PLCD3	-0.84425
C15orf28	-0.39075
PTBP2	0.00124999999999999
CTB-1048E9.5	-0.909875
C19orf60	0.0286666666666667
C7orf25	0.230333333333333
SETD7	0.9645
HOXB9	-2.1175
VANGL1	-0.399375
CHAF1B	-1.78675
NDUFA3	0.50075
KIAA1328	0.249333333333333
SHARPIN	-0.006875
TTC23	-0.638625
UGP2	0.0196666666666667
ANKIB1	-0.048
CIRBP	1.91714285714286
SEC14L4	-3.43733333333333
OVCH1	0.110666666666667
VPS52	-0.183
FAT	-1.712875
M6PRBP1	-0.5835
GPRIN3	0.3405
PPM1F	-1.53
TSR1	-2.014
CCDC85A	1.5915
PCSK5	1.3805
ZFHX3	0.415
HEMK1	0.5509
PGBD2	0.502
RSRC2	-0.0395
AURKC	-1.13066666666667
SCRIB	-0.203
ORM2	-4.33083333333333
FAM115A	-0.0345
FZD6	-1.796875
UNC119	0.0391666666666667
GPX3	-1.4068
NOV	0.748875
CABC1	-0.809875
CDC42SE2	-0.2750625
EIF2S2	-1.083
RNF130	1.253
CKAP5	-1.22266666666667
RP11-413M3.2	0.13475
C10orf18	-0.0637
TMEM93	-1
DYX1C1	2.47125
KCNMB2	-1.368875
ANK3	1.85308333333333
KRT5	0.4872
CDH12	-1.999875
QRSL1	-0.29375
JUB	-1.20575
SHC4	-1.278875
CCL15	2.1645
CCDC22	0.23725
SNX24	-1.5985
RARS	-0.44675
MORC2	-0.144375
FAM48A	0.52125
MT1H	-1.093
PPP1R14C	-1.41166666666667
FOXD1	-2.42557142857143
C1orf213	-1.48325
AMT	-0.7729
DSN1	-2.1865
PTPLAD2	2.49625
DIS3L	-0.0105
RASL11A	-0.39925
GPRC5B	0.50125
FRMD7	-0.184
STRN4	0.2435
KITLG	2.55740909090909
HDGF	-1.5345
OR1S1	-0.0945
SETX	-0.2004
DDR2	-0.07175
KCTD12	1.71675
LYZL2	-1.124
WDR52	0.4615
TMEM2	0.272625
ZNF579	0.805833333333334
LOC200810	0.44925
TNFSF9	-1.87075
PPFIA4	-3.93
CNIH3	-0.4985
MAP4K4	-1.64457142857143
ROD1	0.149928571428571
ALS2CR12	2.02266666666667
DOCK3	-0.391833333333333
PAQR9	-5.156
ASB17	-0.211
STX16	-1.21925
FEZ2	0.07
DLAT	-1.02633333333333
KIF21B	-1.12233333333333
CDC5L	-0.70675
TMEM119	2.1285
CRIP3	-1.50325
TPSD1	0.893666666666667
TEPP	0.4795
GNGT2	0.99425
C21orf121	2.70975
WNK1	-0.602083333333333
FLJ10490	0.7928
OR51B5	-2.6285
LOC203547	-0.9555
HAS1	-0.1965
PPA1	-0.557833333333333
ST7	0.130625
C11orf46	0.6729
POPDC3	-4.39683333333333
ACOX2	-1.183
ATCAY	-0.820833333333333
TM4SF19	-2.7055
MFSD9	-0.676
PDHB	-0.01775
ERN1	0.1745
LCE3C	0.0355
GPR111	-0.2645
NOTCH3	2.23783333333333
ADAMTS5	2.479
B3GALT1	-0.27025
UGCGL1	-0.715833333333333
FAM58A	0.0211666666666667
FBXO32	1.82425
CLPP	-0.76575
NXPH1	3.50975
MTMR3	0.615833333333333
ATP1B3	-2.074
TMEM16A	3.83525
HIST1H3F	-0.420166666666667
TRIM25	-0.940166666666667
SDCBP2	1.133
CRKL	-1.398125
HOXB2	2.60666666666667
ANP32B	-0.69
GATM	2.5805
AP4E1	-0.4965
EDG5	0.084625
CDKN3	-3.72266666666667
CDH4	-2.35425
PGD	-1.11966666666667
RND1	0.8285
GAD1	-2.4735
MPG	0.823625
LOC440350	0.2695
ZNF133	0.01775
SERPINB12	-0.1795
AMELY	-0.675166666666667
DHX36	-0.8335
TNFAIP8L2	3.02816666666667
PHTF2	-0.521555555555556
CCDC112	-0.466
IQCC	-0.04125
HEYL	3.11783333333333
FTSJ2	-0.660333333333333
APPL1	0.066125
RAB43	0.389714285714286
OR10G2	0.1165
WAC	0.625166666666667
ADCY9	0.750375
RUNDC2B	0.410166666666667
PYCRL	0.1447
AGPAT7	-1.3
SLC22A9	-2.677
CDKAL1	-0.0145
PDYN	-0.649333333333333
C20orf74	-0.0815
MTMR11	0.23825
VAV3	4.1925
DAPL1	4.55375
STXBP3	0.7475
EIF3G	0.18075
ARHGAP22	-0.9365
NPFFR1	0.011
NPC1	-0.666333333333333
ALDH9A1	0.801333333333333
ZNF600	0.02075
ZNF678	0.460833333333333
RASSF1	-0.0980833333333333
ADD2	-3.231625
PITPNB	-0.741
PKD2L2	0.01075
LRP11	-0.84125
CDKL1	0.17625
SMEK2	0.417
PRODH2	-3.32583333333333
C11orf54	0.429333333333333
SFRS11	0.0573333333333333
IL7	0.067
ALS2CR16	0.77925
BTG3	-2.139
PAK2	-0.187444444444444
RP11-679B17.1	-0.57625
GATA4	-2.042
ATP2B1	-0.186
LOC130940	1.4885
C1orf172	2.63633333333333
ATF7IP2	-0.41525
SLC25A43	-1.36033333333333
CENTG3	0.37075
IGF2BP1	-4.2797
FCHSD1	-0.0425
CAMK2N2	1.21833333333333
ELAVL3	-0.5419
NBPF15	-0.398
UBE2J2	-0.0613333333333333
GNL2	-1.06375
PRR3	-0.6234
NLF2	0.82975
OR4F6	0.1105
KLHL24	0.551
CCDC88A	-2.0167
SGPP1	-0.2485
C10orf11	0.995833333333333
SLC35B4	-1.7255
UGT3A2	-1.6145
ARNT2	2.325
CBR1	0.16175
ITPR3	-1.39366666666667
TRAPPC6B	0.4992
AMZ1	-2.1125
ARP11	1.52075
WDSUB1	0.2565
APBA1	0.66
RAB2A	0.3707
C6orf162	0.09075
HPSE2	0.82975
PLCE1	0.4455
INSL3	0.00450000000000001
DLG1	-0.3256
PTPLA	-3.715
PIGX	0.033
TFIP11	-0.193
FIBIN	3.1245
POLR2G	-0.13675
GRAP2	-1.7242
DNAJB8	0.07875
CNBP	0.5755
WASF1	-1.9725
INPP5E	-0.9156
HSPB1	0.1395625
TMEM167	-0.3586
CUBN	0.0845
IGF1	3.9175625
ITPK1	0.2926
NAALAD2	-1.40625
G3BP1	-0.0915
NT5DC1	0.7795
CYP39A1	-0.29
TMEM139	1.30275
POLK	-0.2436
GLULD1	-0.38425
RBM15	-1.1
AMZ2	0.1625
GDF15	-2.78516666666667
MESDC2	-0.17275
INCA	1.10166666666667
ACY1L2	-2.132
GZMM	0.465
PAIP1	0.0445
CACNA2D1	1.85525
STK32C	0.107
SH3BP4	1.21533333333333
DEC1	-0.3795
PADI1	-0.1265
UBB	0.2186
PON3	-0.0085
PROP1	0.721
ANKRD13B	-0.8385
ADCK1	0.27225
TCF25	-0.319583333333333
SLC38A5	-2.717
CXorf26	-0.217
C19orf39	0.60925
PPP1R13B	1.158
ARL2	-0.965
TCL6	0.155
TOP3A	-1.1375
SLC16A14	-0.31625
FXYD6	1.60866666666667
HIST1H4E	0.17425
BBC3	0.630421052631579
UNC5A	0.793833333333333
FAM86C	-0.1673
PI4KB	0.397
B3GAT1	-3.4385
SUSD2	1.12266666666667
OAZ2	-0.0905
NOC4L	-0.186
C10orf12	-0.91325
FADS1	-3.65916666666667
LOC144097	-0.717
DKK2	1.48333333333333
KIAA1949	-0.03775
RHOT1	0.2795
OXT	1.12266666666667
GPR153	1.12375
ARL4A	-1.41716666666667
SAAL1	-0.87175
CCDC64	-0.6635
USE1	-0.0251666666666667
HNMT	1.43733333333333
PCGF3	0.993375
CYP2C19	0.30275
C20orf4	0.2075
CCDC11	3.07475
ACSBG2	1.64925
RWDD2A	1.2155
PALLD	2.59875
CPLX4	-0.584
LOC492311	1.90225
KPNA2	-2.796
MACROD1	0.0713
TMCO3	0.112
C15orf52	0.892333333333333
BIRC5	-3.39033333333333
PRR16	0.916333333333333
FAM63B	-0.112875
KATNB1	-1.02966666666667
