Hybridization REF	TCGA-AR-A1AO-01A-11R-A12P-07
ZNF230	0.4555
MSN	0.627714285714286
SLC9A5	-1.7435
EPDR1	-0.4744
MUSK	0.815833333333333
ZNF434	-0.413833333333333
SMARCD1	-0.775
ZFP106	0.08625
ZNF347	-0.5293
GTF2E1	0.73475
RY1	0.00366666666666667
ATAD2B	0.0105
ARHGAP17	0.0556
KCNIP3	-1.3455
SFPQ	0.16325
GFRA4	0.503
AKR1B10	-0.178125
TIGD6	-0.0683333333333333
RGS16	2.759
URB1	-0.567666666666667
OR4C46	-0.150666666666667
TOP3B	-1.0015
NFATC4	-0.228
CA14	-5.03975
BMPR1A	-0.297166666666667
SNRP70	-0.8695
PRL	0.368
C6orf130	-0.4195
STAG2	-0.35875
CD55	-1.123
RPS23	0.390666666666667
SSX2	-0.0186666666666667
FDPSL2A	-0.14025
FBXO27	0.16275
SYNGR3	-1.57383333333333
TMSL3	3.41125
EML1	-0.4575
NUP93	0.00833333333333336
SMAD3	-0.8831
KIAA1189	0.103333333333333
HNRPUL2	-0.318333333333333
TBC1D12	0.326833333333333
C16orf24	0.389
MRVI1	0.984833333333333
ZNF581	-0.371333333333333
ELOVL3	-0.134
OR51Q1	0.374
CACNB3	-0.0808333333333333
GALNT13	0.32375
C10orf84	0.8529375
NEDD4	-0.3508
SPO11	0.325
OR5AU1	1.162
NEK4	-0.2525
PRKAR2A	-0.998833333333333
IHPK1	-0.6505
ATP6V0B	0.9055
CACNA1E	2.1225
CEACAM8	1.35233333333333
PEX14	0.532
FLJ12993	-0.678
ZBTB38	-0.50475
PCTK2	0.393666666666667
LRRC16	0.7375
FBLIM1	0.599583333333333
FYCO1	0.99725
RP5-1022P6.2	0.521416666666667
CMTM1	0.362333333333333
PLTP	2.0865
RAPH1	0.80225
DOCK8	1.669875
EZH2	-1.74233333333333
SLC25A1	-0.947833333333333
PLEKHB1	-0.305
GRB7	0.6067
ZFP37	-0.54475
MRPL33	-0.04375
PELO	-0.12225
ARMC1	-1.02936363636364
C9orf27	0.397
FLJ25778	-1.2375
C9orf37	-0.971666666666667
TMEM66	1.008
SPRN	0.006875
HBEGF	2.293375
PI4KA	-1.027
LEPRE1	-0.237
POU2AF1	-0.883875
MRPL12	-0.1245
REP15	-0.4
ZC3H3	-0.44625
RASAL1	-0.07325
DDAH1	0.481375
ACBD5	0.739
TMC2	-0.1635
CCDC137	-0.2405
SAMD13	1.61266666666667
UGT2B15	-3.89033333333333
TIPARP	-0.322
DNASE1L3	3.8975
TRIM72	0.1705
DBX2	0.6175
IPO8	-0.1585
C21orf88	-0.9625
MAP3K14	1.02925
LOC51233	0.241
GGTLA4	0.42075
PDE6D	0.09775
ZNF117	-0.6535
CLK2	-1.11525
NKRF	-1.00475
TNFSF15	0.9516
DUSP2	1.764125
SECISBP2	-0.6117
GABRR2	-0.6765
PPAP2C	1.3175
LOC51145	0.72125
PAG1	0.86475
PIK3C3	0.215
GNG10	0.9185
APOL4	1.7385
ANKRD28	-0.65775
STMN3	-1.1511
RAB14	0.76
CDK2AP2	0.10775
HDDC3	-0.00175
COMMD7	0.57875
CXXC1	-0.166
HMCN1	0.4665
CD40	2.136
DYNC1LI2	0.2350625
GDI1	-0.01825
LOC646938	-0.28125
VSNL1	-0.036
PIH1D1	-0.181
RAET1G	0.585
KRTAP5-9	0.47
EFTUD2	-0.3075
ZNF311	-0.609
ATP6V1G3	1.98525
OR2W3	-2.219
SCN4A	0.96125
MED10	-0.47675
FAM135A	-0.2701
ARHGAP4	0.167
EHMT2	-1.267
UFD1L	-0.28025
ERMP1	-0.119
MAG1	-0.163166666666667
THAP8	0.4715
HACE1	-0.551166666666667
FAM82C	0.108333333333333
C3orf20	-0.315
UNC84A	-1.07516666666667
SCD5	0.577714285714286
LASS6	0.037
LSG1	0.1655
MAL	-3.611
GPR22	0.353
WDR5B	1.16725
ACTRT1	0.1435
C17orf60	1.4095
GRIN2C	0.6695
ARMC8	-0.0225
SLC47A1	0.520666666666667
DMPK	-0.9815
DHRS13	-0.975
SMC1A	-0.707833333333333
KRTAP17-1	0.25125
SMYD5	-0.8575
TUSC2	0.197875
CRHR2	0.263
KIR3DL2	-0.389
CCDC104	0.01625
ATP2C1	0.842
CROT	0.20825
PABPC3	-0.799166666666667
EGR1	3.302
THSD1	1.59575
KHK	-1.18775
SLC12A2	2.144125
CD58	0.4545
STOX2	0.0178333333333333
CCDC76	-0.8722
CCDC48	3.1435
DNAH1	-0.0368333333333333
ZIC4	-0.020875
OR1G1	-0.344
PSMC6	-0.453666666666667
PROKR1	0.598
ABCB1	0.61575
TRAT1	0.786
LLGL1	-0.0135
MTF1	0.87275
USP54	-0.159
PAGE2B	-2.2075
ITGB7	-3.5045
CCDC81	-0.753
LOC149837	0.32575
SCUBE1	-0.3105
ZSCAN10	1.8785
HUWE1	-0.501214285714286
CDH17	0.9045
CD180	1.61825
IL17A	-0.54875
TMPO	-1.668125
KIAA1524	-1.3325
HDGFRP3	-0.605
OXCT1	-0.961545454545455
RRAS2	-0.577333333333333
LTBP2	2.794375
SV2B	1.872
CYP2A6	0.5045
PKD1L2	-0.994666666666666
PPM1M	1.63925
FLJ22662	3.72783333333333
ZNF502	2.21825
GP6	-1.0025
CRYBA2	0.17025
LEF1	-1.9926
CTPS	-1.70428571428571
EYA1	-2.27883333333333
EPS8L1	1.32775
MAPK14	-0.480833333333333
SERPINB2	-3.992375
GTF2F2	0.520666666666667
ZNHIT4	-0.116
PLA1A	-0.309375
C20orf114	1.08175
HPR	-2.743
C18orf2	-1.26433333333333
SATB2	-1.721
KCNJ9	-0.256285714285714
MGC157906	0.625
MOCS3	-0.19625
C17orf71	-0.350833333333333
PPHLN1	-0.257
HIST1H2BN	-0.40775
RAPGEF1	-0.062
MAP3K8	0.77175
DLG4	0.867
STC1	-0.31775
CDGAP	2.0015
DDX26B	-0.293
LOC150223	-2.078
CPSF3	-0.817
TMEM14A	-0.22625
MYH3	-1.0455
GPKOW	0.06025
SULT1A1	-0.260666666666667
SPON1	4.9072
YY1AP1	-0.8055
RAB23	-0.80675
PLA2G4A	-1.6965
MAPRE3	-0.67375
ZNF516	0.611714285714286
GGPS1	0.8445
EXOC3L2	-0.187125
C19orf42	0.676
MAP2K2	-0.139666666666667
HIST1H2BB	-0.48075
RNF19B	1.12233333333333
C6orf128	0.986166666666667
TLR8	5.11975
PCDHA9	0.0365
CARS2	-0.055
CLUL1	1.57016666666667
RHAG	-4.17416666666667
UNK	-0.2595
EXOC8	0.5508
C9orf95	1.9135
C14orf143	0.1665
MAML3	-0.069125
LDHA	-1.783
MRPL20	0.596125
KLHDC6	1.7805
ATP5S	-0.251833333333333
C8orf55	0.13825
PHF19	-2.2025
KRTAP13-4	0.309
TTC5	-0.57925
XKR5	-1.23333333333333
SILV	-4.91866666666667
TEX28	0.203
TCTN1	0.12525
CX40.1	0.671
PPP2R5C	0.235375
C12orf30	-2.00516666666667
CAPG	3.64
MPZL1	1.21475
ARSB	0.528833333333333
TDH	-1.998
WASF4	1.39425
TSSK3	-0.629666666666667
7A5	1.3005
CRISPLD1	2.60625
MAD1L1	-0.224333333333333
SPIN4	-0.448
AMPD1	1.466
DPYSL5	-0.682
INPP1	0.742166666666667
ANKRD11	-0.863166666666667
NPAS4	-0.110285714285714
GCET2	1.615
RNASE9	null
GUCY2D	1.6735
CCDC98	-0.12275
FGF4	-0.501125
CPM	1.65
SLC26A4	0.689833333333333
PLD5	0.5845
FAM59A	0.6084
FBXO5	-1.74988888888889
SIPA1L1	-0.198125
DPYS	2.60225
ATG4D	-0.1415
TGM3	1.402
MTCH1	-0.32375
HK1	-0.201615384615385
CDC26	0.807875
GALNT12	-0.22
LOC339229	-0.22775
MRPL35	-0.02925
ORC4L	-0.85275
TNKS	-0.853384615384615
C2orf24	0.166666666666667
ZNF553	-0.380333333333333
GGTLA1	3.5061
ZNF497	0.71075
CDY1B	-0.47275
SLC30A4	-0.819375
TUB	0.150625
ARHGEF18	0.38225
ARRB1	1.12975
KCNK1	1.36075
EREG	-1.7773
SCAMP5	-0.4495
RUNDC3B	2.75875
ADAMTS20	-0.00175000000000002
IL17RB	-1.990375
FLJ20323	-0.4745
MCAM	-0.11125
POLR3E	-2.51516666666667
AQR	0.428666666666667
IPMK	1.084
CDCA7	-3.133375
CAMP	4.57875
GRHL3	-0.067
ADAMTSL2	0.360333333333333
CLMN	1.63066666666667
SSTR3	0.625
MAGEA5	0.237166666666667
OVOL2	2.0875
JMJD1B	-0.548
RBL2	0.2163
PYGO2	0.123
PPP1R10	0.0793333333333333
CSE1L	-1.29333333333333
LCA5	1.18475
RDH16	-0.7155
ASRGL1	0.164625
TOM1	0.363333333333333
PTX3	-2.47775
TTC15	0.37275
SCGB3A1	4.15216666666667
MRPL50	-0.51375
RCAN3	1.1745
SLC26A11	2.02275
STYX	0.136
CINP	-0.025
MARCH7	0.233
PFKM	-1.42783333333333
SGMS1	1.326
RIOK3	-0.2481
C1orf110	0.7925
CES7	-0.430375
LOC440248	-1.87275
PPP1R12C	0.10575
C10orf27	0.725
ATG9A	-0.55325
MRPS26	0.431875
TMEM40	3.1745
ELP3	-0.4167
ZNF787	0.7355
HIAT1	0.0105
C8orf34	0.566833333333333
MGC4655	0.336
PELI1	0.924333333333333
PPT1	0.2568
SLC35C2	0.1585
C6orf125	-0.439
MUC4	0.0186666666666667
RFC4	-0.925
GNB2	0.343166666666667
NUP50	0.273428571428571
SULT4A1	-1.15883333333333
C7	3.789
CCDC130	0.0645
ARRDC4	1.18
RQCD1	0.2105
GLYCTK	-0.8555
AYTL2	-0.501636363636364
MTUS1	0.9901
LEMD3	-0.586666666666667
PLEKHF2	0.56625
HOXA7	1.054625
GTF3C2	-1.434
DYNLRB2	2.8485
CNOT10	-0.38975
MR1	0.863333333333333
FFAR1	0.10125
PRIC285	0.148
SLITRK6	0.994
LIX1	-1.9497
UBE1L2	-0.334166666666667
F8	1.023125
ACHE	0.0935
KPNA5	0.1035
TNFRSF12A	-0.355666666666667
EGR3	2.862
SERPIND1	-3.93
OASL	3.2415
IFRD1	-0.981875
WDFY1	-0.347166666666667
ZNF267	0.967625
ACCN5	0.726
ZBTB6	0.19825
PPP1R3A	-1.1075
PRRT3	0.29725
FBXL19	-1.1515
TXNIP	1.31114285714286
ACTN2	0.1115
ATG9B	-0.858625
C9orf117	0.115125
IL27	1.032
RPL36AL	0.442333333333333
KLK15	-0.201
CHAD	1.17
RAP2B	1.4569
HEBP2	1.348
ZNF342	0.3445
CAMK2G	-0.590333333333333
TLR3	1.6765
FGF14	1.44375
HMGB2	-0.461
TRPM5	-0.198166666666667
OR5M11	-0.6005
KIF3B	-0.647684210526316
PRICKLE2	0.49325
MTMR9	0.00724999999999999
C3orf27	0.254
GLRA3	-1.5935
NSDHL	-0.259666666666667
TMEM32	-0.282
POLR2D	-0.492666666666667
MYADML	0.2745
C9orf114	-0.11175
MRGPRX1	-0.2975
TOPORS	0.256
CLDN19	1.7225
C1QL4	-1.331
RNF165	-0.0915
DHRS9	3.9205
DNAH2	-0.38175
FXR1	-0.319666666666667
ZMYM3	-1.18425
CASP3	0.276166666666667
FAM120C	-0.0442500000000001
SCLY	-1.5795
CA7	-0.14
ENTPD5	0.13
ZNF461	0.182875
PDIA5	0.2855
C1orf19	-0.464166666666667
TMEM67	-0.948
KCTD20	-1.379
WDR47	1.051
FLJ38723	3.9455
KLRF1	1.89366666666667
TAS2R16	1.606
CLDN12	-0.4185
PRKCE	-0.48325
UBXD4	-0.654
ITGAM	4.25333333333333
GLT8D3	-0.241375
WDR31	0.2012
RGS2	2.496
OR51L1	0.4485
MST1R	-0.5065
KIAA1737	0.8365
OR4A5	2.759
GLIS1	-1.2525
PTMA	0.277142857142857
NAPA	0.37325
PRDM11	-0.3075
LIPF	1.2895
DIRAS3	2.729
ASGR2	-3.2045
C1QTNF4	0.83425
PIK3R4	-0.254
ARMC3	0.2755
NDUFV3	-0.377583333333333
BTBD3	-0.566166666666667
PPP1R2	0.6135
UBE2NL	-0.08875
FOSL2	1.1375
FAM119A	-0.178666666666667
TUBA4A	-0.4509
KRTAP12-1	0.378
SFRS2	-1.0515
RHPN1	-0.7628
EEF2	-0.9965
ZDHHC11	-2.01116666666667
EPHA3	-1.5921
RBM12	-0.6585
H2AFJ	0.826083333333334
EDIL3	1.3355
KIF26A	-0.35775
SERGEF	-0.42
B3GALT4	2.432
LOC90925	0.514333333333333
OSCAR	3.154
NPFF	-0.314125
DEDD	0.462875
TMEM155	-1.46925
PTPN1	0.23725
SCYL2	0.173
SKAP1	2.58825
LEAP2	-2.988
GADD45G	2.0751
IFITM3	1.541875
PILRB	-1.52016666666667
SLU7	0.3395625
DSC3	2.0445
DNMT3L	-1.74975
PAPD5	-0.114
B3GNT3	1.639
LHCGR	0.737
MSL-1	-0.44725
UBE2S	-1.467125
SAP130	-0.96725
ANAPC11	0.644
MAGED4B	-1.384
ATP6V1B2	1.65616666666667
C14orf179	1.136375
CAPZA1	0.5465
CDYL2	0.558666666666667
GLRX3	0.1325
LOC136288	-1.389
MOBKL1A	-0.31825
HTR2B	4.69275
CRYGD	0.215833333333333
NUS1	-0.0113333333333333
PGRMC1	0.545
MYOM2	0.92325
FLJ39653	-2.689
CHM	-0.6543
OR5M8	0.086
ZNF619	0.229
FAM105A	1.84375
CCNL1	-1.063125
NAP1L3	0.39
C10orf57	0.412833333333333
B3GALNT1	0.9685
CSN1S2A	-0.976
TCP10L	-0.2385
GDAP2	0.60775
DMKN	-0.323833333333333
COX6B1	0.35325
DNASE2	0.796333333333333
MSH5	-2.09525
LGMN	1.826875
USP31	0.1057
OR13C8	7.387
SDCBP	1.711
NUDT11	-1.26216666666667
PYGL	-0.684666666666667
SNPH	-0.4125
B3GNT4	-0.5765
MIZF	-0.7374
NUBPL	-0.72125
NOD1	0.832666666666667
CDH22	0.556125
NUBP1	0.500666666666667
DSCAM	-3.8165
DGKI	0.232
FAM136A	-0.9115
AKAP1	-0.218
SLC16A6	-0.5335
RIN3	2.14475
PSG2	-0.0325
DIP2B	-0.563916666666667
PSORS1C1	0.4437
KIAA0495	-0.784
FLJ90709	-0.067
LPA	-0.3755
PIGA	0.404333333333333
LY75	3.734
UTS2	-3.695
RREB1	-0.033875
GALNACT-2	1.2216
MGC3196	-0.7525
FLJ31568	-0.2795
LPHN1	-1.55725
SP1	0.620625
TOX4	-0.128666666666667
HSPA9	-0.2246
APOBEC1	0.1335
SLC35E4	-1.825
LSM5	-1.0535
SURF1	0.63925
ZBTB1	0.792833333333333
GTF2F1	-0.183375
RPS15A	-0.00307142857142854
DUSP21	0.136666666666667
GINS4	-2.74766666666667
MYO15A	-0.31
GIMAP7	4.78225
MGC13379	1.03475
ATP6V1E2	-0.584333333333333
UTP3	0.57175
HNRPA3	-0.14175
MT4	1.2605
C14orf155	0.87925
U1SNRNPBP	0.6505
CKLF	0.108666666666667
PLEKHN1	-0.360666666666667
MBNL1	0.19
NUP160	-1.12375
ACSM2A	-2.049
LOC129881	-1.7
KIAA1529	-0.4855
FLJ22639	-0.884
HAND1	-1.162
GSX1	0.0735
FGA	-4.64113333333333
SERPINB1	0.46475
ZNF642	0.012
IGFBP1	-8.050875
SLC1A1	0.4115
DHX57	-0.416875
ZNF766	0.2405
PTPN21	0.844
GDPD3	-1.15033333333333
PNPLA5	0.494
TBR1	1.351
FAM116A	-0.08175
IQGAP1	1.010125
FOS	2.773625
ZNF226	0.322625
FIGNL1	-0.525333333333333
C14orf1	0.588333333333333
ZMYND17	-1.275
PUS7	-0.8385
TUBB6	0.165
KCNQ2	-1.754
MARCH6	-0.811333333333333
CCDC33	0.1845
PRODH	-0.182
RBM11	0.5995
EPHA6	1.57225
SLC43A1	-0.722
LOC196541	0.234
NTN1	0.736833333333333
ING4	0.70075
PCDHB10	0.341
DPH2	-0.475833333333333
SPACA4	0.6165
FBXL21	-5.656
DIAPH1	-0.518
ZNF71	0.947833333333333
CEP76	-0.2975
CORO1A	1.1185
RRM2	-2.449875
EDG4	1.00825
OS9	0.298
SLC4A1AP	-0.19125
COG5	-0.64375
COPS8	0.17675
NGLY1	-0.2455
NCBP2	0.563875
C17orf42	-0.0035
GPSM3	1.696875
SIL1	0.7625
ASB6	-0.336
SMAD5OS	0.6245
UNC93A	-3.748
A1BG	0.3565
C21orf62	-0.252
FMO5	-0.774
ATRIP	-0.307
CEBPG	0.221666666666667
C7orf38	-0.461833333333333
TNFRSF1B	2.24566666666667
CLEC1A	3.30633333333333
IQSEC1	0.774375
PATZ1	-0.3627
RBM22	0.926375
BAG2	-1.731
PAQR5	0.641166666666667
C9orf127	-0.0013
THNSL1	0.231
SHROOM3	1.5471
JAM2	2.3235
SNRPN	-2.869
ALX4	0.2475
CACNA1S	-0.104
FAM130A1	-0.531
CORIN	0.8125
CD300LB	1.6375
PLEKHG6	0.796
LRRC40	-0.5485
PCLKC	-1.22875
PCDHB16	0.264333333333333
WNT2B	0.487666666666667
ASNS	-2.32066666666667
MRPL49	-0.2035
FLJ46111	-1.55575
ISG20	0.826875
SMU1	0.144666666666667
CASZ1	1.497
POLR1D	-0.01875
GIN1	-0.145
SNAG1	0.768
ANKRD29	0.605
CDKN2AIP	0.28225
KRR1	-0.358
CXCL1	1.37866666666667
EPM2A	-0.1527
PC	0.453833333333333
DEFB127	1.019
PDZRN4	2.84633333333333
FAH	0.773625
OR51E1	2.021
CDC2L6	-0.0803333333333333
DNTTIP1	-0.491
PAX8	-0.0115
TMEM116	-0.191
C1orf150	0.3005
PRO2012	0.374666666666667
MRPL40	-0.163
BEX1	-3.4704
SLC2A4	0.3175
PKMYT1	-1.33575
FEZF2	0.4865
SLC26A9	-1.236
MAP2	0.628583333333333
LYL1	0.20775
SLC25A19	0.424166666666667
NOS3	0.9025
ZNF34	0.471333333333333
TMPRSS11F	-0.184
FAM43A	0.565
FCRL4	0.3986
KLF14	-0.051
FLRT2	1.34316666666667
WRN	-1.08
SDF2	0.6371
KRT8P12	-0.489
C6orf195	0.287
C9orf125	-0.510333333333333
DZIP3	-1.153
RIT1	1.17533333333333
SCML1	-1.69116666666667
RHBDF2	1.153375
OR2G3	0.245
REXO1L1	-0.724
MAP3K7IP3	0.150875
C3orf57	-0.036
FBXW11	-1.39933333333333
ETAA1	-0.767
C14orf131	-0.7377
AKT1S1	-0.5775
SLC12A5	-0.592142857142857
C9orf164	1.32775
NRIP3	0.802625
NOS1AP	-1.117
TMEM121	-0.0605
SAP30BP	0.1898
DGCR6	0.5195
WDR76	-1.8525
FAM82B	-0.552583333333333
LOC606495	-0.3545
MAP9	0.747916666666667
BCDIN3D	0.64775
CXorf36	4.20666666666667
DSCR3	0.1163
ZFAND3	0.29525
C7orf43	0.633833333333333
SPSB3	0.625
C19orf19	0.26375
FAM133A	-3.4366
C12orf25	0.0015
SLC39A3	-0.368375
DISP2	0.276
PI4KAP2	-2.251
MKRN3	-2.13066666666667
ADAMTS13	-0.2845
CBLN3	0.226444444444444
TTYH1	1.33983333333333
C3orf18	0.65975
FLJ13236	-0.55925
ZMYND12	2.7595
C18orf25	0.42375
GLB1L3	-1.24
ATP13A5	5.108
RANBP10	0.02425
CD96	0.718
DENND1C	2.04975
RBMS3	1.1883
SLC41A3	0.603666666666667
DGCR6L	0.75975
TMEM128	0.436666666666667
CSNK1G3	-0.481928571428571
MOBKL2C	1.84025
TSPAN6	-0.457125
MATN2	0.5431
MSL2L1	-0.1905
ST6GALNAC2	-0.201833333333333
FGFBP2	0.1715
FGL1	-5.5775
MPP3	-0.714333333333333
ARHGEF6	0.956666666666667
TGFBR2	1.484125
ACMSD	-0.54275
IL33	5.8075
C9orf5	0.088
DEAF1	0.0267
AMN	-0.14
DEFA6	0.2255
RNF212	-0.32375
METT5D1	-0.354833333333333
CIB1	1.0672
TSSK1B	0.09925
KIAA1727	0.52525
ZNF680	-0.0719166666666667
LOC399900	-1.3735
LOC152217	0.848916666666667
CTNNAL1	-2.5555
CIT	-2.56783333333333
TLE6	-0.831
ZNF607	-0.134
HERC4	-0.998166666666667
DRAP1	-0.5058
PEMT	-0.31825
C10orf111	-0.05
ZNF575	1.65975
KCTD7	0.385
MYO1F	2.064375
LOC285382	-0.1015
RAB11A	0.863
PLCD3	-1.1635
C15orf28	0.2395
PTBP2	-0.40325
CTB-1048E9.5	0.044625
C19orf60	0.765333333333333
C7orf25	0.212
SETD7	0.979
HOXB9	-4.701
VANGL1	-0.5715
CHAF1B	-2.18925
NDUFA3	0.285
KIAA1328	-0.168833333333333
SHARPIN	0.04125
TTC23	0.197
UGP2	0.8055
ANKIB1	-0.4943
CIRBP	1.18
SEC14L4	-1.989
OVCH1	0.8615
VPS52	-1.2185
FAT	-0.85775
M6PRBP1	-0.201
GPRIN3	1.1235
PPM1F	0.415
TSR1	-0.96375
CCDC85A	1.629
PCSK5	1.84625
ZFHX3	-0.367
HEMK1	-0.6713
PGBD2	0.36025
RSRC2	-0.317
AURKC	-1.42566666666667
SCRIB	-1.037875
ORM2	-2.26616666666667
FAM115A	-0.2264
FZD6	-0.614125
UNC119	0.124333333333333
GPX3	1.3105
NOV	0.1315
CABC1	-0.05575
CDC42SE2	1.0281875
EIF2S2	-0.4105
RNF130	2.762
CKAP5	-1.20266666666667
RP11-413M3.2	1.46275
C10orf18	0.1515
TMEM93	-0.31275
DYX1C1	0.96675
KCNMB2	-1.005125
ANK3	0.504333333333333
KRT5	1.1474
CDH12	-0.33625
QRSL1	-0.684875
JUB	-1.917
SHC4	-1.243875
CCL15	2.57966666666667
CCDC22	0.48675
SNX24	0.0145
RARS	-0.163
MORC2	0.636
FAM48A	0.061
MT1H	-0.7575
PPP1R14C	0.0653333333333333
FOXD1	-2.47721428571429
C1orf213	-1.22925
AMT	-1.7658
DSN1	-1.83175
PTPLAD2	3.312
DIS3L	-0.84725
RASL11A	1.295
GPRC5B	1.1345
FRMD7	1.183
STRN4	-0.2845
KITLG	1.40681818181818
HDGF	-1.4235
OR1S1	0.447
SETX	0.1986
DDR2	0.531
KCTD12	3.35525
LYZL2	0.78575
WDR52	-1.8775
TMEM2	0.25925
ZNF579	1.05716666666667
LOC200810	0.1825
TNFSF9	-1.43525
PPFIA4	-3.6285
CNIH3	1.90516666666667
MAP4K4	-0.801642857142857
ROD1	0.456285714285714
ALS2CR12	0.102666666666667
DOCK3	-0.318166666666667
PAQR9	-5.37425
ASB17	0.810666666666667
STX16	-1.07825
FEZ2	0.3655
DLAT	-0.2325
KIF21B	-0.898333333333333
CDC5L	-0.41175
TMEM119	1.9
CRIP3	-1.56375
TPSD1	0.154333333333333
TEPP	0.74375
GNGT2	2.6155
C21orf121	2.0335
WNK1	-0.656833333333333
FLJ10490	1.3022
OR51B5	-2.636
LOC203547	-0.06275
HAS1	0.851
PPA1	0.0318333333333333
ST7	-0.414
C11orf46	0.7888
POPDC3	-1.74166666666667
ACOX2	0.420166666666667
ATCAY	-0.858583333333333
TM4SF19	4.6605
MFSD9	-0.0283333333333333
PDHB	-0.48575
ERN1	0.439
LCE3C	-0.7325
GPR111	-1.884
NOTCH3	2.12283333333333
ADAMTS5	3.53075
B3GALT1	-0.479
UGCGL1	-0.2225
FAM58A	1.74583333333333
FBXO32	1.94325
CLPP	-0.584
NXPH1	-0.847333333333333
MTMR3	1.03383333333333
ATP1B3	0.201
TMEM16A	4.0745
HIST1H3F	-0.015
TRIM25	0.0391666666666667
SDCBP2	1.894
CRKL	-1.133375
HOXB2	0.0633333333333333
ANP32B	-0.49
GATM	3.487
AP4E1	-0.40475
EDG5	0.564125
CDKN3	-1.64533333333333
CDH4	-2.14825
PGD	0.3145
RND1	1.0125
GAD1	-3.4997
MPG	0.571625
LOC440350	-1.009
ZNF133	0.016
SERPINB12	-1.3045
AMELY	0.550666666666667
DHX36	-0.77525
TNFAIP8L2	4.26833333333333
PHTF2	-0.529666666666667
CCDC112	-0.240333333333333
IQCC	-1.6785
HEYL	3.4905
FTSJ2	-0.729166666666667
APPL1	0.224875
RAB43	1.37592857142857
OR10G2	0.499
WAC	0.4565
ADCY9	-0.546875
RUNDC2B	0.128833333333333
PYCRL	0.1254
AGPAT7	-0.159833333333333
SLC22A9	-1.4374
CDKAL1	-0.7325
PDYN	1.1958
C20orf74	-0.54525
MTMR11	0.02225
VAV3	2.75116666666667
DAPL1	4.5655
STXBP3	0.4885
EIF3G	-0.36925
ARHGAP22	2.0325
NPFFR1	0.3925
NPC1	0.331166666666667
ALDH9A1	1.16216666666667
ZNF600	0.092375
ZNF678	-0.351833333333333
RASSF1	0.150333333333333
ADD2	-2.902
PITPNB	0.459375
PKD2L2	0.1295
LRP11	-0.34575
CDKL1	0.28875
SMEK2	0.429
PRODH2	-3.393
C11orf54	0.145166666666667
SFRS11	-0.563666666666667
IL7	1.655
ALS2CR16	0.692
BTG3	-0.187
PAK2	-0.310277777777778
RP11-679B17.1	-0.605
GATA4	-1.92816666666667
ATP2B1	-0.50275
LOC130940	1.2255
C1orf172	1.848
ATF7IP2	-0.9735
SLC25A43	-0.326666666666667
CENTG3	0.670916666666667
IGF2BP1	-3.9735
FCHSD1	0.5765
CAMK2N2	1.9075
ELAVL3	-0.2263
NBPF15	-1.0655
UBE2J2	0.430916666666667
GNL2	-0.41
PRR3	-0.5168
NLF2	1.797
OR4F6	0.1875
KLHL24	1.44933333333333
CCDC88A	0.1664
SGPP1	0.178666666666667
C10orf11	1.60216666666667
SLC35B4	-0.759166666666667
UGT3A2	-1.5265
ARNT2	-0.7768
CBR1	0.247125
ITPR3	-1.26383333333333
TRAPPC6B	-0.3014
AMZ1	2.584
ARP11	1.6275
WDSUB1	0.00375
APBA1	1.42066666666667
RAB2A	1.6529
C6orf162	0.46375
HPSE2	1.73866666666667
PLCE1	-0.68625
INSL3	1.203
DLG1	-0.4645
PTPLA	-2.398
PIGX	0.20625
TFIP11	0.168
FIBIN	3.9125
POLR2G	-0.0905
GRAP2	-0.912
DNAJB8	-0.225666666666667
CNBP	1.419
WASF1	-1.29825
INPP5E	-1.0518
HSPB1	-0.184
TMEM167	-0.1261
CUBN	-0.04725
IGF1	4.5718125
ITPK1	0.2083
NAALAD2	-1.80166666666667
G3BP1	0.8745
NT5DC1	-0.29375
CYP39A1	1.669
TMEM139	1.09175
POLK	-0.8517
GLULD1	0.08475
RBM15	-0.7915
AMZ2	-0.006
GDF15	-1.11183333333333
MESDC2	0.0875
INCA	3.04216666666667
ACY1L2	-1.4975
GZMM	0.873666666666667
PAIP1	-0.13425
CACNA2D1	-0.63375
STK32C	0.0423333333333333
SH3BP4	-0.0653333333333333
DEC1	0.9745
PADI1	-1.564
UBB	0.3704
PON3	0.719833333333333
PROP1	0.3305
ANKRD13B	-0.932
ADCK1	-0.50025
TCF25	0.28475
SLC38A5	-2.2135
CXorf26	1.045
C19orf39	0.3465
PPP1R13B	0.298333333333333
ARL2	-0.582
TCL6	0.5147
TOP3A	-0.922
SLC16A14	1.408375
FXYD6	2.32966666666667
HIST1H4E	-0.00424999999999995
BBC3	0.972315789473684
UNC5A	0.221333333333333
FAM86C	-0.3356
PI4KB	-0.3335
B3GAT1	-1.99825
SUSD2	2.55316666666667
OAZ2	0.2845
NOC4L	-0.31225
C10orf12	-0.0725
FADS1	-1.72633333333333
LOC144097	-0.748
DKK2	1.2235
KIAA1949	0.719
RHOT1	0.1306
OXT	2.487
GPR153	1.6825
ARL4A	0.592666666666667
SAAL1	-0.45475
CCDC64	-0.4035
USE1	-0.310833333333333
HNMT	1.4655
PCGF3	-0.1299375
CYP2C19	0.457333333333333
C20orf4	-0.3725
CCDC11	-0.2635
ACSBG2	0.25025
RWDD2A	0.23575
PALLD	2.1805
CPLX4	-0.3155
LOC492311	0.797
KPNA2	-0.977666666666667
MACROD1	-0.512
