Hybridization REF	TCGA-AR-A1AV-01A-21R-A12P-07
KCNIP3	-1.586
SFPQ	-0.009875
GFRA4	0.2735
AKR1B10	-4.48
TIGD6	0.796666666666667
RGS16	1.293125
URB1	-0.760166666666667
OR4C46	-0.238
TOP3B	-0.79025
NFATC4	-0.0675
CA14	-2.55675
BMPR1A	0.782
SNRP70	-0.660375
PRL	0.274818181818182
C6orf130	-0.62625
STAG2	-0.599
CD55	-1.13057142857143
RPS23	0.655166666666667
SSX2	-2.4014
FDPSL2A	-0.468
FBXO27	0.418875
SYNGR3	-1.17683333333333
TMSL3	1.8445
EML1	-1.519
NUP93	-1.03775
SMAD3	-0.4742
KIAA1189	1.55
HNRPUL2	-0.356
TBC1D12	1.06616666666667
C16orf24	0.574
MRVI1	1.96516666666667
ZNF581	-0.170666666666667
ELOVL3	-0.1655
OR51Q1	0.1925
CACNB3	0.8245
GALNT13	-1.77714285714286
C10orf84	0.7563125
NEDD4	-1.6914
SPO11	1.5445
OR5AU1	0.671
NEK4	0.283714285714286
PRKAR2A	-0.8785
IHPK1	0.658333333333333
ATP6V0B	0.287375
CACNA1E	0.796
CEACAM8	-1.47233333333333
PEX14	0.063
FLJ12993	0.344
ZBTB38	0.0165
PCTK2	1.52066666666667
LRRC16	-0.3813
FBLIM1	0.0521666666666667
FYCO1	1.105
RP5-1022P6.2	0.318833333333333
CMTM1	0.659833333333333
PLTP	1.96566666666667
RAPH1	-0.77325
DOCK8	3.156
EZH2	-0.799266666666667
SLC25A1	-0.710666666666667
PLEKHB1	-0.6085
GRB7	0.6962
ZFP37	0.18575
MRPL33	-0.389
PELO	-0.706
ARMC1	0.399363636363636
C9orf27	-0.727285714285714
FLJ25778	0.062
C9orf37	-1.04166666666667
TMEM66	1.2125
SPRN	0.33275
HBEGF	-0.11675
PI4KA	-0.2435
LEPRE1	-0.735
POU2AF1	2.975
MRPL12	-0.6875
REP15	-1.6585
ZC3H3	1.00225
RASAL1	-1.584
DDAH1	0.31775
ACBD5	0.2125
TMC2	0.1115
CCDC137	-0.8545
SAMD13	-1.8885
UGT2B15	-0.509
TIPARP	0.44875
DNASE1L3	2.8415
TRIM72	0.198666666666667
DBX2	1.13725
IPO8	-0.078
C21orf88	-0.2935
MAP3K14	1.71175
LOC51233	1.218
GGTLA4	-0.42325
PDE6D	0.3785
ZNF117	0.3975
CLK2	-0.241875
NKRF	-0.5515
TNFSF15	2.5233
DUSP2	1.6335
SECISBP2	-0.298
GABRR2	0.5465
PPAP2C	0.43025
LOC51145	-0.0964
PAG1	1.942875
PIK3C3	-0.193
GNG10	0.2065
APOL4	1.72016666666667
ANKRD28	-0.601
STMN3	-0.537
RAB14	0.3688
CDK2AP2	0.29625
HDDC3	-0.649625
COMMD7	0.4195
CXXC1	0.0035
HMCN1	0.153333333333333
CD40	2.62825
DYNC1LI2	-0.2389375
GDI1	0.154
LOC646938	0.0385
VSNL1	-4.34716666666667
PIH1D1	0.0786666666666667
RAET1G	-1.4175
KRTAP5-9	-0.083
EFTUD2	-0.30075
ZNF311	-0.994166666666667
ATP6V1G3	-0.697
OR2W3	-0.96975
SCN4A	0.16575
MED10	-0.909375
FAM135A	0.3566
ARHGAP4	1.4045
EHMT2	-0.571625
UFD1L	-0.596
ERMP1	-0.138
MAG1	-1.32433333333333
THAP8	0.763166666666667
HACE1	0.231333333333333
FAM82C	0.220333333333333
C3orf20	-0.413
UNC84A	-0.697833333333333
SCD5	-0.0541428571428572
LASS6	1.844875
LSG1	-0.32725
MAL	-2.914
GPR22	0.657
WDR5B	0.90125
ACTRT1	-0.3145
C17orf60	1.79916666666667
GRIN2C	0.1806
ARMC8	-0.174833333333333
SLC47A1	-1.74066666666667
DMPK	0.35425
DHRS13	-0.3975
SMC1A	-0.707833333333333
KRTAP17-1	0.2215
SMYD5	0.00475
TUSC2	0.352
CRHR2	0.2195
KIR3DL2	2.2735
CCDC104	0.06075
ATP2C1	0.4985
CROT	0.3945
PABPC3	0.178166666666667
EGR1	-0.722333333333333
THSD1	0.24925
KHK	-1.14575
SLC12A2	-0.0464375
CD58	-0.15
STOX2	-1.0095
CCDC76	-0.4166
CCDC48	3.3395
DNAH1	0.9785
ZIC4	-0.775625
OR1G1	-0.2915
PSMC6	-0.702166666666667
PROKR1	0.803
ABCB1	0.700875
TRAT1	2.9855
LLGL1	1.1705
MTF1	0.60475
USP54	0.975875
PAGE2B	-2.012
ITGB7	-2.13525
CCDC81	-1.3655
LOC149837	0.3475
SCUBE1	1.8815
ZSCAN10	0.7375
HUWE1	-0.399214285714286
CDH17	0.116
CD180	3.589
IL17A	-0.03725
TMPO	-1.02725
KIAA1524	-1.4332
HDGFRP3	-0.8595
OXCT1	-1.38227272727273
RRAS2	-1.73083333333333
LTBP2	2.6278125
SV2B	1.83966666666667
CYP2A6	0.45975
PKD1L2	-1.35033333333333
PPM1M	1.48425
FLJ22662	2.16683333333333
ZNF502	1.70775
GP6	-1.07125
CRYBA2	1.002
LEF1	-1.1755
CTPS	-2.05342857142857
EYA1	-4.16083333333333
EPS8L1	0.86075
MAPK14	-0.296166666666667
SERPINB2	-5.919625
GTF2F2	-0.462333333333333
ZNHIT4	0.1595
PLA1A	2.294125
C20orf114	2.42425
HPR	-4.931
C18orf2	-4.2365
SATB2	-2.01825
KCNJ9	0.210142857142857
MGC157906	0.9535
MOCS3	0.1405
C17orf71	0.003
PPHLN1	0.0556
HIST1H2BN	-0.73425
RAPGEF1	0.31075
MAP3K8	2.253
DLG4	0.271666666666667
STC1	-2.13041666666667
CDGAP	2.32325
DDX26B	0.80625
LOC150223	-1.55225
CPSF3	-0.753333333333333
TMEM14A	0.16975
MYH3	0.18475
GPKOW	-0.0055
SULT1A1	-0.334166666666667
SPON1	3.5802
YY1AP1	0.607666666666667
RAB23	-0.09825
PLA2G4A	-2.923
MAPRE3	-0.5425
ZNF516	1.928
GGPS1	0.99625
EXOC3L2	-0.0215
C19orf42	0.8529
MAP2K2	0.141
HIST1H2BB	-0.513
RNF19B	1.91883333333333
C6orf128	0.105333333333333
TLR8	4.752
PCDHA9	1.44
CARS2	-0.623125
CLUL1	2.53366666666667
RHAG	-4.43616666666667
UNK	0.358
EXOC8	0.8152
C9orf95	1.2555
C14orf143	-0.3335
MAML3	0.036125
LDHA	-2.60675
MRPL20	0.54175
KLHDC6	0.854166666666667
ATP5S	-0.2055
C8orf55	0.508
PHF19	-1.28
KRTAP13-4	0.408
TTC5	0.1195
XKR5	-1.4995
SILV	-4.3915
TEX28	-0.767
TCTN1	0.45225
CX40.1	0.206
PPP2R5C	0.225375
C12orf30	-1.47166666666667
CAPG	2.75275
MPZL1	0.40805
ARSB	-0.399833333333333
TDH	-3.649
WASF4	0.40175
TSSK3	-1.07
7A5	0.9335
CRISPLD1	-0.927125
MAD1L1	-0.122666666666667
SPIN4	-1.46716666666667
AMPD1	2.96725
DPYSL5	-0.7425
INPP1	0.226166666666667
ANKRD11	-0.996888888888889
NPAS4	0.30675
GCET2	3.0321
RNASE9	0.696
GUCY2D	0.858
CCDC98	0.398
FGF4	-0.399
CPM	0.512
SLC26A4	-2.9325
PLD5	0.09525
FAM59A	-0.83
FBXO5	-0.968444444444444
SIPA1L1	-0.322375
DPYS	1.52625
ATG4D	0.09225
TGM3	0.5745
MTCH1	-0.58275
HK1	0.315071428571429
CDC26	0.0345
GALNT12	-1.479
LOC339229	0.15375
MRPL35	-0.45
ORC4L	-0.30475
TNKS	-0.392857142857143
C2orf24	0.190833333333333
ZNF553	0.209666666666667
GGTLA1	2.907
ZNF497	0.695
CDY1B	-0.22725
SLC30A4	-0.107
TUB	-1.263625
ARHGEF18	1.7455
ARRB1	0.056
KCNK1	-0.076375
EREG	-3.8105
SCAMP5	1.067
RUNDC3B	0.91
ADAMTS20	-0.523
IL17RB	1.204625
FLJ20323	-0.33925
MCAM	-1.081125
POLR3E	-1.14458333333333
AQR	0.0108333333333333
IPMK	0.5845
CDCA7	-2.02025
CAMP	1.7665
GRHL3	-0.2305
ADAMTSL2	0.579666666666667
CLMN	1.2565
SSTR3	0.6895
MAGEA5	-2.45333333333333
OVOL2	3.08175
JMJD1B	0.5565
RBL2	0.7586
PYGO2	1.00625
PPP1R10	0.427833333333333
CSE1L	-1.092
LCA5	0.9375
RDH16	0.47625
ASRGL1	-1.311
TOM1	0.305833333333333
PTX3	-4.2715
TTC15	0.59225
SCGB3A1	1.06966666666667
MRPL50	-1.24925
RCAN3	0.947125
SLC26A11	0.96425
STYX	-0.409333333333333
CINP	-0.52675
MARCH7	0.11525
PFKM	-1.19466666666667
SGMS1	0.755
RIOK3	-0.185
C1orf110	-0.2195
CES7	0.197714285714286
LOC440248	-1.0735
PPP1R12C	0.12025
C10orf27	0.8815
ATG9A	-0.898
MRPS26	1.18925
TMEM40	-0.20875
ELP3	-0.453
ZNF787	0.3529
HIAT1	0.49075
C8orf34	2.35516666666667
MGC4655	-0.4611
PELI1	1.19166666666667
PPT1	0.2715
SLC35C2	-0.262
C6orf125	-0.0515
MUC4	-1.91033333333333
RFC4	-1.88142857142857
GNB2	-0.467333333333333
NUP50	0.0772857142857143
SULT4A1	-1.7015
C7	3.642
CCDC130	0.891166666666667
ARRDC4	-0.131
RQCD1	-0.18275
GLYCTK	-0.47525
AYTL2	-0.582272727272727
MTUS1	-0.4883
LEMD3	0.476833333333333
PLEKHF2	2.03675
HOXA7	-0.79425
GTF3C2	-0.978
DYNLRB2	2.418
CNOT10	-0.451
MR1	0.804666666666667
FFAR1	0.6765
PRIC285	0.7535
SLITRK6	1.11725
LIX1	-2.764
UBE1L2	-0.12325
F8	0.53175
ACHE	1.1195
KPNA5	0.96925
TNFRSF12A	-1.6725
EGR3	0.9645
SERPIND1	-4.01116666666667
OASL	3.35325
IFRD1	-1.3965
WDFY1	1.35916666666667
ZNF267	1.25675
ACCN5	-0.315
ZBTB6	-0.16925
PPP1R3A	-0.4245
PRRT3	1.005
FBXL19	-0.6505
TXNIP	1.76171428571429
ACTN2	1.944
ATG9B	-0.482
C9orf117	0.617125
IL27	1.269
RPL36AL	-0.0368333333333333
KLK15	-0.10875
CHAD	1.9405
RAP2B	0.329
HEBP2	0.981
ZNF342	0.494
CAMK2G	0.265833333333333
TLR3	2.31775
FGF14	1.18425
HMGB2	-0.636875
TRPM5	0.121833333333333
OR5M11	0.2645
KIF3B	0.291421052631579
PRICKLE2	-0.04675
MTMR9	-0.313
C3orf27	0.04425
GLRA3	-2.54933333333333
NSDHL	-1.01166666666667
TMEM32	-0.1985
POLR2D	-1.06125
MYADML	0.867
C9orf114	-0.67
MRGPRX1	-2.1105
TOPORS	-0.15625
CLDN19	-0.93575
C1QL4	-2.162
RNF165	-1.2525
DHRS9	2.923
DNAH2	0.350666666666667
FXR1	-1.13616666666667
ZMYM3	-0.961625
CASP3	0.931666666666667
FAM120C	-0.512875
SCLY	-0.6355
CA7	0.2005
ENTPD5	-0.4045
ZNF461	0.560625
PDIA5	-0.225
C1orf19	-0.0946666666666667
TMEM67	1.272
KCTD20	-0.44625
WDR47	0.9015
FLJ38723	1.8165
KLRF1	2.36816666666667
TAS2R16	1.026
CLDN12	-0.08325
PRKCE	-0.26425
UBXD4	-0.2255
ITGAM	3.261
GLT8D3	-0.6125
WDR31	0.1711
RGS2	1.59275
OR51L1	0.1195
MST1R	-0.32275
KIAA1737	0.3875
OR4A5	-0.649
GLIS1	-2.00666666666667
PTMA	0.5615
NAPA	1.20625
PRDM11	-0.33825
LIPF	1.91
DIRAS3	0.14925
ASGR2	-3.528375
C1QTNF4	1.155
PIK3R4	0.2405
ARMC3	5.63625
NDUFV3	-0.1775
BTBD3	0.162
PPP1R2	0.5235
UBE2NL	-0.01225
FOSL2	0.201428571428571
FAM119A	-1.12733333333333
TUBA4A	-0.00860000000000001
KRTAP12-1	-0.3175
SFRS2	0.06375
RHPN1	0.2887
EEF2	-0.1355
ZDHHC11	-0.5835
EPHA3	-2.2075
RBM12	-0.6545
H2AFJ	-0.530333333333333
EDIL3	-0.587
KIF26A	-2.10975
SERGEF	-0.549
B3GALT4	2.119
LOC90925	4.66283333333333
OSCAR	1.172
NPFF	-0.230875
DEDD	0.51675
TMEM155	0.31525
PTPN1	0.7265
SCYL2	0.646666666666667
SKAP1	2.991
LEAP2	-2.222
GADD45G	1.4835
IFITM3	1.009
PILRB	-0.397
SLU7	0.0295625
DSC3	-1.763
DNMT3L	-1.93725
PAPD5	-0.029
B3GNT3	-2.00016666666667
LHCGR	1.7815
MSL-1	0.8415
UBE2S	-1.35725
SAP130	-0.0955
ANAPC11	0.53975
MAGED4B	-2.9265
ATP6V1B2	0.69
C14orf179	0.567
CAPZA1	0.061
CDYL2	0.584333333333333
GLRX3	-0.492
LOC136288	-0.70175
MOBKL1A	-0.60725
HTR2B	3.9955
CRYGD	-0.221333333333333
NUS1	0.178666666666667
PGRMC1	0.2665
MYOM2	0.53425
FLJ39653	0.0388333333333333
CHM	-0.1545
OR5M8	0.834
ZNF619	0.174
FAM105A	1.87475
CCNL1	-0.2825
NAP1L3	-0.5315
C10orf57	2.22383333333333
B3GALNT1	0.2435
CSN1S2A	0.8735
TCP10L	-0.27175
GDAP2	0.23025
DMKN	-0.896
COX6B1	0.43325
DNASE2	1.29983333333333
MSH5	-1.56375
LGMN	0.399125
USP31	-1.007
OR13C8	1.405
SDCBP	0.7627
NUDT11	-3.30716666666667
PYGL	-1.4695
SNPH	0.254166666666667
B3GNT4	-0.139
MIZF	-0.1496
NUBPL	-0.103375
NOD1	0.141
CDH22	0.553375
NUBP1	0.34
DSCAM	-3.34975
DGKI	-0.467
FAM136A	-1.3005
AKAP1	0.3575
SLC16A6	-1.77375
RIN3	0.888
PSG2	-0.18425
DIP2B	-0.208583333333333
PSORS1C1	-0.2935
KIAA0495	-0.5455
FLJ90709	0.2345
LPA	-0.475833333333333
PIGA	-0.4785
LY75	4.2515
UTS2	-4.31333333333333
RREB1	-0.2955
GALNACT-2	1.2037
MGC3196	-0.18
FLJ31568	-0.33425
LPHN1	0.653875
SP1	0.743
TOX4	0.392666666666667
HSPA9	-0.4728
APOBEC1	-1.074
SLC35E4	-0.633
LSM5	-1.0605
SURF1	0.00125
ZBTB1	0.874166666666667
GTF2F1	0.382375
RPS15A	-0.365214285714286
DUSP21	-0.258833333333333
GINS4	-3.30283333333333
MYO15A	-0.171333333333333
GIMAP7	4.5285
MGC13379	0.8735
ATP6V1E2	-0.951666666666667
UTP3	0.000250000000000007
HNRPA3	-0.38675
MT4	-0.87
C14orf155	-0.464
U1SNRNPBP	0.36925
CKLF	-0.362166666666667
PLEKHN1	-1.45116666666667
MBNL1	0.832333333333333
NUP160	-1.00275
ACSM2A	-2.73625
LOC129881	1.056
KIAA1529	0.57475
FLJ22639	0.0135
HAND1	-2.106
GSX1	0.498
FGA	-5.2175625
SERPINB1	0.571
ZNF642	0.74925
IGFBP1	-8.257
SLC1A1	-1.1765
DHX57	-0.333
ZNF766	0.618
PTPN21	-1.15811111111111
GDPD3	-1.78283333333333
PNPLA5	-0.027
TBR1	0.5695
FAM116A	0.09725
IQGAP1	0.303
FOS	0.481
ZNF226	0.07625
FIGNL1	-0.483666666666667
C14orf1	-0.487833333333333
ZMYND17	0.046
PUS7	-1.1675
TUBB6	-1.2465
KCNQ2	-1.29925
MARCH6	0.15825
CCDC33	0.0525
PRODH	-1.09475
RBM11	0.30625
EPHA6	-0.103666666666667
SLC43A1	-0.6285
LOC196541	0.70325
NTN1	1.39025
ING4	0.70175
PCDHB10	-0.61275
DPH2	-0.6595
SPACA4	0.617
FBXL21	-5.1795
DIAPH1	-0.417833333333333
ZNF71	0.347333333333333
CEP76	-0.4085
CORO1A	1.829
RRM2	-1.3885
EDG4	1.17625
OS9	0.144333333333333
SLC4A1AP	-0.0485
COG5	0.06425
COPS8	-0.17725
NGLY1	-0.061
NCBP2	-0.39825
C17orf42	0.536
GPSM3	1.59525
SIL1	0.4565
ASB6	-0.328
SMAD5OS	-0.137166666666667
UNC93A	-3.348125
A1BG	0.322
C21orf62	0.55625
FMO5	-1.8845
ATRIP	0.0626666666666667
CEBPG	0.281
C7orf38	0.0795
TNFRSF1B	2.04216666666667
CLEC1A	2.54366666666667
IQSEC1	1.004125
PATZ1	1.0027
RBM22	0.690625
BAG2	-1.8325
PAQR5	-1.74033333333333
C9orf127	0.5463
THNSL1	-0.32475
SHROOM3	2.2913
JAM2	0.845
SNRPN	-1.476
ALX4	-0.297
CACNA1S	-0.0805
FAM130A1	0.9475
CORIN	1.375
CD300LB	1.0295
PLEKHG6	0.7315
LRRC40	-0.57725
PCLKC	-1.672
PCDHB16	0.9575
WNT2B	0.985333333333333
ASNS	-1.935
MRPL49	-0.274375
FLJ46111	-1.418
ISG20	2.4385
SMU1	-0.134833333333333
CASZ1	-0.2685
POLR1D	-0.612166666666667
GIN1	-0.0715
SNAG1	0.165166666666667
ANKRD29	-0.28775
CDKN2AIP	0.453
KRR1	0.2315
CXCL1	-1.757
EPM2A	-0.1522
PC	-0.774833333333333
DEFB127	1.423
PDZRN4	2.25933333333333
FAH	-0.59625
OR51E1	1.933
CDC2L6	0.3975
DNTTIP1	-0.195
PAX8	-0.4625
TMEM116	-0.095
C1orf150	-0.478
PRO2012	0.140333333333333
MRPL40	-0.4675
BEX1	-4.4222
SLC2A4	-1.15333333333333
PKMYT1	-1.19075
FEZF2	-0.457833333333333
SLC26A9	0.2495
MAP2	-0.752416666666667
LYL1	-0.36725
SLC25A19	-0.0321666666666667
NOS3	-0.2195
ZNF34	1.475
TMPRSS11F	-1.2
FAM43A	-0.1945
FCRL4	5.11833333333333
KLF14	0.01
FLRT2	0.177666666666667
WRN	-0.99125
SDF2	0.6864
KRT8P12	-1.10325
C6orf195	-1.178
C9orf125	-3.02766666666667
DZIP3	0.14175
RIT1	0.828666666666666
SCML1	-1.04666666666667
RHBDF2	0.949875
OR2G3	0.759
REXO1L1	-0.706
MAP3K7IP3	0.04175
C3orf57	-2.1705
FBXW11	-0.244166666666667
ETAA1	-0.44925
C14orf131	0.0517
AKT1S1	-0.47925
SLC12A5	-0.6445
C9orf164	2.23175
NRIP3	0.814875
NOS1AP	-0.9005
TMEM121	-0.259
SAP30BP	0.3246
DGCR6	0.46025
WDR76	-1.08275
FAM82B	-0.0310833333333333
LOC606495	-0.0105
MAP9	0.498583333333333
BCDIN3D	0.62325
CXorf36	3.254
DSCR3	-0.2438
ZFAND3	0.146875
C7orf43	0.88
SPSB3	0.4395
C19orf19	-0.00375
FAM133A	-3.429375
C12orf25	0.333
SLC39A3	-0.665625
DISP2	-0.62425
PI4KAP2	-1.68
MKRN3	-2.8
ADAMTS13	-0.661625
CBLN3	0.3763
TTYH1	-1.85166666666667
C3orf18	0.38375
FLJ13236	-0.89225
ZMYND12	3.943
C18orf25	0.50975
GLB1L3	-1.589
ATP13A5	0.2065
RANBP10	-0.3105
CD96	1.7703
DENND1C	2.7685
RBMS3	0.0235
SLC41A3	-0.0226666666666667
DGCR6L	0.28875
TMEM128	0.700833333333333
CSNK1G3	-0.181285714285714
MOBKL2C	1.197375
TSPAN6	-0.0895
MATN2	0.838
MSL2L1	-0.492666666666667
ST6GALNAC2	-0.364166666666667
FGFBP2	0.767875
FGL1	-6.53016666666667
MPP3	-0.601833333333333
ARHGEF6	1.989
TGFBR2	1.310125
ACMSD	-0.22425
IL33	4.69225
C9orf5	-0.56025
DEAF1	-0.4713
AMN	-0.5255
DEFA6	0.185875
RNF212	-0.472
METT5D1	-0.2295
CIB1	0.2994
TSSK1B	0.237333333333333
KIAA1727	1.17675
ZNF680	0.232666666666667
LOC399900	-1.192
LOC152217	-0.56725
CTNNAL1	-2.8045
CIT	-1.75908333333333
TLE6	-0.779
ZNF607	-0.48475
HERC4	-0.347833333333333
DRAP1	0.2115
PEMT	0.30575
C10orf111	-0.3105
ZNF575	1.00175
KCTD7	0.21775
MYO1F	2.115625
LOC285382	-0.865
RAB11A	-0.0332
PLCD3	-0.854
C15orf28	-0.265
PTBP2	-0.247
CTB-1048E9.5	0.267
C19orf60	0.371166666666667
C7orf25	0.520833333333333
SETD7	0.052625
HOXB9	-4.3455
VANGL1	-1.7086875
CHAF1B	-1.11275
NDUFA3	1.221
KIAA1328	-0.187333333333333
SHARPIN	0.664375
TTC23	-0.179
UGP2	0.483333333333333
ANKIB1	0.3068
CIRBP	0.424
SEC14L4	-2.95
OVCH1	0.1405
VPS52	-0.12425
FAT	-1.756
M6PRBP1	-0.0875
GPRIN3	1.9125
PPM1F	-0.241166666666667
TSR1	-0.234
CCDC85A	1.8645
PCSK5	0.9205
ZFHX3	0.07
HEMK1	-0.449
PGBD2	0.29975
RSRC2	0.0246666666666667
AURKC	-0.7845
SCRIB	1.145
ORM2	-4.28533333333333
FAM115A	-0.0482
FZD6	-1.65525
UNC119	0.737666666666667
GPX3	-0.0931
NOV	-0.401875
CABC1	0.493125
CDC42SE2	1.325375
EIF2S2	-0.6238
RNF130	1.0705
CKAP5	-0.909833333333333
RP11-413M3.2	0.735375
C10orf18	1.0877
TMEM93	0.277
DYX1C1	1.02675
KCNMB2	-1.544
ANK3	-0.0183333333333333
KRT5	-1.6566
CDH12	-2.23483333333333
QRSL1	0.070875
JUB	-0.93225
SHC4	-2.322
CCL15	2.09016666666667
CCDC22	-0.02525
SNX24	0.28325
RARS	-1.0485
MORC2	0.41225
FAM48A	0.0025
MT1H	-0.28
PPP1R14C	-3.92066666666667
FOXD1	-2.44271428571429
C1orf213	-2.154
AMT	-1.0088
DSN1	-1.064
PTPLAD2	2.70425
DIS3L	-0.769
RASL11A	-0.1935
GPRC5B	-0.26925
FRMD7	-0.4855
STRN4	0.88625
KITLG	2.65663636363636
HDGF	-0.698
OR1S1	0.915
SETX	0.5038
DDR2	0.37175
KCTD12	2.75475
LYZL2	-0.459
WDR52	-0.4185
TMEM2	-0.217125
ZNF579	0.4845
LOC200810	-0.16475
TNFSF9	-1.7785
PPFIA4	-1.998
CNIH3	-0.476333333333333
MAP4K4	-0.596857142857143
ROD1	0.286642857142857
ALS2CR12	-0.399833333333333
DOCK3	-1.10233333333333
PAQR9	-4.96675
ASB17	-0.586
STX16	-0.957125
FEZ2	-0.497
DLAT	-0.628333333333333
KIF21B	-0.141166666666667
CDC5L	-0.321
TMEM119	3.15633333333333
CRIP3	0.01825
TPSD1	0.66
TEPP	-0.12275
GNGT2	2.008
C21orf121	0.025
WNK1	-0.420333333333333
FLJ10490	0.5711
OR51B5	-2.7265
LOC203547	-0.430625
HAS1	1.979
PPA1	0.504
ST7	-0.4915
C11orf46	0.6221
POPDC3	-3.06983333333333
ACOX2	-1.0535
ATCAY	-0.8045
TM4SF19	-2.03175
MFSD9	-0.398666666666667
PDHB	0.2065
ERN1	0.2685
LCE3C	0.445
GPR111	-1.2965
NOTCH3	1.45316666666667
ADAMTS5	2.07075
B3GALT1	-1.2145
UGCGL1	-0.378833333333333
FAM58A	0.187666666666667
FBXO32	2.96225
CLPP	0.5925
NXPH1	2.16325
MTMR3	0.978166666666667
ATP1B3	-1.40825
TMEM16A	3.594875
HIST1H3F	-0.459333333333333
TRIM25	0.291166666666667
SDCBP2	0.2945
CRKL	-0.70925
HOXB2	-0.624166666666667
ANP32B	-0.761
GATM	2.469
AP4E1	-0.1035
EDG5	0.7225
CDKN3	-1.73833333333333
CDH4	-2.18275
PGD	-0.740333333333333
RND1	0.932
GAD1	-3.55955555555556
MPG	0.018
LOC440350	-0.4585
ZNF133	-0.13
SERPINB12	0.502
AMELY	-0.142833333333333
DHX36	-0.1635
TNFAIP8L2	3.62466666666667
PHTF2	0.0381666666666667
CCDC112	-0.267333333333333
IQCC	-1.06475
HEYL	2.29783333333333
FTSJ2	-0.678333333333333
APPL1	0.30425
RAB43	0.502428571428571
OR10G2	-0.6205
WAC	0.234833333333333
ADCY9	0.34325
RUNDC2B	1.24816666666667
PYCRL	0.7098
AGPAT7	-0.2005
SLC22A9	-2.1402
CDKAL1	0.1075
PDYN	-0.807333333333333
C20orf74	-0.951
MTMR11	0.9205
VAV3	3.88966666666667
DAPL1	0.603
STXBP3	0.4415
EIF3G	0.6755
ARHGAP22	0.0045
NPFFR1	0.502
NPC1	-0.171
ALDH9A1	1.2945
ZNF600	0.93725
ZNF678	0.528
RASSF1	0.00549999999999999
ADD2	-2.297
PITPNB	0.208875
PKD2L2	0.4195
LRP11	-0.45175
CDKL1	0.292
SMEK2	0.73525
PRODH2	-3.26383333333333
C11orf54	0.0965
SFRS11	-0.6105
IL7	1.7505
ALS2CR16	0.09175
BTG3	-1.88616666666667
PAK2	-0.276111111111111
RP11-679B17.1	-0.76825
GATA4	0.750666666666667
ATP2B1	-0.608
LOC130940	1.2155
C1orf172	2.10433333333333
ATF7IP2	0.06125
SLC25A43	0.0141666666666667
CENTG3	-0.23375
IGF2BP1	-4.4149
FCHSD1	0.221
CAMK2N2	0.822833333333333
ELAVL3	-0.6076
NBPF15	-0.282333333333333
UBE2J2	0.1085
GNL2	-1.15475
PRR3	-0.5537
NLF2	0.648
OR4F6	0.572
KLHL24	1.26833333333333
CCDC88A	-0.3694
SGPP1	0.248
C10orf11	0.975
SLC35B4	-1.23483333333333
UGT3A2	-1.0795
ARNT2	1.1397
CBR1	0.00775
ITPR3	-0.753
TRAPPC6B	-0.1881
AMZ1	1.278
ARP11	1.18425
WDSUB1	0.3565
APBA1	0.0463333333333333
RAB2A	1.154
C6orf162	-0.071875
HPSE2	1.308
PLCE1	-1.7065
INSL3	1.73
DLG1	-0.3938
PTPLA	-3.3445
PIGX	-0.967875
TFIP11	0.255
FIBIN	2.801
POLR2G	-0.25775
GRAP2	0.2682
DNAJB8	0.44225
CNBP	0.00283333333333333
WASF1	-0.64425
INPP5E	-0.7047
HSPB1	-0.3850625
TMEM167	-0.2952
CUBN	0.91025
IGF1	3.8600625
ITPK1	-0.3745
NAALAD2	-2.24775
G3BP1	0.0361
NT5DC1	-0.346875
CYP39A1	-0.7785
TMEM139	0.551833333333333
POLK	0.262444444444444
GLULD1	-1.88125
RBM15	-0.86
AMZ2	0.30875
GDF15	-2.369
MESDC2	-0.36275
INCA	2.7475
ACY1L2	-1.483
GZMM	1.99216666666667
PAIP1	0.38425
CACNA2D1	-0.409
STK32C	0.347833333333333
SH3BP4	0.758833333333333
DEC1	-0.6035
PADI1	-0.092
UBB	0.74
PON3	0.603333333333333
PROP1	0.46
ANKRD13B	0.294
ADCK1	-0.365
TCF25	-0.1675
SLC38A5	-1.203
CXorf26	-0.0371666666666667
C19orf39	0.76825
PPP1R13B	0.37625
ARL2	-0.86
TCL6	0.438583333333333
TOP3A	-0.074
SLC16A14	1.061625
FXYD6	1.73566666666667
HIST1H4E	-1.9405
BBC3	0.428315789473684
UNC5A	0.495833333333333
FAM86C	-0.5732
PI4KB	0.76675
B3GAT1	-1.384
SUSD2	1.749
OAZ2	-0.4535
NOC4L	-0.1895
C10orf12	0.08625
FADS1	-2.78666666666667
LOC144097	-0.425
DKK2	2.56716666666667
KIAA1949	1.57475
RHOT1	0.7517
OXT	1.4145
GPR153	0.6885
ARL4A	-1.28366666666667
SAAL1	-1.50775
CCDC64	0.466
USE1	0.387833333333333
HNMT	0.839
PCGF3	0.2613125
CYP2C19	-0.753
C20orf4	0.4685
CCDC11	0.8595
ACSBG2	-0.41675
RWDD2A	0.51975
PALLD	2.73625
CPLX4	-0.482
LOC492311	1.01425
KPNA2	-1.2935
MACROD1	-0.1646
TMCO3	-0.275333333333333
C15orf52	-1.08333333333333
BIRC5	-1.84286666666667
PRR16	-0.00266666666666667
FAM63B	-0.531125
KATNB1	-0.9465
WNT8B	-0.24
CPLX3	0.3645
GHR	0.11275
CCDC124	-0.03875
BCLAF1	-0.22875
GOLGA3	0.0703
