Hybridization REF	TCGA-BH-A0C1-01B-11R-A12D-07
ZFP106	-0.37375
ZNF347	0.7832
GTF2E1	-0.35825
RY1	0.00283333333333333
ATAD2B	0.506125
ARHGAP17	-0.0993
KCNIP3	-1.03675
SFPQ	-0.00787499999999999
GFRA4	0.6985
AKR1B10	-3.51625
TIGD6	1.61633333333333
RGS16	2.094375
URB1	-0.6505
OR4C46	-0.2795
TOP3B	-0.7835
NFATC4	1.062
CA14	-3.321
BMPR1A	0.514833333333333
SNRP70	-0.193375
PRL	-1.13581818181818
C6orf130	-0.83575
STAG2	0.247
CD55	-0.965571428571429
RPS23	1.05583333333333
SSX2	-2.15616666666667
FDPSL2A	-0.1835
FBXO27	-0.443125
SYNGR3	-1.53783333333333
TMSL3	1.20475
EML1	-0.779
NUP93	-1.0525
SMAD3	-0.5204
KIAA1189	1.3955
HNRPUL2	0.153666666666667
TBC1D12	1.059
C16orf24	1.07525
MRVI1	1.32033333333333
ZNF581	-0.0453333333333333
ELOVL3	-1.286
OR51Q1	0.46875
CACNB3	1.32266666666667
GALNT13	-1.065
C10orf84	0.8305
NEDD4	-0.4512
SPO11	2.853
OR5AU1	0.523
NEK4	0.235142857142857
PRKAR2A	-0.324666666666667
IHPK1	-0.2635
ATP6V0B	-0.017625
CACNA1E	1.085
CEACAM8	0.87075
PEX14	-0.3965
FLJ12993	1.5625
ZBTB38	-0.11425
PCTK2	0.626666666666667
LRRC16	1.4504
FBLIM1	1.24183333333333
FYCO1	1.079
RP5-1022P6.2	0.438083333333333
CMTM1	0.00866666666666666
PLTP	0.892
RAPH1	0.267375
DOCK8	2.222375
EZH2	-1.07646666666667
SLC25A1	-0.5685
PLEKHB1	-0.1562
GRB7	0.9601
ZFP37	0.6035
MRPL33	-0.362
PELO	-0.594
ARMC1	-0.424363636363636
C9orf27	0.204571428571429
FLJ25778	0.3225
C9orf37	-1.2075
TMEM66	0.89675
SPRN	0.733875
HBEGF	0.970375
PI4KA	-0.987
LEPRE1	-0.4615
POU2AF1	-2.775375
MRPL12	-1.1485
REP15	0.0185
ZC3H3	1.121
RASAL1	-1.2985
DDAH1	0.993
ACBD5	0.0865
TMC2	0.2465
CCDC137	-1.5995
SAMD13	0.577666666666667
UGT2B15	1.4045
TIPARP	0.2305
DNASE1L3	1.64925
TRIM72	0.0998333333333332
DBX2	1.84825
IPO8	0.0685
C21orf88	0.724
MAP3K14	0.10125
LOC51233	0.428666666666667
GGTLA4	0.9695
PDE6D	0.21925
ZNF117	0.6785
CLK2	0.058875
NKRF	-0.3345
TNFSF15	2.5323
DUSP2	1.464125
SECISBP2	-0.402
GABRR2	-1.972
PPAP2C	1.99225
LOC51145	-0.174333333333333
PAG1	0.190375
PIK3C3	0.46825
GNG10	-0.167
APOL4	0.385833333333333
ANKRD28	-0.698125
STMN3	-0.6673
RAB14	1.037
CDK2AP2	-0.03975
HDDC3	-0.78325
COMMD7	0.59775
CXXC1	-0.32775
HMCN1	0.843333333333333
CD40	0.47925
DYNC1LI2	-0.1838125
GDI1	0.4835
LOC646938	0.13225
VSNL1	-0.586
PIH1D1	0.00666666666666666
RAET1G	-1.1815
KRTAP5-9	-0.192
EFTUD2	-1.2105
ZNF311	-0.324833333333333
ATP6V1G3	-1.3705
OR2W3	0.196
SCN4A	0.24825
MED10	-1.262
FAM135A	-0.7069
ARHGAP4	-0.964
EHMT2	-0.351125
UFD1L	-0.217
ERMP1	0.80225
MAG1	-2.13766666666667
THAP8	0.389833333333333
HACE1	-0.376833333333333
FAM82C	-0.0213333333333333
C3orf20	0.8925
UNC84A	-0.5615
SCD5	-0.398928571428571
LASS6	1.783375
LSG1	-0.252083333333333
MAL	-4.8205
GPR22	-0.0235
WDR5B	0.53225
ACTRT1	0.645
C17orf60	0.297333333333333
GRIN2C	0.0965000000000001
ARMC8	-0.527416666666667
SLC47A1	-2.629
DMPK	0.20575
DHRS13	-1.44616666666667
SMC1A	-0.6495
KRTAP17-1	0.147
SMYD5	-0.07925
TUSC2	0.131375
CRHR2	0.566
KIR3DL2	0.538
CCDC104	0.49675
ATP2C1	0.928875
CROT	1.86525
PABPC3	0.0306666666666667
EGR1	2.5625
THSD1	0.59375
KHK	-1.52725
SLC12A2	2.2305
CD58	-1.0875
STOX2	-1.27966666666667
CCDC76	-1.1775
CCDC48	5.25925
DNAH1	-0.173833333333333
ZIC4	-0.240714285714286
OR1G1	-0.4105
PSMC6	-0.671833333333333
PROKR1	0.076
ABCB1	-0.125125
TRAT1	0.6665
LLGL1	0.1055
MTF1	0.53325
USP54	0.668875
PAGE2B	-3.0685
ITGB7	-3.422
CCDC81	-0.499
LOC149837	-0.000749999999999994
SCUBE1	1.3755
ZSCAN10	1.1835
HUWE1	0.0112142857142857
CDH17	0.4955
CD180	0.55425
IL17A	-0.476
TMPO	-1.19625
KIAA1524	-1.98083333333333
HDGFRP3	-0.509333333333333
OXCT1	-1.09772727272727
RRAS2	-1.01683333333333
LTBP2	2.3741875
SV2B	1.49933333333333
CYP2A6	0.93525
PKD1L2	-1.2124
PPM1M	0.5755
FLJ22662	0.354333333333333
ZNF502	1.37775
GP6	-0.573
CRYBA2	-1.30725
LEF1	-1.5704
CTPS	-1.38342857142857
EYA1	-2.523
EPS8L1	1.8585
MAPK14	-0.28025
SERPINB2	-5.26025
GTF2F2	-0.0671666666666667
ZNHIT4	0.4665
PLA1A	-0.07475
C20orf114	2.97475
HPR	-4.724
C18orf2	-4.24666666666667
SATB2	-1.90075
KCNJ9	-0.20375
MGC157906	0.4465
MOCS3	0.40025
C17orf71	-0.8305
PPHLN1	0.0773
HIST1H2BN	-1.10425
RAPGEF1	-0.993125
MAP3K8	-0.0045
DLG4	0.1775
STC1	-0.290083333333333
CDGAP	1.65575
DDX26B	-1.7595
LOC150223	-1.54275
CPSF3	-0.441166666666667
TMEM14A	0.23225
MYH3	-2.1765
GPKOW	-0.03875
SULT1A1	-0.881833333333333
SPON1	4.1951
YY1AP1	1.09883333333333
RAB23	0.52625
PLA2G4A	-3.573
MAPRE3	-0.17575
ZNF516	1.24164285714286
GGPS1	1.75575
EXOC3L2	-0.25425
C19orf42	0.6405
MAP2K2	-0.402166666666667
HIST1H2BB	-0.8385
RNF19B	1.24366666666667
C6orf128	0.546833333333333
TLR8	3.54725
PCDHA9	0.924
CARS2	0.3755
CLUL1	3.4555
RHAG	-4.1775
UNK	-0.406
EXOC8	1.2871
C9orf95	0.5345
C14orf143	0.868666666666666
MAML3	0.415375
LDHA	-2.3855
MRPL20	-0.485125
KLHDC6	0.535833333333333
ATP5S	-0.0873333333333333
C8orf55	0.19175
PHF19	-2.395625
KRTAP13-4	0.3965
TTC5	-0.694
XKR5	-1.07175
SILV	-4.13883333333333
TEX28	-0.5545
TCTN1	0.2075
CX40.1	-0.10225
PPP2R5C	-0.034375
C12orf30	-1.64433333333333
CAPG	2.52075
MPZL1	1.60115
ARSB	-1.10683333333333
TDH	-2.365
WASF4	0.32675
TSSK3	-1.1925
7A5	1.715
CRISPLD1	0.9655
MAD1L1	-0.368833333333333
SPIN4	0.104833333333333
AMPD1	1.007
DPYSL5	0.1995
INPP1	0.146666666666667
ANKRD11	-0.812666666666667
NPAS4	-0.220714285714286
GCET2	0.7015
RNASE9	0.0515
GUCY2D	0.248333333333333
CCDC98	0.197
FGF4	-0.459125
CPM	-0.586
SLC26A4	-0.983666666666667
PLD5	0.20825
FAM59A	1.8671
FBXO5	-1.40966666666667
SIPA1L1	-0.0615
DPYS	1.1295
ATG4D	-0.357
TGM3	2.634
MTCH1	-0.445875
HK1	0.147
CDC26	-0.27825
GALNT12	-2.7855
LOC339229	-0.7235
MRPL35	0.130875
ORC4L	0.399625
TNKS	0.0457857142857143
C2orf24	0.413
ZNF553	0.643333333333333
GGTLA1	3.0311
ZNF497	-0.06675
CDY1B	-0.576666666666667
SLC30A4	-0.149
TUB	-0.97375
ARHGEF18	0.61375
ARRB1	-0.29625
KCNK1	0.624125
EREG	-3.8516
SCAMP5	-0.23975
RUNDC3B	2.14725
ADAMTS20	-0.243
IL17RB	0.98325
FLJ20323	-0.49975
MCAM	-0.316875
POLR3E	-1.57383333333333
AQR	-0.155166666666667
IPMK	0.484
CDCA7	-3.098125
CAMP	4.76125
GRHL3	1.3345
ADAMTSL2	1.16166666666667
CLMN	1.7815
SSTR3	0.5825
MAGEA5	-2.453
OVOL2	3.98725
JMJD1B	0.8655
RBL2	-0.3031
PYGO2	1.21775
PPP1R10	0.207166666666667
CSE1L	-0.910666666666667
LCA5	1.60675
RDH16	-0.51625
ASRGL1	0.226125
TOM1	0.8405
PTX3	-3.84225
TTC15	0.614
SCGB3A1	2.74183333333333
MRPL50	-1.03875
RCAN3	0.516625
SLC26A11	0.33825
STYX	-0.0341666666666666
CINP	-0.17775
MARCH7	0.67
PFKM	-0.368333333333333
SGMS1	0.625833333333333
RIOK3	0.3285
C1orf110	-0.911
CES7	-0.07075
LOC440248	-2.8105
PPP1R12C	-0.44225
C10orf27	0.3945
ATG9A	-0.7285
MRPS26	0.165375
TMEM40	-0.649
ELP3	0.2748
ZNF787	0.6766
HIAT1	0.261625
C8orf34	1.0195
MGC4655	-0.1151
PELI1	1.29466666666667
PPT1	-0.1952
SLC35C2	-0.361333333333333
C6orf125	-0.96925
MUC4	-1.499
RFC4	-2.00985714285714
GNB2	0.1055
NUP50	-0.239
SULT4A1	-1.6265
C7	4.014
CCDC130	0.212666666666667
ARRDC4	-1.09075
RQCD1	-0.8615
GLYCTK	-0.4405
AYTL2	-0.264909090909091
MTUS1	1.947
LEMD3	0.132166666666667
PLEKHF2	1.67125
HOXA7	-0.202125
GTF3C2	-1.208
DYNLRB2	1.716
CNOT10	-0.178
MR1	0.245
FFAR1	-0.38675
PRIC285	0.33275
SLITRK6	4.7575
LIX1	-2.8809
UBE1L2	-0.564833333333333
F8	0.708
ACHE	0.482
KPNA5	-0.0625
TNFRSF12A	-0.579333333333333
EGR3	4.1065
SERPIND1	-3.90583333333333
OASL	0.8865
IFRD1	-1.728125
WDFY1	0.7375
ZNF267	0.70075
ACCN5	-0.039
ZBTB6	-0.3805
PPP1R3A	0.3485
PRRT3	1.65125
FBXL19	-0.5815
TXNIP	1.44864285714286
ACTN2	0.46075
ATG9B	-0.67475
C9orf117	0.511125
IL27	0.158
RPL36AL	-0.504166666666667
KLK15	0.0586666666666667
CHAD	2.327
RAP2B	-0.1664
HEBP2	1.7485
ZNF342	1.0345
CAMK2G	-0.451333333333333
TLR3	1.811
FGF14	-0.08625
HMGB2	-1.93671428571429
TRPM5	-0.33
OR5M11	0.294
KIF3B	0.585052631578947
PRICKLE2	1.399
MTMR9	0.535
C3orf27	0.28625
GLRA3	-0.0645
NSDHL	-0.283166666666667
TMEM32	-0.09275
POLR2D	-0.850833333333333
MYADML	0.27
C9orf114	-0.22775
MRGPRX1	0.5125
TOPORS	0.44375
CLDN19	-0.57
C1QL4	-0.175
RNF165	1.255
DHRS9	0.2445
DNAH2	-0.0843333333333333
FXR1	-1.00783333333333
ZMYM3	-0.39425
CASP3	-0.0278333333333333
FAM120C	-0.838125
SCLY	-0.6985
CA7	0.4885
ENTPD5	0.305
ZNF461	0.199125
PDIA5	0.143
C1orf19	0.520166666666667
TMEM67	-0.01175
KCTD20	-0.47125
WDR47	0.687
FLJ38723	0.027
KLRF1	1.244
TAS2R16	0.4225
CLDN12	1.2955
PRKCE	0.241
UBXD4	-0.657
ITGAM	2.9595
GLT8D3	0.17525
WDR31	-0.0619
RGS2	1.265
OR51L1	0.241
MST1R	0.218
KIAA1737	1.1505
OR4A5	1.1255
GLIS1	-1.106
PTMA	0.810214285714286
NAPA	2.00525
PRDM11	-0.318
LIPF	0.021
DIRAS3	0.386
ASGR2	-4.044625
C1QTNF4	1.23975
PIK3R4	-0.076
ARMC3	4.82225
NDUFV3	-0.177416666666667
BTBD3	0.337833333333333
PPP1R2	0.28325
UBE2NL	-0.4425
FOSL2	0.941928571428571
FAM119A	-0.6405
TUBA4A	-0.972
KRTAP12-1	-0.03175
SFRS2	-0.4235
RHPN1	-0.1772
EEF2	-0.37
ZDHHC11	-2.906
EPHA3	-1.0574
RBM12	-0.3915
H2AFJ	-0.0810833333333333
EDIL3	2.654
KIF26A	-1.48325
SERGEF	1.03
B3GALT4	1.91175
LOC90925	0.505
OSCAR	-0.00725000000000002
NPFF	-0.746375
DEDD	0.85
TMEM155	-0.638375
PTPN1	-0.03225
SCYL2	0.0388333333333333
SKAP1	2.0975
LEAP2	-2.876
GADD45G	1.9095
IFITM3	0.9515
PILRB	-1.31466666666667
SLU7	0.3076875
DSC3	-0.2565
DNMT3L	-1.57675
PAPD5	0.043875
B3GNT3	-1.587
LHCGR	0.2835
MSL-1	-0.521
UBE2S	-1.5415
SAP130	-0.1355
ANAPC11	-0.41525
MAGED4B	-1.919
ATP6V1B2	0.424166666666667
C14orf179	0.63675
CAPZA1	-0.26775
CDYL2	-0.387166666666667
GLRX3	-0.5645
LOC136288	-1.6695
MOBKL1A	-0.20125
HTR2B	3.41925
CRYGD	-0.0633333333333333
NUS1	-0.3705
PGRMC1	1.184
MYOM2	0.12925
FLJ39653	-1.18416666666667
CHM	0.4459
OR5M8	0.157
ZNF619	0.589
FAM105A	2.3105
CCNL1	-1.066
NAP1L3	0.929
C10orf57	1.84516666666667
B3GALNT1	1.01916666666667
CSN1S2A	0.105
TCP10L	-0.48625
GDAP2	0.70425
DMKN	-0.4155
COX6B1	0.4315
DNASE2	0.416
MSH5	-2.1545
LGMN	-0.482
USP31	-0.4387
OR13C8	0.422
SDCBP	-0.0126
NUDT11	-2.08433333333333
PYGL	-1.143
SNPH	-0.509833333333333
B3GNT4	0.1295
MIZF	-0.7866
NUBPL	-0.249125
NOD1	-0.4255
CDH22	1.340125
NUBP1	-0.207166666666667
DSCAM	-3.323
DGKI	1.0885
FAM136A	-1.046
AKAP1	-0.3395
SLC16A6	-0.3755
RIN3	0.46625
PSG2	-0.29475
DIP2B	0.368083333333333
PSORS1C1	0.385
KIAA0495	-0.2065
FLJ90709	-0.088
LPA	-0.199166666666667
PIGA	0.526666666666667
LY75	2.86433333333333
UTS2	-6.15533333333333
RREB1	0.301625
GALNACT-2	0.6958
MGC3196	-0.72375
FLJ31568	-0.01675
LPHN1	0.708375
SP1	1.1095
TOX4	0.066
HSPA9	0.3622
APOBEC1	-1.964
SLC35E4	-1.23125
LSM5	-0.76625
SURF1	-0.195
ZBTB1	0.217083333333333
GTF2F1	0.157375
RPS15A	-0.363642857142857
DUSP21	-0.8282
GINS4	-2.9935
MYO15A	-0.358666666666667
GIMAP7	3.835
MGC13379	0.82825
ATP6V1E2	-1.56916666666667
UTP3	0.307
HNRPA3	-0.491625
MT4	-1.3875
C14orf155	-0.15675
U1SNRNPBP	-0.28625
CKLF	-0.9425
PLEKHN1	-0.602
MBNL1	-0.0345833333333333
NUP160	-1.5325
ACSM2A	-1.43
LOC129881	1.08475
KIAA1529	-0.62875
FLJ22639	-2.2395
HAND1	-1.172
GSX1	0.4615
FGA	-4.87686666666667
SERPINB1	-0.27125
ZNF642	0.2955
IGFBP1	-7.422125
SLC1A1	3.9965
DHX57	0.24775
ZNF766	1.474
PTPN21	0.0336
GDPD3	-3.04633333333333
PNPLA5	-0.143
TBR1	1.01766666666667
FAM116A	0.3155
IQGAP1	1.227375
FOS	0.330875
ZNF226	-0.023875
FIGNL1	-0.103833333333333
C14orf1	0.0328333333333333
ZMYND17	-1.917
PUS7	-0.622333333333333
TUBB6	-1.22925
KCNQ2	-1.409
MARCH6	-0.0514166666666667
CCDC33	0.5875
PRODH	1.52025
RBM11	1.713
EPHA6	0.0628571428571428
SLC43A1	0.41575
LOC196541	-0.0715
NTN1	1.37554545454545
ING4	0.42275
PCDHB10	2.22525
DPH2	-1.22
SPACA4	-0.0885
FBXL21	-4.98
DIAPH1	-0.696833333333333
ZNF71	0.786833333333333
CEP76	-0.3945
CORO1A	-0.619
RRM2	-1.96375
EDG4	0.35775
OS9	0.875
SLC4A1AP	0.0775
COG5	0.269
COPS8	0.00525
NGLY1	-1.31725
NCBP2	0.219125
C17orf42	-0.762666666666667
GPSM3	1.171
SIL1	0.374166666666667
ASB6	-0.657
SMAD5OS	-0.585333333333333
UNC93A	-3.456
A1BG	0.284333333333333
C21orf62	0.79575
FMO5	-0.417916666666667
ATRIP	0.405666666666667
CEBPG	-0.4305
C7orf38	0.407
TNFRSF1B	1.00566666666667
CLEC1A	2.98283333333333
IQSEC1	-0.0845
PATZ1	1.2202
RBM22	1.518375
BAG2	-1.94433333333333
PAQR5	-2.94383333333333
C9orf127	0.6809
THNSL1	0.02325
SHROOM3	3.202
JAM2	1.28675
SNRPN	-3.40125
ALX4	-0.03
CACNA1S	0.225
FAM130A1	1.87475
CORIN	2.8325
CD300LB	0.2555
PLEKHG6	1.0765
LRRC40	-0.7665
PCLKC	-1.025
PCDHB16	1.88716666666667
WNT2B	0.1065
ASNS	-2.78455555555556
MRPL49	-0.46075
FLJ46111	-0.0495
ISG20	-0.5445
SMU1	-0.176666666666667
CASZ1	0.709
POLR1D	-0.92125
GIN1	-0.22825
SNAG1	0.333333333333333
ANKRD29	-1.06925
CDKN2AIP	0.029
KRR1	-0.7945
CXCL1	-2.08183333333333
EPM2A	0.045
PC	-0.0956666666666667
DEFB127	0.1745
PDZRN4	1.373
FAH	0.237625
OR51E1	0.958
CDC2L6	0.926
DNTTIP1	-0.579
PAX8	-0.0585
TMEM116	-1.18675
C1orf150	-1.1885
PRO2012	0.7015
MRPL40	-1.18216666666667
BEX1	-3.4563
SLC2A4	-1.35516666666667
PKMYT1	-0.95425
FEZF2	-0.0538
SLC26A9	-1.82675
MAP2	0.0479166666666667
LYL1	-1.1985
SLC25A19	-1.59583333333333
NOS3	-0.3335
ZNF34	-0.0295
TMPRSS11F	-0.913
FAM43A	-0.38075
FCRL4	-0.2805
KLF14	-1.1145
FLRT2	0.429
WRN	-0.764
SDF2	-0.1503
KRT8P12	-0.21725
C6orf195	-0.323
C9orf125	-1.33516666666667
DZIP3	-0.3785
RIT1	0.659583333333333
SCML1	-0.562
RHBDF2	-0.2915
OR2G3	0.3825
REXO1L1	-0.02
MAP3K7IP3	0.047
C3orf57	-4.264
FBXW11	-0.847833333333333
ETAA1	-0.40725
C14orf131	-0.6397
AKT1S1	0.2535
SLC12A5	-1.282625
C9orf164	0.961
NRIP3	-0.118875
NOS1AP	-0.034
TMEM121	0.8415
SAP30BP	-0.558
DGCR6	0.3455
WDR76	-1.44325
FAM82B	-0.77225
LOC606495	-0.556
MAP9	2.48
BCDIN3D	1.17275
CXorf36	3.79233333333333
DSCR3	-0.3542
ZFAND3	0.510375
C7orf43	0.223
SPSB3	0.1039
C19orf19	0.45075
FAM133A	-1.599375
C12orf25	0.2355
SLC39A3	0.156875
DISP2	1.2585
PI4KAP2	-2.2375
MKRN3	-2.54733333333333
ADAMTS13	-0.479625
CBLN3	0.2716
TTYH1	-1.93666666666667
C3orf18	-0.33725
FLJ13236	1.397
ZMYND12	3.04175
C18orf25	0.5725
GLB1L3	-1.0335
ATP13A5	1.495
RANBP10	-0.348
CD96	0.2697
DENND1C	0.2915
RBMS3	0.363
SLC41A3	-0.0106666666666667
DGCR6L	0.35775
TMEM128	0.3865
CSNK1G3	0.707928571428571
MOBKL2C	0.1965
TSPAN6	1.5085
MATN2	0.4919
MSL2L1	-0.634833333333333
ST6GALNAC2	0.939666666666667
FGFBP2	0.344875
FGL1	-6.28033333333333
MPP3	-0.0773333333333333
ARHGEF6	1.152
TGFBR2	0.622125
ACMSD	-1.26125
IL33	3.805
C9orf5	-0.344583333333333
DEAF1	0.4097
AMN	0.154
DEFA6	0.1025
RNF212	-1.6995
METT5D1	0.290833333333333
CIB1	-0.0137
TSSK1B	-0.066
KIAA1727	2.04525
ZNF680	0.602916666666667
LOC399900	-1.1775
LOC152217	-0.5025
CTNNAL1	-2.0275
CIT	-1.96366666666667
TLE6	0.9395
ZNF607	-1.23825
HERC4	-0.515
DRAP1	-0.1956
PEMT	-0.58275
C10orf111	0.118
ZNF575	1.114625
KCTD7	0.2555
MYO1F	0.445875
LOC285382	-0.1835
RAB11A	0.4755
PLCD3	0.11925
C15orf28	0.2255
PTBP2	-1.134875
CTB-1048E9.5	-0.330125
C19orf60	0.140666666666667
C7orf25	0.424833333333333
SETD7	0.804375
HOXB9	-3.9315
VANGL1	-0.2825
CHAF1B	-1.52475
NDUFA3	1.0105
KIAA1328	0.308
SHARPIN	-0.180625
TTC23	0.183375
UGP2	0.604666666666667
ANKIB1	0.2596
CIRBP	0.543714285714286
SEC14L4	-3.0825
OVCH1	0.00233333333333335
VPS52	0.28325
FAT	-1.358
M6PRBP1	-0.38175
GPRIN3	0.248
PPM1F	-1.05316666666667
TSR1	-0.81875
CCDC85A	1.555
PCSK5	2.1125
ZFHX3	0.986
HEMK1	-1.2813
PGBD2	0.92625
RSRC2	0.0146666666666667
AURKC	-1.84716666666667
SCRIB	0.1355
ORM2	-3.55266666666667
FAM115A	0.5206
FZD6	-0.62875
UNC119	-0.6165
GPX3	-1.0751
NOV	-0.274375
CABC1	0.02425
CDC42SE2	0.19925
EIF2S2	-0.928
RNF130	0.97625
CKAP5	-0.9495
RP11-413M3.2	0.454875
C10orf18	1.8705
TMEM93	-0.8995
DYX1C1	1.467
KCNMB2	-1.935875
ANK3	1.63166666666667
KRT5	-1.4171
CDH12	-1.134125
QRSL1	0.160125
JUB	-0.4535
SHC4	-3.28675
CCL15	2.2355
CCDC22	0.04575
SNX24	0.49825
RARS	-0.28225
MORC2	0.354375
FAM48A	0.0395
MT1H	-0.845
PPP1R14C	-3.49433333333333
FOXD1	-0.1055
C1orf213	-3.05925
AMT	-2.3819
DSN1	-1.5285
PTPLAD2	2.1875
DIS3L	-0.963
RASL11A	1.81175
GPRC5B	0.47025
FRMD7	1.358
STRN4	0.44375
KITLG	1.43636363636364
HDGF	0.411
OR1S1	0.3185
SETX	0.0668
DDR2	0.818875
KCTD12	2.1935
LYZL2	-0.793
WDR52	0.0605
TMEM2	1.046875
ZNF579	0.954
LOC200810	-0.54925
TNFSF9	-1.602625
PPFIA4	-3.83525
CNIH3	1.202
MAP4K4	-0.250928571428571
ROD1	0.011
ALS2CR12	-0.772
DOCK3	-0.540333333333333
PAQR9	-4.9715
ASB17	-0.48975
STX16	-1.210125
FEZ2	0.3045
DLAT	-0.2945
KIF21B	-1.124
CDC5L	-0.064
TMEM119	2.1095
CRIP3	-1.6685
TPSD1	0.569166666666667
TEPP	0.29275
GNGT2	1.189
C21orf121	0.24875
WNK1	-0.0185833333333333
FLJ10490	1.0238
OR51B5	-2.818
LOC203547	-0.700375
HAS1	-0.3305
PPA1	0.214
ST7	0.354375
C11orf46	1.0155
POPDC3	-3.26
ACOX2	3.22933333333333
ATCAY	-0.331333333333333
TM4SF19	-2.58633333333333
MFSD9	-0.329833333333333
PDHB	-0.38525
ERN1	-0.1195
LCE3C	0.2045
GPR111	-0.214
NOTCH3	2.1945
ADAMTS5	1.82225
B3GALT1	-1.30375
UGCGL1	-0.682833333333333
FAM58A	0.461666666666667
FBXO32	1.83425
CLPP	0.01975
NXPH1	1.27125
MTMR3	0.8455
ATP1B3	-1.042875
TMEM16A	3.9985
HIST1H3F	-0.029
TRIM25	-0.589166666666667
SDCBP2	0.968
CRKL	-0.478125
HOXB2	-0.144
ANP32B	-0.36625
GATM	1.2475
AP4E1	-0.210375
EDG5	0.3985
CDKN3	-1.49383333333333
CDH4	-3.0305
PGD	-1.48816666666667
RND1	1.849
GAD1	-3.8906
MPG	-0.34725
LOC440350	-0.644
ZNF133	0.2395
SERPINB12	null
AMELY	-0.0302
DHX36	-1.26475
TNFAIP8L2	3.00783333333333
PHTF2	-0.0137777777777778
CCDC112	0.0513333333333333
IQCC	-1.0015
HEYL	3.15433333333333
FTSJ2	-0.917
APPL1	0.77575
RAB43	0.522642857142857
OR10G2	0.528
WAC	0.271166666666667
ADCY9	0.22925
RUNDC2B	-0.398666666666667
PYCRL	0.4944
AGPAT7	-1.02866666666667
SLC22A9	-1.008
CDKAL1	-0.179
PDYN	-0.3942
C20orf74	0.877
MTMR11	1.1475
VAV3	3.55983333333333
DAPL1	-1.417
STXBP3	0.00125
EIF3G	-0.26625
ARHGAP22	-0.97475
NPFFR1	0.5245
NPC1	-0.820833333333333
ALDH9A1	1.6495
ZNF600	0.566
ZNF678	1.00533333333333
RASSF1	-0.118583333333333
ADD2	-2.844375
PITPNB	0.402875
PKD2L2	-0.197142857142857
LRP11	0.445
CDKL1	0.147
SMEK2	0.759
PRODH2	-3.1565
C11orf54	0.013
SFRS11	-0.689666666666667
IL7	0.593
ALS2CR16	0.79225
BTG3	-1.25233333333333
PAK2	-0.335666666666667
RP11-679B17.1	-0.253
GATA4	-1.95916666666667
ATP2B1	-0.709
LOC130940	1.022
C1orf172	2.74
ATF7IP2	-2.4745
SLC25A43	0.631666666666667
CENTG3	-0.132916666666667
IGF2BP1	-4.0526
FCHSD1	0.15
CAMK2N2	1.08
ELAVL3	-0.2541
NBPF15	0.375333333333333
UBE2J2	-0.48175
GNL2	-1.13575
PRR3	-0.1661
NLF2	1.127
OR4F6	-1.379
KLHL24	0.975
CCDC88A	-1.9632
SGPP1	-0.745333333333333
C10orf11	0.932
SLC35B4	-1.19983333333333
UGT3A2	-1.8335
ARNT2	1.8874
CBR1	-1.509875
ITPR3	-0.549
TRAPPC6B	-0.3999
AMZ1	1.866
ARP11	0.90575
WDSUB1	0.70275
APBA1	0.893833333333333
RAB2A	0.7346
C6orf162	-0.072125
HPSE2	0.65
PLCE1	-0.4095
INSL3	0.18275
DLG1	-0.0187
PTPLA	-2.83875
PIGX	-0.072375
TFIP11	-0.134333333333333
FIBIN	3.2455
POLR2G	-0.64475
GRAP2	-1.4658
DNAJB8	-0.0585
CNBP	0.107
WASF1	-0.32875
INPP5E	-1.0997
HSPB1	0.0520625
TMEM167	0.3853
CUBN	0.055
IGF1	3.0503125
ITPK1	0.091
NAALAD2	-1.173625
G3BP1	0.2329
NT5DC1	0.638125
CYP39A1	1.9185
TMEM139	0.358416666666667
POLK	-0.0973
GLULD1	-2.0125
RBM15	-1.50966666666667
AMZ2	-0.89975
GDF15	-1.76883333333333
MESDC2	-0.4775
INCA	0.496166666666667
ACY1L2	-3.4925
GZMM	-0.244666666666667
PAIP1	0.4125
CACNA2D1	0.33
STK32C	-0.188166666666667
SH3BP4	2.0585
DEC1	-0.577
PADI1	-0.7475
UBB	0.032
PON3	-2.45883333333333
PROP1	0.3255
ANKRD13B	-0.128
ADCK1	0.30025
TCF25	-0.0665833333333333
SLC38A5	-2.6005
CXorf26	0.213
C19orf39	0.28075
PPP1R13B	0.54675
ARL2	-0.965
TCL6	0.083
TOP3A	-0.7155
SLC16A14	0.215375
FXYD6	1.194
HIST1H4E	0.582
BBC3	0.696631578947368
UNC5A	0.925833333333333
FAM86C	-0.3935
PI4KB	0.727625
B3GAT1	-2.464
SUSD2	1.49433333333333
OAZ2	-0.7305
NOC4L	-0.3
C10orf12	-0.33975
FADS1	-3.45383333333333
LOC144097	-0.14875
DKK2	2.56183333333333
KIAA1949	0.137
RHOT1	0.1824
OXT	1.01283333333333
GPR153	1.12875
ARL4A	-0.671833333333333
SAAL1	-1.217
CCDC64	-0.2065
USE1	-0.0476666666666666
HNMT	0.870666666666667
PCGF3	-0.3171875
CYP2C19	-0.35675
C20orf4	0.128
CCDC11	0.4445
ACSBG2	-0.52475
RWDD2A	0.438
PALLD	2.3995
CPLX4	1.741
LOC492311	0.834
KPNA2	-2.0955
MACROD1	-0.369
TMCO3	0.0353333333333333
C15orf52	0.780333333333333
BIRC5	-2.14133333333333
PRR16	0.818
FAM63B	-0.08025
