Hybridization REF	TCGA-C8-A1HN-01A-11R-A137-07
SMARCD1	-0.913
ZFP106	-0.2545
ZNF347	0.8707
GTF2E1	0.333
RY1	0.0203333333333333
ATAD2B	0.591125
ARHGAP17	-0.0429
KCNIP3	-0.7685
SFPQ	0.4665
GFRA4	0.347
AKR1B10	-2.10475
TIGD6	0.6235
RGS16	2.671625
URB1	-0.937333333333333
OR4C46	-0.289666666666667
TOP3B	-1.08225
NFATC4	0.359
CA14	-4.821
BMPR1A	-0.327333333333333
SNRP70	-0.78075
PRL	-0.353666666666667
C6orf130	0.06975
STAG2	-0.153
CD55	-0.347214285714286
RPS23	0.4935
SSX2	-2.8425
FDPSL2A	-0.8675
FBXO27	1.315625
SYNGR3	-0.743833333333333
TMSL3	1.352
EML1	-1.3855
NUP93	-1.10016666666667
SMAD3	0.2081
KIAA1189	0.3175
HNRPUL2	-0.169666666666667
TBC1D12	0.4355
C16orf24	2.05625
MRVI1	1.14216666666667
ZNF581	0.299833333333333
ELOVL3	1.084
OR51Q1	0.5135
CACNB3	1.10166666666667
GALNT13	-0.187125
C10orf84	0.6485625
NEDD4	-0.4873
SPO11	0.317
OR5AU1	0.082
NEK4	0.624857142857143
PRKAR2A	-0.751166666666667
IHPK1	-0.1855
ATP6V0B	1.006875
CACNA1E	1.107
CEACAM8	1.29333333333333
PEX14	-0.171
FLJ12993	-2.8445
ZBTB38	-0.580166666666667
PCTK2	0.6355
LRRC16	0.6216
FBLIM1	0.228833333333333
FYCO1	0.61875
RP5-1022P6.2	-1.34458333333333
CMTM1	0.2345
PLTP	0.0991666666666667
RAPH1	0.501
DOCK8	0.710875
EZH2	-1.12826666666667
SLC25A1	-0.9925
PLEKHB1	0.7741
GRB7	1.229
ZFP37	-1.48325
MRPL33	0.54825
PELO	0.018
ARMC1	0.156
C9orf27	-0.570125
FLJ25778	0.6905
C9orf37	-0.812666666666667
TMEM66	-0.1045
SPRN	0.348
HBEGF	0.3915
PI4KA	-0.7865
LEPRE1	-0.6845
POU2AF1	-4.33425
MRPL12	0.349166666666667
REP15	-0.5745
ZC3H3	0.81775
RASAL1	-1.399
DDAH1	1.119125
ACBD5	1.1985
TMC2	0.0155
CCDC137	-0.21275
SAMD13	-1.02216666666667
UGT2B15	-2.685
TIPARP	-0.99075
DNASE1L3	-0.771
TRIM72	0.365
DBX2	0.1355
IPO8	0.367
C21orf88	-2.1422
MAP3K14	1.601
LOC51233	0.571166666666667
GGTLA4	1.5435
PDE6D	0.34475
ZNF117	-1.17275
CLK2	-1.074875
NKRF	-0.077
TNFSF15	0.0138
DUSP2	-0.29775
SECISBP2	-0.017
GABRR2	-0.631
PPAP2C	2.1985
LOC51145	0.0251666666666667
PAG1	-0.522
PIK3C3	0.13975
GNG10	0.138
APOL4	-0.350833333333333
ANKRD28	-0.699875
STMN3	-0.3917
RAB14	0.6185
CDK2AP2	-0.3245
HDDC3	0.333125
COMMD7	0.18925
CXXC1	-0.00825
HMCN1	-0.9715
CD40	0.40975
DYNC1LI2	-0.0565
GDI1	1.2725
LOC646938	-0.3905
VSNL1	-3.3415
PIH1D1	-0.109
RAET1G	0.801
KRTAP5-9	0.2305
EFTUD2	-0.04625
ZNF311	1.285
ATP6V1G3	0.159
OR2W3	-0.43075
SCN4A	0.23475
MED10	-1.044875
FAM135A	-0.3359
ARHGAP4	-1.107
EHMT2	-0.802
UFD1L	-0.368
ERMP1	2.425
MAG1	-1.691
THAP8	0.938166666666667
HACE1	0.195666666666667
FAM82C	0.340666666666667
C3orf20	-0.6465
UNC84A	0.163833333333333
SCD5	-0.789428571428571
LASS6	2.38425
LSG1	0.56425
MAL	-4.9565
GPR22	-0.7685
WDR5B	1.88625
ACTRT1	-0.5335
C17orf60	0.258333333333333
GRIN2C	0.5776
ARMC8	0.0750833333333333
SLC47A1	-2.13633333333333
DMPK	0.6275
DHRS13	0.619833333333333
SMC1A	-0.2175
KRTAP17-1	1.9515
SMYD5	-0.33325
TUSC2	0.936625
CRHR2	0.719
KIR3DL2	0.404
CCDC104	0.77825
ATP2C1	0.711625
CROT	-0.7985
PABPC3	-0.3195
EGR1	-0.819
THSD1	0.3565
KHK	-2.2565
SLC12A2	0.7283125
CD58	-0.73675
STOX2	0.423166666666667
CCDC76	0.1125
CCDC48	3.38025
DNAH1	0.202666666666667
ZIC4	1.327375
OR1G1	-0.297
PSMC6	-0.877166666666667
PROKR1	0.261
ABCB1	-1.806375
TRAT1	-2.39525
LLGL1	0.2705
MTF1	0.6835
USP54	-0.007
PAGE2B	-2.6505
ITGB7	-3.77675
CCDC81	0.457
LOC149837	-0.23125
SCUBE1	0.0295
ZSCAN10	0.8965
HUWE1	0.185142857142857
CDH17	0.7415
CD180	0.41075
IL17A	0.28875
TMPO	-0.62675
KIAA1524	-0.7045
HDGFRP3	0.118
OXCT1	-2.28554545454545
RRAS2	-2.08016666666667
LTBP2	1.7784375
SV2B	0.095
CYP2A6	1.90425
PKD1L2	-1.045
PPM1M	1.2765
FLJ22662	1.6845
ZNF502	-0.50925
GP6	-0.7525
CRYBA2	0.03925
LEF1	-3.0007
CTPS	-0.973857142857143
EYA1	-0.473
EPS8L1	1.593
MAPK14	-1.1165
SERPINB2	-4.947375
GTF2F2	-0.100166666666667
ZNHIT4	0.129
PLA1A	-0.851625
C20orf114	4.3855
HPR	-4.589
C18orf2	-3.87283333333333
SATB2	-2.45075
KCNJ9	-0.271125
MGC157906	0.108
MOCS3	0.7705
C17orf71	0.301833333333333
PPHLN1	0.0243
HIST1H2BN	0.1775
RAPGEF1	-0.744625
MAP3K8	-1.4855
DLG4	0.345666666666667
STC1	-0.666583333333333
CDGAP	0.8915
DDX26B	-2.03425
LOC150223	-0.9935
CPSF3	-0.546166666666667
TMEM14A	1.38325
MYH3	-2.093
GPKOW	0.0465
SULT1A1	1.10083333333333
SPON1	2.7432
YY1AP1	-0.214333333333333
RAB23	0.30925
PLA2G4A	-4.18425
MAPRE3	0.92225
ZNF516	0.6455
GGPS1	0.84425
EXOC3L2	-0.53525
C19orf42	0.027
MAP2K2	-0.579333333333333
HIST1H2BB	0.244
RNF19B	0.800666666666667
C6orf128	-0.358166666666667
TLR8	2.1045
PCDHA9	-1.0785
CARS2	-0.136125
CLUL1	1.87516666666667
RHAG	-4.07566666666667
UNK	-0.042
EXOC8	1.0448
C9orf95	1.29625
C14orf143	-0.175833333333333
MAML3	0.74675
LDHA	-2.459
MRPL20	1.28725
KLHDC6	0.519
ATP5S	0.492333333333333
C8orf55	0.915
PHF19	-2.413625
KRTAP13-4	0.527
TTC5	-0.56875
XKR5	-0.322
SILV	-4.68366666666667
TEX28	-0.0935
TCTN1	1.3735
CX40.1	0.32175
PPP2R5C	-1.115625
C12orf30	-0.698666666666667
CAPG	1.25275
MPZL1	-0.04935
ARSB	-0.9015
TDH	-1.81175
WASF4	0.3535
TSSK3	-0.888
7A5	-0.6105
CRISPLD1	-1.026625
MAD1L1	-0.819
SPIN4	-0.271666666666667
AMPD1	-2.138
DPYSL5	0.2015
INPP1	-0.166666666666667
ANKRD11	-1.67861111111111
NPAS4	0.0755
GCET2	-0.2532
RNASE9	0.0975
GUCY2D	0.3435
CCDC98	0.53475
FGF4	-0.1745
CPM	2.10766666666667
SLC26A4	-2.54933333333333
PLD5	0.64075
FAM59A	-0.8138
FBXO5	-0.764666666666667
SIPA1L1	-0.369125
DPYS	0.2035
ATG4D	0.114
TGM3	0.8555
MTCH1	-0.691125
HK1	-0.00564285714285717
CDC26	-0.109375
GALNT12	-3.68083333333333
LOC339229	0.88225
MRPL35	-0.179875
ORC4L	0.3745
TNKS	-0.868071428571429
C2orf24	0.5135
ZNF553	0.643333333333333
GGTLA1	1.9072
ZNF497	0.94675
CDY1B	-1.0875
SLC30A4	0.408625
TUB	-0.342375
ARHGEF18	-0.50775
ARRB1	0.74375
KCNK1	-0.436375
EREG	-3.926
SCAMP5	1.00475
RUNDC3B	0.984
ADAMTS20	-0.31175
IL17RB	0.510875
FLJ20323	-0.83525
MCAM	0.132
POLR3E	-1.6775
AQR	0.318
IPMK	0.295
CDCA7	-2.9685
CAMP	2.78725
GRHL3	-1.70925
ADAMTSL2	1.3265
CLMN	0.668166666666667
SSTR3	0.5625
MAGEA5	-0.0345
OVOL2	2.85925
JMJD1B	0.05775
RBL2	0.977
PYGO2	0.73625
PPP1R10	0.25
CSE1L	-0.790666666666667
LCA5	1.5615
RDH16	-0.298
ASRGL1	-3.199
TOM1	0.00216666666666666
PTX3	-6.71375
TTC15	0.52225
SCGB3A1	0.831333333333333
MRPL50	-1.6275
RCAN3	0.620375
SLC26A11	1.3345
STYX	-0.955833333333333
CINP	-1.124
MARCH7	-0.62575
PFKM	-0.799166666666667
SGMS1	0.268333333333333
RIOK3	-0.0787000000000001
C1orf110	0.886
CES7	0.155875
LOC440248	-1.3835
PPP1R12C	0.15675
C10orf27	0.252
ATG9A	-0.435
MRPS26	-0.192875
TMEM40	1.88825
ELP3	-0.4568
ZNF787	0.7423
HIAT1	0.12175
C8orf34	0.7475
MGC4655	-0.4514
PELI1	0.614833333333333
PPT1	0.0384
SLC35C2	-0.180666666666667
C6orf125	0.54225
MUC4	-1.13433333333333
RFC4	-0.940857142857143
GNB2	0.1835
NUP50	0.0457142857142857
SULT4A1	-0.976833333333333
C7	0.417375
CCDC130	-0.5295
ARRDC4	-0.53425
RQCD1	0.1175
GLYCTK	-0.36725
AYTL2	-0.870545454545454
MTUS1	-0.3467
LEMD3	2.48666666666667
PLEKHF2	2.8565
HOXA7	-0.892
GTF3C2	-1.3885
DYNLRB2	3.7625
CNOT10	-0.17225
MR1	-0.66
FFAR1	-0.16
PRIC285	0.339
SLITRK6	0.16675
LIX1	-2.4483
UBE1L2	-0.613
F8	1.336
ACHE	0.6535
KPNA5	-1.32175
TNFRSF12A	-0.391666666666667
EGR3	0.2445
SERPIND1	-3.69383333333333
OASL	1.561
IFRD1	-1.078625
WDFY1	-0.361833333333333
ZNF267	-0.254875
ACCN5	0.2635
ZBTB6	-0.36425
PPP1R3A	0.0205
PRRT3	2.5365
FBXL19	-0.508
TXNIP	-0.313071428571429
ACTN2	-0.89725
ATG9B	0.119375
C9orf117	1.4975
IL27	-0.2765
RPL36AL	0.0655
KLK15	0.22375
CHAD	2.3015
RAP2B	0.2884
HEBP2	1.93075
ZNF342	0.757
CAMK2G	-0.203666666666667
TLR3	2.0225
FGF14	0.6615
HMGB2	0.061875
TRPM5	0.0246666666666667
OR5M11	0.5605
KIF3B	0.881631578947368
PRICKLE2	0.964
MTMR9	-0.551375
C3orf27	0.28775
GLRA3	-2.11
NSDHL	-0.233666666666667
TMEM32	-0.56425
POLR2D	-1.02241666666667
MYADML	0.3725
C9orf114	-0.47225
MRGPRX1	0.5005
TOPORS	0.55975
CLDN19	-1.402
C1QL4	-0.0395
RNF165	0.6645
DHRS9	-1.704
DNAH2	0.0278333333333333
FXR1	-0.961
ZMYM3	-0.57225
CASP3	0.789833333333333
FAM120C	-0.48475
SCLY	-0.23725
CA7	0.181
ENTPD5	-0.312333333333333
ZNF461	-0.073125
PDIA5	-0.95475
C1orf19	-0.3545
TMEM67	1.15225
KCTD20	-0.71875
WDR47	1.8095
FLJ38723	0.0115
KLRF1	-0.6265
TAS2R16	0.369
CLDN12	-0.187
PRKCE	-0.90175
UBXD4	-1.64725
ITGAM	2.40883333333333
GLT8D3	-0.435625
WDR31	1.0342
RGS2	-0.70225
OR51L1	0.47
MST1R	1.1275
KIAA1737	0.951
OR4A5	-0.198
GLIS1	-1.90316666666667
PTMA	0.430428571428571
NAPA	1.65475
PRDM11	-0.1015
LIPF	-0.31
DIRAS3	-1.1245
ASGR2	-3.990375
C1QTNF4	0.58775
PIK3R4	0.594333333333333
ARMC3	2.6515
NDUFV3	-0.292583333333333
BTBD3	-0.1355
PPP1R2	1.03466666666667
UBE2NL	-0.21475
FOSL2	0.113428571428571
FAM119A	-0.920833333333333
TUBA4A	-0.2183
KRTAP12-1	-0.0345
SFRS2	-0.71125
RHPN1	0.3396
EEF2	-1.21283333333333
ZDHHC11	-0.0858333333333333
EPHA3	-1.5368
RBM12	1.14125
H2AFJ	2.36966666666667
EDIL3	0.9885
KIF26A	-1.70925
SERGEF	-0.73175
B3GALT4	2.73875
LOC90925	-0.0278333333333333
OSCAR	0.653125
NPFF	-0.706125
DEDD	0.552625
TMEM155	-0.914125
PTPN1	1.5285
SCYL2	-0.1445
SKAP1	3.0405
LEAP2	-2.33433333333333
GADD45G	2.049
IFITM3	-0.00375
PILRB	-1.10283333333333
SLU7	0.333
DSC3	-1.47475
DNMT3L	-1.313
PAPD5	0.506625
B3GNT3	-1.80883333333333
LHCGR	0.9155
MSL-1	0.62725
UBE2S	0.405625
SAP130	-0.4515
ANAPC11	1.43925
MAGED4B	-2.257
ATP6V1B2	-0.190833333333333
C14orf179	1.2475
CAPZA1	0.426125
CDYL2	-0.768833333333333
GLRX3	-1.30083333333333
LOC136288	-0.41625
MOBKL1A	-0.1015
HTR2B	2.196
CRYGD	0.00950000000000001
NUS1	-0.747
PGRMC1	-0.427
MYOM2	1.477
FLJ39653	-1.63066666666667
CHM	0.2346
OR5M8	0.5135
ZNF619	0.5205
FAM105A	0.491
CCNL1	-1.0315
NAP1L3	-0.38025
C10orf57	2.073
B3GALNT1	2.31766666666667
CSN1S2A	0.3385
TCP10L	-1.73025
GDAP2	0.73325
DMKN	-2.56983333333333
COX6B1	1.03475
DNASE2	0.739166666666667
MSH5	-1.89875
LGMN	-0.3025
USP31	0.2524
OR13C8	0.354
SDCBP	0.2035
NUDT11	-2.52066666666667
PYGL	-2.07733333333333
SNPH	-1.428
B3GNT4	-0.503
MIZF	-0.288
NUBPL	2.113
NOD1	-0.332833333333333
CDH22	-0.479375
NUBP1	0.739166666666667
DSCAM	-3.535
DGKI	-0.0895
FAM136A	-0.633
AKAP1	1.268
SLC16A6	1.097
RIN3	0.5945
PSG2	-0.04025
DIP2B	0.401166666666667
PSORS1C1	0.1571
KIAA0495	-0.578
FLJ90709	-0.503166666666667
LPA	-0.0285
PIGA	-0.386166666666667
LY75	0.39
UTS2	-3.72466666666667
RREB1	0.0585
GALNACT-2	0.5606
MGC3196	0.0215
FLJ31568	-0.63825
LPHN1	0.081125
SP1	0.62
TOX4	-0.0315
HSPA9	1.2223
APOBEC1	0.2415
SLC35E4	-1.8235
LSM5	-0.88575
SURF1	0.76775
ZBTB1	-0.273666666666667
GTF2F1	-0.716625
RPS15A	0.00664285714285711
DUSP21	-0.408666666666667
GINS4	-2.66183333333333
MYO15A	-0.459
GIMAP7	3.45
MGC13379	0.32375
ATP6V1E2	-0.485
UTP3	0.13
HNRPA3	-0.472375
MT4	0.41
C14orf155	0.968
U1SNRNPBP	0.94375
CKLF	0.16
PLEKHN1	-0.349
MBNL1	-0.431583333333333
NUP160	-1.4645
ACSM2A	-1.279
LOC129881	0.8385
KIAA1529	-1.38275
FLJ22639	-1.3955
HAND1	-0.7515
GSX1	0.537
FGA	-4.2736875
SERPINB1	-0.21375
ZNF642	1.16775
IGFBP1	-7.597625
SLC1A1	-1.9425
DHX57	-0.065625
ZNF766	0.0795
PTPN21	-0.7051
GDPD3	-0.1785
PNPLA5	-0.2545
TBR1	-0.259666666666667
FAM116A	0.42275
IQGAP1	0.432375
FOS	-0.0485
ZNF226	0.088125
FIGNL1	0.0171666666666667
C14orf1	-0.394833333333333
ZMYND17	-0.3805
PUS7	-0.502333333333333
TUBB6	-0.945375
KCNQ2	-1.4895
MARCH6	-0.0679166666666667
CCDC33	0.0315
PRODH	-1.519
RBM11	2.2005
EPHA6	-0.07025
SLC43A1	-0.7595
LOC196541	-0.12725
NTN1	1.22791666666667
ING4	1.21275
PCDHB10	0.99025
DPH2	-0.444166666666667
SPACA4	0.50725
FBXL21	-4.881
DIAPH1	-0.810666666666667
ZNF71	1.052
CEP76	-0.8345
CORO1A	-0.49575
RRM2	-1.279625
EDG4	0.4275
OS9	-0.0478333333333333
SLC4A1AP	0.05725
COG5	-1.0325
COPS8	0.092
NGLY1	-0.7825
NCBP2	0.160625
C17orf42	0.459333333333333
GPSM3	0.42525
SIL1	0.140666666666667
ASB6	-0.48575
SMAD5OS	-0.174833333333333
UNC93A	-2.98214285714286
A1BG	1.39816666666667
C21orf62	0.5425
FMO5	-0.249
ATRIP	0.4005
CEBPG	0.504666666666667
C7orf38	0.378333333333333
TNFRSF1B	0.1995
CLEC1A	0.475
IQSEC1	0.7765
PATZ1	0.7161
RBM22	0.4405
BAG2	-1.982
PAQR5	-2.12783333333333
C9orf127	1.1172
THNSL1	1.10325
SHROOM3	2.1382
JAM2	0.36125
SNRPN	-2.91525
ALX4	0.047
CACNA1S	0.2775
FAM130A1	0.36125
CORIN	2.185
CD300LB	1.194
PLEKHG6	1.154
LRRC40	-0.76575
PCLKC	-0.70925
PCDHB16	0.430333333333333
WNT2B	-0.1435
ASNS	-1.23244444444444
MRPL49	0.104875
FLJ46111	-1.01975
ISG20	-0.231375
SMU1	0.142
CASZ1	0.86
POLR1D	-0.270666666666667
GIN1	0.1685
SNAG1	0.838833333333333
ANKRD29	-2.07
CDKN2AIP	0.38275
KRR1	0.35475
CXCL1	-3.48533333333333
EPM2A	-0.4812
PC	0.0821666666666667
DEFB127	0.8625
PDZRN4	0.941666666666667
FAH	0.183375
OR51E1	2.6975
CDC2L6	-0.111
DNTTIP1	-0.66125
PAX8	0.802
TMEM116	0.07525
C1orf150	0.6295
PRO2012	0.048
MRPL40	0.1115
BEX1	-1.7286
SLC2A4	-0.338833333333333
PKMYT1	-0.313
FEZF2	-0.246333333333333
SLC26A9	-1.78075
MAP2	0.0200833333333334
LYL1	-1.19125
SLC25A19	0.0385
NOS3	-0.311
ZNF34	1.79766666666667
TMPRSS11F	-1.44775
FAM43A	-0.62825
FCRL4	0.786166666666667
KLF14	0.16775
FLRT2	-1.68916666666667
WRN	-1.68475
SDF2	1.5651
KRT8P12	-0.23225
C6orf195	-1.155
C9orf125	-1.75833333333333
DZIP3	0.663
RIT1	0.961166666666667
SCML1	-0.3245
RHBDF2	0.49325
OR2G3	0.509
REXO1L1	0.0875
MAP3K7IP3	0.0195
C3orf57	-4.91025
FBXW11	-0.533333333333333
ETAA1	-0.12325
C14orf131	-0.9601
AKT1S1	0.34525
SLC12A5	0.113
C9orf164	0.50225
NRIP3	-0.036125
NOS1AP	-1.81275
TMEM121	0.10125
SAP30BP	0.0942
DGCR6	0.494
WDR76	-1.12525
FAM82B	-0.575416666666667
LOC606495	-0.223
MAP9	2.964
BCDIN3D	1.49325
CXorf36	3.10233333333333
DSCR3	-0.7004
ZFAND3	0.281
C7orf43	0.333666666666667
SPSB3	0.8447
C19orf19	0.3545
FAM133A	-2.2815
C12orf25	0.53725
SLC39A3	-0.13875
DISP2	-0.952
PI4KAP2	-2.3865
MKRN3	-0.184666666666667
ADAMTS13	-0.031875
CBLN3	0.6766
TTYH1	-1.00566666666667
C3orf18	1.97925
FLJ13236	-1.2215
ZMYND12	4.195
C18orf25	0.672375
GLB1L3	-1.397
ATP13A5	0.938
RANBP10	-0.35675
CD96	-1.9147
DENND1C	-0.159
RBMS3	-0.3679
SLC41A3	0.644333333333333
DGCR6L	0.53525
TMEM128	1.653
CSNK1G3	0.268857142857143
MOBKL2C	0.511
TSPAN6	-0.227375
MATN2	0.4171
MSL2L1	0.3275
ST6GALNAC2	-2.19783333333333
FGFBP2	-0.779125
FGL1	-6.0985
MPP3	0.0341666666666667
ARHGEF6	1.504
TGFBR2	-0.505
ACMSD	-0.06825
IL33	1.453
C9orf5	0.131583333333333
DEAF1	-0.437
AMN	-0.0995
DEFA6	0.2385
RNF212	-1.96525
METT5D1	-0.257333333333333
CIB1	1.8556
TSSK1B	-0.21
KIAA1727	3.05975
ZNF680	0.253583333333333
LOC399900	-0.922
LOC152217	0.898666666666667
CTNNAL1	-3.232
CIT	-0.67475
TLE6	1.06
ZNF607	-0.47175
HERC4	-1.3025
DRAP1	-0.1062
PEMT	-0.237
C10orf111	-0.436
ZNF575	1.062125
KCTD7	-0.1115
MYO1F	0.670125
LOC285382	2.86625
RAB11A	1.3231
PLCD3	-1.1975
C15orf28	0.0675
PTBP2	0.06225
CTB-1048E9.5	-0.327875
C19orf60	0.868833333333333
C7orf25	0.3935
SETD7	0.3855
HOXB9	-4.0295
VANGL1	0.41725
CHAF1B	-0.663
NDUFA3	1.21175
KIAA1328	0.232333333333333
SHARPIN	0.983625
TTC23	-0.042375
UGP2	0.377833333333333
ANKIB1	0.2734
CIRBP	0.0798571428571428
SEC14L4	-2.87333333333333
OVCH1	0.0885
VPS52	-0.29375
FAT	-1.815625
M6PRBP1	-0.91625
GPRIN3	0.9555
PPM1F	-1.227
TSR1	-0.7765
CCDC85A	1.60925
PCSK5	1.15625
ZFHX3	0.1905
HEMK1	0.4752
PGBD2	0.05475
RSRC2	0.0558333333333333
AURKC	-0.983
SCRIB	0.418125
ORM2	-4.30733333333333
FAM115A	0.0877
FZD6	1.61575
UNC119	0.739833333333333
GPX3	-0.8755
NOV	-1.74825
CABC1	0.6085
CDC42SE2	-0.613875
EIF2S2	-0.4268
RNF130	0.800375
CKAP5	-0.986666666666667
RP11-413M3.2	0.579125
C10orf18	0.6632
TMEM93	0.16025
DYX1C1	2.628
KCNMB2	-2.207625
ANK3	-0.510916666666667
KRT5	-2.8598
CDH12	-1.351875
QRSL1	-0.088375
JUB	-2.27025
SHC4	-2.976875
CCL15	1.29266666666667
CCDC22	0.23075
SNX24	-1.42075
RARS	-0.28275
MORC2	0.0795
FAM48A	-0.541
MT1H	-0.7185
PPP1R14C	-3.86716666666667
FOXD1	-0.871285714285714
C1orf213	-1.584
AMT	-1.7292
DSN1	0.311
PTPLAD2	3.219
DIS3L	-0.45025
RASL11A	-0.019
GPRC5B	1.358375
FRMD7	-0.4245
STRN4	0.6245
KITLG	-0.164590909090909
HDGF	-0.85
OR1S1	0.7495
SETX	-0.2771
DDR2	-0.16325
KCTD12	1.347
LYZL2	3.43675
WDR52	-0.138
TMEM2	-0.29325
ZNF579	0.824833333333333
LOC200810	0.66025
TNFSF9	-1.463
PPFIA4	-3.479
CNIH3	-0.314166666666667
MAP4K4	-1.84742857142857
ROD1	0.753142857142857
ALS2CR12	-1.51566666666667
DOCK3	0.566
PAQR9	-4.5895
ASB17	0.222333333333333
STX16	-0.545625
FEZ2	-0.243666666666667
DLAT	-0.0658333333333333
KIF21B	-1.11566666666667
CDC5L	-0.5335
TMEM119	0.467166666666667
CRIP3	-2.184
TPSD1	-0.3895
TEPP	-0.3105
GNGT2	1.32375
C21orf121	-0.3785
WNK1	-0.00966666666666664
FLJ10490	1.2861
OR51B5	-1.842
LOC203547	-0.17325
HAS1	-0.4445
PPA1	-1.09466666666667
ST7	-0.5545
C11orf46	-0.0927
POPDC3	-1.75433333333333
ACOX2	3.26483333333333
ATCAY	-0.45675
TM4SF19	-1.147
MFSD9	-0.570833333333333
PDHB	0.45525
ERN1	0.24625
LCE3C	0.093
GPR111	0.708
NOTCH3	1.663
ADAMTS5	2.05225
B3GALT1	-1.57175
UGCGL1	-0.429833333333333
FAM58A	0.286666666666667
FBXO32	0.8775
CLPP	0.04525
NXPH1	-0.742
MTMR3	0.724833333333333
ATP1B3	-0.34775
TMEM16A	4.1885
HIST1H3F	0.660833333333333
TRIM25	-0.499
SDCBP2	-0.8025
CRKL	-1.4455
HOXB2	3.2565
ANP32B	-1.075125
GATM	2.82
AP4E1	0.224875
EDG5	0.357625
CDKN3	-1.24
CDH4	-2.471
PGD	-0.96
RND1	0.657
GAD1	-3.8569
MPG	0.757
LOC440350	0.0315
ZNF133	-0.94575
SERPINB12	0.336
AMELY	-0.3714
DHX36	-0.70225
TNFAIP8L2	3.29366666666667
PHTF2	0.426944444444444
CCDC112	-0.372
IQCC	-0.4435
HEYL	3.17983333333333
FTSJ2	-0.594
APPL1	0.27225
RAB43	-0.0367857142857143
OR10G2	0.342
WAC	0.721
ADCY9	0.72625
RUNDC2B	-0.083
PYCRL	1.662
AGPAT7	-0.693
SLC22A9	-2.03783333333333
CDKAL1	-0.5885
PDYN	-0.515166666666667
C20orf74	-1.46075
MTMR11	1.182
VAV3	3.15391666666667
DAPL1	-1.8955
STXBP3	1.14275
EIF3G	-1.16675
ARHGAP22	-1.45175
NPFFR1	0.413
NPC1	-0.448833333333333
ALDH9A1	1.05566666666667
ZNF600	0.796
ZNF678	-0.734
RASSF1	0.294
ADD2	-3.11625
PITPNB	-0.7485
PKD2L2	0.382285714285714
LRP11	0.82975
CDKL1	-0.90525
SMEK2	0.087
PRODH2	-2.92216666666667
C11orf54	0.618333333333333
SFRS11	-0.593666666666667
IL7	-1.321
ALS2CR16	0.91775
BTG3	-1.1165
PAK2	-0.219888888888889
RP11-679B17.1	-0.453
GATA4	0.319833333333333
ATP2B1	-0.5265
LOC130940	1.953
C1orf172	3.01733333333333
ATF7IP2	-1.4445
SLC25A43	0.1375
CENTG3	0.0809166666666667
IGF2BP1	-3.7536
FCHSD1	0.3905
CAMK2N2	0.872333333333333
ELAVL3	-0.0456
NBPF15	-0.637166666666667
UBE2J2	0.00833333333333333
GNL2	-0.4795
PRR3	-0.2777
NLF2	0.71025
OR4F6	0.0475
KLHL24	0.398833333333333
CCDC88A	-2.1108
SGPP1	-1.463
C10orf11	0.9405
SLC35B4	-1.79016666666667
UGT3A2	-1.268
ARNT2	0.0796
CBR1	0.280375
ITPR3	-0.450833333333333
TRAPPC6B	-0.5559
AMZ1	1.6705
ARP11	1.30275
WDSUB1	0.838
APBA1	1.59816666666667
RAB2A	1.4305
C6orf162	0.675625
HPSE2	0.364
PLCE1	-1.11375
INSL3	-0.10875
DLG1	0.651
PTPLA	-4.25275
PIGX	0.6955
TFIP11	0.0923333333333333
FIBIN	2.83
POLR2G	0.224
GRAP2	-2.6811
DNAJB8	0.534
CNBP	0.955166666666667
WASF1	-0.4005
INPP5E	-0.9244
HSPB1	1.33525
TMEM167	-0.0289
CUBN	-0.43575
IGF1	1.5755
ITPK1	0.2776
NAALAD2	-1.404875
G3BP1	0.2969
NT5DC1	-0.48975
CYP39A1	-1.767
TMEM139	1.08866666666667
POLK	-0.8876
GLULD1	-2.4925
RBM15	-1.106
AMZ2	0.77675
GDF15	0.399833333333333
MESDC2	-0.38025
INCA	0.485333333333333
ACY1L2	-3.218
GZMM	-0.46
PAIP1	0.4935
CACNA2D1	-0.42075
STK32C	0.4575
SH3BP4	1.69133333333333
DEC1	0.3435
PADI1	0.0625
UBB	0.7778
PON3	-3.018
PROP1	0.631
ANKRD13B	0.161
ADCK1	-0.81225
TCF25	0.0811666666666667
SLC38A5	-2.5155
CXorf26	-0.257
C19orf39	0.255
PPP1R13B	-0.583
ARL2	-0.777
TCL6	0.347416666666667
TOP3A	-0.6935
SLC16A14	2.512875
FXYD6	0.482333333333333
HIST1H4E	0.35125
BBC3	0.359
UNC5A	0.187833333333333
FAM86C	0.2534
PI4KB	0.3035
B3GAT1	-3.541
SUSD2	0.396166666666667
OAZ2	0.00316666666666666
NOC4L	-0.21375
C10orf12	-0.9485
FADS1	-1.76466666666667
LOC144097	-0.1665
DKK2	1.86216666666667
KIAA1949	-0.4545
RHOT1	0.2694
OXT	1.31566666666667
GPR153	0.749
ARL4A	-2.97783333333333
SAAL1	-1.84825
CCDC64	0.2015
USE1	-0.367
HNMT	1.12733333333333
PCGF3	1.0630625
CYP2C19	0.7285
C20orf4	1.2045
CCDC11	2.20325
ACSBG2	0.615
RWDD2A	0.36725
PALLD	1.889125
CPLX4	0.808
LOC492311	0.7575
KPNA2	-1.228
MACROD1	0.2239
TMCO3	-0.621
C15orf52	0.871666666666667
BIRC5	-0.00153333333333331
PRR16	-0.490333333333333
