Hybridization REF	TCGA-BH-A0BO-01A-23R-A12D-07
SMARCD1	-0.711333333333333
ZFP106	0.0635
ZNF347	0.3075
GTF2E1	-0.45375
RY1	-0.0155
ATAD2B	0.1255
ARHGAP17	0.0096
KCNIP3	-1.03475
SFPQ	0.85975
GFRA4	0.2035
AKR1B10	-3.20575
TIGD6	0.274166666666667
RGS16	2.7245
URB1	-0.22
OR4C46	0.3585
TOP3B	-1.0725
NFATC4	0.41
CA14	-4.07025
BMPR1A	-0.2015
SNRP70	-0.592875
PRL	0.147166666666667
C6orf130	-1.07575
STAG2	-0.04125
CD55	0.186928571428571
RPS23	0.799333333333333
SSX2	-1.25416666666667
FDPSL2A	-0.6645
FBXO27	0.105
SYNGR3	-1.90533333333333
TMSL3	0.865
EML1	-0.8125
NUP93	-1.10191666666667
SMAD3	0.5778
KIAA1189	0.351166666666667
HNRPUL2	0.154666666666667
TBC1D12	1.02333333333333
C16orf24	0.078
MRVI1	1.6595
ZNF581	-1.08266666666667
ELOVL3	0.0895
OR51Q1	-0.32275
CACNB3	0.262
GALNT13	-1.127375
C10orf84	1.1633125
NEDD4	-0.1787
SPO11	-0.04
OR5AU1	0.297
NEK4	0.355214285714286
PRKAR2A	-0.423333333333333
IHPK1	-0.106833333333333
ATP6V0B	0.266
CACNA1E	0.1335
CEACAM8	0.477166666666667
PEX14	-0.204
FLJ12993	-0.666
ZBTB38	0.857333333333333
PCTK2	1.73016666666667
LRRC16	0.4509
FBLIM1	1.4835
FYCO1	1.11175
RP5-1022P6.2	0.750833333333333
CMTM1	-0.2525
PLTP	1.25933333333333
RAPH1	1.64625
DOCK8	1.41225
EZH2	-2.40766666666667
SLC25A1	-0.912833333333333
PLEKHB1	-0.1653
GRB7	0.3774
ZFP37	-0.35875
MRPL33	-0.1325
PELO	0.0045
ARMC1	-0.712090909090909
C9orf27	0.0585
FLJ25778	0.313
C9orf37	-1.51066666666667
TMEM66	1.49125
SPRN	-0.176875
HBEGF	2.93075
PI4KA	-0.5915
LEPRE1	-0.64625
POU2AF1	-1.156875
MRPL12	-1.21783333333333
REP15	-0.0935
ZC3H3	0.23625
RASAL1	-1.44325
DDAH1	1.10325
ACBD5	-0.315625
TMC2	-0.3305
CCDC137	-1.21325
SAMD13	-0.839
UGT2B15	-2.34283333333333
TIPARP	1.40425
DNASE1L3	2.6745
TRIM72	-0.0171666666666667
DBX2	1.2
IPO8	-0.09525
C21orf88	-1.568
MAP3K14	1.605
LOC51233	0.794333333333333
GGTLA4	0.25175
PDE6D	-0.14775
ZNF117	-0.02125
CLK2	-0.668
NKRF	-0.8375
TNFSF15	-0.3064
DUSP2	1.13425
SECISBP2	0.021
GABRR2	-0.2925
PPAP2C	1.48425
LOC51145	-0.1316
PAG1	0.316125
PIK3C3	-0.1415
GNG10	1.092
APOL4	1.41183333333333
ANKRD28	0.544875
STMN3	-1.5697
RAB14	1.017
CDK2AP2	-0.255
HDDC3	-0.142375
COMMD7	0.214125
CXXC1	-0.174
HMCN1	0.236166666666667
CD40	1.07625
DYNC1LI2	0.14675
GDI1	0.06
LOC646938	-0.02625
VSNL1	-1.81383333333333
PIH1D1	-0.712
RAET1G	-1.329
KRTAP5-9	-0.5075
EFTUD2	-0.86825
ZNF311	0.164333333333333
ATP6V1G3	-0.12125
OR2W3	-0.097
SCN4A	0.78525
MED10	-0.352125
FAM135A	-0.0815
ARHGAP4	-0.93975
EHMT2	-1.478625
UFD1L	-0.6725
ERMP1	-0.89525
MAG1	1.0565
THAP8	-0.956833333333333
HACE1	-0.294
FAM82C	0.6815
C3orf20	-0.37
UNC84A	-0.188
SCD5	-0.0727857142857143
LASS6	1.60825
LSG1	0.40225
MAL	-5.28275
GPR22	0.4415
WDR5B	0.40775
ACTRT1	0.4765
C17orf60	-0.125833333333333
GRIN2C	-0.219
ARMC8	0.33075
SLC47A1	-2.59133333333333
DMPK	-0.17475
DHRS13	-0.264833333333333
SMC1A	-0.9585
KRTAP17-1	0.749
SMYD5	-0.465
TUSC2	0.22825
CRHR2	0.429
KIR3DL2	0.827
CCDC104	0.62775
ATP2C1	0.741625
CROT	1.40925
PABPC3	-0.704666666666667
EGR1	3.3245
THSD1	0.54025
KHK	-2.41525
SLC12A2	1.1331875
CD58	0.10775
STOX2	-0.901833333333333
CCDC76	-0.1113
CCDC48	4.27775
DNAH1	0.3495
ZIC4	-0.530125
OR1G1	-0.3745
PSMC6	0.0848333333333333
PROKR1	-0.073
ABCB1	1.2065
TRAT1	-0.922
LLGL1	0.2275
MTF1	1.3685
USP54	0.86825
PAGE2B	-2.37
ITGB7	-4.205
CCDC81	-0.2755
LOC149837	0.59575
SCUBE1	1.5175
ZSCAN10	0.2455
HUWE1	-0.0770714285714286
CDH17	0.2325
CD180	1.773
IL17A	-0.251
TMPO	-1.81175
KIAA1524	-1.8482
HDGFRP3	0.597666666666667
OXCT1	-0.558363636363637
RRAS2	-0.2865
LTBP2	3.4470625
SV2B	2.58616666666667
CYP2A6	1.55925
PKD1L2	-0.385333333333333
PPM1M	1.10925
FLJ22662	2.59933333333333
ZNF502	2.1845
GP6	-1.4
CRYBA2	-0.7725
LEF1	-0.4697
CTPS	-1.68357142857143
EYA1	-2.66583333333333
EPS8L1	1.56125
MAPK14	-0.795
SERPINB2	-4.00175
GTF2F2	-0.4405
ZNHIT4	0.1195
PLA1A	-0.068125
C20orf114	2.3675
HPR	-1.345
C18orf2	-1.88516666666667
SATB2	-1.941
KCNJ9	-0.19525
MGC157906	1.055
MOCS3	-0.2345
C17orf71	-0.529166666666667
PPHLN1	0.0401
HIST1H2BN	-1.727375
RAPGEF1	-0.43825
MAP3K8	2.528
DLG4	0.347833333333333
STC1	1.62475
CDGAP	2.6815
DDX26B	-0.91725
LOC150223	-2.10525
CPSF3	-1.35
TMEM14A	0.3765
MYH3	-0.66025
GPKOW	-0.07625
SULT1A1	-0.859
SPON1	3.9451
YY1AP1	0.770333333333333
RAB23	0.32325
PLA2G4A	-2.64425
MAPRE3	-0.21
ZNF516	1.27221428571429
GGPS1	0.69725
EXOC3L2	-0.372
C19orf42	0.5067
MAP2K2	-0.534666666666667
HIST1H2BB	-0.855
RNF19B	2.35966666666667
C6orf128	0.947833333333333
TLR8	4.2225
PCDHA9	0.393
CARS2	-0.068
CLUL1	3.49733333333333
RHAG	-4.5585
UNK	-0.435
EXOC8	1.034
C9orf95	1.15275
C14orf143	0.101
MAML3	-0.186714285714286
LDHA	-0.88175
MRPL20	0.571625
KLHDC6	0.4428
ATP5S	0.323166666666667
C8orf55	-1.18575
PHF19	-2.23575
KRTAP13-4	0.4585
TTC5	-0.173
XKR5	-0.2765
SILV	-4.35183333333333
TEX28	0.6495
TCTN1	1.15775
CX40.1	0.3085
PPP2R5C	-0.338375
C12orf30	-0.853833333333333
CAPG	1.66825
MPZL1	1.0642
ARSB	-1.05616666666667
TDH	-1.60475
WASF4	1.06925
TSSK3	-0.829833333333333
7A5	0.978
CRISPLD1	1.88725
MAD1L1	-1.1855
SPIN4	-1.2025
AMPD1	2.57225
DPYSL5	-0.014
INPP1	1.87966666666667
ANKRD11	-0.795055555555556
NPAS4	-0.273857142857143
GCET2	-0.1208
RNASE9	0.713
GUCY2D	0.241833333333333
CCDC98	-0.0235
FGF4	-0.460125
CPM	0.300166666666667
SLC26A4	-0.8965
PLD5	0.76525
FAM59A	1.0601
FBXO5	-2.39822222222222
SIPA1L1	-0.3195
DPYS	1.27575
ATG4D	-0.688
TGM3	1.132
MTCH1	-0.071625
HK1	0.190285714285714
CDC26	0.272125
GALNT12	-1.419
LOC339229	-0.81025
MRPL35	-0.79025
ORC4L	-0.062375
TNKS	-0.339714285714286
C2orf24	0.0198333333333333
ZNF553	-0.195
GGTLA1	3.1443
ZNF497	0.28675
CDY1B	0.546666666666667
SLC30A4	0.1085
TUB	-0.321875
ARHGEF18	-0.161
ARRB1	0.64425
KCNK1	-0.502875
EREG	-0.0118
SCAMP5	-1.054
RUNDC3B	2.90475
ADAMTS20	-0.239
IL17RB	0.41275
FLJ20323	-0.21025
MCAM	1.17725
POLR3E	-1.33166666666667
AQR	0.304333333333333
IPMK	0.842
CDCA7	-4.805
CAMP	1.034
GRHL3	-0.06075
ADAMTSL2	0.5215
CLMN	2.61766666666667
SSTR3	0.1865
MAGEA5	-2.64016666666667
OVOL2	2.86425
JMJD1B	-0.01425
RBL2	0.321
PYGO2	0.365
PPP1R10	0.3195
CSE1L	-1.77316666666667
LCA5	0.95325
RDH16	-1.0025
ASRGL1	-1.6885
TOM1	0.504
PTX3	1.2715
TTC15	0.265
SCGB3A1	4.7865
MRPL50	-0.177
RCAN3	1.00375
SLC26A11	1.059
STYX	-0.185666666666667
CINP	-0.39425
MARCH7	0.689
PFKM	-1.46266666666667
SGMS1	1.62
RIOK3	0.115
C1orf110	-1.591
CES7	-0.272285714285714
LOC440248	-1.099
PPP1R12C	0.30475
C10orf27	0.675
ATG9A	-1.021
MRPS26	0.024875
TMEM40	0.9555
ELP3	-0.1421
ZNF787	0.1716
HIAT1	1.07125
C8orf34	0.821
MGC4655	-0.0863
PELI1	1.91616666666667
PPT1	0.717
SLC35C2	-0.8505
C6orf125	-0.86375
MUC4	-1.42933333333333
RFC4	-2.816
GNB2	0.359833333333333
NUP50	-0.237928571428571
SULT4A1	-1.6522
C7	5.6395
CCDC130	0.058
ARRDC4	1.3145
RQCD1	-0.156
GLYCTK	-0.813
AYTL2	-1.08972727272727
MTUS1	2.1473
LEMD3	0.341166666666667
PLEKHF2	1.039
HOXA7	1.471125
GTF3C2	-1.214
DYNLRB2	2.572
CNOT10	-0.71575
MR1	0.247
FFAR1	-0.21225
PRIC285	-0.4785
SLITRK6	3.8005
LIX1	-2.02266666666667
UBE1L2	0.136416666666667
F8	1.307875
ACHE	-0.303166666666667
KPNA5	-0.0405
TNFRSF12A	1.27183333333333
EGR3	3.7215
SERPIND1	-3.792
OASL	1.0525
IFRD1	-0.747625
WDFY1	0.005
ZNF267	1.034875
ACCN5	-0.3135
ZBTB6	-0.1915
PPP1R3A	0.4705
PRRT3	0.77125
FBXL19	-0.9095
TXNIP	0.488357142857143
ACTN2	-0.56875
ATG9B	-0.682375
C9orf117	1.1465
IL27	0.001
RPL36AL	0.122833333333333
KLK15	-0.0445
CHAD	2.337
RAP2B	-0.2483
HEBP2	1.1945
ZNF342	-0.011
CAMK2G	-0.900333333333333
TLR3	1.96975
FGF14	0.69375
HMGB2	-2.537
TRPM5	-0.492333333333333
OR5M11	0.327
KIF3B	0.552
PRICKLE2	2.03425
MTMR9	0.429875
C3orf27	-0.1805
GLRA3	-1.46466666666667
NSDHL	-0.480666666666667
TMEM32	0.0395
POLR2D	-0.6615
MYADML	0.2945
C9orf114	-0.702
MRGPRX1	0.3205
TOPORS	0.79925
CLDN19	0.65775
C1QL4	-0.53
RNF165	-1.6595
DHRS9	1.3515
DNAH2	-0.229833333333333
FXR1	-0.862666666666667
ZMYM3	-0.923625
CASP3	-0.1205
FAM120C	-1.035
SCLY	-1.565
CA7	-0.8065
ENTPD5	2.055
ZNF461	0.483125
PDIA5	0.06175
C1orf19	-0.705666666666667
TMEM67	0.3165
KCTD20	-0.1565
WDR47	1.324
FLJ38723	0.1995
KLRF1	1.16416666666667
TAS2R16	0.0405
CLDN12	0.97125
PRKCE	0.4075
UBXD4	-0.62775
ITGAM	3.2455
GLT8D3	-0.235375
WDR31	0.8708
RGS2	4.4635
OR51L1	-0.073
MST1R	0.93075
KIAA1737	0.89525
OR4A5	1.283
GLIS1	-1.07283333333333
PTMA	0.451285714285714
NAPA	1.1295
PRDM11	-0.2955
LIPF	0.422
DIRAS3	4.9135
ASGR2	-3.27475
C1QTNF4	1.3315
PIK3R4	0.0158333333333333
ARMC3	2.6175
NDUFV3	-0.703583333333333
BTBD3	-0.266666666666667
PPP1R2	0.804416666666667
UBE2NL	0.33175
FOSL2	2.57378571428571
FAM119A	-1.27216666666667
TUBA4A	-0.3653
KRTAP12-1	-0.09575
SFRS2	0.106
RHPN1	-0.5612
EEF2	-0.322166666666667
ZDHHC11	0.657
EPHA3	-0.705666666666667
RBM12	0.1205
H2AFJ	0.744916666666667
EDIL3	3.0775
KIF26A	-0.8265
SERGEF	0.631
B3GALT4	2.0325
LOC90925	1.74633333333333
OSCAR	0.377625
NPFF	-0.1375
DEDD	0.71
TMEM155	-0.839375
PTPN1	1.187
SCYL2	0.229
SKAP1	2.64
LEAP2	-2.04733333333333
GADD45G	3.1625
IFITM3	0.815
PILRB	-0.7125
SLU7	-0.085
DSC3	1.856
DNMT3L	-1.47525
PAPD5	-0.37125
B3GNT3	-1.83083333333333
LHCGR	0.6065
MSL-1	-0.331
UBE2S	-2.234375
SAP130	-0.6065
ANAPC11	-0.267
MAGED4B	-2.7605
ATP6V1B2	0.583
C14orf179	1.07825
CAPZA1	0.152
CDYL2	-0.797166666666667
GLRX3	-0.774666666666667
LOC136288	-0.577
MOBKL1A	0.276
HTR2B	3.5945
CRYGD	-0.112666666666667
NUS1	-0.438666666666667
PGRMC1	0.213
MYOM2	1.28275
FLJ39653	-2.50583333333333
CHM	0.3146
OR5M8	-0.143
ZNF619	0.3645
FAM105A	1.89325
CCNL1	0.581
NAP1L3	0.45375
C10orf57	1.965
B3GALNT1	0.616666666666667
CSN1S2A	-0.8115
TCP10L	-0.878
GDAP2	0.029375
DMKN	-0.054
COX6B1	-0.568
DNASE2	0.356666666666667
MSH5	-2.2845
LGMN	0.140625
USP31	-0.04
OR13C8	0.519
SDCBP	1.0284
NUDT11	-0.894833333333333
PYGL	-0.400833333333333
SNPH	0.225666666666667
B3GNT4	-0.7905
MIZF	-0.7466
NUBPL	-0.026125
NOD1	0.453
CDH22	1.260625
NUBP1	0.204833333333333
DSCAM	-3.952
DGKI	1.132
FAM136A	-1.17925
AKAP1	-0.454
SLC16A6	-0.14575
RIN3	0.793
PSG2	-0.2505
DIP2B	-0.761333333333333
PSORS1C1	-0.5532
KIAA0495	-0.293
FLJ90709	-0.628333333333333
LPA	-0.421166666666667
PIGA	0.278166666666667
LY75	3.433
UTS2	-6.06166666666667
RREB1	0.226625
GALNACT-2	1.4665
MGC3196	-1.48325
FLJ31568	0.125
LPHN1	-0.432
SP1	0.721875
TOX4	0.518833333333333
HSPA9	-0.00899999999999998
APOBEC1	1.2465
SLC35E4	-1.00275
LSM5	-1.45375
SURF1	-0.25425
ZBTB1	0.25225
GTF2F1	-0.129375
RPS15A	-0.721857142857143
DUSP21	-0.278666666666667
GINS4	-3.9535
MYO15A	-0.364666666666667
GIMAP7	4.24375
MGC13379	0.66375
ATP6V1E2	-0.509333333333333
UTP3	1.263
HNRPA3	-0.040375
MT4	0.245
C14orf155	0.238333333333333
U1SNRNPBP	0.253
CKLF	-0.844166666666667
PLEKHN1	-0.261
MBNL1	0.782333333333333
NUP160	-0.90275
ACSM2A	-1.199
LOC129881	2.21325
KIAA1529	-0.50775
FLJ22639	-1.49375
HAND1	-1.479
GSX1	0.128
FGA	-4.23261538461538
SERPINB1	1.1655
ZNF642	0.82825
IGFBP1	-8.394625
SLC1A1	3.332125
DHX57	-0.520125
ZNF766	0.037
PTPN21	0.3914
GDPD3	-1.53833333333333
PNPLA5	-0.0115
TBR1	0.70225
FAM116A	-0.00875
IQGAP1	0.802125
FOS	3.760125
ZNF226	0.333125
FIGNL1	-1.51766666666667
C14orf1	-0.103833333333333
ZMYND17	0.1605
PUS7	-0.6735
TUBB6	0.813875
KCNQ2	-1.78675
MARCH6	-0.349083333333333
CCDC33	-0.203
PRODH	-1.407
RBM11	2.09925
EPHA6	1.63014285714286
SLC43A1	-0.767
LOC196541	0.224875
NTN1	0.758083333333333
ING4	-0.23375
PCDHB10	1.25675
DPH2	-0.508666666666667
SPACA4	-0.612
FBXL21	-5.332
DIAPH1	-0.101166666666667
ZNF71	0.836166666666667
CEP76	-1.0225
CORO1A	-0.4095
RRM2	-4.31057142857143
EDG4	0.60675
OS9	0.4655
SLC4A1AP	-0.14975
COG5	-0.54425
COPS8	0.30575
NGLY1	-0.44375
NCBP2	-0.398625
C17orf42	0.120333333333333
GPSM3	0.231875
SIL1	0.809833333333333
ASB6	-0.1645
SMAD5OS	-0.429333333333333
UNC93A	-2.879125
A1BG	-0.234666666666667
C21orf62	1.189
FMO5	2.33025
ATRIP	-0.275666666666667
CEBPG	0.332
C7orf38	-0.251333333333333
TNFRSF1B	2.41133333333333
CLEC1A	2.33733333333333
IQSEC1	0.19625
PATZ1	0.4276
RBM22	1.0615
BAG2	-1.2185
PAQR5	-2.20316666666667
C9orf127	0.6298
THNSL1	-0.89025
SHROOM3	3.5668
JAM2	2.62725
SNRPN	-2.069
ALX4	0.1415
CACNA1S	0.555
FAM130A1	1.29725
CORIN	0.7155
CD300LB	0.442
PLEKHG6	1.3785
LRRC40	-0.349
PCLKC	-1.3925
PCDHB16	0.986833333333333
WNT2B	1.27033333333333
ASNS	-2.43666666666667
MRPL49	0.011875
FLJ46111	0.023
ISG20	0.74525
SMU1	0.523833333333333
CASZ1	0.876
POLR1D	-0.36075
GIN1	-0.16625
SNAG1	0.538166666666667
ANKRD29	0.49625
CDKN2AIP	0.20475
KRR1	0.24525
CXCL1	1.074
EPM2A	-0.3821
PC	0.104333333333333
DEFB127	-0.284
PDZRN4	2.21316666666667
FAH	0.707125
OR51E1	1.542
CDC2L6	-0.726666666666667
DNTTIP1	-0.50025
PAX8	-0.667
TMEM116	0.3355
C1orf150	1.1405
PRO2012	-0.20175
MRPL40	-0.6895
BEX1	-3.8015
SLC2A4	0.879166666666667
PKMYT1	-2.65975
FEZF2	-0.405
SLC26A9	-0.385
MAP2	0.368333333333333
LYL1	-1.16125
SLC25A19	-1.126
NOS3	1.44
ZNF34	0.2695
TMPRSS11F	0.119
FAM43A	1.39575
FCRL4	0.0596666666666667
KLF14	-0.75825
FLRT2	0.3835
WRN	-0.78025
SDF2	0.7887
KRT8P12	-0.118
C6orf195	-0.1905
C9orf125	-1.21083333333333
DZIP3	0.145375
RIT1	0.216916666666667
SCML1	-0.3465
RHBDF2	-0.411125
OR2G3	1.445
REXO1L1	-0.187
MAP3K7IP3	0.644125
C3orf57	-6.04975
FBXW11	-0.815333333333333
ETAA1	-0.789
C14orf131	-0.6709
AKT1S1	-0.39425
SLC12A5	-1.22675
C9orf164	0.2755
NRIP3	0.706875
NOS1AP	-0.3535
TMEM121	0.6505
SAP30BP	0.5748
DGCR6	0.26125
WDR76	-2.637
FAM82B	-0.66125
LOC606495	-0.5335
MAP9	1.5105
BCDIN3D	0.5745
CXorf36	4.3805
DSCR3	-0.0897
ZFAND3	0.5195
C7orf43	0.102
SPSB3	0.1604
C19orf19	-0.045
FAM133A	-1.699875
C12orf25	-0.2515
SLC39A3	-0.802375
DISP2	-0.31
PI4KAP2	-1.692
MKRN3	-2.916
ADAMTS13	-0.610625
CBLN3	0.0599
TTYH1	-0.6735
C3orf18	0.96125
FLJ13236	-1.61175
ZMYND12	3.349
C18orf25	0.33075
GLB1L3	-0.9015
ATP13A5	1.3235
RANBP10	-0.187
CD96	-1.2607
DENND1C	-0.4665
RBMS3	1.9435
SLC41A3	-0.025
DGCR6L	0.2375
TMEM128	0.389166666666667
CSNK1G3	0.1845
MOBKL2C	2.39425
TSPAN6	0.48225
MATN2	0.9491
MSL2L1	-0.208
ST6GALNAC2	0.116666666666667
FGFBP2	2.48325
FGL1	-6.28083333333333
MPP3	0.161666666666667
ARHGEF6	1.515
TGFBR2	1.463875
ACMSD	2.89175
IL33	5.18875
C9orf5	-0.00591666666666667
DEAF1	-0.2434
AMN	-0.106
DEFA6	0.144125
RNF212	-1.1305
METT5D1	-0.0436666666666667
CIB1	0.9231
TSSK1B	-0.3135
KIAA1727	1.50825
ZNF680	0.58025
LOC399900	-1.351
LOC152217	-0.58
CTNNAL1	-0.924
CIT	-3.504
TLE6	0.1645
ZNF607	-1.19625
HERC4	-0.533833333333333
DRAP1	-0.6869
PEMT	-0.5505
C10orf111	-0.696
ZNF575	0.35325
KCTD7	0.43425
MYO1F	1.264625
LOC285382	-0.0325
RAB11A	0.9236
PLCD3	-0.66725
C15orf28	0.19325
PTBP2	-0.216875
CTB-1048E9.5	0.09975
C19orf60	-0.522333333333333
C7orf25	0.111666666666667
SETD7	1.104875
HOXB9	-5.42
VANGL1	-0.181
CHAF1B	-2.44875
NDUFA3	-0.274
KIAA1328	0.479
SHARPIN	-0.2835
TTC23	-0.810875
UGP2	0.6505
ANKIB1	-0.0904
CIRBP	1.78557142857143
SEC14L4	-3.4065
OVCH1	0.266166666666667
VPS52	-0.1755
FAT	-0.156625
M6PRBP1	0.163
GPRIN3	0.9085
PPM1F	-0.757166666666667
TSR1	-0.34325
CCDC85A	2.494
PCSK5	2.5985
ZFHX3	-0.2145
HEMK1	-0.1417
PGBD2	-0.0205
RSRC2	0.117
AURKC	-1.04816666666667
SCRIB	-0.438625
ORM2	-4.54716666666667
FAM115A	-0.4206
FZD6	0.2525
UNC119	-0.325666666666667
GPX3	1.3268
NOV	1.4155
CABC1	-0.606375
CDC42SE2	0.3945625
EIF2S2	-0.5233
RNF130	0.98625
CKAP5	-1.45183333333333
RP11-413M3.2	0.2835
C10orf18	0.8238
TMEM93	-0.2595
DYX1C1	1.748
KCNMB2	-1.491375
ANK3	1.35766666666667
KRT5	2.4838
CDH12	-1.13475
QRSL1	-1.047875
JUB	-1.54825
SHC4	-1.366625
CCL15	2.342
CCDC22	-0.31375
SNX24	-0.564
RARS	-0.4935
MORC2	-0.385875
FAM48A	-0.457
MT1H	2.1625
PPP1R14C	-1.247
FOXD1	-2.75514285714286
C1orf213	-1.81975
AMT	-1.4157
DSN1	-2.35425
PTPLAD2	2.80675
DIS3L	-1.53825
RASL11A	0.9125
GPRC5B	0.17825
FRMD7	0.462
STRN4	0.007
KITLG	1.62981818181818
HDGF	-0.65725
OR1S1	-0.2805
SETX	0.5353
DDR2	1.192875
KCTD12	2.976
LYZL2	-1.20025
WDR52	0.923
TMEM2	2.653375
ZNF579	0.115166666666667
LOC200810	-0.7825
TNFSF9	-1.58125
PPFIA4	-4.12675
CNIH3	1.43766666666667
MAP4K4	-0.628785714285714
ROD1	-0.0827857142857143
ALS2CR12	0.153166666666667
DOCK3	-1.43816666666667
PAQR9	-4.00875
ASB17	0.110333333333333
STX16	-1.155875
FEZ2	0.777666666666667
DLAT	-0.841333333333333
KIF21B	-1.22433333333333
CDC5L	-0.37675
TMEM119	2.49766666666667
CRIP3	-1.4345
TPSD1	0.7985
TEPP	-0.26975
GNGT2	1.212
C21orf121	0.36275
WNK1	-0.227416666666667
FLJ10490	-0.335
OR51B5	-2.2055
LOC203547	-0.711125
HAS1	4.645
PPA1	0.082
ST7	-0.109625
C11orf46	0.9547
POPDC3	-4.09016666666667
ACOX2	0.777
ATCAY	-0.550166666666667
TM4SF19	-2.3545
MFSD9	-0.537666666666667
PDHB	-0.3895
ERN1	0.5935
LCE3C	0.2125
GPR111	0.582
NOTCH3	1.36733333333333
ADAMTS5	2.9645
B3GALT1	-0.566333333333333
UGCGL1	-0.799166666666667
FAM58A	0.182
FBXO32	2.09125
CLPP	-0.768
NXPH1	2.81525
MTMR3	0.847833333333333
ATP1B3	1.288875
TMEM16A	4.3125
HIST1H3F	-0.364666666666667
TRIM25	-0.348
SDCBP2	0.9325
CRKL	-1.116
HOXB2	1.69716666666667
ANP32B	-0.914625
GATM	4.186
AP4E1	-0.63675
EDG5	0.504125
CDKN3	-3.03133333333333
CDH4	-2.38775
PGD	-0.9475
RND1	1.7095
GAD1	-2.2718
MPG	-0.470875
LOC440350	-0.6075
ZNF133	-0.66075
SERPINB12	-0.582
AMELY	0.0936666666666667
DHX36	-0.486
TNFAIP8L2	2.53216666666667
PHTF2	-0.613055555555555
CCDC112	-0.907
IQCC	-1.0235
HEYL	3.57766666666667
FTSJ2	-0.88
APPL1	0.704
RAB43	0.755785714285714
OR10G2	0.0615
WAC	0.413
ADCY9	0.339125
RUNDC2B	0.253666666666667
PYCRL	-0.1462
AGPAT7	-0.578166666666667
SLC22A9	-1.54183333333333
CDKAL1	-0.1875
PDYN	-0.743
C20orf74	0.888
MTMR11	0.95575
VAV3	4.244
DAPL1	2.02225
STXBP3	0.6235
EIF3G	-0.27225
ARHGAP22	-1.86525
NPFFR1	-0.303
NPC1	-0.170833333333333
ALDH9A1	1.20416666666667
ZNF600	0.4115
ZNF678	0.303
RASSF1	0.281333333333333
ADD2	-2.389875
PITPNB	0.9245
PKD2L2	0.0102857142857142
LRP11	-0.8085
CDKL1	0.39125
SMEK2	-0.05175
PRODH2	-3.424
C11orf54	0.103666666666667
SFRS11	-0.0676666666666667
IL7	0.876
ALS2CR16	1.34625
BTG3	-0.069
PAK2	0.1845
RP11-679B17.1	-0.34425
GATA4	-1.9236
ATP2B1	0.2125
LOC130940	1.7425
C1orf172	2.44233333333333
ATF7IP2	-1.465
SLC25A43	-0.163666666666667
CENTG3	-0.17525
IGF2BP1	-4.5533
FCHSD1	0.3205
CAMK2N2	0.252666666666667
ELAVL3	-0.3844
NBPF15	0.128
UBE2J2	0.214818181818182
GNL2	-0.09675
PRR3	-0.1258
NLF2	0.1345
OR4F6	0.067
KLHL24	-0.105833333333333
CCDC88A	-1.3273
SGPP1	0.892833333333333
C10orf11	0.4185
SLC35B4	-1.548
UGT3A2	-1.8655
ARNT2	1.168
CBR1	-0.490125
ITPR3	-1.16683333333333
TRAPPC6B	0.1709
AMZ1	-0.958
ARP11	1.0585
WDSUB1	0.479
APBA1	0.572333333333333
RAB2A	0.6283
C6orf162	-0.02275
HPSE2	0.916
PLCE1	-0.32625
INSL3	0.939
DLG1	-0.1943
PTPLA	-2.287
PIGX	-0.02925
TFIP11	0.835666666666667
FIBIN	3.3495
POLR2G	-0.9805
GRAP2	-2.1757
DNAJB8	-0.26925
CNBP	0.594333333333333
WASF1	-1.4855
INPP5E	-0.799
HSPB1	-0.6205
TMEM167	-0.254
CUBN	0.24625
IGF1	4.8605625
ITPK1	-0.0259
NAALAD2	-0.4625
G3BP1	0.4474
NT5DC1	-0.135625
CYP39A1	0.8105
TMEM139	1.50533333333333
POLK	0.1728
GLULD1	-1.12625
RBM15	-1.046
AMZ2	-0.3275
GDF15	-3.4515
MESDC2	-0.2415
INCA	0.309
ACY1L2	-1.33
GZMM	-1.23333333333333
PAIP1	-0.156
CACNA2D1	0.47325
STK32C	-0.391833333333333
SH3BP4	1.5685
DEC1	-0.686
PADI1	-0.000499999999999997
UBB	-0.0169
PON3	4.0805
PROP1	0.6755
ANKRD13B	-0.9605
ADCK1	-0.447
TCF25	-0.25575
SLC38A5	-3.253
CXorf26	0.584166666666667
C19orf39	-0.256
PPP1R13B	0.56
ARL2	-0.956
TCL6	-0.2085
TOP3A	-0.8755
SLC16A14	0.954125
FXYD6	2.12616666666667
HIST1H4E	-0.8475
BBC3	-0.0759473684210527
UNC5A	0.486333333333333
FAM86C	-0.7646
PI4KB	0.9295
B3GAT1	-3.1245
SUSD2	1.02566666666667
OAZ2	-0.254166666666667
NOC4L	-0.6845
C10orf12	0.30075
FADS1	-2.40466666666667
LOC144097	-0.79
DKK2	1.86733333333333
KIAA1949	0.68425
RHOT1	0.1158
OXT	0.872833333333333
GPR153	0.231
ARL4A	-0.615666666666667
SAAL1	-0.73825
CCDC64	-0.5325
USE1	-0.166166666666667
HNMT	1.1225
PCGF3	-0.0345625
CYP2C19	1.125
C20orf4	0.347
CCDC11	0.99
ACSBG2	-0.38175
RWDD2A	0.01925
PALLD	3.307
CPLX4	1.787
LOC492311	0.952
KPNA2	-1.75533333333333
MACROD1	-0.7394
TMCO3	0.337
C15orf52	-0.267
BIRC5	-3.568
PRR16	2.4335
FAM63B	0.28425
KATNB1	-1.29566666666667
