Hybridization REF	TCGA-BH-A1EW-11B-33R-A137-07
EPDR1	-1.0646
MUSK	0.0785
ZNF434	0.125833333333333
SMARCD1	-0.617833333333333
ZFP106	1.21975
ZNF347	-0.2621
GTF2E1	0.24525
RY1	-0.152833333333333
ATAD2B	0.507375
ARHGAP17	-0.4399
KCNIP3	-0.754
SFPQ	0.198625
GFRA4	1.628
AKR1B10	-2.930875
TIGD6	1.06
RGS16	2.575
URB1	-1.06016666666667
OR4C46	1.90266666666667
TOP3B	-2.3065
NFATC4	-0.7205
CA14	-4.0285
BMPR1A	0.133833333333333
SNRP70	-3.28275
PRL	-0.2165
C6orf130	0.5865
STAG2	-0.92475
CD55	-0.425571428571429
RPS23	-1.06016666666667
SSX2	-1.58533333333333
FDPSL2A	-1.0545
FBXO27	-0.66525
SYNGR3	-0.741
TMSL3	3.14025
EML1	-0.878
NUP93	-1.479
SMAD3	-0.621
KIAA1189	-0.216166666666667
HNRPUL2	-2.61916666666667
TBC1D12	1.19583333333333
C16orf24	-0.51375
MRVI1	2.45066666666667
ZNF581	-1.02516666666667
ELOVL3	2.002
OR51Q1	0.247
CACNB3	0.303333333333333
GALNT13	-1.02371428571429
C10orf84	1.54775
NEDD4	0.2406
SPO11	0.981
OR5AU1	0.2375
NEK4	-0.0226428571428572
PRKAR2A	-1.7635
IHPK1	-1.191
ATP6V0B	-0.854875
CACNA1E	1.555
CEACAM8	0.864666666666667
PEX14	-0.3655
FLJ12993	1.027
ZBTB38	-1.37466666666667
PCTK2	0.539166666666667
LRRC16	2.256
FBLIM1	-0.717833333333334
FYCO1	1.221
RP5-1022P6.2	0.174333333333333
CMTM1	0.99
PLTP	-0.05
RAPH1	0.58875
DOCK8	0.321125
EZH2	-1.76473333333333
SLC25A1	-2.19533333333333
PLEKHB1	0.0529
GRB7	0.2712
ZFP37	0.888
MRPL33	0.74975
PELO	-0.02375
ARMC1	-0.315909090909091
C9orf27	0.02025
FLJ25778	-1.2985
C9orf37	-1.98333333333333
TMEM66	0.8355
SPRN	0.396625
HBEGF	1.214
PI4KA	-2.111
LEPRE1	-1.87475
POU2AF1	0.031375
MRPL12	-1.8515
REP15	-0.2695
ZC3H3	-1.74525
RASAL1	-1.4465
DDAH1	1.38825
ACBD5	0.515125
TMC2	0.096
CCDC137	-2.44525
SAMD13	1.70666666666667
UGT2B15	-1.09716666666667
TIPARP	2.08325
DNASE1L3	3.76275
TRIM72	0.157666666666667
DBX2	1.18425
IPO8	-1.5985
C21orf88	0.6695
MAP3K14	-0.6225
LOC51233	-0.2135
GGTLA4	-0.386
PDE6D	-0.9075
ZNF117	-0.01125
CLK2	-1.927
NKRF	-0.21275
TNFSF15	-0.0975000000000001
DUSP2	0.14375
SECISBP2	0.4638
GABRR2	-0.239
PPAP2C	0.8915
LOC51145	0.703833333333333
PAG1	0.395875
PIK3C3	0.661
GNG10	0.553
APOL4	-0.149666666666667
ANKRD28	-0.78575
STMN3	-1.8931
RAB14	0.7868
CDK2AP2	-2.0365
HDDC3	0.205125
COMMD7	-0.506625
CXXC1	-1.9785
HMCN1	-0.0581666666666667
CD40	0.7045
DYNC1LI2	-0.6453125
GDI1	-1.376
LOC646938	-0.456
VSNL1	-0.472666666666667
PIH1D1	-1.16466666666667
RAET1G	0.3885
KRTAP5-9	0.4575
EFTUD2	-1.058
ZNF311	-0.2405
ATP6V1G3	1.12325
OR2W3	-0.883666666666667
SCN4A	1.04275
MED10	-0.939875
FAM135A	0.1864
ARHGAP4	-2.01525
EHMT2	-1.99475
UFD1L	-0.582
ERMP1	-0.572
MAG1	-0.990166666666667
THAP8	-0.6035
HACE1	0.742166666666667
FAM82C	-0.185666666666667
C3orf20	1.8965
UNC84A	-0.243333333333333
SCD5	0.747071428571429
LASS6	1.287375
LSG1	-0.433333333333333
MAL	-5.17525
GPR22	0.134
WDR5B	1.59575
ACTRT1	1.3115
C17orf60	-0.710833333333333
GRIN2C	0.4472
ARMC8	0.1915
SLC47A1	-1.32283333333333
DMPK	-0.1305
DHRS13	-0.873
SMC1A	-0.5625
KRTAP17-1	1.18275
SMYD5	-1.276
TUSC2	0.11275
CRHR2	0.2885
KIR3DL2	0.1655
CCDC104	1.43025
ATP2C1	0.246375
CROT	0.311
PABPC3	-1.691
EGR1	4.61316666666667
THSD1	1.889
KHK	-2.009
SLC12A2	2.3576875
CD58	0.6415
STOX2	0.576666666666667
CCDC76	0.0557
CCDC48	5.1085
DNAH1	-0.470166666666667
ZIC4	-0.299875
OR1G1	-1.0525
PSMC6	0.284166666666667
PROKR1	0.2185
ABCB1	0.246125
TRAT1	-0.439
LLGL1	-0.452
MTF1	0.498
USP54	0.234375
PAGE2B	-1.5995
ITGB7	-4.1335
CCDC81	-0.5575
LOC149837	-0.38
SCUBE1	-0.925
ZSCAN10	1.371
HUWE1	-0.891571428571428
CDH17	1.2105
CD180	-1.1715
IL17A	0.3585
TMPO	-1.899375
KIAA1524	-0.8345
HDGFRP3	0.638833333333333
OXCT1	0.442909090909091
RRAS2	0.382
LTBP2	2.3019375
SV2B	4.13016666666667
CYP2A6	1.18975
PKD1L2	-0.327833333333333
PPM1M	-0.24575
FLJ22662	2.698
ZNF502	2.8565
GP6	-0.6485
CRYBA2	-0.35225
LEF1	-2.7742
CTPS	-2.36885714285714
EYA1	-2.133
EPS8L1	-0.645
MAPK14	-1.3765
SERPINB2	-5.611125
GTF2F2	0.373666666666667
ZNHIT4	-1.0595
PLA1A	-0.792625
C20orf114	3.9415
HPR	-4.2655
C18orf2	-2.56516666666667
SATB2	-0.9915
KCNJ9	-0.1015
MGC157906	-0.1745
MOCS3	-0.5035
C17orf71	-0.0185
PPHLN1	-0.189
HIST1H2BN	-1.704
RAPGEF1	-1.301
MAP3K8	2.1325
DLG4	0.448666666666667
STC1	0.386083333333333
CDGAP	0.00199999999999999
DDX26B	0.776
LOC150223	-2.96375
CPSF3	-0.689333333333333
TMEM14A	1.07575
MYH3	-0.13625
GPKOW	-0.266
SULT1A1	-0.337166666666667
SPON1	2.9138
YY1AP1	-0.404666666666667
RAB23	-0.4555
PLA2G4A	-1.1165
MAPRE3	-0.31175
ZNF516	1.75035714285714
GGPS1	1.475
EXOC3L2	0.00199999999999997
C19orf42	0.8135
MAP2K2	-2.4555
HIST1H2BB	-1.89325
RNF19B	-0.615
C6orf128	0.603333333333333
TLR8	2.4415
PCDHA9	-0.002
CARS2	-1.089875
CLUL1	4.153
RHAG	-4.132
UNK	-0.4665
EXOC8	1.5414
C9orf95	2.18925
C14orf143	1.25983333333333
MAML3	1.19475
LDHA	-2.72325
MRPL20	0.772
KLHDC6	0.8115
ATP5S	0.624333333333333
C8orf55	-1.91575
PHF19	-2.911
KRTAP13-4	0.3685
TTC5	-1.34175
XKR5	0.05625
SILV	-5.1655
TEX28	-0.627
TCTN1	-0.24325
CX40.1	0.17425
PPP2R5C	0.23725
C12orf30	-1.7622
CAPG	-0.05025
MPZL1	0.66135
ARSB	-2.5005
TDH	-1.3555
WASF4	-0.489
TSSK3	-0.890666666666667
7A5	0.5035
CRISPLD1	4.02725
MAD1L1	-2.553
SPIN4	-0.662833333333333
AMPD1	3.97825
DPYSL5	0.3065
INPP1	0.7165
ANKRD11	-1.82522222222222
NPAS4	0.1525
GCET2	0.9995
RNASE9	1.098
GUCY2D	1.2255
CCDC98	0.8955
FGF4	-0.0075
CPM	-0.2075
SLC26A4	0.315333333333333
PLD5	1.5
FAM59A	0.9326
FBXO5	-1.65588888888889
SIPA1L1	-0.914125
DPYS	2.15625
ATG4D	-0.95525
TGM3	0.6945
MTCH1	-1.694375
HK1	-0.138642857142857
CDC26	1.24325
GALNT12	-1.67383333333333
LOC339229	-1.0475
MRPL35	0.04875
ORC4L	0.374875
TNKS	-0.773214285714286
C2orf24	-0.697833333333333
ZNF553	0.433166666666667
GGTLA1	1.3427
ZNF497	-0.54175
CDY1B	-0.52675
SLC30A4	-0.100625
TUB	-0.234875
ARHGEF18	-0.458
ARRB1	-1.1315
KCNK1	0.82625
EREG	-1.6084
SCAMP5	-0.37725
RUNDC3B	2.34575
ADAMTS20	-0.2455
IL17RB	0.962875
FLJ20323	0.096
MCAM	0.0655
POLR3E	-1.89508333333333
AQR	0.2915
IPMK	-0.502
CDCA7	-2.9555
CAMP	3.119
GRHL3	0.86475
ADAMTSL2	0.9125
CLMN	1.66983333333333
SSTR3	0.9235
MAGEA5	-1.68883333333333
OVOL2	3.1005
JMJD1B	0.28625
RBL2	-0.0527
PYGO2	-0.87275
PPP1R10	-0.4395
CSE1L	-1.02516666666667
LCA5	3.03225
RDH16	0.48
ASRGL1	-1.3265
TOM1	-2.378
PTX3	-2.34
TTC15	-0.017
SCGB3A1	5.10166666666667
MRPL50	0.4405
RCAN3	0.255625
SLC26A11	1.111
STYX	-0.567666666666667
CINP	-0.14875
MARCH7	-0.3285
PFKM	-0.914333333333333
SGMS1	1.38516666666667
RIOK3	0.00830000000000001
C1orf110	-0.5705
CES7	0.0852499999999999
LOC440248	-0.57775
PPP1R12C	-2.49025
C10orf27	1.9505
ATG9A	-2.1315
MRPS26	0.899
TMEM40	1.2075
ELP3	-0.2359
ZNF787	-1.5607
HIAT1	-0.022
C8orf34	1.953
MGC4655	-1.0973
PELI1	1.71966666666667
PPT1	-0.6086
SLC35C2	-1.80133333333333
C6orf125	-0.36475
MUC4	-1.68416666666667
RFC4	-0.724857142857143
GNB2	-2.17016666666667
NUP50	-0.520857142857143
SULT4A1	-1.61166666666667
C7	3.29116666666667
CCDC130	-0.6845
ARRDC4	1.2205
RQCD1	-0.37275
GLYCTK	-1.22275
AYTL2	-1.42709090909091
MTUS1	0.6648
LEMD3	0.275166666666667
PLEKHF2	1.482
HOXA7	0.90175
GTF3C2	-2.5085
DYNLRB2	4.47775
CNOT10	-0.84325
MR1	-0.0663333333333333
FFAR1	0.08575
PRIC285	0.70275
SLITRK6	3.5085
LIX1	-2.3854
UBE1L2	-0.302416666666667
F8	1.625625
ACHE	0.0688333333333334
KPNA5	0.489
TNFRSF12A	-2.16433333333333
EGR3	4.432
SERPIND1	-4.07816666666667
OASL	1.7235
IFRD1	-0.38
WDFY1	-1.2505
ZNF267	0.14775
ACCN5	0.7015
ZBTB6	-0.13525
PPP1R3A	-0.0055
PRRT3	1.554
FBXL19	0.6795
TXNIP	2.18285714285714
ACTN2	1.17
ATG9B	-0.00225
C9orf117	0.37125
IL27	1.601
RPL36AL	1.024
KLK15	-0.18275
CHAD	3.194
RAP2B	0.2842
HEBP2	1.28375
ZNF342	0.854
CAMK2G	-1.1295
TLR3	2.95125
FGF14	0.6655
HMGB2	-0.365625
TRPM5	-0.264166666666667
OR5M11	-0.173
KIF3B	-0.833789473684211
PRICKLE2	1.567
MTMR9	0.800625
C3orf27	0.2075
GLRA3	5.9385
NSDHL	-0.925666666666667
TMEM32	0.4185
POLR2D	-1.52083333333333
MYADML	0.7565
C9orf114	-2.048
MRGPRX1	0.881
TOPORS	1.08175
CLDN19	0.6425
C1QL4	0.8315
RNF165	-2.0715
DHRS9	1.6495
DNAH2	0.971333333333333
FXR1	-0.6795
ZMYM3	-2.031875
CASP3	0.807166666666667
FAM120C	-0.442
SCLY	-1.70525
CA7	-0.3665
ENTPD5	-0.344333333333333
ZNF461	0.658
PDIA5	-1.676
C1orf19	0.162666666666667
TMEM67	0.68475
KCTD20	-2.06675
WDR47	1.4855
FLJ38723	-1.1355
KLRF1	1.258
TAS2R16	0.552
CLDN12	-0.0610000000000001
PRKCE	-0.419
UBXD4	-0.6915
ITGAM	2.92816666666667
GLT8D3	0.16375
WDR31	-0.1113
RGS2	3.724
OR51L1	1.0395
MST1R	-1.06175
KIAA1737	1.806
OR4A5	-0.5095
GLIS1	-1.55166666666667
PTMA	-0.509714285714286
NAPA	-0.6855
PRDM11	1.29725
LIPF	1.454
DIRAS3	2.7295
ASGR2	-3.606375
C1QTNF4	1.46575
PIK3R4	-0.2265
ARMC3	5.15925
NDUFV3	-0.692666666666667
BTBD3	-0.4435
PPP1R2	1.4655
UBE2NL	-1.6065
FOSL2	-0.140928571428571
FAM119A	-1.15283333333333
TUBA4A	-1.4405
KRTAP12-1	0.19475
SFRS2	-0.89375
RHPN1	-0.7123
EEF2	-2.25783333333333
ZDHHC11	0.836166666666667
EPHA3	-1.6798
RBM12	0.859
H2AFJ	0.449916666666667
EDIL3	-0.461
KIF26A	-0.2495
SERGEF	-0.0115
B3GALT4	1.8925
LOC90925	0.455666666666667
OSCAR	-0.48475
NPFF	-0.139875
DEDD	0.180375
TMEM155	-0.291125
PTPN1	-0.17875
SCYL2	0.182666666666667
SKAP1	3.297
LEAP2	-1.0035
GADD45G	1.2677
IFITM3	0.9235
PILRB	-0.576166666666667
SLU7	0.73275
DSC3	0.17875
DNMT3L	-1.22225
PAPD5	-0.434125
B3GNT3	0.216166666666667
LHCGR	0.4225
MSL-1	-0.7765
UBE2S	-2.671875
SAP130	-0.125
ANAPC11	0.37475
MAGED4B	-1.2035
ATP6V1B2	-0.102833333333333
C14orf179	1.17275
CAPZA1	-0.735625
CDYL2	-1.44183333333333
GLRX3	-0.198333333333333
LOC136288	-0.61625
MOBKL1A	0.99875
HTR2B	3.63075
CRYGD	0.051
NUS1	-1.31416666666667
PGRMC1	-0.274
MYOM2	-0.02975
FLJ39653	-1.6315
CHM	-0.6016
OR5M8	0.4715
ZNF619	0.2735
FAM105A	1.21525
CCNL1	0.442375
NAP1L3	0.91925
C10orf57	1.23316666666667
B3GALNT1	1.39933333333333
CSN1S2A	1.2245
TCP10L	0.24475
GDAP2	0.321875
DMKN	-0.364
COX6B1	0.463
DNASE2	-0.534
MSH5	-1.81825
LGMN	0.419875
USP31	0.533
OR13C8	1.07
SDCBP	1.0187
NUDT11	-1.04316666666667
PYGL	-0.369333333333333
SNPH	-1.02216666666667
B3GNT4	-1.096
MIZF	-1.4828
NUBPL	0.640375
NOD1	0.0813333333333333
CDH22	1.8875
NUBP1	-0.6615
DSCAM	-3.7755
DGKI	-0.1885
FAM136A	-1.0665
AKAP1	0.141166666666667
SLC16A6	-1.586
RIN3	-2.08875
PSG2	0.03725
DIP2B	-0.77725
PSORS1C1	-0.7363
KIAA0495	-1.211
FLJ90709	0.3975
LPA	0.914
PIGA	-0.223666666666667
LY75	4.17033333333333
UTS2	-6.34183333333333
RREB1	-1.41025
GALNACT-2	0.0691999999999999
MGC3196	-1.3125
FLJ31568	0.42575
LPHN1	-1.1815
SP1	-0.268625
TOX4	0.455166666666667
HSPA9	0.4762
APOBEC1	0.6635
SLC35E4	-1.6
LSM5	0.143
SURF1	-0.32575
ZBTB1	1.09758333333333
GTF2F1	-1.01825
RPS15A	1.35764285714286
DUSP21	0.6135
GINS4	-3.58616666666667
MYO15A	0.8475
GIMAP7	4.50825
MGC13379	1.66025
ATP6V1E2	0.1355
UTP3	1.216
HNRPA3	-0.1554375
MT4	0.82
C14orf155	0.6875
U1SNRNPBP	0.032
CKLF	-0.166
PLEKHN1	-1.2905
MBNL1	-0.470916666666667
NUP160	-0.84425
ACSM2A	-1.3105
LOC129881	2.5925
KIAA1529	1.0625
FLJ22639	-0.382
HAND1	-1.184
GSX1	0.744
FGA	-3.7096875
SERPINB1	0.5375
ZNF642	0.656
IGFBP1	-7.128375
SLC1A1	1.065625
DHX57	-1.60425
ZNF766	-0.603
PTPN21	0.0918
GDPD3	-1.237
PNPLA5	0.5105
TBR1	-0.4856
FAM116A	1.11775
IQGAP1	0.861
FOS	3.524375
ZNF226	1.4145
FIGNL1	-0.238666666666667
C14orf1	-0.362166666666667
ZMYND17	-1.4875
PUS7	-1.4555
TUBB6	-0.975875
KCNQ2	-1.498
MARCH6	0.165666666666667
CCDC33	1.1105
PRODH	0.592
RBM11	3.9705
EPHA6	1.2765
SLC43A1	-1.18375
LOC196541	0.557875
NTN1	0.913833333333333
ING4	0.202
PCDHB10	2.10475
DPH2	-1.1825
SPACA4	-0.712
FBXL21	-4.319
DIAPH1	-1.88433333333333
ZNF71	0.43
CEP76	0.032
CORO1A	-2.797
RRM2	-4.10525
EDG4	-0.45775
OS9	-1.666
SLC4A1AP	-0.47175
COG5	-0.856
COPS8	-0.33975
NGLY1	-0.47475
NCBP2	0.445625
C17orf42	0.769333333333333
GPSM3	-0.083375
SIL1	-0.345166666666667
ASB6	-1.1825
SMAD5OS	1.24966666666667
UNC93A	-2.98342857142857
A1BG	0.228333333333333
C21orf62	1.1305
FMO5	-0.3705
ATRIP	-1.26566666666667
CEBPG	0.647
C7orf38	0.737166666666667
TNFRSF1B	-1.22383333333333
CLEC1A	1.77183333333333
IQSEC1	-0.21675
PATZ1	-0.2391
RBM22	-0.529875
BAG2	-1.70183333333333
PAQR5	-2.00183333333333
C9orf127	0.7437
THNSL1	-0.058
SHROOM3	2.7274
JAM2	3.10275
SNRPN	-1.31925
ALX4	-0.0195
CACNA1S	0.516
FAM130A1	1.0135
CORIN	0.775
CD300LB	0.7475
PLEKHG6	-0.8105
LRRC40	0.19475
PCLKC	-0.583
PCDHB16	1.8435
WNT2B	0.945666666666667
ASNS	-2.06066666666667
MRPL49	-1.28625
FLJ46111	-2.0425
ISG20	0.337
SMU1	0.156666666666667
CASZ1	-0.4865
POLR1D	0.636
GIN1	1.71125
SNAG1	0.622333333333333
ANKRD29	0.59225
CDKN2AIP	0.821
KRR1	0.23625
CXCL1	0.4045
EPM2A	0.7672
PC	-0.715
DEFB127	0.566
PDZRN4	2.24233333333333
FAH	-0.2305
OR51E1	1.5215
CDC2L6	-1.266
DNTTIP1	-1.468
PAX8	-0.771
TMEM116	0.46275
C1orf150	-0.149
PRO2012	-0.535
MRPL40	0.0706666666666667
BEX1	-1.156
SLC2A4	0.253
PKMYT1	-2.62175
FEZF2	0.819
SLC26A9	-1.006
MAP2	0.68825
LYL1	-3.02225
SLC25A19	-1.49783333333333
NOS3	0.218
ZNF34	0.210333333333333
TMPRSS11F	-0.590666666666667
FAM43A	-2.52225
FCRL4	-0.142833333333333
KLF14	0.8365
FLRT2	0.598
WRN	-0.839
SDF2	1.1207
KRT8P12	-2.42775
C6orf195	-0.431
C9orf125	-0.7235
DZIP3	-0.100375
RIT1	1.40766666666667
SCML1	-0.974666666666667
RHBDF2	-0.686
OR2G3	0.3695
REXO1L1	3.2165
MAP3K7IP3	0.322125
C3orf57	-5.26075
FBXW11	0.0355
ETAA1	-0.06425
C14orf131	-0.8388
AKT1S1	-2.91475
SLC12A5	-0.98475
C9orf164	0.59775
NRIP3	1.91775
NOS1AP	-0.563
TMEM121	0.258
SAP30BP	-0.5443
DGCR6	-0.85975
WDR76	-2.60825
FAM82B	0.17975
LOC606495	-0.3875
MAP9	2.512
BCDIN3D	1.859
CXorf36	4.53
DSCR3	-0.7958
ZFAND3	-1.011
C7orf43	0.498333333333333
SPSB3	-1.14
C19orf19	2.69875
FAM133A	-2.09675
C12orf25	-0.18775
SLC39A3	-2.173125
DISP2	0.296
PI4KAP2	-3.8905
MKRN3	-2.90666666666667
ADAMTS13	0.359
CBLN3	0.3598
TTYH1	0.329833333333333
C3orf18	1.11625
FLJ13236	-1.43025
ZMYND12	4.34875
C18orf25	0.0625
GLB1L3	-1.257
ATP13A5	0.4475
RANBP10	-0.38275
CD96	-0.0964
DENND1C	0.1505
RBMS3	1.3605
SLC41A3	0.388666666666667
DGCR6L	-0.55275
TMEM128	2.19883333333333
CSNK1G3	0.882785714285714
MOBKL2C	0.732125
TSPAN6	1.68225
MATN2	1.4328
MSL2L1	-0.128833333333333
ST6GALNAC2	0.876833333333333
FGFBP2	2.7975
FGL1	-5.68516666666667
MPP3	0.988666666666667
ARHGEF6	1.02383333333333
TGFBR2	0.84675
ACMSD	0.63225
IL33	6.13175
C9orf5	0.4505
DEAF1	-1.464
AMN	1.027
DEFA6	-0.19625
RNF212	-1.32275
METT5D1	-0.233333333333333
CIB1	0.0716
TSSK1B	0.16925
KIAA1727	1.2415
ZNF680	0.915083333333333
LOC399900	-1.344
LOC152217	0.231666666666667
CTNNAL1	-1.6335
CIT	-2.40491666666667
TLE6	-1.458
ZNF607	-0.94075
HERC4	-0.966333333333333
DRAP1	-2.1401
PEMT	-0.311
C10orf111	0.953
ZNF575	1.588375
KCTD7	0.11325
MYO1F	-0.465375
LOC285382	-0.10075
RAB11A	1.5946
PLCD3	-0.4935
C15orf28	-0.137
PTBP2	0.817125
CTB-1048E9.5	-0.764625
C19orf60	1.26383333333333
C7orf25	0.632166666666667
SETD7	0.786
HOXB9	-4.709
VANGL1	-1.449625
CHAF1B	-1.53
NDUFA3	-0.00275
KIAA1328	0.5115
SHARPIN	-1.35775
TTC23	-0.47375
UGP2	1.94958333333333
ANKIB1	-1.101
CIRBP	1.433
SEC14L4	-1.56716666666667
OVCH1	0.110666666666667
VPS52	-1.67125
FAT	-0.438875
M6PRBP1	-2.43175
GPRIN3	-0.458
PPM1F	-1.67483333333333
TSR1	-1.113
CCDC85A	3.8415
PCSK5	2.28475
ZFHX3	-0.537
HEMK1	-0.6991
PGBD2	1.22625
RSRC2	-0.0383333333333333
AURKC	-1.53
SCRIB	-1.676875
ORM2	-5.04516666666667
FAM115A	-0.8529
FZD6	0.885625
UNC119	-0.612
GPX3	1.2166
NOV	0.45175
CABC1	-0.056125
CDC42SE2	-0.094875
EIF2S2	0.1802
RNF130	2.40425
CKAP5	-2.11816666666667
RP11-413M3.2	-0.038375
C10orf18	1.0085
TMEM93	-0.064
DYX1C1	3.47525
KCNMB2	0.646
ANK3	1.80325
KRT5	0.9902
CDH12	-0.0342857142857143
QRSL1	-0.112625
JUB	-0.749
SHC4	0.069375
CCL15	2.96133333333333
CCDC22	-1.07275
SNX24	0.445
RARS	0.27675
MORC2	-0.575625
FAM48A	-0.21125
MT1H	0.1575
PPP1R14C	-0.943833333333333
FOXD1	-1.95821428571429
C1orf213	0.09975
AMT	-0.9767
DSN1	-2.021
PTPLAD2	3.1775
DIS3L	-0.806
RASL11A	0.78275
GPRC5B	1.301625
FRMD7	-0.258
STRN4	-0.912
KITLG	-0.244681818181818
HDGF	-3.288
OR1S1	0.4885
SETX	-0.6304
DDR2	0.17775
KCTD12	3.58325
LYZL2	-0.91075
WDR52	-1.325
TMEM2	-0.791375
ZNF579	-0.2635
LOC200810	-1.0025
TNFSF9	-2.114
PPFIA4	-2.43525
CNIH3	-0.273
MAP4K4	-1.73371428571429
ROD1	0.0651428571428571
ALS2CR12	-0.819833333333333
DOCK3	0.461833333333333
PAQR9	-4.80175
ASB17	-0.0311666666666667
STX16	-2.218125
FEZ2	0.848166666666667
DLAT	-0.731166666666667
KIF21B	-1.29533333333333
CDC5L	-0.65525
TMEM119	0.310666666666667
CRIP3	-1.4385
TPSD1	0.856333333333333
TEPP	1.18975
GNGT2	0.82875
C21orf121	1.69275
WNK1	-1.11283333333333
FLJ10490	0.2791
OR51B5	-2.6305
LOC203547	-0.5165
HAS1	-1.2395
PPA1	0.845166666666667
ST7	-1.19575
C11orf46	0.3371
POPDC3	-1.707
ACOX2	2.41883333333333
ATCAY	0.288666666666667
TM4SF19	-2.986
MFSD9	-0.526666666666667
PDHB	0.232
ERN1	-0.28725
LCE3C	-0.8555
GPR111	-0.546
NOTCH3	2.2805
ADAMTS5	5.14425
B3GALT1	-0.28375
UGCGL1	-1.06583333333333
FAM58A	0.2635
FBXO32	1.36525
CLPP	-1.3335
NXPH1	0.85175
MTMR3	0.769166666666667
ATP1B3	-0.258125
TMEM16A	5.02725
HIST1H3F	-0.9475
TRIM25	-1.29166666666667
SDCBP2	-0.3855
CRKL	-1.376875
HOXB2	0.0531666666666667
ANP32B	-0.574875
GATM	4.0605
AP4E1	-0.299375
EDG5	0.182375
CDKN3	-1.83316666666667
CDH4	-2.27625
PGD	-1.6275
RND1	-0.0125
GAD1	-3.3268
MPG	-1.241
LOC440350	-0.9375
ZNF133	0.52
SERPINB12	-0.4755
AMELY	-0.648166666666667
DHX36	-0.3725
TNFAIP8L2	2.22216666666667
PHTF2	-0.644277777777778
CCDC112	0.765
IQCC	-1.85325
HEYL	3.0165
FTSJ2	-1.615
APPL1	-0.09425
RAB43	-0.0961428571428571
OR10G2	0.6435
WAC	1.14183333333333
ADCY9	-0.958125
RUNDC2B	-1.34816666666667
PYCRL	-1.5145
AGPAT7	-1.60866666666667
SLC22A9	-1.0882
CDKAL1	-1.1365
PDYN	-0.9665
C20orf74	-0.4935
MTMR11	0.74425
VAV3	2.57666666666667
DAPL1	3.925
STXBP3	1.56125
EIF3G	-1.17925
ARHGAP22	-1.925
NPFFR1	-0.0615
NPC1	-0.6195
ALDH9A1	1.132
ZNF600	0.261625
ZNF678	0.546333333333333
RASSF1	-0.769583333333333
ADD2	-2.594625
PITPNB	-0.586875
PKD2L2	-0.364875
LRP11	-0.172
CDKL1	-0.83675
SMEK2	0.00975000000000001
PRODH2	-3.76733333333333
C11orf54	0.6445
SFRS11	0.0955000000000001
IL7	1.4225
ALS2CR16	-0.028
BTG3	0.055
PAK2	0.298888888888889
RP11-679B17.1	1.52925
GATA4	0.755
ATP2B1	-2.46325
LOC130940	2.474
C1orf172	2.457
ATF7IP2	-0.2185
SLC25A43	-0.615666666666667
CENTG3	-1.16675
IGF2BP1	-4.1855
FCHSD1	0.212
CAMK2N2	-0.954333333333333
ELAVL3	0.7138
NBPF15	-1.38233333333333
UBE2J2	-1.27691666666667
GNL2	-0.7845
PRR3	-1.285
NLF2	0.087
OR4F6	0.5965
KLHL24	0.452
CCDC88A	-1.8195
SGPP1	0.985166666666667
C10orf11	1.699
SLC35B4	-1.689
UGT3A2	-0.3555
ARNT2	0.4998
CBR1	-0.48075
ITPR3	-1.97816666666667
TRAPPC6B	0.5913
AMZ1	1.4005
ARP11	1.0935
WDSUB1	1.382
APBA1	0.585666666666667
RAB2A	0.73
C6orf162	1.32675
HPSE2	2.068
PLCE1	0.932
INSL3	1.261
DLG1	0.5007
PTPLA	-2.00975
PIGX	0.6255
TFIP11	-1.13166666666667
FIBIN	3.323
POLR2G	-0.06775
GRAP2	-2.1002
DNAJB8	-0.28975
CNBP	2.00666666666667
WASF1	-0.612
INPP5E	-1.7662
HSPB1	-0.8228125
TMEM167	0.1953
CUBN	0.107
IGF1	5.0664375
ITPK1	-0.3979
NAALAD2	-0.3115
G3BP1	0.2657
NT5DC1	1.272125
CYP39A1	1.639
TMEM139	2.65433333333333
POLK	0.0997
GLULD1	-1.9595
RBM15	-2.539
AMZ2	0.77575
GDF15	-1.55833333333333
MESDC2	0.33225
INCA	1.65216666666667
ACY1L2	0.3875
GZMM	-0.079
PAIP1	1.23225
CACNA2D1	0.365
STK32C	-1.26666666666667
SH3BP4	0.411333333333333
DEC1	1.138
PADI1	-0.413
UBB	0.7417
PON3	3.12383333333333
PROP1	0.6425
ANKRD13B	-1.812
ADCK1	-2.226
TCF25	-1.50383333333333
SLC38A5	-3.429
CXorf26	0.491666666666667
C19orf39	0.27675
PPP1R13B	-0.05575
ARL2	-2.1955
TCL6	0.639166666666667
TOP3A	-1.5895
SLC16A14	1.3335
FXYD6	1.4595
HIST1H4E	-1.043
BBC3	-0.708210526315789
UNC5A	0.0541666666666667
FAM86C	-0.8303
PI4KB	-1.575375
B3GAT1	-2.0405
SUSD2	0.558166666666667
OAZ2	-0.338833333333333
NOC4L	-1.54475
C10orf12	-0.964
FADS1	-2.96416666666667
LOC144097	-1.43275
DKK2	1.00733333333333
KIAA1949	-0.43575
RHOT1	0.5552
OXT	1.9765
GPR153	0.03025
ARL4A	0.669833333333333
SAAL1	-0.7725
CCDC64	-1.543
USE1	-0.798333333333333
HNMT	1.9855
PCGF3	0.4954375
CYP2C19	0.0605
C20orf4	-0.763
CCDC11	1.775
ACSBG2	0.6305
RWDD2A	1.53375
PALLD	2.41025
CPLX4	-0.0645
