Hybridization REF	TCGA-AR-A1AU-01A-11R-A12P-07
ZNF347	-0.3197
GTF2E1	0.345
RY1	0.0265
ATAD2B	0.264875
ARHGAP17	-0.8483
KCNIP3	0.61425
SFPQ	0.46675
GFRA4	0.142333333333333
AKR1B10	-3.322375
TIGD6	0.183166666666667
RGS16	1.7285
URB1	-0.346
OR4C46	0.848
TOP3B	-0.51875
NFATC4	2.4255
CA14	-4.7485
BMPR1A	0.122666666666667
SNRP70	-0.474625
PRL	0.184777777777778
C6orf130	-0.636
STAG2	-0.6835
CD55	-0.792857142857143
RPS23	1.03166666666667
SSX2	-2.0288
FDPSL2A	0.071
FBXO27	0.817125
SYNGR3	2.08566666666667
TMSL3	2.58825
EML1	-0.9675
NUP93	-0.6195
SMAD3	-1.4894
KIAA1189	-0.0485
HNRPUL2	-0.983
TBC1D12	1.06783333333333
C16orf24	0.79275
MRVI1	1.87883333333333
ZNF581	0.0313333333333333
ELOVL3	0.2135
OR51Q1	0.52675
CACNB3	2.1485
GALNT13	0.0277500000000001
C10orf84	1.3349375
NEDD4	-0.3198
SPO11	3.178
OR5AU1	0.282
NEK4	0.0357142857142857
PRKAR2A	-1.1135
IHPK1	-0.662833333333333
ATP6V0B	0.880125
CACNA1E	1.3295
CEACAM8	-1.2745
PEX14	-0.152
FLJ12993	-1.572
ZBTB38	-0.579916666666667
PCTK2	0.251166666666667
LRRC16	0.2292
FBLIM1	0.889666666666666
FYCO1	0.624
RP5-1022P6.2	0.288166666666667
CMTM1	1.76983333333333
PLTP	1.238
RAPH1	1.319
DOCK8	-0.116875
EZH2	-2.09533333333333
SLC25A1	0.0101666666666667
PLEKHB1	1.5412
GRB7	0.73
ZFP37	0.08475
MRPL33	0.2545
PELO	-0.6365
ARMC1	-0.357727272727273
C9orf27	-0.0578333333333334
FLJ25778	0.002
C9orf37	-0.806333333333333
TMEM66	1.94775
SPRN	1.7835
HBEGF	1.2445
PI4KA	-0.661
LEPRE1	-1.0525
POU2AF1	-1.570125
MRPL12	-0.343166666666667
REP15	0.369
ZC3H3	-0.0905
RASAL1	-1.142
DDAH1	1.273375
ACBD5	0.885625
TMC2	1.0945
CCDC137	-1.04375
SAMD13	0.623166666666667
UGT2B15	-1.99116666666667
TIPARP	0.64625
DNASE1L3	1.73875
TRIM72	0.6244
DBX2	3.17425
IPO8	-0.7985
C21orf88	-0.607
MAP3K14	0.1455
LOC51233	0.901
GGTLA4	0.05725
PDE6D	0.172
ZNF117	-0.72425
CLK2	-1.022125
NKRF	-0.99225
TNFSF15	0.1906
DUSP2	1.11975
SECISBP2	0.0342
GABRR2	0.0265
PPAP2C	1.98875
LOC51145	-0.476
PAG1	-0.09675
PIK3C3	-0.02
GNG10	0.449
APOL4	0.425333333333333
ANKRD28	-0.50525
STMN3	0.299
RAB14	0.8228
CDK2AP2	0.8265
HDDC3	0.222875
COMMD7	0.508125
CXXC1	0.29225
HMCN1	-0.703666666666667
CD40	0.84225
DYNC1LI2	0.5745625
GDI1	0.847
LOC646938	-0.3565
VSNL1	-1.25266666666667
PIH1D1	-0.345166666666667
RAET1G	0.2235
KRTAP5-9	0.679
EFTUD2	-0.807
ZNF311	-0.498333333333333
ATP6V1G3	-0.179
OR2W3	-0.65925
SCN4A	0.746
MED10	-0.388625
FAM135A	-0.777
ARHGAP4	-2.141
EHMT2	-0.946
UFD1L	-0.499
ERMP1	1.044
MAG1	-2.07433333333333
THAP8	0.250333333333333
HACE1	0.128666666666667
FAM82C	-0.219
C3orf20	0.608
UNC84A	-0.310666666666667
SCD5	-0.0380833333333333
LASS6	1.4
LSG1	-0.51025
MAL	-4.8425
GPR22	-3.068
WDR5B	0.80625
ACTRT1	0.567
C17orf60	0.0343333333333333
GRIN2C	0.00660000000000002
ARMC8	-0.0716666666666667
SLC47A1	-0.934833333333333
DMPK	0.7145
DHRS13	-0.615833333333333
SMC1A	-0.738333333333333
KRTAP17-1	0.632
SMYD5	-0.7125
TUSC2	0.459375
CRHR2	0.1325
KIR3DL2	0.3705
CCDC104	1.0705
ATP2C1	0.585125
CROT	0.952
PABPC3	-0.806833333333333
EGR1	3.49
THSD1	0.817
KHK	0.282
SLC12A2	2.644625
CD58	-0.776
STOX2	-0.0666666666666667
CCDC76	-1.0956
CCDC48	5.01225
DNAH1	0.512666666666667
ZIC4	0.217142857142857
OR1G1	2.611
PSMC6	-0.193833333333333
PROKR1	0.5485
ABCB1	0.537
TRAT1	-1.639
LLGL1	-0.0545
MTF1	-0.1275
USP54	0.11125
PAGE2B	-2.099
ITGB7	-4.02825
CCDC81	-0.6695
LOC149837	1.2645
SCUBE1	0.3305
ZSCAN10	0.835
HUWE1	-0.717571428571429
CDH17	2.04
CD180	-0.1495
IL17A	-0.37875
TMPO	-1.73885714285714
KIAA1524	-1.4796
HDGFRP3	0.676666666666667
OXCT1	-0.774636363636364
RRAS2	-0.838666666666667
LTBP2	3.4743125
SV2B	2.592
CYP2A6	2.10875
PKD1L2	-0.408666666666667
PPM1M	1.016
FLJ22662	1.297
ZNF502	1.89125
GP6	-2.5295
CRYBA2	-1.532
LEF1	-2.6636
CTPS	-1.994
EYA1	-3.31433333333333
EPS8L1	0.8285
MAPK14	-1.09641666666667
SERPINB2	-5.410375
GTF2F2	0.402333333333333
ZNHIT4	-0.699
PLA1A	-0.502
C20orf114	3.117
HPR	-3.945
C18orf2	-6.3364
SATB2	-1.69125
KCNJ9	1.339375
MGC157906	1.069
MOCS3	-0.736
C17orf71	-0.9
PPHLN1	0.0094
HIST1H2BN	0.276
RAPGEF1	-0.288375
MAP3K8	2.215
DLG4	0.693
STC1	0.985583333333333
CDGAP	1.08
DDX26B	-0.9515
LOC150223	-1.7675
CPSF3	-1.03516666666667
TMEM14A	0.389
MYH3	-1.69225
GPKOW	-0.219
SULT1A1	-0.259666666666667
SPON1	3.7681
YY1AP1	-0.600833333333333
RAB23	-0.3555
PLA2G4A	-3.10225
MAPRE3	-0.22125
ZNF516	1.20342857142857
GGPS1	1.07375
EXOC3L2	-0.4375
C19orf42	0.9653
MAP2K2	0.4865
HIST1H2BB	0.7205
RNF19B	-0.0411666666666667
C6orf128	-0.051
TLR8	3.194
PCDHA9	null
CARS2	0.516375
CLUL1	2.0845
RHAG	-4.35316666666667
UNK	-0.4165
EXOC8	0.9631
C9orf95	1.6005
C14orf143	-0.121
MAML3	0.0655
LDHA	-1.26975
MRPL20	0.282625
KLHDC6	-0.62875
ATP5S	0.192666666666667
C8orf55	1.39425
PHF19	-2.4245
KRTAP13-4	0.234
TTC5	0.08725
XKR5	-1.10766666666667
SILV	-4.7075
TEX28	-0.261
TCTN1	0.4195
CX40.1	0.26775
PPP2R5C	-0.684125
C12orf30	-1.7704
CAPG	2.549
MPZL1	0.79075
ARSB	-1.791
TDH	-2.961
WASF4	0.903
TSSK3	-0.00433333333333334
7A5	0.0285
CRISPLD1	3.162125
MAD1L1	-0.644
SPIN4	-0.358833333333333
AMPD1	1.79175
DPYSL5	-0.1355
INPP1	0.263166666666667
ANKRD11	-1.26388888888889
NPAS4	-0.996833333333334
GCET2	-0.1025
RNASE9	0.153
GUCY2D	-0.1595
CCDC98	0.1665
FGF4	-0.419375
CPM	-0.0966666666666667
SLC26A4	-0.133833333333333
PLD5	0.909333333333333
FAM59A	0.4707
FBXO5	-2.49211111111111
SIPA1L1	-0.789375
DPYS	1.566
ATG4D	0.376
TGM3	1.324
MTCH1	-0.593375
HK1	0.290769230769231
CDC26	0.452125
GALNT12	-3.38166666666667
LOC339229	-0.1295
MRPL35	-0.2595
ORC4L	0.156375
TNKS	-0.508571428571429
C2orf24	0.743
ZNF553	0.363333333333333
GGTLA1	3.4595
ZNF497	0.49925
CDY1B	-2.2725
SLC30A4	-0.997833333333333
TUB	0.3445
ARHGEF18	-0.404
ARRB1	1.70725
KCNK1	1.932375
EREG	-3.0701
SCAMP5	0.936
RUNDC3B	2.78875
ADAMTS20	0.152
IL17RB	0.759125
FLJ20323	-0.83375
MCAM	-0.073
POLR3E	-2.05266666666667
AQR	0.0515
IPMK	-1.2315
CDCA7	-3.987875
CAMP	2.37475
GRHL3	-1.18375
ADAMTSL2	0.8635
CLMN	0.709166666666667
SSTR3	0.192
MAGEA5	-2.51283333333333
OVOL2	3.7785
JMJD1B	-0.36525
RBL2	0.6933
PYGO2	0.122
PPP1R10	0.104833333333333
CSE1L	-1.5525
LCA5	1.74025
RDH16	0.507
ASRGL1	-2.38775
TOM1	0.714666666666667
PTX3	-2.6495
TTC15	0.48475
SCGB3A1	2.3205
MRPL50	-1.06625
RCAN3	0.18925
SLC26A11	1.15175
STYX	-0.487333333333333
CINP	-0.34375
MARCH7	0.0925
PFKM	-0.287333333333333
SGMS1	0.369166666666667
RIOK3	-0.7068
C1orf110	2.0285
CES7	-1.132625
LOC440248	-1.6055
PPP1R12C	0.2435
C10orf27	0.485
ATG9A	-0.288
MRPS26	1.22375
TMEM40	0.105
ELP3	-0.5012
ZNF787	0.4381
HIAT1	-0.184375
C8orf34	2.21083333333333
MGC4655	0.7248
PELI1	0.633333333333333
PPT1	0.4332
SLC35C2	0.218666666666667
C6orf125	-0.4355
MUC4	-0.399666666666667
RFC4	-1.77185714285714
GNB2	0.425333333333333
NUP50	-0.375357142857143
SULT4A1	-0.03
C7	3.898625
CCDC130	-0.2065
ARRDC4	-0.60725
RQCD1	0.2305
GLYCTK	-0.71525
AYTL2	-1.21509090909091
MTUS1	1.08
LEMD3	-0.343
PLEKHF2	1.28925
HOXA7	0.076875
GTF3C2	-1.403
DYNLRB2	3.78825
CNOT10	-0.513
MR1	-0.251
FFAR1	-0.113666666666667
PRIC285	0.3655
SLITRK6	5.82925
LIX1	-3.5314
UBE1L2	-0.413583333333333
F8	1.65675
ACHE	-0.131666666666667
KPNA5	-0.05975
TNFRSF12A	-1.3385
EGR3	2.131
SERPIND1	-4.08566666666667
OASL	1.48775
IFRD1	-1.42075
WDFY1	-0.5295
ZNF267	-0.1515
ACCN5	0.00599999999999999
ZBTB6	0.37325
PPP1R3A	-1.8455
PRRT3	2.232
FBXL19	-0.9025
TXNIP	1.36842857142857
ACTN2	4.131
ATG9B	-0.134125
C9orf117	0.778375
IL27	0.055
RPL36AL	0.512
KLK15	0.517
CHAD	1.7725
RAP2B	-0.1081
HEBP2	0.626
ZNF342	-0.399
CAMK2G	-0.513833333333333
TLR3	0.781
FGF14	1.2015
HMGB2	-0.383625
TRPM5	-0.0121666666666667
OR5M11	0.104
KIF3B	-0.245526315789474
PRICKLE2	0.95875
MTMR9	0.105625
C3orf27	0.083
GLRA3	-1.27416666666667
NSDHL	-0.3035
TMEM32	-0.56425
POLR2D	-0.527916666666667
MYADML	0.209
C9orf114	0.06575
MRGPRX1	1.1045
TOPORS	0.43975
CLDN19	1.0485
C1QL4	-0.02
RNF165	0.146
DHRS9	0.149
DNAH2	0.582
FXR1	-0.635333333333333
ZMYM3	-0.734875
CASP3	0.0513333333333333
FAM120C	-0.411375
SCLY	-1.32325
CA7	-0.6755
ENTPD5	-0.477
ZNF461	-0.23425
PDIA5	-0.411
C1orf19	-0.197166666666667
TMEM67	0.8475
KCTD20	-1.814
WDR47	0.793
FLJ38723	6.5865
KLRF1	1.21266666666667
TAS2R16	-0.766
CLDN12	0.5335
PRKCE	0.0325
UBXD4	-1.0765
ITGAM	2.2945
GLT8D3	-0.650375
WDR31	0.4633
RGS2	3.07
OR51L1	0.00299999999999997
MST1R	-1.076
KIAA1737	0.77575
OR4A5	-0.698
GLIS1	-0.580333333333333
PTMA	0.5035
NAPA	0.864
PRDM11	-0.01075
LIPF	0.62
DIRAS3	1.951
ASGR2	-4.15975
C1QTNF4	2.027
PIK3R4	-0.132333333333333
ARMC3	3.229
NDUFV3	-0.403166666666667
BTBD3	-0.755
PPP1R2	0.242416666666667
UBE2NL	-0.2435
FOSL2	1.85642857142857
FAM119A	-1.2
TUBA4A	-0.4837
KRTAP12-1	-1.25
SFRS2	-1.13325
RHPN1	0.6547
EEF2	-0.483333333333333
ZDHHC11	-1.65983333333333
EPHA3	-2.292
RBM12	0.224
H2AFJ	1.58133333333333
EDIL3	1.2015
KIF26A	-1.00275
SERGEF	0.32675
B3GALT4	2.16775
LOC90925	-0.698333333333333
OSCAR	-0.161625
NPFF	-0.105625
DEDD	0.440375
TMEM155	-1.082375
PTPN1	-0.3065
SCYL2	-0.0311666666666667
SKAP1	2.86175
LEAP2	-2.68316666666667
GADD45G	3.0291
IFITM3	1.7335
PILRB	-0.638333333333333
SLU7	0.089
DSC3	1.609
DNMT3L	-1.60825
PAPD5	0.902875
B3GNT3	-0.38
LHCGR	-1.891
MSL-1	0.16525
UBE2S	-0.9965
SAP130	-0.843
ANAPC11	0.16
MAGED4B	-1.0865
ATP6V1B2	0.4625
C14orf179	0.78725
CAPZA1	-0.5545
CDYL2	0.038
GLRX3	-0.222166666666667
LOC136288	-0.335666666666667
MOBKL1A	-0.28
HTR2B	4.835
CRYGD	-1.442
NUS1	-0.860333333333333
PGRMC1	-0.275
MYOM2	1.42025
FLJ39653	-2.22183333333333
CHM	0.0199
OR5M8	-0.108
ZNF619	-0.2335
FAM105A	0.0905
CCNL1	-0.730625
NAP1L3	0.26325
C10orf57	1.23366666666667
B3GALNT1	1.78333333333333
CSN1S2A	-1.216
TCP10L	0.9925
GDAP2	-0.5345
DMKN	0.781
COX6B1	0.0875
DNASE2	0.5565
MSH5	-1.888
LGMN	-0.127875
USP31	0.2205
OR13C8	-0.0275
SDCBP	0.3051
NUDT11	-1.76016666666667
PYGL	0.291166666666667
SNPH	-0.401833333333333
B3GNT4	-0.853
MIZF	-1.1545
NUBPL	-0.177875
NOD1	-0.0411666666666667
CDH22	1.980375
NUBP1	-0.124333333333333
DSCAM	-3.70325
DGKI	0.324
FAM136A	-1.04825
AKAP1	-0.0611666666666667
SLC16A6	1.64675
RIN3	0.65725
PSG2	-0.5845
DIP2B	-0.696666666666666
PSORS1C1	0.7018
KIAA0495	-0.352
FLJ90709	-1.17366666666667
LPA	-0.641166666666667
PIGA	-0.5725
LY75	3.235
UTS2	-6.44783333333333
RREB1	-0.949714285714286
GALNACT-2	0.142
MGC3196	-1.4555
FLJ31568	0.77425
LPHN1	-0.35325
SP1	0.740125
TOX4	0.573833333333333
HSPA9	-0.09
APOBEC1	-1.542
SLC35E4	-1.73975
LSM5	-1.241
SURF1	0.276
ZBTB1	-0.280666666666667
GTF2F1	0.058
RPS15A	-0.110857142857143
DUSP21	-0.149
GINS4	-2.96316666666667
MYO15A	0.2045
GIMAP7	3.91325
MGC13379	0.17675
ATP6V1E2	-0.760666666666667
UTP3	0.4195
HNRPA3	0.1925
MT4	0.342
C14orf155	-0.41975
U1SNRNPBP	0.83275
CKLF	-0.462
PLEKHN1	-0.1725
MBNL1	-0.784416666666667
NUP160	-0.85075
ACSM2A	-1.2045
LOC129881	2.906
KIAA1529	0.1365
FLJ22639	-1.5585
HAND1	-0.776
GSX1	0.732
FGA	-3.92285714285714
SERPINB1	-0.717
ZNF642	0.00675
IGFBP1	-8.024375
SLC1A1	-1.024
DHX57	-0.535625
ZNF766	-0.455
PTPN21	0.0873333333333334
GDPD3	-0.577833333333333
PNPLA5	0.0425
TBR1	0.652
FAM116A	0.288
IQGAP1	0.103625
FOS	2.581
ZNF226	0.23325
FIGNL1	-1.22566666666667
C14orf1	-0.505
ZMYND17	-2.8865
PUS7	-1.28266666666667
TUBB6	-0.81
KCNQ2	-1.23325
MARCH6	-0.234333333333333
CCDC33	0.249
PRODH	1.88775
RBM11	-0.6095
EPHA6	1.37725
SLC43A1	-0.8405
LOC196541	0.4005
NTN1	0.4535
ING4	1.012
PCDHB10	1.434
DPH2	-0.852
SPACA4	-0.44225
FBXL21	-5.02
DIAPH1	-1.1155
ZNF71	0.455
CEP76	-1.0505
CORO1A	-1.00475
RRM2	-3.151375
EDG4	1.34325
OS9	0.258833333333333
SLC4A1AP	-0.4615
COG5	-0.5185
COPS8	0.2595
NGLY1	-0.97025
NCBP2	-0.543125
C17orf42	-0.117833333333333
GPSM3	0.300375
SIL1	0.430166666666667
ASB6	-0.734
SMAD5OS	0.152
UNC93A	-4.043625
A1BG	0.635166666666667
C21orf62	0.9085
FMO5	-0.786416666666667
ATRIP	0.586666666666667
CEBPG	0.0288333333333333
C7orf38	-0.00466666666666667
TNFRSF1B	0.4185
CLEC1A	2.59666666666667
IQSEC1	0.041625
PATZ1	1.1236
RBM22	1.18025
BAG2	-1.93533333333333
PAQR5	-3.00233333333333
C9orf127	1.2472
THNSL1	0.2995
SHROOM3	1.9325
JAM2	1.99775
SNRPN	-2.0065
ALX4	-0.1755
CACNA1S	-0.333
FAM130A1	0.028
CORIN	0.2965
CD300LB	0.6815
PLEKHG6	1.045
LRRC40	-0.242
PCLKC	-1.543
PCDHB16	1.37216666666667
WNT2B	0.781833333333333
ASNS	-1.61033333333333
MRPL49	0.408875
FLJ46111	0.2015
ISG20	0.179
SMU1	-0.300833333333333
CASZ1	0.6175
POLR1D	-0.13225
GIN1	0.0765
SNAG1	1.32966666666667
ANKRD29	-0.47625
CDKN2AIP	0.2675
KRR1	0.42675
CXCL1	0.155833333333333
EPM2A	-0.6895
PC	-0.132333333333333
DEFB127	0.413
PDZRN4	0.2925
FAH	0.3235
OR51E1	1.8065
CDC2L6	-0.430166666666667
DNTTIP1	-1.04525
PAX8	1.122
TMEM116	0.235
C1orf150	-1.237
PRO2012	-1.142
MRPL40	-0.353166666666667
BEX1	2.2206
SLC2A4	0.890166666666667
PKMYT1	-1.54
FEZF2	-1.1446
SLC26A9	-2.37125
MAP2	0.5048
LYL1	-1.4885
SLC25A19	-0.972666666666667
NOS3	0.665
ZNF34	1.46966666666667
TMPRSS11F	-1.26475
FAM43A	-0.22325
FCRL4	-0.1406
KLF14	0.416
FLRT2	-0.146833333333333
WRN	-1.49125
SDF2	1.0758
KRT8P12	0.07675
C6orf195	-0.7
C9orf125	-1.168
DZIP3	-1.2015
RIT1	0.618583333333333
SCML1	-0.703166666666667
RHBDF2	0.22575
OR2G3	0.447
REXO1L1	-0.941
MAP3K7IP3	-0.52925
C3orf57	-5.5705
FBXW11	-1.293
ETAA1	-0.78775
C14orf131	-0.8414
AKT1S1	0.0475
SLC12A5	-0.383
C9orf164	0.62275
NRIP3	-0.707571428571429
NOS1AP	0.73475
TMEM121	0.12675
SAP30BP	-0.0669
DGCR6	0.48175
WDR76	-1.4475
FAM82B	-0.263083333333333
LOC606495	-0.711
MAP9	2.74008333333333
BCDIN3D	0.453
CXorf36	3.4325
DSCR3	-0.4881
ZFAND3	-0.2685
C7orf43	0.263166666666667
SPSB3	0.8889
C19orf19	-0.382
FAM133A	-3.376625
C12orf25	-1.194
SLC39A3	-0.16225
DISP2	0.17425
PI4KAP2	-1.9755
MKRN3	-2.91533333333333
ADAMTS13	-0.3865
CBLN3	1.2825
TTYH1	-0.933666666666667
C3orf18	1.71975
FLJ13236	-1.199
ZMYND12	3.265
C18orf25	0.363125
GLB1L3	-0.6915
ATP13A5	-1.84
RANBP10	0.0895
CD96	-1.4212
DENND1C	-1.039
RBMS3	1.2303
SLC41A3	0.647
DGCR6L	0.981
TMEM128	1.36883333333333
CSNK1G3	0.176928571428571
MOBKL2C	0.8985
TSPAN6	-0.2785
MATN2	0.3815
MSL2L1	-0.212333333333333
ST6GALNAC2	-0.0178333333333333
FGFBP2	1.282125
FGL1	-6.0135
MPP3	0.598166666666667
ARHGEF6	2.92383333333333
TGFBR2	0.461
ACMSD	3.527
IL33	4.57175
C9orf5	-0.390416666666667
DEAF1	0.6325
AMN	-0.3775
DEFA6	0.58875
RNF212	-1.391
METT5D1	0.694833333333333
CIB1	0.6801
TSSK1B	1.03825
KIAA1727	1.8545
ZNF680	0.437166666666667
LOC399900	-1.5345
LOC152217	0.3065
CTNNAL1	-2.79
CIT	-1.98025
TLE6	1.67575
ZNF607	-0.12525
HERC4	-1.02516666666667
DRAP1	-0.0833
PEMT	0.07025
C10orf111	-1.51
ZNF575	1.29025
KCTD7	-0.266
MYO1F	0.085125
LOC285382	-0.12175
RAB11A	1.3588
PLCD3	-0.34475
C15orf28	-0.51725
PTBP2	-0.355625
CTB-1048E9.5	-0.414875
C19orf60	-0.1605
C7orf25	-0.0525
SETD7	0.823375
HOXB9	-4.4855
VANGL1	-0.982
CHAF1B	-2.44875
NDUFA3	-0.14325
KIAA1328	0.510833333333333
SHARPIN	1.226375
TTC23	0.262875
UGP2	0.646833333333333
ANKIB1	-0.4512
CIRBP	1.21842857142857
SEC14L4	-1.9485
OVCH1	-0.5385
VPS52	-0.1315
FAT	-0.1895
M6PRBP1	-0.34775
GPRIN3	-0.241
PPM1F	1.28183333333333
TSR1	-1.60775
CCDC85A	5.845
PCSK5	2.0535
ZFHX3	0.074
HEMK1	-0.2239
PGBD2	-0.3365
RSRC2	0.120166666666667
AURKC	-1.3035
SCRIB	-0.17275
ORM2	-4.37133333333333
FAM115A	-0.4311
FZD6	0.692875
UNC119	0.556666666666667
GPX3	2.3243
NOV	-0.549
CABC1	0.104375
CDC42SE2	0.1174375
EIF2S2	-0.3247
RNF130	0.927
CKAP5	-0.4445
RP11-413M3.2	1.1595
C10orf18	0.3177
TMEM93	-0.67825
DYX1C1	2.71525
KCNMB2	-1.6895
ANK3	1.10166666666667
KRT5	1.4561
CDH12	-2.45957142857143
QRSL1	0.00150000000000002
JUB	-0.75275
SHC4	-0.50675
CCL15	2.3985
CCDC22	0.56425
SNX24	-0.000499999999999994
RARS	-0.3245
MORC2	0.28325
FAM48A	-0.08675
MT1H	1.2215
PPP1R14C	-1.00266666666667
FOXD1	-2.44485714285714
C1orf213	-1.46225
AMT	-1.4082
DSN1	-1.873
PTPLAD2	2.92475
DIS3L	-0.43125
RASL11A	0.84825
GPRC5B	-0.038125
FRMD7	0.6565
STRN4	-0.2165
KITLG	1.45122727272727
HDGF	-1.194
OR1S1	0.796
SETX	-0.5902
DDR2	0.358875
KCTD12	2.28325
LYZL2	2.50025
WDR52	-1.0755
TMEM2	-0.136375
ZNF579	0.843166666666667
LOC200810	0.42375
TNFSF9	-2.25625
PPFIA4	-2.24225
CNIH3	1.94066666666667
MAP4K4	-1.69571428571429
ROD1	0.310928571428571
ALS2CR12	-0.195666666666667
DOCK3	-1.0715
PAQR9	-4.508
ASB17	-1.5126
STX16	-1.63325
FEZ2	0.696166666666667
DLAT	-0.972166666666667
KIF21B	-1.705
CDC5L	-1.28025
TMEM119	1.383
CRIP3	-2.74175
TPSD1	-0.0256666666666667
TEPP	0.46525
GNGT2	0.814
C21orf121	-0.292666666666667
WNK1	-0.363083333333333
FLJ10490	0.7134
OR51B5	-2.405
LOC203547	-1.077875
HAS1	-0.787
PPA1	-0.0398333333333333
ST7	-0.34875
C11orf46	1.2123
POPDC3	-4.00816666666667
ACOX2	-0.2725
ATCAY	-0.494583333333333
TM4SF19	-2.4725
MFSD9	-0.166333333333333
PDHB	-0.1675
ERN1	0.12375
LCE3C	0.404
GPR111	1.196
NOTCH3	1.9795
ADAMTS5	2.9045
B3GALT1	-1.07633333333333
UGCGL1	-0.545833333333333
FAM58A	0.241833333333333
FBXO32	2.66175
CLPP	-0.77775
NXPH1	-1.7405
MTMR3	0.796
ATP1B3	-0.55875
TMEM16A	4.507
HIST1H3F	-0.109166666666667
TRIM25	-1.08983333333333
SDCBP2	2.8415
CRKL	-1.085625
HOXB2	-0.405
ANP32B	-0.829
GATM	3.358
AP4E1	-0.684
EDG5	0.203875
CDKN3	-1.59933333333333
CDH4	-2.5235
PGD	-0.131333333333333
RND1	0.8805
GAD1	-2.6154
MPG	0.07125
LOC440350	-0.6825
ZNF133	-0.12875
SERPINB12	-0.637
AMELY	-0.771
DHX36	-0.95425
TNFAIP8L2	2.29483333333333
PHTF2	-0.555333333333333
CCDC112	0.0635
IQCC	-1.11675
HEYL	3.48066666666667
FTSJ2	-0.928666666666667
APPL1	-0.019625
RAB43	0.376214285714286
OR10G2	0.1455
WAC	0.417
ADCY9	-0.361875
RUNDC2B	-0.699166666666667
PYCRL	0.6334
AGPAT7	-0.125166666666667
SLC22A9	-1.61183333333333
CDKAL1	-0.65
PDYN	-1.37
C20orf74	-0.66175
MTMR11	1.30375
VAV3	2.3595
DAPL1	1.1015
STXBP3	0.2865
EIF3G	-0.29975
ARHGAP22	1.84075
NPFFR1	0.86
NPC1	-0.785666666666667
ALDH9A1	0.714
ZNF600	-0.420875
ZNF678	-0.263333333333333
RASSF1	0.209666666666667
ADD2	-3.02775
PITPNB	0.104625
PKD2L2	-0.128666666666667
LRP11	-0.99725
CDKL1	-0.66875
SMEK2	0.0265
PRODH2	-3.53183333333333
C11orf54	-0.397833333333333
SFRS11	-0.3465
IL7	-0.627833333333333
ALS2CR16	1.11925
BTG3	-1.42366666666667
PAK2	-0.954555555555555
RP11-679B17.1	-0.45975
GATA4	-0.413666666666667
ATP2B1	-1.49725
LOC130940	2.0785
C1orf172	2.3995
ATF7IP2	-1.26475
SLC25A43	-0.261
CENTG3	0.0369166666666667
IGF2BP1	-4.6649
FCHSD1	0.496
CAMK2N2	1.21333333333333
ELAVL3	-0.1326
NBPF15	-0.818
UBE2J2	0.286818181818182
GNL2	-0.958
PRR3	-0.7044
NLF2	1.304
OR4F6	0.669
KLHL24	0.256666666666667
CCDC88A	-2.3276
SGPP1	-1.15416666666667
C10orf11	0.42
SLC35B4	-1.605
UGT3A2	-1.115
ARNT2	1.3506
CBR1	-0.73625
ITPR3	-0.691666666666667
TRAPPC6B	-0.00722222222222221
AMZ1	2.4195
ARP11	2.34375
WDSUB1	0.8735
APBA1	1.7115
RAB2A	1.3873
C6orf162	0.384375
HPSE2	1.97225
PLCE1	-0.95025
INSL3	0.66275
DLG1	-0.1468
PTPLA	-2.71725
PIGX	0.271875
TFIP11	-0.326166666666667
FIBIN	3.228
POLR2G	-0.76725
GRAP2	-2.861
DNAJB8	0.45075
CNBP	1.07516666666667
WASF1	-1.382
INPP5E	-0.5748
HSPB1	0.966875
TMEM167	-0.1844
CUBN	-0.2465
IGF1	3.951125
ITPK1	-0.1056
NAALAD2	-1.81028571428571
G3BP1	-0.0918
NT5DC1	0.027625
CYP39A1	0.45
TMEM139	-0.138083333333333
POLK	-0.829777777777778
GLULD1	-1.82425
RBM15	-1.559
AMZ2	-0.21325
GDF15	-0.855666666666667
MESDC2	-0.216
INCA	0.691833333333333
ACY1L2	-1.73
GZMM	-1.02416666666667
PAIP1	0.6915
CACNA2D1	-0.0785
STK32C	1.98983333333333
SH3BP4	1.31133333333333
DEC1	0.599
PADI1	-0.056
UBB	0.0197
PON3	0.694166666666667
PROP1	0.7685
ANKRD13B	0.1045
ADCK1	-0.77725
TCF25	0.440333333333333
SLC38A5	-2.21125
CXorf26	0.169166666666667
C19orf39	-0.17
PPP1R13B	-0.338
ARL2	-0.1185
TCL6	-0.703
TOP3A	-1.366
SLC16A14	1.192875
FXYD6	1.59783333333333
HIST1H4E	-1.309
BBC3	0.70521052631579
UNC5A	0.811333333333333
FAM86C	-0.3141
PI4KB	-0.275375
B3GAT1	-2.779
SUSD2	1.52983333333333
OAZ2	0.193333333333333
NOC4L	-0.25925
C10orf12	-0.64175
FADS1	-2.432
LOC144097	-0.929
DKK2	2.0065
KIAA1949	-0.10775
RHOT1	-0.008
OXT	1.3045
GPR153	1.11675
ARL4A	-0.977666666666667
SAAL1	-0.53125
CCDC64	-0.296
USE1	-0.745666666666667
HNMT	0.6675
PCGF3	0.086875
CYP2C19	0.874666666666667
C20orf4	-0.4055
CCDC11	1.129
ACSBG2	0.456
RWDD2A	-0.0915
PALLD	1.910375
CPLX4	-3.308
LOC492311	1.41875
KPNA2	-1.51183333333333
MACROD1	0.8119
TMCO3	-0.149166666666667
