Hybridization REF	TCGA-A7-A13E-01A-11R-A12P-07
RY1	0.607666666666667
ATAD2B	0.818
ARHGAP17	-0.3805
KCNIP3	-0.357
SFPQ	-0.025875
GFRA4	0.2715
AKR1B10	-4.235
TIGD6	0.2135
RGS16	1.173625
URB1	-0.3275
OR4C46	0.54
TOP3B	-0.9695
NFATC4	0.383
CA14	-4.7115
BMPR1A	0.237666666666667
SNRP70	-0.959
PRL	0.65725
C6orf130	-0.25575
STAG2	-1.14675
CD55	-0.319142857142857
RPS23	-1.349
SSX2	-1.71183333333333
FDPSL2A	0.49925
FBXO27	3.150875
SYNGR3	-0.876333333333333
TMSL3	0.76225
EML1	-2.91
NUP93	0.426333333333333
SMAD3	-1.4772
KIAA1189	1.939
HNRPUL2	-0.197
TBC1D12	0.6285
C16orf24	0.77975
MRVI1	1.59033333333333
ZNF581	-0.562833333333333
ELOVL3	-0.1755
OR51Q1	-0.11975
CACNB3	1.4435
GALNT13	-1.382125
C10orf84	0.07325
NEDD4	-2.4923
SPO11	0.4205
OR5AU1	0.483
NEK4	-0.2355
PRKAR2A	-0.1075
IHPK1	-0.335833333333333
ATP6V0B	0.452625
CACNA1E	0.7225
CEACAM8	0.360166666666667
PEX14	-0.0055
FLJ12993	-3.1095
ZBTB38	-0.890833333333333
PCTK2	-1.3965
LRRC16	1.2915
FBLIM1	1.21883333333333
FYCO1	0.34325
RP5-1022P6.2	-0.219083333333333
CMTM1	0.7115
PLTP	3.22666666666667
RAPH1	1.244125
DOCK8	-0.604
EZH2	-0.2768
SLC25A1	-1.28583333333333
PLEKHB1	2.1395
GRB7	1.8608
ZFP37	0.643
MRPL33	0.7585
PELO	-0.55075
ARMC1	0.200181818181818
C9orf27	0.247625
FLJ25778	0.235
C9orf37	0.156
TMEM66	-0.80825
SPRN	-0.266375
HBEGF	-0.551375
PI4KA	-1.285
LEPRE1	-0.999
POU2AF1	-3.01675
MRPL12	-0.0253333333333333
REP15	0.672
ZC3H3	0.90475
RASAL1	1.59275
DDAH1	0.3905
ACBD5	1.635125
TMC2	-0.338
CCDC137	-1.14925
SAMD13	2.66066666666667
UGT2B15	-4.39216666666667
TIPARP	-0.7665
DNASE1L3	-1.02675
TRIM72	-0.0935
DBX2	0.79575
IPO8	-0.0755
C21orf88	-0.8759
MAP3K14	0.14975
LOC51233	0.241833333333333
GGTLA4	-0.626
PDE6D	-0.69175
ZNF117	0.12575
CLK2	-0.244875
NKRF	-1.186
TNFSF15	-0.2242
DUSP2	-0.814375
SECISBP2	-0.6716
GABRR2	-0.241
PPAP2C	2.59875
LOC51145	0.0875
PAG1	-1.608625
PIK3C3	0.74
GNG10	-1.5185
APOL4	-0.446833333333333
ANKRD28	-0.824125
STMN3	-2.5462
RAB14	-0.0569
CDK2AP2	-0.6055
HDDC3	0.10825
COMMD7	0.671375
CXXC1	0.165
HMCN1	-0.7565
CD40	-0.09925
DYNC1LI2	0.4635625
GDI1	-0.16
LOC646938	-0.09825
VSNL1	0.751666666666667
PIH1D1	-0.349333333333333
RAET1G	0.437
KRTAP5-9	0.4205
EFTUD2	-0.5655
ZNF311	-3.62666666666667
ATP6V1G3	-0.30325
OR2W3	-0.575
SCN4A	0.1405
MED10	-0.604
FAM135A	1.11
ARHGAP4	-1.26525
EHMT2	-0.30925
UFD1L	-0.5495
ERMP1	1.72025
MAG1	-2.26966666666667
THAP8	1.5605
HACE1	0.233166666666667
FAM82C	-0.412166666666667
C3orf20	0.065
UNC84A	0.443166666666667
SCD5	0.404285714285714
LASS6	-0.056375
LSG1	-0.495416666666667
MAL	-4.9095
GPR22	-0.551
WDR5B	1.41675
ACTRT1	0.418
C17orf60	-0.557833333333333
GRIN2C	0.0729000000000001
ARMC8	0.126333333333333
SLC47A1	-2.85933333333333
DMPK	-0.034
DHRS13	0.0218333333333333
SMC1A	-1.22966666666667
KRTAP17-1	0.248
SMYD5	0.16575
TUSC2	0.12025
CRHR2	0.722
KIR3DL2	0.2355
CCDC104	0.93825
ATP2C1	1.285875
CROT	-2.7455
PABPC3	-0.696333333333333
EGR1	-1.276
THSD1	-0.23175
KHK	0.52625
SLC12A2	0.7211875
CD58	-0.261
STOX2	1.233
CCDC76	-0.7487
CCDC48	0.6995
DNAH1	0.0938333333333333
ZIC4	1.759875
OR1G1	0.6225
PSMC6	-1.146
PROKR1	0.1385
ABCB1	-2.595
TRAT1	-2.75025
LLGL1	0.361
MTF1	0.29
USP54	1.267
PAGE2B	-1.8525
ITGB7	-3.5865
CCDC81	0.8055
LOC149837	-0.51175
SCUBE1	-0.903
ZSCAN10	0.5805
HUWE1	-0.596428571428571
CDH17	-0.638
CD180	0.242
IL17A	0.16775
TMPO	-1.614125
KIAA1524	-0.700333333333333
HDGFRP3	-3.20783333333333
OXCT1	0.572545454545455
RRAS2	-0.7795
LTBP2	1.620875
SV2B	0.638166666666667
CYP2A6	0.144625
PKD1L2	-0.501666666666667
PPM1M	0.59225
FLJ22662	2.34083333333333
ZNF502	2.76525
GP6	-1.36375
CRYBA2	-0.7485
LEF1	-3.5873
CTPS	-0.773714285714286
EYA1	-3.5885
EPS8L1	-0.84
MAPK14	-0.4095
SERPINB2	-4.91575
GTF2F2	0.149
ZNHIT4	0.969
PLA1A	-1.010125
C20orf114	-0.435
HPR	-3.6225
C18orf2	-3.32916666666667
SATB2	-0.79525
KCNJ9	0.19075
MGC157906	0.162
MOCS3	0.58025
C17orf71	0.143166666666667
PPHLN1	-0.3958
HIST1H2BN	-0.833
RAPGEF1	-1.087625
MAP3K8	2.203
DLG4	0.4945
STC1	-0.826916666666667
CDGAP	0.97
DDX26B	-0.87975
LOC150223	-1.6985
CPSF3	0.335333333333333
TMEM14A	0.66675
MYH3	-0.7585
GPKOW	-0.222
SULT1A1	-1.03966666666667
SPON1	2.7575
YY1AP1	0.736333333333333
RAB23	0.9555
PLA2G4A	0.94675
MAPRE3	0.77575
ZNF516	1.45035714285714
GGPS1	1.05825
EXOC3L2	-0.468625
C19orf42	1.9606
MAP2K2	-0.2245
HIST1H2BB	-1.2865
RNF19B	1.0165
C6orf128	0.575166666666667
TLR8	1.72875
PCDHA9	0.7995
CARS2	0.74
CLUL1	4.232
RHAG	-4.20316666666667
UNK	0.0485
EXOC8	1.3206
C9orf95	1.69825
C14orf143	-0.5195
MAML3	0.05675
LDHA	-2.0825
MRPL20	0.29875
KLHDC6	0.332833333333333
ATP5S	-0.173333333333333
C8orf55	0.31525
PHF19	-1.77875
KRTAP13-4	0.7665
TTC5	-0.63575
XKR5	-1.228
SILV	-4.59183333333333
TEX28	0.268
TCTN1	-0.1115
CX40.1	0.2925
PPP2R5C	-0.048125
C12orf30	-0.7345
CAPG	2.349
MPZL1	2.08115
ARSB	-1.43183333333333
TDH	-1.92525
WASF4	0.69525
TSSK3	-0.625333333333333
7A5	2.446
CRISPLD1	-2.073875
MAD1L1	-0.00399999999999999
SPIN4	-0.0523333333333333
AMPD1	-0.90425
DPYSL5	-0.209
INPP1	-0.720666666666667
ANKRD11	-1.09411111111111
NPAS4	0.0945
GCET2	-1.0632
RNASE9	0.07
GUCY2D	0.205333333333333
CCDC98	-0.49375
FGF4	-0.6935
CPM	-0.144666666666667
SLC26A4	-1.58183333333333
PLD5	-0.111666666666667
FAM59A	2.2081
FBXO5	-1.56855555555556
SIPA1L1	-0.04775
DPYS	0.38075
ATG4D	1.508
TGM3	0.4355
MTCH1	1.0165
HK1	-0.492642857142857
CDC26	-0.101375
GALNT12	-1.79983333333333
LOC339229	0.23775
MRPL35	0.098875
ORC4L	-0.715125
TNKS	-0.9455
C2orf24	0.263
ZNF553	0.051
GGTLA1	1.8081
ZNF497	0.17525
CDY1B	-0.3885
SLC30A4	-0.390714285714286
TUB	-0.376375
ARHGEF18	-0.424
ARRB1	-1.0245
KCNK1	1.301875
EREG	-0.9051
SCAMP5	-0.14325
RUNDC3B	-0.63
ADAMTS20	-0.7995
IL17RB	0.291875
FLJ20323	-0.26375
MCAM	-0.271375
POLR3E	-1.91025
AQR	-0.0486666666666667
IPMK	1.72
CDCA7	-2.59875
CAMP	-1.562
GRHL3	1.989
ADAMTSL2	0.863333333333333
CLMN	1.7475
SSTR3	0.8065
MAGEA5	-2.20266666666667
OVOL2	3.7955
JMJD1B	-0.378
RBL2	0.4934
PYGO2	0.73425
PPP1R10	0.3915
CSE1L	-0.555
LCA5	1.18275
RDH16	-0.465
ASRGL1	-3.8065
TOM1	0.807666666666667
PTX3	-1.41575
TTC15	1.28425
SCGB3A1	0.708666666666667
MRPL50	-0.85225
RCAN3	1.889375
SLC26A11	0.41125
STYX	0.437333333333333
CINP	-0.128
MARCH7	-0.21675
PFKM	-0.399
SGMS1	1.51583333333333
RIOK3	1.2488
C1orf110	-0.3915
CES7	0.794625
LOC440248	-2.818
PPP1R12C	-0.6095
C10orf27	0.2925
ATG9A	0.097
MRPS26	0.842375
TMEM40	0.4925
ELP3	0.1435
ZNF787	0.2206
HIAT1	-0.017125
C8orf34	0.374833333333333
MGC4655	0.3704
PELI1	2.1385
PPT1	0.0711
SLC35C2	0.41
C6orf125	-0.37925
MUC4	-1.56683333333333
RFC4	-1.03685714285714
GNB2	0.2265
NUP50	-0.575928571428571
SULT4A1	-1.2794
C7	1.07275
CCDC130	2.2155
ARRDC4	-1.59625
RQCD1	0.10025
GLYCTK	-0.781
AYTL2	-1.05409090909091
MTUS1	-0.7096
LEMD3	-0.2515
PLEKHF2	-0.05675
HOXA7	-1.038625
GTF3C2	0.378
DYNLRB2	-2.7445
CNOT10	-0.118
MR1	-0.565
FFAR1	0.03375
PRIC285	0.49825
SLITRK6	2.46475
LIX1	-2.1051
UBE1L2	-0.149666666666667
F8	0.722
ACHE	0.0503333333333333
KPNA5	1.24675
TNFRSF12A	-0.242166666666667
EGR3	-2.5285
SERPIND1	-3.576
OASL	2.109
IFRD1	0.875375
WDFY1	-0.868
ZNF267	-0.331875
ACCN5	0.876
ZBTB6	-0.544
PPP1R3A	0.588
PRRT3	1.2875
FBXL19	-0.438
TXNIP	-0.885928571428571
ACTN2	-1.851
ATG9B	-0.00850000000000001
C9orf117	0.33875
IL27	-1.344
RPL36AL	-0.745166666666667
KLK15	-0.03025
CHAD	0.844
RAP2B	-0.0728
HEBP2	2.996
ZNF342	-0.1665
CAMK2G	-0.345166666666667
TLR3	1.78575
FGF14	0.05275
HMGB2	-0.438875
TRPM5	0.0938333333333334
OR5M11	0.4795
KIF3B	-0.312368421052632
PRICKLE2	-0.5745
MTMR9	-0.885125
C3orf27	0.155
GLRA3	-2.04
NSDHL	-0.643666666666667
TMEM32	-0.1105
POLR2D	-0.8265
MYADML	0.202
C9orf114	-0.974
MRGPRX1	1.158
TOPORS	0.9745
CLDN19	-1.27425
C1QL4	-0.1205
RNF165	-2.0055
DHRS9	-1.18725
DNAH2	0.7275
FXR1	-0.610166666666667
ZMYM3	-1.35375
CASP3	0.599
FAM120C	0.115125
SCLY	-1.2855
CA7	0.3235
ENTPD5	-0.221833333333333
ZNF461	1.46525
PDIA5	-0.69575
C1orf19	0.562166666666667
TMEM67	1.6335
KCTD20	-0.28125
WDR47	0.9335
FLJ38723	0.2285
KLRF1	-0.4395
TAS2R16	0.6105
CLDN12	0.7785
PRKCE	-1.3905
UBXD4	0.4735
ITGAM	2.146
GLT8D3	-0.87175
WDR31	0.5592
RGS2	1.2355
OR51L1	0.3845
MST1R	0.6625
KIAA1737	0.08975
OR4A5	0.3535
GLIS1	-2.2235
PTMA	0.803142857142857
NAPA	0.4325
PRDM11	-0.5125
LIPF	-0.1355
DIRAS3	-1.4625
ASGR2	-4.147875
C1QTNF4	0.91375
PIK3R4	0.083
ARMC3	0.047
NDUFV3	-0.14
BTBD3	1.34983333333333
PPP1R2	-0.00350000000000001
UBE2NL	-0.43325
FOSL2	1.27442857142857
FAM119A	-0.838333333333333
TUBA4A	-0.2276
KRTAP12-1	-0.02775
SFRS2	-0.84175
RHPN1	0.1982
EEF2	-1.327
ZDHHC11	-1.72683333333333
EPHA3	-1.1291
RBM12	-0.8865
H2AFJ	1.91333333333333
EDIL3	1.571
KIF26A	-2.282
SERGEF	-0.4495
B3GALT4	3.2265
LOC90925	-0.576
OSCAR	0.569
NPFF	-0.53025
DEDD	1.039
TMEM155	-0.3305
PTPN1	-0.40275
SCYL2	0.640166666666667
SKAP1	-1.3155
LEAP2	-2.45033333333333
GADD45G	0.657
IFITM3	0.3045
PILRB	-0.835833333333333
SLU7	-0.3060625
DSC3	5.17575
DNMT3L	-1.22075
PAPD5	-0.203375
B3GNT3	0.341166666666667
LHCGR	0.3085
MSL-1	0.4835
UBE2S	-1.556
SAP130	-0.50425
ANAPC11	-0.0565
MAGED4B	0.21
ATP6V1B2	-0.560666666666667
C14orf179	0.616
CAPZA1	-0.829625
CDYL2	-1.735
GLRX3	-0.604
LOC136288	-0.858
MOBKL1A	0.517
HTR2B	1.60325
CRYGD	-0.224
NUS1	0.503
PGRMC1	1.3755
MYOM2	-2.207
FLJ39653	-1.5845
CHM	-1.4754
OR5M8	0.3645
ZNF619	-0.1545
FAM105A	-0.664
CCNL1	-1.0675
NAP1L3	-1.65125
C10orf57	0.9375
B3GALNT1	1.38016666666667
CSN1S2A	-0.2775
TCP10L	0.89825
GDAP2	0.28075
DMKN	2.577
COX6B1	2.08775
DNASE2	2.248
MSH5	-1.2795
LGMN	-0.2725
USP31	-0.0619
OR13C8	0.2435
SDCBP	-0.1248
NUDT11	0.0213333333333333
PYGL	-2.51166666666667
SNPH	-2.04916666666667
B3GNT4	0.7765
MIZF	-1.2189
NUBPL	-0.58725
NOD1	0.225166666666667
CDH22	-0.945375
NUBP1	-0.6275
DSCAM	-3.54575
DGKI	-0.5505
FAM136A	0.1045
AKAP1	0.937833333333333
SLC16A6	-3.827
RIN3	0.74775
PSG2	0.11425
DIP2B	0.329166666666667
PSORS1C1	1.2001
KIAA0495	-0.818
FLJ90709	-0.663166666666667
LPA	0.278
PIGA	-0.126
LY75	3.44
UTS2	-5.96433333333333
RREB1	0.02675
GALNACT-2	1.9903
MGC3196	-0.63675
FLJ31568	-1.30475
LPHN1	1.16075
SP1	0.6485
TOX4	-0.0468333333333333
HSPA9	-0.1464
APOBEC1	-0.011
SLC35E4	-1.277
LSM5	-0.29975
SURF1	1.309
ZBTB1	-0.931916666666667
GTF2F1	-1.371
RPS15A	-0.154214285714286
DUSP21	-1.3864
GINS4	-2.39816666666667
MYO15A	2.26166666666667
GIMAP7	2.60275
MGC13379	0.65875
ATP6V1E2	1.95416666666667
UTP3	0.45175
HNRPA3	-0.9850625
MT4	-0.7915
C14orf155	0.29475
U1SNRNPBP	0.201
CKLF	-0.320166666666667
PLEKHN1	0.109
MBNL1	-0.537166666666667
NUP160	-1.733
ACSM2A	-1.51975
LOC129881	-0.3215
KIAA1529	0.54875
FLJ22639	-0.689
HAND1	-1.5895
GSX1	0.1
FGA	-4.13675
SERPINB1	-0.1805
ZNF642	0.09975
IGFBP1	-7.815375
SLC1A1	0.196875
DHX57	0.654
ZNF766	-0.8635
PTPN21	1.0557
GDPD3	-0.969333333333333
PNPLA5	0.0565
TBR1	-0.00933333333333334
FAM116A	0.89625
IQGAP1	-0.06675
FOS	-1.496875
ZNF226	0.010625
FIGNL1	-0.501333333333333
C14orf1	-0.5815
ZMYND17	-0.3305
PUS7	0.117
TUBB6	-0.17775
KCNQ2	-1.5065
MARCH6	0.0549166666666667
CCDC33	0.478
PRODH	-0.67075
RBM11	-3.1
EPHA6	0.418166666666667
SLC43A1	-1.288
LOC196541	-0.208125
NTN1	1.47716666666667
ING4	1.6805
PCDHB10	3.90675
DPH2	-0.0211666666666667
SPACA4	0.1265
FBXL21	-5.2375
DIAPH1	-0.935333333333333
ZNF71	0.4975
CEP76	0.3145
CORO1A	-1.6765
RRM2	-2.388625
EDG4	1.55625
OS9	0.317166666666667
SLC4A1AP	0.81925
COG5	0.50425
COPS8	-0.83175
NGLY1	-1.42225
NCBP2	0.165625
C17orf42	-0.422
GPSM3	0.105875
SIL1	0.452166666666667
ASB6	-0.0165
SMAD5OS	-0.033
UNC93A	-2.684
A1BG	-0.0401666666666667
C21orf62	0.6025
FMO5	-1.19508333333333
ATRIP	0.0793333333333334
CEBPG	1.50233333333333
C7orf38	-0.501666666666667
TNFRSF1B	-0.685333333333333
CLEC1A	1.5975
IQSEC1	-0.670125
PATZ1	-0.7814
RBM22	-0.19175
BAG2	-0.239666666666667
PAQR5	-0.389833333333333
C9orf127	2.2572
THNSL1	2.40625
SHROOM3	2.5253
JAM2	1.598
SNRPN	-4.0785
ALX4	0.314
CACNA1S	0.3135
FAM130A1	0.49775
CORIN	1.993
CD300LB	0.6145
PLEKHG6	1.2015
LRRC40	-0.68975
PCLKC	-0.7665
PCDHB16	-1.07266666666667
WNT2B	2.447
ASNS	-0.0797777777777778
MRPL49	-0.380625
FLJ46111	-0.838
ISG20	1.202625
SMU1	0.800833333333333
CASZ1	0.0035
POLR1D	-0.304333333333333
GIN1	0.1005
SNAG1	-0.0423333333333333
ANKRD29	-2.1305
CDKN2AIP	-0.07025
KRR1	-1.11
CXCL1	1.53783333333333
EPM2A	0.8265
PC	-0.208166666666667
DEFB127	0.0355
PDZRN4	0.606
FAH	-1.206625
OR51E1	1.8625
CDC2L6	1.35083333333333
DNTTIP1	0.12775
PAX8	-0.7025
TMEM116	-0.41975
C1orf150	0.9175
PRO2012	-0.07425
MRPL40	-0.715833333333333
BEX1	-3.6236
SLC2A4	-0.618166666666667
PKMYT1	-0.479
FEZF2	-0.4602
SLC26A9	4.13775
MAP2	2.23758333333333
LYL1	-0.37175
SLC25A19	-0.158
NOS3	0.6815
ZNF34	1.01366666666667
TMPRSS11F	-0.637666666666667
FAM43A	-1.37925
FCRL4	-0.162
KLF14	0.2585
FLRT2	-1.30133333333333
WRN	-1.33725
SDF2	0.8084
KRT8P12	0.5365
C6orf195	0.7835
C9orf125	-2.21633333333333
DZIP3	-0.951875
RIT1	0.932083333333333
SCML1	-4.18583333333333
RHBDF2	1.135125
OR2G3	0.756
REXO1L1	0.8745
MAP3K7IP3	-1.24625
C3orf57	-6.49425
FBXW11	-1.16
ETAA1	0.32
C14orf131	-0.0993
AKT1S1	-0.3235
SLC12A5	-1.94975
C9orf164	-0.37925
NRIP3	-0.572125
NOS1AP	0.20825
TMEM121	-0.58325
SAP30BP	0.106
DGCR6	-0.27525
WDR76	-1.353
FAM82B	0.24275
LOC606495	-0.6055
MAP9	1.61033333333333
BCDIN3D	0.79
CXorf36	2.9955
DSCR3	0.4122
ZFAND3	0.122125
C7orf43	0.0203333333333333
SPSB3	0.8574
C19orf19	0.80275
FAM133A	-3.401375
C12orf25	0.7925
SLC39A3	-0.568625
DISP2	-1.971
PI4KAP2	-1.665
MKRN3	-0.2885
ADAMTS13	1.502875
CBLN3	0.2903
TTYH1	3.00183333333333
C3orf18	0.8675
FLJ13236	-1.94525
ZMYND12	4.18375
C18orf25	1.157875
GLB1L3	-1.608
ATP13A5	-0.1505
RANBP10	-0.108
CD96	-2.0783
DENND1C	-0.569
RBMS3	-0.6834
SLC41A3	1.28466666666667
DGCR6L	-0.14875
TMEM128	0.332833333333333
CSNK1G3	-0.426428571428571
MOBKL2C	0.633625
TSPAN6	0.245375
MATN2	-2.0139
MSL2L1	-0.296833333333333
ST6GALNAC2	-0.6105
FGFBP2	3.03875
FGL1	-6.29083333333333
MPP3	-0.225833333333333
ARHGEF6	-0.654166666666667
TGFBR2	-0.617625
ACMSD	-0.87175
IL33	0.6755
C9orf5	-1.09241666666667
DEAF1	-0.1533
AMN	0.691
DEFA6	0.218625
RNF212	-1.8585
METT5D1	-0.446166666666667
CIB1	-0.3307
TSSK1B	0.08375
KIAA1727	1.8095
ZNF680	-0.17425
LOC399900	-0.7625
LOC152217	0.61275
CTNNAL1	-5.542
CIT	-1.694
TLE6	2.6185
ZNF607	0.3985
HERC4	0.436666666666667
DRAP1	-1.0523
PEMT	0.533
C10orf111	0.9855
ZNF575	1.062875
KCTD7	-0.05225
MYO1F	1.129625
LOC285382	1.7915
RAB11A	0.0095
PLCD3	-1.3105
C15orf28	0.3635
PTBP2	-0.457
CTB-1048E9.5	-0.709125
C19orf60	0.758166666666667
C7orf25	0.957333333333333
SETD7	0.717375
HOXB9	-4.0395
VANGL1	-0.8320625
CHAF1B	-1.4645
NDUFA3	0.12725
KIAA1328	1.19483333333333
SHARPIN	0.851375
TTC23	-0.640875
UGP2	1.12475
ANKIB1	0.579
CIRBP	-0.848
SEC14L4	-2.56683333333333
OVCH1	-0.3015
VPS52	0.00524999999999999
FAT	1.4145
M6PRBP1	0.977
GPRIN3	0.034
PPM1F	-0.419333333333333
TSR1	0.1425
CCDC85A	-0.24925
PCSK5	0.0135
ZFHX3	-1.7185
HEMK1	0.2115
PGBD2	0.58625
RSRC2	-0.525833333333333
AURKC	-1.44316666666667
SCRIB	0.801375
ORM2	-4.0695
FAM115A	-0.4685
FZD6	1.015
UNC119	0.154333333333333
GPX3	0.8968
NOV	-1.072375
CABC1	1.1765
CDC42SE2	0.2378125
EIF2S2	-0.3371
RNF130	1.32375
CKAP5	-1.06666666666667
RP11-413M3.2	1.160625
C10orf18	2.2328
TMEM93	0.07275
DYX1C1	1.82775
KCNMB2	-2.82625
ANK3	4.11558333333333
KRT5	2.3446
CDH12	-1.25025
QRSL1	0.300125
JUB	-1.367
SHC4	3.31
CCL15	1.17216666666667
CCDC22	-0.179
SNX24	0.28925
RARS	-0.52775
MORC2	0.83325
FAM48A	-0.27325
MT1H	-0.027
PPP1R14C	1.87083333333333
FOXD1	0.697571428571428
C1orf213	-1.072
AMT	-1.3163
DSN1	-1.07075
PTPLAD2	3.4715
DIS3L	-1.11725
RASL11A	-0.81325
GPRC5B	2.46175
FRMD7	2.9065
STRN4	0.391
KITLG	-0.107545454545455
HDGF	0.0275
OR1S1	0.318
SETX	-0.737
DDR2	1.437375
KCTD12	0.522
LYZL2	0.15775
WDR52	-1.401
TMEM2	-1.2125
ZNF579	0.43
LOC200810	-0.29425
TNFSF9	-1.291375
PPFIA4	-1.47825
CNIH3	-0.334166666666667
MAP4K4	-0.734357142857143
ROD1	0.579928571428571
ALS2CR12	-0.91
DOCK3	-1.53333333333333
PAQR9	-5.0795
ASB17	-0.311166666666667
STX16	-1.126625
FEZ2	0.3525
DLAT	-0.374666666666667
KIF21B	-1.45116666666667
CDC5L	-0.098
TMEM119	0.848
CRIP3	-1.21825
TPSD1	-0.298666666666667
TEPP	1.09975
GNGT2	0.619
C21orf121	-0.449
WNK1	0.426333333333333
FLJ10490	1.1058
OR51B5	-2.1945
LOC203547	-0.524
HAS1	-0.44
PPA1	-0.466166666666667
ST7	0.185625
C11orf46	-0.06
POPDC3	-3.669
ACOX2	-1.71933333333333
ATCAY	-0.483583333333333
TM4SF19	-0.20875
MFSD9	0.351666666666667
PDHB	-0.22125
ERN1	0.14875
LCE3C	0.197
GPR111	-0.4285
NOTCH3	2.47433333333333
ADAMTS5	2.174
B3GALT1	-1.16933333333333
UGCGL1	-0.464666666666667
FAM58A	0.131166666666667
FBXO32	1.2625
CLPP	-0.74375
NXPH1	-1.46866666666667
MTMR3	0.0315
ATP1B3	0.22825
TMEM16A	3.989125
HIST1H3F	-0.0331666666666666
TRIM25	-0.106
SDCBP2	1.7915
CRKL	-1.18225
HOXB2	-1.87466666666667
ANP32B	-0.441625
GATM	4.055
AP4E1	-0.0335
EDG5	0.5275
CDKN3	-1.87633333333333
CDH4	-2.7945
PGD	-0.0698333333333333
RND1	-0.8535
GAD1	-3.7822
MPG	-0.021375
LOC440350	-0.3255
ZNF133	0.9925
SERPINB12	-1.1355
AMELY	0.341166666666667
DHX36	-0.6645
TNFAIP8L2	2.371
PHTF2	0.267722222222222
CCDC112	0.268
IQCC	-0.63375
HEYL	2.8015
FTSJ2	-0.510166666666667
APPL1	0.637125
RAB43	0.433714285714286
OR10G2	-0.092
WAC	1.27283333333333
ADCY9	-0.17525
RUNDC2B	-0.612833333333333
PYCRL	1.1123
AGPAT7	-0.343666666666667
SLC22A9	-0.7088
CDKAL1	-0.1065
PDYN	0.0431666666666667
C20orf74	-1.2985
MTMR11	1.825
VAV3	1.70133333333333
DAPL1	-0.08325
STXBP3	0.2195
EIF3G	1.67525
ARHGAP22	0.93875
NPFFR1	0.1625
NPC1	0.753333333333333
ALDH9A1	0.8475
ZNF600	-0.143875
ZNF678	-0.185666666666667
RASSF1	0.902166666666667
ADD2	-2.820625
PITPNB	-0.5645
PKD2L2	0.47175
LRP11	-0.75975
CDKL1	0.739
SMEK2	1.269
PRODH2	-3.03466666666667
C11orf54	2.31366666666667
SFRS11	-1.10266666666667
IL7	-1.37266666666667
ALS2CR16	0.8055
BTG3	1.05816666666667
PAK2	0.329666666666667
RP11-679B17.1	-1.32725
GATA4	-1.79066666666667
ATP2B1	-2.97625
LOC130940	0.0305
C1orf172	2.9975
ATF7IP2	-2.09625
SLC25A43	0.747666666666667
CENTG3	0.259083333333333
IGF2BP1	-3.8164
FCHSD1	0.236
CAMK2N2	0.567833333333333
ELAVL3	-0.1436
NBPF15	-0.609166666666667
UBE2J2	0.127166666666667
GNL2	-0.5205
PRR3	-0.0954
NLF2	1.1265
OR4F6	0.257
KLHL24	1.47466666666667
CCDC88A	-0.1137
SGPP1	-2.00366666666667
C10orf11	-1.45333333333333
SLC35B4	-0.953166666666667
UGT3A2	-2.3395
ARNT2	-2.1302
CBR1	0.999875
ITPR3	-0.0146666666666667
TRAPPC6B	0.2339
AMZ1	-0.685
ARP11	0.6985
WDSUB1	0.62925
APBA1	0.247666666666667
RAB2A	1.631
C6orf162	-0.392375
HPSE2	0.044
PLCE1	1.4385
INSL3	0.228
DLG1	0.289
PTPLA	-0.20525
PIGX	-0.80275
TFIP11	-0.300333333333333
FIBIN	2.7385
POLR2G	-0.5015
GRAP2	-2.5577
DNAJB8	-0.06075
CNBP	0.2795
WASF1	-1.6865
INPP5E	-0.0244
HSPB1	-1.024625
TMEM167	-0.0177
CUBN	0.46225
IGF1	0.9314375
ITPK1	-0.9846
NAALAD2	-1.904375
G3BP1	-0.2422
NT5DC1	-0.01675
CYP39A1	3.444
TMEM139	2.86958333333333
POLK	-0.4391
GLULD1	-1.76625
RBM15	-1.27
AMZ2	-0.17575
GDF15	-4.01483333333333
MESDC2	-1.6
INCA	-0.7036
ACY1L2	-0.085
GZMM	-1.2635
PAIP1	0.916
CACNA2D1	-0.9885
STK32C	-0.798833333333333
SH3BP4	-1.0075
DEC1	0.5955
PADI1	-0.162
UBB	0.3407
PON3	1.43683333333333
PROP1	0.7435
ANKRD13B	0.928
ADCK1	0.00974999999999999
TCF25	-0.927333333333333
SLC38A5	-2.16775
CXorf26	-0.199166666666667
C19orf39	1.61125
PPP1R13B	1.236
ARL2	-0.7065
TCL6	0.224916666666667
TOP3A	-0.789
SLC16A14	0.517
FXYD6	2.687
HIST1H4E	0.2385
BBC3	-0.172526315789474
UNC5A	0.277166666666667
FAM86C	-0.3105
PI4KB	0.531625
B3GAT1	-3.08275
SUSD2	1.35233333333333
OAZ2	-0.704333333333333
NOC4L	-0.02075
C10orf12	-0.36825
FADS1	-2.582
LOC144097	-0.68125
DKK2	0.245833333333333
KIAA1949	-0.653
RHOT1	0.2078
OXT	0.954333333333333
GPR153	0.539
ARL4A	-0.290666666666667
SAAL1	-1.36475
CCDC64	-0.307
USE1	1.71033333333333
HNMT	-0.257166666666667
PCGF3	-0.4524375
CYP2C19	0.3105
C20orf4	0.1215
CCDC11	2.5385
ACSBG2	-0.3735
RWDD2A	0.758
PALLD	2.29625
CPLX4	1.463
LOC492311	0.508
KPNA2	-1.267
MACROD1	0.165
TMCO3	0.0466666666666667
C15orf52	1.16983333333333
