Hybridization REF	TCGA-E2-A14S-01A-11R-A12D-07
GTF2E1	-0.10625
RY1	-0.428
ATAD2B	0.3915
ARHGAP17	-0.6642
KCNIP3	-0.63
SFPQ	0.35275
GFRA4	0.807666666666667
AKR1B10	-3.87225
TIGD6	1.183
RGS16	1.892875
URB1	-0.372333333333333
OR4C46	-0.433333333333333
TOP3B	-0.7245
NFATC4	0.3165
CA14	-5.14525
BMPR1A	0.492833333333333
SNRP70	-0.8195
PRL	0.134083333333333
C6orf130	-0.2195
STAG2	0.21725
CD55	-1.44207142857143
RPS23	0.996333333333333
SSX2	-1.2585
FDPSL2A	-1.35625
FBXO27	0.216625
SYNGR3	-0.826666666666667
TMSL3	1.28275
EML1	-1.7135
NUP93	-1.41608333333333
SMAD3	0.4332
KIAA1189	-0.204833333333333
HNRPUL2	0.342333333333333
TBC1D12	0.730333333333333
C16orf24	0.91075
MRVI1	1.03283333333333
ZNF581	-0.4655
ELOVL3	-0.4435
OR51Q1	0.27575
CACNB3	0.619166666666667
GALNT13	-1.413
C10orf84	0.956375
NEDD4	-0.9338
SPO11	0.6065
OR5AU1	-0.2045
NEK4	0.289571428571429
PRKAR2A	-0.524166666666667
IHPK1	-0.179166666666667
ATP6V0B	1.0645
CACNA1E	1.095
CEACAM8	0.186
PEX14	0.071
FLJ12993	2.708
ZBTB38	-0.366583333333333
PCTK2	0.6975
LRRC16	0.1748
FBLIM1	0.47525
FYCO1	0.97825
RP5-1022P6.2	-0.0205833333333333
CMTM1	0.583833333333333
PLTP	-0.0481666666666667
RAPH1	0.812625
DOCK8	0.967875
EZH2	-1.3268
SLC25A1	-0.470333333333333
PLEKHB1	1.2559
GRB7	0.6152
ZFP37	-0.59
MRPL33	-0.7545
PELO	-0.76225
ARMC1	0.702454545454545
C9orf27	-0.099125
FLJ25778	0.1495
C9orf37	-1.10033333333333
TMEM66	-0.139
SPRN	0.47025
HBEGF	0.1915
PI4KA	0.022
LEPRE1	-1.2115
POU2AF1	-3.23025
MRPL12	-0.484333333333333
REP15	-0.3595
ZC3H3	1.0805
RASAL1	-2.03575
DDAH1	1.43475
ACBD5	0.305125
TMC2	-0.1165
CCDC137	-0.996
SAMD13	-0.614333333333333
UGT2B15	-3.49266666666667
TIPARP	-0.58
DNASE1L3	1.0395
TRIM72	0.186
DBX2	0.07275
IPO8	0.22725
C21orf88	-1.1171
MAP3K14	-0.26825
LOC51233	0.899
GGTLA4	-1.74475
PDE6D	0.05575
ZNF117	0.004
CLK2	-0.7495
NKRF	-0.67325
TNFSF15	0.3957
DUSP2	-0.128375
SECISBP2	0.2626
GABRR2	0.374
PPAP2C	1.29975
LOC51145	-0.148
PAG1	0.856875
PIK3C3	-0.29075
GNG10	-0.1655
APOL4	0.1835
ANKRD28	-0.580125
STMN3	-0.00179999999999998
RAB14	0.6997
CDK2AP2	0.07425
HDDC3	-0.081125
COMMD7	0.185375
CXXC1	-0.054
HMCN1	-1.2585
CD40	1.05575
DYNC1LI2	-0.3990625
GDI1	0.894
LOC646938	-0.42725
VSNL1	-4.75333333333333
PIH1D1	0.2935
RAET1G	0.713
KRTAP5-9	-0.198
EFTUD2	-0.853
ZNF311	0.745833333333333
ATP6V1G3	0.75125
OR2W3	0.30025
SCN4A	0.08175
MED10	-0.240375
FAM135A	1.0839
ARHGAP4	-0.55925
EHMT2	-0.3475
UFD1L	-0.25
ERMP1	0.71675
MAG1	-0.211666666666667
THAP8	0.779
HACE1	-0.819833333333333
FAM82C	0.915666666666667
C3orf20	0.545
UNC84A	-0.307333333333333
SCD5	0.834142857142857
LASS6	2.450625
LSG1	-0.04725
MAL	-6.0665
GPR22	-0.155
WDR5B	0.90875
ACTRT1	0.538
C17orf60	0.610166666666667
GRIN2C	0.2301
ARMC8	-0.756416666666667
SLC47A1	-2.99516666666667
DMPK	-0.4135
DHRS13	0.478
SMC1A	-0.9765
KRTAP17-1	0.75625
SMYD5	-0.12275
TUSC2	0.518625
CRHR2	-0.1945
KIR3DL2	-0.0515
CCDC104	0.525
ATP2C1	0.495125
CROT	-0.0695
PABPC3	1.19416666666667
EGR1	-0.0938333333333333
THSD1	1.14025
KHK	-1.5065
SLC12A2	1.010625
CD58	-0.6115
STOX2	-1.30283333333333
CCDC76	-0.3713
CCDC48	1.649
DNAH1	0.297666666666667
ZIC4	-0.184625
OR1G1	0.1805
PSMC6	-0.517333333333333
PROKR1	0.164
ABCB1	-1.4665
TRAT1	-0.89625
LLGL1	0.188
MTF1	0.67425
USP54	0.470625
PAGE2B	-1.2045
ITGB7	-4.431
CCDC81	-0.1805
LOC149837	0.4725
SCUBE1	0.9895
ZSCAN10	1.0815
HUWE1	-0.116071428571429
CDH17	-0.726
CD180	1.06475
IL17A	0.22225
TMPO	-1.135625
KIAA1524	-1.18783333333333
HDGFRP3	0.534
OXCT1	-0.507
RRAS2	-1.307
LTBP2	2.214875
SV2B	0.815166666666666
CYP2A6	0.453125
PKD1L2	-1.09316666666667
PPM1M	1.05125
FLJ22662	2.0085
ZNF502	1.543
GP6	-0.69225
CRYBA2	-1.35425
LEF1	-1.9278
CTPS	-1.84885714285714
EYA1	-1.06866666666667
EPS8L1	0.3025
MAPK14	-0.717333333333333
SERPINB2	-5.53325
GTF2F2	-0.101333333333333
ZNHIT4	0.069
PLA1A	0.55075
C20orf114	0.8875
HPR	-4.94
C18orf2	-2.59916666666667
SATB2	-2.89625
KCNJ9	0.090125
MGC157906	0.3835
MOCS3	1.25
C17orf71	-0.420333333333333
PPHLN1	-0.2384
HIST1H2BN	-1.779
RAPGEF1	-0.34225
MAP3K8	-0.477
DLG4	0.142333333333333
STC1	0.478666666666667
CDGAP	1.18625
DDX26B	-1.8435
LOC150223	-0.7245
CPSF3	-0.928833333333333
TMEM14A	0.2285
MYH3	-1.7965
GPKOW	0.0145
SULT1A1	-0.605666666666667
SPON1	0.6205
YY1AP1	-0.212666666666667
RAB23	-0.31075
PLA2G4A	-3.87475
MAPRE3	-0.03825
ZNF516	0.431428571428571
GGPS1	0.72425
EXOC3L2	0.048375
C19orf42	0.7243
MAP2K2	0.0138333333333333
HIST1H2BB	-1.021
RNF19B	0.397166666666667
C6orf128	-0.2515
TLR8	1.4265
PCDHA9	0.884
CARS2	0.30475
CLUL1	3.95116666666667
RHAG	-4.75616666666667
UNK	-0.1495
EXOC8	0.1578
C9orf95	0.864
C14orf143	0.108
MAML3	0.176875
LDHA	-2.138
MRPL20	0.099875
KLHDC6	0.224166666666667
ATP5S	-0.143833333333333
C8orf55	1.66275
PHF19	-2.11225
KRTAP13-4	0.12
TTC5	-0.187
XKR5	0.064
SILV	-5.30366666666667
TEX28	0.375
TCTN1	1.337
CX40.1	0.20625
PPP2R5C	0.021625
C12orf30	-1.45333333333333
CAPG	1.26725
MPZL1	-0.3004
ARSB	-1.24566666666667
TDH	-1.88075
WASF4	0.28025
TSSK3	-1.05583333333333
7A5	-0.761
CRISPLD1	1.25925
MAD1L1	-0.722333333333333
SPIN4	-0.564
AMPD1	-0.35225
DPYSL5	-0.614
INPP1	-0.635666666666667
ANKRD11	-1.02922222222222
NPAS4	-0.374375
GCET2	0.0448
RNASE9	0.8225
GUCY2D	-0.085
CCDC98	0.2195
FGF4	-0.505375
CPM	-0.663
SLC26A4	-0.460333333333333
PLD5	0.17575
FAM59A	1.0712
FBXO5	-1.41833333333333
SIPA1L1	0.052
DPYS	-0.09125
ATG4D	0.3665
TGM3	0.285
MTCH1	-0.401625
HK1	-0.0344285714285714
CDC26	-0.379375
GALNT12	-3.72666666666667
LOC339229	-0.38275
MRPL35	-0.368
ORC4L	-0.097875
TNKS	-0.604714285714286
C2orf24	0.502666666666667
ZNF553	0.333666666666667
GGTLA1	2.1816
ZNF497	-0.01625
CDY1B	0.93275
SLC30A4	0.427625
TUB	-0.2655
ARHGEF18	-0.25
ARRB1	1.72425
KCNK1	2.527875
EREG	-2.4818
SCAMP5	1.81525
RUNDC3B	1.598
ADAMTS20	0.2175
IL17RB	-0.2375
FLJ20323	-0.54825
MCAM	-0.08225
POLR3E	-1.50091666666667
AQR	0.3065
IPMK	0.346
CDCA7	-5.290375
CAMP	-0.6985
GRHL3	-1.96725
ADAMTSL2	0.9045
CLMN	2.337
SSTR3	0.29
MAGEA5	-2.63216666666667
OVOL2	4.1405
JMJD1B	0.3375
RBL2	-0.1399
PYGO2	0.61975
PPP1R10	0.339666666666667
CSE1L	0.311
LCA5	0.31775
RDH16	-0.40475
ASRGL1	-2.7605
TOM1	0.628333333333333
PTX3	-7.554
TTC15	0.46925
SCGB3A1	1.09083333333333
MRPL50	-1.46125
RCAN3	1.1365
SLC26A11	1.174
STYX	-0.7685
CINP	0.07675
MARCH7	-0.547
PFKM	-1.059
SGMS1	0.7245
RIOK3	-0.2603
C1orf110	0.3395
CES7	0.027625
LOC440248	-0.2795
PPP1R12C	0.03525
C10orf27	0.5805
ATG9A	-0.79125
MRPS26	0.47225
TMEM40	-0.88825
ELP3	-1.1877
ZNF787	0.5582
HIAT1	-0.350625
C8orf34	0.183666666666667
MGC4655	-0.4268
PELI1	0.405833333333333
PPT1	1.0517
SLC35C2	-0.0796666666666666
C6orf125	0.2195
MUC4	-1.60983333333333
RFC4	-1.79657142857143
GNB2	0.1615
NUP50	0.439642857142857
SULT4A1	-0.873166666666667
C7	1.76425
CCDC130	0.117666666666667
ARRDC4	-0.09425
RQCD1	-1.02175
GLYCTK	-0.936
AYTL2	-0.770636363636363
MTUS1	0.3714
LEMD3	0.065
PLEKHF2	2.85925
HOXA7	-0.66175
GTF3C2	-0.8115
DYNLRB2	2.86125
CNOT10	-0.4615
MR1	-0.197166666666667
FFAR1	0.1825
PRIC285	0.052
SLITRK6	4.52875
LIX1	-1.931
UBE1L2	-0.679166666666667
F8	0.9125
ACHE	0.155666666666667
KPNA5	-0.2015
TNFRSF12A	-1.5295
EGR3	-0.9775
SERPIND1	-4.28666666666667
OASL	1.48525
IFRD1	-2.059875
WDFY1	-0.453166666666667
ZNF267	-0.4505
ACCN5	0.508
ZBTB6	-0.16175
PPP1R3A	0.254
PRRT3	2.572
FBXL19	-0.428
TXNIP	-0.463357142857143
ACTN2	-0.97425
ATG9B	-0.47675
C9orf117	0.89475
IL27	0.617
RPL36AL	-0.129
KLK15	-0.32025
CHAD	0.353
RAP2B	-0.3891
HEBP2	1.0285
ZNF342	1.014
CAMK2G	-0.497333333333333
TLR3	2.33075
FGF14	0.7255
HMGB2	0.309875
TRPM5	-0.124333333333333
OR5M11	0.153
KIF3B	0.424947368421053
PRICKLE2	-0.49875
MTMR9	-0.613375
C3orf27	0.11175
GLRA3	-1.4995
NSDHL	-0.639833333333333
TMEM32	-0.448
POLR2D	-1.1345
MYADML	0.012
C9orf114	-0.66575
MRGPRX1	0.2205
TOPORS	0.58675
CLDN19	-1.0195
C1QL4	-0.3485
RNF165	0.8595
DHRS9	-1.19825
DNAH2	-1.65
FXR1	-0.890666666666667
ZMYM3	-0.599125
CASP3	-0.308
FAM120C	-0.5585
SCLY	-0.4075
CA7	-0.1945
ENTPD5	0.500833333333333
ZNF461	0.272375
PDIA5	-0.31625
C1orf19	-0.710333333333333
TMEM67	1.93875
KCTD20	-0.87725
WDR47	0.5645
FLJ38723	-0.215
KLRF1	0.9185
TAS2R16	0.335
CLDN12	0.175
PRKCE	-0.65375
UBXD4	-1.80975
ITGAM	2.721
GLT8D3	-0.547375
WDR31	0.5539
RGS2	-1.11425
OR51L1	0.3255
MST1R	-1.68175
KIAA1737	1.283
OR4A5	-1.001
GLIS1	-2.00266666666667
PTMA	0.0604285714285714
NAPA	1.221
PRDM11	0.49725
LIPF	0.232
DIRAS3	-0.811
ASGR2	-4.533375
C1QTNF4	1.21275
PIK3R4	0.146333333333333
ARMC3	2.228
NDUFV3	-0.387166666666667
BTBD3	-0.896833333333333
PPP1R2	-0.408583333333333
UBE2NL	-0.20975
FOSL2	0.0515714285714286
FAM119A	-1.55483333333333
TUBA4A	-1.2868
KRTAP12-1	-0.02725
SFRS2	-0.50825
RHPN1	0.8434
EEF2	-0.108833333333333
ZDHHC11	0.179666666666667
EPHA3	-1.2991
RBM12	0.699
H2AFJ	2.0605
EDIL3	1.796
KIF26A	-1.472
SERGEF	0.352
B3GALT4	2.4265
LOC90925	0.374666666666667
OSCAR	0.789625
NPFF	-0.524125
DEDD	0.096125
TMEM155	-0.740125
PTPN1	3.5485
SCYL2	-0.5515
SKAP1	2.92
LEAP2	-1.724
GADD45G	2.6337
IFITM3	0.621375
PILRB	-0.104666666666667
SLU7	0.58025
DSC3	-0.1875
DNMT3L	-1.61175
PAPD5	-0.303875
B3GNT3	-2.12333333333333
LHCGR	-0.3865
MSL-1	0.56425
UBE2S	-1.481375
SAP130	-0.64375
ANAPC11	0.499
MAGED4B	-0.3825
ATP6V1B2	-0.0636666666666667
C14orf179	1.33975
CAPZA1	0.038875
CDYL2	-0.628166666666667
GLRX3	-1.98116666666667
LOC136288	-0.3455
MOBKL1A	0.80175
HTR2B	3.37025
CRYGD	-0.220166666666667
NUS1	-1.0245
PGRMC1	-0.303
MYOM2	1.4965
FLJ39653	-0.603333333333333
CHM	0.4245
OR5M8	0.475
ZNF619	0.075
FAM105A	1.47225
CCNL1	-1.29675
NAP1L3	-1.56075
C10orf57	2.1795
B3GALNT1	1.207
CSN1S2A	-0.2905
TCP10L	0.945
GDAP2	-0.392875
DMKN	-0.131166666666667
COX6B1	-0.03525
DNASE2	0.8345
MSH5	-2.07575
LGMN	-0.364
USP31	-0.4944
OR13C8	0.618
SDCBP	0.5082
NUDT11	-2.60066666666667
PYGL	-0.398166666666667
SNPH	-0.859
B3GNT4	-1.3725
MIZF	-1.0287
NUBPL	-0.23525
NOD1	-0.310166666666667
CDH22	0.351375
NUBP1	0.208666666666667
DSCAM	-4.5845
DGKI	0.3455
FAM136A	-0.68525
AKAP1	0.104333333333333
SLC16A6	3.21
RIN3	1.0495
PSG2	0.14325
DIP2B	-0.6345
PSORS1C1	-0.9287
KIAA0495	-0.0955
FLJ90709	0.150333333333333
LPA	-0.1845
PIGA	-0.493
LY75	1.24216666666667
UTS2	-5.896
RREB1	-0.114125
GALNACT-2	0.2639
MGC3196	-0.2085
FLJ31568	-0.4505
LPHN1	0.68125
SP1	0.296875
TOX4	0.266666666666667
HSPA9	0.1756
APOBEC1	-0.8645
SLC35E4	-0.8295
LSM5	-1.30625
SURF1	0.34025
ZBTB1	-0.212166666666667
GTF2F1	0.127375
RPS15A	-0.991214285714285
DUSP21	-0.1095
GINS4	-2.401
MYO15A	0.0035
GIMAP7	3.05175
MGC13379	0.5605
ATP6V1E2	-2.116
UTP3	0.04525
HNRPA3	-0.3566875
MT4	0.5255
C14orf155	0.23825
U1SNRNPBP	0.59125
CKLF	-0.503
PLEKHN1	-1.19583333333333
MBNL1	-0.000499999999999998
NUP160	-1.43175
ACSM2A	-0.85275
LOC129881	1.789
KIAA1529	1.0355
FLJ22639	-1.0515
HAND1	-1.5195
GSX1	0.477
FGA	-4.0215625
SERPINB1	-0.57825
ZNF642	0.868
IGFBP1	-9.15775
SLC1A1	0.7535
DHX57	-0.30175
ZNF766	-0.237
PTPN21	-1.2615
GDPD3	-1.56433333333333
PNPLA5	-0.1425
TBR1	0.293
FAM116A	0.15025
IQGAP1	0.7265
FOS	0.776375
ZNF226	-0.00887499999999998
FIGNL1	-0.522833333333333
C14orf1	0.3305
ZMYND17	0.044
PUS7	-1.207
TUBB6	-1.548125
KCNQ2	-1.84
MARCH6	0.530166666666667
CCDC33	0.189
PRODH	-1.75575
RBM11	1.98175
EPHA6	0.4175
SLC43A1	-1.8665
LOC196541	-0.2695
NTN1	1.49691666666667
ING4	0.70025
PCDHB10	-0.91225
DPH2	-0.238166666666667
SPACA4	0.3295
FBXL21	-3.7125
DIAPH1	-0.6
ZNF71	0.522833333333333
CEP76	-0.8435
CORO1A	-0.11
RRM2	-2.371875
EDG4	0.817
OS9	0.301333333333333
SLC4A1AP	-0.003
COG5	-1.00425
COPS8	-0.2375
NGLY1	-0.75225
NCBP2	-0.412625
C17orf42	-0.726833333333333
GPSM3	0.57925
SIL1	1.62133333333333
ASB6	-0.43675
SMAD5OS	-0.182
UNC93A	-3.104
A1BG	0.580833333333333
C21orf62	-0.12125
FMO5	2.07808333333333
ATRIP	0.237
CEBPG	0.116
C7orf38	0.4025
TNFRSF1B	0.9405
CLEC1A	1.1705
IQSEC1	0.3455
PATZ1	2.1929
RBM22	1.441875
BAG2	-2.949
PAQR5	0.1995
C9orf127	1.2062
THNSL1	0.30475
SHROOM3	2.1515
JAM2	0.75575
SNRPN	-1.27075
ALX4	0.005
CACNA1S	0.266
FAM130A1	2.0435
CORIN	1.4145
CD300LB	0.8345
PLEKHG6	0.9745
LRRC40	-1.05175
PCLKC	-1.6745
PCDHB16	-0.8675
WNT2B	0.0238333333333334
ASNS	-1.46933333333333
MRPL49	-0.019875
FLJ46111	0.00349999999999999
ISG20	-0.781375
SMU1	-0.284833333333333
CASZ1	0.7245
POLR1D	-0.650083333333333
GIN1	0.06075
SNAG1	0.8035
ANKRD29	-2.26
CDKN2AIP	0.09375
KRR1	0.28975
CXCL1	-5.4305
EPM2A	-0.1013
PC	-0.0626666666666667
DEFB127	0.4355
PDZRN4	0.675166666666667
FAH	1.131
OR51E1	1.794
CDC2L6	-0.509833333333333
DNTTIP1	0.04925
PAX8	-0.78525
TMEM116	-0.3855
C1orf150	0.5965
PRO2012	0.5105
MRPL40	0.710166666666667
BEX1	1.9899
SLC2A4	-0.933666666666667
PKMYT1	-0.9635
FEZF2	-0.085
SLC26A9	-1.6
MAP2	0.50075
LYL1	-0.925
SLC25A19	-0.3
NOS3	0.099
ZNF34	2.22933333333333
TMPRSS11F	0.20875
FAM43A	0.13525
FCRL4	-0.0213333333333333
KLF14	-0.18875
FLRT2	-1.36183333333333
WRN	-1.946
SDF2	0.4973
KRT8P12	-0.04575
C6orf195	0.4245
C9orf125	-1.67783333333333
DZIP3	0.096125
RIT1	-0.232916666666667
SCML1	-1.72666666666667
RHBDF2	0.213625
OR2G3	-0.046
REXO1L1	0.2105
MAP3K7IP3	-0.503875
C3orf57	-6.54475
FBXW11	-0.0348333333333333
ETAA1	-0.2985
C14orf131	-0.6854
AKT1S1	-0.0785
SLC12A5	-0.20075
C9orf164	1.8015
NRIP3	-0.962125
NOS1AP	-0.71075
TMEM121	1.662
SAP30BP	-0.2387
DGCR6	1.49225
WDR76	-1.30075
FAM82B	1.306
LOC606495	0.028
MAP9	3.13766666666667
BCDIN3D	0.8295
CXorf36	2.84133333333333
DSCR3	-0.3277
ZFAND3	0.49325
C7orf43	0.316333333333333
SPSB3	0.6423
C19orf19	0.66875
FAM133A	-2.923625
C12orf25	-0.094
SLC39A3	-0.200375
DISP2	0.70425
PI4KAP2	-1.164
MKRN3	-2.58416666666667
ADAMTS13	0.290125
CBLN3	0.4814
TTYH1	-2.07666666666667
C3orf18	1.81075
FLJ13236	-3.329
ZMYND12	2.8685
C18orf25	0.368
GLB1L3	-1.556
ATP13A5	0.784
RANBP10	-0.3125
CD96	-1.3987
DENND1C	0.32375
RBMS3	-0.2895
SLC41A3	0.023
DGCR6L	1.434
TMEM128	1.16316666666667
CSNK1G3	0.894285714285714
MOBKL2C	0.91125
TSPAN6	-0.033875
MATN2	-1.4215
MSL2L1	0.154333333333333
ST6GALNAC2	-0.200833333333333
FGFBP2	-0.7405
FGL1	-7.47
MPP3	-1.055
ARHGEF6	2.96
TGFBR2	0.024375
ACMSD	2.1285
IL33	2.40825
C9orf5	-0.0479166666666667
DEAF1	0.2747
AMN	0.682
DEFA6	0.362625
RNF212	-1.5015
METT5D1	0.175
CIB1	0.3878
TSSK1B	0.64025
KIAA1727	2.66425
ZNF680	0.525333333333333
LOC399900	-0.8995
LOC152217	-0.363
CTNNAL1	-3.4785
CIT	-1.606
TLE6	1.67625
ZNF607	-0.634
HERC4	-0.9745
DRAP1	0.2747
PEMT	0.283
C10orf111	0.2015
ZNF575	1.057875
KCTD7	0.178
MYO1F	1.243375
LOC285382	0.212
RAB11A	0.6595
PLCD3	-1.23275
C15orf28	-0.0005
PTBP2	-0.33675
CTB-1048E9.5	0.0315
C19orf60	-0.187333333333333
C7orf25	0.182166666666667
SETD7	0.958375
HOXB9	-5.1135
VANGL1	0.1635625
CHAF1B	-1.645
NDUFA3	0.551
KIAA1328	0.049
SHARPIN	1.555625
TTC23	-1.1395
UGP2	-0.234666666666667
ANKIB1	0.2739
CIRBP	1.18342857142857
SEC14L4	-3.07533333333333
OVCH1	0.278166666666667
VPS52	0.2505
FAT	-2.609625
M6PRBP1	-0.56925
GPRIN3	0.8785
PPM1F	-0.918166666666667
TSR1	-1.29
CCDC85A	4.29475
PCSK5	1.51075
ZFHX3	0.718
HEMK1	0.4907
PGBD2	0.04475
RSRC2	0.238
AURKC	-1.284
SCRIB	1.2015
ORM2	-5.6245
FAM115A	0.0291
FZD6	1.399875
UNC119	1.52216666666667
GPX3	-1.6572
NOV	-0.34425
CABC1	-0.073625
CDC42SE2	-0.37275
EIF2S2	-0.572
RNF130	1.26125
CKAP5	-0.601
RP11-413M3.2	1.013875
C10orf18	0.444
TMEM93	-0.9255
DYX1C1	2.43975
KCNMB2	-1.820375
ANK3	1.43358333333333
KRT5	-2.481
CDH12	-1.60475
QRSL1	-0.879875
JUB	-1.57
SHC4	-2.964
CCL15	1.52983333333333
CCDC22	0.25875
SNX24	1.622
RARS	0.0785
MORC2	0.666625
FAM48A	0.1885
MT1H	-1.3525
PPP1R14C	-3.89033333333333
FOXD1	-3.1725
C1orf213	-1.57825
AMT	-1.3097
DSN1	-0.00225
PTPLAD2	1.66925
DIS3L	0.19925
RASL11A	-0.41125
GPRC5B	-0.656
FRMD7	0.5395
STRN4	0.1635
KITLG	1.22554545454545
HDGF	-0.4865
OR1S1	-0.108
SETX	-0.0796
DDR2	-0.974625
KCTD12	1.8225
LYZL2	0.699
WDR52	0.175
TMEM2	0.4815
ZNF579	0.701833333333333
LOC200810	0.85325
TNFSF9	-2.2755
PPFIA4	-3.02125
CNIH3	-0.5115
MAP4K4	-1.68678571428571
ROD1	0.802571428571429
ALS2CR12	0.5385
DOCK3	-1.26316666666667
PAQR9	-4.29275
ASB17	0.346
STX16	-0.883375
FEZ2	-0.174166666666667
DLAT	-1.17516666666667
KIF21B	-1.15416666666667
CDC5L	-0.50525
TMEM119	0.758
CRIP3	-0.48025
TPSD1	0.229166666666667
TEPP	0.09
GNGT2	1.47425
C21orf121	-0.07525
WNK1	-0.282333333333333
FLJ10490	0.7835
OR51B5	-2.3305
LOC203547	-0.769
HAS1	0.198
PPA1	-0.908333333333333
ST7	0.06925
C11orf46	0.5982
POPDC3	-4.11233333333333
ACOX2	2.574
ATCAY	-0.31975
TM4SF19	-1.041
MFSD9	-0.716666666666667
PDHB	0.41275
ERN1	0.32525
LCE3C	0.0875
GPR111	-0.444
NOTCH3	1.3445
ADAMTS5	2.56325
B3GALT1	-0.14225
UGCGL1	-0.642166666666667
FAM58A	0.0783333333333333
FBXO32	2.51975
CLPP	-0.15025
NXPH1	-0.96225
MTMR3	1.26816666666667
ATP1B3	-0.73325
TMEM16A	3.325
HIST1H3F	-0.804
TRIM25	-0.510833333333333
SDCBP2	0.9815
CRKL	-0.563875
HOXB2	-1.61383333333333
ANP32B	-0.58
GATM	3.1725
AP4E1	0.11475
EDG5	0.160875
CDKN3	-1.30616666666667
CDH4	-2.58275
PGD	-1.0255
RND1	0.2585
GAD1	-3.6208
MPG	-0.396
LOC440350	-0.096
ZNF133	0.07125
SERPINB12	-0.1655
AMELY	0.2084
DHX36	-0.76375
TNFAIP8L2	3.167
PHTF2	-0.370777777777778
CCDC112	0.372
IQCC	0.0175
HEYL	3.055
FTSJ2	-0.563666666666667
APPL1	0.976625
RAB43	-0.468714285714286
OR10G2	-0.231
WAC	0.182666666666667
ADCY9	-0.25125
RUNDC2B	-0.149333333333333
PYCRL	1.9288
AGPAT7	-0.248666666666667
SLC22A9	-0.9772
CDKAL1	-0.6795
PDYN	0.268166666666667
C20orf74	-0.0395
MTMR11	-0.97
VAV3	2.58491666666667
DAPL1	-1.80325
STXBP3	0.217
EIF3G	-0.21325
ARHGAP22	-0.68125
NPFFR1	0.685
NPC1	-0.4645
ALDH9A1	1.21016666666667
ZNF600	0.054
ZNF678	0.0656666666666667
RASSF1	0.34875
ADD2	-2.549125
PITPNB	-0.27675
PKD2L2	0.23975
LRP11	0.38575
CDKL1	-0.54
SMEK2	0.3305
PRODH2	-3.58566666666667
C11orf54	-0.569333333333333
SFRS11	-0.848666666666667
IL7	0.523333333333333
ALS2CR16	0.4555
BTG3	-1.56783333333333
PAK2	-0.267722222222222
RP11-679B17.1	0.547
GATA4	-1.86766666666667
ATP2B1	0.0415
LOC130940	1.509
C1orf172	2.33433333333333
ATF7IP2	0.10675
SLC25A43	-1.33133333333333
CENTG3	0.0895
IGF2BP1	-4.9002
FCHSD1	0.174
CAMK2N2	0.9875
ELAVL3	-0.0521
NBPF15	-0.144333333333333
UBE2J2	0.0863333333333333
GNL2	-0.246
PRR3	-0.113
NLF2	0.9695
OR4F6	0.016
KLHL24	0.238666666666667
CCDC88A	-1.6664
SGPP1	-1.396
C10orf11	0.119833333333333
SLC35B4	-1.85283333333333
UGT3A2	-1.4225
ARNT2	3.378
CBR1	-0.27725
ITPR3	-0.719833333333333
TRAPPC6B	-0.8056
AMZ1	0.436
ARP11	2.18325
WDSUB1	0.632
APBA1	0.366666666666667
RAB2A	1.7807
C6orf162	-0.733125
HPSE2	-0.10875
PLCE1	-0.9505
INSL3	-0.06575
DLG1	-0.0771
PTPLA	-3.9995
PIGX	-0.201625
TFIP11	0.407
FIBIN	1.453
POLR2G	0.0795
GRAP2	-1.8004
DNAJB8	0.3355
CNBP	0.545333333333333
WASF1	-2.52075
INPP5E	-0.1471
HSPB1	-0.127125
TMEM167	-0.3644
CUBN	-0.358
IGF1	1.8715625
ITPK1	1.3322
NAALAD2	-1.338875
G3BP1	0.5549
NT5DC1	-0.75475
CYP39A1	-1.6835
TMEM139	-1.62683333333333
POLK	-0.257444444444444
GLULD1	-1.12625
RBM15	-0.775833333333333
AMZ2	-0.063
GDF15	-1.55416666666667
MESDC2	-0.0895
INCA	0.446333333333333
ACY1L2	-3.711
GZMM	-0.818666666666667
PAIP1	0.54925
CACNA2D1	-0.442
STK32C	-0.506666666666667
SH3BP4	0.8705
DEC1	-0.0285
PADI1	0.0495
UBB	-0.0169
PON3	-3.14633333333333
PROP1	0.7215
ANKRD13B	-0.1505
ADCK1	0.35825
TCF25	-0.451833333333333
SLC38A5	-4.03325
CXorf26	-0.3595
C19orf39	0.279
PPP1R13B	-0.2615
ARL2	-1.35
TCL6	0.268833333333333
TOP3A	-0.2925
SLC16A14	2.13675
FXYD6	1.538
HIST1H4E	-2.14125
BBC3	0.227578947368421
UNC5A	-0.1375
FAM86C	0.1167
PI4KB	-0.00262500000000001
B3GAT1	-3.0545
SUSD2	0.479
OAZ2	0.405
NOC4L	-0.199
C10orf12	-0.554
FADS1	-3.6755
LOC144097	-0.7745
DKK2	1.2055
KIAA1949	-0.005
RHOT1	0.0829
OXT	0.664666666666667
GPR153	1.03
ARL4A	-2.276
SAAL1	-1.254
CCDC64	-0.5075
USE1	-0.188833333333333
HNMT	0.2145
PCGF3	1.0238125
CYP2C19	0.05725
C20orf4	1.507
CCDC11	1.412
ACSBG2	0.31125
RWDD2A	-0.17225
PALLD	1.436625
CPLX4	-0.099
LOC492311	1.33925
KPNA2	-1.48916666666667
MACROD1	0.2499
TMCO3	0.0676666666666667
C15orf52	-0.792
BIRC5	-1.19386666666667
PRR16	-0.482
FAM63B	0.331
KATNB1	-1.37666666666667
