Hybridization REF	TCGA-BH-A0DV-11A-22R-A12P-07
ZFP106	-0.03025
ZNF347	0.00779999999999999
GTF2E1	-0.5105
RY1	-0.5635
ATAD2B	0.093125
ARHGAP17	-0.735
KCNIP3	-0.78925
SFPQ	0.027375
GFRA4	0.5965
AKR1B10	-4.792125
TIGD6	0.8965
RGS16	-0.950875
URB1	-0.352833333333333
OR4C46	-0.117166666666667
TOP3B	0.163
NFATC4	0.188
CA14	-4.766
BMPR1A	0.0273333333333333
SNRP70	0.806875
PRL	-0.264818181818182
C6orf130	0.07725
STAG2	0.32525
CD55	-0.790285714285714
RPS23	1.55516666666667
SSX2	-1.43583333333333
FDPSL2A	0.022
FBXO27	0.28125
SYNGR3	-1.25583333333333
TMSL3	0.666
EML1	-1.896
NUP93	-0.938583333333333
SMAD3	-0.7083
KIAA1189	0.0143333333333333
HNRPUL2	-0.476833333333333
TBC1D12	0.104833333333333
C16orf24	-0.22775
MRVI1	2.2325
ZNF581	0.436833333333333
ELOVL3	-0.512
OR51Q1	-0.123
CACNB3	0.338333333333333
GALNT13	-2.37825
C10orf84	0.6020625
NEDD4	-0.2721
SPO11	1.4545
OR5AU1	0.448
NEK4	-0.522142857142857
PRKAR2A	-1.21733333333333
IHPK1	-0.00433333333333332
ATP6V0B	-0.980375
CACNA1E	1.659
CEACAM8	-0.179833333333333
PEX14	-0.364
FLJ12993	0.746
ZBTB38	0.35275
PCTK2	0.123333333333333
LRRC16	0.6745
FBLIM1	1.19566666666667
FYCO1	0.4135
RP5-1022P6.2	1.71975
CMTM1	0.211333333333333
PLTP	0.8075
RAPH1	0.390375
DOCK8	1.036125
EZH2	-2.598
SLC25A1	-0.0948333333333333
PLEKHB1	1.7607
GRB7	1.7834
ZFP37	1.0345
MRPL33	-0.78175
PELO	-0.35375
ARMC1	-0.308181818181818
C9orf27	0.253625
FLJ25778	0.2365
C9orf37	-0.483
TMEM66	1.51825
SPRN	0.161375
HBEGF	0.4125
PI4KA	-0.4885
LEPRE1	-1.51125
POU2AF1	-0.91125
MRPL12	-0.739333333333333
REP15	-0.0015
ZC3H3	0.034
RASAL1	0.9995
DDAH1	1.083375
ACBD5	-0.34425
TMC2	-0.026
CCDC137	-0.29175
SAMD13	1.58366666666667
UGT2B15	-4.01533333333333
TIPARP	1.45975
DNASE1L3	1.8435
TRIM72	0.2035
DBX2	0.78125
IPO8	-0.80125
C21orf88	1.7215
MAP3K14	1.67975
LOC51233	-0.00383333333333334
GGTLA4	1.3615
PDE6D	-0.31375
ZNF117	0.43025
CLK2	-0.0515
NKRF	-0.36875
TNFSF15	0.3532
DUSP2	0.680875
SECISBP2	0.2195
GABRR2	-0.4785
PPAP2C	2.942
LOC51145	-0.3005
PAG1	-0.943
PIK3C3	-0.1595
GNG10	0.2535
APOL4	0.225333333333333
ANKRD28	-0.758
STMN3	-0.1781
RAB14	0.2559
CDK2AP2	-0.28575
HDDC3	-0.133625
COMMD7	0.102125
CXXC1	0.755
HMCN1	-1.4085
CD40	1.1885
DYNC1LI2	0.052375
GDI1	-0.40125
LOC646938	0.06225
VSNL1	1.22
PIH1D1	-0.180666666666667
RAET1G	-0.483
KRTAP5-9	0.177
EFTUD2	-1.24075
ZNF311	0.078
ATP6V1G3	1.0415
OR2W3	0.5005
SCN4A	0.88375
MED10	-0.201625
FAM135A	0.3705
ARHGAP4	-1.0735
EHMT2	-0.35875
UFD1L	-1.11975
ERMP1	-1.38425
MAG1	-1.30083333333333
THAP8	-0.990666666666667
HACE1	-0.1325
FAM82C	-0.308
C3orf20	-0.001
UNC84A	-0.3585
SCD5	-0.127357142857143
LASS6	0.17475
LSG1	-0.09175
MAL	-5.14775
GPR22	0.3995
WDR5B	0.80775
ACTRT1	0.8275
C17orf60	-1.10616666666667
GRIN2C	-0.1802
ARMC8	-0.30275
SLC47A1	-1.26883333333333
DMPK	-0.254
DHRS13	-0.417833333333333
SMC1A	-0.516833333333333
KRTAP17-1	0.15725
SMYD5	-0.12975
TUSC2	-0.503
CRHR2	0.2895
KIR3DL2	0.475
CCDC104	0.838
ATP2C1	0.233125
CROT	0.1775
PABPC3	0.4255
EGR1	3.69
THSD1	1.7235
KHK	-0.689
SLC12A2	2.5850625
CD58	-0.623
STOX2	1.415
CCDC76	0.2087
CCDC48	2.72625
DNAH1	0.583666666666667
ZIC4	-0.886125
OR1G1	-0.054
PSMC6	-0.545
PROKR1	0.3275
ABCB1	1.60875
TRAT1	-1.16325
LLGL1	0.2715
MTF1	1.15025
USP54	0.224625
PAGE2B	-1.547
ITGB7	-3.96525
CCDC81	0.2325
LOC149837	-0.6335
SCUBE1	0.062
ZSCAN10	0.9365
HUWE1	-0.575785714285714
CDH17	-0.115
CD180	0.9035
IL17A	-0.23575
TMPO	-2.06
KIAA1524	-1.85333333333333
HDGFRP3	-0.934833333333333
OXCT1	-0.457454545454546
RRAS2	-0.568166666666667
LTBP2	3.2494375
SV2B	1.73783333333333
CYP2A6	0.3975
PKD1L2	-0.106166666666667
PPM1M	1.168
FLJ22662	0.886666666666667
ZNF502	2.282
GP6	-0.1935
CRYBA2	-1.4955
LEF1	-2.3372
CTPS	-2.65628571428571
EYA1	-2.8225
EPS8L1	1.752
MAPK14	-0.722166666666667
SERPINB2	-5.5075
GTF2F2	0.346
ZNHIT4	0.659
PLA1A	-1.502
C20orf114	1.1475
HPR	-4.557
C18orf2	-3.549
SATB2	-3.74575
KCNJ9	-0.5015
MGC157906	-0.2405
MOCS3	-0.51
C17orf71	-0.159166666666667
PPHLN1	-0.1169
HIST1H2BN	-1.84025
RAPGEF1	1.0265
MAP3K8	-0.67475
DLG4	-0.139333333333333
STC1	0.0451666666666666
CDGAP	1.47825
DDX26B	0.87525
LOC150223	-2.18775
CPSF3	-1.2985
TMEM14A	-0.13975
MYH3	0.16575
GPKOW	-0.378
SULT1A1	0.0768333333333333
SPON1	3.398
YY1AP1	-0.136833333333333
RAB23	-1.0065
PLA2G4A	-2.4285
MAPRE3	-0.376
ZNF516	0.0202142857142857
GGPS1	0.08325
EXOC3L2	0.0148750000000001
C19orf42	0.5623
MAP2K2	0.652
HIST1H2BB	-1.5615
RNF19B	0.232833333333333
C6orf128	-0.619833333333333
TLR8	0.99175
PCDHA9	0.36
CARS2	0.10575
CLUL1	4.11266666666667
RHAG	-4.41383333333333
UNK	0.377
EXOC8	0.5901
C9orf95	1.47975
C14orf143	-0.748833333333333
MAML3	0.420857142857143
LDHA	-2.764
MRPL20	-0.0925
KLHDC6	1.91216666666667
ATP5S	0.5525
C8orf55	0.72175
PHF19	-2.239625
KRTAP13-4	0.3975
TTC5	0.30825
XKR5	-0.608
SILV	-4.99383333333333
TEX28	-0.673
TCTN1	0.6215
CX40.1	0.5355
PPP2R5C	-0.257
C12orf30	-1.79016666666667
CAPG	0.839
MPZL1	1.2773
ARSB	-1.96883333333333
TDH	-1.77625
WASF4	1.2605
TSSK3	-0.538833333333333
7A5	0.393
CRISPLD1	4.05425
MAD1L1	-0.154833333333333
SPIN4	-0.2125
AMPD1	2.71325
DPYSL5	0.5225
INPP1	0.552166666666667
ANKRD11	-0.242611111111111
NPAS4	0.26375
GCET2	0.7188
RNASE9	-0.1195
GUCY2D	0.4475
CCDC98	0.0425
FGF4	-0.639125
CPM	0.649
SLC26A4	-0.182
PLD5	1.654
FAM59A	0.9202
FBXO5	-2.35466666666667
SIPA1L1	0.191
DPYS	0.93925
ATG4D	-0.39025
TGM3	-0.478
MTCH1	-0.054
HK1	-0.576642857142857
CDC26	-0.136375
GALNT12	-3.79133333333333
LOC339229	-0.2285
MRPL35	-0.96625
ORC4L	0.2565
TNKS	-0.563428571428571
C2orf24	0.574666666666667
ZNF553	-0.5975
GGTLA1	2.0861
ZNF497	0.23225
CDY1B	-0.11725
SLC30A4	0.236625
TUB	0.37925
ARHGEF18	-0.60925
ARRB1	1.96575
KCNK1	-0.48
EREG	-3.3366
SCAMP5	-0.58525
RUNDC3B	3.4695
ADAMTS20	0.5725
IL17RB	-0.474375
FLJ20323	-0.70325
MCAM	0.26125
POLR3E	-0.81625
AQR	0.0536666666666667
IPMK	0.195
CDCA7	-2.648625
CAMP	-2.895
GRHL3	-0.79725
ADAMTSL2	0.0335
CLMN	0.950333333333333
SSTR3	-0.1105
MAGEA5	-1.93883333333333
OVOL2	3.6015
JMJD1B	0.121
RBL2	0.3131
PYGO2	0.2005
PPP1R10	0.362833333333333
CSE1L	-1.40666666666667
LCA5	2.0025
RDH16	-0.20875
ASRGL1	-1.8895
TOM1	0.9315
PTX3	-3.59
TTC15	0.954
SCGB3A1	4.6095
MRPL50	-0.974
RCAN3	0.265
SLC26A11	1.0195
STYX	-1.18766666666667
CINP	0.33575
MARCH7	0.03575
PFKM	-0.764333333333333
SGMS1	-0.144333333333333
RIOK3	-0.676
C1orf110	0.207
CES7	-0.171125
LOC440248	-0.33225
PPP1R12C	0.312
C10orf27	0.2655
ATG9A	-0.22
MRPS26	0.33625
TMEM40	0.52025
ELP3	0.1011
ZNF787	1.0713
HIAT1	0.283875
C8orf34	0.583833333333333
MGC4655	0.3353
PELI1	1.556
PPT1	-0.8672
SLC35C2	0.859833333333333
C6orf125	-1.5145
MUC4	-0.1395
RFC4	-1.87971428571429
GNB2	0.212
NUP50	-0.8255
SULT4A1	-1.18333333333333
C7	1.888625
CCDC130	0.218333333333333
ARRDC4	0.76825
RQCD1	-0.98725
GLYCTK	-1.428
AYTL2	-1.59236363636364
MTUS1	1.2381
LEMD3	0.2585
PLEKHF2	0.31825
HOXA7	2.1045
GTF3C2	-1.208
DYNLRB2	2.73525
CNOT10	-0.6105
MR1	-0.269
FFAR1	0.18275
PRIC285	0.26125
SLITRK6	2.18325
LIX1	-2.327
UBE1L2	-0.77
F8	0.567125
ACHE	0.00600000000000002
KPNA5	0.832
TNFRSF12A	-2.14933333333333
EGR3	3.177
SERPIND1	-4.2735
OASL	-0.25925
IFRD1	-0.513625
WDFY1	-0.818833333333333
ZNF267	-0.188125
ACCN5	-0.3435
ZBTB6	0.41925
PPP1R3A	0.141
PRRT3	-0.67425
FBXL19	-0.1945
TXNIP	2.78914285714286
ACTN2	-2.15925
ATG9B	-0.470625
C9orf117	0.3825
IL27	1.86
RPL36AL	0.672666666666667
KLK15	-0.32175
CHAD	1.6985
RAP2B	-0.884
HEBP2	0.91725
ZNF342	0.2845
CAMK2G	-0.1415
TLR3	1.96825
FGF14	3.348
HMGB2	-1.33575
TRPM5	-0.552666666666667
OR5M11	0.026
KIF3B	-0.273789473684211
PRICKLE2	1.237
MTMR9	-0.107875
C3orf27	-0.00725000000000001
GLRA3	-0.865
NSDHL	-0.472666666666667
TMEM32	0.18575
POLR2D	-0.874833333333333
MYADML	-0.18
C9orf114	0.0745
MRGPRX1	0.3365
TOPORS	0.832
CLDN19	3.07625
C1QL4	0.7335
RNF165	0.929
DHRS9	-0.848
DNAH2	-0.0705
FXR1	-0.495833333333333
ZMYM3	-0.35525
CASP3	-0.527666666666667
FAM120C	-0.13725
SCLY	-2.4205
CA7	-0.642
ENTPD5	-0.629333333333333
ZNF461	0.077125
PDIA5	-0.32125
C1orf19	-1.0135
TMEM67	0.0215
KCTD20	-0.898
WDR47	0.4595
FLJ38723	1.788
KLRF1	0.844
TAS2R16	0.2555
CLDN12	0.063
PRKCE	-0.1865
UBXD4	-0.45025
ITGAM	1.09833333333333
GLT8D3	-0.705
WDR31	1.4963
RGS2	2.41375
OR51L1	0.0085
MST1R	-0.70675
KIAA1737	1.2775
OR4A5	0.3315
GLIS1	-2.05016666666667
PTMA	-0.189857142857143
NAPA	1.0375
PRDM11	0.60075
LIPF	0.408
DIRAS3	2.74525
ASGR2	-4.63625
C1QTNF4	2.61575
PIK3R4	0.221
ARMC3	-0.06025
NDUFV3	-0.56
BTBD3	-0.2625
PPP1R2	0.166166666666667
UBE2NL	-1.101
FOSL2	0.00892857142857143
FAM119A	-1.66983333333333
TUBA4A	-0.5158
KRTAP12-1	-0.29875
SFRS2	-0.9
RHPN1	-0.5166
EEF2	1.09566666666667
ZDHHC11	-0.126666666666667
EPHA3	-2.2331
RBM12	0.3325
H2AFJ	-0.265916666666667
EDIL3	3.164
KIF26A	-1.08425
SERGEF	0.31675
B3GALT4	1.19325
LOC90925	0.5815
OSCAR	-0.939875
NPFF	0.598625
DEDD	-0.0215
TMEM155	-1.4155
PTPN1	-0.2945
SCYL2	-0.0731666666666667
SKAP1	2.346
LEAP2	-2.44383333333333
GADD45G	1.9243
IFITM3	0.38175
PILRB	0.0248333333333333
SLU7	0.125125
DSC3	1.923
DNMT3L	-2.357
PAPD5	0.381125
B3GNT3	1.97466666666667
LHCGR	0.1755
MSL-1	-0.544
UBE2S	-2.568875
SAP130	-0.60475
ANAPC11	-0.7495
MAGED4B	-0.1365
ATP6V1B2	-0.314
C14orf179	0.7665
CAPZA1	-0.948375
CDYL2	-1.56616666666667
GLRX3	-0.984333333333333
LOC136288	-0.4205
MOBKL1A	-0.506
HTR2B	0.77825
CRYGD	-0.308166666666667
NUS1	-1.02366666666667
PGRMC1	-0.3035
MYOM2	0.91925
FLJ39653	-1.55116666666667
CHM	-0.0532
OR5M8	-0.3035
ZNF619	-0.237
FAM105A	0.3435
CCNL1	0.052125
NAP1L3	0.74625
C10orf57	1.30283333333333
B3GALNT1	0.345833333333333
CSN1S2A	0.3405
TCP10L	-0.39175
GDAP2	-0.8255
DMKN	1.2875
COX6B1	-0.457
DNASE2	0.326333333333333
MSH5	-1.58425
LGMN	-0.878375
USP31	1.263
OR13C8	1.1895
SDCBP	-0.6128
NUDT11	-0.5225
PYGL	-3.073
SNPH	0.0595
B3GNT4	-0.9935
MIZF	-0.2411
NUBPL	0.36475
NOD1	0.665666666666667
CDH22	1.28175
NUBP1	0.372833333333333
DSCAM	-3.35775
DGKI	-1.366
FAM136A	-0.958
AKAP1	1.18483333333333
SLC16A6	-1.8945
RIN3	1.4875
PSG2	0.05
DIP2B	0.143333333333333
PSORS1C1	-1.5053
KIAA0495	0.594
FLJ90709	-0.7215
LPA	-0.289666666666667
PIGA	-0.6065
LY75	4.496
UTS2	-6.58883333333333
RREB1	-0.027375
GALNACT-2	-0.1817
MGC3196	-0.625
FLJ31568	2.59625
LPHN1	-0.8315
SP1	-0.358
TOX4	0.134666666666667
HSPA9	-0.7617
APOBEC1	0.3525
SLC35E4	-0.7155
LSM5	-1.04975
SURF1	0.09525
ZBTB1	-0.355333333333333
GTF2F1	0.835625
RPS15A	0.336
DUSP21	-0.851833333333333
GINS4	-3.132
MYO15A	0.0306666666666667
GIMAP7	4.25225
MGC13379	1.229
ATP6V1E2	-0.309166666666667
UTP3	-0.2655
HNRPA3	-0.6018125
MT4	-0.6255
C14orf155	-0.1385
U1SNRNPBP	0.64325
CKLF	-1.02666666666667
PLEKHN1	-1.06283333333333
MBNL1	0.210416666666667
NUP160	-1.18525
ACSM2A	-0.79275
LOC129881	1.31775
KIAA1529	0.47375
FLJ22639	-1.21275
HAND1	-0.893
GSX1	0.214
FGA	-4.2099375
SERPINB1	-0.43425
ZNF642	-0.71425
IGFBP1	-5.594375
SLC1A1	-0.254125
DHX57	-0.564
ZNF766	1.4695
PTPN21	-0.4376
GDPD3	-0.214166666666667
PNPLA5	0.5725
TBR1	0.448833333333333
FAM116A	0.45875
IQGAP1	0.33
FOS	1.60875
ZNF226	0.079375
FIGNL1	-0.492
C14orf1	0.159666666666667
ZMYND17	0.035
PUS7	-1.25583333333333
TUBB6	-1.288375
KCNQ2	-2.16425
MARCH6	-0.204583333333333
CCDC33	-0.1065
PRODH	-0.3665
RBM11	1.1895
EPHA6	0.286875
SLC43A1	-0.798
LOC196541	1.557125
NTN1	1.34666666666667
ING4	1.71025
PCDHB10	0.33975
DPH2	-0.755
SPACA4	-0.00125
FBXL21	-4.501
DIAPH1	-0.673333333333333
ZNF71	0.586333333333333
CEP76	-0.762
CORO1A	-0.33675
RRM2	-4.649875
EDG4	1.3735
OS9	0.9485
SLC4A1AP	-0.3505
COG5	-0.957
COPS8	-0.34
NGLY1	-0.87975
NCBP2	-1.089
C17orf42	0.248
GPSM3	0.4015
SIL1	0.291666666666667
ASB6	-0.26875
SMAD5OS	0.242833333333333
UNC93A	-3.11075
A1BG	-0.34
C21orf62	-0.86525
FMO5	-0.4765
ATRIP	0.476833333333333
CEBPG	-0.3935
C7orf38	0.182333333333333
TNFRSF1B	1.09316666666667
CLEC1A	1.818
IQSEC1	0.397375
PATZ1	1.0267
RBM22	0.385
BAG2	-3.3815
PAQR5	-2.3235
C9orf127	0.8077
THNSL1	-0.01375
SHROOM3	2.3944
JAM2	2.177
SNRPN	-0.8905
ALX4	0.023
CACNA1S	-0.067
FAM130A1	-0.264
CORIN	0.0575
CD300LB	-0.4225
PLEKHG6	0.722
LRRC40	-0.7175
PCLKC	-0.61075
PCDHB16	0.843333333333333
WNT2B	-0.521666666666667
ASNS	-2.37788888888889
MRPL49	-0.1135
FLJ46111	-0.6995
ISG20	1.110625
SMU1	-0.815333333333333
CASZ1	0.317
POLR1D	0.302916666666667
GIN1	0.26875
SNAG1	0.906333333333333
ANKRD29	0.89525
CDKN2AIP	0.39
KRR1	0.28675
CXCL1	-2.653
EPM2A	0.2484
PC	-0.238333333333333
DEFB127	-0.547
PDZRN4	1.14666666666667
FAH	-0.829875
OR51E1	0.423
CDC2L6	-0.522166666666667
DNTTIP1	-0.373
PAX8	-0.8585
TMEM116	0.2495
C1orf150	-0.362
PRO2012	-0.35925
MRPL40	-0.407
BEX1	-2.2921
SLC2A4	0.116833333333333
PKMYT1	-2.0025
FEZF2	1.4585
SLC26A9	-2.22325
MAP2	1.06108333333333
LYL1	-1.82525
SLC25A19	-1.32466666666667
NOS3	-0.1075
ZNF34	1.26033333333333
TMPRSS11F	-0.4815
FAM43A	0.794
FCRL4	-0.114
KLF14	-0.73475
FLRT2	0.846
WRN	-0.75725
SDF2	0.8078
KRT8P12	-0.6375
C6orf195	0.9015
C9orf125	-1.32383333333333
DZIP3	-0.10825
RIT1	-0.9285
SCML1	-1.37833333333333
RHBDF2	-0.2905
OR2G3	-0.066
REXO1L1	0.3305
MAP3K7IP3	-1.23275
C3orf57	-5.97425
FBXW11	-0.376
ETAA1	-0.38325
C14orf131	0.5722
AKT1S1	-0.0995
SLC12A5	-1.71125
C9orf164	0.67325
NRIP3	-0.222625
NOS1AP	0.7265
TMEM121	0.211
SAP30BP	0.2674
DGCR6	0.718
WDR76	-1.65375
FAM82B	-0.824583333333333
LOC606495	-0.653
MAP9	1.91958333333333
BCDIN3D	0.39525
CXorf36	2.91683333333333
DSCR3	-1.0752
ZFAND3	-0.777
C7orf43	0.1345
SPSB3	1.1588
C19orf19	0.18175
FAM133A	-2.26525
C12orf25	0.47325
SLC39A3	-0.679
DISP2	0.631
PI4KAP2	-1.016
MKRN3	-2.65416666666667
ADAMTS13	0.10775
CBLN3	0.103
TTYH1	2.67966666666667
C3orf18	0.6845
FLJ13236	-0.78825
ZMYND12	2.89125
C18orf25	-0.203875
GLB1L3	-0.732
ATP13A5	4.993
RANBP10	0.41225
CD96	-0.1771
DENND1C	-0.00875
RBMS3	1.9527
SLC41A3	0.713666666666667
DGCR6L	1.07175
TMEM128	1.213
CSNK1G3	0.0714285714285714
MOBKL2C	1.47575
TSPAN6	1.2335
MATN2	3.1479
MSL2L1	0.764
ST6GALNAC2	0.276
FGFBP2	0.872125
FGL1	-6.1675
MPP3	-0.185166666666667
ARHGEF6	1.86316666666667
TGFBR2	1.256625
ACMSD	0.1775
IL33	5.278
C9orf5	0.148333333333333
DEAF1	1.1098
AMN	-0.4915
DEFA6	-0.384625
RNF212	-0.4265
METT5D1	-0.0973333333333333
CIB1	-0.534
TSSK1B	-0.16925
KIAA1727	0.5495
ZNF680	0.539833333333333
LOC399900	-1.103
LOC152217	0.356583333333333
CTNNAL1	-2.391
CIT	-3.50108333333333
TLE6	0.067
ZNF607	-0.05225
HERC4	-1.1345
DRAP1	-0.6758
PEMT	0.2015
C10orf111	-0.1405
ZNF575	1.097875
KCTD7	-0.1025
MYO1F	0.86475
LOC285382	-0.6145
RAB11A	0.323
PLCD3	0.1065
C15orf28	-0.1155
PTBP2	0.63475
CTB-1048E9.5	-1.164125
C19orf60	-0.202666666666667
C7orf25	0.0296666666666667
SETD7	0.1495
HOXB9	-4.5995
VANGL1	-0.987875
CHAF1B	-1.72675
NDUFA3	-0.43525
KIAA1328	0.71
SHARPIN	0.294125
TTC23	0.36975
UGP2	0.255916666666667
ANKIB1	-0.1646
CIRBP	2.28542857142857
SEC14L4	-2.8645
OVCH1	0.382833333333333
VPS52	0.35025
FAT	-0.044875
M6PRBP1	-0.5765
GPRIN3	-0.1235
PPM1F	-0.0403333333333333
TSR1	-0.89775
CCDC85A	2.757
PCSK5	1.717
ZFHX3	-0.279
HEMK1	0.1887
PGBD2	0.663
RSRC2	0.1445
AURKC	-1.12083333333333
SCRIB	-0.42725
ORM2	-5.02483333333333
FAM115A	0.6676
FZD6	0.07425
UNC119	0.689333333333333
GPX3	-0.6176
NOV	-0.1405
CABC1	1.106
CDC42SE2	0.0681875
EIF2S2	-1.0713
RNF130	0.506875
CKAP5	-1.382
RP11-413M3.2	0.807625
C10orf18	-0.1212
TMEM93	-0.887
DYX1C1	1.5725
KCNMB2	-0.5025
ANK3	1.45341666666667
KRT5	3.0673
CDH12	0.174625
QRSL1	0.062375
JUB	-0.42975
SHC4	1.7495
CCL15	2.26416666666667
CCDC22	0.145
SNX24	-0.74375
RARS	-1.029
MORC2	-0.0945
FAM48A	0.17375
MT1H	0.91
PPP1R14C	-0.6805
FOXD1	-2.664
C1orf213	-1.492
AMT	0.7158
DSN1	-1.837
PTPLAD2	1.35075
DIS3L	-0.011
RASL11A	0.63875
GPRC5B	1.609
FRMD7	0.501
STRN4	-0.127
KITLG	0.344136363636364
HDGF	-0.87575
OR1S1	-0.3415
SETX	-0.0964
DDR2	-0.0535
KCTD12	2.752
LYZL2	-0.27475
WDR52	0.0755
TMEM2	-0.76575
ZNF579	1.20066666666667
LOC200810	-0.6475
TNFSF9	-1.588125
PPFIA4	-3.349
CNIH3	-1.03483333333333
MAP4K4	-1.33421428571429
ROD1	-0.635285714285714
ALS2CR12	-1.02983333333333
DOCK3	-1.54616666666667
PAQR9	-6.633
ASB17	-0.052
STX16	-1.067625
FEZ2	0.00319999999999998
DLAT	-1.15383333333333
KIF21B	-1.12516666666667
CDC5L	0.20675
TMEM119	0.345833333333333
CRIP3	-1.41025
TPSD1	-0.00950000000000001
TEPP	1.833
GNGT2	0.11925
C21orf121	-0.27175
WNK1	-0.925
FLJ10490	0.9416
OR51B5	-2.6195
LOC203547	-1.69925
HAS1	-1.2275
PPA1	0.221
ST7	-0.45075
C11orf46	1.1067
POPDC3	-4.51966666666667
ACOX2	0.6715
ATCAY	-0.8185
TM4SF19	-2.6685
MFSD9	-0.64
PDHB	-0.272
ERN1	0.2045
LCE3C	-0.3595
GPR111	0.0585
NOTCH3	1.6175
ADAMTS5	5.92675
B3GALT1	0.263
UGCGL1	-2.43283333333333
FAM58A	-0.426833333333333
FBXO32	3.81675
CLPP	-1.0255
NXPH1	-1.2875
MTMR3	0.804666666666667
ATP1B3	-2.103125
TMEM16A	4.71875
HIST1H3F	-1.12383333333333
TRIM25	-1.07433333333333
SDCBP2	1.0705
CRKL	-0.7755
HOXB2	0.471
ANP32B	-0.274875
GATM	3.3165
AP4E1	-0.744625
EDG5	0.2955
CDKN3	-4.27733333333333
CDH4	0.3155
PGD	-0.698166666666667
RND1	-0.566
GAD1	-3.6106
MPG	-0.110375
LOC440350	1.3265
ZNF133	1.19975
SERPINB12	0.6425
AMELY	-0.35
DHX36	-0.52775
TNFAIP8L2	1.59833333333333
PHTF2	-1.10072222222222
CCDC112	-0.414333333333333
IQCC	-0.4335
HEYL	1.41916666666667
FTSJ2	-0.308833333333333
APPL1	1.28875
RAB43	0.178571428571429
OR10G2	0.172
WAC	0.634
ADCY9	-0.302875
RUNDC2B	0.0961666666666667
PYCRL	-0.257
AGPAT7	-0.109666666666667
SLC22A9	-0.631666666666667
CDKAL1	-0.5565
PDYN	0.0356666666666667
C20orf74	-0.32075
MTMR11	0.50825
VAV3	2.39716666666667
DAPL1	5.575
STXBP3	0.7705
EIF3G	0.414
ARHGAP22	-0.1015
NPFFR1	0.153
NPC1	-0.1385
ALDH9A1	1.213
ZNF600	0.355875
ZNF678	0.600833333333333
RASSF1	0.323666666666667
ADD2	-2.216875
PITPNB	-0.017625
PKD2L2	0.42225
LRP11	-1.24325
CDKL1	-0.466
SMEK2	-0.5145
PRODH2	-3.51416666666667
C11orf54	0.195666666666667
SFRS11	-0.225166666666667
IL7	1.08616666666667
ALS2CR16	1.01575
BTG3	-0.342833333333333
PAK2	-1.28127777777778
RP11-679B17.1	-0.35375
GATA4	-2.00083333333333
ATP2B1	0.42675
LOC130940	2.31
C1orf172	2.14633333333333
ATF7IP2	-1.6485
SLC25A43	-0.694
CENTG3	0.65075
IGF2BP1	-4.347
FCHSD1	0.758
CAMK2N2	1.714
ELAVL3	-0.5589
NBPF15	0.0216666666666667
UBE2J2	0.201166666666667
GNL2	-0.69025
PRR3	-0.2069
NLF2	1.29075
OR4F6	-0.101
KLHL24	1.5165
CCDC88A	-2.1315
SGPP1	-1.44483333333333
C10orf11	-0.242333333333333
SLC35B4	-1.57783333333333
UGT3A2	-0.5445
ARNT2	-1.3456
CBR1	-0.571625
ITPR3	-0.853166666666667
TRAPPC6B	-0.4048
AMZ1	-3.2755
ARP11	1.46975
WDSUB1	0.5075
APBA1	2.25316666666667
RAB2A	-0.1691
C6orf162	0.941375
HPSE2	1.29325
PLCE1	0.00899999999999997
INSL3	-0.4945
DLG1	-0.2724
PTPLA	-2.06575
PIGX	-0.657875
TFIP11	0.305333333333333
FIBIN	2.6945
POLR2G	-0.85275
GRAP2	-0.778
DNAJB8	0.178
CNBP	0.9415
WASF1	-0.944
INPP5E	-0.1883
HSPB1	-2.145375
TMEM167	-0.8065
CUBN	0.60325
IGF1	2.719
ITPK1	-0.7827
NAALAD2	-1.66125
G3BP1	-0.4066
NT5DC1	0.155625
CYP39A1	2.9155
TMEM139	2.1655
POLK	-0.1361
GLULD1	-3.40175
RBM15	-0.978666666666667
AMZ2	-0.442
GDF15	-4.16683333333333
MESDC2	-0.38825
INCA	0.818333333333333
ACY1L2	0.8705
GZMM	-0.343833333333333
PAIP1	0.15825
CACNA2D1	0.21175
STK32C	0.223
SH3BP4	1.15266666666667
DEC1	-0.071
PADI1	-0.5425
UBB	-0.1943
PON3	0.861833333333333
PROP1	0.678
ANKRD13B	-0.5915
ADCK1	0.18075
TCF25	1.08016666666667
SLC38A5	-2.83
CXorf26	0.385166666666667
C19orf39	0.00449999999999999
PPP1R13B	1.4715
ARL2	-0.2635
TCL6	0.273416666666667
TOP3A	-1.082
SLC16A14	-0.44925
FXYD6	2.2725
HIST1H4E	-0.33125
BBC3	0.409631578947368
UNC5A	0.0413333333333333
FAM86C	-0.2875
PI4KB	0.58375
B3GAT1	-0.75375
SUSD2	0.3775
OAZ2	0.230666666666667
NOC4L	-0.25025
C10orf12	-0.85775
FADS1	-3.228
LOC144097	-0.971
DKK2	-0.342
KIAA1949	-1.34275
RHOT1	-0.2709
OXT	0.728166666666667
GPR153	1.472
ARL4A	1.05483333333333
SAAL1	-1.14175
CCDC64	-0.4285
USE1	0.519166666666667
HNMT	1.33066666666667
PCGF3	0.2861875
CYP2C19	-0.0415
C20orf4	0.0335
CCDC11	1.008
ACSBG2	0.06575
RWDD2A	-0.00600000000000001
PALLD	2.69225
CPLX4	0.904
LOC492311	1.3505
KPNA2	-3.62433333333333
MACROD1	-0.2
TMCO3	-1.45416666666667
