Hybridization REF	TCGA-E2-A14Q-01A-11R-A12D-07
SFPQ	0.344
GFRA4	0.193833333333333
AKR1B10	-3.54375
TIGD6	0.895
RGS16	0.23775
URB1	-0.796
OR4C46	0.184
TOP3B	-0.86775
NFATC4	-0.134
CA14	-4.03225
BMPR1A	-0.746666666666667
SNRP70	-0.507625
PRL	-0.1325
C6orf130	-0.6175
STAG2	0.12975
CD55	-1.18007142857143
RPS23	0.415166666666667
SSX2	-0.889833333333333
FDPSL2A	-0.62925
FBXO27	0.26275
SYNGR3	1.35366666666667
TMSL3	1.433
EML1	-1.2805
NUP93	-1.14458333333333
SMAD3	-0.4656
KIAA1189	0.0983333333333333
HNRPUL2	0.742166666666667
TBC1D12	1.1575
C16orf24	1.75625
MRVI1	0.788666666666667
ZNF581	1.03033333333333
ELOVL3	0.6115
OR51Q1	-0.011
CACNB3	1.145
GALNT13	-1.312125
C10orf84	1.1923125
NEDD4	0.1506
SPO11	1.0525
OR5AU1	-0.2065
NEK4	0.650285714285714
PRKAR2A	-0.187333333333333
IHPK1	-0.564333333333333
ATP6V0B	0.81725
CACNA1E	0.361
CEACAM8	0.6045
PEX14	0.5295
FLJ12993	3.0835
ZBTB38	0.65925
PCTK2	0.831666666666667
LRRC16	0.3189
FBLIM1	0.882666666666667
FYCO1	1.59725
RP5-1022P6.2	0.26125
CMTM1	0.0015
PLTP	-0.12
RAPH1	0.776375
DOCK8	1.094375
EZH2	-1.4378
SLC25A1	-1.33716666666667
PLEKHB1	0.6774
GRB7	0.2687
ZFP37	-0.395
MRPL33	-0.857
PELO	-1.205
ARMC1	-0.735181818181818
C9orf27	-0.154625
FLJ25778	0.1505
C9orf37	-1.1415
TMEM66	1.36725
SPRN	1.275125
HBEGF	-0.1425
PI4KA	-0.9035
LEPRE1	-0.7595
POU2AF1	-2.2545
MRPL12	-1.06916666666667
REP15	-0.1405
ZC3H3	0.49875
RASAL1	-0.7095
DDAH1	0.63675
ACBD5	0.76475
TMC2	0.051
CCDC137	-0.5255
SAMD13	-1.07033333333333
UGT2B15	-1.40316666666667
TIPARP	0.7805
DNASE1L3	1.0255
TRIM72	0.786333333333333
DBX2	0.3485
IPO8	0.1665
C21orf88	-1.0848
MAP3K14	-0.01975
LOC51233	0.636333333333333
GGTLA4	-0.68
PDE6D	0.645
ZNF117	0.73025
CLK2	-0.40275
NKRF	-1.03575
TNFSF15	0.2464
DUSP2	0.103125
SECISBP2	0.2317
GABRR2	0.27
PPAP2C	1.27425
LOC51145	0.200666666666667
PAG1	-1.133375
PIK3C3	-0.0685
GNG10	-0.419
APOL4	0.511666666666667
ANKRD28	-0.505
STMN3	-0.8028
RAB14	0.7238
CDK2AP2	0.34625
HDDC3	-0.191625
COMMD7	0.331625
CXXC1	-0.6245
HMCN1	-0.310333333333333
CD40	0.19425
DYNC1LI2	-0.078125
GDI1	0.57125
LOC646938	-0.192
VSNL1	-1.65766666666667
PIH1D1	1.23166666666667
RAET1G	0.9175
KRTAP5-9	-0.015
EFTUD2	-1.09675
ZNF311	0.666666666666667
ATP6V1G3	-0.01075
OR2W3	-0.2035
SCN4A	0.43025
MED10	-1.156625
FAM135A	-1.1064
ARHGAP4	-1.5985
EHMT2	-0.629
UFD1L	-0.97275
ERMP1	0.95275
MAG1	-1.89183333333333
THAP8	0.826166666666667
HACE1	-1.2635
FAM82C	0.567
C3orf20	-0.0495
UNC84A	-0.572666666666667
SCD5	0.307928571428571
LASS6	2.35875
LSG1	0.306416666666667
MAL	-5.49875
GPR22	-0.3845
WDR5B	1.06625
ACTRT1	0.4095
C17orf60	-1.087
GRIN2C	0.9702
ARMC8	-0.0369166666666667
SLC47A1	-2.46233333333333
DMPK	0.315
DHRS13	-0.8015
SMC1A	-0.5345
KRTAP17-1	-0.21075
SMYD5	-0.9205
TUSC2	1.240625
CRHR2	0.018
KIR3DL2	4.26
CCDC104	0.50175
ATP2C1	0.43375
CROT	1.52625
PABPC3	-0.717333333333333
EGR1	2.03366666666667
THSD1	0.35125
KHK	-1.858
SLC12A2	2.8648125
CD58	-0.90325
STOX2	-0.568666666666667
CCDC76	-1.2867
CCDC48	1.6115
DNAH1	0.127
ZIC4	-0.31625
OR1G1	0.344
PSMC6	-0.116833333333333
PROKR1	-0.0465
ABCB1	0.220875
TRAT1	-0.3755
LLGL1	0.123
MTF1	1.38625
USP54	0.53425
PAGE2B	-1.182
ITGB7	-4.27375
CCDC81	0.114
LOC149837	0.46375
SCUBE1	1.5745
ZSCAN10	0.205
HUWE1	0.197642857142857
CDH17	0.608
CD180	-0.3085
IL17A	0.146
TMPO	-1.221625
KIAA1524	-1.19566666666667
HDGFRP3	0.731
OXCT1	-2.34972727272727
RRAS2	-1.72216666666667
LTBP2	2.9145625
SV2B	1.28583333333333
CYP2A6	0.380625
PKD1L2	-0.47
PPM1M	0.8995
FLJ22662	0.819
ZNF502	0.60925
GP6	-0.41675
CRYBA2	-0.62625
LEF1	-1.9635
CTPS	-2.45785714285714
EYA1	-2.71733333333333
EPS8L1	3.449
MAPK14	-0.498833333333333
SERPINB2	-4.796875
GTF2F2	-0.614166666666667
ZNHIT4	0.0395
PLA1A	0.442375
C20orf114	2.91075
HPR	-4.5925
C18orf2	-1.56366666666667
SATB2	-2.938
KCNJ9	0.23425
MGC157906	0.38
MOCS3	-0.12525
C17orf71	-0.586833333333333
PPHLN1	-0.0227
HIST1H2BN	-0.61225
RAPGEF1	-0.27175
MAP3K8	0.80075
DLG4	0.333333333333333
STC1	1.34691666666667
CDGAP	0.791
DDX26B	-1.29275
LOC150223	-1.76625
CPSF3	-0.801333333333333
TMEM14A	0.4045
MYH3	-1.80225
GPKOW	0.2255
SULT1A1	-0.3085
SPON1	2.5038
YY1AP1	0.419333333333333
RAB23	-0.0445
PLA2G4A	-3.899
MAPRE3	0.39925
ZNF516	0.449285714285714
GGPS1	1.62875
EXOC3L2	-0.44475
C19orf42	0.8544
MAP2K2	-0.0333333333333333
HIST1H2BB	0.19675
RNF19B	0.961833333333333
C6orf128	0.2225
TLR8	0.72575
PCDHA9	0.074
CARS2	-0.0765
CLUL1	3.06433333333333
RHAG	-3.82816666666667
UNK	-0.242
EXOC8	0.5262
C9orf95	0.70425
C14orf143	0.1545
MAML3	0.03425
LDHA	-1.8045
MRPL20	0.48725
KLHDC6	0.217833333333333
ATP5S	-0.191
C8orf55	0.1125
PHF19	-1.973125
KRTAP13-4	0.2455
TTC5	-0.2805
XKR5	-0.1225
SILV	-4.8435
TEX28	0.145
TCTN1	0.9665
CX40.1	0.27475
PPP2R5C	0.056125
C12orf30	-0.989333333333333
CAPG	2.783
MPZL1	0.66575
ARSB	-1.3085
TDH	-1.14425
WASF4	0.8335
TSSK3	-0.298333333333333
7A5	1.883
CRISPLD1	1.694375
MAD1L1	-0.580166666666667
SPIN4	-0.820166666666667
AMPD1	0.808
DPYSL5	-0.2475
INPP1	-0.0591666666666667
ANKRD11	-0.830166666666667
NPAS4	-0.101125
GCET2	0.3577
RNASE9	0.5955
GUCY2D	0.344333333333333
CCDC98	-0.37425
FGF4	-0.02775
CPM	-0.7685
SLC26A4	-0.904666666666667
PLD5	0.37
FAM59A	0.7949
FBXO5	-2.12555555555556
SIPA1L1	1.215375
DPYS	0.91625
ATG4D	0.18625
TGM3	0.6975
MTCH1	-0.072875
HK1	0.263
CDC26	0.139375
GALNT12	-3.49583333333333
LOC339229	-0.1175
MRPL35	-0.13075
ORC4L	-0.021375
TNKS	0.0134285714285714
C2orf24	0.459333333333333
ZNF553	0.9285
GGTLA1	2.4715
ZNF497	2.22525
CDY1B	0.14325
SLC30A4	-0.033
TUB	-0.713625
ARHGEF18	0.66725
ARRB1	1.06775
KCNK1	-1.4845
EREG	-1.7346
SCAMP5	-0.2665
RUNDC3B	1.9215
ADAMTS20	0.0435
IL17RB	-0.56675
FLJ20323	-0.48075
MCAM	-0.404
POLR3E	-1.5155
AQR	1.02983333333333
IPMK	0.315
CDCA7	-4.625625
CAMP	1.2965
GRHL3	0.35225
ADAMTSL2	0.502666666666667
CLMN	2.54816666666667
SSTR3	0.4285
MAGEA5	-2.0915
OVOL2	4.47875
JMJD1B	0.4285
RBL2	0.7533
PYGO2	1.15125
PPP1R10	1.00333333333333
CSE1L	-1.15
LCA5	1.6035
RDH16	-0.276
ASRGL1	-2.30575
TOM1	-0.190666666666667
PTX3	-4.83775
TTC15	0.73625
SCGB3A1	3.42366666666667
MRPL50	-0.453
RCAN3	1.165125
SLC26A11	1.001
STYX	0.186
CINP	0.11625
MARCH7	0.1165
PFKM	-1.15416666666667
SGMS1	-0.223333333333333
RIOK3	-0.0627
C1orf110	0.459
CES7	-0.216625
LOC440248	-1.744
PPP1R12C	1.35275
C10orf27	0.2605
ATG9A	-0.61125
MRPS26	0.4065
TMEM40	-0.124
ELP3	-0.00600000000000001
ZNF787	1.3102
HIAT1	-0.6005
C8orf34	0.0843333333333333
MGC4655	-0.0065
PELI1	0.0548333333333333
PPT1	0.334
SLC35C2	-0.68
C6orf125	-0.144
MUC4	-1.23433333333333
RFC4	-2.36371428571429
GNB2	0.614
NUP50	-0.312857142857143
SULT4A1	-1.074
C7	1.8855
CCDC130	0.114833333333333
ARRDC4	0.077
RQCD1	-0.588
GLYCTK	-0.967
AYTL2	-1.63118181818182
MTUS1	1.8536
LEMD3	-0.205
PLEKHF2	1.34275
HOXA7	0.314375
GTF3C2	-1.368
DYNLRB2	2.689
CNOT10	-0.21625
MR1	1.2265
FFAR1	0.3845
PRIC285	-0.084
SLITRK6	4.0835
LIX1	-1.3489
UBE1L2	-0.727
F8	0.971375
ACHE	0.0761666666666667
KPNA5	-0.2535
TNFRSF12A	0.049
EGR3	2.292
SERPIND1	-3.8735
OASL	2.20675
IFRD1	-2.10325
WDFY1	-0.223666666666667
ZNF267	0.885875
ACCN5	-0.065
ZBTB6	0.256
PPP1R3A	0.2675
PRRT3	1.477
FBXL19	-0.6895
TXNIP	1.81364285714286
ACTN2	-0.6935
ATG9B	-0.474
C9orf117	0.897375
IL27	0.209
RPL36AL	0.200666666666667
KLK15	0.30125
CHAD	2.678
RAP2B	-0.3778
HEBP2	1.81925
ZNF342	0.9415
CAMK2G	-0.760666666666667
TLR3	1.018
FGF14	0.151
HMGB2	-1.591875
TRPM5	0.191833333333333
OR5M11	0.1545
KIF3B	0.787263157894737
PRICKLE2	1.3145
MTMR9	0.191875
C3orf27	0.1725
GLRA3	-0.0235
NSDHL	-0.3715
TMEM32	-0.5095
POLR2D	-0.96275
MYADML	0.1895
C9orf114	-0.309
MRGPRX1	-0.3195
TOPORS	0.6255
CLDN19	1.1535
C1QL4	-0.336
RNF165	-0.945
DHRS9	-0.70875
DNAH2	-0.292333333333333
FXR1	-0.197166666666667
ZMYM3	-0.759625
CASP3	-0.602166666666667
FAM120C	-0.721875
SCLY	-1.189
CA7	0.581
ENTPD5	1.39316666666667
ZNF461	0.071125
PDIA5	-0.5135
C1orf19	-0.248666666666667
TMEM67	-0.28875
KCTD20	-0.4895
WDR47	0.4595
FLJ38723	-0.1305
KLRF1	-0.0358333333333333
TAS2R16	0.429
CLDN12	0.46425
PRKCE	0.8405
UBXD4	-0.8575
ITGAM	1.99316666666667
GLT8D3	-0.299375
WDR31	0.4901
RGS2	1.22075
OR51L1	0.139
MST1R	1.229
KIAA1737	1.75925
OR4A5	-0.1005
GLIS1	-1.33916666666667
PTMA	0.957571428571429
NAPA	1.873
PRDM11	0.14325
LIPF	0.463
DIRAS3	1.69525
ASGR2	-4.04525
C1QTNF4	0.68025
PIK3R4	0.0428333333333333
ARMC3	0.14675
NDUFV3	-0.0530833333333333
BTBD3	-0.595
PPP1R2	0.384
UBE2NL	0.02575
FOSL2	0.831071428571429
FAM119A	-1.21166666666667
TUBA4A	-0.8584
KRTAP12-1	0.02675
SFRS2	-0.7545
RHPN1	0.00450000000000001
EEF2	-0.7225
ZDHHC11	0.165666666666667
EPHA3	-1.432
RBM12	-0.75425
H2AFJ	1.16158333333333
EDIL3	2.4605
KIF26A	-1.50975
SERGEF	0.293
B3GALT4	3.09425
LOC90925	0.449166666666667
OSCAR	-0.64325
NPFF	-0.5655
DEDD	0.413
TMEM155	-0.667714285714286
PTPN1	0.283
SCYL2	0.134333333333333
SKAP1	2.16575
LEAP2	-2.07966666666667
GADD45G	1.7677
IFITM3	1.136125
PILRB	-0.921
SLU7	0.359875
DSC3	1.33525
DNMT3L	-0.44175
PAPD5	0.40875
B3GNT3	-0.634333333333333
LHCGR	0.005
MSL-1	-0.1125
UBE2S	-0.0265
SAP130	-0.42
ANAPC11	0.928
MAGED4B	-1.451
ATP6V1B2	0.0055
C14orf179	1.21625
CAPZA1	0.16375
CDYL2	-0.621833333333333
GLRX3	-1.04966666666667
LOC136288	0.21
MOBKL1A	-0.2345
HTR2B	2.325
CRYGD	-0.067
NUS1	-1.0075
PGRMC1	1.1935
MYOM2	1.11525
FLJ39653	-1.43283333333333
CHM	0.4162
OR5M8	0.104
ZNF619	0.123
FAM105A	2.08425
CCNL1	-0.91375
NAP1L3	-0.22025
C10orf57	2.3255
B3GALNT1	0.820333333333333
CSN1S2A	0.116
TCP10L	1.72075
GDAP2	0.366625
DMKN	0.694833333333333
COX6B1	0.72125
DNASE2	0.701333333333333
MSH5	-2.375
LGMN	-0.639
USP31	0.1644
OR13C8	0.284
SDCBP	-0.6475
NUDT11	-2.09583333333333
PYGL	-0.350333333333333
SNPH	0.0223333333333333
B3GNT4	-0.8325
MIZF	-0.6843
NUBPL	-0.469625
NOD1	-0.336166666666667
CDH22	0.28875
NUBP1	0.703833333333333
DSCAM	-3.946
DGKI	0.3825
FAM136A	-0.69225
AKAP1	-0.228666666666667
SLC16A6	0.3385
RIN3	0.01475
PSG2	-0.11875
DIP2B	0.315166666666667
PSORS1C1	0.8524
KIAA0495	-0.198
FLJ90709	-0.0178333333333333
LPA	-0.0496666666666667
PIGA	0.0428333333333333
LY75	2.16866666666667
UTS2	-5.44083333333333
RREB1	0.420875
GALNACT-2	0.3801
MGC3196	-0.58
FLJ31568	0.47175
LPHN1	-0.1655
SP1	1.3315
TOX4	0.307166666666667
HSPA9	-0.4627
APOBEC1	-0.1995
SLC35E4	-1.07625
LSM5	-1.1355
SURF1	0.1855
ZBTB1	0.142916666666667
GTF2F1	0.4215
RPS15A	-0.909071428571429
DUSP21	-0.429666666666667
GINS4	-2.56233333333333
MYO15A	0.471166666666667
GIMAP7	2.897
MGC13379	0.787
ATP6V1E2	-0.802333333333333
UTP3	-0.41525
HNRPA3	-0.2208125
MT4	0.12
C14orf155	-0.29625
U1SNRNPBP	0.62825
CKLF	-1.31533333333333
PLEKHN1	0.2785
MBNL1	0.107416666666667
NUP160	-1.2525
ACSM2A	-1.03525
LOC129881	1.5435
KIAA1529	-0.64625
FLJ22639	-1.2555
HAND1	-0.921
GSX1	0.2705
FGA	-3.2375
SERPINB1	0.173
ZNF642	0.5285
IGFBP1	-7.732875
SLC1A1	2.3235
DHX57	-0.28075
ZNF766	2.4335
PTPN21	-0.2788
GDPD3	-1.85533333333333
PNPLA5	0.0195
TBR1	-0.280666666666667
FAM116A	-0.01125
IQGAP1	0.814125
FOS	1.197875
ZNF226	0.35525
FIGNL1	-1.3855
C14orf1	0.319333333333333
ZMYND17	0.2045
PUS7	-1.63716666666667
TUBB6	-0.8455
KCNQ2	-1.68475
MARCH6	-0.288
CCDC33	-0.1225
PRODH	-0.72325
RBM11	0.999
EPHA6	0.255
SLC43A1	-0.86375
LOC196541	0.087875
NTN1	0.378
ING4	-0.04825
PCDHB10	1.874
DPH2	-1.43283333333333
SPACA4	0.24875
FBXL21	-2.538
DIAPH1	-0.426166666666667
ZNF71	1.47666666666667
CEP76	-0.8245
CORO1A	-1.28
RRM2	-2.790375
EDG4	0.90625
OS9	0.671833333333333
SLC4A1AP	0.073
COG5	-0.65175
COPS8	-0.308
NGLY1	-0.58775
NCBP2	0.113
C17orf42	-1.2585
GPSM3	0.355875
SIL1	0.518666666666667
ASB6	0.0645
SMAD5OS	0.782833333333333
UNC93A	-1.998875
A1BG	2.17383333333333
C21orf62	0.5345
FMO5	2.48566666666667
ATRIP	0.388
CEBPG	0.360833333333333
C7orf38	0.258
TNFRSF1B	0.455166666666667
CLEC1A	1.07316666666667
IQSEC1	0.32175
PATZ1	0.9964
RBM22	1.191375
BAG2	-2.67383333333333
PAQR5	-1.40066666666667
C9orf127	1.3991
THNSL1	-0.77225
SHROOM3	2.096
JAM2	1.577
SNRPN	-1.88425
ALX4	-0.1975
CACNA1S	-0.1365
FAM130A1	0.657
CORIN	1.298
CD300LB	0.3775
PLEKHG6	0.337
LRRC40	-1.49725
PCLKC	-0.8265
PCDHB16	2.21116666666667
WNT2B	0.655166666666667
ASNS	-2.79922222222222
MRPL49	0.076
FLJ46111	0.0125
ISG20	0.12425
SMU1	0.3245
CASZ1	0.5605
POLR1D	-0.302166666666667
GIN1	-0.28275
SNAG1	0.185166666666667
ANKRD29	1.15725
CDKN2AIP	-0.42375
KRR1	0.14575
CXCL1	-2.79266666666667
EPM2A	-0.2098
PC	-0.439166666666667
DEFB127	-0.5585
PDZRN4	0.983833333333333
FAH	0.89625
OR51E1	0.4995
CDC2L6	0.0851666666666667
DNTTIP1	-0.44875
PAX8	-0.93725
TMEM116	0.5875
C1orf150	0.6055
PRO2012	-0.1395
MRPL40	-0.776333333333333
BEX1	-2.8695
SLC2A4	-0.606
PKMYT1	-1.181
FEZF2	-0.0196666666666667
SLC26A9	-1.04675
MAP2	-0.224833333333333
LYL1	-1.67425
SLC25A19	-1.215
NOS3	-0.2505
ZNF34	0.7185
TMPRSS11F	0.1085
FAM43A	-0.53725
FCRL4	0.210166666666667
KLF14	0.4245
FLRT2	-0.329
WRN	-1.25575
SDF2	0.0834
KRT8P12	0.1665
C6orf195	-0.3815
C9orf125	-1.71366666666667
DZIP3	-0.18325
RIT1	-0.103583333333333
SCML1	-1.0465
RHBDF2	-0.344125
OR2G3	0.1195
REXO1L1	0.511
MAP3K7IP3	-0.187375
C3orf57	-2.24875
FBXW11	-1.16233333333333
ETAA1	-0.482
C14orf131	-0.1607
AKT1S1	1.16525
SLC12A5	-0.635375
C9orf164	1.04075
NRIP3	-0.861125
NOS1AP	0.86875
TMEM121	0.9265
SAP30BP	0.1924
DGCR6	0.566
WDR76	-1.45425
FAM82B	-0.624416666666667
LOC606495	-0.218
MAP9	1.24058333333333
BCDIN3D	0.75725
CXorf36	2.08483333333333
DSCR3	-0.3842
ZFAND3	0.83175
C7orf43	0.2215
SPSB3	1.1122
C19orf19	0.33675
FAM133A	-2.0075
C12orf25	0.0285
SLC39A3	-0.45
DISP2	-0.10125
PI4KAP2	-2.288
MKRN3	-2.17966666666667
ADAMTS13	-0.694875
CBLN3	0.2574
TTYH1	-0.24
C3orf18	2.16925
FLJ13236	-1.11475
ZMYND12	2.6415
C18orf25	-0.0375
GLB1L3	-0.7435
ATP13A5	0.233
RANBP10	-0.33725
CD96	-0.7802
DENND1C	-0.6635
RBMS3	0.9848
SLC41A3	0.6455
DGCR6L	0.415
TMEM128	0.299
CSNK1G3	0.313857142857143
MOBKL2C	0.906125
TSPAN6	-1.4505
MATN2	0.2462
MSL2L1	0.0215
ST6GALNAC2	1.81616666666667
FGFBP2	-0.08125
FGL1	-6.57383333333333
MPP3	-1.08983333333333
ARHGEF6	0.214333333333333
TGFBR2	0.52975
ACMSD	-0.2085
IL33	3.8525
C9orf5	-0.220166666666667
DEAF1	-0.3069
AMN	0.0425
DEFA6	0.0285
RNF212	-0.5615
METT5D1	0.125166666666667
CIB1	1.6374
TSSK1B	0.22875
KIAA1727	0.15375
ZNF680	0.572666666666667
LOC399900	-0.8045
LOC152217	-0.43675
CTNNAL1	-2.873
CIT	-1.98783333333333
TLE6	1.631
ZNF607	-0.53175
HERC4	-0.5345
DRAP1	-0.0814
PEMT	-0.993
C10orf111	0.148
ZNF575	0.58175
KCTD7	0.03625
MYO1F	0.09225
LOC285382	-0.53975
RAB11A	1.147
PLCD3	-0.61825
C15orf28	0.14025
PTBP2	-1.272625
CTB-1048E9.5	-0.79375
C19orf60	0.0643333333333333
C7orf25	0.490833333333333
SETD7	0.597
HOXB9	-5.1725
VANGL1	0.6833125
CHAF1B	-1.62125
NDUFA3	1.236
KIAA1328	0.0025
SHARPIN	0.367
TTC23	-0.78775
UGP2	0.0778333333333333
ANKIB1	0.4988
CIRBP	1.73128571428571
SEC14L4	-2.6965
OVCH1	-0.0125
VPS52	0.17075
FAT	-1.13375
M6PRBP1	0.2065
GPRIN3	-0.7795
PPM1F	-1.03166666666667
TSR1	-1.5705
CCDC85A	1.19175
PCSK5	1.40375
ZFHX3	0.56
HEMK1	-0.4429
PGBD2	0.21125
RSRC2	0.1585
AURKC	-0.2655
SCRIB	-0.01625
ORM2	-5.02066666666667
FAM115A	0.0295
FZD6	-1.442375
UNC119	-0.660666666666667
GPX3	-0.6985
NOV	0.216375
CABC1	-0.780625
CDC42SE2	0.0756875
EIF2S2	-1.1846
RNF130	0.7625
CKAP5	-0.648833333333333
RP11-413M3.2	1.105125
C10orf18	1.0544
TMEM93	-0.3885
DYX1C1	0.85575
KCNMB2	-1.0815
ANK3	1.50641666666667
KRT5	1.5848
CDH12	-0.4085
QRSL1	-0.764625
JUB	-0.703
SHC4	-0.806625
CCL15	1.23966666666667
CCDC22	0.1035
SNX24	-0.01575
RARS	-0.62375
MORC2	0.1425
FAM48A	0.394
MT1H	-0.1315
PPP1R14C	-0.962166666666667
FOXD1	-2.99371428571429
C1orf213	-2.154
AMT	-2.0393
DSN1	-1.3095
PTPLAD2	0.90625
DIS3L	-0.22225
RASL11A	0.2685
GPRC5B	0.857875
FRMD7	0.0955
STRN4	0.107
KITLG	2.21454545454545
HDGF	0.04
OR1S1	0.195
SETX	0.3768
DDR2	-0.185625
KCTD12	1.27475
LYZL2	0.06575
WDR52	1.2075
TMEM2	1.401375
ZNF579	0.893833333333333
LOC200810	0.437
TNFSF9	-1.491125
PPFIA4	-3.598
CNIH3	-0.0153333333333333
MAP4K4	-1.00385714285714
ROD1	0.387142857142857
ALS2CR12	0.775666666666667
DOCK3	-0.627666666666667
PAQR9	-3.3855
ASB17	-0.0428333333333333
STX16	-1.239625
FEZ2	-0.1525
DLAT	-0.566833333333333
KIF21B	-1.45033333333333
CDC5L	-0.42575
TMEM119	1.05966666666667
CRIP3	-0.925
TPSD1	0.495
TEPP	-0.00425000000000002
GNGT2	0.33675
C21orf121	0.80025
WNK1	-0.321583333333333
FLJ10490	0.6981
OR51B5	-1.588
LOC203547	-0.759625
HAS1	-0.2835
PPA1	-0.5225
ST7	-0.0245
C11orf46	0.4897
POPDC3	-3.6955
ACOX2	1.48916666666667
ATCAY	-0.291166666666667
TM4SF19	-1.8315
MFSD9	-0.624
PDHB	-0.045
ERN1	0.27475
LCE3C	0.054
GPR111	0.0485
NOTCH3	1.29866666666667
ADAMTS5	1.8815
B3GALT1	-0.15525
UGCGL1	0.134666666666667
FAM58A	0.513
FBXO32	3.193
CLPP	-0.2585
NXPH1	-0.3665
MTMR3	0.489833333333333
ATP1B3	-1.011125
TMEM16A	3.86175
HIST1H3F	0.121333333333333
TRIM25	-0.4465
SDCBP2	1.244
CRKL	-1.440375
HOXB2	-0.643166666666667
ANP32B	-0.573875
GATM	1.253
AP4E1	0.175
EDG5	0.084125
CDKN3	-1.961
CDH4	-0.974
PGD	-0.566666666666667
RND1	0.514
GAD1	2.1076
MPG	0.615625
LOC440350	-0.5765
ZNF133	-0.32825
SERPINB12	-0.002
AMELY	0.397166666666667
DHX36	-1.00975
TNFAIP8L2	1.74816666666667
PHTF2	-0.352777777777778
CCDC112	-0.672666666666667
IQCC	-0.31875
HEYL	2.76483333333333
FTSJ2	-0.692333333333333
APPL1	0.93825
RAB43	0.283142857142857
OR10G2	-0.154
WAC	0.455333333333333
ADCY9	0.80625
RUNDC2B	0.148333333333333
PYCRL	0.2042
AGPAT7	-0.5165
SLC22A9	-0.391
CDKAL1	-0.0295
PDYN	-0.305333333333333
C20orf74	1.02
MTMR11	1.28575
VAV3	3.01241666666667
DAPL1	1.12925
STXBP3	-0.103
EIF3G	-0.2375
ARHGAP22	-2.00625
NPFFR1	0.0795
NPC1	-0.763
ALDH9A1	1.09166666666667
ZNF600	0.362
ZNF678	0.945166666666667
RASSF1	0.376083333333333
ADD2	-2.234
PITPNB	-0.57275
PKD2L2	0.053375
LRP11	0.0785
CDKL1	-0.02075
SMEK2	0.446
PRODH2	-3.11933333333333
C11orf54	0.651
SFRS11	-0.572
IL7	-0.5735
ALS2CR16	1.55725
BTG3	-1.89516666666667
PAK2	-0.109777777777778
RP11-679B17.1	-0.984
GATA4	-1.48533333333333
ATP2B1	-0.48275
LOC130940	1.2825
C1orf172	1.9745
ATF7IP2	-0.2785
SLC25A43	0.0326666666666667
CENTG3	0.000333333333333345
IGF2BP1	-3.4588
FCHSD1	-0.125
CAMK2N2	0.372333333333333
ELAVL3	0.0893
NBPF15	0.146333333333333
UBE2J2	0.273583333333333
GNL2	-0.42575
PRR3	-0.1533
NLF2	0.23975
OR4F6	0.0325
KLHL24	0.996
CCDC88A	-2.2058
SGPP1	-2.041
C10orf11	-0.693666666666667
SLC35B4	-1.85316666666667
UGT3A2	-1.658
ARNT2	1.6145
CBR1	-0.118125
ITPR3	-0.6305
TRAPPC6B	-0.1732
AMZ1	-1.569
ARP11	1.2765
WDSUB1	-0.177
APBA1	0.5245
RAB2A	1.0181
C6orf162	-0.136625
HPSE2	0.351
PLCE1	2.0785
INSL3	-0.165
DLG1	0.0383
PTPLA	-2.9985
PIGX	0.3485
TFIP11	-0.0665
FIBIN	2.483
POLR2G	-0.32
GRAP2	-1.4375
DNAJB8	0.77075
CNBP	0.511166666666667
WASF1	-2.2
INPP5E	-0.498
HSPB1	0.7870625
TMEM167	-0.4757
CUBN	-0.382
IGF1	3.1279375
ITPK1	0.4652
NAALAD2	-0.928375
G3BP1	0.2037
NT5DC1	1.185375
CYP39A1	0.4145
TMEM139	1.095
POLK	-0.2352
GLULD1	-0.37175
RBM15	-0.814833333333333
AMZ2	0.19775
GDF15	-0.890833333333333
MESDC2	-0.14375
INCA	0.597166666666667
ACY1L2	-1.833
GZMM	-0.602166666666667
PAIP1	-0.0765
CACNA2D1	-0.0375
STK32C	-0.0816666666666667
SH3BP4	1.18266666666667
DEC1	-0.1855
PADI1	0.069
UBB	0.2377
PON3	-0.549833333333333
PROP1	0.2465
ANKRD13B	-0.195
ADCK1	-0.07
TCF25	-0.334333333333333
SLC38A5	-3.46025
CXorf26	0.526166666666667
C19orf39	0.7325
PPP1R13B	0.946
ARL2	-0.897
TCL6	0.0296666666666667
TOP3A	-0.879
SLC16A14	0.00862499999999999
FXYD6	1.59483333333333
HIST1H4E	-0.91775
BBC3	0.482894736842105
UNC5A	0.393333333333333
FAM86C	-0.2978
PI4KB	0.461375
B3GAT1	-2.76675
SUSD2	1.14283333333333
OAZ2	-0.324333333333333
NOC4L	-0.35675
C10orf12	0.27025
FADS1	-3.46183333333333
LOC144097	-0.403
DKK2	0.527666666666667
KIAA1949	-0.13325
RHOT1	-0.0747
OXT	0.565333333333333
GPR153	0.30075
ARL4A	-1.04533333333333
SAAL1	-1.333
CCDC64	0.179
USE1	-0.111833333333333
HNMT	-0.1125
PCGF3	0.16675
CYP2C19	0.40525
C20orf4	0.222
CCDC11	1.59125
ACSBG2	0.25275
RWDD2A	-1.11725
PALLD	1.85325
CPLX4	0.2195
LOC492311	0.8245
KPNA2	-1.47866666666667
MACROD1	-0.1198
TMCO3	0.675166666666667
C15orf52	0.579833333333333
BIRC5	-1.76453333333333
PRR16	-0.798
FAM63B	0.716125
KATNB1	-0.96
WNT8B	0.618
