Hybridization REF	TCGA-BH-A0H3-01A-11R-A12P-07
ZNF347	-0.2186
GTF2E1	0.31275
RY1	-0.271333333333333
ATAD2B	0.4375
ARHGAP17	0.0206
KCNIP3	0.21825
SFPQ	0.271875
GFRA4	0.771333333333333
AKR1B10	-3.269
TIGD6	1.27666666666667
RGS16	1.3485
URB1	-0.476
OR4C46	-0.169
TOP3B	-0.80725
NFATC4	0.6695
CA14	-4.43975
BMPR1A	-0.184
SNRP70	-0.409625
PRL	-0.182833333333333
C6orf130	-0.66025
STAG2	-0.59275
CD55	-1.34807142857143
RPS23	-0.428666666666667
SSX2	-1.54716666666667
FDPSL2A	-1.37575
FBXO27	-0.271875
SYNGR3	-0.9455
TMSL3	1.7915
EML1	-0.6825
NUP93	-0.937083333333333
SMAD3	-0.4332
KIAA1189	1.1695
HNRPUL2	0.315333333333333
TBC1D12	0.622
C16orf24	1.36075
MRVI1	2.58866666666667
ZNF581	-0.263666666666667
ELOVL3	1.9815
OR51Q1	0.24725
CACNB3	2.49066666666667
GALNT13	-0.582125
C10orf84	1.3124375
NEDD4	-0.3571
SPO11	0.154
OR5AU1	-0.03
NEK4	-0.2525
PRKAR2A	-1.40533333333333
IHPK1	-0.520833333333333
ATP6V0B	0.84975
CACNA1E	2.2215
CEACAM8	-0.3485
PEX14	0.776
FLJ12993	-0.885
ZBTB38	-0.05475
PCTK2	0.308333333333333
LRRC16	0.2168
FBLIM1	1.04183333333333
FYCO1	0.89125
RP5-1022P6.2	-0.699416666666667
CMTM1	1.398
PLTP	0.7155
RAPH1	0.66575
DOCK8	0.4085
EZH2	-1.8316
SLC25A1	-0.580666666666667
PLEKHB1	1.0082
GRB7	0.3959
ZFP37	-1.0525
MRPL33	-1.1715
PELO	-0.79375
ARMC1	-0.992818181818182
C9orf27	-0.1015
FLJ25778	0.5995
C9orf37	-1.02883333333333
TMEM66	-0.2375
SPRN	0.2215
HBEGF	-0.192875
PI4KA	-1.313
LEPRE1	0.462
POU2AF1	-1.990625
MRPL12	-0.3045
REP15	-0.378
ZC3H3	0.9525
RASAL1	-0.9145
DDAH1	1.560125
ACBD5	1.050125
TMC2	0.4565
CCDC137	-0.79375
SAMD13	1.33533333333333
UGT2B15	-3.64516666666667
TIPARP	-0.9505
DNASE1L3	1.81925
TRIM72	0.161333333333333
DBX2	1.26425
IPO8	0.28775
C21orf88	-1.5612
MAP3K14	0.19625
LOC51233	0.678166666666667
GGTLA4	0.128
PDE6D	-0.27225
ZNF117	0.1655
CLK2	-1.19325
NKRF	-0.75025
TNFSF15	-0.3925
DUSP2	0.0375
SECISBP2	-0.2617
GABRR2	0.1505
PPAP2C	2.28675
LOC51145	0.304666666666667
PAG1	-0.222
PIK3C3	-0.4185
GNG10	-0.921
APOL4	1.01133333333333
ANKRD28	-1.874125
STMN3	-0.9181
RAB14	0.6334
CDK2AP2	0.8125
HDDC3	0.122625
COMMD7	0.1395
CXXC1	-0.3155
HMCN1	0.323333333333333
CD40	0.90975
DYNC1LI2	0.200375
GDI1	1.57475
LOC646938	0.10975
VSNL1	-0.789166666666667
PIH1D1	-0.3285
RAET1G	0.244
KRTAP5-9	0.498
EFTUD2	-0.10275
ZNF311	1.305
ATP6V1G3	0.08575
OR2W3	0.05625
SCN4A	0.588
MED10	-1.142625
FAM135A	-1.0775
ARHGAP4	-0.71575
EHMT2	-0.234
UFD1L	-0.8195
ERMP1	-0.2485
MAG1	-2.19733333333333
THAP8	0.947833333333333
HACE1	-1.84833333333333
FAM82C	0.063
C3orf20	-0.0405
UNC84A	-0.627833333333333
SCD5	0.305785714285714
LASS6	2.210125
LSG1	-0.18925
MAL	-4.339
GPR22	-0.6405
WDR5B	0.8555
ACTRT1	0.0835
C17orf60	-0.105833333333333
GRIN2C	1.1492
ARMC8	-0.699833333333333
SLC47A1	-2.15866666666667
DMPK	0.561
DHRS13	0.2125
SMC1A	-0.113
KRTAP17-1	-0.09275
SMYD5	0.013
TUSC2	0.188125
CRHR2	0.4705
KIR3DL2	0.078
CCDC104	-0.017
ATP2C1	-0.32475
CROT	-0.43925
PABPC3	-1.22066666666667
EGR1	-0.197666666666667
THSD1	1.145
KHK	-1.8965
SLC12A2	1.196875
CD58	-1.03475
STOX2	-0.0558333333333333
CCDC76	-1.1667
CCDC48	3.729
DNAH1	0.0101666666666667
ZIC4	-0.160875
OR1G1	0.8855
PSMC6	-0.923833333333333
PROKR1	0.605
ABCB1	-0.21575
TRAT1	-0.49675
LLGL1	0.001
MTF1	1.48175
USP54	0.443125
PAGE2B	-1.4805
ITGB7	-3.54025
CCDC81	-0.187
LOC149837	0.0935
SCUBE1	0.722
ZSCAN10	1.949
HUWE1	0.0197142857142858
CDH17	0.0605
CD180	0.11075
IL17A	0.0595
TMPO	-2.255
KIAA1524	-1.4152
HDGFRP3	0.418166666666667
OXCT1	-2.11409090909091
RRAS2	-1.9685
LTBP2	2.3866875
SV2B	1.2335
CYP2A6	1.556875
PKD1L2	-0.188166666666667
PPM1M	0.8985
FLJ22662	0.486166666666667
ZNF502	0.57375
GP6	-0.292
CRYBA2	0.9325
LEF1	-1.4905
CTPS	-2.66085714285714
EYA1	-0.1605
EPS8L1	1.763
MAPK14	-1.11258333333333
SERPINB2	-4.136
GTF2F2	-0.464166666666667
ZNHIT4	0.116
PLA1A	1.178125
C20orf114	3.5945
HPR	-3.908
C18orf2	-2.65083333333333
SATB2	-1.8685
KCNJ9	0.292625
MGC157906	0.7705
MOCS3	-0.558
C17orf71	-0.7685
PPHLN1	0.0557
HIST1H2BN	0.62975
RAPGEF1	-0.089875
MAP3K8	-1.18675
DLG4	0.296833333333333
STC1	2.65225
CDGAP	1.607
DDX26B	-1.5655
LOC150223	-1.2735
CPSF3	-0.7815
TMEM14A	-0.30375
MYH3	-1.91425
GPKOW	-0.1805
SULT1A1	0.2155
SPON1	4.234
YY1AP1	0.1985
RAB23	0.01875
PLA2G4A	-3.90775
MAPRE3	0.4815
ZNF516	1.36321428571429
GGPS1	0.80125
EXOC3L2	0.1395
C19orf42	0.5989
MAP2K2	-0.0305
HIST1H2BB	1.07925
RNF19B	2.34333333333333
C6orf128	0.211333333333333
TLR8	2.0565
PCDHA9	-0.3965
CARS2	-0.275
CLUL1	3.96466666666667
RHAG	-3.968
UNK	0.6295
EXOC8	0.36
C9orf95	1.43
C14orf143	0.603
MAML3	0.27725
LDHA	-2.979
MRPL20	0.77
KLHDC6	0.129333333333333
ATP5S	0.0368333333333333
C8orf55	0.083
PHF19	-2.14275
KRTAP13-4	0.706
TTC5	-0.505
XKR5	-0.06
SILV	-4.38583333333333
TEX28	0.422
TCTN1	0.66525
CX40.1	0.39775
PPP2R5C	-0.376
C12orf30	-1.07216666666667
CAPG	2.13025
MPZL1	0.26915
ARSB	-0.875333333333333
TDH	-1.6515
WASF4	1.63125
TSSK3	-0.376833333333333
7A5	1.355
CRISPLD1	1.605875
MAD1L1	0.288
SPIN4	-1.011
AMPD1	-0.2145
DPYSL5	0.072
INPP1	-0.0665
ANKRD11	-0.601222222222222
NPAS4	0.256
GCET2	0.4148
RNASE9	0.162
GUCY2D	0.235833333333333
CCDC98	-0.04925
FGF4	0.017875
CPM	-1.494
SLC26A4	-1.1905
PLD5	-0.23475
FAM59A	-1.3183
FBXO5	-2.70955555555556
SIPA1L1	0.422
DPYS	0.58575
ATG4D	0.7695
TGM3	0.999
MTCH1	-0.796875
HK1	0.235714285714286
CDC26	-0.601125
GALNT12	-2.982
LOC339229	0.458
MRPL35	-0.1
ORC4L	-0.64725
TNKS	-0.188
C2orf24	0.307166666666667
ZNF553	0.424833333333333
GGTLA1	3.1684
ZNF497	1.0325
CDY1B	-0.726666666666667
SLC30A4	0.76875
TUB	-0.829375
ARHGEF18	0.49675
ARRB1	0.5765
KCNK1	-1.306875
EREG	-4.01322222222222
SCAMP5	0.783
RUNDC3B	2.022
ADAMTS20	0.0855
IL17RB	0.796875
FLJ20323	-1.30625
MCAM	0.669
POLR3E	-2.04108333333333
AQR	0.9125
IPMK	-0.3715
CDCA7	-4.7415
CAMP	2.59125
GRHL3	-0.7285
ADAMTSL2	1.849
CLMN	1.88033333333333
SSTR3	0.7065
MAGEA5	-1.96383333333333
OVOL2	3.62725
JMJD1B	0.24075
RBL2	0.4062
PYGO2	1.546
PPP1R10	1.53183333333333
CSE1L	-1.54516666666667
LCA5	1.05425
RDH16	-0.0055
ASRGL1	-2.661
TOM1	0.262833333333333
PTX3	-5.93275
TTC15	1.01975
SCGB3A1	2.25
MRPL50	-1.05325
RCAN3	1.218125
SLC26A11	0.46225
STYX	-0.702166666666667
CINP	-0.06775
MARCH7	-1.096
PFKM	-0.959333333333333
SGMS1	-0.1705
RIOK3	-0.4877
C1orf110	0.18
CES7	0.40275
LOC440248	-1.7235
PPP1R12C	-0.30275
C10orf27	0.67
ATG9A	-0.0935
MRPS26	1.2265
TMEM40	1.37625
ELP3	-0.0932
ZNF787	1.1638
HIAT1	-0.62175
C8orf34	1.9
MGC4655	0.5048
PELI1	0.1645
PPT1	-0.8073
SLC35C2	-0.411
C6orf125	0.87
MUC4	-0.7895
RFC4	-3.061
GNB2	0.1535
NUP50	-0.249357142857143
SULT4A1	-1.31833333333333
C7	2.421375
CCDC130	0.399833333333333
ARRDC4	-0.0385
RQCD1	-1.3865
GLYCTK	-0.71375
AYTL2	-0.873181818181818
MTUS1	1.3253
LEMD3	-0.418166666666667
PLEKHF2	0.60075
HOXA7	0.03175
GTF3C2	-1.5715
DYNLRB2	3.77675
CNOT10	-0.96275
MR1	0.278833333333333
FFAR1	0.0485
PRIC285	0.553
SLITRK6	-0.3055
LIX1	-1.6897
UBE1L2	-0.869916666666667
F8	0.745125
ACHE	0.758166666666667
KPNA5	-0.88525
TNFRSF12A	-0.7275
EGR3	0.5345
SERPIND1	-3.81783333333333
OASL	4.84875
IFRD1	-2.1325
WDFY1	-0.108
ZNF267	-0.38425
ACCN5	-0.489
ZBTB6	-0.0975
PPP1R3A	-0.5185
PRRT3	0.842
FBXL19	-0.0625
TXNIP	0.5195
ACTN2	-1.31875
ATG9B	-0.1485
C9orf117	0.33175
IL27	0.7665
RPL36AL	0.1455
KLK15	0.3435
CHAD	3.819
RAP2B	0.0309
HEBP2	0.88675
ZNF342	1.473
CAMK2G	0.128833333333333
TLR3	2.73025
FGF14	0.126
HMGB2	-1.51875
TRPM5	0.355666666666667
OR5M11	0.265
KIF3B	0.71121052631579
PRICKLE2	0.45175
MTMR9	0.05425
C3orf27	0.1725
GLRA3	-1.29266666666667
NSDHL	-0.208333333333333
TMEM32	-1.043
POLR2D	-1.5265
MYADML	0.4255
C9orf114	-0.5645
MRGPRX1	0.0515
TOPORS	0.454
CLDN19	0.33575
C1QL4	0.211
RNF165	1.836
DHRS9	-0.814
DNAH2	-1.1915
FXR1	-0.981666666666667
ZMYM3	-1.62975
CASP3	0.200166666666667
FAM120C	0.227875
SCLY	-1.0945
CA7	0.303
ENTPD5	1.12066666666667
ZNF461	-0.068125
PDIA5	0.2185
C1orf19	-0.9525
TMEM67	-1.14925
KCTD20	-0.591
WDR47	0.0465
FLJ38723	2.0185
KLRF1	0.448
TAS2R16	0.3485
CLDN12	-0.75325
PRKCE	0.93
UBXD4	-1.86825
ITGAM	1.68533333333333
GLT8D3	-0.45225
WDR31	0.1713
RGS2	0.264
OR51L1	0.504
MST1R	0.71525
KIAA1737	1.27525
OR4A5	-0.62
GLIS1	0.103166666666667
PTMA	0.667571428571429
NAPA	1.96125
PRDM11	0.5195
LIPF	1.008
DIRAS3	1.0615
ASGR2	-3.8255
C1QTNF4	1.74225
PIK3R4	-0.406166666666667
ARMC3	1.62225
NDUFV3	0.263833333333333
BTBD3	-0.646333333333333
PPP1R2	0.46575
UBE2NL	-0.68825
FOSL2	1.38685714285714
FAM119A	-1.54483333333333
TUBA4A	-0.5341
KRTAP12-1	0.4115
SFRS2	-1.04125
RHPN1	0.5747
EEF2	-0.2285
ZDHHC11	1.341
EPHA3	-0.7729
RBM12	-0.47075
H2AFJ	1.43325
EDIL3	3.025
KIF26A	-1.09275
SERGEF	0.48875
B3GALT4	3.3345
LOC90925	0.733666666666667
OSCAR	0.59425
NPFF	-0.243375
DEDD	0.4855
TMEM155	-0.328625
PTPN1	0.21825
SCYL2	-0.371166666666667
SKAP1	3.5765
LEAP2	-3.27083333333333
GADD45G	1.9588
IFITM3	1.987375
PILRB	-1.3555
SLU7	0.230125
DSC3	0.97575
DNMT3L	-0.779
PAPD5	-0.129875
B3GNT3	-1.48983333333333
LHCGR	0.0735
MSL-1	0.8665
UBE2S	-1.504125
SAP130	-0.301
ANAPC11	0.86175
MAGED4B	-0.957
ATP6V1B2	0.28
C14orf179	1.57325
CAPZA1	-0.37425
CDYL2	0.269
GLRX3	-1.57433333333333
LOC136288	-0.93675
MOBKL1A	-0.124
HTR2B	3.31975
CRYGD	0.233
NUS1	-1.43566666666667
PGRMC1	-0.1195
MYOM2	0.50025
FLJ39653	-2.053
CHM	0.0269
OR5M8	-0.145
ZNF619	-0.027
FAM105A	1.333
CCNL1	-1.86875
NAP1L3	1.14575
C10orf57	2.13083333333333
B3GALNT1	0.0241666666666667
CSN1S2A	-0.3585
TCP10L	0.17925
GDAP2	0.0685
DMKN	0.952
COX6B1	1.0205
DNASE2	0.8195
MSH5	-2.29275
LGMN	0.20575
USP31	-0.3595
OR13C8	0.203
SDCBP	-0.9445
NUDT11	-2.22133333333333
PYGL	-1.685
SNPH	2.30683333333333
B3GNT4	-0.73
MIZF	-0.6919
NUBPL	-1.201875
NOD1	-0.429666666666667
CDH22	2.0885
NUBP1	0.338
DSCAM	-3.53675
DGKI	0.6055
FAM136A	-0.74325
AKAP1	-0.548666666666667
SLC16A6	-1.13425
RIN3	1.053
PSG2	0.29825
DIP2B	0.4055
PSORS1C1	-0.000800000000000006
KIAA0495	-0.574
FLJ90709	-0.803666666666667
LPA	-0.171333333333333
PIGA	-1.00266666666667
LY75	1.83916666666667
UTS2	-5.38566666666667
RREB1	0.5645
GALNACT-2	0.2661
MGC3196	0.11775
FLJ31568	-0.62225
LPHN1	0.744625
SP1	0.967125
TOX4	0.100333333333333
HSPA9	-0.252
APOBEC1	0.4185
SLC35E4	-1.88125
LSM5	-1.1055
SURF1	0.148
ZBTB1	0.44925
GTF2F1	0.47775
RPS15A	-0.673285714285714
DUSP21	0.1362
GINS4	-3.19283333333333
MYO15A	0.445833333333333
GIMAP7	4.73425
MGC13379	0.93775
ATP6V1E2	-1.14133333333333
UTP3	-0.44375
HNRPA3	-0.8876875
MT4	0.552
C14orf155	0.82575
U1SNRNPBP	1.24725
CKLF	-0.224666666666667
PLEKHN1	0.710833333333333
MBNL1	-0.228333333333333
NUP160	-2.028
ACSM2A	-0.64075
LOC129881	1.2805
KIAA1529	-0.01875
FLJ22639	-1.69425
HAND1	-0.5065
GSX1	0.586
FGA	-4.0844
SERPINB1	-0.01325
ZNF642	1.04975
IGFBP1	-7.9495
SLC1A1	2.845875
DHX57	-0.56875
ZNF766	-0.2305
PTPN21	-0.3858
GDPD3	-1.29666666666667
PNPLA5	0.00949999999999999
TBR1	0.1574
FAM116A	-0.79125
IQGAP1	0.193875
FOS	0.982625
ZNF226	0.32525
FIGNL1	-1.10966666666667
C14orf1	0.111
ZMYND17	-0.029
PUS7	-1.8165
TUBB6	-0.290125
KCNQ2	-1.42175
MARCH6	-0.04175
CCDC33	0.336
PRODH	-0.59075
RBM11	1.12325
EPHA6	0.368428571428571
SLC43A1	-0.08625
LOC196541	0.311625
NTN1	1.21016666666667
ING4	0.1815
PCDHB10	1.38025
DPH2	-1.315
SPACA4	0.813
FBXL21	-3.8365
DIAPH1	-0.482333333333333
ZNF71	0.829666666666667
CEP76	-0.9295
CORO1A	-0.19475
RRM2	-3.529375
EDG4	0.5535
OS9	0.816833333333333
SLC4A1AP	0.1035
COG5	-0.94025
COPS8	-0.693
NGLY1	-1.81825
NCBP2	-0.16575
C17orf42	-1.13233333333333
GPSM3	1.6285
SIL1	2.2975
ASB6	-0.06125
SMAD5OS	0.0163333333333333
UNC93A	-2.700375
A1BG	0.552
C21orf62	0.406
FMO5	-1.49091666666667
ATRIP	0.108333333333333
CEBPG	0.240333333333333
C7orf38	-0.0666666666666667
TNFRSF1B	1.17633333333333
CLEC1A	1.17733333333333
IQSEC1	-0.2955
PATZ1	0.8758
RBM22	1.197125
BAG2	-2.2445
PAQR5	-2.45633333333333
C9orf127	1.237
THNSL1	-0.3905
SHROOM3	2.8005
JAM2	1.40775
SNRPN	-2.393
ALX4	0.1205
CACNA1S	-0.057
FAM130A1	0.15425
CORIN	1.9535
CD300LB	0.783
PLEKHG6	0.555
LRRC40	-1.2235
PCLKC	-0.268
PCDHB16	1.60166666666667
WNT2B	1.5805
ASNS	-2.39244444444444
MRPL49	0.083
FLJ46111	-0.495
ISG20	1.43475
SMU1	0.111833333333333
CASZ1	0.389
POLR1D	-0.33525
GIN1	-1.0245
SNAG1	0.230166666666667
ANKRD29	-1.37
CDKN2AIP	0.22625
KRR1	0.12525
CXCL1	-4.40766666666667
EPM2A	-0.9892
PC	0.344
DEFB127	0.128
PDZRN4	1.60966666666667
FAH	0.407375
OR51E1	1.51
CDC2L6	-0.529666666666667
DNTTIP1	-0.66475
PAX8	0.203
TMEM116	-0.4205
C1orf150	0.512
PRO2012	-0.1515
MRPL40	-0.457166666666667
BEX1	-3.8599
SLC2A4	-0.713666666666667
PKMYT1	-1.39925
FEZF2	0.207666666666667
SLC26A9	-1.00425
MAP2	-0.268333333333333
LYL1	-0.45025
SLC25A19	-0.699833333333333
NOS3	0.2165
ZNF34	0.493833333333333
TMPRSS11F	-0.1635
FAM43A	-0.01775
FCRL4	0.420166666666667
KLF14	0.30075
FLRT2	0.21
WRN	-1.41575
SDF2	0.2709
KRT8P12	0.10575
C6orf195	-0.926
C9orf125	-1.41983333333333
DZIP3	0.362625
RIT1	0.210666666666667
SCML1	-2.85833333333333
RHBDF2	0.51375
OR2G3	-0.107
REXO1L1	0.4035
MAP3K7IP3	-0.555625
C3orf57	-5.61525
FBXW11	-0.563666666666667
ETAA1	-0.4235
C14orf131	0.0141
AKT1S1	0.1095
SLC12A5	-0.923
C9orf164	1.2955
NRIP3	-0.432
NOS1AP	0.9805
TMEM121	1.33025
SAP30BP	0.0635
DGCR6	0.587
WDR76	-2.263
FAM82B	-0.744333333333333
LOC606495	-0.8635
MAP9	1.33191666666667
BCDIN3D	0.5945
CXorf36	3.4885
DSCR3	-0.7606
ZFAND3	0.646625
C7orf43	0.402
SPSB3	0.1845
C19orf19	0.513
FAM133A	-1.403125
C12orf25	0.55
SLC39A3	0.3825
DISP2	2.889
PI4KAP2	-3.331
MKRN3	-2.25933333333333
ADAMTS13	-0.4835
CBLN3	0.3623
TTYH1	-1.08333333333333
C3orf18	0.209
FLJ13236	-0.16575
ZMYND12	3.21725
C18orf25	0.328875
GLB1L3	-0.561
ATP13A5	1.309
RANBP10	0.35375
CD96	-0.3776
DENND1C	0.416
RBMS3	1.2573
SLC41A3	0.455166666666667
DGCR6L	0.241
TMEM128	0.580833333333333
CSNK1G3	-0.504214285714286
MOBKL2C	1.481
TSPAN6	-1.525125
MATN2	-0.6826
MSL2L1	0.334333333333333
ST6GALNAC2	1.16833333333333
FGFBP2	-0.188125
FGL1	-5.73316666666667
MPP3	0.0403333333333333
ARHGEF6	0.212333333333333
TGFBR2	0.436875
ACMSD	1.90925
IL33	2.88975
C9orf5	-0.66125
DEAF1	0.625
AMN	0.5485
DEFA6	0.251625
RNF212	0.41825
METT5D1	-0.194
CIB1	0.5715
TSSK1B	0.00874999999999998
KIAA1727	1.006
ZNF680	0.627916666666667
LOC399900	-2.2435
LOC152217	-0.115916666666667
CTNNAL1	-3.459
CIT	-1.25833333333333
TLE6	-0.42925
ZNF607	-0.7375
HERC4	-1.63766666666667
DRAP1	0.2283
PEMT	-0.13875
C10orf111	-0.847
ZNF575	1.711
KCTD7	0.02
MYO1F	0.60425
LOC285382	0.27275
RAB11A	1.0914
PLCD3	-0.35325
C15orf28	0.051
PTBP2	-1.091
CTB-1048E9.5	-0.704375
C19orf60	0.930833333333333
C7orf25	0.287333333333333
SETD7	0.920375
HOXB9	-3.4635
VANGL1	0.226875
CHAF1B	-2.033
NDUFA3	1.589
KIAA1328	-0.370333333333333
SHARPIN	0.33625
TTC23	-0.029125
UGP2	-0.323833333333333
ANKIB1	-0.1896
CIRBP	1.58314285714286
SEC14L4	-2.43733333333333
OVCH1	0.419
VPS52	-0.3525
FAT	-0.341125
M6PRBP1	0.3845
GPRIN3	0.1355
PPM1F	0.188
TSR1	-1.4815
CCDC85A	2.2335
PCSK5	2.6755
ZFHX3	1.7045
HEMK1	-1.1155
PGBD2	0.131
RSRC2	-0.331333333333333
AURKC	-0.859
SCRIB	0.24375
ORM2	-4.427
FAM115A	0.4855
FZD6	0.30375
UNC119	0.451
GPX3	-0.7662
NOV	-0.309375
CABC1	-0.586
CDC42SE2	-0.8725
EIF2S2	-1.6258
RNF130	0.71225
CKAP5	-0.66
RP11-413M3.2	1.15475
C10orf18	-0.4886
TMEM93	-0.44425
DYX1C1	1.33875
KCNMB2	-1.324625
ANK3	0.723083333333333
KRT5	0.9708
CDH12	-1.070375
QRSL1	-1.262125
JUB	-1.32225
SHC4	-1.5765
CCL15	1.8315
CCDC22	0.285
SNX24	-0.3225
RARS	-0.8325
MORC2	0.3315
FAM48A	-0.32275
MT1H	-0.588
PPP1R14C	-2.22183333333333
FOXD1	-1.77135714285714
C1orf213	-2.07475
AMT	-2.1414
DSN1	-1.95275
PTPLAD2	2.38875
DIS3L	0.378
RASL11A	1.37125
GPRC5B	-0.173
FRMD7	1.4505
STRN4	1.0735
KITLG	0.926454545454546
HDGF	-0.401
OR1S1	0.1845
SETX	0.1597
DDR2	0.760125
KCTD12	1.84075
LYZL2	-0.33275
WDR52	-0.0115
TMEM2	0.08375
ZNF579	1.76916666666667
LOC200810	-0.027
TNFSF9	-0.858625
PPFIA4	-2.96625
CNIH3	0.455666666666667
MAP4K4	-0.812071428571428
ROD1	0.0886428571428571
ALS2CR12	-0.269666666666667
DOCK3	-1.10116666666667
PAQR9	-4.13575
ASB17	0.1902
STX16	-1.470125
FEZ2	-0.518833333333333
DLAT	-0.858833333333333
KIF21B	-1.089
CDC5L	0.207
TMEM119	1.8455
CRIP3	-0.98075
TPSD1	0.238333333333333
TEPP	0.56825
GNGT2	1.9815
C21orf121	0.3505
WNK1	0.0328333333333334
FLJ10490	1.1528
OR51B5	-1.4215
LOC203547	-1.24725
HAS1	0.573
PPA1	-1.414
ST7	0.12025
C11orf46	-0.1706
POPDC3	-3.01683333333333
ACOX2	-0.5815
ATCAY	-0.231583333333333
TM4SF19	-2.46375
MFSD9	-0.131166666666667
PDHB	-0.61125
ERN1	0.3545
LCE3C	0.33
GPR111	-0.229
NOTCH3	2.612
ADAMTS5	2.269
B3GALT1	-1.39
UGCGL1	0.980666666666667
FAM58A	0.726833333333333
FBXO32	1.15975
CLPP	0.03575
NXPH1	0.8355
MTMR3	0.407333333333333
ATP1B3	-1.368625
TMEM16A	4.719125
HIST1H3F	1.079
TRIM25	-0.569333333333333
SDCBP2	1.2335
CRKL	-1.70675
HOXB2	1.75983333333333
ANP32B	-0.398625
GATM	2.3205
AP4E1	-0.461125
EDG5	0.480875
CDKN3	-2.99966666666667
CDH4	-1.732
PGD	-1.27666666666667
RND1	1.0905
GAD1	-2.9503
MPG	0.673875
LOC440350	-0.445
ZNF133	-0.23825
SERPINB12	-0.523
AMELY	0.245666666666667
DHX36	-0.94675
TNFAIP8L2	3.467
PHTF2	-0.616444444444444
CCDC112	-0.167833333333333
IQCC	-1.0915
HEYL	4.058
FTSJ2	-0.7065
APPL1	-0.89
RAB43	0.785357142857143
OR10G2	0.4825
WAC	0.0833333333333333
ADCY9	1.4325
RUNDC2B	0.573666666666667
PYCRL	1.0629
AGPAT7	-0.272166666666667
SLC22A9	-0.925166666666667
CDKAL1	-0.3775
PDYN	-0.602833333333333
C20orf74	-1.54575
MTMR11	0.2605
VAV3	2.66758333333333
DAPL1	4.331
STXBP3	0.4355
EIF3G	-0.20475
ARHGAP22	0.05975
NPFFR1	0.3955
NPC1	-0.961166666666667
ALDH9A1	0.789666666666667
ZNF600	-0.378
ZNF678	0.140666666666667
RASSF1	-0.10475
ADD2	-2.36525
PITPNB	-0.88225
PKD2L2	0.52625
LRP11	-1.07175
CDKL1	0.000500000000000004
SMEK2	0.3205
PRODH2	-2.82383333333333
C11orf54	-0.541666666666667
SFRS11	-1.205
IL7	-0.4325
ALS2CR16	1.46975
BTG3	-1.82333333333333
PAK2	-0.0845
RP11-679B17.1	-1.77825
GATA4	-1.58866666666667
ATP2B1	-1.421
LOC130940	1.2775
C1orf172	2.82883333333333
ATF7IP2	-1.17925
SLC25A43	-0.771333333333333
CENTG3	0.48025
IGF2BP1	-3.8995
FCHSD1	0.5855
CAMK2N2	1.74383333333333
ELAVL3	0.00680000000000001
NBPF15	-0.977666666666667
UBE2J2	0.339
GNL2	0.151
PRR3	0.2238
NLF2	1.7315
OR4F6	0.146
KLHL24	0.011
CCDC88A	-1.9373
SGPP1	-1.07283333333333
C10orf11	1.01916666666667
SLC35B4	-1.6605
UGT3A2	-0.6825
ARNT2	0.4958
CBR1	-1.292125
ITPR3	-0.073
TRAPPC6B	-0.4806
AMZ1	3.6985
ARP11	1.8185
WDSUB1	-0.7255
APBA1	0.447333333333333
RAB2A	0.5613
C6orf162	-0.164875
HPSE2	0.6925
PLCE1	-1.008
INSL3	0.4455
DLG1	-0.744
PTPLA	-2.80925
PIGX	-0.171375
TFIP11	-0.0238333333333333
FIBIN	3.549
POLR2G	-0.2035
GRAP2	-1.737
DNAJB8	0.0575
CNBP	0.277833333333333
WASF1	-2.49875
INPP5E	-1.0642
HSPB1	2.0160625
TMEM167	-0.0293
CUBN	0.37175
IGF1	3.8788125
ITPK1	0.3107
NAALAD2	-0.83825
G3BP1	-0.1281
NT5DC1	-0.59925
CYP39A1	-0.677
TMEM139	0.0159166666666667
POLK	-0.9212
GLULD1	-2.1255
RBM15	-0.776
AMZ2	-0.35225
GDF15	-2.36466666666667
MESDC2	-0.299
INCA	1.1105
ACY1L2	-2.5575
GZMM	0.315833333333333
PAIP1	-0.13125
CACNA2D1	0.23825
STK32C	0.287666666666667
SH3BP4	1.15933333333333
DEC1	0.5695
PADI1	-0.235
UBB	0.2258
PON3	-2.54333333333333
PROP1	0.6715
ANKRD13B	0.3675
ADCK1	0.01625
TCF25	0.302916666666667
SLC38A5	-1.34875
CXorf26	0.6055
C19orf39	1.38625
PPP1R13B	0.613
ARL2	-0.602
TCL6	0.161166666666667
TOP3A	-0.7985
SLC16A14	0.502875
FXYD6	1.98916666666667
HIST1H4E	0.2795
BBC3	1.24131578947368
UNC5A	0.537833333333333
FAM86C	-0.2682
PI4KB	0.5555
B3GAT1	-1.73525
SUSD2	1.94266666666667
OAZ2	0.0941666666666667
NOC4L	0.46875
C10orf12	-0.2655
FADS1	-1.95933333333333
LOC144097	0.36
DKK2	1.77383333333333
KIAA1949	0.43725
RHOT1	0.0768
OXT	1.71816666666667
GPR153	1.751
ARL4A	-1.20016666666667
SAAL1	-1.64225
CCDC64	0.0865
USE1	0.3375
HNMT	0.441333333333333
PCGF3	0.3294375
CYP2C19	1.307
C20orf4	0.539
CCDC11	2.5805
ACSBG2	0.444
RWDD2A	-0.6895
PALLD	2.56075
CPLX4	-0.372
LOC492311	0.43275
KPNA2	-2.52433333333333
MACROD1	0.697
TMCO3	-0.939833333333333
C15orf52	0.2015
BIRC5	-1.81433333333333
PRR16	0.0636666666666667
FAM63B	-0.374625
KATNB1	-0.165
WNT8B	-0.139
