Hybridization REF	TCGA-BH-A1EW-01A-11R-A137-07
ARHGAP17	-0.0934
KCNIP3	-0.50625
SFPQ	0.07025
GFRA4	0.277666666666667
AKR1B10	-2.765875
TIGD6	0.767166666666667
RGS16	1.3615
URB1	-0.770333333333333
OR4C46	0.109833333333333
TOP3B	-0.742
NFATC4	0.888
CA14	-3.6115
BMPR1A	-0.0956666666666667
SNRP70	-0.963875
PRL	0.127666666666667
C6orf130	-0.24725
STAG2	-1.06075
CD55	-0.570071428571429
RPS23	-0.651666666666667
SSX2	-1.35133333333333
FDPSL2A	0.061
FBXO27	0.051875
SYNGR3	-0.703166666666667
TMSL3	2.01075
EML1	-0.7895
NUP93	-0.839083333333333
SMAD3	-0.3872
KIAA1189	0.144833333333333
HNRPUL2	-0.207666666666667
TBC1D12	0.628666666666667
C16orf24	1.046
MRVI1	1.34233333333333
ZNF581	0.0283333333333333
ELOVL3	0.4555
OR51Q1	0.296
CACNB3	1.50333333333333
GALNT13	-1.515
C10orf84	0.9883125
NEDD4	-0.3055
SPO11	0.827
OR5AU1	0.4585
NEK4	-0.203857142857143
PRKAR2A	-1.25233333333333
IHPK1	-0.651333333333333
ATP6V0B	0.58425
CACNA1E	0.869
CEACAM8	0.244666666666667
PEX14	-0.1785
FLJ12993	0.9455
ZBTB38	-0.986583333333333
PCTK2	0.344666666666667
LRRC16	0.3679
FBLIM1	0.40375
FYCO1	0.8665
RP5-1022P6.2	-0.172
CMTM1	1.0265
PLTP	0.790833333333333
RAPH1	0.785625
DOCK8	0.964875
EZH2	-1.4112
SLC25A1	-0.103333333333333
PLEKHB1	0.6919
GRB7	0.7596
ZFP37	0.7525
MRPL33	0.40175
PELO	0.4625
ARMC1	-0.184545454545455
C9orf27	0.206125
FLJ25778	-0.3485
C9orf37	-1.39633333333333
TMEM66	0.624
SPRN	0.513875
HBEGF	0.466625
PI4KA	-0.7615
LEPRE1	-1.11225
POU2AF1	-2.143
MRPL12	0.0316666666666667
REP15	-0.693
ZC3H3	0.46025
RASAL1	-0.864
DDAH1	0.58775
ACBD5	0.44425
TMC2	0.0955
CCDC137	-0.64525
SAMD13	-1.42233333333333
UGT2B15	-2.949
TIPARP	1.50225
DNASE1L3	2.66725
TRIM72	0.287666666666667
DBX2	2.49375
IPO8	-0.65325
C21orf88	-0.3711
MAP3K14	1.59725
LOC51233	0.222833333333333
GGTLA4	0.7155
PDE6D	0.08425
ZNF117	-0.74175
CLK2	-0.529
NKRF	-0.368
TNFSF15	-0.1289
DUSP2	0.39075
SECISBP2	-0.1098
GABRR2	0.295
PPAP2C	1.6705
LOC51145	-0.0681666666666667
PAG1	0.230375
PIK3C3	-0.1755
GNG10	0.7495
APOL4	0.757166666666667
ANKRD28	0.823625
STMN3	-1.1568
RAB14	0.883
CDK2AP2	-0.27525
HDDC3	-0.00325
COMMD7	0.361
CXXC1	-0.4055
HMCN1	-0.570833333333333
CD40	0.80925
DYNC1LI2	-0.1963125
GDI1	0.18475
LOC646938	-0.1675
VSNL1	-2.40566666666667
PIH1D1	0.0065
RAET1G	-0.551
KRTAP5-9	0.1885
EFTUD2	-0.28525
ZNF311	-0.431
ATP6V1G3	0.03025
OR2W3	-0.15875
SCN4A	0.3065
MED10	-0.170625
FAM135A	0.0588
ARHGAP4	-0.981
EHMT2	-1.04675
UFD1L	-0.26025
ERMP1	0.457
MAG1	0.288666666666667
THAP8	0.369166666666667
HACE1	0.214833333333333
FAM82C	0.1705
C3orf20	-0.14
UNC84A	-0.785666666666667
SCD5	-0.257642857142857
LASS6	2.019875
LSG1	1.12841666666667
MAL	-3.9765
GPR22	-2.085
WDR5B	-0.20525
ACTRT1	0.687
C17orf60	-0.0278333333333333
GRIN2C	-0.0889
ARMC8	0.00825
SLC47A1	-1.52583333333333
DMPK	0.40725
DHRS13	0.9115
SMC1A	-0.162
KRTAP17-1	0.69075
SMYD5	-0.518
TUSC2	0.35
CRHR2	0.424
KIR3DL2	0.3985
CCDC104	0.7535
ATP2C1	-0.59875
CROT	-0.526
PABPC3	-0.9025
EGR1	0.654333333333333
THSD1	0.29725
KHK	-0.97525
SLC12A2	0.730625
CD58	-0.33125
STOX2	-0.378166666666667
CCDC76	-0.8544
CCDC48	3.8005
DNAH1	-0.0568333333333333
ZIC4	-0.277125
OR1G1	0.0905
PSMC6	-0.145666666666667
PROKR1	0.3235
ABCB1	0.124375
TRAT1	0.80225
LLGL1	0.1075
MTF1	0.704
USP54	0.42125
PAGE2B	-2.2475
ITGB7	-3.56925
CCDC81	-0.167
LOC149837	0.12125
SCUBE1	0.245
ZSCAN10	0.3655
HUWE1	-0.338214285714286
CDH17	0.3415
CD180	0.22675
IL17A	0.146
TMPO	-1.589
KIAA1524	-1.38133333333333
HDGFRP3	0.230666666666667
OXCT1	-1.11636363636364
RRAS2	-0.792333333333333
LTBP2	2.027375
SV2B	1.98266666666667
CYP2A6	0.874125
PKD1L2	-0.617166666666667
PPM1M	0.19325
FLJ22662	1.56666666666667
ZNF502	1.8395
GP6	-0.9565
CRYBA2	-0.263
LEF1	-0.9386
CTPS	-1.07071428571429
EYA1	-2.6565
EPS8L1	1.392
MAPK14	-1.02333333333333
SERPINB2	-4.415
GTF2F2	-0.892166666666667
ZNHIT4	0.0465
PLA1A	0.961
C20orf114	3.9025
HPR	-3.8785
C18orf2	-2.76166666666667
SATB2	-2.2315
KCNJ9	-0.224375
MGC157906	0.8205
MOCS3	0.57875
C17orf71	0.322166666666667
PPHLN1	-0.0746
HIST1H2BN	-1.34275
RAPGEF1	-0.211625
MAP3K8	0.83875
DLG4	0.4445
STC1	1.0475
CDGAP	1.05475
DDX26B	-0.6325
LOC150223	-1.36525
CPSF3	-0.691333333333333
TMEM14A	0.6775
MYH3	-0.59675
GPKOW	0.12375
SULT1A1	0.593666666666667
SPON1	2.9187
YY1AP1	0.312
RAB23	-0.371
PLA2G4A	-3.44525
MAPRE3	-0.19725
ZNF516	2.10814285714286
GGPS1	1.24375
EXOC3L2	-0.520875
C19orf42	0.6053
MAP2K2	-0.977833333333333
HIST1H2BB	-1.14875
RNF19B	0.884833333333333
C6orf128	0.396
TLR8	2.943
PCDHA9	0.151
CARS2	-0.237
CLUL1	2.79083333333333
RHAG	-3.82933333333333
UNK	-0.0885
EXOC8	1.4102
C9orf95	1.45575
C14orf143	0.327666666666667
MAML3	-0.032625
LDHA	-1.666
MRPL20	0.783875
KLHDC6	0.0398333333333333
ATP5S	-0.8035
C8orf55	-0.37625
PHF19	-2.044625
KRTAP13-4	0.7615
TTC5	-0.613
XKR5	-0.296
SILV	-4.24166666666667
TEX28	-0.051
TCTN1	0.81175
CX40.1	0.126
PPP2R5C	-0.352875
C12orf30	-1.3215
CAPG	1.1815
MPZL1	1.05795
ARSB	-1.00433333333333
TDH	-1.806
WASF4	-0.5115
TSSK3	-1.0255
7A5	1.175
CRISPLD1	1.5315
MAD1L1	-1.05183333333333
SPIN4	-1.222
AMPD1	0.255
DPYSL5	0.03
INPP1	0.6205
ANKRD11	-1.63494444444444
NPAS4	0.1215
GCET2	0.7848
RNASE9	0.4545
GUCY2D	0.2895
CCDC98	0.0195
FGF4	0.08
CPM	-0.787
SLC26A4	-0.71
PLD5	0.363
FAM59A	-0.0468
FBXO5	-0.970666666666667
SIPA1L1	-0.26525
DPYS	0.7085
ATG4D	0.10325
TGM3	0.8965
MTCH1	-0.77825
HK1	-0.0294285714285714
CDC26	0.630375
GALNT12	-2.27916666666667
LOC339229	0.10575
MRPL35	-0.335875
ORC4L	-0.24175
TNKS	-0.9635
C2orf24	0.118833333333333
ZNF553	0.861166666666667
GGTLA1	2.3588
ZNF497	0.53475
CDY1B	-0.0495
SLC30A4	-0.217625
TUB	-0.709125
ARHGEF18	-0.35575
ARRB1	0.0665
KCNK1	2.9575
EREG	0.316
SCAMP5	-0.44975
RUNDC3B	1.86925
ADAMTS20	0.23275
IL17RB	1.048375
FLJ20323	-0.5045
MCAM	-0.01425
POLR3E	-1.731
AQR	0.0291666666666667
IPMK	-0.0335
CDCA7	-2.791625
CAMP	4.11625
GRHL3	2.2115
ADAMTSL2	0.173166666666667
CLMN	1.06866666666667
SSTR3	0.4285
MAGEA5	-1.85033333333333
OVOL2	2.7845
JMJD1B	-0.039
RBL2	-0.2638
PYGO2	0.298
PPP1R10	0.5765
CSE1L	-0.680333333333333
LCA5	1.185
RDH16	1.4935
ASRGL1	-1.399
TOM1	0.656833333333333
PTX3	-2.462
TTC15	0.538
SCGB3A1	0.785833333333333
MRPL50	-0.30825
RCAN3	0.99425
SLC26A11	1.4575
STYX	-0.58
CINP	-0.30625
MARCH7	-0.17125
PFKM	-0.880333333333333
SGMS1	0.946
RIOK3	-0.2065
C1orf110	0.87
CES7	0.10325
LOC440248	-1.2785
PPP1R12C	-0.25125
C10orf27	0.362
ATG9A	-0.44725
MRPS26	1.099875
TMEM40	1.156
ELP3	-0.895
ZNF787	0.1743
HIAT1	0.093125
C8orf34	0.799166666666667
MGC4655	-0.1029
PELI1	0.817333333333333
PPT1	0.1052
SLC35C2	0.209166666666667
C6orf125	-0.03
MUC4	-0.746166666666667
RFC4	0.0784285714285714
GNB2	-0.523333333333333
NUP50	0.0932142857142857
SULT4A1	0.01
C7	3.43225
CCDC130	0.0985
ARRDC4	0.371
RQCD1	0.33425
GLYCTK	-1.0025
AYTL2	0.0768181818181818
MTUS1	0.522
LEMD3	0.0836666666666667
PLEKHF2	1.00275
HOXA7	-0.839875
GTF3C2	-0.8525
DYNLRB2	3.7735
CNOT10	-0.8875
MR1	0.409666666666667
FFAR1	-0.041
PRIC285	0.53775
SLITRK6	4.63125
LIX1	-2.0655
UBE1L2	-0.142
F8	0.969625
ACHE	-0.0256666666666667
KPNA5	-0.457
TNFRSF12A	0.333166666666667
EGR3	2.1025
SERPIND1	-3.42783333333333
OASL	3.491
IFRD1	-1.390125
WDFY1	-0.265166666666667
ZNF267	0.43975
ACCN5	-0.2635
ZBTB6	-0.0465
PPP1R3A	0.117
PRRT3	3.0325
FBXL19	-0.533
TXNIP	0.210857142857143
ACTN2	3.7195
ATG9B	-0.15575
C9orf117	0.778875
IL27	0.5925
RPL36AL	0.0521666666666667
KLK15	-0.056
CHAD	2.4955
RAP2B	0.3958
HEBP2	0.97875
ZNF342	0.091
CAMK2G	-0.7155
TLR3	1.95075
FGF14	0.1915
HMGB2	-0.45825
TRPM5	-0.048
OR5M11	0.497
KIF3B	0.28478947368421
PRICKLE2	1.80425
MTMR9	-0.238875
C3orf27	0.089
GLRA3	2.03183333333333
NSDHL	-0.0456666666666667
TMEM32	-0.28025
POLR2D	-0.496
MYADML	0.323
C9orf114	-0.979
MRGPRX1	0.4655
TOPORS	0.61675
CLDN19	-0.4105
C1QL4	0.1165
RNF165	-1.411
DHRS9	1.275
DNAH2	0.455
FXR1	-0.1165
ZMYM3	-0.8895
CASP3	0.929333333333333
FAM120C	-0.661875
SCLY	-1.02425
CA7	0.223
ENTPD5	-0.8145
ZNF461	0.092625
PDIA5	-1.03425
C1orf19	0.0166666666666666
TMEM67	0.91525
KCTD20	-0.80075
WDR47	1.0115
FLJ38723	-0.057
KLRF1	0.965
TAS2R16	0.3595
CLDN12	-0.09675
PRKCE	0.076
UBXD4	-0.24525
ITGAM	2.20033333333333
GLT8D3	0.06125
WDR31	0.6767
RGS2	1.899
OR51L1	0.255
MST1R	0.592
KIAA1737	0.62925
OR4A5	0.1945
GLIS1	-0.126333333333333
PTMA	0.286071428571429
NAPA	1.01525
PRDM11	0.31975
LIPF	0.42
DIRAS3	2.40075
ASGR2	-3.419125
C1QTNF4	0.88925
PIK3R4	-0.644333333333333
ARMC3	5.66225
NDUFV3	-0.325583333333333
BTBD3	-0.191
PPP1R2	2.18
UBE2NL	-0.499
FOSL2	1.01714285714286
FAM119A	-1.08133333333333
TUBA4A	-0.4763
KRTAP12-1	0.14775
SFRS2	-0.4285
RHPN1	-0.2613
EEF2	-1.45833333333333
ZDHHC11	1.27366666666667
EPHA3	-0.393
RBM12	0.257
H2AFJ	0.332416666666667
EDIL3	-1.1575
KIF26A	-1.3495
SERGEF	-0.18275
B3GALT4	1.9835
LOC90925	0.459333333333333
OSCAR	-0.023625
NPFF	-0.01225
DEDD	0.763375
TMEM155	-0.628125
PTPN1	0.894
SCYL2	0.179666666666667
SKAP1	3.598
LEAP2	-1.70766666666667
GADD45G	1.5117
IFITM3	1.982375
PILRB	-1.3805
SLU7	0.13175
DSC3	-1.05125
DNMT3L	-0.8895
PAPD5	-0.21975
B3GNT3	-1.0915
LHCGR	0.5575
MSL-1	0.5385
UBE2S	-1.08
SAP130	-0.36225
ANAPC11	1.31275
MAGED4B	-1.9515
ATP6V1B2	-0.289833333333333
C14orf179	1.106
CAPZA1	-0.143125
CDYL2	-0.283166666666667
GLRX3	-0.5795
LOC136288	-0.7
MOBKL1A	0.46525
HTR2B	2.7085
CRYGD	0.155
NUS1	-0.490666666666667
PGRMC1	0.258
MYOM2	-0.16625
FLJ39653	-1.21916666666667
CHM	-0.6117
OR5M8	0.337
ZNF619	-0.2385
FAM105A	0.80775
CCNL1	0.172625
NAP1L3	-0.501
C10orf57	1.51016666666667
B3GALNT1	1.92583333333333
CSN1S2A	0.00600000000000001
TCP10L	0.3495
GDAP2	-0.01575
DMKN	-0.798666666666667
COX6B1	0.62425
DNASE2	0.655333333333333
MSH5	-1.7705
LGMN	0.236
USP31	-0.2465
OR13C8	0.3895
SDCBP	0.9939
NUDT11	-2.3885
PYGL	-1.9755
SNPH	-1.12416666666667
B3GNT4	-0.2915
MIZF	-0.6848
NUBPL	-0.08125
NOD1	0.42
CDH22	0.172
NUBP1	0.398333333333333
DSCAM	-3.34625
DGKI	-0.495
FAM136A	-1.19725
AKAP1	0.588833333333333
SLC16A6	0.42675
RIN3	0.37825
PSG2	0.08675
DIP2B	-0.518416666666667
PSORS1C1	0.0366
KIAA0495	-0.5135
FLJ90709	0.332
LPA	-0.0535
PIGA	0.548833333333333
LY75	2.22666666666667
UTS2	-5.04766666666667
RREB1	0.004875
GALNACT-2	0.6434
MGC3196	-0.9035
FLJ31568	-0.55675
LPHN1	-0.569625
SP1	0.23575
TOX4	0.3485
HSPA9	0.205
APOBEC1	0.19
SLC35E4	-1.64425
LSM5	-0.9975
SURF1	1.15625
ZBTB1	0.0726666666666667
GTF2F1	-0.598
RPS15A	0.141714285714286
DUSP21	-0.343666666666667
GINS4	-2.85583333333333
MYO15A	1.424
GIMAP7	4.6085
MGC13379	0.7965
ATP6V1E2	-0.0838333333333333
UTP3	0.9355
HNRPA3	-0.661875
MT4	-0.752
C14orf155	-0.11775
U1SNRNPBP	0.22475
CKLF	-0.738166666666667
PLEKHN1	-0.981
MBNL1	0.128
NUP160	-0.901
ACSM2A	-1.176
LOC129881	2.49925
KIAA1529	-0.08375
FLJ22639	-1.3765
HAND1	-0.2205
GSX1	0.2315
FGA	-3.1286875
SERPINB1	1.06725
ZNF642	0.51825
IGFBP1	-7.24425
SLC1A1	1.24175
DHX57	-0.111125
ZNF766	-0.31
PTPN21	-0.9493
GDPD3	-0.135166666666667
PNPLA5	0.093
TBR1	-1.1328
FAM116A	-0.04425
IQGAP1	1.06675
FOS	0.11825
ZNF226	-0.11175
FIGNL1	-0.779666666666667
C14orf1	-0.0101666666666667
ZMYND17	-0.0245
PUS7	-0.954833333333333
TUBB6	-0.42025
KCNQ2	-1.4745
MARCH6	0.627
CCDC33	0.074
PRODH	-0.152
RBM11	2.266
EPHA6	-0.268
SLC43A1	-1.79975
LOC196541	0.080875
NTN1	0.997833333333333
ING4	0.38775
PCDHB10	2.06375
DPH2	-0.4055
SPACA4	0.012
FBXL21	-3.418
DIAPH1	-0.749
ZNF71	0.8215
CEP76	-0.374
CORO1A	-0.57525
RRM2	-2.007375
EDG4	0.96
OS9	-0.125833333333333
SLC4A1AP	-0.22375
COG5	-0.974
COPS8	-0.049
NGLY1	-1.1395
NCBP2	1.74375
C17orf42	0.0025
GPSM3	0.557375
SIL1	0.9255
ASB6	0.03575
SMAD5OS	0.463833333333333
UNC93A	-2.46925
A1BG	0.595333333333333
C21orf62	0.585
FMO5	0.1745
ATRIP	0.382833333333333
CEBPG	0.514166666666667
C7orf38	0.680166666666667
TNFRSF1B	1.38366666666667
CLEC1A	1.63416666666667
IQSEC1	0.66875
PATZ1	0.4318
RBM22	-0.113625
BAG2	-1.642
PAQR5	-1.59416666666667
C9orf127	0.1066
THNSL1	0.4635
SHROOM3	2.9134
JAM2	2.33525
SNRPN	-2.4925
ALX4	0.092
CACNA1S	-0.05
FAM130A1	1.73675
CORIN	0.3315
CD300LB	0.4705
PLEKHG6	0.709
LRRC40	-0.83275
PCLKC	-0.525
PCDHB16	1.52483333333333
WNT2B	0.489666666666667
ASNS	-2.30055555555556
MRPL49	0.16125
FLJ46111	0.016
ISG20	1.4915
SMU1	0.0842
CASZ1	0.6055
POLR1D	-0.427833333333333
GIN1	0.758
SNAG1	0.1445
ANKRD29	-0.46475
CDKN2AIP	0.70425
KRR1	-0.29
CXCL1	0.488333333333333
EPM2A	-0.2435
PC	0.364166666666667
DEFB127	-0.031
PDZRN4	1.01166666666667
FAH	0.31875
OR51E1	0.7895
CDC2L6	-0.6145
DNTTIP1	-0.15475
PAX8	-0.2655
TMEM116	-0.36875
C1orf150	0.022
PRO2012	0.305
MRPL40	0.205666666666667
BEX1	-2.7677
SLC2A4	-0.069
PKMYT1	-1.1055
FEZF2	-0.2405
SLC26A9	-0.68075
MAP2	0.31225
LYL1	-1.179
SLC25A19	-0.324
NOS3	0.604
ZNF34	1.01583333333333
TMPRSS11F	-0.91425
FAM43A	-0.234
FCRL4	0.0348333333333333
KLF14	-0.19
FLRT2	-0.475166666666667
WRN	-1.8565
SDF2	1.5176
KRT8P12	-0.02375
C6orf195	0.005
C9orf125	-1.339
DZIP3	-1.120125
RIT1	1.58558333333333
SCML1	-2.01966666666667
RHBDF2	1.087625
OR2G3	0.3785
REXO1L1	-0.048
MAP3K7IP3	0.220125
C3orf57	-4.1185
FBXW11	-0.276166666666667
ETAA1	-0.261
C14orf131	-0.9313
AKT1S1	-0.14425
SLC12A5	-0.938625
C9orf164	0.97375
NRIP3	-0.02625
NOS1AP	0.30675
TMEM121	1.1915
SAP30BP	0.4832
DGCR6	0.78875
WDR76	-1.42775
FAM82B	-0.11525
LOC606495	-1.095
MAP9	2.69091666666667
BCDIN3D	1.815
CXorf36	3.72983333333333
DSCR3	-0.3428
ZFAND3	0.350375
C7orf43	0.0958333333333333
SPSB3	-0.0067
C19orf19	0.22675
FAM133A	-2.681
C12orf25	0.13
SLC39A3	-0.695625
DISP2	-0.6595
PI4KAP2	-2.384
MKRN3	-2.10833333333333
ADAMTS13	-0.417875
CBLN3	0.2623
TTYH1	-1.42833333333333
C3orf18	0.69425
FLJ13236	0.19275
ZMYND12	2.631
C18orf25	0.16175
GLB1L3	-0.4715
ATP13A5	0.6545
RANBP10	-0.2215
CD96	0.0254
DENND1C	0.3345
RBMS3	0.4312
SLC41A3	-0.0105
DGCR6L	0.86775
TMEM128	1.4395
CSNK1G3	-0.13
MOBKL2C	0.97475
TSPAN6	0.426625
MATN2	-0.2936
MSL2L1	-0.204333333333333
ST6GALNAC2	0.274
FGFBP2	0.7385
FGL1	-4.64333333333333
MPP3	0.543
ARHGEF6	1.17283333333333
TGFBR2	0.77725
ACMSD	1.83075
IL33	4.53575
C9orf5	-0.0805833333333333
DEAF1	-0.3689
AMN	-0.029
DEFA6	0.19075
RNF212	-1.25975
METT5D1	0.2515
CIB1	1.4337
TSSK1B	0.451
KIAA1727	1.84275
ZNF680	-0.3095
LOC399900	-1.4765
LOC152217	1.03325
CTNNAL1	-1.708
CIT	-2.441
TLE6	0.42975
ZNF607	-0.096
HERC4	-1.26416666666667
DRAP1	-0.9252
PEMT	-0.079
C10orf111	-0.9545
ZNF575	0.87725
KCTD7	-0.198
MYO1F	0.37175
LOC285382	0.3765
RAB11A	1.0334
PLCD3	-0.704
C15orf28	0.20725
PTBP2	-0.734125
CTB-1048E9.5	0.80575
C19orf60	0.681166666666667
C7orf25	0.4305
SETD7	0.980125
HOXB9	-3.735
VANGL1	-0.83925
CHAF1B	-1.23975
NDUFA3	0.5185
KIAA1328	0.0913333333333333
SHARPIN	0.238875
TTC23	-0.94025
UGP2	0.588583333333333
ANKIB1	-0.4884
CIRBP	0.306
SEC14L4	-0.885666666666667
OVCH1	0.00216666666666668
VPS52	-0.3755
FAT	-1.103375
M6PRBP1	-0.43025
GPRIN3	0.7645
PPM1F	-0.9665
TSR1	-0.69575
CCDC85A	2.68175
PCSK5	1.94375
ZFHX3	-0.281
HEMK1	-0.8402
PGBD2	0.788
RSRC2	-0.368
AURKC	-0.9295
SCRIB	-0.543125
ORM2	-3.58766666666667
FAM115A	-0.7973
FZD6	0.951375
UNC119	0.636166666666667
GPX3	0.4517
NOV	0.00612500000000001
CABC1	0.18975
CDC42SE2	0.568625
EIF2S2	0.2912
RNF130	1.431125
CKAP5	-0.914666666666667
RP11-413M3.2	0.649375
C10orf18	1.0081
TMEM93	0.2735
DYX1C1	2.0635
KCNMB2	-1.39171428571429
ANK3	0.624
KRT5	-1.4529
CDH12	-1.2845
QRSL1	0.2085
JUB	-2.06475
SHC4	-2.1505
CCL15	1.908
CCDC22	0.23325
SNX24	-0.05425
RARS	-0.15825
MORC2	0.534875
FAM48A	0.0275
MT1H	-0.1105
PPP1R14C	-3.096
FOXD1	-1.308
C1orf213	-1.78075
AMT	-1.915
DSN1	-0.847
PTPLAD2	3.60375
DIS3L	-0.84075
RASL11A	1.5755
GPRC5B	0.896875
FRMD7	-0.1545
STRN4	0.07275
KITLG	1.43159090909091
HDGF	-1.03075
OR1S1	0.177
SETX	-0.2199
DDR2	0.05925
KCTD12	2.27275
LYZL2	0.06175
WDR52	-1.4995
TMEM2	0.39675
ZNF579	0.391333333333333
LOC200810	-0.07275
TNFSF9	-1.173
PPFIA4	-2.6835
CNIH3	0.2675
MAP4K4	-1.2895
ROD1	0.161285714285714
ALS2CR12	-0.512333333333333
DOCK3	-1.83833333333333
PAQR9	-3.904
ASB17	0.139166666666667
STX16	-1.57475
FEZ2	0.254166666666667
DLAT	-0.630833333333333
KIF21B	-0.777
CDC5L	-0.77
TMEM119	0.965666666666667
CRIP3	-1.2185
TPSD1	-0.0256666666666667
TEPP	-0.3475
GNGT2	1.246
C21orf121	0.3015
WNK1	-0.0926666666666666
FLJ10490	0.3957
OR51B5	-0.928
LOC203547	-0.502125
HAS1	1.4955
PPA1	0.345
ST7	-0.301375
C11orf46	0.634
POPDC3	-2.9435
ACOX2	3.45566666666667
ATCAY	-0.46775
TM4SF19	-1.203
MFSD9	-0.184333333333333
PDHB	-0.0725
ERN1	0.27525
LCE3C	-0.014
GPR111	0.1785
NOTCH3	1.3335
ADAMTS5	1.257
B3GALT1	-0.47075
UGCGL1	0.0713333333333333
FAM58A	0.59
FBXO32	0.97675
CLPP	-0.67175
NXPH1	-0.70225
MTMR3	0.996833333333333
ATP1B3	0.7675
TMEM16A	4.68325
HIST1H3F	-0.107166666666667
TRIM25	0.1095
SDCBP2	1.4955
CRKL	-0.815
HOXB2	2.33983333333333
ANP32B	-0.8095
GATM	3.163
AP4E1	-0.125
EDG5	0.62075
CDKN3	-1.2605
CDH4	-2.2665
PGD	-0.259333333333333
RND1	1.3335
GAD1	-3.1979
MPG	-0.306625
LOC440350	-0.7545
ZNF133	-0.0075
SERPINB12	0.144
AMELY	-0.1555
DHX36	-0.48825
TNFAIP8L2	2.75666666666667
PHTF2	-0.224611111111111
CCDC112	-0.158666666666667
IQCC	-0.151
HEYL	2.97516666666667
FTSJ2	-1.02683333333333
APPL1	-0.263625
RAB43	-0.142214285714286
OR10G2	0.1425
WAC	0.682666666666667
ADCY9	0.305625
RUNDC2B	-0.787333333333333
PYCRL	0.8015
AGPAT7	-0.608333333333333
SLC22A9	-0.764
CDKAL1	-0.406
PDYN	-0.673666666666667
C20orf74	0.2615
MTMR11	1.3725
VAV3	3.38866666666667
DAPL1	0.9775
STXBP3	0.3975
EIF3G	-0.014
ARHGAP22	-1.5795
NPFFR1	0.022
NPC1	-0.339666666666667
ALDH9A1	0.6155
ZNF600	-0.031125
ZNF678	-0.333166666666667
RASSF1	-0.491333333333333
ADD2	-2.29125
PITPNB	0.314125
PKD2L2	-0.3865
LRP11	0.3655
CDKL1	-0.6315
SMEK2	-0.17125
PRODH2	-2.58366666666667
C11orf54	0.0298333333333333
SFRS11	-0.611
IL7	-0.0733333333333333
ALS2CR16	0.6905
BTG3	-0.432833333333333
PAK2	0.939055555555556
RP11-679B17.1	-0.31375
GATA4	-0.374833333333333
ATP2B1	-1.43875
LOC130940	2.234
C1orf172	2.625
ATF7IP2	-0.33325
SLC25A43	-0.385
CENTG3	-0.5095
IGF2BP1	-3.7517
FCHSD1	0.3665
CAMK2N2	0.642833333333333
ELAVL3	0.7168
NBPF15	-0.724
UBE2J2	0.264
GNL2	-0.3675
PRR3	-0.0992
NLF2	0.76125
OR4F6	-0.132
KLHL24	1.39416666666667
CCDC88A	-2.1245
SGPP1	-0.667166666666667
C10orf11	0.6955
SLC35B4	-0.989333333333333
UGT3A2	-0.8625
ARNT2	1.494
CBR1	-0.437375
ITPR3	-1.09716666666667
TRAPPC6B	0.0018
AMZ1	1.9525
ARP11	1.23425
WDSUB1	1.246
APBA1	0.0428333333333333
RAB2A	1.1252
C6orf162	-0.292
HPSE2	0.93675
PLCE1	-0.68325
INSL3	0.53425
DLG1	1.3487
PTPLA	-1.93275
PIGX	1.89
TFIP11	0.3575
FIBIN	2.095
POLR2G	-0.0805
GRAP2	-1.2693
DNAJB8	-0.023
CNBP	0.3085
WASF1	-1.922
INPP5E	-1.0216
HSPB1	1.226
TMEM167	-0.1112
CUBN	0.15125
IGF1	4.3133125
ITPK1	0.5972
NAALAD2	-1.241875
G3BP1	-0.0583
NT5DC1	0.152375
CYP39A1	0.7945
TMEM139	0.343083333333333
POLK	-0.7987
GLULD1	-1.49425
RBM15	-1.516
AMZ2	0.84825
GDF15	-1.98083333333333
MESDC2	0.4265
INCA	1.128
ACY1L2	-2.702
GZMM	0.715166666666667
PAIP1	1.1705
CACNA2D1	-0.1295
STK32C	-0.00383333333333333
SH3BP4	0.699166666666667
DEC1	0.2055
PADI1	0.1975
UBB	0.9082
PON3	1.87933333333333
PROP1	0.395
ANKRD13B	0.3685
ADCK1	-0.8925
TCF25	-0.85925
SLC38A5	-2.53625
CXorf26	0.612
C19orf39	0.1325
PPP1R13B	0.36975
ARL2	-1.019
TCL6	0.178416666666667
TOP3A	-0.649
SLC16A14	1.343
FXYD6	1.06583333333333
HIST1H4E	-0.73275
BBC3	0.0381578947368421
UNC5A	0.339166666666667
FAM86C	-0.3762
PI4KB	0.421625
B3GAT1	-1.93
SUSD2	1.40133333333333
OAZ2	-0.0815
NOC4L	-0.575
C10orf12	-0.613
FADS1	-1.12433333333333
LOC144097	-0.42925
DKK2	1.597
KIAA1949	-0.05925
RHOT1	0.5197
OXT	0.385
GPR153	0.43075
ARL4A	-1.0495
SAAL1	-1.3595
CCDC64	-0.3075
USE1	-0.358833333333333
HNMT	0.725
PCGF3	0.282
CYP2C19	0.12875
C20orf4	0.3495
CCDC11	1.43225
ACSBG2	0.111
RWDD2A	1.46275
PALLD	2.332125
CPLX4	0.0815
LOC492311	1.00225
KPNA2	-0.802833333333333
MACROD1	-0.6019
TMCO3	0.231
C15orf52	-0.1135
BIRC5	-0.4212
PRR16	-0.312333333333333
FAM63B	-1.016375
KATNB1	-0.792166666666667
WNT8B	-0.8565
CPLX3	0.2855
GHR	1.849625
CCDC124	-0.929
BCLAF1	-0.580875
GOLGA3	0.1377
CLEC4E	4.03316666666667
