Hybridization REF	TCGA-AR-A1AY-01A-21R-A12P-07
ZNF230	0.511
MSN	0.194714285714286
SLC9A5	-3.0745
EPDR1	-1.2273
MUSK	-1.2222
ZNF434	-0.0209999999999998
SMARCD1	-0.407
ZFP106	-0.393
ZNF347	0.9304
GTF2E1	0.6255
RY1	0.0503333333333333
ATAD2B	-0.00771428571428572
ARHGAP17	-0.6206
KCNIP3	-1.5745
SFPQ	0.670375
GFRA4	0.462333333333333
AKR1B10	-2.161125
TIGD6	-1.07283333333333
RGS16	2.535125
URB1	-0.14
OR4C46	1.09816666666667
TOP3B	-0.645
NFATC4	-0.48
CA14	-5.41625
BMPR1A	-0.2255
SNRP70	-0.2555
PRL	2.239
C6orf130	-0.93025
STAG2	-0.222
CD55	-0.192785714285714
RPS23	0.124
SSX2	-0.354666666666667
FDPSL2A	1.74675
FBXO27	0.6915
SYNGR3	-1.123
TMSL3	1.82475
EML1	-0.949
NUP93	0.528666666666667
SMAD3	-1.8784
KIAA1189	1.82816666666667
HNRPUL2	0.993
TBC1D12	0.345
C16orf24	-0.69975
MRVI1	0.9492
ZNF581	-1.27316666666667
ELOVL3	2.9035
OR51Q1	0.37
CACNB3	0.871
GALNT13	1.118625
C10orf84	0.472875
NEDD4	-1.5576
SPO11	1.666
OR5AU1	-1.1745
NEK4	0.502071428571429
PRKAR2A	-0.159833333333333
IHPK1	-0.974833333333333
ATP6V0B	-0.746375
CACNA1E	-0.414
CEACAM8	-0.683
PEX14	-0.733
FLJ12993	-1.6315
ZBTB38	-1.3145
PCTK2	0.249166666666667
LRRC16	2.3694
FBLIM1	1.29691666666667
FYCO1	-0.8545
RP5-1022P6.2	-0.9825
CMTM1	1.296
PLTP	2.60433333333333
RAPH1	0.05025
DOCK8	0.023
EZH2	-0.0488
SLC25A1	-0.6935
PLEKHB1	1.6725
GRB7	-0.1716
ZFP37	0.33375
MRPL33	-0.97975
PELO	-0.7515
ARMC1	1.701
C9orf27	0.044375
FLJ25778	-0.3335
C9orf37	-1.3305
TMEM66	1.14475
SPRN	-0.804
HBEGF	-0.16325
PI4KA	-1.445
LEPRE1	-0.80925
POU2AF1	-4.348375
MRPL12	-1.24416666666667
REP15	-0.567
ZC3H3	0.26725
RASAL1	0.01675
DDAH1	1.191625
ACBD5	1.578625
TMC2	-0.1345
CCDC137	-0.329
SAMD13	0.582333333333333
UGT2B15	-3.58916666666667
TIPARP	-1.15575
DNASE1L3	-0.71175
TRIM72	0.8406
DBX2	-0.738
IPO8	-0.829
C21orf88	-0.4977
MAP3K14	1.35325
LOC51233	0.0588333333333334
GGTLA4	0.204
PDE6D	-0.04275
ZNF117	-0.1955
CLK2	0.517625
NKRF	-0.4645
TNFSF15	0.3479
DUSP2	-0.176
SECISBP2	-1.6168
GABRR2	1.258
PPAP2C	3.31675
LOC51145	0.0916
PAG1	-0.711375
PIK3C3	0.29275
GNG10	-0.366
APOL4	-0.265166666666667
ANKRD28	0.00825
STMN3	-1.9792
RAB14	0.0359
CDK2AP2	-0.139
HDDC3	-0.640125
COMMD7	0.3885
CXXC1	1.01175
HMCN1	-1.2752
CD40	1.07575
DYNC1LI2	0.129625
GDI1	-0.46675
LOC646938	-1.10775
VSNL1	-1.13166666666667
PIH1D1	-0.736333333333333
RAET1G	-2.052
KRTAP5-9	0.7095
EFTUD2	-1.514
ZNF311	0.0318333333333333
ATP6V1G3	1.0375
OR2W3	0.56875
SCN4A	0.01575
MED10	0.950875
FAM135A	0.6714
ARHGAP4	-2.31725
EHMT2	-0.29725
UFD1L	0.3725
ERMP1	1.30075
MAG1	-0.469166666666667
THAP8	-0.1125
HACE1	0.972833333333333
FAM82C	-1.40633333333333
C3orf20	0.2575
UNC84A	-0.498333333333333
SCD5	-0.261
LASS6	-0.5455
LSG1	0.5855
MAL	-6.19975
GPR22	-0.6055
WDR5B	0.733
ACTRT1	0.693
C17orf60	-0.244166666666667
GRIN2C	-0.663
ARMC8	0.0541666666666667
SLC47A1	-3.487
DMPK	-1.0305
DHRS13	-1.14766666666667
SMC1A	-1.094
KRTAP17-1	1.8415
SMYD5	-0.6745
TUSC2	0.153875
CRHR2	0.0845
KIR3DL2	-0.2135
CCDC104	0.43325
ATP2C1	1.9755
CROT	-0.721
PABPC3	0.324166666666667
EGR1	0.58
THSD1	-0.574
KHK	-1.9745
SLC12A2	0.9703125
CD58	-0.0795
STOX2	-0.000666666666666664
CCDC76	0.5109
CCDC48	0.04125
DNAH1	0.1618
ZIC4	0.250125
OR1G1	0.188
PSMC6	-0.231
PROKR1	-0.653
ABCB1	-1.537875
TRAT1	-1.568
LLGL1	0.5395
MTF1	1.19925
USP54	0.127375
PAGE2B	-0.841
ITGB7	-4.51925
CCDC81	-1.0835
LOC149837	-0.782
SCUBE1	0.438
ZSCAN10	-0.041
HUWE1	0.192142857142857
CDH17	-0.5
CD180	-1.10425
IL17A	0.261666666666667
TMPO	0.090125
KIAA1524	1.2905
HDGFRP3	0.478
OXCT1	1.71854545454545
RRAS2	0.787333333333333
LTBP2	1.9488125
SV2B	1.40233333333333
CYP2A6	0.5025
PKD1L2	-0.21
PPM1M	-0.61025
FLJ22662	1.42816666666667
ZNF502	1.96525
GP6	-0.753
CRYBA2	-0.15325
LEF1	-2.9133
CTPS	-0.268571428571429
EYA1	-0.824833333333333
EPS8L1	0.603
MAPK14	0.0825833333333333
SERPINB2	-0.461875
GTF2F2	0.458
ZNHIT4	0.7985
PLA1A	-0.920625
C20orf114	1.10875
HPR	-3.9115
C18orf2	-3.56
SATB2	-1.689
KCNJ9	-0.305166666666667
MGC157906	-0.751
MOCS3	0.857
C17orf71	-0.4155
PPHLN1	0.448
HIST1H2BN	-1.093625
RAPGEF1	-0.457625
MAP3K8	0.65475
DLG4	-0.416
STC1	0.0174166666666667
CDGAP	1.67425
DDX26B	0.6185
LOC150223	-2.008
CPSF3	-0.946333333333333
TMEM14A	1.84925
MYH3	-2.232
GPKOW	0.2165
SULT1A1	-1.115
SPON1	2.5726
YY1AP1	0.6175
RAB23	0.54325
PLA2G4A	0.04975
MAPRE3	0.08525
ZNF516	0.3595
GGPS1	1.17675
EXOC3L2	-0.48775
C19orf42	0.2565
MAP2K2	-0.322666666666667
HIST1H2BB	-0.32075
RNF19B	1.66783333333333
C6orf128	-0.262
TLR8	2.42425
PCDHA9	1.884
CARS2	1.190375
CLUL1	3.28883333333333
RHAG	-4.48183333333333
UNK	-1.248
EXOC8	1.7258
C9orf95	1.00975
C14orf143	-1.44466666666667
MAML3	0.12525
LDHA	-0.03475
MRPL20	-0.276375
KLHDC6	0.531166666666667
ATP5S	-0.9525
C8orf55	0.921
PHF19	-1.90525
KRTAP13-4	0.239
TTC5	-0.96125
XKR5	-0.5185
SILV	-5.67566666666667
TEX28	-1.1145
TCTN1	0.12275
CX40.1	-0.3105
PPP2R5C	-0.037875
C12orf30	0.476833333333333
CAPG	2.12275
MPZL1	1.67635
ARSB	-0.931666666666667
TDH	-0.65475
WASF4	-0.19225
TSSK3	-0.5345
7A5	0.067
CRISPLD1	4.034875
MAD1L1	-0.0575
SPIN4	0.912333333333333
AMPD1	-0.59625
DPYSL5	0.824
INPP1	-0.781
ANKRD11	-0.267944444444444
NPAS4	0.125875
GCET2	-0.1999
RNASE9	0.181
GUCY2D	-0.3362
CCDC98	-0.753
FGF4	-0.636
CPM	0.966166666666667
SLC26A4	-1.9218
PLD5	-0.6055
FAM59A	0.5901
FBXO5	0.788888888888889
SIPA1L1	-0.881375
DPYS	2.08825
ATG4D	-0.34075
TGM3	-0.286
MTCH1	0.798375
HK1	0.157846153846154
CDC26	0.045875
GALNT12	-3.7182
LOC339229	-1.57275
MRPL35	-0.17125
ORC4L	-0.19725
TNKS	0.794928571428572
C2orf24	-0.137833333333333
ZNF553	0.377666666666667
GGTLA1	1.5168
ZNF497	-1.301
CDY1B	0.648
SLC30A4	-0.139
TUB	-0.51525
ARHGEF18	0.313
ARRB1	-0.26225
KCNK1	0.9485
EREG	-2.78166666666667
SCAMP5	-2.4205
RUNDC3B	0.329
ADAMTS20	0.798333333333333
IL17RB	1.625
FLJ20323	-0.18225
MCAM	-0.327
POLR3E	-2.27391666666667
AQR	-0.359166666666667
IPMK	0.355
CDCA7	-0.759125
CAMP	-0.99675
GRHL3	1.1775
ADAMTSL2	-0.396
CLMN	0.2595
SSTR3	0.414
MAGEA5	-1.9778
OVOL2	2.9255
JMJD1B	-1.1625
RBL2	-0.0631
PYGO2	-0.0595
PPP1R10	0.3755
CSE1L	0.780666666666667
LCA5	0.83575
RDH16	1.084
ASRGL1	0.1795
TOM1	0.555833333333333
PTX3	0.135
TTC15	-0.637
SCGB3A1	-0.540833333333333
MRPL50	-0.59275
RCAN3	1.638625
SLC26A11	-0.25025
STYX	0.431333333333333
CINP	0.18375
MARCH7	0.0505
PFKM	-1.62716666666667
SGMS1	0.845
RIOK3	0.7504
C1orf110	0.6315
CES7	0.233
LOC440248	-1.90075
PPP1R12C	-0.45175
C10orf27	0.722
ATG9A	-0.57475
MRPS26	-0.224625
TMEM40	0.0185
ELP3	-0.0766
ZNF787	-0.0891
HIAT1	0.482875
C8orf34	0.7365
MGC4655	0.0379
PELI1	1.74833333333333
PPT1	0.5953
SLC35C2	0.668333333333333
C6orf125	-0.941
MUC4	-0.822666666666667
RFC4	0.555714285714286
GNB2	0.347833333333333
NUP50	0.720571428571429
SULT4A1	1.13733333333333
C7	1.34314285714286
CCDC130	-0.824166666666667
ARRDC4	0.95075
RQCD1	0.3215
GLYCTK	-1.62425
AYTL2	-0.476272727272727
MTUS1	1.1824
LEMD3	1.02866666666667
PLEKHF2	2.19975
HOXA7	-1.114375
GTF3C2	-1.0025
DYNLRB2	-0.18825
CNOT10	0.203
MR1	-0.0638333333333333
FFAR1	-0.32125
PRIC285	0.38225
SLITRK6	2.48875
LIX1	-2.76111111111111
UBE1L2	-0.1335
F8	1.375625
ACHE	-0.226333333333333
KPNA5	0.07525
TNFRSF12A	-0.508
EGR3	1.966
SERPIND1	-4.43816666666667
OASL	1.0895
IFRD1	1.4795
WDFY1	-1.36416666666667
ZNF267	1.436375
ACCN5	-0.068
ZBTB6	1.01875
PPP1R3A	0.289
PRRT3	-0.1565
FBXL19	0.634
TXNIP	1.51071428571429
ACTN2	-0.3985
ATG9B	-0.06575
C9orf117	0.034125
IL27	-0.0135
RPL36AL	-0.996666666666666
KLK15	-0.2925
CHAD	0.7245
RAP2B	0.8561
HEBP2	1.52475
ZNF342	0.028
CAMK2G	-1.01
TLR3	-0.53075
FGF14	1.06675
HMGB2	0.0835
TRPM5	-0.330333333333333
OR5M11	1.1065
KIF3B	-0.521368421052632
PRICKLE2	-0.52525
MTMR9	0.07425
C3orf27	3.97175
GLRA3	-1.90816666666667
NSDHL	0.095
TMEM32	0.505
POLR2D	-0.647666666666667
MYADML	0.3155
C9orf114	-0.2695
MRGPRX1	0.636
TOPORS	1.1675
CLDN19	-1.325
C1QL4	-1.147
RNF165	-1.03
DHRS9	-2.1615
DNAH2	-2.30033333333333
FXR1	-0.291833333333333
ZMYM3	-0.373625
CASP3	0.382333333333333
FAM120C	-1.473625
SCLY	-1.9
CA7	0.4105
ENTPD5	-0.304666666666667
ZNF461	0.198125
PDIA5	0.77975
C1orf19	1.91516666666667
TMEM67	1.42375
KCTD20	0.343
WDR47	0.988
FLJ38723	-0.1695
KLRF1	-0.7075
TAS2R16	3.157
CLDN12	-0.12275
PRKCE	-1.39
UBXD4	-0.38825
ITGAM	2.42333333333333
GLT8D3	0.574125
WDR31	-0.298222222222222
RGS2	4.8585
OR51L1	0.122
MST1R	1.2915
KIAA1737	0.39425
OR4A5	0.6665
GLIS1	-2.71816666666667
PTMA	0.500571428571429
NAPA	0.541
PRDM11	-0.959
LIPF	2.5665
DIRAS3	-0.1505
ASGR2	-5.1095
C1QTNF4	-0.62625
PIK3R4	-0.0185
ARMC3	0.688666666666667
NDUFV3	-1.44008333333333
BTBD3	0.4865
PPP1R2	1.25783333333333
UBE2NL	0.58075
FOSL2	0.6695
FAM119A	-1.016
TUBA4A	0.745
KRTAP12-1	-0.18675
SFRS2	-1.036
RHPN1	-0.9404
EEF2	-1.58933333333333
ZDHHC11	-1.65116666666667
EPHA3	-2.27777777777778
RBM12	0.3735
H2AFJ	-0.0415833333333333
EDIL3	2.342
KIF26A	-1.90575
SERGEF	-0.36525
B3GALT4	1.058
LOC90925	-0.0718333333333334
OSCAR	-0.6465
NPFF	-1.71825
DEDD	1.255625
TMEM155	-0.888625
PTPN1	0.81975
SCYL2	1.70166666666667
SKAP1	-0.7705
LEAP2	-3.33383333333333
GADD45G	1.2228
IFITM3	-0.258125
PILRB	-1.4385
SLU7	-0.0793125
DSC3	5.309
DNMT3L	-1.645
PAPD5	0.026375
B3GNT3	0.855166666666667
LHCGR	-0.1885
MSL-1	0.10825
UBE2S	-1.002
SAP130	-0.56525
ANAPC11	-0.391
MAGED4B	-2.9935
ATP6V1B2	1.36083333333333
C14orf179	-0.20175
CAPZA1	0.6915
CDYL2	-1.50133333333333
GLRX3	0.2495
LOC136288	-1.14966666666667
MOBKL1A	-0.27
HTR2B	2.058
CRYGD	-0.5264
NUS1	1.04583333333333
PGRMC1	1.496
MYOM2	1.85525
FLJ39653	-2.85166666666667
CHM	0.0705
OR5M8	0.127
ZNF619	0.4055
FAM105A	0.99075
CCNL1	-0.533125
NAP1L3	0.36425
C10orf57	0.83
B3GALNT1	1.98966666666667
CSN1S2A	-0.76
TCP10L	-1.02775
GDAP2	0.583625
DMKN	0.0806666666666667
COX6B1	-1.0215
DNASE2	1.15633333333333
MSH5	-2.0665
LGMN	-0.168125
USP31	1.2122
OR13C8	2.483
SDCBP	1.5498
NUDT11	2.30983333333333
PYGL	-2.88633333333333
SNPH	-1.16433333333333
B3GNT4	1.194
MIZF	-0.2902
NUBPL	-0.2215
NOD1	-0.458333333333333
CDH22	0.95225
NUBP1	-0.1095
DSCAM	-4.35725
DGKI	-1.082
FAM136A	-0.257
AKAP1	0.0206666666666667
SLC16A6	-2.2805
RIN3	-0.04425
PSG2	0.0455
DIP2B	-0.395416666666667
PSORS1C1	-0.4899
KIAA0495	-0.35
FLJ90709	-0.381333333333333
LPA	0.141166666666667
PIGA	0.187333333333333
LY75	3.18616666666667
UTS2	-6.30016666666667
RREB1	-0.865333333333333
GALNACT-2	1.5533
MGC3196	-2.054
FLJ31568	0.7645
LPHN1	-0.175875
SP1	0.684
TOX4	-1.13766666666667
HSPA9	-0.3207
APOBEC1	-0.1965
SLC35E4	-1.47125
LSM5	-0.1485
SURF1	-1.50575
ZBTB1	1.20741666666667
GTF2F1	-0.44725
RPS15A	-0.114142857142857
DUSP21	-0.3916
GINS4	-0.733166666666667
MYO15A	-1.1325
GIMAP7	2.6245
MGC13379	-0.0865
ATP6V1E2	-0.723833333333333
UTP3	-0.64325
HNRPA3	-0.6824375
MT4	1.344
C14orf155	0.4615
U1SNRNPBP	-0.1755
CKLF	-0.229666666666667
PLEKHN1	-1.34933333333333
MBNL1	0.264166666666667
NUP160	-0.58925
ACSM2A	-1.14925
LOC129881	-0.79725
KIAA1529	-0.949
FLJ22639	-1.4515
HAND1	-1.463
GSX1	-0.168
FGA	-4.09764285714286
SERPINB1	-0.73475
ZNF642	0.987
IGFBP1	-8.253375
SLC1A1	0.04825
DHX57	0.158428571428571
ZNF766	0.5965
PTPN21	0.8234
GDPD3	-2.72183333333333
PNPLA5	0.2005
TBR1	0.360666666666667
FAM116A	1.09475
IQGAP1	0.770125
FOS	-0.739125
ZNF226	-0.61525
FIGNL1	0.851
C14orf1	0.0446666666666667
ZMYND17	0.7535
PUS7	0.753
TUBB6	-0.241875
KCNQ2	1.1475
MARCH6	-0.25325
CCDC33	0.249
PRODH	0.1285
RBM11	2.2535
EPHA6	0.572714285714286
SLC43A1	-3.1385
LOC196541	-0.0258571428571429
NTN1	0.326166666666667
ING4	1.3745
PCDHB10	3.533
DPH2	-0.173333333333333
SPACA4	0.2395
FBXL21	null
DIAPH1	-0.775166666666667
ZNF71	1.22516666666667
CEP76	0.6835
CORO1A	-0.47625
RRM2	-1.628875
EDG4	1.22625
OS9	1.564
SLC4A1AP	-0.68375
COG5	-0.35925
COPS8	-0.303
NGLY1	-0.0915
NCBP2	0.21875
C17orf42	-0.000333333333333336
GPSM3	-1.172625
SIL1	-0.825166666666667
ASB6	-0.56575
SMAD5OS	-0.589333333333333
UNC93A	-2.225375
A1BG	-1.36016666666667
C21orf62	0.335
FMO5	-1.73058333333333
ATRIP	0.0926666666666667
CEBPG	0.887333333333333
C7orf38	-0.339833333333333
TNFRSF1B	-1.289
CLEC1A	1.434
IQSEC1	-0.161875
PATZ1	-0.1469
RBM22	-0.067625
BAG2	1.2395
PAQR5	-2.24683333333333
C9orf127	0.3644
THNSL1	1.881
SHROOM3	1.5406
JAM2	0.69375
SNRPN	-3.615
ALX4	-1.2495
CACNA1S	0.3395
FAM130A1	1.02525
CORIN	0.549
CD300LB	0.0205
PLEKHG6	1.583
LRRC40	0.981
PCLKC	-0.14775
PCDHB16	-1.024
WNT2B	-0.329666666666667
ASNS	-1.28255555555556
MRPL49	0.971
FLJ46111	0.822
ISG20	-1.655375
SMU1	0.2568
CASZ1	0.264
POLR1D	-0.343833333333333
GIN1	0.26025
SNAG1	0.696333333333333
ANKRD29	-2.61
CDKN2AIP	0.06175
KRR1	0.62425
CXCL1	0.107333333333333
EPM2A	0.1367
PC	-0.108166666666667
DEFB127	2.276
PDZRN4	1.63
FAH	-0.0445
OR51E1	-0.496
CDC2L6	0.220666666666667
DNTTIP1	0.753
PAX8	0.67175
TMEM116	0.3195
C1orf150	0.489
PRO2012	1.17975
MRPL40	-0.375666666666667
BEX1	-4.2472
SLC2A4	-0.939666666666667
PKMYT1	-0.20075
FEZF2	-0.912
SLC26A9	0.249
MAP2	1.80041666666667
LYL1	-2.815
SLC25A19	-0.821333333333333
NOS3	0.0995
ZNF34	0.5505
TMPRSS11F	0.277666666666667
FAM43A	-0.49975
FCRL4	1.006
KLF14	-0.445
FLRT2	-1.3005
WRN	-0.27575
SDF2	0.3861
KRT8P12	0.9545
C6orf195	-2.438
C9orf125	-3.31266666666667
DZIP3	-0.579625
RIT1	1.12975
SCML1	-0.540833333333333
RHBDF2	0.506875
OR2G3	0.895
REXO1L1	0.932
MAP3K7IP3	-0.429375
C3orf57	-7.7445
FBXW11	-0.492166666666667
ETAA1	-0.76775
C14orf131	-1.3041
AKT1S1	-0.3625
SLC12A5	-1.072375
C9orf164	-0.4785
NRIP3	-0.109375
NOS1AP	-1.40475
TMEM121	-1.37825
SAP30BP	-0.0067
DGCR6	-0.065
WDR76	-0.156
FAM82B	-0.1635
LOC606495	-0.1415
MAP9	1.34358333333333
BCDIN3D	0.40225
CXorf36	2.49566666666667
DSCR3	-0.0927
ZFAND3	0.252875
C7orf43	0.234
SPSB3	0.3371
C19orf19	-0.45
FAM133A	-2.766125
C12orf25	-0.275
SLC39A3	-0.82975
DISP2	-0.5765
PI4KAP2	-1.3325
MKRN3	-1.12433333333333
ADAMTS13	-0.477
CBLN3	-0.0978
TTYH1	2.27733333333333
C3orf18	-0.21575
FLJ13236	-2.06675
ZMYND12	1.214
C18orf25	0.767125
GLB1L3	-1.1125
ATP13A5	3.306
RANBP10	-0.914
CD96	-2.4316
DENND1C	-1.91525
RBMS3	-1.13577777777778
SLC41A3	0.6365
DGCR6L	0.3085
TMEM128	-0.289833333333333
CSNK1G3	-0.737571428571428
MOBKL2C	0.663375
TSPAN6	0.683125
MATN2	-0.815
MSL2L1	1.557
ST6GALNAC2	-1.55683333333333
FGFBP2	2.648625
FGL1	-5.96466666666667
MPP3	0.00249999999999999
ARHGEF6	-0.0608333333333333
TGFBR2	-0.93825
ACMSD	-1.0545
IL33	2.456
C9orf5	-0.60625
DEAF1	-1.073
AMN	0.031
DEFA6	0.128666666666667
RNF212	-0.975333333333333
METT5D1	-0.013
CIB1	-0.7978
TSSK1B	0.984
KIAA1727	1.45925
ZNF680	0.13125
LOC399900	0.2055
LOC152217	-0.169833333333333
CTNNAL1	-2.263
CIT	-0.841666666666667
TLE6	0.95425
ZNF607	0.00825000000000001
HERC4	-0.8855
DRAP1	-0.2672
PEMT	-1.3365
C10orf111	-0.801
ZNF575	-0.231625
KCTD7	0.41625
MYO1F	-0.582125
LOC285382	1.27075
RAB11A	0.6671
PLCD3	-0.98475
C15orf28	-0.158
PTBP2	0.927125
CTB-1048E9.5	-0.680125
C19orf60	-0.0151666666666667
C7orf25	1.1365
SETD7	0.1105
HOXB9	-4.643
VANGL1	0.7616875
CHAF1B	-0.327
NDUFA3	-2.11375
KIAA1328	0.899833333333333
SHARPIN	0.3895
TTC23	-0.799
UGP2	1.63333333333333
ANKIB1	0.683
CIRBP	0.000857142857142842
SEC14L4	-1.2095
OVCH1	-0.3126
VPS52	-0.323
FAT	-0.89225
M6PRBP1	-0.30525
GPRIN3	-1.2755
PPM1F	-0.682666666666667
TSR1	-0.169
CCDC85A	1.65975
PCSK5	0.49475
ZFHX3	-1.0795
HEMK1	-0.4988
PGBD2	0.726
RSRC2	0.696333333333333
AURKC	-1.40583333333333
SCRIB	-0.282375
ORM2	-5.62733333333333
FAM115A	-0.3063
FZD6	1.353375
UNC119	-0.296666666666667
GPX3	-0.2877
NOV	2.72875
CABC1	-0.06325
CDC42SE2	0.4146875
EIF2S2	0.5694
RNF130	2.684875
CKAP5	-0.157166666666667
RP11-413M3.2	-0.694375
C10orf18	2.7027
TMEM93	-1.08525
DYX1C1	1.97825
KCNMB2	-1.07325
ANK3	0.551666666666667
KRT5	3.3404
CDH12	-0.691125
QRSL1	0.831125
JUB	-1.612
SHC4	2.856625
CCL15	0.797333333333333
CCDC22	-0.85775
SNX24	-0.6515
RARS	-0.42875
MORC2	0.812
FAM48A	-0.0965
MT1H	-2.6135
PPP1R14C	3.0915
FOXD1	-3.1685
C1orf213	-2.26675
AMT	-1.964
DSN1	0.32525
PTPLAD2	0.23025
DIS3L	-1.664
RASL11A	-1.66675
GPRC5B	1.049
FRMD7	-0.192
STRN4	-0.63875
KITLG	1.92504545454545
HDGF	0.76975
OR1S1	0.498
SETX	-0.798
DDR2	-0.423625
KCTD12	2.38975
LYZL2	-0.54825
WDR52	-2.382
TMEM2	-0.8205
ZNF579	-0.478666666666667
LOC200810	-0.3845
TNFSF9	-1.352
PPFIA4	-1.18775
CNIH3	-0.341166666666667
MAP4K4	-0.889142857142857
ROD1	0.914
ALS2CR12	-1.06483333333333
DOCK3	-0.379
PAQR9	-4.3335
ASB17	1.57866666666667
STX16	-1.849875
FEZ2	0.737
DLAT	0.507
KIF21B	-1.00766666666667
CDC5L	0.4645
TMEM119	0.797
CRIP3	-0.5585
TPSD1	-0.3786
TEPP	-0.64075
GNGT2	0.29175
C21orf121	1.044
WNK1	0.0535833333333333
FLJ10490	-1.335
OR51B5	-2.609
LOC203547	-0.05025
HAS1	0.3115
PPA1	0.309166666666667
ST7	-0.372625
C11orf46	1.6718
POPDC3	-3.88066666666667
ACOX2	-2.17866666666667
ATCAY	-0.630583333333333
TM4SF19	-0.86575
MFSD9	-0.543
PDHB	-0.44225
ERN1	-0.42025
LCE3C	-0.4705
GPR111	0.3285
NOTCH3	-0.208833333333333
ADAMTS5	3.0015
B3GALT1	0.292333333333333
UGCGL1	-1.91433333333333
FAM58A	1.05316666666667
FBXO32	2.297
CLPP	-0.45775
NXPH1	0.589
MTMR3	0.551666666666667
ATP1B3	0.513375
TMEM16A	4.25175
HIST1H3F	0.3255
TRIM25	0.225666666666667
SDCBP2	1.724
CRKL	-0.84475
HOXB2	-1.706
ANP32B	0.37675
GATM	0.795
AP4E1	0.0235
EDG5	0.4545
CDKN3	-0.281333333333333
CDH4	-0.45325
PGD	0.078
RND1	0.737
GAD1	-2.904
MPG	-0.95275
LOC440350	-0.5665
ZNF133	0.491
SERPINB12	0.5425
AMELY	-0.1316
DHX36	-0.66125
TNFAIP8L2	1.89216666666667
PHTF2	0.706411764705882
CCDC112	0.602666666666667
IQCC	-0.52675
HEYL	1.98333333333333
FTSJ2	0.00666666666666663
APPL1	1.6985
RAB43	0.519071428571429
OR10G2	0.34
WAC	1.95683333333333
ADCY9	-0.900875
RUNDC2B	-0.923333333333333
PYCRL	0.4889
AGPAT7	-1.39783333333333
SLC22A9	-1.34066666666667
CDKAL1	1.5785
PDYN	-0.81275
C20orf74	-0.60975
MTMR11	2.1665
VAV3	2.63008333333333
DAPL1	1.22775
STXBP3	0.7515
EIF3G	-0.60625
ARHGAP22	-1.325
NPFFR1	0.5485
NPC1	-0.483833333333333
ALDH9A1	1.65633333333333
ZNF600	0.790125
ZNF678	0.071
RASSF1	1.02458333333333
ADD2	-2.03285714285714
PITPNB	0.638375
PKD2L2	0.314571428571429
LRP11	0.728
CDKL1	-0.077
SMEK2	0.578
PRODH2	-3.6936
C11orf54	0.200833333333333
SFRS11	0.3065
IL7	1.49683333333333
ALS2CR16	-0.64
BTG3	1.75733333333333
PAK2	0.889166666666667
RP11-679B17.1	-0.86875
GATA4	-0.794333333333333
ATP2B1	-0.228
LOC130940	0.003
C1orf172	2.67516666666667
ATF7IP2	0.00850000000000002
SLC25A43	-0.234833333333333
CENTG3	0.40775
IGF2BP1	-4.155
FCHSD1	0.5505
CAMK2N2	-1.42433333333333
ELAVL3	-0.129777777777778
NBPF15	0.647333333333333
UBE2J2	0.133666666666667
GNL2	-0.074
PRR3	-0.3219
NLF2	-0.2885
OR4F6	1.577
KLHL24	1.46633333333333
CCDC88A	0.3015
SGPP1	-1.26166666666667
C10orf11	-0.701333333333333
SLC35B4	-1.05133333333333
UGT3A2	-0.332
ARNT2	1.5604
CBR1	-0.323375
ITPR3	0.362
TRAPPC6B	-0.4353
AMZ1	-1.36
ARP11	2.18575
WDSUB1	0.86775
APBA1	0.3865
RAB2A	1.2556
C6orf162	0.281875
HPSE2	0.32075
PLCE1	-0.3085
INSL3	-0.2035
DLG1	0.6615
PTPLA	1.66875
PIGX	-0.1405
TFIP11	-0.425666666666667
FIBIN	3.378
POLR2G	0.019
GRAP2	-1.44733333333333
DNAJB8	0.097
CNBP	1.77616666666667
WASF1	1.89125
INPP5E	-0.874
HSPB1	-1.6699375
TMEM167	0.523
CUBN	0.1665
IGF1	1.8335
ITPK1	-0.4433
NAALAD2	-1.8756
G3BP1	-0.4238
NT5DC1	0.858125
CYP39A1	4.014
TMEM139	2.37458333333333
POLK	-0.3394
GLULD1	-1.2275
RBM15	-1.0525
AMZ2	-0.053
GDF15	-5.27416666666667
MESDC2	-0.96125
INCA	0.701333333333333
ACY1L2	0.883
GZMM	-1.14416666666667
PAIP1	1.51475
CACNA2D1	-0.886666666666667
STK32C	-0.693166666666667
SH3BP4	-0.637333333333333
DEC1	0.9025
PADI1	1.688
UBB	0.0198
PON3	0.113333333333333
PROP1	0.463
ANKRD13B	1.361
ADCK1	-0.4785
TCF25	-0.424666666666667
SLC38A5	-2.3475
CXorf26	1.02233333333333
C19orf39	-0.1685
PPP1R13B	-0.0755
ARL2	-0.208
TCL6	0.155
TOP3A	-1.3915
SLC16A14	-1.8905
FXYD6	3.14333333333333
HIST1H4E	-1.73425
BBC3	-0.449368421052631
UNC5A	0.406333333333333
FAM86C	-0.4094
PI4KB	1.0145
B3GAT1	1.47675
SUSD2	-0.129166666666667
OAZ2	-0.476833333333333
NOC4L	-0.7535
C10orf12	-0.55925
FADS1	-1.90316666666667
LOC144097	0.133
DKK2	-0.0544
KIAA1949	-0.035
RHOT1	0.1075
OXT	0.671
GPR153	-1.337
ARL4A	0.272833333333333
SAAL1	-0.02425
CCDC64	0.0295
USE1	-0.0831666666666667
HNMT	-0.239833333333333
PCGF3	-0.686125
CYP2C19	0.06825
