Hybridization REF	TCGA-E2-A15C-01A-31R-A12D-07
SLC9A5	-0.9065
EPDR1	-1.7032
MUSK	-0.210333333333333
ZNF434	0.25
SMARCD1	-0.575666666666667
ZFP106	-0.12625
ZNF347	0.0706
GTF2E1	0.333
RY1	-0.5645
ATAD2B	0.30875
ARHGAP17	-0.1165
KCNIP3	-1.21725
SFPQ	0.139625
GFRA4	0.409666666666667
AKR1B10	-3.55625
TIGD6	1.573
RGS16	2.467625
URB1	-0.684
OR4C46	-0.375
TOP3B	-1.184
NFATC4	0.627
CA14	-3.98375
BMPR1A	0.0748333333333333
SNRP70	-0.99125
PRL	-0.0965833333333333
C6orf130	0.347
STAG2	-0.3345
CD55	-0.210714285714286
RPS23	0.660666666666667
SSX2	-1.6566
FDPSL2A	-0.5715
FBXO27	-0.2515
SYNGR3	-1.321
TMSL3	2.1545
EML1	-1.625
NUP93	-0.876
SMAD3	-0.00759999999999999
KIAA1189	2.40133333333333
HNRPUL2	-0.518833333333333
TBC1D12	0.460333333333333
C16orf24	1.7635
MRVI1	1.59966666666667
ZNF581	-0.309166666666667
ELOVL3	-0.835
OR51Q1	0.3035
CACNB3	0.885333333333333
GALNT13	-1.0875
C10orf84	1.3869375
NEDD4	-0.7264
SPO11	1.3245
OR5AU1	0.227
NEK4	-0.0313571428571429
PRKAR2A	-1.1565
IHPK1	0.0831666666666667
ATP6V0B	0.363625
CACNA1E	2.265
CEACAM8	-0.3024
PEX14	0.3125
FLJ12993	2.673
ZBTB38	-0.178916666666667
PCTK2	0.922166666666667
LRRC16	1.2796
FBLIM1	-0.112833333333333
FYCO1	1.41725
RP5-1022P6.2	-0.754583333333333
CMTM1	0.109833333333333
PLTP	-0.755166666666667
RAPH1	1.013125
DOCK8	0.829375
EZH2	-1.93486666666667
SLC25A1	-1.54716666666667
PLEKHB1	-0.5569
GRB7	1.7117
ZFP37	-0.84725
MRPL33	-0.63775
PELO	-0.53075
ARMC1	0.0889090909090909
C9orf27	0.29475
FLJ25778	0.1815
C9orf37	-0.6605
TMEM66	0.794
SPRN	-0.00962499999999999
HBEGF	0.011125
PI4KA	-1.1015
LEPRE1	-0.54525
POU2AF1	0.45375
MRPL12	-1.01366666666667
REP15	-0.407
ZC3H3	-0.06375
RASAL1	-1.5
DDAH1	2.420375
ACBD5	1.0715
TMC2	0.1015
CCDC137	-0.79225
SAMD13	1.98783333333333
UGT2B15	-3.64333333333333
TIPARP	0.6635
DNASE1L3	1.2795
TRIM72	0.254333333333333
DBX2	0.8015
IPO8	-0.2595
C21orf88	-0.5997
MAP3K14	0.36075
LOC51233	0.0735
GGTLA4	-1.37775
PDE6D	-0.16675
ZNF117	-0.02775
CLK2	-1.06925
NKRF	-1.085
TNFSF15	2.5586
DUSP2	-0.078375
SECISBP2	0.4526
GABRR2	-1.331
PPAP2C	2.1125
LOC51145	0.0328333333333333
PAG1	-0.3015
PIK3C3	0.827
GNG10	-0.087
APOL4	0.255833333333333
ANKRD28	0.19025
STMN3	-0.7696
RAB14	0.5847
CDK2AP2	-0.62775
HDDC3	0.331375
COMMD7	0.902375
CXXC1	0.20925
HMCN1	-0.891333333333333
CD40	0.72275
DYNC1LI2	-0.29775
GDI1	-0.1275
LOC646938	-0.53
VSNL1	-2.10916666666667
PIH1D1	-0.2995
RAET1G	-1.4325
KRTAP5-9	0.178
EFTUD2	-0.35925
ZNF311	0.869833333333333
ATP6V1G3	0.755
OR2W3	-0.5375
SCN4A	0.029
MED10	-1.14875
FAM135A	-1.6481
ARHGAP4	-1.1635
EHMT2	-0.777625
UFD1L	-1.13175
ERMP1	1.09325
MAG1	-2.851
THAP8	0.525666666666667
HACE1	-0.4725
FAM82C	-0.0356666666666666
C3orf20	0.255
UNC84A	-0.383
SCD5	-0.213928571428571
LASS6	1.930625
LSG1	-0.149333333333333
MAL	-4.16675
GPR22	0.2515
WDR5B	1.1015
ACTRT1	1.1215
C17orf60	-0.336333333333333
GRIN2C	0.4348
ARMC8	-0.15225
SLC47A1	-1.99533333333333
DMPK	0.378
DHRS13	-0.1345
SMC1A	-1.10733333333333
KRTAP17-1	2.0845
SMYD5	-0.8505
TUSC2	0.604875
CRHR2	0.4575
KIR3DL2	-0.1275
CCDC104	0.726
ATP2C1	0.645125
CROT	0.67925
PABPC3	-0.593333333333333
EGR1	1.88783333333333
THSD1	1.92425
KHK	-1.3255
SLC12A2	2.880375
CD58	-1.3085
STOX2	-1.11066666666667
CCDC76	-0.2913
CCDC48	2.59475
DNAH1	0.081
ZIC4	-0.253375
OR1G1	0.00800000000000001
PSMC6	-0.723666666666667
PROKR1	0.571
ABCB1	-0.75
TRAT1	-1.17125
LLGL1	0.1965
MTF1	1.2805
USP54	0.658625
PAGE2B	-2.118
ITGB7	-3.57975
CCDC81	-0.1415
LOC149837	0.137
SCUBE1	0.2095
ZSCAN10	1.4335
HUWE1	-0.316571428571429
CDH17	0.1865
CD180	0.0265
IL17A	0.18525
TMPO	-1.7255
KIAA1524	-1.71383333333333
HDGFRP3	-0.590333333333333
OXCT1	-2.53172727272727
RRAS2	-1.80033333333333
LTBP2	2.8455625
SV2B	1.38083333333333
CYP2A6	0.04575
PKD1L2	-0.408833333333333
PPM1M	0.03975
FLJ22662	1.59683333333333
ZNF502	0.643
GP6	-1.20275
CRYBA2	-0.8765
LEF1	0.0804
CTPS	-2.50614285714286
EYA1	-3.70183333333333
EPS8L1	1.73925
MAPK14	-0.6095
SERPINB2	-3.7675
GTF2F2	0.130833333333333
ZNHIT4	-0.57
PLA1A	-0.49425
C20orf114	1.35625
HPR	-4.5115
C18orf2	-3.5212
SATB2	-2.001
KCNJ9	0.137714285714286
MGC157906	0.7075
MOCS3	0.20875
C17orf71	-0.457666666666667
PPHLN1	-0.269
HIST1H2BN	0.140125
RAPGEF1	-0.619625
MAP3K8	0.374
DLG4	0.806333333333333
STC1	-1.03058333333333
CDGAP	0.41925
DDX26B	-1.64275
LOC150223	-1.9355
CPSF3	-0.6245
TMEM14A	-0.0145
MYH3	-0.64925
GPKOW	0.346
SULT1A1	0.167833333333333
SPON1	4.5433
YY1AP1	0.179833333333333
RAB23	-0.12575
PLA2G4A	-3.98775
MAPRE3	-1.325
ZNF516	1.83635714285714
GGPS1	0.61525
EXOC3L2	0.125125
C19orf42	0.7845
MAP2K2	-0.411333333333333
HIST1H2BB	0.38275
RNF19B	0.420833333333333
C6orf128	0.395166666666667
TLR8	1.844
PCDHA9	-0.3225
CARS2	0.38325
CLUL1	3.60683333333333
RHAG	-4.009
UNK	0.1975
EXOC8	0.6478
C9orf95	0.80025
C14orf143	0.436166666666667
MAML3	0.1565
LDHA	-2.05275
MRPL20	0.527
KLHDC6	-0.0363333333333333
ATP5S	0.152
C8orf55	0.8
PHF19	-2.605625
KRTAP13-4	0.62
TTC5	0.08925
XKR5	-0.6965
SILV	-3.97166666666667
TEX28	-1.178
TCTN1	0.6265
CX40.1	0.27325
PPP2R5C	-0.33175
C12orf30	-1.86583333333333
CAPG	2.12975
MPZL1	0.39525
ARSB	-1.00466666666667
TDH	-3.298
WASF4	0.98225
TSSK3	-0.571666666666667
7A5	2.298
CRISPLD1	0.85775
MAD1L1	-0.690666666666667
SPIN4	-0.2585
AMPD1	2.35225
DPYSL5	-0.384
INPP1	-0.55
ANKRD11	-1.48561111111111
NPAS4	0.00862499999999999
GCET2	0.0887
RNASE9	0.5645
GUCY2D	0.165166666666667
CCDC98	0.33075
FGF4	-0.417375
CPM	-2.16116666666667
SLC26A4	-1.89733333333333
PLD5	-0.14875
FAM59A	2.3301
FBXO5	-2.47455555555556
SIPA1L1	0.1565
DPYS	0.26625
ATG4D	0.000249999999999999
TGM3	0.676
MTCH1	-0.166375
HK1	0.224714285714286
CDC26	0.25375
GALNT12	-2.6055
LOC339229	0.1325
MRPL35	0.100375
ORC4L	-0.351
TNKS	-0.700357142857143
C2orf24	0.383666666666667
ZNF553	1.23883333333333
GGTLA1	2.7265
ZNF497	0.2485
CDY1B	0.84475
SLC30A4	0.079
TUB	-0.917375
ARHGEF18	0.73175
ARRB1	0.88325
KCNK1	1.590125
EREG	-3.9227
SCAMP5	0.01175
RUNDC3B	1.2885
ADAMTS20	0.55475
IL17RB	1.17775
FLJ20323	-0.178
MCAM	-0.097125
POLR3E	-0.96775
AQR	0.431333333333333
IPMK	0.643
CDCA7	-4.8625
CAMP	1.1415
GRHL3	0.854
ADAMTSL2	1.7365
CLMN	2.20866666666667
SSTR3	0.4615
MAGEA5	-2.43266666666667
OVOL2	4.36675
JMJD1B	0.22575
RBL2	-0.2107
PYGO2	0.58375
PPP1R10	0.514833333333333
CSE1L	-1.16633333333333
LCA5	1.78575
RDH16	0.216
ASRGL1	-0.320875
TOM1	-0.154833333333333
PTX3	-4.69625
TTC15	-0.00275000000000001
SCGB3A1	1.29983333333333
MRPL50	-1.24925
RCAN3	0.6555
SLC26A11	0.74875
STYX	-0.5415
CINP	-0.454
MARCH7	-0.163
PFKM	-0.7215
SGMS1	0.768666666666667
RIOK3	0.2694
C1orf110	0.795
CES7	-0.036875
LOC440248	-1.54725
PPP1R12C	-0.276
C10orf27	0.0655
ATG9A	-0.74825
MRPS26	0.89675
TMEM40	2.49625
ELP3	-0.8831
ZNF787	0.2659
HIAT1	0.161875
C8orf34	1.69333333333333
MGC4655	-0.3464
PELI1	-0.0681666666666667
PPT1	1.3456
SLC35C2	-0.0448333333333333
C6orf125	-0.33375
MUC4	-1.87466666666667
RFC4	-2.20242857142857
GNB2	0.172833333333333
NUP50	-0.571357142857143
SULT4A1	-1.65833333333333
C7	3.0555
CCDC130	0.403333333333333
ARRDC4	-0.51825
RQCD1	-0.6245
GLYCTK	-0.90975
AYTL2	-1.24090909090909
MTUS1	0.2333
LEMD3	-0.0388333333333333
PLEKHF2	2.86025
HOXA7	0.353625
GTF3C2	-1.42
DYNLRB2	4.1965
CNOT10	-0.33825
MR1	0.4655
FFAR1	0.22525
PRIC285	0.2525
SLITRK6	4.0425
LIX1	-1.7898
UBE1L2	-0.369666666666667
F8	1.16825
ACHE	-0.171833333333333
KPNA5	0.379
TNFRSF12A	-0.292
EGR3	1.52
SERPIND1	-3.7665
OASL	1.15125
IFRD1	-1.691875
WDFY1	-0.207666666666667
ZNF267	0.48375
ACCN5	0.101
ZBTB6	0.33075
PPP1R3A	-0.098
PRRT3	2.2375
FBXL19	-0.2695
TXNIP	1.67978571428571
ACTN2	-2.20375
ATG9B	-0.66925
C9orf117	1.7905
IL27	0.869
RPL36AL	-0.007
KLK15	-0.169333333333333
CHAD	3.1175
RAP2B	0.1362
HEBP2	1.46375
ZNF342	0.137
CAMK2G	-0.619166666666667
TLR3	2.20675
FGF14	0.82075
HMGB2	-0.570625
TRPM5	0.0351666666666667
OR5M11	0.5015
KIF3B	0.519
PRICKLE2	0.71975
MTMR9	-0.24875
C3orf27	0.258
GLRA3	-2.18466666666667
NSDHL	-0.0673333333333333
TMEM32	-0.61775
POLR2D	-1.37383333333333
MYADML	0.293
C9orf114	-0.0295
MRGPRX1	0.378
TOPORS	0.7695
CLDN19	0.1525
C1QL4	-0.0675
RNF165	0.0405
DHRS9	-0.429
DNAH2	0.336833333333333
FXR1	-1.00983333333333
ZMYM3	-0.899375
CASP3	0.0931666666666667
FAM120C	-0.229875
SCLY	-0.72075
CA7	-0.000999999999999997
ENTPD5	0.4225
ZNF461	0.06275
PDIA5	-1.1675
C1orf19	-1.09216666666667
TMEM67	0.72675
KCTD20	-1.1425
WDR47	1.3765
FLJ38723	0.3055
KLRF1	-0.102166666666667
TAS2R16	1.044
CLDN12	0.632
PRKCE	-1.133
UBXD4	-1.066
ITGAM	2.445
GLT8D3	-0.60225
WDR31	1.6406
RGS2	1.2615
OR51L1	0.4155
MST1R	0.9525
KIAA1737	1.52525
OR4A5	0.00950000000000001
GLIS1	-1.108
PTMA	0.3065
NAPA	0.3715
PRDM11	0.333
LIPF	-0.6455
DIRAS3	-0.08975
ASGR2	-3.779375
C1QTNF4	1.2525
PIK3R4	0.132666666666667
ARMC3	3.23375
NDUFV3	-0.782
BTBD3	-0.403
PPP1R2	0.36675
UBE2NL	-0.27275
FOSL2	0.608428571428571
FAM119A	-1.58716666666667
TUBA4A	-0.9261
KRTAP12-1	-0.0565
SFRS2	-1.40825
RHPN1	0.3646
EEF2	-0.6435
ZDHHC11	-1.48
EPHA3	-0.5527
RBM12	0.3855
H2AFJ	1.32575
EDIL3	2.806
KIF26A	-1.08675
SERGEF	0.059
B3GALT4	2.72125
LOC90925	1.65083333333333
OSCAR	0.59075
NPFF	-0.077625
DEDD	0.17175
TMEM155	-0.421625
PTPN1	1.2595
SCYL2	0.2295
SKAP1	0.761
LEAP2	-1.48866666666667
GADD45G	3.0389
IFITM3	1.067875
PILRB	-0.647666666666667
SLU7	0.2215625
DSC3	2.09125
DNMT3L	-1.4615
PAPD5	-0.648875
B3GNT3	0.796
LHCGR	0.148
MSL-1	-0.163
UBE2S	-2.1545
SAP130	-0.351
ANAPC11	0.1995
MAGED4B	-1.9615
ATP6V1B2	-0.221166666666667
C14orf179	1.329
CAPZA1	-0.21
CDYL2	0.113166666666667
GLRX3	-1.14983333333333
LOC136288	-0.95775
MOBKL1A	-0.1295
HTR2B	3.83275
CRYGD	-0.00283333333333333
NUS1	-0.5805
PGRMC1	-0.9005
MYOM2	2.26775
FLJ39653	-0.9825
CHM	-0.3032
OR5M8	0.6165
ZNF619	1.0175
FAM105A	0.344
CCNL1	-0.977375
NAP1L3	0.40825
C10orf57	2.01116666666667
B3GALNT1	0.892
CSN1S2A	0.398
TCP10L	0.382
GDAP2	-0.01925
DMKN	0.0108333333333333
COX6B1	0.3615
DNASE2	0.438333333333333
MSH5	-1.54775
LGMN	-0.208625
USP31	0.047
OR13C8	-0.1055
SDCBP	0.3368
NUDT11	-2.15433333333333
PYGL	-1.779
SNPH	-0.8785
B3GNT4	-0.817
MIZF	-0.1256
NUBPL	0.237875
NOD1	-0.421333333333333
CDH22	1.775875
NUBP1	0.774166666666667
DSCAM	-3.48675
DGKI	1.525
FAM136A	-1.26625
AKAP1	-0.6255
SLC16A6	-1.286
RIN3	-0.65825
PSG2	0.11775
DIP2B	0.700083333333333
PSORS1C1	0.1185
KIAA0495	-0.216
FLJ90709	0.0748333333333333
LPA	-0.587333333333333
PIGA	-0.310833333333333
LY75	2.17566666666667
UTS2	-6.3765
RREB1	0.139875
GALNACT-2	-0.0019
MGC3196	-0.56175
FLJ31568	-0.7085
LPHN1	-0.17925
SP1	0.810375
TOX4	0.307833333333333
HSPA9	0.4583
APOBEC1	0.0085
SLC35E4	-0.966
LSM5	-1.10675
SURF1	0.38525
ZBTB1	0.596583333333333
GTF2F1	-0.147
RPS15A	0.288714285714286
DUSP21	-0.159
GINS4	-2.87183333333333
MYO15A	1.048
GIMAP7	3.94475
MGC13379	1.44275
ATP6V1E2	-0.185333333333333
UTP3	0.42525
HNRPA3	-0.0796875
MT4	0.987
C14orf155	0.818
U1SNRNPBP	0.7375
CKLF	-0.8775
PLEKHN1	0.2675
MBNL1	-0.525083333333333
NUP160	-1.22725
ACSM2A	-2.051
LOC129881	0.30775
KIAA1529	0.30275
FLJ22639	-0.4125
HAND1	-0.913
GSX1	-0.0275
FGA	-4.1961875
SERPINB1	-0.137
ZNF642	0.042
IGFBP1	-7.739875
SLC1A1	-1.464875
DHX57	-0.675125
ZNF766	-0.033
PTPN21	1.0172
GDPD3	2.50366666666667
PNPLA5	-0.1375
TBR1	0.317333333333333
FAM116A	0.32525
IQGAP1	0.883625
FOS	2.49875
ZNF226	0.29575
FIGNL1	-0.794
C14orf1	0.210166666666667
ZMYND17	-0.2525
PUS7	-1.38866666666667
TUBB6	-0.8765
KCNQ2	-1.2385
MARCH6	-0.466583333333333
CCDC33	0.125
PRODH	-1.273
RBM11	1.6785
EPHA6	0.915375
SLC43A1	-0.89375
LOC196541	0.0942857142857143
NTN1	1.93625
ING4	0.97375
PCDHB10	0.42525
DPH2	-0.7185
SPACA4	0.3855
FBXL21	-7.219
DIAPH1	-1.11683333333333
ZNF71	0.478166666666667
CEP76	-0.1965
CORO1A	-0.474
RRM2	-3.9745
EDG4	0.82325
OS9	-0.241666666666667
SLC4A1AP	-0.39275
COG5	-0.688
COPS8	0.1005
NGLY1	-0.48175
NCBP2	-0.090375
C17orf42	-0.281833333333333
GPSM3	0.29625
SIL1	0.492333333333333
ASB6	-0.4285
SMAD5OS	0.141166666666667
UNC93A	-3.0615
A1BG	0.161666666666667
C21orf62	0.37775
FMO5	0.033
ATRIP	0.535666666666667
CEBPG	-0.186166666666667
C7orf38	-0.291833333333333
TNFRSF1B	0.156
CLEC1A	1.58633333333333
IQSEC1	0.015875
PATZ1	0.7373
RBM22	0.291625
BAG2	-2.7025
PAQR5	-1.93483333333333
C9orf127	1.5916
THNSL1	-0.56325
SHROOM3	2.0472
JAM2	1.2995
SNRPN	-2.442
ALX4	0.352
CACNA1S	0.1745
FAM130A1	0.50825
CORIN	2.3845
CD300LB	0.565
PLEKHG6	0.5235
LRRC40	-0.70375
PCLKC	-0.9005
PCDHB16	0.757333333333333
WNT2B	1.47066666666667
ASNS	-2.93588888888889
MRPL49	0.152875
FLJ46111	0.04175
ISG20	-0.100875
SMU1	0.4035
CASZ1	0.743
POLR1D	-0.0668333333333334
GIN1	0.068
SNAG1	0.3505
ANKRD29	-1.9485
CDKN2AIP	0.18475
KRR1	0.14425
CXCL1	-2.79166666666667
EPM2A	-0.4274
PC	-0.6335
DEFB127	-0.03
PDZRN4	1.60766666666667
FAH	0.529
OR51E1	2.024
CDC2L6	-0.274333333333333
DNTTIP1	-0.447
PAX8	-0.1475
TMEM116	1.384
C1orf150	0.4185
PRO2012	-0.509
MRPL40	-0.896166666666667
BEX1	-3.393
SLC2A4	-0.0513333333333333
PKMYT1	-1.538
FEZF2	-1.01383333333333
SLC26A9	-1.91666666666667
MAP2	-0.427666666666667
LYL1	-1.0165
SLC25A19	-0.930666666666667
NOS3	-0.6145
ZNF34	1.37183333333333
TMPRSS11F	-1.03375
FAM43A	-0.6445
FCRL4	1.87683333333333
KLF14	-0.19525
FLRT2	0.176333333333333
WRN	-1.8745
SDF2	0.8629
KRT8P12	0.11725
C6orf195	0.462
C9orf125	-1.12633333333333
DZIP3	-0.395875
RIT1	0.548833333333333
SCML1	-1.34116666666667
RHBDF2	0.188125
OR2G3	0.2485
REXO1L1	-0.182
MAP3K7IP3	0.596375
C3orf57	0.414
FBXW11	-0.748
ETAA1	-0.25025
C14orf131	0.0636
AKT1S1	-0.6945
SLC12A5	-1.1415
C9orf164	1.66975
NRIP3	0.411125
NOS1AP	-0.66
TMEM121	1.97575
SAP30BP	0.1307
DGCR6	0.165
WDR76	-2.01975
FAM82B	0.303416666666667
LOC606495	-0.499
MAP9	-0.538583333333333
BCDIN3D	1.69075
CXorf36	3.522
DSCR3	-0.0476
ZFAND3	0.0905
C7orf43	0.170833333333333
SPSB3	1.9649
C19orf19	0.3285
FAM133A	-1.6365
C12orf25	0.5035
SLC39A3	-0.4995
DISP2	0.6255
PI4KAP2	-2.523
MKRN3	-2.97266666666667
ADAMTS13	0.14375
CBLN3	0.4651
TTYH1	-0.715666666666667
C3orf18	0.53975
FLJ13236	0.204
ZMYND12	4.11275
C18orf25	0.64275
GLB1L3	-1.417
ATP13A5	0.7045
RANBP10	-0.21575
CD96	-0.8874
DENND1C	0.15675
RBMS3	1.0024
SLC41A3	0.289333333333333
DGCR6L	0.2145
TMEM128	0.968666666666667
CSNK1G3	0.538857142857143
MOBKL2C	1.244625
TSPAN6	0.967
MATN2	-1.2076
MSL2L1	-0.374333333333333
ST6GALNAC2	1.29066666666667
FGFBP2	-0.8125
FGL1	-5.97766666666667
MPP3	-0.714
ARHGEF6	1.64233333333333
TGFBR2	0.239
ACMSD	-1.5755
IL33	3.352
C9orf5	0.26575
DEAF1	0.1203
AMN	-0.0295
DEFA6	0.23
RNF212	-2.09175
METT5D1	0.678166666666667
CIB1	0.6936
TSSK1B	0.37175
KIAA1727	0.43275
ZNF680	0.334666666666667
LOC399900	-0.5445
LOC152217	0.791666666666667
CTNNAL1	-3.1585
CIT	-1.851
TLE6	0.90675
ZNF607	-0.46125
HERC4	-1.40566666666667
DRAP1	-0.9351
PEMT	-0.02725
C10orf111	-0.641
ZNF575	1.417375
KCTD7	-0.16875
MYO1F	0.456125
LOC285382	-0.6395
RAB11A	0.7248
PLCD3	-0.2225
C15orf28	0.08075
PTBP2	-0.45925
CTB-1048E9.5	-0.676875
C19orf60	0.18
C7orf25	0.2115
SETD7	0.1095
HOXB9	-3.984
VANGL1	-0.4435625
CHAF1B	-1.2775
NDUFA3	0.3415
KIAA1328	0.7935
SHARPIN	0.729625
TTC23	-0.301625
UGP2	0.57075
ANKIB1	-0.4309
CIRBP	1.78814285714286
SEC14L4	-3.3735
OVCH1	-0.027
VPS52	-0.63
FAT	-0.381125
M6PRBP1	-0.56175
GPRIN3	-0.7095
PPM1F	-0.968
TSR1	-1.01175
CCDC85A	3.27075
PCSK5	1.08275
ZFHX3	0.255
HEMK1	1.0435
PGBD2	0.98975
RSRC2	-0.1125
AURKC	-1.62183333333333
SCRIB	0.975125
ORM2	-4.19633333333333
FAM115A	0.1465
FZD6	-0.352875
UNC119	0.2665
GPX3	-1.1354
NOV	1.010875
CABC1	-0.240375
CDC42SE2	0.336125
EIF2S2	-0.3073
RNF130	0.557
CKAP5	-1.31083333333333
RP11-413M3.2	0.691625
C10orf18	0.3425
TMEM93	0.04725
DYX1C1	2.4975
KCNMB2	-2.69642857142857
ANK3	1.99708333333333
KRT5	0.1344
CDH12	-2.162625
QRSL1	-0.436125
JUB	-0.6505
SHC4	-1.36675
CCL15	1.661
CCDC22	0.26025
SNX24	0.47025
RARS	-0.1565
MORC2	0.05825
FAM48A	-0.191
MT1H	-0.514
PPP1R14C	-0.708333333333333
FOXD1	-2.46471428571429
C1orf213	-1.30175
AMT	0.2174
DSN1	-1.56625
PTPLAD2	1.1855
DIS3L	-0.5735
RASL11A	1.61875
GPRC5B	0.633875
FRMD7	1.3035
STRN4	0.10525
KITLG	1.87068181818182
HDGF	-1.5095
OR1S1	0.5035
SETX	-0.2112
DDR2	0.207375
KCTD12	1.709
LYZL2	0.00475
WDR52	0.2055
TMEM2	-0.03275
ZNF579	0.669
LOC200810	0.55225
TNFSF9	-1.645875
PPFIA4	-3.147
CNIH3	0.808833333333333
MAP4K4	-2.08835714285714
ROD1	0.493857142857143
ALS2CR12	-0.270333333333333
DOCK3	-1.521
PAQR9	-4.8215
ASB17	0.142
STX16	-1.172875
FEZ2	-0.1645
DLAT	-0.579333333333333
KIF21B	-1.333
CDC5L	-0.5815
TMEM119	1.395
CRIP3	-1.7845
TPSD1	-0.112166666666667
TEPP	0.26575
GNGT2	0.83275
C21orf121	1.32475
WNK1	-0.68
FLJ10490	0.7315
OR51B5	-1.923
LOC203547	-1.100375
HAS1	0.0515
PPA1	-1.18966666666667
ST7	-0.821375
C11orf46	0.5336
POPDC3	-3.7225
ACOX2	2.73733333333333
ATCAY	-0.667166666666667
TM4SF19	-3.0965
MFSD9	-0.555333333333333
PDHB	0.47175
ERN1	-0.33075
LCE3C	0.316
GPR111	0.1885
NOTCH3	2.25
ADAMTS5	2.7485
B3GALT1	-1.032
UGCGL1	-0.4835
FAM58A	0.4865
FBXO32	2.12775
CLPP	-0.23425
NXPH1	1.67625
MTMR3	0.828666666666667
ATP1B3	-0.71425
TMEM16A	4.32375
HIST1H3F	0.321
TRIM25	-0.727333333333333
SDCBP2	1.1525
CRKL	-0.811625
HOXB2	0.0955
ANP32B	-0.882125
GATM	4.8045
AP4E1	-0.428375
EDG5	0.453125
CDKN3	-3.09833333333333
CDH4	-2.3685
PGD	-1.17816666666667
RND1	0.915
GAD1	-2.4115
MPG	0.86075
LOC440350	-0.2025
ZNF133	0.62975
SERPINB12	0.6425
AMELY	-0.0936
DHX36	-0.9555
TNFAIP8L2	3.09216666666667
PHTF2	-0.517555555555556
CCDC112	-0.287166666666667
IQCC	-0.31125
HEYL	3.70533333333333
FTSJ2	-0.477666666666667
APPL1	0.28575
RAB43	0.216428571428571
OR10G2	0.1385
WAC	0.445
ADCY9	1.2085
RUNDC2B	0.4615
PYCRL	1.3117
AGPAT7	-1.14533333333333
SLC22A9	-1.63566666666667
CDKAL1	-0.547
PDYN	-0.34
C20orf74	0.91625
MTMR11	0.65025
VAV3	5.29225
DAPL1	0.173
STXBP3	0.851
EIF3G	-0.01075
ARHGAP22	-0.4055
NPFFR1	0.171
NPC1	-0.176166666666667
ALDH9A1	0.189
ZNF600	0.346125
ZNF678	0.150833333333333
RASSF1	0.200333333333333
ADD2	-2.912625
PITPNB	-0.8185
PKD2L2	0.487375
LRP11	-0.63675
CDKL1	-0.098
SMEK2	0.09125
PRODH2	-3.04383333333333
C11orf54	1.01666666666667
SFRS11	0.0478333333333333
IL7	0.163166666666667
ALS2CR16	0.93
BTG3	-1.73266666666667
PAK2	0.0338333333333334
RP11-679B17.1	-0.88675
GATA4	-2.02433333333333
ATP2B1	-0.9275
LOC130940	2.3005
C1orf172	2.99483333333333
ATF7IP2	-0.6265
SLC25A43	-1.85316666666667
CENTG3	0.0543333333333333
IGF2BP1	-3.8137
FCHSD1	-0.00950000000000001
CAMK2N2	1.23266666666667
ELAVL3	-0.0956
NBPF15	-0.8845
UBE2J2	-0.0881666666666667
GNL2	-1.029
PRR3	-0.8446
NLF2	1.12175
OR4F6	0.969
KLHL24	0.968666666666667
CCDC88A	-1.9976
SGPP1	-1.34316666666667
C10orf11	-0.5435
SLC35B4	-1.37216666666667
UGT3A2	-1.333
ARNT2	-0.9396
CBR1	0.217875
ITPR3	-0.797333333333333
TRAPPC6B	-0.2149
AMZ1	1.6355
ARP11	0.7575
WDSUB1	0.8645
APBA1	0.404
RAB2A	1.3387
C6orf162	0.190375
HPSE2	0.21875
PLCE1	3.262
INSL3	0.14625
DLG1	-0.1225
PTPLA	-2.946
PIGX	-0.261625
TFIP11	0.104
FIBIN	3.5355
POLR2G	-0.31975
GRAP2	-2.157
DNAJB8	0.34475
CNBP	1.04266666666667
WASF1	-2.6985
INPP5E	-1.137
HSPB1	0.3174375
TMEM167	-0.2161
CUBN	-0.131
IGF1	3.1453125
ITPK1	-0.5924
NAALAD2	-2.53742857142857
G3BP1	0.4043
NT5DC1	0.041625
CYP39A1	-0.2045
TMEM139	1.72725
POLK	-0.435333333333333
GLULD1	-1.692
RBM15	-1.36783333333333
AMZ2	0.1295
GDF15	-1.16266666666667
MESDC2	0.1295
INCA	0.594
ACY1L2	-2.458
GZMM	-0.480333333333333
PAIP1	0.032
CACNA2D1	-0.70175
STK32C	-0.202833333333333
SH3BP4	1.18116666666667
DEC1	0.00349999999999998
PADI1	0.511
UBB	0.4354
PON3	-2.519
PROP1	0.678
ANKRD13B	-0.525
ADCK1	-0.24875
TCF25	-0.391416666666667
SLC38A5	-1.83075
CXorf26	0.535
C19orf39	0.78975
PPP1R13B	1.0095
ARL2	-0.9425
TCL6	-0.08375
TOP3A	-0.5345
SLC16A14	0.242
FXYD6	1.42383333333333
HIST1H4E	-0.0665
BBC3	1.06405263157895
UNC5A	0.436166666666667
FAM86C	-0.1753
PI4KB	-0.032875
B3GAT1	-3.49975
SUSD2	1.69666666666667
OAZ2	0.107333333333333
NOC4L	-0.25
C10orf12	-0.166
FADS1	-3.23383333333333
LOC144097	-0.82675
DKK2	1.68766666666667
KIAA1949	-0.34375
RHOT1	-0.00200000000000004
OXT	1.71
GPR153	1.007
ARL4A	-1.48616666666667
SAAL1	-1.57025
CCDC64	-0.555
USE1	-0.144166666666667
HNMT	0.723833333333333
PCGF3	0.2339375
CYP2C19	-0.47975
C20orf4	0.289
