Hybridization REF	TCGA-AR-A1AK-01A-21R-A12P-07
GTF2E1	0.49225
RY1	-0.353
ATAD2B	0.415
ARHGAP17	0.079
KCNIP3	-1.05225
SFPQ	0.287
GFRA4	0.409166666666667
AKR1B10	-3.62925
TIGD6	0.818333333333333
RGS16	2.8065
URB1	-0.9705
OR4C46	0.714666666666667
TOP3B	-0.4755
NFATC4	0.4395
CA14	-2.71475
BMPR1A	-0.803166666666667
SNRP70	-0.814875
PRL	-0.345363636363636
C6orf130	-0.097
STAG2	-0.7195
CD55	-1.11442857142857
RPS23	0.672333333333333
SSX2	-2.16116666666667
FDPSL2A	-0.18025
FBXO27	1.452625
SYNGR3	-1.3265
TMSL3	2.23775
EML1	-0.8985
NUP93	-1.31458333333333
SMAD3	-0.305
KIAA1189	0.182
HNRPUL2	-0.748666666666667
TBC1D12	0.4845
C16orf24	1.1735
MRVI1	2.40416666666667
ZNF581	-0.2075
ELOVL3	1.4045
OR51Q1	-0.28475
CACNB3	-0.139
GALNT13	-1.01375
C10orf84	0.87275
NEDD4	-0.4617
SPO11	0.8135
OR5AU1	-0.2445
NEK4	0.252285714285714
PRKAR2A	-1.11833333333333
IHPK1	0.00466666666666667
ATP6V0B	0.699
CACNA1E	1.7115
CEACAM8	0.337666666666667
PEX14	0.0305
FLJ12993	-1.258
ZBTB38	-0.834416666666667
PCTK2	1.0785
LRRC16	0.327
FBLIM1	-0.0183333333333333
FYCO1	1.13725
RP5-1022P6.2	0.0201666666666667
CMTM1	0.499666666666667
PLTP	0.953833333333333
RAPH1	0.522625
DOCK8	1.264
EZH2	-1.63553333333333
SLC25A1	-0.266666666666667
PLEKHB1	0.6803
GRB7	1.4908
ZFP37	-0.098
MRPL33	0.30625
PELO	-0.0485
ARMC1	-0.485818181818182
C9orf27	0.328125
FLJ25778	-0.497
C9orf37	-0.916333333333333
TMEM66	0.315
SPRN	-0.4655
HBEGF	1.2825
PI4KA	-0.761
LEPRE1	-1.14475
POU2AF1	-2.601125
MRPL12	0.132666666666667
REP15	-1.122
ZC3H3	0.26525
RASAL1	-0.9315
DDAH1	0.560625
ACBD5	0.98
TMC2	0.3455
CCDC137	-0.73675
SAMD13	-0.396333333333333
UGT2B15	-3.61166666666667
TIPARP	0.4205
DNASE1L3	3.4385
TRIM72	0.371666666666667
DBX2	1.6875
IPO8	-0.6215
C21orf88	-0.3966
MAP3K14	1.38425
LOC51233	0.848333333333333
GGTLA4	-0.662
PDE6D	-0.02425
ZNF117	-0.54
CLK2	-0.74725
NKRF	-1.1115
TNFSF15	-0.1473
DUSP2	1.046375
SECISBP2	-0.1231
GABRR2	-0.7125
PPAP2C	0.7105
LOC51145	-0.0906666666666667
PAG1	0.247125
PIK3C3	0.06925
GNG10	0.3865
APOL4	0.903166666666667
ANKRD28	-0.78925
STMN3	-1.1232
RAB14	0.537
CDK2AP2	-0.78075
HDDC3	0.050375
COMMD7	0.742125
CXXC1	-0.07375
HMCN1	-0.893166666666667
CD40	1.2245
DYNC1LI2	-0.516
GDI1	0.26475
LOC646938	-0.75575
VSNL1	-2.67683333333333
PIH1D1	-0.536666666666667
RAET1G	-1.2345
KRTAP5-9	0.2175
EFTUD2	0.20425
ZNF311	-0.303166666666667
ATP6V1G3	0.27775
OR2W3	0.0665
SCN4A	0.889
MED10	-0.577
FAM135A	-0.1245
ARHGAP4	-0.29625
EHMT2	-0.887625
UFD1L	-0.1205
ERMP1	-0.28375
MAG1	-1.09616666666667
THAP8	0.662833333333333
HACE1	-0.1625
FAM82C	0.31
C3orf20	0.435
UNC84A	-0.578
SCD5	-0.16
LASS6	1.324625
LSG1	-0.402166666666667
MAL	-4.35725
GPR22	0.314
WDR5B	1.39825
ACTRT1	0.0745
C17orf60	1.21766666666667
GRIN2C	1.0771
ARMC8	0.0974166666666667
SLC47A1	0.876833333333333
DMPK	0.2045
DHRS13	0.789666666666667
SMC1A	-1.13983333333333
KRTAP17-1	2.099
SMYD5	-0.35825
TUSC2	0.314375
CRHR2	0.2555
KIR3DL2	-1.0065
CCDC104	0.80825
ATP2C1	0.021875
CROT	0.2095
PABPC3	-1.222
EGR1	3.35133333333333
THSD1	1.4255
KHK	-0.9445
SLC12A2	0.6314375
CD58	-0.033
STOX2	-0.00433333333333333
CCDC76	-0.8063
CCDC48	4.13775
DNAH1	0.5405
ZIC4	-0.0935714285714286
OR1G1	0.068
PSMC6	-0.559333333333333
PROKR1	0.439
ABCB1	0.92725
TRAT1	0.33575
LLGL1	-0.14
MTF1	0.42325
USP54	0.177875
PAGE2B	-2.218
ITGB7	-3.55775
CCDC81	-0.754
LOC149837	-0.02775
SCUBE1	1.231
ZSCAN10	0.999
HUWE1	-0.872214285714286
CDH17	2.2985
CD180	1.3745
IL17A	-0.3395
TMPO	-1.323
KIAA1524	-0.902166666666667
HDGFRP3	-0.22
OXCT1	-1.65881818181818
RRAS2	-1.0975
LTBP2	2.94375
SV2B	3.28883333333333
CYP2A6	3.42875
PKD1L2	-0.570833333333333
PPM1M	1.245
FLJ22662	3.08033333333333
ZNF502	1.5765
GP6	-0.65325
CRYBA2	-0.64725
LEF1	0.0572
CTPS	-1.92542857142857
EYA1	-2.9665
EPS8L1	1.10875
MAPK14	-0.8315
SERPINB2	-5.246375
GTF2F2	-0.695333333333333
ZNHIT4	-0.0705
PLA1A	1.729125
C20orf114	3.9205
HPR	-4.5235
C18orf2	-3.8245
SATB2	-2.694
KCNJ9	0.398428571428571
MGC157906	1.3835
MOCS3	0.315
C17orf71	-0.0245
PPHLN1	0.1168
HIST1H2BN	-0.7815
RAPGEF1	-0.437625
MAP3K8	1.65725
DLG4	0.541333333333333
STC1	0.65375
CDGAP	1.86975
DDX26B	-0.56425
LOC150223	-1.55825
CPSF3	-0.8715
TMEM14A	1.144
MYH3	-0.11475
GPKOW	0.075
SULT1A1	1.04383333333333
SPON1	2.2597
YY1AP1	0.117166666666667
RAB23	-0.98
PLA2G4A	-2.77775
MAPRE3	0.31325
ZNF516	1.38357142857143
GGPS1	1.1395
EXOC3L2	-0.05
C19orf42	1.0988
MAP2K2	-0.694333333333333
HIST1H2BB	-1.04975
RNF19B	1.5535
C6orf128	0.296333333333333
TLR8	3.66875
PCDHA9	-0.8485
CARS2	-1.146875
CLUL1	2.99883333333333
RHAG	-4.42
UNK	0.295
EXOC8	1.278
C9orf95	1.34225
C14orf143	-0.0825
MAML3	-0.0415
LDHA	-2.20225
MRPL20	0.7355
KLHDC6	0.235333333333333
ATP5S	0.0546666666666667
C8orf55	0.481
PHF19	-1.855125
KRTAP13-4	0.654
TTC5	-0.52625
XKR5	-1.0095
SILV	-4.57916666666667
TEX28	-0.1145
TCTN1	1.36825
CX40.1	-0.0135
PPP2R5C	-0.257625
C12orf30	-1.475
CAPG	2.44225
MPZL1	1.32595
ARSB	-1.0875
TDH	-2.106
WASF4	0.877
TSSK3	-0.577833333333333
7A5	1.776
CRISPLD1	1.88025
MAD1L1	-0.6925
SPIN4	-0.891833333333333
AMPD1	0.308
DPYSL5	-0.8165
INPP1	0.576
ANKRD11	-1.55061111111111
NPAS4	0.16925
GCET2	1.0624
RNASE9	-2.488
GUCY2D	0.0845
CCDC98	0.35
FGF4	-0.286875
CPM	-0.957
SLC26A4	-1.1915
PLD5	0.5805
FAM59A	0.3782
FBXO5	-1.80266666666667
SIPA1L1	-0.281875
DPYS	1.304
ATG4D	0.51225
TGM3	0.6015
MTCH1	-0.544625
HK1	0.0637142857142857
CDC26	0.344625
GALNT12	-2.42616666666667
LOC339229	0.521
MRPL35	-0.230875
ORC4L	-0.160125
TNKS	-0.918642857142857
C2orf24	0.268833333333333
ZNF553	0.679166666666667
GGTLA1	3.3696
ZNF497	0.565
CDY1B	-0.135
SLC30A4	-0.1385
TUB	-0.07175
ARHGEF18	-0.22675
ARRB1	0.75575
KCNK1	-1.62525
EREG	-3.849
SCAMP5	0.55975
RUNDC3B	2.64
ADAMTS20	-0.09075
IL17RB	-0.625625
FLJ20323	-0.808
MCAM	0.194125
POLR3E	-1.27675
AQR	0.248
IPMK	-0.1985
CDCA7	-3.86175
CAMP	4.07475
GRHL3	0.747
ADAMTSL2	0.9925
CLMN	1.72833333333333
SSTR3	0.493
MAGEA5	-2.63466666666667
OVOL2	2.97825
JMJD1B	0.1535
RBL2	0.0698
PYGO2	0.9965
PPP1R10	0.107666666666667
CSE1L	-0.956166666666667
LCA5	1.75425
RDH16	3.07525
ASRGL1	-0.441125
TOM1	0.635
PTX3	-2.15275
TTC15	0.31725
SCGB3A1	3.02666666666667
MRPL50	-1.002
RCAN3	1.037125
SLC26A11	1.68875
STYX	-0.752833333333333
CINP	-0.095
MARCH7	-0.36675
PFKM	-0.792833333333333
SGMS1	0.145833333333333
RIOK3	-0.3693
C1orf110	0.42
CES7	-0.500125
LOC440248	-1.2015
PPP1R12C	-0.13875
C10orf27	0.231
ATG9A	-0.414
MRPS26	0.60075
TMEM40	0.35025
ELP3	-0.6015
ZNF787	0.4587
HIAT1	-0.12825
C8orf34	0.784833333333333
MGC4655	-0.0176
PELI1	0.629
PPT1	1.1684
SLC35C2	0.247166666666667
C6orf125	0.072
MUC4	-0.638833333333333
RFC4	-1.79928571428571
GNB2	0.0688333333333333
NUP50	-0.282428571428571
SULT4A1	-0.384333333333333
C7	3.759125
CCDC130	0.647333333333333
ARRDC4	0.3955
RQCD1	-0.551
GLYCTK	-0.98525
AYTL2	-0.519363636363636
MTUS1	0.6407
LEMD3	-0.03
PLEKHF2	1.55025
HOXA7	0.329125
GTF3C2	-1.677
DYNLRB2	4.23575
CNOT10	-0.345
MR1	0.635833333333333
FFAR1	-0.193
PRIC285	0.44875
SLITRK6	4.05775
LIX1	-2.45277777777778
UBE1L2	-0.612083333333333
F8	1.697125
ACHE	-0.122166666666667
KPNA5	0.3005
TNFRSF12A	-1.34266666666667
EGR3	2.5845
SERPIND1	-4.02733333333333
OASL	4.2305
IFRD1	-1.537125
WDFY1	-0.0578333333333333
ZNF267	0.389
ACCN5	-0.968
ZBTB6	-0.17975
PPP1R3A	-0.0415
PRRT3	2.0425
FBXL19	-1.2335
TXNIP	1.351
ACTN2	-1.15625
ATG9B	-0.54775
C9orf117	1.755375
IL27	0.547
RPL36AL	0.172166666666667
KLK15	-0.433
CHAD	3.218
RAP2B	0.4637
HEBP2	0.96525
ZNF342	-0.3975
CAMK2G	-0.641833333333333
TLR3	2.852
FGF14	0.89775
HMGB2	-0.635875
TRPM5	-0.3495
OR5M11	0.058
KIF3B	0.322210526315789
PRICKLE2	0.7615
MTMR9	-0.294875
C3orf27	0.26025
GLRA3	-1.7005
NSDHL	-0.6265
TMEM32	-0.3345
POLR2D	-0.790666666666667
MYADML	0.148
C9orf114	-1.01375
MRGPRX1	-0.1445
TOPORS	0.3975
CLDN19	0.18775
C1QL4	-0.3565
RNF165	0.3935
DHRS9	0.67825
DNAH2	-0.00700000000000001
FXR1	-1.36966666666667
ZMYM3	-1.180875
CASP3	0.19
FAM120C	-0.554125
SCLY	-1.2065
CA7	-0.069
ENTPD5	-0.667166666666667
ZNF461	0.02625
PDIA5	-0.6825
C1orf19	0.117166666666667
TMEM67	0.3095
KCTD20	-1.365
WDR47	1.2505
FLJ38723	4.0875
KLRF1	1.414
TAS2R16	0.495
CLDN12	0.202
PRKCE	-0.58275
UBXD4	-0.813
ITGAM	3.31083333333333
GLT8D3	-0.235
WDR31	0.4777
RGS2	2.5355
OR51L1	0.0555
MST1R	1.2545
KIAA1737	0.909
OR4A5	0.758
GLIS1	-1.15633333333333
PTMA	0.465
NAPA	0.96775
PRDM11	-0.1065
LIPF	0.9255
DIRAS3	1.4475
ASGR2	-3.93525
C1QTNF4	1.9575
PIK3R4	0.091
ARMC3	5.26325
NDUFV3	-0.772416666666667
BTBD3	-0.784666666666667
PPP1R2	0.1615
UBE2NL	-0.475
FOSL2	1.18228571428571
FAM119A	-1.08
TUBA4A	-0.4055
KRTAP12-1	-0.04325
SFRS2	-0.2205
RHPN1	0.15
EEF2	-1.28033333333333
ZDHHC11	-0.308166666666667
EPHA3	-1.3524
RBM12	0.20925
H2AFJ	1.1135
EDIL3	0.224
KIF26A	-0.578
SERGEF	-0.426
B3GALT4	2.46225
LOC90925	2.81883333333333
OSCAR	0.684375
NPFF	-0.081875
DEDD	0.52025
TMEM155	0.068625
PTPN1	1.73825
SCYL2	0.348666666666667
SKAP1	3.6355
LEAP2	-2.02866666666667
GADD45G	1.7322
IFITM3	1.805875
PILRB	-0.7675
SLU7	0.393375
DSC3	1.75
DNMT3L	-1.49725
PAPD5	0.829
B3GNT3	-0.931166666666667
LHCGR	0.7745
MSL-1	0.37
UBE2S	-1.413875
SAP130	-0.621
ANAPC11	1.42875
MAGED4B	-1.7585
ATP6V1B2	0.357666666666667
C14orf179	1.49
CAPZA1	-0.23125
CDYL2	-0.410333333333333
GLRX3	-1.41066666666667
LOC136288	0.482
MOBKL1A	-0.23225
HTR2B	3.838
CRYGD	0.189166666666667
NUS1	-1.213
PGRMC1	-0.4445
MYOM2	1.53075
FLJ39653	-1.1725
CHM	-0.8026
OR5M8	0.2595
ZNF619	0.5835
FAM105A	1.7345
CCNL1	-0.43675
NAP1L3	0.20675
C10orf57	1.40633333333333
B3GALNT1	1.59116666666667
CSN1S2A	-0.3495
TCP10L	0.506
GDAP2	-0.47925
DMKN	0.6345
COX6B1	0.6475
DNASE2	1.20933333333333
MSH5	-1.7985
LGMN	0.687125
USP31	0.4048
OR13C8	1.0065
SDCBP	0.3959
NUDT11	-2.5815
PYGL	0.223333333333333
SNPH	-0.627833333333333
B3GNT4	-1.0005
MIZF	-0.9989
NUBPL	-0.43275
NOD1	0.201333333333333
CDH22	1.2785
NUBP1	0.675
DSCAM	-3.5575
DGKI	0.142
FAM136A	-1.09775
AKAP1	1.05866666666667
SLC16A6	1.001
RIN3	1.25
PSG2	0.054
DIP2B	-0.533166666666667
PSORS1C1	-0.4678
KIAA0495	-0.242
FLJ90709	0.473166666666667
LPA	-0.471
PIGA	-0.380833333333333
LY75	3.215
UTS2	-5.9015
RREB1	-0.20675
GALNACT-2	0.1317
MGC3196	-0.237
FLJ31568	0.344
LPHN1	-0.02725
SP1	0.67525
TOX4	0.168
HSPA9	-0.0781
APOBEC1	-0.276
SLC35E4	-1.17725
LSM5	-0.90125
SURF1	0.67625
ZBTB1	0.02875
GTF2F1	-0.1695
RPS15A	-0.0405714285714286
DUSP21	-0.334166666666667
GINS4	-3.29366666666667
MYO15A	1.62866666666667
GIMAP7	4.6495
MGC13379	0.94325
ATP6V1E2	-1.24183333333333
UTP3	0.28175
HNRPA3	-0.3706875
MT4	0.071
C14orf155	-0.184
U1SNRNPBP	1.1665
CKLF	-0.183666666666667
PLEKHN1	-0.493
MBNL1	-0.128083333333333
NUP160	-1.00575
ACSM2A	-1.62
LOC129881	2.128
KIAA1529	-0.15925
FLJ22639	-1.228
HAND1	-1.095
GSX1	0.121
FGA	-4.6876875
SERPINB1	1.0495
ZNF642	0.7575
IGFBP1	-7.960625
SLC1A1	-1.067375
DHX57	-0.21875
ZNF766	-0.8985
PTPN21	-0.7213
GDPD3	0.203833333333333
PNPLA5	-0.058
TBR1	0.1826
FAM116A	0.499
IQGAP1	0.4605
FOS	3.032875
ZNF226	0.455375
FIGNL1	-0.8385
C14orf1	0.053
ZMYND17	-0.0355
PUS7	-1.09766666666667
TUBB6	-0.748375
KCNQ2	-1.48275
MARCH6	-0.375416666666667
CCDC33	0.033
PRODH	1.44075
RBM11	2.71125
EPHA6	-0.107666666666667
SLC43A1	-0.803
LOC196541	0.383
NTN1	1.2125
ING4	0.857
PCDHB10	0.56325
DPH2	-0.559333333333333
SPACA4	0.26825
FBXL21	-5.1825
DIAPH1	-0.646333333333333
ZNF71	0.540666666666667
CEP76	-0.6815
CORO1A	0.58575
RRM2	-2.98125
EDG4	1.38275
OS9	0.5165
SLC4A1AP	-0.17725
COG5	-0.06525
COPS8	-0.16975
NGLY1	-0.52975
NCBP2	-0.406125
C17orf42	0.484
GPSM3	1.53575
SIL1	1.0685
ASB6	-0.283
SMAD5OS	0.907666666666667
UNC93A	-3.57828571428571
A1BG	0.4865
C21orf62	0.71475
FMO5	1.98966666666667
ATRIP	0.651666666666667
CEBPG	0.00133333333333334
C7orf38	0.121666666666667
TNFRSF1B	1.59283333333333
CLEC1A	2.89083333333333
IQSEC1	0.198375
PATZ1	1.0033
RBM22	1.1785
BAG2	-3.10383333333333
PAQR5	-1.42983333333333
C9orf127	0.6018
THNSL1	0.66625
SHROOM3	1.2643
JAM2	1.77125
SNRPN	-1.80275
ALX4	0.0705
CACNA1S	-0.669
FAM130A1	1.1295
CORIN	0.99
CD300LB	0.7485
PLEKHG6	1.2055
LRRC40	-0.6045
PCLKC	-1.2155
PCDHB16	0.439333333333333
WNT2B	1.19383333333333
ASNS	-3.04244444444444
MRPL49	-0.784
FLJ46111	-0.59325
ISG20	1.2645
SMU1	-0.308
CASZ1	-0.0725
POLR1D	-0.681666666666667
GIN1	0.7805
SNAG1	0.918
ANKRD29	0.1705
CDKN2AIP	0.329
KRR1	0.3975
CXCL1	-0.227333333333333
EPM2A	-0.006
PC	1.42233333333333
DEFB127	0.829
PDZRN4	1.62516666666667
FAH	1.502375
OR51E1	2.1875
CDC2L6	-0.683666666666667
DNTTIP1	0.199
PAX8	0.62725
TMEM116	0.48825
C1orf150	0.131
PRO2012	-0.33925
MRPL40	0.554333333333333
BEX1	-1.3103
SLC2A4	-0.567333333333333
PKMYT1	-1.2045
FEZF2	-0.4728
SLC26A9	-1.20275
MAP2	0.98525
LYL1	-0.1695
SLC25A19	-0.340333333333333
NOS3	0.2475
ZNF34	1.24933333333333
TMPRSS11F	-0.4225
FAM43A	0.48325
FCRL4	0.0466666666666667
KLF14	0.30425
FLRT2	0.4315
WRN	-1.85925
SDF2	1.4478
KRT8P12	-0.3425
C6orf195	0.4035
C9orf125	-0.616833333333333
DZIP3	-0.59125
RIT1	0.612833333333333
SCML1	-2.27616666666667
RHBDF2	1.05
OR2G3	0.035
REXO1L1	0.3055
MAP3K7IP3	-0.320375
C3orf57	-3.314
FBXW11	-0.722666666666667
ETAA1	-0.4375
C14orf131	-0.1787
AKT1S1	0.109
SLC12A5	-1.05228571428571
C9orf164	1.831
NRIP3	0.41325
NOS1AP	1.2775
TMEM121	1.3125
SAP30BP	0.4479
DGCR6	1.24375
WDR76	-1.005
FAM82B	-0.0113333333333334
LOC606495	-0.5515
MAP9	1.79566666666667
BCDIN3D	1.51225
CXorf36	4.04383333333333
DSCR3	-0.6902
ZFAND3	0.229375
C7orf43	0.1375
SPSB3	0.6744
C19orf19	0.14875
FAM133A	-1.772
C12orf25	0.16425
SLC39A3	-0.589375
DISP2	1.302
PI4KAP2	-2.27
MKRN3	-3.1075
ADAMTS13	-0.400875
CBLN3	0.3574
TTYH1	-0.428833333333333
C3orf18	2.22275
FLJ13236	-0.6675
ZMYND12	3.87775
C18orf25	0.304875
GLB1L3	-0.9975
ATP13A5	1.9255
RANBP10	-0.28075
CD96	-0.0408
DENND1C	0.854
RBMS3	1.2434
SLC41A3	0.306
DGCR6L	1.23
TMEM128	1.0245
CSNK1G3	0.403714285714286
MOBKL2C	1.3965
TSPAN6	-0.474875
MATN2	0.2747
MSL2L1	-0.0318333333333333
ST6GALNAC2	1.92083333333333
FGFBP2	1.7495
FGL1	-6.42766666666667
MPP3	0.356666666666667
ARHGEF6	1.06666666666667
TGFBR2	1.110625
ACMSD	4.949
IL33	4.78275
C9orf5	-0.4965
DEAF1	-0.04
AMN	-0.14
DEFA6	-0.0125
RNF212	-1.551
METT5D1	-0.0858333333333333
CIB1	0.6555
TSSK1B	-0.23525
KIAA1727	0.729
ZNF680	0.178583333333333
LOC399900	-0.74
LOC152217	-0.08
CTNNAL1	-2.6215
CIT	-1.63891666666667
TLE6	1.318
ZNF607	-0.247
HERC4	-1.39433333333333
DRAP1	0.731
PEMT	0.11275
C10orf111	0.024
ZNF575	1.1375
KCTD7	0.0325
MYO1F	1.260375
LOC285382	0.75075
RAB11A	0.555
PLCD3	0.15175
C15orf28	-1.2475
PTBP2	0.649625
CTB-1048E9.5	0.35225
C19orf60	0.783
C7orf25	0.251
SETD7	0.518625
HOXB9	-4.179
VANGL1	-0.467625
CHAF1B	-1.35175
NDUFA3	0.78475
KIAA1328	0.640333333333333
SHARPIN	0.6335
TTC23	0.101
UGP2	0.236833333333333
ANKIB1	-0.4736
CIRBP	1.10514285714286
SEC14L4	0.429833333333333
OVCH1	0.360166666666667
VPS52	-0.25975
FAT	-1.528625
M6PRBP1	-1.06775
GPRIN3	0.887
PPM1F	0.273833333333333
TSR1	-1.07225
CCDC85A	2.09325
PCSK5	1.87225
ZFHX3	-0.3815
HEMK1	0.2329
PGBD2	0.47625
RSRC2	0.0186666666666667
AURKC	-0.861666666666667
SCRIB	-0.368125
ORM2	-3.70383333333333
FAM115A	-0.7131
FZD6	0.71975
UNC119	1.0825
GPX3	0.3648
NOV	0.696
CABC1	0.65975
CDC42SE2	0.549
EIF2S2	-0.1817
RNF130	1.64575
CKAP5	-0.960166666666667
RP11-413M3.2	0.8105
C10orf18	0.9758
TMEM93	0.3455
DYX1C1	2.761
KCNMB2	-1.578125
ANK3	0.0035833333333333
KRT5	1.4884
CDH12	-1.378
QRSL1	-0.17325
JUB	-0.69775
SHC4	-2.06725
CCL15	2.6155
CCDC22	0.22075
SNX24	1.1615
RARS	-0.159
MORC2	0.1925
FAM48A	-0.62375
MT1H	0.429
PPP1R14C	-1.28883333333333
FOXD1	-2.24364285714286
C1orf213	-2.3165
AMT	-1.2629
DSN1	-0.82175
PTPLAD2	4.36825
DIS3L	-0.339
RASL11A	1.10075
GPRC5B	0.350875
FRMD7	0.768
STRN4	-0.18225
KITLG	2.02513636363636
HDGF	-0.38425
OR1S1	0.776
SETX	-0.3206
DDR2	0.35775
KCTD12	2.5895
LYZL2	0.23625
WDR52	-0.62
TMEM2	-0.20475
ZNF579	0.777
LOC200810	0.69075
TNFSF9	-1.3065
PPFIA4	-0.02675
CNIH3	0.3715
MAP4K4	-1.50514285714286
ROD1	0.00900000000000002
ALS2CR12	-0.3355
DOCK3	-1.76383333333333
PAQR9	-4.85275
ASB17	-0.0758333333333333
STX16	-1.411125
FEZ2	0.2825
DLAT	-0.9695
KIF21B	-0.8535
CDC5L	-0.68075
TMEM119	1.7185
CRIP3	-1.86725
TPSD1	-0.0773333333333333
TEPP	0.34925
GNGT2	2.08975
C21orf121	0.89925
WNK1	-0.404583333333333
FLJ10490	0.8766
OR51B5	-1.9855
LOC203547	-0.746625
HAS1	-0.207
PPA1	-0.248166666666667
ST7	-0.451625
C11orf46	0.4882
POPDC3	-4.09733333333333
ACOX2	4.83983333333333
ATCAY	-0.85025
TM4SF19	-3.16325
MFSD9	-0.2975
PDHB	0.56225
ERN1	-0.17475
LCE3C	0.1505
GPR111	0.2845
NOTCH3	2.11583333333333
ADAMTS5	2.519
B3GALT1	-0.99125
UGCGL1	-1.485
FAM58A	0.221333333333333
FBXO32	2.027
CLPP	-0.2065
NXPH1	-2.3615
MTMR3	0.841666666666667
ATP1B3	-0.84925
TMEM16A	4.234625
HIST1H3F	-0.364
TRIM25	-0.282166666666667
SDCBP2	0.7155
CRKL	-0.971125
HOXB2	0.444333333333333
ANP32B	-0.77325
GATM	3.715
AP4E1	-0.158
EDG5	0.461375
CDKN3	-1.25866666666667
CDH4	-2.282
PGD	-0.529
RND1	1.247
GAD1	-2.9641
MPG	0.688125
LOC440350	-0.5275
ZNF133	-0.32325
SERPINB12	0.3345
AMELY	0.1808
DHX36	-0.87475
TNFAIP8L2	3.54483333333333
PHTF2	-0.564333333333333
CCDC112	0.146666666666667
IQCC	-0.38125
HEYL	3.4965
FTSJ2	-0.699666666666667
APPL1	-0.300125
RAB43	0.446857142857143
OR10G2	0.1095
WAC	0.840666666666667
ADCY9	1.2535
RUNDC2B	-0.0823333333333333
PYCRL	1.2914
AGPAT7	-0.425666666666667
SLC22A9	-1.29533333333333
CDKAL1	-0.0485
PDYN	-0.154833333333333
C20orf74	-1.19975
MTMR11	0.9915
VAV3	3.01641666666667
DAPL1	1.6115
STXBP3	0.76425
EIF3G	0.02175
ARHGAP22	1.5815
NPFFR1	0.191
NPC1	-0.539166666666667
ALDH9A1	1.02033333333333
ZNF600	-0.239125
ZNF678	-0.278333333333333
RASSF1	0.366916666666667
ADD2	-2.606375
PITPNB	-0.2075
PKD2L2	0.5305
LRP11	-0.2885
CDKL1	-0.10775
SMEK2	0.03
PRODH2	-3.1525
C11orf54	-0.415166666666667
SFRS11	-0.922166666666667
IL7	0.430333333333333
ALS2CR16	-0.14875
BTG3	-1.47566666666667
PAK2	-0.463444444444444
RP11-679B17.1	-0.669
GATA4	-2.09066666666667
ATP2B1	-1.44125
LOC130940	2.0935
C1orf172	2.12133333333333
ATF7IP2	-0.80725
SLC25A43	-0.429833333333333
CENTG3	-0.06675
IGF2BP1	-4.0929
FCHSD1	0.4715
CAMK2N2	1.33466666666667
ELAVL3	-0.271
NBPF15	-0.910333333333333
UBE2J2	0.0405833333333334
GNL2	-0.76725
PRR3	-0.3377
NLF2	1.08475
OR4F6	-0.3375
KLHL24	0.271
CCDC88A	-1.3799
SGPP1	-0.574833333333333
C10orf11	0.942166666666667
SLC35B4	-1.6885
UGT3A2	-1.5585
ARNT2	2.4104
CBR1	0.33625
ITPR3	-0.930666666666667
TRAPPC6B	-0.3892
AMZ1	0.5795
ARP11	0.854
WDSUB1	0.4745
APBA1	1.057
RAB2A	0.9913
C6orf162	0.400875
HPSE2	0.8575
PLCE1	-0.97775
INSL3	0.5475
DLG1	-0.9569
PTPLA	-3.01
PIGX	0.27975
TFIP11	0.354
FIBIN	3.1275
POLR2G	0.14475
GRAP2	-1.184
DNAJB8	-0.053
CNBP	0.387
WASF1	-2.09525
INPP5E	-1.0115
HSPB1	0.3325
TMEM167	0.00469999999999997
CUBN	0.31775
IGF1	4.5465625
ITPK1	0.7394
NAALAD2	-0.957875
G3BP1	0.1488
NT5DC1	0.3115
CYP39A1	0.5115
TMEM139	1.7055
POLK	-0.330888888888889
GLULD1	-1.8505
RBM15	-1.197
AMZ2	1.07775
GDF15	0.325833333333333
MESDC2	0.0215
INCA	1.79783333333333
ACY1L2	-1.646
GZMM	1.0525
PAIP1	0.32
CACNA2D1	-0.1075
STK32C	-0.872333333333333
SH3BP4	0.370833333333333
DEC1	0.3515
PADI1	0.2895
UBB	0.6073
PON3	-0.9965
PROP1	0.5105
ANKRD13B	0.024
ADCK1	-0.62375
TCF25	-0.4655
SLC38A5	-2.5905
CXorf26	-0.132333333333333
C19orf39	0.93875
PPP1R13B	-0.03125
ARL2	-0.9965
TCL6	-0.28025
TOP3A	-0.522
SLC16A14	1.3665
FXYD6	2.218
HIST1H4E	-0.318
BBC3	0.695421052631579
UNC5A	0.402833333333333
FAM86C	-0.3289
PI4KB	0.494
B3GAT1	-2.7305
SUSD2	2.53066666666667
OAZ2	0.259333333333333
NOC4L	-0.0485
C10orf12	-0.76675
FADS1	-1.25266666666667
LOC144097	-0.94475
DKK2	1.631
KIAA1949	0.56875
RHOT1	0.4458
OXT	0.774666666666667
GPR153	1.20975
ARL4A	-0.662166666666667
SAAL1	-1.524
CCDC64	0.2735
USE1	0.5305
HNMT	0.6275
PCGF3	-0.1386875
CYP2C19	1.4555
C20orf4	0.682
CCDC11	1.6375
ACSBG2	0.3885
RWDD2A	0.69
PALLD	1.746875
CPLX4	-1.1155
LOC492311	0.70225
KPNA2	-1.202
MACROD1	-0.8611
TMCO3	-0.6935
C15orf52	0.465833333333333
BIRC5	-0.7418
PRR16	0.2645
FAM63B	-0.616875
KATNB1	-0.8745
WNT8B	0.38
