Hybridization REF	TCGA-E2-A14N-01A-31R-A137-07
ZNF434	-1.08733333333333
SMARCD1	-0.107333333333333
ZFP106	-0.05225
ZNF347	-1.0755
GTF2E1	0.5125
RY1	-0.478333333333333
ATAD2B	0.5165
ARHGAP17	-0.2446
KCNIP3	-1.06125
SFPQ	1.310875
GFRA4	0.2325
AKR1B10	-1.4265
TIGD6	-0.410333333333333
RGS16	2.100125
URB1	-0.247666666666667
OR4C46	-0.0933333333333334
TOP3B	-0.49925
NFATC4	-0.072
CA14	-5.118
BMPR1A	0.5695
SNRP70	-0.382125
PRL	-0.519583333333333
C6orf130	-0.79325
STAG2	-0.06825
CD55	-1.42835714285714
RPS23	-0.363
SSX2	-2.0792
FDPSL2A	-0.13425
FBXO27	1.1285
SYNGR3	-1.33166666666667
TMSL3	1.254
EML1	-2.315
NUP93	-0.4305
SMAD3	-1.9103
KIAA1189	2.293
HNRPUL2	0.530666666666667
TBC1D12	0.110666666666667
C16orf24	0.46875
MRVI1	0.824833333333333
ZNF581	-0.579166666666667
ELOVL3	-1.9235
OR51Q1	0.374666666666667
CACNB3	1.41383333333333
GALNT13	2.424375
C10orf84	0.6020625
NEDD4	-1.1669
SPO11	0.206
OR5AU1	-0.2815
NEK4	0.0225
PRKAR2A	-0.1435
IHPK1	-0.5235
ATP6V0B	0.498375
CACNA1E	1.654
CEACAM8	-1.5645
PEX14	-0.287
FLJ12993	-0.432
ZBTB38	-1.2325
PCTK2	-0.624666666666667
LRRC16	0.2879
FBLIM1	0.677
FYCO1	0.35425
RP5-1022P6.2	-0.884916666666667
CMTM1	-0.755666666666667
PLTP	-0.893833333333333
RAPH1	1.3775
DOCK8	0.799375
EZH2	0.345
SLC25A1	0.608
PLEKHB1	2.8603
GRB7	0.1369
ZFP37	-1.04925
MRPL33	0.57625
PELO	-1.40125
ARMC1	0.390909090909091
C9orf27	0.40075
FLJ25778	-0.00149999999999995
C9orf37	-1.173
TMEM66	-1.51625
SPRN	0.5765
HBEGF	0.38
PI4KA	-1.0675
LEPRE1	-0.46325
POU2AF1	-3.00575
MRPL12	0.073
REP15	0.1955
ZC3H3	0.26675
RASAL1	1.67075
DDAH1	0.54
ACBD5	0.5355
TMC2	0.3525
CCDC137	0.28575
SAMD13	1.48516666666667
UGT2B15	-5.12666666666667
TIPARP	-0.74225
DNASE1L3	-0.30875
TRIM72	0.6696
DBX2	0.79125
IPO8	0.842
C21orf88	0.4863
MAP3K14	0.29725
LOC51233	0.4175
GGTLA4	0.59025
PDE6D	-1.148
ZNF117	-0.5845
CLK2	-0.767375
NKRF	0.24975
TNFSF15	0.4371
DUSP2	0.743
SECISBP2	0.0833
GABRR2	0.585
PPAP2C	2.1915
LOC51145	-0.295166666666667
PAG1	-0.953625
PIK3C3	-0.241
GNG10	-1.754
APOL4	0.2195
ANKRD28	-1.196125
STMN3	-2.7504
RAB14	1.0542
CDK2AP2	-0.1265
HDDC3	-0.626125
COMMD7	-0.7135
CXXC1	-0.24925
HMCN1	-1.0465
CD40	-0.1915
DYNC1LI2	0.42775
GDI1	-0.3975
LOC646938	-0.104
VSNL1	0.1785
PIH1D1	-0.2175
RAET1G	-0.57
KRTAP5-9	0.5165
EFTUD2	-0.12925
ZNF311	-1.2805
ATP6V1G3	-0.6235
OR2W3	-0.601666666666667
SCN4A	0.34675
MED10	-2.058375
FAM135A	0.076
ARHGAP4	-1.72925
EHMT2	-0.438625
UFD1L	-0.44925
ERMP1	0.000499999999999997
MAG1	0.0376666666666667
THAP8	0.664666666666667
HACE1	-0.820333333333333
FAM82C	-0.540833333333333
C3orf20	0.4515
UNC84A	-0.0983333333333333
SCD5	-0.962142857142857
LASS6	0.552125
LSG1	1.34008333333333
MAL	-4.57525
GPR22	-0.215
WDR5B	-0.30375
ACTRT1	-0.468
C17orf60	-0.823333333333333
GRIN2C	-0.635
ARMC8	0.271333333333333
SLC47A1	-3.50183333333333
DMPK	0.13625
DHRS13	0.0528333333333333
SMC1A	-0.5005
KRTAP17-1	-0.06025
SMYD5	-0.46475
TUSC2	0.306125
CRHR2	1.0425
KIR3DL2	0.461
CCDC104	-0.6765
ATP2C1	1.409
CROT	-2.014
PABPC3	0.909833333333333
EGR1	0.106333333333333
THSD1	-1.056
KHK	-0.06225
SLC12A2	-0.3374375
CD58	-0.472
STOX2	2.38666666666667
CCDC76	-0.6443
CCDC48	1.06675
DNAH1	0.3125
ZIC4	0.770625
OR1G1	-3.671
PSMC6	-0.512166666666667
PROKR1	0.9865
ABCB1	-2.012875
TRAT1	-0.054
LLGL1	-0.1725
MTF1	2.26
USP54	0.6485
PAGE2B	-2.243
ITGB7	-3.692
CCDC81	0.318
LOC149837	-0.82775
SCUBE1	-0.115
ZSCAN10	0.3925
HUWE1	0.659285714285714
CDH17	-0.2445
CD180	0.589
IL17A	0.2695
TMPO	-0.719125
KIAA1524	-0.189666666666667
HDGFRP3	-1.13333333333333
OXCT1	-0.451454545454545
RRAS2	0.4575
LTBP2	1.1153125
SV2B	0.571166666666667
CYP2A6	-0.635
PKD1L2	-1.0832
PPM1M	-0.64475
FLJ22662	2.71966666666667
ZNF502	2.0245
GP6	-0.75125
CRYBA2	-1.47475
LEF1	-2.8688
CTPS	0.211142857142857
EYA1	-1.01866666666667
EPS8L1	-0.96125
MAPK14	-0.973
SERPINB2	-5.577625
GTF2F2	0.014
ZNHIT4	0.7315
PLA1A	-0.4495
C20orf114	-0.64675
HPR	-4.743
C18orf2	-4.3154
SATB2	-4.54775
KCNJ9	0.10875
MGC157906	0.901
MOCS3	-0.3165
C17orf71	-0.813333333333333
PPHLN1	-0.3208
HIST1H2BN	-0.8625
RAPGEF1	-0.505375
MAP3K8	0.4355
DLG4	1.0845
STC1	-1.42775
CDGAP	0.24375
DDX26B	0.83625
LOC150223	-0.2825
CPSF3	-0.0813333333333333
TMEM14A	-0.40575
MYH3	0.69825
GPKOW	-0.4995
SULT1A1	-1.6855
SPON1	3.4042
YY1AP1	-0.139666666666667
RAB23	-0.4055
PLA2G4A	-2.32175
MAPRE3	0.337333333333333
ZNF516	0.792071428571428
GGPS1	0.47475
EXOC3L2	-0.0225
C19orf42	-0.072
MAP2K2	0.497166666666667
HIST1H2BB	-0.8155
RNF19B	1.42633333333333
C6orf128	1.7245
TLR8	2.92175
PCDHA9	0.8925
CARS2	0.0075
CLUL1	-0.229166666666667
RHAG	-4.20783333333333
UNK	0.1335
EXOC8	0.2094
C9orf95	1.901
C14orf143	-0.843
MAML3	-0.196875
LDHA	-0.94475
MRPL20	1.677875
KLHDC6	0.478666666666667
ATP5S	0.258
C8orf55	1.12525
PHF19	-0.994
KRTAP13-4	0.592
TTC5	-1.68325
XKR5	-0.71875
SILV	-5.08983333333333
TEX28	-0.461
TCTN1	-0.73675
CX40.1	0.52925
PPP2R5C	-0.906
C12orf30	-0.596333333333333
CAPG	1.6225
MPZL1	2.6701
ARSB	-0.452333333333333
TDH	-2.61075
WASF4	1.88825
TSSK3	-0.727166666666667
7A5	3.0175
CRISPLD1	3.16275
MAD1L1	-0.127333333333333
SPIN4	-0.841666666666667
AMPD1	-1.30175
DPYSL5	0.8175
INPP1	-0.9575
ANKRD11	-0.266722222222222
NPAS4	0.149
GCET2	1.0032
RNASE9	0.153
GUCY2D	-0.0974
CCDC98	-0.93625
FGF4	-0.307875
CPM	-1.13466666666667
SLC26A4	-1.21866666666667
PLD5	1.273
FAM59A	-0.4953
FBXO5	-1.10877777777778
SIPA1L1	0.942875
DPYS	0.44725
ATG4D	-0.23075
TGM3	-0.2415
MTCH1	-1.202375
HK1	-0.057
CDC26	-0.477625
GALNT12	-3.2565
LOC339229	-0.2615
MRPL35	-0.1945
ORC4L	-0.086375
TNKS	-0.750285714285714
C2orf24	-0.211
ZNF553	0.132666666666667
GGTLA1	1.7965
ZNF497	-0.515
CDY1B	0.8535
SLC30A4	0.269
TUB	-0.19825
ARHGEF18	0.3395
ARRB1	-0.11325
KCNK1	1.76625
EREG	-3.1264
SCAMP5	-1.0195
RUNDC3B	0.029
ADAMTS20	-0.7155
IL17RB	0.475125
FLJ20323	-0.4785
MCAM	0.09425
POLR3E	-1.77366666666667
AQR	0.457833333333333
IPMK	0.613
CDCA7	-0.612875
CAMP	0.65925
GRHL3	1.52225
ADAMTSL2	-0.0548333333333333
CLMN	1.14333333333333
SSTR3	0.674
MAGEA5	-1.93733333333333
OVOL2	3.64975
JMJD1B	-0.25425
RBL2	-0.3067
PYGO2	0.4705
PPP1R10	0.600166666666667
CSE1L	-0.694333333333333
LCA5	0.161
RDH16	-0.331
ASRGL1	-0.649125
TOM1	-0.366
PTX3	-3.21025
TTC15	0.272
SCGB3A1	1.907
MRPL50	0.0775
RCAN3	1.29575
SLC26A11	-0.393
STYX	0.906833333333333
CINP	-1.05425
MARCH7	0.053
PFKM	-0.406333333333333
SGMS1	-1.2615
RIOK3	0.1578
C1orf110	1.7565
CES7	0.122
LOC440248	-1.769
PPP1R12C	-0.7895
C10orf27	0.1845
ATG9A	0.0165
MRPS26	0.553
TMEM40	1.377
ELP3	-1.249
ZNF787	0.443
HIAT1	-0.604125
C8orf34	0.180833333333333
MGC4655	-0.503
PELI1	1.78666666666667
PPT1	-0.5836
SLC35C2	-0.952333333333333
C6orf125	-0.63875
MUC4	-1.20766666666667
RFC4	-0.844571428571429
GNB2	-0.446333333333333
NUP50	0.632357142857143
SULT4A1	1.24416666666667
C7	1.02585714285714
CCDC130	-0.147166666666667
ARRDC4	-2.39675
RQCD1	-0.6155
GLYCTK	-1.67875
AYTL2	0.268545454545455
MTUS1	-1.7807
LEMD3	-0.161666666666667
PLEKHF2	-0.932
HOXA7	-0.62675
GTF3C2	-0.497
DYNLRB2	-0.2895
CNOT10	0.07325
MR1	-0.164666666666667
FFAR1	0.01075
PRIC285	0.71525
SLITRK6	3.433
LIX1	-2.3741
UBE1L2	0.55325
F8	1.111125
ACHE	-0.175
KPNA5	-0.03475
TNFRSF12A	-1.15283333333333
EGR3	-2.604
SERPIND1	-3.859
OASL	4.58225
IFRD1	0.511
WDFY1	-0.808
ZNF267	-0.138875
ACCN5	1.735
ZBTB6	0.82675
PPP1R3A	-0.4705
PRRT3	-0.112
FBXL19	-0.757
TXNIP	-0.263785714285714
ACTN2	4.33025
ATG9B	-0.39075
C9orf117	0.585625
IL27	1.26
RPL36AL	0.25
KLK15	-0.5155
CHAD	0.213
RAP2B	0.6889
HEBP2	1.13225
ZNF342	-0.153
CAMK2G	-0.618166666666667
TLR3	2.4145
FGF14	0.1265
HMGB2	0.10475
TRPM5	-0.120166666666667
OR5M11	0.4615
KIF3B	0.00310526315789481
PRICKLE2	-0.94
MTMR9	-1.546625
C3orf27	0.767
GLRA3	-1.8355
NSDHL	-0.159
TMEM32	-0.337
POLR2D	-0.355916666666667
MYADML	0.314
C9orf114	-0.7555
MRGPRX1	2.0895
TOPORS	0.998
CLDN19	-0.76525
C1QL4	0.1405
RNF165	1.6085
DHRS9	-0.89025
DNAH2	0.2125
FXR1	0.122166666666667
ZMYM3	-0.5525
CASP3	0.141
FAM120C	0.62275
SCLY	-0.3555
CA7	-0.8255
ENTPD5	0.7465
ZNF461	-0.30025
PDIA5	0.0235
C1orf19	0.0365
TMEM67	-0.02
KCTD20	-0.7335
WDR47	0.4215
FLJ38723	0.584
KLRF1	-0.154333333333333
TAS2R16	0.5715
CLDN12	-0.189
PRKCE	0.153
UBXD4	-0.91675
ITGAM	2.5645
GLT8D3	-0.580875
WDR31	-0.5654
RGS2	3.60875
OR51L1	0.6295
MST1R	0.37775
KIAA1737	1.29225
OR4A5	-0.26
GLIS1	-2.13883333333333
PTMA	0.601785714285714
NAPA	-0.16725
PRDM11	0.0405
LIPF	0.1115
DIRAS3	0.27475
ASGR2	-4.342125
C1QTNF4	-0.80375
PIK3R4	0.371
ARMC3	3.4345
NDUFV3	-0.602
BTBD3	-0.299166666666667
PPP1R2	0.303666666666667
UBE2NL	-0.43175
FOSL2	1.52735714285714
FAM119A	-0.532166666666667
TUBA4A	0.4422
KRTAP12-1	-0.291
SFRS2	-0.1815
RHPN1	0.1657
EEF2	-0.836
ZDHHC11	-0.459166666666667
EPHA3	-2.8514
RBM12	-0.91825
H2AFJ	0.676666666666667
EDIL3	-0.933
KIF26A	-1.7155
SERGEF	-0.12225
B3GALT4	0.74425
LOC90925	-0.217666666666667
OSCAR	0.372625
NPFF	-0.34675
DEDD	0.823
TMEM155	-1.118625
PTPN1	-0.605
SCYL2	0.055
SKAP1	1.2905
LEAP2	-3.46383333333333
GADD45G	1.4555
IFITM3	1.772125
PILRB	-0.545166666666667
SLU7	0.3060625
DSC3	-0.8375
DNMT3L	-1.58425
PAPD5	-0.243875
B3GNT3	-0.677833333333333
LHCGR	0.373
MSL-1	0.7815
UBE2S	-0.88
SAP130	-0.866
ANAPC11	-0.286
MAGED4B	1.2015
ATP6V1B2	-0.876166666666667
C14orf179	0.503125
CAPZA1	-0.114375
CDYL2	-0.752166666666667
GLRX3	0.676166666666667
LOC136288	-0.80825
MOBKL1A	0.287
HTR2B	-0.314
CRYGD	-0.2195
NUS1	0.441666666666667
PGRMC1	0.954
MYOM2	-1.99
FLJ39653	-3.30166666666667
CHM	-0.9644
OR5M8	-0.3325
ZNF619	-0.6455
FAM105A	0.11575
CCNL1	-0.45375
NAP1L3	-1.5875
C10orf57	0.895333333333333
B3GALNT1	1.2515
CSN1S2A	0.636
TCP10L	-0.303
GDAP2	1.129375
DMKN	-2.83666666666667
COX6B1	0.745
DNASE2	0.703166666666667
MSH5	-1.92375
LGMN	0.39475
USP31	0.4749
OR13C8	1.2
SDCBP	0.1573
NUDT11	1.16983333333333
PYGL	0.924166666666667
SNPH	-1.95366666666667
B3GNT4	0.76
MIZF	-0.0879
NUBPL	-1.256125
NOD1	0.593666666666667
CDH22	-0.77375
NUBP1	-0.569666666666667
DSCAM	-3.632
DGKI	-1.61
FAM136A	0.5435
AKAP1	1.01033333333333
SLC16A6	-2.55175
RIN3	0.18625
PSG2	-0.5665
DIP2B	0.525416666666667
PSORS1C1	-0.3107
KIAA0495	0.4985
FLJ90709	-1.191
LPA	-0.547166666666667
PIGA	-0.216333333333333
LY75	2.48816666666667
UTS2	-6.2645
RREB1	-0.28925
GALNACT-2	-0.1024
MGC3196	-0.32925
FLJ31568	0.7625
LPHN1	0.370125
SP1	0.651875
TOX4	-0.622
HSPA9	0.5108
APOBEC1	-0.536
SLC35E4	-1.67875
LSM5	0.55425
SURF1	-1.3935
ZBTB1	0.789333333333333
GTF2F1	-0.34625
RPS15A	-0.119285714285714
DUSP21	-0.562
GINS4	-1.58083333333333
MYO15A	0.651666666666667
GIMAP7	3.73275
MGC13379	0.24125
ATP6V1E2	0.0241666666666667
UTP3	0.437
HNRPA3	-0.0391875
MT4	-0.2075
C14orf155	0.1265
U1SNRNPBP	0.43825
CKLF	-1.68383333333333
PLEKHN1	2.5495
MBNL1	0.497166666666667
NUP160	0.085
ACSM2A	-1.83125
LOC129881	0.82325
KIAA1529	-0.1385
FLJ22639	0.13175
HAND1	-1.4735
GSX1	0.3785
FGA	-4.963
SERPINB1	-1.1585
ZNF642	1.2815
IGFBP1	-8.068375
SLC1A1	1.956375
DHX57	0.6965
ZNF766	-0.3
PTPN21	0.2789
GDPD3	-2.33716666666667
PNPLA5	0.289
TBR1	0.0318
FAM116A	-0.2155
IQGAP1	0.22975
FOS	0.333125
ZNF226	-0.78325
FIGNL1	0.585166666666667
C14orf1	0.482
ZMYND17	-1.2545
PUS7	0.8235
TUBB6	-0.75925
KCNQ2	-1.80366666666667
MARCH6	-0.86475
CCDC33	0.3035
PRODH	0.01375
RBM11	1.43475
EPHA6	1.062375
SLC43A1	-0.25
LOC196541	0.62625
NTN1	0.415166666666667
ING4	0.3135
PCDHB10	2.905
DPH2	0.666166666666667
SPACA4	0.0155
FBXL21	-3.835
DIAPH1	-0.198833333333333
ZNF71	0.699333333333333
CEP76	-0.413
CORO1A	-0.9685
RRM2	-0.86675
EDG4	2.1355
OS9	0.165333333333333
SLC4A1AP	0.77175
COG5	-0.09875
COPS8	-1.19425
NGLY1	-0.88025
NCBP2	1.58075
C17orf42	-0.211
GPSM3	0.301375
SIL1	0.4095
ASB6	0.297
SMAD5OS	-0.211166666666667
UNC93A	-3.28475
A1BG	-1.28416666666667
C21orf62	0.41075
FMO5	-3.44991666666667
ATRIP	0.119
CEBPG	1.11666666666667
C7orf38	0.153833333333333
TNFRSF1B	0.523666666666667
CLEC1A	2.56716666666667
IQSEC1	0.054125
PATZ1	0.6176
RBM22	0.731625
BAG2	0.311333333333333
PAQR5	-0.208166666666667
C9orf127	-0.6282
THNSL1	0.9965
SHROOM3	2.3952
JAM2	-1
SNRPN	-1.8755
ALX4	-0.084
CACNA1S	-0.406
FAM130A1	-0.07625
CORIN	0.4685
CD300LB	1.065
PLEKHG6	1.0475
LRRC40	-0.30025
PCLKC	-1.884
PCDHB16	-1.24316666666667
WNT2B	0.063
ASNS	-0.0325555555555555
MRPL49	-0.542875
FLJ46111	-1.46975
ISG20	0.861125
SMU1	-0.0376666666666667
CASZ1	-0.2935
POLR1D	0.1845
GIN1	-0.131
SNAG1	-0.1155
ANKRD29	-2.349
CDKN2AIP	0.11025
KRR1	-0.20475
CXCL1	0.5875
EPM2A	-0.3186
PC	-0.243166666666667
DEFB127	-0.045
PDZRN4	-0.0386666666666666
FAH	-0.295125
OR51E1	2.1305
CDC2L6	0.747
DNTTIP1	-1.0075
PAX8	-0.97875
TMEM116	-0.4995
C1orf150	-0.386
PRO2012	0.325333333333333
MRPL40	0.118
BEX1	-4.4239
SLC2A4	-1.53066666666667
PKMYT1	-0.67325
FEZF2	-0.3685
SLC26A9	1.398
MAP2	3.12725
LYL1	-2.25175
SLC25A19	0.557666666666667
NOS3	-0.4795
ZNF34	0.5245
TMPRSS11F	-0.60675
FAM43A	-1.0295
FCRL4	0.0153333333333334
KLF14	0.77275
FLRT2	-1.75533333333333
WRN	-1.56375
SDF2	0.2007
KRT8P12	0.05225
C6orf195	1.3035
C9orf125	-3.07516666666667
DZIP3	-0.75725
RIT1	0.489083333333333
SCML1	-3.3765
RHBDF2	1.987125
OR2G3	-0.2945
REXO1L1	-0.3805
MAP3K7IP3	-0.771625
C3orf57	-6.22925
FBXW11	-1.00683333333333
ETAA1	-0.09725
C14orf131	-1.2252
AKT1S1	0.28975
SLC12A5	-1.314
C9orf164	0.98775
NRIP3	-1.134375
NOS1AP	0.031
TMEM121	-0.464
SAP30BP	0.7806
DGCR6	0.895
WDR76	-1.8535
FAM82B	0.01775
LOC606495	-1.328
MAP9	1.25741666666667
BCDIN3D	0.184
CXorf36	3.219
DSCR3	-0.8161
ZFAND3	-0.079
C7orf43	0.251
SPSB3	-0.7677
C19orf19	0.00874999999999999
FAM133A	-2.10957142857143
C12orf25	0.77275
SLC39A3	-0.010875
DISP2	-0.63425
PI4KAP2	-2.7945
MKRN3	-2.85666666666667
ADAMTS13	-0.1265
CBLN3	-0.0274
TTYH1	0.137166666666667
C3orf18	-0.206
FLJ13236	-2.053
ZMYND12	1.5795
C18orf25	0.550125
GLB1L3	-1.142
ATP13A5	3.6715
RANBP10	0.45125
CD96	-0.5979
DENND1C	0.20025
RBMS3	-0.3428
SLC41A3	0.2015
DGCR6L	0.78375
TMEM128	-0.308666666666667
CSNK1G3	-0.955928571428571
MOBKL2C	1.244375
TSPAN6	-0.5255
MATN2	-1.8932
MSL2L1	1.35616666666667
ST6GALNAC2	-2.01333333333333
FGFBP2	-0.439125
FGL1	-6.3035
MPP3	-0.616333333333333
ARHGEF6	1.40483333333333
TGFBR2	-0.50825
ACMSD	-0.87125
IL33	1.66775
C9orf5	-0.4915
DEAF1	-0.2285
AMN	-0.622
DEFA6	0.030375
RNF212	-2.16666666666667
METT5D1	-0.203166666666667
CIB1	-0.0907
TSSK1B	0.2095
KIAA1727	1.56725
ZNF680	-0.42625
LOC399900	-1.0645
LOC152217	1.55458333333333
CTNNAL1	-2.4645
CIT	-0.948416666666667
TLE6	-1.7215
ZNF607	-0.231
HERC4	-1.15733333333333
DRAP1	-0.5728
PEMT	-0.05975
C10orf111	1.407
ZNF575	0.731375
KCTD7	-1.038
MYO1F	0.546375
LOC285382	-2.00825
RAB11A	0.2655
PLCD3	-1.2095
C15orf28	0.442
PTBP2	0.065375
CTB-1048E9.5	-0.3475
C19orf60	1.57616666666667
C7orf25	1.64683333333333
SETD7	-0.147125
HOXB9	-4.6055
VANGL1	0.664625
CHAF1B	-1.3335
NDUFA3	0.03375
KIAA1328	-0.1575
SHARPIN	0.032
TTC23	-0.364125
UGP2	0.736833333333333
ANKIB1	0.4142
CIRBP	-1.08114285714286
SEC14L4	-1.31866666666667
OVCH1	-0.295
VPS52	-0.9525
FAT	0.847875
M6PRBP1	-0.342
GPRIN3	-0.602
PPM1F	0.316
TSR1	0.579
CCDC85A	1.503
PCSK5	1.08575
ZFHX3	-0.519
HEMK1	-0.951
PGBD2	0.07475
RSRC2	-0.09
AURKC	-1.577
SCRIB	0.189
ORM2	-4.69966666666667
FAM115A	0.6489
FZD6	0.418125
UNC119	-0.639333333333333
GPX3	-1.005
NOV	0.265875
CABC1	0.20625
CDC42SE2	-0.8036875
EIF2S2	-0.8941
RNF130	1.7305
CKAP5	0.280333333333333
RP11-413M3.2	0.194125
C10orf18	1.1349
TMEM93	0.0575
DYX1C1	2.20275
KCNMB2	-3.0828
ANK3	0.393416666666667
KRT5	0.678
CDH12	0.271375
QRSL1	0.738
JUB	-1.50525
SHC4	0.12325
CCL15	1.386
CCDC22	-0.29
SNX24	-1.3675
RARS	-0.234
MORC2	0.902375
FAM48A	-0.38
MT1H	0.993
PPP1R14C	2.76316666666667
FOXD1	-2.80314285714286
C1orf213	-1.4015
AMT	-2.199
DSN1	-1.26925
PTPLAD2	2.8955
DIS3L	-1.20025
RASL11A	0.21825
GPRC5B	1.137625
FRMD7	-0.725
STRN4	-0.42725
KITLG	0.127090909090909
HDGF	1.15725
OR1S1	0.4965
SETX	0.0812
DDR2	-2.082875
KCTD12	1.5555
LYZL2	-2.002
WDR52	-0.2265
TMEM2	0.274
ZNF579	0.575
LOC200810	-0.18425
TNFSF9	-1.838625
PPFIA4	-1.7405
CNIH3	-2.4485
MAP4K4	-0.634928571428571
ROD1	0.471071428571429
ALS2CR12	0.419333333333333
DOCK3	1.11766666666667
PAQR9	-5.3255
ASB17	0.246166666666667
STX16	-0.56425
FEZ2	-0.894333333333333
DLAT	0.5785
KIF21B	-1.42283333333333
CDC5L	-0.39125
TMEM119	0.622833333333333
CRIP3	-1.452
TPSD1	-0.154833333333333
TEPP	0.06625
GNGT2	1.63225
C21orf121	4.2495
WNK1	-0.0270833333333334
FLJ10490	0.6853
OR51B5	-2.039
LOC203547	0.047125
HAS1	-1.302
PPA1	0.191333333333333
ST7	-0.325125
C11orf46	0.6234
POPDC3	-3.29
ACOX2	-2.03566666666667
ATCAY	-1.01083333333333
TM4SF19	-1.28125
MFSD9	0.599166666666667
PDHB	-0.6885
ERN1	-0.516
LCE3C	0.281
GPR111	0.8655
NOTCH3	2.078
ADAMTS5	2.67475
B3GALT1	-0.81025
UGCGL1	0.341666666666667
FAM58A	0.756833333333333
FBXO32	1.84775
CLPP	0.11325
NXPH1	-1.478
MTMR3	-0.0948333333333333
ATP1B3	-0.552
TMEM16A	3.567375
HIST1H3F	-0.0818333333333334
TRIM25	0.823166666666667
SDCBP2	0.7275
CRKL	-0.840125
HOXB2	-2.72933333333333
ANP32B	0.482625
GATM	2.9225
AP4E1	0.044375
EDG5	0.8315
CDKN3	-0.5095
CDH4	-2.1855
PGD	-0.496333333333333
RND1	-0.6875
GAD1	-3.5811
MPG	-0.40075
LOC440350	-1.0175
ZNF133	-0.4135
SERPINB12	0.4395
AMELY	-0.130166666666667
DHX36	0.00875
TNFAIP8L2	3.10466666666667
PHTF2	-0.267833333333333
CCDC112	-0.5455
IQCC	-1.2425
HEYL	2.01566666666667
FTSJ2	0.0101666666666667
APPL1	0.4815
RAB43	0.757785714285714
OR10G2	0.3275
WAC	0.9705
ADCY9	-0.43425
RUNDC2B	0.1165
PYCRL	1.1158
AGPAT7	-0.2325
SLC22A9	-1.38675
CDKAL1	0.0315
PDYN	-1.0536
C20orf74	-0.30375
MTMR11	0.51825
VAV3	2.1075
DAPL1	2.42
STXBP3	0.35275
EIF3G	-0.47775
ARHGAP22	0.6975
NPFFR1	-0.459
NPC1	-0.294333333333333
ALDH9A1	1.078
ZNF600	-0.603
ZNF678	-0.416833333333333
RASSF1	-0.416583333333333
ADD2	-0.729125
PITPNB	0.622375
PKD2L2	0.36225
LRP11	-2.302
CDKL1	1.84575
SMEK2	1.0445
PRODH2	-3.24716666666667
C11orf54	-0.8485
SFRS11	-0.0211666666666666
IL7	1.383
ALS2CR16	1.17275
BTG3	0.399
PAK2	0.124833333333333
RP11-679B17.1	-1.34025
GATA4	-2.28566666666667
ATP2B1	-0.63775
LOC130940	-0.2795
C1orf172	3.27333333333333
ATF7IP2	-0.23325
SLC25A43	-0.5405
CENTG3	-0.34275
IGF2BP1	-3.927
FCHSD1	0.205
CAMK2N2	1.12316666666667
ELAVL3	-0.3016
NBPF15	-0.332
UBE2J2	0.940363636363636
GNL2	0.75325
PRR3	-0.4675
NLF2	0.873
OR4F6	0.074
KLHL24	1.08066666666667
CCDC88A	0.2877
SGPP1	-1.23216666666667
C10orf11	-0.644666666666667
SLC35B4	-0.00566666666666667
UGT3A2	-0.7635
ARNT2	0.5026
CBR1	0.004
ITPR3	-1.10066666666667
TRAPPC6B	-0.2378
AMZ1	-0.8615
ARP11	1.97525
WDSUB1	0.15075
APBA1	0.682166666666667
RAB2A	1.0056
C6orf162	0.631625
HPSE2	0.114
PLCE1	0.049
INSL3	1.1135
DLG1	1.1005
PTPLA	-0.041
PIGX	0.062
TFIP11	-0.419166666666667
FIBIN	3.4775
POLR2G	-0.62075
GRAP2	-2.14777777777778
DNAJB8	-0.157
CNBP	1.44616666666667
WASF1	0.68325
INPP5E	-1.3701
HSPB1	-0.60525
TMEM167	-0.108
CUBN	-0.3155
IGF1	1.30375
ITPK1	-0.9054
NAALAD2	-1.391875
G3BP1	0.4793
NT5DC1	0.190875
CYP39A1	0.8375
TMEM139	-0.583083333333333
POLK	-1.0693
GLULD1	-2.733
RBM15	0.209666666666667
AMZ2	0.13075
GDF15	-4.31216666666667
MESDC2	-0.40925
INCA	1.03683333333333
ACY1L2	0.4965
GZMM	-0.628666666666667
PAIP1	-0.28575
CACNA2D1	-0.521
STK32C	1.52666666666667
SH3BP4	-1.15233333333333
DEC1	0.01
PADI1	1.3455
UBB	0.0782
PON3	-0.312
PROP1	1.3655
ANKRD13B	1.095
ADCK1	-0.19975
TCF25	0.201833333333333
SLC38A5	-2.77175
CXorf26	1.09916666666667
C19orf39	0.1495
PPP1R13B	1.5805
ARL2	-1.303
TCL6	0.05775
TOP3A	0.3715
SLC16A14	-0.40375
FXYD6	0.720333333333333
HIST1H4E	-0.446
BBC3	-0.244
UNC5A	0.462
FAM86C	0.3672
PI4KB	0.505875
B3GAT1	-3.46075
SUSD2	0.6775
OAZ2	0.120666666666667
NOC4L	0.331
C10orf12	-0.934
FADS1	-0.479
LOC144097	-0.3465
DKK2	-0.288166666666667
KIAA1949	0.01375
RHOT1	0.127
OXT	0.5405
GPR153	0.85625
ARL4A	0.0901666666666667
SAAL1	-0.55675
CCDC64	0.3925
USE1	-0.252
HNMT	-0.106833333333333
PCGF3	-0.136625
CYP2C19	0.865
C20orf4	-0.2775
CCDC11	0.81875
ACSBG2	0.074
RWDD2A	0.092
PALLD	1.82925
CPLX4	-0.1515
LOC492311	-1.41125
KPNA2	0.302833333333333
MACROD1	-0.6247
