Hybridization REF	TCGA-E2-A1AZ-01A-11R-A12P-07
ZNF434	-0.545333333333333
SMARCD1	-0.350333333333333
ZFP106	-0.65575
ZNF347	0.2415
GTF2E1	0.3175
RY1	-0.256333333333333
ATAD2B	1.209375
ARHGAP17	0.2452
KCNIP3	-1.0175
SFPQ	0.524
GFRA4	-0.179666666666667
AKR1B10	-0.375625
TIGD6	0.288666666666667
RGS16	1.94225
URB1	-0.328333333333333
OR4C46	-0.1585
TOP3B	-1.50325
NFATC4	0.39
CA14	-4.93425
BMPR1A	1.91633333333333
SNRP70	-0.884
PRL	0.220833333333333
C6orf130	-1.0945
STAG2	0.23175
CD55	-1.37864285714286
RPS23	-1.2365
SSX2	-2.25633333333333
FDPSL2A	-0.55275
FBXO27	1.71475
SYNGR3	-1.54466666666667
TMSL3	1.84375
EML1	-0.7635
NUP93	-0.123166666666667
SMAD3	-1.5523
KIAA1189	0.579833333333333
HNRPUL2	-0.2135
TBC1D12	1.51016666666667
C16orf24	0.1455
MRVI1	2.30583333333333
ZNF581	0.489833333333333
ELOVL3	3.923
OR51Q1	-0.21075
CACNB3	1.0045
GALNT13	1.549
C10orf84	0.8589375
NEDD4	-1.1432
SPO11	0.113
OR5AU1	0.2065
NEK4	-0.6265
PRKAR2A	-0.7645
IHPK1	-0.617333333333333
ATP6V0B	0.406875
CACNA1E	0.037
CEACAM8	-1.08133333333333
PEX14	0.0775
FLJ12993	-0.209
ZBTB38	-0.636416666666667
PCTK2	0.817666666666667
LRRC16	0.0789
FBLIM1	1.27216666666667
FYCO1	0.47075
RP5-1022P6.2	-0.1175
CMTM1	1.08666666666667
PLTP	2.45816666666667
RAPH1	0.157125
DOCK8	1.961375
EZH2	-0.357666666666667
SLC25A1	-1.08916666666667
PLEKHB1	1.5732
GRB7	0.6307
ZFP37	0.676
MRPL33	0.054
PELO	-0.245
ARMC1	0.311272727272727
C9orf27	0.478666666666667
FLJ25778	-0.0505
C9orf37	-1.11883333333333
TMEM66	1.469
SPRN	0.45825
HBEGF	1.639
PI4KA	-1.1505
LEPRE1	0.49575
POU2AF1	-0.165125
MRPL12	0.4475
REP15	1.8125
ZC3H3	0.77825
RASAL1	0.23375
DDAH1	0.430125
ACBD5	0.212
TMC2	-0.446
CCDC137	-0.38
SAMD13	-1.09666666666667
UGT2B15	-4.9015
TIPARP	-0.76225
DNASE1L3	2.3955
TRIM72	1.2125
DBX2	2.307
IPO8	1.345
C21orf88	-0.6957
MAP3K14	1.39925
LOC51233	0.0153333333333333
GGTLA4	-1.08125
PDE6D	-0.435
ZNF117	0.275
CLK2	-0.068125
NKRF	0.1465
TNFSF15	0.9037
DUSP2	1.2465
SECISBP2	-0.6643
GABRR2	-0.983
PPAP2C	-0.029
LOC51145	-0.5455
PAG1	0.352625
PIK3C3	-0.647
GNG10	-0.133
APOL4	0.727
ANKRD28	-0.018375
STMN3	-1.4415
RAB14	0.2093
CDK2AP2	0.177
HDDC3	-1.123875
COMMD7	0.21075
CXXC1	0.203
HMCN1	-0.297666666666667
CD40	2.66075
DYNC1LI2	0.093
GDI1	0.42175
LOC646938	-0.763
VSNL1	-0.239333333333333
PIH1D1	-0.224333333333333
RAET1G	0.43
KRTAP5-9	-0.031
EFTUD2	-0.306
ZNF311	-2.32566666666667
ATP6V1G3	0.4845
OR2W3	-0.83625
SCN4A	0.00200000000000001
MED10	-1.9795
FAM135A	0.0437
ARHGAP4	-0.458
EHMT2	-0.279625
UFD1L	-0.96525
ERMP1	1.917
MAG1	-1.09883333333333
THAP8	0.104833333333333
HACE1	-0.288166666666667
FAM82C	-0.463666666666667
C3orf20	-0.038
UNC84A	-0.4935
SCD5	-0.304285714285714
LASS6	0.7445
LSG1	-0.778416666666667
MAL	-4.054
GPR22	0.295
WDR5B	0.95425
ACTRT1	0.0465
C17orf60	0.631833333333333
GRIN2C	0.3205
ARMC8	0.224333333333333
SLC47A1	-2.31833333333333
DMPK	0.5105
DHRS13	-1.32166666666667
SMC1A	-0.534833333333333
KRTAP17-1	0.866
SMYD5	0.0285
TUSC2	-0.669875
CRHR2	0.3125
KIR3DL2	-1.038
CCDC104	0.01625
ATP2C1	1.550375
CROT	-0.5255
PABPC3	-0.00699999999999999
EGR1	0.424166666666667
THSD1	0.77725
KHK	-0.7935
SLC12A2	0.4033125
CD58	-0.10075
STOX2	1.48216666666667
CCDC76	-0.313
CCDC48	1.9475
DNAH1	0.196833333333333
ZIC4	0.669625
OR1G1	1.1855
PSMC6	-0.582166666666667
PROKR1	0.3525
ABCB1	0.25575
TRAT1	0.7645
LLGL1	0.364
MTF1	0.66725
USP54	1.26175
PAGE2B	-1.709
ITGB7	-3.24325
CCDC81	0.4255
LOC149837	0.694
SCUBE1	-0.106
ZSCAN10	-0.295
HUWE1	1.01128571428571
CDH17	0.635
CD180	1.929
IL17A	0.252
TMPO	-0.60875
KIAA1524	-0.09
HDGFRP3	-1.703
OXCT1	0.609454545454545
RRAS2	0.134833333333333
LTBP2	2.9219375
SV2B	1.1285
CYP2A6	0.264375
PKD1L2	0.5415
PPM1M	0.91775
FLJ22662	2.832
ZNF502	-0.1865
GP6	-0.556
CRYBA2	1.422
LEF1	-1.5887
CTPS	-1.00214285714286
EYA1	-4.23216666666667
EPS8L1	1.586
MAPK14	-0.803583333333333
SERPINB2	-5.7495
GTF2F2	0.0111666666666667
ZNHIT4	0.7875
PLA1A	1.044625
C20orf114	-0.061
HPR	-2.3515
C18orf2	-5.63416666666667
SATB2	-3.199
KCNJ9	0.0811428571428571
MGC157906	0.5775
MOCS3	0.1555
C17orf71	-0.473666666666667
PPHLN1	-0.0234
HIST1H2BN	-0.910625
RAPGEF1	-0.172625
MAP3K8	1.092
DLG4	-0.518166666666667
STC1	-0.670416666666667
CDGAP	3.03325
DDX26B	0.836
LOC150223	-1.4705
CPSF3	0.0113333333333333
TMEM14A	0.54025
MYH3	-1.57
GPKOW	0.06025
SULT1A1	-0.645833333333333
SPON1	3.6321
YY1AP1	0.0938333333333333
RAB23	0.46025
PLA2G4A	-2.85825
MAPRE3	0.49175
ZNF516	-0.295142857142857
GGPS1	0.1485
EXOC3L2	-0.3005
C19orf42	-0.6713
MAP2K2	-0.9135
HIST1H2BB	-0.90825
RNF19B	1.77666666666667
C6orf128	1.32133333333333
TLR8	4.1355
PCDHA9	-1.2965
CARS2	-0.15925
CLUL1	0.490166666666667
RHAG	-4.52833333333333
UNK	-0.143
EXOC8	0.5623
C9orf95	1.4315
C14orf143	-0.9865
MAML3	-0.03925
LDHA	-1.94775
MRPL20	0.602625
KLHDC6	0.526333333333333
ATP5S	-0.388
C8orf55	0.55
PHF19	-1.145125
KRTAP13-4	0.5555
TTC5	-0.263
XKR5	-1.055
SILV	-4.7445
TEX28	-0.5775
TCTN1	0.76975
CX40.1	-0.04
PPP2R5C	0.324625
C12orf30	-0.709666666666667
CAPG	2.07025
MPZL1	1.3661
ARSB	-0.619166666666667
TDH	-2.7335
WASF4	0.539
TSSK3	-1.642
7A5	1.093
CRISPLD1	2.009625
MAD1L1	-0.801333333333333
SPIN4	0.568833333333333
AMPD1	1.434
DPYSL5	-0.0345
INPP1	0.727
ANKRD11	-0.497777777777778
NPAS4	0.112571428571429
GCET2	0.813
RNASE9	-0.0815
GUCY2D	0.340166666666667
CCDC98	-0.322
FGF4	-1.14225
CPM	-1.21233333333333
SLC26A4	-0.986666666666667
PLD5	0.05675
FAM59A	-0.2978
FBXO5	-1.19788888888889
SIPA1L1	0.12175
DPYS	1.47925
ATG4D	-0.38325
TGM3	-0.669
MTCH1	-0.6195
HK1	0.329142857142857
CDC26	0.128375
GALNT12	-1.28466666666667
LOC339229	-0.467
MRPL35	-0.400375
ORC4L	-0.106125
TNKS	0.604928571428571
C2orf24	-0.267166666666667
ZNF553	0.417166666666667
GGTLA1	2.9678
ZNF497	0.49825
CDY1B	-0.227
SLC30A4	0.14375
TUB	-0.22725
ARHGEF18	-0.0775
ARRB1	-0.1065
KCNK1	1.493375
EREG	-1.7873
SCAMP5	-0.076
RUNDC3B	2.03025
ADAMTS20	-0.4175
IL17RB	-2.097875
FLJ20323	-0.85925
MCAM	1.42975
POLR3E	-1.41275
AQR	-0.0976666666666667
IPMK	0.936
CDCA7	-1.089875
CAMP	1.97875
GRHL3	2.0885
ADAMTSL2	2.23816666666667
CLMN	0.4305
SSTR3	0.5555
MAGEA5	-2.23266666666667
OVOL2	2.60125
JMJD1B	0.989
RBL2	1.1417
PYGO2	0.55775
PPP1R10	-0.202
CSE1L	-0.504166666666667
LCA5	0.6165
RDH16	-0.27975
ASRGL1	-1.965875
TOM1	-0.421833333333333
PTX3	-3.01275
TTC15	0.1335
SCGB3A1	0.831666666666667
MRPL50	-0.73275
RCAN3	0.566875
SLC26A11	0.058
STYX	-0.0595
CINP	-0.5065
MARCH7	0.3445
PFKM	-0.746666666666667
SGMS1	0.4265
RIOK3	0.3538
C1orf110	0.28
CES7	-0.064375
LOC440248	-1.44575
PPP1R12C	0.23675
C10orf27	0.2455
ATG9A	-0.95625
MRPS26	1.04275
TMEM40	1.9475
ELP3	0.2798
ZNF787	-0.2089
HIAT1	0.1025
C8orf34	2.4295
MGC4655	0.1128
PELI1	0.995166666666667
PPT1	-0.0785
SLC35C2	-0.449166666666667
C6orf125	-0.16825
MUC4	-1.7345
RFC4	-1.20528571428571
GNB2	0.356333333333333
NUP50	-0.380428571428571
SULT4A1	0.0955
C7	4.1235
CCDC130	0.119166666666667
ARRDC4	-0.006
RQCD1	-0.08775
GLYCTK	-1.2005
AYTL2	-0.911818181818182
MTUS1	-0.5634
LEMD3	0.120333333333333
PLEKHF2	-0.089
HOXA7	-0.72975
GTF3C2	-0.4965
DYNLRB2	1.50125
CNOT10	0.0805
MR1	0.026
FFAR1	-0.053
PRIC285	0.4115
SLITRK6	1.9235
LIX1	-0.4071
UBE1L2	0.267666666666667
F8	1.46325
ACHE	0.954333333333333
KPNA5	0.312
TNFRSF12A	-0.3105
EGR3	-0.7925
SERPIND1	-4.12366666666667
OASL	3.75
IFRD1	0.4025
WDFY1	-0.256166666666667
ZNF267	0.99725
ACCN5	-0.2115
ZBTB6	-0.18875
PPP1R3A	0.7015
PRRT3	0.692
FBXL19	-0.1455
TXNIP	0.731214285714286
ACTN2	-0.75975
ATG9B	0.324625
C9orf117	-0.189
IL27	-1.525
RPL36AL	0.0296666666666667
KLK15	-0.6325
CHAD	0.3595
RAP2B	0.5575
HEBP2	0.759
ZNF342	1.065
CAMK2G	1.02516666666667
TLR3	2.41525
FGF14	-0.25425
HMGB2	-0.090375
TRPM5	-0.199833333333333
OR5M11	0.1895
KIF3B	0.111631578947368
PRICKLE2	-0.3245
MTMR9	-0.55
C3orf27	0.1175
GLRA3	-2.55616666666667
NSDHL	-0.0375
TMEM32	0.57225
POLR2D	-0.187
MYADML	0.1945
C9orf114	-0.526
MRGPRX1	-0.445
TOPORS	1.15075
CLDN19	-0.4075
C1QL4	0.1925
RNF165	-1.4045
DHRS9	0.16525
DNAH2	1.32583333333333
FXR1	-1.14216666666667
ZMYM3	-0.225
CASP3	0.506
FAM120C	0.137
SCLY	-1.92575
CA7	0.2095
ENTPD5	0.0546666666666667
ZNF461	-0.167125
PDIA5	0.56025
C1orf19	0.256833333333333
TMEM67	0.75075
KCTD20	-0.8055
WDR47	0.398
FLJ38723	2.044
KLRF1	1.349
TAS2R16	0.2685
CLDN12	0.28775
PRKCE	-0.616
UBXD4	0.2185
ITGAM	3.32216666666667
GLT8D3	-0.00637500000000001
WDR31	0.5572
RGS2	1.077
OR51L1	-0.00650000000000001
MST1R	0.23475
KIAA1737	0.509
OR4A5	2.1485
GLIS1	-1.73483333333333
PTMA	-0.377142857142857
NAPA	1.059
PRDM11	-0.52325
LIPF	-0.058
DIRAS3	3.805
ASGR2	-4.1775
C1QTNF4	1.23525
PIK3R4	0.451
ARMC3	3.69025
NDUFV3	-0.341916666666667
BTBD3	0.176
PPP1R2	-0.293083333333333
UBE2NL	-0.4095
FOSL2	1.35092857142857
FAM119A	-1.581
TUBA4A	0.5149
KRTAP12-1	-0.279
SFRS2	-0.15275
RHPN1	-0.0882
EEF2	-1.23833333333333
ZDHHC11	-1.8575
EPHA3	-1.85088888888889
RBM12	-0.3165
H2AFJ	0.364833333333333
EDIL3	0.3925
KIF26A	-1.6095
SERGEF	-0.852
B3GALT4	1.5095
LOC90925	1.57183333333333
OSCAR	0.738125
NPFF	-0.21925
DEDD	0.705
TMEM155	-0.45075
PTPN1	-0.29025
SCYL2	0.7325
SKAP1	1.94575
LEAP2	-2.8185
GADD45G	0.5312
IFITM3	0.999625
PILRB	-0.248333333333333
SLU7	-0.5549375
DSC3	2.223
DNMT3L	-2.13125
PAPD5	0.19225
B3GNT3	-1.27483333333333
LHCGR	-0.158
MSL-1	0.02225
UBE2S	0.164875
SAP130	0.184
ANAPC11	0.37475
MAGED4B	-2.2085
ATP6V1B2	1.0325
C14orf179	1.03075
CAPZA1	0.0795
CDYL2	-1.05283333333333
GLRX3	0.482
LOC136288	-1.37825
MOBKL1A	0.127
HTR2B	3.14725
CRYGD	-0.477833333333333
NUS1	0.0755
PGRMC1	1.016
MYOM2	-0.7005
FLJ39653	-1.56883333333333
CHM	-0.503
OR5M8	0.0335
ZNF619	0.4305
FAM105A	1.03125
CCNL1	-0.679875
NAP1L3	0.702
C10orf57	1.899
B3GALNT1	1.10833333333333
CSN1S2A	-0.353
TCP10L	0.904
GDAP2	0.016
DMKN	1.00633333333333
COX6B1	0.298
DNASE2	0.6405
MSH5	-1.41925
LGMN	0.343875
USP31	-0.1255
OR13C8	0.7025
SDCBP	1.1232
NUDT11	-3.458
PYGL	0.459166666666667
SNPH	-1.33716666666667
B3GNT4	-1.068
MIZF	0.0286
NUBPL	-0.42025
NOD1	0.5395
CDH22	3.529625
NUBP1	-0.0593333333333333
DSCAM	-4.01575
DGKI	0.958
FAM136A	0.0515
AKAP1	0.28
SLC16A6	-2.572
RIN3	0.818
PSG2	-0.00949999999999998
DIP2B	-0.387416666666667
PSORS1C1	-0.6939
KIAA0495	-0.2095
FLJ90709	0.0985
LPA	-0.351166666666667
PIGA	0.7265
LY75	3.24466666666667
UTS2	-5.45666666666667
RREB1	-0.351125
GALNACT-2	1.1853
MGC3196	-0.0255
FLJ31568	-0.21325
LPHN1	-0.55375
SP1	0.39125
TOX4	-0.243
HSPA9	0.0106
APOBEC1	0.1935
SLC35E4	-1.218
LSM5	-0.695
SURF1	0.1015
ZBTB1	0.527916666666667
GTF2F1	-0.141375
RPS15A	0.0745
DUSP21	-0.770666666666667
GINS4	-1.774
MYO15A	-0.536666666666667
GIMAP7	4.43225
MGC13379	1.133
ATP6V1E2	0.720666666666667
UTP3	-0.153
HNRPA3	0.0314999999999999
MT4	-0.1465
C14orf155	0.1735
U1SNRNPBP	-0.32175
CKLF	-0.262666666666667
PLEKHN1	0.736
MBNL1	0.102666666666667
NUP160	-0.201
ACSM2A	-3.09325
LOC129881	0.23775
KIAA1529	-0.1615
FLJ22639	0.0235
HAND1	-1.6495
GSX1	0.483
FGA	-4.7618125
SERPINB1	-0.292
ZNF642	0.4185
IGFBP1	-8.2315
SLC1A1	1.7635
DHX57	0.622375
ZNF766	-0.005
PTPN21	0.0235
GDPD3	-1.183
PNPLA5	-0.017
TBR1	-0.068
FAM116A	-0.786
IQGAP1	-0.585625
FOS	1.313375
ZNF226	-0.11
FIGNL1	-0.5045
C14orf1	-0.232166666666667
ZMYND17	-0.62
PUS7	-0.169166666666667
TUBB6	-0.305
KCNQ2	-1.67675
MARCH6	0.603166666666667
CCDC33	0.028
PRODH	-1.919
RBM11	1.93775
EPHA6	0.755666666666666
SLC43A1	-1.841
LOC196541	2.24825
NTN1	0.143
ING4	1.65325
PCDHB10	2.2975
DPH2	-0.1555
SPACA4	0.59475
FBXL21	-5.6935
DIAPH1	-0.14
ZNF71	1.08466666666667
CEP76	-0.7375
CORO1A	0.48025
RRM2	-1.088875
EDG4	1.2905
OS9	0.161333333333333
SLC4A1AP	0.15925
COG5	0.86925
COPS8	-1.001
NGLY1	-0.46675
NCBP2	-1.19225
C17orf42	-0.1565
GPSM3	0.628375
SIL1	0.4495
ASB6	-0.10375
SMAD5OS	-0.3735
UNC93A	-3.766625
A1BG	1.06233333333333
C21orf62	0.584
FMO5	-2.36925
ATRIP	-0.148333333333333
CEBPG	-0.180666666666667
C7orf38	0.564833333333333
TNFRSF1B	1.87333333333333
CLEC1A	3.1175
IQSEC1	0.25775
PATZ1	-0.5707
RBM22	0.39075
BAG2	-0.0015
PAQR5	-2.312
C9orf127	1.0876
THNSL1	1.0485
SHROOM3	1.4491
JAM2	1.01325
SNRPN	-2.91025
ALX4	0.32
CACNA1S	0.1235
FAM130A1	1.22475
CORIN	2.8165
CD300LB	0.8415
PLEKHG6	2.199
LRRC40	-0.08975
PCLKC	-1.6145
PCDHB16	-0.0881666666666667
WNT2B	-0.0958333333333333
ASNS	-2.30833333333333
MRPL49	0.1415
FLJ46111	-1.615
ISG20	0.657625
SMU1	0.912
CASZ1	-0.375
POLR1D	0.514166666666667
GIN1	-0.31775
SNAG1	0.2945
ANKRD29	-2.06575
CDKN2AIP	0.0075
KRR1	-0.497
CXCL1	-0.462
EPM2A	-0.6232
PC	0.910333333333333
DEFB127	1.628
PDZRN4	1.42833333333333
FAH	-0.80375
OR51E1	2.4725
CDC2L6	0.2745
DNTTIP1	-0.05975
PAX8	-0.44725
TMEM116	-1.01725
C1orf150	0.5195
PRO2012	0.26075
MRPL40	-1.376
BEX1	-1.1182
SLC2A4	-1.545
PKMYT1	-0.92825
FEZF2	-0.782166666666667
SLC26A9	-0.3725
MAP2	1.51658333333333
LYL1	-1.0245
SLC25A19	0.0395
NOS3	1.1155
ZNF34	1.0425
TMPRSS11F	-2.0975
FAM43A	-0.4355
FCRL4	1.00033333333333
KLF14	0.19025
FLRT2	-0.455833333333333
WRN	0.619
SDF2	0.2927
KRT8P12	-0.9535
C6orf195	0.7135
C9orf125	-0.346833333333333
DZIP3	-0.06775
RIT1	1.1815
SCML1	-1.432
RHBDF2	1.41275
OR2G3	0.5565
REXO1L1	-0.02
MAP3K7IP3	0.404875
C3orf57	-5.1555
FBXW11	-0.466166666666667
ETAA1	-0.97675
C14orf131	-0.3951
AKT1S1	-0.20975
SLC12A5	-0.792125
C9orf164	1.31225
NRIP3	-1.2395
NOS1AP	-1.05125
TMEM121	1.28225
SAP30BP	0.2032
DGCR6	-0.38025
WDR76	-1.518
FAM82B	-0.626916666666667
LOC606495	-0.2105
MAP9	1.58708333333333
BCDIN3D	0.0945
CXorf36	4.13533333333333
DSCR3	-0.1982
ZFAND3	0.060375
C7orf43	0.339
SPSB3	-0.1803
C19orf19	-0.19075
FAM133A	-1.688
C12orf25	0.10725
SLC39A3	-0.7055
DISP2	0.2545
PI4KAP2	-2.6525
MKRN3	-0.439333333333333
ADAMTS13	-1.174125
CBLN3	0.9467
TTYH1	-1.26483333333333
C3orf18	-0.528
FLJ13236	-2.05075
ZMYND12	1.9295
C18orf25	0.050625
GLB1L3	-0.742
ATP13A5	1.0385
RANBP10	0.12025
CD96	0.1951
DENND1C	1.023
RBMS3	0.2253
SLC41A3	0.295166666666667
DGCR6L	-0.477
TMEM128	-0.0405
CSNK1G3	-0.243571428571429
MOBKL2C	1.19825
TSPAN6	0.906125
MATN2	-0.0774
MSL2L1	-0.0645
ST6GALNAC2	-1.75483333333333
FGFBP2	0.51125
FGL1	-6.70066666666667
MPP3	-0.816
ARHGEF6	0.602666666666667
TGFBR2	1.0085
ACMSD	-1.0515
IL33	4.30275
C9orf5	-0.0713333333333333
DEAF1	-0.9497
AMN	-0.6705
DEFA6	-0.296125
RNF212	1.1235
METT5D1	-0.346666666666667
CIB1	-0.4646
TSSK1B	0.31425
KIAA1727	1.9825
ZNF680	0.54775
LOC399900	-1.6645
LOC152217	-0.835333333333333
CTNNAL1	-3.202
CIT	-0.65525
TLE6	-0.784
ZNF607	-0.21475
HERC4	0.0211666666666667
DRAP1	0.3587
PEMT	0.32
C10orf111	0.767
ZNF575	-0.0085
KCTD7	0.24525
MYO1F	1.125875
LOC285382	-0.348
RAB11A	-0.5672
PLCD3	-1.083
C15orf28	-0.877
PTBP2	1.042875
CTB-1048E9.5	-0.680375
C19orf60	0.6925
C7orf25	-0.127833333333333
SETD7	0.836375
HOXB9	-3.952
VANGL1	-0.109375
CHAF1B	-1.225
NDUFA3	0.72425
KIAA1328	-1.216
SHARPIN	0.411875
TTC23	-0.981625
UGP2	0.0338333333333333
ANKIB1	0.351
CIRBP	-0.775571428571429
SEC14L4	1.11316666666667
OVCH1	0.223833333333333
VPS52	-0.47725
FAT	0.328375
M6PRBP1	-0.57975
GPRIN3	1.1575
PPM1F	0.0111666666666667
TSR1	-0.1
CCDC85A	2.2505
PCSK5	1.94
ZFHX3	-0.511
HEMK1	-1.0443
PGBD2	0.77325
RSRC2	-0.3145
AURKC	-1.734
SCRIB	0.1145
ORM2	-2.79933333333333
FAM115A	0.2998
FZD6	1.241625
UNC119	0.507333333333333
GPX3	0.3367
NOV	-0.42375
CABC1	-0.213625
CDC42SE2	0.088
EIF2S2	-0.6718
RNF130	1.4275
CKAP5	0.499333333333333
RP11-413M3.2	0.220875
C10orf18	0.6919
TMEM93	-0.05425
DYX1C1	0.99875
KCNMB2	-0.188625
ANK3	1.95275
KRT5	1.2929
CDH12	-1.714125
QRSL1	-0.181125
JUB	-2.573
SHC4	-1.798625
CCL15	1.91933333333333
CCDC22	0.1115
SNX24	-0.082
RARS	-0.30025
MORC2	0.381625
FAM48A	0.475
MT1H	0.292
PPP1R14C	0.7035
FOXD1	-2.91114285714286
C1orf213	-0.2725
AMT	-1.7074
DSN1	-0.82275
PTPLAD2	4.221
DIS3L	-1.193
RASL11A	0.022
GPRC5B	1.068875
FRMD7	2.444
STRN4	0.3985
KITLG	0.659545454545455
HDGF	-0.1405
OR1S1	0.09
SETX	-0.0177
DDR2	0.63175
KCTD12	2.86925
LYZL2	-1.42775
WDR52	-0.602
TMEM2	0.29525
ZNF579	-0.165
LOC200810	-0.319
TNFSF9	-1.61475
PPFIA4	-2.7225
CNIH3	-0.8675
MAP4K4	-0.370571428571429
ROD1	0.640142857142857
ALS2CR12	-0.6248
DOCK3	-0.646166666666667
PAQR9	-4.96675
ASB17	0.6018
STX16	-0.964875
FEZ2	-0.408333333333333
DLAT	0.126333333333333
KIF21B	-0.79
CDC5L	-0.136
TMEM119	2.96116666666667
CRIP3	0.8275
TPSD1	0.0918333333333333
TEPP	-0.1645
GNGT2	1.716
C21orf121	3.16375
WNK1	1.4905
FLJ10490	0.1203
OR51B5	-2.923
LOC203547	0.7865
HAS1	-0.4
PPA1	1.11433333333333
ST7	0.39925
C11orf46	-0.0054
POPDC3	-3.51933333333333
ACOX2	-1.728
ATCAY	-0.853166666666667
TM4SF19	-1.2005
MFSD9	-0.0853333333333333
PDHB	-1.093
ERN1	0.17075
LCE3C	0.5915
GPR111	0.5815
NOTCH3	1.87516666666667
ADAMTS5	0.99375
B3GALT1	-1.849
UGCGL1	0.674166666666667
FAM58A	1.32766666666667
FBXO32	1.97925
CLPP	-0.08175
NXPH1	-2.42375
MTMR3	-0.164833333333333
ATP1B3	-0.296125
TMEM16A	3.789125
HIST1H3F	-0.378
TRIM25	-0.527833333333333
SDCBP2	1.845
CRKL	-1.500375
HOXB2	-0.277166666666667
ANP32B	-0.02175
GATM	2.554
AP4E1	-0.389875
EDG5	0.628375
CDKN3	-0.238666666666667
CDH4	-2.933
PGD	-0.343666666666667
RND1	-0.4645
GAD1	-3.0357
MPG	-0.306625
LOC440350	0.176
ZNF133	0.4815
SERPINB12	-1.431
AMELY	-0.2066
DHX36	-0.05275
TNFAIP8L2	3.30416666666667
PHTF2	0.761055555555556
CCDC112	-0.322833333333333
IQCC	-0.9625
HEYL	3.03783333333333
FTSJ2	-1.05483333333333
APPL1	-0.531625
RAB43	0.678
OR10G2	0.6255
WAC	1.02866666666667
ADCY9	-0.373875
RUNDC2B	-0.4655
PYCRL	0.3432
AGPAT7	0.162833333333333
SLC22A9	-1.52183333333333
CDKAL1	-0.52
PDYN	0.407833333333333
C20orf74	-0.344
MTMR11	0.698
VAV3	0.122583333333333
DAPL1	0.147
STXBP3	0.0725
EIF3G	-0.40775
ARHGAP22	0.90725
NPFFR1	0.4375
NPC1	0.0636666666666667
ALDH9A1	0.992833333333333
ZNF600	0.76725
ZNF678	0.29
RASSF1	-0.849
ADD2	-0.387125
PITPNB	-0.666875
PKD2L2	-0.432571428571428
LRP11	0.0265
CDKL1	0.31925
SMEK2	0.13225
PRODH2	-3.69233333333333
C11orf54	-0.715
SFRS11	-0.153166666666667
IL7	1.11266666666667
ALS2CR16	-0.7345
BTG3	0.8145
PAK2	-0.595833333333333
RP11-679B17.1	-1.37275
GATA4	-2.2
ATP2B1	-1.039
LOC130940	0.5685
C1orf172	2.517
ATF7IP2	-0.54425
SLC25A43	0.7325
CENTG3	-0.417916666666667
IGF2BP1	-4.3298
FCHSD1	0.4295
CAMK2N2	-0.0745
ELAVL3	-0.699444444444444
NBPF15	-0.279833333333333
UBE2J2	-0.166083333333333
GNL2	-0.02025
PRR3	-0.1984
NLF2	-0.084
OR4F6	0.234
KLHL24	0.231666666666667
CCDC88A	-0.6556
SGPP1	-1.01516666666667
C10orf11	1.469
SLC35B4	-0.842
UGT3A2	1.4705
ARNT2	-1.0531
CBR1	0.359
ITPR3	-0.736666666666667
TRAPPC6B	-0.4045
AMZ1	0.7905
ARP11	2.13125
WDSUB1	0.83475
APBA1	0.872666666666667
RAB2A	1.0165
C6orf162	0.153375
HPSE2	1.23575
PLCE1	0.55625
INSL3	1.1275
DLG1	-0.5096
PTPLA	-0.0515
PIGX	-1.25325
TFIP11	-0.405
FIBIN	2.639
POLR2G	0.4875
GRAP2	-1.0651
DNAJB8	-0.184
CNBP	0.535166666666667
WASF1	0.056
INPP5E	-1.0308
HSPB1	-0.6941875
TMEM167	-0.2903
CUBN	0.22175
IGF1	3.2139375
ITPK1	0.471
NAALAD2	-1.73025
G3BP1	0.3155
NT5DC1	-0.360625
CYP39A1	1.1255
TMEM139	-0.70825
POLK	-0.3469
GLULD1	-2.9615
RBM15	-1.43433333333333
AMZ2	0.2965
GDF15	-4.26466666666667
MESDC2	-0.56625
INCA	2.19516666666667
ACY1L2	0.3385
GZMM	0.6345
PAIP1	0.539
CACNA2D1	0.39525
STK32C	0.886
SH3BP4	-1.5445
DEC1	-0.2295
PADI1	0.555
UBB	0.6176
PON3	0.2645
PROP1	0.7285
ANKRD13B	0.805
ADCK1	0.34675
TCF25	0.117583333333333
SLC38A5	0.4475
CXorf26	0.861
C19orf39	-0.40475
PPP1R13B	-0.54825
ARL2	-0.3765
TCL6	0.05275
TOP3A	-0.6885
SLC16A14	0.78375
FXYD6	2.9115
HIST1H4E	-0.172
BBC3	-0.481631578947369
UNC5A	0.049
FAM86C	-0.2392
PI4KB	1.498625
B3GAT1	-3.12875
SUSD2	2.72133333333333
OAZ2	-0.392833333333333
NOC4L	0.1215
C10orf12	1.13
FADS1	-3.31083333333333
LOC144097	0.57775
DKK2	2.571
KIAA1949	0.70075
RHOT1	0.0105
OXT	2.46866666666667
GPR153	-0.27875
ARL4A	-1.36866666666667
SAAL1	-0.76325
CCDC64	-0.1895
USE1	-0.202333333333333
HNMT	-0.294833333333333
PCGF3	0.0854375
CYP2C19	0.71325
C20orf4	0.729
CCDC11	1.49475
ACSBG2	-0.22925
RWDD2A	0.0815
PALLD	2.0675
CPLX4	0.511
LOC492311	-0.0685
KPNA2	-0.282
MACROD1	0.3803
TMCO3	-1.095
C15orf52	-0.3045
BIRC5	-0.176
PRR16	-0.0221666666666667
