Hybridization REF	TCGA-BH-A0DI-01A-21R-A12P-07
GTF2E1	0.073
RY1	-0.240166666666667
ATAD2B	0.282375
ARHGAP17	-0.1116
KCNIP3	-0.34175
SFPQ	0.364875
GFRA4	0.3105
AKR1B10	-3.070875
TIGD6	0.783
RGS16	3.101
URB1	-0.342166666666667
OR4C46	-0.55
TOP3B	-0.234
NFATC4	1.124
CA14	-4.8235
BMPR1A	-0.217666666666667
SNRP70	-0.015375
PRL	-0.123
C6orf130	-0.60625
STAG2	-0.322
CD55	-0.394571428571429
RPS23	1.05983333333333
SSX2	-1.3705
FDPSL2A	-0.7045
FBXO27	-0.10925
SYNGR3	-0.848333333333333
TMSL3	1.85475
EML1	-0.197
NUP93	-0.650833333333333
SMAD3	-0.7746
KIAA1189	0.509833333333333
HNRPUL2	-0.0593333333333333
TBC1D12	0.2775
C16orf24	0.60675
MRVI1	2.577
ZNF581	-0.255666666666667
ELOVL3	-0.092
OR51Q1	0.1915
CACNB3	0.940166666666667
GALNT13	-0.104857142857143
C10orf84	0.5456875
NEDD4	-0.1176
SPO11	0.2445
OR5AU1	0.185
NEK4	-0.616714285714286
PRKAR2A	-1.045
IHPK1	-0.310833333333333
ATP6V0B	0.27625
CACNA1E	2.3985
CEACAM8	-0.664
PEX14	-0.004
FLJ12993	-1.428
ZBTB38	0.217333333333333
PCTK2	-0.321333333333333
LRRC16	0.9366
FBLIM1	1.28141666666667
FYCO1	0.737
RP5-1022P6.2	-0.4005
CMTM1	0.740333333333333
PLTP	1.78533333333333
RAPH1	0.87775
DOCK8	0.9615
EZH2	-0.757933333333333
SLC25A1	-0.404666666666667
PLEKHB1	0.3528
GRB7	0.7726
ZFP37	0.1805
MRPL33	-0.1605
PELO	0.002
ARMC1	-1.16618181818182
C9orf27	-0.064
FLJ25778	-0.8765
C9orf37	-0.800666666666667
TMEM66	0.28575
SPRN	0.574
HBEGF	1.471
PI4KA	-0.508
LEPRE1	0.56825
POU2AF1	-1.075125
MRPL12	-0.0728333333333333
REP15	0.3725
ZC3H3	0.629
RASAL1	-0.6425
DDAH1	1.058375
ACBD5	0.437875
TMC2	0.023
CCDC137	-0.62525
SAMD13	-0.504833333333333
UGT2B15	-2.81733333333333
TIPARP	0.27075
DNASE1L3	1.808
TRIM72	0.385666666666667
DBX2	1.26133333333333
IPO8	-0.12725
C21orf88	-0.566
MAP3K14	0.83275
LOC51233	0.492333333333333
GGTLA4	-0.2995
PDE6D	-0.2595
ZNF117	-0.67475
CLK2	-0.31975
NKRF	-0.9695
TNFSF15	0.5483
DUSP2	1.010125
SECISBP2	-0.392
GABRR2	-1.014
PPAP2C	2.06925
LOC51145	0.341
PAG1	-0.054875
PIK3C3	0.0545
GNG10	-0.495
APOL4	1.32
ANKRD28	-1.416875
STMN3	1.0017
RAB14	0.8875
CDK2AP2	0.9
HDDC3	-0.36425
COMMD7	0.61025
CXXC1	0.515
HMCN1	1.438
CD40	1.1205
DYNC1LI2	0.46525
GDI1	0.13625
LOC646938	-0.272
VSNL1	0.229833333333333
PIH1D1	-0.270333333333333
RAET1G	0.2955
KRTAP5-9	0.5065
EFTUD2	-0.19875
ZNF311	0.213833333333333
ATP6V1G3	0.25275
OR2W3	0.4355
SCN4A	0.43975
MED10	-0.575625
FAM135A	-0.6535
ARHGAP4	-0.96925
EHMT2	-0.72375
UFD1L	-0.152
ERMP1	-0.08425
MAG1	-0.817166666666667
THAP8	0.760333333333333
HACE1	-0.477333333333333
FAM82C	0.352166666666667
C3orf20	0.2085
UNC84A	-0.734333333333333
SCD5	-0.0961428571428571
LASS6	1.43425
LSG1	-0.645166666666667
MAL	-4.56975
GPR22	-0.268
WDR5B	0.88
ACTRT1	0.9405
C17orf60	0.4355
GRIN2C	0.1613
ARMC8	-0.644083333333333
SLC47A1	-2.19233333333333
DMPK	0.10475
DHRS13	-0.497
SMC1A	-0.533333333333333
KRTAP17-1	0.177
SMYD5	-0.3175
TUSC2	-0.184
CRHR2	0.422
KIR3DL2	-0.0245
CCDC104	-0.143
ATP2C1	0.115375
CROT	1.33175
PABPC3	-0.821833333333333
EGR1	2.59566666666667
THSD1	0.91175
KHK	-0.448
SLC12A2	2.2979375
CD58	-0.45875
STOX2	0.0518333333333333
CCDC76	-1.1823
CCDC48	3.096
DNAH1	0.1115
ZIC4	-0.92175
OR1G1	0.5645
PSMC6	-0.451166666666667
PROKR1	0.5125
ABCB1	0.01775
TRAT1	-0.4635
LLGL1	0.2705
MTF1	0.20225
USP54	0.5475
PAGE2B	-2.1595
ITGB7	-3.47825
CCDC81	-0.4445
LOC149837	-0.1745
SCUBE1	-0.429
ZSCAN10	2.021
HUWE1	-0.412785714285714
CDH17	-0.385
CD180	0.83275
IL17A	0.000999999999999987
TMPO	-2.15025
KIAA1524	-1.00233333333333
HDGFRP3	-0.0556666666666667
OXCT1	-0.759636363636364
RRAS2	-1.63
LTBP2	3.3825
SV2B	1.66416666666667
CYP2A6	0.37575
PKD1L2	-0.417833333333333
PPM1M	1.124
FLJ22662	3.24216666666667
ZNF502	1.3305
GP6	-0.629
CRYBA2	-0.8765
LEF1	-1.6545
CTPS	-1.99485714285714
EYA1	-2.55516666666667
EPS8L1	1.58525
MAPK14	-0.562916666666667
SERPINB2	-4.17325
GTF2F2	-0.0726666666666667
ZNHIT4	-0.302
PLA1A	0.17475
C20orf114	3.707
HPR	-4.2635
C18orf2	-3.20866666666667
SATB2	-1.653
KCNJ9	0.00587499999999996
MGC157906	0.883
MOCS3	-0.58075
C17orf71	-0.3705
PPHLN1	-0.0198
HIST1H2BN	-0.272
RAPGEF1	0.05325
MAP3K8	-0.3085
DLG4	0.637833333333333
STC1	0.0576666666666667
CDGAP	1.99425
DDX26B	-1.0035
LOC150223	-1.9455
CPSF3	-0.965166666666667
TMEM14A	-0.04475
MYH3	-1.839
GPKOW	-0.00924999999999999
SULT1A1	0.470666666666667
SPON1	5.4036
YY1AP1	-0.485166666666667
RAB23	0.85775
PLA2G4A	-3.27375
MAPRE3	0.467
ZNF516	0.228
GGPS1	0.97775
EXOC3L2	0.205625
C19orf42	0.6321
MAP2K2	0.6295
HIST1H2BB	-0.11225
RNF19B	1.45333333333333
C6orf128	0.2855
TLR8	3.2075
PCDHA9	1.075
CARS2	-0.026375
CLUL1	-0.464833333333333
RHAG	-4.21033333333333
UNK	0.198
EXOC8	0.5953
C9orf95	1.21
C14orf143	0.000333333333333371
MAML3	0.237625
LDHA	-2.117
MRPL20	0.35525
KLHDC6	0.319666666666667
ATP5S	-0.399333333333333
C8orf55	0.76825
PHF19	-1.996375
KRTAP13-4	0.5955
TTC5	-0.097
XKR5	-0.38025
SILV	-4.34883333333333
TEX28	-0.623
TCTN1	1.0715
CX40.1	0.127
PPP2R5C	-0.0795000000000001
C12orf30	-1.66083333333333
CAPG	2.50275
MPZL1	1.02745
ARSB	-0.0575
TDH	-2.0395
WASF4	0.48925
TSSK3	-0.597333333333333
7A5	0.3395
CRISPLD1	2.025875
MAD1L1	0.11
SPIN4	-0.8065
AMPD1	0.23025
DPYSL5	0.075
INPP1	0.807666666666667
ANKRD11	-0.986722222222222
NPAS4	0.18075
GCET2	0.1718
RNASE9	0.5365
GUCY2D	0.307333333333333
CCDC98	-0.10375
FGF4	0.153875
CPM	0.0951666666666667
SLC26A4	-1.67283333333333
PLD5	-0.015
FAM59A	0.2609
FBXO5	-2.75522222222222
SIPA1L1	0.219875
DPYS	0.86125
ATG4D	-0.047
TGM3	0.5825
MTCH1	-0.079125
HK1	0.0406428571428571
CDC26	0.30125
GALNT12	-1.85016666666667
LOC339229	0.039
MRPL35	-0.301125
ORC4L	-0.192125
TNKS	-0.689
C2orf24	0.482166666666667
ZNF553	0.0851666666666667
GGTLA1	3.0934
ZNF497	0.951
CDY1B	-0.974
SLC30A4	1.324125
TUB	-0.483375
ARHGEF18	0.08775
ARRB1	0.9165
KCNK1	1.487375
EREG	-2.9724
SCAMP5	0.1015
RUNDC3B	1.966
ADAMTS20	-0.958333333333333
IL17RB	-1.737
FLJ20323	-0.90575
MCAM	0.649125
POLR3E	-1.64458333333333
AQR	0.0256666666666667
IPMK	-0.2605
CDCA7	-3.229
CAMP	0.9075
GRHL3	0.51625
ADAMTSL2	1.4345
CLMN	1.474
SSTR3	0.5275
MAGEA5	-1.989
OVOL2	3.32525
JMJD1B	0.12775
RBL2	-0.063
PYGO2	0.9315
PPP1R10	0.7235
CSE1L	-1.09866666666667
LCA5	1.347
RDH16	0.59175
ASRGL1	-1.98675
TOM1	0.9525
PTX3	-3.98375
TTC15	0.81875
SCGB3A1	0.809833333333333
MRPL50	-0.67875
RCAN3	0.28475
SLC26A11	1.25475
STYX	-0.232833333333333
CINP	0.218
MARCH7	-0.50525
PFKM	-1.21333333333333
SGMS1	0.904833333333333
RIOK3	-0.5277
C1orf110	-0.054
CES7	-0.12625
LOC440248	-1.95475
PPP1R12C	0.608
C10orf27	0.452
ATG9A	0.19875
MRPS26	0.2945
TMEM40	0.7665
ELP3	-0.5005
ZNF787	1.4108
HIAT1	-0.289625
C8orf34	2.01516666666667
MGC4655	1.0733
PELI1	0.707833333333333
PPT1	1.0338
SLC35C2	0.301333333333333
C6orf125	-0.4215
MUC4	-0.757
RFC4	-1.47885714285714
GNB2	0.7775
NUP50	-0.0229285714285714
SULT4A1	-1.08083333333333
C7	3.136875
CCDC130	-0.0483333333333333
ARRDC4	0.22975
RQCD1	-1.1385
GLYCTK	-0.51825
AYTL2	-0.381454545454545
MTUS1	0.8284
LEMD3	0.09
PLEKHF2	1.45375
HOXA7	0.468
GTF3C2	-1.157
DYNLRB2	2.135
CNOT10	-1.0335
MR1	1.19516666666667
FFAR1	0.04375
PRIC285	0.35125
SLITRK6	3.777
LIX1	-1.5689
UBE1L2	-1.19508333333333
F8	1.076875
ACHE	0.678333333333333
KPNA5	-0.71025
TNFRSF12A	-0.059
EGR3	1.1095
SERPIND1	-3.68783333333333
OASL	1.154
IFRD1	-1.795375
WDFY1	-0.00116666666666669
ZNF267	-0.184625
ACCN5	0.4035
ZBTB6	0.412
PPP1R3A	-0.501
PRRT3	-0.054
FBXL19	-0.62
TXNIP	1.033
ACTN2	-1.0595
ATG9B	-0.149875
C9orf117	0.071375
IL27	0.0825
RPL36AL	0.0165
KLK15	0.14
CHAD	0.401
RAP2B	-0.0518
HEBP2	0.60425
ZNF342	0.93
CAMK2G	-0.231833333333333
TLR3	1.84325
FGF14	0.518
HMGB2	-2.3635
TRPM5	0.00383333333333334
OR5M11	0.568
KIF3B	0.116736842105263
PRICKLE2	1.47025
MTMR9	-0.103625
C3orf27	0.0225
GLRA3	-1.1768
NSDHL	-0.540833333333333
TMEM32	-0.0215
POLR2D	-0.82325
MYADML	0.285
C9orf114	0.15525
MRGPRX1	0.5615
TOPORS	0.3215
CLDN19	1.16425
C1QL4	0.423
RNF165	0.012
DHRS9	1.265
DNAH2	-0.0833333333333334
FXR1	1.3505
ZMYM3	-0.5995
CASP3	-0.164333333333333
FAM120C	-0.0496249999999999
SCLY	-1.7165
CA7	0.0045
ENTPD5	-0.055
ZNF461	-0.1115
PDIA5	0.25275
C1orf19	-0.866
TMEM67	-0.45025
KCTD20	-0.5635
WDR47	0.942
FLJ38723	2.0675
KLRF1	0.571166666666667
TAS2R16	0.6535
CLDN12	-0.4075
PRKCE	0.1105
UBXD4	-1.1735
ITGAM	2.38016666666667
GLT8D3	-0.191625
WDR31	-0.00229999999999997
RGS2	3.044
OR51L1	0.194
MST1R	-0.17725
KIAA1737	1.06025
OR4A5	0.734
GLIS1	-0.265333333333333
PTMA	-0.122357142857143
NAPA	1.2715
PRDM11	0.05475
LIPF	1.5595
DIRAS3	1.57825
ASGR2	-3.9235
C1QTNF4	1.6545
PIK3R4	0.191333333333333
ARMC3	3.45275
NDUFV3	-0.27025
BTBD3	-0.9935
PPP1R2	-0.0331666666666667
UBE2NL	-0.8655
FOSL2	1.88507142857143
FAM119A	-1.676
TUBA4A	-0.5528
KRTAP12-1	-0.1145
SFRS2	-0.91125
RHPN1	0.3658
EEF2	-0.014
ZDHHC11	-0.840833333333333
EPHA3	-1.6931
RBM12	-0.3005
H2AFJ	0.64575
EDIL3	2.647
KIF26A	-1.042
SERGEF	-0.34425
B3GALT4	1.599
LOC90925	1.05816666666667
OSCAR	0.389
NPFF	0.04475
DEDD	0.210625
TMEM155	-0.280875
PTPN1	-0.4565
SCYL2	0.195333333333333
SKAP1	2.69125
LEAP2	-2.71566666666667
GADD45G	2.0499
IFITM3	1.4825
PILRB	-1.2215
SLU7	0.359625
DSC3	2.253
DNMT3L	-0.90675
PAPD5	-0.367
B3GNT3	-0.4085
LHCGR	0.3075
MSL-1	0.05275
UBE2S	-1.651
SAP130	-0.53425
ANAPC11	0.7245
MAGED4B	0.063
ATP6V1B2	0.596166666666667
C14orf179	0.972
CAPZA1	-0.082125
CDYL2	0.0973333333333333
GLRX3	-0.643333333333333
LOC136288	-0.731666666666667
MOBKL1A	-0.2365
HTR2B	4.495
CRYGD	0.249333333333333
NUS1	-1.3335
PGRMC1	-0.4535
MYOM2	0.6655
FLJ39653	-1.97283333333333
CHM	-0.4106
OR5M8	0.275
ZNF619	-0.3865
FAM105A	1.227
CCNL1	-1.3395
NAP1L3	1.4225
C10orf57	1.32766666666667
B3GALNT1	0.772666666666667
CSN1S2A	-0.9845
TCP10L	0.39825
GDAP2	-0.12025
DMKN	0.210833333333333
COX6B1	0.12975
DNASE2	0.923166666666667
MSH5	-2.24675
LGMN	0.513125
USP31	0.0925
OR13C8	0.3985
SDCBP	0.4701
NUDT11	-0.812
PYGL	-1.022
SNPH	0.344666666666667
B3GNT4	0.0605
MIZF	-1.0421
NUBPL	-0.348625
NOD1	0.554333333333333
CDH22	1.6225
NUBP1	-0.0566666666666667
DSCAM	-3.40975
DGKI	1.1595
FAM136A	-1.142
AKAP1	-0.195833333333333
SLC16A6	-1.74325
RIN3	1.5075
PSG2	0.07525
DIP2B	0.371583333333333
PSORS1C1	0.74
KIAA0495	-0.08
FLJ90709	-0.420333333333333
LPA	-0.0161666666666667
PIGA	-0.902333333333333
LY75	2.30466666666667
UTS2	-5.15766666666667
RREB1	0.07075
GALNACT-2	0.6171
MGC3196	-0.67025
FLJ31568	1.16775
LPHN1	-0.823
SP1	0.669375
TOX4	0.314333333333333
HSPA9	-0.2249
APOBEC1	-0.405
SLC35E4	-1.41775
LSM5	-1.1265
SURF1	0.3625
ZBTB1	0.491333333333333
GTF2F1	0.42575
RPS15A	-0.213071428571429
DUSP21	-0.131333333333333
GINS4	-3.06333333333333
MYO15A	-0.187666666666667
GIMAP7	4.3445
MGC13379	0.683
ATP6V1E2	-0.859333333333333
UTP3	-0.39125
HNRPA3	-0.417875
MT4	0.0135
C14orf155	0.442333333333333
U1SNRNPBP	0.53625
CKLF	-0.596666666666667
PLEKHN1	-1.03566666666667
MBNL1	-0.363083333333333
NUP160	-2.03975
ACSM2A	-0.925
LOC129881	1.32225
KIAA1529	0.0455
FLJ22639	-2.128
HAND1	-0.2365
GSX1	0.686
FGA	-4.0336
SERPINB1	-0.3125
ZNF642	0.48125
IGFBP1	-7.525125
SLC1A1	0.045
DHX57	-0.408375
ZNF766	-0.1025
PTPN21	-0.2998
GDPD3	-2.189
PNPLA5	0.264
TBR1	-0.444666666666667
FAM116A	-0.09575
IQGAP1	0.533125
FOS	2.17475
ZNF226	0.151625
FIGNL1	-1.057
C14orf1	0.313666666666667
ZMYND17	-0.964
PUS7	-0.793666666666667
TUBB6	-0.178125
KCNQ2	-1.506
MARCH6	-0.155666666666667
CCDC33	0.223
PRODH	1.039
RBM11	-0.2925
EPHA6	-0.78475
SLC43A1	0.72925
LOC196541	0.607166666666667
NTN1	0.83075
ING4	0.88525
PCDHB10	1.4515
DPH2	-1.02383333333333
SPACA4	-0.0655
FBXL21	-3.8485
DIAPH1	-0.411333333333333
ZNF71	0.818
CEP76	-1.1255
CORO1A	0.1825
RRM2	-2.72325
EDG4	0.6825
OS9	1.3805
SLC4A1AP	0.05
COG5	-0.0665
COPS8	0.11975
NGLY1	-0.9785
NCBP2	-0.61475
C17orf42	-0.453333333333333
GPSM3	1.275
SIL1	1.438
ASB6	-0.0045
SMAD5OS	0.123166666666667
UNC93A	-2.6065
A1BG	0.3985
C21orf62	-0.2745
FMO5	-1.59283333333333
ATRIP	0.131333333333333
CEBPG	-0.1485
C7orf38	0.298
TNFRSF1B	1.15733333333333
CLEC1A	1.935
IQSEC1	0.2735
PATZ1	0.9308
RBM22	0.7395
BAG2	-0.815666666666667
PAQR5	-2.31616666666667
C9orf127	0.5985
THNSL1	-0.2675
SHROOM3	1.6979
JAM2	2.0005
SNRPN	-2.2775
ALX4	-0.1155
CACNA1S	-0.254
FAM130A1	0.568
CORIN	2.8885
CD300LB	0.8375
PLEKHG6	0.649
LRRC40	-1.04125
PCLKC	-0.14675
PCDHB16	1.121
WNT2B	0.654666666666667
ASNS	-2.477
MRPL49	-0.02075
FLJ46111	-0.21175
ISG20	-0.422625
SMU1	-0.7085
CASZ1	0.0135
POLR1D	-0.337166666666667
GIN1	-0.39525
SNAG1	0.775333333333333
ANKRD29	-0.72825
CDKN2AIP	-0.23575
KRR1	-0.0955
CXCL1	-3.84416666666667
EPM2A	-0.6195
PC	-0.360166666666667
DEFB127	0.078
PDZRN4	1.76716666666667
FAH	0.523125
OR51E1	1.4765
CDC2L6	-0.392333333333333
DNTTIP1	-0.4605
PAX8	-0.5625
TMEM116	0.963
C1orf150	0.769
PRO2012	0.2615
MRPL40	-0.122166666666667
BEX1	-0.9116
SLC2A4	-0.447166666666667
PKMYT1	-1.46125
FEZF2	0.0194
SLC26A9	-1.109
MAP2	0.69625
LYL1	-0.34125
SLC25A19	-0.759
NOS3	0.2995
ZNF34	1.30566666666667
TMPRSS11F	-0.462
FAM43A	0.44375
FCRL4	0.4335
KLF14	0.29
FLRT2	1.5035
WRN	-1.6215
SDF2	1.0567
KRT8P12	0.101
C6orf195	1.383
C9orf125	-0.627833333333333
DZIP3	-0.459875
RIT1	0.258666666666667
SCML1	-2.29766666666667
RHBDF2	0.412
OR2G3	0.619
REXO1L1	0.023
MAP3K7IP3	-0.7915
C3orf57	-5.82525
FBXW11	-0.4765
ETAA1	-0.5755
C14orf131	-0.3129
AKT1S1	0.4415
SLC12A5	-1.124125
C9orf164	1.10975
NRIP3	-0.029375
NOS1AP	-0.99325
TMEM121	0.743
SAP30BP	0.3773
DGCR6	1.4205
WDR76	-1.56225
FAM82B	-0.726833333333333
LOC606495	-0.966
MAP9	1.256
BCDIN3D	0.45675
CXorf36	3.251
DSCR3	-0.6575
ZFAND3	0.723625
C7orf43	0.179166666666667
SPSB3	0.7326
C19orf19	0.39825
FAM133A	-0.8505
C12orf25	0.1365
SLC39A3	0.257
DISP2	2.4175
PI4KAP2	-1.78
MKRN3	-2.12333333333333
ADAMTS13	-0.662625
CBLN3	-0.00669999999999999
TTYH1	-0.520333333333333
C3orf18	0.16575
FLJ13236	-0.6625
ZMYND12	2.4255
C18orf25	0.07425
GLB1L3	-0.4025
ATP13A5	0.488
RANBP10	0.099
CD96	-0.8996
DENND1C	0.0665
RBMS3	1.681
SLC41A3	0.184166666666667
DGCR6L	1.39875
TMEM128	0.206166666666667
CSNK1G3	-0.367428571428571
MOBKL2C	1.37975
TSPAN6	-0.25525
MATN2	0.3693
MSL2L1	0.450666666666667
ST6GALNAC2	0.512833333333333
FGFBP2	0.452125
FGL1	-5.4515
MPP3	0.701166666666667
ARHGEF6	0.8015
TGFBR2	0.952125
ACMSD	-0.744333333333333
IL33	2.8005
C9orf5	0.18175
DEAF1	0.5746
AMN	0.4
DEFA6	0.050875
RNF212	-1.44425
METT5D1	-0.345166666666667
CIB1	0.2597
TSSK1B	-0.9635
KIAA1727	-0.0855
ZNF680	0.687166666666667
LOC399900	-1.219
LOC152217	-0.742916666666667
CTNNAL1	-2.433
CIT	-2.5055
TLE6	0.69325
ZNF607	0.00775
HERC4	-1.34916666666667
DRAP1	-0.3586
PEMT	-0.55725
C10orf111	-1.0495
ZNF575	1.853125
KCTD7	0.00199999999999999
MYO1F	0.80325
LOC285382	0.458
RAB11A	0.9514
PLCD3	-0.484
C15orf28	0.14275
PTBP2	-0.6635
CTB-1048E9.5	0.307875
C19orf60	-0.0816666666666667
C7orf25	-0.0735
SETD7	1.92825
HOXB9	-3.844
VANGL1	-0.1298125
CHAF1B	-2.79125
NDUFA3	-0.1615
KIAA1328	0.00300000000000004
SHARPIN	0.6035
TTC23	0.169375
UGP2	0.1645
ANKIB1	-0.1425
CIRBP	1.42314285714286
SEC14L4	-2.37533333333333
OVCH1	-0.393333333333333
VPS52	0.1115
FAT	0.163375
M6PRBP1	0.46375
GPRIN3	0.0885
PPM1F	0.414166666666667
TSR1	-1.27725
CCDC85A	3.9455
PCSK5	2.95675
ZFHX3	0.5095
HEMK1	-0.9749
PGBD2	-0.0735
RSRC2	-0.0343333333333333
AURKC	-0.7625
SCRIB	-0.60575
ORM2	-4.5075
FAM115A	0.00530000000000001
FZD6	-1.17925
UNC119	0.485833333333333
GPX3	0.374
NOV	1.274125
CABC1	0.004625
CDC42SE2	-0.0524375
EIF2S2	-1.0447
RNF130	1.120375
CKAP5	-1.05916666666667
RP11-413M3.2	1.029375
C10orf18	-0.0995
TMEM93	-0.9925
DYX1C1	1.17325
KCNMB2	2.181
ANK3	0.779166666666667
KRT5	1.5592
CDH12	-0.862125
QRSL1	-0.26875
JUB	-1.83625
SHC4	0.0485
CCL15	1.43966666666667
CCDC22	0.7775
SNX24	-0.123
RARS	-0.2305
MORC2	0.753375
FAM48A	-0.37925
MT1H	-0.235
PPP1R14C	-0.455833333333333
FOXD1	-1.82071428571429
C1orf213	-1.85175
AMT	-1.5591
DSN1	-1.6165
PTPLAD2	2.757
DIS3L	-0.0315
RASL11A	0.71325
GPRC5B	0.391375
FRMD7	0.984
STRN4	-0.16525
KITLG	2.18536363636364
HDGF	-1.2475
OR1S1	0.066
SETX	-0.1496
DDR2	1.048375
KCTD12	2.5635
LYZL2	-0.697
WDR52	-0.854
TMEM2	0.361125
ZNF579	1.6795
LOC200810	0.428
TNFSF9	-0.88725
PPFIA4	-3.30125
CNIH3	1.31533333333333
MAP4K4	-0.431642857142857
ROD1	-0.0885
ALS2CR12	-0.561166666666667
DOCK3	-1.23183333333333
PAQR9	-3.898
ASB17	-0.617833333333333
STX16	-1.812875
FEZ2	0.3365
DLAT	-1.06483333333333
KIF21B	-1.09916666666667
CDC5L	-0.375
TMEM119	2.46016666666667
CRIP3	-1.28575
TPSD1	-0.146666666666667
TEPP	0.3875
GNGT2	1.14025
C21orf121	1.1645
WNK1	-0.66425
FLJ10490	1.3609
OR51B5	-0.971
LOC203547	-1.022875
HAS1	1.9175
PPA1	-0.1385
ST7	0.091625
C11orf46	0.0661
POPDC3	-3.02
ACOX2	-0.413666666666667
ATCAY	-0.3895
TM4SF19	1.1105
MFSD9	-0.2835
PDHB	-0.845
ERN1	0.12525
LCE3C	0.141
GPR111	-0.3225
NOTCH3	1.87333333333333
ADAMTS5	3.12125
B3GALT1	-0.81675
UGCGL1	-0.0851666666666667
FAM58A	0.4645
FBXO32	2.6395
CLPP	-0.36425
NXPH1	0.8875
MTMR3	0.901666666666667
ATP1B3	-0.81275
TMEM16A	4.796875
HIST1H3F	0.527
TRIM25	-0.685166666666667
SDCBP2	2.5535
CRKL	-1.12425
HOXB2	-0.0203333333333333
ANP32B	-0.655
GATM	2.223
AP4E1	-0.269375
EDG5	0.46225
CDKN3	-2.4825
CDH4	-1.25325
PGD	-0.480833333333333
RND1	1.2735
GAD1	-3.2348
MPG	0.00662499999999999
LOC440350	-0.962
ZNF133	-0.00925
SERPINB12	0.203
AMELY	-0.204
DHX36	-0.96675
TNFAIP8L2	2.97933333333333
PHTF2	-0.451833333333333
CCDC112	-0.331166666666667
IQCC	-0.5125
HEYL	3.59933333333333
FTSJ2	-0.5
APPL1	-0.40475
RAB43	0.302357142857143
OR10G2	0.3295
WAC	0.281
ADCY9	-0.44025
RUNDC2B	0.4735
PYCRL	0.4336
AGPAT7	-0.175
SLC22A9	-0.823833333333333
CDKAL1	-0.3315
PDYN	-0.6095
C20orf74	-0.33275
MTMR11	1.188
VAV3	3.37408333333333
DAPL1	2.74275
STXBP3	0.288
EIF3G	0.1035
ARHGAP22	0.54025
NPFFR1	0.2985
NPC1	-0.598333333333333
ALDH9A1	0.819833333333333
ZNF600	-0.243875
ZNF678	-0.471
RASSF1	-0.147833333333333
ADD2	-1.7985
PITPNB	-0.040625
PKD2L2	0.679
LRP11	-0.64925
CDKL1	0.598
SMEK2	-0.08525
PRODH2	-2.54183333333333
C11orf54	-0.794166666666667
SFRS11	-0.8185
IL7	-0.1275
ALS2CR16	0.71475
BTG3	-0.8345
PAK2	-0.921
RP11-679B17.1	-0.9095
GATA4	-2.29166666666667
ATP2B1	-0.5975
LOC130940	0.6315
C1orf172	1.99316666666667
ATF7IP2	-1.381
SLC25A43	-0.8905
CENTG3	0.711583333333333
IGF2BP1	-3.7405
FCHSD1	0.289
CAMK2N2	2.196
ELAVL3	-0.0433
NBPF15	-0.936333333333333
UBE2J2	0.362
GNL2	-0.481
PRR3	0.1164
NLF2	1.7905
OR4F6	0.069
KLHL24	0.947166666666667
CCDC88A	-1.227
SGPP1	-0.617333333333333
C10orf11	0.321
SLC35B4	-0.82
UGT3A2	-1.036
ARNT2	-0.5005
CBR1	-1.059
ITPR3	-1.05966666666667
TRAPPC6B	-0.0244
AMZ1	-1.357
ARP11	3.12375
WDSUB1	0.48325
APBA1	0.801833333333333
RAB2A	0.4983
C6orf162	-1.2575
HPSE2	0.5485
PLCE1	-0.25325
INSL3	0.20725
DLG1	-0.8321
PTPLA	-3.0135
PIGX	-0.87475
TFIP11	0.6455
FIBIN	3.4395
POLR2G	0.00275
GRAP2	-1.4377
DNAJB8	0.2645
CNBP	0.258666666666667
WASF1	-1.10625
INPP5E	-1.0085
HSPB1	0.0635625
TMEM167	0.1207
CUBN	0.07075
IGF1	4.228625
ITPK1	0.292
NAALAD2	-1.150375
G3BP1	0.1582
NT5DC1	0.000750000000000001
CYP39A1	0.5655
TMEM139	0.648666666666667
POLK	-0.151333333333333
GLULD1	-1.72425
RBM15	-1.09233333333333
AMZ2	0.1935
GDF15	-2.26616666666667
MESDC2	0.09525
INCA	0.456833333333333
ACY1L2	-2.0665
GZMM	0.000833333333333336
PAIP1	0.2245
CACNA2D1	0.00700000000000001
STK32C	-0.0473333333333333
SH3BP4	1.17716666666667
DEC1	1.2865
PADI1	0.1295
UBB	0.0334
PON3	-1.41333333333333
PROP1	0.502
ANKRD13B	0.079
ADCK1	-0.14675
TCF25	0.694083333333333
SLC38A5	-1.4935
CXorf26	0.292666666666667
C19orf39	-0.03725
PPP1R13B	0.271
ARL2	-0.201
TCL6	0.340666666666667
TOP3A	-1.1025
SLC16A14	0.756125
FXYD6	2.3065
HIST1H4E	0.03275
BBC3	1.032
UNC5A	0.276333333333333
FAM86C	-0.3127
PI4KB	0.6045
B3GAT1	-1.926
SUSD2	1.986
OAZ2	0.618833333333333
NOC4L	-0.25025
C10orf12	-0.66575
FADS1	-2.418
LOC144097	-0.74525
DKK2	1.782
KIAA1949	0.392
RHOT1	-0.2189
OXT	1.248
GPR153	1.88125
ARL4A	-0.576333333333333
SAAL1	-2.0305
CCDC64	0.257
USE1	-0.303166666666667
HNMT	1.24066666666667
PCGF3	-0.318
CYP2C19	0.62225
C20orf4	0.358
CCDC11	0.9295
ACSBG2	-0.22525
RWDD2A	-0.296
PALLD	3.14325
CPLX4	0.19
LOC492311	1.3
KPNA2	-1.95266666666667
MACROD1	-0.0386
TMCO3	-0.189
C15orf52	0.8455
