Hybridization REF	TCGA-E2-A15H-01A-11R-A12D-07
ZNF347	-0.5455
GTF2E1	0.21825
RY1	-0.673166666666667
ATAD2B	-0.14775
ARHGAP17	-0.9404
KCNIP3	-0.89975
SFPQ	0.328625
GFRA4	0.615166666666667
AKR1B10	-4.321625
TIGD6	0.809666666666667
RGS16	2.292
URB1	-0.0218333333333333
OR4C46	-0.0404
TOP3B	-0.14
NFATC4	0.6175
CA14	-5.0545
BMPR1A	0.00283333333333334
SNRP70	0.438125
PRL	-0.162727272727273
C6orf130	-0.472
STAG2	-0.08375
CD55	-0.263785714285714
RPS23	0.397833333333333
SSX2	-1.31833333333333
FDPSL2A	0.80325
FBXO27	-0.14525
SYNGR3	-0.1485
TMSL3	1.456
EML1	-1.584
NUP93	-0.538166666666667
SMAD3	-1.677
KIAA1189	1.968
HNRPUL2	0.334166666666667
TBC1D12	0.980166666666667
C16orf24	1.2975
MRVI1	1.89566666666667
ZNF581	0.0181666666666667
ELOVL3	-0.2755
OR51Q1	0.5895
CACNB3	1.88616666666667
GALNT13	-1.421
C10orf84	0.8319375
NEDD4	-0.6898
SPO11	0.3965
OR5AU1	0.0835
NEK4	0.0684285714285714
PRKAR2A	-0.224333333333333
IHPK1	-0.786833333333333
ATP6V0B	1.065625
CACNA1E	1.7645
CEACAM8	0.4872
PEX14	-0.629
FLJ12993	2.9115
ZBTB38	0.0679166666666666
PCTK2	-0.100333333333333
LRRC16	0.3221
FBLIM1	1.57633333333333
FYCO1	1.327
RP5-1022P6.2	-0.982833333333333
CMTM1	-0.545833333333333
PLTP	0.599666666666667
RAPH1	0.524125
DOCK8	0.256
EZH2	-1.3522
SLC25A1	0.283166666666667
PLEKHB1	0.6059
GRB7	3.7624
ZFP37	-1.612
MRPL33	-0.2565
PELO	-0.27825
ARMC1	-1.09718181818182
C9orf27	-0.177
FLJ25778	-0.687
C9orf37	0.276333333333333
TMEM66	0.149
SPRN	0.4425
HBEGF	-0.07
PI4KA	-0.7365
LEPRE1	-0.65275
POU2AF1	-2.4385
MRPL12	-0.306166666666667
REP15	0.5515
ZC3H3	1.08775
RASAL1	0.2715
DDAH1	1.18025
ACBD5	0.61025
TMC2	0.475
CCDC137	0.34175
SAMD13	3.99233333333333
UGT2B15	-1.79133333333333
TIPARP	-0.26975
DNASE1L3	-0.3065
TRIM72	0.352666666666667
DBX2	1.33525
IPO8	-0.0345
C21orf88	-0.2453
MAP3K14	-0.1765
LOC51233	0.467
GGTLA4	-0.22125
PDE6D	-0.838
ZNF117	-0.94725
CLK2	0.63875
NKRF	-0.68175
TNFSF15	0.108
DUSP2	-0.03175
SECISBP2	0.5406
GABRR2	-0.497
PPAP2C	2.40425
LOC51145	0.126333333333333
PAG1	-0.584625
PIK3C3	0.4085
GNG10	-0.1315
APOL4	0.677
ANKRD28	-0.67175
STMN3	-1.8291
RAB14	0.8486
CDK2AP2	0.675
HDDC3	0.03475
COMMD7	0.756625
CXXC1	1.05975
HMCN1	-0.587333333333333
CD40	0.049
DYNC1LI2	0.481625
GDI1	0.80925
LOC646938	-0.74425
VSNL1	-2.0835
PIH1D1	-0.0198333333333333
RAET1G	-1.954
KRTAP5-9	0.26
EFTUD2	-1.0085
ZNF311	0.411
ATP6V1G3	-0.027
OR2W3	0.47175
SCN4A	-0.20425
MED10	-0.67925
FAM135A	-1.9968
ARHGAP4	0.78575
EHMT2	0.112625
UFD1L	-1.11175
ERMP1	-0.085
MAG1	-2.98766666666667
THAP8	-0.331
HACE1	-2.06183333333333
FAM82C	-0.272166666666667
C3orf20	0.016
UNC84A	-0.683333333333333
SCD5	-0.389769230769231
LASS6	1.908
LSG1	0.33225
MAL	-5.587
GPR22	-0.142
WDR5B	1.47175
ACTRT1	-0.3415
C17orf60	-0.218833333333333
GRIN2C	-0.1256
ARMC8	-1.10408333333333
SLC47A1	-2.61716666666667
DMPK	-0.3025
DHRS13	-1.02183333333333
SMC1A	-0.4935
KRTAP17-1	2.51975
SMYD5	-0.5285
TUSC2	0.540375
CRHR2	0.404
KIR3DL2	-0.5915
CCDC104	-0.52475
ATP2C1	0.964125
CROT	1.00875
PABPC3	0.787
EGR1	0.405333333333333
THSD1	0.36825
KHK	-1.85475
SLC12A2	1.5770625
CD58	-0.7865
STOX2	-1.14833333333333
CCDC76	-0.1565
CCDC48	3.99225
DNAH1	0.566166666666667
ZIC4	0.4265
OR1G1	0.1565
PSMC6	-0.306833333333333
PROKR1	0.5395
ABCB1	-1.33125
TRAT1	-2.11025
LLGL1	-0.142
MTF1	0.897
USP54	0.652875
PAGE2B	-1.7135
ITGB7	-4.3695
CCDC81	-0.0225
LOC149837	0.01925
SCUBE1	0.3305
ZSCAN10	1.5965
HUWE1	0.211785714285714
CDH17	-0.357
CD180	0.272
IL17A	-0.37075
TMPO	-1.223
KIAA1524	-0.903333333333333
HDGFRP3	0.103
OXCT1	-1.55809090909091
RRAS2	-2.059
LTBP2	3.132875
SV2B	0.0745
CYP2A6	5.534375
PKD1L2	-0.153833333333333
PPM1M	0.4205
FLJ22662	0.194
ZNF502	2.055
GP6	-0.21875
CRYBA2	-0.8345
LEF1	-2.5671
CTPS	-1.52471428571429
EYA1	-3.01916666666667
EPS8L1	1.78075
MAPK14	-0.756333333333333
SERPINB2	-5.631875
GTF2F2	0.178166666666667
ZNHIT4	0.0355
PLA1A	-0.533125
C20orf114	3.31775
HPR	-5.229
C18orf2	-3.4178
SATB2	-2.30175
KCNJ9	-0.204714285714286
MGC157906	0.3985
MOCS3	0.3295
C17orf71	-0.427
PPHLN1	0.0946
HIST1H2BN	1.155875
RAPGEF1	-0.5155
MAP3K8	-0.51375
DLG4	0.00266666666666667
STC1	2.54225
CDGAP	1.1745
DDX26B	-2.012
LOC150223	-1.473
CPSF3	-0.946666666666667
TMEM14A	0.4665
MYH3	-2.08125
GPKOW	-0.0615
SULT1A1	-0.115833333333333
SPON1	3.4076
YY1AP1	0.457666666666667
RAB23	-0.21475
PLA2G4A	-5.21325
MAPRE3	-0.1705
ZNF516	0.933214285714286
GGPS1	0.8705
EXOC3L2	0.460375
C19orf42	-0.0952
MAP2K2	0.465166666666667
HIST1H2BB	1.722
RNF19B	0.677166666666667
C6orf128	-0.724666666666667
TLR8	1.1195
PCDHA9	1.7285
CARS2	1.04025
CLUL1	-0.694833333333333
RHAG	-4.69366666666667
UNK	-0.297
EXOC8	0.5613
C9orf95	1.27775
C14orf143	0.512666666666667
MAML3	0.19
LDHA	-1.4985
MRPL20	-0.11
KLHDC6	0.7095
ATP5S	-0.255833333333333
C8orf55	2.0575
PHF19	-2.289875
KRTAP13-4	0.5385
TTC5	-0.2385
XKR5	-0.18825
SILV	-5.2065
TEX28	-0.4435
TCTN1	1.05675
CX40.1	0.41325
PPP2R5C	-0.373375
C12orf30	-0.9255
CAPG	2.28875
MPZL1	1.25675
ARSB	-0.823666666666667
TDH	-1.29525
WASF4	1.166
TSSK3	-1.40216666666667
7A5	1.995
CRISPLD1	0.006375
MAD1L1	0.0543333333333333
SPIN4	-0.9905
AMPD1	1.31825
DPYSL5	-0.098
INPP1	-1.019
ANKRD11	-0.583722222222222
NPAS4	0.15475
GCET2	-0.1067
RNASE9	-0.2105
GUCY2D	0.1335
CCDC98	-1.089
FGF4	-0.22325
CPM	-1.50833333333333
SLC26A4	-1.769
PLD5	-0.24425
FAM59A	-0.19
FBXO5	-2.39444444444444
SIPA1L1	0.494
DPYS	0.23175
ATG4D	0.084
TGM3	1.7045
MTCH1	0.20925
HK1	0.636428571428571
CDC26	-0.197125
GALNT12	-3.87033333333333
LOC339229	0.17525
MRPL35	0.00475
ORC4L	-0.363875
TNKS	-0.361071428571429
C2orf24	0.821166666666667
ZNF553	0.0286666666666667
GGTLA1	2.8725
ZNF497	0.0545
CDY1B	-0.564
SLC30A4	-0.158857142857143
TUB	-0.605375
ARHGEF18	-0.43575
ARRB1	2.37
KCNK1	3.029125
EREG	-3.0984
SCAMP5	-1.39725
RUNDC3B	0.777
ADAMTS20	-0.07475
IL17RB	-0.087375
FLJ20323	-0.91925
MCAM	0.28875
POLR3E	-0.349666666666667
AQR	0.129
IPMK	0.851
CDCA7	-3.911125
CAMP	1.97075
GRHL3	-0.60825
ADAMTSL2	1.109
CLMN	1.216
SSTR3	0.2185
MAGEA5	-2.01933333333333
OVOL2	4.31475
JMJD1B	0.04725
RBL2	0.7746
PYGO2	1.29575
PPP1R10	1.273
CSE1L	-0.774666666666667
LCA5	0.07975
RDH16	0.15325
ASRGL1	-3.785875
TOM1	0.962
PTX3	-6.60575
TTC15	0.44075
SCGB3A1	5.0015
MRPL50	-0.91325
RCAN3	0.182
SLC26A11	0.96575
STYX	0.00400000000000003
CINP	0.516
MARCH7	-0.48675
PFKM	-0.918166666666667
SGMS1	1.35716666666667
RIOK3	0.0753
C1orf110	0.1545
CES7	0.045625
LOC440248	-1.33025
PPP1R12C	0.18075
C10orf27	0.561
ATG9A	0.18175
MRPS26	0.77
TMEM40	0.4205
ELP3	-0.5916
ZNF787	0.9771
HIAT1	0.124625
C8orf34	0.2725
MGC4655	0.2032
PELI1	-0.9575
PPT1	-0.1808
SLC35C2	1.42733333333333
C6orf125	-0.6215
MUC4	-0.972833333333333
RFC4	-1.77628571428571
GNB2	1.099
NUP50	-0.497785714285714
SULT4A1	-1.176
C7	2.114
CCDC130	-0.456333333333333
ARRDC4	-1.255
RQCD1	-0.947
GLYCTK	-1.1685
AYTL2	-1.72890909090909
MTUS1	0.9424
LEMD3	-0.174166666666667
PLEKHF2	1.14025
HOXA7	0.080875
GTF3C2	-1.341
DYNLRB2	1.9165
CNOT10	-0.09
MR1	0.9615
FFAR1	-0.168
PRIC285	0.4465
SLITRK6	5.80625
LIX1	-2.5535
UBE1L2	-0.246166666666667
F8	-0.216875
ACHE	0.342833333333333
KPNA5	-1.6745
TNFRSF12A	-0.684333333333333
EGR3	0.398
SERPIND1	-4.461
OASL	1.055
IFRD1	-1.957375
WDFY1	-0.9325
ZNF267	-0.536625
ACCN5	0.385
ZBTB6	0.6095
PPP1R3A	-0.158
PRRT3	0.97525
FBXL19	-0.4965
TXNIP	0.0150714285714286
ACTN2	3.23225
ATG9B	-0.239625
C9orf117	1.670875
IL27	0.602
RPL36AL	0.127
KLK15	-0.1255
CHAD	3.1355
RAP2B	-0.6841
HEBP2	0.71025
ZNF342	0.7335
CAMK2G	-0.465
TLR3	1.86075
FGF14	0.193
HMGB2	-1.082625
TRPM5	-0.159333333333333
OR5M11	-0.683
KIF3B	0.950052631578948
PRICKLE2	0.05975
MTMR9	-0.808625
C3orf27	0.21025
GLRA3	-1.5885
NSDHL	0.316
TMEM32	-0.3225
POLR2D	-0.673333333333333
MYADML	0.413
C9orf114	0.46275
MRGPRX1	0.4665
TOPORS	-0.10125
CLDN19	0.93925
C1QL4	0.1445
RNF165	-2.3545
DHRS9	-1.97625
DNAH2	-0.8595
FXR1	-0.995166666666667
ZMYM3	-0.05125
CASP3	0.432666666666667
FAM120C	0.180625
SCLY	-1.9965
CA7	-0.2675
ENTPD5	0.311666666666667
ZNF461	-0.857625
PDIA5	0.29925
C1orf19	-0.257
TMEM67	0.34225
KCTD20	-0.31125
WDR47	0.1075
FLJ38723	1.4175
KLRF1	-0.761166666666667
TAS2R16	0.571
CLDN12	0.482
PRKCE	0.9375
UBXD4	-1.30225
ITGAM	1.8695
GLT8D3	0.10475
WDR31	1.0898
RGS2	0.265
OR51L1	0.029
MST1R	1.39075
KIAA1737	1.12275
OR4A5	-0.5165
GLIS1	-1.11533333333333
PTMA	0.275071428571429
NAPA	1.4445
PRDM11	-0.42675
LIPF	-0.9325
DIRAS3	1.02525
ASGR2	-4.66175
C1QTNF4	1.399
PIK3R4	0.383166666666667
ARMC3	3.58075
NDUFV3	-0.669333333333333
BTBD3	-0.558166666666667
PPP1R2	0.133583333333333
UBE2NL	-0.243
FOSL2	0.675785714285714
FAM119A	-1.15666666666667
TUBA4A	-0.507
KRTAP12-1	-0.19175
SFRS2	-0.61925
RHPN1	1.3336
EEF2	-0.501333333333333
ZDHHC11	-0.319333333333333
EPHA3	-2.4006
RBM12	-0.43675
H2AFJ	2.289
EDIL3	2.095
KIF26A	-1.795
SERGEF	-0.55625
B3GALT4	2.8035
LOC90925	0.651166666666667
OSCAR	0.107
NPFF	0.333625
DEDD	0.55075
TMEM155	-1.2885
PTPN1	-0.0625
SCYL2	0.42
SKAP1	2.2055
LEAP2	-2.6285
GADD45G	2.2578
IFITM3	1.033625
PILRB	-0.478333333333333
SLU7	-0.202875
DSC3	1.4255
DNMT3L	-1.62875
PAPD5	0.863625
B3GNT3	-1.91483333333333
LHCGR	0.553
MSL-1	2.7435
UBE2S	-1.9815
SAP130	-0.8885
ANAPC11	-0.286
MAGED4B	-0.096
ATP6V1B2	-0.448833333333333
C14orf179	1.5855
CAPZA1	0.11
CDYL2	-0.285666666666667
GLRX3	-0.726166666666667
LOC136288	-0.441
MOBKL1A	-0.35575
HTR2B	2.49325
CRYGD	-0.0055
NUS1	-1.38466666666667
PGRMC1	-0.528
MYOM2	-0.96275
FLJ39653	-0.560333333333333
CHM	0.0809
OR5M8	-0.3085
ZNF619	-0.398
FAM105A	-0.64825
CCNL1	-0.894125
NAP1L3	-0.41725
C10orf57	1.61016666666667
B3GALNT1	0.525
CSN1S2A	0.0975
TCP10L	1.06375
GDAP2	-0.31825
DMKN	-1.2965
COX6B1	-0.3275
DNASE2	1.04983333333333
MSH5	-0.90575
LGMN	-0.814625
USP31	-0.2511
OR13C8	0.987
SDCBP	0.156
NUDT11	-2.80316666666667
PYGL	-1.70283333333333
SNPH	0.8195
B3GNT4	-0.6435
MIZF	-0.1318
NUBPL	0.589625
NOD1	0.2
CDH22	1.69525
NUBP1	0.696
DSCAM	-4.1935
DGKI	0.195
FAM136A	-1.27425
AKAP1	0.8305
SLC16A6	2.7695
RIN3	0.7815
PSG2	-0.284
DIP2B	-0.487916666666667
PSORS1C1	-0.4728
KIAA0495	-0.2325
FLJ90709	-0.300166666666667
LPA	-0.813166666666667
PIGA	-0.868333333333333
LY75	0.561833333333333
UTS2	-6.96383333333333
RREB1	0.524625
GALNACT-2	0.2419
MGC3196	0.1625
FLJ31568	-1.294
LPHN1	-0.899
SP1	1.11325
TOX4	-0.000333333333333292
HSPA9	0.0293
APOBEC1	-0.5145
SLC35E4	-0.33575
LSM5	-1.50475
SURF1	1.105
ZBTB1	-0.368333333333333
GTF2F1	-0.09325
RPS15A	-0.567928571428571
DUSP21	-0.243
GINS4	-2.27633333333333
MYO15A	0.0673333333333334
GIMAP7	2.92525
MGC13379	0.77175
ATP6V1E2	-1.35733333333333
UTP3	-0.64025
HNRPA3	-0.714125
MT4	-0.289
C14orf155	0.05
U1SNRNPBP	1.22575
CKLF	-0.429666666666667
PLEKHN1	-0.224
MBNL1	-0.295666666666667
NUP160	-1.4295
ACSM2A	-1.3025
LOC129881	-0.839
KIAA1529	-0.52125
FLJ22639	-1.642
HAND1	-0.906
GSX1	0.0325
FGA	-4.652875
SERPINB1	-0.2645
ZNF642	-0.14925
IGFBP1	-8.9205
SLC1A1	0.8835
DHX57	-0.842125
ZNF766	0.3465
PTPN21	-0.6222
GDPD3	0.714666666666667
PNPLA5	0.188
TBR1	-0.5525
FAM116A	0.01825
IQGAP1	0.395375
FOS	1.53725
ZNF226	-1.316125
FIGNL1	-1.14183333333333
C14orf1	1.096
ZMYND17	-0.0565
PUS7	-1
TUBB6	-0.770625
KCNQ2	-1.631
MARCH6	-0.127083333333333
CCDC33	-0.2015
PRODH	-0.1055
RBM11	0.84125
EPHA6	0.2985
SLC43A1	-0.66725
LOC196541	0.0626666666666667
NTN1	0.0693333333333333
ING4	0.71725
PCDHB10	0.77725
DPH2	-0.293333333333333
SPACA4	0.44525
FBXL21	-3.435
DIAPH1	0.595333333333333
ZNF71	0.128166666666667
CEP76	-0.7435
CORO1A	-0.6665
RRM2	-2.511375
EDG4	1.03975
OS9	1.5555
SLC4A1AP	-0.50325
COG5	-1.152
COPS8	-0.39275
NGLY1	-0.58025
NCBP2	-0.5285
C17orf42	-0.907333333333333
GPSM3	0.644
SIL1	1.985
ASB6	-0.08625
SMAD5OS	-0.3725
UNC93A	-3.432875
A1BG	-0.531666666666667
C21orf62	0.06675
FMO5	-0.448583333333333
ATRIP	1.47666666666667
CEBPG	-1.077
C7orf38	-0.0991666666666667
TNFRSF1B	0.393666666666667
CLEC1A	0.591833333333333
IQSEC1	0.134125
PATZ1	0.9129
RBM22	0.923875
BAG2	-2.75633333333333
PAQR5	-2.7615
C9orf127	0.2831
THNSL1	0.293
SHROOM3	2.5471
JAM2	0.31475
SNRPN	-1.789
ALX4	-0.045
CACNA1S	-0.331
FAM130A1	-0.307
CORIN	1.549
CD300LB	0.73
PLEKHG6	0.848
LRRC40	-0.85175
PCLKC	-0.7905
PCDHB16	0.790166666666667
WNT2B	0.237166666666667
ASNS	-2.79688888888889
MRPL49	0.58275
FLJ46111	0.82375
ISG20	0.309375
SMU1	0.0948333333333333
CASZ1	0.457
POLR1D	0.33375
GIN1	-0.17575
SNAG1	-0.182333333333333
ANKRD29	-2.2515
CDKN2AIP	-0.30775
KRR1	-0.15575
CXCL1	-2.70216666666667
EPM2A	-1.1791
PC	-0.0263333333333333
DEFB127	0.642
PDZRN4	0.456666666666667
FAH	0.44925
OR51E1	1.851
CDC2L6	-0.361
DNTTIP1	-0.5535
PAX8	-0.40375
TMEM116	-0.3205
C1orf150	-0.0505
PRO2012	0.4145
MRPL40	-0.906333333333333
BEX1	-4.99355555555556
SLC2A4	-1.92466666666667
PKMYT1	0.5485
FEZF2	-0.6155
SLC26A9	-2.701
MAP2	-0.37775
LYL1	-1.3325
SLC25A19	-0.217
NOS3	-0.216
ZNF34	1.12216666666667
TMPRSS11F	-0.551
FAM43A	0.5555
FCRL4	0.1945
KLF14	-0.19175
FLRT2	-0.947833333333333
WRN	-1.686
SDF2	0.3461
KRT8P12	1.38375
C6orf195	-0.2355
C9orf125	-2.2535
DZIP3	-0.35025
RIT1	0.214083333333333
SCML1	0.126
RHBDF2	0.0325
OR2G3	0.2415
REXO1L1	-0.23
MAP3K7IP3	-0.167125
C3orf57	-3.3605
FBXW11	-1.08
ETAA1	-0.77
C14orf131	0.3465
AKT1S1	0.41775
SLC12A5	-1.32542857142857
C9orf164	0.81175
NRIP3	-0.792875
NOS1AP	0.336
TMEM121	2.28625
SAP30BP	0.5052
DGCR6	0.3035
WDR76	-0.73125
FAM82B	-0.521916666666667
LOC606495	-0.242
MAP9	2.13416666666667
BCDIN3D	1.20625
CXorf36	2.22933333333333
DSCR3	-0.8046
ZFAND3	0.4965
C7orf43	0.6535
SPSB3	1.654
C19orf19	0.2415
FAM133A	-2.251625
C12orf25	-0.026
SLC39A3	-0.0775
DISP2	-2.328
PI4KAP2	-1.6395
MKRN3	-3.01966666666667
ADAMTS13	0.2965
CBLN3	0.2017
TTYH1	-0.493166666666667
C3orf18	0.5805
FLJ13236	-0.7485
ZMYND12	2.9035
C18orf25	0.277
GLB1L3	-0.435
ATP13A5	0.3585
RANBP10	0.22925
CD96	-2.2055
DENND1C	-1.4415
RBMS3	0.1765
SLC41A3	0.106166666666667
DGCR6L	0.48125
TMEM128	0.5505
CSNK1G3	0.0806428571428571
MOBKL2C	1.014625
TSPAN6	-0.88475
MATN2	-1.7435
MSL2L1	0.573166666666667
ST6GALNAC2	0.08
FGFBP2	-1.950875
FGL1	-6.07583333333333
MPP3	-1.089
ARHGEF6	-0.00966666666666664
TGFBR2	-0.52875
ACMSD	-0.25225
IL33	1.9915
C9orf5	-0.293166666666667
DEAF1	0.9556
AMN	-0.562
DEFA6	0.146166666666667
RNF212	0.84125
METT5D1	0.337666666666667
CIB1	0.8432
TSSK1B	-0.02725
KIAA1727	1.5385
ZNF680	-0.658083333333333
LOC399900	0.0015
LOC152217	0.189083333333333
CTNNAL1	-3.412
CIT	-1.69775
TLE6	0.35825
ZNF607	-0.2555
HERC4	-1.153
DRAP1	0.1447
PEMT	-0.6145
C10orf111	-0.498
ZNF575	0.891
KCTD7	0.24
MYO1F	0.64875
LOC285382	-0.98875
RAB11A	0.6689
PLCD3	-0.51225
C15orf28	0.761
PTBP2	-0.213
CTB-1048E9.5	-0.706875
C19orf60	-0.235333333333333
C7orf25	-0.0731666666666667
SETD7	0.715125
HOXB9	-4.962
VANGL1	0.6566875
CHAF1B	-2.302
NDUFA3	-0.27225
KIAA1328	0.712
SHARPIN	1.448875
TTC23	-0.23875
UGP2	-0.106
ANKIB1	0.1555
CIRBP	0.260285714285714
SEC14L4	-3.72066666666667
OVCH1	-0.0435
VPS52	0.51175
FAT	-1.356125
M6PRBP1	-0.3425
GPRIN3	-0.197
PPM1F	-0.0891666666666667
TSR1	-1.08575
CCDC85A	0.6685
PCSK5	0.90475
ZFHX3	0.1635
HEMK1	0.2593
PGBD2	0.47125
RSRC2	-0.1225
AURKC	-1.347
SCRIB	0.319125
ORM2	-4.83266666666667
FAM115A	0.3583
FZD6	-0.8305
UNC119	-0.190166666666667
GPX3	-0.9152
NOV	-1.502125
CABC1	0.589
CDC42SE2	-0.1879375
EIF2S2	-0.761
RNF130	1.24075
CKAP5	-0.273
RP11-413M3.2	1.12125
C10orf18	-0.2378
TMEM93	-0.71425
DYX1C1	0.81925
KCNMB2	-2.110625
ANK3	0.77825
KRT5	0.9664
CDH12	-1.72157142857143
QRSL1	-1.501625
JUB	-2.03525
SHC4	-0.725625
CCL15	1.21516666666667
CCDC22	0.52325
SNX24	-0.67525
RARS	-0.31675
MORC2	0.413875
FAM48A	0.31175
MT1H	-1.9185
PPP1R14C	-1.145
FOXD1	-2.66842857142857
C1orf213	-2.36
AMT	-1.3778
DSN1	-0.63875
PTPLAD2	1.6225
DIS3L	-0.272
RASL11A	0.14725
GPRC5B	-0.394375
FRMD7	-0.047
STRN4	-0.4685
KITLG	1.19159090909091
HDGF	1.2735
OR1S1	0.3465
SETX	0.0414
DDR2	-0.69475
KCTD12	0.979
LYZL2	-1.15275
WDR52	1.3045
TMEM2	0.40175
ZNF579	1.17666666666667
LOC200810	1.40125
TNFSF9	-1.502875
PPFIA4	-3.8865
CNIH3	0.9395
MAP4K4	-1.44757142857143
ROD1	0.498285714285714
ALS2CR12	-0.2555
DOCK3	-2.15983333333333
PAQR9	-5.94925
ASB17	-0.1832
STX16	-0.694375
FEZ2	0.388666666666667
DLAT	-0.2865
KIF21B	-1.38266666666667
CDC5L	-0.237
TMEM119	0.847166666666667
CRIP3	-1.7295
TPSD1	0.122
TEPP	0.5325
GNGT2	0.54675
C21orf121	-0.3045
WNK1	-0.0023333333333334
FLJ10490	0.648
OR51B5	-2.8685
LOC203547	-0.5175
HAS1	0.918
PPA1	0.0275
ST7	-0.085
C11orf46	0.076
POPDC3	-4.3585
ACOX2	2.49366666666667
ATCAY	-0.570416666666667
TM4SF19	-2.40825
MFSD9	-0.319333333333333
PDHB	0.121
ERN1	0.24425
LCE3C	0.2435
GPR111	0.68
NOTCH3	2.083
ADAMTS5	1.51225
B3GALT1	-0.61975
UGCGL1	-0.1825
FAM58A	0.280666666666667
FBXO32	1.5045
CLPP	-0.972
NXPH1	-0.981666666666666
MTMR3	0.502666666666667
ATP1B3	-1.081625
TMEM16A	4.107125
HIST1H3F	1.45716666666667
TRIM25	-0.231333333333333
SDCBP2	1.4965
CRKL	-1.025375
HOXB2	1.76083333333333
ANP32B	0.243625
GATM	3.313
AP4E1	-0.20725
EDG5	-0.022625
CDKN3	-1.22716666666667
CDH4	-1.5185
PGD	-0.491
RND1	1.2755
GAD1	-3.7047
MPG	1.18925
LOC440350	-0.2425
ZNF133	0.2095
SERPINB12	0.002
AMELY	-0.3255
DHX36	-0.9655
TNFAIP8L2	2.12666666666667
PHTF2	0.0688888888888889
CCDC112	-0.636333333333333
IQCC	-1.148
HEYL	3.31433333333333
FTSJ2	-0.241166666666667
APPL1	0.7165
RAB43	-0.00350000000000001
OR10G2	-0.406
WAC	0.788166666666667
ADCY9	-0.29275
RUNDC2B	0.54
PYCRL	2.2118
AGPAT7	0.427333333333333
SLC22A9	-0.668833333333333
CDKAL1	-0.0685
PDYN	-1.0675
C20orf74	-0.6855
MTMR11	0.936
VAV3	5.304
DAPL1	0.34475
STXBP3	0.506
EIF3G	-0.629
ARHGAP22	-0.45825
NPFFR1	0.158
NPC1	-0.598333333333333
ALDH9A1	1.21766666666667
ZNF600	-0.70825
ZNF678	-0.625
RASSF1	0.428916666666667
ADD2	-2.867625
PITPNB	-0.077375
PKD2L2	0.066
LRP11	-0.25325
CDKL1	-0.13975
SMEK2	0.21625
PRODH2	-3.65933333333333
C11orf54	0.383
SFRS11	-0.177166666666667
IL7	-0.420833333333333
ALS2CR16	1.3095
BTG3	-2.29283333333333
PAK2	-0.510611111111111
RP11-679B17.1	-2.153
GATA4	-1.004
ATP2B1	-0.73425
LOC130940	0.3805
C1orf172	2.12633333333333
ATF7IP2	-1.2265
SLC25A43	-0.334333333333333
CENTG3	0.619166666666667
IGF2BP1	-4.0471
FCHSD1	0.673
CAMK2N2	1.7745
ELAVL3	0.0667777777777778
NBPF15	0.6995
UBE2J2	-0.494166666666667
GNL2	-1.04725
PRR3	-0.2909
NLF2	1.49725
OR4F6	0.481
KLHL24	0.486833333333333
CCDC88A	-2.4225
SGPP1	-2.4055
C10orf11	-1.18116666666667
SLC35B4	-1.225
UGT3A2	-0.2425
ARNT2	-0.2129
CBR1	-1.219375
ITPR3	-0.4695
TRAPPC6B	-0.4178
AMZ1	1.6065
ARP11	1.4825
WDSUB1	0.20725
APBA1	0.127
RAB2A	1.1884
C6orf162	-0.8405
HPSE2	-0.14525
PLCE1	-2.51175
INSL3	-0.5375
DLG1	-0.2613
PTPLA	-2.96425
PIGX	-0.093625
TFIP11	0.398
FIBIN	3.184
POLR2G	-0.09325
GRAP2	-1.4578
DNAJB8	0.08975
CNBP	-0.146833333333333
WASF1	-1.78175
INPP5E	-0.2135
HSPB1	1.91375
TMEM167	-0.412
CUBN	-0.279
IGF1	1.9756875
ITPK1	0.8561
NAALAD2	-1.472
G3BP1	0.5069
NT5DC1	-0.213625
CYP39A1	-1.273
TMEM139	-0.41525
POLK	-0.595888888888889
GLULD1	-1.609
RBM15	0.345666666666667
AMZ2	0.8745
GDF15	-3.71583333333333
MESDC2	-0.4575
INCA	-0.812833333333333
ACY1L2	-3.0585
GZMM	-1.48483333333333
PAIP1	-0.08225
CACNA2D1	0.032
STK32C	-0.145666666666667
SH3BP4	0.956333333333333
DEC1	-0.3685
PADI1	0.343
UBB	-0.045
PON3	1.495
PROP1	0.735
ANKRD13B	-0.9385
ADCK1	0.86275
TCF25	0.747583333333333
SLC38A5	-1.55175
CXorf26	1.15983333333333
C19orf39	0.23825
PPP1R13B	0.96725
ARL2	-0.102
TCL6	0.351416666666667
TOP3A	-0.577
SLC16A14	-0.011
FXYD6	1.60783333333333
HIST1H4E	0.35825
BBC3	0.740684210526316
UNC5A	0.5045
FAM86C	-0.1463
PI4KB	1.224125
B3GAT1	-4.65
SUSD2	0.863
OAZ2	-0.371333333333333
NOC4L	0.924
C10orf12	-0.881
FADS1	-1.59633333333333
LOC144097	-0.174
DKK2	0.508833333333333
KIAA1949	-0.93
RHOT1	-0.4637
OXT	1.5845
GPR153	1.55775
ARL4A	-0.796166666666667
SAAL1	-1.517
CCDC64	0.4965
USE1	-0.56
HNMT	0.958666666666667
PCGF3	0.4353125
CYP2C19	0.38325
C20orf4	0.459
CCDC11	2.485
ACSBG2	-0.361
RWDD2A	-1.235
PALLD	2.058
CPLX4	0.915
LOC492311	0.2245
KPNA2	0.0235
MACROD1	-0.0568
TMCO3	-0.260666666666667
C15orf52	1.50833333333333
BIRC5	-0.5448
