Hybridization REF	TCGA-BH-A0BT-01A-11R-A12P-07
ZNF347	-0.00579999999999998
GTF2E1	-0.25175
RY1	-0.0591666666666667
ATAD2B	-0.03525
ARHGAP17	-0.5591
KCNIP3	-1.0535
SFPQ	-0.00824999999999998
GFRA4	0.755333333333333
AKR1B10	-3.714125
TIGD6	0.7505
RGS16	0.03725
URB1	-0.669833333333333
OR4C46	0.193666666666667
TOP3B	0.028
NFATC4	0.9155
CA14	-3.9215
BMPR1A	0.745833333333333
SNRP70	-0.882375
PRL	0.07475
C6orf130	-0.301
STAG2	-0.59425
CD55	-1.23457142857143
RPS23	0.197166666666667
SSX2	-1.15116666666667
FDPSL2A	-0.1855
FBXO27	0.14975
SYNGR3	-0.879
TMSL3	2.483
EML1	-1.5135
NUP93	-1.11433333333333
SMAD3	-0.3946
KIAA1189	-0.123333333333333
HNRPUL2	-0.794166666666667
TBC1D12	0.7015
C16orf24	1.356
MRVI1	1.01616666666667
ZNF581	0.0328333333333333
ELOVL3	0.0765
OR51Q1	0.41175
CACNB3	1.54766666666667
GALNT13	-1.580125
C10orf84	0.66475
NEDD4	-0.6098
SPO11	0.268
OR5AU1	0.27
NEK4	0.228428571428571
PRKAR2A	-0.264
IHPK1	-0.6745
ATP6V0B	1.20025
CACNA1E	2.963
CEACAM8	0.655166666666667
PEX14	-0.2035
FLJ12993	-2.013
ZBTB38	-0.346583333333333
PCTK2	0.986833333333333
LRRC16	0.5055
FBLIM1	1.31366666666667
FYCO1	1.458
RP5-1022P6.2	0.00583333333333332
CMTM1	0.247833333333333
PLTP	-0.545166666666667
RAPH1	1.102875
DOCK8	0.378375
EZH2	-2.2898
SLC25A1	-1.14133333333333
PLEKHB1	1.6634
GRB7	0.3802
ZFP37	-2.47975
MRPL33	-0.33675
PELO	-1.33475
ARMC1	-1.17672727272727
C9orf27	-0.45175
FLJ25778	0.307
C9orf37	-0.862333333333333
TMEM66	1.585
SPRN	0.0485
HBEGF	0.306125
PI4KA	-0.445
LEPRE1	-1.16425
POU2AF1	-5.013875
MRPL12	-0.403333333333333
REP15	-1.038
ZC3H3	0.6595
RASAL1	-0.65425
DDAH1	1.698625
ACBD5	0.238125
TMC2	0.4585
CCDC137	-1.39925
SAMD13	-1.71183333333333
UGT2B15	-3.05
TIPARP	-0.13925
DNASE1L3	0.78225
TRIM72	0.366
DBX2	0.17475
IPO8	-0.13025
C21orf88	-2.3808
MAP3K14	-0.24625
LOC51233	0.305833333333333
GGTLA4	0.7795
PDE6D	0.356
ZNF117	-0.28025
CLK2	-0.947
NKRF	-1.453
TNFSF15	-0.1061
DUSP2	-0.430375
SECISBP2	-0.6459
GABRR2	0.09
PPAP2C	2.58525
LOC51145	0.271166666666667
PAG1	-1.760875
PIK3C3	-0.037
GNG10	0.143
APOL4	0.0721666666666667
ANKRD28	-0.802125
STMN3	-0.5392
RAB14	1.2328
CDK2AP2	1.3325
HDDC3	-0.133875
COMMD7	0.815125
CXXC1	-0.000250000000000004
HMCN1	-1.61883333333333
CD40	-0.13925
DYNC1LI2	-0.584375
GDI1	0.48725
LOC646938	-0.2135
VSNL1	-4.01516666666667
PIH1D1	0.0288333333333333
RAET1G	-1.109
KRTAP5-9	0.5565
EFTUD2	-0.411
ZNF311	0.363666666666667
ATP6V1G3	-0.0445
OR2W3	0.60625
SCN4A	0.652
MED10	-1.098
FAM135A	-1.7464
ARHGAP4	-1.82925
EHMT2	-0.703375
UFD1L	-0.05975
ERMP1	-0.00925
MAG1	-2.4765
THAP8	0.8645
HACE1	-0.885
FAM82C	0.5675
C3orf20	0.072
UNC84A	-0.5265
SCD5	-0.634857142857143
LASS6	2.661125
LSG1	-0.46025
MAL	-5.1585
GPR22	-0.5755
WDR5B	1.2235
ACTRT1	0.401
C17orf60	-0.813333333333333
GRIN2C	0.9552
ARMC8	-0.574333333333333
SLC47A1	-2.683
DMPK	0.01325
DHRS13	0.2205
SMC1A	-0.484333333333333
KRTAP17-1	0.41125
SMYD5	0.035
TUSC2	0.752375
CRHR2	0.616
KIR3DL2	-0.3155
CCDC104	0.302
ATP2C1	0.66725
CROT	1.46925
PABPC3	-1.19683333333333
EGR1	-1.35683333333333
THSD1	-0.51925
KHK	0.405
SLC12A2	2.1721875
CD58	0.12475
STOX2	-1.89
CCDC76	-1.3228
CCDC48	5.50475
DNAH1	0.159333333333333
ZIC4	-0.0105
OR1G1	0.00150000000000006
PSMC6	-0.2645
PROKR1	0.5645
ABCB1	-1.377875
TRAT1	-3.33175
LLGL1	0.5855
MTF1	0.2485
USP54	1.272625
PAGE2B	-2.713
ITGB7	-3.8985
CCDC81	-0.599
LOC149837	0.6125
SCUBE1	2.4685
ZSCAN10	2.488
HUWE1	-0.0296428571428572
CDH17	0.1185
CD180	-0.683
IL17A	0.5835
TMPO	-1.444125
KIAA1524	-1.45833333333333
HDGFRP3	0.617833333333333
OXCT1	-0.732181818181818
RRAS2	-2.39366666666667
LTBP2	1.649625
SV2B	0.152666666666667
CYP2A6	0.59
PKD1L2	-0.802166666666667
PPM1M	1.67875
FLJ22662	0.305333333333333
ZNF502	1.325
GP6	-0.805
CRYBA2	0.0895
LEF1	-0.6552
CTPS	-2.547
EYA1	-2.65616666666667
EPS8L1	2.22425
MAPK14	-0.45
SERPINB2	-4.52775
GTF2F2	-0.426833333333333
ZNHIT4	0.2035
PLA1A	-0.605875
C20orf114	3.00125
HPR	-4.44
C18orf2	-2.89083333333333
SATB2	-2.69975
KCNJ9	0.126875
MGC157906	0.566
MOCS3	0.15475
C17orf71	-0.551
PPHLN1	-0.0108
HIST1H2BN	-0.726125
RAPGEF1	-0.705625
MAP3K8	-1.397
DLG4	0.898333333333333
STC1	-0.191833333333333
CDGAP	0.79625
DDX26B	-2.92075
LOC150223	-1.3745
CPSF3	-0.664
TMEM14A	1.22425
MYH3	-3.0195
GPKOW	-0.12075
SULT1A1	1.69216666666667
SPON1	1.2753
YY1AP1	-0.176
RAB23	-0.08375
PLA2G4A	-4.393
MAPRE3	0.27425
ZNF516	0.953285714285714
GGPS1	1.32175
EXOC3L2	-0.0142500000000002
C19orf42	0.7931
MAP2K2	0.2095
HIST1H2BB	-0.678
RNF19B	1.1185
C6orf128	-0.349833333333333
TLR8	1.70325
PCDHA9	-0.0995
CARS2	0.58625
CLUL1	4.69666666666667
RHAG	-4.118
UNK	-0.939
EXOC8	1.3075
C9orf95	1.94725
C14orf143	0.345666666666667
MAML3	0.34375
LDHA	-1.47275
MRPL20	0.695375
KLHDC6	0.713333333333333
ATP5S	0.292833333333333
C8orf55	0.62975
PHF19	-2.38875
KRTAP13-4	1.0795
TTC5	-0.21175
XKR5	-0.11325
SILV	-4.59266666666667
TEX28	-0.3265
TCTN1	1.67775
CX40.1	0.71875
PPP2R5C	-0.4035
C12orf30	-1.26516666666667
CAPG	3.05875
MPZL1	1.7121
ARSB	-0.810833333333333
TDH	-1.6735
WASF4	0.74
TSSK3	-0.519333333333333
7A5	-0.3075
CRISPLD1	0.099125
MAD1L1	-0.181
SPIN4	-1.11083333333333
AMPD1	-1.839
DPYSL5	0.113
INPP1	0.697
ANKRD11	-2.42272222222222
NPAS4	0.059875
GCET2	-0.2116
RNASE9	0.2
GUCY2D	0.537666666666667
CCDC98	0.3135
FGF4	0.359625
CPM	0.0523333333333333
SLC26A4	-1.5685
PLD5	0.7855
FAM59A	0.2671
FBXO5	-2.36055555555556
SIPA1L1	-0.745875
DPYS	0.2565
ATG4D	0.3865
TGM3	0.9725
MTCH1	0.04975
HK1	0.376571428571429
CDC26	-0.196875
GALNT12	-4.16516666666667
LOC339229	0.064
MRPL35	0.01975
ORC4L	0.0095
TNKS	-0.221285714285714
C2orf24	0.848833333333333
ZNF553	0.195
GGTLA1	3.5224
ZNF497	1.16625
CDY1B	-0.88775
SLC30A4	-0.8395
TUB	-2.076125
ARHGEF18	-0.55425
ARRB1	0.04175
KCNK1	-3.210625
EREG	-3.7107
SCAMP5	-1.25525
RUNDC3B	0.76625
ADAMTS20	-1.576
IL17RB	-0.78
FLJ20323	-0.00925
MCAM	0.3115
POLR3E	-2.17933333333333
AQR	0.511333333333333
IPMK	-1.587
CDCA7	-5.146125
CAMP	1.13075
GRHL3	0.556
ADAMTSL2	1.8305
CLMN	2.7735
SSTR3	1.1115
MAGEA5	-1.94566666666667
OVOL2	4.17825
JMJD1B	0.2165
RBL2	-0.0527
PYGO2	1.044
PPP1R10	0.0396666666666667
CSE1L	-0.728
LCA5	0.708
RDH16	1.00875
ASRGL1	-3.548125
TOM1	1.89216666666667
PTX3	-5.704
TTC15	0.63875
SCGB3A1	1.32016666666667
MRPL50	-0.75375
RCAN3	1.332125
SLC26A11	0.408
STYX	0.397666666666667
CINP	0.31625
MARCH7	0.6095
PFKM	-2.413
SGMS1	1.25966666666667
RIOK3	0.091
C1orf110	0.3275
CES7	0.00762500000000001
LOC440248	-3.67575
PPP1R12C	-0.07875
C10orf27	0.6375
ATG9A	-0.197
MRPS26	0.792
TMEM40	-0.64125
ELP3	-0.3782
ZNF787	0.9381
HIAT1	0.519875
C8orf34	7.23866666666667
MGC4655	0.2721
PELI1	0.576833333333333
PPT1	0.6547
SLC35C2	0.270666666666667
C6orf125	0.32575
MUC4	-0.640166666666667
RFC4	-2.67414285714286
GNB2	0.870666666666667
NUP50	-0.0764285714285714
SULT4A1	-1.17383333333333
C7	2.08725
CCDC130	-0.259166666666667
ARRDC4	0.672
RQCD1	-0.2345
GLYCTK	0.1325
AYTL2	-1.38681818181818
MTUS1	0.9564
LEMD3	0.128666666666667
PLEKHF2	2.3795
HOXA7	-0.682875
GTF3C2	-1.513
DYNLRB2	3.60975
CNOT10	-0.35075
MR1	1.38316666666667
FFAR1	-0.06025
PRIC285	0.833
SLITRK6	5.0005
LIX1	-2.0121
UBE1L2	-0.5765
F8	1.35225
ACHE	0.216
KPNA5	-0.81225
TNFRSF12A	-0.914333333333333
EGR3	1.6575
SERPIND1	-3.79316666666667
OASL	0.87025
IFRD1	-3.155875
WDFY1	-0.1485
ZNF267	-0.235875
ACCN5	0.3905
ZBTB6	-0.81
PPP1R3A	-0.00649999999999999
PRRT3	1.53125
FBXL19	-1.1175
TXNIP	-0.475571428571429
ACTN2	-1.951
ATG9B	-0.13275
C9orf117	1.908125
IL27	-1.4895
RPL36AL	0.290666666666667
KLK15	0.18875
CHAD	3.105
RAP2B	-0.8877
HEBP2	1.4915
ZNF342	1.179
CAMK2G	-0.758833333333333
TLR3	2.16225
FGF14	-0.1805
HMGB2	-1.961
TRPM5	0.180166666666667
OR5M11	1.0955
KIF3B	0.0315789473684211
PRICKLE2	1.11875
MTMR9	0.03075
C3orf27	0.491
GLRA3	-1.31983333333333
NSDHL	-0.21
TMEM32	-0.17025
POLR2D	-1.09975
MYADML	0.3615
C9orf114	0.3225
MRGPRX1	-0.41
TOPORS	0.391
CLDN19	-0.13475
C1QL4	0.089
RNF165	0.722
DHRS9	-1.10425
DNAH2	-0.465166666666667
FXR1	-0.500833333333333
ZMYM3	-0.691
CASP3	0.451666666666667
FAM120C	-0.017
SCLY	-1.141
CA7	0.883
ENTPD5	1.22
ZNF461	0.120375
PDIA5	0.79475
C1orf19	-0.0456666666666667
TMEM67	0.92775
KCTD20	-0.66525
WDR47	1.4675
FLJ38723	-0.9115
KLRF1	-0.341833333333333
TAS2R16	0.8535
CLDN12	1.4915
PRKCE	0.00949999999999999
UBXD4	-1.086
ITGAM	2.35333333333333
GLT8D3	-0.572875
WDR31	0.8449
RGS2	0.2245
OR51L1	0.26
MST1R	1.57875
KIAA1737	1.49975
OR4A5	0.121
GLIS1	-1.96766666666667
PTMA	0.120928571428571
NAPA	2.1735
PRDM11	-0.0205
LIPF	-0.0165
DIRAS3	1.40275
ASGR2	-4.198
C1QTNF4	0.44675
PIK3R4	-0.0503333333333333
ARMC3	3.64875
NDUFV3	-0.933916666666667
BTBD3	-0.255333333333333
PPP1R2	0.660916666666667
UBE2NL	0.36575
FOSL2	0.885928571428572
FAM119A	-1.31566666666667
TUBA4A	-0.2059
KRTAP12-1	0.44325
SFRS2	-0.911
RHPN1	0.285
EEF2	-0.756166666666667
ZDHHC11	-1.987
EPHA3	-1.6175
RBM12	-0.66325
H2AFJ	0.891833333333333
EDIL3	-0.2995
KIF26A	-1.734
SERGEF	-0.00425
B3GALT4	2.97325
LOC90925	-0.544333333333333
OSCAR	-0.526
NPFF	-0.753375
DEDD	0.566375
TMEM155	-0.2885
PTPN1	-0.568
SCYL2	0.215833333333333
SKAP1	3.64775
LEAP2	-3.5615
GADD45G	1.5735
IFITM3	1.077625
PILRB	-2.89283333333333
SLU7	-0.0740625
DSC3	-0.317
DNMT3L	-1.0895
PAPD5	-1.41875
B3GNT3	-1.69883333333333
LHCGR	1.327
MSL-1	-0.234
UBE2S	-1.85625
SAP130	-0.58275
ANAPC11	0.75775
MAGED4B	-3.281
ATP6V1B2	-0.109833333333333
C14orf179	1.5745
CAPZA1	0.748
CDYL2	-0.0741666666666667
GLRX3	-0.399333333333333
LOC136288	-0.92725
MOBKL1A	0.113
HTR2B	1.97125
CRYGD	0.7435
NUS1	-0.989833333333333
PGRMC1	-0.2105
MYOM2	-0.61125
FLJ39653	-2.25466666666667
CHM	0.2888
OR5M8	0.4055
ZNF619	0.1635
FAM105A	-0.649
CCNL1	-2.13675
NAP1L3	-1.553
C10orf57	2.50016666666667
B3GALNT1	1.2685
CSN1S2A	0.5745
TCP10L	-0.584
GDAP2	0.703625
DMKN	0.497666666666667
COX6B1	0.75125
DNASE2	0.683666666666667
MSH5	-2.2075
LGMN	-0.3645
USP31	-1.0907
OR13C8	0.366
SDCBP	0.1731
NUDT11	-3.82833333333333
PYGL	0.847333333333333
SNPH	0.0395
B3GNT4	1.316
MIZF	-0.5276
NUBPL	0.37875
NOD1	0.0786666666666667
CDH22	0.2085
NUBP1	0.0626666666666667
DSCAM	-3.46875
DGKI	-0.2745
FAM136A	-1.49225
AKAP1	-0.0365
SLC16A6	-0.5005
RIN3	-0.01175
PSG2	0.43425
DIP2B	-0.233416666666667
PSORS1C1	0.5227
KIAA0495	-0.3395
FLJ90709	0.177833333333333
LPA	-0.0843333333333334
PIGA	-0.018
LY75	3.17716666666667
UTS2	-6.32866666666667
RREB1	0.614375
GALNACT-2	0.3897
MGC3196	-0.29275
FLJ31568	-0.5925
LPHN1	-0.40775
SP1	1.5115
TOX4	0.323
HSPA9	0.0349
APOBEC1	0.0315
SLC35E4	-2.1365
LSM5	-0.8315
SURF1	0.576
ZBTB1	0.559416666666667
GTF2F1	0.180375
RPS15A	-0.223928571428571
DUSP21	-0.175833333333333
GINS4	-3.12566666666667
MYO15A	0.905166666666667
GIMAP7	3.58675
MGC13379	0.9925
ATP6V1E2	-0.739666666666667
UTP3	-0.11075
HNRPA3	-0.773875
MT4	0.779
C14orf155	-0.021
U1SNRNPBP	0.75825
CKLF	-0.894
PLEKHN1	-0.623166666666667
MBNL1	-0.546166666666667
NUP160	-1.45125
ACSM2A	-0.6315
LOC129881	-0.353
KIAA1529	-0.54
FLJ22639	-3.0345
HAND1	-0.2195
GSX1	0.5225
FGA	-4.0813125
SERPINB1	1.06225
ZNF642	0.465
IGFBP1	-7.982875
SLC1A1	2.836875
DHX57	-0.446375
ZNF766	-0.1975
PTPN21	0.3841
GDPD3	-2.87566666666667
PNPLA5	0.4325
TBR1	1.3016
FAM116A	-0.0945
IQGAP1	2.24325
FOS	-0.6375
ZNF226	0.391625
FIGNL1	-0.784666666666667
C14orf1	0.714166666666667
ZMYND17	-0.7715
PUS7	-1.27483333333333
TUBB6	-1.4125
KCNQ2	-1.502
MARCH6	-0.283333333333333
CCDC33	0.45
PRODH	-0.721
RBM11	1.586
EPHA6	-0.214
SLC43A1	-1.858
LOC196541	0.360571428571429
NTN1	1.56408333333333
ING4	0.768
PCDHB10	1.04775
DPH2	-0.891166666666667
SPACA4	0.655
FBXL21	-4.1185
DIAPH1	-0.488
ZNF71	0.922
CEP76	-0.7135
CORO1A	-0.947
RRM2	-1.812625
EDG4	1.38475
OS9	0.872666666666667
SLC4A1AP	-0.458
COG5	-0.1735
COPS8	0.0685
NGLY1	-0.43675
NCBP2	-0.402
C17orf42	0.266666666666667
GPSM3	1.185125
SIL1	2.28083333333333
ASB6	-0.12775
SMAD5OS	0.137833333333333
UNC93A	-2.69675
A1BG	1.082
C21orf62	0.00725000000000003
FMO5	2.19575
ATRIP	0.920833333333333
CEBPG	-0.2665
C7orf38	-0.0128333333333333
TNFRSF1B	-0.199166666666667
CLEC1A	1.1585
IQSEC1	0.143875
PATZ1	1.279
RBM22	0.31325
BAG2	-3.24933333333333
PAQR5	-1.17083333333333
C9orf127	1.0545
THNSL1	0.28025
SHROOM3	2.2309
JAM2	-0.34275
SNRPN	-2.344
ALX4	0.31
CACNA1S	-0.0345
FAM130A1	0.9095
CORIN	0.452
CD300LB	0.907
PLEKHG6	0.7435
LRRC40	-0.241
PCLKC	-0.4845
PCDHB16	-0.273833333333333
WNT2B	-0.173333333333333
ASNS	-3.03033333333333
MRPL49	0.12075
FLJ46111	-0.321
ISG20	-0.606625
SMU1	0.268666666666667
CASZ1	0.395
POLR1D	0.0479166666666667
GIN1	0.48975
SNAG1	0.171
ANKRD29	-1.93075
CDKN2AIP	-0.20925
KRR1	-0.3675
CXCL1	-4.8595
EPM2A	-0.1059
PC	0.544
DEFB127	0.44
PDZRN4	5.27533333333333
FAH	1.318
OR51E1	2.9405
CDC2L6	-0.435
DNTTIP1	-0.546
PAX8	-1.27566666666667
TMEM116	1.3475
C1orf150	-0.0555
PRO2012	0.02875
MRPL40	0.0658333333333333
BEX1	-3.4678
SLC2A4	-0.705333333333333
PKMYT1	-1.1815
FEZF2	-0.108333333333333
SLC26A9	-1.3885
MAP2	-0.0640909090909091
LYL1	-1.12725
SLC25A19	-1.14
NOS3	-0.207
ZNF34	0.162833333333333
TMPRSS11F	-1.165
FAM43A	-0.30025
FCRL4	-0.0536666666666667
KLF14	0.311
FLRT2	-1.63316666666667
WRN	-1.32575
SDF2	1.1336
KRT8P12	-0.50125
C6orf195	-0.355
C9orf125	-1.87683333333333
DZIP3	-0.943625
RIT1	0.69825
SCML1	-3.95816666666667
RHBDF2	0.06825
OR2G3	0.7055
REXO1L1	-0.365
MAP3K7IP3	-0.333125
C3orf57	-6.91
FBXW11	-1.9275
ETAA1	-0.6315
C14orf131	-0.3501
AKT1S1	0.076
SLC12A5	-0.60775
C9orf164	0.29425
NRIP3	-0.592125
NOS1AP	-1.2465
TMEM121	1.12825
SAP30BP	-0.0743
DGCR6	1.0315
WDR76	-1.04525
FAM82B	-0.0561666666666667
LOC606495	-0.357
MAP9	1.2495
BCDIN3D	1.3505
CXorf36	2.93783333333333
DSCR3	0.1197
ZFAND3	0.5905
C7orf43	0.332
SPSB3	1.1784
C19orf19	0.61725
FAM133A	-3.408375
C12orf25	0.30925
SLC39A3	0.328
DISP2	-0.03975
PI4KAP2	-1.8635
MKRN3	-2.24533333333333
ADAMTS13	-0.725875
CBLN3	0.5751
TTYH1	-0.659
C3orf18	2.024
FLJ13236	0.45875
ZMYND12	3.753
C18orf25	0.40025
GLB1L3	-0.2155
ATP13A5	0.4965
RANBP10	-0.35025
CD96	-2.9607
DENND1C	-1.21075
RBMS3	-0.2111
SLC41A3	0.8235
DGCR6L	1.147
TMEM128	0.463
CSNK1G3	-0.0884285714285714
MOBKL2C	1.040875
TSPAN6	-1.36
MATN2	-1.627
MSL2L1	-0.629166666666667
ST6GALNAC2	0.248166666666667
FGFBP2	-0.561125
FGL1	-5.58733333333333
MPP3	-1.5645
ARHGEF6	1.51033333333333
TGFBR2	-0.489875
ACMSD	1.3325
IL33	2.276
C9orf5	0.152666666666667
DEAF1	0.7507
AMN	0.807
DEFA6	0.417
RNF212	-2.06
METT5D1	0.221833333333333
CIB1	1.5499
TSSK1B	0.8565
KIAA1727	1.76725
ZNF680	0.419583333333333
LOC399900	-1.3815
LOC152217	-0.186166666666667
CTNNAL1	-2.5565
CIT	-2.08708333333333
TLE6	2.16675
ZNF607	-0.4535
HERC4	-0.8355
DRAP1	-0.4346
PEMT	0.19875
C10orf111	-0.667
ZNF575	1.752875
KCTD7	-0.25825
MYO1F	0.0974999999999999
LOC285382	-0.06625
RAB11A	1.6296
PLCD3	-1.183
C15orf28	0.55025
PTBP2	-1.3475
CTB-1048E9.5	0.358875
C19orf60	0.4385
C7orf25	0.292
SETD7	1.169875
HOXB9	-3.102
VANGL1	0.5471875
CHAF1B	-2.18075
NDUFA3	0.74575
KIAA1328	0.210666666666667
SHARPIN	0.346875
TTC23	-2.597375
UGP2	0.619083333333334
ANKIB1	-0.6914
CIRBP	1.48714285714286
SEC14L4	-2.522
OVCH1	0.5256
VPS52	0.5565
FAT	-1.98425
M6PRBP1	-0.0135
GPRIN3	0.5655
PPM1F	-0.585
TSR1	-0.73675
CCDC85A	1.548
PCSK5	0.17725
ZFHX3	-0.294
HEMK1	-0.4506
PGBD2	-0.32625
RSRC2	-0.531
AURKC	-1.15233333333333
SCRIB	-0.167125
ORM2	-4.44083333333333
FAM115A	-0.6015
FZD6	-0.322625
UNC119	0.254666666666667
GPX3	-0.5834
NOV	-0.777125
CABC1	-0.6885
CDC42SE2	0.175
EIF2S2	-0.6911
RNF130	0.88275
CKAP5	-0.837166666666667
RP11-413M3.2	1.716625
C10orf18	-0.1057
TMEM93	-0.33975
DYX1C1	2.37525
KCNMB2	-2.00675
ANK3	1.84166666666667
KRT5	-0.5333
CDH12	-2.0845
QRSL1	-0.406625
JUB	-2.66125
SHC4	-1.946125
CCL15	0.946833333333334
CCDC22	1.12125
SNX24	-0.3375
RARS	-0.13
MORC2	0.10725
FAM48A	-0.2885
MT1H	-0.794
PPP1R14C	-2.36633333333333
FOXD1	-2.40157142857143
C1orf213	-2.2395
AMT	-0.8928
DSN1	-1.798
PTPLAD2	5.2695
DIS3L	-0.15675
RASL11A	1.139
GPRC5B	0.083625
FRMD7	0.175
STRN4	0.09925
KITLG	0.833545454545455
HDGF	-1.3325
OR1S1	0.763
SETX	-0.4767
DDR2	-0.3935
KCTD12	0.6735
LYZL2	-0.83775
WDR52	-1.2775
TMEM2	-0.366375
ZNF579	1.39516666666667
LOC200810	0.155
TNFSF9	-1.11825
PPFIA4	-3.93075
CNIH3	-0.515833333333333
MAP4K4	-1.67985714285714
ROD1	0.607142857142857
ALS2CR12	-0.6678
DOCK3	-2.2085
PAQR9	-4.479
ASB17	-0.534166666666667
STX16	-1.873375
FEZ2	0.257833333333333
DLAT	-0.219333333333333
KIF21B	-1.30366666666667
CDC5L	-0.81025
TMEM119	1.02716666666667
CRIP3	-1.735
TPSD1	-0.0946666666666667
TEPP	0.59525
GNGT2	1.05625
C21orf121	-0.14875
WNK1	-0.2695
FLJ10490	1.4941
OR51B5	-1.218
LOC203547	-0.514125
HAS1	-0.577
PPA1	-0.244166666666667
ST7	0.81375
C11orf46	0.4698
POPDC3	-3.39666666666667
ACOX2	2.67833333333333
ATCAY	-0.290916666666667
TM4SF19	-2.1245
MFSD9	0.0206666666666667
PDHB	0.52075
ERN1	0.66525
LCE3C	0.2955
GPR111	0.2035
NOTCH3	2.2785
ADAMTS5	1.66025
B3GALT1	-0.73225
UGCGL1	0.315
FAM58A	0.298833333333333
FBXO32	0.8095
CLPP	0.16775
NXPH1	-0.89475
MTMR3	1.15966666666667
ATP1B3	-1.570625
TMEM16A	3.93675
HIST1H3F	0.104666666666667
TRIM25	-0.286
SDCBP2	0.9025
CRKL	-0.842625
HOXB2	2.56666666666667
ANP32B	-1.1015
GATM	4.805
AP4E1	-0.0915
EDG5	0.3615
CDKN3	-1.94033333333333
CDH4	-1.76525
PGD	0.252666666666667
RND1	1.366
GAD1	2.1623
MPG	0.69225
LOC440350	-1.4175
ZNF133	-1.057
SERPINB12	-0.414
AMELY	-0.3446
DHX36	-1.03425
TNFAIP8L2	2.64233333333333
PHTF2	-0.755611111111111
CCDC112	-0.488
IQCC	-0.294
HEYL	4.041
FTSJ2	-1.08133333333333
APPL1	0.54425
RAB43	0.735928571428571
OR10G2	0.5605
WAC	0.0771666666666666
ADCY9	1.10475
RUNDC2B	-0.829
PYCRL	0.9594
AGPAT7	-0.971333333333333
SLC22A9	-0.645
CDKAL1	0.1065
PDYN	-0.208833333333333
C20orf74	0.3415
MTMR11	1.63375
VAV3	3.8835
DAPL1	-1.20275
STXBP3	0.65275
EIF3G	0.05775
ARHGAP22	-1.889
NPFFR1	0.557
NPC1	-0.737
ALDH9A1	1.264
ZNF600	0.176625
ZNF678	-0.0245
RASSF1	0.30675
ADD2	-2.5325
PITPNB	-0.36675
PKD2L2	0.5855
LRP11	0.141
CDKL1	-0.71925
SMEK2	0.4975
PRODH2	-2.81966666666667
C11orf54	0.041
SFRS11	-0.777333333333333
IL7	-1.8
ALS2CR16	1.10075
BTG3	-1.2995
PAK2	0.373555555555556
RP11-679B17.1	-1.9155
GATA4	-1.86733333333333
ATP2B1	-1.3975
LOC130940	0
C1orf172	2.743
ATF7IP2	-2.3005
SLC25A43	-0.272
CENTG3	-0.35575
IGF2BP1	-3.9814
FCHSD1	1.035
CAMK2N2	1.9205
ELAVL3	0.1337
NBPF15	-0.456166666666667
UBE2J2	0.615416666666667
GNL2	-1.1875
PRR3	-0.0147
NLF2	1.81
OR4F6	0.0655
KLHL24	0.191833333333333
CCDC88A	-3.2582
SGPP1	0.992166666666667
C10orf11	-0.537333333333333
SLC35B4	-1.44116666666667
UGT3A2	-1.1195
ARNT2	2.6752
CBR1	-3.199125
ITPR3	-0.3405
TRAPPC6B	0.147
AMZ1	-2.1305
ARP11	2.584
WDSUB1	1.20175
APBA1	0.451833333333333
RAB2A	1.3153
C6orf162	-0.087125
HPSE2	0.675
PLCE1	-1.064
INSL3	0.069
DLG1	-0.0058
PTPLA	-3.802
PIGX	0.52125
TFIP11	0.703333333333333
FIBIN	1.428
POLR2G	-0.129
GRAP2	-2.459
DNAJB8	0.359
CNBP	0.617166666666667
WASF1	-3.54225
INPP5E	-0.9778
HSPB1	0.4349375
TMEM167	-0.3588
CUBN	0.04525
IGF1	1.616
ITPK1	0.4871
NAALAD2	-1.295
G3BP1	0.6433
NT5DC1	0.539125
CYP39A1	-1.0605
TMEM139	2.12233333333333
POLK	0.0319
GLULD1	-2.00375
RBM15	-1.17333333333333
AMZ2	-0.15575
GDF15	-2.92983333333333
MESDC2	0.22025
INCA	0.521833333333333
ACY1L2	-3.4385
GZMM	-1.08
PAIP1	0.05225
CACNA2D1	-0.18375
STK32C	-0.394
SH3BP4	1.5645
DEC1	-0.0185
PADI1	0.1565
UBB	0.6982
PON3	-1.42033333333333
PROP1	0.6885
ANKRD13B	-1.1605
ADCK1	0.28575
TCF25	-0.303833333333333
SLC38A5	-2.865
CXorf26	0.0901666666666667
C19orf39	0.72725
PPP1R13B	0.74575
ARL2	-0.103
TCL6	0.2845
TOP3A	-0.5625
SLC16A14	1.319125
FXYD6	1.17566666666667
HIST1H4E	0.02775
BBC3	0.659210526315789
UNC5A	0.478
FAM86C	0.0773
PI4KB	0.821
B3GAT1	-3.47825
SUSD2	1.97216666666667
OAZ2	-0.382833333333333
NOC4L	0.271
C10orf12	0.038
FADS1	-3.5055
LOC144097	-0.43125
DKK2	0.525666666666667
KIAA1949	-0.493
RHOT1	0.227
OXT	0.5795
GPR153	2.0775
ARL4A	-1.434
SAAL1	-1.36775
CCDC64	0.007
USE1	0.120666666666667
HNMT	1.27133333333333
PCGF3	-0.3003125
CYP2C19	2.57875
C20orf4	-0.0635
CCDC11	1.231
ACSBG2	0.01225
RWDD2A	0.57775
PALLD	0.84825
CPLX4	-0.1975
LOC492311	0.7355
KPNA2	-1.51316666666667
MACROD1	0.4585
