Hybridization REF	TCGA-AR-A1AS-01A-11R-A12P-07
SMARCD1	-0.1875
ZFP106	-0.7755
ZNF347	0.0635
GTF2E1	0.4325
RY1	-0.497666666666667
ATAD2B	0.182875
ARHGAP17	-0.0749
KCNIP3	-1.33975
SFPQ	0.556625
GFRA4	1.0715
AKR1B10	-2.533
TIGD6	0.5055
RGS16	0.713375
URB1	-0.536
OR4C46	-0.03475
TOP3B	0.458
NFATC4	1.183
CA14	-4.728
BMPR1A	-0.728166666666667
SNRP70	1.421375
PRL	0.117
C6orf130	-0.00449999999999999
STAG2	-0.000750000000000001
CD55	-1.12571428571429
RPS23	0.621
SSX2	-1.783
FDPSL2A	1.0645
FBXO27	0.953625
SYNGR3	0.265833333333333
TMSL3	0.94425
EML1	-2.743
NUP93	-0.364916666666667
SMAD3	-0.9291
KIAA1189	2.04516666666667
HNRPUL2	0.434
TBC1D12	0.236166666666667
C16orf24	1.76575
MRVI1	1.84166666666667
ZNF581	0.145166666666667
ELOVL3	-0.26
OR51Q1	0.1755
CACNB3	1.1145
GALNT13	-1.05071428571429
C10orf84	0.8000625
NEDD4	-0.2189
SPO11	0.9875
OR5AU1	-0.0975
NEK4	0.361642857142857
PRKAR2A	0.466666666666667
IHPK1	-0.876833333333333
ATP6V0B	0.122375
CACNA1E	2.633
CEACAM8	0.785
PEX14	-0.3895
FLJ12993	-1.8455
ZBTB38	0.344833333333333
PCTK2	-0.263333333333333
LRRC16	0.2505
FBLIM1	2.18866666666667
FYCO1	1.7315
RP5-1022P6.2	-0.309333333333333
CMTM1	0.223166666666667
PLTP	1.16333333333333
RAPH1	1.561375
DOCK8	-0.220875
EZH2	-2.092
SLC25A1	0.383166666666667
PLEKHB1	-0.1656
GRB7	1.1043
ZFP37	0.19425
MRPL33	-0.636
PELO	-0.58675
ARMC1	-0.543181818181818
C9orf27	0.251857142857143
FLJ25778	-1.4705
C9orf37	0.051
TMEM66	0.41575
SPRN	0.098625
HBEGF	0.75275
PI4KA	-0.198
LEPRE1	-0.946
POU2AF1	-5.94175
MRPL12	-0.1585
REP15	-0.1585
ZC3H3	0.92825
RASAL1	-0.89425
DDAH1	1.56225
ACBD5	-0.0865
TMC2	0.394
CCDC137	0.72075
SAMD13	-1.47183333333333
UGT2B15	-2.3505
TIPARP	0.29525
DNASE1L3	-4.0955
TRIM72	1.14766666666667
DBX2	0.98125
IPO8	-0.34175
C21orf88	-2.0445
MAP3K14	0.86725
LOC51233	0.146833333333333
GGTLA4	1.19
PDE6D	-0.16125
ZNF117	-0.4335
CLK2	0.521125
NKRF	-1.2695
TNFSF15	-0.2705
DUSP2	0.5435
SECISBP2	0.0423
GABRR2	-0.2155
PPAP2C	2.6485
LOC51145	-0.118333333333333
PAG1	-1.195375
PIK3C3	-0.28775
GNG10	0.6865
APOL4	-0.165333333333333
ANKRD28	0.3105
STMN3	-1.7022
RAB14	0.5868
CDK2AP2	0.95475
HDDC3	-0.418125
COMMD7	0.759375
CXXC1	1.31975
HMCN1	-1.3525
CD40	-0.1085
DYNC1LI2	0.417375
GDI1	0.13625
LOC646938	-0.161
VSNL1	-4.47016666666667
PIH1D1	0.262
RAET1G	-1.8525
KRTAP5-9	0.4585
EFTUD2	-0.9675
ZNF311	1.10683333333333
ATP6V1G3	0.1135
OR2W3	-0.89475
SCN4A	-0.24275
MED10	-0.556
FAM135A	-2.2339
ARHGAP4	-2.16575
EHMT2	0.013125
UFD1L	-0.731
ERMP1	0.1145
MAG1	-2.536
THAP8	-0.0555
HACE1	-1.60633333333333
FAM82C	-0.24
C3orf20	-0.154
UNC84A	-0.787166666666667
SCD5	-0.964214285714286
LASS6	1.443375
LSG1	0.46825
MAL	-5.8365
GPR22	-0.4225
WDR5B	1.677
ACTRT1	1.3715
C17orf60	-0.1765
GRIN2C	-0.3408
ARMC8	-0.502416666666667
SLC47A1	-1.739
DMPK	0.5605
DHRS13	0.795666666666667
SMC1A	-1.00466666666667
KRTAP17-1	0.72525
SMYD5	-0.23825
TUSC2	0.86725
CRHR2	-0.9705
KIR3DL2	0.291
CCDC104	-0.0345
ATP2C1	1.11175
CROT	2.39875
PABPC3	0.043
EGR1	1.57716666666667
THSD1	-0.268
KHK	-1.7925
SLC12A2	0.563625
CD58	-0.088
STOX2	-3.50783333333333
CCDC76	-0.6854
CCDC48	4.70175
DNAH1	0.371833333333333
ZIC4	-0.614
OR1G1	0.1335
PSMC6	-0.1465
PROKR1	0.1065
ABCB1	-3.3195
TRAT1	-4.38925
LLGL1	0.523
MTF1	1.6565
USP54	-0.544125
PAGE2B	-2.442
ITGB7	-4.17325
CCDC81	0.4045
LOC149837	0.4215
SCUBE1	1.535
ZSCAN10	2.4215
HUWE1	-0.173714285714286
CDH17	1.453
CD180	0.156
IL17A	-0.33225
TMPO	-1.8305
KIAA1524	-0.985166666666667
HDGFRP3	-0.4565
OXCT1	-1.43581818181818
RRAS2	-2.87883333333333
LTBP2	2.6879375
SV2B	-0.300666666666667
CYP2A6	-0.080375
PKD1L2	0.6025
PPM1M	0.8345
FLJ22662	0.282333333333333
ZNF502	1.35375
GP6	-0.7005
CRYBA2	-0.9525
LEF1	-3.0999
CTPS	-1.84714285714286
EYA1	-3.803
EPS8L1	3.04625
MAPK14	-0.419416666666667
SERPINB2	-5.768875
GTF2F2	-0.448166666666667
ZNHIT4	0.421
PLA1A	-1.992125
C20orf114	2.0455
HPR	-4.6845
C18orf2	-3.759
SATB2	-2.62975
KCNJ9	0.309428571428571
MGC157906	1.414
MOCS3	-0.0425
C17orf71	-0.440333333333333
PPHLN1	0.1241
HIST1H2BN	0.095875
RAPGEF1	0.657125
MAP3K8	-1.6855
DLG4	0.192333333333333
STC1	0.6735
CDGAP	1.12975
DDX26B	-2.771
LOC150223	-1.6645
CPSF3	-0.968166666666667
TMEM14A	1.02025
MYH3	-3.02275
GPKOW	-0.24325
SULT1A1	0.328166666666667
SPON1	2.4692
YY1AP1	0.462666666666667
RAB23	-0.9735
PLA2G4A	-6.0065
MAPRE3	-0.07825
ZNF516	-1.34028571428571
GGPS1	1.14375
EXOC3L2	0.2395
C19orf42	0.5549
MAP2K2	1.08133333333333
HIST1H2BB	0.78175
RNF19B	1.10883333333333
C6orf128	-0.601
TLR8	2.48275
PCDHA9	0.1685
CARS2	0.71175
CLUL1	0.121166666666667
RHAG	-4.466
UNK	-0.8065
EXOC8	1.1157
C9orf95	0.50275
C14orf143	0.298166666666667
MAML3	0.34625
LDHA	-0.60525
MRPL20	0.13575
KLHDC6	0.836333333333333
ATP5S	-0.279833333333333
C8orf55	1.01125
PHF19	-1.841875
KRTAP13-4	0.8935
TTC5	0.38275
XKR5	-1.44875
SILV	-5.10133333333333
TEX28	-0.446
TCTN1	1.19175
CX40.1	0.26525
PPP2R5C	-0.479375
C12orf30	-1.463
CAPG	2.061
MPZL1	1.61285
ARSB	-1.12833333333333
TDH	-2.40866666666667
WASF4	1.487
TSSK3	-0.442666666666667
7A5	1.6545
CRISPLD1	-2.003625
MAD1L1	-0.0465
SPIN4	-0.722333333333333
AMPD1	-2.31025
DPYSL5	-0.562
INPP1	-1.82783333333333
ANKRD11	-0.639555555555555
NPAS4	-0.174
GCET2	-0.582285714285714
RNASE9	-0.9035
GUCY2D	0.371
CCDC98	-0.725
FGF4	-0.336375
CPM	-0.5575
SLC26A4	-1.81883333333333
PLD5	-0.20675
FAM59A	1.5173
FBXO5	-2.272
SIPA1L1	0.0747499999999999
DPYS	-0.2145
ATG4D	0.00575
TGM3	0.811
MTCH1	0.315625
HK1	0.105785714285714
CDC26	-0.0285
GALNT12	-4.63766666666667
LOC339229	0.24075
MRPL35	-0.599375
ORC4L	-0.119875
TNKS	-0.588642857142857
C2orf24	0.994333333333334
ZNF553	0.8655
GGTLA1	2.3475
ZNF497	-0.58825
CDY1B	-0.905333333333333
SLC30A4	0.32875
TUB	-1.293625
ARHGEF18	-0.2065
ARRB1	1.34525
KCNK1	-3.0145
EREG	-3.1965
SCAMP5	-0.22025
RUNDC3B	-0.438
ADAMTS20	0.152666666666667
IL17RB	0.834375
FLJ20323	-0.916
MCAM	0.21975
POLR3E	-0.71575
AQR	0.0765
IPMK	0.5845
CDCA7	-5.634875
CAMP	3.652
GRHL3	-1.4705
ADAMTSL2	1.93283333333333
CLMN	0.7195
SSTR3	0.443
MAGEA5	-1.19266666666667
OVOL2	3.693
JMJD1B	-0.49275
RBL2	1.0434
PYGO2	1.2965
PPP1R10	0.539666666666667
CSE1L	-1.47516666666667
LCA5	1.01125
RDH16	0.32725
ASRGL1	0.55
TOM1	2.32733333333333
PTX3	-7.5585
TTC15	0.784
SCGB3A1	3.59
MRPL50	-1.0595
RCAN3	-0.73525
SLC26A11	0.24875
STYX	0.306666666666667
CINP	0.79925
MARCH7	-0.235
PFKM	-0.960333333333333
SGMS1	0.410833333333333
RIOK3	0.0415
C1orf110	0.445
CES7	-0.134375
LOC440248	-2.8985
PPP1R12C	0.6455
C10orf27	0.5125
ATG9A	0.02625
MRPS26	-0.170125
TMEM40	-0.4775
ELP3	-0.5449
ZNF787	1.8672
HIAT1	-0.37575
C8orf34	0.445333333333333
MGC4655	0.331
PELI1	0.1945
PPT1	0.5468
SLC35C2	1.30983333333333
C6orf125	-0.366
MUC4	-1.39116666666667
RFC4	-1.08314285714286
GNB2	1.2365
NUP50	0.139428571428571
SULT4A1	0.291833333333333
C7	-0.0812857142857143
CCDC130	-0.342666666666667
ARRDC4	-0.79025
RQCD1	-0.187
GLYCTK	-1.15525
AYTL2	-1.64118181818182
MTUS1	0.6652
LEMD3	-0.2345
PLEKHF2	1.04675
HOXA7	-1.62825
GTF3C2	-0.854
DYNLRB2	4.0135
CNOT10	0.02775
MR1	1.17266666666667
FFAR1	0.19575
PRIC285	0.66875
SLITRK6	5.61975
LIX1	-2.0624
UBE1L2	-0.634833333333333
F8	-0.307
ACHE	0.0771666666666667
KPNA5	-1.166
TNFRSF12A	0.540833333333333
EGR3	0.2095
SERPIND1	-4.2595
OASL	0.0835
IFRD1	-2.202375
WDFY1	-0.5705
ZNF267	0.254875
ACCN5	0.4825
ZBTB6	1.135
PPP1R3A	0.4015
PRRT3	0.62525
FBXL19	1.31
TXNIP	-0.649571428571429
ACTN2	-2.4015
ATG9B	-0.365875
C9orf117	1.663625
IL27	-1.451
RPL36AL	0.0533333333333333
KLK15	-0.1825
CHAD	1.7405
RAP2B	0.0329
HEBP2	1.52525
ZNF342	0.34
CAMK2G	-0.450666666666667
TLR3	-1.137
FGF14	-0.13625
HMGB2	-1.609
TRPM5	-0.164666666666667
OR5M11	-0.6815
KIF3B	0.755157894736842
PRICKLE2	1.4655
MTMR9	-0.848125
C3orf27	-0.0835
GLRA3	0.0596666666666667
NSDHL	0.3135
TMEM32	-0.55325
POLR2D	-0.527583333333333
MYADML	-0.1295
C9orf114	0.56825
MRGPRX1	0.1595
TOPORS	0.57425
CLDN19	-0.51375
C1QL4	0.656
RNF165	-0.1415
DHRS9	-0.69975
DNAH2	-0.838
FXR1	0.023
ZMYM3	-0.023
CASP3	-0.0521666666666667
FAM120C	-0.281875
SCLY	-1.51825
CA7	0.5425
ENTPD5	0.268
ZNF461	-0.66975
PDIA5	0.67075
C1orf19	0.0426666666666667
TMEM67	0.16
KCTD20	-0.363
WDR47	0.862
FLJ38723	2.11
KLRF1	-0.741333333333333
TAS2R16	0.8115
CLDN12	0.5835
PRKCE	-1.40875
UBXD4	-1.21325
ITGAM	3.17333333333333
GLT8D3	-0.382375
WDR31	2.3007
RGS2	-1.14475
OR51L1	0.4865
MST1R	1.92475
KIAA1737	1.02175
OR4A5	0.225
GLIS1	-2.18483333333333
PTMA	0.149785714285714
NAPA	2.637
PRDM11	-0.391
LIPF	0.801
DIRAS3	2.4745
ASGR2	-4.706125
C1QTNF4	-0.2295
PIK3R4	0.539333333333333
ARMC3	2.2145
NDUFV3	-0.666416666666667
BTBD3	-1.11766666666667
PPP1R2	0.51875
UBE2NL	0.07625
FOSL2	1.69157142857143
FAM119A	-1.48416666666667
TUBA4A	-0.2771
KRTAP12-1	0.14675
SFRS2	-0.78625
RHPN1	0.3753
EEF2	0.7035
ZDHHC11	-1.92916666666667
EPHA3	-2.5045
RBM12	-0.50175
H2AFJ	0.81125
EDIL3	3.638
KIF26A	-2.22
SERGEF	-0.5045
B3GALT4	1.56625
LOC90925	-0.566833333333333
OSCAR	0.695125
NPFF	-0.368
DEDD	0.76925
TMEM155	-1.27285714285714
PTPN1	-0.131
SCYL2	0.440333333333333
SKAP1	2.67975
LEAP2	-2.61133333333333
GADD45G	2.149
IFITM3	0.5175
PILRB	-1.39083333333333
SLU7	-0.165
DSC3	-1.0385
DNMT3L	-1.6085
PAPD5	0.504
B3GNT3	-1.67433333333333
LHCGR	0.7875
MSL-1	0.1605
UBE2S	-1.69325
SAP130	-0.77325
ANAPC11	-0.15375
MAGED4B	-2.2235
ATP6V1B2	-0.220333333333333
C14orf179	1.047
CAPZA1	0.738625
CDYL2	0.482166666666667
GLRX3	-0.276833333333333
LOC136288	-0.06725
MOBKL1A	-0.74425
HTR2B	1.34525
CRYGD	-2.0524
NUS1	-0.851333333333333
PGRMC1	-0.1775
MYOM2	-3.2705
FLJ39653	-2.40333333333333
CHM	0.1268
OR5M8	0.101
ZNF619	-0.086
FAM105A	-0.89775
CCNL1	-1.036375
NAP1L3	-1.75125
C10orf57	2.0505
B3GALNT1	0.594666666666667
CSN1S2A	0.507
TCP10L	0.263
GDAP2	1.027625
DMKN	-0.172
COX6B1	-0.0905
DNASE2	1.30716666666667
MSH5	-2.05225
LGMN	-0.2565
USP31	-0.3699
OR13C8	0.315
SDCBP	-0.1891
NUDT11	-2.98516666666667
PYGL	-0.504833333333333
SNPH	-1.24183333333333
B3GNT4	0.6045
MIZF	-0.5
NUBPL	0.197875
NOD1	-0.462
CDH22	-0.41775
NUBP1	1.36716666666667
DSCAM	-4.1315
DGKI	-0.7565
FAM136A	-1.5395
AKAP1	0.0638333333333333
SLC16A6	3.18575
RIN3	1.36
PSG2	-0.45025
DIP2B	-0.3805
PSORS1C1	1.3699
KIAA0495	0.0315
FLJ90709	-0.380666666666667
LPA	-0.486166666666667
PIGA	-0.7405
LY75	-0.0601666666666667
UTS2	-7.846
RREB1	1.17575
GALNACT-2	0.2824
MGC3196	-0.947
FLJ31568	-0.3815
LPHN1	-0.0205
SP1	0.952125
TOX4	0.5005
HSPA9	-0.686
APOBEC1	2.124
SLC35E4	-1.18775
LSM5	-1.06525
SURF1	0.47675
ZBTB1	-0.450083333333333
GTF2F1	0.3315
RPS15A	0.042
DUSP21	-0.686666666666667
GINS4	-2.2775
MYO15A	-0.0758333333333333
GIMAP7	1.87025
MGC13379	0.24075
ATP6V1E2	-0.875666666666667
UTP3	-0.30375
HNRPA3	-0.807875
MT4	-1.2995
C14orf155	0.288
U1SNRNPBP	0.8045
CKLF	-0.192833333333333
PLEKHN1	-0.2685
MBNL1	-0.2725
NUP160	-1.744
ACSM2A	-2.176
LOC129881	-0.293
KIAA1529	-1.02225
FLJ22639	-2.46925
HAND1	-1.123
GSX1	0.116
FGA	-4.73313333333333
SERPINB1	0.44525
ZNF642	-0.07475
IGFBP1	-8.374625
SLC1A1	1.824
DHX57	-0.696875
ZNF766	1.284
PTPN21	-0.1224
GDPD3	-0.922
PNPLA5	-0.2065
TBR1	0.792833333333333
FAM116A	-0.0115
IQGAP1	1.388125
FOS	0.822875
ZNF226	-0.714875
FIGNL1	-1.35433333333333
C14orf1	1.1135
ZMYND17	-0.699
PUS7	-1.4375
TUBB6	-0.812375
KCNQ2	-1.672
MARCH6	-0.226583333333333
CCDC33	0.429
PRODH	1.69125
RBM11	1.9765
EPHA6	0.53825
SLC43A1	-0.37975
LOC196541	0.160428571428571
NTN1	1.298
ING4	1.00025
PCDHB10	-0.90975
DPH2	-0.5365
SPACA4	-0.046
FBXL21	-4.086
DIAPH1	-0.056
ZNF71	0.767833333333333
CEP76	-0.8875
CORO1A	-0.10325
RRM2	-2.242625
EDG4	1.7905
OS9	1.40066666666667
SLC4A1AP	-0.41075
COG5	-0.7915
COPS8	0.3625
NGLY1	-0.37075
NCBP2	-0.207125
C17orf42	-0.279833333333333
GPSM3	1.02525
SIL1	0.657666666666667
ASB6	0.00225
SMAD5OS	-0.327
UNC93A	-3.538875
A1BG	-0.6075
C21orf62	0.64225
FMO5	1.32758333333333
ATRIP	1.66133333333333
CEBPG	-0.643833333333333
C7orf38	-0.264833333333333
TNFRSF1B	0.695333333333333
CLEC1A	0.1995
IQSEC1	0.782875
PATZ1	1.3169
RBM22	0.828875
BAG2	-3.3165
PAQR5	-3.29916666666667
C9orf127	0.1778
THNSL1	0.0762499999999999
SHROOM3	2.7537
JAM2	-0.8115
SNRPN	-5.16225
ALX4	-0.0225
CACNA1S	0.5855
FAM130A1	0.176
CORIN	2.0785
CD300LB	0.728
PLEKHG6	1.276
LRRC40	-0.69625
PCLKC	-0.72225
PCDHB16	-1.5785
WNT2B	-0.517
ASNS	-2.56333333333333
MRPL49	0.746
FLJ46111	1.676
ISG20	-1.094
SMU1	-0.675333333333333
CASZ1	0.6955
POLR1D	-0.329333333333333
GIN1	0.032
SNAG1	0.134166666666667
ANKRD29	-3.7345
CDKN2AIP	-0.1895
KRR1	0.14175
CXCL1	-4.1975
EPM2A	-0.4181
PC	0.529
DEFB127	-0.3685
PDZRN4	0.638833333333333
FAH	0.705875
OR51E1	1.9385
CDC2L6	0.377833333333333
DNTTIP1	-0.6345
PAX8	-2.1795
TMEM116	-0.16025
C1orf150	-0.3575
PRO2012	-0.34875
MRPL40	-0.201333333333333
BEX1	-4.4043
SLC2A4	-1.2
PKMYT1	1.25725
FEZF2	-0.1345
SLC26A9	-2.45275
MAP2	-0.438333333333333
LYL1	-1.135
SLC25A19	-0.442
NOS3	0.1125
ZNF34	0.603
TMPRSS11F	0.52825
FAM43A	0.096
FCRL4	0.756666666666666
KLF14	-0.36675
FLRT2	-2.43033333333333
WRN	-2.357
SDF2	1.1288
KRT8P12	1.45325
C6orf195	0.232
C9orf125	-2.9465
DZIP3	0.034875
RIT1	0.312166666666667
SCML1	-1.698
RHBDF2	-0.241375
OR2G3	2.604
REXO1L1	-0.661
MAP3K7IP3	-0.3165
C3orf57	-2.16725
FBXW11	-0.472166666666667
ETAA1	-0.18375
C14orf131	0.0141
AKT1S1	1.1205
SLC12A5	-1.6925
C9orf164	0.21575
NRIP3	0.77925
NOS1AP	-1.552
TMEM121	1.45875
SAP30BP	0.3135
DGCR6	0.605
WDR76	-0.37775
FAM82B	-0.788833333333333
LOC606495	0.1075
MAP9	-1.15991666666667
BCDIN3D	1.06825
CXorf36	2.9095
DSCR3	-0.1135
ZFAND3	0.931125
C7orf43	0.910833333333333
SPSB3	1.8824
C19orf19	0.40825
FAM133A	-3.87742857142857
C12orf25	-0.0935
SLC39A3	0.4625
DISP2	-2.28875
PI4KAP2	-0.398
MKRN3	-1.6885
ADAMTS13	-0.11425
CBLN3	0.207375
TTYH1	-2.10583333333333
C3orf18	1.505
FLJ13236	1.508
ZMYND12	3.74575
C18orf25	0.24725
GLB1L3	-0.714
ATP13A5	1.213
RANBP10	0.42975
CD96	-3.3803
DENND1C	-1.7445
RBMS3	-1.1201
SLC41A3	-0.227166666666667
DGCR6L	1.10225
TMEM128	0.208333333333333
CSNK1G3	0.156142857142857
MOBKL2C	0.89125
TSPAN6	-1.2435
MATN2	-3.5463
MSL2L1	0.938666666666667
ST6GALNAC2	0.3395
FGFBP2	-2.24575
FGL1	-6.80233333333333
MPP3	0.276166666666667
ARHGEF6	1.927
TGFBR2	-0.356
ACMSD	4.5975
IL33	-1.23475
C9orf5	-1.0095
DEAF1	1.0284
AMN	-0.188
DEFA6	-0.224625
RNF212	-2.223
METT5D1	0.576333333333333
CIB1	1.6184
TSSK1B	0.19375
KIAA1727	0.638
ZNF680	0.196833333333333
LOC399900	-0.934
LOC152217	0.432083333333333
CTNNAL1	-2.554
CIT	-2.35933333333333
TLE6	3.3325
ZNF607	0.014
HERC4	-0.981833333333333
DRAP1	-0.0718
PEMT	-1.12425
C10orf111	-0.018
ZNF575	1.5275
KCTD7	0.2665
MYO1F	0.82375
LOC285382	-1.759
RAB11A	1.1484
PLCD3	-0.237
C15orf28	0.56275
PTBP2	-0.77
CTB-1048E9.5	-0.11675
C19orf60	-0.590333333333333
C7orf25	-0.0608333333333333
SETD7	1.060375
HOXB9	-4.1415
VANGL1	0.09175
CHAF1B	-1.66775
NDUFA3	-0.18325
KIAA1328	0.318333333333333
SHARPIN	0.958125
TTC23	-0.808875
UGP2	0.27
ANKIB1	0.1404
CIRBP	0.990571428571429
SEC14L4	-4.2435
OVCH1	-0.1722
VPS52	1.0005
FAT	-2.329
M6PRBP1	0.81175
GPRIN3	0.294
PPM1F	0.465333333333333
TSR1	-1.11275
CCDC85A	2.044
PCSK5	0.25625
ZFHX3	-1.55
HEMK1	0.4831
PGBD2	0.6235
RSRC2	-0.0126666666666667
AURKC	-2.19466666666667
SCRIB	-0.552625
ORM2	-3.3355
FAM115A	0.66
FZD6	-2.198875
UNC119	0.702333333333333
GPX3	-0.7971
NOV	-1.034375
CABC1	0.6005
CDC42SE2	0.2909375
EIF2S2	-1.0127
RNF130	0.823875
CKAP5	-0.809833333333333
RP11-413M3.2	1.1315
C10orf18	0.6084
TMEM93	-1.14225
DYX1C1	1.5655
KCNMB2	-2.99985714285714
ANK3	0.375333333333333
KRT5	-1.8038
CDH12	-2.1455
QRSL1	-0.304625
JUB	-0.98075
SHC4	-3.18175
CCL15	0.348666666666667
CCDC22	0.751
SNX24	-1.41225
RARS	-0.56125
MORC2	0.143
FAM48A	0.022
MT1H	-1.609
PPP1R14C	-2.39933333333333
FOXD1	-2.17378571428571
C1orf213	-3.18325
AMT	-1.7768
DSN1	-1.03275
PTPLAD2	3.28075
DIS3L	-0.87275
RASL11A	1.0615
GPRC5B	-0.66475
FRMD7	0.1785
STRN4	-0.12225
KITLG	1.68127272727273
HDGF	1.121
OR1S1	0.2635
SETX	-0.3441
DDR2	-0.610125
KCTD12	1.019
LYZL2	-2.1045
WDR52	0.967
TMEM2	0.68925
ZNF579	1.79016666666667
LOC200810	0.818
TNFSF9	-1.8085
PPFIA4	-2.71025
CNIH3	0.268
MAP4K4	-0.945714285714286
ROD1	0.309214285714286
ALS2CR12	-0.633833333333333
DOCK3	-0.7125
PAQR9	-4.49325
ASB17	-0.105666666666667
STX16	-1.40525
FEZ2	-0.201
DLAT	-0.6495
KIF21B	-1.74166666666667
CDC5L	-0.30575
TMEM119	1.62766666666667
CRIP3	-2.206
TPSD1	-0.491666666666667
TEPP	0.15525
GNGT2	0.392
C21orf121	0.022
WNK1	0.2785
FLJ10490	1.2339
OR51B5	-2.671
LOC203547	-0.612375
HAS1	-0.7355
PPA1	-0.0315
ST7	0.044625
C11orf46	0.7876
POPDC3	-4.20883333333333
ACOX2	2.52166666666667
ATCAY	-0.538
TM4SF19	-0.03025
MFSD9	-0.354166666666667
PDHB	-0.456
ERN1	0.49325
LCE3C	0.159
GPR111	-0.004
NOTCH3	2.0785
ADAMTS5	1.227
B3GALT1	-1.05966666666667
UGCGL1	-0.774
FAM58A	-0.240333333333333
FBXO32	1.717
CLPP	-1.075
NXPH1	-1.9775
MTMR3	0.828166666666667
ATP1B3	-1.09175
TMEM16A	3.540625
HIST1H3F	1.16483333333333
TRIM25	-0.177833333333333
SDCBP2	1.337
CRKL	0.4265
HOXB2	2.35333333333333
ANP32B	-0.513
GATM	2.5565
AP4E1	-0.759
EDG5	-0.22775
CDKN3	-2.04783333333333
CDH4	-1.28825
PGD	0.744333333333333
RND1	1.5015
GAD1	0.3593
MPG	1.4205
LOC440350	0.3025
ZNF133	-0.69825
SERPINB12	0.626
AMELY	-0.2814
DHX36	-0.502
TNFAIP8L2	2.386
PHTF2	-0.494055555555556
CCDC112	-0.6555
IQCC	-0.037
HEYL	3.23366666666667
FTSJ2	-0.328166666666667
APPL1	1.599375
RAB43	1.32371428571429
OR10G2	0.341
WAC	0.330666666666667
ADCY9	0.5355
RUNDC2B	0.97
PYCRL	1.2021
AGPAT7	-0.132833333333333
SLC22A9	-1.4255
CDKAL1	-0.298
PDYN	-0.830333333333333
C20orf74	2.09725
MTMR11	1.6945
VAV3	4.72041666666667
DAPL1	1.67025
STXBP3	0.356
EIF3G	-0.48725
ARHGAP22	-0.41175
NPFFR1	-0.001
NPC1	-0.489
ALDH9A1	0.858
ZNF600	-0.296375
ZNF678	-0.0586666666666667
RASSF1	0.943
ADD2	-3.37375
PITPNB	0.283875
PKD2L2	0.311333333333333
LRP11	-0.779
CDKL1	-1.00575
SMEK2	0.02825
PRODH2	-3.86266666666667
C11orf54	0.1765
SFRS11	-0.341833333333333
IL7	-1.75166666666667
ALS2CR16	1.64225
BTG3	-2.06916666666667
PAK2	0.417833333333333
RP11-679B17.1	-2.38225
GATA4	-2.07633333333333
ATP2B1	0.112
LOC130940	0.224
C1orf172	2.31483333333333
ATF7IP2	-4.45675
SLC25A43	-0.957
CENTG3	0.607416666666667
IGF2BP1	-4.2068
FCHSD1	0.705
CAMK2N2	2.0195
ELAVL3	0.204
NBPF15	0.5725
UBE2J2	0.866
GNL2	-0.887
PRR3	-0.3883
NLF2	2.309
OR4F6	0.1465
KLHL24	1.48633333333333
CCDC88A	-2.7648
SGPP1	-2.20816666666667
C10orf11	0.00816666666666666
SLC35B4	-1.308
UGT3A2	-1.2775
ARNT2	1.6709
CBR1	-1.159875
ITPR3	-0.436166666666667
TRAPPC6B	-0.3596
AMZ1	2.566
ARP11	-0.0415
WDSUB1	-0.3745
APBA1	0.746166666666667
RAB2A	0.608
C6orf162	-0.1355
HPSE2	0.207333333333333
PLCE1	-1.264
INSL3	-0.93
DLG1	0.618
PTPLA	-3.1405
PIGX	0.9675
TFIP11	1.08783333333333
FIBIN	3.2795
POLR2G	-0.60625
GRAP2	-1.507875
DNAJB8	0.2485
CNBP	0.306
WASF1	-2.624
INPP5E	-0.6221
HSPB1	-0.0809375
TMEM167	-0.3376
CUBN	-0.6315
IGF1	-0.6109375
ITPK1	0.4285
NAALAD2	-1.85328571428571
G3BP1	-0.1054
NT5DC1	1.14325
CYP39A1	-2.4055
TMEM139	0.53475
POLK	-0.3785
GLULD1	-2.44575
RBM15	0.125833333333333
AMZ2	-0.21925
GDF15	-3.84433333333333
MESDC2	-0.0265
INCA	-1.1878
ACY1L2	-3.1765
GZMM	-2.05666666666667
PAIP1	-0.27375
CACNA2D1	-0.71625
STK32C	1.667
SH3BP4	1.45966666666667
DEC1	-1.4155
PADI1	0.8935
UBB	-0.1058
PON3	-2.23983333333333
PROP1	0.757
ANKRD13B	0.1615
ADCK1	0.9355
TCF25	0.898
SLC38A5	-0.25125
CXorf26	1.08683333333333
C19orf39	0.31975
PPP1R13B	0.26375
ARL2	-0.729
TCL6	-0.0241666666666666
TOP3A	-1.1285
SLC16A14	-0.056625
FXYD6	0.982333333333333
HIST1H4E	-0.817
BBC3	1.94463157894737
UNC5A	0.595333333333333
FAM86C	0.5256
PI4KB	1.353375
B3GAT1	-4.21425
SUSD2	1.00116666666667
OAZ2	0.501666666666667
NOC4L	0.4425
C10orf12	-0.273
FADS1	-1.827
LOC144097	-0.66475
DKK2	-1.2785
KIAA1949	-0.803
RHOT1	-0.0467
OXT	1.462
GPR153	2.4075
ARL4A	-2.695
SAAL1	-1.895
CCDC64	0.43
USE1	-0.403333333333333
HNMT	0.965333333333333
PCGF3	0.044125
CYP2C19	-0.049
C20orf4	0.055
CCDC11	1.6275
ACSBG2	-0.63825
RWDD2A	-1.1465
PALLD	1.955625
CPLX4	-0.427
LOC492311	0.87725
KPNA2	-1.98966666666667
MACROD1	-0.1747
