Hybridization REF	TCGA-BH-A18M-11A-33R-A12D-07
ZFP106	1.0135
ZNF347	0.0989
GTF2E1	-0.403
RY1	-0.0116666666666667
ATAD2B	0.040875
ARHGAP17	-0.2346
KCNIP3	-0.5095
SFPQ	-0.575
GFRA4	1.02583333333333
AKR1B10	-4.081625
TIGD6	0.3105
RGS16	2.467875
URB1	-0.9276
OR4C46	0.5195
TOP3B	-0.8625
NFATC4	0.1265
CA14	-5.51775
BMPR1A	0.00216666666666667
SNRP70	-0.50525
PRL	-0.122909090909091
C6orf130	-0.187
STAG2	0.20675
CD55	-0.166
RPS23	1.3795
SSX2	-0.895
FDPSL2A	-0.0195
FBXO27	-0.0435
SYNGR3	-0.541166666666667
TMSL3	1.8445
EML1	-0.484
NUP93	-0.690833333333333
SMAD3	-0.3378
KIAA1189	-0.232166666666667
HNRPUL2	-0.432666666666667
TBC1D12	0.248166666666667
C16orf24	-0.36925
MRVI1	1.86333333333333
ZNF581	-1.03183333333333
ELOVL3	1.686
OR51Q1	-0.67175
CACNB3	0.0556666666666667
GALNT13	-1.066125
C10orf84	1.1873125
NEDD4	-0.1848
SPO11	-0.345
OR5AU1	-0.0515
NEK4	-0.254571428571429
PRKAR2A	-0.875666666666667
IHPK1	-0.548
ATP6V0B	-0.7195
CACNA1E	0.8575
CEACAM8	0.2048
PEX14	0.0885
FLJ12993	0.66
ZBTB38	-0.144083333333333
PCTK2	-0.068
LRRC16	0.4851
FBLIM1	0.57025
FYCO1	1.22525
RP5-1022P6.2	0.127416666666667
CMTM1	-0.152833333333333
PLTP	2.24266666666667
RAPH1	0.922
DOCK8	0.722125
EZH2	-2.77573333333333
SLC25A1	-0.0485
PLEKHB1	0.6011
GRB7	0.2945
ZFP37	0.54025
MRPL33	-0.0115
PELO	-0.10325
ARMC1	-0.362818181818182
C9orf27	-0.079
FLJ25778	-0.028
C9orf37	-1.08
TMEM66	1.62025
SPRN	0.24325
HBEGF	2.900875
PI4KA	-0.9245
LEPRE1	-1.14125
POU2AF1	-2.0015
MRPL12	-1.65233333333333
REP15	0.5665
ZC3H3	-0.2105
RASAL1	-1.2435
DDAH1	0.41575
ACBD5	0.52275
TMC2	-0.1875
CCDC137	-1.257
SAMD13	0.723833333333333
UGT2B15	-1.2885
TIPARP	0.85725
DNASE1L3	4.314
TRIM72	0.0176666666666667
DBX2	0.9395
IPO8	-0.44525
C21orf88	-0.5537
MAP3K14	0.623
LOC51233	0.7265
GGTLA4	-1.604
PDE6D	-0.04125
ZNF117	-0.15575
CLK2	-0.665625
NKRF	-1.155
TNFSF15	0.2114
DUSP2	0.873
SECISBP2	0.0198
GABRR2	-0.396
PPAP2C	1.16375
LOC51145	-0.273666666666667
PAG1	-0.43375
PIK3C3	-0.056
GNG10	0.9795
APOL4	0.597166666666667
ANKRD28	-0.752375
STMN3	-0.9715
RAB14	0.508
CDK2AP2	-0.71225
HDDC3	-0.039
COMMD7	0.483625
CXXC1	0.131
HMCN1	0.250666666666667
CD40	1.33275
DYNC1LI2	0.8974375
GDI1	-0.46275
LOC646938	-0.52475
VSNL1	-0.725
PIH1D1	-0.438
RAET1G	-0.361
KRTAP5-9	-0.005
EFTUD2	-1.32075
ZNF311	-0.132
ATP6V1G3	0.848333333333333
OR2W3	0.21475
SCN4A	1.09825
MED10	-0.032
FAM135A	-0.3482
ARHGAP4	-1.1195
EHMT2	-1.207875
UFD1L	-0.7985
ERMP1	-0.492
MAG1	-0.995833333333333
THAP8	-0.367
HACE1	-0.245166666666667
FAM82C	-0.0511666666666667
C3orf20	0.669
UNC84A	-0.3555
SCD5	0.190461538461538
LASS6	0.296625
LSG1	-0.194916666666667
MAL	-5.512
GPR22	0.252
WDR5B	0.85775
ACTRT1	1.009
C17orf60	0.251
GRIN2C	0.1611
ARMC8	-0.2195
SLC47A1	-1.3235
DMPK	-0.49475
DHRS13	-1.29816666666667
SMC1A	-0.818
KRTAP17-1	-0.03275
SMYD5	-0.97975
TUSC2	0.06125
CRHR2	-0.13
KIR3DL2	0.3405
CCDC104	0.9485
ATP2C1	0.344125
CROT	0.5565
PABPC3	-0.97
EGR1	5.00583333333333
THSD1	1.83625
KHK	-1.95675
SLC12A2	0.7439375
CD58	-0.44225
STOX2	0.265166666666667
CCDC76	-0.2096
CCDC48	3.37625
DNAH1	0.446
ZIC4	-0.0315
OR1G1	1.3275
PSMC6	-0.0928333333333333
PROKR1	-0.2655
ABCB1	1.39675
TRAT1	-0.496
LLGL1	-0.881
MTF1	1.06175
USP54	0.26525
PAGE2B	-1.4725
ITGB7	-5.00125
CCDC81	-0.1005
LOC149837	-0.3195
SCUBE1	-0.139
ZSCAN10	0.8505
HUWE1	-0.786571428571428
CDH17	1.193
CD180	-0.2635
IL17A	-0.071
TMPO	-2.317875
KIAA1524	-2.26666666666667
HDGFRP3	0.117333333333333
OXCT1	0.0806363636363636
RRAS2	-0.217833333333333
LTBP2	2.6418125
SV2B	3.10866666666667
CYP2A6	0.9035
PKD1L2	0.284666666666667
PPM1M	0.859
FLJ22662	2.53966666666667
ZNF502	2.10725
GP6	-0.54325
CRYBA2	-0.8155
LEF1	-2.7237
CTPS	-2.93214285714286
EYA1	-3.19916666666667
EPS8L1	0.20875
MAPK14	-0.421916666666667
SERPINB2	-5.264375
GTF2F2	-0.382
ZNHIT4	-0.5495
PLA1A	-0.229625
C20orf114	1.19125
HPR	-3.4275
C18orf2	-2.75533333333333
SATB2	-1.787
KCNJ9	0.207285714285714
MGC157906	-0.4645
MOCS3	-0.945
C17orf71	-0.581166666666667
PPHLN1	-0.2473
HIST1H2BN	-2.87575
RAPGEF1	0.21775
MAP3K8	2.53575
DLG4	0.0855
STC1	1.62483333333333
CDGAP	1.94525
DDX26B	0.10525
LOC150223	-3.19425
CPSF3	-1.00533333333333
TMEM14A	0.1385
MYH3	-0.2175
GPKOW	0.02125
SULT1A1	1.12666666666667
SPON1	4.0837
YY1AP1	-0.229833333333333
RAB23	0.1605
PLA2G4A	-1.5805
MAPRE3	0.224
ZNF516	-0.0105714285714286
GGPS1	0.64275
EXOC3L2	0.0792500000000001
C19orf42	0.9595
MAP2K2	-0.4325
HIST1H2BB	-1.81425
RNF19B	0.575833333333333
C6orf128	0.605166666666667
TLR8	1.74475
PCDHA9	0.694
CARS2	-0.302625
CLUL1	1.92433333333333
RHAG	-4.82633333333333
UNK	-0.406
EXOC8	0.635
C9orf95	1.447
C14orf143	-0.493333333333333
MAML3	0.43
LDHA	-1.21525
MRPL20	0.1805
KLHDC6	0.696833333333333
ATP5S	0.372666666666667
C8orf55	-0.237
PHF19	-2.4315
KRTAP13-4	-0.0275
TTC5	0.08775
XKR5	0.10025
SILV	-3.088
TEX28	-0.4315
TCTN1	0.29475
CX40.1	-0.30075
PPP2R5C	-0.088875
C12orf30	-0.833
CAPG	1.2155
MPZL1	0.4073
ARSB	-0.981666666666667
TDH	-0.624666666666667
WASF4	0.81225
TSSK3	-0.511666666666667
7A5	0.584
CRISPLD1	3.089
MAD1L1	-0.5795
SPIN4	-0.6435
AMPD1	2.11225
DPYSL5	-0.3495
INPP1	1.50316666666667
ANKRD11	-0.734777777777778
NPAS4	0.046625
GCET2	0.3958
RNASE9	0.1115
GUCY2D	-0.013
CCDC98	0.26775
FGF4	-0.369625
CPM	1.54933333333333
SLC26A4	-0.899666666666667
PLD5	0.8085
FAM59A	0.5299
FBXO5	-2.82388888888889
SIPA1L1	-0.17475
DPYS	0.80225
ATG4D	-0.57475
TGM3	0.3735
MTCH1	-0.189625
HK1	-0.326769230769231
CDC26	0.62875
GALNT12	-1.82066666666667
LOC339229	-0.832
MRPL35	-0.640875
ORC4L	0.12425
TNKS	-0.324214285714286
C2orf24	0.088
ZNF553	-0.512166666666667
GGTLA1	2.6281
ZNF497	-0.1385
CDY1B	0.68925
SLC30A4	0.196142857142857
TUB	0.660875
ARHGEF18	-0.25075
ARRB1	1.60275
KCNK1	-0.04825
EREG	-1.6546
SCAMP5	-0.793
RUNDC3B	3.6355
ADAMTS20	-0.253333333333333
IL17RB	-0.90025
FLJ20323	-0.69075
MCAM	1.739125
POLR3E	-1.5445
AQR	0.0608333333333333
IPMK	-0.3425
CDCA7	-4.155875
CAMP	0.0475
GRHL3	-0.06175
ADAMTSL2	0.3355
CLMN	1.82733333333333
SSTR3	0.3065
MAGEA5	-1.31683333333333
OVOL2	2.691
JMJD1B	0.081
RBL2	0.7853
PYGO2	-0.22825
PPP1R10	0.400666666666667
CSE1L	-1.768
LCA5	1.82625
RDH16	-0.01075
ASRGL1	-1.304625
TOM1	0.314833333333333
PTX3	-1.84425
TTC15	0.27125
SCGB3A1	2.9535
MRPL50	-0.7035
RCAN3	-0.2985
SLC26A11	0.7625
STYX	-0.518166666666667
CINP	0.33375
MARCH7	0.13825
PFKM	-1.09516666666667
SGMS1	0.731333333333333
RIOK3	-0.6317
C1orf110	1.4525
CES7	0.487
LOC440248	0.27925
PPP1R12C	0.1585
C10orf27	0.7105
ATG9A	-0.44975
MRPS26	-0.2185
TMEM40	0.35075
ELP3	-0.2556
ZNF787	-0.2001
HIAT1	0.103125
C8orf34	1.77466666666667
MGC4655	-0.192
PELI1	1.06366666666667
PPT1	0.2074
SLC35C2	0.015
C6orf125	-1.315
MUC4	-0.403
RFC4	-1.96942857142857
GNB2	-0.305833333333333
NUP50	-0.500071428571429
SULT4A1	-0.472666666666667
C7	3.074875
CCDC130	-0.278833333333333
ARRDC4	0.6345
RQCD1	-0.461
GLYCTK	-1.08575
AYTL2	-1.57372727272727
MTUS1	2.0599
LEMD3	-0.0165
PLEKHF2	0.58475
HOXA7	1.2425
GTF3C2	-2.0985
DYNLRB2	3.0385
CNOT10	-0.95975
MR1	0.200666666666667
FFAR1	0.5195
PRIC285	-0.0375
SLITRK6	2.2725
LIX1	-1.7582
UBE1L2	-0.834083333333333
F8	1.868625
ACHE	-0.2045
KPNA5	0.639
TNFRSF12A	-1.43016666666667
EGR3	4.643
SERPIND1	-4.85866666666667
OASL	1.3435
IFRD1	-0.6395
WDFY1	-0.675166666666667
ZNF267	0.128625
ACCN5	0.332
ZBTB6	-0.236
PPP1R3A	-0.916
PRRT3	-0.127
FBXL19	-0.148
TXNIP	2.19785714285714
ACTN2	-1.903
ATG9B	0.1245
C9orf117	-0.055
IL27	-0.012
RPL36AL	0.517166666666667
KLK15	-0.353
CHAD	1.1695
RAP2B	0.0208
HEBP2	1.676
ZNF342	0.4025
CAMK2G	-0.420833333333333
TLR3	2.0975
FGF14	2.2865
HMGB2	-1.39275
TRPM5	-0.1425
OR5M11	0.3155
KIF3B	-0.0771578947368421
PRICKLE2	1.42025
MTMR9	0.253875
C3orf27	-0.03275
GLRA3	1.2465
NSDHL	-0.553166666666667
TMEM32	0.17175
POLR2D	-1.40816666666667
MYADML	-0.3365
C9orf114	-0.72825
MRGPRX1	0.194
TOPORS	0.6875
CLDN19	2.42425
C1QL4	0.053
RNF165	-1.1005
DHRS9	1.00125
DNAH2	0.167166666666667
FXR1	-0.467166666666667
ZMYM3	-0.51375
CASP3	-0.265
FAM120C	-1.12225
SCLY	-1.915
CA7	-0.558
ENTPD5	-0.488333333333333
ZNF461	-0.433625
PDIA5	-0.08625
C1orf19	-0.704
TMEM67	-0.5165
KCTD20	-0.758
WDR47	1.0625
FLJ38723	0.652
KLRF1	0.890833333333333
TAS2R16	-0.227
CLDN12	-0.02775
PRKCE	0.21775
UBXD4	-0.5
ITGAM	2.66633333333333
GLT8D3	-0.361375
WDR31	0.4407
RGS2	3.5515
OR51L1	0.1495
MST1R	-0.097
KIAA1737	1.354
OR4A5	0.034
GLIS1	-1.81833333333333
PTMA	-0.0905714285714286
NAPA	1.04125
PRDM11	0.2915
LIPF	0.184
DIRAS3	2.66025
ASGR2	-4.35
C1QTNF4	1.815
PIK3R4	0.144
ARMC3	0.885
NDUFV3	-0.670416666666667
BTBD3	-0.650166666666667
PPP1R2	0.38575
UBE2NL	-0.24475
FOSL2	1.28685714285714
FAM119A	-1.293
TUBA4A	-1.0881
KRTAP12-1	-0.487
SFRS2	-1.14925
RHPN1	-0.5956
EEF2	-0.641
ZDHHC11	-0.517166666666667
EPHA3	-1.0466
RBM12	-0.52525
H2AFJ	0.438583333333333
EDIL3	1.5205
KIF26A	0.1345
SERGEF	-0.08925
B3GALT4	1.57475
LOC90925	0.887
OSCAR	-0.37525
NPFF	0.429
DEDD	0.42675
TMEM155	-1.344375
PTPN1	-0.5285
SCYL2	-0.207333333333333
SKAP1	1.72125
LEAP2	-2.3165
GADD45G	1.2197
IFITM3	1.37071428571429
PILRB	-0.662833333333333
SLU7	0.33075
DSC3	1.4595
DNMT3L	-3.54525
PAPD5	0.493
B3GNT3	-1.92166666666667
LHCGR	0.465
MSL-1	-0.01975
UBE2S	-2.82025
SAP130	-0.77525
ANAPC11	-0.49075
MAGED4B	-1.94
ATP6V1B2	0.388
C14orf179	0.86075
CAPZA1	-0.0865
CDYL2	-1.23583333333333
GLRX3	-0.742666666666667
LOC136288	0.0795
MOBKL1A	-0.2185
HTR2B	3.40725
CRYGD	-0.361166666666667
NUS1	-0.776666666666667
PGRMC1	0.125
MYOM2	2.93625
FLJ39653	-1.71483333333333
CHM	-0.0742
OR5M8	0.232
ZNF619	0.0475
FAM105A	0.7595
CCNL1	0.17025
NAP1L3	0.71725
C10orf57	0.856666666666667
B3GALNT1	0.393666666666667
CSN1S2A	-0.6895
TCP10L	0.363
GDAP2	-0.248125
DMKN	0.384
COX6B1	-0.509
DNASE2	-0.1335
MSH5	-2.214
LGMN	0.351625
USP31	0.8409
OR13C8	0.0815
SDCBP	0.4226
NUDT11	-0.757333333333333
PYGL	0.836166666666667
SNPH	-0.224666666666667
B3GNT4	-0.5265
MIZF	-0.9831
NUBPL	0.256
NOD1	0.7375
CDH22	1.909375
NUBP1	0.348666666666667
DSCAM	-4.5585
DGKI	0.673
FAM136A	-1.546
AKAP1	0.596333333333333
SLC16A6	-1.153
RIN3	0.35925
PSG2	-0.3775
DIP2B	-0.0788333333333333
PSORS1C1	-0.4533
KIAA0495	0.034
FLJ90709	-0.261666666666667
LPA	-0.145333333333333
PIGA	-0.192333333333333
LY75	3.3555
UTS2	-6.357
RREB1	0.31125
GALNACT-2	0.2241
MGC3196	-1.4205
FLJ31568	0.46625
LPHN1	-0.729125
SP1	0.00912499999999999
TOX4	0.638333333333333
HSPA9	-0.9498
APOBEC1	1.3505
SLC35E4	-0.47825
LSM5	-1.25225
SURF1	0.12525
ZBTB1	0.74375
GTF2F1	0.248625
RPS15A	-0.440285714285714
DUSP21	-0.382333333333333
GINS4	-4.02616666666667
MYO15A	0.184833333333333
GIMAP7	4.88925
MGC13379	0.912
ATP6V1E2	-0.6295
UTP3	0.3375
HNRPA3	-0.3815
MT4	0.1775
C14orf155	-0.08975
U1SNRNPBP	0.42975
CKLF	-0.902333333333333
PLEKHN1	-1.51266666666667
MBNL1	0.387333333333333
NUP160	-1.14025
ACSM2A	-1.2785
LOC129881	0.37675
KIAA1529	0.26675
FLJ22639	-2.33275
HAND1	-0.4905
GSX1	0.4125
FGA	-3.84678571428571
SERPINB1	0.328
ZNF642	-0.20975
IGFBP1	-8.63275
SLC1A1	0.697875
DHX57	-0.310625
ZNF766	0.3985
PTPN21	0.2891
GDPD3	0.072
PNPLA5	0.0835
TBR1	-0.2406
FAM116A	0.508
IQGAP1	0.068
FOS	3.7005
ZNF226	0.0926249999999999
FIGNL1	-1.342
C14orf1	0.190333333333333
ZMYND17	0.901
PUS7	-1.88433333333333
TUBB6	-0.054125
KCNQ2	-2.1925
MARCH6	0.0125833333333333
CCDC33	0.2735
PRODH	-0.3335
RBM11	1.22275
EPHA6	0.257428571428571
SLC43A1	-0.22025
LOC196541	0.484142857142857
NTN1	0.5305
ING4	1.011
PCDHB10	1.148
DPH2	-1.54916666666667
SPACA4	0.0775
FBXL21	-3.0855
DIAPH1	-0.851333333333333
ZNF71	0.359166666666667
CEP76	-0.6785
CORO1A	-1.07625
RRM2	-4.582
EDG4	-0.177
OS9	0.802666666666667
SLC4A1AP	-0.25375
COG5	-0.91225
COPS8	0.37375
NGLY1	-0.62875
NCBP2	-0.494
C17orf42	0.333166666666667
GPSM3	-0.354875
SIL1	0.610166666666667
ASB6	-0.99975
SMAD5OS	0.644
UNC93A	-2.85775
A1BG	-0.1425
C21orf62	0.5725
FMO5	-0.005
ATRIP	-0.5705
CEBPG	0.2475
C7orf38	-0.066
TNFRSF1B	1.63766666666667
CLEC1A	2.07083333333333
IQSEC1	0.355125
PATZ1	0.2578
RBM22	0.84725
BAG2	-1.235
PAQR5	-2.00933333333333
C9orf127	0.3246
THNSL1	-0.2825
SHROOM3	1.9717
JAM2	3.12225
SNRPN	-1.33275
ALX4	-0.3395
CACNA1S	-0.8025
FAM130A1	0.082
CORIN	0.04
CD300LB	0.272
PLEKHG6	0.1475
LRRC40	-0.65175
PCLKC	-0.73925
PCDHB16	0.149833333333333
WNT2B	1.519
ASNS	-2.79933333333333
MRPL49	-0.101125
FLJ46111	-0.38975
ISG20	-0.314875
SMU1	-0.4255
CASZ1	0.527
POLR1D	0.081
GIN1	0.035
SNAG1	0.622833333333333
ANKRD29	1.16375
CDKN2AIP	0.1805
KRR1	0.086
CXCL1	-1.30233333333333
EPM2A	0.4059
PC	1.18033333333333
DEFB127	0.0345
PDZRN4	1.80133333333333
FAH	0.919375
OR51E1	1.8
CDC2L6	-0.958833333333333
DNTTIP1	-0.48325
PAX8	-0.6795
TMEM116	0.683
C1orf150	-0.6725
PRO2012	-0.101
MRPL40	-0.451833333333333
BEX1	-2.9253
SLC2A4	2.2235
PKMYT1	-1.8895
FEZF2	0.0328333333333333
SLC26A9	-1.20425
MAP2	0.549333333333333
LYL1	-1.5705
SLC25A19	-1.2565
NOS3	0.1265
ZNF34	0.7255
TMPRSS11F	-1.504
FAM43A	0.80025
FCRL4	-0.00850000000000002
KLF14	-0.12825
FLRT2	1.41466666666667
WRN	-1.284
SDF2	0.9619
KRT8P12	-0.32175
C6orf195	1.027
C9orf125	0.041
DZIP3	-0.261125
RIT1	0.161416666666667
SCML1	-0.570833333333333
RHBDF2	-0.235125
OR2G3	0.2075
REXO1L1	1.585
MAP3K7IP3	-0.557625
C3orf57	-3.78925
FBXW11	-0.814166666666667
ETAA1	-0.68425
C14orf131	-0.5283
AKT1S1	-0.51825
SLC12A5	-0.215428571428571
C9orf164	0.85325
NRIP3	-0.320571428571429
NOS1AP	-0.13525
TMEM121	-0.2945
SAP30BP	0.2393
DGCR6	0.18925
WDR76	-1.678
FAM82B	-0.329333333333333
LOC606495	-0.3665
MAP9	1.89408333333333
BCDIN3D	0.353
CXorf36	3.34283333333333
DSCR3	-0.6309
ZFAND3	0.08675
C7orf43	0.437333333333333
SPSB3	0.5439
C19orf19	0.81125
FAM133A	-2.286625
C12orf25	0.0545
SLC39A3	-0.84725
DISP2	0.6395
PI4KAP2	-1.5345
MKRN3	-1.83616666666667
ADAMTS13	0.071875
CBLN3	-0.0236
TTYH1	0.592
C3orf18	1.2855
FLJ13236	-1.40625
ZMYND12	2.02425
C18orf25	-0.064125
GLB1L3	-0.464
ATP13A5	0.815
RANBP10	0.006
CD96	-1.2452
DENND1C	-0.519
RBMS3	2.4441
SLC41A3	0.2055
DGCR6L	0.4725
TMEM128	1.08383333333333
CSNK1G3	-0.109142857142857
MOBKL2C	1.73875
TSPAN6	1.165625
MATN2	2.1202
MSL2L1	0.0321666666666667
ST6GALNAC2	0.3005
FGFBP2	3.0335
FGL1	-6.02116666666667
MPP3	-0.487666666666667
ARHGEF6	1.556
TGFBR2	1.7935
ACMSD	0.39575
IL33	5.54275
C9orf5	0.276666666666667
DEAF1	-0.2053
AMN	0.1655
DEFA6	-0.271
RNF212	-0.3785
METT5D1	-0.182333333333333
CIB1	0.0038
TSSK1B	-0.3115
KIAA1727	-0.188
ZNF680	0.313833333333333
LOC399900	0.093
LOC152217	-0.580416666666667
CTNNAL1	-1.6035
CIT	-3.319
TLE6	-1.24225
ZNF607	-0.27325
HERC4	-1.23433333333333
DRAP1	-0.7388
PEMT	0.28525
C10orf111	0.4035
ZNF575	0.891
KCTD7	0.37575
MYO1F	0.512625
LOC285382	0.16175
RAB11A	0.8351
PLCD3	-0.3175
C15orf28	0.2395
PTBP2	-0.39525
CTB-1048E9.5	-0.550375
C19orf60	-0.147666666666667
C7orf25	0.195166666666667
SETD7	0.7405
HOXB9	-5.3395
VANGL1	-0.7860625
CHAF1B	-2.8695
NDUFA3	-0.40325
KIAA1328	0.194166666666667
SHARPIN	-0.038
TTC23	0.533875
UGP2	1.144
ANKIB1	-0.4543
CIRBP	2.22371428571429
SEC14L4	-2.036
OVCH1	0.710166666666667
VPS52	-0.0555
FAT	-0.143125
M6PRBP1	-1.1565
GPRIN3	0.4905
PPM1F	0.0875
TSR1	-1.2695
CCDC85A	2.977
PCSK5	3.18475
ZFHX3	-0.153
HEMK1	-0.6524
PGBD2	-0.03875
RSRC2	0.287833333333333
AURKC	-0.4935
SCRIB	-0.90075
ORM2	-5.90933333333333
FAM115A	-0.0384
FZD6	-0.24375
UNC119	-0.0995
GPX3	2.1718
NOV	1.55825
CABC1	1.167
CDC42SE2	0.3716875
EIF2S2	-1.027
RNF130	1.588875
CKAP5	-1.27933333333333
RP11-413M3.2	0.09575
C10orf18	-0.2263
TMEM93	-0.55125
DYX1C1	1.01575
KCNMB2	-0.4005
ANK3	0.88675
KRT5	3.0591
CDH12	1.004
QRSL1	-0.9445
JUB	-0.68075
SHC4	-0.857625
CCL15	2.72783333333333
CCDC22	-0.2815
SNX24	-0.052
RARS	-0.46475
MORC2	-0.278125
FAM48A	-0.147
MT1H	-0.4495
PPP1R14C	-0.532333333333333
FOXD1	-3.27178571428571
C1orf213	0.12775
AMT	-0.2267
DSN1	-1.84625
PTPLAD2	2.56525
DIS3L	-0.0315
RASL11A	1.42575
GPRC5B	0.90725
FRMD7	0.414
STRN4	-0.641
KITLG	1.29831818181818
HDGF	-1.724
OR1S1	-0.3415
SETX	-0.1853
DDR2	1.76675
KCTD12	3.69875
LYZL2	-0.728
WDR52	0.1095
TMEM2	0.43175
ZNF579	0.099
LOC200810	-0.7825
TNFSF9	-0.901125
PPFIA4	-3.61275
CNIH3	0.577
MAP4K4	-0.622285714285714
ROD1	-0.953071428571428
ALS2CR12	-0.5732
DOCK3	-0.3495
PAQR9	-4.15425
ASB17	0.114666666666667
STX16	-1.2425
FEZ2	0.417166666666667
DLAT	-1.06966666666667
KIF21B	-1.09533333333333
CDC5L	0.13125
TMEM119	0.333166666666667
CRIP3	-1.09325
TPSD1	0.0751666666666667
TEPP	-0.10975
GNGT2	0.74475
C21orf121	0.4365
WNK1	-0.608416666666667
FLJ10490	0.0445
OR51B5	-3.611
LOC203547	-1.007
HAS1	0.844
PPA1	0.297333333333333
ST7	-0.20825
C11orf46	0.8022
POPDC3	-2.96366666666667
ACOX2	1.21683333333333
ATCAY	-0.57475
TM4SF19	-1.85025
MFSD9	-0.517166666666667
PDHB	0.1375
ERN1	0.2085
LCE3C	-0.963
GPR111	-0.2225
NOTCH3	1.28066666666667
ADAMTS5	4.98525
B3GALT1	-0.297
UGCGL1	-1.4075
FAM58A	-0.108333333333333
FBXO32	2.73575
CLPP	-1.0565
NXPH1	-1.37725
MTMR3	0.964166666666667
ATP1B3	-0.628125
TMEM16A	4.439875
HIST1H3F	-1.269
TRIM25	-0.578166666666667
SDCBP2	1.29
CRKL	-1.066375
HOXB2	0.0705
ANP32B	-0.81375
GATM	3.0785
AP4E1	-0.20875
EDG5	0.33575
CDKN3	-3.5265
CDH4	-1.126
PGD	0.1025
RND1	0.7285
GAD1	-3.1049
MPG	-0.67125
LOC440350	0.2415
ZNF133	0.468
SERPINB12	-0.212
AMELY	0.1075
DHX36	-1.06475
TNFAIP8L2	2.40483333333333
PHTF2	-0.787722222222222
CCDC112	-0.649833333333333
IQCC	-1.45325
HEYL	3.27566666666667
FTSJ2	-0.759
APPL1	0.381625
RAB43	0.555642857142857
OR10G2	-0.446
WAC	0.750666666666667
ADCY9	0.106625
RUNDC2B	0.0105
PYCRL	-0.6508
AGPAT7	0.104
SLC22A9	-0.339
CDKAL1	0.012
PDYN	-0.461333333333333
C20orf74	0.40225
MTMR11	1.138
VAV3	2.58625
DAPL1	2.21875
STXBP3	0.458
EIF3G	-0.231
ARHGAP22	-0.08325
NPFFR1	-0.3025
NPC1	-0.457833333333333
ALDH9A1	1.432
ZNF600	-0.033375
ZNF678	0.0243333333333333
RASSF1	0.160583333333333
ADD2	-2.17842857142857
PITPNB	0.261
PKD2L2	0.256833333333333
LRP11	-0.2605
CDKL1	0.529
SMEK2	-0.1235
PRODH2	-3.764
C11orf54	0.571833333333333
SFRS11	-0.202
IL7	1.439
ALS2CR16	0.29
BTG3	-0.346666666666667
PAK2	-0.833833333333333
RP11-679B17.1	1.087
GATA4	-0.727166666666667
ATP2B1	-0.53375
LOC130940	1.6985
C1orf172	1.41733333333333
ATF7IP2	-1.0265
SLC25A43	-0.294166666666667
CENTG3	0.1975
IGF2BP1	-4.3653
FCHSD1	0.4065
CAMK2N2	-0.282833333333333
ELAVL3	-0.0407
NBPF15	-0.183
UBE2J2	-0.0203333333333333
GNL2	-0.90625
PRR3	-0.4811
NLF2	0.31575
OR4F6	-0.278
KLHL24	1.205
CCDC88A	-1.5802
SGPP1	-0.694
C10orf11	1.49066666666667
SLC35B4	-1.05316666666667
UGT3A2	-1.13
ARNT2	-0.5705
CBR1	-0.847375
ITPR3	-1.51883333333333
TRAPPC6B	-0.00190000000000001
AMZ1	-1.363
ARP11	0.90925
WDSUB1	0.7335
APBA1	1.26233333333333
RAB2A	0.4145
C6orf162	0.839
HPSE2	1.2055
PLCE1	0.77975
INSL3	1.23475
DLG1	-0.2456
PTPLA	-2.05
PIGX	-0.696875
TFIP11	0.190833333333333
FIBIN	3.3825
POLR2G	-0.33625
GRAP2	-0.780555555555555
DNAJB8	0.3945
CNBP	0.728333333333333
WASF1	-1.353
INPP5E	-0.4677
HSPB1	-0.68475
TMEM167	-0.1798
CUBN	-0.00899999999999999
IGF1	5.130875
ITPK1	0.5418
NAALAD2	-0.730142857142857
G3BP1	-0.1602
NT5DC1	0.400375
CYP39A1	0.922
TMEM139	2.07883333333333
POLK	0.0424
GLULD1	-1.7565
RBM15	-1.11383333333333
AMZ2	-0.01175
GDF15	-0.782333333333333
MESDC2	-0.34875
INCA	1.5716
ACY1L2	-0.486
GZMM	-0.850833333333333
PAIP1	0.0635
CACNA2D1	0.9365
STK32C	-1.1785
SH3BP4	0.7175
DEC1	1.232
PADI1	-0.162
UBB	0.3574
PON3	1.62083333333333
PROP1	0.446
ANKRD13B	-0.717
ADCK1	-0.65725
TCF25	0.2205
SLC38A5	-3.64125
CXorf26	0.573
C19orf39	-0.27625
PPP1R13B	-0.266
ARL2	-0.3455
TCL6	-0.0730833333333333
TOP3A	-1.484
SLC16A14	0.223375
FXYD6	2.39333333333333
HIST1H4E	-1.9375
BBC3	-0.187526315789474
UNC5A	0.227333333333333
FAM86C	-0.634
PI4KB	0.14625
B3GAT1	-2.6495
SUSD2	1.42783333333333
OAZ2	0.246333333333333
NOC4L	-0.5785
C10orf12	-1.05125
FADS1	-1.20233333333333
LOC144097	-0.9615
DKK2	1.388
KIAA1949	-0.35
RHOT1	0.1013
OXT	1.1695
GPR153	0.221
ARL4A	0.732333333333333
SAAL1	-1.08875
CCDC64	-0.4635
USE1	-0.135
HNMT	2.16633333333333
PCGF3	0.0430625
CYP2C19	0.8095
C20orf4	-0.47
CCDC11	0.7465
ACSBG2	0.05725
RWDD2A	0.579
PALLD	2.870125
CPLX4	-0.045
LOC492311	2.0505
KPNA2	-2.58566666666667
