Hybridization REF	TCGA-BH-A0DO-11A-22R-A12D-07
MUSK	-0.285666666666667
ZNF434	0.217
SMARCD1	-0.307666666666667
ZFP106	0.493
ZNF347	0.2025
GTF2E1	-0.36625
RY1	-0.103333333333333
ATAD2B	-0.202125
ARHGAP17	-0.0699
KCNIP3	-0.81475
SFPQ	-0.368625
GFRA4	0.331333333333333
AKR1B10	-3.260375
TIGD6	1.01066666666667
RGS16	1.5775
URB1	-0.717666666666667
OR4C46	-0.364666666666667
TOP3B	-0.98075
NFATC4	-0.149
CA14	-4.236
BMPR1A	1.08916666666667
SNRP70	-1.134875
PRL	-0.219916666666667
C6orf130	0.0205
STAG2	0.5305
CD55	-0.587357142857143
RPS23	1.437
SSX2	-1.674
FDPSL2A	-0.5255
FBXO27	0.31925
SYNGR3	-1.54583333333333
TMSL3	0.6925
EML1	-0.856
NUP93	-1.337
SMAD3	-0.2538
KIAA1189	-0.176166666666667
HNRPUL2	-0.4755
TBC1D12	0.387166666666667
C16orf24	-0.1295
MRVI1	1.95016666666667
ZNF581	-0.286666666666667
ELOVL3	0.942
OR51Q1	0.024
CACNB3	0.0748333333333333
GALNT13	-1.343375
C10orf84	0.884875
NEDD4	0.194
SPO11	0.641
OR5AU1	0.2635
NEK4	-0.0810714285714286
PRKAR2A	-1.04716666666667
IHPK1	0.0198333333333333
ATP6V0B	-0.700875
CACNA1E	0.7355
CEACAM8	0.144833333333333
PEX14	-0.019
FLJ12993	0.8785
ZBTB38	0.28425
PCTK2	1.17233333333333
LRRC16	0.5987
FBLIM1	0.522166666666667
FYCO1	1.27175
RP5-1022P6.2	0.891916666666667
CMTM1	0.0438333333333333
PLTP	1.04583333333333
RAPH1	0.896
DOCK8	1.19275
EZH2	-2.5626
SLC25A1	-0.382166666666667
PLEKHB1	1.6304
GRB7	1.1647
ZFP37	1.019
MRPL33	-0.37275
PELO	-0.3655
ARMC1	-0.371727272727273
C9orf27	0.254375
FLJ25778	-0.4475
C9orf37	-1.0815
TMEM66	1.633
SPRN	-0.340125
HBEGF	0.523
PI4KA	-0.9455
LEPRE1	-1.06925
POU2AF1	-0.172125
MRPL12	-1.09716666666667
REP15	-0.08
ZC3H3	-0.082
RASAL1	0.81
DDAH1	0.8445
ACBD5	0.123875
TMC2	0.2715
CCDC137	-1.10475
SAMD13	0.8465
UGT2B15	-2.21916666666667
TIPARP	0.57825
DNASE1L3	3.55325
TRIM72	-0.0135
DBX2	1.43575
IPO8	-0.06425
C21orf88	1.2177
MAP3K14	0.92775
LOC51233	0.146
GGTLA4	1.257
PDE6D	-0.06075
ZNF117	0.978
CLK2	-0.9925
NKRF	-0.5745
TNFSF15	0.1546
DUSP2	0.3355
SECISBP2	-0.1746
GABRR2	0.2715
PPAP2C	1.63425
LOC51145	-0.076
PAG1	-0.75425
PIK3C3	-0.185
GNG10	-0.0335
APOL4	0.626333333333333
ANKRD28	-0.73775
STMN3	-0.9379
RAB14	0.7505
CDK2AP2	-0.75175
HDDC3	0.2
COMMD7	-0.071875
CXXC1	-0.586
HMCN1	-0.484166666666667
CD40	1.334
DYNC1LI2	0.199375
GDI1	-0.18425
LOC646938	0.274
VSNL1	0.464666666666667
PIH1D1	-0.4795
RAET1G	-0.1045
KRTAP5-9	-0.58
EFTUD2	-1.03975
ZNF311	-0.233666666666667
ATP6V1G3	-0.04575
OR2W3	-0.4355
SCN4A	1.07075
MED10	-0.96425
FAM135A	0.5438
ARHGAP4	-0.96575
EHMT2	-0.997375
UFD1L	-0.97325
ERMP1	-0.498
MAG1	-0.979
THAP8	-0.640666666666667
HACE1	0.092
FAM82C	0.296166666666667
C3orf20	0.0815
UNC84A	-0.206166666666667
SCD5	-0.194571428571428
LASS6	0.3585
LSG1	-0.0943333333333333
MAL	-3.71375
GPR22	-0.0725
WDR5B	1.6785
ACTRT1	0.1485
C17orf60	-0.569666666666667
GRIN2C	0.0702
ARMC8	-0.124833333333333
SLC47A1	-1.233
DMPK	-0.0695
DHRS13	-1.088
SMC1A	-0.7195
KRTAP17-1	0.39
SMYD5	-0.35475
TUSC2	-0.07125
CRHR2	0.3065
KIR3DL2	0.6985
CCDC104	0.7385
ATP2C1	0.568625
CROT	1.0215
PABPC3	-0.0481666666666667
EGR1	4.3475
THSD1	1.55675
KHK	-1.20175
SLC12A2	2.9831875
CD58	-0.72775
STOX2	1.44566666666667
CCDC76	-0.3493
CCDC48	3.67175
DNAH1	0.19
ZIC4	-0.195
OR1G1	1.1985
PSMC6	-0.807
PROKR1	0.504
ABCB1	1.921875
TRAT1	-0.61075
LLGL1	-0.1365
MTF1	0.8895
USP54	0.89225
PAGE2B	-2.107
ITGB7	-3.39675
CCDC81	-0.73
LOC149837	0.21925
SCUBE1	0.2655
ZSCAN10	0.569
HUWE1	-0.178428571428571
CDH17	0.7985
CD180	0.65925
IL17A	-0.13875
TMPO	-1.694
KIAA1524	-2.67716666666667
HDGFRP3	-0.3965
OXCT1	-0.677727272727273
RRAS2	-0.333166666666667
LTBP2	2.8150625
SV2B	2.66666666666667
CYP2A6	2.32
PKD1L2	-0.505
PPM1M	1.01425
FLJ22662	1.97966666666667
ZNF502	2.774
GP6	-0.619
CRYBA2	-0.9205
LEF1	-2.6383
CTPS	-2.88028571428571
EYA1	-1.82366666666667
EPS8L1	0.4615
MAPK14	-0.828416666666667
SERPINB2	-4.727125
GTF2F2	-0.0971666666666667
ZNHIT4	0.0195
PLA1A	-0.53575
C20orf114	2.741
HPR	-4.2935
C18orf2	-3.52133333333333
SATB2	-2.231
KCNJ9	-0.48575
MGC157906	0.4275
MOCS3	-0.2175
C17orf71	-0.378666666666667
PPHLN1	-0.0561
HIST1H2BN	-2.336375
RAPGEF1	-0.03175
MAP3K8	1.64875
DLG4	-0.5255
STC1	0.506166666666667
CDGAP	1.7965
DDX26B	0.582
LOC150223	-1.95925
CPSF3	-1.1815
TMEM14A	-0.39925
MYH3	-0.1045
GPKOW	-0.198
SULT1A1	-0.422833333333333
SPON1	3.542
YY1AP1	0.0268333333333333
RAB23	-0.5925
PLA2G4A	-1.7535
MAPRE3	0.34025
ZNF516	0.795571428571429
GGPS1	0.35475
EXOC3L2	-0.161875
C19orf42	0.4636
MAP2K2	-0.4785
HIST1H2BB	-2.04675
RNF19B	0.516833333333333
C6orf128	-0.1025
TLR8	1.60875
PCDHA9	0.2095
CARS2	-0.467125
CLUL1	3.09083333333333
RHAG	-3.94883333333333
UNK	0.198
EXOC8	0.7569
C9orf95	1.06975
C14orf143	-0.286333333333333
MAML3	0.078625
LDHA	-2.594
MRPL20	-0.023375
KLHDC6	1.762
ATP5S	0.461666666666667
C8orf55	-0.36175
PHF19	-2.50125
KRTAP13-4	0.3765
TTC5	-0.37325
XKR5	-0.79375
SILV	-4.31266666666667
TEX28	-0.2985
TCTN1	0.56125
CX40.1	0.1995
PPP2R5C	0.114875
C12orf30	-1.53233333333333
CAPG	1.52475
MPZL1	1.05815
ARSB	-2.1565
TDH	-2.0335
WASF4	1.20175
TSSK3	-0.2075
7A5	0.2815
CRISPLD1	3.873375
MAD1L1	-0.637833333333333
SPIN4	-0.0813333333333334
AMPD1	3.72725
DPYSL5	-0.358
INPP1	1.01683333333333
ANKRD11	-0.519833333333333
NPAS4	0.146375
GCET2	1.0972
RNASE9	0.5735
GUCY2D	0.163
CCDC98	0.98275
FGF4	-0.44275
CPM	-0.3445
SLC26A4	1.606
PLD5	1.841
FAM59A	1.4348
FBXO5	-2.08077777777778
SIPA1L1	-0.148625
DPYS	2.7825
ATG4D	-0.64025
TGM3	0.3225
MTCH1	-0.339
HK1	-0.5255
CDC26	0.068375
GALNT12	-1.72233333333333
LOC339229	-0.2975
MRPL35	-0.777125
ORC4L	0.093125
TNKS	-0.33
C2orf24	-0.223
ZNF553	-0.121333333333333
GGTLA1	2.7677
ZNF497	-0.25025
CDY1B	-0.6015
SLC30A4	0.405625
TUB	0.63725
ARHGEF18	-0.26575
ARRB1	0.329
KCNK1	-0.24525
EREG	-3.175
SCAMP5	0.2585
RUNDC3B	3.5905
ADAMTS20	-0.3255
IL17RB	0.2005
FLJ20323	-0.6735
MCAM	0.800625
POLR3E	-1.20241666666667
AQR	0.3255
IPMK	0.304
CDCA7	-3.319625
CAMP	-1.67325
GRHL3	-0.37525
ADAMTSL2	-0.132666666666667
CLMN	1.74466666666667
SSTR3	0.12
MAGEA5	-2.61
OVOL2	3.73875
JMJD1B	1.188
RBL2	0.715
PYGO2	0.38025
PPP1R10	-0.113833333333333
CSE1L	-1.48266666666667
LCA5	2.8655
RDH16	-0.43225
ASRGL1	-1.26225
TOM1	0.0251666666666667
PTX3	-3.115
TTC15	0.261
SCGB3A1	4.24716666666667
MRPL50	-1.4905
RCAN3	0.309625
SLC26A11	0.76775
STYX	-1.02433333333333
CINP	-0.55925
MARCH7	0.57
PFKM	-0.469
SGMS1	0.3515
RIOK3	0.0901
C1orf110	0.353
CES7	-0.376125
LOC440248	-0.715
PPP1R12C	-0.50425
C10orf27	0.091
ATG9A	-0.84025
MRPS26	0.09675
TMEM40	0.9295
ELP3	-0.141
ZNF787	-0.175
HIAT1	0.637
C8orf34	1.857
MGC4655	-0.3798
PELI1	2.2305
PPT1	-0.2283
SLC35C2	-0.742166666666667
C6orf125	-1.1325
MUC4	-1.0705
RFC4	-2.47185714285714
GNB2	-0.7415
NUP50	-0.9195
SULT4A1	-1.76566666666667
C7	4.649375
CCDC130	0.0776666666666667
ARRDC4	2.11825
RQCD1	-1.08825
GLYCTK	-1.00875
AYTL2	-1.72209090909091
MTUS1	1.6733
LEMD3	0.455666666666667
PLEKHF2	0.66725
HOXA7	2.339375
GTF3C2	-1.314
DYNLRB2	3.54375
CNOT10	-0.60325
MR1	-0.156833333333333
FFAR1	-0.177
PRIC285	0.14725
SLITRK6	3.898
LIX1	-2.6014
UBE1L2	-0.8095
F8	1.75575
ACHE	0.0275
KPNA5	1.20775
TNFRSF12A	-2.07333333333333
EGR3	3.932
SERPIND1	-3.64633333333333
OASL	0.01375
IFRD1	-0.74225
WDFY1	-0.0386666666666667
ZNF267	0.950875
ACCN5	-0.6385
ZBTB6	0.1695
PPP1R3A	0.1975
PRRT3	0.29225
FBXL19	-0.9225
TXNIP	2.57914285714286
ACTN2	-1.9835
ATG9B	-0.372875
C9orf117	0.028875
IL27	1.362
RPL36AL	0.552333333333333
KLK15	-0.36825
CHAD	2.137
RAP2B	-0.2027
HEBP2	1.238
ZNF342	0.112
CAMK2G	-0.175
TLR3	2.097
FGF14	2.9145
HMGB2	-1.454125
TRPM5	-0.417666666666667
OR5M11	0.18
KIF3B	-0.119578947368421
PRICKLE2	1.48575
MTMR9	0.015125
C3orf27	0.008
GLRA3	-0.136
NSDHL	-0.629833333333333
TMEM32	0.14375
POLR2D	-1.41466666666667
MYADML	0.13
C9orf114	-0.8155
MRGPRX1	-0.6865
TOPORS	0.7675
CLDN19	2.83475
C1QL4	0.46
RNF165	0.4905
DHRS9	1.02125
DNAH2	0.2154
FXR1	-0.615333333333333
ZMYM3	-1.05825
CASP3	-0.471333333333333
FAM120C	-0.860125
SCLY	-1.972
CA7	0.284
ENTPD5	-0.399666666666667
ZNF461	0.353625
PDIA5	-1.024
C1orf19	-0.964166666666667
TMEM67	0.08225
KCTD20	-1.0855
WDR47	0.5775
FLJ38723	0.9945
KLRF1	1.33716666666667
TAS2R16	-0.276
CLDN12	1.0435
PRKCE	0.41225
UBXD4	-0.435
ITGAM	2.13716666666667
GLT8D3	-0.764625
WDR31	0.4859
RGS2	3.64025
OR51L1	-0.025
MST1R	-0.06675
KIAA1737	1.325
OR4A5	-0.6545
GLIS1	-0.761
PTMA	0.311857142857143
NAPA	0.63825
PRDM11	0.134
LIPF	0.421
DIRAS3	3.03825
ASGR2	-3.933625
C1QTNF4	1.9325
PIK3R4	-0.0563333333333333
ARMC3	0.70675
NDUFV3	-0.520333333333333
BTBD3	0.313
PPP1R2	0.355166666666667
UBE2NL	-0.77575
FOSL2	0.0471428571428571
FAM119A	-1.9565
TUBA4A	-0.5889
KRTAP12-1	0.00425
SFRS2	-0.725
RHPN1	-0.8252
EEF2	0.0116666666666667
ZDHHC11	-0.601333333333333
EPHA3	-1.4223
RBM12	0.11
H2AFJ	0.196583333333333
EDIL3	3.686
KIF26A	-0.19775
SERGEF	0.31525
B3GALT4	2.07975
LOC90925	1.65566666666667
OSCAR	-0.637875
NPFF	0.40925
DEDD	-0.015375
TMEM155	-1.016875
PTPN1	-0.30575
SCYL2	-0.107166666666667
SKAP1	2.57525
LEAP2	-2.38483333333333
GADD45G	0.5153
IFITM3	0.9
PILRB	-1.10466666666667
SLU7	0.3901875
DSC3	2.62575
DNMT3L	-1.59325
PAPD5	-0.097625
B3GNT3	1.56666666666667
LHCGR	0.194
MSL-1	-0.482
UBE2S	-2.511
SAP130	-0.62375
ANAPC11	-0.596
MAGED4B	-1.0145
ATP6V1B2	-0.137166666666667
C14orf179	0.577
CAPZA1	-0.703375
CDYL2	-1.37433333333333
GLRX3	-1.375
LOC136288	-1.53175
MOBKL1A	0.163
HTR2B	2.226
CRYGD	0.5345
NUS1	-0.438333333333333
PGRMC1	0.467
MYOM2	1.903
FLJ39653	-1.1535
CHM	0.155
OR5M8	0.1205
ZNF619	0.5705
FAM105A	0.32725
CCNL1	-0.04025
NAP1L3	1.1085
C10orf57	1.33933333333333
B3GALNT1	0.393833333333333
CSN1S2A	-0.718
TCP10L	-0.4125
GDAP2	-0.596875
DMKN	0.827
COX6B1	-0.2435
DNASE2	-0.1435
MSH5	-2.02425
LGMN	-0.51525
USP31	1.0917
OR13C8	0.038
SDCBP	-0.0563
NUDT11	-0.993166666666667
PYGL	-0.954833333333334
SNPH	-0.0163333333333333
B3GNT4	-1.1875
MIZF	-0.7305
NUBPL	0.326625
NOD1	0.407833333333333
CDH22	1.80825
NUBP1	-0.0916666666666667
DSCAM	-3.22525
DGKI	0.074
FAM136A	-1.22125
AKAP1	0.8925
SLC16A6	-1.771
RIN3	0.40425
PSG2	-0.042
DIP2B	-0.412333333333333
PSORS1C1	0.5099
KIAA0495	-0.0025
FLJ90709	-0.656666666666667
LPA	-0.140333333333333
PIGA	0.295166666666667
LY75	4.4725
UTS2	-6.21983333333333
RREB1	-0.469125
GALNACT-2	0.3176
MGC3196	-0.845
FLJ31568	1.76725
LPHN1	-0.14925
SP1	-0.038
TOX4	0.280833333333333
HSPA9	-0.3441
APOBEC1	0.244
SLC35E4	-0.8105
LSM5	-1.1685
SURF1	0.3555
ZBTB1	0.267583333333333
GTF2F1	0.311
RPS15A	0.341642857142857
DUSP21	-0.130166666666667
GINS4	-3.578
MYO15A	0.4905
GIMAP7	4.23025
MGC13379	1.2305
ATP6V1E2	0.0668333333333333
UTP3	0.225
HNRPA3	-0.4326875
MT4	-0.467
C14orf155	-0.062
U1SNRNPBP	0.3705
CKLF	-0.958833333333333
PLEKHN1	-0.970833333333333
MBNL1	0.544416666666667
NUP160	-0.9725
ACSM2A	-1.443
LOC129881	1.0815
KIAA1529	0.478
FLJ22639	-1.48325
HAND1	-1.4625
GSX1	0.3175
FGA	-4.3135
SERPINB1	-0.00025
ZNF642	0.3875
IGFBP1	-5.602125
SLC1A1	0.020375
DHX57	-0.373875
ZNF766	0.868
PTPN21	-0.1355
GDPD3	-0.7805
PNPLA5	0.4605
TBR1	0.586666666666667
FAM116A	0.39575
IQGAP1	1.055
FOS	3.72375
ZNF226	0.374
FIGNL1	-0.427333333333333
C14orf1	0.0116666666666667
ZMYND17	-0.725
PUS7	-1.01783333333333
TUBB6	-1.000625
KCNQ2	-1.3725
MARCH6	-0.0625
CCDC33	-0.012
PRODH	-0.342
RBM11	1.77075
EPHA6	-0.00528571428571427
SLC43A1	-0.51225
LOC196541	0.862
NTN1	1.07283333333333
ING4	0.75125
PCDHB10	1.60425
DPH2	-1.03716666666667
SPACA4	-0.25025
FBXL21	-4.694
DIAPH1	-1.04866666666667
ZNF71	0.519666666666667
CEP76	-1.099
CORO1A	-1.18125
RRM2	-4.64925
EDG4	0.365
OS9	-0.0115
SLC4A1AP	-0.30875
COG5	-0.3225
COPS8	-0.74225
NGLY1	-0.99325
NCBP2	-0.765125
C17orf42	-0.3625
GPSM3	0.4085
SIL1	0.259
ASB6	-0.20525
SMAD5OS	0.502333333333333
UNC93A	-3.345
A1BG	-0.337
C21orf62	0.3245
FMO5	1.17091666666667
ATRIP	-0.581833333333333
CEBPG	-0.01
C7orf38	-0.0295
TNFRSF1B	0.773
CLEC1A	2.28466666666667
IQSEC1	0.275
PATZ1	0.5571
RBM22	1.159625
BAG2	-2.7295
PAQR5	-2.09766666666667
C9orf127	0.8933
THNSL1	0.166
SHROOM3	2.4754
JAM2	1.9695
SNRPN	-0.58775
ALX4	0.412
CACNA1S	0.0925
FAM130A1	0.179
CORIN	0.155
CD300LB	0.1835
PLEKHG6	0.514
LRRC40	-0.62575
PCLKC	-1.12475
PCDHB16	1.05783333333333
WNT2B	0.247333333333333
ASNS	-2.33755555555556
MRPL49	-0.53325
FLJ46111	-1.656
ISG20	0.039625
SMU1	-0.199333333333333
CASZ1	0.6025
POLR1D	0.0250833333333334
GIN1	-0.0955
SNAG1	0.8885
ANKRD29	1.00525
CDKN2AIP	0.327
KRR1	0.0515
CXCL1	-0.0228333333333333
EPM2A	0.2459
PC	-0.108666666666667
DEFB127	-0.265
PDZRN4	2.76683333333333
FAH	-0.08125
OR51E1	1.752
CDC2L6	-0.632
DNTTIP1	-0.482
PAX8	-0.3535
TMEM116	0.34475
C1orf150	0.7625
PRO2012	0.40425
MRPL40	-0.553833333333333
BEX1	-2.2256
SLC2A4	0.8445
PKMYT1	-2.0795
FEZF2	0.859
SLC26A9	-1.23775
MAP2	0.869363636363636
LYL1	-1.479
SLC25A19	-1.6365
NOS3	-0.786
ZNF34	0.9045
TMPRSS11F	-0.6805
FAM43A	0.61575
FCRL4	-0.186833333333333
KLF14	-0.563
FLRT2	0.638666666666667
WRN	-1.027
SDF2	0.2685
KRT8P12	-1.21675
C6orf195	0.88
C9orf125	0.476
DZIP3	0.08025
RIT1	-0.499
SCML1	-1.17533333333333
RHBDF2	-0.472625
OR2G3	0.1105
REXO1L1	0.0375
MAP3K7IP3	-0.514625
C3orf57	-4.72925
FBXW11	0.000333333333333334
ETAA1	-0.138
C14orf131	-0.2138
AKT1S1	-0.87825
SLC12A5	-0.973375
C9orf164	0.85575
NRIP3	0.04525
NOS1AP	0.65025
TMEM121	0.5085
SAP30BP	-0.2536
DGCR6	0.68825
WDR76	-1.84575
FAM82B	-0.529416666666667
LOC606495	-0.9135
MAP9	1.41575
BCDIN3D	0.71625
CXorf36	3.57516666666667
DSCR3	-0.8739
ZFAND3	-0.777125
C7orf43	-0.190333333333333
SPSB3	0.0906
C19orf19	0.01275
FAM133A	-1.9295
C12orf25	0.44025
SLC39A3	-1.017875
DISP2	0.31675
PI4KAP2	-2.793
MKRN3	-2.711
ADAMTS13	-0.498
CBLN3	0.201222222222222
TTYH1	2.52616666666667
C3orf18	1.32225
FLJ13236	-0.979
ZMYND12	3.23425
C18orf25	0.0328749999999999
GLB1L3	-0.895
ATP13A5	4.9055
RANBP10	0.029
CD96	-0.6025
DENND1C	0.37275
RBMS3	2.2204
SLC41A3	0.981333333333333
DGCR6L	0.63575
TMEM128	0.955
CSNK1G3	0.352
MOBKL2C	1.234375
TSPAN6	0.933625
MATN2	2.463
MSL2L1	-0.143
ST6GALNAC2	0.466833333333333
FGFBP2	3.008375
FGL1	-5.89233333333333
MPP3	-0.68
ARHGEF6	2.24316666666667
TGFBR2	1.617625
ACMSD	1.67425
IL33	5.05975
C9orf5	0.450666666666667
DEAF1	0.1514
AMN	-0.303
DEFA6	-0.076
RNF212	-0.497
METT5D1	0.0113333333333333
CIB1	-0.2309
TSSK1B	-0.25
KIAA1727	-0.3425
ZNF680	1.218
LOC399900	-1.244
LOC152217	-0.0109166666666667
CTNNAL1	-2.0795
CIT	-3.45566666666667
TLE6	-0.4965
ZNF607	-0.77375
HERC4	-0.935833333333333
DRAP1	-0.7588
PEMT	0.53625
C10orf111	0.481
ZNF575	0.9235
KCTD7	0.20425
MYO1F	0.316125
LOC285382	1.42875
RAB11A	0.5607
PLCD3	-0.3445
C15orf28	-0.28325
PTBP2	-0.066375
CTB-1048E9.5	-0.588875
C19orf60	0.157
C7orf25	0.0831666666666667
SETD7	0.755625
HOXB9	-4.012
VANGL1	-0.963875
CHAF1B	-1.67875
NDUFA3	0.318
KIAA1328	0.46
SHARPIN	-0.64175
TTC23	0.5085
UGP2	0.72475
ANKIB1	-0.2116
CIRBP	2.54285714285714
SEC14L4	-1.85616666666667
OVCH1	0.199833333333333
VPS52	-0.5555
FAT	0.565375
M6PRBP1	-0.84525
GPRIN3	-0.522
PPM1F	-0.817
TSR1	-1.103
CCDC85A	3.17925
PCSK5	1.72075
ZFHX3	-0.094
HEMK1	-0.4238
PGBD2	0.784
RSRC2	0.0356666666666667
AURKC	-1.15666666666667
SCRIB	-0.35225
ORM2	-4.083
FAM115A	0.1927
FZD6	0.939375
UNC119	0.0781666666666667
GPX3	0.3708
NOV	0.2955
CABC1	0.535
CDC42SE2	0.4170625
EIF2S2	-1.0606
RNF130	1.24775
CKAP5	-1.5585
RP11-413M3.2	0.261
C10orf18	-0.0547
TMEM93	-0.5085
DYX1C1	1.396
KCNMB2	0.46525
ANK3	1.84058333333333
KRT5	2.5968
CDH12	1.141625
QRSL1	-0.210875
JUB	-0.6125
SHC4	-0.39225
CCL15	2.60016666666667
CCDC22	-0.313
SNX24	-0.55075
RARS	-0.9155
MORC2	-0.516125
FAM48A	-0.3415
MT1H	-0.0005
PPP1R14C	-0.952666666666667
FOXD1	-2.407
C1orf213	-0.71975
AMT	-0.1334
DSN1	-2.03475
PTPLAD2	2.0015
DIS3L	-0.16825
RASL11A	1.2565
GPRC5B	1.30125
FRMD7	0.4025
STRN4	-0.01
KITLG	1.02831818181818
HDGF	-1.28925
OR1S1	0.467
SETX	-0.057
DDR2	1.32225
KCTD12	2.8515
LYZL2	-0.82425
WDR52	0.33
TMEM2	-0.126375
ZNF579	0.156666666666667
LOC200810	-0.781
TNFSF9	-1.919
PPFIA4	-3.12775
CNIH3	-0.387
MAP4K4	-1.0185
ROD1	-0.359428571428571
ALS2CR12	-0.540333333333333
DOCK3	-1.08216666666667
PAQR9	-4.789
ASB17	0.1896
STX16	-0.99975
FEZ2	0.391666666666667
DLAT	-0.8505
KIF21B	-1.17516666666667
CDC5L	-0.281
TMEM119	0.877833333333333
CRIP3	-1.10825
TPSD1	0.0741666666666667
TEPP	0.88275
GNGT2	0.652
C21orf121	0.54725
WNK1	-0.623833333333333
FLJ10490	0.5858
OR51B5	-2.36
LOC203547	-1.330875
HAS1	-0.9905
PPA1	0.173333333333333
ST7	-0.362875
C11orf46	0.6845
POPDC3	-2.79366666666667
ACOX2	1.04366666666667
ATCAY	-0.748333333333334
TM4SF19	0.57375
MFSD9	-0.8155
PDHB	-0.39675
ERN1	-0.33575
LCE3C	0.227
GPR111	0.4745
NOTCH3	1.38083333333333
ADAMTS5	4.98825
B3GALT1	0.15075
UGCGL1	-1.81616666666667
FAM58A	0.1205
FBXO32	3.22975
CLPP	-0.7825
NXPH1	-0.02425
MTMR3	1.00333333333333
ATP1B3	-1.262625
TMEM16A	4.77575
HIST1H3F	-1.38566666666667
TRIM25	-0.750833333333333
SDCBP2	0.545
CRKL	-1.0905
HOXB2	0.7425
ANP32B	-0.66325
GATM	3.6575
AP4E1	-0.319875
EDG5	0.463375
CDKN3	-4.14483333333333
CDH4	-0.83625
PGD	-1.1205
RND1	-0.7885
GAD1	-3.1079
MPG	-0.077375
LOC440350	-0.0445
ZNF133	0.78125
SERPINB12	-0.445
AMELY	-0.4078
DHX36	-0.6585
TNFAIP8L2	2.444
PHTF2	-0.751222222222222
CCDC112	-0.523
IQCC	-0.94225
HEYL	1.64783333333333
FTSJ2	-0.776666666666667
APPL1	0.91
RAB43	0.524357142857143
OR10G2	0.6195
WAC	0.507666666666667
ADCY9	-0.338375
RUNDC2B	-0.0251666666666667
PYCRL	-0.5458
AGPAT7	-0.121333333333333
SLC22A9	-1.208
CDKAL1	-0.106
PDYN	-0.571833333333333
C20orf74	-0.01925
MTMR11	0.60975
VAV3	2.813
DAPL1	4.105
STXBP3	0.61275
EIF3G	0.5645
ARHGAP22	-1.05475
NPFFR1	0.082
NPC1	-0.175333333333333
ALDH9A1	1.51833333333333
ZNF600	0.271
ZNF678	0.998666666666667
RASSF1	-0.0648333333333333
ADD2	-2.189375
PITPNB	0.1015
PKD2L2	-0.27325
LRP11	-0.0935
CDKL1	-0.147
SMEK2	0.331
PRODH2	-2.98966666666667
C11orf54	-0.0748333333333333
SFRS11	-0.384
IL7	1.432
ALS2CR16	-0.0665
BTG3	-0.568666666666667
PAK2	-0.927277777777778
RP11-679B17.1	0.37225
GATA4	-2.32083333333333
ATP2B1	-0.39275
LOC130940	2.5545
C1orf172	2.53816666666667
ATF7IP2	-1.69575
SLC25A43	0.104833333333333
CENTG3	-0.190333333333333
IGF2BP1	-4.1962
FCHSD1	0.7235
CAMK2N2	0.767333333333333
ELAVL3	-0.3044
NBPF15	-0.2775
UBE2J2	-0.68125
GNL2	-0.90675
PRR3	-0.5071
NLF2	0.632
OR4F6	0.224
KLHL24	1.25016666666667
CCDC88A	-1.2856
SGPP1	-0.606666666666667
C10orf11	0.6195
SLC35B4	-1.61883333333333
UGT3A2	-0.71
ARNT2	-0.5333
CBR1	-0.122375
ITPR3	-1.28833333333333
TRAPPC6B	-0.4822
AMZ1	-2.606
ARP11	1.27325
WDSUB1	0.65775
APBA1	2.79666666666667
RAB2A	0.3409
C6orf162	0.60275
HPSE2	2.546
PLCE1	0.426
INSL3	0.553
DLG1	-0.1442
PTPLA	-2.57825
PIGX	-0.509125
TFIP11	0.0328333333333333
FIBIN	3.3865
POLR2G	-0.79
GRAP2	-1.7104
DNAJB8	0.043
CNBP	0.825333333333333
WASF1	-0.9455
INPP5E	-1.1277
HSPB1	-1.0850625
TMEM167	-0.6096
CUBN	1.01175
IGF1	3.661125
ITPK1	-0.3598
NAALAD2	-0.316875
G3BP1	-0.4527
NT5DC1	0.715
CYP39A1	2.4565
TMEM139	1.86766666666667
POLK	-0.1324
GLULD1	-1.91
RBM15	-1.47066666666667
AMZ2	-0.379
GDF15	-3.311
MESDC2	-0.153
INCA	0.8155
ACY1L2	-0.125
GZMM	0.172666666666667
PAIP1	0.013
CACNA2D1	0.5545
STK32C	-0.123333333333333
SH3BP4	1.05066666666667
DEC1	-0.5965
PADI1	-0.0295
UBB	-0.0588
PON3	1.90316666666667
PROP1	0.3425
ANKRD13B	-0.6085
ADCK1	-0.64525
TCF25	0.110166666666667
SLC38A5	-2.62125
CXorf26	-0.433666666666667
C19orf39	0.44125
PPP1R13B	0.63625
ARL2	-0.3795
TCL6	-0.16175
TOP3A	-1.1845
SLC16A14	0.058875
FXYD6	2.39433333333333
HIST1H4E	-0.65225
BBC3	-0.0458421052631579
UNC5A	0.362333333333333
FAM86C	-0.6463
PI4KB	0.405125
B3GAT1	0.391
SUSD2	1.2635
OAZ2	0.152166666666667
NOC4L	-0.5605
C10orf12	-1.0295
FADS1	-2.70916666666667
LOC144097	-0.781
DKK2	0.702333333333333
KIAA1949	-0.2275
RHOT1	0.166
OXT	1.382
GPR153	0.47
ARL4A	1.22816666666667
SAAL1	-1.15775
CCDC64	-0.787
USE1	0.215166666666667
HNMT	1.10516666666667
PCGF3	-0.16275
CYP2C19	0.20425
C20orf4	0.2065
CCDC11	0.7325
ACSBG2	0.618
RWDD2A	0.1045
PALLD	2.871625
CPLX4	0.098
LOC492311	1.4845
KPNA2	-3.30116666666667
