Hybridization REF	TCGA-A7-A13F-01A-11R-A12P-07
SMARCD1	-0.0563333333333333
ZFP106	-0.6905
ZNF347	0.2603
GTF2E1	0.562
RY1	-0.4065
ATAD2B	-0.68125
ARHGAP17	-0.8687
KCNIP3	-1.584
SFPQ	0.04925
GFRA4	0.180666666666667
AKR1B10	-4.3155
TIGD6	0.5965
RGS16	0.57025
URB1	0.165166666666667
OR4C46	0.551666666666667
TOP3B	0.7145
NFATC4	0.76
CA14	-4.4525
BMPR1A	-0.5015
SNRP70	1.79225
PRL	0.0936666666666666
C6orf130	-0.45725
STAG2	-0.56
CD55	0.0682142857142857
RPS23	1.40333333333333
SSX2	-0.363
FDPSL2A	0.9385
FBXO27	1.617
SYNGR3	0.920666666666667
TMSL3	0.12525
EML1	-2.782
NUP93	0.0859090909090909
SMAD3	-0.2924
KIAA1189	-0.4746
HNRPUL2	0.1165
TBC1D12	1.48633333333333
C16orf24	0.64625
MRVI1	1.99933333333333
ZNF581	0.267666666666667
ELOVL3	3.1955
OR51Q1	-0.437
CACNB3	1.13166666666667
GALNT13	-1.977875
C10orf84	0.40725
NEDD4	0.6201
SPO11	0.8235
OR5AU1	0.0975
NEK4	-0.125285714285714
PRKAR2A	0.768
IHPK1	-0.281833333333333
ATP6V0B	1.27025
CACNA1E	-0.732
CEACAM8	1.28816666666667
PEX14	-0.984
FLJ12993	-1.6445
ZBTB38	-0.419916666666667
PCTK2	0.284166666666667
LRRC16	0.6598
FBLIM1	0.632833333333333
FYCO1	1.17475
RP5-1022P6.2	-1.04241666666667
CMTM1	0.880333333333333
PLTP	1.4115
RAPH1	-0.164625
DOCK8	1.462125
EZH2	-1.735
SLC25A1	1.3615
PLEKHB1	1.5679
GRB7	1.4862
ZFP37	-0.62375
MRPL33	-0.48025
PELO	-0.70125
ARMC1	-0.0988181818181818
C9orf27	0.621571428571429
FLJ25778	0.444
C9orf37	-0.426
TMEM66	2.614
SPRN	-0.048125
HBEGF	1.677375
PI4KA	0.0815
LEPRE1	-0.48675
POU2AF1	-4.705625
MRPL12	0.226166666666667
REP15	-1.0225
ZC3H3	2.25275
RASAL1	-1.61125
DDAH1	1.441875
ACBD5	0.80875
TMC2	0.065
CCDC137	0.1885
SAMD13	-1.372
UGT2B15	-1.171
TIPARP	-0.1785
DNASE1L3	-1.04225
TRIM72	0.701833333333333
DBX2	0.910666666666667
IPO8	0.89325
C21orf88	-1.8991
MAP3K14	0.80625
LOC51233	0.767833333333333
GGTLA4	-0.044
PDE6D	0.59325
ZNF117	0.617
CLK2	0.27725
NKRF	-1.3115
TNFSF15	-0.6985
DUSP2	-0.0917500000000001
SECISBP2	-0.91
GABRR2	0.424
PPAP2C	1.8385
LOC51145	0.116
PAG1	-1.4435
PIK3C3	-0.922
GNG10	0.3255
APOL4	1.1095
ANKRD28	-0.26875
STMN3	-0.4654
RAB14	0.1169
CDK2AP2	0.87325
HDDC3	0.0665
COMMD7	0.619
CXXC1	0.833
HMCN1	-1.056
CD40	3.1985
DYNC1LI2	0.34025
GDI1	1.2345
LOC646938	-0.48475
VSNL1	-3.439
PIH1D1	0.753833333333333
RAET1G	-1.5445
KRTAP5-9	0.591
EFTUD2	-0.518
ZNF311	0.389333333333333
ATP6V1G3	-0.136333333333333
OR2W3	0.68775
SCN4A	0.27475
MED10	-0.714875
FAM135A	-2.1058
ARHGAP4	-1.972
EHMT2	0.0653750000000001
UFD1L	-0.397
ERMP1	2.269
MAG1	-1.03516666666667
THAP8	0.420333333333333
HACE1	-1.47433333333333
FAM82C	1.014
C3orf20	-1.032
UNC84A	-0.830833333333333
SCD5	-0.740785714285714
LASS6	2.257
LSG1	0.526666666666667
MAL	-5.92725
GPR22	-0.854
WDR5B	0.63125
ACTRT1	-0.556
C17orf60	0.6055
GRIN2C	-0.2534
ARMC8	-0.824166666666667
SLC47A1	0.778666666666667
DMPK	0.9095
DHRS13	0.602166666666667
SMC1A	0.211333333333333
KRTAP17-1	0.7895
SMYD5	0.856
TUSC2	0.68575
CRHR2	0.463
KIR3DL2	-0.373
CCDC104	0.1665
ATP2C1	0.153125
CROT	2.81575
PABPC3	-0.120666666666667
EGR1	0.62
THSD1	-0.5645
KHK	0.6365
SLC12A2	1.2635625
CD58	-0.98575
STOX2	-1.66233333333333
CCDC76	-1.8188
CCDC48	2.037
DNAH1	0.424833333333333
ZIC4	-0.04175
OR1G1	0.605
PSMC6	-1.442
PROKR1	-0.332
ABCB1	-1.058875
TRAT1	-1.96125
LLGL1	0.595
MTF1	-0.244
USP54	0.38725
PAGE2B	-1.074
ITGB7	-4.4185
CCDC81	0.2195
LOC149837	0.40825
SCUBE1	-0.206
ZSCAN10	-0.378
HUWE1	0.124142857142857
CDH17	1.905
CD180	0.63075
IL17A	0.2085
TMPO	-0.337375
KIAA1524	-0.00483333333333334
HDGFRP3	-0.464833333333333
OXCT1	-3.04072727272727
RRAS2	-4.2155
LTBP2	3.1735625
SV2B	0.922666666666667
CYP2A6	0.45325
PKD1L2	-0.973833333333333
PPM1M	2.0755
FLJ22662	3.79166666666667
ZNF502	-0.935
GP6	-0.624
CRYBA2	-0.7775
LEF1	-1.6476
CTPS	-1.54157142857143
EYA1	-2.9762
EPS8L1	2.34325
MAPK14	-0.02175
SERPINB2	-6.195125
GTF2F2	-1.13316666666667
ZNHIT4	1.582
PLA1A	-0.036375
C20orf114	4.3285
HPR	-5.6035
C18orf2	-3.04383333333333
SATB2	-3.02475
KCNJ9	0.507714285714286
MGC157906	0.1375
MOCS3	1.72525
C17orf71	-0.0255
PPHLN1	-0.1874
HIST1H2BN	-0.58925
RAPGEF1	-0.349125
MAP3K8	0.97975
DLG4	0.343166666666667
STC1	2.98483333333333
CDGAP	2.25575
DDX26B	-2.86675
LOC150223	-1.87775
CPSF3	-0.654
TMEM14A	0.8645
MYH3	-3.67275
GPKOW	0.2295
SULT1A1	1.44566666666667
SPON1	1.4862
YY1AP1	0.239333333333333
RAB23	-0.423
PLA2G4A	-5.4535
MAPRE3	0.593
ZNF516	-0.123428571428571
GGPS1	0.4625
EXOC3L2	-0.59225
C19orf42	1.3293
MAP2K2	0.946333333333333
HIST1H2BB	0.677
RNF19B	1.4935
C6orf128	0.937166666666667
TLR8	1.05775
PCDHA9	1.3555
CARS2	0.4885
CLUL1	1.12083333333333
RHAG	-4.6584
UNK	-0.6
EXOC8	0.4303
C9orf95	1.1195
C14orf143	-0.606
MAML3	0.471125
LDHA	-0.5375
MRPL20	-0.515875
KLHDC6	1.12775
ATP5S	-1.0485
C8orf55	1.638
PHF19	-1.480125
KRTAP13-4	0.716
TTC5	-0.314
XKR5	-0.6925
SILV	-4.93116666666667
TEX28	-1.3345
TCTN1	2.44125
CX40.1	-0.0655
PPP2R5C	-1.391875
C12orf30	-0.959166666666667
CAPG	2.713
MPZL1	1.1449
ARSB	-1.56216666666667
TDH	-1.7135
WASF4	-1
TSSK3	-0.889333333333333
7A5	1.5635
CRISPLD1	2.736125
MAD1L1	1.13183333333333
SPIN4	-0.862166666666667
AMPD1	-0.98775
DPYSL5	0.3345
INPP1	-0.109833333333333
ANKRD11	-1.61833333333333
NPAS4	-0.146666666666667
GCET2	0.064
RNASE9	-0.1145
GUCY2D	0.6655
CCDC98	-0.5575
FGF4	-0.457857142857143
CPM	-0.548833333333333
SLC26A4	-1.85233333333333
PLD5	0.691
FAM59A	-2.054
FBXO5	-2.499
SIPA1L1	0.0593750000000001
DPYS	-0.112
ATG4D	0.54225
TGM3	1.2975
MTCH1	0.82975
HK1	-0.00915384615384614
CDC26	-1.073875
GALNT12	-3.90533333333333
LOC339229	0.49425
MRPL35	-0.453625
ORC4L	-0.465125
TNKS	-0.06
C2orf24	1.12666666666667
ZNF553	-0.542666666666667
GGTLA1	3.4411
ZNF497	0.497
CDY1B	0.92875
SLC30A4	0.208714285714286
TUB	0.41025
ARHGEF18	-0.55
ARRB1	0.89775
KCNK1	0.79975
EREG	-3.14622222222222
SCAMP5	1.308
RUNDC3B	1.658
ADAMTS20	-0.00799999999999999
IL17RB	-0.812375
FLJ20323	-1.08175
MCAM	0.390625
POLR3E	-1.63875
AQR	0.512833333333333
IPMK	0.069
CDCA7	-5.096375
CAMP	2.17975
GRHL3	-2.06175
ADAMTSL2	1.01683333333333
CLMN	1.23983333333333
SSTR3	-0.014
MAGEA5	-1.33833333333333
OVOL2	3.46975
JMJD1B	-0.0825
RBL2	1.0672
PYGO2	1.02225
PPP1R10	0.859833333333333
CSE1L	-0.914166666666667
LCA5	-0.25
RDH16	2.32575
ASRGL1	-3.17825
TOM1	2.58133333333333
PTX3	-7.11675
TTC15	0.9875
SCGB3A1	0.448333333333333
MRPL50	-1.2085
RCAN3	-1.767
SLC26A11	1.0495
STYX	-0.518666666666667
CINP	0.59425
MARCH7	0.0285
PFKM	-1.8965
SGMS1	-0.0363333333333333
RIOK3	-0.610111111111111
C1orf110	-0.4425
CES7	-0.14225
LOC440248	-2.28075
PPP1R12C	0.584
C10orf27	0.094
ATG9A	0.41425
MRPS26	0.24225
TMEM40	-0.76975
ELP3	0.3356
ZNF787	0.2871
HIAT1	-0.098125
C8orf34	0.404333333333333
MGC4655	1.991
PELI1	-0.756666666666667
PPT1	2.4049
SLC35C2	2.09066666666667
C6orf125	0.478
MUC4	-0.829333333333333
RFC4	-1.27785714285714
GNB2	1.5485
NUP50	0.162142857142857
SULT4A1	0.203833333333333
C7	1.34025
CCDC130	-0.368833333333333
ARRDC4	-0.7635
RQCD1	-0.779
GLYCTK	-0.079
AYTL2	0.561909090909091
MTUS1	1.6241
LEMD3	-0.353833333333333
PLEKHF2	0.068
HOXA7	-1.548625
GTF3C2	0.515
DYNLRB2	3.483
CNOT10	-0.709
MR1	1.5495
FFAR1	0.13525
PRIC285	0.51725
SLITRK6	4.46175
LIX1	-2.15144444444444
UBE1L2	0.1825
F8	1.69275
ACHE	0.38
KPNA5	-0.57625
TNFRSF12A	-0.461833333333333
EGR3	2.318
SERPIND1	-4.586
OASL	0.1605
IFRD1	-2.7805
WDFY1	0.015
ZNF267	-0.956375
ACCN5	-0.0135
ZBTB6	0.652
PPP1R3A	0.045
PRRT3	1.703
FBXL19	-0.304
TXNIP	-0.467785714285714
ACTN2	-1.598
ATG9B	-0.432375
C9orf117	0.506875
IL27	1.112
RPL36AL	-1.091
KLK15	-0.393666666666667
CHAD	2.4695
RAP2B	-0.4114
HEBP2	-0.343
ZNF342	0.3145
CAMK2G	-0.263166666666667
TLR3	0.99025
FGF14	-0.242333333333333
HMGB2	-1.065375
TRPM5	-0.582833333333333
OR5M11	-1.287
KIF3B	0.165368421052632
PRICKLE2	1.41125
MTMR9	-0.10525
C3orf27	0.216
GLRA3	-0.4625
NSDHL	0.0391666666666667
TMEM32	-0.83075
POLR2D	-0.424
MYADML	-0.0935
C9orf114	1.01925
MRGPRX1	0.1695
TOPORS	0.43
CLDN19	-0.128
C1QL4	-0.36
RNF165	-2.09
DHRS9	0.34625
DNAH2	-2.06566666666667
FXR1	-0.268
ZMYM3	0.4915
CASP3	-0.4775
FAM120C	-1.695375
SCLY	-1.60075
CA7	-1.205
ENTPD5	0.117333333333333
ZNF461	-0.02675
PDIA5	0.5865
C1orf19	-0.156333333333333
TMEM67	-0.53225
KCTD20	0.39075
WDR47	-0.2475
FLJ38723	0.2395
KLRF1	-0.0376
TAS2R16	0.6355
CLDN12	-0.2235
PRKCE	-1.1365
UBXD4	-0.86225
ITGAM	2.23933333333333
GLT8D3	-0.44175
WDR31	1.0996
RGS2	0.32975
OR51L1	0.23
MST1R	1.54675
KIAA1737	0.0605
OR4A5	-0.8955
GLIS1	-2.1855
PTMA	-0.0614285714285714
NAPA	3.03975
PRDM11	-0.358
LIPF	0.72
DIRAS3	1.85575
ASGR2	-4.839875
C1QTNF4	0.7585
PIK3R4	0.724
ARMC3	3.2355
NDUFV3	-0.178416666666667
BTBD3	-0.528833333333333
PPP1R2	-0.745666666666667
UBE2NL	0.4435
FOSL2	2.28092857142857
FAM119A	-1.0605
TUBA4A	0.5938
KRTAP12-1	-0.06625
SFRS2	-0.29525
RHPN1	0.0605
EEF2	0.000166666666666648
ZDHHC11	-0.840333333333333
EPHA3	-1.9864
RBM12	-0.877
H2AFJ	1.34925
EDIL3	0.5085
KIF26A	-1.4175
SERGEF	-1.252
B3GALT4	1.3775
LOC90925	0.775
OSCAR	0.47
NPFF	-1.380375
DEDD	1.198875
TMEM155	-1.408
PTPN1	0.03325
SCYL2	0.446833333333333
SKAP1	3.567
LEAP2	-3.98716666666667
GADD45G	2.6066
IFITM3	0.81275
PILRB	-1.73183333333333
SLU7	-0.458625
DSC3	0.1575
DNMT3L	-1.96325
PAPD5	2.64825
B3GNT3	1.20716666666667
LHCGR	0.2075
MSL-1	1.18375
UBE2S	-1.102375
SAP130	-0.46825
ANAPC11	0.51775
MAGED4B	0.027
ATP6V1B2	0.262666666666667
C14orf179	0.38725
CAPZA1	0.475125
CDYL2	1.52133333333333
GLRX3	-0.971
LOC136288	-0.5155
MOBKL1A	-0.394
HTR2B	0.98875
CRYGD	0.163
NUS1	-0.711
PGRMC1	0.4055
MYOM2	1.51775
FLJ39653	-1.99183333333333
CHM	0.2967
OR5M8	0.875
ZNF619	-0.919
FAM105A	-0.51275
CCNL1	-2.04375
NAP1L3	-1.38175
C10orf57	2.3685
B3GALNT1	1.32366666666667
CSN1S2A	0.475
TCP10L	0.51225
GDAP2	-0.066125
DMKN	-0.1895
COX6B1	0.18725
DNASE2	1.9465
MSH5	-2.31375
LGMN	-0.272125
USP31	-0.8482
OR13C8	-0.0385
SDCBP	0.274
NUDT11	-3.11866666666667
PYGL	-1.7785
SNPH	-1.117
B3GNT4	0.615
MIZF	-0.7652
NUBPL	0.01425
NOD1	-0.192
CDH22	0.46375
NUBP1	0.836333333333333
DSCAM	-4.3085
DGKI	-0.635
FAM136A	-1.634
AKAP1	0.499333333333333
SLC16A6	3.811
RIN3	1.71275
PSG2	-0.2535
DIP2B	-0.082
PSORS1C1	0.0920999999999999
KIAA0495	0.3465
FLJ90709	-0.588333333333333
LPA	-1.83583333333333
PIGA	-0.186333333333333
LY75	0.169666666666667
UTS2	-7.0736
RREB1	1.075125
GALNACT-2	0.2258
MGC3196	-1.3615
FLJ31568	0.94175
LPHN1	0.443125
SP1	1.504625
TOX4	-0.157666666666667
HSPA9	-0.2079
APOBEC1	0.885
SLC35E4	-1.144
LSM5	-1.0725
SURF1	0.79975
ZBTB1	-0.31325
GTF2F1	0.667625
RPS15A	-0.753357142857143
DUSP21	0.0168333333333333
GINS4	-0.151166666666667
MYO15A	-0.104
GIMAP7	2.857
MGC13379	-0.955
ATP6V1E2	-1.69416666666667
UTP3	-1.19125
HNRPA3	-1.2156875
MT4	0.148
C14orf155	1.1915
U1SNRNPBP	0.2745
CKLF	-0.338333333333333
PLEKHN1	-1.46416666666667
MBNL1	-0.184
NUP160	-1.4315
ACSM2A	-1.148
LOC129881	0.035
KIAA1529	-1.36825
FLJ22639	-2.77175
HAND1	-0.3745
GSX1	0.0105
FGA	-3.9506875
SERPINB1	0.2485
ZNF642	0.885
IGFBP1	-8.682
SLC1A1	-2.060875
DHX57	0.32725
ZNF766	0.114
PTPN21	-0.7687
GDPD3	-2.64866666666667
PNPLA5	-0.236
TBR1	0.011
FAM116A	-0.08575
IQGAP1	0.86425
FOS	1.35125
ZNF226	-0.602625
FIGNL1	-0.390166666666667
C14orf1	0.5465
ZMYND17	0.098
PUS7	-0.982666666666667
TUBB6	-1.23
KCNQ2	-1.8435
MARCH6	-0.157166666666667
CCDC33	0.1835
PRODH	2.98475
RBM11	1.33025
EPHA6	0.973666666666667
SLC43A1	-0.975
LOC196541	0.419857142857143
NTN1	0.12775
ING4	1.21125
PCDHB10	-0.52825
DPH2	-0.584833333333333
SPACA4	0.632
FBXL21	-3.692
DIAPH1	0.306333333333333
ZNF71	0.542666666666667
CEP76	-1.02
CORO1A	0.39875
RRM2	-0.421
EDG4	2.0555
OS9	2.41833333333333
SLC4A1AP	0.09375
COG5	-0.1065
COPS8	-0.366
NGLY1	-1.207
NCBP2	-0.025
C17orf42	0.257333333333333
GPSM3	-0.24725
SIL1	2.094
ASB6	-0.558
SMAD5OS	-0.2245
UNC93A	-2.742375
A1BG	0.311666666666667
C21orf62	0.639
FMO5	-0.24325
ATRIP	1.89816666666667
CEBPG	-0.135166666666667
C7orf38	-0.245166666666667
TNFRSF1B	0.929833333333333
CLEC1A	1.362
IQSEC1	0.00499999999999997
PATZ1	1.4929
RBM22	0.760625
BAG2	-3.60016666666667
PAQR5	0.320166666666667
C9orf127	0.514
THNSL1	-0.70375
SHROOM3	1.5589
JAM2	1.0995
SNRPN	-2.215
ALX4	0.0925
CACNA1S	0.45
FAM130A1	0.25025
CORIN	0.858
CD300LB	0.829
PLEKHG6	2.1395
LRRC40	-1.22275
PCLKC	-0.3145
PCDHB16	-1.3105
WNT2B	-1.6215
ASNS	-1.88766666666667
MRPL49	1.43925
FLJ46111	3.47525
ISG20	1.0345
SMU1	-0.9296
CASZ1	-1.043
POLR1D	-0.308666666666667
GIN1	-0.83325
SNAG1	0.566
ANKRD29	-1.40725
CDKN2AIP	-0.53825
KRR1	-0.32775
CXCL1	-6.133
EPM2A	-0.0066
PC	0.8615
DEFB127	1.751
PDZRN4	0.189166666666667
FAH	1.45075
OR51E1	1.689
CDC2L6	-0.991166666666667
DNTTIP1	1.132
PAX8	-1.34775
TMEM116	0.062
C1orf150	-0.738
PRO2012	0.5825
MRPL40	0.450666666666667
BEX1	2.5753
SLC2A4	-0.622833333333333
PKMYT1	1.4035
FEZF2	-0.134166666666667
SLC26A9	-1.5735
MAP2	-0.108181818181818
LYL1	-0.86475
SLC25A19	-0.312833333333333
NOS3	0.8665
ZNF34	0.592
TMPRSS11F	-0.554666666666667
FAM43A	1.70675
FCRL4	0.169
KLF14	-1.31775
FLRT2	-1.936
WRN	-0.70425
SDF2	1.7147
KRT8P12	2.80475
C6orf195	-0.091
C9orf125	-2.17183333333333
DZIP3	-0.670625
RIT1	-0.2645
SCML1	-1.1775
RHBDF2	0.218
OR2G3	0.4155
REXO1L1	0.2985
MAP3K7IP3	-0.7395
C3orf57	-5.745
FBXW11	-2.06283333333333
ETAA1	-0.56425
C14orf131	-0.9296
AKT1S1	2.0515
SLC12A5	0.256125
C9orf164	1.65425
NRIP3	-1.00125
NOS1AP	1.05625
TMEM121	0.2795
SAP30BP	0.5971
DGCR6	2.21875
WDR76	1.84225
FAM82B	-0.229333333333333
LOC606495	-0.5635
MAP9	-1.75208333333333
BCDIN3D	-0.15025
CXorf36	3.1035
DSCR3	0.0313999999999999
ZFAND3	1.4775
C7orf43	1.32266666666667
SPSB3	0.35
C19orf19	0.074
FAM133A	-1.95033333333333
C12orf25	-0.5235
SLC39A3	1.369125
DISP2	2.50725
PI4KAP2	-0.0305
MKRN3	-2.40383333333333
ADAMTS13	-0.635375
CBLN3	0.562777777777778
TTYH1	-1.89583333333333
C3orf18	1.3995
FLJ13236	-2.0435
ZMYND12	2.79625
C18orf25	0.246
GLB1L3	-0.075
ATP13A5	3.334
RANBP10	-0.5425
CD96	-2.9766
DENND1C	-1.16175
RBMS3	-0.3726
SLC41A3	0.185333333333333
DGCR6L	2.56925
TMEM128	0.193333333333333
CSNK1G3	-0.0895
MOBKL2C	1.216375
TSPAN6	0.1455
MATN2	1.8991
MSL2L1	0.139
ST6GALNAC2	1.8395
FGFBP2	-1.30825
FGL1	-5.56216666666667
MPP3	-0.522
ARHGEF6	1.7065
TGFBR2	0.191
ACMSD	4.4765
IL33	2.796
C9orf5	-0.5325
DEAF1	0.4764
AMN	0.3935
DEFA6	-0.639428571428571
RNF212	-0.8295
METT5D1	0.463833333333333
CIB1	1.167
TSSK1B	0.119333333333333
KIAA1727	1.95175
ZNF680	0.5635
LOC399900	-1.1775
LOC152217	-0.722166666666667
CTNNAL1	-3.9785
CIT	-1.923
TLE6	3.2415
ZNF607	0.644
HERC4	-1.41066666666667
DRAP1	0.7523
PEMT	0.15625
C10orf111	-0.059
ZNF575	0.194875
KCTD7	0.58225
MYO1F	0.413625
LOC285382	-1.07933333333333
RAB11A	1.56
PLCD3	0.786
C15orf28	-0.7415
PTBP2	-0.750375
CTB-1048E9.5	0.455875
C19orf60	-0.348833333333333
C7orf25	0.4675
SETD7	-0.092
HOXB9	-4.9295
VANGL1	0.236375
CHAF1B	-0.67825
NDUFA3	0.20325
KIAA1328	0.600333333333333
SHARPIN	1.491375
TTC23	-0.92275
UGP2	-0.178
ANKIB1	0.4326
CIRBP	0.446285714285714
SEC14L4	1.90333333333333
OVCH1	0.21925
VPS52	2.429
FAT	-1.965875
M6PRBP1	1.465
GPRIN3	2.5295
PPM1F	0.0528333333333334
TSR1	-0.555
CCDC85A	3.46375
PCSK5	0.604
ZFHX3	-0.9675
HEMK1	0.0349000000000001
PGBD2	-0.45175
RSRC2	-0.202333333333333
AURKC	-1.18966666666667
SCRIB	-0.06125
ORM2	-2.12016666666667
FAM115A	1.0244
FZD6	-2.562375
UNC119	1.2985
GPX3	0.7546
NOV	-1.104875
CABC1	0.746125
CDC42SE2	-0.416125
EIF2S2	-0.2892
RNF130	-0.341625
CKAP5	0.1925
RP11-413M3.2	0.054875
C10orf18	0.4304
TMEM93	-0.2535
DYX1C1	2.19225
KCNMB2	-1.812
ANK3	0.589583333333333
KRT5	-0.4808
CDH12	-1.34942857142857
QRSL1	-0.33675
JUB	-2.47775
SHC4	-2.55275
CCL15	0.837333333333333
CCDC22	1.42
SNX24	0.968
RARS	-0.549
MORC2	0.627375
FAM48A	-0.56875
MT1H	-0.816
PPP1R14C	-3.37766666666667
FOXD1	-3.57171428571429
C1orf213	-4.27825
AMT	-2.2673
DSN1	0.4795
PTPLAD2	4.40725
DIS3L	0.84325
RASL11A	1.31925
GPRC5B	-0.532625
FRMD7	1.427
STRN4	0.52975
KITLG	2.58495454545455
HDGF	1.03925
OR1S1	0.3075
SETX	-0.5252
DDR2	-0.06225
KCTD12	1.11275
LYZL2	1.24925
WDR52	0.1175
TMEM2	-1.20675
ZNF579	-0.364
LOC200810	0.72375
TNFSF9	-1.893375
PPFIA4	-2.23
CNIH3	0.918833333333334
MAP4K4	-0.658214285714286
ROD1	-0.369857142857143
ALS2CR12	-0.665833333333333
DOCK3	-1.6158
PAQR9	-4.72825
ASB17	0.365
STX16	0.88775
FEZ2	-0.4905
DLAT	-0.8255
KIF21B	-1.565
CDC5L	0.01225
TMEM119	1.73966666666667
CRIP3	-1.729
TPSD1	0.0636666666666667
TEPP	-0.40875
GNGT2	1.16
C21orf121	1.00325
WNK1	0.0289166666666667
FLJ10490	-0.1517
OR51B5	-3.6035
LOC203547	-0.96625
HAS1	0.171
PPA1	-0.302333333333333
ST7	1.33075
C11orf46	0.2548
POPDC3	-4.27583333333333
ACOX2	2.118
ATCAY	-0.664833333333333
TM4SF19	-0.32
MFSD9	-0.3555
PDHB	-0.048
ERN1	-0.29325
LCE3C	-1.0345
GPR111	-0.4115
NOTCH3	0.865
ADAMTS5	0.56375
B3GALT1	-1.19
UGCGL1	0.190333333333333
FAM58A	-0.197666666666667
FBXO32	1.44575
CLPP	0.075
NXPH1	-0.056
MTMR3	0.155166666666667
ATP1B3	-0.850875
TMEM16A	4.2665
HIST1H3F	0.0108333333333333
TRIM25	0.0505
SDCBP2	2.0525
CRKL	-0.222
HOXB2	-1.51983333333333
ANP32B	-0.386375
GATM	3.3595
AP4E1	0.815375
EDG5	-0.012
CDKN3	-1.6455
CDH4	-2.419
PGD	0.4015
RND1	1.3085
GAD1	-3.2281
MPG	-0.029875
LOC440350	-0.7315
ZNF133	-1.10725
SERPINB12	-0.222
AMELY	1.01283333333333
DHX36	-1.16325
TNFAIP8L2	2.57133333333333
PHTF2	-0.072
CCDC112	-0.898166666666667
IQCC	0.72875
HEYL	2.58516666666667
FTSJ2	0.0796666666666667
APPL1	-1.412875
RAB43	0.0830714285714285
OR10G2	-0.2085
WAC	-0.0448333333333333
ADCY9	-0.23425
RUNDC2B	-0.363
PYCRL	1.5872
AGPAT7	1.056
SLC22A9	0.80475
CDKAL1	0.52
PDYN	0.2834
C20orf74	-2.09125
MTMR11	-0.46275
VAV3	2.58941666666667
DAPL1	-1.9445
STXBP3	0.28575
EIF3G	-0.285
ARHGAP22	-1.96025
NPFFR1	0.872
NPC1	-0.2635
ALDH9A1	1.59233333333333
ZNF600	0.127375
ZNF678	0.518
RASSF1	0.706833333333333
ADD2	-2.99475
PITPNB	-0.2455
PKD2L2	0.9845
LRP11	0.46325
CDKL1	-0.328
SMEK2	-0.27975
PRODH2	-3.57616666666667
C11orf54	-0.507833333333333
SFRS11	-0.740833333333333
IL7	-1.75316666666667
ALS2CR16	-0.27575
BTG3	-1.53716666666667
PAK2	0.0447058823529412
RP11-679B17.1	-0.935
GATA4	-1.80333333333333
ATP2B1	0.0895
LOC130940	0.735
C1orf172	1.17216666666667
ATF7IP2	-1.44025
SLC25A43	-0.210333333333333
CENTG3	0.0635
IGF2BP1	-4.2338
FCHSD1	0.714
CAMK2N2	-0.798833333333333
ELAVL3	0.492222222222222
NBPF15	-0.468
UBE2J2	0.660916666666667
GNL2	-0.2965
PRR3	0.148
NLF2	-0.1275
OR4F6	-0.571
KLHL24	0.0915
CCDC88A	-2.6049
SGPP1	-2.95683333333333
C10orf11	0.612333333333333
SLC35B4	-0.9935
UGT3A2	-0.512
ARNT2	1.6199
CBR1	-3.843125
ITPR3	0.34
TRAPPC6B	-1.00555555555556
AMZ1	2.1275
ARP11	2.28025
WDSUB1	0.3945
APBA1	0.316
RAB2A	0.9152
C6orf162	-0.983875
HPSE2	0.424
PLCE1	-1.9955
INSL3	-0.817
DLG1	0.0241
PTPLA	-4.693
PIGX	0.762875
TFIP11	1.069
FIBIN	2.4905
POLR2G	-0.33975
GRAP2	-1.4812
DNAJB8	-0.222
CNBP	0.3415
WASF1	-2.679
INPP5E	-0.4792
HSPB1	1.939125
TMEM167	-0.6201
CUBN	-0.673666666666667
IGF1	0.7915
ITPK1	0.8055
NAALAD2	-1.57685714285714
G3BP1	-1.1829
NT5DC1	-0.051625
CYP39A1	-0.7065
TMEM139	2.38541666666667
POLK	0.0128888888888889
GLULD1	-0.607666666666667
RBM15	-0.244333333333333
AMZ2	0.43975
GDF15	-0.499666666666667
MESDC2	0.26675
INCA	0.00550000000000002
ACY1L2	-4.428
GZMM	-1.88616666666667
PAIP1	-0.235
CACNA2D1	-0.3285
STK32C	0.402166666666667
SH3BP4	1.37783333333333
DEC1	0.022
PADI1	1.438
UBB	0.3441
PON3	5.1825
PROP1	0.2265
ANKRD13B	1.0545
ADCK1	1.17
TCF25	0.622333333333333
SLC38A5	-2.7145
CXorf26	-1.66816666666667
C19orf39	0.24375
PPP1R13B	-0.589
ARL2	-0.0495
TCL6	0.151333333333333
TOP3A	-0.4685
SLC16A14	1.38375
FXYD6	1.07233333333333
HIST1H4E	-2.071
BBC3	0.178368421052632
UNC5A	0.0873333333333333
FAM86C	0.0502
PI4KB	1.714875
B3GAT1	-4.155
SUSD2	0.402166666666667
OAZ2	0.525333333333333
NOC4L	1.0375
C10orf12	-0.29
FADS1	-3.6125
LOC144097	-0.05225
DKK2	1.86283333333333
KIAA1949	0.05775
RHOT1	0.2738
OXT	0.280833333333333
GPR153	-0.58525
ARL4A	-1.41916666666667
SAAL1	-1.5555
CCDC64	1.477
USE1	0.483666666666667
HNMT	0.963833333333333
PCGF3	-0.9496875
CYP2C19	0.3025
C20orf4	0.2715
CCDC11	0.69425
ACSBG2	-1.0645
RWDD2A	-0.26625
PALLD	1.498375
CPLX4	1.009
LOC492311	-0.7835
KPNA2	-1.52683333333333
MACROD1	0.7446
TMCO3	-0.101333333333333
