Hybridization REF	TCGA-BH-A18H-01A-11R-A12D-07
ZNF434	0.7025
SMARCD1	-1.094
ZFP106	-0.83625
ZNF347	-0.0135
GTF2E1	0.917
RY1	-0.488333333333333
ATAD2B	0.263875
ARHGAP17	-0.657
KCNIP3	-1.53925
SFPQ	0.723125
GFRA4	0.9415
AKR1B10	-3.10775
TIGD6	0.743166666666667
RGS16	2.463375
URB1	-0.481333333333333
OR4C46	-0.52
TOP3B	-0.33625
NFATC4	0.271
CA14	-3.63425
BMPR1A	-0.870833333333333
SNRP70	0.311875
PRL	0.168909090909091
C6orf130	-0.59325
STAG2	-0.05175
CD55	-0.345071428571429
RPS23	1.239
SSX2	-1.23933333333333
FDPSL2A	0.37175
FBXO27	-0.315125
SYNGR3	0.707
TMSL3	2.4435
EML1	-1.782
NUP93	-0.808166666666667
SMAD3	-0.926
KIAA1189	0.1405
HNRPUL2	0.2455
TBC1D12	0.6425
C16orf24	0.85
MRVI1	1.54683333333333
ZNF581	1.4275
ELOVL3	-0.0955
OR51Q1	-0.0446666666666667
CACNB3	-0.212833333333333
GALNT13	-1.74957142857143
C10orf84	0.970875
NEDD4	-0.6076
SPO11	null
OR5AU1	-0.244
NEK4	0.469428571428571
PRKAR2A	-0.265166666666667
IHPK1	-0.603666666666667
ATP6V0B	0.695
CACNA1E	2.982
CEACAM8	0.994333333333333
PEX14	-0.2
FLJ12993	3.6625
ZBTB38	-0.00350000000000002
PCTK2	1.0105
LRRC16	0.1292
FBLIM1	0.820666666666666
FYCO1	0.83
RP5-1022P6.2	-0.4375
CMTM1	0.170166666666667
PLTP	1.05033333333333
RAPH1	1.131125
DOCK8	0.91875
EZH2	-1.54706666666667
SLC25A1	-0.494
PLEKHB1	0.1752
GRB7	0.3052
ZFP37	-2.4705
MRPL33	-0.57125
PELO	-0.186
ARMC1	-0.521727272727273
C9orf27	0.144375
FLJ25778	-0.498
C9orf37	-0.453833333333333
TMEM66	0.349
SPRN	0.223625
HBEGF	1.23675
PI4KA	-0.778
LEPRE1	-1.52075
POU2AF1	0.97675
MRPL12	0.158833333333333
REP15	-0.554
ZC3H3	0.832
RASAL1	0.129
DDAH1	1.16725
ACBD5	0.529375
TMC2	0.4645
CCDC137	0.84375
SAMD13	0.630666666666667
UGT2B15	-2.92116666666667
TIPARP	0.488
DNASE1L3	1.016
TRIM72	0.645666666666667
DBX2	-0.49
IPO8	-0.101
C21orf88	-0.4144
MAP3K14	1.564
LOC51233	0.603333333333333
GGTLA4	-1.756
PDE6D	-0.762
ZNF117	-0.68075
CLK2	-0.54875
NKRF	-0.43875
TNFSF15	0.1934
DUSP2	1.904625
SECISBP2	0.6155
GABRR2	-0.664
PPAP2C	1.78925
LOC51145	0.0035
PAG1	0.030875
PIK3C3	-0.76425
GNG10	0.7575
APOL4	1.635
ANKRD28	-0.522
STMN3	-0.8781
RAB14	0.9883
CDK2AP2	0.94075
HDDC3	-0.358875
COMMD7	0.84125
CXXC1	0.30425
HMCN1	-1.0925
CD40	1.79125
DYNC1LI2	0.027625
GDI1	0.48875
LOC646938	-0.33725
VSNL1	-3.176
PIH1D1	2.10583333333333
RAET1G	-0.6275
KRTAP5-9	0.634
EFTUD2	-0.81975
ZNF311	0.0223333333333333
ATP6V1G3	-0.207
OR2W3	1.24625
SCN4A	0.2115
MED10	-0.309375
FAM135A	-1.5582
ARHGAP4	-0.1665
EHMT2	-0.38975
UFD1L	-0.7175
ERMP1	-0.563
MAG1	-0.0388333333333333
THAP8	-0.582
HACE1	-1.77933333333333
FAM82C	0.0351666666666667
C3orf20	-0.3525
UNC84A	-1.02433333333333
SCD5	-0.417909090909091
LASS6	1.8735
LSG1	0.743583333333333
MAL	-4.04675
GPR22	-0.00800000000000001
WDR5B	0.7855
ACTRT1	-0.046
C17orf60	-0.323666666666667
GRIN2C	0.0877000000000001
ARMC8	-0.536333333333333
SLC47A1	-3.14816666666667
DMPK	-0.76675
DHRS13	0.156
SMC1A	-0.359333333333333
KRTAP17-1	0.1385
SMYD5	-0.864
TUSC2	0.78975
CRHR2	0.09
KIR3DL2	0.16
CCDC104	0.01375
ATP2C1	-0.040625
CROT	-0.23775
PABPC3	0.0671666666666667
EGR1	-0.136166666666667
THSD1	-0.099
KHK	-1.7505
SLC12A2	1.2359375
CD58	-0.53925
STOX2	-2.6225
CCDC76	-0.2877
CCDC48	4.272
DNAH1	0.955666666666667
ZIC4	-0.082875
OR1G1	0.073
PSMC6	-0.742666666666667
PROKR1	0.741
ABCB1	0.141875
TRAT1	0.8995
LLGL1	0.0115
MTF1	1.84575
USP54	0.59875
PAGE2B	-0.6685
ITGB7	-3.26925
CCDC81	0.099
LOC149837	-0.50875
SCUBE1	1.5025
ZSCAN10	2.631
HUWE1	-0.0583571428571429
CDH17	0.0479999999999999
CD180	0.0275
IL17A	0.19175
TMPO	-1.807875
KIAA1524	-1.42083333333333
HDGFRP3	-0.129
OXCT1	-2.45545454545455
RRAS2	-1.39833333333333
LTBP2	2.2679375
SV2B	1.51116666666667
CYP2A6	0.5885
PKD1L2	-0.8065
PPM1M	1.03975
FLJ22662	1.0785
ZNF502	1.94475
GP6	-0.12925
CRYBA2	-1.277
LEF1	-2.0801
CTPS	-1.73328571428571
EYA1	-3.63933333333333
EPS8L1	3.68125
MAPK14	-0.826166666666667
SERPINB2	-5.403125
GTF2F2	-0.697166666666667
ZNHIT4	0.0255
PLA1A	1.561875
C20orf114	1.8065
HPR	-4.7105
C18orf2	-4.6054
SATB2	-2.42675
KCNJ9	0.079
MGC157906	0.4805
MOCS3	-0.32125
C17orf71	-0.281166666666667
PPHLN1	-0.0296
HIST1H2BN	-0.180875
RAPGEF1	0.558625
MAP3K8	0.53325
DLG4	0.596333333333333
STC1	0.685916666666667
CDGAP	1.20725
DDX26B	-1.36225
LOC150223	-2.0635
CPSF3	-1.75683333333333
TMEM14A	-0.19475
MYH3	-1.45725
GPKOW	0.02875
SULT1A1	1.3585
SPON1	2.2597
YY1AP1	-0.156666666666667
RAB23	-0.92225
PLA2G4A	-4.984
MAPRE3	-0.713333333333333
ZNF516	-0.0782142857142857
GGPS1	1.29975
EXOC3L2	0.6885
C19orf42	0.4182
MAP2K2	0.746666666666667
HIST1H2BB	0.57475
RNF19B	1.13733333333333
C6orf128	-0.0425
TLR8	3.01025
PCDHA9	-1.211
CARS2	0.012375
CLUL1	1.08316666666667
RHAG	-4.16083333333333
UNK	-0.3765
EXOC8	0.7598
C9orf95	1.33725
C14orf143	-0.370333333333333
MAML3	0.513428571428571
LDHA	-1.42025
MRPL20	0.702125
KLHDC6	0.413333333333333
ATP5S	-0.7715
C8orf55	0.93925
PHF19	-1.963375
KRTAP13-4	0.058
TTC5	-1.20125
XKR5	-0.614
SILV	-4.622
TEX28	0.746
TCTN1	1.24325
CX40.1	0.25725
PPP2R5C	-0.58025
C12orf30	-1.46316666666667
CAPG	2.4795
MPZL1	0.3059
ARSB	-1.42416666666667
TDH	-1.1405
WASF4	1.6775
TSSK3	-1.18933333333333
7A5	2.2735
CRISPLD1	-0.44675
MAD1L1	-0.274833333333333
SPIN4	-0.9035
AMPD1	0.5475
DPYSL5	-0.3565
INPP1	-0.142833333333333
ANKRD11	-0.0806666666666667
NPAS4	-0.2355
GCET2	0.1157
RNASE9	0.3085
GUCY2D	0.372666666666667
CCDC98	-1.40725
FGF4	-0.3545
CPM	-0.519833333333333
SLC26A4	-0.834
PLD5	0.15475
FAM59A	-1.3647
FBXO5	-2.44655555555556
SIPA1L1	0.22975
DPYS	0.6975
ATG4D	0.36175
TGM3	-0.26
MTCH1	-0.04775
HK1	0.738846153846154
CDC26	0.323
GALNT12	-2.918
LOC339229	0.2105
MRPL35	-0.4425
ORC4L	-0.82925
TNKS	-1.19292857142857
C2orf24	1.05933333333333
ZNF553	0.489666666666667
GGTLA1	2.752
ZNF497	1.494
CDY1B	0.178333333333333
SLC30A4	0.24075
TUB	-1.84925
ARHGEF18	-0.18675
ARRB1	1.858
KCNK1	-3.427375
EREG	-2.2481
SCAMP5	-1.005
RUNDC3B	1.3815
ADAMTS20	-0.1435
IL17RB	-1.338875
FLJ20323	-0.84075
MCAM	0.7395
POLR3E	-0.496416666666667
AQR	0.211833333333333
IPMK	0.667
CDCA7	-4.734375
CAMP	-0.90125
GRHL3	0.60975
ADAMTSL2	0.716166666666667
CLMN	1.20683333333333
SSTR3	0.5395
MAGEA5	-1.74633333333333
OVOL2	2.79725
JMJD1B	-0.62325
RBL2	0.6299
PYGO2	0.7255
PPP1R10	0.474666666666667
CSE1L	-1.2035
LCA5	-0.695
RDH16	1.3595
ASRGL1	-2.38025
TOM1	0.699
PTX3	-4.94225
TTC15	-0.10425
SCGB3A1	2.1755
MRPL50	-0.00949999999999999
RCAN3	0.933625
SLC26A11	1.2435
STYX	-0.563333333333333
CINP	-0.21725
MARCH7	-0.641
PFKM	-2.67466666666667
SGMS1	0.417
RIOK3	-0.4879
C1orf110	0.8565
CES7	0.2875
LOC440248	-1.62975
PPP1R12C	1.84975
C10orf27	0.756
ATG9A	-0.0255
MRPS26	-0.302375
TMEM40	0.68525
ELP3	-1.1542
ZNF787	2.6715
HIAT1	0.061375
C8orf34	0.6155
MGC4655	0.204
PELI1	-0.127
PPT1	-0.186
SLC35C2	0.713166666666667
C6orf125	-0.87925
MUC4	-0.483
RFC4	-2.35671428571429
GNB2	0.611166666666667
NUP50	0.0626428571428571
SULT4A1	-0.9002
C7	2.889625
CCDC130	0.258
ARRDC4	4.68825
RQCD1	-0.34725
GLYCTK	-0.82875
AYTL2	-1.71281818181818
MTUS1	-0.0157
LEMD3	0.0133333333333333
PLEKHF2	1.64425
HOXA7	-0.996875
GTF3C2	-1.135
DYNLRB2	2.32525
CNOT10	-0.461
MR1	0.176333333333333
FFAR1	0.134
PRIC285	0.6455
SLITRK6	2.55575
LIX1	-2.69022222222222
UBE1L2	0.0905
F8	0.760125
ACHE	1.01216666666667
KPNA5	-1.24575
TNFRSF12A	0.385833333333333
EGR3	0.4875
SERPIND1	-3.99916666666667
OASL	3.40525
IFRD1	-2.200125
WDFY1	-0.737666666666667
ZNF267	-0.08225
ACCN5	-0.1215
ZBTB6	0.8635
PPP1R3A	0.4845
PRRT3	-0.30275
FBXL19	-0.5035
TXNIP	0.781785714285714
ACTN2	-1.6595
ATG9B	-0.101625
C9orf117	0.90625
IL27	0.7885
RPL36AL	0.403166666666667
KLK15	0.56125
CHAD	2.0615
RAP2B	0.2422
HEBP2	1.42
ZNF342	0.9575
CAMK2G	-0.997166666666667
TLR3	1.5125
FGF14	0.469
HMGB2	-1.409625
TRPM5	-0.448
OR5M11	0.207
KIF3B	0.717526315789474
PRICKLE2	-0.993
MTMR9	-0.87025
C3orf27	0.157
GLRA3	-1.52866666666667
NSDHL	0.1935
TMEM32	-0.00949999999999999
POLR2D	-0.27375
MYADML	0.501
C9orf114	0.743
MRGPRX1	0.7395
TOPORS	0.465
CLDN19	-0.299
C1QL4	-0.144
RNF165	-3.019
DHRS9	1.45425
DNAH2	-0.906166666666667
FXR1	-1.00783333333333
ZMYM3	-0.589375
CASP3	0.509
FAM120C	0.026125
SCLY	-2.11125
CA7	0.2605
ENTPD5	0.310666666666667
ZNF461	-0.509125
PDIA5	0.3795
C1orf19	-0.7485
TMEM67	-1.25425
KCTD20	-0.62375
WDR47	0.3955
FLJ38723	3.9075
KLRF1	0.193666666666667
TAS2R16	-0.028
CLDN12	-0.403
PRKCE	-0.981
UBXD4	-1.71375
ITGAM	2.501
GLT8D3	-0.620875
WDR31	0.8824
RGS2	1.09125
OR51L1	0.5475
MST1R	0.6855
KIAA1737	0.3545
OR4A5	1.275
GLIS1	-2.11216666666667
PTMA	0.0516428571428572
NAPA	1.818
PRDM11	-0.17775
LIPF	0.941
DIRAS3	2.28625
ASGR2	-3.8485
C1QTNF4	1.4475
PIK3R4	-0.0688333333333333
ARMC3	3.9025
NDUFV3	-0.4705
BTBD3	-1.632
PPP1R2	0.593
UBE2NL	0.251
FOSL2	1.70842857142857
FAM119A	-1.004
TUBA4A	-0.7567
KRTAP12-1	-0.349
SFRS2	-0.69775
RHPN1	0.5818
EEF2	-0.1315
ZDHHC11	-0.0985
EPHA3	-1.1706
RBM12	-0.0335
H2AFJ	0.731916666666667
EDIL3	1.9625
KIF26A	-1.896
SERGEF	-0.27825
B3GALT4	2.18025
LOC90925	4.60516666666667
OSCAR	0.35
NPFF	0.808875
DEDD	0.107875
TMEM155	-0.337285714285714
PTPN1	0.8425
SCYL2	0.389333333333333
SKAP1	3.123
LEAP2	-1.45983333333333
GADD45G	3.4908
IFITM3	1.35175
PILRB	-0.311333333333333
SLU7	0.00706249999999997
DSC3	-0.37325
DNMT3L	-2.01675
PAPD5	1.707125
B3GNT3	0.3825
LHCGR	1.1865
MSL-1	0.012
UBE2S	-0.3275
SAP130	-1.0445
ANAPC11	0.88875
MAGED4B	-3.3625
ATP6V1B2	0.0811666666666667
C14orf179	1.01975
CAPZA1	0.633875
CDYL2	-0.301
GLRX3	-0.966666666666667
LOC136288	-0.433
MOBKL1A	-0.261
HTR2B	2.05475
CRYGD	-0.193666666666667
NUS1	-1.09683333333333
PGRMC1	-0.1675
MYOM2	0.12075
FLJ39653	-2.116
CHM	0.1127
OR5M8	0.417
ZNF619	-0.7895
FAM105A	0.96925
CCNL1	-0.57275
NAP1L3	-1.20525
C10orf57	2.282
B3GALNT1	0.0995
CSN1S2A	-0.8155
TCP10L	0.5615
GDAP2	-0.07475
DMKN	-0.948166666666667
COX6B1	0.176
DNASE2	1.09066666666667
MSH5	-1.967
LGMN	-0.209875
USP31	-0.3657
OR13C8	0.8995
SDCBP	-0.2938
NUDT11	-3.34783333333333
PYGL	-2.77283333333333
SNPH	-0.824166666666667
B3GNT4	-0.348
MIZF	-0.8232
NUBPL	0.207
NOD1	0.0801666666666666
CDH22	0.47275
NUBP1	0.5655
DSCAM	-3.99
DGKI	-0.461
FAM136A	-1.096
AKAP1	0.499166666666667
SLC16A6	1.047
RIN3	0.72525
PSG2	0.5355
DIP2B	-1.18825
PSORS1C1	-0.578777777777778
KIAA0495	-0.1975
FLJ90709	-0.528333333333333
LPA	-0.159166666666667
PIGA	-0.388
LY75	2.289
UTS2	-5.38216666666667
RREB1	0.469
GALNACT-2	0.2424
MGC3196	-0.76075
FLJ31568	-0.5055
LPHN1	-0.99575
SP1	1.41025
TOX4	-0.163666666666667
HSPA9	-0.311
APOBEC1	0.658
SLC35E4	-0.482
LSM5	-1.14475
SURF1	1.07275
ZBTB1	0.436916666666667
GTF2F1	0.201125
RPS15A	-0.3705
DUSP21	-0.827666666666667
GINS4	-3.71733333333333
MYO15A	-0.903666666666667
GIMAP7	4.774
MGC13379	0.39
ATP6V1E2	-2.39883333333333
UTP3	0.01225
HNRPA3	-0.4386875
MT4	-0.5435
C14orf155	0.72525
U1SNRNPBP	0.7795
CKLF	-0.9365
PLEKHN1	0.510333333333333
MBNL1	0.202416666666667
NUP160	-1.5565
ACSM2A	-0.94975
LOC129881	2.07425
KIAA1529	-1.00025
FLJ22639	-1.50775
HAND1	-0.6765
GSX1	0.5145
FGA	-3.72673333333333
SERPINB1	0.40675
ZNF642	-0.29975
IGFBP1	-8.442
SLC1A1	2.512125
DHX57	-1.01042857142857
ZNF766	0.432
PTPN21	0.00833333333333333
GDPD3	0.494166666666667
PNPLA5	0.356
TBR1	-0.0323333333333333
FAM116A	-0.168
IQGAP1	0.232875
FOS	-0.44825
ZNF226	0.373
FIGNL1	-1.75783333333333
C14orf1	0.671333333333333
ZMYND17	-0.2725
PUS7	-1.65683333333333
TUBB6	0.06725
KCNQ2	-1.43175
MARCH6	-0.18175
CCDC33	0.1525
PRODH	-0.9645
RBM11	1.32325
EPHA6	0.386571428571429
SLC43A1	0.79425
LOC196541	0.185571428571429
NTN1	1.038
ING4	-0.11425
PCDHB10	-0.76375
DPH2	-0.596166666666667
SPACA4	0.72
FBXL21	-4.788
DIAPH1	0.372166666666667
ZNF71	0.456
CEP76	-1.6385
CORO1A	1.10775
RRM2	-3.90775
EDG4	1.48025
OS9	1.86183333333333
SLC4A1AP	-0.57525
COG5	-1.06575
COPS8	-0.37875
NGLY1	-0.2105
NCBP2	0.1155
C17orf42	-0.939333333333333
GPSM3	1.2815
SIL1	0.961333333333333
ASB6	0.32025
SMAD5OS	0.796166666666667
UNC93A	-3.129875
A1BG	1.70966666666667
C21orf62	0.58525
FMO5	-0.996583333333333
ATRIP	1.49133333333333
CEBPG	0.0175
C7orf38	-0.882166666666667
TNFRSF1B	2.823
CLEC1A	1.38966666666667
IQSEC1	0.832375
PATZ1	0.7764
RBM22	1.540875
BAG2	-1.91616666666667
PAQR5	-2.2915
C9orf127	0.1413
THNSL1	-1.71625
SHROOM3	3.0397
JAM2	0.89075
SNRPN	-3.017
ALX4	0.154
CACNA1S	-0.4805
FAM130A1	-0.541
CORIN	1.322
CD300LB	1.033
PLEKHG6	0.976
LRRC40	-1.37275
PCLKC	-0.72325
PCDHB16	-1.16933333333333
WNT2B	0.6185
ASNS	-2.73055555555556
MRPL49	0.488375
FLJ46111	0.239
ISG20	1.538
SMU1	-0.466833333333333
CASZ1	0.412
POLR1D	-0.84625
GIN1	-0.4015
SNAG1	-0.199833333333333
ANKRD29	-0.41725
CDKN2AIP	0.653
KRR1	0.6965
CXCL1	-2.54016666666667
EPM2A	-0.2967
PC	-0.666833333333333
DEFB127	-0.132
PDZRN4	1.06116666666667
FAH	0.2395
OR51E1	1.491
CDC2L6	-0.8975
DNTTIP1	-0.377
PAX8	-0.63775
TMEM116	-0.9835
C1orf150	1.1815
PRO2012	1.40825
MRPL40	-0.6035
BEX1	-4.3453
SLC2A4	-0.809333333333333
PKMYT1	-0.6825
FEZF2	0.163
SLC26A9	-1.214
MAP2	0.0609999999999999
LYL1	-0.6895
SLC25A19	-0.1025
NOS3	1.4475
ZNF34	0.901166666666667
TMPRSS11F	0.387333333333333
FAM43A	0.96925
FCRL4	1.56616666666667
KLF14	0.107
FLRT2	-1.88433333333333
WRN	-2.1385
SDF2	0.5336
KRT8P12	0.7265
C6orf195	-0.4365
C9orf125	-2.369
DZIP3	-0.688
RIT1	-0.455583333333333
SCML1	-0.6125
RHBDF2	0.11025
OR2G3	0.621
REXO1L1	1.4415
MAP3K7IP3	0.21775
C3orf57	-7.453
FBXW11	-0.707666666666667
ETAA1	-0.87725
C14orf131	-0.4532
AKT1S1	2.52275
SLC12A5	-1.07175
C9orf164	2.01725
NRIP3	0.962375
NOS1AP	0.214
TMEM121	-0.0955
SAP30BP	0.5673
DGCR6	0.7475
WDR76	-1.48425
FAM82B	-0.649166666666667
LOC606495	-0.97
MAP9	1.43158333333333
BCDIN3D	0.20475
CXorf36	3.48883333333333
DSCR3	-0.8965
ZFAND3	0.5655
C7orf43	0.726666666666667
SPSB3	1.5276
C19orf19	0.431
FAM133A	-3.408
C12orf25	-0.23225
SLC39A3	0.080625
DISP2	-2.7555
PI4KAP2	-1.914
MKRN3	-0.8645
ADAMTS13	-0.445125
CBLN3	0.2553
TTYH1	-1.194
C3orf18	0.38475
FLJ13236	-1.167
ZMYND12	1.11275
C18orf25	-0.45525
GLB1L3	-0.466
ATP13A5	0.587
RANBP10	0.299
CD96	0.7048
DENND1C	0.9465
RBMS3	0.5428
SLC41A3	-0.764166666666667
DGCR6L	1.1545
TMEM128	0.391666666666667
CSNK1G3	0.159642857142857
MOBKL2C	1.325375
TSPAN6	-2.283625
MATN2	-0.9256
MSL2L1	0.979333333333333
ST6GALNAC2	1.652
FGFBP2	-0.04225
FGL1	-6.55066666666667
MPP3	-0.676166666666667
ARHGEF6	0.198833333333333
TGFBR2	0.297375
ACMSD	-1.41325
IL33	4.01275
C9orf5	-0.06525
DEAF1	0.8255
AMN	0.1995
DEFA6	0.1515
RNF212	-0.30625
METT5D1	0.1625
CIB1	1.3817
TSSK1B	-0.1185
KIAA1727	0.78475
ZNF680	-1.01408333333333
LOC399900	-1.275
LOC152217	0.337083333333333
CTNNAL1	-2.5705
CIT	-3.00025
TLE6	-0.02625
ZNF607	-0.126
HERC4	-1.1935
DRAP1	-0.0844
PEMT	-1.00925
C10orf111	0.186
ZNF575	1.457125
KCTD7	-0.444
MYO1F	1.49
LOC285382	-1.45175
RAB11A	1.0822
PLCD3	-0.07575
C15orf28	-0.31525
PTBP2	-0.743875
CTB-1048E9.5	-0.08925
C19orf60	0.5435
C7orf25	-0.645166666666667
SETD7	0.46
HOXB9	-4.89
VANGL1	0.365125
CHAF1B	-2.225
NDUFA3	2.11225
KIAA1328	-0.738
SHARPIN	1.307
TTC23	-0.738125
UGP2	-0.40525
ANKIB1	-0.2235
CIRBP	0.970857142857143
SEC14L4	-3.2455
OVCH1	0.13025
VPS52	0.15775
FAT	-1.58325
M6PRBP1	0.7335
GPRIN3	0.8095
PPM1F	0.851166666666667
TSR1	-0.78625
CCDC85A	0.093
PCSK5	1.2655
ZFHX3	-0.7465
HEMK1	0.1738
PGBD2	-0.843
RSRC2	-0.409833333333333
AURKC	0.628
SCRIB	-0.05375
ORM2	-4.8745
FAM115A	0.0739
FZD6	-0.64725
UNC119	-0.520333333333333
GPX3	-0.9237
NOV	-0.878875
CABC1	-0.37675
CDC42SE2	1.0119375
EIF2S2	-0.9702
RNF130	0.618875
CKAP5	-0.703666666666667
RP11-413M3.2	2.153
C10orf18	0.1533
TMEM93	-0.2815
DYX1C1	0.67575
KCNMB2	-1.86971428571429
ANK3	2.249
KRT5	-0.1215
CDH12	-1.91725
QRSL1	-0.927625
JUB	-2.99425
SHC4	-2.784125
CCL15	1.61983333333333
CCDC22	0.4675
SNX24	0.06425
RARS	-0.1815
MORC2	0.018125
FAM48A	-0.5845
MT1H	-1.0795
PPP1R14C	-3.10933333333333
FOXD1	-2.38378571428571
C1orf213	-2.15
AMT	-1.1845
DSN1	-0.96525
PTPLAD2	2.57325
DIS3L	-0.86125
RASL11A	0.7415
GPRC5B	-0.104285714285714
FRMD7	-0.5835
STRN4	-0.265
KITLG	2.59540909090909
HDGF	0.56
OR1S1	0.3625
SETX	0.5082
DDR2	-1.390375
KCTD12	1.985
LYZL2	-0.43775
WDR52	2.307
TMEM2	1.500875
ZNF579	2.57783333333333
LOC200810	0.838
TNFSF9	-1.362625
PPFIA4	-4.357
CNIH3	-0.381833333333333
MAP4K4	-1.64328571428571
ROD1	0.317928571428571
ALS2CR12	-0.3795
DOCK3	-1.21383333333333
PAQR9	-5.41475
ASB17	0.647333333333333
STX16	-1.00975
FEZ2	-0.0711666666666667
DLAT	-1.10733333333333
KIF21B	-0.503333333333333
CDC5L	-0.229
TMEM119	0.669
CRIP3	-1.40225
TPSD1	-0.103833333333333
TEPP	0.83
GNGT2	1.302
C21orf121	0.00674999999999999
WNK1	-1.04425
FLJ10490	1.3625
OR51B5	-2.3525
LOC203547	-0.548
HAS1	1.86
PPA1	0.310666666666667
ST7	-0.6755
C11orf46	0.3782
POPDC3	-4.54566666666667
ACOX2	-0.725166666666667
ATCAY	-0.489583333333333
TM4SF19	-0.73075
MFSD9	-0.572833333333333
PDHB	-0.7025
ERN1	0.53
LCE3C	-0.3675
GPR111	-1.271
NOTCH3	1.76283333333333
ADAMTS5	1.22725
B3GALT1	-1.3235
UGCGL1	-0.219
FAM58A	0.361333333333333
FBXO32	0.94375
CLPP	-0.52025
NXPH1	-1.379
MTMR3	0.251666666666667
ATP1B3	0.1035
TMEM16A	3.66625
HIST1H3F	0.109166666666667
TRIM25	0.269833333333333
SDCBP2	1.097
CRKL	-0.947375
HOXB2	-1.30333333333333
ANP32B	-0.063125
GATM	2.2715
AP4E1	-0.070375
EDG5	0.2335
CDKN3	-2.5355
CDH4	-2.25075
PGD	0.892666666666667
RND1	1.313
GAD1	-3.3134
MPG	0.566125
LOC440350	-0.0265
ZNF133	-0.787
SERPINB12	0.216
AMELY	-0.2114
DHX36	-0.991
TNFAIP8L2	2.4205
PHTF2	-0.938944444444444
CCDC112	-0.6685
IQCC	-0.6405
HEYL	3.29
FTSJ2	-0.237666666666667
APPL1	0.9645
RAB43	0.501142857142857
OR10G2	-0.0505
WAC	0.663666666666667
ADCY9	1.531375
RUNDC2B	0.786333333333333
PYCRL	1.6773
AGPAT7	-0.936166666666667
SLC22A9	-1.16875
CDKAL1	-0.5385
PDYN	-0.2225
C20orf74	0.1035
MTMR11	-0.0975
VAV3	4.404
DAPL1	-2.23925
STXBP3	0.29425
EIF3G	-0.32575
ARHGAP22	0.7705
NPFFR1	0.2135
NPC1	-0.420833333333333
ALDH9A1	0.646333333333333
ZNF600	2.2215
ZNF678	-0.586833333333333
RASSF1	0.862916666666667
ADD2	-2.375875
PITPNB	0.266125
PKD2L2	0.156625
LRP11	-1.43625
CDKL1	-0.40575
SMEK2	-0.0415
PRODH2	-3.544
C11orf54	-0.847833333333333
SFRS11	-0.327333333333333
IL7	1.424
ALS2CR16	1.23475
BTG3	-0.941333333333333
PAK2	-0.183611111111111
RP11-679B17.1	-1.492
GATA4	-2.49166666666667
ATP2B1	-0.53725
LOC130940	0.753
C1orf172	1.977
ATF7IP2	-0.5615
SLC25A43	-1.398
CENTG3	1.10633333333333
IGF2BP1	-4.7313
FCHSD1	0.4495
CAMK2N2	2.65333333333333
ELAVL3	-0.0805555555555555
NBPF15	0.727
UBE2J2	0.261333333333333
GNL2	-0.05475
PRR3	-0.336
NLF2	2.1565
OR4F6	-0.00800000000000001
KLHL24	-0.173666666666667
CCDC88A	-1.5262
SGPP1	-0.497
C10orf11	1.55166666666667
SLC35B4	-1.63966666666667
UGT3A2	-0.9035
ARNT2	1.9438
CBR1	-1.662625
ITPR3	-0.159833333333333
TRAPPC6B	-0.3973
AMZ1	-0.372
ARP11	0.3455
WDSUB1	-0.97025
APBA1	0.327
RAB2A	0.7342
C6orf162	-0.541125
HPSE2	0.149
PLCE1	0.688
INSL3	0.711
DLG1	-0.445
PTPLA	-4.228
PIGX	0.034875
TFIP11	0.4295
FIBIN	1.5105
POLR2G	-0.37325
GRAP2	-0.8772
DNAJB8	0.5275
CNBP	0.304
WASF1	-3.84575
INPP5E	-0.0361
HSPB1	1.820625
TMEM167	-0.00660000000000001
CUBN	-0.1895
IGF1	3.0951875
ITPK1	-0.16
NAALAD2	-1.757875
G3BP1	1.2542
NT5DC1	-0.413875
CYP39A1	-1.0405
TMEM139	-0.163833333333333
POLK	-0.7316
GLULD1	-1.545
RBM15	-0.0911666666666667
AMZ2	-0.0785
GDF15	-2.05083333333333
MESDC2	-0.134
INCA	0.750833333333333
ACY1L2	-1.707
GZMM	1.53466666666667
PAIP1	0.083
CACNA2D1	0.1
STK32C	-1.52533333333333
SH3BP4	0.4905
DEC1	-0.6655
PADI1	0.123
UBB	0.226
PON3	-2.84066666666667
PROP1	0.763
ANKRD13B	-0.7255
ADCK1	-0.15475
TCF25	0.75
SLC38A5	-1.87775
CXorf26	1.5455
C19orf39	-0.074
PPP1R13B	0.386
ARL2	-0.8325
TCL6	0.403333333333333
TOP3A	-0.589
SLC16A14	0.252625
FXYD6	1.43433333333333
HIST1H4E	-0.6565
BBC3	1.39036842105263
UNC5A	0.508666666666667
FAM86C	-0.1881
PI4KB	0.807
B3GAT1	-3.3975
SUSD2	1.13766666666667
OAZ2	-0.214166666666667
NOC4L	-0.03925
C10orf12	-1.232
FADS1	-2.4795
LOC144097	-0.56075
DKK2	1.38633333333333
KIAA1949	-0.155
RHOT1	-0.7542
OXT	0.988333333333333
GPR153	2.4095
ARL4A	-1.38283333333333
SAAL1	-1.457
CCDC64	0.1485
USE1	-0.733333333333333
HNMT	-0.494333333333333
PCGF3	0.50725
CYP2C19	0.58475
C20orf4	0.411
CCDC11	1.793
ACSBG2	0.04075
RWDD2A	0.36525
PALLD	2.51775
