Hybridization REF	TCGA-BH-A1ET-11B-23R-A137-07
ARHGAP17	0.2728
KCNIP3	-0.50975
SFPQ	-0.10175
GFRA4	0.6285
AKR1B10	-3.907625
TIGD6	0.568333333333333
RGS16	2.702
URB1	-1.0785
OR4C46	0.930833333333333
TOP3B	-0.8195
NFATC4	0.2665
CA14	-4.17425
BMPR1A	0.241166666666667
SNRP70	-0.96725
PRL	0.338727272727273
C6orf130	0.02275
STAG2	-0.46425
CD55	-0.514285714285714
RPS23	0.995833333333333
SSX2	-2.07383333333333
FDPSL2A	-0.6345
FBXO27	0.239375
SYNGR3	-1.96816666666667
TMSL3	2.056
EML1	-0.2185
NUP93	-1.44041666666667
SMAD3	-0.3206
KIAA1189	-0.584666666666667
HNRPUL2	-0.588
TBC1D12	0.929666666666667
C16orf24	-0.2245
MRVI1	2.11516666666667
ZNF581	-0.352
ELOVL3	1.239
OR51Q1	0.4395
CACNB3	0.1965
GALNT13	-0.392125
C10orf84	0.9641875
NEDD4	0.1938
SPO11	0.644
OR5AU1	0.2685
NEK4	-0.221785714285714
PRKAR2A	-1.26583333333333
IHPK1	-0.0723333333333333
ATP6V0B	-0.794625
CACNA1E	1.081
CEACAM8	-0.737333333333333
PEX14	0.239
FLJ12993	0.426
ZBTB38	-0.128083333333333
PCTK2	0.482
LRRC16	0.9096
FBLIM1	0.473
FYCO1	1.5805
RP5-1022P6.2	0.430083333333333
CMTM1	-0.172
PLTP	1.78666666666667
RAPH1	1.020125
DOCK8	1.129375
EZH2	-2.92926666666667
SLC25A1	-0.735833333333333
PLEKHB1	0.495
GRB7	1.1031
ZFP37	0.81775
MRPL33	0.028
PELO	-0.1435
ARMC1	-0.757636363636364
C9orf27	-0.25325
FLJ25778	-0.2235
C9orf37	-0.911166666666667
TMEM66	1.0635
SPRN	-0.0805
HBEGF	1.828
PI4KA	-0.7635
LEPRE1	-1.28975
POU2AF1	-1.82025
MRPL12	-1.2605
REP15	1.1475
ZC3H3	-0.18525
RASAL1	-0.70075
DDAH1	0.66125
ACBD5	-0.018875
TMC2	-0.0765
CCDC137	-1.42675
SAMD13	1.03166666666667
UGT2B15	-0.996666666666667
TIPARP	0.85375
DNASE1L3	4.91325
TRIM72	-0.114833333333333
DBX2	2.96075
IPO8	-0.97625
C21orf88	-0.2728
MAP3K14	0.77125
LOC51233	0.163666666666667
GGTLA4	-0.84325
PDE6D	-0.426
ZNF117	0.012
CLK2	-0.64075
NKRF	-0.80575
TNFSF15	-0.2495
DUSP2	0.599375
SECISBP2	0.1248
GABRR2	-0.9445
PPAP2C	1.354
LOC51145	0.2135
PAG1	-0.035875
PIK3C3	0.18325
GNG10	0.1005
APOL4	0.257166666666667
ANKRD28	-0.805625
STMN3	-1.1939
RAB14	0.7693
CDK2AP2	-0.79075
HDDC3	0.271
COMMD7	0.030625
CXXC1	-0.03125
HMCN1	-0.013
CD40	1.56425
DYNC1LI2	0.4836875
GDI1	-0.503
LOC646938	0.08575
VSNL1	-0.566
PIH1D1	-0.473166666666667
RAET1G	0.199
KRTAP5-9	-0.247
EFTUD2	-1.08
ZNF311	-0.590166666666667
ATP6V1G3	0.42175
OR2W3	-0.1345
SCN4A	2.269
MED10	-0.704
FAM135A	0.4924
ARHGAP4	-0.6605
EHMT2	-1.233375
UFD1L	-0.6975
ERMP1	-1.079
MAG1	-0.437
THAP8	0.00183333333333334
HACE1	0.651
FAM82C	0.0411666666666667
C3orf20	0.5165
UNC84A	0.298833333333333
SCD5	-0.0747142857142857
LASS6	-0.134375
LSG1	-0.522583333333333
MAL	-4.28975
GPR22	-0.7595
WDR5B	1.413
ACTRT1	-1.0265
C17orf60	0.2205
GRIN2C	0.4733
ARMC8	0.026
SLC47A1	-1.73533333333333
DMPK	0.10875
DHRS13	-1.01383333333333
SMC1A	-0.841166666666667
KRTAP17-1	0.519
SMYD5	-1.121
TUSC2	0.342375
CRHR2	0.3345
KIR3DL2	0.143
CCDC104	0.89425
ATP2C1	0.179125
CROT	0.483
PABPC3	-1.36516666666667
EGR1	5.06483333333333
THSD1	2.623
KHK	-1.41275
SLC12A2	1.315125
CD58	-0.22825
STOX2	1.23883333333333
CCDC76	0.0373
CCDC48	5.07225
DNAH1	1.022
ZIC4	-0.55375
OR1G1	0.13
PSMC6	-0.299666666666667
PROKR1	0.4365
ABCB1	1.418125
TRAT1	-1.166
LLGL1	-0.363
MTF1	0.3175
USP54	0.509625
PAGE2B	-1.7995
ITGB7	-4.0195
CCDC81	-0.4165
LOC149837	0.238
SCUBE1	1.153
ZSCAN10	0.584
HUWE1	-0.717142857142857
CDH17	-0.111
CD180	0.0765
IL17A	-0.062
TMPO	-2.10775
KIAA1524	-2.43816666666667
HDGFRP3	0.165833333333333
OXCT1	-0.154181818181818
RRAS2	-0.0636666666666667
LTBP2	3.3868125
SV2B	4.00083333333333
CYP2A6	1.657625
PKD1L2	0.536333333333333
PPM1M	0.99175
FLJ22662	2.69133333333333
ZNF502	2.7025
GP6	-1.00875
CRYBA2	-1.96125
LEF1	-3.4155
CTPS	-2.94414285714286
EYA1	-2.05516666666667
EPS8L1	0.24525
MAPK14	-0.7835
SERPINB2	-5.452125
GTF2F2	-0.141333333333333
ZNHIT4	-0.6005
PLA1A	0.816375
C20orf114	2.90525
HPR	-3.748
C18orf2	-4.28066666666667
SATB2	-1.8315
KCNJ9	-0.093125
MGC157906	0.539
MOCS3	-0.65375
C17orf71	-0.466666666666667
PPHLN1	-0.2915
HIST1H2BN	-1.76
RAPGEF1	0.0965
MAP3K8	2.4005
DLG4	0.267
STC1	0.932
CDGAP	2.35325
DDX26B	0.51175
LOC150223	-2.50575
CPSF3	-1.08333333333333
TMEM14A	0.03625
MYH3	0.68625
GPKOW	0.057
SULT1A1	-0.0978333333333333
SPON1	3.4845
YY1AP1	-0.234333333333333
RAB23	-0.55675
PLA2G4A	-1.8715
MAPRE3	-0.19325
ZNF516	0.801857142857143
GGPS1	0.491
EXOC3L2	-0.0495
C19orf42	0.562
MAP2K2	-0.624333333333333
HIST1H2BB	-1.309
RNF19B	0.292666666666667
C6orf128	0.00183333333333333
TLR8	2.354
PCDHA9	0.291
CARS2	-0.1105
CLUL1	2.624
RHAG	-4.3785
UNK	0.0885
EXOC8	0.8921
C9orf95	1.812
C14orf143	-0.551333333333333
MAML3	0.316
LDHA	-2.50075
MRPL20	0.178
KLHDC6	2.29416666666667
ATP5S	0.129666666666667
C8orf55	-0.348
PHF19	-2.539125
KRTAP13-4	1.2375
TTC5	-0.3695
XKR5	-0.255
SILV	-2.79416666666667
TEX28	-0.282
TCTN1	0.3365
CX40.1	0.0135
PPP2R5C	-0.236
C12orf30	-1.75666666666667
CAPG	1.544
MPZL1	0.39595
ARSB	-1.7525
TDH	-2.68675
WASF4	0.6655
TSSK3	-0.680333333333333
7A5	-0.055
CRISPLD1	2.99475
MAD1L1	-0.791666666666667
SPIN4	-0.107
AMPD1	2.9605
DPYSL5	-0.993
INPP1	1.3265
ANKRD11	-0.949611111111111
NPAS4	0.217625
GCET2	0.3828
RNASE9	0.5815
GUCY2D	0.402166666666667
CCDC98	0.4495
FGF4	-0.449125
CPM	0.681666666666667
SLC26A4	0.685
PLD5	2.11075
FAM59A	1.2522
FBXO5	-2.238
SIPA1L1	-0.429875
DPYS	1.484
ATG4D	-0.3865
TGM3	-0.1145
MTCH1	-0.2485
HK1	-0.404923076923077
CDC26	0.849
GALNT12	-1.0155
LOC339229	-0.462
MRPL35	-0.464125
ORC4L	0.00262499999999998
TNKS	-0.582357142857143
C2orf24	0.139833333333333
ZNF553	-0.0373333333333333
GGTLA1	3.5031
ZNF497	-0.02925
CDY1B	0.806
SLC30A4	0.50325
TUB	0.474
ARHGEF18	-0.07425
ARRB1	1.544
KCNK1	-0.858125
EREG	-1.4452
SCAMP5	-0.3975
RUNDC3B	3.73625
ADAMTS20	-0.8685
IL17RB	0.724125
FLJ20323	-0.70375
MCAM	1.391
POLR3E	-1.79716666666667
AQR	0.177666666666667
IPMK	-0.6385
CDCA7	-3.96
CAMP	0.3585
GRHL3	-0.718
ADAMTSL2	0.313666666666667
CLMN	1.67016666666667
SSTR3	0.12
MAGEA5	-2.81616666666667
OVOL2	3.5385
JMJD1B	0.3
RBL2	0.3692
PYGO2	0.09325
PPP1R10	0.207166666666667
CSE1L	-1.67933333333333
LCA5	2.66125
RDH16	-0.22675
ASRGL1	-1.520375
TOM1	-0.0581666666666667
PTX3	-2.29325
TTC15	0.69225
SCGB3A1	4.25233333333333
MRPL50	-0.6775
RCAN3	-0.17425
SLC26A11	0.99475
STYX	-0.813833333333333
CINP	-0.4725
MARCH7	-0.05975
PFKM	-1.04116666666667
SGMS1	1.14283333333333
RIOK3	-0.1738
C1orf110	0.591
CES7	-0.3895
LOC440248	0.24275
PPP1R12C	0.616
C10orf27	1.047
ATG9A	-0.41875
MRPS26	0.437875
TMEM40	0.345
ELP3	-0.493
ZNF787	0.0202
HIAT1	-0.05075
C8orf34	1.83016666666667
MGC4655	-0.3234
PELI1	1.46783333333333
PPT1	-0.2969
SLC35C2	-0.484
C6orf125	-1.4535
MUC4	-0.912333333333333
RFC4	-2.33857142857143
GNB2	-0.467833333333333
NUP50	-0.836357142857143
SULT4A1	-1.46266666666667
C7	4.810375
CCDC130	0.371333333333333
ARRDC4	1.553
RQCD1	-1.191
GLYCTK	-0.73075
AYTL2	-1.86054545454545
MTUS1	1.3582
LEMD3	0.413166666666667
PLEKHF2	0.922
HOXA7	1.85825
GTF3C2	-1.79
DYNLRB2	3.43375
CNOT10	-0.70675
MR1	-0.408
FFAR1	0.02775
PRIC285	-0.0915
SLITRK6	3.4425
LIX1	-3.0871
UBE1L2	-0.735166666666667
F8	2.124
ACHE	-0.184666666666667
KPNA5	0.757
TNFRSF12A	-2.48333333333333
EGR3	3.4985
SERPIND1	-3.80433333333333
OASL	0.20125
IFRD1	-0.44975
WDFY1	-0.5615
ZNF267	0.13375
ACCN5	-1.4135
ZBTB6	-0.5965
PPP1R3A	-0.1465
PRRT3	0.49525
FBXL19	-1.1625
TXNIP	3.16021428571429
ACTN2	-1.0165
ATG9B	-1.0365
C9orf117	-0.142875
IL27	0.5305
RPL36AL	0.5235
KLK15	-0.1515
CHAD	2.1515
RAP2B	0.0566
HEBP2	1.29975
ZNF342	-0.0535
CAMK2G	-0.237333333333333
TLR3	2.738
FGF14	1.619
HMGB2	-1.118375
TRPM5	-0.689
OR5M11	-0.108
KIF3B	-0.637
PRICKLE2	1.82775
MTMR9	0.282625
C3orf27	0.292
GLRA3	1.95983333333333
NSDHL	-0.764833333333333
TMEM32	0.1035
POLR2D	-1.27675
MYADML	0.448
C9orf114	-0.891
MRGPRX1	-0.24
TOPORS	0.901
CLDN19	2.42425
C1QL4	-0.7445
RNF165	0.592
DHRS9	1.1885
DNAH2	0.659833333333333
FXR1	-0.562333333333333
ZMYM3	-1.029625
CASP3	-0.131833333333333
FAM120C	-0.336375
SCLY	-1.60275
CA7	-0.0675
ENTPD5	-0.689833333333333
ZNF461	0.358875
PDIA5	-0.5795
C1orf19	-0.434666666666667
TMEM67	0.1715
KCTD20	-1.33825
WDR47	1.106
FLJ38723	1.5605
KLRF1	2.57133333333333
TAS2R16	0.3285
CLDN12	0.52125
PRKCE	0.09075
UBXD4	-0.573
ITGAM	2.66533333333333
GLT8D3	-0.206125
WDR31	-0.1641
RGS2	3.9525
OR51L1	0.113
MST1R	-0.2415
KIAA1737	1.297
OR4A5	0.0135000000000001
GLIS1	-0.414
PTMA	0.00742857142857143
NAPA	-0.00025
PRDM11	0.696
LIPF	-0.826
DIRAS3	2.14075
ASGR2	-4.122875
C1QTNF4	2.308
PIK3R4	0.439166666666667
ARMC3	0.6555
NDUFV3	-0.458833333333333
BTBD3	-0.311666666666667
PPP1R2	0.601583333333333
UBE2NL	-1.137
FOSL2	0.354357142857143
FAM119A	-1.658
TUBA4A	-0.7592
KRTAP12-1	-0.3245
SFRS2	-0.97275
RHPN1	-0.6291
EEF2	-0.579333333333333
ZDHHC11	-0.2565
EPHA3	-1.2311
RBM12	0.16775
H2AFJ	0.6235
EDIL3	0.404
KIF26A	0.639
SERGEF	0.10725
B3GALT4	2.492
LOC90925	0.881666666666667
OSCAR	-0.462
NPFF	1.012125
DEDD	0.377
TMEM155	-1.138125
PTPN1	-0.43725
SCYL2	-0.0883333333333333
SKAP1	2.401
LEAP2	-1.79383333333333
GADD45G	1.5141
IFITM3	0.987625
PILRB	-0.166
SLU7	0.50175
DSC3	2.284
DNMT3L	-1.9555
PAPD5	-0.375375
B3GNT3	0.058
LHCGR	-0.1585
MSL-1	-0.428
UBE2S	-2.721375
SAP130	-0.52375
ANAPC11	-0.24875
MAGED4B	-0.4295
ATP6V1B2	-0.0428333333333333
C14orf179	0.975875
CAPZA1	-0.29575
CDYL2	-1.18616666666667
GLRX3	-1.01516666666667
LOC136288	-1.49875
MOBKL1A	0.45875
HTR2B	4.60625
CRYGD	0.0233333333333334
NUS1	-1.1355
PGRMC1	0.247
MYOM2	1.9805
FLJ39653	-1.13233333333333
CHM	-0.2722
OR5M8	-0.6
ZNF619	0.8795
FAM105A	1.32575
CCNL1	0.430125
NAP1L3	0.66575
C10orf57	0.829666666666667
B3GALNT1	0.531
CSN1S2A	-0.208
TCP10L	0.3245
GDAP2	-0.159125
DMKN	0.323333333333333
COX6B1	0.047
DNASE2	-0.153333333333333
MSH5	-1.79625
LGMN	0.48775
USP31	0.7576
OR13C8	0.215
SDCBP	0.912
NUDT11	-1.276
PYGL	0.4075
SNPH	-0.160833333333333
B3GNT4	-0.997
MIZF	-0.4641
NUBPL	0.099
NOD1	1.045
CDH22	2.859375
NUBP1	0.193
DSCAM	-3.668
DGKI	0.155
FAM136A	-1.36325
AKAP1	0.568833333333333
SLC16A6	-2.0605
RIN3	0.65325
PSG2	-0.2015
DIP2B	-0.738416666666666
PSORS1C1	0.9846
KIAA0495	-0.216
FLJ90709	-0.155666666666667
LPA	-0.0035
PIGA	-0.172166666666667
LY75	4.07983333333333
UTS2	-6.5425
RREB1	-0.592
GALNACT-2	-0.0682
MGC3196	-0.80875
FLJ31568	1.01025
LPHN1	-0.821625
SP1	-0.14675
TOX4	0.575333333333333
HSPA9	-0.6917
APOBEC1	0.1765
SLC35E4	-0.95175
LSM5	-1.05575
SURF1	-0.249
ZBTB1	1.07883333333333
GTF2F1	0.120125
RPS15A	0.514785714285714
DUSP21	-0.64
GINS4	-4.04683333333333
MYO15A	1.06866666666667
GIMAP7	5.18775
MGC13379	1.5235
ATP6V1E2	-0.243333333333333
UTP3	0.572
HNRPA3	-0.3189375
MT4	0.5305
C14orf155	0.06725
U1SNRNPBP	0.648
CKLF	-0.810666666666667
PLEKHN1	-1.71466666666667
MBNL1	0.238833333333333
NUP160	-1.1435
ACSM2A	-2.10475
LOC129881	1.3655
KIAA1529	0.90025
FLJ22639	-1.36325
HAND1	-1.2135
GSX1	0.1465
FGA	-4.86175
SERPINB1	0.21975
ZNF642	0.40625
IGFBP1	-6.891375
SLC1A1	0.232625
DHX57	-0.55675
ZNF766	-0.507
PTPN21	0.6473
GDPD3	0.5955
PNPLA5	0.174
TBR1	1.172
FAM116A	0.50475
IQGAP1	0.558
FOS	4.584125
ZNF226	0.673875
FIGNL1	-0.735833333333333
C14orf1	-0.129666666666667
ZMYND17	-0.1285
PUS7	-1.4835
TUBB6	-0.36175
KCNQ2	-1.73825
MARCH6	-0.146083333333333
CCDC33	-0.0565
PRODH	-0.54125
RBM11	1.8225
EPHA6	0.525625
SLC43A1	-0.119
LOC196541	0.878625
NTN1	0.85925
ING4	0.74225
PCDHB10	1.29575
DPH2	-1.07783333333333
SPACA4	-0.09425
FBXL21	-5.3205
DIAPH1	-1.22116666666667
ZNF71	0.637166666666667
CEP76	-0.0445
CORO1A	-1.1505
RRM2	-5.639375
EDG4	0.30325
OS9	-0.0401666666666667
SLC4A1AP	-0.34075
COG5	-0.98725
COPS8	-0.4525
NGLY1	-0.5375
NCBP2	-0.7105
C17orf42	0.00783333333333333
GPSM3	0.5035
SIL1	-0.0586666666666667
ASB6	-0.393
SMAD5OS	1.12566666666667
UNC93A	-3.449
A1BG	-0.283666666666667
C21orf62	0.84575
FMO5	0.192583333333333
ATRIP	-0.1465
CEBPG	0.378
C7orf38	0.288
TNFRSF1B	1.69933333333333
CLEC1A	3.19833333333333
IQSEC1	0.584875
PATZ1	0.484
RBM22	-0.020875
BAG2	-1.68916666666667
PAQR5	-2.16233333333333
C9orf127	1.0753
THNSL1	-0.33875
SHROOM3	2.0844
JAM2	3.5785
SNRPN	-1.10475
ALX4	0.1475
CACNA1S	-0.5275
FAM130A1	0.352
CORIN	0.233
CD300LB	0.5315
PLEKHG6	0.717
LRRC40	-0.52275
PCLKC	-1.1125
PCDHB16	1.2945
WNT2B	1.19333333333333
ASNS	-2.31533333333333
MRPL49	-0.633875
FLJ46111	-1.90025
ISG20	-0.482
SMU1	0.178833333333333
CASZ1	0.2345
POLR1D	0.0399166666666667
GIN1	0.72875
SNAG1	0.831166666666667
ANKRD29	1.209
CDKN2AIP	0.59725
KRR1	-0.0405
CXCL1	-0.0193333333333333
EPM2A	0.5589
PC	0.597166666666667
DEFB127	1.652
PDZRN4	3.05266666666667
FAH	0.467125
OR51E1	2.8145
CDC2L6	-1.06666666666667
DNTTIP1	-0.80025
PAX8	-0.12225
TMEM116	0.323
C1orf150	0.2155
PRO2012	0.1015
MRPL40	-0.5165
BEX1	-2.6944
SLC2A4	1.78566666666667
PKMYT1	-3.0015
FEZF2	-0.159666666666667
SLC26A9	-1.90125
MAP2	1.01683333333333
LYL1	-0.4365
SLC25A19	-1.33983333333333
NOS3	0.964
ZNF34	1.411
TMPRSS11F	-1.3185
FAM43A	0.86725
FCRL4	0.0103333333333333
KLF14	0.36025
FLRT2	1.44933333333333
WRN	-1.11425
SDF2	0.6224
KRT8P12	-1.25075
C6orf195	0.552
C9orf125	0.9405
DZIP3	-0.551
RIT1	0.539166666666667
SCML1	-0.928
RHBDF2	0.117875
OR2G3	0.3
REXO1L1	1.0715
MAP3K7IP3	-0.511625
C3orf57	-5.16275
FBXW11	-0.347666666666667
ETAA1	-0.3175
C14orf131	-0.3818
AKT1S1	-0.83325
SLC12A5	-1.0585
C9orf164	1.05775
NRIP3	0.37475
NOS1AP	0.3005
TMEM121	0.2655
SAP30BP	0.0845
DGCR6	0.455
WDR76	-2.59925
FAM82B	-0.483166666666667
LOC606495	-1.154
MAP9	1.16641666666667
BCDIN3D	0.87925
CXorf36	5.0055
DSCR3	-0.5243
ZFAND3	-0.454875
C7orf43	0.031
SPSB3	0.7755
C19orf19	0.50875
FAM133A	-2.1195
C12orf25	0.22975
SLC39A3	-1.121375
DISP2	-1.104
PI4KAP2	-2.174
MKRN3	-3.11666666666667
ADAMTS13	-0.330625
CBLN3	0.1847
TTYH1	0.8325
C3orf18	1.3415
FLJ13236	-2.36575
ZMYND12	2.85825
C18orf25	-0.090625
GLB1L3	-1.177
ATP13A5	3.717
RANBP10	0.34775
CD96	-0.8129
DENND1C	-0.17675
RBMS3	2.5739
SLC41A3	0.9065
DGCR6L	0.39575
TMEM128	1.35733333333333
CSNK1G3	-0.302428571428571
MOBKL2C	1.83475
TSPAN6	1.257125
MATN2	1.75
MSL2L1	0.435333333333333
ST6GALNAC2	-0.113666666666667
FGFBP2	2.949625
FGL1	-5.99
MPP3	0.5765
ARHGEF6	2.15766666666667
TGFBR2	2.112125
ACMSD	0.19025
IL33	6.38625
C9orf5	0.494166666666667
DEAF1	0.0183
AMN	-0.105
DEFA6	0.0722857142857143
RNF212	-0.2985
METT5D1	-0.3665
CIB1	0.056
TSSK1B	-1.0235
KIAA1727	0.10175
ZNF680	0.718083333333333
LOC399900	-1.267
LOC152217	-0.0216666666666666
CTNNAL1	-1.476
CIT	-3.33683333333333
TLE6	-0.28575
ZNF607	-0.7155
HERC4	-0.864666666666667
DRAP1	-1.2746
PEMT	0.31775
C10orf111	-0.14
ZNF575	1.1805
KCTD7	-0.31275
MYO1F	0.761
LOC285382	0.877
RAB11A	1.0358
PLCD3	-0.4015
C15orf28	-0.13225
PTBP2	0.554875
CTB-1048E9.5	-0.696625
C19orf60	0.491166666666667
C7orf25	0.373833333333333
SETD7	0.950625
HOXB9	-4.371
VANGL1	-1.4065625
CHAF1B	-2.68
NDUFA3	-0.117
KIAA1328	0.425166666666667
SHARPIN	-0.430875
TTC23	0.199625
UGP2	1.20058333333333
ANKIB1	-0.8822
CIRBP	2.04814285714286
SEC14L4	-1.30916666666667
OVCH1	0.8495
VPS52	-0.95425
FAT	-0.291125
M6PRBP1	-1.33975
GPRIN3	-0.5505
PPM1F	-0.589166666666667
TSR1	-1.5895
CCDC85A	4.60425
PCSK5	3.23925
ZFHX3	0.359
HEMK1	-0.1153
PGBD2	0.82625
RSRC2	0.0896666666666667
AURKC	-1.05483333333333
SCRIB	-0.722875
ORM2	-4.86166666666667
FAM115A	-0.5155
FZD6	0.18125
UNC119	-0.102333333333333
GPX3	3.1781
NOV	1.112125
CABC1	0.747625
CDC42SE2	0.278625
EIF2S2	-0.7695
RNF130	1.7685
CKAP5	-1.77666666666667
RP11-413M3.2	0.5625
C10orf18	-0.0184
TMEM93	-0.4995
DYX1C1	1.5865
KCNMB2	0.127375
ANK3	0.761916666666667
KRT5	2.2803
CDH12	-0.239625
QRSL1	-0.3035
JUB	-0.69325
SHC4	-1.136125
CCL15	3.1605
CCDC22	0.055
SNX24	-0.55925
RARS	-0.5175
MORC2	-0.125375
FAM48A	-0.1105
MT1H	0.3575
PPP1R14C	-0.664333333333333
FOXD1	-2.44035714285714
C1orf213	0.231
AMT	0.2155
DSN1	-2.35725
PTPLAD2	2.36075
DIS3L	-0.23
RASL11A	2.54475
GPRC5B	1.71775
FRMD7	0.3985
STRN4	-0.3135
KITLG	0.994090909090909
HDGF	-2.4545
OR1S1	0.3555
SETX	-0.3526
DDR2	2.050375
KCTD12	3.70125
LYZL2	-1.199
WDR52	-0.8045
TMEM2	-0.482125
ZNF579	0.590666666666667
LOC200810	-0.59175
TNFSF9	-1.746625
PPFIA4	-3.39375
CNIH3	0.108666666666667
MAP4K4	-1.05278571428571
ROD1	-0.607214285714286
ALS2CR12	-0.385833333333333
DOCK3	-1.29066666666667
PAQR9	-5.05125
ASB17	-0.307
STX16	-1.569875
FEZ2	0.247166666666667
DLAT	-1.2255
KIF21B	-1.49083333333333
CDC5L	-0.7275
TMEM119	1.63716666666667
CRIP3	-1.43325
TPSD1	-0.132666666666667
TEPP	1.0765
GNGT2	1.05175
C21orf121	0.308333333333333
WNK1	-0.471166666666667
FLJ10490	0.6
OR51B5	-2.6155
LOC203547	-1.14025
HAS1	-1.0535
PPA1	0.0211666666666667
ST7	-0.657875
C11orf46	0.549
POPDC3	-2.82216666666667
ACOX2	1.37033333333333
ATCAY	-0.671333333333333
TM4SF19	-2.08575
MFSD9	-0.618166666666667
PDHB	0.04475
ERN1	-0.03775
LCE3C	-0.871
GPR111	-1.311
NOTCH3	2.201
ADAMTS5	5.248
B3GALT1	-0.48225
UGCGL1	-1.70116666666667
FAM58A	0.4985
FBXO32	2.403
CLPP	-0.80275
NXPH1	-2.18425
MTMR3	1.09816666666667
ATP1B3	-0.953375
TMEM16A	4.831375
HIST1H3F	-1.52616666666667
TRIM25	-1.01783333333333
SDCBP2	1.396
CRKL	-1.33225
HOXB2	0.749333333333333
ANP32B	-0.6325
GATM	3.6745
AP4E1	-0.384375
EDG5	0.454
CDKN3	-4.54483333333333
CDH4	-1.69475
PGD	-1.15866666666667
RND1	0.91
GAD1	-3.2365
MPG	-0.258875
LOC440350	-0.2755
ZNF133	0.62625
SERPINB12	0.314
AMELY	-0.231166666666667
DHX36	-0.7125
TNFAIP8L2	3.20833333333333
PHTF2	-1.0655
CCDC112	-0.3115
IQCC	-1.46
HEYL	2.74283333333333
FTSJ2	-0.943
APPL1	0.237375
RAB43	0.822857142857143
OR10G2	0.107
WAC	0.6735
ADCY9	-0.376375
RUNDC2B	0.0103333333333333
PYCRL	-1.0273
AGPAT7	0.0883333333333333
SLC22A9	-1.47366666666667
CDKAL1	-0.5115
PDYN	-0.585833333333333
C20orf74	0.12475
MTMR11	0.9705
VAV3	2.50366666666667
DAPL1	2.47975
STXBP3	1.028
EIF3G	0.28825
ARHGAP22	-0.6305
NPFFR1	-0.0955
NPC1	-0.417333333333333
ALDH9A1	1.06333333333333
ZNF600	0.384
ZNF678	0.4255
RASSF1	-0.10975
ADD2	-2.31625
PITPNB	-0.1195
PKD2L2	0.234625
LRP11	-0.2435
CDKL1	0.07125
SMEK2	-0.09225
PRODH2	-3.59233333333333
C11orf54	0.778
SFRS11	-0.332166666666667
IL7	1.47266666666667
ALS2CR16	1.41025
BTG3	-0.7985
PAK2	-0.672777777777778
RP11-679B17.1	0.72575
GATA4	-1.69483333333333
ATP2B1	-0.886
LOC130940	1.844
C1orf172	2.01616666666667
ATF7IP2	-1.01575
SLC25A43	-0.489833333333333
CENTG3	0.181583333333333
IGF2BP1	-4.3724
FCHSD1	0.2615
CAMK2N2	1.14766666666667
ELAVL3	-0.2781
NBPF15	-0.937333333333333
UBE2J2	-0.379
GNL2	-1.014
PRR3	-0.8049
NLF2	1.148
OR4F6	-0.729
KLHL24	0.837833333333333
CCDC88A	-1.6476
SGPP1	-0.135
C10orf11	1.09616666666667
SLC35B4	-1.63383333333333
UGT3A2	-1.5515
ARNT2	-0.9138
CBR1	-0.03975
ITPR3	-1.35366666666667
TRAPPC6B	0.0802
AMZ1	-1.497
ARP11	0.5025
WDSUB1	1.1815
APBA1	2.44766666666667
RAB2A	0.4719
C6orf162	0.569375
HPSE2	1.51875
PLCE1	1.0675
INSL3	1.47525
DLG1	-0.3315
PTPLA	-2.343
PIGX	-0.8515
TFIP11	0.0208333333333333
FIBIN	3.7695
POLR2G	-0.50575
GRAP2	-2.3698
DNAJB8	-0.24875
CNBP	1.4765
WASF1	-0.82175
INPP5E	-0.7003
HSPB1	-0.41775
TMEM167	-0.4314
CUBN	1.06675
IGF1	5.0386875
ITPK1	0.159
NAALAD2	-0.767375
G3BP1	-0.3268
NT5DC1	0.287625
CYP39A1	1.7855
TMEM139	2.1895
POLK	0.1359
GLULD1	-2.805
RBM15	-1.75683333333333
AMZ2	-0.09
GDF15	-2.605
MESDC2	-0.61075
INCA	0.841166666666667
ACY1L2	-0.23
GZMM	-0.0463333333333333
PAIP1	0.142
CACNA2D1	0.27625
STK32C	-0.443
SH3BP4	0.378666666666667
DEC1	-0.4385
PADI1	-0.5295
UBB	0.2925
PON3	1.1755
PROP1	0.593
ANKRD13B	-0.5995
ADCK1	-1.4385
TCF25	-0.1645
SLC38A5	-3.0265
CXorf26	-0.0868333333333333
C19orf39	0.17325
PPP1R13B	0.80425
ARL2	-0.5165
TCL6	0.0738333333333333
TOP3A	-1.0475
SLC16A14	0.358
FXYD6	3.01
HIST1H4E	-0.5485
BBC3	0.0781052631578947
UNC5A	0.284833333333333
FAM86C	-0.9792
PI4KB	-0.092375
B3GAT1	-1.56375
SUSD2	1.42416666666667
OAZ2	0.167833333333333
NOC4L	-0.85325
C10orf12	-1.22625
FADS1	-3.00766666666667
LOC144097	-1.007
DKK2	1.792
KIAA1949	0.16225
RHOT1	0.03
OXT	1.707
GPR153	0.95
ARL4A	0.981666666666667
SAAL1	-1.40075
CCDC64	-0.7055
USE1	0.0903333333333333
HNMT	1.27433333333333
PCGF3	0.059625
CYP2C19	0.16075
C20orf4	-0.2445
CCDC11	0.95625
ACSBG2	1.284
RWDD2A	0.30725
PALLD	2.264125
CPLX4	0.359
LOC492311	2.64175
KPNA2	-2.91133333333333
MACROD1	-0.4257
TMCO3	-0.5845
C15orf52	1.142
