Hybridization REF	TCGA-AR-A1AW-01A-21R-A12P-07
ATAD2B	0.314375
ARHGAP17	-0.213
KCNIP3	-0.4645
SFPQ	0.388875
GFRA4	0.369166666666667
AKR1B10	-2.133125
TIGD6	1.15983333333333
RGS16	1.404
URB1	-0.365833333333333
OR4C46	-0.2565
TOP3B	-0.672
NFATC4	1.109
CA14	-3.59275
BMPR1A	-0.007
SNRP70	-0.044375
PRL	0.197916666666667
C6orf130	-0.25825
STAG2	-0.58175
CD55	-0.607428571428571
RPS23	0.488666666666667
SSX2	-1.7855
FDPSL2A	0.28475
FBXO27	-0.708
SYNGR3	-1.34683333333333
TMSL3	1.46775
EML1	-1.2635
NUP93	-0.576
SMAD3	-0.456
KIAA1189	1.4235
HNRPUL2	-1.08133333333333
TBC1D12	1.055
C16orf24	1.359
MRVI1	1.4005
ZNF581	-0.265
ELOVL3	0.118
OR51Q1	0.177
CACNB3	1.2935
GALNT13	-0.334875
C10orf84	0.615875
NEDD4	-0.3224
SPO11	0.471
OR5AU1	0.154
NEK4	-0.0251428571428571
PRKAR2A	-0.314
IHPK1	-0.7935
ATP6V0B	0.981125
CACNA1E	2.0535
CEACAM8	1.37366666666667
PEX14	-0.301
FLJ12993	-2.391
ZBTB38	-0.47275
PCTK2	1.12516666666667
LRRC16	0.5995
FBLIM1	1.4495
FYCO1	1.28725
RP5-1022P6.2	-0.85525
CMTM1	0.594333333333333
PLTP	0.6095
RAPH1	0.463375
DOCK8	0.684875
EZH2	-1.52106666666667
SLC25A1	-0.433833333333333
PLEKHB1	0.4073
GRB7	0.8717
ZFP37	-0.65875
MRPL33	-0.46175
PELO	-0.45975
ARMC1	-0.861
C9orf27	-0.4595
FLJ25778	0.3255
C9orf37	-0.987166666666667
TMEM66	1.31125
SPRN	0.301
HBEGF	0.37725
PI4KA	-0.6265
LEPRE1	-0.1685
POU2AF1	-5.075625
MRPL12	-0.648333333333333
REP15	-0.6865
ZC3H3	0.652
RASAL1	-1.03725
DDAH1	0.67875
ACBD5	0.193125
TMC2	0.359
CCDC137	-0.4
SAMD13	2.15516666666667
UGT2B15	1.68366666666667
TIPARP	0.09275
DNASE1L3	-1.1075
TRIM72	0.459666666666667
DBX2	1.31825
IPO8	-0.74675
C21orf88	-1.8414
MAP3K14	0.542
LOC51233	0.8885
GGTLA4	-0.85225
PDE6D	0.20975
ZNF117	0.4495
CLK2	0.2165
NKRF	-0.56875
TNFSF15	-0.1377
DUSP2	-0.190375
SECISBP2	0.0671
GABRR2	-0.497
PPAP2C	2.5915
LOC51145	0.3985
PAG1	-1.441375
PIK3C3	-0.65725
GNG10	-0.468
APOL4	0.211833333333333
ANKRD28	-0.3805
STMN3	-1.9347
RAB14	0.7114
CDK2AP2	0.97425
HDDC3	-0.086
COMMD7	0.509625
CXXC1	-0.25625
HMCN1	-0.2775
CD40	-0.0005
DYNC1LI2	-0.0219375
GDI1	0.689
LOC646938	-0.083
VSNL1	-3.19966666666667
PIH1D1	0.1495
RAET1G	0.188
KRTAP5-9	0.272
EFTUD2	-0.09825
ZNF311	1.14966666666667
ATP6V1G3	-0.44
OR2W3	0.32225
SCN4A	0.34125
MED10	-1.115
FAM135A	-0.7066
ARHGAP4	-1.47175
EHMT2	-0.115
UFD1L	-1.09775
ERMP1	0.127
MAG1	-2.786
THAP8	-0.0373333333333333
HACE1	-0.167666666666667
FAM82C	0.67
C3orf20	0.3325
UNC84A	0.0795
SCD5	-0.530461538461538
LASS6	1.89275
LSG1	-0.0366666666666667
MAL	-5.26875
GPR22	-0.401
WDR5B	0.59225
ACTRT1	-0.098
C17orf60	-0.0065
GRIN2C	1.5093
ARMC8	-0.59875
SLC47A1	-2.34283333333333
DMPK	0.74275
DHRS13	-0.8845
SMC1A	-0.690833333333333
KRTAP17-1	-0.396
SMYD5	-0.395
TUSC2	0.369
CRHR2	0.4365
KIR3DL2	0.8175
CCDC104	0.222
ATP2C1	1.188125
CROT	2.31825
PABPC3	-1.07683333333333
EGR1	1.605
THSD1	0.74375
KHK	-1.5145
SLC12A2	1.692125
CD58	-0.58575
STOX2	-1.37566666666667
CCDC76	-0.9571
CCDC48	4.186
DNAH1	0.2805
ZIC4	0.142125
OR1G1	0.339
PSMC6	-0.622166666666667
PROKR1	0.3695
ABCB1	-1.3255
TRAT1	-2.84
LLGL1	0.2145
MTF1	0.26175
USP54	0.660125
PAGE2B	-1.4615
ITGB7	-3.90325
CCDC81	-0.3585
LOC149837	0.58675
SCUBE1	1.6385
ZSCAN10	1.627
HUWE1	0.0105714285714285
CDH17	0.4155
CD180	0.36925
IL17A	0.2165
TMPO	-0.948125
KIAA1524	-1.64733333333333
HDGFRP3	0.354166666666667
OXCT1	-2.95663636363636
RRAS2	-2.52833333333333
LTBP2	2.2385
SV2B	0.2345
CYP2A6	4.225
PKD1L2	-0.191
PPM1M	0.473
FLJ22662	0.5255
ZNF502	-0.46625
GP6	-0.759
CRYBA2	1.30325
LEF1	-0.4893
CTPS	-2.04057142857143
EYA1	-0.448166666666667
EPS8L1	2.3735
MAPK14	-0.489666666666667
SERPINB2	-4.900375
GTF2F2	0.397833333333333
ZNHIT4	-0.139
PLA1A	-0.096125
C20orf114	3.743
HPR	-4.843
C18orf2	-3.2035
SATB2	-0.3835
KCNJ9	-0.028875
MGC157906	1.028
MOCS3	0.25425
C17orf71	-0.015
PPHLN1	0.5552
HIST1H2BN	-0.48925
RAPGEF1	0.058625
MAP3K8	-1.0505
DLG4	-0.058
STC1	2.33516666666667
CDGAP	1.56475
DDX26B	-1.1115
LOC150223	-1.93475
CPSF3	-0.837333333333333
TMEM14A	1.34975
MYH3	-2.383
GPKOW	0.20125
SULT1A1	0.281833333333333
SPON1	3.2687
YY1AP1	0.542833333333333
RAB23	0.3365
PLA2G4A	-4.50925
MAPRE3	0.037
ZNF516	0.631
GGPS1	1.172
EXOC3L2	-0.0647500000000001
C19orf42	0.4772
MAP2K2	0.109
HIST1H2BB	-0.44175
RNF19B	0.9325
C6orf128	0.193166666666667
TLR8	3.04225
PCDHA9	2.8695
CARS2	0.41625
CLUL1	0.718333333333333
RHAG	-4.20833333333333
UNK	-0.3145
EXOC8	1.4928
C9orf95	1.2115
C14orf143	0.582833333333333
MAML3	0.207125
LDHA	-1.9565
MRPL20	0.050375
KLHDC6	0.1315
ATP5S	-0.660666666666667
C8orf55	-0.0995
PHF19	-2.725125
KRTAP13-4	1.136
TTC5	-0.322
XKR5	-0.4495
SILV	-4.6145
TEX28	-0.5055
TCTN1	1.906
CX40.1	0.15525
PPP2R5C	-0.406625
C12orf30	-0.8675
CAPG	2.3435
MPZL1	0.8076
ARSB	-1.03916666666667
TDH	-1.82925
WASF4	0.08825
TSSK3	-0.732666666666666
7A5	0.9465
CRISPLD1	-1.08725
MAD1L1	-0.0545
SPIN4	-0.864
AMPD1	-2.822
DPYSL5	0.4665
INPP1	-0.6675
ANKRD11	-0.973944444444445
NPAS4	0.174125
GCET2	-0.3205
RNASE9	-0.448
GUCY2D	0.257666666666667
CCDC98	-0.478
FGF4	-0.05475
CPM	0.1345
SLC26A4	-0.604666666666667
PLD5	1.227
FAM59A	-0.6233
FBXO5	-2.47666666666667
SIPA1L1	-0.823375
DPYS	0.99525
ATG4D	0.1875
TGM3	1.0965
MTCH1	0.14725
HK1	0.0633571428571429
CDC26	-0.3655
GALNT12	-2.85216666666667
LOC339229	0.102
MRPL35	-0.253
ORC4L	-0.383
TNKS	-0.390071428571429
C2orf24	0.502333333333333
ZNF553	0.871
GGTLA1	2.3536
ZNF497	-0.0095
CDY1B	0.358333333333333
SLC30A4	0.279375
TUB	-1.699625
ARHGEF18	0.05825
ARRB1	1.066
KCNK1	3.273625
EREG	-2.9274
SCAMP5	-0.60325
RUNDC3B	1.0245
ADAMTS20	-0.029
IL17RB	1.154125
FLJ20323	-0.57925
MCAM	0.232125
POLR3E	-0.39875
AQR	0.662833333333333
IPMK	-0.5375
CDCA7	-3.883625
CAMP	2.0175
GRHL3	0.69025
ADAMTSL2	1.24933333333333
CLMN	1.23116666666667
SSTR3	0.688
MAGEA5	-2.40183333333333
OVOL2	4.15425
JMJD1B	0.6235
RBL2	0.9049
PYGO2	1.25325
PPP1R10	0.568333333333333
CSE1L	-1.03433333333333
LCA5	1.827
RDH16	0.55375
ASRGL1	-3.374
TOM1	0.759833333333333
PTX3	-6.524
TTC15	0.7145
SCGB3A1	1.7505
MRPL50	-1.3055
RCAN3	0.248125
SLC26A11	0.87825
STYX	-0.392
CINP	-0.3335
MARCH7	-0.17475
PFKM	-1.42366666666667
SGMS1	0.843833333333333
RIOK3	-0.7452
C1orf110	-0.181
CES7	-0.110625
LOC440248	-1.25075
PPP1R12C	0.37
C10orf27	0.399
ATG9A	-0.2485
MRPS26	0.672
TMEM40	-0.17
ELP3	0.0776
ZNF787	0.7958
HIAT1	0.312625
C8orf34	0.839333333333333
MGC4655	0.1487
PELI1	0.166
PPT1	-0.2321
SLC35C2	0.541666666666667
C6orf125	0.03575
MUC4	-1.16533333333333
RFC4	-1.90742857142857
GNB2	0.727833333333333
NUP50	-0.548928571428571
SULT4A1	-1.33533333333333
C7	0.62075
CCDC130	0.495333333333333
ARRDC4	0.6825
RQCD1	-0.282
GLYCTK	-0.576
AYTL2	-0.682818181818182
MTUS1	1.2251
LEMD3	0.914333333333333
PLEKHF2	0.59675
HOXA7	-0.409
GTF3C2	-0.7775
DYNLRB2	4.22025
CNOT10	-0.3005
MR1	1.52733333333333
FFAR1	-0.29875
PRIC285	0.23925
SLITRK6	6.4005
LIX1	-2.5038
UBE1L2	-0.195916666666667
F8	1.545375
ACHE	0.132333333333333
KPNA5	-0.901
TNFRSF12A	-1.40566666666667
EGR3	1.807
SERPIND1	-3.86
OASL	0.968
IFRD1	-1.759875
WDFY1	-0.32
ZNF267	0.785875
ACCN5	-0.25
ZBTB6	0.16925
PPP1R3A	0.1875
PRRT3	0.20125
FBXL19	-0.039
TXNIP	2.18707142857143
ACTN2	-2.14075
ATG9B	-0.266
C9orf117	0.854875
IL27	-0.6415
RPL36AL	-0.427166666666667
KLK15	0.41875
CHAD	2.7755
RAP2B	-0.2792
HEBP2	1.2365
ZNF342	0.565
CAMK2G	-0.439333333333333
TLR3	1.3395
FGF14	0.36125
HMGB2	-1.33175
TRPM5	-0.141
OR5M11	0.372
KIF3B	0.490736842105263
PRICKLE2	1.089
MTMR9	0.24225
C3orf27	0.31325
GLRA3	1.42733333333333
NSDHL	-0.209666666666667
TMEM32	-0.28175
POLR2D	-0.902166666666667
MYADML	0.2195
C9orf114	0.05725
MRGPRX1	0.558
TOPORS	0.30075
CLDN19	-1.12375
C1QL4	0.2965
RNF165	-1.775
DHRS9	0.36475
DNAH2	0.8605
FXR1	-0.886833333333333
ZMYM3	-0.585375
CASP3	0.437166666666667
FAM120C	-0.7655
SCLY	-1.6565
CA7	0.456
ENTPD5	0.471666666666667
ZNF461	0.1535
PDIA5	0.34925
C1orf19	0.257666666666667
TMEM67	-0.118
KCTD20	-0.388
WDR47	0.7065
FLJ38723	-0.5445
KLRF1	0.1975
TAS2R16	0.385
CLDN12	0.9195
PRKCE	-0.02775
UBXD4	-0.867
ITGAM	2.6715
GLT8D3	0.45025
WDR31	0.1516
RGS2	1.082
OR51L1	0.3235
MST1R	1.36625
KIAA1737	0.614
OR4A5	0.1105
GLIS1	-1.934
PTMA	0.443142857142857
NAPA	2.1495
PRDM11	-0.033
LIPF	0.096
DIRAS3	0.91475
ASGR2	-4.223
C1QTNF4	0.33775
PIK3R4	0.458333333333333
ARMC3	4.10025
NDUFV3	-0.254916666666667
BTBD3	-0.236833333333333
PPP1R2	0.612
UBE2NL	-0.17975
FOSL2	1.48285714285714
FAM119A	-1.21783333333333
TUBA4A	-0.7557
KRTAP12-1	0.61825
SFRS2	-0.6815
RHPN1	0.0822
EEF2	0.0625
ZDHHC11	1.24533333333333
EPHA3	-1.3927
RBM12	-0.48
H2AFJ	-0.0420833333333333
EDIL3	2.272
KIF26A	-1.33325
SERGEF	-0.58
B3GALT4	2.22
LOC90925	-0.368833333333333
OSCAR	0.409125
NPFF	0.196875
DEDD	0.72525
TMEM155	-0.481625
PTPN1	-0.358
SCYL2	0.977666666666667
SKAP1	3.955
LEAP2	-2.60516666666667
GADD45G	1.1387
IFITM3	1.16475
PILRB	0.0005
SLU7	0.5353125
DSC3	-1.6795
DNMT3L	-1.04325
PAPD5	2.0145
B3GNT3	-2.01816666666667
LHCGR	0.7475
MSL-1	0.08875
UBE2S	-1.651375
SAP130	-0.3165
ANAPC11	0.7105
MAGED4B	-1.918
ATP6V1B2	0.393333333333333
C14orf179	1.127625
CAPZA1	-0.127375
CDYL2	0.6695
GLRX3	-0.609166666666667
LOC136288	-1.076
MOBKL1A	-0.289
HTR2B	2.257
CRYGD	0.0431666666666667
NUS1	-0.533833333333333
PGRMC1	-0.2445
MYOM2	-1.1935
FLJ39653	-1.132
CHM	-0.0237
OR5M8	0.6985
ZNF619	0.0595
FAM105A	-0.03025
CCNL1	-1.107375
NAP1L3	-0.514
C10orf57	1.94083333333333
B3GALNT1	1.00583333333333
CSN1S2A	0.657
TCP10L	0.98525
GDAP2	0.5165
DMKN	-1.9105
COX6B1	0.71525
DNASE2	1.27466666666667
MSH5	-1.993
LGMN	-0.027875
USP31	-0.4631
OR13C8	0.7565
SDCBP	0.6424
NUDT11	-2.86133333333333
PYGL	-1.08066666666667
SNPH	-0.308666666666667
B3GNT4	-0.775
MIZF	-0.8965
NUBPL	-0.4595
NOD1	0.258833333333333
CDH22	-1.11975
NUBP1	0.967666666666667
DSCAM	-3.62725
DGKI	0.9105
FAM136A	-1.338
AKAP1	0.182666666666667
SLC16A6	-0.72325
RIN3	0.929
PSG2	0.19875
DIP2B	-0.632083333333333
PSORS1C1	0.4199
KIAA0495	-0.143
FLJ90709	0.261
LPA	-0.111333333333333
PIGA	-0.159166666666667
LY75	3.0005
UTS2	-6.37116666666667
RREB1	0.546625
GALNACT-2	0.5148
MGC3196	-1.04925
FLJ31568	-0.5985
LPHN1	-0.569375
SP1	0.918875
TOX4	0.340333333333333
HSPA9	0.7531
APOBEC1	0.1625
SLC35E4	-1.18325
LSM5	-1.06275
SURF1	0.763
ZBTB1	-0.368416666666667
GTF2F1	0.043125
RPS15A	0.171571428571429
DUSP21	-0.548833333333333
GINS4	-2.92933333333333
MYO15A	0.793666666666667
GIMAP7	2.75925
MGC13379	1.3135
ATP6V1E2	-1.22266666666667
UTP3	-0.063
HNRPA3	-1.2214375
MT4	0.075
C14orf155	0.59425
U1SNRNPBP	0.97125
CKLF	-0.453166666666667
PLEKHN1	-1.30383333333333
MBNL1	0.0281666666666667
NUP160	-1.35725
ACSM2A	-0.96625
LOC129881	-1.60325
KIAA1529	-0.77675
FLJ22639	-1.75225
HAND1	-0.385
GSX1	0.4455
FGA	-4.6526875
SERPINB1	0.3645
ZNF642	0.164
IGFBP1	-8.060125
SLC1A1	3.407
DHX57	-0.533875
ZNF766	0.5265
PTPN21	-0.6668
GDPD3	-0.790833333333333
PNPLA5	0.0235
TBR1	0.483
FAM116A	-0.12625
IQGAP1	1.22225
FOS	1.95275
ZNF226	0.175875
FIGNL1	-0.559333333333333
C14orf1	0.200666666666667
ZMYND17	-0.401
PUS7	-0.954333333333333
TUBB6	-1.205375
KCNQ2	-1.45825
MARCH6	-0.043
CCDC33	0.167
PRODH	0.80725
RBM11	0.475
EPHA6	-0.474
SLC43A1	1.3115
LOC196541	0.375857142857143
NTN1	0.383583333333333
ING4	0.76375
PCDHB10	1.73875
DPH2	-0.6405
SPACA4	0.6805
FBXL21	-4.8715
DIAPH1	-0.172666666666667
ZNF71	0.00516666666666667
CEP76	-0.6395
CORO1A	-0.9205
RRM2	-2.907375
EDG4	1.16975
OS9	0.999833333333333
SLC4A1AP	-0.1775
COG5	0.26375
COPS8	-0.05425
NGLY1	-0.792
NCBP2	-0.959125
C17orf42	-0.273666666666667
GPSM3	0.836875
SIL1	1.56316666666667
ASB6	-0.38025
SMAD5OS	-0.0656666666666667
UNC93A	-3.031
A1BG	0.353166666666667
C21orf62	0.5155
FMO5	1.35425
ATRIP	0.864833333333333
CEBPG	-0.576
C7orf38	0.447833333333333
TNFRSF1B	0.221
CLEC1A	1.913
IQSEC1	-0.012125
PATZ1	0.6996
RBM22	0.374875
BAG2	-2.339
PAQR5	-1.5545
C9orf127	1.0142
THNSL1	-0.2995
SHROOM3	2.8104
JAM2	0.72225
SNRPN	-2.017
ALX4	0.119
CACNA1S	0.0215
FAM130A1	1.24175
CORIN	2.6355
CD300LB	0.915
PLEKHG6	0.3345
LRRC40	-0.635
PCLKC	-0.372
PCDHB16	1.612
WNT2B	-0.452333333333333
ASNS	-1.93411111111111
MRPL49	-0.61775
FLJ46111	0.01825
ISG20	0.960875
SMU1	-0.221166666666667
CASZ1	1.05
POLR1D	0.01625
GIN1	0.032
SNAG1	0.322833333333333
ANKRD29	-2.55675
CDKN2AIP	-0.05775
KRR1	0.26475
CXCL1	-4.629
EPM2A	0.0115
PC	-0.453833333333333
DEFB127	-0.314
PDZRN4	1.57366666666667
FAH	0.10125
OR51E1	1.3605
CDC2L6	-0.130833333333333
DNTTIP1	0.154
PAX8	0.02625
TMEM116	0.56575
C1orf150	0.3275
PRO2012	0.39975
MRPL40	-0.8845
BEX1	-4.0028
SLC2A4	-1.33233333333333
PKMYT1	-0.76775
FEZF2	-0.373
SLC26A9	-1.76775
MAP2	0.00299999999999997
LYL1	-0.97275
SLC25A19	-0.7825
NOS3	-0.1005
ZNF34	0.498333333333333
TMPRSS11F	-1.53125
FAM43A	-0.15825
FCRL4	0.252166666666667
KLF14	0.1805
FLRT2	-0.959333333333333
WRN	-1.23525
SDF2	1.0811
KRT8P12	-0.127
C6orf195	0.395
C9orf125	-1.4995
DZIP3	-0.746
RIT1	0.468166666666667
SCML1	-1.25283333333333
RHBDF2	0.58075
OR2G3	0.5285
REXO1L1	-0.528
MAP3K7IP3	0.253
C3orf57	-6.1785
FBXW11	-0.0556666666666667
ETAA1	-0.685
C14orf131	-0.1893
AKT1S1	0.37275
SLC12A5	-1.074875
C9orf164	0.993
NRIP3	-0.61425
NOS1AP	0.39225
TMEM121	0.55425
SAP30BP	0.2836
DGCR6	0.119
WDR76	-1.0925
FAM82B	-0.89825
LOC606495	-0.819
MAP9	1.76541666666667
BCDIN3D	1.3705
CXorf36	2.70583333333333
DSCR3	0.000899999999999998
ZFAND3	0.225875
C7orf43	0.304166666666667
SPSB3	1.502
C19orf19	0.2415
FAM133A	-2.18475
C12orf25	0.56375
SLC39A3	0.214625
DISP2	1.4325
PI4KAP2	-2.015
MKRN3	-1.16666666666667
ADAMTS13	-0.715875
CBLN3	0.2273
TTYH1	-1.76133333333333
C3orf18	1.049
FLJ13236	0.70275
ZMYND12	3.377
C18orf25	-0.29925
GLB1L3	-0.527
ATP13A5	0.762
RANBP10	0.6025
CD96	-2.4871
DENND1C	-0.914
RBMS3	-0.4162
SLC41A3	0.1915
DGCR6L	0.17075
TMEM128	0.758
CSNK1G3	0.136571428571429
MOBKL2C	0.730625
TSPAN6	0.218375
MATN2	-2.3167
MSL2L1	-0.355
ST6GALNAC2	1.05466666666667
FGFBP2	-0.975375
FGL1	-5.9895
MPP3	0.852666666666667
ARHGEF6	-0.1805
TGFBR2	-0.08425
ACMSD	4.70925
IL33	0.7675
C9orf5	-0.38825
DEAF1	0.4579
AMN	0.000999999999999997
DEFA6	0.2435
RNF212	-1.441
METT5D1	0.0555
CIB1	1.6296
TSSK1B	0.0125
KIAA1727	1.912
ZNF680	1.19333333333333
LOC399900	-1.8405
LOC152217	-0.32725
CTNNAL1	-3.8235
CIT	-1.14666666666667
TLE6	1.53425
ZNF607	-0.35125
HERC4	-1.01016666666667
DRAP1	-0.5569
PEMT	0.09025
C10orf111	-0.573
ZNF575	1.055
KCTD7	0.1415
MYO1F	0.603625
LOC285382	-0.1515
RAB11A	1.5007
PLCD3	-0.72675
C15orf28	0.10775
PTBP2	-0.785875
CTB-1048E9.5	-0.49275
C19orf60	0.247833333333333
C7orf25	0.330333333333333
SETD7	0.925875
HOXB9	-0.2735
VANGL1	0.0195
CHAF1B	-1.4255
NDUFA3	0.773
KIAA1328	-0.3695
SHARPIN	0.2925
TTC23	0.2465
UGP2	0.39125
ANKIB1	-0.1465
CIRBP	0.909857142857143
SEC14L4	-3.05783333333333
OVCH1	0.320666666666667
VPS52	0.53025
FAT	-0.562375
M6PRBP1	0.2215
GPRIN3	0.2755
PPM1F	-0.925666666666667
TSR1	-0.8225
CCDC85A	1.88725
PCSK5	0.6185
ZFHX3	0.3295
HEMK1	-0.2961
PGBD2	1.15025
RSRC2	0.136
AURKC	-0.9915
SCRIB	-0.551875
ORM2	-4.60683333333333
FAM115A	-0.3272
FZD6	-0.09825
UNC119	0.518
GPX3	-0.4513
NOV	-1.559875
CABC1	0.3015
CDC42SE2	0.0450625
EIF2S2	-0.1677
RNF130	1.28
CKAP5	-0.6975
RP11-413M3.2	0.6245
C10orf18	0.2324
TMEM93	-0.22225
DYX1C1	2.30875
KCNMB2	-2.34
ANK3	1.85833333333333
KRT5	-2.9889
CDH12	-1.606
QRSL1	-0.10025
JUB	-2.54825
SHC4	-3.299625
CCL15	1.18433333333333
CCDC22	0.7035
SNX24	-0.016
RARS	0.277
MORC2	0.19775
FAM48A	0.448
MT1H	-0.781
PPP1R14C	-4.01283333333333
FOXD1	-0.798357142857143
C1orf213	-2.157
AMT	-1.3158
DSN1	-1.226
PTPLAD2	2.5665
DIS3L	0.08025
RASL11A	0.752
GPRC5B	-0.522
FRMD7	0.799
STRN4	0.564
KITLG	2.03327272727273
HDGF	-0.85325
OR1S1	0.5145
SETX	-0.5786
DDR2	0.292125
KCTD12	1.33775
LYZL2	-0.841
WDR52	-0.4625
TMEM2	-0.49325
ZNF579	1.1345
LOC200810	1.32125
TNFSF9	-1.16025
PPFIA4	-1.709
CNIH3	0.728666666666667
MAP4K4	-1.15878571428571
ROD1	0.0519285714285714
ALS2CR12	-0.273833333333333
DOCK3	-1.98
PAQR9	-4.47725
ASB17	-0.043
STX16	-1.23475
FEZ2	0.301833333333333
DLAT	-0.953833333333333
KIF21B	-1.32066666666667
CDC5L	0.0415
TMEM119	1.649
CRIP3	-1.694
TPSD1	-0.122333333333333
TEPP	0.0395
GNGT2	1.0075
C21orf121	-0.01525
WNK1	-0.447333333333333
FLJ10490	0.7611
OR51B5	-1.491
LOC203547	-0.65675
HAS1	-0.2325
PPA1	-0.529166666666667
ST7	0.261375
C11orf46	0.1529
POPDC3	-3.3265
ACOX2	0.955
ATCAY	-0.54975
TM4SF19	0.1225
MFSD9	-0.4875
PDHB	0.2225
ERN1	0.29425
LCE3C	0.1535
GPR111	0.05
NOTCH3	1.67966666666667
ADAMTS5	1.22225
B3GALT1	-0.5455
UGCGL1	-0.5035
FAM58A	0.0275
FBXO32	1.511
CLPP	-0.035
NXPH1	-0.98875
MTMR3	0.206333333333333
ATP1B3	-1.321875
TMEM16A	4.48725
HIST1H3F	0.288666666666667
TRIM25	-1.00866666666667
SDCBP2	1.19
CRKL	-1.051125
HOXB2	1.854
ANP32B	-1.215625
GATM	2.7805
AP4E1	0.198625
EDG5	0.250375
CDKN3	-2.7655
CDH4	-2.08525
PGD	-0.629166666666667
RND1	1.9785
GAD1	-2.3983
MPG	0.929
LOC440350	-0.173
ZNF133	-0.401
SERPINB12	-0.878
AMELY	-0.0656666666666667
DHX36	-0.8795
TNFAIP8L2	2.3825
PHTF2	0.0693888888888888
CCDC112	-0.2235
IQCC	-0.5255
HEYL	3.46233333333333
FTSJ2	-0.629166666666667
APPL1	0.15275
RAB43	0.5895
OR10G2	0.453
WAC	-0.0615
ADCY9	0.393625
RUNDC2B	0.597166666666667
PYCRL	-0.1206
AGPAT7	-0.886333333333333
SLC22A9	-1.365
CDKAL1	0.0155
PDYN	-0.6505
C20orf74	-1.516
MTMR11	1.16
VAV3	4.71483333333333
DAPL1	3.557
STXBP3	0.88525
EIF3G	-0.022
ARHGAP22	-1.393
NPFFR1	0.3185
NPC1	-0.905333333333333
ALDH9A1	1.12766666666667
ZNF600	0.7125
ZNF678	0.585833333333333
RASSF1	-0.0464166666666667
ADD2	-2.71575
PITPNB	-0.90675
PKD2L2	0.378
LRP11	0.182
CDKL1	-0.88
SMEK2	0.212
PRODH2	-2.8445
C11orf54	-0.4845
SFRS11	-0.211
IL7	-1.55183333333333
ALS2CR16	0.54725
BTG3	-2.29066666666667
PAK2	-0.636833333333333
RP11-679B17.1	-0.932
GATA4	-2.061
ATP2B1	-0.86325
LOC130940	-0.004
C1orf172	2.3535
ATF7IP2	-0.703
SLC25A43	-0.465666666666667
CENTG3	0.308416666666667
IGF2BP1	-4.0613
FCHSD1	0.6615
CAMK2N2	1.37033333333333
ELAVL3	-0.2639
NBPF15	-0.00549999999999997
UBE2J2	0.294
GNL2	-0.9425
PRR3	-0.1834
NLF2	1.189
OR4F6	0.1885
KLHL24	0.180833333333333
CCDC88A	-2.1352
SGPP1	-0.235833333333333
C10orf11	-0.303666666666667
SLC35B4	-1.51416666666667
UGT3A2	-1.0995
ARNT2	1.1574
CBR1	-2.30425
ITPR3	-0.190666666666667
TRAPPC6B	-0.5664
AMZ1	1.8535
ARP11	-0.07
WDSUB1	-0.002
APBA1	0.5065
RAB2A	0.9236
C6orf162	-0.307
HPSE2	0.00700000000000001
PLCE1	-1.59225
INSL3	-0.095
DLG1	0.1801
PTPLA	-3.513
PIGX	0.00325000000000001
TFIP11	0.2675
FIBIN	2.954
POLR2G	-0.68775
GRAP2	-2.408
DNAJB8	-0.017
CNBP	0.0921666666666667
WASF1	-0.76625
INPP5E	-0.8025
HSPB1	2.360375
TMEM167	0.0491
CUBN	0.249
IGF1	0.884
ITPK1	0.1271
NAALAD2	-1.52175
G3BP1	0.2211
NT5DC1	1.46
CYP39A1	-1.6875
TMEM139	1.1825
POLK	0.4068
GLULD1	-1.937
RBM15	-1.08133333333333
AMZ2	0.2355
GDF15	-1.53283333333333
MESDC2	0.06925
INCA	-0.338833333333333
ACY1L2	-2.4735
GZMM	-1.09883333333333
PAIP1	0.631
CACNA2D1	-0.331
STK32C	-0.2715
SH3BP4	0.754666666666667
DEC1	-0.239
PADI1	-0.263
UBB	0.6176
PON3	-3.2445
PROP1	0.5285
ANKRD13B	-0.328
ADCK1	0.484
TCF25	0.31175
SLC38A5	-2.1695
CXorf26	0.0486666666666667
C19orf39	0.64575
PPP1R13B	0.31
ARL2	-0.6015
TCL6	0.298583333333333
TOP3A	-0.383
SLC16A14	-0.172375
FXYD6	1.14966666666667
HIST1H4E	-0.323
BBC3	0.946842105263158
UNC5A	0.6785
FAM86C	-0.3602
PI4KB	1.081125
B3GAT1	-3.48825
SUSD2	1.59033333333333
OAZ2	-0.2165
NOC4L	0.89225
C10orf12	-0.38125
FADS1	-3.54266666666667
LOC144097	-0.296
DKK2	1.36083333333333
KIAA1949	-0.2255
RHOT1	0.6346
OXT	1.176
GPR153	1.222
ARL4A	-1.67783333333333
SAAL1	-1.41475
CCDC64	0.61
USE1	0.0663333333333333
HNMT	1.4015
PCGF3	0.1485
CYP2C19	0.27425
C20orf4	0.5345
CCDC11	0.069
ACSBG2	-0.36175
RWDD2A	0.096
PALLD	1.787375
CPLX4	1.1575
LOC492311	1
KPNA2	-1.77783333333333
MACROD1	-0.0711
TMCO3	0.642833333333333
C15orf52	-0.935333333333333
BIRC5	-2.16026666666667
PRR16	-0.248166666666667
FAM63B	-0.624
KATNB1	0.242
WNT8B	0.254
CPLX3	0.33525
GHR	0.5635
CCDC124	-0.007
BCLAF1	-0.80875
GOLGA3	1.0694
CLEC4E	2.5075
AKR1CL1	0.184
BBS7	-0.293
