Hybridization REF	TCGA-AR-A1AH-01A-11R-A12D-07
ATAD2B	1.186625
ARHGAP17	0.0729
KCNIP3	-1.0655
SFPQ	0.35525
GFRA4	0.843833333333333
AKR1B10	-2.750125
TIGD6	0.1605
RGS16	1.8325
URB1	-0.132
OR4C46	-0.287333333333333
TOP3B	-0.5935
NFATC4	0.064
CA14	-4.79375
BMPR1A	2.0225
SNRP70	-0.48675
PRL	-0.02475
C6orf130	-1.086
STAG2	-0.255
CD55	-1.30335714285714
RPS23	-0.996333333333333
SSX2	-1.34533333333333
FDPSL2A	-0.357
FBXO27	1.452875
SYNGR3	-1.87816666666667
TMSL3	1.04425
EML1	-1.5755
NUP93	-1.19325
SMAD3	-1.2536
KIAA1189	-0.187166666666667
HNRPUL2	0.371333333333333
TBC1D12	0.152833333333333
C16orf24	0.289
MRVI1	1.28983333333333
ZNF581	0.102833333333333
ELOVL3	0.4715
OR51Q1	-0.087
CACNB3	1.06383333333333
GALNT13	-0.8455
C10orf84	0.3105
NEDD4	-2.1653
SPO11	-1.5715
OR5AU1	0.2605
NEK4	0.260428571428571
PRKAR2A	-0.976833333333333
IHPK1	-0.799166666666667
ATP6V0B	1.36225
CACNA1E	1.4375
CEACAM8	-0.122666666666667
PEX14	-0.459
FLJ12993	-0.3995
ZBTB38	-0.80875
PCTK2	-0.0506666666666667
LRRC16	1.3168
FBLIM1	0.800416666666667
FYCO1	-0.47475
RP5-1022P6.2	-2.48916666666667
CMTM1	-0.7105
PLTP	1.59816666666667
RAPH1	0.9055
DOCK8	-0.83375
EZH2	-0.2014
SLC25A1	-1.11733333333333
PLEKHB1	2.0486
GRB7	1.4123
ZFP37	0.01175
MRPL33	-0.332
PELO	-0.5605
ARMC1	0.246545454545455
C9orf27	-0.09475
FLJ25778	0.338
C9orf37	-1.469
TMEM66	0.4915
SPRN	-0.310875
HBEGF	0.75275
PI4KA	-1.6675
LEPRE1	0.117
POU2AF1	-1.345625
MRPL12	0.0783333333333333
REP15	1.683
ZC3H3	0.1315
RASAL1	0.83475
DDAH1	2.329625
ACBD5	-0.35075
TMC2	0.403
CCDC137	-0.40125
SAMD13	2.34966666666667
UGT2B15	-3.9656
TIPARP	-1.82625
DNASE1L3	-0.38575
TRIM72	0.363666666666667
DBX2	0.209
IPO8	1.49275
C21orf88	-0.2429
MAP3K14	-0.33925
LOC51233	1.31466666666667
GGTLA4	-0.8355
PDE6D	0.298
ZNF117	0.97075
CLK2	0.12325
NKRF	0.122
TNFSF15	1.206
DUSP2	2.313875
SECISBP2	-0.7755
GABRR2	0.546
PPAP2C	1.52075
LOC51145	0.188166666666667
PAG1	-1.51225
PIK3C3	1.02875
GNG10	-1.2765
APOL4	-0.8126
ANKRD28	-0.314875
STMN3	-1.8792
RAB14	0.2734
CDK2AP2	-0.59975
HDDC3	-1.03775
COMMD7	-0.029875
CXXC1	0.75925
HMCN1	-1.53566666666667
CD40	0.86275
DYNC1LI2	-0.08375
GDI1	-0.00975
LOC646938	-0.1315
VSNL1	1.22216666666667
PIH1D1	-0.277333333333333
RAET1G	-0.4205
KRTAP5-9	0.0095
EFTUD2	-0.80125
ZNF311	-0.567666666666667
ATP6V1G3	-0.287
OR2W3	-0.8715
SCN4A	0.254
MED10	-1.112125
FAM135A	0.295
ARHGAP4	-2.302
EHMT2	-0.00287499999999999
UFD1L	-0.56575
ERMP1	-0.063
MAG1	-1.72333333333333
THAP8	-0.304166666666667
HACE1	0.732833333333333
FAM82C	-0.795
C3orf20	-0.0425
UNC84A	0.0578333333333333
SCD5	-0.389714285714286
LASS6	0.36825
LSG1	-0.0871666666666667
MAL	-5.76625
GPR22	-0.131
WDR5B	1.335
ACTRT1	-0.1065
C17orf60	-1.3575
GRIN2C	0.1328
ARMC8	-0.061
SLC47A1	-3.75416666666667
DMPK	-0.3245
DHRS13	-2.16816666666667
SMC1A	-0.236
KRTAP17-1	0.1935
SMYD5	0.2395
TUSC2	0.052625
CRHR2	0.5855
KIR3DL2	-0.354
CCDC104	0.70775
ATP2C1	0.115625
CROT	0.2325
PABPC3	0.363666666666667
EGR1	1.3055
THSD1	0.149
KHK	-1.04025
SLC12A2	1.2831875
CD58	-0.60075
STOX2	1.1635
CCDC76	0.6982
CCDC48	0.48425
DNAH1	0.545666666666667
ZIC4	0.150125
OR1G1	0.7835
PSMC6	-0.745166666666667
PROKR1	0.1455
ABCB1	-1.827875
TRAT1	-2.58375
LLGL1	0.4745
MTF1	2.41925
USP54	1.5495
PAGE2B	-1.157
ITGB7	-3.65175
CCDC81	0.1515
LOC149837	-0.41825
SCUBE1	-0.6995
ZSCAN10	1.253
HUWE1	0.645214285714286
CDH17	-1.372
CD180	0.12975
IL17A	0.213
TMPO	-0.506625
KIAA1524	-0.0988333333333333
HDGFRP3	-2.186
OXCT1	-1.03381818181818
RRAS2	1.06383333333333
LTBP2	2.1673125
SV2B	-0.5025
CYP2A6	0.473875
PKD1L2	-0.909166666666667
PPM1M	-0.986
FLJ22662	1.9275
ZNF502	-1.2275
GP6	-0.65325
CRYBA2	1.34375
LEF1	-2.6289
CTPS	-0.564
EYA1	-3.13383333333333
EPS8L1	1.42075
MAPK14	0.112083333333333
SERPINB2	-5.164125
GTF2F2	-0.238666666666667
ZNHIT4	1.321
PLA1A	-0.735875
C20orf114	-0.49425
HPR	-3.772
C18orf2	-2.81583333333333
SATB2	-3.45675
KCNJ9	0.337875
MGC157906	0.3955
MOCS3	0.817
C17orf71	-1.05883333333333
PPHLN1	1.0002
HIST1H2BN	-0.413625
RAPGEF1	-0.18275
MAP3K8	0.5595
DLG4	-0.1865
STC1	0.504
CDGAP	1.614
DDX26B	1.40525
LOC150223	-1.91725
CPSF3	1.35666666666667
TMEM14A	0.4375
MYH3	-0.4435
GPKOW	-0.235
SULT1A1	-1.1005
SPON1	3.731
YY1AP1	0.329
RAB23	0.32775
PLA2G4A	-0.83575
MAPRE3	-0.441
ZNF516	-2.49721428571429
GGPS1	1.25375
EXOC3L2	-0.027125
C19orf42	0.1343
MAP2K2	-0.6505
HIST1H2BB	-0.5125
RNF19B	0.413666666666667
C6orf128	1.85783333333333
TLR8	2.249
PCDHA9	0.1275
CARS2	0.305
CLUL1	1.4815
RHAG	-4.3235
UNK	-0.1145
EXOC8	0.7328
C9orf95	-0.39625
C14orf143	-2.80333333333333
MAML3	-0.207142857142857
LDHA	-2.0495
MRPL20	1.626875
KLHDC6	-0.0726666666666667
ATP5S	-1.75566666666667
C8orf55	-0.65675
PHF19	-3.03775
KRTAP13-4	0.3505
TTC5	-0.3435
XKR5	-0.316
SILV	-5.217
TEX28	-0.244
TCTN1	1.63575
CX40.1	0.32225
PPP2R5C	-0.452125
C12orf30	-0.192
CAPG	1.05425
MPZL1	1.5652
ARSB	-0.349166666666667
TDH	-1.8385
WASF4	0.0085
TSSK3	-0.356333333333333
7A5	1.821
CRISPLD1	-0.16475
MAD1L1	-0.363333333333333
SPIN4	0.194
AMPD1	-1.84325
DPYSL5	0.1325
INPP1	0.188666666666667
ANKRD11	-0.141944444444444
NPAS4	-0.18225
GCET2	-0.3389
RNASE9	0.0875
GUCY2D	0.182
CCDC98	-0.79
FGF4	-0.457375
CPM	-0.4235
SLC26A4	-2.07066666666667
PLD5	0.112666666666667
FAM59A	0.1666
FBXO5	-0.192555555555556
SIPA1L1	0.2915
DPYS	1.395
ATG4D	0.16825
TGM3	0.0395
MTCH1	-0.196375
HK1	-0.239857142857143
CDC26	0.401875
GALNT12	-4.189
LOC339229	-0.1345
MRPL35	0.189125
ORC4L	0.968125
TNKS	1.15564285714286
C2orf24	0.829666666666667
ZNF553	1.92633333333333
GGTLA1	2.0401
ZNF497	0.39675
CDY1B	0.554
SLC30A4	0.849875
TUB	0.898125
ARHGEF18	0.1965
ARRB1	-0.82025
KCNK1	2.595625
EREG	0.6054
SCAMP5	-1.38325
RUNDC3B	0.163
ADAMTS20	0.07475
IL17RB	-1.23275
FLJ20323	-0.3035
MCAM	0.7385
POLR3E	-1.27966666666667
AQR	0.0646666666666667
IPMK	0.6825
CDCA7	-1.054375
CAMP	0.65975
GRHL3	-1.1035
ADAMTSL2	0.9795
CLMN	-0.836833333333333
SSTR3	0.154
MAGEA5	-2.24183333333333
OVOL2	3.447
JMJD1B	-0.14925
RBL2	-0.4948
PYGO2	1.26375
PPP1R10	0.582
CSE1L	-0.0586666666666667
LCA5	0.31025
RDH16	0.144
ASRGL1	-3.196625
TOM1	-0.7915
PTX3	-3.54
TTC15	2.0905
SCGB3A1	2.374
MRPL50	-0.622
RCAN3	0.72675
SLC26A11	0.55775
STYX	-0.0156666666666666
CINP	-0.52075
MARCH7	0.25125
PFKM	-1.49416666666667
SGMS1	1.31666666666667
RIOK3	-0.0761
C1orf110	-0.5405
CES7	-0.107875
LOC440248	-1.038
PPP1R12C	-0.164
C10orf27	0.6475
ATG9A	0.30325
MRPS26	1.358625
TMEM40	0.659
ELP3	0.0691
ZNF787	1.3088
HIAT1	0.093
C8orf34	0.175
MGC4655	-0.1034
PELI1	1.41183333333333
PPT1	-0.5735
SLC35C2	-0.393833333333333
C6orf125	-0.30075
MUC4	-1.32783333333333
RFC4	-1.058
GNB2	0.283333333333333
NUP50	0.0777142857142857
SULT4A1	0.974166666666667
C7	0.631125
CCDC130	-0.505333333333333
ARRDC4	-0.84475
RQCD1	0.654
GLYCTK	-1.65975
AYTL2	-0.645181818181818
MTUS1	-0.7649
LEMD3	0.703333333333333
PLEKHF2	-0.11775
HOXA7	1.016875
GTF3C2	-1.059
DYNLRB2	0.00825
CNOT10	-1.65425
MR1	-0.0176666666666667
FFAR1	0.16625
PRIC285	0.1345
SLITRK6	3.44275
LIX1	-1.6073
UBE1L2	-0.56
F8	0.874875
ACHE	0.1654
KPNA5	0.901
TNFRSF12A	-0.574
EGR3	1.9565
SERPIND1	-3.80833333333333
OASL	0.6915
IFRD1	0.71625
WDFY1	0.212
ZNF267	0.5315
ACCN5	0.1825
ZBTB6	-0.4165
PPP1R3A	-0.1315
PRRT3	-0.2045
FBXL19	-0.0415
TXNIP	-0.423642857142857
ACTN2	-0.26875
ATG9B	-0.559
C9orf117	-0.467
IL27	0.483
RPL36AL	0.0385
KLK15	0.52875
CHAD	0.3705
RAP2B	0.0653
HEBP2	1.52825
ZNF342	1.096
CAMK2G	-0.369333333333333
TLR3	0.0615
FGF14	-0.3935
HMGB2	-0.860125
TRPM5	0.164
OR5M11	0.123
KIF3B	0.392894736842105
PRICKLE2	-1.5655
MTMR9	0.797875
C3orf27	-0.0445
GLRA3	-1.19316666666667
NSDHL	-0.362333333333333
TMEM32	-0.008
POLR2D	-1.42308333333333
MYADML	0.1735
C9orf114	-1.0165
MRGPRX1	0.3245
TOPORS	0.244
CLDN19	-1.23775
C1QL4	-0.9425
RNF165	1.2235
DHRS9	-1.57525
DNAH2	-1.169
FXR1	-1.4845
ZMYM3	-0.619875
CASP3	0.316
FAM120C	0.105
SCLY	-1.14325
CA7	0.1945
ENTPD5	0.0741666666666667
ZNF461	0.81175
PDIA5	-0.55375
C1orf19	0.586333333333333
TMEM67	0.27075
KCTD20	-0.376
WDR47	1.017
FLJ38723	0.1615
KLRF1	-0.758166666666667
TAS2R16	0.204
CLDN12	-0.3535
PRKCE	-0.4835
UBXD4	-0.30425
ITGAM	0.887333333333333
GLT8D3	2.289125
WDR31	0.2624
RGS2	1.363
OR51L1	0.418
MST1R	-1.5165
KIAA1737	0.30575
OR4A5	-0.289
GLIS1	-1.86516666666667
PTMA	1.01007142857143
NAPA	0.748
PRDM11	-0.0935
LIPF	1.1445
DIRAS3	-1.304
ASGR2	-4.595625
C1QTNF4	-0.3805
PIK3R4	-0.3985
ARMC3	0.256
NDUFV3	0.00183333333333333
BTBD3	0.938333333333333
PPP1R2	-0.535583333333333
UBE2NL	0.27025
FOSL2	1.46214285714286
FAM119A	-0.0511666666666667
TUBA4A	0.7415
KRTAP12-1	-0.18875
SFRS2	-0.284
RHPN1	-0.4798
EEF2	-0.990666666666667
ZDHHC11	-1.20483333333333
EPHA3	-2.0935
RBM12	-0.259
H2AFJ	-0.128583333333333
EDIL3	0.9705
KIF26A	-2.332
SERGEF	0.0205
B3GALT4	0.98175
LOC90925	0.358166666666667
OSCAR	-0.34375
NPFF	0.360125
DEDD	0.750875
TMEM155	-0.129625
PTPN1	-0.3655
SCYL2	1.15433333333333
SKAP1	-0.9555
LEAP2	-3.075
GADD45G	0.4714
IFITM3	-1.12275
PILRB	-0.648666666666667
SLU7	0.01925
DSC3	0.4375
DNMT3L	-0.591
PAPD5	-0.721
B3GNT3	-0.9495
LHCGR	-0.028
MSL-1	0.02425
UBE2S	-0.816875
SAP130	-0.233
ANAPC11	0.3215
MAGED4B	1.1865
ATP6V1B2	0.4535
C14orf179	0.765375
CAPZA1	-0.03475
CDYL2	-1.2595
GLRX3	-0.815833333333333
LOC136288	-0.382666666666667
MOBKL1A	-0.25675
HTR2B	0.6145
CRYGD	-0.0625
NUS1	0.3845
PGRMC1	0.962
MYOM2	-1.60475
FLJ39653	-2.9585
CHM	0.4262
OR5M8	0.51
ZNF619	0.5155
FAM105A	-0.54875
CCNL1	-1.233875
NAP1L3	0.73775
C10orf57	2.82216666666667
B3GALNT1	0.350166666666667
CSN1S2A	-1.129
TCP10L	2.3285
GDAP2	1.3355
DMKN	-0.206
COX6B1	0.5125
DNASE2	-0.615333333333333
MSH5	-1.3595
LGMN	-0.959375
USP31	0.1031
OR13C8	0.372
SDCBP	-1.1481
NUDT11	-0.260333333333333
PYGL	-2.78433333333333
SNPH	2.04433333333333
B3GNT4	0.786
MIZF	0.2888
NUBPL	-1.37975
NOD1	0.180166666666667
CDH22	0.162875
NUBP1	-0.0305
DSCAM	-3.995
DGKI	0.7015
FAM136A	0.4175
AKAP1	-0.198166666666667
SLC16A6	-2.6545
RIN3	0.59425
PSG2	-0.192
DIP2B	-0.449833333333333
PSORS1C1	1.4721
KIAA0495	1.365
FLJ90709	-0.126333333333333
LPA	-0.136833333333333
PIGA	0.266166666666667
LY75	0.630333333333333
UTS2	-6.38383333333333
RREB1	0.0055
GALNACT-2	0.5263
MGC3196	0.29325
FLJ31568	0.5385
LPHN1	-2.657625
SP1	1.1945
TOX4	-0.784166666666667
HSPA9	-0.4416
APOBEC1	0.309
SLC35E4	-1.4555
LSM5	0.35325
SURF1	-1.20775
ZBTB1	0.424666666666667
GTF2F1	0.07475
RPS15A	0.0633571428571429
DUSP21	-0.369
GINS4	-1.2315
MYO15A	-0.802333333333333
GIMAP7	2.3215
MGC13379	2.05825
ATP6V1E2	0.749666666666667
UTP3	-0.409
HNRPA3	-0.0314375
MT4	0.657
C14orf155	0.145
U1SNRNPBP	0.764
CKLF	-2.2995
PLEKHN1	0.823833333333333
MBNL1	-0.587
NUP160	-0.57
ACSM2A	-1.62525
LOC129881	0.60225
KIAA1529	-0.769
FLJ22639	-0.394
HAND1	-1.468
GSX1	0.6035
FGA	-4.1526875
SERPINB1	-2.191
ZNF642	-0.41075
IGFBP1	-8.397625
SLC1A1	0.1475
DHX57	1.08125
ZNF766	0.0715
PTPN21	0.1839
GDPD3	-2.13866666666667
PNPLA5	0.7295
TBR1	0.762833333333333
FAM116A	-0.3675
IQGAP1	0.167
FOS	-0.617375
ZNF226	0.58475
FIGNL1	-0.0125
C14orf1	-0.743666666666667
ZMYND17	-0.6695
PUS7	0.358
TUBB6	-0.14475
KCNQ2	-1.4555
MARCH6	-0.476333333333333
CCDC33	0.3545
PRODH	-1.52225
RBM11	1.73925
EPHA6	-0.172375
SLC43A1	-1.95475
LOC196541	1.415875
NTN1	0.0946666666666667
ING4	0.926
PCDHB10	2.2125
DPH2	1.213
SPACA4	0.492
FBXL21	-3.8705
DIAPH1	-1.0235
ZNF71	2.31383333333333
CEP76	0.512
CORO1A	-1.43525
RRM2	-0.500375
EDG4	1.2855
OS9	0.208333333333333
SLC4A1AP	0.0975
COG5	0.25175
COPS8	-0.73275
NGLY1	0.209
NCBP2	0.120625
C17orf42	-0.277166666666667
GPSM3	0.396375
SIL1	-1.3915
ASB6	-0.05175
SMAD5OS	0.794333333333333
UNC93A	-2.5315
A1BG	0.198666666666667
C21orf62	0.2895
FMO5	-2.573
ATRIP	-0.7545
CEBPG	0.408166666666667
C7orf38	0.212833333333333
TNFRSF1B	-0.137333333333333
CLEC1A	0.824333333333333
IQSEC1	0.511
PATZ1	0.7001
RBM22	0.63025
BAG2	-0.699666666666667
PAQR5	-1.5405
C9orf127	0.0753
THNSL1	0.028
SHROOM3	1.8019
JAM2	-0.39975
SNRPN	-2.70525
ALX4	0.3275
CACNA1S	0.302
FAM130A1	0.72375
CORIN	1.1505
CD300LB	0.5855
PLEKHG6	2.1695
LRRC40	1.068
PCLKC	-1.282
PCDHB16	-1.8355
WNT2B	0.355
ASNS	-1.12777777777778
MRPL49	0.0705
FLJ46111	-1.77575
ISG20	-2.00575
SMU1	-0.0601666666666667
CASZ1	0.468
POLR1D	-0.736916666666667
GIN1	-0.4535
SNAG1	-0.4515
ANKRD29	-2.8495
CDKN2AIP	-0.60725
KRR1	0.706
CXCL1	2.31066666666667
EPM2A	-0.4837
PC	0.975
DEFB127	-2.9215
PDZRN4	0.965833333333333
FAH	-0.995875
OR51E1	1.5525
CDC2L6	1.15433333333333
DNTTIP1	0.0025
PAX8	-1.11525
TMEM116	-0.0735
C1orf150	-0.21
PRO2012	1.22675
MRPL40	-1.97233333333333
BEX1	-4.0327
SLC2A4	-2.27416666666667
PKMYT1	-1.35375
FEZF2	-0.318666666666667
SLC26A9	1.03025
MAP2	0.469916666666667
LYL1	-1.84525
SLC25A19	-0.424
NOS3	-0.4815
ZNF34	-0.130833333333333
TMPRSS11F	0.04425
FAM43A	-0.62375
FCRL4	-0.0258333333333333
KLF14	0.811
FLRT2	-1.71366666666667
WRN	0.847
SDF2	-0.1383
KRT8P12	-1.12575
C6orf195	-0.2035
C9orf125	-2.24466666666667
DZIP3	-1.07325
RIT1	0.167083333333333
SCML1	-0.9175
RHBDF2	2.175625
OR2G3	0.3335
REXO1L1	0.283
MAP3K7IP3	0.2645
C3orf57	-6.834
FBXW11	-0.876166666666667
ETAA1	-0.824
C14orf131	-0.5262
AKT1S1	0.00825
SLC12A5	-0.392875
C9orf164	1.17025
NRIP3	-1.213375
NOS1AP	-1.8735
TMEM121	-0.57775
SAP30BP	0.1341
DGCR6	-0.62525
WDR76	-1.07825
FAM82B	-0.78875
LOC606495	0.436
MAP9	1.55791666666667
BCDIN3D	0.4695
CXorf36	2.79716666666667
DSCR3	-0.6562
ZFAND3	0.73575
C7orf43	0.4015
SPSB3	0.7112
C19orf19	0.18175
FAM133A	-0.228375
C12orf25	-0.13375
SLC39A3	-0.732875
DISP2	1.16675
PI4KAP2	-2.51
MKRN3	-0.1205
ADAMTS13	-0.70475
CBLN3	0.0988
TTYH1	-1.9565
C3orf18	-1.38825
FLJ13236	-2.5185
ZMYND12	0.40275
C18orf25	1.30875
GLB1L3	-2.135
ATP13A5	1.3525
RANBP10	-0.31675
CD96	-2.5618
DENND1C	-1.25775
RBMS3	-1.1915
SLC41A3	-0.3145
DGCR6L	-0.58975
TMEM128	-0.243
CSNK1G3	-0.178428571428571
MOBKL2C	2.302875
TSPAN6	1.11925
MATN2	-2.3888
MSL2L1	0.00916666666666667
ST6GALNAC2	-0.249833333333333
FGFBP2	-0.763
FGL1	-6.9155
MPP3	-1.637
ARHGEF6	-0.277833333333333
TGFBR2	0.689375
ACMSD	-0.76475
IL33	1.28175
C9orf5	-0.5805
DEAF1	-0.2545
AMN	0.6985
DEFA6	-0.16425
RNF212	-1.79575
METT5D1	-0.425666666666667
CIB1	-0.4231
TSSK1B	0.69025
KIAA1727	2.20775
ZNF680	0.746
LOC399900	-1.0055
LOC152217	-0.241666666666667
CTNNAL1	-3.8185
CIT	-0.571583333333333
TLE6	-0.0635
ZNF607	-0.26775
HERC4	-0.816833333333333
DRAP1	0.011
PEMT	-0.52225
C10orf111	0.334
ZNF575	1.03525
KCTD7	0.16775
MYO1F	0.2155
LOC285382	-0.2555
RAB11A	-0.164
PLCD3	-1.12925
C15orf28	0.12675
PTBP2	0.622625
CTB-1048E9.5	-0.284625
C19orf60	0.6
C7orf25	0.958166666666667
SETD7	0.15325
HOXB9	-4.8015
VANGL1	0.4410625
CHAF1B	-0.774
NDUFA3	0.08475
KIAA1328	0.478833333333333
SHARPIN	-0.5065
TTC23	0.39175
UGP2	0.199916666666667
ANKIB1	0.9107
CIRBP	-0.710714285714286
SEC14L4	1.08133333333333
OVCH1	0.206666666666667
VPS52	-0.329
FAT	-0.78975
M6PRBP1	-0.3275
GPRIN3	-0.4525
PPM1F	-0.6145
TSR1	-0.11475
CCDC85A	3.03775
PCSK5	-0.24225
ZFHX3	-0.4185
HEMK1	-1.1
PGBD2	0.75325
RSRC2	0.0121666666666667
AURKC	-0.269166666666667
SCRIB	-0.572
ORM2	-4.83083333333333
FAM115A	0.4346
FZD6	0.315
UNC119	0.565333333333333
GPX3	-1.0742
NOV	-0.567125
CABC1	-0.515
CDC42SE2	-0.4445625
EIF2S2	-0.2591
RNF130	0.656375
CKAP5	0.617833333333333
RP11-413M3.2	1.70375
C10orf18	1.183
TMEM93	-0.28475
DYX1C1	1.91025
KCNMB2	-1.375
ANK3	2.28016666666667
KRT5	0.8888
CDH12	0.18375
QRSL1	-0.103625
JUB	-1.581
SHC4	0.243125
CCL15	-0.0285
CCDC22	-0.3565
SNX24	-0.98175
RARS	-0.448
MORC2	0.748875
FAM48A	0.126
MT1H	0.2345
PPP1R14C	1.42333333333333
FOXD1	-2.05314285714286
C1orf213	-1.63825
AMT	-2.2228
DSN1	-0.58225
PTPLAD2	0.7055
DIS3L	-1.08775
RASL11A	0.19075
GPRC5B	-0.16075
FRMD7	-1.296
STRN4	0.136
KITLG	-1.14745454545455
HDGF	0.80725
OR1S1	0.523
SETX	-0.141
DDR2	-0.985875
KCTD12	2.071
LYZL2	-0.6375
WDR52	-0.021
TMEM2	-0.336875
ZNF579	1.37583333333333
LOC200810	-0.24975
TNFSF9	-2.104625
PPFIA4	-3.035
CNIH3	-0.674333333333333
MAP4K4	-0.369285714285714
ROD1	0.0753571428571429
ALS2CR12	-0.27
DOCK3	0.664166666666667
PAQR9	-3.99633333333333
ASB17	-0.484166666666667
STX16	-0.68525
FEZ2	-0.337666666666667
DLAT	0.189666666666667
KIF21B	-1.354
CDC5L	0.185
TMEM119	1.2515
CRIP3	-0.787
TPSD1	0.287666666666667
TEPP	0.33775
GNGT2	0.496
C21orf121	-0.283
WNK1	0.502
FLJ10490	0.6562
OR51B5	-2.0405
LOC203547	-0.088875
HAS1	0.3245
PPA1	0.9885
ST7	0.57125
C11orf46	0.9915
POPDC3	-3.37916666666667
ACOX2	-2.7885
ATCAY	0.00324999999999998
TM4SF19	-2.53175
MFSD9	0.211166666666667
PDHB	-0.67875
ERN1	0.04875
LCE3C	0.4225
GPR111	-0.677
NOTCH3	2.58366666666667
ADAMTS5	1.573
B3GALT1	-0.98
UGCGL1	-0.497666666666667
FAM58A	1.6595
FBXO32	2.22325
CLPP	-0.06825
NXPH1	-2.07433333333333
MTMR3	0.240166666666667
ATP1B3	-1.09625
TMEM16A	3.9875
HIST1H3F	0.216333333333333
TRIM25	-0.431
SDCBP2	1.1975
CRKL	-1.441125
HOXB2	0.699666666666667
ANP32B	-0.437625
GATM	2.063
AP4E1	-0.043125
EDG5	0.7675
CDKN3	-1.39433333333333
CDH4	-2.5875
PGD	-0.537333333333333
RND1	-0.604
GAD1	-3.3156
MPG	-0.4205
LOC440350	-0.317
ZNF133	1.49575
SERPINB12	-0.015
AMELY	0.5338
DHX36	-0.77725
TNFAIP8L2	1.75566666666667
PHTF2	0.0188888888888889
CCDC112	-0.296833333333333
IQCC	-1.33725
HEYL	3.06116666666667
FTSJ2	0.0343333333333333
APPL1	0.5595
RAB43	0.0838571428571429
OR10G2	0.3745
WAC	0.832333333333333
ADCY9	-1.527875
RUNDC2B	-0.332833333333333
PYCRL	-0.0521
AGPAT7	-1.596
SLC22A9	-0.8675
CDKAL1	0.691
PDYN	0.0913333333333333
C20orf74	-0.309
MTMR11	1.4565
VAV3	1.82108333333333
DAPL1	0.31175
STXBP3	0.44375
EIF3G	-0.1325
ARHGAP22	1.406
NPFFR1	0.579
NPC1	-0.490333333333333
ALDH9A1	1.68216666666667
ZNF600	0.707375
ZNF678	1.00616666666667
RASSF1	-0.419416666666667
ADD2	-2.66075
PITPNB	-0.151125
PKD2L2	-0.06725
LRP11	0.2865
CDKL1	-0.532
SMEK2	1.101
PRODH2	-3.2045
C11orf54	0.133666666666667
SFRS11	0.73
IL7	0.944333333333333
ALS2CR16	1.507
BTG3	-0.133666666666667
PAK2	-0.743333333333334
RP11-679B17.1	0.21525
GATA4	-1.91116666666667
ATP2B1	-0.104
LOC130940	-0.352
C1orf172	2.2555
ATF7IP2	1.396
SLC25A43	0.129666666666667
CENTG3	0.677
IGF2BP1	-3.9997
FCHSD1	0.255
CAMK2N2	1.13766666666667
ELAVL3	-0.0505
NBPF15	-0.2015
UBE2J2	1.32016666666667
GNL2	-0.52025
PRR3	0.3511
NLF2	1.48575
OR4F6	0.2185
KLHL24	0.7225
CCDC88A	-2.6402
SGPP1	-3.33616666666667
C10orf11	-0.0543333333333333
SLC35B4	-0.402
UGT3A2	-0.9075
ARNT2	-0.1539
CBR1	-0.0825
ITPR3	-2.81516666666667
TRAPPC6B	-0.918
AMZ1	-1.6795
ARP11	1.9935
WDSUB1	0.748
APBA1	1.24716666666667
RAB2A	1.1598
C6orf162	0.847625
HPSE2	0.21
PLCE1	0.04475
INSL3	-0.00150000000000001
DLG1	-0.7617
PTPLA	-1.23625
PIGX	-0.987125
TFIP11	-0.336
FIBIN	2.4265
POLR2G	0.4445
GRAP2	-2.2872
DNAJB8	0.38975
CNBP	0.7625
WASF1	0.90375
INPP5E	-0.7042
HSPB1	-2.4239375
TMEM167	0.3366
CUBN	-0.8475
IGF1	1.279125
ITPK1	-1.0741
NAALAD2	-0.5435
G3BP1	0.0599
NT5DC1	-0.205
CYP39A1	1.836
TMEM139	-1.93308333333333
POLK	-0.7905
GLULD1	-1.011
RBM15	-0.122333333333333
AMZ2	0.5515
GDF15	-4.9495
MESDC2	-1.14025
INCA	1.02733333333333
ACY1L2	0.3095
GZMM	-1.08283333333333
PAIP1	0.5155
CACNA2D1	-1.15
STK32C	0.0401666666666667
SH3BP4	-1.4525
DEC1	0.0175
PADI1	0.791
UBB	-0.4409
PON3	0.791166666666667
PROP1	0.592
ANKRD13B	0.6625
ADCK1	-0.2775
TCF25	-0.816166666666667
SLC38A5	-3.34425
CXorf26	0.262833333333333
C19orf39	0.34675
PPP1R13B	0.08975
ARL2	-1.8305
TCL6	-0.00083333333333332
TOP3A	-0.6485
SLC16A14	0.6285
FXYD6	1.3905
HIST1H4E	0.54125
BBC3	0.710052631578947
UNC5A	0.105333333333333
FAM86C	-0.0929
PI4KB	1.17525
B3GAT1	-3.44175
SUSD2	0.362833333333333
OAZ2	-0.115
NOC4L	0.315
C10orf12	-0.27675
FADS1	-3.062
LOC144097	0.33675
DKK2	-0.1115
KIAA1949	-0.12875
RHOT1	-0.3408
OXT	0.805
GPR153	1.26975
ARL4A	0.0331666666666667
SAAL1	-0.22375
CCDC64	-0.5455
USE1	0.281333333333333
HNMT	-0.674666666666667
PCGF3	0.025
CYP2C19	0.2425
C20orf4	0.673
CCDC11	2.3055
ACSBG2	-0.03275
RWDD2A	1.04875
PALLD	1.278875
CPLX4	0.049
LOC492311	-0.31125
KPNA2	-0.600166666666667
MACROD1	0.3555
TMCO3	-1.51816666666667
C15orf52	1.55666666666667
BIRC5	0.303066666666667
PRR16	-0.6545
