Hybridization REF	TCGA-BH-A18G-01A-11R-A12D-07
ZNF230	-0.4515
MSN	0.949214285714286
SLC9A5	-0.941
EPDR1	-1.8623
MUSK	0.223833333333333
ZNF434	-1.075
SMARCD1	-0.542
ZFP106	-0.08625
ZNF347	-1.4182
GTF2E1	-0.56075
RY1	0.182333333333333
ATAD2B	0.3065
ARHGAP17	-0.5428
KCNIP3	-0.46575
SFPQ	0.40225
GFRA4	1.90766666666667
AKR1B10	-3.027875
TIGD6	-0.0421666666666667
RGS16	1.627625
URB1	0.0801666666666667
OR4C46	0.0591666666666667
TOP3B	-0.30325
NFATC4	0.4115
CA14	-4.36175
BMPR1A	0.1415
SNRP70	-0.494625
PRL	-0.44725
C6orf130	-1.106
STAG2	-0.312
CD55	-0.176571428571429
RPS23	-0.345
SSX2	-0.95
FDPSL2A	0.20175
FBXO27	-0.264625
SYNGR3	-0.585666666666667
TMSL3	3.22125
EML1	-1.6035
NUP93	-0.946916666666667
SMAD3	-1.5647
KIAA1189	0.153
HNRPUL2	0.745166666666667
TBC1D12	0.561833333333333
C16orf24	0.80825
MRVI1	2.5915
ZNF581	-0.193333333333333
ELOVL3	-0.188
OR51Q1	0.339333333333333
CACNB3	1.19266666666667
GALNT13	1.43357142857143
C10orf84	0.97725
NEDD4	-0.5223
SPO11	-0.221
OR5AU1	0.7985
NEK4	-0.701142857142857
PRKAR2A	-0.979
IHPK1	-0.692166666666667
ATP6V0B	-0.173375
CACNA1E	4.5925
CEACAM8	0.1885
PEX14	0.182
FLJ12993	0.1235
ZBTB38	0.0731666666666667
PCTK2	-1.092
LRRC16	0.7877
FBLIM1	2.34208333333333
FYCO1	-0.15075
RP5-1022P6.2	0.233
CMTM1	0.169833333333333
PLTP	0.219
RAPH1	0.98625
DOCK8	1.124375
EZH2	-0.83
SLC25A1	-0.262166666666667
PLEKHB1	-0.6871
GRB7	1.5627
ZFP37	-0.746
MRPL33	0.12975
PELO	-0.5305
ARMC1	-0.441363636363636
C9orf27	0.699333333333333
FLJ25778	-0.878
C9orf37	-1.092
TMEM66	-0.742
SPRN	-0.319
HBEGF	-0.753625
PI4KA	-1.139
LEPRE1	0.33925
POU2AF1	-4.468125
MRPL12	1.01916666666667
REP15	-0.0555
ZC3H3	0.18825
RASAL1	0.14975
DDAH1	1.607625
ACBD5	1.929
TMC2	-0.182
CCDC137	1.57675
SAMD13	1.06216666666667
UGT2B15	-4.1316
TIPARP	-1.27475
DNASE1L3	-1.50425
TRIM72	-0.114333333333333
DBX2	0.5335
IPO8	0.37125
C21orf88	-1.1213
MAP3K14	-0.26275
LOC51233	0.6505
GGTLA4	0.0415
PDE6D	-0.44625
ZNF117	-2.56875
CLK2	-0.837125
NKRF	-0.3245
TNFSF15	0.6892
DUSP2	-0.27025
SECISBP2	-0.5237
GABRR2	0.384
PPAP2C	2.88625
LOC51145	0.2252
PAG1	-0.824625
PIK3C3	-0.092
GNG10	-0.8375
APOL4	0.0946666666666667
ANKRD28	-1.061375
STMN3	-1.466
RAB14	0.5645
CDK2AP2	0.32475
HDDC3	-0.071
COMMD7	-0.282625
CXXC1	-0.60225
HMCN1	0.5285
CD40	-0.4095
DYNC1LI2	0.210875
GDI1	0.592
LOC646938	0.272
VSNL1	2.629
PIH1D1	0.0503333333333333
RAET1G	-0.4775
KRTAP5-9	2.1215
EFTUD2	-0.72675
ZNF311	-1.96083333333333
ATP6V1G3	-0.37825
OR2W3	-0.757
SCN4A	0.41475
MED10	-1.36775
FAM135A	-1.5672
ARHGAP4	-1.452
EHMT2	-0.086
UFD1L	-0.06475
ERMP1	-0.27775
MAG1	-1.05
THAP8	0.504333333333333
HACE1	-0.894333333333333
FAM82C	0.1285
C3orf20	-0.098
UNC84A	-0.576833333333333
SCD5	0.470214285714286
LASS6	-0.514125
LSG1	-0.17925
MAL	-4.28025
GPR22	-0.4125
WDR5B	0.431
ACTRT1	0.234
C17orf60	1.12166666666667
GRIN2C	2.9119
ARMC8	-0.471416666666667
SLC47A1	-2.746
DMPK	-0.19325
DHRS13	1.0325
SMC1A	-0.0606666666666666
KRTAP17-1	-0.179
SMYD5	-0.905
TUSC2	-0.269
CRHR2	0.8085
KIR3DL2	0.3965
CCDC104	-0.17775
ATP2C1	0.79825
CROT	-1.95375
PABPC3	0.959
EGR1	0.353
THSD1	-0.529
KHK	-0.8455
SLC12A2	4.305
CD58	0.59025
STOX2	1.65183333333333
CCDC76	-1.1965
CCDC48	0.07425
DNAH1	-0.449
ZIC4	0.191375
OR1G1	-0.0595
PSMC6	-1.23333333333333
PROKR1	1.9585
ABCB1	-1.736
TRAT1	-2.44575
LLGL1	0.039
MTF1	2.5
USP54	0.706625
PAGE2B	-2.818
ITGB7	-2.578
CCDC81	-0.523
LOC149837	-1.36825
SCUBE1	-0.357
ZSCAN10	3.635
HUWE1	0.37
CDH17	1.004
CD180	-0.14325
IL17A	0.5135
TMPO	-1.689875
KIAA1524	-1.1958
HDGFRP3	-1.16266666666667
OXCT1	-1.52890909090909
RRAS2	0.108166666666667
LTBP2	2.3869375
SV2B	-1.38516666666667
CYP2A6	0.268375
PKD1L2	-1.17433333333333
PPM1M	-0.423
FLJ22662	0.806166666666667
ZNF502	1.452
GP6	-0.2955
CRYBA2	0.4855
LEF1	-2.2332
CTPS	-1.43957142857143
EYA1	-2.30783333333333
EPS8L1	1.2875
MAPK14	-0.6705
SERPINB2	0.775375
GTF2F2	0.413333333333333
ZNHIT4	-0.258
PLA1A	-1.923375
C20orf114	5.705
HPR	-3.9795
C18orf2	-2.56533333333333
SATB2	-1.651
KCNJ9	0.282875
MGC157906	-0.07
MOCS3	-1.1225
C17orf71	0.0166666666666667
PPHLN1	-0.1734
HIST1H2BN	0.62975
RAPGEF1	-0.091125
MAP3K8	0.29425
DLG4	1.42666666666667
STC1	-0.627583333333333
CDGAP	-0.177
DDX26B	0.617
LOC150223	-0.68275
CPSF3	-1.1975
TMEM14A	-0.46875
MYH3	-1.918
GPKOW	-0.48625
SULT1A1	-0.544666666666667
SPON1	3.8242
YY1AP1	0.517
RAB23	-1.28425
PLA2G4A	-2.28125
MAPRE3	0.255
ZNF516	1.12964285714286
GGPS1	1.704
EXOC3L2	1.038
C19orf42	-0.5706
MAP2K2	0.576666666666667
HIST1H2BB	-0.16475
RNF19B	1.39633333333333
C6orf128	-0.031
TLR8	1.05775
PCDHA9	0.8715
CARS2	0.075625
CLUL1	2.81933333333333
RHAG	-3.38183333333333
UNK	0.485
EXOC8	0.5888
C9orf95	1.781
C14orf143	0.104666666666667
MAML3	0.71275
LDHA	-2.42575
MRPL20	0.36925
KLHDC6	0.4772
ATP5S	0.00583333333333333
C8orf55	0.61
PHF19	-1.315125
KRTAP13-4	0.9455
TTC5	-1.18975
XKR5	-0.62925
SILV	-3.97366666666667
TEX28	0.1825
TCTN1	0.22025
CX40.1	0.94
PPP2R5C	0.283375
C12orf30	-1.37983333333333
CAPG	2.72175
MPZL1	2.16565
ARSB	-0.488333333333333
TDH	-1.3155
WASF4	1.90375
TSSK3	0.0491666666666667
7A5	3.4875
CRISPLD1	1.71525
MAD1L1	-0.341166666666667
SPIN4	-0.8335
AMPD1	-1.916
DPYSL5	0.046
INPP1	0.0716666666666667
ANKRD11	0.508
NPAS4	-0.07
GCET2	-0.7932
RNASE9	1.4075
GUCY2D	0.636
CCDC98	-0.5825
FGF4	-0.164375
CPM	-1.42916666666667
SLC26A4	-1.94966666666667
PLD5	0.46825
FAM59A	0.7501
FBXO5	-1.54122222222222
SIPA1L1	0.61975
DPYS	-0.186
ATG4D	0.28675
TGM3	-0.3915
MTCH1	-1.79775
HK1	1.13735714285714
CDC26	-0.062625
GALNT12	-3.856
LOC339229	1.2775
MRPL35	-0.267125
ORC4L	-1.022375
TNKS	-0.132714285714286
C2orf24	0.0575
ZNF553	-0.226833333333333
GGTLA1	4.321
ZNF497	-1.235
CDY1B	0.0535
SLC30A4	0.250125
TUB	-1.03625
ARHGEF18	-0.50275
ARRB1	-0.37225
KCNK1	2.403
EREG	-3.1303
SCAMP5	-0.9895
RUNDC3B	0.54675
ADAMTS20	0.30675
IL17RB	-1.1075
FLJ20323	-1.397
MCAM	-0.050875
POLR3E	-2.00983333333333
AQR	0.4365
IPMK	1.352
CDCA7	-3.0235
CAMP	5.2125
GRHL3	3.79925
ADAMTSL2	1.45033333333333
CLMN	2.76383333333333
SSTR3	1.1055
MAGEA5	-1.05116666666667
OVOL2	3.86725
JMJD1B	0.2945
RBL2	-0.0774
PYGO2	1.341
PPP1R10	0.4835
CSE1L	-1.22066666666667
LCA5	0.8655
RDH16	0.1005
ASRGL1	-1.254
TOM1	0.4825
PTX3	-6.0305
TTC15	0.58625
SCGB3A1	4.27333333333333
MRPL50	-0.593
RCAN3	2.60425
SLC26A11	1.5535
STYX	0.358666666666667
CINP	-0.2
MARCH7	-0.61525
PFKM	-2.64816666666667
SGMS1	0.945
RIOK3	0.0957999999999999
C1orf110	0.973
CES7	-0.097
LOC440248	-2.1155
PPP1R12C	-0.1005
C10orf27	0.717
ATG9A	0.03375
MRPS26	1.41275
TMEM40	2.85975
ELP3	-0.6834
ZNF787	2.3962
HIAT1	-0.582875
C8orf34	0.884166666666667
MGC4655	0.6098
PELI1	2.33166666666667
PPT1	-1.2399
SLC35C2	-0.0615
C6orf125	-0.17975
MUC4	-0.506333333333333
RFC4	-2.724
GNB2	0.4945
NUP50	0.273071428571429
SULT4A1	-1.61166666666667
C7	0.570714285714286
CCDC130	0.728
ARRDC4	1.39425
RQCD1	-1.194
GLYCTK	-0.647
AYTL2	-0.572181818181818
MTUS1	-0.9142
LEMD3	-0.303833333333333
PLEKHF2	-0.66425
HOXA7	0.337285714285714
GTF3C2	-2.2595
DYNLRB2	2.49775
CNOT10	-0.245
MR1	0.444333333333333
FFAR1	0.1375
PRIC285	1.44775
SLITRK6	6.23275
LIX1	-2.2442
UBE1L2	-0.379166666666667
F8	0.163125
ACHE	1.01183333333333
KPNA5	-1.52675
TNFRSF12A	0.435333333333333
EGR3	-0.9745
SERPIND1	-2.9355
OASL	1.0895
IFRD1	-0.53925
WDFY1	-0.580666666666667
ZNF267	-1.27775
ACCN5	0.099
ZBTB6	-0.289
PPP1R3A	0.7465
PRRT3	0.12975
FBXL19	0.1715
TXNIP	0.8485
ACTN2	-0.02825
ATG9B	-0.416875
C9orf117	0.408875
IL27	1.8425
RPL36AL	0.139833333333333
KLK15	0.17425
CHAD	0.263
RAP2B	0.8527
HEBP2	3.52825
ZNF342	0.082
CAMK2G	0.0593333333333333
TLR3	2.657
FGF14	0.12925
HMGB2	-0.234875
TRPM5	0.1885
OR5M11	0.628
KIF3B	0.384842105263158
PRICKLE2	-0.64075
MTMR9	-0.337
C3orf27	0.114
GLRA3	-1.30883333333333
NSDHL	-0.7315
TMEM32	-0.744
POLR2D	-0.921666666666667
MYADML	0.7655
C9orf114	-0.366
MRGPRX1	-1.0725
TOPORS	0.90225
CLDN19	-1.2235
C1QL4	-0.1185
RNF165	-0.1665
DHRS9	-2.4565
DNAH2	-1.91783333333333
FXR1	-0.6405
ZMYM3	-0.790125
CASP3	1.01283333333333
FAM120C	1.059
SCLY	-1.55675
CA7	-0.134
ENTPD5	0.819
ZNF461	-0.150875
PDIA5	0.1615
C1orf19	0.231
TMEM67	-1.45025
KCTD20	-0.3555
WDR47	0.8885
FLJ38723	-0.7335
KLRF1	1.71283333333333
TAS2R16	0.385
CLDN12	-0.22725
PRKCE	0.5475
UBXD4	-1.13625
ITGAM	1.97583333333333
GLT8D3	0.183625
WDR31	-0.214
RGS2	5.59475
OR51L1	0.9305
MST1R	-0.40125
KIAA1737	0.6495
OR4A5	1.244
GLIS1	-0.703333333333333
PTMA	0.454285714285714
NAPA	0.34325
PRDM11	-0.16825
LIPF	0.151
DIRAS3	0.8225
ASGR2	-3.2205
C1QTNF4	0.698
PIK3R4	-0.7675
ARMC3	2.3735
NDUFV3	0.446916666666667
BTBD3	1.19316666666667
PPP1R2	0.316
UBE2NL	-0.798
FOSL2	1.37828571428571
FAM119A	-1.303
TUBA4A	-0.7834
KRTAP12-1	0.01575
SFRS2	-1.13625
RHPN1	0.4055
EEF2	-0.114166666666667
ZDHHC11	-2.22133333333333
EPHA3	-2.1865
RBM12	0.2085
H2AFJ	0.843
EDIL3	2.835
KIF26A	-1.85225
SERGEF	0.0025
B3GALT4	3.04725
LOC90925	-0.292166666666667
OSCAR	-0.5325
NPFF	0.267375
DEDD	0.737875
TMEM155	-0.76125
PTPN1	-0.05325
SCYL2	0.815166666666667
SKAP1	-0.2675
LEAP2	-3.611
GADD45G	1.5896
IFITM3	1.99825
PILRB	-1.51766666666667
SLU7	-0.04925
DSC3	-0.3455
DNMT3L	-0.945
PAPD5	-0.14875
B3GNT3	0.306
LHCGR	0.683
MSL-1	-0.595
UBE2S	-0.799125
SAP130	-0.8575
ANAPC11	1.8355
MAGED4B	-0.471
ATP6V1B2	-0.045
C14orf179	1.402875
CAPZA1	-0.285875
CDYL2	-0.3975
GLRX3	-0.989
LOC136288	-0.2725
MOBKL1A	-0.04675
HTR2B	-0.70025
CRYGD	0.117
NUS1	-0.714
PGRMC1	-0.8455
MYOM2	-2.04275
FLJ39653	-2.95833333333333
CHM	-0.3419
OR5M8	0.32
ZNF619	-0.941
FAM105A	0.3595
CCNL1	-1.38775
NAP1L3	-0.42825
C10orf57	0.932166666666666
B3GALNT1	0.0413333333333334
CSN1S2A	-0.2515
TCP10L	-1.36625
GDAP2	0.345
DMKN	-2.4325
COX6B1	0.78725
DNASE2	0.227
MSH5	-1.682
LGMN	0.0927499999999999
USP31	0.1881
OR13C8	0.3035
SDCBP	1.149
NUDT11	-2.57083333333333
PYGL	-1.4365
SNPH	1.95983333333333
B3GNT4	1.048
MIZF	-0.784
NUBPL	-1.922375
NOD1	-0.373166666666667
CDH22	-0.8975
NUBP1	0.185666666666667
DSCAM	-2.8755
DGKI	-1.221
FAM136A	-0.4615
AKAP1	2.26816666666667
SLC16A6	-1.47875
RIN3	1.51125
PSG2	0.4525
DIP2B	0.400666666666667
PSORS1C1	0.2976
KIAA0495	-1.466
FLJ90709	-0.901333333333333
LPA	-0.351
PIGA	-0.856666666666667
LY75	-0.805666666666667
UTS2	-5.735
RREB1	0.495
GALNACT-2	-0.0144
MGC3196	0.0565
FLJ31568	0.1075
LPHN1	-0.547625
SP1	1.6585
TOX4	-0.412833333333333
HSPA9	0.4113
APOBEC1	0.706
SLC35E4	-1.55475
LSM5	-1.0955
SURF1	0.22275
ZBTB1	-0.511083333333333
GTF2F1	0.0395
RPS15A	1.03328571428571
DUSP21	-0.459666666666667
GINS4	-2.4365
MYO15A	-1.0956
GIMAP7	3.2065
MGC13379	1.21075
ATP6V1E2	-0.00283333333333334
UTP3	-1.0805
HNRPA3	-0.5646875
MT4	-0.272
C14orf155	-0.11225
U1SNRNPBP	1.02125
CKLF	0.423833333333333
PLEKHN1	2.37083333333333
MBNL1	0.243
NUP160	-1.62425
ACSM2A	-0.69825
LOC129881	-2.369
KIAA1529	-0.8905
FLJ22639	-2.0775
HAND1	-0.223
GSX1	0.8665
FGA	-3.15721428571429
SERPINB1	0.36075
ZNF642	0.3975
IGFBP1	-6.94175
SLC1A1	0.492875
DHX57	-0.10825
ZNF766	1.0555
PTPN21	0.8899
GDPD3	-2.30816666666667
PNPLA5	0.944
TBR1	0.3615
FAM116A	-0.50625
IQGAP1	1.082625
FOS	-0.860625
ZNF226	-0.129
FIGNL1	-1.4085
C14orf1	0.264166666666667
ZMYND17	0.2105
PUS7	-0.285166666666667
TUBB6	-0.1395
KCNQ2	-1.23375
MARCH6	-0.612166666666667
CCDC33	1.371
PRODH	-0.6825
RBM11	0.11
EPHA6	-0.104142857142857
SLC43A1	-1.8795
LOC196541	0.530875
NTN1	1.21627272727273
ING4	-0.05
PCDHB10	1.81525
DPH2	-0.9885
SPACA4	-0.53525
FBXL21	-2.604
DIAPH1	-0.0355
ZNF71	0.867166666666667
CEP76	-1.1075
CORO1A	-0.87475
RRM2	-1.76425
EDG4	0.6475
OS9	1.16183333333333
SLC4A1AP	-0.39375
COG5	-1.13375
COPS8	-1.221
NGLY1	-1.85375
NCBP2	0.296625
C17orf42	-1.53733333333333
GPSM3	1.68925
SIL1	1.31
ASB6	-0.235
SMAD5OS	-0.292833333333333
UNC93A	-3.179625
A1BG	-1.6325
C21orf62	0.54725
FMO5	-0.46575
ATRIP	-1.50416666666667
CEBPG	0.183
C7orf38	-0.512333333333333
TNFRSF1B	0.688333333333333
CLEC1A	0.2088
IQSEC1	-0.25925
PATZ1	0.5331
RBM22	0.80225
BAG2	-2.5545
PAQR5	-1.82266666666667
C9orf127	0.5624
THNSL1	-0.43675
SHROOM3	1.246
JAM2	0.22075
SNRPN	-2.70525
ALX4	0.27
CACNA1S	0.4885
FAM130A1	0.18775
CORIN	2.851
CD300LB	1.051
PLEKHG6	1.0575
LRRC40	-1.261
PCLKC	-0.15475
PCDHB16	3.198
WNT2B	-0.0886666666666667
ASNS	-2.413
MRPL49	-0.055125
FLJ46111	-1.61425
ISG20	0.901
SMU1	-0.7326
CASZ1	0.1285
POLR1D	0.514916666666667
GIN1	-0.48775
SNAG1	0.998833333333333
ANKRD29	-1.80525
CDKN2AIP	0.49875
KRR1	-0.7845
CXCL1	-2.2175
EPM2A	-0.981888888888889
PC	0.0828333333333333
DEFB127	-0.544
PDZRN4	0.262
FAH	-0.482375
OR51E1	0.1515
CDC2L6	1.26816666666667
DNTTIP1	-0.91675
PAX8	-0.795
TMEM116	-0.92475
C1orf150	0.6465
PRO2012	0.24125
MRPL40	-0.247666666666667
BEX1	-3.3907
SLC2A4	-1.04883333333333
PKMYT1	-0.721
FEZF2	-0.343666666666667
SLC26A9	-1.35675
MAP2	3.16475
LYL1	-0.769
SLC25A19	0.732166666666667
NOS3	0.506
ZNF34	-0.058
TMPRSS11F	-0.49175
FAM43A	-0.527
FCRL4	0.424666666666667
KLF14	1.3035
FLRT2	-1.374
WRN	-1.142
SDF2	0.253
KRT8P12	-0.0695
C6orf195	0.487
C9orf125	-3.24366666666667
DZIP3	-0.90275
RIT1	1.46433333333333
SCML1	-2.75233333333333
RHBDF2	2.255125
OR2G3	-0.8235
REXO1L1	0.345
MAP3K7IP3	-0.73175
C3orf57	-5.04675
FBXW11	-0.908166666666667
ETAA1	-0.05775
C14orf131	0.1091
AKT1S1	-0.1385
SLC12A5	-1.109875
C9orf164	-0.47075
NRIP3	0.073
NOS1AP	-0.982
TMEM121	0.17925
SAP30BP	0.3785
DGCR6	0.8865
WDR76	-0.824
FAM82B	-0.610333333333333
LOC606495	-1.2425
MAP9	1.41333333333333
BCDIN3D	0.6175
CXorf36	2.37433333333333
DSCR3	-0.9201
ZFAND3	0.302375
C7orf43	0.9885
SPSB3	0.684
C19orf19	1.3525
FAM133A	-3.016375
C12orf25	0.264
SLC39A3	0.010125
DISP2	0.16325
PI4KAP2	-2.923
MKRN3	0.627333333333333
ADAMTS13	-0.301375
CBLN3	0.3561
TTYH1	2.06083333333333
C3orf18	-0.60375
FLJ13236	0.081
ZMYND12	1.724
C18orf25	-0.06075
GLB1L3	-1.2625
ATP13A5	-0.2485
RANBP10	-0.18425
CD96	-1.3964
DENND1C	-0.2175
RBMS3	-0.7269
SLC41A3	0.943833333333333
DGCR6L	0.75825
TMEM128	0.0893333333333334
CSNK1G3	-0.145285714285714
MOBKL2C	0.106
TSPAN6	-0.462375
MATN2	-2.9743
MSL2L1	0.7915
ST6GALNAC2	-0.370833333333333
FGFBP2	0.32725
FGL1	-4.65283333333333
MPP3	-2.09366666666667
ARHGEF6	0.902333333333333
TGFBR2	0.783
ACMSD	-0.902
IL33	1.34975
C9orf5	-0.267416666666667
DEAF1	1.3092
AMN	1.4075
DEFA6	-0.0955
RNF212	-1.24933333333333
METT5D1	-0.469333333333333
CIB1	0.8599
TSSK1B	-0.244
KIAA1727	1.9325
ZNF680	-2.23945454545455
LOC399900	-1.7985
LOC152217	0.129833333333333
CTNNAL1	-3.801
CIT	-1.116
TLE6	-0.5915
ZNF607	-1.37475
HERC4	-1.16516666666667
DRAP1	-0.2431
PEMT	-0.03875
C10orf111	-0.0365
ZNF575	2.101875
KCTD7	0.349
MYO1F	0.587625
LOC285382	-1.71566666666667
RAB11A	-0.4588
PLCD3	-0.431
C15orf28	0.0465
PTBP2	-1.325125
CTB-1048E9.5	-0.3555
C19orf60	2.65633333333333
C7orf25	-0.0686666666666667
SETD7	1.26
HOXB9	-3.093
VANGL1	0.3355625
CHAF1B	-1.541
NDUFA3	0.635
KIAA1328	-1.18333333333333
SHARPIN	0.30675
TTC23	-0.72325
UGP2	1.4155
ANKIB1	0.1526
CIRBP	0.787428571428571
SEC14L4	-2.53633333333333
OVCH1	-0.0314
VPS52	-1.0015
FAT	0.4155
M6PRBP1	0.7935
GPRIN3	-0.7635
PPM1F	0.224166666666667
TSR1	-0.2355
CCDC85A	0.270666666666667
PCSK5	1.4705
ZFHX3	0.144
HEMK1	-1.2627
PGBD2	0.808
RSRC2	-0.235666666666667
AURKC	-1.92516666666667
SCRIB	-0.29375
ORM2	-3.28
FAM115A	0.8605
FZD6	-0.2
UNC119	0.5335
GPX3	-1.3256
NOV	-1.37975
CABC1	0.428125
CDC42SE2	-0.213125
EIF2S2	-0.733
RNF130	1.72275
CKAP5	-0.983
RP11-413M3.2	2.393375
C10orf18	0.1258
TMEM93	0.2375
DYX1C1	0.615
KCNMB2	-2.018625
ANK3	0.475
KRT5	-1.0967
CDH12	-0.83075
QRSL1	-0.8165
JUB	-1.34725
SHC4	2.56775
CCL15	-0.3005
CCDC22	-0.13175
SNX24	-0.4045
RARS	-0.7325
MORC2	0.981125
FAM48A	-0.38575
MT1H	-0.6595
PPP1R14C	3.36766666666667
FOXD1	0.931642857142857
C1orf213	-1.64775
AMT	-2.085
DSN1	-1.5245
PTPLAD2	0.51825
DIS3L	-0.15375
RASL11A	1.04325
GPRC5B	1.738125
FRMD7	-1.2025
STRN4	0.514
KITLG	-0.745681818181818
HDGF	1.54575
OR1S1	-0.294
SETX	0.2744
DDR2	-1.39825
KCTD12	1.9095
LYZL2	-1.013
WDR52	-0.4615
TMEM2	0.370875
ZNF579	2.60033333333333
LOC200810	-0.873
TNFSF9	-1.360375
PPFIA4	-2.1215
CNIH3	-0.176333333333333
MAP4K4	-0.785428571428571
ROD1	1.07807142857143
ALS2CR12	0.141166666666667
DOCK3	-2.5815
PAQR9	-3.899
ASB17	0.6634
STX16	-1.2305
FEZ2	-0.399333333333333
DLAT	0.0686666666666666
KIF21B	-0.990333333333333
CDC5L	0.172
TMEM119	0.872166666666667
CRIP3	-2.237
TPSD1	0.173
TEPP	1.748
GNGT2	1.11425
C21orf121	2.214
WNK1	-0.95775
FLJ10490	2.4049
OR51B5	-1.5105
LOC203547	-0.653625
HAS1	-0.7565
PPA1	-0.000333333333333371
ST7	-0.903625
C11orf46	-0.5404
POPDC3	-2.8345
ACOX2	-2.225
ATCAY	0.603583333333333
TM4SF19	-2.08625
MFSD9	0.336666666666667
PDHB	-1.80425
ERN1	0.62125
LCE3C	0.2165
GPR111	-0.9635
NOTCH3	3.78133333333333
ADAMTS5	1.0895
B3GALT1	0.07725
UGCGL1	0.563666666666667
FAM58A	0.460833333333333
FBXO32	0.59275
CLPP	0.16575
NXPH1	-1.335
MTMR3	0.6155
ATP1B3	-0.91125
TMEM16A	5.460875
HIST1H3F	1.18233333333333
TRIM25	0.438166666666667
SDCBP2	1.6395
CRKL	-1.679125
HOXB2	-1.06433333333333
ANP32B	0.23325
GATM	0.9695
AP4E1	-0.549375
EDG5	1.2195
CDKN3	-1.03733333333333
CDH4	-1.915
PGD	-0.882333333333333
RND1	-0.216
GAD1	-2.8222
MPG	1.007875
LOC440350	-0.1145
ZNF133	0.53875
SERPINB12	0.6825
AMELY	0.2112
DHX36	-1.345
TNFAIP8L2	4.13033333333333
PHTF2	-0.279222222222222
CCDC112	0.120166666666667
IQCC	-1.9155
HEYL	3.66133333333333
FTSJ2	-0.618833333333333
APPL1	0.7295
RAB43	1.14057142857143
OR10G2	0.452
WAC	0.885333333333333
ADCY9	-0.346
RUNDC2B	0.855666666666667
PYCRL	0.262
AGPAT7	0.0616666666666667
SLC22A9	-1.20666666666667
CDKAL1	-0.69
PDYN	-0.2325
C20orf74	-0.23225
MTMR11	0.452
VAV3	0.0435
DAPL1	-1.968
STXBP3	0.83475
EIF3G	-0.579
ARHGAP22	0.611
NPFFR1	0.866
NPC1	0.061
ALDH9A1	2.00766666666667
ZNF600	-0.849625
ZNF678	-1.4515
RASSF1	-0.28225
ADD2	-2.01475
PITPNB	0.139375
PKD2L2	0.178375
LRP11	-0.57625
CDKL1	0.30425
SMEK2	-0.00750000000000001
PRODH2	-2.177
C11orf54	-0.705333333333333
SFRS11	-0.335333333333333
IL7	1.19633333333333
ALS2CR16	1.089
BTG3	0.324833333333333
PAK2	0.166666666666667
RP11-679B17.1	-0.54675
GATA4	-1.0474
ATP2B1	-2.4255
LOC130940	-0.152
C1orf172	2.50383333333333
ATF7IP2	-1.18625
SLC25A43	-0.702833333333333
CENTG3	0.7245
IGF2BP1	-3.4022
FCHSD1	0.8825
CAMK2N2	4.05166666666667
ELAVL3	0.1046
NBPF15	0.2955
UBE2J2	-0.607166666666667
GNL2	0.1185
PRR3	0.1719
NLF2	3.473
OR4F6	-0.1555
KLHL24	1.55283333333333
CCDC88A	-1.3302
SGPP1	-1.11583333333333
C10orf11	2.00866666666667
SLC35B4	-0.826666666666667
UGT3A2	-1.391
ARNT2	-1.372
CBR1	-0.237375
ITPR3	-1.15083333333333
TRAPPC6B	-0.074
AMZ1	-0.5175
ARP11	0.8345
WDSUB1	0.29775
APBA1	0.859166666666667
RAB2A	0.3106
C6orf162	-0.090375
HPSE2	0.89175
PLCE1	0.733
INSL3	-0.21275
DLG1	-0.1456
PTPLA	-2.606
PIGX	-0.529875
TFIP11	0.00783333333333333
FIBIN	2.8205
POLR2G	-0.6285
GRAP2	-2.03544444444444
DNAJB8	0.3125
CNBP	1.51683333333333
WASF1	-2.32275
INPP5E	-0.7494
HSPB1	0.3999375
TMEM167	0.0143
CUBN	-0.05225
IGF1	0.535625
ITPK1	-0.0345
NAALAD2	-1.45675
G3BP1	0.1406
NT5DC1	-0.07875
CYP39A1	1.5925
TMEM139	-1.5285
POLK	-0.697333333333333
GLULD1	-1.6085
RBM15	-0.654
AMZ2	0.75
GDF15	-2.601
MESDC2	-0.31025
INCA	0.260333333333333
ACY1L2	0.9825
GZMM	-0.629666666666667
PAIP1	0.2385
CACNA2D1	-0.146333333333333
STK32C	-1.08916666666667
SH3BP4	0.4375
DEC1	0.062
PADI1	0.631
UBB	-0.0388999999999999
PON3	0.367166666666667
PROP1	2.0865
ANKRD13B	0.71
ADCK1	-1.20225
TCF25	1.02866666666667
SLC38A5	-2.12675
CXorf26	1.12866666666667
C19orf39	0.08475
PPP1R13B	0.8135
ARL2	-0.778
TCL6	0.447166666666667
TOP3A	-0.855
SLC16A14	-2.00275
FXYD6	0.757
HIST1H4E	0.66625
BBC3	2.31615789473684
UNC5A	0.619666666666667
FAM86C	-0.2144
PI4KB	0.673625
B3GAT1	-2.9055
SUSD2	0.494666666666667
OAZ2	-0.0838333333333333
NOC4L	0.1095
C10orf12	-0.129
FADS1	-2.53933333333333
LOC144097	-0.32375
DKK2	-0.228666666666667
KIAA1949	0.293
RHOT1	-0.2043
OXT	1.928
GPR153	3.41175
ARL4A	-0.2295
SAAL1	-1.25725
CCDC64	-0.379
USE1	0.291166666666667
HNMT	0.591666666666667
PCGF3	0.6069375
CYP2C19	0.50275
C20orf4	0.039
CCDC11	-0.59575
ACSBG2	0.2655
RWDD2A	0.50925
