Hybridization REF	TCGA-BH-A1ES-01A-11R-A137-07
ARHGAP17	-0.1785
KCNIP3	-0.875
SFPQ	0.540125
GFRA4	0.292833333333333
AKR1B10	-3.317375
TIGD6	1.05433333333333
RGS16	2.362125
URB1	-1.129
OR4C46	0.313166666666667
TOP3B	-0.8995
NFATC4	0.4465
CA14	-4.20775
BMPR1A	-0.0433333333333333
SNRP70	-0.393375
PRL	-0.259166666666667
C6orf130	-0.9635
STAG2	-0.58625
CD55	-0.721928571428571
RPS23	0.691833333333333
SSX2	-1.9625
FDPSL2A	-0.63075
FBXO27	-1.164125
SYNGR3	-0.360333333333333
TMSL3	1.277
EML1	-0.8935
NUP93	-0.499166666666667
SMAD3	0.1918
KIAA1189	3.36516666666667
HNRPUL2	0.124333333333333
TBC1D12	0.955666666666667
C16orf24	1.15825
MRVI1	1.90416666666667
ZNF581	1.61533333333333
ELOVL3	1.913
OR51Q1	0.043
CACNB3	1.5415
GALNT13	-0.27675
C10orf84	0.7699375
NEDD4	0.0114
SPO11	1.4215
OR5AU1	0.4515
NEK4	0.381
PRKAR2A	-0.7955
IHPK1	0.184833333333333
ATP6V0B	1.094625
CACNA1E	0.3535
CEACAM8	1.1215
PEX14	0.375
FLJ12993	2.85
ZBTB38	-0.555083333333333
PCTK2	0.228666666666667
LRRC16	0.2048
FBLIM1	0.63275
FYCO1	1.3005
RP5-1022P6.2	-0.51475
CMTM1	1.87966666666667
PLTP	-0.181833333333333
RAPH1	0.400625
DOCK8	-0.782875
EZH2	-1.14186666666667
SLC25A1	-1.00883333333333
PLEKHB1	-1.1249
GRB7	1.5737
ZFP37	0.3435
MRPL33	-0.8
PELO	-0.8585
ARMC1	-0.974727272727273
C9orf27	-0.265142857142857
FLJ25778	0.5545
C9orf37	-0.719333333333333
TMEM66	0.5055
SPRN	1.267375
HBEGF	0.15825
PI4KA	-0.829
LEPRE1	-0.477
POU2AF1	-3.647125
MRPL12	-0.0368333333333333
REP15	0.4355
ZC3H3	1.10525
RASAL1	-1.39625
DDAH1	1.506125
ACBD5	0.79775
TMC2	0.476
CCDC137	-1.10125
SAMD13	2.41683333333333
UGT2B15	-0.634
TIPARP	0.21175
DNASE1L3	-0.6295
TRIM72	0.568833333333333
DBX2	1.613
IPO8	-0.378
C21orf88	-0.6205
MAP3K14	-0.50375
LOC51233	0.840666666666667
GGTLA4	-1.9205
PDE6D	-0.13125
ZNF117	0.86825
CLK2	-0.0135
NKRF	-0.80825
TNFSF15	0.2319
DUSP2	-0.958625
SECISBP2	-0.2442
GABRR2	-0.32
PPAP2C	1.927
LOC51145	0.0641666666666667
PAG1	-1.031875
PIK3C3	0.1595
GNG10	-0.479
APOL4	0.216666666666667
ANKRD28	-0.83925
STMN3	0.4309
RAB14	0.517
CDK2AP2	-0.19975
HDDC3	-0.1405
COMMD7	0.74775
CXXC1	0.39325
HMCN1	0.249
CD40	0.03225
DYNC1LI2	0.6879375
GDI1	0.899
LOC646938	0.22475
VSNL1	-1.40966666666667
PIH1D1	-0.7075
RAET1G	-1.0615
KRTAP5-9	0.1985
EFTUD2	-1.0595
ZNF311	0.9095
ATP6V1G3	-0.45725
OR2W3	-0.63975
SCN4A	0.26375
MED10	-0.174875
FAM135A	-1.6111
ARHGAP4	-0.72
EHMT2	-0.830625
UFD1L	-0.877
ERMP1	0.36925
MAG1	-0.946
THAP8	0.8475
HACE1	0.163666666666667
FAM82C	0.0656666666666667
C3orf20	0.6365
UNC84A	0.285
SCD5	0.692857142857143
LASS6	0.546625
LSG1	0.00916666666666664
MAL	-4.87925
GPR22	-0.5335
WDR5B	1.3115
ACTRT1	1.1445
C17orf60	-0.554166666666667
GRIN2C	0.9688
ARMC8	-0.0985833333333333
SLC47A1	-1.4915
DMPK	1.4565
DHRS13	0.2435
SMC1A	0.147833333333333
KRTAP17-1	-0.086
SMYD5	-0.5625
TUSC2	0.47175
CRHR2	0.4195
KIR3DL2	-0.00600000000000001
CCDC104	0.18
ATP2C1	1.03525
CROT	1.18025
PABPC3	-0.718333333333333
EGR1	1.00483333333333
THSD1	0.879
KHK	-0.76525
SLC12A2	3.695625
CD58	-0.5475
STOX2	0.406833333333333
CCDC76	-0.5199
CCDC48	2.085
DNAH1	0.6795
ZIC4	-0.342625
OR1G1	-0.062
PSMC6	0.0716666666666667
PROKR1	0.2845
ABCB1	-1.20475
TRAT1	-3.53175
LLGL1	0.0995
MTF1	-0.2175
USP54	0.86475
PAGE2B	-1.979
ITGB7	-3.92225
CCDC81	-0.081
LOC149837	0.705
SCUBE1	1.255
ZSCAN10	0.191
HUWE1	-0.348
CDH17	-0.735
CD180	-0.54125
IL17A	0.151
TMPO	-1.16675
KIAA1524	-0.518
HDGFRP3	0.669166666666667
OXCT1	-0.761090909090909
RRAS2	-0.475166666666667
LTBP2	3.1893125
SV2B	-1.77533333333333
CYP2A6	0.2715
PKD1L2	1.29466666666667
PPM1M	0.516
FLJ22662	-1.16916666666667
ZNF502	0.634
GP6	-0.37775
CRYBA2	0.0165
LEF1	-2.4352
CTPS	-1.15071428571429
EYA1	-3.63883333333333
EPS8L1	2.7985
MAPK14	-0.742416666666667
SERPINB2	-4.7555
GTF2F2	0.1625
ZNHIT4	0.003
PLA1A	-0.689875
C20orf114	3.953
HPR	-4.8815
C18orf2	-3.60533333333333
SATB2	0.70925
KCNJ9	0.147
MGC157906	0.4955
MOCS3	-0.23425
C17orf71	-1.17516666666667
PPHLN1	-0.2689
HIST1H2BN	-0.3425
RAPGEF1	-0.602875
MAP3K8	0.146
DLG4	0.4195
STC1	-0.334666666666667
CDGAP	0.92925
DDX26B	-1.59175
LOC150223	-1.77475
CPSF3	-0.5435
TMEM14A	0.27475
MYH3	-1.37075
GPKOW	0.331
SULT1A1	-0.83
SPON1	4.1101
YY1AP1	0.3635
RAB23	0.16025
PLA2G4A	-4.5475
MAPRE3	-0.1155
ZNF516	1.11507142857143
GGPS1	0.5095
EXOC3L2	-0.487625
C19orf42	0.6251
MAP2K2	-0.0153333333333333
HIST1H2BB	0.69425
RNF19B	1.40416666666667
C6orf128	0.114
TLR8	1.075
PCDHA9	0.68
CARS2	0.21325
CLUL1	1.71016666666667
RHAG	-4.1085
UNK	1.114
EXOC8	0.8368
C9orf95	0.49775
C14orf143	0.0395
MAML3	0.302625
LDHA	-2.4935
MRPL20	0.44825
KLHDC6	0.211833333333333
ATP5S	-0.563
C8orf55	1.0075
PHF19	-2.04625
KRTAP13-4	0.538
TTC5	0.36575
XKR5	-0.38375
SILV	-4.42116666666667
TEX28	0.079
TCTN1	0.70275
CX40.1	0.3085
PPP2R5C	-0.362875
C12orf30	-1.13983333333333
CAPG	2.363
MPZL1	0.51795
ARSB	-1.308
TDH	1.43775
WASF4	-0.1445
TSSK3	-0.540166666666667
7A5	2.182
CRISPLD1	0.929
MAD1L1	-0.263
SPIN4	0.099
AMPD1	-1.6475
DPYSL5	-0.1165
INPP1	-0.326
ANKRD11	-1.44527777777778
NPAS4	-0.094875
GCET2	-0.3973
RNASE9	0.8405
GUCY2D	0.244833333333333
CCDC98	0.07075
FGF4	3.124125
CPM	-2.76866666666667
SLC26A4	-1.34483333333333
PLD5	-0.8965
FAM59A	1.909
FBXO5	-1.69233333333333
SIPA1L1	0.303875
DPYS	0.167
ATG4D	0.32825
TGM3	1.1545
MTCH1	-0.15825
HK1	-0.0628571428571429
CDC26	-0.4215
GALNT12	-3.2095
LOC339229	0.37125
MRPL35	-0.578125
ORC4L	-0.045125
TNKS	-0.727285714285714
C2orf24	0.667833333333333
ZNF553	1.0205
GGTLA1	3.0452
ZNF497	0.74375
CDY1B	-0.10175
SLC30A4	0.216
TUB	-0.09325
ARHGEF18	0.57325
ARRB1	1.05375
KCNK1	0.572
EREG	-3.3476
SCAMP5	1.068
RUNDC3B	0.86875
ADAMTS20	-0.329
IL17RB	1.135875
FLJ20323	-0.68225
MCAM	-0.361
POLR3E	-1.7135
AQR	-0.01
IPMK	-1.0605
CDCA7	-2.492875
CAMP	4.888
GRHL3	1.961
ADAMTSL2	1.23366666666667
CLMN	0.460333333333333
SSTR3	0.393
MAGEA5	-2.07633333333333
OVOL2	4.0115
JMJD1B	0.427
RBL2	0.0012
PYGO2	0.81725
PPP1R10	0.489333333333333
CSE1L	-1.14616666666667
LCA5	1.589
RDH16	0.5425
ASRGL1	-3.0115
TOM1	-0.143166666666667
PTX3	-6.1985
TTC15	0.5435
SCGB3A1	1.02866666666667
MRPL50	-1.199
RCAN3	-0.198375
SLC26A11	1.716
STYX	-0.826166666666667
CINP	0.01725
MARCH7	-0.445
PFKM	-0.962
SGMS1	-0.197666666666667
RIOK3	-0.3483
C1orf110	0.9415
CES7	0.053125
LOC440248	-0.7455
PPP1R12C	1.396
C10orf27	0.4875
ATG9A	0.02775
MRPS26	0.59275
TMEM40	2.015
ELP3	-0.2879
ZNF787	0.8123
HIAT1	-0.064875
C8orf34	1.31466666666667
MGC4655	0.2769
PELI1	0.372833333333333
PPT1	-0.694
SLC35C2	-0.0601666666666667
C6orf125	-0.38225
MUC4	-1.366
RFC4	-1.32985714285714
GNB2	0.686333333333333
NUP50	-0.626642857142857
SULT4A1	0.4995
C7	0.291375
CCDC130	0.395333333333333
ARRDC4	-0.30325
RQCD1	-0.68
GLYCTK	-0.90725
AYTL2	-1.85854545454545
MTUS1	-1.3562
LEMD3	0.547333333333333
PLEKHF2	2.3015
HOXA7	-0.152875
GTF3C2	-0.939
DYNLRB2	3.176
CNOT10	-0.085
MR1	-0.0785
FFAR1	0.1545
PRIC285	0.3925
SLITRK6	2.40125
LIX1	-1.0387
UBE1L2	0.011
F8	0.814625
ACHE	0.781666666666667
KPNA5	-0.35775
TNFRSF12A	-0.0416666666666667
EGR3	1.007
SERPIND1	-3.76466666666667
OASL	2.0465
IFRD1	-1.157875
WDFY1	-0.394333333333333
ZNF267	-0.054
ACCN5	-1.001
ZBTB6	0.27775
PPP1R3A	-0.126
PRRT3	2.704
FBXL19	-0.424
TXNIP	-0.193785714285714
ACTN2	-2.30475
ATG9B	0.068125
C9orf117	0.0265
IL27	0.408
RPL36AL	0.293666666666667
KLK15	-0.44925
CHAD	2.152
RAP2B	-0.5128
HEBP2	0.636
ZNF342	1.405
CAMK2G	0.132666666666667
TLR3	1.614
FGF14	0.47525
HMGB2	-0.896875
TRPM5	0.257666666666667
OR5M11	0.294
KIF3B	-0.0561052631578947
PRICKLE2	0.67325
MTMR9	0.088875
C3orf27	0.1995
GLRA3	2.52316666666667
NSDHL	0.099
TMEM32	-0.46475
POLR2D	-1.44516666666667
MYADML	0.589
C9orf114	-0.3245
MRGPRX1	0.311
TOPORS	0.0145
CLDN19	1.49425
C1QL4	0.087
RNF165	-0.9855
DHRS9	-2.3835
DNAH2	-1.285
FXR1	-0.7885
ZMYM3	-0.090875
CASP3	0.363166666666667
FAM120C	-0.627875
SCLY	-1.2425
CA7	0.3625
ENTPD5	0.467
ZNF461	-0.146625
PDIA5	-0.8
C1orf19	-0.71
TMEM67	0.56525
KCTD20	-1.471
WDR47	0.9805
FLJ38723	-0.607
KLRF1	-0.644166666666667
TAS2R16	0.5035
CLDN12	0.36175
PRKCE	0.4105
UBXD4	-0.94075
ITGAM	2.02716666666667
GLT8D3	-0.671125
WDR31	-0.3876
RGS2	0.91675
OR51L1	0.4855
MST1R	0.19575
KIAA1737	1.48725
OR4A5	0.647
GLIS1	-0.557833333333333
PTMA	0.346785714285714
NAPA	1.15425
PRDM11	0.55025
LIPF	0.1255
DIRAS3	1.81875
ASGR2	-4.0895
C1QTNF4	1.399
PIK3R4	0.1255
ARMC3	1.0495
NDUFV3	-0.459916666666667
BTBD3	0.535833333333333
PPP1R2	-0.175416666666667
UBE2NL	-0.39025
FOSL2	0.461071428571429
FAM119A	-1.3685
TUBA4A	-0.9694
KRTAP12-1	0.2025
SFRS2	-0.04425
RHPN1	0.4217
EEF2	-0.145666666666667
ZDHHC11	-0.2425
EPHA3	-1.7919
RBM12	-0.62125
H2AFJ	3.616
EDIL3	1.417
KIF26A	-1.70325
SERGEF	0.86675
B3GALT4	2.18075
LOC90925	-0.044
OSCAR	-0.036375
NPFF	0.15075
DEDD	0.33875
TMEM155	-1.25425
PTPN1	-1.17725
SCYL2	0.732
SKAP1	0.97575
LEAP2	-1.9645
GADD45G	1.5111
IFITM3	0.926375
PILRB	0.00433333333333333
SLU7	0.411125
DSC3	2.05475
DNMT3L	-1.29575
PAPD5	-0.26825
B3GNT3	-1.212
LHCGR	0.5145
MSL-1	-0.207
UBE2S	0.33075
SAP130	-0.36025
ANAPC11	0.8115
MAGED4B	0.612
ATP6V1B2	-0.333166666666667
C14orf179	1.07425
CAPZA1	-0.182875
CDYL2	-0.168666666666667
GLRX3	-0.278333333333333
LOC136288	0.2445
MOBKL1A	0.14075
HTR2B	1.28625
CRYGD	-0.567666666666667
NUS1	-1.50466666666667
PGRMC1	0.302
MYOM2	2.39
FLJ39653	-1.24766666666667
CHM	0.0913
OR5M8	0.0965
ZNF619	0.01
FAM105A	0.86175
CCNL1	-0.406
NAP1L3	1.3445
C10orf57	1.54666666666667
B3GALNT1	1.5645
CSN1S2A	-0.283
TCP10L	1.34925
GDAP2	0.419625
DMKN	0.790666666666667
COX6B1	0.1905
DNASE2	0.2075
MSH5	-1.94
LGMN	-0.530625
USP31	0.3318
OR13C8	0.4825
SDCBP	-0.1627
NUDT11	-1.6065
PYGL	-1.6415
SNPH	0.251
B3GNT4	0.0745
MIZF	-1.0677
NUBPL	-0.2195
NOD1	-0.230166666666667
CDH22	2.182375
NUBP1	-0.082
DSCAM	-3.17875
DGKI	1.113
FAM136A	-0.678
AKAP1	-1.065
SLC16A6	-1.68875
RIN3	-0.00625
PSG2	0.5895
DIP2B	0.144
PSORS1C1	-1.0979
KIAA0495	0
FLJ90709	-0.9325
LPA	-0.0948333333333333
PIGA	0.0295
LY75	2.16933333333333
UTS2	-6.26083333333333
RREB1	-0.217
GALNACT-2	0.9022
MGC3196	-1.2565
FLJ31568	0.6235
LPHN1	0.63
SP1	0.736125
TOX4	0.429
HSPA9	0.00790000000000001
APOBEC1	0.868
SLC35E4	-1.50925
LSM5	-1.016
SURF1	-0.328
ZBTB1	1.04375
GTF2F1	0.321
RPS15A	-0.483928571428571
DUSP21	-0.439166666666667
GINS4	-2.30383333333333
MYO15A	0.683166666666667
GIMAP7	2.4255
MGC13379	0.08175
ATP6V1E2	-0.277
UTP3	0.52125
HNRPA3	-0.3270625
MT4	-0.774
C14orf155	0.54775
U1SNRNPBP	1.20025
CKLF	-0.313833333333333
PLEKHN1	0.160166666666667
MBNL1	-0.998166666666667
NUP160	-1.2645
ACSM2A	-1.59925
LOC129881	0.7645
KIAA1529	-0.74125
FLJ22639	-0.5585
HAND1	-1.123
GSX1	0.533
FGA	-4.5686875
SERPINB1	-0.4125
ZNF642	-1.0395
IGFBP1	-7.69375
SLC1A1	1.7105
DHX57	-0.555125
ZNF766	0.6355
PTPN21	0.2622
GDPD3	-1.169
PNPLA5	0.126
TBR1	1.2706
FAM116A	0.1255
IQGAP1	0.771125
FOS	-0.035375
ZNF226	1.348
FIGNL1	-0.591
C14orf1	0.4075
ZMYND17	-0.268
PUS7	-1.47633333333333
TUBB6	-0.56075
KCNQ2	-1.35725
MARCH6	0.439666666666667
CCDC33	0.041
PRODH	-0.634
RBM11	5.14
EPHA6	0.57725
SLC43A1	-0.6165
LOC196541	0.444125
NTN1	0.323416666666667
ING4	1.191
PCDHB10	2.27075
DPH2	-0.703666666666667
SPACA4	0.29875
FBXL21	-5.275
DIAPH1	-0.722666666666667
ZNF71	1.94516666666667
CEP76	-0.5955
CORO1A	-1.3465
RRM2	-1.833125
EDG4	1.3335
OS9	0.516833333333333
SLC4A1AP	0.06175
COG5	-0.56
COPS8	-0.657
NGLY1	-0.88975
NCBP2	-0.38
C17orf42	0.346333333333333
GPSM3	-0.115375
SIL1	-0.0318333333333333
ASB6	0.04725
SMAD5OS	0.681
UNC93A	-3.30275
A1BG	0.405
C21orf62	0.5355
FMO5	-2.65216666666667
ATRIP	0.985166666666666
CEBPG	-0.243666666666667
C7orf38	0.325833333333333
TNFRSF1B	-0.369833333333333
CLEC1A	1.16033333333333
IQSEC1	0.675375
PATZ1	0.9476
RBM22	0.41725
BAG2	-2.07816666666667
PAQR5	-1.3295
C9orf127	1.0457
THNSL1	0.23875
SHROOM3	2.4913
JAM2	0.59475
SNRPN	-2.09925
ALX4	0.3565
CACNA1S	0.3675
FAM130A1	1.3225
CORIN	3.191
CD300LB	0.942
PLEKHG6	-0.2445
LRRC40	-0.737
PCLKC	-0.953
PCDHB16	1.223
WNT2B	1.04883333333333
ASNS	-1.55966666666667
MRPL49	-0.038875
FLJ46111	1.10025
ISG20	-0.152125
SMU1	-0.0875
CASZ1	1.2065
POLR1D	-0.12375
GIN1	0.12825
SNAG1	0.2885
ANKRD29	-1.01425
CDKN2AIP	0.82075
KRR1	0.32725
CXCL1	-3.872
EPM2A	-0.1007
PC	-0.616833333333333
DEFB127	-1.234
PDZRN4	2.48366666666667
FAH	-0.093
OR51E1	1.7865
CDC2L6	-0.582833333333333
DNTTIP1	-0.2285
PAX8	-0.41875
TMEM116	-0.66125
C1orf150	0.3675
PRO2012	0.62
MRPL40	-1.13333333333333
BEX1	-0.9195
SLC2A4	-1.59033333333333
PKMYT1	-0.62775
FEZF2	-0.554666666666667
SLC26A9	-2.23
MAP2	-0.26125
LYL1	-1.855
SLC25A19	-0.024
NOS3	-0.766
ZNF34	1.56116666666667
TMPRSS11F	-2.532
FAM43A	-0.27025
FCRL4	0.789666666666667
KLF14	-0.04275
FLRT2	-0.238666666666667
WRN	-1.57175
SDF2	1.2337
KRT8P12	0.649
C6orf195	0.2625
C9orf125	-1.35583333333333
DZIP3	-0.05725
RIT1	-0.264416666666667
SCML1	-2.037
RHBDF2	1.996
OR2G3	0.954
REXO1L1	1.7055
MAP3K7IP3	-0.7795
C3orf57	-3.19025
FBXW11	-0.229666666666667
ETAA1	-0.5705
C14orf131	0.1972
AKT1S1	1.42725
SLC12A5	-0.081875
C9orf164	0.87275
NRIP3	0.379625
NOS1AP	-0.21725
TMEM121	1.2715
SAP30BP	1.3224
DGCR6	0.23325
WDR76	-1.18525
FAM82B	-0.51025
LOC606495	-0.196
MAP9	1.00366666666667
BCDIN3D	1.185
CXorf36	2.6295
DSCR3	-0.2968
ZFAND3	0.13375
C7orf43	0.571166666666667
SPSB3	1.2538
C19orf19	0.294
FAM133A	-1.3935
C12orf25	1.1295
SLC39A3	-0.1375
DISP2	1.044
PI4KAP2	-2.0195
MKRN3	-2.98066666666667
ADAMTS13	-0.195875
CBLN3	0.5262
TTYH1	-1.5195
C3orf18	0.135
FLJ13236	-0.51175
ZMYND12	3.81275
C18orf25	0.776125
GLB1L3	-0.4085
ATP13A5	0.6765
RANBP10	0.70875
CD96	-2.5948
DENND1C	-1.377
RBMS3	0.1012
SLC41A3	0.925
DGCR6L	0.3955
TMEM128	1.21833333333333
CSNK1G3	-0.243357142857143
MOBKL2C	0.973375
TSPAN6	-0.21375
MATN2	-0.4763
MSL2L1	0.302333333333333
ST6GALNAC2	3.15033333333333
FGFBP2	-1.5915
FGL1	-6.32216666666667
MPP3	0.637
ARHGEF6	1.1405
TGFBR2	-0.049875
ACMSD	-1.5305
IL33	-0.0445
C9orf5	-0.498416666666667
DEAF1	0.1732
AMN	-0.465
DEFA6	0.12375
RNF212	-1.547
METT5D1	0.756833333333333
CIB1	-0.1218
TSSK1B	0.87275
KIAA1727	2.46475
ZNF680	0.80225
LOC399900	-1.26
LOC152217	0.00233333333333334
CTNNAL1	-3.201
CIT	-1.52425
TLE6	1.6725
ZNF607	-1.11225
HERC4	-0.2565
DRAP1	-0.5999
PEMT	-0.397
C10orf111	0.0375
ZNF575	1.340875
KCTD7	-0.52275
MYO1F	-0.035875
LOC285382	-0.108
RAB11A	1.1949
PLCD3	0.57025
C15orf28	0.14825
PTBP2	0.677625
CTB-1048E9.5	-0.732125
C19orf60	0.119166666666667
C7orf25	0.413
SETD7	0.40975
HOXB9	-4.281
VANGL1	-0.711
CHAF1B	-1.59
NDUFA3	1.0505
KIAA1328	-0.29
SHARPIN	0.9955
TTC23	-0.372875
UGP2	0.211166666666667
ANKIB1	-0.5888
CIRBP	1.36157142857143
SEC14L4	-2.82266666666667
OVCH1	0.2992
VPS52	-0.0295
FAT	-0.01025
M6PRBP1	-0.192
GPRIN3	-0.9245
PPM1F	-1.0325
TSR1	-0.90625
CCDC85A	6.51925
PCSK5	1.3755
ZFHX3	0.393
HEMK1	0.1977
PGBD2	0.4015
RSRC2	0.174333333333333
AURKC	0.6625
SCRIB	1.183125
ORM2	-4.504
FAM115A	-0.2199
FZD6	1.368375
UNC119	0.959
GPX3	-1.4743
NOV	-0.326875
CABC1	-0.35825
CDC42SE2	-0.123625
EIF2S2	-0.6607
RNF130	0.231875
CKAP5	-0.494
RP11-413M3.2	0.315
C10orf18	0.52
TMEM93	-0.388
DYX1C1	1.66625
KCNMB2	-2.9515
ANK3	0.4155
KRT5	0.9223
CDH12	-1.7965
QRSL1	-1.096625
JUB	-0.63325
SHC4	3.154
CCL15	0.512333333333333
CCDC22	0.28175
SNX24	-0.77875
RARS	-0.397
MORC2	0.017625
FAM48A	0.44625
MT1H	0.051
PPP1R14C	-0.019
FOXD1	-2.67814285714286
C1orf213	-1.02975
AMT	-0.7167
DSN1	-1.74475
PTPLAD2	1.213
DIS3L	-0.672
RASL11A	-0.72625
GPRC5B	0.606375
FRMD7	1.0805
STRN4	-0.064
KITLG	0.74
HDGF	-1.56725
OR1S1	0.312
SETX	-1.0382
DDR2	0.227875
KCTD12	1.36725
LYZL2	2.1235
WDR52	-0.7505
TMEM2	0.02525
ZNF579	1.09916666666667
LOC200810	-0.0095
TNFSF9	-1.41175
PPFIA4	-3.29225
CNIH3	1.20333333333333
MAP4K4	-1.04335714285714
ROD1	-0.350285714285714
ALS2CR12	-0.130333333333333
DOCK3	0.501166666666667
PAQR9	-4.88725
ASB17	-0.098
STX16	-1.5315
FEZ2	-0.119
DLAT	-1.16383333333333
KIF21B	-1.50533333333333
CDC5L	-1.0245
TMEM119	1.06316666666667
CRIP3	-1.9855
TPSD1	-0.105166666666667
TEPP	0.25575
GNGT2	0.59825
C21orf121	0.78325
WNK1	0.0968333333333333
FLJ10490	0.3402
OR51B5	-2.0685
LOC203547	-1.241
HAS1	0.999
PPA1	-0.3875
ST7	0.041375
C11orf46	0.9785
POPDC3	-3.311
ACOX2	-1.27366666666667
ATCAY	-0.55925
TM4SF19	-2.39175
MFSD9	-0.513
PDHB	-0.325
ERN1	-0.2795
LCE3C	0.254
GPR111	-0.0975
NOTCH3	1.73116666666667
ADAMTS5	1.79675
B3GALT1	-1.51475
UGCGL1	-0.696666666666667
FAM58A	0.767
FBXO32	1.65775
CLPP	-0.316
NXPH1	-2.276
MTMR3	0.675166666666667
ATP1B3	-0.685375
TMEM16A	4.24475
HIST1H3F	0.756833333333333
TRIM25	-0.407
SDCBP2	3.155
CRKL	-1.228375
HOXB2	-0.185833333333333
ANP32B	-1.2245
GATM	1.466
AP4E1	-0.340375
EDG5	0.48275
CDKN3	-1.41016666666667
CDH4	1.88875
PGD	-0.0683333333333333
RND1	1.6665
GAD1	0.1032
MPG	-0.148125
LOC440350	-0.0925
ZNF133	0.141
SERPINB12	-0.1135
AMELY	-0.0406666666666667
DHX36	-0.74875
TNFAIP8L2	2.53333333333333
PHTF2	-0.308
CCDC112	-0.488166666666667
IQCC	-0.417
HEYL	3.019
FTSJ2	-0.685833333333333
APPL1	-0.72775
RAB43	0.822285714285714
OR10G2	0.2245
WAC	0.2275
ADCY9	0.819625
RUNDC2B	-0.647166666666667
PYCRL	0.6285
AGPAT7	0.125333333333333
SLC22A9	-2.00616666666667
CDKAL1	-0.9045
PDYN	-0.523333333333333
C20orf74	-0.897
MTMR11	2.56125
VAV3	2.43666666666667
DAPL1	1.51675
STXBP3	1.0405
EIF3G	-0.05475
ARHGAP22	-0.606
NPFFR1	0.2165
NPC1	-0.808166666666667
ALDH9A1	0.0605
ZNF600	0.808625
ZNF678	0.880833333333333
RASSF1	0.768583333333333
ADD2	-1.70425
PITPNB	-0.882625
PKD2L2	0.2635
LRP11	-0.48225
CDKL1	-0.4505
SMEK2	-0.09175
PRODH2	-2.97133333333333
C11orf54	-1.03433333333333
SFRS11	-0.796
IL7	-0.105
ALS2CR16	0.44225
BTG3	-0.476833333333333
PAK2	-0.748722222222222
RP11-679B17.1	-1.379
GATA4	-2.22833333333333
ATP2B1	-1.212
LOC130940	1.294
C1orf172	3.06866666666667
ATF7IP2	-2.07925
SLC25A43	-0.300666666666667
CENTG3	0.6095
IGF2BP1	-3.9017
FCHSD1	0.477
CAMK2N2	0.190833333333333
ELAVL3	-0.2011
NBPF15	-0.880333333333333
UBE2J2	0.427666666666667
GNL2	-0.39625
PRR3	-0.346
NLF2	0.65675
OR4F6	-0.417
KLHL24	0.215
CCDC88A	-2.6533
SGPP1	-1.12083333333333
C10orf11	-1.20016666666667
SLC35B4	-1.29866666666667
UGT3A2	-0.996
ARNT2	1.7532
CBR1	-1.536125
ITPR3	-0.5125
TRAPPC6B	-0.0497
AMZ1	3.101
ARP11	1.701
WDSUB1	0.51675
APBA1	0.945166666666667
RAB2A	0.9021
C6orf162	-0.32675
HPSE2	0.17
PLCE1	-1.07
INSL3	0.198
DLG1	-0.216
PTPLA	-0.87575
PIGX	-0.301625
TFIP11	-0.120166666666667
FIBIN	3.493
POLR2G	-0.3185
GRAP2	-2.7215
DNAJB8	0.2735
CNBP	0.652333333333333
WASF1	-0.05325
INPP5E	-0.6599
HSPB1	1.30475
TMEM167	-0.1634
CUBN	-0.06625
IGF1	1.3774375
ITPK1	0.4478
NAALAD2	-2.397875
G3BP1	-0.3186
NT5DC1	0.50775
CYP39A1	-0.766
TMEM139	0.623
POLK	-1.3151
GLULD1	-2.662
RBM15	-1.47583333333333
AMZ2	-0.11925
GDF15	0.436833333333333
MESDC2	-0.8425
INCA	-0.4355
ACY1L2	-2.917
GZMM	-1.40483333333333
PAIP1	0.4145
CACNA2D1	0.20525
STK32C	0.121166666666667
SH3BP4	1.4395
DEC1	0.427
PADI1	0.625
UBB	0.35
PON3	-2.93933333333333
PROP1	0.5385
ANKRD13B	0.8825
ADCK1	0.82
TCF25	-0.0836666666666667
SLC38A5	-1.74875
CXorf26	0.1575
C19orf39	0.449
PPP1R13B	1.01075
ARL2	-0.7015
TCL6	0.0653333333333333
TOP3A	-0.9355
SLC16A14	1.257375
FXYD6	1.91683333333333
HIST1H4E	-0.03225
BBC3	0.091
UNC5A	0.3045
FAM86C	-0.5909
PI4KB	0.227875
B3GAT1	0.322
SUSD2	3.122
OAZ2	-0.317833333333333
NOC4L	0.16025
C10orf12	0.5485
FADS1	-2.745
LOC144097	0.09175
DKK2	4.384
KIAA1949	0.07275
RHOT1	0.0629
OXT	1.66083333333333
GPR153	0.33225
ARL4A	-0.7385
SAAL1	-0.73475
CCDC64	0.6415
USE1	-0.091
HNMT	0.3565
PCGF3	0.7649375
CYP2C19	0.29475
C20orf4	0.1165
CCDC11	1.85825
ACSBG2	1.1895
RWDD2A	-0.67675
PALLD	2.36275
CPLX4	0.208
LOC492311	1.0505
KPNA2	-1.21
MACROD1	0.4067
TMCO3	0.3765
C15orf52	0.635166666666667
BIRC5	-0.394733333333333
PRR16	0.0926666666666667
FAM63B	-0.263375
KATNB1	-0.0525
WNT8B	0.311
CPLX3	-0.00599999999999999
GHR	3.45
CCDC124	-0.28925
BCLAF1	-0.733875
GOLGA3	0.7025
CLEC4E	2.68233333333333
AKR1CL1	-0.223
BBS7	-0.035125
MGAT4B	0.163
