Hybridization REF	TCGA-BH-A0C3-01A-21R-A12P-07
MUSK	0.350833333333333
ZNF434	0.639833333333333
SMARCD1	-0.485166666666667
ZFP106	0.232
ZNF347	-0.2932
GTF2E1	0.46175
RY1	0.308
ATAD2B	-0.4695
ARHGAP17	-0.1414
KCNIP3	-0.78975
SFPQ	-0.1925
GFRA4	-0.0573333333333333
AKR1B10	-1.8855
TIGD6	0.474333333333333
RGS16	0.476
URB1	-0.853333333333333
OR4C46	-0.1412
TOP3B	-0.7545
NFATC4	0.807
CA14	-3.98725
BMPR1A	0.413833333333333
SNRP70	-0.209375
PRL	0.1625
C6orf130	-0.32275
STAG2	-0.27025
CD55	-1.789
RPS23	0.513333333333333
SSX2	-1.7735
FDPSL2A	0.632
FBXO27	0.689125
SYNGR3	-1.38083333333333
TMSL3	1.005
EML1	-0.076
NUP93	-0.766333333333333
SMAD3	-0.1276
KIAA1189	-0.1785
HNRPUL2	0.3075
TBC1D12	0.721166666666667
C16orf24	1.6775
MRVI1	0.392166666666667
ZNF581	-0.554833333333333
ELOVL3	2.915
OR51Q1	0.0485
CACNB3	-0.0436666666666667
GALNT13	0.268714285714286
C10orf84	1.219875
NEDD4	-0.3614
SPO11	1.294
OR5AU1	0.232
NEK4	0.303857142857143
PRKAR2A	-0.169333333333333
IHPK1	-0.436
ATP6V0B	0.570625
CACNA1E	0.628
CEACAM8	1.23983333333333
PEX14	0.0485
FLJ12993	-0.841
ZBTB38	-0.247166666666667
PCTK2	0.863333333333333
LRRC16	-0.2147
FBLIM1	0.156666666666667
FYCO1	0.9985
RP5-1022P6.2	-0.144416666666667
CMTM1	0.7045
PLTP	1.45733333333333
RAPH1	0.96425
DOCK8	1.202875
EZH2	-1.46846666666667
SLC25A1	0.266
PLEKHB1	-0.8541
GRB7	-0.1796
ZFP37	-0.0785
MRPL33	-0.25925
PELO	0.1685
ARMC1	-0.102363636363636
C9orf27	-0.122
FLJ25778	0.2615
C9orf37	-0.701333333333333
TMEM66	1.5675
SPRN	-0.518625
HBEGF	0.45475
PI4KA	-1.2625
LEPRE1	-0.3255
POU2AF1	-1.901375
MRPL12	-0.382333333333333
REP15	0.5905
ZC3H3	0.3325
RASAL1	-1.37175
DDAH1	0.407375
ACBD5	0.966625
TMC2	-0.27
CCDC137	-0.30875
SAMD13	-0.175
UGT2B15	-3.215
TIPARP	-0.5875
DNASE1L3	1.7935
TRIM72	-0.0936666666666667
DBX2	2.26925
IPO8	-0.30625
C21orf88	-1.80822222222222
MAP3K14	0.95975
LOC51233	0.305166666666667
GGTLA4	-1.6645
PDE6D	0.255
ZNF117	0.056
CLK2	-0.0245
NKRF	-1.54175
TNFSF15	0.9295
DUSP2	0.01475
SECISBP2	-0.9027
GABRR2	1.006
PPAP2C	2.5495
LOC51145	-0.813666666666667
PAG1	0.19325
PIK3C3	-0.242
GNG10	0.4235
APOL4	1.76866666666667
ANKRD28	-0.477
STMN3	-0.8918
RAB14	-0.1471
CDK2AP2	-0.38575
HDDC3	0.93025
COMMD7	0.361125
CXXC1	-0.049
HMCN1	-0.1465
CD40	2.13625
DYNC1LI2	-0.00149999999999998
GDI1	-0.272
LOC646938	0.1535
VSNL1	-0.955666666666667
PIH1D1	-0.204666666666667
RAET1G	-1.651
KRTAP5-9	0.118
EFTUD2	-0.5685
ZNF311	0.45
ATP6V1G3	0.1565
OR2W3	0.1025
SCN4A	1.38025
MED10	-0.04425
FAM135A	-0.3273
ARHGAP4	-0.818
EHMT2	-0.412375
UFD1L	-0.51125
ERMP1	-0.146
MAG1	0.712333333333333
THAP8	0.0335
HACE1	-0.897333333333333
FAM82C	0.254
C3orf20	0.013
UNC84A	-0.502166666666667
SCD5	-0.457923076923077
LASS6	2.526
LSG1	-0.0348333333333333
MAL	-4.52075
GPR22	0.107
WDR5B	1.22
ACTRT1	-0.2565
C17orf60	0.409
GRIN2C	0.1398
ARMC8	-0.3255
SLC47A1	-0.1145
DMPK	-0.00425
DHRS13	-0.3815
SMC1A	-0.8575
KRTAP17-1	0.66275
SMYD5	-0.752
TUSC2	0.833875
CRHR2	0.325
KIR3DL2	0.135
CCDC104	0.55025
ATP2C1	0.482875
CROT	2.0635
PABPC3	-1.00716666666667
EGR1	1.246
THSD1	1.4495
KHK	0.04975
SLC12A2	1.5206875
CD58	-0.463
STOX2	-0.5625
CCDC76	-0.8406
CCDC48	3.48375
DNAH1	0.527333333333333
ZIC4	-0.747375
OR1G1	-1.5175
PSMC6	0.057
PROKR1	-0.293
ABCB1	0.281625
TRAT1	0.95875
LLGL1	-0.021
MTF1	0.75575
USP54	0.721375
PAGE2B	-2.37
ITGB7	-4.0245
CCDC81	-0.5965
LOC149837	1.33425
SCUBE1	0.805
ZSCAN10	-0.016
HUWE1	-0.437
CDH17	1.4885
CD180	0.351
IL17A	-0.012
TMPO	-1.457
KIAA1524	-1.06333333333333
HDGFRP3	-0.341
OXCT1	-0.626090909090909
RRAS2	-0.958666666666667
LTBP2	2.8540625
SV2B	3.353
CYP2A6	1.035875
PKD1L2	-0.0126666666666667
PPM1M	0.874
FLJ22662	1.69816666666667
ZNF502	1.07725
GP6	-0.65625
CRYBA2	0.47325
LEF1	-1.0052
CTPS	-1.60928571428571
EYA1	-1.99216666666667
EPS8L1	0.607
MAPK14	-0.0535
SERPINB2	-5.419375
GTF2F2	-0.2995
ZNHIT4	0.0965
PLA1A	0.76575
C20orf114	0.363
HPR	-0.729
C18orf2	-3.43966666666667
SATB2	-1.7765
KCNJ9	0.277714285714286
MGC157906	0.532
MOCS3	-0.12325
C17orf71	-0.021
PPHLN1	-0.074
HIST1H2BN	-0.508
RAPGEF1	-0.724375
MAP3K8	0.94475
DLG4	0.203166666666667
STC1	1.86333333333333
CDGAP	2.1625
DDX26B	-1.1325
LOC150223	-2.7485
CPSF3	-0.787166666666667
TMEM14A	0.1005
MYH3	-1.582
GPKOW	0.171
SULT1A1	-0.222333333333333
SPON1	4.6015
YY1AP1	-0.0961666666666667
RAB23	-0.2585
PLA2G4A	-2.69875
MAPRE3	1.0265
ZNF516	1.14971428571429
GGPS1	0.56575
EXOC3L2	-0.287375
C19orf42	1.1687
MAP2K2	0.00133333333333333
HIST1H2BB	0.4075
RNF19B	1.17233333333333
C6orf128	-0.192
TLR8	2.86025
PCDHA9	0.246
CARS2	0.17
CLUL1	1.54333333333333
RHAG	-4.2045
UNK	-0.3335
EXOC8	0.6923
C9orf95	0.88475
C14orf143	0.263166666666667
MAML3	-0.259375
LDHA	-2.02525
MRPL20	0.361375
KLHDC6	0.7225
ATP5S	0.0923333333333333
C8orf55	-0.0805
PHF19	-2.23225
KRTAP13-4	0.3165
TTC5	0.0895
XKR5	-1.4285
SILV	-5.00433333333333
TEX28	0.292
TCTN1	-0.09775
CX40.1	-0.0515
PPP2R5C	0.126125
C12orf30	-0.946333333333333
CAPG	1.36825
MPZL1	1.80335
ARSB	-0.928166666666667
TDH	-1.44675
WASF4	0.47225
TSSK3	0.00916666666666669
7A5	0.7705
CRISPLD1	0.0295
MAD1L1	-0.366166666666667
SPIN4	-0.412333333333333
AMPD1	1.68275
DPYSL5	-0.866
INPP1	0.277166666666667
ANKRD11	-1.45905555555556
NPAS4	-0.16025
GCET2	0.7064
RNASE9	-0.342
GUCY2D	0.231
CCDC98	0.386
FGF4	-0.22625
CPM	1.18733333333333
SLC26A4	-0.291333333333333
PLD5	0.60025
FAM59A	0.0863
FBXO5	-2.401
SIPA1L1	-0.459
DPYS	0.97975
ATG4D	0.075
TGM3	1.498
MTCH1	0.162375
HK1	-0.297769230769231
CDC26	-0.214875
GALNT12	-2.27933333333333
LOC339229	0.16075
MRPL35	-0.222
ORC4L	-0.2395
TNKS	-0.0561428571428572
C2orf24	0.6285
ZNF553	0.560166666666667
GGTLA1	3.2045
ZNF497	0.24925
CDY1B	0.60775
SLC30A4	0.129875
TUB	0.160125
ARHGEF18	0.46025
ARRB1	0.65875
KCNK1	1.755625
EREG	-3.2956
SCAMP5	-1.55025
RUNDC3B	2.4505
ADAMTS20	-0.0794999999999999
IL17RB	0.427
FLJ20323	-0.85125
MCAM	1.148625
POLR3E	-1.02258333333333
AQR	0.248
IPMK	0.023
CDCA7	-4.562
CAMP	0.5335
GRHL3	-1.19025
ADAMTSL2	0.931333333333333
CLMN	1.91866666666667
SSTR3	0.089
MAGEA5	-2.196
OVOL2	3.2315
JMJD1B	-0.53675
RBL2	0.8897
PYGO2	0.73425
PPP1R10	0.380166666666667
CSE1L	-1.44416666666667
LCA5	1.335
RDH16	0.01925
ASRGL1	-2.31725
TOM1	0.515333333333333
PTX3	-3.146
TTC15	0.49175
SCGB3A1	1.86483333333333
MRPL50	-1.34925
RCAN3	1.28125
SLC26A11	1.15375
STYX	0.45
CINP	0.32
MARCH7	0.36
PFKM	-1.17066666666667
SGMS1	0.496333333333333
RIOK3	-0.1496
C1orf110	0.5695
CES7	0.069375
LOC440248	-1.528
PPP1R12C	0.43075
C10orf27	1.44
ATG9A	-0.02525
MRPS26	0.0895
TMEM40	0.229
ELP3	-0.0272
ZNF787	0.366
HIAT1	0.433125
C8orf34	2.17366666666667
MGC4655	-0.0747
PELI1	0.184833333333333
PPT1	1.7442
SLC35C2	0.500333333333333
C6orf125	0.465
MUC4	-0.909333333333333
RFC4	-1.54757142857143
GNB2	0.296
NUP50	-0.586857142857143
SULT4A1	-1.42666666666667
C7	4.88075
CCDC130	-0.251333333333333
ARRDC4	1.23625
RQCD1	0.35975
GLYCTK	0.45775
AYTL2	-0.699454545454546
MTUS1	2.0348
LEMD3	-0.0818333333333333
PLEKHF2	1.9725
HOXA7	0.4815
GTF3C2	-0.4975
DYNLRB2	1.5215
CNOT10	-0.90125
MR1	1.02416666666667
FFAR1	0.09475
PRIC285	0.03525
SLITRK6	1.13275
LIX1	-2.1442
UBE1L2	-0.23925
F8	1.5425
ACHE	0.0791666666666666
KPNA5	0.659
TNFRSF12A	-0.252333333333333
EGR3	-0.455
SERPIND1	-3.964
OASL	2.15175
IFRD1	-1.433125
WDFY1	-0.258166666666667
ZNF267	0.978
ACCN5	0.2685
ZBTB6	0.24125
PPP1R3A	-0.3365
PRRT3	1.023
FBXL19	-0.611
TXNIP	2.04014285714286
ACTN2	-2.1415
ATG9B	-0.758875
C9orf117	-0.255
IL27	1.458
RPL36AL	0.0436666666666667
KLK15	0.132
CHAD	2.334
RAP2B	0.1757
HEBP2	1.24875
ZNF342	0.4725
CAMK2G	-0.330666666666667
TLR3	2.31075
FGF14	0.67225
HMGB2	-0.49125
TRPM5	-0.334333333333333
OR5M11	0.1565
KIF3B	0.202789473684211
PRICKLE2	1.013
MTMR9	0.365
C3orf27	0.191
GLRA3	-1.37083333333333
NSDHL	-0.479333333333333
TMEM32	-0.30275
POLR2D	-0.319333333333333
MYADML	0.184
C9orf114	-0.79725
MRGPRX1	1.4765
TOPORS	-0.0725
CLDN19	-0.9015
C1QL4	0.3505
RNF165	-1.7645
DHRS9	1.197
DNAH2	-0.3495
FXR1	-0.553166666666667
ZMYM3	-0.593875
CASP3	0.0256666666666667
FAM120C	-0.86025
SCLY	-1.48125
CA7	-0.239
ENTPD5	0.0748333333333333
ZNF461	0.595375
PDIA5	-0.022
C1orf19	0.108333333333333
TMEM67	-0.8915
KCTD20	-0.38325
WDR47	0.728
FLJ38723	3.0215
KLRF1	1.16766666666667
TAS2R16	-0.9985
CLDN12	0.08325
PRKCE	0.9
UBXD4	-0.2375
ITGAM	2.81933333333333
GLT8D3	0.452125
WDR31	0.6764
RGS2	0.4745
OR51L1	0.31
MST1R	1.58375
KIAA1737	0.68625
OR4A5	0.161
GLIS1	-0.2155
PTMA	0.1645
NAPA	1.14925
PRDM11	-0.1475
LIPF	2.856
DIRAS3	2.5825
ASGR2	-3.969625
C1QTNF4	0.84
PIK3R4	0.0306666666666667
ARMC3	3.1375
NDUFV3	-0.0453333333333333
BTBD3	-0.532333333333333
PPP1R2	0.958416666666667
UBE2NL	0.69325
FOSL2	1.40914285714286
FAM119A	-0.505833333333333
TUBA4A	-0.6177
KRTAP12-1	-0.28925
SFRS2	-0.7115
RHPN1	-0.9539
EEF2	-0.687666666666667
ZDHHC11	-1.315
EPHA3	-1.0025
RBM12	-1.37
H2AFJ	1.17116666666667
EDIL3	2.5195
KIF26A	-0.60875
SERGEF	-0.5895
B3GALT4	1.5385
LOC90925	0.9445
OSCAR	0.139375
NPFF	-0.295625
DEDD	0.73925
TMEM155	-1.244
PTPN1	-0.125
SCYL2	0.437
SKAP1	3.5815
LEAP2	-2.7005
GADD45G	1.8289
IFITM3	0.557875
PILRB	-1.2575
SLU7	0.3575625
DSC3	-1.32475
DNMT3L	-1.404
PAPD5	0.0935
B3GNT3	-1.57483333333333
LHCGR	0.05
MSL-1	0.37475
UBE2S	-1.201875
SAP130	-0.759
ANAPC11	0.87425
MAGED4B	-2.3255
ATP6V1B2	0.399
C14orf179	0.41025
CAPZA1	0.346125
CDYL2	-0.5235
GLRX3	0.026
LOC136288	-0.89775
MOBKL1A	-0.339
HTR2B	5.02125
CRYGD	-0.243
NUS1	0.1125
PGRMC1	1.408
MYOM2	0.8135
FLJ39653	-1.34133333333333
CHM	0.3454
OR5M8	-0.98
ZNF619	-0.1595
FAM105A	0.818
CCNL1	-1.38775
NAP1L3	0.176
C10orf57	1.39
B3GALNT1	0.133833333333333
CSN1S2A	0.756
TCP10L	0.98675
GDAP2	0.522125
DMKN	-2.66516666666667
COX6B1	-0.214
DNASE2	0.749833333333333
MSH5	-2.05875
LGMN	0.365875
USP31	0.0286
OR13C8	0.701
SDCBP	0.1165
NUDT11	-1.98583333333333
PYGL	-0.870666666666667
SNPH	-1.38316666666667
B3GNT4	-1.5575
MIZF	-1.1397
NUBPL	-0.335
NOD1	0.403
CDH22	0.725375
NUBP1	0.861
DSCAM	-3.91525
DGKI	0.1625
FAM136A	-1.33575
AKAP1	0.39
SLC16A6	-0.419
RIN3	0.956
PSG2	0.03825
DIP2B	0.0190833333333333
PSORS1C1	0.2962
KIAA0495	0.21
FLJ90709	-0.2035
LPA	-0.329166666666667
PIGA	-0.470333333333333
LY75	2.3205
UTS2	-6.08283333333333
RREB1	0.340375
GALNACT-2	0.857
MGC3196	-1.39625
FLJ31568	-0.07575
LPHN1	-0.882375
SP1	0.8235
TOX4	0.418
HSPA9	-0.3865
APOBEC1	-1.128
SLC35E4	-1.002
LSM5	-1.01875
SURF1	0.0065
ZBTB1	0.804666666666667
GTF2F1	0.080375
RPS15A	-0.0897857142857143
DUSP21	-0.7605
GINS4	-3.08766666666667
MYO15A	-0.575166666666667
GIMAP7	4.24525
MGC13379	-0.383
ATP6V1E2	-0.00533333333333332
UTP3	0.34025
HNRPA3	-0.533875
MT4	0.562
C14orf155	1.3265
U1SNRNPBP	0.4135
CKLF	-0.715666666666667
PLEKHN1	-0.6545
MBNL1	0.403583333333333
NUP160	-1.41675
ACSM2A	-0.81725
LOC129881	-0.751
KIAA1529	-1.16975
FLJ22639	-1.238
HAND1	-0.9525
GSX1	0.1205
FGA	-4.2872
SERPINB1	0.0305
ZNF642	0.9665
IGFBP1	-8.244625
SLC1A1	4.373875
DHX57	-0.481625
ZNF766	0.4625
PTPN21	0.510333333333333
GDPD3	-1.89733333333333
PNPLA5	-0.2395
TBR1	0.716
FAM116A	-0.49475
IQGAP1	0.15025
FOS	1.205125
ZNF226	0.467875
FIGNL1	-1.00033333333333
C14orf1	0.248333333333333
ZMYND17	1.099
PUS7	-1.2145
TUBB6	-0.32925
KCNQ2	-1.51525
MARCH6	-0.053
CCDC33	0.0595
PRODH	-0.2915
RBM11	2.1215
EPHA6	0.836666666666667
SLC43A1	-0.682
LOC196541	0.924
NTN1	0.129166666666667
ING4	0.308
PCDHB10	0.50575
DPH2	-0.705
SPACA4	0.468
FBXL21	-5.169
DIAPH1	-0.53
ZNF71	0.870833333333333
CEP76	-0.3805
CORO1A	0.26925
RRM2	-1.149875
EDG4	0.9805
OS9	0.852333333333333
SLC4A1AP	-0.45075
COG5	-0.88225
COPS8	0.45125
NGLY1	-0.6705
NCBP2	0.206
C17orf42	-0.278166666666667
GPSM3	0.1085
SIL1	0.945
ASB6	-1.023
SMAD5OS	0.781333333333333
UNC93A	-3.31242857142857
A1BG	0.296833333333333
C21orf62	0.21525
FMO5	-0.0539166666666667
ATRIP	0.519166666666667
CEBPG	-0.0325
C7orf38	-0.258
TNFRSF1B	1.58783333333333
CLEC1A	2.27683333333333
IQSEC1	0.2255
PATZ1	0.2105
RBM22	1.040625
BAG2	-2.0435
PAQR5	-2.47483333333333
C9orf127	0.2035
THNSL1	-0.78725
SHROOM3	1.5869
JAM2	2.26825
SNRPN	-2.3465
ALX4	0.0025
CACNA1S	0.035
FAM130A1	-0.42
CORIN	1.2195
CD300LB	0.8455
PLEKHG6	0.5975
LRRC40	-0.659
PCLKC	-0.954
PCDHB16	0.587333333333333
WNT2B	0.274666666666667
ASNS	-2.31911111111111
MRPL49	-0.191
FLJ46111	0.82125
ISG20	0.122
SMU1	0.4095
CASZ1	-0.3105
POLR1D	-0.10625
GIN1	0.29325
SNAG1	0.767166666666667
ANKRD29	1.53875
CDKN2AIP	-0.10425
KRR1	-0.25575
CXCL1	-1.428
EPM2A	0.2598
PC	1.1775
DEFB127	0.56
PDZRN4	1.9325
FAH	1.224625
OR51E1	1.407
CDC2L6	-0.428333333333333
DNTTIP1	-0.223
PAX8	-0.235
TMEM116	-0.12175
C1orf150	1.0405
PRO2012	0.20625
MRPL40	-0.753333333333333
BEX1	-4.0073
SLC2A4	2.48483333333333
PKMYT1	-0.251
FEZF2	-0.6744
SLC26A9	-2.45475
MAP2	0.406333333333333
LYL1	-0.82975
SLC25A19	-0.674833333333333
NOS3	0.3535
ZNF34	0.764666666666667
TMPRSS11F	0.70575
FAM43A	0.68525
FCRL4	-0.812333333333333
KLF14	-0.39025
FLRT2	0.399166666666667
WRN	-0.806
SDF2	0.9762
KRT8P12	0.71275
C6orf195	0.7745
C9orf125	-0.889
DZIP3	-0.613375
RIT1	0.32975
SCML1	-1.0675
RHBDF2	0.111125
OR2G3	0.34
REXO1L1	0.414
MAP3K7IP3	-0.1655
C3orf57	-5.87575
FBXW11	-1.34983333333333
ETAA1	-0.34575
C14orf131	-0.4533
AKT1S1	0.34075
SLC12A5	-1.37925
C9orf164	0.56525
NRIP3	-1.10925
NOS1AP	-1.354
TMEM121	1.78575
SAP30BP	0.2386
DGCR6	0.24025
WDR76	-0.657
FAM82B	-0.740666666666667
LOC606495	-0.3035
MAP9	1.66016666666667
BCDIN3D	0.5215
CXorf36	3.83066666666667
DSCR3	0.4818
ZFAND3	0.6515
C7orf43	0.197666666666667
SPSB3	0.7841
C19orf19	0.08
FAM133A	-2.7965
C12orf25	0.34575
SLC39A3	-0.088875
DISP2	-0.2675
PI4KAP2	-1.951
MKRN3	-0.855833333333333
ADAMTS13	-0.48325
CBLN3	-0.0976
TTYH1	-2.04983333333333
C3orf18	0.3475
FLJ13236	-0.55825
ZMYND12	1.7645
C18orf25	0.520625
GLB1L3	-1.0345
ATP13A5	null
RANBP10	-0.7185
CD96	-0.0774
DENND1C	0.16875
RBMS3	1.9932
SLC41A3	0.440666666666667
DGCR6L	0.68625
TMEM128	0.604166666666667
CSNK1G3	-0.554142857142857
MOBKL2C	1.457375
TSPAN6	-0.64525
MATN2	0.4513
MSL2L1	0.00133333333333333
ST6GALNAC2	0.762
FGFBP2	3.358
FGL1	-4.30666666666667
MPP3	0.616666666666667
ARHGEF6	1.14216666666667
TGFBR2	1.484875
ACMSD	0.93925
IL33	4.9185
C9orf5	-0.574916666666667
DEAF1	-0.4543
AMN	0.279
DEFA6	0.094375
RNF212	-1.43175
METT5D1	-0.244833333333333
CIB1	0.7961
TSSK1B	-0.39075
KIAA1727	0.33225
ZNF680	0.728583333333333
LOC399900	-1.3115
LOC152217	-0.4175
CTNNAL1	-1.761
CIT	-2.9155
TLE6	0.25075
ZNF607	0.4575
HERC4	-1.04116666666667
DRAP1	-0.6893
PEMT	-0.31275
C10orf111	-0.595
ZNF575	0.696625
KCTD7	-0.352
MYO1F	1.27325
LOC285382	1.5055
RAB11A	0.7633
PLCD3	-0.6125
C15orf28	-0.33075
PTBP2	-0.391
CTB-1048E9.5	-0.66475
C19orf60	-0.322
C7orf25	0.102333333333333
SETD7	1.54025
HOXB9	-3.5235
VANGL1	0.1516875
CHAF1B	-1.6455
NDUFA3	-0.07675
KIAA1328	0.173166666666667
SHARPIN	0.4915
TTC23	0.26975
UGP2	0.453916666666667
ANKIB1	0.1325
CIRBP	2.29314285714286
SEC14L4	-2.97666666666667
OVCH1	0.0593333333333334
VPS52	-0.1115
FAT	-1.0055
M6PRBP1	-0.27675
GPRIN3	0.7885
PPM1F	0.5455
TSR1	-0.9285
CCDC85A	3.84675
PCSK5	3.062
ZFHX3	-0.224
HEMK1	-0.7588
PGBD2	-0.12525
RSRC2	0.207
AURKC	-1.18766666666667
SCRIB	-0.54325
ORM2	-4.8105
FAM115A	0.178
FZD6	-0.73175
UNC119	-1.06866666666667
GPX3	2.3929
NOV	0.81425
CABC1	1.017625
CDC42SE2	1.175875
EIF2S2	-1.0561
RNF130	1.139875
CKAP5	-1.451
RP11-413M3.2	0.3045
C10orf18	-0.0141
TMEM93	-0.593
DYX1C1	0.7735
KCNMB2	-1.645375
ANK3	0.0289166666666667
KRT5	-2.1506
CDH12	-1.1
QRSL1	-0.806625
JUB	-1.918
SHC4	-3.55875
CCL15	2.18516666666667
CCDC22	0.10125
SNX24	0.3465
RARS	-0.50475
MORC2	-0.418875
FAM48A	-0.44525
MT1H	-1.8625
PPP1R14C	-4.154
FOXD1	-2.988
C1orf213	-0.917
AMT	-1.6178
DSN1	-1.3205
PTPLAD2	2.90575
DIS3L	-0.22525
RASL11A	1.45625
GPRC5B	-0.012375
FRMD7	0.313
STRN4	-0.2255
KITLG	2.35981818181818
HDGF	-0.163
OR1S1	0.6015
SETX	-0.3103
DDR2	1.230375
KCTD12	2.914
LYZL2	-1.166
WDR52	-0.6875
TMEM2	-0.689125
ZNF579	0.091
LOC200810	0.749
TNFSF9	-1.5775
PPFIA4	-3.385
CNIH3	0.346666666666667
MAP4K4	-0.731071428571429
ROD1	-0.705928571428571
ALS2CR12	-0.239333333333333
DOCK3	0.225666666666667
PAQR9	-4.552
ASB17	1.0875
STX16	-0.1875
FEZ2	0.284666666666667
DLAT	-0.630166666666667
KIF21B	-1.0275
CDC5L	-0.271
TMEM119	2.29083333333333
CRIP3	-3.0715
TPSD1	-0.2095
TEPP	-0.411
GNGT2	1.2475
C21orf121	0.8365
WNK1	0.0491666666666667
FLJ10490	0.1264
OR51B5	-2.2915
LOC203547	0.021
HAS1	-0.374
PPA1	0.0531666666666667
ST7	0.0505
C11orf46	0.7018
POPDC3	-4.12816666666667
ACOX2	3.18766666666667
ATCAY	-0.753166666666667
TM4SF19	-1.435
MFSD9	0.009
PDHB	0.08
ERN1	0.61125
LCE3C	-0.443
GPR111	0.45
NOTCH3	0.845166666666667
ADAMTS5	3.41075
B3GALT1	-0.90725
UGCGL1	-0.109333333333333
FAM58A	0.321333333333333
FBXO32	0.99375
CLPP	-0.18525
NXPH1	-1.62733333333333
MTMR3	0.5385
ATP1B3	-0.931875
TMEM16A	4.1645
HIST1H3F	-0.0691666666666667
TRIM25	0.980166666666667
SDCBP2	1.5595
CRKL	-1.0875
HOXB2	3.1235
ANP32B	-0.819125
GATM	2.5405
AP4E1	0.182
EDG5	0.194875
CDKN3	-1.30533333333333
CDH4	-2.07275
PGD	0.926666666666667
RND1	0.7935
GAD1	-2.6538
MPG	0.623625
LOC440350	-0.3355
ZNF133	-0.09575
SERPINB12	1.0925
AMELY	0.487833333333333
DHX36	-0.57525
TNFAIP8L2	3.08016666666667
PHTF2	-0.238333333333333
CCDC112	-0.474166666666667
IQCC	-0.8895
HEYL	3.154
FTSJ2	-0.3385
APPL1	0.451375
RAB43	0.628142857142857
OR10G2	0.329
WAC	0.264833333333333
ADCY9	0.4525
RUNDC2B	0.0701666666666667
PYCRL	0.1053
AGPAT7	-0.547
SLC22A9	-0.4402
CDKAL1	-0.288
PDYN	-0.554333333333333
C20orf74	0.148
MTMR11	0.134
VAV3	3.24716666666667
DAPL1	-1.5435
STXBP3	0.24325
EIF3G	-0.19875
ARHGAP22	0.41525
NPFFR1	0.265
NPC1	0.0386666666666667
ALDH9A1	1.11266666666667
ZNF600	0.333375
ZNF678	0.5615
RASSF1	0.61975
ADD2	-2.289125
PITPNB	-0.28925
PKD2L2	0.0552857142857142
LRP11	-0.2
CDKL1	0.65625
SMEK2	0.15625
PRODH2	-3.347
C11orf54	0.0228333333333333
SFRS11	-0.401166666666667
IL7	0.557666666666667
ALS2CR16	0.35025
BTG3	-0.637833333333333
PAK2	-0.546333333333333
RP11-679B17.1	-0.17675
GATA4	-1.9695
ATP2B1	-1.0345
LOC130940	-0.6135
C1orf172	2.08316666666667
ATF7IP2	-0.4375
SLC25A43	-0.667
CENTG3	-0.10125
IGF2BP1	-4.2987
FCHSD1	0.292
CAMK2N2	0.342666666666667
ELAVL3	0.2819
NBPF15	0.158833333333333
UBE2J2	0.763166666666666
GNL2	-0.655
PRR3	-0.4792
NLF2	0.53
OR4F6	-0.0175
KLHL24	0.863
CCDC88A	-1.3358
SGPP1	0.743333333333333
C10orf11	0.643833333333333
SLC35B4	-0.768833333333333
UGT3A2	-0.663
ARNT2	0.3052
CBR1	-1.2125
ITPR3	-0.9885
TRAPPC6B	0.7188
AMZ1	0.7415
ARP11	0.316
WDSUB1	-0.614
APBA1	0.729833333333333
RAB2A	0.7519
C6orf162	-0.15225
HPSE2	0.1635
PLCE1	0.09725
INSL3	0.8105
DLG1	0.1327
PTPLA	-1.58425
PIGX	0.399625
TFIP11	-0.1285
FIBIN	3.353
POLR2G	-0.48925
GRAP2	-1.0786
DNAJB8	-0.46775
CNBP	0.3545
WASF1	-1.56825
INPP5E	-0.9773
HSPB1	0.384125
TMEM167	-0.0288
CUBN	0.313
IGF1	5.2931875
ITPK1	0.7029
NAALAD2	0.60875
G3BP1	-0.3154
NT5DC1	0.11625
CYP39A1	0.142
TMEM139	-0.833416666666667
POLK	-0.422
GLULD1	-3.66925
RBM15	-0.6765
AMZ2	1.111
GDF15	0.239833333333333
MESDC2	0.24075
INCA	1.28083333333333
ACY1L2	-2.7675
GZMM	-0.806666666666667
PAIP1	-0.40175
CACNA2D1	-0.21675
STK32C	-0.329333333333333
SH3BP4	0.670833333333333
DEC1	0.543
PADI1	0.3375
UBB	0.1063
PON3	0.726
PROP1	0.378
ANKRD13B	-0.039
ADCK1	-0.33025
TCF25	-0.281416666666667
SLC38A5	-2.85325
CXorf26	0.146166666666667
C19orf39	0.378
PPP1R13B	0.90275
ARL2	-0.6625
TCL6	-0.134181818181818
TOP3A	-1.419
SLC16A14	1.55325
FXYD6	1.64383333333333
HIST1H4E	-1.15075
BBC3	0.167210526315789
UNC5A	0.405833333333333
FAM86C	0.0264
PI4KB	1.409375
B3GAT1	-3.45725
SUSD2	1.18666666666667
OAZ2	0.0123333333333333
NOC4L	0.01225
C10orf12	-0.84275
FADS1	-1.07016666666667
LOC144097	-0.98875
DKK2	2.81416666666667
KIAA1949	0.4565
RHOT1	0.5388
OXT	1.4155
GPR153	0.25175
ARL4A	-0.199666666666667
SAAL1	-1.77675
CCDC64	-0.3095
USE1	-0.183833333333333
HNMT	1.53966666666667
PCGF3	-0.00131250000000002
CYP2C19	0.235
C20orf4	-0.496
CCDC11	0.26975
ACSBG2	-0.34825
RWDD2A	0.539
PALLD	2.040125
CPLX4	0.9195
LOC492311	1.00825
KPNA2	-0.954166666666667
MACROD1	-0.7909
TMCO3	0.9595
C15orf52	-0.366333333333333
