Hybridization REF	TCGA-AR-A1AT-01A-11R-A12P-07
ZFP106	0.0685
ZNF347	-0.0595
GTF2E1	-0.0645
RY1	-0.274666666666667
ATAD2B	-0.0295
ARHGAP17	-0.385
KCNIP3	-1.0165
SFPQ	0.43175
GFRA4	0.8525
AKR1B10	-3.600375
TIGD6	0.0191666666666667
RGS16	0.405875
URB1	-0.276333333333333
OR4C46	-0.201666666666667
TOP3B	0.10075
NFATC4	0.368
CA14	-4.41925
BMPR1A	-0.56
SNRP70	0.209625
PRL	0.0956666666666666
C6orf130	-0.446
STAG2	-1.02175
CD55	-0.925571428571428
RPS23	0.485333333333333
SSX2	-1.074
FDPSL2A	0.36025
FBXO27	-0.320375
SYNGR3	-0.528333333333333
TMSL3	1.54675
EML1	-1.9045
NUP93	-0.891083333333333
SMAD3	-0.3998
KIAA1189	0.156833333333333
HNRPUL2	-0.4185
TBC1D12	0.3615
C16orf24	0.7335
MRVI1	1.5825
ZNF581	0.322
ELOVL3	0.065
OR51Q1	0.45125
CACNB3	1.41166666666667
GALNT13	-1.08225
C10orf84	0.6329375
NEDD4	0.0542
SPO11	0.6295
OR5AU1	0.4825
NEK4	-0.267642857142857
PRKAR2A	-0.691666666666667
IHPK1	-0.962333333333333
ATP6V0B	0.963375
CACNA1E	2.7645
CEACAM8	0.749333333333333
PEX14	-0.23
FLJ12993	-2.3015
ZBTB38	-1.12908333333333
PCTK2	0.686
LRRC16	0.9897
FBLIM1	0.50975
FYCO1	1.51125
RP5-1022P6.2	-0.879666666666667
CMTM1	0.144
PLTP	1.26883333333333
RAPH1	0.356875
DOCK8	1.831
EZH2	-1.28773333333333
SLC25A1	0.227833333333333
PLEKHB1	0.5006
GRB7	3.6113
ZFP37	-0.079
MRPL33	-0.55375
PELO	-0.39575
ARMC1	-0.945727272727273
C9orf27	-0.0555
FLJ25778	-0.2365
C9orf37	-0.977666666666667
TMEM66	0.067
SPRN	0.424625
HBEGF	0.1195
PI4KA	-0.271
LEPRE1	-0.85825
POU2AF1	-0.96475
MRPL12	0.3445
REP15	-1.111
ZC3H3	0.84875
RASAL1	0.7645
DDAH1	1.796125
ACBD5	0.042375
TMC2	0.5935
CCDC137	-0.11825
SAMD13	-1.3165
UGT2B15	-3.073
TIPARP	-0.17525
DNASE1L3	2.09575
TRIM72	0.341333333333333
DBX2	-0.13325
IPO8	-0.274
C21orf88	-2.2445
MAP3K14	1.06675
LOC51233	0.281
GGTLA4	1.4645
PDE6D	0.1675
ZNF117	-0.27025
CLK2	0.4025
NKRF	-0.9655
TNFSF15	0.6729
DUSP2	2.916375
SECISBP2	-0.2838
GABRR2	-0.062
PPAP2C	1.62125
LOC51145	0.1075
PAG1	0.21
PIK3C3	-0.08075
GNG10	-0.4
APOL4	1.04866666666667
ANKRD28	-1.12725
STMN3	-2.0602
RAB14	0.7468
CDK2AP2	0.538
HDDC3	-0.407375
COMMD7	0.239625
CXXC1	0.2495
HMCN1	-0.6075
CD40	1.31925
DYNC1LI2	-0.440125
GDI1	0.36475
LOC646938	0.12
VSNL1	-3.54566666666667
PIH1D1	0.148833333333333
RAET1G	-0.9645
KRTAP5-9	0.564
EFTUD2	-0.49525
ZNF311	-0.408666666666667
ATP6V1G3	0.03375
OR2W3	0.59425
SCN4A	0.23775
MED10	-1.191375
FAM135A	-1.0081
ARHGAP4	-0.88675
EHMT2	-0.33275
UFD1L	-0.1175
ERMP1	0.77075
MAG1	-1.95966666666667
THAP8	-0.184333333333333
HACE1	-0.393833333333333
FAM82C	0.494666666666667
C3orf20	0.053
UNC84A	-0.823833333333333
SCD5	-0.473857142857143
LASS6	1.261125
LSG1	-0.3345
MAL	-4.233
GPR22	-0.2735
WDR5B	0.99575
ACTRT1	0.6435
C17orf60	0.336666666666667
GRIN2C	0.3213
ARMC8	-0.317416666666667
SLC47A1	-1.5375
DMPK	0.37
DHRS13	1.55733333333333
SMC1A	-0.3405
KRTAP17-1	0.49925
SMYD5	-0.01875
TUSC2	0.615125
CRHR2	0.41
KIR3DL2	0.7225
CCDC104	0.07825
ATP2C1	0.818125
CROT	-0.044
PABPC3	-0.248333333333333
EGR1	2.01433333333333
THSD1	0.5145
KHK	-2.3795
SLC12A2	0.9409375
CD58	0.12775
STOX2	-1.66433333333333
CCDC76	-1.1274
CCDC48	2.35125
DNAH1	0.459333333333333
ZIC4	-0.008875
OR1G1	0.0745
PSMC6	-0.504166666666667
PROKR1	0.738
ABCB1	-0.42675
TRAT1	0.869
LLGL1	0.301
MTF1	0.61175
USP54	-0.03875
PAGE2B	-2.058
ITGB7	-3.5035
CCDC81	-0.6535
LOC149837	0.0965
SCUBE1	-0.276
ZSCAN10	2.033
HUWE1	-0.284571428571429
CDH17	0.016
CD180	1.0495
IL17A	0.298
TMPO	-0.73375
KIAA1524	-0.666833333333333
HDGFRP3	-0.383
OXCT1	-0.574363636363636
RRAS2	0.0153333333333333
LTBP2	1.408125
SV2B	1.07916666666667
CYP2A6	0.379375
PKD1L2	-0.462833333333333
PPM1M	1.09775
FLJ22662	1.73683333333333
ZNF502	-0.28875
GP6	-0.369
CRYBA2	-0.99175
LEF1	-2.0319
CTPS	-0.878142857142857
EYA1	-2.68883333333333
EPS8L1	2.32675
MAPK14	-0.727833333333333
SERPINB2	-4.285375
GTF2F2	0.015
ZNHIT4	0.071
PLA1A	0.387625
C20orf114	2.4685
HPR	-3.84
C18orf2	-2.6845
SATB2	-2.202
KCNJ9	0.069375
MGC157906	1.192
MOCS3	0.076
C17orf71	-0.0171666666666667
PPHLN1	-0.0212
HIST1H2BN	-1.062125
RAPGEF1	0.013
MAP3K8	0.0135
DLG4	0.2135
STC1	-1.49233333333333
CDGAP	1.29225
DDX26B	-1.29925
LOC150223	-1.25475
CPSF3	-0.757833333333333
TMEM14A	0.2115
MYH3	-0.8605
GPKOW	-0.36775
SULT1A1	0.3255
SPON1	3.0465
YY1AP1	0.158833333333333
RAB23	-1.11875
PLA2G4A	-3.81425
MAPRE3	0.13925
ZNF516	0.204142857142857
GGPS1	0.598
EXOC3L2	-0.265125
C19orf42	0.3547
MAP2K2	0.360833333333333
HIST1H2BB	-1.49525
RNF19B	1.1965
C6orf128	0.0213333333333333
TLR8	3.23575
PCDHA9	0.0625
CARS2	0.2345
CLUL1	2.71783333333333
RHAG	-3.68633333333333
UNK	-0.29
EXOC8	0.1771
C9orf95	0.49825
C14orf143	0.406833333333333
MAML3	0.012375
LDHA	-2.019
MRPL20	-0.533
KLHDC6	0.2695
ATP5S	-0.309
C8orf55	0.69725
PHF19	-1.701
KRTAP13-4	0.721
TTC5	-0.37
XKR5	-0.54175
SILV	-4.41583333333333
TEX28	0.239
TCTN1	1.06
CX40.1	0.207
PPP2R5C	-0.195125
C12orf30	-0.8735
CAPG	1.83
MPZL1	1.50845
ARSB	-0.724666666666667
TDH	-1.67475
WASF4	0.418
TSSK3	-0.381
7A5	0.3655
CRISPLD1	-0.09975
MAD1L1	0.125666666666667
SPIN4	-0.657666666666667
AMPD1	-0.0045
DPYSL5	0.2025
INPP1	0.1045
ANKRD11	-1.64222222222222
NPAS4	0.25575
GCET2	1.096
RNASE9	-0.2725
GUCY2D	0.364833333333333
CCDC98	-0.46975
FGF4	0.2615
CPM	-0.0798333333333333
SLC26A4	-1.17583333333333
PLD5	-0.37025
FAM59A	0.4198
FBXO5	-1.60488888888889
SIPA1L1	0.017
DPYS	0.55325
ATG4D	0.24875
TGM3	1.113
MTCH1	-0.366125
HK1	0.425928571428571
CDC26	0.433125
GALNT12	2.043
LOC339229	0.356
MRPL35	-0.26375
ORC4L	-0.38525
TNKS	-0.682214285714286
C2orf24	0.668833333333333
ZNF553	-0.0211666666666666
GGTLA1	2.7882
ZNF497	-0.3335
CDY1B	-0.117
SLC30A4	0.127
TUB	0.14475
ARHGEF18	0.5945
ARRB1	0.93775
KCNK1	1.428
EREG	-3.0036
SCAMP5	0.4165
RUNDC3B	1.96225
ADAMTS20	-0.38
IL17RB	1.305375
FLJ20323	-0.08925
MCAM	0.327
POLR3E	-1.06691666666667
AQR	0.421333333333333
IPMK	0.273
CDCA7	-2.620125
CAMP	4.74325
GRHL3	0.857
ADAMTSL2	1.25833333333333
CLMN	1.53766666666667
SSTR3	0.5985
MAGEA5	-1.789
OVOL2	3.5035
JMJD1B	-0.226
RBL2	-0.4168
PYGO2	1.477
PPP1R10	0.960833333333333
CSE1L	-1.03633333333333
LCA5	0.94925
RDH16	-0.0635
ASRGL1	2.884625
TOM1	1.36816666666667
PTX3	-4.808
TTC15	0.5145
SCGB3A1	5.01866666666667
MRPL50	-0.57175
RCAN3	0.03825
SLC26A11	1.19925
STYX	0.0855
CINP	0.12
MARCH7	0.141
PFKM	-0.8325
SGMS1	1.00266666666667
RIOK3	-0.6665
C1orf110	0.1405
CES7	0.21575
LOC440248	-1.97225
PPP1R12C	0.3645
C10orf27	0.5525
ATG9A	-0.01025
MRPS26	0.430625
TMEM40	1.0805
ELP3	-0.8565
ZNF787	1.2482
HIAT1	-0.21525
C8orf34	1.58616666666667
MGC4655	-0.0277
PELI1	0.813833333333333
PPT1	0.9357
SLC35C2	0.454666666666667
C6orf125	-0.19925
MUC4	-0.554666666666667
RFC4	-1.581
GNB2	0.372333333333333
NUP50	0.173214285714286
SULT4A1	-0.196833333333333
C7	2.1935
CCDC130	-0.0988333333333333
ARRDC4	-0.55475
RQCD1	-0.36725
GLYCTK	-0.12025
AYTL2	0.107454545454545
MTUS1	1.7264
LEMD3	-0.0586666666666667
PLEKHF2	1.7665
HOXA7	-0.644875
GTF3C2	-0.621
DYNLRB2	2.3045
CNOT10	-0.198
MR1	0.404333333333333
FFAR1	0.18575
PRIC285	0.803
SLITRK6	1.91475
LIX1	-2.3599
UBE1L2	-0.2
F8	-0.059375
ACHE	0.435333333333333
KPNA5	0.30525
TNFRSF12A	-0.723666666666667
EGR3	3.6515
SERPIND1	-3.55616666666667
OASL	3.273
IFRD1	-2.26825
WDFY1	-0.316666666666667
ZNF267	0.002625
ACCN5	0.293
ZBTB6	0.62125
PPP1R3A	-0.259
PRRT3	2.567
FBXL19	-0.257
TXNIP	0.378571428571429
ACTN2	-0.9355
ATG9B	0.060625
C9orf117	1.040875
IL27	1.249
RPL36AL	0.113833333333333
KLK15	0.228
CHAD	0.411
RAP2B	0.0755
HEBP2	1.57275
ZNF342	0.9285
CAMK2G	-0.234166666666667
TLR3	2.723
FGF14	-0.037
HMGB2	-0.757125
TRPM5	0.00766666666666665
OR5M11	0.654
KIF3B	0.0173157894736842
PRICKLE2	0.40575
MTMR9	-0.658875
C3orf27	0.338
GLRA3	-1.07483333333333
NSDHL	-0.365166666666667
TMEM32	-0.362
POLR2D	-0.374083333333333
MYADML	0.237
C9orf114	-0.11775
MRGPRX1	-0.0355
TOPORS	0.2145
CLDN19	-0.4945
C1QL4	0.1275
RNF165	-0.358
DHRS9	1.71125
DNAH2	0.0741666666666667
FXR1	-0.7105
ZMYM3	-0.348125
CASP3	0.426166666666667
FAM120C	-0.15475
SCLY	-0.5735
CA7	0.2245
ENTPD5	-0.369
ZNF461	0.050875
PDIA5	0.25325
C1orf19	-0.37
TMEM67	0.629
KCTD20	-0.94875
WDR47	0.5515
FLJ38723	1.633
KLRF1	1.66866666666667
TAS2R16	0.798
CLDN12	-0.397
PRKCE	-0.55475
UBXD4	-0.99425
ITGAM	2.32333333333333
GLT8D3	0.089375
WDR31	0.5371
RGS2	0.75775
OR51L1	0.071
MST1R	1.838
KIAA1737	1.1
OR4A5	0.183
GLIS1	-1.7145
PTMA	0.0617142857142857
NAPA	1.446
PRDM11	0.30075
LIPF	-3.087
DIRAS3	2.627
ASGR2	-3.479125
C1QTNF4	0.3675
PIK3R4	-0.096
ARMC3	3.313
NDUFV3	-0.333333333333333
BTBD3	-0.385833333333333
PPP1R2	-0.0810833333333333
UBE2NL	-0.29525
FOSL2	0.762857142857143
FAM119A	-1.094
TUBA4A	-1.0636
KRTAP12-1	0.091
SFRS2	-0.5955
RHPN1	0.5123
EEF2	0.0303333333333333
ZDHHC11	-0.578666666666667
EPHA3	-1.0812
RBM12	-0.5455
H2AFJ	-0.07
EDIL3	0.9
KIF26A	-1.0175
SERGEF	-0.33
B3GALT4	1.82875
LOC90925	2.07516666666667
OSCAR	0.557875
NPFF	-0.599625
DEDD	0.9765
TMEM155	-0.07325
PTPN1	-0.69125
SCYL2	0.522833333333333
SKAP1	3.02575
LEAP2	-2.67783333333333
GADD45G	1.4553
IFITM3	1.58475
PILRB	-1.40133333333333
SLU7	-0.1120625
DSC3	-0.6925
DNMT3L	-0.8495
PAPD5	-1.212875
B3GNT3	-1.0585
LHCGR	-0.247
MSL-1	1.88725
UBE2S	-1.215
SAP130	-0.635
ANAPC11	0.509
MAGED4B	-2.047
ATP6V1B2	0.0971666666666667
C14orf179	1.143875
CAPZA1	0.452375
CDYL2	0.983
GLRX3	-0.536333333333333
LOC136288	-1.033
MOBKL1A	-0.2815
HTR2B	2.598
CRYGD	0.223166666666667
NUS1	-0.416
PGRMC1	0.128
MYOM2	-0.70725
FLJ39653	-2.57983333333333
CHM	-0.4265
OR5M8	0.188
ZNF619	-0.115
FAM105A	0.51
CCNL1	-1.19425
NAP1L3	-0.551
C10orf57	1.50183333333333
B3GALNT1	1.58133333333333
CSN1S2A	0.239
TCP10L	-0.10925
GDAP2	-0.152375
DMKN	-2.77566666666667
COX6B1	0.12475
DNASE2	0.9385
MSH5	-1.62375
LGMN	0.3805
USP31	-1.1838
OR13C8	0.455
SDCBP	0.2585
NUDT11	-2.595
PYGL	0.0345
SNPH	-0.013
B3GNT4	0.1955
MIZF	-0.3144
NUBPL	-0.24925
NOD1	-0.207833333333333
CDH22	-0.140875
NUBP1	0.389
DSCAM	-3.5025
DGKI	-0.4975
FAM136A	-1.2935
AKAP1	0.452833333333333
SLC16A6	0.135
RIN3	1.1805
PSG2	0.15725
DIP2B	0.0898333333333334
PSORS1C1	0.4176
KIAA0495	-0.6635
FLJ90709	-0.199666666666667
LPA	-0.1755
PIGA	-0.730666666666667
LY75	2.7345
UTS2	-2.6715
RREB1	0.304125
GALNACT-2	0.0518
MGC3196	-0.55025
FLJ31568	0.01775
LPHN1	-0.280125
SP1	0.504375
TOX4	0.388666666666667
HSPA9	-0.3759
APOBEC1	0.26
SLC35E4	-2.17025
LSM5	-0.7665
SURF1	0.4755
ZBTB1	0.0506666666666667
GTF2F1	0.395625
RPS15A	-0.0452857142857143
DUSP21	0.140666666666667
GINS4	-2.0425
MYO15A	0.546333333333333
GIMAP7	4.46775
MGC13379	0.70825
ATP6V1E2	-0.290666666666667
UTP3	0.25975
HNRPA3	-0.472125
MT4	-0.8375
C14orf155	0.01425
U1SNRNPBP	0.61
CKLF	-0.638333333333333
PLEKHN1	-1.21166666666667
MBNL1	-0.511916666666667
NUP160	-1.41175
ACSM2A	-0.5405
LOC129881	0.44625
KIAA1529	-0.886
FLJ22639	-2.40525
HAND1	-0.065
GSX1	0.508
FGA	-3.79325
SERPINB1	-0.00675
ZNF642	0.40125
IGFBP1	-7.322125
SLC1A1	1.571125
DHX57	-0.26225
ZNF766	-0.6005
PTPN21	-0.9859
GDPD3	-2.488
PNPLA5	0.4785
TBR1	0.251166666666667
FAM116A	-0.30975
IQGAP1	1.0595
FOS	0.621875
ZNF226	0.6605
FIGNL1	-0.3305
C14orf1	0.502666666666667
ZMYND17	0.178
PUS7	-0.719666666666667
TUBB6	-0.729
KCNQ2	-1.44025
MARCH6	-0.39175
CCDC33	0.32
PRODH	0.71875
RBM11	1.7565
EPHA6	0.24375
SLC43A1	-1.492
LOC196541	0.081625
NTN1	0.39225
ING4	0.189
PCDHB10	-0.279
DPH2	0.212166666666667
SPACA4	0.19625
FBXL21	-4.141
DIAPH1	-0.333166666666667
ZNF71	0.897
CEP76	-0.66
CORO1A	0.606
RRM2	-1.040875
EDG4	1.166
OS9	0.785333333333333
SLC4A1AP	-0.1285
COG5	-0.88575
COPS8	-0.1465
NGLY1	-0.56275
NCBP2	0.14275
C17orf42	0.462833333333333
GPSM3	1.66025
SIL1	0.993666666666667
ASB6	0.04225
SMAD5OS	-0.499666666666667
UNC93A	-2.315625
A1BG	-0.664833333333333
C21orf62	0.58375
FMO5	0.789583333333333
ATRIP	0.269166666666667
CEBPG	-0.2235
C7orf38	-0.213833333333333
TNFRSF1B	1.348
CLEC1A	1.2175
IQSEC1	0.073625
PATZ1	1.3136
RBM22	0.481375
BAG2	-2.91716666666667
PAQR5	-1.9495
C9orf127	-0.1446
THNSL1	-0.5475
SHROOM3	2.8521
JAM2	0.885
SNRPN	-2.61675
ALX4	0.299
CACNA1S	-0.108
FAM130A1	1.36675
CORIN	0.803
CD300LB	0.776
PLEKHG6	1.109
LRRC40	-0.4495
PCLKC	-0.1985
PCDHB16	-0.972166666666667
WNT2B	-0.271833333333333
ASNS	-1.51711111111111
MRPL49	-0.027
FLJ46111	1.11
ISG20	0.91
SMU1	-0.0965
CASZ1	0.587
POLR1D	-0.0779166666666667
GIN1	0.4045
SNAG1	0.548666666666667
ANKRD29	-1.7965
CDKN2AIP	0.12775
KRR1	-0.2515
CXCL1	-2.679
EPM2A	-0.2343
PC	0.518
DEFB127	0.326
PDZRN4	1.04366666666667
FAH	0.363375
OR51E1	1.624
CDC2L6	-0.480333333333333
DNTTIP1	-0.4585
PAX8	0.13225
TMEM116	-0.4385
C1orf150	-0.405
PRO2012	-0.13525
MRPL40	-0.355166666666667
BEX1	-3.5671
SLC2A4	-1.03883333333333
PKMYT1	-0.239
FEZF2	-0.483
SLC26A9	-0.5745
MAP2	0.000750000000000028
LYL1	-0.37325
SLC25A19	-0.614
NOS3	0.5075
ZNF34	0.698
TMPRSS11F	-0.21575
FAM43A	-0.15575
FCRL4	0.845333333333333
KLF14	0.21875
FLRT2	-0.408333333333333
WRN	-1.97
SDF2	1.8128
KRT8P12	0.76675
C6orf195	0.246
C9orf125	-1.551
DZIP3	-1.082
RIT1	1.10775
SCML1	-3.10366666666667
RHBDF2	0.495
OR2G3	0.2495
REXO1L1	-0.053
MAP3K7IP3	-0.16425
C3orf57	-2.32825
FBXW11	-0.411833333333333
ETAA1	-0.40175
C14orf131	-0.5116
AKT1S1	0.41575
SLC12A5	-0.458
C9orf164	1.2375
NRIP3	-0.63075
NOS1AP	-0.6925
TMEM121	-0.185
SAP30BP	0.3904
DGCR6	0.4815
WDR76	-0.6565
FAM82B	-0.23425
LOC606495	-0.268
MAP9	1.72875
BCDIN3D	0.9275
CXorf36	2.989
DSCR3	-0.3628
ZFAND3	0.703125
C7orf43	0.515166666666667
SPSB3	0.452
C19orf19	0.334
FAM133A	-2.421125
C12orf25	0.19725
SLC39A3	0.35825
DISP2	-0.1725
PI4KAP2	-1.379
MKRN3	-1.99616666666667
ADAMTS13	-0.341375
CBLN3	0.3313
TTYH1	-1.1245
C3orf18	1.1045
FLJ13236	1.188
ZMYND12	3.16275
C18orf25	0.14875
GLB1L3	-0.2485
ATP13A5	0.886
RANBP10	-0.442
CD96	0.0148
DENND1C	0.8085
RBMS3	-0.3929
SLC41A3	0.516666666666667
DGCR6L	0.665
TMEM128	0.437166666666667
CSNK1G3	-0.104642857142857
MOBKL2C	1.081625
TSPAN6	-0.26325
MATN2	-0.7726
MSL2L1	-0.0305
ST6GALNAC2	-0.00716666666666666
FGFBP2	0.07175
FGL1	-4.83483333333333
MPP3	0.560833333333333
ARHGEF6	0.6845
TGFBR2	0.377875
ACMSD	0.16675
IL33	2.3775
C9orf5	-0.311416666666667
DEAF1	0.5217
AMN	0.434
DEFA6	0.1745
RNF212	0.52325
METT5D1	-0.577166666666667
CIB1	0.6844
TSSK1B	-0.43925
KIAA1727	1.7
ZNF680	0.0478333333333334
LOC399900	-1.6975
LOC152217	-0.334
CTNNAL1	-2.9245
CIT	-1.50558333333333
TLE6	0.8215
ZNF607	-0.475
HERC4	-1.31916666666667
DRAP1	-0.537
PEMT	-0.8465
C10orf111	-0.66
ZNF575	1.422125
KCTD7	0.16475
MYO1F	1.060375
LOC285382	-0.21925
RAB11A	1.3848
PLCD3	-0.91525
C15orf28	-0.0335
PTBP2	-0.486
CTB-1048E9.5	0.235375
C19orf60	0.178333333333333
C7orf25	0.228333333333333
SETD7	0.854
HOXB9	-3.928
VANGL1	-0.82125
CHAF1B	-0.7995
NDUFA3	0.36725
KIAA1328	-0.2405
SHARPIN	0.901625
TTC23	0.2875
UGP2	0.735583333333333
ANKIB1	-0.2208
CIRBP	1.19028571428571
SEC14L4	-2.33883333333333
OVCH1	0.173
VPS52	0.3275
FAT	0.907
M6PRBP1	0.18
GPRIN3	0.117
PPM1F	0.265333333333333
TSR1	-1.161
CCDC85A	0.813
PCSK5	0.11375
ZFHX3	-0.711
HEMK1	-0.2127
PGBD2	-0.16
RSRC2	-0.1915
AURKC	-0.9635
SCRIB	-0.11775
ORM2	-2.13216666666667
FAM115A	0.0868
FZD6	-1.602
UNC119	2.05933333333333
GPX3	-0.3773
NOV	-1.101
CABC1	-0.37375
CDC42SE2	0.4870625
EIF2S2	-0.4086
RNF130	1.531125
CKAP5	-0.798833333333333
RP11-413M3.2	1.104625
C10orf18	0.5948
TMEM93	-0.792
DYX1C1	2.6495
KCNMB2	-2.467125
ANK3	0.272833333333333
KRT5	-2.2528
CDH12	-0.910125
QRSL1	-0.214625
JUB	-0.65275
SHC4	-2.535
CCL15	1.13116666666667
CCDC22	0.78875
SNX24	-0.94725
RARS	-0.24675
MORC2	0.319375
FAM48A	0.50275
MT1H	-1.034
PPP1R14C	-2.24766666666667
FOXD1	-2.28921428571429
C1orf213	-2.88325
AMT	-1.9261
DSN1	-1.2435
PTPLAD2	3.001
DIS3L	-0.785
RASL11A	1.19925
GPRC5B	-0.179875
FRMD7	0.167
STRN4	0.1555
KITLG	0.0691818181818182
HDGF	-0.06025
OR1S1	0.552
SETX	-0.1022
DDR2	-0.721125
KCTD12	1.91575
LYZL2	-0.28775
WDR52	-0.7805
TMEM2	0.12425
ZNF579	1.708
LOC200810	-0.0775
TNFSF9	-0.802125
PPFIA4	-3.07575
CNIH3	-0.685333333333333
MAP4K4	-1.027
ROD1	0.465357142857143
ALS2CR12	-0.607
DOCK3	-1.90933333333333
PAQR9	-4.1775
ASB17	0.322
STX16	-1.641625
FEZ2	0.521666666666667
DLAT	-0.237
KIF21B	-0.3315
CDC5L	-0.6135
TMEM119	1.11316666666667
CRIP3	-1.26
TPSD1	-0.00900000000000002
TEPP	0.12275
GNGT2	1.961
C21orf121	0.115
WNK1	0.0413333333333333
FLJ10490	0.9401
OR51B5	-0.978
LOC203547	-0.50825
HAS1	-0.1905
PPA1	0.508
ST7	0.0665
C11orf46	0.7112
POPDC3	-2.88083333333333
ACOX2	3.0105
ATCAY	-0.328083333333333
TM4SF19	-1.51675
MFSD9	-0.0515
PDHB	-0.0945
ERN1	-0.01275
LCE3C	0.4655
GPR111	0.489
NOTCH3	1.93616666666667
ADAMTS5	1.5895
B3GALT1	-0.627
UGCGL1	-0.02
FAM58A	-0.0275
FBXO32	2.8705
CLPP	-0.47375
NXPH1	1.02175
MTMR3	0.7985
ATP1B3	-1.446375
TMEM16A	4.279125
HIST1H3F	-0.555166666666667
TRIM25	0.187
SDCBP2	-0.211
CRKL	-0.313625
HOXB2	1.83766666666667
ANP32B	-0.52325
GATM	2.692
AP4E1	-0.347875
EDG5	0.4395
CDKN3	-0.974666666666667
CDH4	-2.06125
PGD	-0.181333333333333
RND1	1.81
GAD1	-3.2662
MPG	0.280125
LOC440350	-1.0515
ZNF133	-0.45675
SERPINB12	-0.663
AMELY	-0.0448333333333333
DHX36	-0.4205
TNFAIP8L2	3.16266666666667
PHTF2	-0.553055555555556
CCDC112	-0.304
IQCC	0.866
HEYL	3.53016666666667
FTSJ2	-0.543
APPL1	-0.018625
RAB43	1.08221428571429
OR10G2	0.471
WAC	0.5445
ADCY9	-0.0325
RUNDC2B	-0.309833333333333
PYCRL	1.5431
AGPAT7	-0.303833333333333
SLC22A9	-0.755166666666667
CDKAL1	-0.09
PDYN	-0.1775
C20orf74	-0.9825
MTMR11	0.6615
VAV3	3.07058333333333
DAPL1	-0.2555
STXBP3	0.18975
EIF3G	-0.09775
ARHGAP22	0.00650000000000001
NPFFR1	0.3655
NPC1	-0.768666666666667
ALDH9A1	1.1745
ZNF600	0.089125
ZNF678	-0.102166666666667
RASSF1	0.0490833333333333
ADD2	-2.2975
PITPNB	0.351125
PKD2L2	0.15625
LRP11	-0.024
CDKL1	-0.47225
SMEK2	0.5435
PRODH2	-2.337
C11orf54	-0.496666666666667
SFRS11	-1.02116666666667
IL7	1.08566666666667
ALS2CR16	0.07475
BTG3	-0.394333333333333
PAK2	-0.556944444444444
RP11-679B17.1	-1.161
GATA4	-1.9675
ATP2B1	-0.9
LOC130940	1.212
C1orf172	1.837
ATF7IP2	-0.92125
SLC25A43	-0.7175
CENTG3	0.139666666666667
IGF2BP1	-3.6099
FCHSD1	0.558
CAMK2N2	1.79866666666667
ELAVL3	0.2705
NBPF15	-0.417833333333333
UBE2J2	0.186833333333333
GNL2	0.0895
PRR3	-0.0112
NLF2	1.8575
OR4F6	0.109
KLHL24	-0.0346666666666666
CCDC88A	-1.8825
SGPP1	0.763333333333333
C10orf11	0.538666666666667
SLC35B4	-1.00983333333333
UGT3A2	-0.848
ARNT2	0.958
CBR1	-0.53775
ITPR3	-1.09716666666667
TRAPPC6B	-0.366
AMZ1	-0.049
ARP11	2.0845
WDSUB1	0.412
APBA1	0.460666666666667
RAB2A	0.7254
C6orf162	-0.36825
HPSE2	0.7365
PLCE1	-0.95475
INSL3	0.814
DLG1	-0.3971
PTPLA	-0.92525
PIGX	-0.41275
TFIP11	0.565
FIBIN	2.7915
POLR2G	-0.65375
GRAP2	-0.5601
DNAJB8	0.23275
CNBP	-0.101166666666667
WASF1	-2.3705
INPP5E	-1.0124
HSPB1	-0.6355625
TMEM167	-0.0167
CUBN	-0.169
IGF1	2.946625
ITPK1	0.1735
NAALAD2	-1.35425
G3BP1	0.0256
NT5DC1	-0.2115
CYP39A1	1.6455
TMEM139	-1.11308333333333
POLK	-0.6723
GLULD1	-1.7
RBM15	-0.7945
AMZ2	0.15825
GDF15	-2.8255
MESDC2	0.02025
INCA	1.86883333333333
ACY1L2	-3.6875
GZMM	0.6115
PAIP1	-0.015
CACNA2D1	-0.0845
STK32C	1.11416666666667
SH3BP4	1.07333333333333
DEC1	0.4805
PADI1	0.00800000000000001
UBB	0.1056
PON3	2.08166666666667
PROP1	0.581
ANKRD13B	0.5755
ADCK1	-0.2075
TCF25	-0.198333333333333
SLC38A5	-2.216
CXorf26	0.487833333333333
C19orf39	0.4625
PPP1R13B	0.0805
ARL2	-0.8405
TCL6	0.207666666666667
TOP3A	-0.1635
SLC16A14	0.305625
FXYD6	1.37116666666667
HIST1H4E	-0.43125
BBC3	1.16457894736842
UNC5A	0.898166666666667
FAM86C	-0.5869
PI4KB	1.066125
B3GAT1	-2.4455
SUSD2	2.7475
OAZ2	0.439166666666667
NOC4L	0.32525
C10orf12	-0.05975
FADS1	-3.04133333333333
LOC144097	-0.504
DKK2	0.374166666666667
KIAA1949	0.06175
RHOT1	-0.0195
OXT	0.712166666666667
GPR153	1.85775
ARL4A	-1.20383333333333
SAAL1	-0.6615
CCDC64	0.5075
USE1	-0.480166666666667
HNMT	1.15016666666667
PCGF3	-0.0913125
CYP2C19	0.38025
C20orf4	-0.1325
CCDC11	1.21275
ACSBG2	0.1795
RWDD2A	1.0145
PALLD	1.503125
CPLX4	-0.4545
LOC492311	0.2035
KPNA2	-0.651666666666667
MACROD1	0.2963
TMCO3	0.328
C15orf52	1.5515
BIRC5	-0.6232
PRR16	-0.312666666666667
FAM63B	-0.972625
