Hybridization REF	TCGA-BH-A18F-01A-11R-A12D-07
GFRA4	0.180833333333333
AKR1B10	-3.1945
TIGD6	1.0755
RGS16	2.209875
URB1	-0.4925
OR4C46	-0.232
TOP3B	-1.001
NFATC4	1.1115
CA14	-1.6495
BMPR1A	0.480166666666667
SNRP70	-0.403875
PRL	0.0341666666666667
C6orf130	-0.221
STAG2	-0.305
CD55	-0.932571428571428
RPS23	0.803666666666667
SSX2	-1.87883333333333
FDPSL2A	0.2755
FBXO27	-0.05575
SYNGR3	-0.27
TMSL3	1.90025
EML1	-0.9935
NUP93	-0.5635
SMAD3	-0.6485
KIAA1189	0.359666666666667
HNRPUL2	0.246666666666667
TBC1D12	0.934166666666667
C16orf24	1.54925
MRVI1	1.74966666666667
ZNF581	-0.867666666666667
ELOVL3	0.4195
OR51Q1	0.22425
CACNB3	1.34616666666667
GALNT13	-0.144375
C10orf84	1.2856875
NEDD4	-0.6513
SPO11	-0.1205
OR5AU1	-0.0015
NEK4	0.0667142857142857
PRKAR2A	-0.943333333333333
IHPK1	-0.136333333333333
ATP6V0B	0.123625
CACNA1E	0.967
CEACAM8	-0.0108333333333333
PEX14	0.1425
FLJ12993	2.528
ZBTB38	-0.408416666666667
PCTK2	0.582
LRRC16	1.1209
FBLIM1	1.05708333333333
FYCO1	1.216
RP5-1022P6.2	-0.2215
CMTM1	0.0513333333333333
PLTP	-0.1065
RAPH1	0.352125
DOCK8	2.271
EZH2	-1.33346666666667
SLC25A1	-0.697333333333333
PLEKHB1	-0.538
GRB7	0.2596
ZFP37	0.9935
MRPL33	-0.31675
PELO	-0.3725
ARMC1	-0.427363636363636
C9orf27	0.10825
FLJ25778	-0.155
C9orf37	-0.491833333333333
TMEM66	0.744
SPRN	0.21025
HBEGF	0.749875
PI4KA	-0.9055
LEPRE1	-0.3495
POU2AF1	-0.77475
MRPL12	-1.81916666666667
REP15	0.161
ZC3H3	-0.192
RASAL1	-0.7745
DDAH1	1.667
ACBD5	0.864375
TMC2	0.258
CCDC137	-1.36675
SAMD13	-0.592666666666667
UGT2B15	-0.1035
TIPARP	0.632
DNASE1L3	2.6555
TRIM72	0.254666666666667
DBX2	1.39575
IPO8	-0.24175
C21orf88	0.5881
MAP3K14	0.51075
LOC51233	0.537666666666667
GGTLA4	-0.35225
PDE6D	0.02225
ZNF117	-0.01975
CLK2	-0.606125
NKRF	-1.03975
TNFSF15	2.4516
DUSP2	0.61025
SECISBP2	0.3937
GABRR2	-0.267
PPAP2C	1.31675
LOC51145	-0.0373333333333333
PAG1	0.14125
PIK3C3	0.19425
GNG10	0.244
APOL4	0.559333333333333
ANKRD28	-1.0145
STMN3	-1.1513
RAB14	1.3697
CDK2AP2	-0.1565
HDDC3	-0.40175
COMMD7	0.742875
CXXC1	-0.563
HMCN1	0.222333333333333
CD40	0.784
DYNC1LI2	0.335
GDI1	-0.3115
LOC646938	-0.17175
VSNL1	-1.4425
PIH1D1	-0.404333333333333
RAET1G	-1.134
KRTAP5-9	-0.3345
EFTUD2	-1.13375
ZNF311	0.06
ATP6V1G3	0.13025
OR2W3	0.441
SCN4A	0.82775
MED10	-0.7395
FAM135A	-0.7835
ARHGAP4	-0.9055
EHMT2	-0.7975
UFD1L	-0.80225
ERMP1	1.847
MAG1	-1.0445
THAP8	0.320833333333333
HACE1	-0.455666666666667
FAM82C	0.044
C3orf20	-0.268
UNC84A	-0.501333333333333
SCD5	0.164714285714286
LASS6	1.915125
LSG1	-0.299416666666667
MAL	-3.55425
GPR22	-1.0305
WDR5B	0.123
ACTRT1	0.251
C17orf60	0.167833333333333
GRIN2C	-0.1515
ARMC8	-0.41575
SLC47A1	-2.03583333333333
DMPK	-0.1345
DHRS13	-1.03166666666667
SMC1A	-0.503333333333333
KRTAP17-1	1.086
SMYD5	-0.719
TUSC2	0.39725
CRHR2	0.1335
KIR3DL2	0.0925
CCDC104	-0.02325
ATP2C1	0.552
CROT	0.83975
PABPC3	-0.523333333333333
EGR1	2.5845
THSD1	1.29775
KHK	-1.29725
SLC12A2	2.2175625
CD58	-0.272
STOX2	-0.421833333333333
CCDC76	-0.4511
CCDC48	4.6795
DNAH1	-0.0435
ZIC4	-0.2135
OR1G1	-0.605
PSMC6	-0.426833333333333
PROKR1	0.259
ABCB1	0.135375
TRAT1	0.50325
LLGL1	0.1035
MTF1	1.19625
USP54	1.043
PAGE2B	-1.6195
ITGB7	-3.37575
CCDC81	-0.2725
LOC149837	0.54025
SCUBE1	0.243
ZSCAN10	0.416
HUWE1	-0.270357142857143
CDH17	0.6885
CD180	0.24625
IL17A	-0.05625
TMPO	-0.48975
KIAA1524	-0.46
HDGFRP3	0.035
OXCT1	-0.565
RRAS2	-1.06816666666667
LTBP2	2.503625
SV2B	2.49283333333333
CYP2A6	0.841
PKD1L2	-0.533333333333333
PPM1M	0.4625
FLJ22662	1.77816666666667
ZNF502	2.48975
GP6	-1.1145
CRYBA2	-0.64075
LEF1	-2.0715
CTPS	-1.37771428571429
EYA1	-2.64
EPS8L1	1.66725
MAPK14	-0.190583333333333
SERPINB2	-4.644625
GTF2F2	0.0463333333333333
ZNHIT4	-0.641
PLA1A	1.603625
C20orf114	2.44375
HPR	-3.9205
C18orf2	-2.62083333333333
SATB2	-1.922
KCNJ9	-0.3775
MGC157906	0.524
MOCS3	-0.056
C17orf71	-0.7075
PPHLN1	0.0793
HIST1H2BN	0.566625
RAPGEF1	-0.076625
MAP3K8	0.864
DLG4	0.299166666666667
STC1	-0.5805
CDGAP	1.124
DDX26B	-0.932
LOC150223	-1.98225
CPSF3	-0.3885
TMEM14A	0.26225
MYH3	-1.53275
GPKOW	0.94975
SULT1A1	0.406666666666667
SPON1	4.3953
YY1AP1	1.35833333333333
RAB23	-0.0775
PLA2G4A	-2.37975
MAPRE3	-0.40275
ZNF516	0.826428571428571
GGPS1	1.61925
EXOC3L2	-0.370625
C19orf42	0.7174
MAP2K2	-0.764666666666667
HIST1H2BB	1.45475
RNF19B	0.233166666666667
C6orf128	0.153666666666667
TLR8	2.85625
PCDHA9	0.48
CARS2	0.434625
CLUL1	2.7455
RHAG	-3.7715
UNK	-0.315
EXOC8	1.199
C9orf95	1.25475
C14orf143	0.528833333333333
MAML3	-0.041125
LDHA	-1.96975
MRPL20	0.205
KLHDC6	0.497833333333333
ATP5S	0.1045
C8orf55	0.157
PHF19	-1.087625
KRTAP13-4	0.408
TTC5	-0.1845
XKR5	-0.48625
SILV	-4.02633333333333
TEX28	0.0355
TCTN1	0.73975
CX40.1	0.00425
PPP2R5C	0.00537500000000002
C12orf30	-1.03233333333333
CAPG	2.56875
MPZL1	1.44405
ARSB	-0.841833333333333
TDH	-1.4375
WASF4	0.70975
TSSK3	-0.8535
7A5	1.8205
CRISPLD1	0.99125
MAD1L1	-0.926333333333333
SPIN4	-0.208166666666667
AMPD1	1.4675
DPYSL5	-0.1595
INPP1	0.450333333333333
ANKRD11	-1.23911111111111
NPAS4	-0.037
GCET2	0.7431
RNASE9	0.4685
GUCY2D	0.1345
CCDC98	0.4635
FGF4	-0.183125
CPM	0.0876666666666667
SLC26A4	-1.28683333333333
PLD5	0.301
FAM59A	0.4804
FBXO5	-1.52811111111111
SIPA1L1	-0.199625
DPYS	0.4855
ATG4D	-0.2465
TGM3	0.7555
MTCH1	-0.182
HK1	0.355428571428571
CDC26	0.435375
GALNT12	-2.55866666666667
LOC339229	-0.54375
MRPL35	0.188
ORC4L	0.185
TNKS	-0.469142857142857
C2orf24	0.0845
ZNF553	0.793166666666667
GGTLA1	2.5905
ZNF497	-0.466
CDY1B	-0.09125
SLC30A4	0.036875
TUB	-0.2685
ARHGEF18	0.49775
ARRB1	1.0345
KCNK1	2.15775
EREG	-2.9551
SCAMP5	-0.23975
RUNDC3B	1.81475
ADAMTS20	-0.019
IL17RB	-0.4265
FLJ20323	-0.6565
MCAM	0.411125
POLR3E	-1.32083333333333
AQR	-0.055
IPMK	0.2685
CDCA7	-2.59275
CAMP	3.09125
GRHL3	2.64375
ADAMTSL2	0.995666666666667
CLMN	1.81333333333333
SSTR3	0.3515
MAGEA5	-2.31633333333333
OVOL2	3.45175
JMJD1B	0.0755
RBL2	-0.1113
PYGO2	0.60775
PPP1R10	0.065
CSE1L	-0.657
LCA5	1.6155
RDH16	0.297
ASRGL1	0.41625
TOM1	0.166166666666667
PTX3	-4.09025
TTC15	0.17225
SCGB3A1	2.306
MRPL50	0.052
RCAN3	0.957875
SLC26A11	0.27575
STYX	-0.242166666666667
CINP	-0.3035
MARCH7	0.33875
PFKM	-0.155
SGMS1	0.245333333333333
RIOK3	-0.0134
C1orf110	-0.3095
CES7	-0.0965
LOC440248	-2.34225
PPP1R12C	-0.48275
C10orf27	0.162
ATG9A	-0.89425
MRPS26	0.518
TMEM40	-0.1175
ELP3	-0.242
ZNF787	-0.0217
HIAT1	0.725125
C8orf34	1.73783333333333
MGC4655	-0.1476
PELI1	0.503333333333333
PPT1	0.6333
SLC35C2	-0.187666666666667
C6orf125	-0.85975
MUC4	-1.17416666666667
RFC4	-1.57471428571429
GNB2	0.283666666666667
NUP50	-0.575
SULT4A1	-1.1985
C7	4.209
CCDC130	-0.465
ARRDC4	-0.31225
RQCD1	-0.07375
GLYCTK	-0.72725
AYTL2	-0.705090909090909
MTUS1	0.6852
LEMD3	0.195833333333333
PLEKHF2	1.359
HOXA7	0.55275
GTF3C2	-1.244
DYNLRB2	1.399
CNOT10	-0.30275
MR1	1.30966666666667
FFAR1	0.05325
PRIC285	0.06
SLITRK6	2.52475
LIX1	-1.69
UBE1L2	-0.917583333333333
F8	1.20375
ACHE	0.0123333333333334
KPNA5	0.0215
TNFRSF12A	0.665666666666667
EGR3	2.6505
SERPIND1	-3.514
OASL	1.8945
IFRD1	-1.80625
WDFY1	0.00566666666666668
ZNF267	0.672625
ACCN5	0.2375
ZBTB6	1.006
PPP1R3A	0.098
PRRT3	1.90125
FBXL19	-0.288
TXNIP	1.76157142857143
ACTN2	0.585
ATG9B	-0.504875
C9orf117	1.340125
IL27	0.1125
RPL36AL	-0.372666666666667
KLK15	-0.39575
CHAD	1.6775
RAP2B	0.1161
HEBP2	1.34625
ZNF342	0.2205
CAMK2G	-0.5785
TLR3	1.65975
FGF14	0.30375
HMGB2	0.060125
TRPM5	-0.339166666666667
OR5M11	0.048
KIF3B	0.359315789473684
PRICKLE2	1.812
MTMR9	-0.109
C3orf27	0.06325
GLRA3	-1.71083333333333
NSDHL	-0.271166666666667
TMEM32	-0.45975
POLR2D	-1.02058333333333
MYADML	0.262
C9orf114	0.121
MRGPRX1	0.489
TOPORS	1.11825
CLDN19	-0.08475
C1QL4	0.0935
RNF165	1.2675
DHRS9	0.8835
DNAH2	-0.1375
FXR1	-0.830333333333333
ZMYM3	-0.751875
CASP3	0.449833333333333
FAM120C	-0.627
SCLY	-0.79175
CA7	-0.027
ENTPD5	0.064
ZNF461	0.03725
PDIA5	-0.571
C1orf19	1.14066666666667
TMEM67	-0.3605
KCTD20	-0.58325
WDR47	0.9765
FLJ38723	0.4215
KLRF1	0.305333333333333
TAS2R16	0.038
CLDN12	0.57625
PRKCE	0.12475
UBXD4	-0.31225
ITGAM	2.46466666666667
GLT8D3	-0.03975
WDR31	0.9574
RGS2	1.4935
OR51L1	0.189
MST1R	0.8855
KIAA1737	0.67475
OR4A5	0.383
GLIS1	-0.988166666666667
PTMA	0.754214285714286
NAPA	0.68025
PRDM11	-0.012
LIPF	0.4175
DIRAS3	0.71175
ASGR2	-3.6975
C1QTNF4	1.0195
PIK3R4	0.103166666666667
ARMC3	3.10575
NDUFV3	-0.332416666666667
BTBD3	-0.341166666666667
PPP1R2	0.3565
UBE2NL	0.63
FOSL2	0.503714285714286
FAM119A	-1.14566666666667
TUBA4A	0.0382
KRTAP12-1	0.1385
SFRS2	-0.8325
RHPN1	0.0378
EEF2	-0.581833333333333
ZDHHC11	-1.06316666666667
EPHA3	-1.3609
RBM12	-0.179
H2AFJ	0.578083333333333
EDIL3	1.86
KIF26A	-0.76875
SERGEF	0.516
B3GALT4	1.4095
LOC90925	1.10133333333333
OSCAR	-0.177375
NPFF	-0.70225
DEDD	0.482125
TMEM155	-0.50225
PTPN1	-0.383
SCYL2	0.686333333333333
SKAP1	2.35075
LEAP2	-2.17583333333333
GADD45G	2.7916
IFITM3	0.671625
PILRB	-1.3185
SLU7	0.2566875
DSC3	1.1735
DNMT3L	-1.384
PAPD5	-0.640375
B3GNT3	-0.358166666666667
LHCGR	-0.0115
MSL-1	-0.3235
UBE2S	-1.664125
SAP130	-0.109
ANAPC11	-0.25525
MAGED4B	-1.8355
ATP6V1B2	-0.235333333333333
C14orf179	0.96725
CAPZA1	0.13525
CDYL2	-0.211666666666667
GLRX3	-0.578833333333333
LOC136288	-0.81725
MOBKL1A	-0.93275
HTR2B	3.411
CRYGD	-0.0146666666666667
NUS1	-0.634166666666667
PGRMC1	0.794
MYOM2	1.154
FLJ39653	-1.64833333333333
CHM	0.5583
OR5M8	-0.123
ZNF619	0.4125
FAM105A	1.35275
CCNL1	-0.954125
NAP1L3	0.1275
C10orf57	2.119
B3GALNT1	0.483833333333333
CSN1S2A	-0.294
TCP10L	1.08325
GDAP2	0.13725
DMKN	0.164
COX6B1	-0.0925
DNASE2	0.414166666666667
MSH5	-1.6885
LGMN	0.108375
USP31	0.3413
OR13C8	0.5665
SDCBP	0.4856
NUDT11	-1.98666666666667
PYGL	-0.152666666666667
SNPH	-0.5515
B3GNT4	-1.1785
MIZF	-0.1015
NUBPL	0.089125
NOD1	-0.0556666666666667
CDH22	0.537375
NUBP1	0.607
DSCAM	-3.298
DGKI	1.0765
FAM136A	-0.728
AKAP1	-0.485333333333333
SLC16A6	-1.84125
RIN3	0.04775
PSG2	0.04875
DIP2B	0.381666666666667
PSORS1C1	-0.2664
KIAA0495	-0.047
FLJ90709	-0.516833333333333
LPA	-0.347166666666667
PIGA	0.0055
LY75	2.80266666666667
UTS2	-5.30833333333333
RREB1	-0.093
GALNACT-2	0.6562
MGC3196	-0.37425
FLJ31568	-0.07275
LPHN1	0.0305
SP1	1.161625
TOX4	0.155166666666667
HSPA9	0.0259
APOBEC1	0.19
SLC35E4	-1.48325
LSM5	-0.70075
SURF1	0.49625
ZBTB1	0.431416666666667
GTF2F1	-0.143
RPS15A	0.331928571428572
DUSP21	-0.875333333333333
GINS4	-2.93183333333333
MYO15A	0.0846666666666667
GIMAP7	4.07275
MGC13379	0.8845
ATP6V1E2	-0.806166666666667
UTP3	-0.0315
HNRPA3	-0.156125
MT4	0.193
C14orf155	0.259
U1SNRNPBP	0.611
CKLF	-0.514333333333333
PLEKHN1	0.0141666666666667
MBNL1	0.1
NUP160	-0.88675
ACSM2A	-1.3315
LOC129881	1.21125
KIAA1529	0.16375
FLJ22639	-1.9775
HAND1	-1.053
GSX1	0.286
FGA	-3.7285625
SERPINB1	-0.062
ZNF642	0.3845
IGFBP1	-7.16675
SLC1A1	-0.11525
DHX57	-0.48825
ZNF766	0.679
PTPN21	-0.0776
GDPD3	-0.468
PNPLA5	-0.09
TBR1	0.266
FAM116A	-0.0295
IQGAP1	0.71125
FOS	2.39125
ZNF226	-0.255
FIGNL1	-0.338666666666667
C14orf1	-0.026
ZMYND17	-0.5955
PUS7	-1.31366666666667
TUBB6	-0.38525
KCNQ2	-1.35475
MARCH6	-0.5195
CCDC33	0.0235
PRODH	1.23275
RBM11	1.3155
EPHA6	-0.17425
SLC43A1	-0.62025
LOC196541	0.52225
NTN1	0.704333333333333
ING4	0.6025
PCDHB10	1.28025
DPH2	-0.843166666666667
SPACA4	0.1375
FBXL21	-4.187
DIAPH1	-0.655666666666667
ZNF71	0.5345
CEP76	-0.405
CORO1A	-0.04525
RRM2	-1.852375
EDG4	0.31825
OS9	0.100166666666667
SLC4A1AP	-0.1345
COG5	-0.2135
COPS8	0.4915
NGLY1	-1.00725
NCBP2	-0.32425
C17orf42	-0.641666666666667
GPSM3	0.727375
SIL1	0.8085
ASB6	0.0065
SMAD5OS	0.0975
UNC93A	-2.8705
A1BG	-0.3305
C21orf62	0.338
FMO5	-0.631666666666667
ATRIP	0.330166666666667
CEBPG	0.108666666666667
C7orf38	-0.479333333333333
TNFRSF1B	1.05333333333333
CLEC1A	1.9315
IQSEC1	0.129
PATZ1	0.7116
RBM22	0.776875
BAG2	-2.3005
PAQR5	-2.60183333333333
C9orf127	1.5049
THNSL1	-0.3395
SHROOM3	2.0576
JAM2	2.13325
SNRPN	-3.46725
ALX4	0.1205
CACNA1S	0.0535
FAM130A1	0.78175
CORIN	2.1675
CD300LB	0.533
PLEKHG6	0.7665
LRRC40	-0.30875
PCLKC	-0.91475
PCDHB16	1.70366666666667
WNT2B	0.452333333333333
ASNS	-2.462
MRPL49	0.11225
FLJ46111	-0.0875
ISG20	0.15425
SMU1	0.528833333333333
CASZ1	0.0925
POLR1D	-0.462583333333333
GIN1	0.447
SNAG1	-0.1085
ANKRD29	-0.27025
CDKN2AIP	0.06125
KRR1	0.283
CXCL1	-1.98833333333333
EPM2A	-0.1759
PC	0.373
DEFB127	-0.8305
PDZRN4	1.13183333333333
FAH	0.84575
OR51E1	1.929
CDC2L6	-0.360833333333333
DNTTIP1	-0.47475
PAX8	0.90375
TMEM116	1.342
C1orf150	0.0315
PRO2012	0.1025
MRPL40	-1.16716666666667
BEX1	-2.6825
SLC2A4	0.815833333333333
PKMYT1	-0.36075
FEZF2	0.0851666666666667
SLC26A9	-1.0585
MAP2	0.52575
LYL1	-1.01875
SLC25A19	-1.22266666666667
NOS3	-0.029
ZNF34	0.364833333333333
TMPRSS11F	-1.0465
FAM43A	0.00525
FCRL4	0.143
KLF14	0.03475
FLRT2	0.378
WRN	-1.322
SDF2	0.2636
KRT8P12	-0.31675
C6orf195	0.2865
C9orf125	-0.931333333333333
DZIP3	0.059125
RIT1	0.931166666666667
SCML1	-0.425333333333333
RHBDF2	-0.479875
OR2G3	-0.3175
REXO1L1	-0.353
MAP3K7IP3	0.051875
C3orf57	-5.35775
FBXW11	-0.573833333333333
ETAA1	-0.31625
C14orf131	-0.3677
AKT1S1	-0.48125
SLC12A5	-1.092
C9orf164	0.48825
NRIP3	-0.334
NOS1AP	-0.45075
TMEM121	1.83425
SAP30BP	-0.4028
DGCR6	0.07275
WDR76	-1.14725
FAM82B	-0.198083333333333
LOC606495	-0.6075
MAP9	2.01916666666667
BCDIN3D	0.6865
CXorf36	3.23983333333333
DSCR3	-0.0958
ZFAND3	0.36475
C7orf43	0.0903333333333333
SPSB3	0.7202
C19orf19	0.21275
FAM133A	-2.72625
C12orf25	0.1635
SLC39A3	-0.66
DISP2	0.35675
PI4KAP2	-2.401
MKRN3	-2.38883333333333
ADAMTS13	-0.013375
CBLN3	0.3467
TTYH1	-0.3915
C3orf18	0.61975
FLJ13236	1.1715
ZMYND12	3.03325
C18orf25	0.342625
GLB1L3	-1.215
ATP13A5	0.4565
RANBP10	-0.36825
CD96	0.1151
DENND1C	0.5635
RBMS3	1.4817
SLC41A3	0.0513333333333333
DGCR6L	0.19075
TMEM128	0.623333333333333
CSNK1G3	0.0475
MOBKL2C	1.025875
TSPAN6	-0.078875
MATN2	0.2826
MSL2L1	-0.555166666666667
ST6GALNAC2	0.244666666666667
FGFBP2	2.461875
FGL1	-5.69216666666667
MPP3	0.4935
ARHGEF6	0.9625
TGFBR2	0.839375
ACMSD	-0.84875
IL33	4.4315
C9orf5	0.784416666666667
DEAF1	0.039
AMN	-0.3385
DEFA6	-0.025625
RNF212	-1.281
METT5D1	0.519666666666667
CIB1	0.2528
TSSK1B	0.09425
KIAA1727	1.76575
ZNF680	0.460083333333333
LOC399900	-1.4175
LOC152217	-0.149916666666667
CTNNAL1	-0.8595
CIT	-0.9165
TLE6	1.38725
ZNF607	-1.07875
HERC4	-1.10816666666667
DRAP1	-0.2564
PEMT	0.4175
C10orf111	-0.402
ZNF575	0.835
KCTD7	-0.028
MYO1F	0.36325
LOC285382	0.21425
RAB11A	0.5218
PLCD3	-0.8155
C15orf28	-0.04975
PTBP2	-1.02275
CTB-1048E9.5	-0.625875
C19orf60	-0.401833333333333
C7orf25	0.484666666666667
SETD7	1.115875
HOXB9	-3.9815
VANGL1	0.3549375
CHAF1B	-0.836
NDUFA3	0.51775
KIAA1328	0.294833333333333
SHARPIN	0.177625
TTC23	-0.153
UGP2	1.02166666666667
ANKIB1	-0.4236
CIRBP	1.08814285714286
SEC14L4	-2.648
OVCH1	0.641833333333333
VPS52	-0.42475
FAT	-0.40175
M6PRBP1	-0.47125
GPRIN3	0.3685
PPM1F	-0.796333333333333
TSR1	-0.9535
CCDC85A	2.5965
PCSK5	2.4285
ZFHX3	0.3435
HEMK1	-0.5176
PGBD2	1.39125
RSRC2	0.27
AURKC	-1.611
SCRIB	0.00212499999999999
ORM2	-4.00966666666667
FAM115A	-0.4178
FZD6	-0.4895
UNC119	-0.541
GPX3	1.2809
NOV	0.202875
CABC1	-0.17075
CDC42SE2	0.749875
EIF2S2	-0.3297
RNF130	0.736
CKAP5	-0.781166666666667
RP11-413M3.2	0.641375
C10orf18	0.8245
TMEM93	-0.677
DYX1C1	1.728
KCNMB2	-1.292125
ANK3	2.00491666666667
KRT5	0.0213
CDH12	-1.420875
QRSL1	-0.4215
JUB	-1.13275
SHC4	-1.92425
CCL15	1.62366666666667
CCDC22	0.66075
SNX24	0.88925
RARS	-0.2515
MORC2	-0.097625
FAM48A	0.0775
MT1H	-0.1405
PPP1R14C	-1.6515
FOXD1	-2.4335
C1orf213	-0.6835
AMT	-1.7729
DSN1	-0.95575
PTPLAD2	3.0495
DIS3L	-0.75225
RASL11A	1.80925
GPRC5B	-0.00199999999999998
FRMD7	0.1705
STRN4	-0.2725
KITLG	2.70959090909091
HDGF	-0.44625
OR1S1	0.581
SETX	0.4754
DDR2	1.22725
KCTD12	2.3445
LYZL2	-0.6415
WDR52	-0.883
TMEM2	0.294625
ZNF579	0.141
LOC200810	0.29725
TNFSF9	-1.595375
PPFIA4	-3.65775
CNIH3	0.5155
MAP4K4	-1.1375
ROD1	0.5895
ALS2CR12	0.133833333333333
DOCK3	-1.369
PAQR9	-4.22425
ASB17	-0.319333333333333
STX16	-1.070625
FEZ2	0.685
DLAT	-0.168666666666667
KIF21B	-1.09733333333333
CDC5L	-0.21375
TMEM119	1.9715
CRIP3	-1.89175
TPSD1	0.0223333333333333
TEPP	-0.21075
GNGT2	1.09925
C21orf121	0.8855
WNK1	-0.47625
FLJ10490	0.2372
OR51B5	-1.8635
LOC203547	-0.443625
HAS1	0.879
PPA1	0.253833333333333
ST7	-0.490375
C11orf46	1.0318
POPDC3	-2.6605
ACOX2	1.89983333333333
ATCAY	-0.584
TM4SF19	0.46625
MFSD9	0.0913333333333333
PDHB	0.085
ERN1	-0.2195
LCE3C	-0.1275
GPR111	0.4325
NOTCH3	1.55416666666667
ADAMTS5	3.55875
B3GALT1	-0.758
UGCGL1	-0.202666666666667
FAM58A	0.640333333333333
FBXO32	1.63225
CLPP	-0.2885
NXPH1	-0.21875
MTMR3	0.421666666666667
ATP1B3	-1.15675
TMEM16A	4.122125
HIST1H3F	1.6635
TRIM25	-0.367666666666667
SDCBP2	1.728
CRKL	-0.608875
HOXB2	1.40183333333333
ANP32B	0.053
GATM	2.842
AP4E1	-0.3145
EDG5	0.2855
CDKN3	-1.26383333333333
CDH4	-2.38475
PGD	-0.714666666666667
RND1	1.4215
GAD1	-2.7556
MPG	0.23975
LOC440350	-0.7335
ZNF133	-0.206
SERPINB12	0.593
AMELY	0.0425
DHX36	-0.9855
TNFAIP8L2	3.02733333333333
PHTF2	-0.184333333333333
CCDC112	-0.385666666666667
IQCC	-0.84275
HEYL	3.0485
FTSJ2	-0.684166666666667
APPL1	0.325875
RAB43	0.578214285714286
OR10G2	0.0615
WAC	0.358
ADCY9	0.792625
RUNDC2B	0.206
PYCRL	0.4114
AGPAT7	-0.843666666666667
SLC22A9	-1.17516666666667
CDKAL1	-0.123
PDYN	-0.516666666666667
C20orf74	0.132
MTMR11	2.07475
VAV3	3.61575
DAPL1	0.082
STXBP3	0.4825
EIF3G	-0.35075
ARHGAP22	-0.67725
NPFFR1	0.143
NPC1	-1.05516666666667
ALDH9A1	1.00883333333333
ZNF600	-0.021125
ZNF678	0.2425
RASSF1	-0.0656666666666666
ADD2	-2.5155
PITPNB	-0.218375
PKD2L2	-0.19825
LRP11	-0.62825
CDKL1	0.25475
SMEK2	0.54125
PRODH2	-2.9055
C11orf54	0.475166666666667
SFRS11	-0.1615
IL7	0.323333333333333
ALS2CR16	0.39325
BTG3	-1.2265
PAK2	-0.4345
RP11-679B17.1	0.04325
GATA4	-1.33083333333333
ATP2B1	-0.8005
LOC130940	1.408
C1orf172	2.67816666666667
ATF7IP2	-0.90775
SLC25A43	0.367166666666667
CENTG3	-0.196083333333333
IGF2BP1	-3.6114
FCHSD1	0.128
CAMK2N2	0.521833333333333
ELAVL3	-0.2089
NBPF15	0.00983333333333336
UBE2J2	-0.178083333333333
GNL2	-0.9465
PRR3	-0.6008
NLF2	0.504
OR4F6	-0.21
KLHL24	0.542
CCDC88A	-1.6679
SGPP1	-0.960166666666667
C10orf11	0.650166666666667
SLC35B4	-1.141
UGT3A2	-1.061
ARNT2	0.9953
CBR1	-0.751125
ITPR3	-0.565333333333333
TRAPPC6B	-0.0932
AMZ1	1.915
ARP11	1.83625
WDSUB1	0.61325
APBA1	0.522666666666667
RAB2A	0.8795
C6orf162	-0.32075
HPSE2	0.63025
PLCE1	-0.74275
INSL3	1.08675
DLG1	-0.1847
PTPLA	-2.19975
PIGX	0.212375
TFIP11	-0.0773333333333333
FIBIN	2.8695
POLR2G	-0.03475
GRAP2	-1.2331
DNAJB8	0.07875
CNBP	0.691166666666667
WASF1	-1.8025
INPP5E	-0.8406
HSPB1	-0.161875
TMEM167	0.1255
CUBN	0.27
IGF1	4.1799375
ITPK1	0.3272
NAALAD2	-1.030875
G3BP1	0.6832
NT5DC1	-0.057375
CYP39A1	0.6275
TMEM139	-0.120083333333333
POLK	0.0143
GLULD1	-1.6695
RBM15	-1.317
AMZ2	-0.47775
GDF15	-2.69916666666667
MESDC2	-0.33525
INCA	0.813833333333333
ACY1L2	-2.589
GZMM	-0.1065
PAIP1	0.1705
CACNA2D1	0.33325
STK32C	0.6205
SH3BP4	1.2315
DEC1	0.54
PADI1	-0.055
UBB	-0.0239
PON3	-1.35316666666667
PROP1	0.4015
ANKRD13B	-0.457
ADCK1	-0.504
TCF25	-0.24175
SLC38A5	-2.3295
CXorf26	0.912666666666667
C19orf39	0.277
PPP1R13B	0.83725
ARL2	-0.9585
TCL6	0.0849166666666667
TOP3A	-1.056
SLC16A14	0.8445
FXYD6	1.323
HIST1H4E	0.3055
BBC3	0.481736842105263
UNC5A	0.617333333333333
FAM86C	-0.3203
PI4KB	0.581375
B3GAT1	-1.47625
SUSD2	1.77516666666667
OAZ2	-0.575666666666667
NOC4L	-0.40925
C10orf12	-0.08775
FADS1	-3.41883333333333
LOC144097	-0.62675
DKK2	1.6065
KIAA1949	0.22325
RHOT1	-0.0727
OXT	1.709
GPR153	0.49775
ARL4A	-0.7095
SAAL1	-0.9365
CCDC64	-0.268
USE1	-0.222833333333333
HNMT	1.06216666666667
PCGF3	-0.3505625
CYP2C19	0.05
C20orf4	0.0395
CCDC11	0.05875
ACSBG2	0.061
RWDD2A	-0.4445
PALLD	2.585875
CPLX4	-0.03
LOC492311	1.25775
KPNA2	-1.49083333333333
MACROD1	-0.2313
TMCO3	0.2205
C15orf52	1.37816666666667
BIRC5	-1.3344
PRR16	-0.904333333333333
FAM63B	-0.24325
KATNB1	-1.0115
WNT8B	-0.0765
CPLX3	0.11175
GHR	4.398375
CCDC124	-1.102
