Hybridization REF	TCGA-C8-A1HF-01A-11R-A137-07
SMARCD1	-0.152
ZFP106	-0.00974999999999999
ZNF347	0.4562
GTF2E1	-0.02625
RY1	0.498666666666667
ATAD2B	1.026125
ARHGAP17	0.189
KCNIP3	0.11575
SFPQ	1.115125
GFRA4	0.254
AKR1B10	-3.894875
TIGD6	0.135
RGS16	1.76
URB1	-1.55833333333333
OR4C46	-0.0945
TOP3B	-0.4625
NFATC4	-0.0455
CA14	-4.4945
BMPR1A	0.1535
SNRP70	-0.97625
PRL	-0.239
C6orf130	0.12275
STAG2	-0.68825
CD55	0.056
RPS23	0.2145
SSX2	-2.12066666666667
FDPSL2A	-0.68275
FBXO27	-1.025125
SYNGR3	-1.37533333333333
TMSL3	2.30375
EML1	-1.2795
NUP93	-0.880916666666666
SMAD3	-1.4305
KIAA1189	0.827666666666667
HNRPUL2	-0.44
TBC1D12	1.027
C16orf24	0.52375
MRVI1	1.52916666666667
ZNF581	-0.232166666666667
ELOVL3	-0.286
OR51Q1	0.24475
CACNB3	1.66566666666667
GALNT13	0.167875
C10orf84	1.069125
NEDD4	-0.3045
SPO11	1.261
OR5AU1	0.6555
NEK4	-0.277928571428571
PRKAR2A	-1.16933333333333
IHPK1	-0.5585
ATP6V0B	0.3445
CACNA1E	0.663
CEACAM8	-0.2496
PEX14	-0.081
FLJ12993	-2.416
ZBTB38	-1.052
PCTK2	0.623833333333333
LRRC16	1.8939
FBLIM1	0.27225
FYCO1	0.17125
RP5-1022P6.2	-0.436666666666667
CMTM1	1.616
PLTP	0.945333333333333
RAPH1	0.1645
DOCK8	0.861375
EZH2	-0.657533333333333
SLC25A1	-0.216166666666667
PLEKHB1	0.6691
GRB7	3.7019
ZFP37	0.92225
MRPL33	0.48675
PELO	-0.379
ARMC1	-0.892
C9orf27	0.217125
FLJ25778	0.1795
C9orf37	-0.889333333333333
TMEM66	0.44575
SPRN	0.630875
HBEGF	-0.37525
PI4KA	-0.229
LEPRE1	-0.12725
POU2AF1	-0.11975
MRPL12	0.481666666666667
REP15	0.2855
ZC3H3	-0.32675
RASAL1	0.5575
DDAH1	1.9555
ACBD5	0.40075
TMC2	0.37
CCDC137	-0.3345
SAMD13	0.121166666666667
UGT2B15	-3.802
TIPARP	-0.3655
DNASE1L3	-0.32825
TRIM72	0.197833333333333
DBX2	0.675
IPO8	0.76725
C21orf88	-1.2837
MAP3K14	-0.09275
LOC51233	0.429666666666667
GGTLA4	1.95275
PDE6D	-0.33075
ZNF117	-0.6245
CLK2	-1.603125
NKRF	-0.3595
TNFSF15	0.8007
DUSP2	1.02625
SECISBP2	0.3464
GABRR2	-0.78
PPAP2C	1.99975
LOC51145	-0.038
PAG1	0.65425
PIK3C3	-0.02325
GNG10	0.0515
APOL4	0.827333333333333
ANKRD28	-1.501875
STMN3	-1.6649
RAB14	0.7841
CDK2AP2	0.26675
HDDC3	-0.157625
COMMD7	0.055
CXXC1	-0.165
HMCN1	0.401333333333333
CD40	1.0075
DYNC1LI2	-0.467375
GDI1	0.57275
LOC646938	0.06125
VSNL1	-1.47116666666667
PIH1D1	-0.422166666666667
RAET1G	1.117
KRTAP5-9	0.4545
EFTUD2	-0.92075
ZNF311	0.5955
ATP6V1G3	0.73575
OR2W3	-0.704
SCN4A	0.4285
MED10	-1.094
FAM135A	-0.0048
ARHGAP4	-0.85775
EHMT2	-0.523125
UFD1L	0.065
ERMP1	0.2505
MAG1	-2.5995
THAP8	0.8265
HACE1	-0.223666666666667
FAM82C	-0.044
C3orf20	0.514
UNC84A	-0.356333333333333
SCD5	0.145714285714286
LASS6	0.63975
LSG1	0.489583333333333
MAL	-4.65225
GPR22	-0.067
WDR5B	0.635
ACTRT1	0.0195
C17orf60	-0.278166666666667
GRIN2C	0.2178
ARMC8	-0.563666666666667
SLC47A1	-1.18216666666667
DMPK	-0.10625
DHRS13	0.296833333333333
SMC1A	0.284
KRTAP17-1	0.12825
SMYD5	-0.43675
TUSC2	0.03625
CRHR2	0.928
KIR3DL2	0.5115
CCDC104	0.901
ATP2C1	0.538625
CROT	1.01975
PABPC3	-1.203
EGR1	-0.493166666666667
THSD1	0.36425
KHK	-0.94
SLC12A2	1.28175
CD58	0.08975
STOX2	1.866
CCDC76	-0.6085
CCDC48	1.443
DNAH1	0.2315
ZIC4	0.083375
OR1G1	0.3125
PSMC6	-0.276833333333333
PROKR1	1.058
ABCB1	-0.353375
TRAT1	0.73625
LLGL1	0.117
MTF1	0.365
USP54	0.210125
PAGE2B	-1.895
ITGB7	-3.3695
CCDC81	0.3175
LOC149837	0.114
SCUBE1	-0.1325
ZSCAN10	0.094
HUWE1	0.134642857142857
CDH17	0.2195
CD180	0.67125
IL17A	0.58675
TMPO	-0.12775
KIAA1524	-0.7835
HDGFRP3	0.0126666666666667
OXCT1	0.109454545454545
RRAS2	-0.8245
LTBP2	1.728125
SV2B	0.995666666666667
CYP2A6	0.767625
PKD1L2	-0.914666666666667
PPM1M	0.2375
FLJ22662	1.7425
ZNF502	1.97875
GP6	-0.90125
CRYBA2	0.2115
LEF1	-2.0732
CTPS	-0.544
EYA1	-3.22166666666667
EPS8L1	1.24275
MAPK14	-0.854916666666667
SERPINB2	-4.835125
GTF2F2	-0.348666666666667
ZNHIT4	0.0575
PLA1A	-0.554125
C20orf114	0.4005
HPR	-4.4835
C18orf2	-3.24133333333333
SATB2	-2.08425
KCNJ9	0.05925
MGC157906	0.2545
MOCS3	-0.3625
C17orf71	0.2855
PPHLN1	0.0986
HIST1H2BN	0.1785
RAPGEF1	-0.531125
MAP3K8	0.25375
DLG4	0.0475
STC1	0.905416666666667
CDGAP	0.767
DDX26B	0.25075
LOC150223	-1.416
CPSF3	0.0855
TMEM14A	0.5155
MYH3	1.51525
GPKOW	-0.13325
SULT1A1	-0.277666666666667
SPON1	3.6509
YY1AP1	-0.177166666666667
RAB23	0.568
PLA2G4A	-3.8505
MAPRE3	-0.40825
ZNF516	1.296
GGPS1	1.13175
EXOC3L2	-0.909
C19orf42	0.5587
MAP2K2	-0.639333333333333
HIST1H2BB	0.1065
RNF19B	1.1435
C6orf128	-0.00866666666666667
TLR8	3.47575
PCDHA9	0.0165
CARS2	0.117125
CLUL1	0.848833333333333
RHAG	-3.60616666666667
UNK	0.224
EXOC8	0.2191
C9orf95	0.8325
C14orf143	0.336333333333333
MAML3	0.307
LDHA	-1.8745
MRPL20	0.6345
KLHDC6	0.533666666666667
ATP5S	0.0145
C8orf55	-0.0045
PHF19	-1.293375
KRTAP13-4	0.661
TTC5	-0.88875
XKR5	-0.439
SILV	-4.3335
TEX28	-0.6415
TCTN1	1.123
CX40.1	0.24375
PPP2R5C	-0.272
C12orf30	-1.34516666666667
CAPG	2.20675
MPZL1	0.45555
ARSB	-0.515333333333333
TDH	-1.9905
WASF4	0.52275
TSSK3	0.308166666666667
7A5	-0.065
CRISPLD1	-0.46225
MAD1L1	-0.384333333333333
SPIN4	0.370333333333333
AMPD1	0.44375
DPYSL5	-0.4055
INPP1	0.9015
ANKRD11	-1.66688888888889
NPAS4	0.133125
GCET2	0.0203
RNASE9	0.9125
GUCY2D	0.439333333333333
CCDC98	-0.41275
FGF4	-0.1315
CPM	-0.7745
SLC26A4	-1.4195
PLD5	0.60375
FAM59A	1.2574
FBXO5	-0.171888888888889
SIPA1L1	0.57975
DPYS	1.04725
ATG4D	0.43075
TGM3	0.023
MTCH1	-0.803
HK1	0.4255
CDC26	0.8955
GALNT12	-3.0255
LOC339229	0.80325
MRPL35	-0.061125
ORC4L	-0.968125
TNKS	0.583857142857143
C2orf24	-0.332333333333333
ZNF553	0.677166666666667
GGTLA1	2.84
ZNF497	-0.52
CDY1B	0.544
SLC30A4	0.50625
TUB	-1.60125
ARHGEF18	-0.12475
ARRB1	-0.70725
KCNK1	1.638
EREG	-3.8266
SCAMP5	-0.186
RUNDC3B	3.81
ADAMTS20	-2.06
IL17RB	1.644
FLJ20323	0.0135
MCAM	-0.314625
POLR3E	-2.28041666666667
AQR	0.1835
IPMK	-0.272
CDCA7	-1.86
CAMP	3.16
GRHL3	1.87325
ADAMTSL2	1.12316666666667
CLMN	1.17466666666667
SSTR3	0.598
MAGEA5	-1.6195
OVOL2	3.464
JMJD1B	0.384
RBL2	-0.3798
PYGO2	0.67075
PPP1R10	1.34733333333333
CSE1L	-1.02783333333333
LCA5	2.10075
RDH16	0.39675
ASRGL1	1.1055
TOM1	-0.288833333333333
PTX3	-6.339
TTC15	0.83925
SCGB3A1	0.9935
MRPL50	-0.1755
RCAN3	1.33025
SLC26A11	0.9065
STYX	-0.0526666666666666
CINP	0.38525
MARCH7	-0.42975
PFKM	-1.47716666666667
SGMS1	-0.1165
RIOK3	-0.153
C1orf110	0.128
CES7	0.2275
LOC440248	-1.52225
PPP1R12C	-0.99775
C10orf27	0.3805
ATG9A	-0.936
MRPS26	1.44375
TMEM40	1.77775
ELP3	-0.2668
ZNF787	-0.1707
HIAT1	-0.4825
C8orf34	2.63033333333333
MGC4655	-0.0891
PELI1	1.04633333333333
PPT1	0.0217
SLC35C2	-0.72
C6orf125	0.848
MUC4	-1.128
RFC4	-0.719
GNB2	0.520333333333333
NUP50	0.643214285714286
SULT4A1	-1.493
C7	0.30025
CCDC130	0.093
ARRDC4	-0.1945
RQCD1	-0.50825
GLYCTK	-0.65825
AYTL2	-0.868272727272727
MTUS1	0.9771
LEMD3	-0.109166666666667
PLEKHF2	0.76075
HOXA7	-0.759
GTF3C2	-1.295
DYNLRB2	3.09575
CNOT10	-0.4625
MR1	0.00566666666666666
FFAR1	0.517
PRIC285	0.37225
SLITRK6	1.56825
LIX1	-2.4594
UBE1L2	0.0233333333333334
F8	0.834875
ACHE	0.251833333333333
KPNA5	0.631
TNFRSF12A	-0.560666666666667
EGR3	3.842
SERPIND1	-3.59166666666667
OASL	2.79425
IFRD1	-1.505375
WDFY1	-0.503166666666667
ZNF267	0.34675
ACCN5	0.4785
ZBTB6	-0.342
PPP1R3A	0.407
PRRT3	2.86225
FBXL19	-0.306
TXNIP	0.278214285714286
ACTN2	-2.141
ATG9B	-0.257375
C9orf117	1.2575
IL27	-1.044
RPL36AL	0.4965
KLK15	-0.013
CHAD	0.685
RAP2B	0.2892
HEBP2	0.68425
ZNF342	0.7775
CAMK2G	0.874666666666667
TLR3	2.41575
FGF14	0.55125
HMGB2	1.536375
TRPM5	0.0673333333333333
OR5M11	0.7755
KIF3B	0.287
PRICKLE2	1.137
MTMR9	0.325
C3orf27	0.44225
GLRA3	-1.794
NSDHL	-0.621333333333333
TMEM32	-0.9985
POLR2D	-0.933833333333333
MYADML	0.719
C9orf114	-0.5865
MRGPRX1	0.2535
TOPORS	0.9765
CLDN19	-0.8755
C1QL4	0.5815
RNF165	1.372
DHRS9	0.23325
DNAH2	0.447666666666667
FXR1	-0.912666666666667
ZMYM3	-0.821375
CASP3	1.3775
FAM120C	0.37075
SCLY	-1.2045
CA7	0.3555
ENTPD5	-0.348
ZNF461	0.116625
PDIA5	-0.8965
C1orf19	0.0466666666666667
TMEM67	-0.11325
KCTD20	-0.6955
WDR47	0.808
FLJ38723	-0.129
KLRF1	0.6495
TAS2R16	0.7535
CLDN12	-0.967
PRKCE	-0.5025
UBXD4	-0.5865
ITGAM	2.93066666666667
GLT8D3	-0.0602500000000001
WDR31	0.2628
RGS2	-0.30025
OR51L1	0.38
MST1R	1.57775
KIAA1737	0.732
OR4A5	0.3245
GLIS1	-0.893333333333333
PTMA	0.727071428571429
NAPA	0.53375
PRDM11	0.15225
LIPF	-0.0595
DIRAS3	0.98475
ASGR2	-3.62075
C1QTNF4	0.5455
PIK3R4	0.0403333333333333
ARMC3	5.17225
NDUFV3	-0.59625
BTBD3	0.508
PPP1R2	0.809916666666667
UBE2NL	0.6255
FOSL2	0.653071428571429
FAM119A	-1.3235
TUBA4A	-0.4188
KRTAP12-1	0.0025
SFRS2	-0.26325
RHPN1	-0.009
EEF2	-0.977
ZDHHC11	-2.494
EPHA3	-1.7759
RBM12	-0.04825
H2AFJ	0.929916666666667
EDIL3	1.915
KIF26A	-1.749
SERGEF	-0.11275
B3GALT4	2.34425
LOC90925	3.9775
OSCAR	1.054875
NPFF	-0.155375
DEDD	0.626625
TMEM155	-0.196625
PTPN1	-0.70875
SCYL2	0.334333333333333
SKAP1	1.79825
LEAP2	-2.094
GADD45G	3.2469
IFITM3	1.08475
PILRB	-0.720333333333333
SLU7	0.1115
DSC3	-1.77125
DNMT3L	-1.0625
PAPD5	-1.04775
B3GNT3	-1.734
LHCGR	0.3565
MSL-1	0.33325
UBE2S	-0.85125
SAP130	-0.55025
ANAPC11	1.08575
MAGED4B	-1.178
ATP6V1B2	0.4415
C14orf179	1.52425
CAPZA1	0.46275
CDYL2	1.28166666666667
GLRX3	-0.649833333333333
LOC136288	-1.49525
MOBKL1A	-0.54225
HTR2B	1.453
CRYGD	-0.0173333333333333
NUS1	-0.365666666666667
PGRMC1	0.176
MYOM2	-1.12875
FLJ39653	-3.117
CHM	-0.8013
OR5M8	-0.088
ZNF619	-0.066
FAM105A	0.9705
CCNL1	-0.706
NAP1L3	-0.35325
C10orf57	1.68666666666667
B3GALNT1	1.1095
CSN1S2A	0.272
TCP10L	0.6795
GDAP2	0.290375
DMKN	-3.08533333333333
COX6B1	0.8775
DNASE2	0.3525
MSH5	-1.11575
LGMN	0.542375
USP31	-0.1975
OR13C8	0.211
SDCBP	-0.051
NUDT11	-2.11466666666667
PYGL	-1.26116666666667
SNPH	-0.709833333333333
B3GNT4	-0.4475
MIZF	-0.3502
NUBPL	-0.63125
NOD1	0.51
CDH22	-0.478125
NUBP1	0.859166666666667
DSCAM	-3.55725
DGKI	-0.1105
FAM136A	0.261
AKAP1	0.463166666666667
SLC16A6	-0.63575
RIN3	0.153
PSG2	0.32125
DIP2B	0.0100833333333333
PSORS1C1	2.3291
KIAA0495	-1.2315
FLJ90709	-0.557833333333333
LPA	-0.0415
PIGA	-0.301166666666667
LY75	2.0535
UTS2	-1.22916666666667
RREB1	-0.31225
GALNACT-2	0.5593
MGC3196	-0.1
FLJ31568	0.338
LPHN1	-0.734125
SP1	0.7695
TOX4	-0.00683333333333338
HSPA9	0.152
APOBEC1	-2.018
SLC35E4	-2.4515
LSM5	-0.72325
SURF1	-0.69325
ZBTB1	0.194083333333333
GTF2F1	-0.3285
RPS15A	0.653142857142857
DUSP21	-0.400666666666667
GINS4	-2.374
MYO15A	-0.4425
GIMAP7	4.21775
MGC13379	0.73275
ATP6V1E2	0.0958333333333333
UTP3	0.00725
HNRPA3	-0.3803125
MT4	0.428
C14orf155	0.08025
U1SNRNPBP	1.07775
CKLF	-0.355
PLEKHN1	0.478166666666667
MBNL1	-0.379
NUP160	-1.29875
ACSM2A	-0.69125
LOC129881	0.81475
KIAA1529	0.49825
FLJ22639	-1.206
HAND1	-0.8075
GSX1	0.4395
FGA	-4.229875
SERPINB1	0.5765
ZNF642	0.5345
IGFBP1	-7.561
SLC1A1	0.019125
DHX57	-0.141875
ZNF766	-0.646
PTPN21	-0.3694
GDPD3	-2.26833333333333
PNPLA5	0.2345
TBR1	0.214666666666667
FAM116A	-0.082
IQGAP1	0.10075
FOS	-1.010375
ZNF226	-0.008125
FIGNL1	0.497333333333333
C14orf1	0.0181666666666667
ZMYND17	-0.241
PUS7	-1.14183333333333
TUBB6	-0.165375
KCNQ2	-1.27
MARCH6	-0.3625
CCDC33	0.475
PRODH	0.30425
RBM11	1.26475
EPHA6	-0.394666666666667
SLC43A1	-0.371
LOC196541	-0.506375
NTN1	-0.542416666666667
ING4	0.2815
PCDHB10	1.56375
DPH2	-0.7265
SPACA4	0.29575
FBXL21	-3.891
DIAPH1	-0.8365
ZNF71	0.841833333333333
CEP76	0.071
CORO1A	0.08275
RRM2	-0.989
EDG4	0.5725
OS9	-0.570166666666667
SLC4A1AP	0.14825
COG5	-1.57175
COPS8	-0.561
NGLY1	-1.2195
NCBP2	1.002625
C17orf42	0.224333333333333
GPSM3	0.519375
SIL1	0.2265
ASB6	-0.3065
SMAD5OS	0.177833333333333
UNC93A	-2.7185
A1BG	-0.691333333333333
C21orf62	0.6475
FMO5	-0.564666666666667
ATRIP	-0.600833333333333
CEBPG	0.706666666666667
C7orf38	0.249333333333333
TNFRSF1B	0.521833333333333
CLEC1A	1.15783333333333
IQSEC1	-0.299875
PATZ1	1.4179
RBM22	0.268
BAG2	-1.60683333333333
PAQR5	-2.772
C9orf127	0.7796
THNSL1	0.07025
SHROOM3	1.7229
JAM2	1.2875
SNRPN	-3.34675
ALX4	0.4295
CACNA1S	0.682
FAM130A1	1.32975
CORIN	3.799
CD300LB	0.869
PLEKHG6	0.9615
LRRC40	-1.59475
PCLKC	-0.2835
PCDHB16	1.78333333333333
WNT2B	-0.557666666666667
ASNS	-0.335666666666667
MRPL49	-0.26025
FLJ46111	-1.26075
ISG20	0.894875
SMU1	1.0065
CASZ1	0.676
POLR1D	-0.133916666666667
GIN1	0.3645
SNAG1	0.549666666666667
ANKRD29	-2.15375
CDKN2AIP	0.87525
KRR1	0.02775
CXCL1	-2.64983333333333
EPM2A	-0.2205
PC	1.24483333333333
DEFB127	-0.5905
PDZRN4	0.822
FAH	-0.2215
OR51E1	2.532
CDC2L6	-0.0731666666666667
DNTTIP1	-0.37775
PAX8	-0.71025
TMEM116	0.56675
C1orf150	0.183
PRO2012	0.012
MRPL40	0.5285
BEX1	-3.8568
SLC2A4	-1.3895
PKMYT1	-0.9665
FEZF2	-0.2315
SLC26A9	-1.24275
MAP2	0.765333333333333
LYL1	-1.1535
SLC25A19	0.835833333333333
NOS3	-0.488
ZNF34	0.962
TMPRSS11F	-1.57
FAM43A	-0.66775
FCRL4	0.544833333333333
KLF14	0.3675
FLRT2	-0.990833333333333
WRN	-1.135
SDF2	0.3991
KRT8P12	-0.914
C6orf195	-0.1785
C9orf125	-1.87466666666667
DZIP3	-0.72875
RIT1	0.805833333333334
SCML1	-2.819
RHBDF2	0.495625
OR2G3	0.45
REXO1L1	0.458
MAP3K7IP3	0.11875
C3orf57	-4.84925
FBXW11	-0.996333333333333
ETAA1	-0.11275
C14orf131	-0.3002
AKT1S1	-0.7885
SLC12A5	-0.435875
C9orf164	1.2655
NRIP3	-0.678
NOS1AP	-1.35525
TMEM121	0.144
SAP30BP	0.4316
DGCR6	1.144
WDR76	-1.05575
FAM82B	-0.09775
LOC606495	0.16
MAP9	2.31666666666667
BCDIN3D	1.31225
CXorf36	3.28866666666667
DSCR3	-0.7771
ZFAND3	0.387125
C7orf43	0.461333333333333
SPSB3	-0.1211
C19orf19	0.30725
FAM133A	-3.52825
C12orf25	0.04925
SLC39A3	-0.2735
DISP2	-1.53975
PI4KAP2	-2.6915
MKRN3	-2.34733333333333
ADAMTS13	-0.57425
CBLN3	0.3143
TTYH1	-1.66633333333333
C3orf18	-0.3905
FLJ13236	1.1
ZMYND12	3.186
C18orf25	0.8425
GLB1L3	-0.9985
ATP13A5	1.728
RANBP10	-0.60875
CD96	0.5484
DENND1C	1.336
RBMS3	-0.2839
SLC41A3	0.0135
DGCR6L	1.01775
TMEM128	-0.592166666666667
CSNK1G3	-0.0531428571428572
MOBKL2C	1.274875
TSPAN6	-0.0225
MATN2	-1.9859
MSL2L1	-0.275333333333333
ST6GALNAC2	2.29266666666667
FGFBP2	0.573875
FGL1	-5.70433333333333
MPP3	-0.637333333333333
ARHGEF6	1.045
TGFBR2	0.366375
ACMSD	-0.80775
IL33	0.89775
C9orf5	-0.0845
DEAF1	-0.0249
AMN	-0.3515
DEFA6	-0.036375
RNF212	-1.35675
METT5D1	-0.524833333333333
CIB1	0.1048
TSSK1B	-0.072
KIAA1727	2.82475
ZNF680	-0.0508333333333333
LOC399900	-0.835
LOC152217	0.995333333333333
CTNNAL1	-1.999
CIT	-0.736416666666667
TLE6	0.817
ZNF607	0.1945
HERC4	-0.689333333333333
DRAP1	-0.4187
PEMT	-0.436
C10orf111	-0.9765
ZNF575	0.4065
KCTD7	-0.29475
MYO1F	0.7535
LOC285382	0.2405
RAB11A	0.4675
PLCD3	-1.2405
C15orf28	-0.2385
PTBP2	-0.042375
CTB-1048E9.5	0.02175
C19orf60	0.746833333333333
C7orf25	0.883
SETD7	1.215875
HOXB9	-3.833
VANGL1	-0.3
CHAF1B	-0.978
NDUFA3	0.73675
KIAA1328	-0.255
SHARPIN	-0.07725
TTC23	-0.875375
UGP2	0.817916666666667
ANKIB1	-0.3159
CIRBP	0.770857142857143
SEC14L4	0.944
OVCH1	0.453666666666667
VPS52	-0.80875
FAT	0.58825
M6PRBP1	-0.67
GPRIN3	0.278
PPM1F	-0.956666666666667
TSR1	-1.10825
CCDC85A	2.53025
PCSK5	1.0495
ZFHX3	-0.139
HEMK1	-0.87
PGBD2	1.27
RSRC2	0.0193333333333333
AURKC	-0.985
SCRIB	-0.364125
ORM2	-3.68533333333333
FAM115A	-0.7944
FZD6	0.91675
UNC119	0.0343333333333333
GPX3	-1.0213
NOV	-1.4445
CABC1	-0.798875
CDC42SE2	-0.1473125
EIF2S2	0.1728
RNF130	1.701
CKAP5	-0.8865
RP11-413M3.2	1.5335
C10orf18	0.3478
TMEM93	-0.27375
DYX1C1	1.169
KCNMB2	-1.83328571428571
ANK3	1.08308333333333
KRT5	-2.5339
CDH12	-1.069375
QRSL1	0.3285
JUB	-1.1875
SHC4	-2.530125
CCL15	1.149
CCDC22	0.57525
SNX24	0.13775
RARS	-0.38075
MORC2	0.549125
FAM48A	2.609
MT1H	0.412
PPP1R14C	-0.966666666666667
FOXD1	-0.0299285714285714
C1orf213	-1.04175
AMT	-1.8676
DSN1	-0.71525
PTPLAD2	2.8035
DIS3L	-1.36975
RASL11A	0.2435
GPRC5B	-0.00474999999999998
FRMD7	-0.5205
STRN4	0.138
KITLG	1.51736363636364
HDGF	-1.44275
OR1S1	0.6045
SETX	-0.0939
DDR2	0.301125
KCTD12	1.50875
LYZL2	-0.75125
WDR52	-0.8745
TMEM2	0.67075
ZNF579	-0.117833333333333
LOC200810	-0.54575
TNFSF9	-1.3185
PPFIA4	-2.80825
CNIH3	-0.946166666666667
MAP4K4	-1.45071428571429
ROD1	0.566714285714286
ALS2CR12	-0.294
DOCK3	-1.69666666666667
PAQR9	-4.22
ASB17	0.357166666666667
STX16	-1.601
FEZ2	-0.110333333333333
DLAT	-0.2695
KIF21B	-1.15533333333333
CDC5L	0.11625
TMEM119	1.3125
CRIP3	-1.50175
TPSD1	-0.409
TEPP	-0.33475
GNGT2	2.33825
C21orf121	-0.52575
WNK1	0.24275
FLJ10490	0.8766
OR51B5	-1.604
LOC203547	0.0135
HAS1	-0.248
PPA1	-0.0261666666666667
ST7	-0.3505
C11orf46	0.1413
POPDC3	-1.48133333333333
ACOX2	3.10516666666667
ATCAY	-0.273833333333333
TM4SF19	-1.4955
MFSD9	0.309333333333333
PDHB	-0.63025
ERN1	0.196
LCE3C	0.283
GPR111	-0.171
NOTCH3	2.07183333333333
ADAMTS5	2.40575
B3GALT1	-0.98175
UGCGL1	-0.461333333333333
FAM58A	0.541833333333333
FBXO32	1.85275
CLPP	-0.01125
NXPH1	4.19325
MTMR3	0.749666666666667
ATP1B3	-0.989625
TMEM16A	3.888625
HIST1H3F	0.548166666666667
TRIM25	-0.302833333333333
SDCBP2	-0.4715
CRKL	-1.3695
HOXB2	-0.535333333333333
ANP32B	-0.031625
GATM	2.8765
AP4E1	-0.18125
EDG5	0.79775
CDKN3	-0.19
CDH4	-1.7095
PGD	-0.275
RND1	1.4275
GAD1	-3.1618
MPG	-0.166875
LOC440350	-0.678
ZNF133	0.12625
SERPINB12	-0.548
AMELY	-0.194666666666667
DHX36	-0.02225
TNFAIP8L2	3.81033333333333
PHTF2	-0.0581666666666667
CCDC112	-0.182666666666667
IQCC	0.08925
HEYL	2.893
FTSJ2	-0.253666666666667
APPL1	-0.324375
RAB43	-0.237285714285714
OR10G2	0.6695
WAC	0.701666666666667
ADCY9	-0.479375
RUNDC2B	-0.567166666666667
PYCRL	0.4714
AGPAT7	-0.761333333333333
SLC22A9	-1.364
CDKAL1	-0.077
PDYN	-0.542666666666667
C20orf74	-0.27525
MTMR11	1.27875
VAV3	2.41891666666667
DAPL1	-0.95025
STXBP3	-0.05075
EIF3G	-0.43875
ARHGAP22	-1.4925
NPFFR1	0.545
NPC1	-0.295666666666667
ALDH9A1	0.234
ZNF600	-0.60575
ZNF678	-0.318166666666667
RASSF1	-0.570083333333333
ADD2	-2.851375
PITPNB	-0.426125
PKD2L2	-0.0817142857142857
LRP11	0.29475
CDKL1	0.14175
SMEK2	0.53175
PRODH2	-2.67066666666667
C11orf54	-0.1565
SFRS11	-0.516666666666667
IL7	1.34383333333333
ALS2CR16	-0.11625
BTG3	-0.5655
PAK2	0.0357222222222222
RP11-679B17.1	-1.0445
GATA4	-1.7615
ATP2B1	0.151
LOC130940	0.469
C1orf172	2.76783333333333
ATF7IP2	-1.72025
SLC25A43	-0.308166666666667
CENTG3	-0.831333333333333
IGF2BP1	-3.8211
FCHSD1	0.716
CAMK2N2	0.3425
ELAVL3	0.1591
NBPF15	-1.17266666666667
UBE2J2	0.32775
GNL2	0.15125
PRR3	0.1868
NLF2	0.6065
OR4F6	0.2625
KLHL24	-0.143666666666667
CCDC88A	-1.9288
SGPP1	-0.781
C10orf11	0.400833333333333
SLC35B4	-1.52933333333333
UGT3A2	0.523
ARNT2	0.6437
CBR1	-0.12225
ITPR3	-0.360333333333333
TRAPPC6B	-0.1812
AMZ1	0.158
ARP11	1.806
WDSUB1	-0.4775
APBA1	0.478666666666667
RAB2A	0.769
C6orf162	0.69925
HPSE2	0.21125
PLCE1	-0.338
INSL3	0.845
DLG1	0.9038
PTPLA	-2.54575
PIGX	0.51025
TFIP11	0.292333333333333
FIBIN	3.5505
POLR2G	0.1735
GRAP2	-1.1453
DNAJB8	0.24925
CNBP	1.341
WASF1	-1.0395
INPP5E	-1.3318
HSPB1	-1.4114375
TMEM167	-0.5292
CUBN	0.13325
IGF1	0.840375
ITPK1	0.099
NAALAD2	-1.59475
G3BP1	0.4779
NT5DC1	0.41
CYP39A1	1.419
TMEM139	0.882833333333333
POLK	-0.749
GLULD1	-1.83775
RBM15	-0.725833333333333
AMZ2	0.5745
GDF15	-3.934
MESDC2	-0.58275
INCA	2.186
ACY1L2	-2.8215
GZMM	0.928
PAIP1	-0.1355
CACNA2D1	0.27025
STK32C	-0.987166666666667
SH3BP4	0.6655
DEC1	0.6495
PADI1	0.1345
UBB	0.4352
PON3	-2.52266666666667
PROP1	0.7875
ANKRD13B	0.4775
ADCK1	-1.2665
TCF25	-0.6825
SLC38A5	-1.56775
CXorf26	0.559333333333333
C19orf39	0.6425
PPP1R13B	0.6175
ARL2	-1.0195
TCL6	0.242083333333333
TOP3A	-0.7255
SLC16A14	1.639875
FXYD6	1.073
HIST1H4E	0.37975
BBC3	-0.235210526315789
UNC5A	0.800666666666667
FAM86C	-0.6116
PI4KB	-0.323625
B3GAT1	-1.68675
SUSD2	3.136
OAZ2	-0.5635
NOC4L	-0.095
C10orf12	0.18425
FADS1	-2.71166666666667
LOC144097	0.1135
DKK2	0.270333333333333
KIAA1949	0.639
RHOT1	0.1997
OXT	1.53333333333333
GPR153	0.108
ARL4A	-0.41
SAAL1	-0.74975
CCDC64	-0.329
USE1	-0.269666666666667
HNMT	0.524
PCGF3	-0.25675
CYP2C19	0.63125
C20orf4	0.0255
CCDC11	1.934
ACSBG2	0.1875
RWDD2A	1.17525
PALLD	2.759
CPLX4	0.261
LOC492311	-0.42075
KPNA2	-0.456833333333333
MACROD1	0.00619999999999999
TMCO3	-0.368166666666667
C15orf52	-0.6205
BIRC5	0.7714
PRR16	-0.1025
FAM63B	-0.429125
KATNB1	-1.072
