Hybridization REF	TCGA-BH-A18L-11A-42R-A12D-07
RY1	-0.34
ATAD2B	-0.267875
ARHGAP17	-0.1582
KCNIP3	-0.54675
SFPQ	0.018875
GFRA4	0.577666666666667
AKR1B10	-1.790375
TIGD6	0.594166666666667
RGS16	2.408875
URB1	-0.1885
OR4C46	0.59
TOP3B	-0.56375
NFATC4	0.1935
CA14	-4.82775
BMPR1A	0.285833333333333
SNRP70	-0.49425
PRL	0.4955
C6orf130	-0.413
STAG2	0.5975
CD55	-0.0310714285714286
RPS23	0.787333333333333
SSX2	-1.8335
FDPSL2A	-0.777
FBXO27	1.2435
SYNGR3	-1.49533333333333
TMSL3	1.8015
EML1	-0.427
NUP93	-1.09991666666667
SMAD3	0.0451
KIAA1189	-0.161
HNRPUL2	0.148333333333333
TBC1D12	0.553166666666667
C16orf24	-0.13625
MRVI1	2.2005
ZNF581	-1.0175
ELOVL3	3.0575
OR51Q1	-0.33025
CACNB3	-0.13
GALNT13	-0.260125
C10orf84	1.0966875
NEDD4	-0.5786
SPO11	1.613
OR5AU1	0.4295
NEK4	0.0435714285714286
PRKAR2A	-0.245666666666667
IHPK1	-0.398666666666667
ATP6V0B	-0.76775
CACNA1E	1.46
CEACAM8	-0.09025
PEX14	0.6085
FLJ12993	1.1775
ZBTB38	0.442
PCTK2	-0.065
LRRC16	0.6041
FBLIM1	0.718666666666667
FYCO1	1.567
RP5-1022P6.2	0.4665
CMTM1	-0.5305
PLTP	2.298
RAPH1	0.622
DOCK8	0.981625
EZH2	-2.792
SLC25A1	-0.327833333333333
PLEKHB1	0.9744
GRB7	0.7427
ZFP37	-0.04275
MRPL33	-0.26125
PELO	0.125
ARMC1	-0.119363636363636
C9orf27	0.285142857142857
FLJ25778	-0.108
C9orf37	-0.691166666666667
TMEM66	0.7035
SPRN	0.1225
HBEGF	2.113375
PI4KA	-0.936
LEPRE1	-1.01925
POU2AF1	-2.3955
MRPL12	-0.928833333333333
REP15	0.2295
ZC3H3	-0.2885
RASAL1	-0.4175
DDAH1	0.886125
ACBD5	0.456375
TMC2	0.0315
CCDC137	-0.17525
SAMD13	0.317333333333333
UGT2B15	0.629166666666667
TIPARP	1.391
DNASE1L3	4.009
TRIM72	-0.0315
DBX2	1.80075
IPO8	-0.64525
C21orf88	0.0946
MAP3K14	0.89375
LOC51233	0.223166666666667
GGTLA4	0.32425
PDE6D	-0.3125
ZNF117	-0.41225
CLK2	-0.97175
NKRF	-1.047
TNFSF15	0.1015
DUSP2	1.153
SECISBP2	-0.0798
GABRR2	0.3055
PPAP2C	1.19375
LOC51145	-0.0771666666666667
PAG1	-1.002
PIK3C3	0.22525
GNG10	0.17
APOL4	1.32133333333333
ANKRD28	-1.01125
STMN3	-0.9298
RAB14	0.6484
CDK2AP2	-0.29475
HDDC3	0.11325
COMMD7	0.129875
CXXC1	0.037
HMCN1	0.112833333333333
CD40	1.2795
DYNC1LI2	0.9865625
GDI1	-0.285
LOC646938	-0.338
VSNL1	-0.879
PIH1D1	-0.104333333333333
RAET1G	0.552
KRTAP5-9	-0.196
EFTUD2	-0.6325
ZNF311	-0.0445
ATP6V1G3	0.265333333333333
OR2W3	-0.0515
SCN4A	1.448
MED10	-0.909
FAM135A	0.0792
ARHGAP4	-0.95775
EHMT2	-0.937125
UFD1L	-0.50075
ERMP1	-1.4765
MAG1	0.160666666666667
THAP8	0.223166666666667
HACE1	-0.1645
FAM82C	0.445
C3orf20	0.232
UNC84A	-0.0975
SCD5	-0.00828571428571429
LASS6	0.377
LSG1	-0.0165
MAL	-4.389
GPR22	-0.569
WDR5B	1.10725
ACTRT1	-0.505
C17orf60	0.649833333333333
GRIN2C	0.3942
ARMC8	-0.198583333333333
SLC47A1	-1.44183333333333
DMPK	0.0225
DHRS13	-1.07466666666667
SMC1A	-0.959666666666667
KRTAP17-1	-0.05375
SMYD5	-1.0045
TUSC2	0.30425
CRHR2	-0.1125
KIR3DL2	0.2495
CCDC104	0.41675
ATP2C1	0.51225
CROT	0.49575
PABPC3	-0.666
EGR1	4.90166666666667
THSD1	1.84375
KHK	-1.2655
SLC12A2	1.652375
CD58	-0.68025
STOX2	0.842
CCDC76	-0.4266
CCDC48	3.83825
DNAH1	0.248
ZIC4	-0.33275
OR1G1	0.9405
PSMC6	-0.683333333333333
PROKR1	0.417
ABCB1	0.655
TRAT1	-2.679
LLGL1	-0.251
MTF1	1.7995
USP54	0.627125
PAGE2B	-2.778
ITGB7	-3.65675
CCDC81	-0.555
LOC149837	0.20675
SCUBE1	1.204
ZSCAN10	1.03
HUWE1	-0.512214285714286
CDH17	0.2615
CD180	-0.21525
IL17A	0.03475
TMPO	-2.414
KIAA1524	-2.354
HDGFRP3	-0.541
OXCT1	0.193
RRAS2	0.198833333333333
LTBP2	2.82225
SV2B	3.964
CYP2A6	3.05175
PKD1L2	0.754
PPM1M	0.7695
FLJ22662	2.38283333333333
ZNF502	2.524
GP6	-0.519
CRYBA2	-1.45375
LEF1	-3.4525
CTPS	-3.12814285714286
EYA1	-2.6745
EPS8L1	0.56075
MAPK14	-0.2315
SERPINB2	-4.315875
GTF2F2	-0.437833333333333
ZNHIT4	-0.5925
PLA1A	0.594125
C20orf114	1.03675
HPR	-2.5315
C18orf2	-3.50066666666667
SATB2	-1.51
KCNJ9	-0.264375
MGC157906	0.3325
MOCS3	-1
C17orf71	-0.7805
PPHLN1	-0.1404
HIST1H2BN	-2.38925
RAPGEF1	0.45925
MAP3K8	1.84525
DLG4	0.238833333333333
STC1	1.0215
CDGAP	2.139
DDX26B	0.0075
LOC150223	-2.434
CPSF3	-1.23216666666667
TMEM14A	-0.65575
MYH3	-0.13875
GPKOW	0.20425
SULT1A1	0.344833333333333
SPON1	4.5864
YY1AP1	-0.209
RAB23	-0.338
PLA2G4A	-0.59
MAPRE3	0.831
ZNF516	0.471571428571429
GGPS1	0.446
EXOC3L2	0.4525
C19orf42	0.4512
MAP2K2	-0.141166666666667
HIST1H2BB	-2.12225
RNF19B	0.813833333333333
C6orf128	0.356666666666667
TLR8	1.93375
PCDHA9	-0.9715
CARS2	0.293875
CLUL1	2.16983333333333
RHAG	-4.38016666666667
UNK	0.0205
EXOC8	0.6321
C9orf95	1.8065
C14orf143	-0.0921666666666667
MAML3	0.026375
LDHA	-1.85575
MRPL20	0.4845
KLHDC6	0.693
ATP5S	0.265833333333333
C8orf55	-0.20475
PHF19	-2.365125
KRTAP13-4	0.5395
TTC5	-0.56975
XKR5	-0.6845
SILV	-4.6615
TEX28	-1.017
TCTN1	0.7765
CX40.1	0.26325
PPP2R5C	-0.269875
C12orf30	-1.84516666666667
CAPG	1.561
MPZL1	1.0379
ARSB	-1.49583333333333
TDH	-2.06525
WASF4	1.27375
TSSK3	-0.915666666666667
7A5	0.256
CRISPLD1	3.08175
MAD1L1	-0.357166666666667
SPIN4	-0.845166666666667
AMPD1	1.7535
DPYSL5	0.54
INPP1	1.08033333333333
ANKRD11	-0.0604444444444444
NPAS4	0.0127142857142858
GCET2	0.1208
RNASE9	0.32
GUCY2D	0.214666666666667
CCDC98	-0.03975
FGF4	-0.581125
CPM	1.64133333333333
SLC26A4	-0.566833333333333
PLD5	-0.2545
FAM59A	1.0148
FBXO5	-2.48577777777778
SIPA1L1	-0.252
DPYS	1.061
ATG4D	-0.895
TGM3	0.251
MTCH1	-0.139625
HK1	-0.0752857142857143
CDC26	0.581
GALNT12	-1.10516666666667
LOC339229	-0.54925
MRPL35	-0.240375
ORC4L	-0.17125
TNKS	-0.592142857142857
C2orf24	0.244333333333333
ZNF553	-0.426666666666667
GGTLA1	2.9614
ZNF497	0.13575
CDY1B	0.478666666666667
SLC30A4	0.92325
TUB	-0.06825
ARHGEF18	-0.0565
ARRB1	1.32725
KCNK1	-0.659125
EREG	-1.9019
SCAMP5	-0.941
RUNDC3B	2.769
ADAMTS20	-0.08375
IL17RB	-0.014
FLJ20323	-0.814
MCAM	2.61675
POLR3E	-1.22266666666667
AQR	0.112
IPMK	-0.064
CDCA7	-4.196125
CAMP	-1.52575
GRHL3	-0.7695
ADAMTSL2	0.768
CLMN	1.98666666666667
SSTR3	0.1745
MAGEA5	-2.351
OVOL2	3.2595
JMJD1B	-0.075
RBL2	0.6731
PYGO2	0.263
PPP1R10	-0.0218333333333333
CSE1L	-1.70816666666667
LCA5	2.20425
RDH16	-0.56825
ASRGL1	-0.99925
TOM1	0.846666666666667
PTX3	-1.894
TTC15	0.57375
SCGB3A1	4.40783333333333
MRPL50	-0.85975
RCAN3	0.11875
SLC26A11	0.90325
STYX	-0.5215
CINP	-0.648
MARCH7	-0.0105
PFKM	-0.853166666666667
SGMS1	1.21183333333333
RIOK3	-0.107
C1orf110	0.1175
CES7	0.12925
LOC440248	-0.423
PPP1R12C	0.7755
C10orf27	0.828
ATG9A	-0.4445
MRPS26	0.079
TMEM40	0.61325
ELP3	-0.3948
ZNF787	0.6054
HIAT1	-0.00825
C8orf34	3.51583333333333
MGC4655	0.3757
PELI1	1.38316666666667
PPT1	-0.1197
SLC35C2	-0.216833333333333
C6orf125	-1.18975
MUC4	-1.38816666666667
RFC4	-2.87
GNB2	0.0513333333333333
NUP50	-0.697071428571429
SULT4A1	-1.97516666666667
C7	2.768375
CCDC130	0.434166666666667
ARRDC4	0.734
RQCD1	-1.102
GLYCTK	-1.07125
AYTL2	-1.67218181818182
MTUS1	1.7597
LEMD3	0.146833333333333
PLEKHF2	0.63675
HOXA7	2.19625
GTF3C2	-1.58
DYNLRB2	2.8265
CNOT10	-0.65875
MR1	-0.158833333333333
FFAR1	0.0375
PRIC285	0.20475
SLITRK6	4.48725
LIX1	-2.3446
UBE1L2	-0.655416666666667
F8	1.889
ACHE	-0.326166666666667
KPNA5	-0.1595
TNFRSF12A	-1.398
EGR3	4.3205
SERPIND1	-3.69066666666667
OASL	2.80925
IFRD1	-0.671875
WDFY1	-0.356333333333333
ZNF267	-0.194625
ACCN5	-0.727
ZBTB6	0.0755
PPP1R3A	0.663
PRRT3	0.00425
FBXL19	-1.064
TXNIP	2.32592857142857
ACTN2	-0.93475
ATG9B	-0.85525
C9orf117	0.30925
IL27	0.153
RPL36AL	0.262
KLK15	0.16925
CHAD	2.1555
RAP2B	-0.2692
HEBP2	2.3285
ZNF342	-0.412
CAMK2G	-0.322666666666667
TLR3	3.0235
FGF14	1.70425
HMGB2	-1.46875
TRPM5	-0.513833333333333
OR5M11	0.3365
KIF3B	0.227894736842105
PRICKLE2	1.8355
MTMR9	-0.115625
C3orf27	0.16625
GLRA3	3.2605
NSDHL	-0.504666666666667
TMEM32	0.18225
POLR2D	-1.199
MYADML	0.41
C9orf114	-0.838
MRGPRX1	-0.9215
TOPORS	0.495
CLDN19	2.023
C1QL4	0.0645
RNF165	-0.3275
DHRS9	2.2865
DNAH2	-0.265
FXR1	-0.839833333333333
ZMYM3	-0.94675
CASP3	-0.148833333333333
FAM120C	-0.36425
SCLY	-1.81525
CA7	-0.3495
ENTPD5	0.153
ZNF461	-0.427875
PDIA5	-0.131
C1orf19	-0.635
TMEM67	-0.38
KCTD20	-0.41775
WDR47	1.411
FLJ38723	1.1265
KLRF1	0.982666666666667
TAS2R16	0.3295
CLDN12	-0.07125
PRKCE	0.23725
UBXD4	-0.3885
ITGAM	2.8095
GLT8D3	-0.418375
WDR31	1.0762
RGS2	4.92375
OR51L1	0.1975
MST1R	-0.4395
KIAA1737	1.20025
OR4A5	-0.192
GLIS1	-1.02433333333333
PTMA	0.132285714285714
NAPA	0.5755
PRDM11	-0.12875
LIPF	-0.9875
DIRAS3	3.45
ASGR2	-4.16275
C1QTNF4	1.18
PIK3R4	0.104166666666667
ARMC3	0.85975
NDUFV3	-0.195
BTBD3	-0.767333333333333
PPP1R2	0.249916666666667
UBE2NL	-1.31325
FOSL2	1.116
FAM119A	-1.5495
TUBA4A	-0.7479
KRTAP12-1	-0.34175
SFRS2	-1.0375
RHPN1	-0.5744
EEF2	-0.052
ZDHHC11	-0.889333333333333
EPHA3	-1.4557
RBM12	0.084
H2AFJ	1.10883333333333
EDIL3	1.4255
KIF26A	-0.0715
SERGEF	0.3265
B3GALT4	2.6565
LOC90925	0.727166666666667
OSCAR	-0.432375
NPFF	0.5175
DEDD	0.27025
TMEM155	-1.1985
PTPN1	0.3315
SCYL2	-0.181333333333333
SKAP1	1.31675
LEAP2	-2.599
GADD45G	0.813
IFITM3	1.606125
PILRB	-0.475333333333333
SLU7	0.2299375
DSC3	2.48575
DNMT3L	-2.07325
PAPD5	0.415625
B3GNT3	-0.0863333333333333
LHCGR	1.07
MSL-1	-0.4175
UBE2S	-2.58325
SAP130	-0.9175
ANAPC11	0.14825
MAGED4B	-0.9265
ATP6V1B2	0.1195
C14orf179	0.97475
CAPZA1	-0.56925
CDYL2	-0.9875
GLRX3	-1.06733333333333
LOC136288	-0.46625
MOBKL1A	-0.25875
HTR2B	4.2205
CRYGD	-0.6665
NUS1	-1.1265
PGRMC1	-0.0255
MYOM2	0.59125
FLJ39653	-1.65166666666667
CHM	-0.0369
OR5M8	-1.3465
ZNF619	0.183
FAM105A	0.5085
CCNL1	0.163125
NAP1L3	0.31925
C10orf57	1.09466666666667
B3GALNT1	-0.248166666666667
CSN1S2A	0.0305
TCP10L	-0.02
GDAP2	-0.558
DMKN	-0.039
COX6B1	0.05725
DNASE2	0.5335
MSH5	-1.9485
LGMN	0.7885
USP31	0.3407
OR13C8	0.1345
SDCBP	0.8167
NUDT11	-1.668
PYGL	1.51966666666667
SNPH	0.307333333333333
B3GNT4	-0.9795
MIZF	-0.6606
NUBPL	0.217875
NOD1	0.433833333333333
CDH22	1.96
NUBP1	0.0195
DSCAM	-3.136
DGKI	1.9995
FAM136A	-1.459
AKAP1	1.00183333333333
SLC16A6	-1.39875
RIN3	0.8275
PSG2	0.03575
DIP2B	-0.589416666666667
PSORS1C1	0.2959
KIAA0495	0.1915
FLJ90709	-0.449166666666667
LPA	0.133833333333333
PIGA	-0.6185
LY75	3.32166666666667
UTS2	-6.48133333333333
RREB1	-0.23425
GALNACT-2	0.1793
MGC3196	-0.832
FLJ31568	0.20575
LPHN1	-0.21075
SP1	0.28375
TOX4	0.0275
HSPA9	-0.3628
APOBEC1	0.00950000000000001
SLC35E4	-0.25675
LSM5	-1.159
SURF1	0.30425
ZBTB1	-0.0780833333333333
GTF2F1	0.072375
RPS15A	-0.2955
DUSP21	-0.6682
GINS4	-3.48733333333333
MYO15A	-0.219333333333333
GIMAP7	4.8485
MGC13379	0.926
ATP6V1E2	-0.932333333333333
UTP3	-0.02125
HNRPA3	-0.3406875
MT4	-0.6905
C14orf155	1.13175
U1SNRNPBP	0.584
CKLF	-0.862
PLEKHN1	-0.6335
MBNL1	0.7955
NUP160	-1.543
ACSM2A	-1.39975
LOC129881	0.34925
KIAA1529	0.00975
FLJ22639	-1.89825
HAND1	-0.726
GSX1	-0.2235
FGA	-3.4264375
SERPINB1	0.3225
ZNF642	0.1325
IGFBP1	-7.780625
SLC1A1	0.224
DHX57	-0.520125
ZNF766	1.074
PTPN21	0.5794
GDPD3	-1.25066666666667
PNPLA5	0.0115
TBR1	-0.182833333333333
FAM116A	0.149
IQGAP1	0.815875
FOS	4.519125
ZNF226	0.219125
FIGNL1	-1.2885
C14orf1	-0.356
ZMYND17	-0.3845
PUS7	-1.40266666666667
TUBB6	0.606375
KCNQ2	-1.9645
MARCH6	-0.582583333333333
CCDC33	0.0055
PRODH	-1.3755
RBM11	1.553
EPHA6	0.314857142857143
SLC43A1	-0.4145
LOC196541	0.2905
NTN1	1.14516666666667
ING4	0.567
PCDHB10	1.09825
DPH2	-1.1104
SPACA4	-0.1095
FBXL21	-5.1185
DIAPH1	-0.813166666666667
ZNF71	0.552
CEP76	-0.831
CORO1A	-1.128
RRM2	-4.889125
EDG4	0.34025
OS9	1.05533333333333
SLC4A1AP	-0.29575
COG5	-0.53625
COPS8	-0.4555
NGLY1	-0.4815
NCBP2	-0.40775
C17orf42	-0.236333333333333
GPSM3	0.589625
SIL1	0.947166666666667
ASB6	-0.578
SMAD5OS	1.09016666666667
UNC93A	-3.620625
A1BG	-0.597333333333333
C21orf62	1.13125
FMO5	0.617
ATRIP	-0.280166666666667
CEBPG	0.364833333333333
C7orf38	-0.4165
TNFRSF1B	1.9814
CLEC1A	2.4975
IQSEC1	0.57925
PATZ1	0.2576
RBM22	0.670375
BAG2	-1.78316666666667
PAQR5	-2.11666666666667
C9orf127	0.4857
THNSL1	-0.68675
SHROOM3	2.0382
JAM2	2.7595
SNRPN	-1.73025
ALX4	0.45
CACNA1S	-0.95
FAM130A1	0.19375
CORIN	0.046
CD300LB	0.5895
PLEKHG6	1.819
LRRC40	-0.762
PCLKC	-1.08275
PCDHB16	1.614
WNT2B	2.21516666666667
ASNS	-2.58355555555556
MRPL49	-0.294375
FLJ46111	-1.6535
ISG20	0.00799999999999999
SMU1	-0.235833333333333
CASZ1	0.0805
POLR1D	-0.711333333333333
GIN1	0.07325
SNAG1	0.779166666666667
ANKRD29	1.017
CDKN2AIP	0.30125
KRR1	-0.08975
CXCL1	-1.791
EPM2A	0.5265
PC	1.63616666666667
DEFB127	0.3125
PDZRN4	2.5135
FAH	1.898
OR51E1	2.634
CDC2L6	-0.3555
DNTTIP1	-0.64825
PAX8	0.41725
TMEM116	0.13275
C1orf150	-0.209
PRO2012	0.07025
MRPL40	-0.5325
BEX1	-2.5474
SLC2A4	2.52233333333333
PKMYT1	-2.476
FEZF2	0.235333333333333
SLC26A9	-2.1185
MAP2	0.4115
LYL1	-0.61475
SLC25A19	-1.01316666666667
NOS3	0.738
ZNF34	0.908666666666667
TMPRSS11F	0.06475
FAM43A	1.304
FCRL4	-0.328166666666667
KLF14	0.995
FLRT2	1.21133333333333
WRN	-1.30325
SDF2	0.6392
KRT8P12	-1.10825
C6orf195	0.497
C9orf125	0.148666666666667
DZIP3	-0.167375
RIT1	0.113083333333333
SCML1	-1.0995
RHBDF2	-0.18525
OR2G3	1.026
REXO1L1	1.439
MAP3K7IP3	-0.691875
C3orf57	-5.472
FBXW11	-0.347666666666667
ETAA1	-0.39125
C14orf131	-0.0276
AKT1S1	-0.356
SLC12A5	-1.064375
C9orf164	0.503
NRIP3	0.092625
NOS1AP	-0.529
TMEM121	-0.21325
SAP30BP	-0.0549
DGCR6	0.587
WDR76	-2.2905
FAM82B	-0.113916666666667
LOC606495	-1.098
MAP9	1.92708333333333
BCDIN3D	0.7535
CXorf36	4.016
DSCR3	-0.7287
ZFAND3	-0.210125
C7orf43	0.173833333333333
SPSB3	0.6556
C19orf19	0.4685
FAM133A	-1.971625
C12orf25	-0.1145
SLC39A3	-0.728375
DISP2	-0.303
PI4KAP2	-1.8245
MKRN3	-3.015
ADAMTS13	-0.429875
CBLN3	-0.1891
TTYH1	1.99466666666667
C3orf18	1.42825
FLJ13236	-0.3295
ZMYND12	2.73925
C18orf25	-0.110875
GLB1L3	-0.6145
ATP13A5	0.765
RANBP10	0.34175
CD96	-1.147
DENND1C	-0.924
RBMS3	2.6995
SLC41A3	0.555833333333333
DGCR6L	0.6025
TMEM128	0.5545
CSNK1G3	0.335571428571429
MOBKL2C	2.02225
TSPAN6	0.327875
MATN2	2.0499
MSL2L1	0.4255
ST6GALNAC2	0.0305
FGFBP2	3.568375
FGL1	-3.9655
MPP3	-0.648166666666667
ARHGEF6	2.39416666666667
TGFBR2	2.168375
ACMSD	2.346
IL33	5.43
C9orf5	0.589916666666667
DEAF1	0.2505
AMN	0.1735
DEFA6	0.123125
RNF212	-0.52075
METT5D1	-0.1725
CIB1	0.1312
TSSK1B	-0.02775
KIAA1727	-0.0465
ZNF680	0.20225
LOC399900	-0.586
LOC152217	-0.3855
CTNNAL1	-1.113
CIT	-3.30558333333333
TLE6	0.2295
ZNF607	-0.94
HERC4	-1.40833333333333
DRAP1	-0.4697
PEMT	1.4165
C10orf111	0.2545
ZNF575	1.303125
KCTD7	0.064
MYO1F	0.616
LOC285382	-0.0475
RAB11A	0.2357
PLCD3	0.1635
C15orf28	0.06825
PTBP2	-0.224125
CTB-1048E9.5	-0.2525
C19orf60	0.5385
C7orf25	0.2085
SETD7	1.532
HOXB9	-4.3025
VANGL1	-0.575625
CHAF1B	-2.9965
NDUFA3	-0.05525
KIAA1328	0.0396666666666667
SHARPIN	-0.033125
TTC23	0.3995
UGP2	1.54058333333333
ANKIB1	0.2266
CIRBP	1.44428571428571
SEC14L4	-2.38533333333333
OVCH1	-0.195166666666667
VPS52	-0.49925
FAT	0.23475
M6PRBP1	-0.4565
GPRIN3	-0.964
PPM1F	-0.2435
TSR1	-1.226
CCDC85A	3.96375
PCSK5	3.16675
ZFHX3	0.3815
HEMK1	-0.2264
PGBD2	0.05025
RSRC2	0.172166666666667
AURKC	-1.64016666666667
SCRIB	-0.5035
ORM2	-4.37566666666667
FAM115A	0.9122
FZD6	-0.312125
UNC119	0.291
GPX3	2.3542
NOV	1.189125
CABC1	1.163875
CDC42SE2	-0.56425
EIF2S2	-1.0641
RNF130	1.943625
CKAP5	-1.43833333333333
RP11-413M3.2	0.695625
C10orf18	0.1278
TMEM93	-0.54375
DYX1C1	1.2395
KCNMB2	-0.95175
ANK3	0.841416666666667
KRT5	2.4427
CDH12	0.163375
QRSL1	-0.781125
JUB	-1.202
SHC4	-0.1045
CCL15	3.067
CCDC22	-0.13775
SNX24	-0.2
RARS	-0.6785
MORC2	0.099375
FAM48A	-0.5045
MT1H	-0.4515
PPP1R14C	-0.415666666666667
FOXD1	-2.02035714285714
C1orf213	1.2645
AMT	-0.6002
DSN1	-1.6665
PTPLAD2	1.73775
DIS3L	0.047
RASL11A	1.18875
GPRC5B	1.207375
FRMD7	0.2785
STRN4	-0.35125
KITLG	0.766772727272727
HDGF	-0.6245
OR1S1	-0.0745
SETX	0.2439
DDR2	1.984375
KCTD12	3.58475
LYZL2	-0.79125
WDR52	0.644
TMEM2	0.35825
ZNF579	0.860166666666667
LOC200810	-0.766
TNFSF9	-1.41225
PPFIA4	-3.53
CNIH3	-0.397166666666667
MAP4K4	-0.942357142857143
ROD1	-0.568785714285714
ALS2CR12	-0.115666666666667
DOCK3	-0.344666666666667
PAQR9	-4.26425
ASB17	-0.027
STX16	-1.15225
FEZ2	0.9814
DLAT	-0.503
KIF21B	-1.59866666666667
CDC5L	-0.10325
TMEM119	1.23483333333333
CRIP3	-1.56525
TPSD1	0.0518333333333333
TEPP	0.846
GNGT2	0.832
C21orf121	0.55375
WNK1	-0.731666666666667
FLJ10490	0.66
OR51B5	-1.8155
LOC203547	-0.943125
HAS1	2.87
PPA1	0.388333333333333
ST7	-0.2385
C11orf46	0.2178
POPDC3	-1.33733333333333
ACOX2	1.5225
ATCAY	-0.412833333333333
TM4SF19	0.36375
MFSD9	-0.355166666666667
PDHB	-0.4855
ERN1	-0.0565
LCE3C	-0.4555
GPR111	-0.05
NOTCH3	1.74066666666667
ADAMTS5	5.34275
B3GALT1	-0.17875
UGCGL1	-1.26016666666667
FAM58A	0.270666666666667
FBXO32	1.96225
CLPP	-0.48925
NXPH1	-1.28666666666667
MTMR3	1.075
ATP1B3	-0.62025
TMEM16A	4.6605
HIST1H3F	-1.247
TRIM25	-0.346333333333333
SDCBP2	0.952
CRKL	-1.28425
HOXB2	0.544166666666667
ANP32B	-0.279375
GATM	3.287
AP4E1	-0.053375
EDG5	0.24
CDKN3	-4.07766666666667
CDH4	-0.76625
PGD	-0.278166666666667
RND1	0.3965
GAD1	-2.643
MPG	0.037875
LOC440350	0.185
ZNF133	0.659
SERPINB12	0.4285
AMELY	0.1785
DHX36	-0.4015
TNFAIP8L2	2.8745
PHTF2	-1.0825
CCDC112	-0.506166666666667
IQCC	-1.21275
HEYL	2.8125
FTSJ2	-0.7795
APPL1	0.799625
RAB43	0.757642857142857
OR10G2	-0.1365
WAC	0.5995
ADCY9	-0.226375
RUNDC2B	0.517333333333333
PYCRL	-0.2179
AGPAT7	-0.3305
SLC22A9	-1.31083333333333
CDKAL1	-0.2435
PDYN	-0.76175
C20orf74	0.94725
MTMR11	0.75975
VAV3	2.32233333333333
DAPL1	4.27325
STXBP3	1
EIF3G	0.04775
ARHGAP22	-0.7355
NPFFR1	0.067
NPC1	-0.742166666666667
ALDH9A1	2.149
ZNF600	-0.263625
ZNF678	-0.49
RASSF1	0.332833333333333
ADD2	-2.131625
PITPNB	0.515875
PKD2L2	0.2675
LRP11	-0.1655
CDKL1	0.5815
SMEK2	0.22825
PRODH2	-3.4745
C11orf54	-0.0668333333333333
SFRS11	-0.581166666666667
IL7	1.39
ALS2CR16	0.73975
BTG3	-0.480666666666667
PAK2	-0.636333333333333
RP11-679B17.1	0.13325
GATA4	-1.97516666666667
ATP2B1	-0.6535
LOC130940	1.5575
C1orf172	1.74183333333333
ATF7IP2	-1.07775
SLC25A43	-0.193833333333333
CENTG3	0.229083333333333
IGF2BP1	-4.3904
FCHSD1	0.2965
CAMK2N2	1.65583333333333
ELAVL3	-0.6225
NBPF15	0.453833333333333
UBE2J2	-0.119583333333333
GNL2	-0.89725
PRR3	-0.9401
NLF2	1.569
OR4F6	0.474
KLHL24	1.35683333333333
CCDC88A	-1.0901
SGPP1	-0.202166666666667
C10orf11	1.066
SLC35B4	-1.04616666666667
UGT3A2	-0.9755
ARNT2	-1.2404
CBR1	-0.08825
ITPR3	-1.20783333333333
TRAPPC6B	-0.2897
AMZ1	0.3445
ARP11	1.36575
WDSUB1	0.80525
APBA1	1.38833333333333
RAB2A	0.7498
C6orf162	0.39075
HPSE2	1.816
PLCE1	0.36325
INSL3	1.73275
DLG1	-0.36
PTPLA	-2.16775
PIGX	-0.295875
TFIP11	0.179166666666667
FIBIN	3.3965
POLR2G	-0.59225
GRAP2	-2.0617
DNAJB8	0.180666666666667
CNBP	0.68
WASF1	-1.00325
INPP5E	-0.2694
HSPB1	-0.166125
TMEM167	-0.1271
CUBN	0.77825
IGF1	5.7846875
ITPK1	1.2336
NAALAD2	0.05975
G3BP1	-0.3322
NT5DC1	0.579875
CYP39A1	1.6855
TMEM139	1.968
POLK	0.1479
GLULD1	-1.52375
RBM15	-1.33616666666667
AMZ2	0.1335
GDF15	-2.86133333333333
MESDC2	-0.146
INCA	0.9135
ACY1L2	-0.41
GZMM	-0.898833333333333
PAIP1	0.00625
CACNA2D1	0.998
STK32C	-1.03
SH3BP4	0.586333333333333
DEC1	-0.2005
PADI1	-0.489
UBB	0.2725
PON3	0.3135
PROP1	0.786
ANKRD13B	-0.7835
ADCK1	-0.3255
TCF25	0.661916666666667
SLC38A5	-2.95925
CXorf26	0.355166666666667
C19orf39	-0.1955
PPP1R13B	0.33325
ARL2	-0.2205
TCL6	0.239166666666667
TOP3A	-0.907
SLC16A14	0.143375
FXYD6	2.667
HIST1H4E	-0.312
BBC3	0.416368421052632
UNC5A	0.2095
FAM86C	-0.7438
PI4KB	0.318625
B3GAT1	-1.513
SUSD2	1.80366666666667
OAZ2	0.306166666666667
NOC4L	-0.54975
C10orf12	-1
FADS1	-2.76966666666667
LOC144097	-1.1485
DKK2	1.43733333333333
KIAA1949	-0.06575
RHOT1	-0.1676
OXT	2.26116666666667
GPR153	1.35225
ARL4A	0.1185
SAAL1	-1.515
CCDC64	-0.724
USE1	-0.034
HNMT	2.04516666666667
PCGF3	0.1406875
CYP2C19	-0.17275
C20orf4	-0.079
CCDC11	1.1145
ACSBG2	0.22275
RWDD2A	0.088
PALLD	2.44225
CPLX4	0.106
LOC492311	2.065
KPNA2	-2.56533333333333
MACROD1	-0.6464
TMCO3	-0.552333333333333
C15orf52	1.549
BIRC5	-3.69506666666667
PRR16	-0.0803333333333333
FAM63B	0.416625
KATNB1	-0.548166666666667
WNT8B	-0.688
CPLX3	0.28675
GHR	4.65975
CCDC124	-0.58475
