Hybridization REF	TCGA-AR-A1AP-01A-11R-A12P-07
ZNF347	0.3215
GTF2E1	1.063
RY1	-0.0593333333333333
ATAD2B	0.03075
ARHGAP17	-0.197
KCNIP3	-1.00075
SFPQ	-0.0175
GFRA4	0.0653333333333333
AKR1B10	-2.596
TIGD6	0.142666666666667
RGS16	2.0765
URB1	-0.865833333333333
OR4C46	-0.991833333333333
TOP3B	-0.932
NFATC4	0.608
CA14	-5.15525
BMPR1A	0.253666666666667
SNRP70	-0.4375
PRL	-0.293416666666667
C6orf130	-0.7615
STAG2	-0.52825
CD55	-0.192571428571429
RPS23	0.499166666666667
SSX2	-1.60516666666667
FDPSL2A	-0.017
FBXO27	0.52325
SYNGR3	0.659333333333333
TMSL3	2.19775
EML1	-1.1
NUP93	-1.00208333333333
SMAD3	0.686
KIAA1189	2.32666666666667
HNRPUL2	0.854666666666667
TBC1D12	0.855333333333333
C16orf24	0.99
MRVI1	1.10716666666667
ZNF581	0.0205
ELOVL3	0.6425
OR51Q1	0.21825
CACNB3	1.42283333333333
GALNT13	-1.282875
C10orf84	1.3040625
NEDD4	0.0894
SPO11	1.377
OR5AU1	0.3405
NEK4	0.605142857142857
PRKAR2A	-0.434833333333333
IHPK1	-0.364333333333333
ATP6V0B	0.470625
CACNA1E	-0.8785
CEACAM8	0.629666666666667
PEX14	0.0765
FLJ12993	-1.731
ZBTB38	-0.875083333333333
PCTK2	0.0315
LRRC16	0.5306
FBLIM1	0.222833333333333
FYCO1	0.886
RP5-1022P6.2	0.760083333333333
CMTM1	1.1325
PLTP	0.758666666666667
RAPH1	0.789875
DOCK8	1.16375
EZH2	-1.249
SLC25A1	-0.994333333333333
PLEKHB1	2.6845
GRB7	0.7999
ZFP37	0.00875
MRPL33	-0.13325
PELO	-0.03825
ARMC1	0.461363636363636
C9orf27	0.338
FLJ25778	-0.1595
C9orf37	-1.36783333333333
TMEM66	0.75075
SPRN	-0.049125
HBEGF	0.557375
PI4KA	-1.376
LEPRE1	-1.1355
POU2AF1	-3.81175
MRPL12	-0.564166666666667
REP15	-0.3635
ZC3H3	0.653
RASAL1	-1.10775
DDAH1	1.636375
ACBD5	0.59425
TMC2	-0.3195
CCDC137	-0.6615
SAMD13	-1.5795
UGT2B15	-2.09016666666667
TIPARP	-0.546
DNASE1L3	0.65375
TRIM72	0.254
DBX2	-0.68475
IPO8	-0.615
C21orf88	0.1201
MAP3K14	0.6095
LOC51233	0.780166666666667
GGTLA4	-0.96
PDE6D	0.451
ZNF117	0.57375
CLK2	-0.0765
NKRF	-1.407
TNFSF15	1.2314
DUSP2	-0.519125
SECISBP2	-0.5368
GABRR2	-0.793
PPAP2C	2.8685
LOC51145	0.157833333333333
PAG1	-0.402375
PIK3C3	-0.3445
GNG10	-0.1645
APOL4	0.675333333333333
ANKRD28	-0.664375
STMN3	-1.6511
RAB14	0.3158
CDK2AP2	-0.33625
HDDC3	0.287
COMMD7	0.74675
CXXC1	-0.69175
HMCN1	-0.6755
CD40	2.41625
DYNC1LI2	0.1083125
GDI1	0.645
LOC646938	-0.1385
VSNL1	-2.37516666666667
PIH1D1	0.429666666666667
RAET1G	-0.8065
KRTAP5-9	0.313
EFTUD2	-1.48325
ZNF311	0.0395
ATP6V1G3	0.37075
OR2W3	1.46225
SCN4A	0.1615
MED10	-0.057
FAM135A	-0.8462
ARHGAP4	-0.126
EHMT2	-1.156625
UFD1L	-0.741
ERMP1	-0.157
MAG1	-1.47016666666667
THAP8	0.386333333333333
HACE1	0.235666666666667
FAM82C	0.652166666666667
C3orf20	-0.3745
UNC84A	-0.611166666666667
SCD5	-0.637214285714286
LASS6	1.1945
LSG1	0.49025
MAL	-4.84875
GPR22	-1.104
WDR5B	1.65375
ACTRT1	0.6
C17orf60	0.385
GRIN2C	-0.3807
ARMC8	-0.23
SLC47A1	-1.51783333333333
DMPK	0.85225
DHRS13	-0.518833333333333
SMC1A	-0.9675
KRTAP17-1	-0.4995
SMYD5	-0.4635
TUSC2	1.0955
CRHR2	0.387
KIR3DL2	0.401
CCDC104	1.0105
ATP2C1	0.40375
CROT	1.1525
PABPC3	-0.641166666666667
EGR1	2.12766666666667
THSD1	0.15725
KHK	-1.132
SLC12A2	1.766875
CD58	-0.31475
STOX2	-0.554
CCDC76	-0.8417
CCDC48	4.227
DNAH1	0.258
ZIC4	-0.45675
OR1G1	0.039
PSMC6	-0.5635
PROKR1	0.189
ABCB1	-0.6845
TRAT1	-0.38725
LLGL1	0.315
MTF1	0.4415
USP54	1.154125
PAGE2B	-2.304
ITGB7	-3.9515
CCDC81	0.4935
LOC149837	0.27175
SCUBE1	0.3725
ZSCAN10	-0.446
HUWE1	-0.225357142857143
CDH17	-1.111
CD180	0.485
IL17A	0.1935
TMPO	-1.92325
KIAA1524	-1.2295
HDGFRP3	0.953833333333333
OXCT1	-1.20063636363636
RRAS2	-0.9995
LTBP2	2.838875
SV2B	0.7005
CYP2A6	1.057625
PKD1L2	-1.26083333333333
PPM1M	0.936
FLJ22662	1.62816666666667
ZNF502	-0.062
GP6	-0.49775
CRYBA2	-1.20825
LEF1	-2.3019
CTPS	-2.08442857142857
EYA1	-3.1445
EPS8L1	1.497
MAPK14	-0.694
SERPINB2	-5.318375
GTF2F2	-0.2085
ZNHIT4	0.3525
PLA1A	2.82875
C20orf114	0.8335
HPR	-4.548
C18orf2	-4.531
SATB2	-2.46875
KCNJ9	0.296428571428571
MGC157906	0.766
MOCS3	0.48125
C17orf71	-0.458833333333333
PPHLN1	-0.279
HIST1H2BN	-2.690375
RAPGEF1	-0.63925
MAP3K8	0.3985
DLG4	0.651833333333333
STC1	0.40725
CDGAP	1.84875
DDX26B	-0.71825
LOC150223	-2.402
CPSF3	-0.647
TMEM14A	-0.16525
MYH3	-1.544
GPKOW	0.6275
SULT1A1	0.421
SPON1	3.7138
YY1AP1	0.108166666666667
RAB23	0.0755
PLA2G4A	-3.4775
MAPRE3	0.63475
ZNF516	0.586714285714286
GGPS1	0.81825
EXOC3L2	-0.65775
C19orf42	1.0408
MAP2K2	-0.260666666666667
HIST1H2BB	-2.537
RNF19B	1.4325
C6orf128	0.0283333333333333
TLR8	2.72525
PCDHA9	1.27
CARS2	0.44525
CLUL1	2.11816666666667
RHAG	-4.084
UNK	-0.4075
EXOC8	1.3195
C9orf95	0.271
C14orf143	-0.443
MAML3	0.163
LDHA	-1.27625
MRPL20	0.44925
KLHDC6	0.395833333333333
ATP5S	-0.492666666666667
C8orf55	0.697
PHF19	-2.4655
KRTAP13-4	0.329
TTC5	0.234
XKR5	-0.9765
SILV	-4.79566666666667
TEX28	-0.367
TCTN1	-0.10925
CX40.1	-0.339
PPP2R5C	-0.637875
C12orf30	-1.28883333333333
CAPG	2.40875
MPZL1	1.50285
ARSB	-0.899833333333333
TDH	-1.2665
WASF4	-0.41425
TSSK3	-1.39716666666667
7A5	0.735
CRISPLD1	2.272875
MAD1L1	-0.537833333333333
SPIN4	-0.8555
AMPD1	-0.2775
DPYSL5	0.097
INPP1	-0.0253333333333333
ANKRD11	-1.40827777777778
NPAS4	0.091875
GCET2	0.4913
RNASE9	1.0465
GUCY2D	-0.0341666666666667
CCDC98	-0.65075
FGF4	-0.139375
CPM	-0.4035
SLC26A4	-0.480666666666667
PLD5	-0.53175
FAM59A	-1.2609
FBXO5	-1.67788888888889
SIPA1L1	-0.5085
DPYS	0.96575
ATG4D	0.092
TGM3	0.476
MTCH1	-0.49925
HK1	0.443642857142857
CDC26	-0.4015
GALNT12	-2.14933333333333
LOC339229	-0.43275
MRPL35	-0.620625
ORC4L	0.43225
TNKS	-0.384357142857143
C2orf24	0.768833333333333
ZNF553	0.423666666666667
GGTLA1	2.8061
ZNF497	-0.07975
CDY1B	1.24925
SLC30A4	0.134571428571429
TUB	-0.505375
ARHGEF18	0.383
ARRB1	0.12575
KCNK1	1.87775
EREG	3.5146
SCAMP5	0.127
RUNDC3B	1.056
ADAMTS20	0.03375
IL17RB	-0.175125
FLJ20323	-0.37675
MCAM	-0.313125
POLR3E	-1.83791666666667
AQR	0.680333333333333
IPMK	0.1315
CDCA7	-4.555625
CAMP	2.635
GRHL3	0.9175
ADAMTSL2	0.9635
CLMN	1.25433333333333
SSTR3	0.6115
MAGEA5	-1.774
OVOL2	4.07825
JMJD1B	-0.2945
RBL2	0.2074
PYGO2	0.3915
PPP1R10	-0.105
CSE1L	-1.09033333333333
LCA5	1.9095
RDH16	1.45825
ASRGL1	-2.74175
TOM1	0.658166666666667
PTX3	-5.4045
TTC15	0.5505
SCGB3A1	2.764
MRPL50	-1.23675
RCAN3	0.86725
SLC26A11	0.9175
STYX	-0.806833333333333
CINP	-0.50675
MARCH7	0.362
PFKM	-0.949
SGMS1	1.04083333333333
RIOK3	-1.7406
C1orf110	0.6825
CES7	0.488875
LOC440248	-1.13875
PPP1R12C	0.2295
C10orf27	-0.343
ATG9A	-0.163
MRPS26	0.901625
TMEM40	2.5285
ELP3	-0.9468
ZNF787	-0.3234
HIAT1	-0.040375
C8orf34	3.52683333333333
MGC4655	0.2257
PELI1	0.564166666666667
PPT1	0.2391
SLC35C2	-0.0203333333333333
C6orf125	-0.7055
MUC4	-1.4675
RFC4	-1.60471428571429
GNB2	0.5875
NUP50	-0.421071428571429
SULT4A1	-0.5665
C7	4.179875
CCDC130	-0.897166666666667
ARRDC4	0.073
RQCD1	-0.02875
GLYCTK	-1.08
AYTL2	-0.342818181818182
MTUS1	0.8423
LEMD3	0.501333333333333
PLEKHF2	2.429
HOXA7	-0.221875
GTF3C2	-0.9095
DYNLRB2	3.387
CNOT10	-0.4755
MR1	0.756333333333333
FFAR1	-0.315
PRIC285	0.66225
SLITRK6	5.54275
LIX1	-2.4695
UBE1L2	0.289166666666667
F8	1.597125
ACHE	-0.294333333333333
KPNA5	-0.12675
TNFRSF12A	0.570333333333333
EGR3	2.7775
SERPIND1	-3.713
OASL	2.6395
IFRD1	-0.16925
WDFY1	0.289333333333333
ZNF267	0.57625
ACCN5	-0.3575
ZBTB6	0.01075
PPP1R3A	0.1245
PRRT3	2.615
FBXL19	-0.791
TXNIP	0.00864285714285714
ACTN2	4.338
ATG9B	0.186
C9orf117	0.56525
IL27	-1.146
RPL36AL	0.0701666666666667
KLK15	-0.43775
CHAD	1.706
RAP2B	0.4036
HEBP2	1.3005
ZNF342	0.4865
CAMK2G	-0.3725
TLR3	2.81075
FGF14	0.88725
HMGB2	-0.771625
TRPM5	-0.206666666666667
OR5M11	0.4905
KIF3B	0.743947368421053
PRICKLE2	1.74925
MTMR9	-0.1725
C3orf27	0.23925
GLRA3	-1.08816666666667
NSDHL	-0.537
TMEM32	-0.32875
POLR2D	-0.757666666666667
MYADML	0.17
C9orf114	-1.10125
MRGPRX1	0.0255
TOPORS	-0.01425
CLDN19	-0.28425
C1QL4	0.0415
RNF165	-2.668
DHRS9	0.37075
DNAH2	0.6875
FXR1	-0.771
ZMYM3	-0.650625
CASP3	0.276333333333333
FAM120C	-1.533
SCLY	-1.45875
CA7	-0.311
ENTPD5	-0.4635
ZNF461	0.328375
PDIA5	-0.4715
C1orf19	-0.376666666666667
TMEM67	0.81525
KCTD20	-1.12175
WDR47	1.095
FLJ38723	0.3185
KLRF1	-0.076
TAS2R16	0.022
CLDN12	1.3575
PRKCE	-0.9635
UBXD4	-0.248
ITGAM	3.11116666666667
GLT8D3	0.1205
WDR31	-0.6227
RGS2	1.4835
OR51L1	0.31
MST1R	1.97375
KIAA1737	1.727
OR4A5	0.517
GLIS1	-2.33166666666667
PTMA	0.456714285714286
NAPA	1.953
PRDM11	0.69775
LIPF	0.075
DIRAS3	2.576
ASGR2	-4.1675
C1QTNF4	0.57775
PIK3R4	0.338833333333333
ARMC3	3.878
NDUFV3	-0.427333333333333
BTBD3	-0.241666666666667
PPP1R2	0.326333333333333
UBE2NL	-0.822
FOSL2	0.832071428571428
FAM119A	-1.07733333333333
TUBA4A	-0.2908
KRTAP12-1	-0.742
SFRS2	-0.1905
RHPN1	0.4534
EEF2	-0.7655
ZDHHC11	-1.55566666666667
EPHA3	-1.5616
RBM12	-0.382
H2AFJ	0.936666666666667
EDIL3	3.5935
KIF26A	-1.947
SERGEF	0.5055
B3GALT4	1.64425
LOC90925	-0.4555
OSCAR	-0.043375
NPFF	-0.595625
DEDD	0.7935
TMEM155	-1.174625
PTPN1	0.35775
SCYL2	0.145166666666667
SKAP1	2.93975
LEAP2	-2.92566666666667
GADD45G	1.4672
IFITM3	1.175625
PILRB	-0.794
SLU7	0.4399375
DSC3	-0.05075
DNMT3L	-1.54625
PAPD5	-0.799
B3GNT3	-0.0656666666666667
LHCGR	-0.728
MSL-1	-0.33875
UBE2S	-1.361375
SAP130	-0.6735
ANAPC11	0.00175
MAGED4B	-2.5195
ATP6V1B2	0.2465
C14orf179	0.443
CAPZA1	0.48925
CDYL2	0.174666666666667
GLRX3	-0.132166666666667
LOC136288	1.66325
MOBKL1A	0.01825
HTR2B	2.1365
CRYGD	0.0276666666666667
NUS1	-0.528666666666667
PGRMC1	1.6575
MYOM2	-0.8055
FLJ39653	-2.0825
CHM	-0.1505
OR5M8	0.3125
ZNF619	0.401
FAM105A	2.0725
CCNL1	-0.230375
NAP1L3	-0.34125
C10orf57	1.57833333333333
B3GALNT1	1.83583333333333
CSN1S2A	0.478
TCP10L	0.3835
GDAP2	0.4415
DMKN	-1.9385
COX6B1	-0.03475
DNASE2	0.519833333333333
MSH5	-2.4865
LGMN	0.391125
USP31	-0.2219
OR13C8	-0.168
SDCBP	1.1804
NUDT11	-2.41416666666667
PYGL	-0.922333333333333
SNPH	-1.59366666666667
B3GNT4	-1.03
MIZF	-0.8722
NUBPL	0.37675
NOD1	-0.332333333333333
CDH22	-0.858125
NUBP1	0.392666666666667
DSCAM	-3.936
DGKI	0.448
FAM136A	-1.41875
AKAP1	0.193666666666667
SLC16A6	2.38625
RIN3	0.44
PSG2	2.58375
DIP2B	0.89775
PSORS1C1	-0.182
KIAA0495	0.185
FLJ90709	0.012
LPA	-0.182
PIGA	0.600333333333333
LY75	3.44633333333333
UTS2	-5.94116666666667
RREB1	-0.335125
GALNACT-2	0.9271
MGC3196	-0.52275
FLJ31568	-0.169
LPHN1	-0.725
SP1	1.99125
TOX4	0.539333333333333
HSPA9	0.6831
APOBEC1	1.1775
SLC35E4	-1.57575
LSM5	-1.05475
SURF1	0.18025
ZBTB1	-0.0486666666666666
GTF2F1	0.37225
RPS15A	-0.147
DUSP21	-1.096
GINS4	-2.8955
MYO15A	0.9685
GIMAP7	3.70825
MGC13379	0.4925
ATP6V1E2	-1.075
UTP3	0.45425
HNRPA3	-0.2449375
MT4	-0.6165
C14orf155	1.09533333333333
U1SNRNPBP	0.76225
CKLF	-0.440833333333333
PLEKHN1	-1.61483333333333
MBNL1	-0.239916666666667
NUP160	-0.7215
ACSM2A	-2.03525
LOC129881	2.221
KIAA1529	-0.596
FLJ22639	-1.352
HAND1	-0.5045
GSX1	0.0795
FGA	-3.9665
SERPINB1	-0.32
ZNF642	0.55675
IGFBP1	-7.830625
SLC1A1	2.156375
DHX57	-0.186
ZNF766	0.063
PTPN21	-0.6287
GDPD3	-1.36816666666667
PNPLA5	0.02
TBR1	0.536
FAM116A	0.45375
IQGAP1	1.154875
FOS	1.32075
ZNF226	0.79825
FIGNL1	-0.752
C14orf1	0.1625
ZMYND17	-0.509
PUS7	-1.482
TUBB6	-1.0335
KCNQ2	-1.43325
MARCH6	-0.0351666666666667
CCDC33	0.171
PRODH	-1.562
RBM11	2.83025
EPHA6	0.418
SLC43A1	-1.8735
LOC196541	0.123714285714286
NTN1	1.25366666666667
ING4	0.69275
PCDHB10	3.8135
DPH2	-1.0335
SPACA4	-0.20875
FBXL21	-4.3205
DIAPH1	-0.688833333333333
ZNF71	0.4615
CEP76	-0.919
CORO1A	-0.10425
RRM2	-1.483125
EDG4	1.234
OS9	0.459833333333333
SLC4A1AP	0.256
COG5	-0.30375
COPS8	-0.0105
NGLY1	-0.6095
NCBP2	0.13925
C17orf42	-0.951
GPSM3	0.421125
SIL1	1.01816666666667
ASB6	-0.88075
SMAD5OS	-0.233166666666667
UNC93A	-3.027625
A1BG	0.2555
C21orf62	0.0879999999999999
FMO5	1.45
ATRIP	0.175833333333333
CEBPG	0.7415
C7orf38	-0.016
TNFRSF1B	0.541333333333333
CLEC1A	1.35316666666667
IQSEC1	0.01725
PATZ1	0.5846
RBM22	0.581625
BAG2	-2.58016666666667
PAQR5	-2.02783333333333
C9orf127	0.0386
THNSL1	-0.09
SHROOM3	2.206
JAM2	0.71875
SNRPN	-2.1665
ALX4	0.418
CACNA1S	-0.021
FAM130A1	0.938
CORIN	1.6045
CD300LB	0.7925
PLEKHG6	1.084
LRRC40	-0.7415
PCLKC	-0.75075
PCDHB16	0.187333333333333
WNT2B	0.232166666666667
ASNS	-1.347
MRPL49	0.794875
FLJ46111	0.7045
ISG20	-0.272875
SMU1	-0.1235
CASZ1	0.308
POLR1D	-0.0686666666666667
GIN1	0.22675
SNAG1	0.931333333333333
ANKRD29	-1.55525
CDKN2AIP	0.62275
KRR1	-0.106
CXCL1	-1.755
EPM2A	0.2765
PC	-0.238333333333333
DEFB127	-0.597
PDZRN4	1.7515
FAH	1.868375
OR51E1	1.8135
CDC2L6	-0.208333333333333
DNTTIP1	0.4155
PAX8	-1.2265
TMEM116	-0.01575
C1orf150	0.147
PRO2012	0.7205
MRPL40	-0.896833333333333
BEX1	-2.2863
SLC2A4	-1.19366666666667
PKMYT1	-1.25825
FEZF2	0.245166666666667
SLC26A9	-2.90725
MAP2	1.152
LYL1	-1.28575
SLC25A19	-1.236
NOS3	0.2745
ZNF34	1.4015
TMPRSS11F	-0.97375
FAM43A	-0.64575
FCRL4	1.41033333333333
KLF14	-0.2375
FLRT2	-0.502166666666667
WRN	-1.428
SDF2	0.00350000000000001
KRT8P12	0.5265
C6orf195	0.5365
C9orf125	-2.21583333333333
DZIP3	-0.764
RIT1	1.1075
SCML1	-2.75216666666667
RHBDF2	0.42325
OR2G3	0.223
REXO1L1	0.4
MAP3K7IP3	0.597875
C3orf57	-3.04
FBXW11	-0.473666666666667
ETAA1	0.04525
C14orf131	-0.8513
AKT1S1	0.41625
SLC12A5	-0.89
C9orf164	0.94675
NRIP3	-0.691
NOS1AP	-0.8895
TMEM121	0.1825
SAP30BP	0.1595
DGCR6	-0.181
WDR76	-0.7745
FAM82B	-0.280666666666667
LOC606495	-0.4075
MAP9	2.99116666666667
BCDIN3D	0.86625
CXorf36	3.202
DSCR3	0.0306
ZFAND3	0.254375
C7orf43	0.858666666666667
SPSB3	0.6697
C19orf19	0.3145
FAM133A	-2.588
C12orf25	0.42125
SLC39A3	-0.617125
DISP2	2.32375
PI4KAP2	-2.332
MKRN3	-3.06433333333333
ADAMTS13	-0.8035
CBLN3	0.5566
TTYH1	-1.12366666666667
C3orf18	1.41625
FLJ13236	-0.0335
ZMYND12	2.82925
C18orf25	0.099375
GLB1L3	-1.1895
ATP13A5	0.7285
RANBP10	-0.3335
CD96	-0.9104
DENND1C	-0.268
RBMS3	0.1198
SLC41A3	0.282166666666667
DGCR6L	-0.00125
TMEM128	0.816166666666667
CSNK1G3	-0.0821428571428571
MOBKL2C	1.0175
TSPAN6	-0.769375
MATN2	-0.7155
MSL2L1	0.336666666666667
ST6GALNAC2	-0.955666666666667
FGFBP2	0.240125
FGL1	-3.86516666666667
MPP3	-0.803166666666667
ARHGEF6	0.538833333333333
TGFBR2	0.253625
ACMSD	-0.331
IL33	3.65425
C9orf5	-0.673833333333333
DEAF1	0.2314
AMN	-0.1195
DEFA6	0.2475
RNF212	-1.9735
METT5D1	0.414
CIB1	1.3541
TSSK1B	0.261
KIAA1727	1.845
ZNF680	1.16708333333333
LOC399900	-0.208
LOC152217	-0.577583333333333
CTNNAL1	-3.07
CIT	-2.319
TLE6	1.11175
ZNF607	-0.79775
HERC4	-0.494
DRAP1	0.2011
PEMT	-0.4575
C10orf111	-0.183
ZNF575	0.162875
KCTD7	-0.7665
MYO1F	0.61825
LOC285382	-0.40625
RAB11A	1.5026
PLCD3	-0.90975
C15orf28	-0.03825
PTBP2	-0.725875
CTB-1048E9.5	-0.4815
C19orf60	0.161166666666667
C7orf25	0.799666666666667
SETD7	0.94
HOXB9	-4.27
VANGL1	-0.4183125
CHAF1B	-1.61125
NDUFA3	0.168
KIAA1328	-0.334166666666667
SHARPIN	0.7695
TTC23	0.328375
UGP2	0.470833333333333
ANKIB1	0.015
CIRBP	1.32285714285714
SEC14L4	-2.82266666666667
OVCH1	0.347166666666667
VPS52	-0.1705
FAT	-0.51675
M6PRBP1	-0.0555
GPRIN3	-0.028
PPM1F	-0.9115
TSR1	-0.381
CCDC85A	0.89125
PCSK5	1.22775
ZFHX3	-0.6585
HEMK1	-0.3598
PGBD2	0.297
RSRC2	0.464166666666667
AURKC	-0.636666666666667
SCRIB	-0.222125
ORM2	-4.74516666666667
FAM115A	-0.0848
FZD6	1.04125
UNC119	-0.0626666666666667
GPX3	-0.1147
NOV	-0.385125
CABC1	-0.242125
CDC42SE2	0.169625
EIF2S2	0.358
RNF130	1.333375
CKAP5	-0.544666666666667
RP11-413M3.2	-0.428
C10orf18	0.7203
TMEM93	-0.0495
DYX1C1	2.27325
KCNMB2	-0.702625
ANK3	2.43575
KRT5	-0.1266
CDH12	-1.357
QRSL1	-0.2715
JUB	-0.722
SHC4	-2.321375
CCL15	1.252
CCDC22	0.15375
SNX24	0.9875
RARS	-0.4555
MORC2	-0.089
FAM48A	0.16175
MT1H	0.7025
PPP1R14C	-1.7305
FOXD1	-3.29071428571429
C1orf213	-2.55375
AMT	-1.7786
DSN1	-0.87575
PTPLAD2	3.243
DIS3L	-0.3175
RASL11A	1.0255
GPRC5B	-0.69625
FRMD7	-0.8685
STRN4	0.0525
KITLG	0.542727272727273
HDGF	-0.47375
OR1S1	0.141
SETX	-0.5172
DDR2	-0.25825
KCTD12	1.69225
LYZL2	-0.298
WDR52	0.142
TMEM2	-0.4805
ZNF579	-0.4725
LOC200810	1.415
TNFSF9	-1.523375
PPFIA4	-3.1115
CNIH3	0.368166666666667
MAP4K4	-0.923785714285714
ROD1	-0.6275
ALS2CR12	-0.278666666666667
DOCK3	0.1565
PAQR9	-4.4115
ASB17	0.1575
STX16	-0.803375
FEZ2	0.461666666666667
DLAT	-0.91
KIF21B	-1.1335
CDC5L	-0.6795
TMEM119	1.28483333333333
CRIP3	-1.777
TPSD1	-0.391166666666667
TEPP	-0.7175
GNGT2	1.28525
C21orf121	-0.65275
WNK1	-0.202333333333333
FLJ10490	-0.2212
OR51B5	-1.9775
LOC203547	-0.61225
HAS1	-0.0955
PPA1	0.7695
ST7	0.402
C11orf46	0.7289
POPDC3	-2.65966666666667
ACOX2	4.4765
ATCAY	-0.75775
TM4SF19	0.45325
MFSD9	-0.119833333333333
PDHB	0.29275
ERN1	0.0395
LCE3C	-0.2925
GPR111	0.741
NOTCH3	0.903666666666667
ADAMTS5	1.997
B3GALT1	-1.1665
UGCGL1	-0.7455
FAM58A	0.550666666666667
FBXO32	1.98825
CLPP	-0.2985
NXPH1	-1.33666666666667
MTMR3	0.591333333333333
ATP1B3	-1.03325
TMEM16A	4.341125
HIST1H3F	-0.7095
TRIM25	0.444333333333333
SDCBP2	2.6925
CRKL	-1.680875
HOXB2	2.9665
ANP32B	-0.85825
GATM	2.034
AP4E1	0.165375
EDG5	0.3685
CDKN3	-1.78266666666667
CDH4	-2.648
PGD	-0.0895
RND1	1.15
GAD1	-2.3802
MPG	-0.223375
LOC440350	-0.5435
ZNF133	0.17
SERPINB12	0.854
AMELY	-0.46125
DHX36	-0.3405
TNFAIP8L2	3.09
PHTF2	0.206777777777778
CCDC112	-0.370333333333333
IQCC	-0.272
HEYL	2.64783333333333
FTSJ2	-0.403666666666667
APPL1	0.300875
RAB43	0.728857142857143
OR10G2	-0.237
WAC	0.629666666666667
ADCY9	0.463625
RUNDC2B	-0.746666666666667
PYCRL	0.4748
AGPAT7	0.0721666666666667
SLC22A9	-0.95
CDKAL1	-0.3365
PDYN	-0.588666666666667
C20orf74	0.3145
MTMR11	2.52875
VAV3	4.60283333333333
DAPL1	-0.55875
STXBP3	0.4985
EIF3G	0.02775
ARHGAP22	-0.9315
NPFFR1	-0.1615
NPC1	-1.66283333333333
ALDH9A1	1.127
ZNF600	0.59575
ZNF678	0.527666666666667
RASSF1	0.54075
ADD2	-2.42325
PITPNB	-0.777125
PKD2L2	0.209142857142857
LRP11	0.38175
CDKL1	-0.44975
SMEK2	0.2605
PRODH2	-3.25866666666667
C11orf54	-0.184666666666667
SFRS11	-0.0646666666666667
IL7	0.921166666666667
ALS2CR16	-0.099
BTG3	0.106666666666667
PAK2	-0.473722222222222
RP11-679B17.1	-0.8885
GATA4	-1.788
ATP2B1	-1.14775
LOC130940	2.545
C1orf172	2.10316666666667
ATF7IP2	-0.59175
SLC25A43	-0.192
CENTG3	-0.0230833333333333
IGF2BP1	-3.7924
FCHSD1	0.4085
CAMK2N2	-0.564833333333333
ELAVL3	-0.0331
NBPF15	0.0608333333333333
UBE2J2	0.475833333333333
GNL2	-0.5835
PRR3	-0.4945
NLF2	0.21075
OR4F6	0.2715
KLHL24	0.554166666666667
CCDC88A	-1.8609
SGPP1	-1.42066666666667
C10orf11	1.59033333333333
SLC35B4	-0.525333333333333
UGT3A2	-1.635
ARNT2	0.6245
CBR1	-0.52725
ITPR3	-0.898166666666667
TRAPPC6B	0.6097
AMZ1	-0.9575
ARP11	1.27625
WDSUB1	1.20625
APBA1	0.5995
RAB2A	1.0728
C6orf162	-0.386625
HPSE2	0.527666666666667
PLCE1	-0.053
INSL3	0.17175
DLG1	0.1314
PTPLA	-3.8175
PIGX	-0.067875
TFIP11	4.62592926927149e-18
FIBIN	3.405
POLR2G	-0.028
GRAP2	-1.7876
DNAJB8	0.1165
CNBP	1.29583333333333
WASF1	-0.84725
INPP5E	-1.284
HSPB1	1.7603125
TMEM167	0.0871
CUBN	-0.38625
IGF1	3.5614375
ITPK1	-0.3436
NAALAD2	-1.289125
G3BP1	-0.0343
NT5DC1	0.25125
CYP39A1	1.863
TMEM139	0.937833333333333
POLK	-0.01
GLULD1	-3.1225
RBM15	-1.08366666666667
AMZ2	0.01975
GDF15	0.625333333333333
MESDC2	0.03725
INCA	1.2985
ACY1L2	-2.316
GZMM	-0.669
PAIP1	0.35
CACNA2D1	-0.8335
STK32C	1.39433333333333
SH3BP4	1.19283333333333
DEC1	0.292
PADI1	1.0875
UBB	0.3609
PON3	3.11516666666667
PROP1	0.333
ANKRD13B	-1.0455
ADCK1	-0.558
TCF25	-0.270833333333333
SLC38A5	-2.48775
CXorf26	0.336166666666667
C19orf39	0.6785
PPP1R13B	-0.08875
ARL2	-0.904
TCL6	-0.109
TOP3A	-0.129
SLC16A14	0.4555
FXYD6	0.6115
HIST1H4E	-1.23875
BBC3	0.490736842105263
UNC5A	0.166
FAM86C	-0.1285
PI4KB	0.65675
B3GAT1	-2.84625
SUSD2	1.01566666666667
OAZ2	0.1445
NOC4L	-0.11225
C10orf12	0.3665
FADS1	-3.303
LOC144097	-0.3805
DKK2	1.45566666666667
KIAA1949	-0.074
RHOT1	-0.2638
OXT	0.849166666666667
GPR153	-0.34725
ARL4A	-0.486166666666667
SAAL1	-1.22975
CCDC64	0.48
USE1	-0.171166666666667
HNMT	1.6185
PCGF3	0.4395625
CYP2C19	0.33425
C20orf4	0.052
CCDC11	0.77325
ACSBG2	0.24525
RWDD2A	0.99225
PALLD	2.18
CPLX4	0.576
LOC492311	1.21275
KPNA2	-1.51
MACROD1	-0.1995
TMCO3	1.26533333333333
C15orf52	-0.110166666666667
BIRC5	-1.56046666666667
PRR16	0.1085
