Hybridization REF	TCGA-BH-A1EV-01A-11R-A137-07
MUSK	0.147666666666667
ZNF434	0.655166666666667
SMARCD1	0.509166666666667
ZFP106	-1.1375
ZNF347	0.3559
GTF2E1	0.2985
RY1	-0.0568333333333333
ATAD2B	-0.53175
ARHGAP17	-0.0807
KCNIP3	-0.823
SFPQ	0.89425
GFRA4	0.0991666666666667
AKR1B10	-1.3965
TIGD6	0.915833333333333
RGS16	2.962125
URB1	-0.5745
OR4C46	0.2026
TOP3B	-0.02925
NFATC4	2.0585
CA14	-1.739
BMPR1A	0.382
SNRP70	-0.561375
PRL	-0.3785
C6orf130	-0.47375
STAG2	-1.381
CD55	0.230928571428571
RPS23	0.4165
SSX2	-2.06833333333333
FDPSL2A	0.239
FBXO27	0.917625
SYNGR3	-1.50416666666667
TMSL3	0.4055
EML1	-0.51
NUP93	-1.00691666666667
SMAD3	-0.8537
KIAA1189	2.9815
HNRPUL2	0.027
TBC1D12	0.934333333333333
C16orf24	0.67025
MRVI1	2.7075
ZNF581	0.322833333333333
ELOVL3	-1.2085
OR51Q1	-0.0005
CACNB3	2.81
GALNT13	-0.936125
C10orf84	0.8946875
NEDD4	-0.667
SPO11	1.067
OR5AU1	-0.1795
NEK4	0.545571428571429
PRKAR2A	-0.451166666666667
IHPK1	-0.403833333333333
ATP6V0B	0.885125
CACNA1E	0.024
CEACAM8	0.5635
PEX14	-0.7805
FLJ12993	-0.5445
ZBTB38	-0.701
PCTK2	0.435
LRRC16	0.8478
FBLIM1	1.44858333333333
FYCO1	1.12975
RP5-1022P6.2	-0.2965
CMTM1	0.835
PLTP	0.407333333333333
RAPH1	0.037625
DOCK8	1.104875
EZH2	-2.32146666666667
SLC25A1	0.374333333333333
PLEKHB1	0.9289
GRB7	3.5767
ZFP37	-0.2335
MRPL33	-0.24325
PELO	-0.02375
ARMC1	-0.656272727272727
C9orf27	0.3885
FLJ25778	0.3555
C9orf37	-0.762333333333333
TMEM66	1.5305
SPRN	0.706375
HBEGF	0.249625
PI4KA	-0.1365
LEPRE1	-0.16725
POU2AF1	-3.5315
MRPL12	-1.11316666666667
REP15	0.59
ZC3H3	1.53725
RASAL1	1.5495
DDAH1	-0.015375
ACBD5	0.388375
TMC2	0.1515
CCDC137	-2.32375
SAMD13	1.36066666666667
UGT2B15	-4.44516666666667
TIPARP	-0.26175
DNASE1L3	-1.83525
TRIM72	0.7685
DBX2	1.86875
IPO8	0.8075
C21orf88	-1.3609
MAP3K14	-0.2935
LOC51233	-0.135333333333333
GGTLA4	1.16975
PDE6D	-0.00649999999999999
ZNF117	0.24675
CLK2	0.87425
NKRF	-0.9925
TNFSF15	1.5354
DUSP2	-1.05625
SECISBP2	-0.6831
GABRR2	-0.155
PPAP2C	1.88225
LOC51145	0.234333333333333
PAG1	-0.383375
PIK3C3	-0.6335
GNG10	-0.7565
APOL4	1.30366666666667
ANKRD28	0.480875
STMN3	-2.0647
RAB14	0.8226
CDK2AP2	-0.2165
HDDC3	1.34575
COMMD7	0.60625
CXXC1	-0.45275
HMCN1	-0.387833333333333
CD40	0.2685
DYNC1LI2	-0.5320625
GDI1	0.804
LOC646938	0.29625
VSNL1	-2.40166666666667
PIH1D1	0.312333333333333
RAET1G	0.912
KRTAP5-9	0.757
EFTUD2	-1.38
ZNF311	1.45116666666667
ATP6V1G3	-0.155666666666667
OR2W3	-0.738
SCN4A	0.37125
MED10	-1.362625
FAM135A	-1.6328
ARHGAP4	-0.1135
EHMT2	-0.337125
UFD1L	-0.193
ERMP1	0.66375
MAG1	-3.34483333333333
THAP8	0.589
HACE1	0.959666666666667
FAM82C	1.81466666666667
C3orf20	-0.1
UNC84A	-0.328333333333333
SCD5	-0.709214285714286
LASS6	2.0975
LSG1	-0.0425
MAL	-5.279
GPR22	-1.863
WDR5B	1.913
ACTRT1	1.016
C17orf60	0.244666666666667
GRIN2C	-0.3372
ARMC8	-0.300333333333333
SLC47A1	-2.23916666666667
DMPK	0.57225
DHRS13	2.56083333333333
SMC1A	-0.519333333333333
KRTAP17-1	1.52975
SMYD5	0.23725
TUSC2	0.653625
CRHR2	0.69
KIR3DL2	0.201
CCDC104	0.6935
ATP2C1	1.233375
CROT	-0.527
PABPC3	-0.887666666666667
EGR1	0.209333333333333
THSD1	0.27575
KHK	-0.5035
SLC12A2	1.19925
CD58	-0.94675
STOX2	-1.8435
CCDC76	-1.5588
CCDC48	5.28425
DNAH1	0.5245
ZIC4	-0.09425
OR1G1	1.364
PSMC6	-0.011
PROKR1	0.296
ABCB1	-2.379375
TRAT1	-2.752
LLGL1	-0.7095
MTF1	-0.252
USP54	0.4985
PAGE2B	-1.5385
ITGB7	-3.76975
CCDC81	0.143
LOC149837	0.879
SCUBE1	1.032
ZSCAN10	-0.25
HUWE1	0.297642857142857
CDH17	0.785
CD180	1.31875
IL17A	0.18475
TMPO	-1.272875
KIAA1524	-0.640666666666667
HDGFRP3	-1.28416666666667
OXCT1	-1.253
RRAS2	-1.30683333333333
LTBP2	3.1260625
SV2B	2.05066666666667
CYP2A6	0.549125
PKD1L2	-1.59716666666667
PPM1M	1.38175
FLJ22662	2.21716666666667
ZNF502	2.25425
GP6	-0.498
CRYBA2	0.6675
LEF1	-2.4124
CTPS	-1.43028571428571
EYA1	-2.11183333333333
EPS8L1	1.6265
MAPK14	-0.483166666666667
SERPINB2	-5.371875
GTF2F2	-0.818
ZNHIT4	0.9005
PLA1A	0.36375
C20orf114	2.3695
HPR	-4.9585
C18orf2	-3.61316666666667
SATB2	-1.6735
KCNJ9	-0.1355
MGC157906	0.754
MOCS3	0.6395
C17orf71	-0.0786666666666667
PPHLN1	-0.3287
HIST1H2BN	-1.120875
RAPGEF1	-0.548875
MAP3K8	-0.0285
DLG4	-0.063
STC1	1.54466666666667
CDGAP	1.64875
DDX26B	-0.52525
LOC150223	-1.49125
CPSF3	-0.289666666666667
TMEM14A	0.81525
MYH3	-1.27825
GPKOW	0.1365
SULT1A1	-0.216833333333333
SPON1	3.754
YY1AP1	0.354166666666667
RAB23	0.05175
PLA2G4A	-4.43725
MAPRE3	-0.28325
ZNF516	0.556785714285714
GGPS1	1.0165
EXOC3L2	-0.859625
C19orf42	0.5171
MAP2K2	-0.334666666666667
HIST1H2BB	-0.33325
RNF19B	1.214
C6orf128	-0.111
TLR8	2.31075
PCDHA9	0.9575
CARS2	-0.091125
CLUL1	2.74633333333333
RHAG	-4.408
UNK	-0.6275
EXOC8	-0.0487
C9orf95	1.025
C14orf143	0.799
MAML3	0.228625
LDHA	-0.133
MRPL20	1.522375
KLHDC6	0.047
ATP5S	0.110833333333333
C8orf55	-0.1845
PHF19	-1.796375
KRTAP13-4	0.2795
TTC5	0.43875
XKR5	-0.9575
SILV	-4.73566666666667
TEX28	1.3495
TCTN1	1.14175
CX40.1	0.039
PPP2R5C	-0.06975
C12orf30	-0.355666666666667
CAPG	2.4325
MPZL1	1.0864
ARSB	-0.947166666666667
TDH	-1.6615
WASF4	-1.6665
TSSK3	-0.358666666666667
7A5	1.472
CRISPLD1	-0.58925
MAD1L1	0.0243333333333333
SPIN4	-0.772
AMPD1	-0.2625
DPYSL5	-0.2015
INPP1	-1.16616666666667
ANKRD11	-2.54722222222222
NPAS4	-0.001375
GCET2	-0.6136
RNASE9	-0.1715
GUCY2D	0.6315
CCDC98	0.00549999999999999
FGF4	-0.75475
CPM	-1.05233333333333
SLC26A4	-1.92383333333333
PLD5	-0.3165
FAM59A	1.7609
FBXO5	-1.183
SIPA1L1	0.067625
DPYS	0.1415
ATG4D	-0.4995
TGM3	1.9755
MTCH1	-0.126625
HK1	0.321571428571429
CDC26	0.250125
GALNT12	-1.289
LOC339229	-0.10225
MRPL35	-0.2785
ORC4L	-0.24425
TNKS	0.1825
C2orf24	0.483833333333333
ZNF553	0.472333333333333
GGTLA1	2.8445
ZNF497	0.708
CDY1B	0.33475
SLC30A4	-0.032875
TUB	-0.858375
ARHGEF18	0.1555
ARRB1	0.153
KCNK1	2.187875
EREG	-4.2575
SCAMP5	-0.162
RUNDC3B	0.11425
ADAMTS20	-0.2615
IL17RB	-0.90575
FLJ20323	-0.09
MCAM	-0.148625
POLR3E	-2.34366666666667
AQR	1.86966666666667
IPMK	-0.6525
CDCA7	-3.179875
CAMP	3.2135
GRHL3	0.6075
ADAMTSL2	1.80783333333333
CLMN	2.578
SSTR3	0.6455
MAGEA5	-2.55716666666667
OVOL2	4.117
JMJD1B	0.00700000000000001
RBL2	-0.3404
PYGO2	1.537
PPP1R10	1.6385
CSE1L	-1.00916666666667
LCA5	0.938
RDH16	1.66325
ASRGL1	1.794
TOM1	1.04916666666667
PTX3	-6.71275
TTC15	0.97725
SCGB3A1	3.25083333333333
MRPL50	-1.0025
RCAN3	0.21025
SLC26A11	0.14125
STYX	0.439
CINP	0.73725
MARCH7	0.4705
PFKM	-0.2595
SGMS1	1.1955
RIOK3	-0.6489
C1orf110	0.7175
CES7	-0.082375
LOC440248	-2.463
PPP1R12C	-0.471
C10orf27	0.7285
ATG9A	-0.44675
MRPS26	0.476
TMEM40	3.39875
ELP3	0.519
ZNF787	-0.0297
HIAT1	-0.269875
C8orf34	2.05816666666667
MGC4655	0.7384
PELI1	0.140333333333333
PPT1	2.4127
SLC35C2	0.287333333333333
C6orf125	0.42225
MUC4	0.376333333333333
RFC4	-0.847857142857143
GNB2	-0.351
NUP50	0.023
SULT4A1	-1.7395
C7	0.499875
CCDC130	-0.2265
ARRDC4	0.0365
RQCD1	-0.27425
GLYCTK	-1.184
AYTL2	-0.965090909090909
MTUS1	1.37
LEMD3	0.366333333333333
PLEKHF2	1.79
HOXA7	-1.034
GTF3C2	-0.216
DYNLRB2	4.5345
CNOT10	-0.5985
MR1	0.356166666666667
FFAR1	0.1935
PRIC285	0.51325
SLITRK6	3.45875
LIX1	-0.9249
UBE1L2	-1.11908333333333
F8	0.56275
ACHE	0.195833333333333
KPNA5	1.17175
TNFRSF12A	-0.928666666666667
EGR3	0.579
SERPIND1	-4.08866666666667
OASL	1.2615
IFRD1	-1.945625
WDFY1	-0.4245
ZNF267	0.551625
ACCN5	-0.7785
ZBTB6	0.712
PPP1R3A	0.2095
PRRT3	3.3105
FBXL19	-0.385
TXNIP	0.251571428571429
ACTN2	4.12925
ATG9B	-0.255875
C9orf117	2.19375
IL27	0.371
RPL36AL	-0.093
KLK15	0.19325
CHAD	2.3845
RAP2B	-0.9245
HEBP2	0.45325
ZNF342	2.1715
CAMK2G	-0.35
TLR3	0.2815
FGF14	1.344
HMGB2	-1.713875
TRPM5	0.939666666666667
OR5M11	0.1145
KIF3B	0.0792105263157894
PRICKLE2	1.667
MTMR9	-0.107875
C3orf27	0.17075
GLRA3	-2.6846
NSDHL	-0.00966666666666668
TMEM32	-0.11225
POLR2D	-0.742666666666667
MYADML	0.44
C9orf114	-0.4775
MRGPRX1	0.7
TOPORS	1.061
CLDN19	-1.22525
C1QL4	-0.4015
RNF165	-2.134
DHRS9	0.3215
DNAH2	1.30666666666667
FXR1	0.209833333333333
ZMYM3	-0.40075
CASP3	0.078
FAM120C	-1.0725
SCLY	-1.78825
CA7	0.2775
ENTPD5	-0.272166666666667
ZNF461	0.539625
PDIA5	0.636
C1orf19	0.338166666666667
TMEM67	1.232
KCTD20	-0.6555
WDR47	0.3595
FLJ38723	-0.519
KLRF1	-0.610833333333333
TAS2R16	0.042
CLDN12	-0.588
PRKCE	-0.51175
UBXD4	0.1165
ITGAM	2.43
GLT8D3	-0.16775
WDR31	1.3225
RGS2	2.05475
OR51L1	0.181
MST1R	1.3625
KIAA1737	1.19625
OR4A5	0.206
GLIS1	-0.987666666666667
PTMA	-0.467785714285714
NAPA	1.81825
PRDM11	-0.91175
LIPF	-0.16
DIRAS3	-0.42
ASGR2	-4.58125
C1QTNF4	0.50225
PIK3R4	1.28833333333333
ARMC3	6.0655
NDUFV3	-0.348083333333333
BTBD3	-0.135666666666667
PPP1R2	0.473166666666667
UBE2NL	0.29525
FOSL2	1.29471428571429
FAM119A	-1.32
TUBA4A	-0.8996
KRTAP12-1	0.19575
SFRS2	-0.44875
RHPN1	0.1213
EEF2	-0.4805
ZDHHC11	-0.855666666666667
EPHA3	2.3148
RBM12	-0.45275
H2AFJ	1.02125
EDIL3	2.3285
KIF26A	-1.5615
SERGEF	0.75075
B3GALT4	2.821
LOC90925	-0.0223333333333333
OSCAR	1.24675
NPFF	-0.289625
DEDD	1.7435
TMEM155	-0.31
PTPN1	-0.39875
SCYL2	0.358
SKAP1	2.31225
LEAP2	-1.02266666666667
GADD45G	2.9101
IFITM3	0.81325
PILRB	-1.67633333333333
SLU7	0.5846875
DSC3	-1.4155
DNMT3L	-1.9475
PAPD5	-1.358625
B3GNT3	-0.549666666666667
LHCGR	0.39
MSL-1	2.83975
UBE2S	-1.85975
SAP130	-0.17725
ANAPC11	-0.50625
MAGED4B	-1.7415
ATP6V1B2	0.575333333333333
C14orf179	1.49175
CAPZA1	0.848
CDYL2	0.956666666666667
GLRX3	-0.949666666666667
LOC136288	0.10375
MOBKL1A	-1.20325
HTR2B	2.531
CRYGD	-0.0551666666666667
NUS1	-0.273166666666667
PGRMC1	1.1385
MYOM2	1.55
FLJ39653	-2.58166666666667
CHM	-0.7263
OR5M8	0.165
ZNF619	0.234
FAM105A	0.29375
CCNL1	-0.66125
NAP1L3	0.53275
C10orf57	2.47366666666667
B3GALNT1	0.675666666666667
CSN1S2A	0.204
TCP10L	1.58175
GDAP2	0.20425
DMKN	-0.0378333333333333
COX6B1	-0.15525
DNASE2	0.410166666666667
MSH5	-1.55925
LGMN	-0.214875
USP31	-0.8641
OR13C8	0.452
SDCBP	-0.1022
NUDT11	-2.006
PYGL	-0.00183333333333334
SNPH	1.06033333333333
B3GNT4	2.2265
MIZF	-0.3707
NUBPL	-0.011375
NOD1	0.235666666666667
CDH22	0.033375
NUBP1	0.404166666666667
DSCAM	-3.5555
DGKI	1.073
FAM136A	-0.642
AKAP1	-2.06
SLC16A6	-1.6695
RIN3	0.639
PSG2	-0.02425
DIP2B	0.9185
PSORS1C1	1.9834
KIAA0495	-0.45
FLJ90709	0.268666666666667
LPA	-0.00950000000000001
PIGA	0.493
LY75	1.37133333333333
UTS2	-6.787
RREB1	0.863375
GALNACT-2	1.0169
MGC3196	-0.44
FLJ31568	-0.5345
LPHN1	0.344625
SP1	1.45
TOX4	1.136
HSPA9	-0.4521
APOBEC1	0.379
SLC35E4	-2.255
LSM5	-0.64775
SURF1	0.415
ZBTB1	0.864833333333333
GTF2F1	-0.126375
RPS15A	0.0896428571428571
DUSP21	-0.773333333333333
GINS4	-3.03283333333333
MYO15A	1.27766666666667
GIMAP7	2.5695
MGC13379	0.94625
ATP6V1E2	-0.439
UTP3	-0.34625
HNRPA3	-1.2783125
MT4	0.154
C14orf155	-0.5295
U1SNRNPBP	0.30425
CKLF	-1.04216666666667
PLEKHN1	-2.0235
MBNL1	-0.18275
NUP160	-1.5395
ACSM2A	-1.849
LOC129881	0.688
KIAA1529	0.15775
FLJ22639	-1.80625
HAND1	-1.4045
GSX1	0.4485
FGA	-4.74926666666667
SERPINB1	0.3245
ZNF642	0.95175
IGFBP1	-8.64025
SLC1A1	3.006625
DHX57	0.171
ZNF766	0.0275
PTPN21	-0.5119
GDPD3	-2.46816666666667
PNPLA5	0.533
TBR1	0.4914
FAM116A	-0.17575
IQGAP1	1.12625
FOS	0.42775
ZNF226	-0.379875
FIGNL1	-0.8505
C14orf1	-0.00800000000000001
ZMYND17	0.1935
PUS7	-2.03216666666667
TUBB6	-0.86825
KCNQ2	-2.053
MARCH6	0.433916666666667
CCDC33	0.549
PRODH	3.22425
RBM11	0.9465
EPHA6	0.064375
SLC43A1	0.8775
LOC196541	-0.33025
NTN1	0.679416666666667
ING4	0.0755
PCDHB10	2.1045
DPH2	0.0411666666666667
SPACA4	0.81575
FBXL21	-4.776
DIAPH1	-1.0675
ZNF71	1.36133333333333
CEP76	0.018
CORO1A	-1.441
RRM2	-1.371625
EDG4	0.56975
OS9	0.651333333333333
SLC4A1AP	0.54
COG5	-0.35325
COPS8	-0.417
NGLY1	-0.9515
NCBP2	0.304375
C17orf42	-0.976
GPSM3	0.800875
SIL1	1.24033333333333
ASB6	-0.1295
SMAD5OS	0.0628333333333333
UNC93A	-1.67175
A1BG	0.518166666666667
C21orf62	0.7265
FMO5	0.972333333333333
ATRIP	0.679666666666667
CEBPG	-0.220166666666667
C7orf38	-0.113333333333333
TNFRSF1B	-0.6495
CLEC1A	1.78866666666667
IQSEC1	0.5805
PATZ1	1.8377
RBM22	-0.0265
BAG2	-2.60483333333333
PAQR5	-1.94666666666667
C9orf127	0.2267
THNSL1	-0.378
SHROOM3	1.8122
JAM2	0.496
SNRPN	-3.33575
ALX4	0.1465
CACNA1S	-0.164
FAM130A1	1.29025
CORIN	4.299
CD300LB	0.9735
PLEKHG6	1.3585
LRRC40	-1.07325
PCLKC	-1.2735
PCDHB16	0.476
WNT2B	1.83483333333333
ASNS	-2.64855555555556
MRPL49	0.124875
FLJ46111	0.90925
ISG20	0.42425
SMU1	0.401
CASZ1	0.759
POLR1D	0.589583333333333
GIN1	0.25875
SNAG1	0.4685
ANKRD29	-2.362
CDKN2AIP	-0.3645
KRR1	0.92525
CXCL1	-5.231
EPM2A	-0.5215
PC	-0.138333333333333
DEFB127	-0.5565
PDZRN4	2.332
FAH	0.587625
OR51E1	2.073
CDC2L6	-0.357166666666667
DNTTIP1	0.05025
PAX8	-0.03175
TMEM116	0.001
C1orf150	-0.4075
PRO2012	0.11925
MRPL40	-0.0398333333333333
BEX1	-3.8197
SLC2A4	-0.352166666666667
PKMYT1	-0.67975
FEZF2	1.89966666666667
SLC26A9	2.536
MAP2	0.2065
LYL1	-1.539
SLC25A19	-1.12483333333333
NOS3	-0.567
ZNF34	1.5975
TMPRSS11F	-1.494
FAM43A	-0.90175
FCRL4	0.462
KLF14	-0.07675
FLRT2	-0.679666666666667
WRN	-0.81025
SDF2	2.8222
KRT8P12	0.764
C6orf195	-0.5675
C9orf125	-1.35266666666667
DZIP3	0.049875
RIT1	0.685583333333334
SCML1	-3.85083333333333
RHBDF2	-0.44425
OR2G3	-0.06
REXO1L1	-0.062
MAP3K7IP3	0.300125
C3orf57	-3.836
FBXW11	-0.812166666666667
ETAA1	-0.0615
C14orf131	0.0536
AKT1S1	0.28075
SLC12A5	-1.124875
C9orf164	1.01975
NRIP3	-1.393625
NOS1AP	0.116
TMEM121	3.207
SAP30BP	-0.4582
DGCR6	0.99175
WDR76	-0.873
FAM82B	0.0135
LOC606495	-0.3455
MAP9	1.37666666666667
BCDIN3D	1.70425
CXorf36	3.99983333333333
DSCR3	-0.0324
ZFAND3	1.502125
C7orf43	0.105
SPSB3	0.2769
C19orf19	0.3915
FAM133A	-1.51225
C12orf25	-0.0175
SLC39A3	-0.5245
DISP2	1.248
PI4KAP2	-1.7555
MKRN3	-3.0605
ADAMTS13	0.32725
CBLN3	0.6473
TTYH1	-1.57333333333333
C3orf18	1.0675
FLJ13236	0.02375
ZMYND12	5.239
C18orf25	0.139625
GLB1L3	-1.3855
ATP13A5	5.222
RANBP10	-0.55875
CD96	-2.9018
DENND1C	-0.9635
RBMS3	0.3011
SLC41A3	0.548333333333333
DGCR6L	1.0175
TMEM128	0.025
CSNK1G3	-0.964285714285714
MOBKL2C	0.36475
TSPAN6	-0.3735
MATN2	1.7304
MSL2L1	0.2565
ST6GALNAC2	0.393666666666667
FGFBP2	0.52375
FGL1	-6.528
MPP3	0.830166666666667
ARHGEF6	0.104
TGFBR2	0.293
ACMSD	1.45725
IL33	0.96875
C9orf5	-0.446916666666667
DEAF1	-0.3605
AMN	-0.3315
DEFA6	0.035375
RNF212	-1.50425
METT5D1	0.3685
CIB1	0.968
TSSK1B	-0.60475
KIAA1727	1.44475
ZNF680	-0.319416666666667
LOC399900	0.00899999999999999
LOC152217	-0.423
CTNNAL1	-3.2145
CIT	-2.70033333333333
TLE6	2.591
ZNF607	-0.4725
HERC4	-0.573666666666667
DRAP1	-0.3159
PEMT	-0.591
C10orf111	-1.3575
ZNF575	0.7
KCTD7	-0.36
MYO1F	0.37875
LOC285382	-0.0655
RAB11A	1.1211
PLCD3	-1
C15orf28	-0.8965
PTBP2	-0.93025
CTB-1048E9.5	0.478375
C19orf60	-0.608833333333333
C7orf25	1.34816666666667
SETD7	0.748625
HOXB9	-1.137
VANGL1	-0.25775
CHAF1B	-1.343
NDUFA3	0.357
KIAA1328	0.193333333333333
SHARPIN	1.02375
TTC23	0.51725
UGP2	0.781833333333333
ANKIB1	-1.2969
CIRBP	1.60728571428571
SEC14L4	-3.7325
OVCH1	0.505666666666667
VPS52	0.59925
FAT	-0.9255
M6PRBP1	-0.217
GPRIN3	0.1125
PPM1F	-1.01616666666667
TSR1	-0.87575
CCDC85A	2.136
PCSK5	1.3355
ZFHX3	0.2355
HEMK1	0.4785
PGBD2	0.7455
RSRC2	0.196833333333333
AURKC	-1.03066666666667
SCRIB	-0.282625
ORM2	-3.85466666666667
FAM115A	-1.0435
FZD6	0.932875
UNC119	2.276
GPX3	-0.6913
NOV	0.032625
CABC1	-0.827875
CDC42SE2	-0.5099375
EIF2S2	-0.2028
RNF130	0.9175
CKAP5	-0.4945
RP11-413M3.2	0.064
C10orf18	0.637
TMEM93	-0.71075
DYX1C1	1.506
KCNMB2	-2.1425
ANK3	1.33966666666667
KRT5	-2.4686
CDH12	-1.759125
QRSL1	1.260875
JUB	-0.9475
SHC4	-2.588375
CCL15	1.38616666666667
CCDC22	0.5385
SNX24	-1.01125
RARS	-0.3245
MORC2	1.168
FAM48A	1.79025
MT1H	-1.4715
PPP1R14C	-1.66566666666667
FOXD1	-1.487
C1orf213	-2.544
AMT	-2.0029
DSN1	-0.70575
PTPLAD2	2.57025
DIS3L	-0.91675
RASL11A	1.86825
GPRC5B	-0.451375
FRMD7	2.7255
STRN4	0.50975
KITLG	3.96090909090909
HDGF	-1.59775
OR1S1	0.5885
SETX	-0.8293
DDR2	0.983875
KCTD12	1.01575
LYZL2	-0.05325
WDR52	-0.4385
TMEM2	-0.192125
ZNF579	-0.121833333333333
LOC200810	1.50725
TNFSF9	-1.9725
PPFIA4	-1.4485
CNIH3	0.904833333333333
MAP4K4	-0.467928571428571
ROD1	-0.124642857142857
ALS2CR12	0.1965
DOCK3	-1.176
PAQR9	-5.48275
ASB17	0.9996
STX16	-1.76725
FEZ2	-0.205333333333333
DLAT	-0.494833333333333
KIF21B	-1.712
CDC5L	-0.3795
TMEM119	1.95383333333333
CRIP3	-0.69
TPSD1	0.113333333333333
TEPP	-0.6835
GNGT2	1.27525
C21orf121	1.92875
WNK1	0.3995
FLJ10490	0.6711
OR51B5	-2.391
LOC203547	-0.747125
HAS1	-0.879
PPA1	-0.1285
ST7	0.175125
C11orf46	0.8552
POPDC3	-4.3585
ACOX2	4.51883333333333
ATCAY	-0.849166666666667
TM4SF19	-1.014
MFSD9	-0.392666666666667
PDHB	0.506
ERN1	-0.25175
LCE3C	0.0605
GPR111	-0.8465
NOTCH3	2.14616666666667
ADAMTS5	1.4495
B3GALT1	-1.9415
UGCGL1	0.202833333333333
FAM58A	0.160666666666667
FBXO32	2.126
CLPP	-0.49325
NXPH1	5.83675
MTMR3	1.70166666666667
ATP1B3	-1.707875
TMEM16A	4.156
HIST1H3F	-1.04083333333333
TRIM25	-0.7185
SDCBP2	0.279
CRKL	-0.468
HOXB2	2.118
ANP32B	-0.6605
GATM	4.6345
AP4E1	-0.54625
EDG5	0.484875
CDKN3	-1.34733333333333
CDH4	-2.7795
PGD	-0.622
RND1	2.3065
GAD1	-2.2034
MPG	-0.168
LOC440350	-0.5885
ZNF133	-0.17475
SERPINB12	0.4325
AMELY	-0.235
DHX36	-0.39875
TNFAIP8L2	3.06666666666667
PHTF2	-0.574222222222222
CCDC112	-0.417166666666667
IQCC	-0.35175
HEYL	3.14
FTSJ2	-0.0143333333333333
APPL1	-0.445125
RAB43	0.598285714285714
OR10G2	0.339
WAC	0.4975
ADCY9	1.559625
RUNDC2B	-0.795833333333333
PYCRL	0.7397
AGPAT7	0.9705
SLC22A9	-1.4405
CDKAL1	0.214
PDYN	-0.798833333333333
C20orf74	-0.294
MTMR11	1.081
VAV3	3.45125
DAPL1	2.63775
STXBP3	-0.43025
EIF3G	-0.48925
ARHGAP22	-0.73875
NPFFR1	0.371
NPC1	-0.924166666666667
ALDH9A1	1.74733333333333
ZNF600	0.4875
ZNF678	0.681
RASSF1	0.307833333333333
ADD2	-3.21275
PITPNB	-0.754625
PKD2L2	-0.420875
LRP11	1.36725
CDKL1	-0.2075
SMEK2	0.3835
PRODH2	-3.197
C11orf54	0.3305
SFRS11	-0.815166666666667
IL7	-1.352
ALS2CR16	-0.08525
BTG3	-1.78416666666667
PAK2	-0.536333333333333
RP11-679B17.1	-2.64
GATA4	-2.05383333333333
ATP2B1	0.718
LOC130940	1.9985
C1orf172	2.6225
ATF7IP2	-0.95575
SLC25A43	0.842833333333333
CENTG3	-0.93325
IGF2BP1	-4.064
FCHSD1	0.565
CAMK2N2	-0.282
ELAVL3	0.6401
NBPF15	-1.86533333333333
UBE2J2	0.765363636363636
GNL2	0.10575
PRR3	0.0291
NLF2	0.36375
OR4F6	-0.2
KLHL24	-0.297
CCDC88A	-2.7989
SGPP1	0.949166666666667
C10orf11	-0.372833333333333
SLC35B4	-1.33733333333333
UGT3A2	-1.391
ARNT2	0.9819
CBR1	-0.93575
ITPR3	-1.65133333333333
TRAPPC6B	0.2226
AMZ1	-0.1195
ARP11	0.86625
WDSUB1	0.41225
APBA1	0.590666666666667
RAB2A	1.012
C6orf162	-0.622375
HPSE2	-0.07225
PLCE1	-1.49175
INSL3	0.26775
DLG1	0.3997
PTPLA	-1.6935
PIGX	-0.75675
TFIP11	0.884
FIBIN	3.7625
POLR2G	-0.307
GRAP2	-2.3929
DNAJB8	-0.073
CNBP	1.04066666666667
WASF1	-0.3955
INPP5E	-1.2687
HSPB1	-0.49625
TMEM167	-0.0607999999999999
CUBN	0.16875
IGF1	1.3913125
ITPK1	0.1997
NAALAD2	-2.408125
G3BP1	-0.4401
NT5DC1	0.997375
CYP39A1	1.68
TMEM139	-0.8065
POLK	-0.8925
GLULD1	-3.2345
RBM15	-1.10566666666667
AMZ2	0.02725
GDF15	-3.68316666666667
MESDC2	-0.39475
INCA	-0.295333333333333
ACY1L2	-3.909
GZMM	-1.41566666666667
PAIP1	-0.004
CACNA2D1	-0.497
STK32C	0.890833333333333
SH3BP4	1.31983333333333
DEC1	0.4725
PADI1	-0.5295
UBB	0.219
PON3	-1.16683333333333
PROP1	0.7125
ANKRD13B	1.1295
ADCK1	0.437
TCF25	-0.97675
SLC38A5	-1.99825
CXorf26	-0.0465
C19orf39	1.028
PPP1R13B	1.9385
ARL2	-0.86
TCL6	0.321363636363636
TOP3A	-1.1835
SLC16A14	0.169125
FXYD6	1.51633333333333
HIST1H4E	-0.9895
BBC3	0.571315789473684
UNC5A	1.33483333333333
FAM86C	0.4155
PI4KB	0.836125
B3GAT1	-4.5595
SUSD2	3.24516666666667
OAZ2	-0.226333333333333
NOC4L	-0.10475
C10orf12	-0.15375
FADS1	-2.3125
LOC144097	-0.30725
DKK2	2.73216666666667
KIAA1949	-0.3675
RHOT1	-0.1148
OXT	1.44533333333333
GPR153	0.06575
ARL4A	-0.599666666666667
SAAL1	-1.187
CCDC64	-0.345
USE1	-0.105
HNMT	0.2455
PCGF3	-0.046
CYP2C19	-1.0425
C20orf4	0.424
CCDC11	1.9555
ACSBG2	0.3715
RWDD2A	-0.13275
PALLD	2.397
CPLX4	0.683
LOC492311	1.034
KPNA2	-2.29866666666667
MACROD1	0.5047
TMCO3	0.813166666666667
