Hybridization REF	TCGA-BH-A18I-01A-11R-A12D-07
ZFP106	-0.28225
ZNF347	0.1234
GTF2E1	0.40475
RY1	-0.2655
ATAD2B	0.46375
ARHGAP17	0.207
KCNIP3	-0.70525
SFPQ	0.403
GFRA4	0.2435
AKR1B10	-3.736125
TIGD6	0.780833333333333
RGS16	1.829375
URB1	-0.4965
OR4C46	0.1525
TOP3B	-1.15575
NFATC4	0.37
CA14	-4.29025
BMPR1A	-0.0126666666666667
SNRP70	-0.517
PRL	0.0115454545454546
C6orf130	-0.2425
STAG2	0.1915
CD55	-0.153714285714286
RPS23	0.940833333333333
SSX2	-1.14866666666667
FDPSL2A	-0.79525
FBXO27	0.059125
SYNGR3	-0.937
TMSL3	1.73125
EML1	-0.7225
NUP93	-0.839083333333333
SMAD3	0.548
KIAA1189	1.53216666666667
HNRPUL2	0.4115
TBC1D12	0.922166666666667
C16orf24	1.7185
MRVI1	1.7305
ZNF581	-0.8515
ELOVL3	-0.096
OR51Q1	-0.12925
CACNB3	0.737666666666667
GALNT13	-0.742625
C10orf84	0.901875
NEDD4	0.3052
SPO11	1.1
OR5AU1	0.1805
NEK4	0.779428571428571
PRKAR2A	-0.548166666666667
IHPK1	-0.140166666666667
ATP6V0B	0.472125
CACNA1E	0.8285
CEACAM8	-0.0293333333333333
PEX14	-0.0205
FLJ12993	0.651
ZBTB38	0.536416666666667
PCTK2	0.866833333333333
LRRC16	0.5786
FBLIM1	0.914666666666667
FYCO1	1.17625
RP5-1022P6.2	0.206833333333333
CMTM1	0.120833333333333
PLTP	0.7305
RAPH1	0.596
DOCK8	1.310125
EZH2	-1.61913333333333
SLC25A1	-1.03166666666667
PLEKHB1	0.0207
GRB7	0.0821
ZFP37	-0.670666666666667
MRPL33	-0.3495
PELO	-0.31625
ARMC1	0.174363636363636
C9orf27	0.161
FLJ25778	-0.1455
C9orf37	-1.021
TMEM66	1.7435
SPRN	0.09025
HBEGF	1.175
PI4KA	-1.0185
LEPRE1	0.19925
POU2AF1	-0.969
MRPL12	-0.917833333333333
REP15	-0.125
ZC3H3	0.56825
RASAL1	-0.58375
DDAH1	1.55375
ACBD5	-0.015
TMC2	0.1095
CCDC137	-1.06075
SAMD13	-1.67183333333333
UGT2B15	-1.63033333333333
TIPARP	0.24775
DNASE1L3	1.94025
TRIM72	0.269333333333333
DBX2	0.90375
IPO8	-0.07475
C21orf88	-1.0024
MAP3K14	0.88425
LOC51233	0.228666666666667
GGTLA4	-1.21025
PDE6D	-0.11825
ZNF117	0.144
CLK2	-0.566125
NKRF	-0.99
TNFSF15	1.7719
DUSP2	0.34825
SECISBP2	0.1939
GABRR2	0.0195
PPAP2C	1.1535
LOC51145	0.0601666666666667
PAG1	0.416125
PIK3C3	-0.13325
GNG10	0.216
APOL4	0.899333333333333
ANKRD28	-0.626625
STMN3	-0.763555555555556
RAB14	0.6797
CDK2AP2	-0.6025
HDDC3	-0.0105
COMMD7	0.5155
CXXC1	-0.17225
HMCN1	0.6515
CD40	1.3725
DYNC1LI2	0.0485625
GDI1	0.35525
LOC646938	-0.25875
VSNL1	-0.924666666666667
PIH1D1	-0.443
RAET1G	-1.1725
KRTAP5-9	-0.256
EFTUD2	-0.7635
ZNF311	-0.0783333333333333
ATP6V1G3	0.0815
OR2W3	-0.6435
SCN4A	0.2075
MED10	-0.683
FAM135A	-0.8148
ARHGAP4	-0.78725
EHMT2	-0.646875
UFD1L	-0.962
ERMP1	0.51225
MAG1	-0.9475
THAP8	0.019
HACE1	-0.566833333333333
FAM82C	0.889833333333333
C3orf20	-0.2355
UNC84A	-0.276666666666667
SCD5	0.0736923076923077
LASS6	1.841875
LSG1	0.420166666666667
MAL	-4.69075
GPR22	0.6285
WDR5B	2.437
ACTRT1	0.8015
C17orf60	0.276833333333333
GRIN2C	-0.1111
ARMC8	-0.0313333333333333
SLC47A1	-2.21383333333333
DMPK	-0.46875
DHRS13	-0.0356666666666667
SMC1A	-0.3895
KRTAP17-1	0.942
SMYD5	-0.33975
TUSC2	0.472125
CRHR2	0.1565
KIR3DL2	0.1215
CCDC104	0.1745
ATP2C1	0.792625
CROT	0.272
PABPC3	-0.0356666666666667
EGR1	0.1875
THSD1	0.836
KHK	-2.34025
SLC12A2	2.7810625
CD58	-0.2745
STOX2	-1.391
CCDC76	0.1738
CCDC48	1.52625
DNAH1	-0.2655
ZIC4	-0.23325
OR1G1	-0.19
PSMC6	-0.254
PROKR1	0.0145
ABCB1	-0.140375
TRAT1	0.45475
LLGL1	0.1095
MTF1	1.02425
USP54	0.214625
PAGE2B	-1.8195
ITGB7	-3.87175
CCDC81	0.1965
LOC149837	0.42425
SCUBE1	-0.39
ZSCAN10	0.5895
HUWE1	-0.00592857142857143
CDH17	0.3555
CD180	1.11875
IL17A	0.15225
TMPO	-0.7495
KIAA1524	-1.4408
HDGFRP3	0.678333333333333
OXCT1	-2.09418181818182
RRAS2	-1.12466666666667
LTBP2	2.871625
SV2B	0.158166666666667
CYP2A6	0.354625
PKD1L2	-0.525166666666667
PPM1M	1.02875
FLJ22662	1.81033333333333
ZNF502	1.235
GP6	-0.52925
CRYBA2	-0.779
LEF1	-0.2459
CTPS	-1.495
EYA1	-2.35283333333333
EPS8L1	1.668
MAPK14	-0.421083333333333
SERPINB2	-3.25
GTF2F2	-0.260666666666667
ZNHIT4	0.179
PLA1A	1.131
C20orf114	4.949
HPR	-4.2305
C18orf2	-2.3284
SATB2	-1.804
KCNJ9	-0.2365
MGC157906	-0.4155
MOCS3	-0.19325
C17orf71	-0.6475
PPHLN1	0.0336
HIST1H2BN	-0.187375
RAPGEF1	-0.1725
MAP3K8	0.565
DLG4	0.128833333333333
STC1	-1.04
CDGAP	1.75075
DDX26B	-1.1085
LOC150223	-2.14175
CPSF3	-1.27616666666667
TMEM14A	0.1685
MYH3	-1.848
GPKOW	0.079
SULT1A1	0.254
SPON1	4.3513
YY1AP1	0.0798333333333333
RAB23	0.628
PLA2G4A	-3.67075
MAPRE3	0.19975
ZNF516	1.65521428571429
GGPS1	0.42475
EXOC3L2	-0.1265
C19orf42	0.5765
MAP2K2	-0.3635
HIST1H2BB	0.23575
RNF19B	1.5585
C6orf128	0.245333333333333
TLR8	2.19125
PCDHA9	-0.315
CARS2	0.2265
CLUL1	1.97616666666667
RHAG	-4.22966666666667
UNK	-0.1895
EXOC8	0.2613
C9orf95	0.64525
C14orf143	0.310666666666667
MAML3	-0.284875
LDHA	-1.56325
MRPL20	0.58875
KLHDC6	-0.00399999999999999
ATP5S	-0.277333333333333
C8orf55	0.333
PHF19	-1.57225
KRTAP13-4	0.3595
TTC5	0.39475
XKR5	-0.363
SILV	-4.49783333333333
TEX28	-0.0615
TCTN1	1.09275
CX40.1	0.054
PPP2R5C	-0.185625
C12orf30	-1.0325
CAPG	2.314
MPZL1	0.82475
ARSB	-0.823666666666667
TDH	-3.69333333333333
WASF4	0.556
TSSK3	-0.525833333333333
7A5	2.7605
CRISPLD1	1.174
MAD1L1	-0.7355
SPIN4	-0.1628
AMPD1	0.60225
DPYSL5	0.024
INPP1	0.543833333333333
ANKRD11	-1.01511111111111
NPAS4	0.02125
GCET2	0.5012
RNASE9	1.372
GUCY2D	0.317666666666667
CCDC98	-0.24575
FGF4	-0.021
CPM	-0.751166666666667
SLC26A4	-1.572
PLD5	0.538
FAM59A	2.1195
FBXO5	-2.25111111111111
SIPA1L1	0.4785
DPYS	0.705333333333333
ATG4D	-0.41825
TGM3	0.0965
MTCH1	-0.086125
HK1	0.119
CDC26	0.195625
GALNT12	-2.27483333333333
LOC339229	-0.22375
MRPL35	-0.414625
ORC4L	-0.00725000000000002
TNKS	-0.610928571428571
C2orf24	0.0938333333333333
ZNF553	0.9115
GGTLA1	2.953
ZNF497	0.34475
CDY1B	0.206
SLC30A4	0.45025
TUB	-1.101375
ARHGEF18	0.54075
ARRB1	1.54875
KCNK1	-1.32775
EREG	-2.6586
SCAMP5	-0.32475
RUNDC3B	1.02975
ADAMTS20	-0.314
IL17RB	0.613625
FLJ20323	-0.6895
MCAM	0.44225
POLR3E	-0.968666666666667
AQR	0.264333333333333
IPMK	0.793
CDCA7	-5.000375
CAMP	1.82766666666667
GRHL3	1.29575
ADAMTSL2	1.0582
CLMN	2.64316666666667
SSTR3	0.253
MAGEA5	-2.15416666666667
OVOL2	3.47075
JMJD1B	0.4505
RBL2	0.1815
PYGO2	0.43475
PPP1R10	0.561333333333333
CSE1L	-1.55083333333333
LCA5	1.2875
RDH16	0.4055
ASRGL1	1.28175
TOM1	0.158666666666667
PTX3	-4.72375
TTC15	0.19625
SCGB3A1	2.20216666666667
MRPL50	-0.66825
RCAN3	0.931375
SLC26A11	0.85975
STYX	-0.754
CINP	-0.2705
MARCH7	-0.04775
PFKM	-0.74
SGMS1	0.339
RIOK3	-0.1228
C1orf110	-0.2615
CES7	0.0787142857142857
LOC440248	-1.093
PPP1R12C	-0.074
C10orf27	0.8025
ATG9A	-0.87675
MRPS26	0.246375
TMEM40	0.948
ELP3	-0.8634
ZNF787	0.217
HIAT1	0.71575
C8orf34	0.9225
MGC4655	0.3421
PELI1	0.183333333333333
PPT1	1.8992
SLC35C2	-0.701166666666667
C6orf125	-0.52075
MUC4	-1.50616666666667
RFC4	-1.86214285714286
GNB2	0.523166666666667
NUP50	-0.473461538461539
SULT4A1	-1.55783333333333
C7	2.226875
CCDC130	-0.218166666666667
ARRDC4	-0.09525
RQCD1	-0.3325
GLYCTK	-1.177
AYTL2	-0.960454545454545
MTUS1	0.6148
LEMD3	0.261666666666667
PLEKHF2	2.2115
HOXA7	3.315625
GTF3C2	-0.932
DYNLRB2	2.589
CNOT10	-0.42575
MR1	0.76
FFAR1	-0.05525
PRIC285	-0.147
SLITRK6	3.13833333333333
LIX1	-1.4222
UBE1L2	-0.120333333333333
F8	0.498125
ACHE	0.484166666666667
KPNA5	-0.52675
TNFRSF12A	0.6015
EGR3	1.0315
SERPIND1	-3.68683333333333
OASL	1.62625
IFRD1	-1.43775
WDFY1	0.462833333333333
ZNF267	0.879
ACCN5	0.6965
ZBTB6	0.200333333333333
PPP1R3A	-0.4975
PRRT3	1.743
FBXL19	-0.4145
TXNIP	-0.0526428571428572
ACTN2	-0.7255
ATG9B	-0.085375
C9orf117	1.51675
IL27	1.375
RPL36AL	-0.16
KLK15	-0.0475
CHAD	3.3725
RAP2B	0.1253
HEBP2	0.619
ZNF342	0.283
CAMK2G	-0.711166666666667
TLR3	2.506
FGF14	0.05425
HMGB2	-0.314875
TRPM5	-0.120333333333333
OR5M11	-0.3525
KIF3B	0.129
PRICKLE2	0.8395
MTMR9	-0.331125
C3orf27	0.15725
GLRA3	-1.17
NSDHL	-0.602
TMEM32	-0.468
POLR2D	-1.1165
MYADML	0.256
C9orf114	-0.474
MRGPRX1	0.2295
TOPORS	0.615
CLDN19	0.2305
C1QL4	0.0695
RNF165	-1.5355
DHRS9	-0.16825
DNAH2	-0.0256666666666667
FXR1	-1.1025
ZMYM3	-0.86725
CASP3	0.329666666666667
FAM120C	-0.60325
SCLY	-1.0265
CA7	0.1935
ENTPD5	-0.201666666666667
ZNF461	0.01725
PDIA5	-0.41575
C1orf19	-0.207666666666667
TMEM67	0.53425
KCTD20	-0.43775
WDR47	0.916
FLJ38723	0.7575
KLRF1	0.725
TAS2R16	0.126
CLDN12	0.56425
PRKCE	-0.42275
UBXD4	-0.72175
ITGAM	3.659
GLT8D3	0.092875
WDR31	0.830555555555555
RGS2	1.295
OR51L1	0.047
MST1R	1.3095
KIAA1737	1.631
OR4A5	0.479
GLIS1	-0.447166666666667
PTMA	0.497642857142857
NAPA	1.1245
PRDM11	0.272
LIPF	-0.0335
DIRAS3	2.39025
ASGR2	-4.014375
C1QTNF4	0.99125
PIK3R4	0.573666666666667
ARMC3	3.507
NDUFV3	-0.978416666666666
BTBD3	-0.341833333333333
PPP1R2	0.751833333333333
UBE2NL	-0.0595
FOSL2	0.888
FAM119A	-1.134
TUBA4A	-0.7596
KRTAP12-1	-0.025
SFRS2	-0.408
RHPN1	0.165
EEF2	-0.141666666666667
ZDHHC11	-0.2415
EPHA3	-0.9396
RBM12	-0.154
H2AFJ	1.49658333333333
EDIL3	4.04
KIF26A	-1.4765
SERGEF	0.10825
B3GALT4	2.94475
LOC90925	2.12266666666667
OSCAR	0.735625
NPFF	-0.726
DEDD	0.293875
TMEM155	-0.232125
PTPN1	0.5685
SCYL2	0.292333333333333
SKAP1	2.3425
LEAP2	-1.89833333333333
GADD45G	1.6452
IFITM3	1.3165
PILRB	-1.012
SLU7	-0.024375
DSC3	1.42575
DNMT3L	-0.85225
PAPD5	-0.556125
B3GNT3	-1.3635
LHCGR	-0.158
MSL-1	-0.05825
UBE2S	-2.01275
SAP130	-0.72075
ANAPC11	0.05625
MAGED4B	-1.84
ATP6V1B2	0.547333333333333
C14orf179	1.1855
CAPZA1	0.085
CDYL2	-0.548
GLRX3	-1.11216666666667
LOC136288	0.28375
MOBKL1A	-0.35325
HTR2B	2.6655
CRYGD	0.1545
NUS1	-0.5385
PGRMC1	-0.0565
MYOM2	-0.251
FLJ39653	-1.47183333333333
CHM	0.4752
OR5M8	0.417
ZNF619	0.2445
FAM105A	2.049
CCNL1	-0.347125
NAP1L3	0.96275
C10orf57	1.80533333333333
B3GALNT1	0.598666666666667
CSN1S2A	-0.1595
TCP10L	1.02775
GDAP2	0.441125
DMKN	-2.308
COX6B1	-0.469
DNASE2	0.703833333333333
MSH5	-2.08125
LGMN	0.150625
USP31	0.1735
OR13C8	0.721
SDCBP	0.6664
NUDT11	-1.28766666666667
PYGL	-0.0285
SNPH	-0.946833333333333
B3GNT4	-0.876
MIZF	-1.0091
NUBPL	-0.352875
NOD1	0.179166666666667
CDH22	1.12925
NUBP1	1.26816666666667
DSCAM	-3.62475
DGKI	1.2055
FAM136A	-1.1275
AKAP1	-0.3825
SLC16A6	-0.82375
RIN3	0.46375
PSG2	-0.28175
DIP2B	0.480416666666667
PSORS1C1	-0.8037
KIAA0495	-0.034
FLJ90709	-0.5955
LPA	-0.349833333333333
PIGA	-0.266666666666667
LY75	2.94766666666667
UTS2	-5.32383333333333
RREB1	0.13375
GALNACT-2	1.179
MGC3196	-0.56775
FLJ31568	-0.42925
LPHN1	-0.116714285714286
SP1	1.08775
TOX4	0.390666666666667
HSPA9	-0.2357
APOBEC1	-1.236
SLC35E4	-0.90925
LSM5	-1.139
SURF1	0.63225
ZBTB1	0.629333333333333
GTF2F1	-0.027125
RPS15A	0.0404285714285714
DUSP21	-0.6715
GINS4	-3.77283333333333
MYO15A	-0.278833333333333
GIMAP7	3.735
MGC13379	0.9125
ATP6V1E2	-0.809
UTP3	0.2055
HNRPA3	-0.3845625
MT4	0.5645
C14orf155	0.0985
U1SNRNPBP	0.10625
CKLF	-0.5755
PLEKHN1	0.0736666666666667
MBNL1	0.394083333333333
NUP160	-0.7765
ACSM2A	-1.2805
LOC129881	1.36625
KIAA1529	-0.2615
FLJ22639	-0.6615
HAND1	-1.1875
GSX1	0.119
FGA	-3.8475
SERPINB1	0.03875
ZNF642	1.01175
IGFBP1	-7.957875
SLC1A1	-0.838625
DHX57	-0.39
ZNF766	-0.0135
PTPN21	0.7797
GDPD3	-0.544333333333333
PNPLA5	0.0125
TBR1	-0.1226
FAM116A	0.17475
IQGAP1	0.879625
FOS	1.13975
ZNF226	0.2695
FIGNL1	-1.03366666666667
C14orf1	-0.0253333333333333
ZMYND17	0.128
PUS7	-1.052
TUBB6	0.127
KCNQ2	-1.39275
MARCH6	-0.196833333333333
CCDC33	-0.0055
PRODH	-0.89275
RBM11	2.39875
EPHA6	-0.141875
SLC43A1	-0.54
LOC196541	-0.07025
NTN1	1.17
ING4	0.44675
PCDHB10	0.5875
DPH2	-0.431333333333333
SPACA4	-0.13725
FBXL21	-3.957
DIAPH1	-0.3825
ZNF71	0.567
CEP76	-0.736
CORO1A	-0.1265
RRM2	-2.9385
EDG4	0.27475
OS9	0.2235
SLC4A1AP	-0.3365
COG5	-0.491
COPS8	-0.003
NGLY1	-0.768
NCBP2	-0.29525
C17orf42	-0.245666666666667
GPSM3	0.776571428571429
SIL1	0.885666666666667
ASB6	-0.07475
SMAD5OS	0.146833333333333
UNC93A	-2.638625
A1BG	0.00333333333333334
C21orf62	-0.01275
FMO5	-0.4385
ATRIP	0.0738333333333333
CEBPG	-0.124166666666667
C7orf38	0.120166666666667
TNFRSF1B	1.5815
CLEC1A	0.8765
IQSEC1	0.420625
PATZ1	0.6604
RBM22	1.023375
BAG2	-1.21866666666667
PAQR5	-2.1765
C9orf127	0.5162
THNSL1	-0.6265
SHROOM3	2.689
JAM2	1.2145
SNRPN	-2.36125
ALX4	0.257
CACNA1S	1.015
FAM130A1	0.894
CORIN	2.844
CD300LB	0.7175
PLEKHG6	1.08
LRRC40	-0.57375
PCLKC	-0.85
PCDHB16	0.597
WNT2B	0.8005
ASNS	-2.81377777777778
MRPL49	0.22425
FLJ46111	0.07175
ISG20	0.0245
SMU1	-0.256666666666667
CASZ1	-0.137
POLR1D	-0.258666666666667
GIN1	-0.22925
SNAG1	0.3205
ANKRD29	-1.3435
CDKN2AIP	0.45975
KRR1	0.06325
CXCL1	-2.19366666666667
EPM2A	-0.3151
PC	-1.13766666666667
DEFB127	0.0025
PDZRN4	1.983
FAH	0.414875
OR51E1	1.1995
CDC2L6	-0.515166666666667
DNTTIP1	-0.5975
PAX8	-0.62225
TMEM116	-0.15225
C1orf150	-0.8975
PRO2012	-0.067
MRPL40	-1.087
BEX1	-3.6293
SLC2A4	-0.842333333333333
PKMYT1	-0.6455
FEZF2	-0.466333333333333
SLC26A9	-0.7795
MAP2	0.273166666666667
LYL1	-0.84875
SLC25A19	-1.05516666666667
NOS3	-0.129
ZNF34	1.3165
TMPRSS11F	0.00700000000000001
FAM43A	-0.199
FCRL4	0.6165
KLF14	0.501
FLRT2	0.3995
WRN	-0.43325
SDF2	0.5773
KRT8P12	0.18
C6orf195	0.029
C9orf125	-1.6405
DZIP3	0.3145
RIT1	-0.0421666666666667
SCML1	-0.3725
RHBDF2	-0.647
OR2G3	0.1735
REXO1L1	-0.7935
MAP3K7IP3	0.557625
C3orf57	-1.1655
FBXW11	-0.273833333333333
ETAA1	-0.5515
C14orf131	-0.2509
AKT1S1	-0.539
SLC12A5	-0.65575
C9orf164	1.386
NRIP3	-0.701125
NOS1AP	0.3655
TMEM121	1.61025
SAP30BP	-0.1128
DGCR6	0.18575
WDR76	-1.312
FAM82B	0.0704166666666667
LOC606495	-0.5085
MAP9	2.54108333333333
BCDIN3D	1.267
CXorf36	2.2785
DSCR3	-0.3819
ZFAND3	0.375125
C7orf43	0.114
SPSB3	1.8272
C19orf19	0.17925
FAM133A	-1.410625
C12orf25	0.21925
SLC39A3	-0.762625
DISP2	0.01275
PI4KAP2	-2.048
MKRN3	-1.01183333333333
ADAMTS13	-0.65075
CBLN3	0.0865
TTYH1	-1.49016666666667
C3orf18	0.903
FLJ13236	0.32225
ZMYND12	2.52075
C18orf25	0.324625
GLB1L3	-0.934
ATP13A5	0.72
RANBP10	-0.24975
CD96	-0.1471
DENND1C	0.42575
RBMS3	1.0956
SLC41A3	-0.186166666666667
DGCR6L	0.12425
TMEM128	0.899666666666667
CSNK1G3	0.441071428571429
MOBKL2C	1.256125
TSPAN6	-1.85525
MATN2	0.5073
MSL2L1	0.105166666666667
ST6GALNAC2	0.123
FGFBP2	-0.54225
FGL1	-6.6875
MPP3	0.115333333333333
ARHGEF6	0.797666666666667
TGFBR2	0.6685
ACMSD	-0.29275
IL33	2.819
C9orf5	-0.159583333333333
DEAF1	0.0378
AMN	0.056
DEFA6	0.0377142857142857
RNF212	0.7635
METT5D1	0.3965
CIB1	0.4771
TSSK1B	-0.16275
KIAA1727	0.93575
ZNF680	0.56325
LOC399900	-0.451
LOC152217	-0.233083333333333
CTNNAL1	-2.3325
CIT	-1.76966666666667
TLE6	-0.41475
ZNF607	-1.2015
HERC4	-1.04483333333333
DRAP1	-0.1476
PEMT	-0.61375
C10orf111	0.069
ZNF575	0.6095
KCTD7	-0.09025
MYO1F	0.791625
LOC285382	0.3395
RAB11A	0.4722
PLCD3	-0.40475
C15orf28	0.03025
PTBP2	0.33475
CTB-1048E9.5	-0.399875
C19orf60	0.482833333333333
C7orf25	0.376
SETD7	0.957875
HOXB9	-4.8695
VANGL1	0.1068125
CHAF1B	-1.161
NDUFA3	-0.11875
KIAA1328	0.201
SHARPIN	0.763875
TTC23	-0.6275
UGP2	0.136416666666667
ANKIB1	0.2512
CIRBP	1.44871428571429
SEC14L4	-3.06916666666667
OVCH1	0.102
VPS52	0.13325
FAT	-0.497625
M6PRBP1	0.08925
GPRIN3	0.778
PPM1F	-1.10566666666667
TSR1	-0.5955
CCDC85A	1.28475
PCSK5	1.71575
ZFHX3	-0.36
HEMK1	-0.1783
PGBD2	0.6525
RSRC2	0.0793333333333333
AURKC	-0.6295
SCRIB	0.4455
ORM2	-4.94316666666667
FAM115A	-0.4265
FZD6	1.4435
UNC119	0.0546666666666667
GPX3	-0.5494
NOV	-0.283625
CABC1	-0.866625
CDC42SE2	0.0716875
EIF2S2	-0.9228
RNF130	1.09275
CKAP5	-0.816
RP11-413M3.2	0.2285
C10orf18	0.4545
TMEM93	-0.41675
DYX1C1	1.9495
KCNMB2	-0.476875
ANK3	1.04433333333333
KRT5	0.9183
CDH12	-1.0435
QRSL1	-1.31825
JUB	-0.5185
SHC4	-0.805125
CCL15	1.24383333333333
CCDC22	-0.2245
SNX24	-0.709
RARS	-0.4165
MORC2	-0.0448571428571429
FAM48A	0.03675
MT1H	-1.1415
PPP1R14C	-0.966166666666667
FOXD1	-2.51714285714286
C1orf213	-2.00675
AMT	-1.5165
DSN1	-1.37325
PTPLAD2	1.74925
DIS3L	-0.294
RASL11A	0.16625
GPRC5B	0.387375
FRMD7	0.8445
STRN4	0.12475
KITLG	2.49104545454545
HDGF	-0.716
OR1S1	0.106
SETX	0.3876
DDR2	0.845625
KCTD12	2.53825
LYZL2	-0.53675
WDR52	0.1695
TMEM2	1.475
ZNF579	0.469333333333333
LOC200810	0.6435
TNFSF9	-1.606
PPFIA4	-4.078
CNIH3	0.9205
MAP4K4	-1.18378571428571
ROD1	0.241857142857143
ALS2CR12	0.1755
DOCK3	-1.27316666666667
PAQR9	-3.651
ASB17	-0.199
STX16	-1.40225
FEZ2	0.1085
DLAT	-1.13283333333333
KIF21B	-1.19283333333333
CDC5L	-0.528
TMEM119	1.92933333333333
CRIP3	-1.663
TPSD1	0.601833333333333
TEPP	-0.15625
GNGT2	1.3265
C21orf121	1.7055
WNK1	0.000833333333333321
FLJ10490	0.2917
OR51B5	-1.625
LOC203547	-0.656375
HAS1	0.1145
PPA1	-0.805833333333333
ST7	0.099875
C11orf46	0.6719
POPDC3	-3.52
ACOX2	1.80316666666667
ATCAY	-0.333916666666667
TM4SF19	-1.06875
MFSD9	-0.611
PDHB	0.104
ERN1	-0.2035
LCE3C	0.06
GPR111	0.411
NOTCH3	1.50733333333333
ADAMTS5	2.322
B3GALT1	-0.935
UGCGL1	-1.06083333333333
FAM58A	0.398
FBXO32	2.70475
CLPP	-0.48
NXPH1	-2.5525
MTMR3	0.591666666666667
ATP1B3	-0.659625
TMEM16A	5.22725
HIST1H3F	0.1115
TRIM25	0.0105
SDCBP2	-0.0305
CRKL	-1.085
HOXB2	2.3735
ANP32B	-0.73675
GATM	3.602
AP4E1	-0.228125
EDG5	0.2235
CDKN3	-2.21383333333333
CDH4	-1.68575
PGD	-0.600166666666667
RND1	0.6315
GAD1	-2.6104
MPG	0.683875
LOC440350	0.151
ZNF133	-0.318
SERPINB12	0.018
AMELY	-0.0381666666666667
DHX36	-0.6965
TNFAIP8L2	2.997
PHTF2	0.0647058823529412
CCDC112	-0.572666666666667
IQCC	0.00774999999999999
HEYL	3.30383333333333
FTSJ2	-0.438
APPL1	0.87275
RAB43	0.107785714285714
OR10G2	0.2245
WAC	0.262333333333333
ADCY9	1.4295
RUNDC2B	0.764333333333333
PYCRL	1.0473
AGPAT7	-0.688
SLC22A9	-0.8035
CDKAL1	-0.019
PDYN	-0.308333333333333
C20orf74	0.99975
MTMR11	0.596
VAV3	4.57441666666667
DAPL1	-0.374
STXBP3	0.68
EIF3G	-0.33275
ARHGAP22	-1.222
NPFFR1	0.206
NPC1	-0.286666666666667
ALDH9A1	0.972833333333333
ZNF600	0.40375
ZNF678	0.267333333333333
RASSF1	0.0290833333333333
ADD2	-2.77214285714286
PITPNB	-0.0858571428571429
PKD2L2	0.068
LRP11	-0.55725
CDKL1	0.2475
SMEK2	0.1145
PRODH2	-3.331
C11orf54	0.105333333333333
SFRS11	-0.298
IL7	0.295166666666667
ALS2CR16	1.20475
BTG3	-1.17866666666667
PAK2	-0.106888888888889
RP11-679B17.1	-0.72575
GATA4	-1.67083333333333
ATP2B1	0.179
LOC130940	1.246
C1orf172	2.34116666666667
ATF7IP2	-1.78275
SLC25A43	-0.542166666666667
CENTG3	0.131166666666667
IGF2BP1	-3.8027
FCHSD1	0.06
CAMK2N2	0.614333333333333
ELAVL3	0.1673
NBPF15	-0.488666666666667
UBE2J2	-0.000916666666666665
GNL2	-0.564
PRR3	0.0824
NLF2	0.86175
OR4F6	-0.2405
KLHL24	0.6455
CCDC88A	-1.2338
SGPP1	-0.217833333333333
C10orf11	-0.662333333333333
SLC35B4	-1.32633333333333
UGT3A2	-1.758
ARNT2	0.9144
CBR1	0.324625
ITPR3	-0.649166666666667
TRAPPC6B	-0.4213
AMZ1	-1.19
ARP11	1.29725
WDSUB1	-0.04625
APBA1	0.241166666666667
RAB2A	1.1908
C6orf162	-0.730375
HPSE2	0.71425
PLCE1	1.28025
INSL3	0.299
DLG1	0.0448
PTPLA	-3.3455
PIGX	0.192375
TFIP11	0.298833333333333
FIBIN	3.6115
POLR2G	-0.44075
GRAP2	-1.09
DNAJB8	-0.23475
CNBP	0.529166666666667
WASF1	-2.07675
INPP5E	-0.7196
HSPB1	0.353625
TMEM167	-0.0698999999999999
CUBN	-0.07375
IGF1	3.445875
ITPK1	0.1486
NAALAD2	-0.664125
G3BP1	0.1691
NT5DC1	-0.628375
CYP39A1	0.3655
TMEM139	1.10258333333333
POLK	-0.2692
GLULD1	-1.34025
RBM15	-0.8955
AMZ2	-0.444
GDF15	-3.55233333333333
MESDC2	-0.1435
INCA	0.961333333333333
ACY1L2	-2.6675
GZMM	-0.0641666666666667
PAIP1	0.02475
CACNA2D1	2.22925
STK32C	-0.297166666666667
SH3BP4	0.925666666666667
DEC1	0.538
PADI1	0.2705
UBB	-0.0522
PON3	-1.31983333333333
PROP1	0.27
ANKRD13B	-0.4015
ADCK1	-0.252
TCF25	-0.09025
SLC38A5	-1.60775
CXorf26	0.009
C19orf39	0.0425
PPP1R13B	0.762
ARL2	-0.989
TCL6	0.0375833333333333
TOP3A	-0.7205
SLC16A14	0.33025
FXYD6	1.62616666666667
HIST1H4E	-0.11825
BBC3	0.224894736842105
UNC5A	0.235666666666667
FAM86C	0.1296
PI4KB	0.4695
B3GAT1	-3.13
SUSD2	1.0935
OAZ2	-0.257833333333333
NOC4L	-0.111
C10orf12	-0.31825
FADS1	-1.7565
LOC144097	-0.7285
DKK2	1.28416666666667
KIAA1949	0.57675
RHOT1	0.5
OXT	1.21583333333333
GPR153	0.594
ARL4A	-1.65233333333333
SAAL1	-1.321
CCDC64	-0.424
USE1	-0.785166666666667
HNMT	0.965333333333333
PCGF3	0.1481875
CYP2C19	0.55075
C20orf4	0.243
CCDC11	1.51375
ACSBG2	0.79075
RWDD2A	-0.368
PALLD	3.53175
CPLX4	0.275
LOC492311	0.82775
KPNA2	-1.90566666666667
MACROD1	-0.619
TMCO3	0.626166666666667
