Hybridization REF	TCGA-BH-A18S-11A-43R-A12D-07
SMARCD1	-0.679166666666667
ZFP106	0.65025
ZNF347	0.1043
GTF2E1	-0.32425
RY1	-0.0885
ATAD2B	0.373
ARHGAP17	-0.0684
KCNIP3	-0.58925
SFPQ	-0.1365
GFRA4	0.714833333333333
AKR1B10	-1.822375
TIGD6	0.767333333333333
RGS16	2.173125
URB1	-0.929166666666667
OR4C46	0.698666666666667
TOP3B	-1.2545
NFATC4	-0.2805
CA14	-3.5855
BMPR1A	0.571333333333333
SNRP70	-1.1875
PRL	0.849181818181818
C6orf130	-0.25275
STAG2	-0.2465
CD55	-0.160785714285714
RPS23	0.773
SSX2	-2.01583333333333
FDPSL2A	-0.67075
FBXO27	0.284625
SYNGR3	-1.58433333333333
TMSL3	2.48475
EML1	-0.88
NUP93	-1.0995
SMAD3	-0.1016
KIAA1189	-0.143333333333333
HNRPUL2	-0.452166666666667
TBC1D12	0.792833333333333
C16orf24	-0.01475
MRVI1	2.08283333333333
ZNF581	-1.01433333333333
ELOVL3	1.7325
OR51Q1	-0.173
CACNB3	0.107666666666667
GALNT13	-1.493625
C10orf84	1.088125
NEDD4	-0.0707
SPO11	-0.0155
OR5AU1	0.0115
NEK4	-0.0545714285714286
PRKAR2A	-1.47233333333333
IHPK1	-0.047
ATP6V0B	-0.431625
CACNA1E	1.1815
CEACAM8	-0.2592
PEX14	0.4595
FLJ12993	0.42
ZBTB38	-0.14475
PCTK2	0.816833333333333
LRRC16	0.6449
FBLIM1	0.5005
FYCO1	1.54225
RP5-1022P6.2	1.05075
CMTM1	0.315333333333333
PLTP	1.27133333333333
RAPH1	0.90425
DOCK8	1.22075
EZH2	-2.32926666666667
SLC25A1	-0.786833333333333
PLEKHB1	0.3049
GRB7	1.1357
ZFP37	0.028
MRPL33	-0.18575
PELO	-0.1
ARMC1	-0.403818181818182
C9orf27	0.1685
FLJ25778	-0.6405
C9orf37	-0.914333333333333
TMEM66	1.32375
SPRN	-0.031875
HBEGF	2.30325
PI4KA	-1.31
LEPRE1	-1.25225
POU2AF1	-1.162625
MRPL12	-1.46216666666667
REP15	-1.1065
ZC3H3	-0.65025
RASAL1	-0.901
DDAH1	0.375
ACBD5	0.700875
TMC2	-0.5045
CCDC137	-1.163
SAMD13	0.955666666666667
UGT2B15	-2.31066666666667
TIPARP	1.40025
DNASE1L3	4.57425
TRIM72	0.2535
DBX2	2.07925
IPO8	-0.25875
C21orf88	-0.6001
MAP3K14	1.082
LOC51233	0.232166666666667
GGTLA4	-0.012
PDE6D	-0.26075
ZNF117	-0.57725
CLK2	-1.411625
NKRF	-0.9855
TNFSF15	0.0948
DUSP2	1.77075
SECISBP2	-0.1012
GABRR2	-0.398
PPAP2C	1.52925
LOC51145	0.039
PAG1	-0.178
PIK3C3	0.26675
GNG10	0.8045
APOL4	0.967666666666667
ANKRD28	-0.88525
STMN3	-0.9029
RAB14	0.4507
CDK2AP2	-1.10925
HDDC3	0.000875000000000008
COMMD7	0.096625
CXXC1	-0.84175
HMCN1	-1.06033333333333
CD40	1.012
DYNC1LI2	0.52025
GDI1	-0.8885
LOC646938	-0.08075
VSNL1	-0.2515
PIH1D1	-0.633833333333333
RAET1G	0.7465
KRTAP5-9	-0.338
EFTUD2	-0.649
ZNF311	-0.595
ATP6V1G3	0.40925
OR2W3	-0.1525
SCN4A	1.57775
MED10	-0.709875
FAM135A	0.1048
ARHGAP4	-0.509
EHMT2	-1.522875
UFD1L	-0.69225
ERMP1	-0.65925
MAG1	-0.0925
THAP8	-0.0833333333333334
HACE1	0.0388333333333333
FAM82C	0.276833333333333
C3orf20	0.4725
UNC84A	-0.0306666666666667
SCD5	0.399428571428571
LASS6	0.2275
LSG1	-0.405916666666667
MAL	-3.9245
GPR22	0.711
WDR5B	0.266
ACTRT1	0.4425
C17orf60	0.0733333333333333
GRIN2C	0.2184
ARMC8	0.287333333333333
SLC47A1	-0.4745
DMPK	-0.02625
DHRS13	-1.32116666666667
SMC1A	-0.9525
KRTAP17-1	0.176
SMYD5	-1.22125
TUSC2	0.40225
CRHR2	0.194
KIR3DL2	0.9345
CCDC104	0.77075
ATP2C1	0.591
CROT	0.54125
PABPC3	-0.903833333333333
EGR1	4.84166666666667
THSD1	2.18325
KHK	-1.0195
SLC12A2	2.5131875
CD58	-0.3295
STOX2	0.627333333333333
CCDC76	-0.2804
CCDC48	4.06
DNAH1	0.2535
ZIC4	-0.454875
OR1G1	0.5525
PSMC6	-0.612166666666667
PROKR1	0.359
ABCB1	1.147
TRAT1	-0.7525
LLGL1	-0.391
MTF1	1.43225
USP54	0.8445
PAGE2B	-2.8525
ITGB7	-3.66525
CCDC81	-0.5305
LOC149837	0.4775
SCUBE1	0.0855
ZSCAN10	0.3765
HUWE1	-0.466
CDH17	0.3805
CD180	0.23625
IL17A	0.242
TMPO	-2.295125
KIAA1524	-2.07033333333333
HDGFRP3	0.235833333333333
OXCT1	0.0708181818181818
RRAS2	0.158333333333333
LTBP2	2.56825
SV2B	3.89383333333333
CYP2A6	1.86375
PKD1L2	0.507333333333333
PPM1M	0.4585
FLJ22662	2.81883333333333
ZNF502	2.635
GP6	-1.085
CRYBA2	-1.0395
LEF1	-3.2671
CTPS	-2.50742857142857
EYA1	-2.65616666666667
EPS8L1	0.117
MAPK14	-0.536166666666667
SERPINB2	-3.89625
GTF2F2	0.101333333333333
ZNHIT4	-1.3635
PLA1A	0.13275
C20orf114	1.90725
HPR	-1.9415
C18orf2	-3.18333333333333
SATB2	-1.213
KCNJ9	0.575
MGC157906	0.0405
MOCS3	-0.908
C17orf71	-0.585333333333333
PPHLN1	-0.101
HIST1H2BN	-2.250875
RAPGEF1	-0.054125
MAP3K8	2.30075
DLG4	0.149666666666667
STC1	1.95325
CDGAP	1.7565
DDX26B	0.54025
LOC150223	-2.36525
CPSF3	-1.06466666666667
TMEM14A	0.005
MYH3	0.26075
GPKOW	0.08975
SULT1A1	-0.178333333333333
SPON1	4.756
YY1AP1	0.0166666666666667
RAB23	-0.93175
PLA2G4A	-1.049
MAPRE3	-0.457
ZNF516	0.719357142857143
GGPS1	0.1525
EXOC3L2	-0.018
C19orf42	0.7472
MAP2K2	-0.8
HIST1H2BB	-1.85925
RNF19B	0.206666666666667
C6orf128	1.03416666666667
TLR8	3.50825
PCDHA9	-1.293
CARS2	0.235
CLUL1	1.80983333333333
RHAG	-3.90616666666667
UNK	0.148
EXOC8	0.8524
C9orf95	1.9575
C14orf143	-0.890333333333333
MAML3	0.42875
LDHA	-1.9685
MRPL20	0.3115
KLHDC6	0.512
ATP5S	0.432833333333333
C8orf55	-0.86575
PHF19	-2.59175
KRTAP13-4	0.495
TTC5	-0.12425
XKR5	-0.50575
SILV	-2.7735
TEX28	0.6285
TCTN1	0.2165
CX40.1	0.18225
PPP2R5C	-0.1185
C12orf30	-1.52216666666667
CAPG	2.6885
MPZL1	0.91525
ARSB	-1.31566666666667
TDH	-1.8315
WASF4	1.4025
TSSK3	-0.535333333333333
7A5	1.865
CRISPLD1	2.18325
MAD1L1	-0.862833333333333
SPIN4	-0.6745
AMPD1	1.588
DPYSL5	-0.305
INPP1	1.49783333333333
ANKRD11	-0.786333333333333
NPAS4	0.596625
GCET2	0.5773
RNASE9	-0.8675
GUCY2D	0.1885
CCDC98	0.254
FGF4	-0.346875
CPM	1.98083333333333
SLC26A4	-0.598
PLD5	0.44175
FAM59A	1.1507
FBXO5	-2.47488888888889
SIPA1L1	-0.171625
DPYS	1.68825
ATG4D	-0.43775
TGM3	0.103
MTCH1	-0.4705
HK1	-0.340642857142857
CDC26	0.227875
GALNT12	-1.44033333333333
LOC339229	-0.3305
MRPL35	-0.474
ORC4L	-0.49925
TNKS	-0.386857142857143
C2orf24	-0.465833333333333
ZNF553	-0.392833333333333
GGTLA1	2.7035
ZNF497	0.1805
CDY1B	0.38625
SLC30A4	0.100125
TUB	-0.252
ARHGEF18	0.22775
ARRB1	0.77425
KCNK1	1.080375
EREG	1.7352
SCAMP5	-0.7565
RUNDC3B	3.2035
ADAMTS20	0.37525
IL17RB	0.191125
FLJ20323	-0.36875
MCAM	1.607375
POLR3E	-1.68816666666667
AQR	0.421833333333333
IPMK	-0.697
CDCA7	-4.270375
CAMP	1.003
GRHL3	0.56575
ADAMTSL2	0.1585
CLMN	2.02033333333333
SSTR3	0.482
MAGEA5	-2.33166666666667
OVOL2	3.3105
JMJD1B	0.4365
RBL2	0.4284
PYGO2	-0.09025
PPP1R10	0.443166666666667
CSE1L	-1.73933333333333
LCA5	2.36475
RDH16	-0.1805
ASRGL1	-0.288
TOM1	-0.0993333333333333
PTX3	-1.8095
TTC15	0.063
SCGB3A1	3.168
MRPL50	-0.78275
RCAN3	0.33375
SLC26A11	1.4755
STYX	-0.613666666666667
CINP	-0.608
MARCH7	0.47625
PFKM	-0.928833333333333
SGMS1	1.24
RIOK3	-0.1001
C1orf110	-0.433
CES7	0.0571250000000001
LOC440248	-0.272
PPP1R12C	-0.1985
C10orf27	0.9075
ATG9A	-1.00375
MRPS26	0.126
TMEM40	1.5535
ELP3	-0.3654
ZNF787	-0.161
HIAT1	0.4835
C8orf34	2.35966666666667
MGC4655	-0.8754
PELI1	1.538
PPT1	-0.0185
SLC35C2	-0.683833333333333
C6orf125	-1.2375
MUC4	0.3775
RFC4	-2.57971428571429
GNB2	-0.483
NUP50	-0.3785
SULT4A1	-1.35466666666667
C7	4.623625
CCDC130	0.296166666666667
ARRDC4	1.7045
RQCD1	-0.595
GLYCTK	-0.58675
AYTL2	-1.511
MTUS1	1.3401
LEMD3	0.0778333333333333
PLEKHF2	0.411
HOXA7	1.766
GTF3C2	-2.2425
DYNLRB2	3.02725
CNOT10	-0.74525
MR1	0.409666666666667
FFAR1	0.29675
PRIC285	0.13725
SLITRK6	4.43275
LIX1	-2.329
UBE1L2	-0.38875
F8	2.153
ACHE	-0.111166666666667
KPNA5	1.1545
TNFRSF12A	-0.323833333333333
EGR3	4.901
SERPIND1	-3.60033333333333
OASL	1.21525
IFRD1	-0.179
WDFY1	-0.4625
ZNF267	0.9955
ACCN5	0.0415
ZBTB6	-0.24175
PPP1R3A	-0.7455
PRRT3	0.60275
FBXL19	-0.7175
TXNIP	2.26907142857143
ACTN2	-1.65625
ATG9B	-0.569875
C9orf117	0.44375
IL27	1.213
RPL36AL	0.320833333333333
KLK15	0.138666666666667
CHAD	1.79
RAP2B	0.7787
HEBP2	2.39525
ZNF342	-0.302
CAMK2G	-0.671666666666667
TLR3	1.951
FGF14	2.23
HMGB2	-0.86025
TRPM5	-0.00233333333333333
OR5M11	0.267
KIF3B	-0.431631578947368
PRICKLE2	1.7245
MTMR9	0.402375
C3orf27	-0.021
GLRA3	1.084
NSDHL	-0.437166666666667
TMEM32	0.12725
POLR2D	-1.68158333333333
MYADML	0.5435
C9orf114	-1.11325
MRGPRX1	0.7035
TOPORS	0.78875
CLDN19	0.9715
C1QL4	0.0345
RNF165	0.0205
DHRS9	1.73075
DNAH2	0.295333333333333
FXR1	-0.504666666666667
ZMYM3	-1.02825
CASP3	0.114166666666667
FAM120C	-0.317875
SCLY	-1.87025
CA7	0.175
ENTPD5	0.483333333333333
ZNF461	0.052
PDIA5	-0.98275
C1orf19	-0.512
TMEM67	-0.245
KCTD20	-1.3475
WDR47	1.447
FLJ38723	1.996
KLRF1	2.60066666666667
TAS2R16	0.1535
CLDN12	0.891
PRKCE	-0.11075
UBXD4	-0.45225
ITGAM	3.1645
GLT8D3	-0.322125
WDR31	0.1181
RGS2	4.2885
OR51L1	0.386
MST1R	-0.7725
KIAA1737	1.167
OR4A5	1.272
GLIS1	-0.657833333333333
PTMA	0.295428571428571
NAPA	-0.542
PRDM11	0.5945
LIPF	-0.3545
DIRAS3	3.308
ASGR2	-3.647375
C1QTNF4	1.18025
PIK3R4	0.021
ARMC3	1.62825
NDUFV3	-0.414
BTBD3	-0.277166666666667
PPP1R2	0.626333333333333
UBE2NL	-0.12575
FOSL2	1.22971428571429
FAM119A	-1.36583333333333
TUBA4A	-0.6039
KRTAP12-1	-0.0315
SFRS2	-1.0935
RHPN1	-0.5147
EEF2	-0.510333333333333
ZDHHC11	-0.148
EPHA3	-1.1965
RBM12	0.14
H2AFJ	0.9675
EDIL3	-1.0485
KIF26A	0.17975
SERGEF	0.528
B3GALT4	2.61625
LOC90925	0.712333333333333
OSCAR	1.461375
NPFF	0.046625
DEDD	0.522875
TMEM155	-1.1035
PTPN1	-0.483
SCYL2	0.196
SKAP1	2.6865
LEAP2	-2.18216666666667
GADD45G	1.684
IFITM3	1.14075
PILRB	-0.6525
SLU7	0.4335
DSC3	3.88325
DNMT3L	-1.3535
PAPD5	-0.136
B3GNT3	0.0778333333333333
LHCGR	0.7015
MSL-1	-0.22675
UBE2S	-2.57425
SAP130	-0.52225
ANAPC11	-0.06475
MAGED4B	-1.1755
ATP6V1B2	0.502
C14orf179	1.20075
CAPZA1	-0.270625
CDYL2	-0.819
GLRX3	-1.13233333333333
LOC136288	-1.36375
MOBKL1A	0.48575
HTR2B	3.22975
CRYGD	-0.00533333333333334
NUS1	-0.4355
PGRMC1	0.1315
MYOM2	2.3445
FLJ39653	-2.1475
CHM	-0.1654
OR5M8	0.414
ZNF619	0.685
FAM105A	0.8385
CCNL1	0.876625
NAP1L3	0.0445
C10orf57	1.18233333333333
B3GALNT1	0.679666666666667
CSN1S2A	-0.373
TCP10L	-0.23025
GDAP2	-0.157125
DMKN	0.579
COX6B1	0.07
DNASE2	0.151166666666667
MSH5	-1.70425
LGMN	0.734375
USP31	0.8519
OR13C8	0.764
SDCBP	1.2459
NUDT11	-1.549
PYGL	1.04233333333333
SNPH	0.29
B3GNT4	-0.574
MIZF	-0.6542
NUBPL	-0.2055
NOD1	0.781333333333333
CDH22	1.611375
NUBP1	0.0885
DSCAM	-3.52625
DGKI	3.21
FAM136A	-1.30825
AKAP1	0.530333333333333
SLC16A6	-0.5395
RIN3	0.33875
PSG2	0.10425
DIP2B	-0.376166666666667
PSORS1C1	-0.8246
KIAA0495	-0.3665
FLJ90709	-0.237833333333333
LPA	0.500166666666667
PIGA	0.593833333333333
LY75	3.6225
UTS2	-6.06183333333333
RREB1	-0.6035
GALNACT-2	0.3803
MGC3196	-1.18425
FLJ31568	1.1615
LPHN1	-0.433
SP1	0.060625
TOX4	0.215166666666667
HSPA9	-0.1586
APOBEC1	-0.5215
SLC35E4	-0.8115
LSM5	-1.0195
SURF1	0.20075
ZBTB1	0.777416666666667
GTF2F1	-0.187875
RPS15A	0.274928571428571
DUSP21	-0.397666666666667
GINS4	-3.5515
MYO15A	0.395
GIMAP7	5.061
MGC13379	0.8875
ATP6V1E2	-0.236833333333333
UTP3	0.48925
HNRPA3	-0.3881875
MT4	-0.466
C14orf155	0.8585
U1SNRNPBP	0.7905
CKLF	-0.752333333333333
PLEKHN1	-0.244
MBNL1	0.414666666666667
NUP160	-1.0275
ACSM2A	-1.8415
LOC129881	0.2575
KIAA1529	-0.10925
FLJ22639	-2.10575
HAND1	-0.7415
GSX1	0.2205
FGA	-3.99225
SERPINB1	0.6895
ZNF642	0.05975
IGFBP1	-7.81675
SLC1A1	0.5995
DHX57	-0.821375
ZNF766	-0.0145
PTPN21	0.3575
GDPD3	0.102333333333333
PNPLA5	0.026
TBR1	0.3425
FAM116A	0.56875
IQGAP1	1.245625
FOS	3.5455
ZNF226	0.626625
FIGNL1	-1.00283333333333
C14orf1	-0.235833333333333
ZMYND17	0.933
PUS7	-1.28266666666667
TUBB6	0.0945
KCNQ2	-1.3065
MARCH6	-0.344416666666667
CCDC33	0.3785
PRODH	-0.50425
RBM11	1.744
EPHA6	0.0218749999999998
SLC43A1	-0.5795
LOC196541	-0.818571428571429
NTN1	0.5895
ING4	0.41925
PCDHB10	1.1435
DPH2	-1.1735
SPACA4	-0.0275
FBXL21	-5.5145
DIAPH1	-0.974166666666667
ZNF71	0.6145
CEP76	-0.6645
CORO1A	-1.09075
RRM2	-4.858875
EDG4	0.25575
OS9	-0.200333333333333
SLC4A1AP	-0.506
COG5	-0.79625
COPS8	-0.23275
NGLY1	-0.5085
NCBP2	-0.409625
C17orf42	0.034
GPSM3	0.3345
SIL1	0.285833333333333
ASB6	-0.5945
SMAD5OS	0.663833333333333
UNC93A	-2.92875
A1BG	-0.112833333333333
C21orf62	0.32175
FMO5	0.463416666666667
ATRIP	-0.826166666666667
CEBPG	0.684833333333333
C7orf38	-0.898666666666667
TNFRSF1B	1.8045
CLEC1A	3.08766666666667
IQSEC1	0.414625
PATZ1	-0.00140000000000001
RBM22	0.6635
BAG2	-2.07766666666667
PAQR5	-2.589
C9orf127	0.6642
THNSL1	-0.09825
SHROOM3	1.9843
JAM2	2.944
SNRPN	-2.303
ALX4	0.177
CACNA1S	-0.3405
FAM130A1	0.20875
CORIN	0.466
CD300LB	0.578
PLEKHG6	1.1375
LRRC40	-0.3885
PCLKC	-0.6285
PCDHB16	1.47866666666667
WNT2B	1.045
ASNS	-2.21188888888889
MRPL49	-0.799125
FLJ46111	-2.01475
ISG20	-0.19775
SMU1	0.543833333333333
CASZ1	0.07
POLR1D	-0.328083333333333
GIN1	-0.06375
SNAG1	0.6225
ANKRD29	1.055
CDKN2AIP	0.1215
KRR1	-0.08125
CXCL1	0.918333333333333
EPM2A	0.2816
PC	1.21233333333333
DEFB127	-0.8715
PDZRN4	2.2375
FAH	1.2185
OR51E1	3.291
CDC2L6	-0.943166666666667
DNTTIP1	-0.67025
PAX8	0.20525
TMEM116	0.5505
C1orf150	0.688
PRO2012	0.20325
MRPL40	-0.7165
BEX1	-2.5451
SLC2A4	2.2275
PKMYT1	-2.5265
FEZF2	-0.816
SLC26A9	-0.239
MAP2	0.955166666666667
LYL1	-1.15225
SLC25A19	-0.754833333333333
NOS3	0.1115
ZNF34	0.5675
TMPRSS11F	-1.18075
FAM43A	0.7575
FCRL4	0.6275
KLF14	0.469
FLRT2	0.672
WRN	-0.9625
SDF2	0.6584
KRT8P12	-1.18475
C6orf195	-1.18
C9orf125	0.4925
DZIP3	-0.078375
RIT1	0.4825
SCML1	-0.850666666666667
RHBDF2	0.00312499999999999
OR2G3	0.305
REXO1L1	2.526
MAP3K7IP3	-0.346
C3orf57	-4.0585
FBXW11	-0.173833333333333
ETAA1	-0.81075
C14orf131	-0.4526
AKT1S1	-1.30775
SLC12A5	-0.545
C9orf164	0.3795
NRIP3	0.589375
NOS1AP	-0.67725
TMEM121	0.333
SAP30BP	0.0672
DGCR6	0.32975
WDR76	-2.8955
FAM82B	0.00291666666666669
LOC606495	-1.2815
MAP9	1.471
BCDIN3D	0.68775
CXorf36	4.3045
DSCR3	-0.2334
ZFAND3	-0.5225
C7orf43	0.395166666666667
SPSB3	0.3607
C19orf19	0.705
FAM133A	-2.632875
C12orf25	0.39475
SLC39A3	-1.090125
DISP2	-0.329
PI4KAP2	-2.789
MKRN3	-3.16283333333333
ADAMTS13	0.040125
CBLN3	0.2696
TTYH1	1.396
C3orf18	1.166
FLJ13236	-1.419
ZMYND12	3.005
C18orf25	0.29775
GLB1L3	-0.8875
ATP13A5	3.3775
RANBP10	0.04875
CD96	-0.3882
DENND1C	0.561
RBMS3	2.9146
SLC41A3	0.685833333333333
DGCR6L	0.28675
TMEM128	0.881
CSNK1G3	-0.157928571428571
MOBKL2C	1.661875
TSPAN6	0.872875
MATN2	1.6053
MSL2L1	-0.558166666666667
ST6GALNAC2	0.416833333333333
FGFBP2	4.25975
FGL1	-4.96283333333333
MPP3	0.303333333333333
ARHGEF6	2.46716666666667
TGFBR2	1.844625
ACMSD	-0.3345
IL33	5.89375
C9orf5	0.558916666666667
DEAF1	-0.4993
AMN	0.348
DEFA6	0.0245
RNF212	-0.76975
METT5D1	-0.219833333333333
CIB1	0.4363
TSSK1B	0.48875
KIAA1727	1.0485
ZNF680	0.0795000000000001
LOC399900	-0.8075
LOC152217	0.275166666666667
CTNNAL1	-1.851
CIT	-3.11875
TLE6	-0.50875
ZNF607	-0.8075
HERC4	-0.976166666666667
DRAP1	-1.3197
PEMT	1.4385
C10orf111	-0.182
ZNF575	1.14475
KCTD7	-0.28825
MYO1F	1.05525
LOC285382	0.071
RAB11A	0.698
PLCD3	-0.38575
C15orf28	-0.06325
PTBP2	-0.035125
CTB-1048E9.5	-0.480625
C19orf60	0.542833333333333
C7orf25	0.173
SETD7	0.809375
HOXB9	-3.0565
VANGL1	-1.2383125
CHAF1B	-2.567
NDUFA3	0.131
KIAA1328	-0.0826666666666667
SHARPIN	-0.3
TTC23	-0.33725
UGP2	1.6525
ANKIB1	-0.5787
CIRBP	2.16171428571429
SEC14L4	-2.24566666666667
OVCH1	0.1695
VPS52	-1.2195
FAT	0.4965
M6PRBP1	-1.16825
GPRIN3	0.3725
PPM1F	-0.210166666666667
TSR1	-1.10725
CCDC85A	4.25475
PCSK5	2.995
ZFHX3	0.213
HEMK1	-0.0856
PGBD2	0.69225
RSRC2	0.189166666666667
AURKC	-0.923
SCRIB	-0.452625
ORM2	-3.75333333333333
FAM115A	-0.3404
FZD6	0.308625
UNC119	-0.125833333333333
GPX3	2.0724
NOV	2.51475
CABC1	0.390125
CDC42SE2	0.6485625
EIF2S2	-0.5091
RNF130	1.969625
CKAP5	-1.8175
RP11-413M3.2	0.666625
C10orf18	0.252
TMEM93	0.015
DYX1C1	1.8405
KCNMB2	-1.708625
ANK3	1.27008333333333
KRT5	2.3981
CDH12	1.25525
QRSL1	-0.47925
JUB	-1.17475
SHC4	-0.20175
CCL15	2.91716666666667
CCDC22	-0.2755
SNX24	-0.25875
RARS	-0.54825
MORC2	-0.23875
FAM48A	-0.38925
MT1H	0.341
PPP1R14C	1.591
FOXD1	-2.53378571428571
C1orf213	0.776
AMT	-0.4004
DSN1	-2.371
PTPLAD2	2.014
DIS3L	-0.4315
RASL11A	1.97275
GPRC5B	1.021375
FRMD7	0.431
STRN4	-0.104
KITLG	1.4125
HDGF	-2.1885
OR1S1	0.054
SETX	-0.0532
DDR2	2.390375
KCTD12	3.4505
LYZL2	-0.838
WDR52	-0.524
TMEM2	0.921625
ZNF579	0.0586666666666667
LOC200810	-0.772
TNFSF9	-1.5695
PPFIA4	-3.47125
CNIH3	0.348666666666667
MAP4K4	-1.17157142857143
ROD1	-0.2005
ALS2CR12	0.000166666666666676
DOCK3	-0.297333333333333
PAQR9	-4.3665
ASB17	0.061
STX16	-1.169
FEZ2	0.796666666666667
DLAT	-0.527
KIF21B	-1.35733333333333
CDC5L	-0.131
TMEM119	0.613333333333333
CRIP3	-1.7835
TPSD1	-0.233166666666667
TEPP	0.86475
GNGT2	1.61575
C21orf121	0.58525
WNK1	-0.669916666666667
FLJ10490	0.5153
OR51B5	-1.9555
LOC203547	-0.53875
HAS1	1.032
PPA1	-0.0025
ST7	-0.859125
C11orf46	0.6436
POPDC3	-2.8895
ACOX2	1.29016666666667
ATCAY	-0.423166666666667
TM4SF19	1.146
MFSD9	-0.2345
PDHB	-0.205
ERN1	-0.06075
LCE3C	-0.299
GPR111	-0.262
NOTCH3	1.847
ADAMTS5	5.164
B3GALT1	-0.92475
UGCGL1	-1.33983333333333
FAM58A	0.471
FBXO32	2.33225
CLPP	-0.4515
NXPH1	-1.5865
MTMR3	1.1075
ATP1B3	-0.412
TMEM16A	4.57
HIST1H3F	-0.981166666666667
TRIM25	-1.0045
SDCBP2	2.0835
CRKL	-1.196375
HOXB2	1.41616666666667
ANP32B	-0.56
GATM	4.112
AP4E1	-0.1295
EDG5	0.4095
CDKN3	-3.68116666666667
CDH4	-2.094
PGD	-1.17283333333333
RND1	1.24
GAD1	-3.3946
MPG	-0.22825
LOC440350	-0.677
ZNF133	0.554
SERPINB12	-1.7965
AMELY	-0.458
DHX36	-0.52125
TNFAIP8L2	3.36666666666667
PHTF2	-0.912277777777778
CCDC112	-0.429833333333333
IQCC	-1.52925
HEYL	2.69583333333333
FTSJ2	-0.901333333333333
APPL1	0.300375
RAB43	0.723071428571428
OR10G2	0.1725
WAC	0.329833333333333
ADCY9	-0.4805
RUNDC2B	0.379833333333333
PYCRL	-0.7285
AGPAT7	-0.575
SLC22A9	-1.48533333333333
CDKAL1	-0.306
PDYN	-0.583166666666667
C20orf74	0.58825
MTMR11	1.12575
VAV3	3.10208333333333
DAPL1	1.415
STXBP3	0.739
EIF3G	0.108
ARHGAP22	0.41575
NPFFR1	0.0905
NPC1	-0.408333333333333
ALDH9A1	1.18716666666667
ZNF600	-0.044
ZNF678	-0.335166666666667
RASSF1	0.41
ADD2	-2.65425
PITPNB	0.12875
PKD2L2	0.020875
LRP11	-0.477
CDKL1	0.06075
SMEK2	0.14275
PRODH2	-3.30016666666667
C11orf54	0.1225
SFRS11	0.0821666666666667
IL7	0.960333333333333
ALS2CR16	1.27
BTG3	-0.183166666666667
PAK2	-0.634722222222222
RP11-679B17.1	0.89075
GATA4	-1.432
ATP2B1	-0.1535
LOC130940	1.643
C1orf172	2.08916666666667
ATF7IP2	-1.11525
SLC25A43	0.0656666666666667
CENTG3	0.02775
IGF2BP1	-4.1311
FCHSD1	0.0835
CAMK2N2	0.602
ELAVL3	-0.1709
NBPF15	-0.860666666666667
UBE2J2	-0.391916666666667
GNL2	-0.81725
PRR3	-0.7904
NLF2	0.8535
OR4F6	0.738
KLHL24	1.06683333333333
CCDC88A	-1.1096
SGPP1	-0.182833333333333
C10orf11	1.83783333333333
SLC35B4	-1.23733333333333
UGT3A2	-1.575
ARNT2	0.2048
CBR1	-0.779875
ITPR3	-1.30966666666667
TRAPPC6B	0.0844
AMZ1	-0.4775
ARP11	1.48925
WDSUB1	0.223
APBA1	1.43716666666667
RAB2A	0.7595
C6orf162	0.854625
HPSE2	0.912
PLCE1	1.031
INSL3	1.493
DLG1	0.1102
PTPLA	-1.74525
PIGX	-0.585375
TFIP11	-0.219
FIBIN	3.006
POLR2G	-0.56
GRAP2	-2.086
DNAJB8	-0.06275
CNBP	1.472
WASF1	-1.33975
INPP5E	-1.1275
HSPB1	-0.6080625
TMEM167	-0.3996
CUBN	0.3885
IGF1	4.6421875
ITPK1	0.4329
NAALAD2	-1.02071428571429
G3BP1	0.1575
NT5DC1	0.45225
CYP39A1	1.455
TMEM139	2.06683333333333
POLK	-0.271444444444444
GLULD1	-2.49425
RBM15	-1.75783333333333
AMZ2	-0.13175
GDF15	-2.07933333333333
MESDC2	-0.39425
INCA	1.47883333333333
ACY1L2	-0.483
GZMM	-0.0745
PAIP1	-0.0435
CACNA2D1	1.27325
STK32C	-0.886166666666667
SH3BP4	0.748666666666667
DEC1	-0.315
PADI1	0.00999999999999998
UBB	0.2344
PON3	1.96333333333333
PROP1	0.7215
ANKRD13B	-1.2315
ADCK1	-1.068
TCF25	-0.00241666666666667
SLC38A5	-2.9005
CXorf26	0.229333333333333
C19orf39	0.08175
PPP1R13B	0.45525
ARL2	-0.7195
TCL6	0.2605
TOP3A	-1.3075
SLC16A14	0.371
FXYD6	2.18
HIST1H4E	-0.06725
BBC3	0.00163157894736843
UNC5A	0.298833333333333
FAM86C	-0.8394
PI4KB	-0.334125
B3GAT1	-1.082
SUSD2	1.14833333333333
OAZ2	0.087
NOC4L	-0.96475
C10orf12	-0.575
FADS1	-2.96616666666667
LOC144097	-0.96975
DKK2	0.823166666666667
KIAA1949	0.06425
RHOT1	0.1077
OXT	1.90666666666667
GPR153	0.37825
ARL4A	0.917166666666667
SAAL1	-1.0795
CCDC64	-0.5555
USE1	0.102833333333333
HNMT	1.66866666666667
PCGF3	-0.127375
CYP2C19	0.67075
C20orf4	-0.38
CCDC11	0.8665
ACSBG2	0.74975
RWDD2A	0.25925
PALLD	2.5915
CPLX4	0.2765
LOC492311	1.64975
KPNA2	-2.46966666666667
MACROD1	-0.7633
TMCO3	-0.317333333333333
