Hybridization REF	TCGA-BH-A18T-01A-11R-A12D-07
RY1	0.0981666666666667
ATAD2B	-0.11325
ARHGAP17	-0.6519
KCNIP3	-0.63125
SFPQ	0.40425
GFRA4	0.303
AKR1B10	-3.9825
TIGD6	1.1985
RGS16	2.18775
URB1	-0.6785
OR4C46	0.537333333333333
TOP3B	-1.296
NFATC4	0.6085
CA14	-4.39975
BMPR1A	-0.0978333333333333
SNRP70	-0.6795
PRL	-0.263333333333333
C6orf130	-0.34425
STAG2	-0.606
CD55	-0.279285714285714
RPS23	-0.2945
SSX2	-1.512
FDPSL2A	-0.537
FBXO27	-0.406625
SYNGR3	-1.40116666666667
TMSL3	1.866
EML1	-0.7875
NUP93	-1.06966666666667
SMAD3	-1.4662
KIAA1189	2.17566666666667
HNRPUL2	-0.0338333333333334
TBC1D12	1.19016666666667
C16orf24	1.6635
MRVI1	2.0075
ZNF581	0.432
ELOVL3	-0.317
OR51Q1	0.61425
CACNB3	1.35216666666667
GALNT13	1.76925
C10orf84	1.0713125
NEDD4	-0.1088
SPO11	4.3625
OR5AU1	0.4355
NEK4	0.606214285714286
PRKAR2A	-0.764666666666667
IHPK1	-0.51
ATP6V0B	0.753625
CACNA1E	1.4145
CEACAM8	0.979333333333333
PEX14	-0.0445
FLJ12993	2.8085
ZBTB38	-0.533333333333333
PCTK2	-0.156833333333333
LRRC16	1.176
FBLIM1	0.813833333333333
FYCO1	1.556
RP5-1022P6.2	-0.13425
CMTM1	0.386333333333333
PLTP	0.298666666666667
RAPH1	0.533375
DOCK8	0.744125
EZH2	-1.11553333333333
SLC25A1	-0.3655
PLEKHB1	0.5538
GRB7	0.2976
ZFP37	-0.57425
MRPL33	0.18525
PELO	-0.64475
ARMC1	-1.02127272727273
C9orf27	0.212857142857143
FLJ25778	-0.0685
C9orf37	-1.52233333333333
TMEM66	-1.15525
SPRN	0.757375
HBEGF	-0.169875
PI4KA	-0.5915
LEPRE1	0.31175
POU2AF1	-3.6035
MRPL12	-0.5375
REP15	-0.023
ZC3H3	-0.12625
RASAL1	0.9415
DDAH1	0.396625
ACBD5	0.732
TMC2	-0.418
CCDC137	-0.97925
SAMD13	2.42333333333333
UGT2B15	-0.103166666666667
TIPARP	0.11425
DNASE1L3	0.0145
TRIM72	0.7395
DBX2	2.3745
IPO8	0.4275
C21orf88	0.5453
MAP3K14	-0.307
LOC51233	0.4815
GGTLA4	0.35325
PDE6D	-0.513
ZNF117	0.09475
CLK2	-0.81725
NKRF	-0.3985
TNFSF15	0.9154
DUSP2	-0.991875
SECISBP2	-0.2344
GABRR2	-0.2645
PPAP2C	-0.11975
LOC51145	0.063
PAG1	-0.3435
PIK3C3	-0.3115
GNG10	-0.1275
APOL4	0.549333333333333
ANKRD28	-1.304625
STMN3	-1.7865
RAB14	0.4628
CDK2AP2	-0.01475
HDDC3	-0.138875
COMMD7	0.180375
CXXC1	-1.068
HMCN1	0.4375
CD40	1.33325
DYNC1LI2	0.0596875
GDI1	0.24025
LOC646938	-0.2335
VSNL1	-1.15183333333333
PIH1D1	-0.1495
RAET1G	1.1195
KRTAP5-9	0.1965
EFTUD2	-0.2175
ZNF311	1.1395
ATP6V1G3	-0.223
OR2W3	0.12975
SCN4A	0.492
MED10	-0.7795
FAM135A	-1.504
ARHGAP4	-1.15875
EHMT2	-0.649625
UFD1L	0.45325
ERMP1	0.42825
MAG1	-2.28066666666667
THAP8	0.811166666666667
HACE1	-0.645
FAM82C	0.1125
C3orf20	0.579
UNC84A	-0.421333333333333
SCD5	-0.230083333333333
LASS6	1.434
LSG1	-0.169166666666667
MAL	-5.086
GPR22	-0.6275
WDR5B	0.5135
ACTRT1	-0.4285
C17orf60	-0.326833333333333
GRIN2C	0.2087
ARMC8	-0.484333333333333
SLC47A1	-2.5705
DMPK	-0.10625
DHRS13	-0.832166666666667
SMC1A	-0.788166666666667
KRTAP17-1	2.01925
SMYD5	-0.6825
TUSC2	0.966625
CRHR2	0.6355
KIR3DL2	0.275
CCDC104	0.405
ATP2C1	0.677
CROT	0.14225
PABPC3	-1.21333333333333
EGR1	0.719166666666667
THSD1	1.07675
KHK	-2.092
SLC12A2	2.155
CD58	-0.52625
STOX2	-1.20116666666667
CCDC76	-0.5811
CCDC48	5.06125
DNAH1	0.0415
ZIC4	0.00825000000000001
OR1G1	0.1565
PSMC6	-0.425833333333333
PROKR1	0.365
ABCB1	-0.94825
TRAT1	-2.7575
LLGL1	0.123
MTF1	1.8235
USP54	0.386
PAGE2B	-2.917
ITGB7	-3.74525
CCDC81	-0.392
LOC149837	0.49625
SCUBE1	0.41
ZSCAN10	1.2205
HUWE1	0.238857142857143
CDH17	0.0105
CD180	-0.76
IL17A	0.1335
TMPO	-1.602625
KIAA1524	-1.253
HDGFRP3	-0.2205
OXCT1	-2.03254545454545
RRAS2	-0.993333333333333
LTBP2	2.4299375
SV2B	1.73816666666667
CYP2A6	5.13025
PKD1L2	-1.71
PPM1M	0.68625
FLJ22662	2.26916666666667
ZNF502	1.6495
GP6	-0.63975
CRYBA2	-1.421
LEF1	-1.8338
CTPS	-0.831285714285714
EYA1	-1.05216666666667
EPS8L1	2.743
MAPK14	-0.656083333333333
SERPINB2	-4.8325
GTF2F2	-0.297
ZNHIT4	-0.046
PLA1A	0.71375
C20orf114	4.89125
HPR	-2.7725
C18orf2	-3.25566666666667
SATB2	-1.3105
KCNJ9	0.150875
MGC157906	0.713
MOCS3	0.3485
C17orf71	-0.534666666666667
PPHLN1	-0.0107
HIST1H2BN	0.366625
RAPGEF1	-0.46125
MAP3K8	-0.16625
DLG4	0.106
STC1	0.355583333333333
CDGAP	1.307
DDX26B	-0.7675
LOC150223	-0.7385
CPSF3	-0.9695
TMEM14A	0.9525
MYH3	-1.74275
GPKOW	0.1245
SULT1A1	-0.379333333333333
SPON1	4.7843
YY1AP1	0.801333333333333
RAB23	0.34125
PLA2G4A	-4.3105
MAPRE3	-0.17325
ZNF516	0.588142857142857
GGPS1	1.758
EXOC3L2	-0.013
C19orf42	0.2991
MAP2K2	-1.02783333333333
HIST1H2BB	0.6605
RNF19B	0.2375
C6orf128	0.173333333333333
TLR8	1.88425
PCDHA9	0.6435
CARS2	-0.25775
CLUL1	3.7115
RHAG	-4.51866666666667
UNK	0.376
EXOC8	0.8684
C9orf95	0.801
C14orf143	1.5945
MAML3	0.00462500000000001
LDHA	-2.21425
MRPL20	-0.1625
KLHDC6	0.914333333333333
ATP5S	0.856833333333333
C8orf55	0.3665
PHF19	-1.37775
KRTAP13-4	0.8385
TTC5	-0.50725
XKR5	-0.799
SILV	-4.7875
TEX28	-0.581
TCTN1	1.084
CX40.1	0.2545
PPP2R5C	0.07825
C12orf30	-1.13516666666667
CAPG	2.35825
MPZL1	1.07795
ARSB	-1.13216666666667
TDH	-2.89666666666667
WASF4	0.221
TSSK3	-0.7735
7A5	2.992
CRISPLD1	0.219625
MAD1L1	-0.526833333333333
SPIN4	-0.239666666666667
AMPD1	-1.103
DPYSL5	0.406
INPP1	-0.394333333333333
ANKRD11	-0.971
NPAS4	0.14325
GCET2	-0.5851
RNASE9	0.5845
GUCY2D	0.134833333333333
CCDC98	-0.16025
FGF4	-0.983625
CPM	-1.19116666666667
SLC26A4	-1.3065
PLD5	2.302
FAM59A	0.1247
FBXO5	-2.23855555555556
SIPA1L1	0.555875
DPYS	-0.192
ATG4D	-0.5545
TGM3	2.238
MTCH1	-0.357
HK1	0.537384615384615
CDC26	0.1895
GALNT12	-2.82766666666667
LOC339229	-0.0585
MRPL35	0.38075
ORC4L	-0.43125
TNKS	-0.916214285714286
C2orf24	-0.2855
ZNF553	0.4875
GGTLA1	2.8947
ZNF497	0.86275
CDY1B	-0.388
SLC30A4	0.5655
TUB	-0.819875
ARHGEF18	0.37275
ARRB1	0.59425
KCNK1	2.325125
EREG	-3.4536
SCAMP5	-0.232
RUNDC3B	1.648
ADAMTS20	-0.095
IL17RB	-0.7725
FLJ20323	-0.50875
MCAM	-0.094
POLR3E	-2.31016666666667
AQR	0.266833333333333
IPMK	0.303
CDCA7	-3.70525
CAMP	1.78375
GRHL3	2.068
ADAMTSL2	1.82783333333333
CLMN	2.6325
SSTR3	0.747
MAGEA5	-2.19233333333333
OVOL2	4.1675
JMJD1B	0.29975
RBL2	0.5013
PYGO2	1.04525
PPP1R10	0.679833333333333
CSE1L	-0.793833333333333
LCA5	1.5545
RDH16	0.47975
ASRGL1	0.92425
TOM1	-0.593166666666667
PTX3	-6.2355
TTC15	0.18375
SCGB3A1	3.56333333333333
MRPL50	-0.71425
RCAN3	0.706875
SLC26A11	1.1865
STYX	0.568
CINP	0.485
MARCH7	-0.37975
PFKM	-0.342833333333333
SGMS1	1.48233333333333
RIOK3	-0.5916
C1orf110	3.082
CES7	-0.279428571428571
LOC440248	-1.866
PPP1R12C	-0.1305
C10orf27	0.845
ATG9A	-0.874
MRPS26	0.986375
TMEM40	1.643
ELP3	-0.9118
ZNF787	1.2893
HIAT1	-0.830625
C8orf34	2.6555
MGC4655	-0.3523
PELI1	-0.287
PPT1	0.1951
SLC35C2	-0.424833333333333
C6orf125	0.595
MUC4	-1.20533333333333
RFC4	-2.33114285714286
GNB2	-0.211666666666667
NUP50	-0.442357142857143
SULT4A1	-2.32483333333333
C7	2.13414285714286
CCDC130	-0.3775
ARRDC4	0.23425
RQCD1	-1.07
GLYCTK	-0.876
AYTL2	-1.26872727272727
MTUS1	0.3094
LEMD3	-0.288166666666667
PLEKHF2	0.66975
HOXA7	0.069875
GTF3C2	-1.664
DYNLRB2	2.924
CNOT10	-0.172
MR1	0.413833333333333
FFAR1	-0.25775
PRIC285	0.322
SLITRK6	3.03725
LIX1	-1.9873
UBE1L2	-0.6965
F8	0.56375
ACHE	0.0535
KPNA5	-0.5875
TNFRSF12A	0.029
EGR3	0.2935
SERPIND1	-4.036
OASL	1.52525
IFRD1	-1.105
WDFY1	-0.504833333333333
ZNF267	0.10925
ACCN5	0.092
ZBTB6	-0.22125
PPP1R3A	0.2355
PRRT3	1.753
FBXL19	-0.326
TXNIP	1.08378571428571
ACTN2	2.0475
ATG9B	-0.6705
C9orf117	2.13525
IL27	1.659
RPL36AL	0.335833333333333
KLK15	0.2845
CHAD	2.986
RAP2B	-0.0949
HEBP2	1.89825
ZNF342	0.5905
CAMK2G	-0.379333333333333
TLR3	2.1
FGF14	0.0355
HMGB2	-1.52025
TRPM5	-0.0511666666666666
OR5M11	0.6435
KIF3B	0.767947368421053
PRICKLE2	1.49825
MTMR9	-0.562375
C3orf27	0.098
GLRA3	-1.8365
NSDHL	-0.034
TMEM32	-0.667
POLR2D	-1.259
MYADML	0.493
C9orf114	-0.58625
MRGPRX1	-0.6755
TOPORS	0.58225
CLDN19	-0.02925
C1QL4	-0.1885
RNF165	-1.766
DHRS9	-1.009
DNAH2	-0.0553333333333333
FXR1	-1.26183333333333
ZMYM3	-1.031125
CASP3	0.345333333333333
FAM120C	-0.106375
SCLY	-0.761
CA7	0.2415
ENTPD5	1.66633333333333
ZNF461	-0.119
PDIA5	-0.3425
C1orf19	-0.00700000000000001
TMEM67	0.3335
KCTD20	-0.6315
WDR47	0.597
FLJ38723	0.154
KLRF1	0.420666666666667
TAS2R16	0.243
CLDN12	0.23725
PRKCE	0.53375
UBXD4	-1.82925
ITGAM	2.83033333333333
GLT8D3	0.39275
WDR31	0.4769
RGS2	1.33575
OR51L1	0.471
MST1R	0.94775
KIAA1737	1.18975
OR4A5	-0.8325
GLIS1	-0.361333333333333
PTMA	0.227571428571429
NAPA	0.1535
PRDM11	0.37075
LIPF	4.8955
DIRAS3	0.723
ASGR2	-4.104375
C1QTNF4	1.077
PIK3R4	0.00583333333333334
ARMC3	5.50325
NDUFV3	-0.00249999999999999
BTBD3	-0.228666666666667
PPP1R2	0.13475
UBE2NL	0.57225
FOSL2	1.18778571428571
FAM119A	-1.85083333333333
TUBA4A	-1.3364
KRTAP12-1	0.37725
SFRS2	-1.1515
RHPN1	0.2613
EEF2	-1.1335
ZDHHC11	-0.9125
EPHA3	-0.4437
RBM12	-0.518
H2AFJ	1.63258333333333
EDIL3	2.849
KIF26A	-1.27225
SERGEF	0.75875
B3GALT4	2.97125
LOC90925	0.2735
OSCAR	1.06625
NPFF	-0.544375
DEDD	0.666
TMEM155	-0.93125
PTPN1	-0.304
SCYL2	0.624166666666667
SKAP1	2.946
LEAP2	-1.87133333333333
GADD45G	2.8313
IFITM3	1.191125
PILRB	-1.069
SLU7	0.38975
DSC3	1.38
DNMT3L	-1.59075
PAPD5	-0.504375
B3GNT3	0.0411666666666667
LHCGR	-0.881
MSL-1	-0.2925
UBE2S	-1.008625
SAP130	-0.072
ANAPC11	0.3965
MAGED4B	0.261
ATP6V1B2	-0.424833333333333
C14orf179	2.021625
CAPZA1	-0.5665
CDYL2	-0.189166666666667
GLRX3	-0.819666666666667
LOC136288	0.9955
MOBKL1A	-0.0675
HTR2B	2.69825
CRYGD	0.26
NUS1	-0.989333333333333
PGRMC1	0.422
MYOM2	-1.0675
FLJ39653	-1.23466666666667
CHM	-0.3398
OR5M8	0.078
ZNF619	0.6855
FAM105A	0.69325
CCNL1	-1.30275
NAP1L3	0.53175
C10orf57	1.73233333333333
B3GALNT1	-0.0543333333333333
CSN1S2A	0.1535
TCP10L	-0.605
GDAP2	0.075875
DMKN	-0.985833333333333
COX6B1	0.70375
DNASE2	-0.324166666666667
MSH5	-1.414
LGMN	-0.223625
USP31	-0.4152
OR13C8	0.827
SDCBP	-0.2693
NUDT11	-1.7555
PYGL	0.614833333333333
SNPH	2.69883333333333
B3GNT4	-1.0835
MIZF	-0.8977
NUBPL	-0.285
NOD1	-0.117
CDH22	0.406625
NUBP1	-0.311333333333333
DSCAM	-3.82975
DGKI	1.401
FAM136A	-0.65075
AKAP1	0.0225
SLC16A6	-0.3885
RIN3	-0.12475
PSG2	-0.15125
DIP2B	0.02075
PSORS1C1	0.5039
KIAA0495	-1.0195
FLJ90709	0.420666666666667
LPA	0.5215
PIGA	0.142333333333333
LY75	2.30133333333333
UTS2	-6.3725
RREB1	0.037
GALNACT-2	0.1517
MGC3196	-0.3885
FLJ31568	0.41825
LPHN1	-0.237125
SP1	1.554375
TOX4	0.324333333333333
HSPA9	0.3135
APOBEC1	1.0905
SLC35E4	-1.21325
LSM5	-0.096
SURF1	0.2915
ZBTB1	0.320166666666667
GTF2F1	-0.358375
RPS15A	-0.610071428571429
DUSP21	-0.393666666666667
GINS4	-4.33733333333333
MYO15A	0.317333333333333
GIMAP7	3.506
MGC13379	1.064
ATP6V1E2	-0.798
UTP3	-0.03775
HNRPA3	-0.4268125
MT4	-0.843
C14orf155	1.08125
U1SNRNPBP	1.22125
CKLF	-0.439666666666667
PLEKHN1	-0.242666666666667
MBNL1	-0.407333333333333
NUP160	-1.209
ACSM2A	-1.32575
LOC129881	0.753
KIAA1529	-0.356
FLJ22639	-1.9865
HAND1	-1.71
GSX1	0.805
FGA	-4.559875
SERPINB1	-0.32625
ZNF642	0.91825
IGFBP1	-8.293875
SLC1A1	2.2055
DHX57	-0.103125
ZNF766	1.203
PTPN21	1.0877
GDPD3	0.151166666666667
PNPLA5	0.1575
TBR1	0.457
FAM116A	0.33625
IQGAP1	0.489
FOS	0.5395
ZNF226	0.153
FIGNL1	-0.408333333333333
C14orf1	0.408333333333333
ZMYND17	-0.2125
PUS7	-0.799666666666667
TUBB6	-0.700625
KCNQ2	-1.106
MARCH6	-0.153
CCDC33	0.395
PRODH	0.83475
RBM11	1.90775
EPHA6	0.061
SLC43A1	-0.207
LOC196541	0.158375
NTN1	1.05125
ING4	0.07
PCDHB10	2.2385
DPH2	-0.505666666666667
SPACA4	-0.15075
FBXL21	-5.0705
DIAPH1	-0.587333333333333
ZNF71	1.63433333333333
CEP76	-1.053
CORO1A	-1.4365
RRM2	-3.1085
EDG4	0.00825
OS9	0.0815
SLC4A1AP	0.08325
COG5	-0.236
COPS8	-0.46475
NGLY1	-1.416
NCBP2	-0.025375
C17orf42	-0.2525
GPSM3	1.4365
SIL1	1.14666666666667
ASB6	-0.63975
SMAD5OS	-0.174666666666667
UNC93A	-3.52275
A1BG	1
C21orf62	0.88775
FMO5	-1.56975
ATRIP	0.6325
CEBPG	1.18066666666667
C7orf38	-0.0388333333333333
TNFRSF1B	-0.429833333333333
CLEC1A	1.81166666666667
IQSEC1	-0.039625
PATZ1	0.4366
RBM22	0.41925
BAG2	-1.7445
PAQR5	-0.3485
C9orf127	0.8568
THNSL1	-0.03425
SHROOM3	2.8892
JAM2	1.465
SNRPN	-2.464
ALX4	-0.00700000000000001
CACNA1S	0.208
FAM130A1	0.6775
CORIN	2.4135
CD300LB	0.792
PLEKHG6	0.2545
LRRC40	-0.68525
PCLKC	-1.2825
PCDHB16	2.07416666666667
WNT2B	0.619
ASNS	-2.26833333333333
MRPL49	-0.243875
FLJ46111	-0.41
ISG20	-0.503
SMU1	1.2772
CASZ1	-0.3805
POLR1D	-0.41775
GIN1	0.5955
SNAG1	0.727166666666667
ANKRD29	-1.9085
CDKN2AIP	0.08525
KRR1	0.1635
CXCL1	-2.04966666666667
EPM2A	-0.9173
PC	-0.317333333333333
DEFB127	0.867
PDZRN4	1.88916666666667
FAH	0.815625
OR51E1	2.2075
CDC2L6	0.3355
DNTTIP1	-0.385
PAX8	0.06975
TMEM116	-0.104
C1orf150	0.214
PRO2012	-0.13275
MRPL40	0.0856666666666667
BEX1	-3.843
SLC2A4	-0.243333333333333
PKMYT1	-1.43875
FEZF2	-1.3266
SLC26A9	-1.63125
MAP2	-0.24
LYL1	-1.5535
SLC25A19	-0.941666666666667
NOS3	-0.0945
ZNF34	0.394
TMPRSS11F	-0.678
FAM43A	-0.47125
FCRL4	1.02683333333333
KLF14	0.7785
FLRT2	0.3455
WRN	-1.6185
SDF2	0.6215
KRT8P12	-0.07025
C6orf195	0.666
C9orf125	-1.47433333333333
DZIP3	-0.35825
RIT1	0.866416666666667
SCML1	-0.917333333333333
RHBDF2	-0.1185
OR2G3	0.878
REXO1L1	1.673
MAP3K7IP3	0.26825
C3orf57	-4.36675
FBXW11	0.332666666666667
ETAA1	-0.26475
C14orf131	0.1692
AKT1S1	0.125
SLC12A5	-1.526875
C9orf164	0.821
NRIP3	-0.668875
NOS1AP	1.12475
TMEM121	2.2715
SAP30BP	-0.1325
DGCR6	0.96175
WDR76	-2.15775
FAM82B	-0.821916666666667
LOC606495	-1.3925
MAP9	2.33891666666667
BCDIN3D	1.098
CXorf36	4.45016666666667
DSCR3	-0.174
ZFAND3	0.409875
C7orf43	0.549833333333333
SPSB3	0.1714
C19orf19	1.02175
FAM133A	-2.389
C12orf25	0.56325
SLC39A3	-0.52975
DISP2	0.93125
PI4KAP2	-2.669
MKRN3	-2.9975
ADAMTS13	0.00137500000000002
CBLN3	0.3215
TTYH1	-1.4935
C3orf18	0.80225
FLJ13236	-0.81175
ZMYND12	4.60675
C18orf25	0.095
GLB1L3	-0.1845
ATP13A5	0.3535
RANBP10	-0.495
CD96	-1.0428
DENND1C	-0.31025
RBMS3	0.9995
SLC41A3	0.271166666666667
DGCR6L	0.94125
TMEM128	0.388666666666667
CSNK1G3	-0.0793571428571428
MOBKL2C	1.1405
TSPAN6	-0.453625
MATN2	-1.0031
MSL2L1	-0.375666666666667
ST6GALNAC2	0.744166666666667
FGFBP2	-0.919125
FGL1	-6.20733333333333
MPP3	-0.307833333333333
ARHGEF6	-0.557833333333333
TGFBR2	-0.057625
ACMSD	-0.14525
IL33	2.08025
C9orf5	-0.246666666666667
DEAF1	-0.1945
AMN	-0.1605
DEFA6	-0.21575
RNF212	-1.29225
METT5D1	-0.0828333333333334
CIB1	0.6222
TSSK1B	0.1505
KIAA1727	-0.08175
ZNF680	0.2385
LOC399900	-2.364
LOC152217	-0.5415
CTNNAL1	-2.356
CIT	-1.35475
TLE6	0.505
ZNF607	-0.9105
HERC4	-0.849166666666667
DRAP1	-0.2252
PEMT	-0.4905
C10orf111	-1.645
ZNF575	1.03675
KCTD7	-0.49525
MYO1F	-0.134125
LOC285382	-0.63125
RAB11A	0.382
PLCD3	-0.32025
C15orf28	-0.09175
PTBP2	-1.449
CTB-1048E9.5	-0.682125
C19orf60	0.281
C7orf25	0.867166666666667
SETD7	1.03775
HOXB9	-3.727
VANGL1	-0.0500625
CHAF1B	-1.35775
NDUFA3	2.01225
KIAA1328	-0.329833333333333
SHARPIN	-0.0395
TTC23	-0.66875
UGP2	0.189
ANKIB1	-0.1939
CIRBP	0.619142857142857
SEC14L4	-2.69383333333333
OVCH1	0.0516666666666667
VPS52	-0.33075
FAT	-1.1815
M6PRBP1	-0.7445
GPRIN3	-0.5305
PPM1F	-0.878666666666667
TSR1	-0.26825
CCDC85A	1.315
PCSK5	1.808
ZFHX3	0.885
HEMK1	-0.3794
PGBD2	0.888
RSRC2	-0.0493333333333333
AURKC	-1.50033333333333
SCRIB	0.05475
ORM2	-4.21
FAM115A	0.4744
FZD6	-0.620625
UNC119	-0.0396666666666667
GPX3	-1.0131
NOV	-0.4605
CABC1	-0.29025
CDC42SE2	-0.284375
EIF2S2	-0.6222
RNF130	1.482625
CKAP5	-1.15583333333333
RP11-413M3.2	0.872375
C10orf18	0.6033
TMEM93	0.20075
DYX1C1	2.47425
KCNMB2	-2.10525
ANK3	2.42633333333333
KRT5	-0.8398
CDH12	-1.141625
QRSL1	-0.19525
JUB	0.2185
SHC4	-2.306375
CCL15	1.88966666666667
CCDC22	0.1225
SNX24	-0.39075
RARS	0.06625
MORC2	0.132
FAM48A	-0.451
MT1H	-2.0765
PPP1R14C	-2.30666666666667
FOXD1	-2.44114285714286
C1orf213	-2.013
AMT	-1.7218
DSN1	-1.76925
PTPLAD2	3.0685
DIS3L	-0.89975
RASL11A	0.74525
GPRC5B	-0.1365
FRMD7	0.75
STRN4	-0.04675
KITLG	2.48186363636364
HDGF	-0.85425
OR1S1	0.3305
SETX	-0.1711
DDR2	0.5895
KCTD12	1.72925
LYZL2	-0.7255
WDR52	-0.927
TMEM2	0.299125
ZNF579	1.3545
LOC200810	-0.062
TNFSF9	-1.615
PPFIA4	-3.0425
CNIH3	0.936333333333333
MAP4K4	-1.04642857142857
ROD1	0.402428571428571
ALS2CR12	0.438666666666667
DOCK3	1.22166666666667
PAQR9	-4.641
ASB17	-0.530833333333333
STX16	-1.337375
FEZ2	0.136333333333333
DLAT	0.1435
KIF21B	-1.22783333333333
CDC5L	-0.00275
TMEM119	1.95983333333333
CRIP3	1.3875
TPSD1	0.892666666666667
TEPP	0.38425
GNGT2	1.29275
C21orf121	1.119
WNK1	-0.33125
FLJ10490	1.7273
OR51B5	-2.919
LOC203547	-0.2475
HAS1	1.0585
PPA1	-0.147833333333333
ST7	-0.456625
C11orf46	0.445
POPDC3	-3.17483333333333
ACOX2	0.750833333333333
ATCAY	-0.412916666666667
TM4SF19	-0.83775
MFSD9	-0.0631666666666666
PDHB	-0.505
ERN1	-0.25425
LCE3C	0.073
GPR111	0.747
NOTCH3	2.0825
ADAMTS5	2.76225
B3GALT1	-1.6685
UGCGL1	0.484666666666667
FAM58A	1.3565
FBXO32	1.1065
CLPP	-0.16025
NXPH1	0.172
MTMR3	0.488166666666667
ATP1B3	-0.878875
TMEM16A	4.294875
HIST1H3F	1.00133333333333
TRIM25	-0.0806666666666667
SDCBP2	0.608
CRKL	-0.8415
HOXB2	1.89416666666667
ANP32B	-0.8315
GATM	4.1195
AP4E1	-0.401875
EDG5	0.433
CDKN3	-1.1145
CDH4	-2.586
PGD	-1.42716666666667
RND1	1.398
GAD1	-3.0039
MPG	0.31975
LOC440350	-0.9545
ZNF133	0.5375
SERPINB12	0.8685
AMELY	-0.52975
DHX36	-0.823
TNFAIP8L2	3.23716666666667
PHTF2	0.387833333333333
CCDC112	0.105666666666667
IQCC	-1.41175
HEYL	3.792
FTSJ2	-0.651666666666667
APPL1	0.40375
RAB43	0.517357142857143
OR10G2	0.244
WAC	0.334333333333333
ADCY9	1.6585
RUNDC2B	0.325666666666667
PYCRL	0.7815
AGPAT7	-0.8475
SLC22A9	-1.27383333333333
CDKAL1	-0.375
PDYN	-0.67
C20orf74	-0.05725
MTMR11	1.5005
VAV3	3.30508333333333
DAPL1	-0.54075
STXBP3	0.09675
EIF3G	-0.92625
ARHGAP22	-0.9275
NPFFR1	0.6205
NPC1	-0.948333333333333
ALDH9A1	1.47716666666667
ZNF600	1.46925
ZNF678	0.215833333333333
RASSF1	-0.182833333333333
ADD2	-3.098375
PITPNB	-0.713375
PKD2L2	-0.258428571428571
LRP11	-0.2925
CDKL1	-0.694
SMEK2	0.28975
PRODH2	-3.45266666666667
C11orf54	0.122833333333333
SFRS11	-1.0605
IL7	-1.1275
ALS2CR16	0.9075
BTG3	-1.35983333333333
PAK2	-0.437611111111111
RP11-679B17.1	-0.55725
GATA4	-1.50516666666667
ATP2B1	-0.879
LOC130940	1.2735
C1orf172	2.576
ATF7IP2	0.72175
SLC25A43	0.890833333333333
CENTG3	-0.210333333333333
IGF2BP1	-4.4121
FCHSD1	0.328
CAMK2N2	1.54366666666667
ELAVL3	-0.4183
NBPF15	-0.487333333333333
UBE2J2	-0.488916666666667
GNL2	-0.80625
PRR3	-0.2737
NLF2	1.6115
OR4F6	0.185
KLHL24	-0.3675
CCDC88A	-1.8322
SGPP1	-0.927833333333333
C10orf11	0.562666666666667
SLC35B4	-1.198
UGT3A2	-1.2705
ARNT2	1.309
CBR1	-0.32
ITPR3	-1.321
TRAPPC6B	0.4626
AMZ1	0.802
ARP11	2.24975
WDSUB1	-0.157
APBA1	0.950833333333333
RAB2A	0.8046
C6orf162	-0.892
HPSE2	1.28525
PLCE1	-0.253
INSL3	-0.349
DLG1	-0.4342
PTPLA	-3.67175
PIGX	-0.75075
TFIP11	-0.2735
FIBIN	3.832
POLR2G	-0.084
GRAP2	-2.72
DNAJB8	0.4455
CNBP	0.257
WASF1	-0.95575
INPP5E	-1.3891
HSPB1	1.4145
TMEM167	0.3553
CUBN	-0.181
IGF1	3.28525
ITPK1	0.673
NAALAD2	-1.773
G3BP1	0.5764
NT5DC1	0.00725
CYP39A1	-1.367
TMEM139	1.79208333333333
POLK	0.00866666666666667
GLULD1	-1.87175
RBM15	-1.594
AMZ2	-0.00449999999999999
GDF15	-0.877333333333333
MESDC2	-0.57575
INCA	0.832
ACY1L2	-3.4675
GZMM	-1.014
PAIP1	0.1245
CACNA2D1	0.16125
STK32C	-0.0936666666666667
SH3BP4	0.285833333333333
DEC1	0.128
PADI1	0.4895
UBB	0.3169
PON3	1.0455
PROP1	0.634
ANKRD13B	-0.345
ADCK1	-0.327
TCF25	-0.28075
SLC38A5	-1.7155
CXorf26	0.606666666666667
C19orf39	0.2495
PPP1R13B	1.0335
ARL2	-0.7075
TCL6	0.170833333333333
TOP3A	-0.2575
SLC16A14	1.75075
FXYD6	1.24566666666667
HIST1H4E	0.7305
BBC3	0.626157894736842
UNC5A	0.5955
FAM86C	-0.2171
PI4KB	0.3405
B3GAT1	-3.71275
SUSD2	1.17116666666667
OAZ2	-0.590333333333333
NOC4L	0.4115
C10orf12	0.29
FADS1	-2.31866666666667
LOC144097	-0.453
DKK2	0.844333333333333
KIAA1949	0.028
RHOT1	0.436
OXT	2.36083333333333
GPR153	1.45125
ARL4A	-1.04433333333333
SAAL1	-0.8005
CCDC64	-0.2785
USE1	-0.314333333333333
HNMT	0.278
PCGF3	-0.0279375
CYP2C19	0.288
C20orf4	0.3475
CCDC11	2.1475
ACSBG2	-0.2235
RWDD2A	0.35925
PALLD	2.832
CPLX4	-1.066
LOC492311	1.057
KPNA2	-1.47616666666667
MACROD1	-0.2148
TMCO3	-0.8095
C15orf52	0.158
BIRC5	-1.4434
PRR16	-0.700166666666667
FAM63B	-0.27725
