Hybridization REF	TCGA-BH-A0BF-01A-21R-A12P-07
RY1	-0.0681666666666667
ATAD2B	0.42275
ARHGAP17	-0.2951
KCNIP3	-1.43325
SFPQ	0.027625
GFRA4	0.264
AKR1B10	-4.216375
TIGD6	-0.622833333333333
RGS16	2.51125
URB1	-0.3675
OR4C46	0.5922
TOP3B	-0.27925
NFATC4	0.8335
CA14	-5.239
BMPR1A	0.1555
SNRP70	0.714125
PRL	-0.2198
C6orf130	-0.3825
STAG2	-0.52725
CD55	0.0408571428571429
RPS23	-0.348166666666667
SSX2	-1.3385
FDPSL2A	0.48375
FBXO27	-0.24825
SYNGR3	0.124833333333333
TMSL3	2.0785
EML1	-0.7925
NUP93	-0.507166666666667
SMAD3	-0.3113
KIAA1189	0.771333333333333
HNRPUL2	0.372
TBC1D12	0.637166666666667
C16orf24	0.32325
MRVI1	1.40233333333333
ZNF581	0.0858333333333333
ELOVL3	0.5925
OR51Q1	-0.3745
CACNB3	1.448
GALNT13	-0.868875
C10orf84	0.87975
NEDD4	-0.3356
SPO11	2.382
OR5AU1	0.47
NEK4	-0.758571428571429
PRKAR2A	-0.845833333333333
IHPK1	-0.727
ATP6V0B	-0.3815
CACNA1E	0.8725
CEACAM8	-1.16383333333333
PEX14	-0.1025
FLJ12993	-1.7685
ZBTB38	-0.241583333333333
PCTK2	-0.0188333333333333
LRRC16	0.9339
FBLIM1	0.713916666666667
FYCO1	0.00750000000000001
RP5-1022P6.2	-0.0699166666666667
CMTM1	0.438666666666667
PLTP	2.29066666666667
RAPH1	0.36075
DOCK8	2.236875
EZH2	-1.51933333333333
SLC25A1	0.0298333333333333
PLEKHB1	-0.3582
GRB7	-0.1558
ZFP37	0.22775
MRPL33	-0.192
PELO	-0.33325
ARMC1	-0.736454545454546
C9orf27	0.373833333333333
FLJ25778	0.9835
C9orf37	-0.6035
TMEM66	1.48325
SPRN	0.468625
HBEGF	0.643125
PI4KA	-0.6445
LEPRE1	-0.29675
POU2AF1	0.82075
MRPL12	0.155333333333333
REP15	0.0215
ZC3H3	0.903
RASAL1	-1.66875
DDAH1	0.773625
ACBD5	0.472625
TMC2	0.1165
CCDC137	-0.11625
SAMD13	-1.3305
UGT2B15	-4.92816666666667
TIPARP	-0.56325
DNASE1L3	0.84775
TRIM72	0.073
DBX2	3.029
IPO8	-0.2615
C21orf88	-1.9547
MAP3K14	0.9605
LOC51233	0.0225
GGTLA4	-0.59425
PDE6D	0.40325
ZNF117	-0.55375
CLK2	0.654125
NKRF	-0.89175
TNFSF15	1.8494
DUSP2	1.5135
SECISBP2	-0.317
GABRR2	-0.399
PPAP2C	1.593
LOC51145	-0.248666666666667
PAG1	0.61375
PIK3C3	0.02175
GNG10	0.2635
APOL4	1.88766666666667
ANKRD28	-0.683
STMN3	0.2795
RAB14	0.4405
CDK2AP2	0.7155
HDDC3	-0.382875
COMMD7	1.4015
CXXC1	1.062
HMCN1	-0.3125
CD40	1.92175
DYNC1LI2	-0.2796875
GDI1	0.36325
LOC646938	-0.58575
VSNL1	-1.098
PIH1D1	0.104
RAET1G	-0.64
KRTAP5-9	0.333
EFTUD2	-1.196
ZNF311	-1.15033333333333
ATP6V1G3	0.867
OR2W3	0.1665
SCN4A	0.18325
MED10	0.023125
FAM135A	-0.4594
ARHGAP4	0.03775
EHMT2	-0.310875
UFD1L	-1.22425
ERMP1	1.1705
MAG1	-2.0765
THAP8	0.444666666666667
HACE1	-0.0916666666666667
FAM82C	0.3075
C3orf20	0.414
UNC84A	-0.590333333333333
SCD5	0.113214285714286
LASS6	0.58825
LSG1	0.287833333333333
MAL	-4.201
GPR22	0.223
WDR5B	0.88525
ACTRT1	-0.031
C17orf60	1.1935
GRIN2C	-0.0413
ARMC8	-0.00566666666666667
SLC47A1	-2.04516666666667
DMPK	-0.126
DHRS13	0.144166666666667
SMC1A	-0.757
KRTAP17-1	0.288
SMYD5	-0.02875
TUSC2	-0.15025
CRHR2	0.7355
KIR3DL2	0.3945
CCDC104	0.2675
ATP2C1	0.649625
CROT	-0.015
PABPC3	-0.228
EGR1	0.779333333333333
THSD1	1.00125
KHK	-0.86825
SLC12A2	-0.3756875
CD58	-0.3325
STOX2	-1.97833333333333
CCDC76	-0.8661
CCDC48	1.2895
DNAH1	1.13716666666667
ZIC4	-0.416571428571429
OR1G1	-1.735
PSMC6	-0.786166666666667
PROKR1	0.672
ABCB1	-0.192625
TRAT1	1.61925
LLGL1	0.8795
MTF1	-0.5
USP54	0.40375
PAGE2B	-2.102
ITGB7	-3.08175
CCDC81	0.32
LOC149837	0.48475
SCUBE1	-0.996
ZSCAN10	0.343
HUWE1	-0.6325
CDH17	0.9845
CD180	1.93325
IL17A	-1.135
TMPO	-1.387375
KIAA1524	-1.051
HDGFRP3	-0.0656666666666667
OXCT1	-1.01154545454545
RRAS2	-0.943333333333333
LTBP2	3.12475
SV2B	1.78333333333333
CYP2A6	1.706
PKD1L2	-0.946
PPM1M	1.58325
FLJ22662	2.67983333333333
ZNF502	2.285
GP6	-1.20725
CRYBA2	-2.04375
LEF1	-1.3423
CTPS	-1.91671428571429
EYA1	-4.29183333333333
EPS8L1	2.05225
MAPK14	-0.342916666666667
SERPINB2	-5.837625
GTF2F2	0.0823333333333333
ZNHIT4	0.0265
PLA1A	1.479875
C20orf114	1.47975
HPR	-4.563
C18orf2	-3.3822
SATB2	-1.8725
KCNJ9	-1.065
MGC157906	1.2
MOCS3	0.2215
C17orf71	-0.2575
PPHLN1	-0.0925
HIST1H2BN	-1.185125
RAPGEF1	0.702
MAP3K8	1.1455
DLG4	0.115333333333333
STC1	-0.572333333333333
CDGAP	2.361
DDX26B	-0.85775
LOC150223	-1.9785
CPSF3	-1.0115
TMEM14A	0.444
MYH3	-1.39025
GPKOW	-0.02875
SULT1A1	0.938
SPON1	4.8101
YY1AP1	-0.000833333333333316
RAB23	-0.3235
PLA2G4A	-3.61825
MAPRE3	0.036
ZNF516	-0.229642857142857
GGPS1	1.23825
EXOC3L2	-0.252375
C19orf42	1.1175
MAP2K2	0.731333333333334
HIST1H2BB	0.05775
RNF19B	1.664
C6orf128	0.153833333333333
TLR8	4.134
PCDHA9	-2.197
CARS2	0.67525
CLUL1	2.87733333333333
RHAG	-4.50816666666667
UNK	0
EXOC8	0.9917
C9orf95	1.24775
C14orf143	-1.87983333333333
MAML3	-0.64325
LDHA	-0.88975
MRPL20	-0.012875
KLHDC6	0.44475
ATP5S	-0.935166666666667
C8orf55	1.48
PHF19	-1.769875
KRTAP13-4	0.5425
TTC5	0.2415
XKR5	-0.5
SILV	-4.76366666666667
TEX28	-1.465
TCTN1	0.73575
CX40.1	-0.3965
PPP2R5C	-0.436125
C12orf30	-1.38
CAPG	2.45525
MPZL1	1.2503
ARSB	-0.331166666666667
TDH	-2.03533333333333
WASF4	-0.46925
TSSK3	-1.41533333333333
7A5	1.282
CRISPLD1	0.15225
MAD1L1	0.1065
SPIN4	-0.6895
AMPD1	2.99075
DPYSL5	0.2015
INPP1	0.309
ANKRD11	-3.15811111111111
NPAS4	-0.01775
GCET2	0.9149
RNASE9	0.6535
GUCY2D	0.265166666666667
CCDC98	-0.21625
FGF4	-0.2945
CPM	-0.575
SLC26A4	-2.311
PLD5	-1.21733333333333
FAM59A	0.2162
FBXO5	-2.28066666666667
SIPA1L1	-0.31475
DPYS	0.50225
ATG4D	0.14575
TGM3	1.584
MTCH1	0.4505
HK1	0.275285714285714
CDC26	-0.16725
GALNT12	-2.0425
LOC339229	0.25175
MRPL35	-0.4675
ORC4L	-0.143625
TNKS	-0.238214285714286
C2orf24	1.18416666666667
ZNF553	-0.174666666666667
GGTLA1	3.237
ZNF497	0.433
CDY1B	-0.876
SLC30A4	0.706714285714286
TUB	-1.312
ARHGEF18	0.60025
ARRB1	1.3695
KCNK1	1.1815
EREG	-3.097
SCAMP5	0.3945
RUNDC3B	1.841
ADAMTS20	-2.2605
IL17RB	-2.011625
FLJ20323	-0.83875
MCAM	0.218625
POLR3E	-1.67016666666667
AQR	0.2055
IPMK	0.3335
CDCA7	-3.5625
CAMP	0.18925
GRHL3	0.916
ADAMTSL2	1.602
CLMN	-0.464166666666667
SSTR3	0.5905
MAGEA5	-2.48683333333333
OVOL2	3.529
JMJD1B	-0.646
RBL2	0.2951
PYGO2	0.743
PPP1R10	0.484333333333333
CSE1L	-0.998833333333333
LCA5	0.44625
RDH16	1.972
ASRGL1	-2.338875
TOM1	1.2905
PTX3	-5.64125
TTC15	0.8645
SCGB3A1	0.503666666666667
MRPL50	-0.79225
RCAN3	0.37425
SLC26A11	1.12775
STYX	-0.454
CINP	0.116
MARCH7	-0.2285
PFKM	-1.0145
SGMS1	0.253333333333333
RIOK3	-0.6916
C1orf110	0.365
CES7	-0.25175
LOC440248	-0.858
PPP1R12C	0.7035
C10orf27	0.56
ATG9A	0.508
MRPS26	0.35925
TMEM40	2.38125
ELP3	0.0351
ZNF787	1.34
HIAT1	-0.26925
C8orf34	1.21966666666667
MGC4655	0.9331
PELI1	0.2315
PPT1	1.4465
SLC35C2	1.30183333333333
C6orf125	-0.429
MUC4	-1.30666666666667
RFC4	-1.25985714285714
GNB2	0.544333333333333
NUP50	-0.408785714285714
SULT4A1	0.309666666666667
C7	1.999875
CCDC130	-0.211333333333333
ARRDC4	-0.15475
RQCD1	-0.2085
GLYCTK	-1.12425
AYTL2	-0.298636363636364
MTUS1	1.1912
LEMD3	-0.376
PLEKHF2	0.56625
HOXA7	-1.3355
GTF3C2	-0.8455
DYNLRB2	2.0535
CNOT10	-0.6055
MR1	1.51016666666667
FFAR1	-0.0665
PRIC285	0.6615
SLITRK6	4.4795
LIX1	-2.4143
UBE1L2	-0.758166666666667
F8	0.901125
ACHE	0.846166666666667
KPNA5	-0.93425
TNFRSF12A	-0.1785
EGR3	0.5915
SERPIND1	-4.3815
OASL	3.76
IFRD1	-1.94275
WDFY1	0.406833333333333
ZNF267	0.266
ACCN5	0.5175
ZBTB6	1.1415
PPP1R3A	1.262
PRRT3	1.62325
FBXL19	0.159
TXNIP	0.6155
ACTN2	-1.1295
ATG9B	-0.683875
C9orf117	0.2495
IL27	0.7415
RPL36AL	-0.193166666666667
KLK15	-0.768
CHAD	2.5935
RAP2B	0.1374
HEBP2	0.70925
ZNF342	0.99
CAMK2G	0.0855
TLR3	2.25325
FGF14	1.05633333333333
HMGB2	-0.834875
TRPM5	-0.355666666666667
OR5M11	0.438
KIF3B	0.257263157894737
PRICKLE2	0.74225
MTMR9	0.079125
C3orf27	0.45075
GLRA3	-2.63383333333333
NSDHL	-0.276833333333333
TMEM32	-0.70375
POLR2D	-0.341666666666667
MYADML	0.5415
C9orf114	-0.0085
MRGPRX1	-1.896
TOPORS	-0.1445
CLDN19	-0.985
C1QL4	0.071
RNF165	-1.641
DHRS9	0.74975
DNAH2	-1.072
FXR1	-0.838166666666667
ZMYM3	0.038875
CASP3	0.03
FAM120C	-0.6845
SCLY	-1.19375
CA7	0.1335
ENTPD5	-0.677666666666667
ZNF461	-0.09525
PDIA5	0.434
C1orf19	0.0325
TMEM67	-0.20375
KCTD20	-0.39925
WDR47	0.588
FLJ38723	1.4795
KLRF1	1.98083333333333
TAS2R16	-0.4175
CLDN12	-0.03425
PRKCE	-0.543
UBXD4	-0.55675
ITGAM	3.29933333333333
GLT8D3	-0.24775
WDR31	0.0544
RGS2	1.1465
OR51L1	0.1505
MST1R	-0.1235
KIAA1737	0.793
OR4A5	1.837
GLIS1	-0.409166666666667
PTMA	0.424571428571428
NAPA	1.64375
PRDM11	0.395
LIPF	0.3905
DIRAS3	0.273
ASGR2	-4.265875
C1QTNF4	0.88725
PIK3R4	0.2705
ARMC3	3.68275
NDUFV3	-0.566916666666667
BTBD3	-0.337
PPP1R2	0.530583333333333
UBE2NL	0.23725
FOSL2	1.62142857142857
FAM119A	-1.12566666666667
TUBA4A	-0.0576
KRTAP12-1	0.30125
SFRS2	-0.63225
RHPN1	0.1772
EEF2	-0.0981666666666667
ZDHHC11	-0.314333333333333
EPHA3	-1.9679
RBM12	-0.6355
H2AFJ	0.412583333333333
EDIL3	2.616
KIF26A	-1.74225
SERGEF	-1.10525
B3GALT4	1.93775
LOC90925	2.3385
OSCAR	0.934625
NPFF	-0.259875
DEDD	0.96625
TMEM155	-0.385375
PTPN1	-0.07475
SCYL2	0.258666666666667
SKAP1	2.8025
LEAP2	-3.254
GADD45G	1.8242
IFITM3	1.689875
PILRB	-0.277166666666667
SLU7	-0.1553125
DSC3	-0.41125
DNMT3L	-1.78325
PAPD5	-0.08825
B3GNT3	-0.385
LHCGR	0.35
MSL-1	0.40475
UBE2S	-1.35625
SAP130	-0.6585
ANAPC11	0.39875
MAGED4B	-0.982
ATP6V1B2	1.19916666666667
C14orf179	0.450875
CAPZA1	0.636125
CDYL2	0.6435
GLRX3	-0.511333333333333
LOC136288	0.72525
MOBKL1A	-0.4075
HTR2B	3.4655
CRYGD	0.00433333333333332
NUS1	-0.544833333333333
PGRMC1	1.14
MYOM2	-0.852
FLJ39653	-0.899666666666667
CHM	-0.6427
OR5M8	0.8615
ZNF619	0.2065
FAM105A	1.8445
CCNL1	-0.789375
NAP1L3	0.14225
C10orf57	1.51616666666667
B3GALNT1	1.70683333333333
CSN1S2A	0.407
TCP10L	0.07875
GDAP2	-0.13575
DMKN	-2.55216666666667
COX6B1	-0.4355
DNASE2	1.56133333333333
MSH5	-1.673
LGMN	0.87
USP31	-0.2889
OR13C8	-0.102
SDCBP	-0.0781
NUDT11	-1.67766666666667
PYGL	-0.555333333333333
SNPH	-0.884166666666667
B3GNT4	-0.4115
MIZF	-0.0811
NUBPL	-0.3865
NOD1	0.563166666666667
CDH22	0.681875
NUBP1	1.09133333333333
DSCAM	-4.12175
DGKI	0.881
FAM136A	-0.4995
AKAP1	0.565
SLC16A6	-2.086
RIN3	1.8445
PSG2	-0.09525
DIP2B	0.538416666666667
PSORS1C1	2.1152
KIAA0495	0.514
FLJ90709	0.298666666666667
LPA	-0.433833333333333
PIGA	-0.323166666666667
LY75	3.5985
UTS2	-3.88516666666667
RREB1	0.4865
GALNACT-2	0.9091
MGC3196	-1.014
FLJ31568	0.0455
LPHN1	-1.102625
SP1	0.84225
TOX4	0.0296666666666667
HSPA9	-1.1707
APOBEC1	0.946
SLC35E4	-0.95325
LSM5	-1.55025
SURF1	0.235
ZBTB1	0.190416666666667
GTF2F1	0.316625
RPS15A	-0.795642857142857
DUSP21	-0.8938
GINS4	-3.52683333333333
MYO15A	0.568833333333333
GIMAP7	4.39825
MGC13379	0.603
ATP6V1E2	-1.389
UTP3	-0.31625
HNRPA3	-0.549125
MT4	-0.6995
C14orf155	-0.973666666666667
U1SNRNPBP	0.64725
CKLF	-0.3775
PLEKHN1	-0.926
MBNL1	-0.0585
NUP160	-0.654
ACSM2A	-0.558333333333333
LOC129881	0.77275
KIAA1529	-0.4115
FLJ22639	-1.4315
HAND1	-1.198
GSX1	0.412
FGA	-5.40254545454545
SERPINB1	0.28725
ZNF642	0.0695
IGFBP1	-8.657875
SLC1A1	-0.101875
DHX57	0.0585
ZNF766	-0.3885
PTPN21	-0.733444444444444
GDPD3	-1.04483333333333
PNPLA5	-0.4315
TBR1	-1.30966666666667
FAM116A	-0.622
IQGAP1	0.6645
FOS	1.110625
ZNF226	0.148
FIGNL1	-1.1145
C14orf1	0.374
ZMYND17	-1.241
PUS7	-1.1035
TUBB6	-0.409875
KCNQ2	-1.987
MARCH6	-0.0491666666666666
CCDC33	0.119
PRODH	-0.99625
RBM11	1.10525
EPHA6	-0.100333333333333
SLC43A1	-0.27625
LOC196541	1.95257142857143
NTN1	0.703583333333333
ING4	1.0795
PCDHB10	1.2305
DPH2	-0.850333333333333
SPACA4	0.41075
FBXL21	-4.3045
DIAPH1	-0.469166666666667
ZNF71	0.9905
CEP76	-0.5685
CORO1A	1.742
RRM2	-2.1885
EDG4	1.81325
OS9	1.55733333333333
SLC4A1AP	-0.10875
COG5	-0.99875
COPS8	0.1095
NGLY1	-0.391
NCBP2	0.4915
C17orf42	-0.383833333333333
GPSM3	0.81575
SIL1	0.7805
ASB6	-0.11775
SMAD5OS	-0.474333333333333
UNC93A	-3.399625
A1BG	0.4955
C21orf62	1.78833333333333
FMO5	-1.09916666666667
ATRIP	0.350833333333333
CEBPG	0.222833333333333
C7orf38	-0.544666666666667
TNFRSF1B	1.87933333333333
CLEC1A	1.7552
IQSEC1	0.2145
PATZ1	0.8043
RBM22	0.08625
BAG2	-1.5815
PAQR5	-2.5845
C9orf127	-0.1325
THNSL1	-0.0305
SHROOM3	1.6884
JAM2	1.1245
SNRPN	-2.28675
ALX4	0.6505
CACNA1S	-0.035
FAM130A1	0.40125
CORIN	3.3815
CD300LB	0.6525
PLEKHG6	1.114
LRRC40	-0.90125
PCLKC	-0.55675
PCDHB16	-0.0886666666666667
WNT2B	0.3485
ASNS	-2.43522222222222
MRPL49	0.784625
FLJ46111	2.343
ISG20	1.431875
SMU1	-0.825833333333333
CASZ1	-0.1625
POLR1D	0.00158333333333331
GIN1	-0.7005
SNAG1	0.405333333333333
ANKRD29	-1.89175
CDKN2AIP	-0.305
KRR1	-0.60725
CXCL1	-3.39933333333333
EPM2A	-0.0664
PC	-0.176
DEFB127	0.141
PDZRN4	3.189
FAH	0.39075
OR51E1	1.973
CDC2L6	-0.598333333333333
DNTTIP1	0.06775
PAX8	-0.20275
TMEM116	-0.404
C1orf150	-0.512
PRO2012	0.73125
MRPL40	-0.741
BEX1	-4.33766666666667
SLC2A4	-1.4375
PKMYT1	-0.24975
FEZF2	-0.913666666666667
SLC26A9	-1.5555
MAP2	-0.341181818181818
LYL1	-0.36375
SLC25A19	-0.033
NOS3	0.3525
ZNF34	1.2
TMPRSS11F	-1.085
FAM43A	0.275
FCRL4	1.5415
KLF14	-0.6475
FLRT2	-0.412833333333333
WRN	-1.137
SDF2	1.4892
KRT8P12	1.7675
C6orf195	-0.002
C9orf125	-1.708
DZIP3	-0.696625
RIT1	0.513416666666667
SCML1	-0.970333333333333
RHBDF2	1.41
OR2G3	0.394
REXO1L1	0.844
MAP3K7IP3	-0.205625
C3orf57	-0.21675
FBXW11	-1.20116666666667
ETAA1	-0.6585
C14orf131	-0.7295
AKT1S1	0.854
SLC12A5	-0.904375
C9orf164	2.2915
NRIP3	-0.618142857142857
NOS1AP	-0.90425
TMEM121	-0.753
SAP30BP	0.7179
DGCR6	0.29025
WDR76	-1.02075
FAM82B	-0.61025
LOC606495	-0.511
MAP9	0.804083333333333
BCDIN3D	0.0965
CXorf36	2.89616666666667
DSCR3	-0.3857
ZFAND3	1.242875
C7orf43	0.973
SPSB3	1.0786
C19orf19	-0.00800000000000001
FAM133A	-2.776125
C12orf25	-0.0095
SLC39A3	0.82
DISP2	-2.53925
PI4KAP2	-0.6145
MKRN3	-2.291
ADAMTS13	-0.801625
CBLN3	0.3992
TTYH1	-1.60866666666667
C3orf18	0.36325
FLJ13236	0.13125
ZMYND12	2.642
C18orf25	0.187125
GLB1L3	-0.6
ATP13A5	-1.258
RANBP10	-0.5205
CD96	0.5376
DENND1C	1.3925
RBMS3	0.5699
SLC41A3	0.105166666666667
DGCR6L	0.5865
TMEM128	0.3875
CSNK1G3	-0.987071428571429
MOBKL2C	1.538625
TSPAN6	-0.57525
MATN2	-0.8329
MSL2L1	0.668833333333333
ST6GALNAC2	-2.09716666666667
FGFBP2	1.21725
FGL1	-6.73883333333333
MPP3	-0.0348333333333333
ARHGEF6	1.20933333333333
TGFBR2	1.104
ACMSD	0.794
IL33	2.91975
C9orf5	-0.57125
DEAF1	0.2206
AMN	-0.3705
DEFA6	-0.476142857142857
RNF212	0.028
METT5D1	-0.2725
CIB1	0.4088
TSSK1B	-1.14775
KIAA1727	1.33125
ZNF680	-0.198833333333333
LOC399900	0.118
LOC152217	0.00833333333333331
CTNNAL1	-3.4555
CIT	-2.5655
TLE6	1.1175
ZNF607	-0.4465
HERC4	-1.11916666666667
DRAP1	0.0458
PEMT	-0.7405
C10orf111	-0.032
ZNF575	0.941625
KCTD7	-0.05475
MYO1F	1.71575
LOC285382	-0.2505
RAB11A	1.0414
PLCD3	-0.2945
C15orf28	0.32675
PTBP2	-0.423125
CTB-1048E9.5	-0.375625
C19orf60	-0.743
C7orf25	0.0343333333333333
SETD7	0.1535
HOXB9	-4.923
VANGL1	-1.0854375
CHAF1B	-1.604
NDUFA3	-0.8095
KIAA1328	0.731333333333333
SHARPIN	1.25125
TTC23	0.122
UGP2	0.122666666666667
ANKIB1	0.0418
CIRBP	0.612428571428571
SEC14L4	-3.45466666666667
OVCH1	0.0932
VPS52	0.95625
FAT	0.21875
M6PRBP1	0.5895
GPRIN3	1.641
PPM1F	-0.0243333333333333
TSR1	-0.423
CCDC85A	1.9095
PCSK5	1.9915
ZFHX3	-0.7275
HEMK1	-0.3958
PGBD2	0.41425
RSRC2	0.256666666666667
AURKC	-0.713833333333333
SCRIB	-0.309375
ORM2	-0.633833333333333
FAM115A	-0.6041
FZD6	0.3215
UNC119	1.04616666666667
GPX3	-0.0632
NOV	-0.4945
CABC1	0.768875
CDC42SE2	0.8330625
EIF2S2	-0.0934
RNF130	0.970375
CKAP5	-0.0886666666666667
RP11-413M3.2	0.4105
C10orf18	0.2124
TMEM93	-0.00600000000000001
DYX1C1	1.9415
KCNMB2	-1.87325
ANK3	-0.163166666666667
KRT5	-0.5812
CDH12	-1.39375
QRSL1	0.467625
JUB	-1.19175
SHC4	-2.7005
CCL15	1.28733333333333
CCDC22	0.649
SNX24	0.572
RARS	-0.97875
MORC2	0.542625
FAM48A	0.62475
MT1H	0.1995
PPP1R14C	-2.615
FOXD1	-2.799
C1orf213	-2.3415
AMT	-1.0006
DSN1	-0.76525
PTPLAD2	3.415
DIS3L	-0.28975
RASL11A	1.40225
GPRC5B	0.3075
FRMD7	0.7675
STRN4	-0.12175
KITLG	3.25395454545455
HDGF	0.22575
OR1S1	0.9845
SETX	-0.4017
DDR2	0.206375
KCTD12	2.47925
LYZL2	-0.624
WDR52	0.0515
TMEM2	0.056875
ZNF579	1.14966666666667
LOC200810	0.23725
TNFSF9	-1.32075
PPFIA4	-2.7295
CNIH3	-0.161666666666667
MAP4K4	-0.969214285714286
ROD1	-0.491714285714286
ALS2CR12	-0.117333333333333
DOCK3	-1.92766666666667
PAQR9	-4.9485
ASB17	0.87325
STX16	-1.331
FEZ2	0.397333333333333
DLAT	-0.771166666666667
KIF21B	-0.615833333333333
CDC5L	-0.654
TMEM119	2.9525
CRIP3	-2.08325
TPSD1	0.101666666666667
TEPP	-0.41025
GNGT2	1.63325
C21orf121	-0.140333333333333
WNK1	0.340916666666667
FLJ10490	0.4222
OR51B5	-2.917
LOC203547	-0.9995
HAS1	2.4725
PPA1	0.498333333333333
ST7	0.289125
C11orf46	0.9076
POPDC3	-4.45783333333333
ACOX2	0.6365
ATCAY	-0.891
TM4SF19	-0.68475
MFSD9	-0.323
PDHB	-0.32475
ERN1	0.14225
LCE3C	0.075
GPR111	0.889
NOTCH3	0.8855
ADAMTS5	1.91475
B3GALT1	-0.5185
UGCGL1	-0.277166666666667
FAM58A	0.110166666666667
FBXO32	2.88625
CLPP	-0.49225
NXPH1	2.32775
MTMR3	0.0573333333333333
ATP1B3	-1.5905
TMEM16A	4.397375
HIST1H3F	0.0201666666666667
TRIM25	0.473833333333333
SDCBP2	2.684
CRKL	-1.11225
HOXB2	1.26616666666667
ANP32B	-0.792125
GATM	1.987
AP4E1	0.20275
EDG5	0.192
CDKN3	-2.2295
CDH4	-2.37275
PGD	0.265333333333333
RND1	1.59
GAD1	-3.1143
MPG	-0.155
LOC440350	-0.1705
ZNF133	0.599
SERPINB12	null
AMELY	0.661
DHX36	-0.862
TNFAIP8L2	3.5185
PHTF2	-0.245944444444444
CCDC112	-0.4635
IQCC	-0.75075
HEYL	2.89916666666667
FTSJ2	-0.214666666666667
APPL1	-0.4985
RAB43	-0.00807142857142857
OR10G2	-0.4585
WAC	0.149166666666667
ADCY9	0.27025
RUNDC2B	0.153666666666667
PYCRL	0.9799
AGPAT7	0.7195
SLC22A9	-0.256833333333333
CDKAL1	0.014
PDYN	-0.960166666666667
C20orf74	-1.11775
MTMR11	2.02825
VAV3	2.93591666666667
DAPL1	0.33375
STXBP3	-0.027
EIF3G	-0.339
ARHGAP22	-0.24225
NPFFR1	-0.332
NPC1	-0.0293333333333333
ALDH9A1	0.3775
ZNF600	0.56925
ZNF678	-0.141666666666667
RASSF1	0.318083333333333
ADD2	-2.25125
PITPNB	-0.1615
PKD2L2	-0.114333333333333
LRP11	-0.43175
CDKL1	0.4545
SMEK2	-0.32475
PRODH2	-3.6725
C11orf54	0.125333333333333
SFRS11	-0.620666666666667
IL7	0.867666666666667
ALS2CR16	0.6715
BTG3	0.199166666666667
PAK2	-0.225444444444444
RP11-679B17.1	-0.3445
GATA4	-2.17166666666667
ATP2B1	-0.19475
LOC130940	0.8325
C1orf172	1.31633333333333
ATF7IP2	-0.92875
SLC25A43	-0.136166666666667
CENTG3	0.30525
IGF2BP1	-4.9642
FCHSD1	0.4745
CAMK2N2	0.991666666666667
ELAVL3	-0.0458888888888889
NBPF15	-0.856
UBE2J2	0.530181818181818
GNL2	-0.81575
PRR3	-0.0589
NLF2	0.83425
OR4F6	0.0245
KLHL24	0.51
CCDC88A	-1.6794
SGPP1	-0.876
C10orf11	0.810833333333333
SLC35B4	-0.654166666666667
UGT3A2	-0.6575
ARNT2	0.1821
CBR1	-0.975875
ITPR3	-0.3245
TRAPPC6B	-0.4199
AMZ1	0.004
ARP11	2.0085
WDSUB1	0.163
APBA1	-0.227166666666667
RAB2A	0.492
C6orf162	-0.083625
HPSE2	0.3925
PLCE1	-1.10675
INSL3	0.49425
DLG1	0.0526
PTPLA	-1.8685
PIGX	0.41125
TFIP11	0.284
FIBIN	3.9955
POLR2G	-0.5635
GRAP2	1.0584
DNAJB8	0.309
CNBP	0.564333333333333
WASF1	-1.396
INPP5E	-0.2743
HSPB1	-0.7041875
TMEM167	-0.3614
CUBN	0.3465
IGF1	3.8340625
ITPK1	0.0245
NAALAD2	-2.35671428571429
G3BP1	-0.5153
NT5DC1	-1.089375
CYP39A1	0.688
TMEM139	-0.318818181818182
POLK	-0.201111111111111
GLULD1	-2.01475
RBM15	-0.640166666666667
AMZ2	0.19925
GDF15	-3.3895
MESDC2	0.0485
INCA	2.09783333333333
ACY1L2	-3.1975
GZMM	0.912
PAIP1	0.32175
CACNA2D1	-1.3785
STK32C	0.8935
SH3BP4	1.49583333333333
DEC1	-0.268
PADI1	2.065
UBB	-0.1552
PON3	2.73016666666667
PROP1	0.1975
ANKRD13B	1.0195
ADCK1	0.6335
TCF25	0.104416666666667
SLC38A5	-0.218
CXorf26	0.912
C19orf39	0.31825
PPP1R13B	-0.08825
ARL2	-0.3135
TCL6	0.449818181818182
TOP3A	-0.8615
SLC16A14	-0.733875
FXYD6	1.74883333333333
HIST1H4E	-1.2305
BBC3	1.12084210526316
UNC5A	0.534333333333333
FAM86C	-0.1765
PI4KB	0.955625
B3GAT1	-2.15225
SUSD2	2.29166666666667
OAZ2	0.510333333333333
NOC4L	0.06225
C10orf12	-0.067
FADS1	-2.24966666666667
LOC144097	-0.446
DKK2	1.4175
KIAA1949	0.4445
RHOT1	-0.1574
OXT	1.5195
GPR153	1.00375
ARL4A	-0.964333333333333
SAAL1	-1.5445
CCDC64	0.8015
USE1	-0.212666666666667
HNMT	1.868
PCGF3	-0.01075
CYP2C19	0.059
C20orf4	0.141
CCDC11	-0.04025
ACSBG2	0.08975
RWDD2A	0.03475
PALLD	2.3925
CPLX4	0.174
LOC492311	0.0245
KPNA2	-1.04833333333333
MACROD1	-0.2203
TMCO3	0.137166666666667
C15orf52	-0.225666666666667
