Hybridization REF	TCGA-AR-A1AX-01A-11R-A12P-07
SLC9A5	-2.4325
EPDR1	0.1758
MUSK	0.653
ZNF434	0.199666666666667
SMARCD1	-0.588333333333333
ZFP106	0.3725
ZNF347	-0.2958
GTF2E1	-0.0945
RY1	-0.126166666666667
ATAD2B	0.019
ARHGAP17	-0.0586
KCNIP3	-0.9285
SFPQ	0.178375
GFRA4	0.844333333333333
AKR1B10	-4.67825
TIGD6	0.282166666666667
RGS16	2.562375
URB1	-0.487
OR4C46	0.583166666666667
TOP3B	-1.069
NFATC4	-0.1065
CA14	-4.88875
BMPR1A	-0.317166666666667
SNRP70	-0.8935
PRL	-0.168428571428571
C6orf130	0.0355
STAG2	-0.595
CD55	-1.06685714285714
RPS23	0.907666666666667
SSX2	-1.17725
FDPSL2A	0.01075
FBXO27	0.48925
SYNGR3	-0.806
TMSL3	3.3215
EML1	-1.739
NUP93	-1.07675
SMAD3	0.0697
KIAA1189	0.1714
HNRPUL2	-0.468833333333333
TBC1D12	0.491
C16orf24	1.1185
MRVI1	1.736
ZNF581	-0.170666666666667
ELOVL3	-0.884
OR51Q1	1.42475
CACNB3	1.39283333333333
GALNT13	-1.423875
C10orf84	1.199375
NEDD4	-0.2222
SPO11	2.279
OR5AU1	-0.743
NEK4	0.084
PRKAR2A	-0.599
IHPK1	-0.726833333333333
ATP6V0B	-0.01925
CACNA1E	0.367
CEACAM8	1.65033333333333
PEX14	-0.1255
FLJ12993	1.4455
ZBTB38	-0.731416666666667
PCTK2	0.590166666666667
LRRC16	1.3593
FBLIM1	0.232166666666667
FYCO1	1.06975
RP5-1022P6.2	-0.044
CMTM1	0.162666666666667
PLTP	0.555166666666667
RAPH1	-0.026875
DOCK8	2.33025
EZH2	-1.57426666666667
SLC25A1	-0.124833333333333
PLEKHB1	0.0831111111111111
GRB7	2.3854
ZFP37	-0.633
MRPL33	0.191
PELO	-0.49275
ARMC1	0.756636363636364
C9orf27	-0.185833333333333
FLJ25778	0.6285
C9orf37	-0.947333333333333
TMEM66	1.25575
SPRN	0.337875
HBEGF	0.481
PI4KA	-0.4265
LEPRE1	-1.62475
POU2AF1	0.6735
MRPL12	0.0408333333333333
REP15	-0.378
ZC3H3	0.42475
RASAL1	-0.288
DDAH1	0.55375
ACBD5	0.631125
TMC2	0.331
CCDC137	-0.1875
SAMD13	0.6605
UGT2B15	-3.03766666666667
TIPARP	0.1225
DNASE1L3	3.12525
TRIM72	0.478
DBX2	0.49175
IPO8	-0.242
C21orf88	0.4545
MAP3K14	1.165
LOC51233	0.700666666666667
GGTLA4	0.14625
PDE6D	-0.201
ZNF117	0.06725
CLK2	-0.97275
NKRF	-1.001
TNFSF15	0.5823
DUSP2	0.751875
SECISBP2	-0.2433
GABRR2	0.945
PPAP2C	1.43525
LOC51145	-0.476
PAG1	1.440125
PIK3C3	-0.0265
GNG10	0.4865
APOL4	0.819166666666667
ANKRD28	-1.315875
STMN3	-1.4303
RAB14	0.638
CDK2AP2	-0.111
HDDC3	0.26125
COMMD7	0.173375
CXXC1	-0.1705
HMCN1	-0.403
CD40	1.81575
DYNC1LI2	-0.5275625
GDI1	-0.458
LOC646938	-0.41125
VSNL1	2.0775
PIH1D1	0.164833333333333
RAET1G	0.8795
KRTAP5-9	0.313
EFTUD2	-0.796
ZNF311	-1.01133333333333
ATP6V1G3	0.448
OR2W3	1.18375
SCN4A	0.058
MED10	-0.842375
FAM135A	-0.5762
ARHGAP4	-0.16
EHMT2	-1.4115
UFD1L	-0.54475
ERMP1	1.61525
MAG1	-1.24283333333333
THAP8	-0.507833333333333
HACE1	-0.7405
FAM82C	0.422166666666667
C3orf20	-0.2125
UNC84A	-1.06683333333333
SCD5	0.126153846153846
LASS6	1.586375
LSG1	-0.16325
MAL	-3.8215
GPR22	0.5625
WDR5B	1.0795
ACTRT1	-1.457
C17orf60	1.5945
GRIN2C	-0.0882000000000001
ARMC8	-0.215666666666667
SLC47A1	-2.91
DMPK	0.11325
DHRS13	-1.26366666666667
SMC1A	0.3345
KRTAP17-1	-0.15225
SMYD5	-0.6965
TUSC2	0.597
CRHR2	0.4835
KIR3DL2	0.828
CCDC104	0.663
ATP2C1	0.17075
CROT	0.071
PABPC3	0.295666666666667
EGR1	1.98783333333333
THSD1	1.042
KHK	-0.8595
SLC12A2	0.9120625
CD58	-0.15225
STOX2	-1.13933333333333
CCDC76	-0.3325
CCDC48	3.278
DNAH1	1.31133333333333
ZIC4	-0.546857142857143
OR1G1	-1.9785
PSMC6	-0.622
PROKR1	0.081
ABCB1	1.462875
TRAT1	2.099
LLGL1	-0.429
MTF1	1.25225
USP54	-0.299285714285714
PAGE2B	-1.9175
ITGB7	-3.772
CCDC81	-0.5475
LOC149837	-0.16925
SCUBE1	0.473
ZSCAN10	0.779
HUWE1	-0.583142857142857
CDH17	1.006
CD180	0.66275
IL17A	-0.88325
TMPO	-1.2725
KIAA1524	-0.669
HDGFRP3	-0.350166666666667
OXCT1	-1.065
RRAS2	-1.08933333333333
LTBP2	2.5759375
SV2B	2.00033333333333
CYP2A6	0.075875
PKD1L2	-1.291
PPM1M	1.0315
FLJ22662	1.98966666666667
ZNF502	0.61125
GP6	0.04675
CRYBA2	-1.11925
LEF1	-0.6909
CTPS	-1.23071428571429
EYA1	-3.481
EPS8L1	1.748
MAPK14	-0.5925
SERPINB2	-5.1185
GTF2F2	0.204833333333333
ZNHIT4	0.1455
PLA1A	1.651625
C20orf114	-0.51175
HPR	-4.538
C18orf2	-3.5906
SATB2	-2.4295
KCNJ9	0.114
MGC157906	1.058
MOCS3	-0.311
C17orf71	-0.747833333333333
PPHLN1	-0.1844
HIST1H2BN	-0.887
RAPGEF1	-0.406
MAP3K8	0.9085
DLG4	-0.357
STC1	-0.553916666666667
CDGAP	1.26
DDX26B	-0.19875
LOC150223	-1.9705
CPSF3	-0.729333333333333
TMEM14A	0.047
MYH3	-0.807
GPKOW	-0.09925
SULT1A1	1.25183333333333
SPON1	4.1981
YY1AP1	-0.303166666666667
RAB23	-0.55675
PLA2G4A	-2.7165
MAPRE3	1.23766666666667
ZNF516	0.330642857142857
GGPS1	0.99025
EXOC3L2	-0.150625
C19orf42	1.0287
MAP2K2	-0.866333333333333
HIST1H2BB	0.59425
RNF19B	0.6555
C6orf128	-0.145833333333333
TLR8	3.16275
PCDHA9	0.4
CARS2	-0.228875
CLUL1	1.0975
RHAG	-4.63266666666667
UNK	-0.5395
EXOC8	0.6138
C9orf95	1.8495
C14orf143	-0.283166666666667
MAML3	0.235
LDHA	-1.46425
MRPL20	0.38475
KLHDC6	0.3815
ATP5S	-0.0931666666666667
C8orf55	0.56475
PHF19	-2.15275
KRTAP13-4	0.1345
TTC5	-1.382
XKR5	-0.8955
SILV	-5.53866666666667
TEX28	-0.462
TCTN1	-0.01725
CX40.1	0.04925
PPP2R5C	-0.1775
C12orf30	-1.294
CAPG	2.098
MPZL1	0.39125
ARSB	-1.4682
TDH	-2.4535
WASF4	0.57975
TSSK3	-0.789666666666667
7A5	0.627
CRISPLD1	1.83125
MAD1L1	-0.537666666666667
SPIN4	-1.61366666666667
AMPD1	1.506
DPYSL5	0.09
INPP1	0.221166666666667
ANKRD11	-1.02638888888889
NPAS4	-0.556875
GCET2	1.6776
RNASE9	0.823
GUCY2D	0.207166666666667
CCDC98	-0.1785
FGF4	0.0128571428571429
CPM	-0.610333333333333
SLC26A4	-1.93366666666667
PLD5	0.202
FAM59A	0.8473
FBXO5	-1.63377777777778
SIPA1L1	-0.519
DPYS	0.71
ATG4D	0.18725
TGM3	0.1445
MTCH1	-0.79
HK1	0.502461538461539
CDC26	0.733625
GALNT12	-2.07966666666667
LOC339229	0.025
MRPL35	-0.309125
ORC4L	0.15
TNKS	-1.31738461538462
C2orf24	0.154833333333333
ZNF553	0.343666666666667
GGTLA1	3.1294
ZNF497	0.18125
CDY1B	-0.813
SLC30A4	0.409375
TUB	-0.908625
ARHGEF18	0.30925
ARRB1	0.4235
KCNK1	0.9185
EREG	-1.1308
SCAMP5	-0.25075
RUNDC3B	2.59175
ADAMTS20	0.1545
IL17RB	-0.95225
FLJ20323	-0.63575
MCAM	-0.64425
POLR3E	-1.68508333333333
AQR	0.508666666666667
IPMK	0.037
CDCA7	-2.19075
CAMP	2.68325
GRHL3	1.1575
ADAMTSL2	0.729833333333333
CLMN	0.0323333333333333
SSTR3	0.489
MAGEA5	-2.87866666666667
OVOL2	3.328
JMJD1B	-0.35225
RBL2	0.2285
PYGO2	0.34925
PPP1R10	0.795333333333333
CSE1L	-0.927833333333333
LCA5	1.317
RDH16	1.30575
ASRGL1	0.5325
TOM1	0.2205
PTX3	-5.61425
TTC15	0.25725
SCGB3A1	0.837333333333333
MRPL50	-0.44325
RCAN3	0.643125
SLC26A11	0.8105
STYX	-0.498833333333333
CINP	-0.336
MARCH7	0.33125
PFKM	-1.47383333333333
SGMS1	0.717
RIOK3	0.091
C1orf110	0.864
CES7	0.238875
LOC440248	-0.82025
PPP1R12C	-0.11425
C10orf27	0.00399999999999998
ATG9A	-0.73825
MRPS26	0.473875
TMEM40	2.54975
ELP3	0.1187
ZNF787	0.5893
HIAT1	0.70325
C8orf34	1.321
MGC4655	-0.1715
PELI1	0.237
PPT1	1.2752
SLC35C2	-0.0166666666666667
C6orf125	-0.3725
MUC4	-0.9814
RFC4	-1.29385714285714
GNB2	-0.549833333333333
NUP50	-0.132357142857143
SULT4A1	-1.49083333333333
C7	4.161375
CCDC130	-0.2545
ARRDC4	-0.2095
RQCD1	-0.044
GLYCTK	-0.884
AYTL2	-1.31854545454545
MTUS1	0.8709
LEMD3	-0.0481666666666667
PLEKHF2	2.75275
HOXA7	0.260625
GTF3C2	-1.0995
DYNLRB2	2.81975
CNOT10	-0.65725
MR1	0.325
FFAR1	-0.38375
PRIC285	0.0365
SLITRK6	0.3335
LIX1	-1.968
UBE1L2	-0.387166666666667
F8	0.153625
ACHE	-0.077
KPNA5	0.3945
TNFRSF12A	-1.3775
EGR3	1.1475
SERPIND1	-5.00033333333333
OASL	3.66325
IFRD1	-1.92625
WDFY1	-0.376166666666667
ZNF267	0.891625
ACCN5	-0.078
ZBTB6	0.64875
PPP1R3A	0.016
PRRT3	1.6175
FBXL19	-0.9115
TXNIP	1.09792857142857
ACTN2	3.65725
ATG9B	-1.01614285714286
C9orf117	0.714285714285714
IL27	1.6365
RPL36AL	-0.111166666666667
KLK15	0.62275
CHAD	1.764
RAP2B	0.3292
HEBP2	1.2255
ZNF342	0.857
CAMK2G	-0.545
TLR3	2.512
FGF14	0.99175
HMGB2	-0.1385
TRPM5	-0.912
OR5M11	-0.6995
KIF3B	-0.457894736842105
PRICKLE2	0.438
MTMR9	-0.169375
C3orf27	0.4325
GLRA3	-1.315
NSDHL	-0.329166666666667
TMEM32	-0.587
POLR2D	-0.5895
MYADML	-0.09
C9orf114	-0.80425
MRGPRX1	2.7285
TOPORS	0.281
CLDN19	0.0575
C1QL4	-0.7645
RNF165	-1.8045
DHRS9	1.9275
DNAH2	-0.721666666666667
FXR1	-0.951833333333333
ZMYM3	-1.39275
CASP3	0.749166666666667
FAM120C	-0.486875
SCLY	-1.71475
CA7	-0.134
ENTPD5	-1.10366666666667
ZNF461	0.212
PDIA5	-0.68975
C1orf19	0.0431666666666667
TMEM67	0.441
KCTD20	-1.18475
WDR47	0.4595
FLJ38723	-0.11
KLRF1	2.15833333333333
TAS2R16	1.7465
CLDN12	-0.343
PRKCE	-0.00466666666666667
UBXD4	-0.648
ITGAM	2.68316666666667
GLT8D3	-0.206
WDR31	1.2545
RGS2	2.1275
OR51L1	-0.0545
MST1R	0.26425
KIAA1737	0.622
OR4A5	-0.275
GLIS1	-1.68966666666667
PTMA	0.209142857142857
NAPA	1.898
PRDM11	-0.39325
LIPF	1.406
DIRAS3	1.07575
ASGR2	-3.861625
C1QTNF4	0.8895
PIK3R4	0.108833333333333
ARMC3	2.8595
NDUFV3	-1.103
BTBD3	-1.05183333333333
PPP1R2	0.493083333333333
UBE2NL	0.356
FOSL2	0.462071428571429
FAM119A	-0.897666666666667
TUBA4A	-0.4977
KRTAP12-1	0.59975
SFRS2	-0.9475
RHPN1	0.5027
EEF2	-1.502
ZDHHC11	-1.65066666666667
EPHA3	0.309
RBM12	-0.3355
H2AFJ	-0.19775
EDIL3	1.576
KIF26A	-1.4875
SERGEF	-0.599
B3GALT4	2.36425
LOC90925	2.63983333333333
OSCAR	-0.214875
NPFF	-0.41275
DEDD	0.408875
TMEM155	-0.362714285714286
PTPN1	0.0935
SCYL2	0.528166666666667
SKAP1	3.764
LEAP2	-1.77983333333333
GADD45G	3.5619
IFITM3	1.20442857142857
PILRB	-1.00766666666667
SLU7	0.0925625
DSC3	0.38325
DNMT3L	-1.94575
PAPD5	-0.2985
B3GNT3	-0.0865
LHCGR	1.1355
MSL-1	0.8955
UBE2S	-1.628625
SAP130	-0.69625
ANAPC11	0.79425
MAGED4B	-2.1205
ATP6V1B2	0.1135
C14orf179	0.303125
CAPZA1	0.63
CDYL2	-0.247
GLRX3	-0.309833333333333
LOC136288	0.00124999999999999
MOBKL1A	-0.89225
HTR2B	3.9085
CRYGD	-0.5555
NUS1	-0.46
PGRMC1	0.2805
MYOM2	0.51725
FLJ39653	-2.179
CHM	-0.307
OR5M8	0.583
ZNF619	0.1875
FAM105A	1.34225
CCNL1	-0.9485
NAP1L3	0.30425
C10orf57	1.7475
B3GALNT1	1.24216666666667
CSN1S2A	1.626
TCP10L	0.30825
GDAP2	0.04425
DMKN	-1.53966666666667
COX6B1	0.285
DNASE2	0.685166666666667
MSH5	-2.06
LGMN	0.088375
USP31	0.1584
OR13C8	0.0885
SDCBP	1.1909
NUDT11	-2.3715
PYGL	-0.354166666666667
SNPH	-0.698
B3GNT4	-2.716
MIZF	-0.6617
NUBPL	-0.33725
NOD1	0.541
CDH22	0.617
NUBP1	0.484
DSCAM	-1.81925
DGKI	0.147
FAM136A	-1.427
AKAP1	0.184166666666667
SLC16A6	-0.25675
RIN3	0.47275
PSG2	-0.57
DIP2B	-0.437166666666667
PSORS1C1	0.3536
KIAA0495	-0.3025
FLJ90709	-0.0836666666666667
LPA	-0.171666666666667
PIGA	-0.714
LY75	4.065
UTS2	-3.46716666666667
RREB1	-0.221875
GALNACT-2	0.1541
MGC3196	-0.801
FLJ31568	-0.63225
LPHN1	-0.41025
SP1	0.307625
TOX4	-0.155833333333333
HSPA9	-0.1719
APOBEC1	2.679
SLC35E4	-1.42825
LSM5	-0.702
SURF1	0.04325
ZBTB1	0.460916666666667
GTF2F1	-0.742375
RPS15A	0.240428571428571
DUSP21	-0.5875
GINS4	-2.91683333333333
MYO15A	-0.8975
GIMAP7	4.841
MGC13379	0.5895
ATP6V1E2	-1.30433333333333
UTP3	0.20575
HNRPA3	-0.1380625
MT4	0.4655
C14orf155	0.6305
U1SNRNPBP	0.2105
CKLF	-0.524666666666667
PLEKHN1	-0.569
MBNL1	0.283583333333333
NUP160	-1.416
ACSM2A	-0.57975
LOC129881	-0.08675
KIAA1529	-0.395
FLJ22639	-1.086
HAND1	-0.7895
GSX1	0.3505
FGA	-4.03846666666667
SERPINB1	0.323
ZNF642	-0.05125
IGFBP1	-8.77775
SLC1A1	-0.950571428571429
DHX57	-0.689714285714286
ZNF766	0.95
PTPN21	-0.398
GDPD3	-1.25633333333333
PNPLA5	0.145
TBR1	0.201
FAM116A	-0.15125
IQGAP1	0.871375
FOS	0.759
ZNF226	0.4185
FIGNL1	-0.586333333333333
C14orf1	-0.171833333333333
ZMYND17	-1.332
PUS7	-1.298
TUBB6	-1.394625
KCNQ2	-1.666
MARCH6	-0.48975
CCDC33	-0.1615
PRODH	1.339
RBM11	2.25575
EPHA6	1.1725
SLC43A1	-0.61025
LOC196541	0.446285714285714
NTN1	0.486
ING4	0.97175
PCDHB10	-0.244
DPH2	-0.977
SPACA4	-0.16325
FBXL21	-2.9425
DIAPH1	-0.567
ZNF71	0.605833333333333
CEP76	-0.6585
CORO1A	1.219
RRM2	-2.571
EDG4	1.14425
OS9	0.0381666666666667
SLC4A1AP	-0.52075
COG5	-1.1505
COPS8	0.077
NGLY1	-0.014
NCBP2	-0.157125
C17orf42	0.268166666666667
GPSM3	0.688375
SIL1	0.199333333333333
ASB6	-0.84925
SMAD5OS	0.0926666666666667
UNC93A	-3.00925
A1BG	0.9635
C21orf62	0.081
FMO5	-0.922666666666667
ATRIP	0.166166666666667
CEBPG	0.339666666666667
C7orf38	-0.393666666666667
TNFRSF1B	1.71816666666667
CLEC1A	1.36966666666667
IQSEC1	-0.28575
PATZ1	0.6988
RBM22	0.29975
BAG2	-2.15766666666667
PAQR5	-1.73116666666667
C9orf127	0.3003
THNSL1	-0.04775
SHROOM3	1.8172
JAM2	1.99275
SNRPN	-2.039
ALX4	0.291
CACNA1S	0.175
FAM130A1	0.2575
CORIN	0.6655
CD300LB	0.3695
PLEKHG6	0.379
LRRC40	-0.28925
PCLKC	-1.159
PCDHB16	-0.682166666666667
WNT2B	0.175666666666667
ASNS	-1.94822222222222
MRPL49	-0.017625
FLJ46111	-0.678
ISG20	2.047625
SMU1	0.000666666666666686
CASZ1	-0.498
POLR1D	0.287833333333333
GIN1	0.0885
SNAG1	0.595333333333333
ANKRD29	-0.7005
CDKN2AIP	0.089
KRR1	-0.1595
CXCL1	-1.10533333333333
EPM2A	-0.157
PC	-0.9355
DEFB127	-0.772
PDZRN4	2.321
FAH	1.751125
OR51E1	1.198
CDC2L6	-0.692333333333333
DNTTIP1	-0.904
PAX8	0.05325
TMEM116	0.36775
C1orf150	0.62
PRO2012	1.806
MRPL40	-0.120666666666667
BEX1	-3.9174
SLC2A4	0.0453333333333333
PKMYT1	-0.644
FEZF2	0.27375
SLC26A9	-0.673
MAP2	0.402416666666667
LYL1	-0.32175
SLC25A19	-0.470333333333333
NOS3	0.1795
ZNF34	1.47683333333333
TMPRSS11F	0.853
FAM43A	-0.35475
FCRL4	1.727
KLF14	-0.57425
FLRT2	0.356166666666667
WRN	-1.7075
SDF2	1.029
KRT8P12	-0.06175
C6orf195	1.1965
C9orf125	-1.357
DZIP3	-0.531125
RIT1	1.691
SCML1	-0.114666666666667
RHBDF2	0.292
OR2G3	-0.32
REXO1L1	0.0555
MAP3K7IP3	-0.541375
C3orf57	-2.9075
FBXW11	-0.443166666666667
ETAA1	-0.64375
C14orf131	-1.0103
AKT1S1	-0.5775
SLC12A5	-0.347142857142857
C9orf164	1.73475
NRIP3	-0.780285714285714
NOS1AP	-1.12325
TMEM121	0.4795
SAP30BP	-0.2265
DGCR6	0.68225
WDR76	-0.817
FAM82B	0.953416666666667
LOC606495	-0.6585
MAP9	2.81833333333333
BCDIN3D	0.97375
CXorf36	4.24283333333333
DSCR3	-0.0757
ZFAND3	0.118625
C7orf43	0.228666666666667
SPSB3	0.9341
C19orf19	0.000249999999999992
FAM133A	-2.239375
C12orf25	-0.1905
SLC39A3	-0.923125
DISP2	1.1625
PI4KAP2	-1.985
MKRN3	-2.293
ADAMTS13	-0.7225
CBLN3	-0.209777777777778
TTYH1	-1.00266666666667
C3orf18	0.8905
FLJ13236	-0.66225
ZMYND12	2.38575
C18orf25	-0.19625
GLB1L3	-2.737
ATP13A5	0.55
RANBP10	-0.58425
CD96	1.3121
DENND1C	1.829
RBMS3	0.8459
SLC41A3	0.209166666666667
DGCR6L	0.708
TMEM128	1.15483333333333
CSNK1G3	-0.2675
MOBKL2C	1.185625
TSPAN6	-0.51175
MATN2	1.382
MSL2L1	0.086
ST6GALNAC2	-1.62433333333333
FGFBP2	0.641875
FGL1	-5.52216666666667
MPP3	0.048
ARHGEF6	1.2575
TGFBR2	0.73375
ACMSD	-1.366
IL33	4.95825
C9orf5	-0.145333333333333
DEAF1	-0.5082
AMN	-0.322
DEFA6	0.0447142857142857
RNF212	-1.56166666666667
METT5D1	-0.359166666666667
CIB1	1.2723
TSSK1B	-1.0415
KIAA1727	1.087
ZNF680	0.729333333333333
LOC399900	-0.382
LOC152217	0.0453333333333334
CTNNAL1	-1.868
CIT	-2.4015
TLE6	-0.083
ZNF607	-0.04075
HERC4	-1.00133333333333
DRAP1	-0.2853
PEMT	-1.52525
C10orf111	-0.592
ZNF575	0.805
KCTD7	-1.45266666666667
MYO1F	1.64475
LOC285382	-0.285
RAB11A	1.6093
PLCD3	-0.410333333333333
C15orf28	0.4965
PTBP2	0.254875
CTB-1048E9.5	-0.172875
C19orf60	0.8965
C7orf25	0.133333333333333
SETD7	0.805
HOXB9	-3.4145
VANGL1	-0.8038
CHAF1B	-1.11725
NDUFA3	0.15225
KIAA1328	0.0775
SHARPIN	0.891
TTC23	0.211625
UGP2	0.687916666666667
ANKIB1	0.1226
CIRBP	0.368571428571429
SEC14L4	-3.11966666666667
OVCH1	-0.242
VPS52	-0.26825
FAT	-1.153125
M6PRBP1	-1.1425
GPRIN3	1.0915
PPM1F	-0.761333333333333
TSR1	-1.1085
CCDC85A	0.608
PCSK5	1.54825
ZFHX3	-0.5285
HEMK1	0.00755555555555556
PGBD2	0.352
RSRC2	0.183833333333333
AURKC	-1.288
SCRIB	-0.000750000000000001
ORM2	-4.17866666666667
FAM115A	-0.325
FZD6	-0.761375
UNC119	0.33
GPX3	-1.0247
NOV	0.554875
CABC1	-0.579625
CDC42SE2	1.1995
EIF2S2	-0.00939999999999999
RNF130	1.449875
CKAP5	-1.41916666666667
RP11-413M3.2	0.963125
C10orf18	0.6207
TMEM93	-0.97725
DYX1C1	2.69175
KCNMB2	-1.1755
ANK3	1.18908333333333
KRT5	0.2407
CDH12	-1.034625
QRSL1	-0.297285714285714
JUB	-2.42225
SHC4	-0.97725
CCL15	2.6065
CCDC22	-0.10975
SNX24	-0.62025
RARS	-0.605
MORC2	0.354375
FAM48A	-0.31075
MT1H	0.2685
PPP1R14C	-2.34466666666667
FOXD1	-2.9885
C1orf213	-2.11425
AMT	-0.6519
DSN1	-1.652
PTPLAD2	3.51275
DIS3L	-0.55225
RASL11A	2.2995
GPRC5B	-0.228
FRMD7	1.355
STRN4	-0.39925
KITLG	5.38881818181818
HDGF	-0.66175
OR1S1	0.8515
SETX	0.1654
DDR2	-0.46025
KCTD12	2.50075
LYZL2	2.02925
WDR52	-1.557
TMEM2	-0.71275
ZNF579	0.599166666666667
LOC200810	-0.045
TNFSF9	-1.67525
PPFIA4	-4.7455
CNIH3	-0.452333333333333
MAP4K4	-1.56821428571429
ROD1	-0.118428571428571
ALS2CR12	-0.250666666666667
DOCK3	-1.24766666666667
PAQR9	-6.8045
ASB17	0.2828
STX16	-1.5665
FEZ2	0.6606
DLAT	-0.467
KIF21B	-0.994666666666667
CDC5L	-0.442
TMEM119	1.4655
CRIP3	-1.47775
TPSD1	0.586166666666667
TEPP	-0.16025
GNGT2	1.90225
C21orf121	-1.13825
WNK1	-0.832166666666667
FLJ10490	0.5742
OR51B5	-2.6625
LOC203547	-0.706125
HAS1	0.208
PPA1	0.949
ST7	-0.69975
C11orf46	0.9317
POPDC3	-4.16066666666667
ACOX2	2.28766666666667
ATCAY	-0.451583333333333
TM4SF19	-3.13775
MFSD9	-0.643833333333333
PDHB	0.43325
ERN1	-0.407
LCE3C	0.5065
GPR111	1.0365
NOTCH3	1.3905
ADAMTS5	1.9865
B3GALT1	-0.584
UGCGL1	-0.853
FAM58A	-0.0261666666666667
FBXO32	2.893
CLPP	-0.89825
NXPH1	-0.614666666666667
MTMR3	0.9315
ATP1B3	-1.03075
TMEM16A	3.962125
HIST1H3F	-0.345666666666667
TRIM25	-0.021
SDCBP2	0.2485
CRKL	-0.915625
HOXB2	1.69166666666667
ANP32B	-0.4275
GATM	3.63
AP4E1	-0.057
EDG5	0.411875
CDKN3	-1.85883333333333
CDH4	-2.69325
PGD	-0.242166666666667
RND1	0.9215
GAD1	-2.5998
MPG	-0.026375
LOC440350	-0.8215
ZNF133	-0.2715
SERPINB12	1.7115
AMELY	0.703666666666667
DHX36	-0.716
TNFAIP8L2	3.83033333333333
PHTF2	-0.736277777777778
CCDC112	0.0866666666666667
IQCC	-1.95025
HEYL	3.11166666666667
FTSJ2	-0.504666666666667
APPL1	0.727
RAB43	0.294357142857143
OR10G2	-0.2115
WAC	0.465666666666667
ADCY9	-0.444
RUNDC2B	0.551833333333333
PYCRL	1.4622
AGPAT7	-0.479166666666667
SLC22A9	-1.242
CDKAL1	-0.562
PDYN	0.91725
C20orf74	-0.71775
MTMR11	0.378
VAV3	3.83775
DAPL1	0.9545
STXBP3	0.59175
EIF3G	-0.3665
ARHGAP22	-0.5135
NPFFR1	0.9085
NPC1	-0.789
ALDH9A1	1.07566666666667
ZNF600	0.56475
ZNF678	0.392333333333333
RASSF1	-0.0721666666666667
ADD2	-2.59666666666667
PITPNB	0.8145
PKD2L2	0.9395
LRP11	0.26825
CDKL1	0.2925
SMEK2	0.067
PRODH2	-3.8685
C11orf54	0.355666666666667
SFRS11	-0.122
IL7	3.01833333333333
ALS2CR16	-0.263
BTG3	-0.704666666666667
PAK2	-0.117944444444444
RP11-679B17.1	-0.749
GATA4	-0.3935
ATP2B1	-0.63075
LOC130940	1.123
C1orf172	2.21533333333333
ATF7IP2	-0.91875
SLC25A43	-0.407166666666667
CENTG3	-0.356166666666667
IGF2BP1	-4.1381
FCHSD1	0.555
CAMK2N2	1.01166666666667
ELAVL3	-0.0441428571428571
NBPF15	-0.818833333333333
UBE2J2	-0.00483333333333334
GNL2	-0.8805
PRR3	-0.499111111111111
NLF2	1.23775
OR4F6	-0.3205
KLHL24	0.330666666666667
CCDC88A	-1.5123
SGPP1	-0.485166666666667
C10orf11	0.341166666666667
SLC35B4	-1.43033333333333
UGT3A2	-0.998
ARNT2	1.1258
CBR1	0.211375
ITPR3	-1.2015
TRAPPC6B	-0.339
AMZ1	0.2065
ARP11	1.87425
WDSUB1	0.1365
APBA1	0.5065
RAB2A	1.7128
C6orf162	0.403875
HPSE2	0.591666666666667
PLCE1	-0.67875
INSL3	0.76275
DLG1	-0.3935
PTPLA	-2.78325
PIGX	-0.15875
TFIP11	0.0368333333333333
FIBIN	4.122
POLR2G	0.0085
GRAP2	0.3248
DNAJB8	-0.028
CNBP	1.16066666666667
WASF1	-1.4115
INPP5E	-1.2997
HSPB1	-1.0711875
TMEM167	0.064
CUBN	0.41
IGF1	5.0724375
ITPK1	-0.0353
NAALAD2	-1.49471428571429
G3BP1	0.2085
NT5DC1	0.296125
CYP39A1	1.276
TMEM139	1.00790909090909
POLK	-0.1581
GLULD1	-3.07875
RBM15	-1.13616666666667
AMZ2	-0.11125
GDF15	-2.78216666666667
MESDC2	0.507
INCA	2.9755
ACY1L2	-1.657
GZMM	1.44266666666667
PAIP1	0.0865
CACNA2D1	-0.607
STK32C	-0.473666666666667
SH3BP4	1.75183333333333
DEC1	0.3105
PADI1	-0.1645
UBB	0.4438
PON3	1.78383333333333
PROP1	1.1865
ANKRD13B	-0.6715
ADCK1	-1.376
TCF25	-0.24275
SLC38A5	-2.58475
CXorf26	0.494
C19orf39	0.74575
PPP1R13B	-0.48225
ARL2	-1.0635
TCL6	0.247
TOP3A	-1.4065
SLC16A14	1.070875
FXYD6	2.15233333333333
HIST1H4E	-1.7725
BBC3	0.0906842105263158
UNC5A	0.4525
FAM86C	-0.1137
PI4KB	-0.086625
B3GAT1	-2.3005
SUSD2	2.174
OAZ2	0.57
NOC4L	-0.57225
C10orf12	-0.6155
FADS1	-2.06383333333333
LOC144097	-0.461
DKK2	2.0395
KIAA1949	0.249
RHOT1	-0.0657
OXT	0.356333333333333
GPR153	1.00475
ARL4A	-0.0511666666666667
SAAL1	-0.96925
CCDC64	-0.3455
USE1	-0.1275
HNMT	0.799
PCGF3	-0.140625
CYP2C19	-0.564
C20orf4	-0.7715
CCDC11	1.46625
