Hybridization REF	TCGA-BH-A1ET-01A-11R-A137-07
MUSK	-0.111833333333333
ZNF434	0.7875
SMARCD1	-0.218333333333333
ZFP106	0.0425
ZNF347	0.0197
GTF2E1	0.5145
RY1	-0.263
ATAD2B	0.254625
ARHGAP17	-0.5052
KCNIP3	-1.315
SFPQ	0.359125
GFRA4	0.1075
AKR1B10	-4.13525
TIGD6	0.948
RGS16	2.285375
URB1	-0.560333333333333
OR4C46	-0.294833333333333
TOP3B	-1.36525
NFATC4	0.544
CA14	-3.64475
BMPR1A	0.329666666666667
SNRP70	-0.563875
PRL	-0.304666666666667
C6orf130	0.423
STAG2	0.026
CD55	-1.38421428571429
RPS23	0.983833333333333
SSX2	-1.89383333333333
FDPSL2A	-0.438
FBXO27	0.7165
SYNGR3	-1.9835
TMSL3	2.57825
EML1	-0.487
NUP93	-0.46525
SMAD3	-0.8662
KIAA1189	0.682
HNRPUL2	0.471333333333333
TBC1D12	0.426
C16orf24	1.45275
MRVI1	2.3435
ZNF581	-0.464833333333333
ELOVL3	-0.1145
OR51Q1	0.241
CACNB3	0.756333333333333
GALNT13	-2.1945
C10orf84	1.149375
NEDD4	-0.0566
SPO11	1.85
OR5AU1	0.3915
NEK4	0.650285714285714
PRKAR2A	-0.156333333333333
IHPK1	-0.869833333333333
ATP6V0B	0.159125
CACNA1E	1.032
CEACAM8	1.51566666666667
PEX14	0.313
FLJ12993	2.92
ZBTB38	-0.0765833333333333
PCTK2	0.738333333333333
LRRC16	0.2997
FBLIM1	0.945416666666667
FYCO1	1.006
RP5-1022P6.2	0.423583333333333
CMTM1	0.121166666666667
PLTP	-0.687333333333333
RAPH1	0.948125
DOCK8	1.150125
EZH2	-2.33233333333333
SLC25A1	-1.54133333333333
PLEKHB1	0.4901
GRB7	0.5411
ZFP37	-0.05325
MRPL33	0.23325
PELO	-0.737
ARMC1	-0.356363636363636
C9orf27	0.1915
FLJ25778	0.123
C9orf37	-0.705666666666667
TMEM66	1.3075
SPRN	-0.31175
HBEGF	0.652125
PI4KA	-1.304
LEPRE1	-0.536
POU2AF1	-3.0165
MRPL12	-0.898
REP15	0.1885
ZC3H3	0.3345
RASAL1	0.5185
DDAH1	1.67
ACBD5	0.68225
TMC2	0.2495
CCDC137	-0.39975
SAMD13	2.01533333333333
UGT2B15	-0.0221666666666667
TIPARP	1.3715
DNASE1L3	1.51225
TRIM72	0.3645
DBX2	2.33825
IPO8	-0.43675
C21orf88	-1.4163
MAP3K14	0.6705
LOC51233	0.0203333333333333
GGTLA4	-2.54
PDE6D	0.08925
ZNF117	1.003
CLK2	-0.657875
NKRF	-1.0775
TNFSF15	-0.9649
DUSP2	-0.579
SECISBP2	0.3418
GABRR2	-0.9055
PPAP2C	2.32275
LOC51145	-0.137833333333333
PAG1	-0.318375
PIK3C3	0.0475
GNG10	0.6015
APOL4	0.374833333333333
ANKRD28	-1.488
STMN3	-1.1512
RAB14	1.0123
CDK2AP2	0.3825
HDDC3	0.358
COMMD7	0.28425
CXXC1	0.03775
HMCN1	0.473333333333333
CD40	0.284
DYNC1LI2	-0.0025
GDI1	-0.27775
LOC646938	-0.295
VSNL1	-1.75883333333333
PIH1D1	-0.186833333333333
RAET1G	0.475
KRTAP5-9	0.1475
EFTUD2	-0.72125
ZNF311	1.15933333333333
ATP6V1G3	0.5755
OR2W3	2.08275
SCN4A	0.83775
MED10	-1.112125
FAM135A	-0.677
ARHGAP4	-1.8255
EHMT2	-0.630625
UFD1L	-1.06675
ERMP1	0.2185
MAG1	-1.09266666666667
THAP8	0.116666666666667
HACE1	-0.672166666666667
FAM82C	0.559
C3orf20	-0.257
UNC84A	-0.783833333333333
SCD5	-0.616285714285714
LASS6	2.347375
LSG1	0.279583333333333
MAL	-5.45875
GPR22	-0.123
WDR5B	1.99775
ACTRT1	0.263
C17orf60	0.442833333333333
GRIN2C	0.0312
ARMC8	-0.345083333333333
SLC47A1	-3.44933333333333
DMPK	0.09975
DHRS13	0.079
SMC1A	0.431666666666667
KRTAP17-1	1.31275
SMYD5	-0.54675
TUSC2	0.83775
CRHR2	0.0375
KIR3DL2	0.2975
CCDC104	0.93975
ATP2C1	0.734875
CROT	0.89525
PABPC3	-1.0025
EGR1	1.34766666666667
THSD1	1.077
KHK	-2.0435
SLC12A2	1.92675
CD58	-0.64125
STOX2	-0.917333333333333
CCDC76	-0.1945
CCDC48	4.94875
DNAH1	0.409333333333333
ZIC4	-0.36575
OR1G1	0.2265
PSMC6	-0.247833333333333
PROKR1	0.492
ABCB1	-0.047375
TRAT1	-0.524
LLGL1	0.0695
MTF1	0.764
USP54	0.58325
PAGE2B	-2.525
ITGB7	-4.112
CCDC81	0.0935
LOC149837	0.43075
SCUBE1	-0.48
ZSCAN10	0.442
HUWE1	0.405785714285714
CDH17	0.648
CD180	0.119
IL17A	-0.0955
TMPO	-1.809
KIAA1524	-1.8595
HDGFRP3	-0.310833333333333
OXCT1	-2.61836363636364
RRAS2	-2.47716666666667
LTBP2	2.9165
SV2B	1.39533333333333
CYP2A6	1.199125
PKD1L2	-0.9865
PPM1M	1.2335
FLJ22662	1.13166666666667
ZNF502	1.45675
GP6	-0.79825
CRYBA2	-0.394
LEF1	0.0276
CTPS	-3.14314285714286
EYA1	-2.023
EPS8L1	1.796
MAPK14	-0.62
SERPINB2	-5.6465
GTF2F2	-0.253333333333333
ZNHIT4	0.41
PLA1A	0.072625
C20orf114	4.514
HPR	-4.267
C18orf2	-4.38333333333333
SATB2	-2.623
KCNJ9	0.30175
MGC157906	0.493
MOCS3	-0.16575
C17orf71	-0.677333333333333
PPHLN1	-0.1105
HIST1H2BN	-0.839625
RAPGEF1	0.06625
MAP3K8	0.017
DLG4	-0.2335
STC1	1.29741666666667
CDGAP	1.706
DDX26B	-1.39875
LOC150223	-2.4925
CPSF3	-0.8025
TMEM14A	0.564
MYH3	-1.21975
GPKOW	-0.01
SULT1A1	0.641833333333333
SPON1	3.5388
YY1AP1	-0.0653333333333333
RAB23	0.226
PLA2G4A	-3.7265
MAPRE3	-0.12175
ZNF516	0.749714285714286
GGPS1	1.012
EXOC3L2	-0.555125
C19orf42	1.3013
MAP2K2	-0.431166666666667
HIST1H2BB	0.1175
RNF19B	1.145
C6orf128	0.106
TLR8	2.6875
PCDHA9	1.5635
CARS2	0.56425
CLUL1	3.649
RHAG	-4.65316666666667
UNK	-0.335
EXOC8	0.4612
C9orf95	1.34875
C14orf143	0.630666666666667
MAML3	0.486125
LDHA	-1.67025
MRPL20	1.147
KLHDC6	-0.4505
ATP5S	0.623333333333333
C8orf55	0.01375
PHF19	-2.747
KRTAP13-4	0.5505
TTC5	-0.35975
XKR5	-1.03275
SILV	-4.77616666666667
TEX28	-0.5125
TCTN1	1.52
CX40.1	0.03675
PPP2R5C	0.162125
C12orf30	-1.54966666666667
CAPG	2.19875
MPZL1	0.65995
ARSB	-1.68816666666667
TDH	-2.4045
WASF4	0.284
TSSK3	-1.34683333333333
7A5	2.3835
CRISPLD1	1.168375
MAD1L1	-0.971833333333333
SPIN4	-0.896333333333333
AMPD1	1.36975
DPYSL5	0.645
INPP1	0.177666666666667
ANKRD11	-1.38177777777778
NPAS4	0.00462500000000001
GCET2	-0.2035
RNASE9	0.36
GUCY2D	0.0331666666666666
CCDC98	-0.22275
FGF4	-0.5415
CPM	1.26116666666667
SLC26A4	-0.493
PLD5	0.539
FAM59A	0.6308
FBXO5	-2.23555555555556
SIPA1L1	-0.317875
DPYS	0.16725
ATG4D	-0.22475
TGM3	1.212
MTCH1	-0.289
HK1	0.69
CDC26	0.436
GALNT12	-3.28566666666667
LOC339229	-0.25475
MRPL35	-0.12925
ORC4L	0.5245
TNKS	-0.233214285714286
C2orf24	0.562666666666667
ZNF553	1.15
GGTLA1	2.6095
ZNF497	0.4895
CDY1B	-0.6015
SLC30A4	1.018
TUB	-1.097625
ARHGEF18	-0.06625
ARRB1	0.702
KCNK1	-2.827125
EREG	-3.6004
SCAMP5	-0.919
RUNDC3B	2.388
ADAMTS20	-1.419
IL17RB	-0.060875
FLJ20323	-0.20475
MCAM	-0.249875
POLR3E	-1.38908333333333
AQR	0.639
IPMK	-0.154
CDCA7	-5.01475
CAMP	1.9845
GRHL3	1.08075
ADAMTSL2	1.4345
CLMN	2.59066666666667
SSTR3	0.5385
MAGEA5	-2.48783333333333
OVOL2	3.872
JMJD1B	-0.000750000000000004
RBL2	1.2746
PYGO2	0.726
PPP1R10	0.481
CSE1L	-1.21033333333333
LCA5	1.40425
RDH16	1.04125
ASRGL1	-1.80475
TOM1	0.1955
PTX3	-5.5165
TTC15	0.763
SCGB3A1	1.44366666666667
MRPL50	-0.161
RCAN3	0.835
SLC26A11	0.775
STYX	-0.0226666666666667
CINP	0.3425
MARCH7	0.14275
PFKM	-1.792
SGMS1	1.19483333333333
RIOK3	0.0925
C1orf110	-0.0655
CES7	-0.29675
LOC440248	-1.42025
PPP1R12C	-0.54975
C10orf27	0.5245
ATG9A	-0.60525
MRPS26	0.487875
TMEM40	-1.10775
ELP3	-0.4862
ZNF787	0.0415
HIAT1	0.184625
C8orf34	3.65183333333333
MGC4655	1.0339
PELI1	0.441166666666667
PPT1	0.6474
SLC35C2	-0.0791666666666667
C6orf125	-0.3065
MUC4	-1.31833333333333
RFC4	-2.31285714285714
GNB2	0.541833333333333
NUP50	-1.01257142857143
SULT4A1	-1.93883333333333
C7	3.317375
CCDC130	-0.102833333333333
ARRDC4	0.896
RQCD1	-0.55525
GLYCTK	-1.051
AYTL2	-1.26681818181818
MTUS1	1.8044
LEMD3	0.324333333333333
PLEKHF2	2.292
HOXA7	-0.108125
GTF3C2	-1.183
DYNLRB2	3.67675
CNOT10	-0.5495
MR1	0.876166666666667
FFAR1	-0.31075
PRIC285	0.143
SLITRK6	-0.49875
LIX1	-2.9936
UBE1L2	-0.461583333333333
F8	1.42075
ACHE	-0.860166666666667
KPNA5	-0.24475
TNFRSF12A	-0.947
EGR3	1.655
SERPIND1	-4.14666666666667
OASL	0.55525
IFRD1	-2.016125
WDFY1	-0.342666666666667
ZNF267	0.35875
ACCN5	0.351
ZBTB6	0.96725
PPP1R3A	0.218
PRRT3	1.44625
FBXL19	-0.396
TXNIP	1.06114285714286
ACTN2	-2.43225
ATG9B	-0.507125
C9orf117	2.113375
IL27	0.5435
RPL36AL	0.272
KLK15	-0.2715
CHAD	3.248
RAP2B	-0.4835
HEBP2	1.56675
ZNF342	1.1425
CAMK2G	-0.513
TLR3	2.74375
FGF14	0.2515
HMGB2	-2.019
TRPM5	-0.295833333333333
OR5M11	0.372
KIF3B	0.556526315789474
PRICKLE2	1.15025
MTMR9	0.047625
C3orf27	0.22275
GLRA3	-2.00283333333333
NSDHL	-0.433
TMEM32	-0.5715
POLR2D	-1.03816666666667
MYADML	0.18
C9orf114	-0.39
MRGPRX1	1.0825
TOPORS	0.7145
CLDN19	-0.38725
C1QL4	0.0015
RNF165	-0.912
DHRS9	0.71925
DNAH2	-0.9625
FXR1	-0.623833333333333
ZMYM3	-0.787
CASP3	0.849166666666667
FAM120C	-0.74275
SCLY	-0.827
CA7	0.3005
ENTPD5	2.01483333333333
ZNF461	0.306
PDIA5	1.055
C1orf19	0.0788333333333333
TMEM67	0.23075
KCTD20	-0.808
WDR47	0.864
FLJ38723	0.8825
KLRF1	1.833
TAS2R16	0.046
CLDN12	0.42075
PRKCE	-0.21525
UBXD4	-0.7795
ITGAM	2.15133333333333
GLT8D3	0.298875
WDR31	1.9018
RGS2	0.38575
OR51L1	0.2515
MST1R	1.487
KIAA1737	2.16675
OR4A5	0.7145
GLIS1	-1.03716666666667
PTMA	-0.0890714285714286
NAPA	2.10025
PRDM11	0.1575
LIPF	-0.419
DIRAS3	0.6025
ASGR2	-4.456375
C1QTNF4	0.60875
PIK3R4	0.3655
ARMC3	4.6175
NDUFV3	-0.228083333333333
BTBD3	-0.8405
PPP1R2	0.0496666666666667
UBE2NL	-0.3775
FOSL2	1.24
FAM119A	-1.142
TUBA4A	-1.0043
KRTAP12-1	0.446
SFRS2	-0.82325
RHPN1	-0.1642
EEF2	-0.491833333333333
ZDHHC11	0.512333333333333
EPHA3	-1.9384
RBM12	-0.2875
H2AFJ	1.08675
EDIL3	2.791
KIF26A	-1.217
SERGEF	-1.5715
B3GALT4	2.72825
LOC90925	0.851333333333333
OSCAR	0.374125
NPFF	-0.44625
DEDD	0.202875
TMEM155	-0.799125
PTPN1	0.03775
SCYL2	0.537833333333333
SKAP1	3.307
LEAP2	-2.03283333333333
GADD45G	2.622
IFITM3	0.694375
PILRB	-0.8795
SLU7	-0.19625
DSC3	0.636
DNMT3L	-1.96475
PAPD5	-0.32425
B3GNT3	-2.16683333333333
LHCGR	0.438
MSL-1	-0.4585
UBE2S	-2.702
SAP130	-0.475
ANAPC11	0.7715
MAGED4B	-2.6095
ATP6V1B2	0.4185
C14orf179	1.201125
CAPZA1	0.2735
CDYL2	1.02283333333333
GLRX3	-0.971333333333333
LOC136288	-0.52025
MOBKL1A	0.734
HTR2B	4.54725
CRYGD	-0.736833333333333
NUS1	-1.2695
PGRMC1	-0.2955
MYOM2	1.45625
FLJ39653	-1.46066666666667
CHM	0.3478
OR5M8	0.281
ZNF619	0.831
FAM105A	1.274
CCNL1	-0.537125
NAP1L3	-0.000499999999999997
C10orf57	2.78466666666667
B3GALNT1	0.9045
CSN1S2A	0.115
TCP10L	1.11875
GDAP2	0.77825
DMKN	-0.852833333333333
COX6B1	0.178
DNASE2	0.757
MSH5	-2.32225
LGMN	-0.584
USP31	-0.7427
OR13C8	0.6465
SDCBP	-0.0557
NUDT11	-2.443
PYGL	0.837333333333333
SNPH	1.04933333333333
B3GNT4	-0.938
MIZF	-0.4615
NUBPL	0.662875
NOD1	-0.161333333333333
CDH22	1.609625
NUBP1	1.22133333333333
DSCAM	-3.67925
DGKI	0.8445
FAM136A	-1.063
AKAP1	0.486833333333333
SLC16A6	-0.12275
RIN3	0.3705
PSG2	0.1625
DIP2B	-0.391833333333333
PSORS1C1	0.7349
KIAA0495	-0.2125
FLJ90709	-0.345
LPA	-0.344666666666667
PIGA	-0.737
LY75	1.91783333333333
UTS2	-6.375
RREB1	0.537625
GALNACT-2	0.3641
MGC3196	-0.461
FLJ31568	-0.52975
LPHN1	-0.737
SP1	1.156
TOX4	0.481
HSPA9	0.0994
APOBEC1	-0.3875
SLC35E4	-1.31625
LSM5	-0.6625
SURF1	0.51775
ZBTB1	0.8385
GTF2F1	-0.08125
RPS15A	0.0108571428571428
DUSP21	-0.720333333333333
GINS4	-3.642
MYO15A	0.9535
GIMAP7	3.88825
MGC13379	0.99125
ATP6V1E2	-1.27333333333333
UTP3	0.252
HNRPA3	-0.6276875
MT4	-0.9815
C14orf155	0.03575
U1SNRNPBP	0.50425
CKLF	-0.884166666666667
PLEKHN1	0.169833333333333
MBNL1	-0.0841666666666667
NUP160	-1.12175
ACSM2A	-1.79225
LOC129881	1.93575
KIAA1529	-0.75075
FLJ22639	-1.00175
HAND1	-1.321
GSX1	0.2695
FGA	-4.833125
SERPINB1	0.28825
ZNF642	0.93275
IGFBP1	-8.64025
SLC1A1	-1.62775
DHX57	-0.502125
ZNF766	0.4885
PTPN21	0.4201
GDPD3	-0.670833333333333
PNPLA5	0.3915
TBR1	-0.609333333333333
FAM116A	-0.1385
IQGAP1	0.299375
FOS	1.951375
ZNF226	0.7945
FIGNL1	-1.352
C14orf1	0.407333333333333
ZMYND17	0.32
PUS7	-1.2455
TUBB6	-1.185375
KCNQ2	-1.82075
MARCH6	0.0170833333333333
CCDC33	-0.116
PRODH	1.583
RBM11	2.04775
EPHA6	-0.247571428571429
SLC43A1	1.243
LOC196541	0.48775
NTN1	-0.142333333333333
ING4	0.5445
PCDHB10	1.11325
DPH2	-0.731666666666667
SPACA4	0.1225
FBXL21	-3.272
DIAPH1	-1.05433333333333
ZNF71	0.561166666666667
CEP76	-0.055
CORO1A	-0.62475
RRM2	-3.861
EDG4	1.12075
OS9	0.582833333333333
SLC4A1AP	-0.2615
COG5	0.217
COPS8	-0.36925
NGLY1	-0.07
NCBP2	-0.187125
C17orf42	0.166166666666667
GPSM3	0.754125
SIL1	0.803666666666667
ASB6	-0.5855
SMAD5OS	0.8065
UNC93A	-3.4175
A1BG	1.02616666666667
C21orf62	0.19375
FMO5	0.67525
ATRIP	0.396833333333333
CEBPG	-0.185666666666667
C7orf38	0.4345
TNFRSF1B	0.859833333333333
CLEC1A	2.02166666666667
IQSEC1	0.17425
PATZ1	0.6139
RBM22	0.726
BAG2	-2.302
PAQR5	-2.1105
C9orf127	1.0218
THNSL1	0.12775
SHROOM3	3.0242
JAM2	1.5915
SNRPN	-2.05675
ALX4	1.0025
CACNA1S	-0.136
FAM130A1	0.60125
CORIN	3.29
CD300LB	0.872
PLEKHG6	1.0215
LRRC40	-0.593
PCLKC	-1.371
PCDHB16	0.533
WNT2B	0.065
ASNS	-3.10355555555556
MRPL49	0.53025
FLJ46111	-0.6485
ISG20	0.89325
SMU1	-0.52
CASZ1	1.2735
POLR1D	0.0848333333333333
GIN1	0.55075
SNAG1	0.5485
ANKRD29	-1.63025
CDKN2AIP	0.6305
KRR1	0.138
CXCL1	-3.338
EPM2A	0.1661
PC	0.0495
DEFB127	-0.1195
PDZRN4	1.168
FAH	1.26625
OR51E1	2.742
CDC2L6	-0.245333333333333
DNTTIP1	-0.03175
PAX8	-0.5745
TMEM116	1.002
C1orf150	-0.3745
PRO2012	-0.0955
MRPL40	-0.6955
BEX1	-4.3049
SLC2A4	-1.22133333333333
PKMYT1	-2.277
FEZF2	-0.257833333333333
SLC26A9	-2.7585
MAP2	-0.138583333333333
LYL1	-1.13575
SLC25A19	-1.04466666666667
NOS3	0.0965
ZNF34	1.06666666666667
TMPRSS11F	-0.594
FAM43A	-0.331
FCRL4	0.176333333333333
KLF14	-0.0815
FLRT2	-0.32
WRN	-1.0665
SDF2	1.1023
KRT8P12	-0.37375
C6orf195	0.483
C9orf125	-1.4285
DZIP3	-0.02
RIT1	-0.0826666666666667
SCML1	-0.9755
RHBDF2	-0.528125
OR2G3	0.2525
REXO1L1	-0.218
MAP3K7IP3	-0.21025
C3orf57	-2.816
FBXW11	-0.4375
ETAA1	-0.23525
C14orf131	0.1156
AKT1S1	0.236
SLC12A5	-0.783
C9orf164	1.43725
NRIP3	-0.89725
NOS1AP	-1.2515
TMEM121	1.9425
SAP30BP	-0.0672
DGCR6	0.407
WDR76	-1.9425
FAM82B	0.100416666666667
LOC606495	-0.42
MAP9	2.32008333333333
BCDIN3D	1.5665
CXorf36	4.419
DSCR3	-0.1375
ZFAND3	0.433125
C7orf43	0.380833333333333
SPSB3	0.9525
C19orf19	0.139
FAM133A	-2.366875
C12orf25	0.36125
SLC39A3	-0.285125
DISP2	-0.216
PI4KAP2	-2.7325
MKRN3	-1.25916666666667
ADAMTS13	-0.76275
CBLN3	0.9163
TTYH1	-1.29133333333333
C3orf18	1.72075
FLJ13236	0.82525
ZMYND12	4.4525
C18orf25	0.069125
GLB1L3	-0.5795
ATP13A5	2.169
RANBP10	-0.61625
CD96	-1.1004
DENND1C	-0.494
RBMS3	0.6387
SLC41A3	0.0443333333333333
DGCR6L	0.42675
TMEM128	1.02583333333333
CSNK1G3	-0.0362142857142857
MOBKL2C	1.104125
TSPAN6	-1.87425
MATN2	-1.2214
MSL2L1	0.841333333333333
ST6GALNAC2	1.30733333333333
FGFBP2	-0.307875
FGL1	-6.61433333333333
MPP3	0.220833333333333
ARHGEF6	0.172833333333333
TGFBR2	0.33725
ACMSD	1.0015
IL33	3.98525
C9orf5	0.0688333333333334
DEAF1	0.2634
AMN	-0.72
DEFA6	0.473875
RNF212	0.1775
METT5D1	0.540666666666667
CIB1	1.4257
TSSK1B	0.3495
KIAA1727	2.30275
ZNF680	1.42591666666667
LOC399900	-1.0855
LOC152217	-0.415416666666667
CTNNAL1	-2.605
CIT	-3.0675
TLE6	0.91275
ZNF607	-1.01175
HERC4	-0.9365
DRAP1	-0.2297
PEMT	-0.34275
C10orf111	0.1365
ZNF575	0.82125
KCTD7	-0.31575
MYO1F	0.8825
LOC285382	-0.173
RAB11A	1.5536
PLCD3	-0.721
C15orf28	0.20675
PTBP2	-0.958875
CTB-1048E9.5	-0.855125
C19orf60	-0.0745
C7orf25	0.0278333333333333
SETD7	1.319375
HOXB9	-4.428
VANGL1	-0.2595
CHAF1B	-1.90775
NDUFA3	0.16925
KIAA1328	0.2075
SHARPIN	0.126875
TTC23	-1.403875
UGP2	0.22925
ANKIB1	0.1651
CIRBP	1.525
SEC14L4	-3.84183333333333
OVCH1	0.342833333333333
VPS52	0.25975
FAT	-2.007
M6PRBP1	-0.12175
GPRIN3	1.159
PPM1F	-1.17366666666667
TSR1	-0.65125
CCDC85A	2.99475
PCSK5	2.14
ZFHX3	-0.0305
HEMK1	0.3386
PGBD2	0.734
RSRC2	0.221333333333333
AURKC	-1.39383333333333
SCRIB	-0.502125
ORM2	-4.696
FAM115A	0.1505
FZD6	-2.157375
UNC119	0.393833333333333
GPX3	-0.7014
NOV	-0.118
CABC1	-1.395875
CDC42SE2	-0.4464375
EIF2S2	-0.9883
RNF130	0.91075
CKAP5	-0.989166666666667
RP11-413M3.2	0.237125
C10orf18	0.2413
TMEM93	-0.26575
DYX1C1	2.0905
KCNMB2	-2.389125
ANK3	2.35833333333333
KRT5	-0.6083
CDH12	-2.114375
QRSL1	-0.249875
JUB	-1.65775
SHC4	-2.39675
CCL15	1.999
CCDC22	0.297
SNX24	-0.629
RARS	-0.15275
MORC2	-0.05975
FAM48A	-0.01525
MT1H	-0.667
PPP1R14C	-3.28533333333333
FOXD1	-2.7195
C1orf213	-1.86725
AMT	-1.7096
DSN1	-1.94075
PTPLAD2	4.088
DIS3L	0.181
RASL11A	1.39925
GPRC5B	0.5225
FRMD7	0.3415
STRN4	-0.1805
KITLG	2.96477272727273
HDGF	-0.8365
OR1S1	0.3715
SETX	0.2243
DDR2	-0.159
KCTD12	2.1635
LYZL2	-1.02425
WDR52	0.848
TMEM2	-0.449125
ZNF579	0.249
LOC200810	1.2635
TNFSF9	-2.164625
PPFIA4	-3.8125
CNIH3	-0.346833333333333
MAP4K4	-1.52335714285714
ROD1	-0.0452142857142857
ALS2CR12	0.0506666666666667
DOCK3	-1.10466666666667
PAQR9	-5.3745
ASB17	0.3345
STX16	-1.668625
FEZ2	0.232
DLAT	-0.554166666666667
KIF21B	-1.36766666666667
CDC5L	-0.2555
TMEM119	2.51316666666667
CRIP3	-1.999
TPSD1	-0.0898333333333333
TEPP	-0.199
GNGT2	1.1825
C21orf121	-0.079
WNK1	-0.278416666666667
FLJ10490	0.7853
OR51B5	-2.483
LOC203547	-0.99725
HAS1	1.329
PPA1	-0.085
ST7	0.04
C11orf46	0.7717
POPDC3	-4.48283333333333
ACOX2	2.37116666666667
ATCAY	-0.980333333333333
TM4SF19	-3.295
MFSD9	-0.398833333333333
PDHB	0.70775
ERN1	-0.09075
LCE3C	-0.316
GPR111	1.2645
NOTCH3	1.12216666666667
ADAMTS5	1.53125
B3GALT1	-1.5005
UGCGL1	0.0151666666666667
FAM58A	0.289333333333333
FBXO32	1.344
CLPP	-0.1725
NXPH1	1.06925
MTMR3	0.394
ATP1B3	-1.80425
TMEM16A	4.27975
HIST1H3F	-0.417
TRIM25	-0.257
SDCBP2	0.9895
CRKL	-1.79525
HOXB2	1.97233333333333
ANP32B	-0.75275
GATM	4.525
AP4E1	0.072875
EDG5	0.080875
CDKN3	-3.44466666666667
CDH4	-2.862
PGD	-0.265666666666667
RND1	1.158
GAD1	0.553
MPG	0.616625
LOC440350	-0.318
ZNF133	-0.271
SERPINB12	-0.2355
AMELY	-0.777666666666667
DHX36	-0.57725
TNFAIP8L2	3.06216666666667
PHTF2	-0.598833333333333
CCDC112	-0.455333333333333
IQCC	-0.38975
HEYL	3.28966666666667
FTSJ2	-0.507166666666667
APPL1	0.8755
RAB43	0.363
OR10G2	0.2835
WAC	0.291833333333333
ADCY9	1.2595
RUNDC2B	0.6745
PYCRL	0.578
AGPAT7	-1.0755
SLC22A9	-1.38766666666667
CDKAL1	-0.748
PDYN	-0.651333333333333
C20orf74	-0.3375
MTMR11	-0.06
VAV3	4.16175
DAPL1	-0.787
STXBP3	0.91375
EIF3G	-0.38275
ARHGAP22	-1.8995
NPFFR1	0.342
NPC1	-0.780833333333333
ALDH9A1	1.5025
ZNF600	0.026875
ZNF678	1.08916666666667
RASSF1	0.524
ADD2	-2.87325
PITPNB	-0.791875
PKD2L2	-0.183375
LRP11	-0.4895
CDKL1	0.087
SMEK2	0.35875
PRODH2	-3.43
C11orf54	0.534166666666667
SFRS11	-0.400166666666667
IL7	-1.18083333333333
ALS2CR16	0.739
BTG3	-2.249
PAK2	-0.301444444444444
RP11-679B17.1	-0.375
GATA4	-1.42083333333333
ATP2B1	-0.67775
LOC130940	0.7925
C1orf172	2.43066666666667
ATF7IP2	-0.42575
SLC25A43	-1.70016666666667
CENTG3	-0.39625
IGF2BP1	-4.3694
FCHSD1	0.504
CAMK2N2	0.603833333333333
ELAVL3	-0.3627
NBPF15	0.311
UBE2J2	0.644
GNL2	-0.9425
PRR3	-0.666
NLF2	0.57675
OR4F6	0.023
KLHL24	0.403833333333333
CCDC88A	-2.1379
SGPP1	-1.46633333333333
C10orf11	1.49916666666667
SLC35B4	-1.72216666666667
UGT3A2	-1.8205
ARNT2	2.485
CBR1	-1.984625
ITPR3	-0.865
TRAPPC6B	0.1463
AMZ1	-0.99
ARP11	0.59775
WDSUB1	0.95475
APBA1	0.309833333333333
RAB2A	1.0553
C6orf162	-0.10275
HPSE2	0.652
PLCE1	-1.223
INSL3	-0.000750000000000015
DLG1	-0.4483
PTPLA	-4.2285
PIGX	0.663625
TFIP11	-0.125
FIBIN	3.3285
POLR2G	0.00125000000000001
GRAP2	-1.6176
DNAJB8	-0.1095
CNBP	0.473
WASF1	-2.56
INPP5E	-1.2612
HSPB1	-0.5030625
TMEM167	0.0388
CUBN	0.26275
IGF1	3.905
ITPK1	0.5817
NAALAD2	-1.697125
G3BP1	-0.9353
NT5DC1	0.624875
CYP39A1	-0.5735
TMEM139	0.159916666666667
POLK	0.407444444444444
GLULD1	-2.297
RBM15	-1.34283333333333
AMZ2	0.76425
GDF15	-2.88883333333333
MESDC2	0.627
INCA	-0.0368333333333333
ACY1L2	-2.6715
GZMM	-0.7165
PAIP1	0.4515
CACNA2D1	0.132
STK32C	0.747666666666667
SH3BP4	1.284
DEC1	0.2305
PADI1	0.297
UBB	0.5653
PON3	-2.57666666666667
PROP1	0.8735
ANKRD13B	-0.0925
ADCK1	-0.01525
TCF25	-0.38625
SLC38A5	-3
CXorf26	0.998166666666667
C19orf39	0.96025
PPP1R13B	1.068
ARL2	-0.8155
TCL6	-0.174083333333333
TOP3A	-0.173
SLC16A14	-0.292625
FXYD6	0.917666666666667
HIST1H4E	-0.6415
BBC3	0.462842105263158
UNC5A	1.3295
FAM86C	0.1405
PI4KB	0.171625
B3GAT1	-3.03025
SUSD2	1.25333333333333
OAZ2	0.0395
NOC4L	-0.3945
C10orf12	-0.31825
FADS1	-3.91616666666667
LOC144097	-0.451
DKK2	1.97716666666667
KIAA1949	-0.142
RHOT1	0.5801
OXT	1.32216666666667
GPR153	0.48225
ARL4A	-1.57883333333333
SAAL1	-1.63975
CCDC64	-0.051
USE1	0.290166666666667
HNMT	1.00383333333333
PCGF3	0.47775
CYP2C19	0.01875
C20orf4	0.024
CCDC11	2.4525
ACSBG2	0.016
RWDD2A	1.55025
PALLD	2.292375
CPLX4	-1.264
LOC492311	1.538
KPNA2	-2.49766666666667
MACROD1	0.1157
TMCO3	-0.0688333333333333
C15orf52	0.0983333333333333
BIRC5	-3.1022
