Hybridization REF	TCGA-E2-A14V-01A-11R-A12D-07
ZFP106	-0.596
ZNF347	0.2926
GTF2E1	0.957
RY1	-0.178666666666667
ATAD2B	0.493875
ARHGAP17	-0.5043
KCNIP3	-1.36425
SFPQ	0.13675
GFRA4	0.560666666666667
AKR1B10	-0.185875
TIGD6	0.173666666666667
RGS16	2.372
URB1	-0.7605
OR4C46	-0.152
TOP3B	-1.3345
NFATC4	0.08
CA14	-4.68325
BMPR1A	0.264166666666667
SNRP70	-0.792375
PRL	-0.222
C6orf130	-0.5495
STAG2	0.0465
CD55	-0.224357142857143
RPS23	0.7975
SSX2	-1.48883333333333
FDPSL2A	0.048
FBXO27	0.044
SYNGR3	-0.664666666666667
TMSL3	2.33325
EML1	-1.9845
NUP93	0.138416666666667
SMAD3	-0.6992
KIAA1189	1.15183333333333
HNRPUL2	1.04166666666667
TBC1D12	0.806833333333333
C16orf24	1.23625
MRVI1	1.631
ZNF581	-0.197166666666667
ELOVL3	1.633
OR51Q1	-0.13575
CACNB3	1.51933333333333
GALNT13	-1.87733333333333
C10orf84	1.4255
NEDD4	0.1654
SPO11	0.677
OR5AU1	0.138
NEK4	0.142142857142857
PRKAR2A	-0.5365
IHPK1	-0.267
ATP6V0B	-0.03275
CACNA1E	1.4445
CEACAM8	1.5054
PEX14	-0.4095
FLJ12993	1.387
ZBTB38	-0.410916666666667
PCTK2	0.6935
LRRC16	1.0834
FBLIM1	0.352583333333333
FYCO1	0.95625
RP5-1022P6.2	0.509166666666667
CMTM1	0.856833333333333
PLTP	0.104833333333333
RAPH1	1.02075
DOCK8	0.26075
EZH2	-0.813866666666667
SLC25A1	0.4575
PLEKHB1	1.1292
GRB7	4.0604
ZFP37	-0.3705
MRPL33	-0.4175
PELO	-0.4465
ARMC1	0.0281818181818182
C9orf27	-0.00214285714285718
FLJ25778	0.2575
C9orf37	-1.53116666666667
TMEM66	0.71675
SPRN	-0.4185
HBEGF	-0.6185
PI4KA	-1.084
LEPRE1	-0.57175
POU2AF1	-3.995375
MRPL12	-0.732666666666667
REP15	-0.5625
ZC3H3	0.508
RASAL1	-0.5335
DDAH1	0.32375
ACBD5	0.11125
TMC2	-0.859
CCDC137	-0.84175
SAMD13	0.711
UGT2B15	-3.5115
TIPARP	-0.68675
DNASE1L3	0.21575
TRIM72	-0.2252
DBX2	0.53575
IPO8	0.36325
C21orf88	-0.9102
MAP3K14	-0.00625
LOC51233	0.420666666666667
GGTLA4	-0.055
PDE6D	0.29025
ZNF117	0.021
CLK2	-0.439625
NKRF	-0.15375
TNFSF15	1.7198
DUSP2	-1.050625
SECISBP2	-0.0971
GABRR2	-0.119
PPAP2C	2.12725
LOC51145	-0.2965
PAG1	-1.249125
PIK3C3	-0.17275
GNG10	0.4835
APOL4	-0.234
ANKRD28	-1.17575
STMN3	-1.3591
RAB14	1.2688
CDK2AP2	1.73275
HDDC3	-0.07425
COMMD7	0.778375
CXXC1	-0.8555
HMCN1	-0.513166666666667
CD40	-0.5015
DYNC1LI2	-0.1116875
GDI1	0.25825
LOC646938	-0.2875
VSNL1	-1.7935
PIH1D1	-0.3615
RAET1G	-0.5545
KRTAP5-9	0.3125
EFTUD2	-0.735
ZNF311	0.565666666666667
ATP6V1G3	0.35
OR2W3	-1.23775
SCN4A	-0.2985
MED10	-0.78325
FAM135A	-0.9562
ARHGAP4	-1.173
EHMT2	-0.799375
UFD1L	-0.25075
ERMP1	2.01875
MAG1	-0.500666666666667
THAP8	0.787333333333333
HACE1	0.015
FAM82C	0.131666666666667
C3orf20	0.2255
UNC84A	0.0435
SCD5	-0.327
LASS6	1.8625
LSG1	0.367083333333333
MAL	-5.20925
GPR22	0.279
WDR5B	1.12475
ACTRT1	0.7645
C17orf60	-1.54616666666667
GRIN2C	-0.1712
ARMC8	0.111333333333333
SLC47A1	-3.41616666666667
DMPK	0.3935
DHRS13	1.41133333333333
SMC1A	-0.237166666666667
KRTAP17-1	2.6555
SMYD5	-0.29775
TUSC2	0.0775
CRHR2	0.4465
KIR3DL2	0.273
CCDC104	0.09625
ATP2C1	0.4525
CROT	0.9655
PABPC3	-0.38
EGR1	1.28216666666667
THSD1	0.015
KHK	-0.77775
SLC12A2	1.6990625
CD58	-1.15675
STOX2	-1.8455
CCDC76	-1.1048
CCDC48	2.16375
DNAH1	-0.224333333333333
ZIC4	-0.769375
OR1G1	0.102
PSMC6	0.237
PROKR1	0.234
ABCB1	-1.54825
TRAT1	-2.148
LLGL1	0.0855
MTF1	0.51575
USP54	0.194
PAGE2B	-1.5985
ITGB7	-3.91425
CCDC81	-0.324
LOC149837	0.643
SCUBE1	-1.197
ZSCAN10	1.1205
HUWE1	0.0678571428571428
CDH17	0.959
CD180	-1.11033333333333
IL17A	-0.051
TMPO	-0.450875
KIAA1524	-0.291833333333333
HDGFRP3	0.169333333333333
OXCT1	-1.45263636363636
RRAS2	-1.31966666666667
LTBP2	2.5380625
SV2B	1.2925
CYP2A6	0.3855
PKD1L2	-0.0788333333333334
PPM1M	-0.25225
FLJ22662	2.923
ZNF502	2.15525
GP6	-0.87825
CRYBA2	-1.41725
LEF1	-2.7787
CTPS	-2.05114285714286
EYA1	-3.143
EPS8L1	0.608
MAPK14	-0.513416666666667
SERPINB2	-5.09025
GTF2F2	0.0318333333333333
ZNHIT4	-0.4355
PLA1A	-0.957
C20orf114	4.70425
HPR	-4.832
C18orf2	-5.25216666666667
SATB2	-2.339
KCNJ9	-0.46975
MGC157906	-0.3785
MOCS3	1.165
C17orf71	1.15866666666667
PPHLN1	-0.0652
HIST1H2BN	-0.11275
RAPGEF1	-0.165875
MAP3K8	1.27
DLG4	0.0473333333333333
STC1	1.27833333333333
CDGAP	0.1145
DDX26B	-1.753
LOC150223	-1.5675
CPSF3	-0.504833333333333
TMEM14A	0.9265
MYH3	-2.38475
GPKOW	0.097
SULT1A1	0.1425
SPON1	2.9752
YY1AP1	0.182833333333333
RAB23	2.33625
PLA2G4A	-5.12325
MAPRE3	-0.91125
ZNF516	0.570071428571429
GGPS1	0.74675
EXOC3L2	-0.139375
C19orf42	0.5219
MAP2K2	-0.00999999999999999
HIST1H2BB	-0.39875
RNF19B	0.714333333333333
C6orf128	-0.605
TLR8	1.6865
PCDHA9	1.4435
CARS2	-0.119375
CLUL1	1.18716666666667
RHAG	-4.491
UNK	-0.7615
EXOC8	0.6862
C9orf95	0.6275
C14orf143	0.548
MAML3	-0.478285714285714
LDHA	-1.22325
MRPL20	-0.283
KLHDC6	0.117333333333333
ATP5S	-0.343666666666667
C8orf55	0.612
PHF19	-2.092
KRTAP13-4	0.551
TTC5	-0.448
XKR5	-1.07125
SILV	-4.75183333333333
TEX28	-0.119
TCTN1	0.592
CX40.1	0.11
PPP2R5C	-0.344875
C12orf30	-0.903833333333333
CAPG	2.07775
MPZL1	0.93735
ARSB	-1.88366666666667
TDH	-2.87075
WASF4	0.48075
TSSK3	-1.13983333333333
7A5	2.0915
CRISPLD1	-0.019875
MAD1L1	0.0445
SPIN4	0.399
AMPD1	-1.5145
DPYSL5	0.045
INPP1	-1.05783333333333
ANKRD11	-0.970611111111111
NPAS4	-0.331375
GCET2	-0.172111111111111
RNASE9	-0.743
GUCY2D	0.1375
CCDC98	0.224
FGF4	-0.63325
CPM	-1.68366666666667
SLC26A4	-0.425
PLD5	0.359
FAM59A	0.4973
FBXO5	-1.44844444444444
SIPA1L1	-0.17075
DPYS	0.57875
ATG4D	-0.0175
TGM3	-1.2375
MTCH1	-0.49875
HK1	0.121571428571429
CDC26	0.12125
GALNT12	-4.188
LOC339229	-0.45175
MRPL35	-0.61375
ORC4L	-0.04725
TNKS	-0.326785714285714
C2orf24	-0.1405
ZNF553	0.593666666666667
GGTLA1	2.4932
ZNF497	0.341
CDY1B	-0.624333333333333
SLC30A4	-0.261714285714286
TUB	-0.835125
ARHGEF18	0.25475
ARRB1	0.13175
KCNK1	2.845625
EREG	-0.00300000000000001
SCAMP5	0.3715
RUNDC3B	1.24725
ADAMTS20	0.6545
IL17RB	-0.85325
FLJ20323	-0.6965
MCAM	-0.43875
POLR3E	-1.48533333333333
AQR	0.0723333333333333
IPMK	1.3805
CDCA7	-2.168125
CAMP	3.22075
GRHL3	1.70725
ADAMTSL2	0.8155
CLMN	1.419
SSTR3	0.5015
MAGEA5	-2.26933333333333
OVOL2	4.23675
JMJD1B	0.568
RBL2	0.5076
PYGO2	0.8835
PPP1R10	0.473833333333333
CSE1L	-0.0811666666666667
LCA5	0.717
RDH16	-0.282
ASRGL1	-2.335875
TOM1	-0.223833333333333
PTX3	-5.48725
TTC15	0.213
SCGB3A1	0.773666666666667
MRPL50	-0.992
RCAN3	0.5835
SLC26A11	0.45875
STYX	1.42016666666667
CINP	-0.413
MARCH7	0.29675
PFKM	-0.670666666666667
SGMS1	0.3345
RIOK3	0.2339
C1orf110	0.1725
CES7	-0.589142857142857
LOC440248	-1.7145
PPP1R12C	-0.19075
C10orf27	0.04
ATG9A	-0.58075
MRPS26	1.132375
TMEM40	0.89625
ELP3	-0.2528
ZNF787	0.4826
HIAT1	0.063125
C8orf34	-0.118833333333333
MGC4655	-0.5654
PELI1	-0.0483333333333333
PPT1	1.0423
SLC35C2	-0.02
C6orf125	-0.646
MUC4	-0.138666666666667
RFC4	-1.24557142857143
GNB2	-0.123166666666667
NUP50	0.0636428571428571
SULT4A1	-1.2394
C7	0.701
CCDC130	-0.0128333333333333
ARRDC4	0.1885
RQCD1	-1.16725
GLYCTK	-1.13725
AYTL2	-0.715272727272727
MTUS1	0.8366
LEMD3	-0.0675
PLEKHF2	1.15975
HOXA7	-0.096875
GTF3C2	-1.3055
DYNLRB2	2.45725
CNOT10	-0.77775
MR1	0.219166666666667
FFAR1	0.125
PRIC285	0.3485
SLITRK6	5.31725
LIX1	-2.4657
UBE1L2	0.029
F8	1.19575
ACHE	0.0101666666666667
KPNA5	-0.70625
TNFRSF12A	-0.9375
EGR3	0.177
SERPIND1	-3.88316666666667
OASL	1.1735
IFRD1	-1.680125
WDFY1	-0.00133333333333334
ZNF267	0.75875
ACCN5	0.255
ZBTB6	0.56075
PPP1R3A	0.57
PRRT3	0.996
FBXL19	-0.245
TXNIP	0.474571428571429
ACTN2	2.78475
ATG9B	-0.77925
C9orf117	1.1065
IL27	0.7555
RPL36AL	-0.0831666666666667
KLK15	0.02175
CHAD	0.281
RAP2B	0.5267
HEBP2	0.753
ZNF342	0.3925
CAMK2G	-0.742666666666667
TLR3	0.96625
FGF14	-0.1945
HMGB2	0.798875
TRPM5	-0.0485
OR5M11	0.271
KIF3B	0.933263157894737
PRICKLE2	0.76725
MTMR9	0.036125
C3orf27	-0.08175
GLRA3	-1.24533333333333
NSDHL	0.188666666666667
TMEM32	-0.1805
POLR2D	-0.46275
MYADML	0.3395
C9orf114	-0.3325
MRGPRX1	0.028
TOPORS	0.74
CLDN19	0.428
C1QL4	0.191
RNF165	-2.253
DHRS9	-0.69675
DNAH2	1.567
FXR1	-1.21
ZMYM3	-1.3845
CASP3	0.798166666666667
FAM120C	-0.202375
SCLY	-1.733
CA7	-0.1995
ENTPD5	-0.422333333333333
ZNF461	0.000875000000000015
PDIA5	-0.24
C1orf19	-0.201333333333333
TMEM67	-0.3525
KCTD20	-1.11925
WDR47	0.7805
FLJ38723	-0.00900000000000001
KLRF1	-0.1354
TAS2R16	-0.7295
CLDN12	0.643
PRKCE	0.21375
UBXD4	-0.5895
ITGAM	2.116
GLT8D3	-0.041375
WDR31	0.1541
RGS2	-0.01275
OR51L1	0.4285
MST1R	0.75275
KIAA1737	0.5655
OR4A5	-1.328
GLIS1	-0.8045
PTMA	0.788285714285714
NAPA	0.70225
PRDM11	-0.24875
LIPF	1.753
DIRAS3	1.7675
ASGR2	-4.285
C1QTNF4	1.319
PIK3R4	0.573166666666667
ARMC3	0.27075
NDUFV3	-0.357416666666667
BTBD3	0.105833333333333
PPP1R2	0.980916666666667
UBE2NL	0.27125
FOSL2	1.10278571428571
FAM119A	-1.14683333333333
TUBA4A	-0.9857
KRTAP12-1	0.086
SFRS2	-0.59975
RHPN1	0.2707
EEF2	-0.966833333333333
ZDHHC11	-1.54883333333333
EPHA3	-1.831
RBM12	0.70175
H2AFJ	0.723333333333333
EDIL3	3.182
KIF26A	-1.8665
SERGEF	0.084
B3GALT4	2.36175
LOC90925	-0.752333333333333
OSCAR	-0.1355
NPFF	-0.434875
DEDD	0.881
TMEM155	-0.4515
PTPN1	0.505
SCYL2	0.463833333333333
SKAP1	1.513
LEAP2	-2.962
GADD45G	2.924
IFITM3	2.09128571428571
PILRB	-1.59266666666667
SLU7	-0.0645
DSC3	1.685
DNMT3L	-1.57225
PAPD5	0.93525
B3GNT3	1.706
LHCGR	0.761
MSL-1	1.41575
UBE2S	-0.850375
SAP130	-0.51275
ANAPC11	-0.20925
MAGED4B	-2.278
ATP6V1B2	-0.1915
C14orf179	0.953125
CAPZA1	0.616
CDYL2	0.2465
GLRX3	-0.450833333333333
LOC136288	-1.14925
MOBKL1A	-0.31925
HTR2B	2.47825
CRYGD	-0.352166666666667
NUS1	-0.09
PGRMC1	0.7365
MYOM2	-0.31625
FLJ39653	-2.094
CHM	-0.2914
OR5M8	0.5285
ZNF619	-0.269
FAM105A	-0.80875
CCNL1	-1.25025
NAP1L3	-0.17275
C10orf57	1.4805
B3GALNT1	1.46066666666667
CSN1S2A	-0.75
TCP10L	-0.3195
GDAP2	-0.264125
DMKN	-0.0326666666666667
COX6B1	0.0185
DNASE2	0.339
MSH5	-1.72275
LGMN	-0.306
USP31	0.4514
OR13C8	0.1795
SDCBP	0.0929999999999999
NUDT11	-2.40183333333333
PYGL	1.30083333333333
SNPH	-0.613
B3GNT4	-0.164
MIZF	-0.9477
NUBPL	-0.236625
NOD1	-0.0695
CDH22	1.38925
NUBP1	0.213833333333333
DSCAM	-4.00375
DGKI	0.1975
FAM136A	-0.6535
AKAP1	-0.318
SLC16A6	0.32225
RIN3	-0.687
PSG2	0.30625
DIP2B	0.26225
PSORS1C1	0.1195
KIAA0495	-0.7175
FLJ90709	0.171
LPA	-0.292166666666667
PIGA	1.1665
LY75	1.098
UTS2	-6.19383333333333
RREB1	0.227
GALNACT-2	0.5415
MGC3196	0.34875
FLJ31568	0.336
LPHN1	-0.391875
SP1	0.776375
TOX4	0.551
HSPA9	0.2776
APOBEC1	0.541
SLC35E4	-1.4175
LSM5	-0.47525
SURF1	-0.608
ZBTB1	-0.318083333333333
GTF2F1	-0.1685
RPS15A	0.497071428571428
DUSP21	-0.834833333333333
GINS4	-2.96533333333333
MYO15A	0.3115
GIMAP7	3.201
MGC13379	0.41375
ATP6V1E2	-0.299
UTP3	-0.14975
HNRPA3	-0.11525
MT4	-0.649
C14orf155	0.00274999999999997
U1SNRNPBP	1.05475
CKLF	-0.989833333333333
PLEKHN1	-0.5885
MBNL1	-0.43175
NUP160	-0.9405
ACSM2A	-0.69675
LOC129881	2.14075
KIAA1529	-0.441
FLJ22639	-1.80625
HAND1	-1.179
GSX1	1.0375
FGA	-4.28333333333333
SERPINB1	-0.23575
ZNF642	0.2955
IGFBP1	-7.91625
SLC1A1	0.37525
DHX57	-0.235875
ZNF766	0.3655
PTPN21	-0.2169
GDPD3	0.722666666666667
PNPLA5	-0.1215
TBR1	0.215
FAM116A	0.012
IQGAP1	1.722125
FOS	1.339125
ZNF226	0.07725
FIGNL1	0.571166666666667
C14orf1	0.0588333333333333
ZMYND17	-0.2825
PUS7	-0.555666666666667
TUBB6	-1.11625
KCNQ2	-1.38875
MARCH6	-0.378583333333333
CCDC33	0.506
PRODH	0.2195
RBM11	0.9305
EPHA6	0.4385
SLC43A1	-1.298
LOC196541	0.145666666666667
NTN1	0.632083333333333
ING4	0.06975
PCDHB10	2.0625
DPH2	-1.0165
SPACA4	0.335
FBXL21	-7.972
DIAPH1	-0.251833333333333
ZNF71	1.02333333333333
CEP76	-0.715
CORO1A	-1.3075
RRM2	-1.617125
EDG4	1.3285
OS9	0.0466666666666667
SLC4A1AP	0.05425
COG5	-0.19275
COPS8	-0.18625
NGLY1	-1.2415
NCBP2	0.33575
C17orf42	-1.18133333333333
GPSM3	0.464625
SIL1	0.253333333333333
ASB6	-0.33425
SMAD5OS	-0.6485
UNC93A	-3.677625
A1BG	0.193333333333333
C21orf62	-0.3095
FMO5	-0.940666666666667
ATRIP	-0.312
CEBPG	-0.330666666666667
C7orf38	-0.302166666666667
TNFRSF1B	-0.8825
CLEC1A	0.595333333333333
IQSEC1	-0.335125
PATZ1	0.6057
RBM22	1.01675
BAG2	-1.55316666666667
PAQR5	-2.26616666666667
C9orf127	1.0916
THNSL1	-2.6155
SHROOM3	1.7255
JAM2	-0.245
SNRPN	-2.02375
ALX4	0.132
CACNA1S	0.289
FAM130A1	0.403
CORIN	1.798
CD300LB	0.729
PLEKHG6	0.5875
LRRC40	-0.66375
PCLKC	-1.22825
PCDHB16	2.394
WNT2B	-0.872333333333333
ASNS	-2.00422222222222
MRPL49	-0.29275
FLJ46111	0.2095
ISG20	0.324
SMU1	-0.0603333333333333
CASZ1	-0.1595
POLR1D	-0.468166666666667
GIN1	-0.49225
SNAG1	1.05
ANKRD29	-2.35575
CDKN2AIP	0.00749999999999999
KRR1	0.27775
CXCL1	-3.187
EPM2A	-0.8402
PC	1.38516666666667
DEFB127	-0.0585
PDZRN4	0.0314
FAH	-0.00475000000000001
OR51E1	0.9145
CDC2L6	2.939
DNTTIP1	-0.08825
PAX8	-0.7605
TMEM116	0.1855
C1orf150	0.1945
PRO2012	-0.6485
MRPL40	-0.462333333333333
BEX1	-4.0358
SLC2A4	-0.517
PKMYT1	-0.11625
FEZF2	-0.576666666666667
SLC26A9	-2.0075
MAP2	0.0921666666666667
LYL1	-1.575
SLC25A19	-1.16316666666667
NOS3	-0.5905
ZNF34	0.650666666666667
TMPRSS11F	-0.669
FAM43A	-0.6415
FCRL4	-0.225833333333333
KLF14	-0.81875
FLRT2	-1.21716666666667
WRN	-1.615
SDF2	1.549
KRT8P12	0.31075
C6orf195	-0.597
C9orf125	-1.629
DZIP3	0.20975
RIT1	0.293
SCML1	-0.104333333333333
RHBDF2	-0.314625
OR2G3	0.6785
REXO1L1	-0.0715
MAP3K7IP3	0.27825
C3orf57	-3.7865
FBXW11	-0.476
ETAA1	-0.8105
C14orf131	-1.4886
AKT1S1	-0.4415
SLC12A5	-1.417
C9orf164	1.69475
NRIP3	0.286875
NOS1AP	-0.35275
TMEM121	1.09575
SAP30BP	-0.7126
DGCR6	0.61225
WDR76	-0.5325
FAM82B	0.285333333333333
LOC606495	-0.9845
MAP9	1.96783333333333
BCDIN3D	0.7415
CXorf36	2.97116666666667
DSCR3	-0.3515
ZFAND3	0.288125
C7orf43	0.2605
SPSB3	0.3942
C19orf19	0.5175
FAM133A	-3.955875
C12orf25	0.31425
SLC39A3	-0.08625
DISP2	-0.3275
PI4KAP2	-2.705
MKRN3	-2.30783333333333
ADAMTS13	-0.201
CBLN3	0.5866
TTYH1	-0.242333333333333
C3orf18	0.857
FLJ13236	0.0925
ZMYND12	2.81425
C18orf25	0.715875
GLB1L3	-1.026
ATP13A5	1.286
RANBP10	-0.50175
CD96	-1.9588
DENND1C	-0.85325
RBMS3	0.0826
SLC41A3	0.796833333333333
DGCR6L	0.5415
TMEM128	0.450333333333333
CSNK1G3	0.795071428571429
MOBKL2C	0.158875
TSPAN6	-0.0705
MATN2	-1.6931
MSL2L1	-0.404833333333333
ST6GALNAC2	0.2065
FGFBP2	-2.00375
FGL1	-5.77016666666667
MPP3	0.169166666666667
ARHGEF6	0.501833333333333
TGFBR2	-0.50775
ACMSD	3.337
IL33	2.1135
C9orf5	-0.141166666666667
DEAF1	0.2343
AMN	0.566
DEFA6	-0.254125
RNF212	-2.384
METT5D1	0.296833333333333
CIB1	1.1694
TSSK1B	-0.44625
KIAA1727	1.34325
ZNF680	0.530916666666667
LOC399900	-3.235
LOC152217	-0.219083333333333
CTNNAL1	-1.9905
CIT	-1.00216666666667
TLE6	1.652
ZNF607	1.3395
HERC4	-0.824666666666667
DRAP1	-0.5268
PEMT	-0.2555
C10orf111	0.455
ZNF575	0.900625
KCTD7	-2.34525
MYO1F	-0.174625
LOC285382	-2.3535
RAB11A	0.6043
PLCD3	-0.8135
C15orf28	-0.638
PTBP2	-0.886375
CTB-1048E9.5	0.155125
C19orf60	-0.444666666666667
C7orf25	0.157333333333333
SETD7	0.908375
HOXB9	-4.1855
VANGL1	0.6856875
CHAF1B	-1.069
NDUFA3	0.17
KIAA1328	-0.0055
SHARPIN	0.27475
TTC23	-0.403
UGP2	0.434166666666667
ANKIB1	0.3006
CIRBP	0.414
SEC14L4	-3.4675
OVCH1	0.205333333333333
VPS52	-0.1755
FAT	-0.868375
M6PRBP1	-0.23925
GPRIN3	0.285
PPM1F	-1.3725
TSR1	-0.57725
CCDC85A	1.06775
PCSK5	0.736
ZFHX3	-0.431
HEMK1	-0.8227
PGBD2	0.574
RSRC2	0.1065
AURKC	2.08483333333333
SCRIB	-0.178625
ORM2	-4.23166666666667
FAM115A	-0.2614
FZD6	1.36575
UNC119	1.21
GPX3	-1.505
NOV	-0.895
CABC1	0.007625
CDC42SE2	0.2203125
EIF2S2	0.4257
RNF130	1.090875
CKAP5	-0.3655
RP11-413M3.2	1.2075
C10orf18	1.1586
TMEM93	-0.31775
DYX1C1	1.5815
KCNMB2	-2.64242857142857
ANK3	1.87333333333333
KRT5	0.4204
CDH12	-1.07285714285714
QRSL1	2.573625
JUB	0.21375
SHC4	-1.0555
CCL15	1.20333333333333
CCDC22	0.19475
SNX24	0.39525
RARS	-0.424
MORC2	0.509125
FAM48A	-0.24525
MT1H	-0.2915
PPP1R14C	-1.266
FOXD1	-1.44135714285714
C1orf213	-2.68025
AMT	-2.2364
DSN1	-0.1025
PTPLAD2	-0.3595
DIS3L	-1.134
RASL11A	2.46625
GPRC5B	0.4085
FRMD7	1.4
STRN4	0.1215
KITLG	3.68331818181818
HDGF	0.36525
OR1S1	0.415
SETX	-0.0922
DDR2	-0.5895
KCTD12	0.4295
LYZL2	-0.712
WDR52	0.5705
TMEM2	0.5225
ZNF579	0.665
LOC200810	0.98275
TNFSF9	-2.34475
PPFIA4	-2.9845
CNIH3	0.538666666666667
MAP4K4	-2.27535714285714
ROD1	0.533285714285714
ALS2CR12	-0.2668
DOCK3	-1.71083333333333
PAQR9	-5.0035
ASB17	-0.83275
STX16	-0.97925
FEZ2	0.610666666666667
DLAT	-0.598166666666667
KIF21B	-1.218
CDC5L	-0.149
TMEM119	0.817833333333334
CRIP3	-2.442
TPSD1	0.062
TEPP	0.5185
GNGT2	0.4665
C21orf121	-0.12275
WNK1	0.0620833333333334
FLJ10490	0.7022
OR51B5	-2.0825
LOC203547	-0.428875
HAS1	-0.3695
PPA1	-0.203
ST7	-0.15075
C11orf46	0.6269
POPDC3	-3.93666666666667
ACOX2	-0.385666666666667
ATCAY	-0.375333333333333
TM4SF19	-1.94725
MFSD9	-0.112333333333333
PDHB	-0.83725
ERN1	0.0075
LCE3C	0.2135
GPR111	0.6135
NOTCH3	1.84916666666667
ADAMTS5	1.7385
B3GALT1	-1.94325
UGCGL1	0.051
FAM58A	-0.216333333333333
FBXO32	1.96875
CLPP	-0.172
NXPH1	3.64875
MTMR3	0.474333333333333
ATP1B3	-0.73875
TMEM16A	4.53175
HIST1H3F	-0.0248333333333334
TRIM25	0.5435
SDCBP2	1.1195
CRKL	-1.066375
HOXB2	-0.550666666666667
ANP32B	-0.321125
GATM	0.307
AP4E1	-0.037625
EDG5	0.484125
CDKN3	-0.3695
CDH4	-2.2595
PGD	-1.64933333333333
RND1	1.794
GAD1	-3.52211111111111
MPG	0.32675
LOC440350	-0.559
ZNF133	0.09425
SERPINB12	1.592
AMELY	-0.634
DHX36	-0.991
TNFAIP8L2	2.2975
PHTF2	0.591833333333333
CCDC112	0.0896666666666667
IQCC	-0.853
HEYL	3.29366666666667
FTSJ2	-0.165833333333333
APPL1	0.049125
RAB43	0.390857142857143
OR10G2	0.2775
WAC	0.357166666666667
ADCY9	1.565375
RUNDC2B	-0.0239999999999999
PYCRL	0.8303
AGPAT7	-0.775166666666667
SLC22A9	-2.3732
CDKAL1	-0.063
PDYN	-0.939
C20orf74	0.744
MTMR11	0.6525
VAV3	3.46975
DAPL1	0.15575
STXBP3	0.07825
EIF3G	-0.415
ARHGAP22	-1.099
NPFFR1	0.4295
NPC1	-0.647166666666667
ALDH9A1	0.807833333333333
ZNF600	0.38625
ZNF678	0.349666666666667
RASSF1	-0.37975
ADD2	-3.28471428571428
PITPNB	0.10575
PKD2L2	-0.487571428571429
LRP11	-0.3185
CDKL1	-1.138
SMEK2	0.26475
PRODH2	-3.575
C11orf54	-0.908333333333333
SFRS11	-0.5525
IL7	-2.15
ALS2CR16	0.58625
BTG3	-0.816
PAK2	0.293
RP11-679B17.1	-0.824
GATA4	-1.07883333333333
ATP2B1	-0.2395
LOC130940	0.5415
C1orf172	2.35366666666667
ATF7IP2	-1.13425
SLC25A43	0.374333333333333
CENTG3	-0.0451666666666667
IGF2BP1	-4.1367
FCHSD1	0.594
CAMK2N2	1.25816666666667
ELAVL3	-0.2005
NBPF15	-0.9335
UBE2J2	-0.458083333333333
GNL2	-0.92975
PRR3	-0.2503
NLF2	1.416
OR4F6	0.0355
KLHL24	0.843833333333333
CCDC88A	-2.608
SGPP1	-2.48
C10orf11	-0.293833333333333
SLC35B4	-1.16316666666667
UGT3A2	0.095
ARNT2	0.3582
CBR1	0.015625
ITPR3	-0.617833333333333
TRAPPC6B	-0.4298
AMZ1	0.8825
ARP11	1.513
WDSUB1	-0.07675
APBA1	0.213
RAB2A	1.1422
C6orf162	-0.596125
HPSE2	1.36766666666667
PLCE1	1.5205
INSL3	0.026
DLG1	0.1179
PTPLA	-4.23325
PIGX	-0.249
TFIP11	0.161166666666667
FIBIN	3.2905
POLR2G	0.292
GRAP2	-2.1257
DNAJB8	-0.074
CNBP	0.5375
WASF1	0.4085
INPP5E	-1.2473
HSPB1	0.8993125
TMEM167	-0.2528
CUBN	-0.19975
IGF1	1.437375
ITPK1	0.7751
NAALAD2	-1.82557142857143
G3BP1	0.2042
NT5DC1	-0.000625000000000014
CYP39A1	-1.23
TMEM139	2.36325
POLK	-0.748888888888889
GLULD1	-2.233
RBM15	-1.07983333333333
AMZ2	0.28525
GDF15	-1.14983333333333
MESDC2	-0.059
INCA	-0.3175
ACY1L2	-3.224
GZMM	-0.813333333333333
PAIP1	0.2345
CACNA2D1	0.01475
STK32C	0.342166666666667
SH3BP4	1.33216666666667
DEC1	1.6095
PADI1	1.3935
UBB	0.1519
PON3	-2.75466666666667
PROP1	0.4965
ANKRD13B	3.016
ADCK1	-0.9425
TCF25	-0.23625
SLC38A5	-2.14275
CXorf26	0.495833333333333
C19orf39	0.361
PPP1R13B	-0.00675
ARL2	-0.634
TCL6	0.306916666666667
TOP3A	-0.856
SLC16A14	-0.47225
FXYD6	1.221
HIST1H4E	-0.067
BBC3	1.18968421052632
UNC5A	0.423666666666667
FAM86C	-0.2069
PI4KB	0.419
B3GAT1	-3.5555
SUSD2	1.4805
OAZ2	-0.227166666666667
NOC4L	0.21175
C10orf12	0.32575
FADS1	-2.06583333333333
LOC144097	-0.533
DKK2	-0.138333333333333
KIAA1949	-0.668
RHOT1	-0.0751
OXT	1.3835
GPR153	1.1465
ARL4A	-0.510333333333333
SAAL1	-0.6755
CCDC64	0.2115
USE1	-0.00233333333333332
HNMT	0.547333333333333
PCGF3	0.1615
CYP2C19	1.2065
C20orf4	0.719
CCDC11	1.635
ACSBG2	0.50675
RWDD2A	0.02225
PALLD	2.66425
CPLX4	1.0195
LOC492311	-0.16325
KPNA2	-0.880666666666666
MACROD1	-0.1607
