Hybridization REF	TCGA-BH-A0AZ-01A-21R-A12P-07
ATAD2B	0.243375
ARHGAP17	-0.4722
KCNIP3	-0.3525
SFPQ	0.261625
GFRA4	0.709833333333333
AKR1B10	-1.813
TIGD6	0.5485
RGS16	2.080125
URB1	-0.4835
OR4C46	-0.4162
TOP3B	0.502
NFATC4	1.272
CA14	-5.4705
BMPR1A	0.362
SNRP70	0.61475
PRL	-0.0535
C6orf130	-0.83975
STAG2	-0.158
CD55	-0.227857142857143
RPS23	1.13133333333333
SSX2	-1.72316666666667
FDPSL2A	0.36775
FBXO27	0.399375
SYNGR3	-0.587666666666667
TMSL3	1.5325
EML1	-0.09
NUP93	-1.09408333333333
SMAD3	-0.27
KIAA1189	1.88316666666667
HNRPUL2	0.127833333333333
TBC1D12	0.168333333333333
C16orf24	0.9905
MRVI1	2.21666666666667
ZNF581	0.137333333333333
ELOVL3	0.8695
OR51Q1	0.22875
CACNB3	0.691833333333333
GALNT13	-0.747714285714286
C10orf84	0.778375
NEDD4	-0.0215
SPO11	-0.4185
OR5AU1	0.297
NEK4	-0.581428571428572
PRKAR2A	-1.09133333333333
IHPK1	-0.749666666666667
ATP6V0B	0.70025
CACNA1E	2.526
CEACAM8	1.7275
PEX14	-0.35
FLJ12993	0.4645
ZBTB38	0.18175
PCTK2	0.697666666666667
LRRC16	0.3599
FBLIM1	1.51183333333333
FYCO1	0.5725
RP5-1022P6.2	-0.385666666666667
CMTM1	1.5645
PLTP	1.5535
RAPH1	0.7135
DOCK8	0.362571428571429
EZH2	-2.85086666666667
SLC25A1	0.462833333333333
PLEKHB1	1.292
GRB7	1.0877
ZFP37	0.09375
MRPL33	-0.54675
PELO	-0.38575
ARMC1	-1.05209090909091
C9orf27	0.07
FLJ25778	-0.5595
C9orf37	-0.771666666666667
TMEM66	0.9065
SPRN	0.20075
HBEGF	0.336
PI4KA	-0.1235
LEPRE1	0.60125
POU2AF1	-1.877
MRPL12	-0.108166666666667
REP15	0.2415
ZC3H3	0.94525
RASAL1	-0.39
DDAH1	0.95825
ACBD5	0.562125
TMC2	-0.139
CCDC137	-0.3235
SAMD13	0.850833333333333
UGT2B15	-3.89766666666667
TIPARP	-0.39075
DNASE1L3	1.339
TRIM72	0.435666666666667
DBX2	2.11225
IPO8	0.77875
C21orf88	-1.6233
MAP3K14	0.58325
LOC51233	0.562333333333333
GGTLA4	-0.909
PDE6D	0.492
ZNF117	-0.52575
CLK2	-0.27175
NKRF	-1.357
TNFSF15	-0.126
DUSP2	-0.263
SECISBP2	-0.0698
GABRR2	0.653
PPAP2C	2.439
LOC51145	-0.165666666666667
PAG1	-0.33625
PIK3C3	-0.6615
GNG10	0.824
APOL4	1.41083333333333
ANKRD28	-0.61375
STMN3	-0.5308
RAB14	0.7743
CDK2AP2	0.57875
HDDC3	-0.128875
COMMD7	0.3405
CXXC1	0.218
HMCN1	1.28083333333333
CD40	1.152
DYNC1LI2	0.77325
GDI1	0.87225
LOC646938	-0.47825
VSNL1	-1.31616666666667
PIH1D1	0.0295
RAET1G	-0.847
KRTAP5-9	0.447
EFTUD2	-0.10275
ZNF311	0.049
ATP6V1G3	0.246333333333333
OR2W3	0.1415
SCN4A	0.77425
MED10	-0.23275
FAM135A	-0.1005
ARHGAP4	-1.30925
EHMT2	-0.16775
UFD1L	-0.02875
ERMP1	-0.703
MAG1	-1.01966666666667
THAP8	-0.123333333333333
HACE1	-0.747666666666667
FAM82C	0.046
C3orf20	-0.06
UNC84A	-0.296833333333333
SCD5	0.357461538461538
LASS6	1.585625
LSG1	-0.26125
MAL	-5.694
GPR22	-0.268
WDR5B	0.26525
ACTRT1	-1.23
C17orf60	0.2095
GRIN2C	0.2187
ARMC8	-1.10066666666667
SLC47A1	-1.46366666666667
DMPK	-0.5775
DHRS13	0.183666666666667
SMC1A	-0.754833333333333
KRTAP17-1	0.58775
SMYD5	-0.19075
TUSC2	-0.32625
CRHR2	0.386
KIR3DL2	0.667
CCDC104	0.7925
ATP2C1	0.57275
CROT	0.25675
PABPC3	-0.804
EGR1	1.139
THSD1	0.93425
KHK	-0.9455
SLC12A2	0.4946875
CD58	-0.646
STOX2	-0.151666666666667
CCDC76	-1.6769
CCDC48	3.4135
DNAH1	0.210666666666667
ZIC4	-0.40925
OR1G1	0.4515
PSMC6	-0.714333333333333
PROKR1	-0.3405
ABCB1	0.04575
TRAT1	-1.39225
LLGL1	0.552
MTF1	0.369
USP54	-0.21475
PAGE2B	-2.051
ITGB7	-4.03875
CCDC81	0.062
LOC149837	0.27375
SCUBE1	0.9755
ZSCAN10	2.2465
HUWE1	-0.144071428571429
CDH17	0.971
CD180	0.46125
IL17A	0.194666666666667
TMPO	-1.624625
KIAA1524	-1.377
HDGFRP3	0.369166666666667
OXCT1	-1.19790909090909
RRAS2	-1.3165
LTBP2	3.29625
SV2B	1.144
CYP2A6	1.05425
PKD1L2	-1.0495
PPM1M	1.30675
FLJ22662	1.43983333333333
ZNF502	0.957
GP6	-0.23075
CRYBA2	-0.55025
LEF1	-0.5062
CTPS	-2.27271428571429
EYA1	-3.34783333333333
EPS8L1	1.94725
MAPK14	-0.77325
SERPINB2	-4.670625
GTF2F2	-0.545666666666667
ZNHIT4	-0.12
PLA1A	0.876625
C20orf114	4.45625
HPR	-1.744
C18orf2	-5.29916666666667
SATB2	-1.38775
KCNJ9	0.605
MGC157906	0.7855
MOCS3	-0.44175
C17orf71	0.262666666666667
PPHLN1	-0.0842
HIST1H2BN	-0.741
RAPGEF1	0.48275
MAP3K8	-1.365
DLG4	0.526333333333333
STC1	-1.15991666666667
CDGAP	2.555
DDX26B	-1.322
LOC150223	-1.7835
CPSF3	-1.11666666666667
TMEM14A	0.066
MYH3	-2.3595
GPKOW	-0.2165
SULT1A1	-0.532333333333333
SPON1	5.0737
YY1AP1	0.227333333333333
RAB23	0.69725
PLA2G4A	-3.8565
MAPRE3	1.0225
ZNF516	0.281928571428571
GGPS1	0.86
EXOC3L2	0.0998750000000001
C19orf42	0.6314
MAP2K2	1.1115
HIST1H2BB	-0.1685
RNF19B	1.6195
C6orf128	0.405666666666667
TLR8	2.29
PCDHA9	0.362
CARS2	0.568625
CLUL1	0.964666666666667
RHAG	-4.84283333333333
UNK	-0.054
EXOC8	0.482
C9orf95	1.3325
C14orf143	-0.389166666666667
MAML3	0.11
LDHA	-1.2135
MRPL20	0.433125
KLHDC6	0.132833333333333
ATP5S	-0.574333333333333
C8orf55	0.60775
PHF19	-2.29175
KRTAP13-4	0.3455
TTC5	0.1195
XKR5	-1.01125
SILV	-4.53066666666667
TEX28	-0.433
TCTN1	1.6275
CX40.1	-0.062
PPP2R5C	-0.480875
C12orf30	-1.84483333333333
CAPG	1.42825
MPZL1	1.1122
ARSB	-0.285166666666667
TDH	-0.5585
WASF4	1.128
TSSK3	-0.998333333333333
7A5	0.8895
CRISPLD1	1.41675
MAD1L1	1.1295
SPIN4	-0.905
AMPD1	1.0585
DPYSL5	0.13
INPP1	0.652666666666667
ANKRD11	-0.975888888888889
NPAS4	-0.608875
GCET2	-0.3439
RNASE9	1.896
GUCY2D	0.624666666666667
CCDC98	0.38675
FGF4	-0.872625
CPM	-0.291833333333333
SLC26A4	-0.914166666666667
PLD5	0.1185
FAM59A	-0.6589
FBXO5	-2.411
SIPA1L1	0.00800000000000003
DPYS	0.756
ATG4D	0.453
TGM3	0.622
MTCH1	0.161625
HK1	0.271571428571429
CDC26	-0.046
GALNT12	-2.72
LOC339229	0.539
MRPL35	-0.611125
ORC4L	-0.244
TNKS	-0.0593571428571429
C2orf24	0.7225
ZNF553	-0.170166666666667
GGTLA1	3.2368
ZNF497	0.39625
CDY1B	0.343
SLC30A4	0.13225
TUB	0.16675
ARHGEF18	-0.13775
ARRB1	0.52575
KCNK1	1.040375
EREG	2.1663
SCAMP5	-0.34425
RUNDC3B	2.218
ADAMTS20	0.291
IL17RB	-0.289125
FLJ20323	-0.84325
MCAM	0.92925
POLR3E	-1.51058333333333
AQR	0.0435
IPMK	0.514
CDCA7	-4.96075
CAMP	1.2755
GRHL3	-0.1075
ADAMTSL2	2.5155
CLMN	1.011
SSTR3	0.4975
MAGEA5	-1.6075
OVOL2	3.468
JMJD1B	0.2995
RBL2	0.5909
PYGO2	1.44775
PPP1R10	0.471666666666667
CSE1L	-1.4855
LCA5	1.64675
RDH16	-0.5855
ASRGL1	0.046125
TOM1	1.73583333333333
PTX3	-6.15325
TTC15	0.95475
SCGB3A1	2.01516666666667
MRPL50	-1.0265
RCAN3	0.5695
SLC26A11	1.029
STYX	-0.430666666666667
CINP	0.42925
MARCH7	-0.40975
PFKM	-0.843333333333333
SGMS1	0.44
RIOK3	-0.4134
C1orf110	-0.276
CES7	0.47625
LOC440248	-2.2855
PPP1R12C	0.47075
C10orf27	0.7855
ATG9A	0.60775
MRPS26	0.345
TMEM40	-0.185
ELP3	-0.5656
ZNF787	1.6391
HIAT1	-0.5745
C8orf34	1.23033333333333
MGC4655	0.9782
PELI1	0.472
PPT1	-0.00620000000000001
SLC35C2	1.0165
C6orf125	-0.31925
MUC4	-1.21483333333333
RFC4	-2.535
GNB2	0.528
NUP50	0.242428571428571
SULT4A1	-1.4948
C7	2.608
CCDC130	0.273333333333333
ARRDC4	0.411
RQCD1	-0.7655
GLYCTK	-1.168
AYTL2	-0.625454545454545
MTUS1	1.0197
LEMD3	-0.117166666666667
PLEKHF2	0.80575
HOXA7	0.669125
GTF3C2	-1.455
DYNLRB2	3.16525
CNOT10	-0.556
MR1	0.938833333333333
FFAR1	-0.7115
PRIC285	0.0745
SLITRK6	5.85375
LIX1	-2.3908
UBE1L2	-0.709416666666667
F8	0.81175
ACHE	0.572666666666667
KPNA5	0.114
TNFRSF12A	-0.662333333333333
EGR3	0.938
SERPIND1	-4.5425
OASL	0.96
IFRD1	-2.43475
WDFY1	0.199666666666667
ZNF267	-0.253625
ACCN5	0.3175
ZBTB6	0.20525
PPP1R3A	0.4765
PRRT3	1.01875
FBXL19	-0.503
TXNIP	0.985928571428571
ACTN2	2.62225
ATG9B	-0.311285714285714
C9orf117	0.251625
IL27	0.93
RPL36AL	0.2165
KLK15	0.1025
CHAD	1.399
RAP2B	-0.1904
HEBP2	1.444
ZNF342	0.3485
CAMK2G	-0.2985
TLR3	1.871
FGF14	1.692
HMGB2	-2.231
TRPM5	-0.260833333333333
OR5M11	0.025
KIF3B	0.866947368421053
PRICKLE2	1.16375
MTMR9	0.220875
C3orf27	-0.27925
GLRA3	4.44433333333333
NSDHL	-0.225333333333333
TMEM32	-0.019
POLR2D	-0.955166666666667
MYADML	0.104
C9orf114	-0.14475
MRGPRX1	0.5965
TOPORS	0.39175
CLDN19	0.97625
C1QL4	0.3865
RNF165	-1.1535
DHRS9	2.15525
DNAH2	-0.3224
FXR1	-0.707833333333333
ZMYM3	-0.81475
CASP3	-0.0275
FAM120C	-0.480125
SCLY	-1.359
CA7	-0.9365
ENTPD5	0.322833333333333
ZNF461	-0.366
PDIA5	0.3355
C1orf19	-0.700666666666667
TMEM67	-0.14675
KCTD20	-0.2635
WDR47	0.229
FLJ38723	0.796
KLRF1	0.222833333333333
TAS2R16	-0.744
CLDN12	-0.028
PRKCE	0.423
UBXD4	-1.10625
ITGAM	2.267
GLT8D3	-0.221375
WDR31	0.2176
RGS2	0.24025
OR51L1	0.37
MST1R	-0.132
KIAA1737	0.03925
OR4A5	2.5155
GLIS1	0.542666666666667
PTMA	0.0692142857142857
NAPA	1.8335
PRDM11	-0.41175
LIPF	1.3055
DIRAS3	2.5965
ASGR2	-4.448625
C1QTNF4	2.87275
PIK3R4	0.248666666666667
ARMC3	3.5735
NDUFV3	0.19775
BTBD3	-0.47
PPP1R2	0.674666666666667
UBE2NL	0.0635
FOSL2	1.78614285714286
FAM119A	-1.511
TUBA4A	-0.8732
KRTAP12-1	0.214
SFRS2	-1.23925
RHPN1	-0.0697
EEF2	-0.175833333333333
ZDHHC11	-0.295333333333333
EPHA3	-1.7489
RBM12	-0.27425
H2AFJ	1.533
EDIL3	4.009
KIF26A	-1.12975
SERGEF	0.2415
B3GALT4	2.24425
LOC90925	0.7495
OSCAR	0.04875
NPFF	-0.4295
DEDD	0.61975
TMEM155	-1.02628571428571
PTPN1	-0.2865
SCYL2	-0.201
SKAP1	3.0525
LEAP2	-2.72483333333333
GADD45G	2.5693
IFITM3	1.129125
PILRB	-1.8155
SLU7	0.4920625
DSC3	1.9775
DNMT3L	-1.848
PAPD5	2.30125
B3GNT3	-1.17083333333333
LHCGR	0.795
MSL-1	0.3805
UBE2S	-1.46525
SAP130	-0.723
ANAPC11	0.8
MAGED4B	-0.682
ATP6V1B2	0.4585
C14orf179	0.74225
CAPZA1	-0.092125
CDYL2	-0.214
GLRX3	-0.954166666666667
LOC136288	-1.2185
MOBKL1A	0.20025
HTR2B	3.9595
CRYGD	-0.631166666666667
NUS1	-0.688833333333333
PGRMC1	-0.3905
MYOM2	1.03125
FLJ39653	-1.10833333333333
CHM	0.6687
OR5M8	0.831
ZNF619	-0.6165
FAM105A	1.42
CCNL1	-1.66825
NAP1L3	0.56775
C10orf57	1.191
B3GALNT1	0.956
CSN1S2A	0.5915
TCP10L	0.531
GDAP2	-0.372875
DMKN	-1.1295
COX6B1	0.42225
DNASE2	1.40783333333333
MSH5	-2.33075
LGMN	-0.056
USP31	0.0692
OR13C8	0.4285
SDCBP	0.0604
NUDT11	-1.01116666666667
PYGL	-0.362833333333333
SNPH	0.611666666666667
B3GNT4	-0.2525
MIZF	-1.0781
NUBPL	0.094875
NOD1	0.334333333333333
CDH22	1.275
NUBP1	0.502666666666667
DSCAM	-4.202
DGKI	1.7275
FAM136A	-1.294
AKAP1	0.487
SLC16A6	3.42125
RIN3	1.9765
PSG2	-0.43225
DIP2B	-0.625083333333333
PSORS1C1	0.8065
KIAA0495	-0.1245
FLJ90709	-0.331
LPA	-0.523333333333333
PIGA	-1.0165
LY75	2.093
UTS2	-4.511
RREB1	0.5315
GALNACT-2	0.9562
MGC3196	-1.00475
FLJ31568	0.297
LPHN1	-0.278375
SP1	0.785375
TOX4	0.325166666666667
HSPA9	-0.2491
APOBEC1	0.514
SLC35E4	-1.408
LSM5	-1.08075
SURF1	1.15825
ZBTB1	0.358
GTF2F1	0.619
RPS15A	-0.682357142857143
DUSP21	-0.4495
GINS4	-3.88666666666667
MYO15A	-0.122166666666667
GIMAP7	3.77875
MGC13379	0.745
ATP6V1E2	-0.499166666666667
UTP3	-0.266
HNRPA3	-0.937125
MT4	-0.076
C14orf155	0.35125
U1SNRNPBP	1.026
CKLF	-0.264833333333333
PLEKHN1	-0.180666666666667
MBNL1	0.18
NUP160	-1.67525
ACSM2A	-1.7315
LOC129881	0.8105
KIAA1529	-0.6255
FLJ22639	-2.00625
HAND1	-1.7345
GSX1	0.176
FGA	-2.9892
SERPINB1	0.532
ZNF642	0.25475
IGFBP1	-8.535875
SLC1A1	1.92175
DHX57	-0.09675
ZNF766	-0.154
PTPN21	0.1225
GDPD3	-1.94333333333333
PNPLA5	0.279
TBR1	-0.04
FAM116A	-0.32425
IQGAP1	0.513
FOS	0.817875
ZNF226	-0.572625
FIGNL1	-0.915833333333333
C14orf1	0.1755
ZMYND17	-0.368
PUS7	-2.11116666666667
TUBB6	-0.295
KCNQ2	-1.719
MARCH6	0.0305833333333333
CCDC33	-0.044
PRODH	0.02025
RBM11	1.11525
EPHA6	0.5358
SLC43A1	1.01375
LOC196541	0.562571428571429
NTN1	0.603833333333333
ING4	0.33725
PCDHB10	1.54725
DPH2	-1.35366666666667
SPACA4	0.422
FBXL21	-5.7765
DIAPH1	0.075
ZNF71	0.477333333333333
CEP76	-1
CORO1A	0.343
RRM2	-2.710125
EDG4	0.84975
OS9	1.65666666666667
SLC4A1AP	-0.04675
COG5	-1.29825
COPS8	0.21975
NGLY1	-1.05675
NCBP2	-0.3935
C17orf42	-0.684166666666667
GPSM3	1.3275
SIL1	2.10283333333333
ASB6	-0.4315
SMAD5OS	0.512166666666667
UNC93A	-3.29814285714286
A1BG	0.507666666666667
C21orf62	0.186
FMO5	0.321333333333333
ATRIP	0.5745
CEBPG	-0.0985
C7orf38	-0.5505
TNFRSF1B	1.50816666666667
CLEC1A	1.37866666666667
IQSEC1	0.7125
PATZ1	0.9741
RBM22	1.153625
BAG2	-1.548
PAQR5	-3.64083333333333
C9orf127	0.592
THNSL1	-0.67325
SHROOM3	1.9642
JAM2	1.9155
SNRPN	-2.43825
ALX4	0.214
CACNA1S	-0.8795
FAM130A1	0.33375
CORIN	3.1625
CD300LB	0.6215
PLEKHG6	0.204
LRRC40	-1.175
PCLKC	-0.49275
PCDHB16	1.6945
WNT2B	1.31233333333333
ASNS	-2.88244444444444
MRPL49	0.007375
FLJ46111	-0.30475
ISG20	0.795625
SMU1	-0.383666666666667
CASZ1	0.4155
POLR1D	-0.838
GIN1	-0.6005
SNAG1	0.407833333333333
ANKRD29	0.33675
CDKN2AIP	0.0025
KRR1	-0.05475
CXCL1	-4.94083333333333
EPM2A	-0.4053
PC	0.8235
DEFB127	1.232
PDZRN4	2.52866666666667
FAH	0.74975
OR51E1	3.2715
CDC2L6	-0.452166666666667
DNTTIP1	-0.3405
PAX8	-0.360666666666667
TMEM116	-0.4375
C1orf150	-0.384
PRO2012	-0.165
MRPL40	-0.0215
BEX1	-4.1284
SLC2A4	0.087
PKMYT1	-1.085
FEZF2	-0.5842
SLC26A9	-1.8385
MAP2	-0.22775
LYL1	-0.16625
SLC25A19	-0.744666666666667
NOS3	0.9255
ZNF34	1.121
TMPRSS11F	-0.3125
FAM43A	0.90475
FCRL4	-0.3785
KLF14	-0.41375
FLRT2	0.840166666666667
WRN	-1.94275
SDF2	1.2517
KRT8P12	0.40425
C6orf195	1.691
C9orf125	-0.6705
DZIP3	-0.244125
RIT1	0.352666666666667
SCML1	-2.981
RHBDF2	-0.028375
OR2G3	1.452
REXO1L1	-0.3355
MAP3K7IP3	-0.602875
C3orf57	-4.94375
FBXW11	-0.911166666666667
ETAA1	-0.55075
C14orf131	-0.3402
AKT1S1	0.73075
SLC12A5	-0.791571428571429
C9orf164	1.3895
NRIP3	-1.25725
NOS1AP	-0.809
TMEM121	1.37125
SAP30BP	0.3435
DGCR6	1.47775
WDR76	-1.14475
FAM82B	-1.00941666666667
LOC606495	-1.2665
MAP9	2.09166666666667
BCDIN3D	0.591
CXorf36	3.43533333333333
DSCR3	-0.848
ZFAND3	1.015125
C7orf43	0.324333333333333
SPSB3	1.0135
C19orf19	0.359
FAM133A	-1.673625
C12orf25	0.28875
SLC39A3	0.556625
DISP2	-1.41025
PI4KAP2	-1.7875
MKRN3	-2.752
ADAMTS13	-0.619
CBLN3	0.3802
TTYH1	-0.781833333333333
C3orf18	0.6735
FLJ13236	0.62775
ZMYND12	1.041
C18orf25	-0.37075
GLB1L3	-0.5845
ATP13A5	3.669
RANBP10	-0.04925
CD96	-1.2973
DENND1C	-0.7665
RBMS3	1.3267
SLC41A3	0.450333333333333
DGCR6L	1.7845
TMEM128	-0.0251666666666667
CSNK1G3	0.164928571428571
MOBKL2C	1.513375
TSPAN6	0.01375
MATN2	-0.2258
MSL2L1	0.274833333333333
ST6GALNAC2	1.1095
FGFBP2	0.037
FGL1	-5.9985
MPP3	-0.693333333333333
ARHGEF6	0.558166666666667
TGFBR2	1.27475
ACMSD	1.60225
IL33	2.39125
C9orf5	-0.0615
DEAF1	1.0696
AMN	0.082
DEFA6	-0.426625
RNF212	-0.28725
METT5D1	-0.0715
CIB1	1.0313
TSSK1B	0.00700000000000001
KIAA1727	0.72025
ZNF680	-0.7055
LOC399900	-3.048
LOC152217	-0.038
CTNNAL1	-3.051
CIT	-2.4515
TLE6	1.5535
ZNF607	-0.285
HERC4	-1.15033333333333
DRAP1	0.2847
PEMT	0.53125
C10orf111	-0.333
ZNF575	1.926375
KCTD7	-0.19475
MYO1F	0.910125
LOC285382	-0.2595
RAB11A	1.1594
PLCD3	-0.12925
C15orf28	0.62275
PTBP2	-1.255125
CTB-1048E9.5	0.191875
C19orf60	0.599666666666667
C7orf25	0.723833333333333
SETD7	1.230125
HOXB9	-4.47
VANGL1	-0.029875
CHAF1B	-2.3955
NDUFA3	0.631
KIAA1328	-0.0913333333333333
SHARPIN	0.71825
TTC23	-0.32875
UGP2	0.0101666666666667
ANKIB1	-0.3913
CIRBP	1.19671428571429
SEC14L4	-3.536
OVCH1	0.0903333333333333
VPS52	0.13975
FAT	-0.0445
M6PRBP1	0.69525
GPRIN3	2.002
PPM1F	-0.0678333333333334
TSR1	-1.57775
CCDC85A	2.5055
PCSK5	2.6155
ZFHX3	0.317
HEMK1	-1.1855
PGBD2	-0.6345
RSRC2	-0.206833333333333
AURKC	-0.777833333333333
SCRIB	-0.6845
ORM2	-4.82983333333333
FAM115A	0.1887
FZD6	-0.0095
UNC119	0.252
GPX3	0.8558
NOV	-0.052375
CABC1	0.170375
CDC42SE2	-0.0286875
EIF2S2	-1.3113
RNF130	0.928875
CKAP5	-0.228833333333333
RP11-413M3.2	1.56125
C10orf18	-0.2362
TMEM93	-0.67275
DYX1C1	0.9765
KCNMB2	-1.94
ANK3	1.2175
KRT5	1.2469
CDH12	-1.3435
QRSL1	-0.56625
JUB	-1.95725
SHC4	-0.333875
CCL15	1.76316666666667
CCDC22	0.8945
SNX24	0.49025
RARS	-0.36375
MORC2	0.528875
FAM48A	-0.587
MT1H	-0.7965
PPP1R14C	-2.0225
FOXD1	-2.21171428571429
C1orf213	-2.36125
AMT	-1.9968
DSN1	-1.526
PTPLAD2	2.92175
DIS3L	0.542
RASL11A	0.60825
GPRC5B	0.532125
FRMD7	-0.243
STRN4	0.03625
KITLG	0.803727272727273
HDGF	-0.47975
OR1S1	0.267
SETX	0.2335
DDR2	1.290875
KCTD12	2.33775
LYZL2	-1.42025
WDR52	0.395
TMEM2	0.7945
ZNF579	0.855
LOC200810	0.053
TNFSF9	-1.396375
PPFIA4	-2.69875
CNIH3	1.19466666666667
MAP4K4	-0.191714285714286
ROD1	0.199142857142857
ALS2CR12	-0.929833333333333
DOCK3	-1.51833333333333
PAQR9	-4.911
ASB17	0.6188
STX16	-1.613375
FEZ2	0.1806
DLAT	-1.23466666666667
KIF21B	-1.0305
CDC5L	-0.127
TMEM119	2.24766666666667
CRIP3	-1.50175
TPSD1	-0.6398
TEPP	0.54525
GNGT2	1.1095
C21orf121	1.0295
WNK1	-0.359583333333333
FLJ10490	1.0949
OR51B5	-3.535
LOC203547	-1.123875
HAS1	-1.1025
PPA1	-0.774666666666667
ST7	-0.037125
C11orf46	0.5473
POPDC3	-4.31583333333333
ACOX2	2.28366666666667
ATCAY	-0.67225
TM4SF19	-2.0405
MFSD9	-0.365166666666667
PDHB	-0.72925
ERN1	-0.214
LCE3C	-0.1615
GPR111	0.5085
NOTCH3	2.02
ADAMTS5	3.31325
B3GALT1	-0.457333333333333
UGCGL1	0.153
FAM58A	-0.174166666666667
FBXO32	2.70475
CLPP	-0.0675
NXPH1	-1.596
MTMR3	0.659833333333333
ATP1B3	-0.8525
TMEM16A	4.2565
HIST1H3F	-0.0186666666666667
TRIM25	-0.436833333333333
SDCBP2	1.585
CRKL	-0.755
HOXB2	2.13616666666667
ANP32B	-0.930875
GATM	2.8755
AP4E1	0.417
EDG5	0.359
CDKN3	-2.75233333333333
CDH4	-1.27425
PGD	0.113
RND1	1.3375
GAD1	-2.5934
MPG	0.307125
LOC440350	-0.7215
ZNF133	-0.14525
SERPINB12	-0.846
AMELY	0.4055
DHX36	-0.9675
TNFAIP8L2	2.39083333333333
PHTF2	-0.282277777777778
CCDC112	-0.136833333333333
IQCC	-0.573
HEYL	4.28816666666667
FTSJ2	-0.0878333333333333
APPL1	-0.30575
RAB43	0.323642857142857
OR10G2	0.1815
WAC	0.329666666666667
ADCY9	-0.108625
RUNDC2B	0.4675
PYCRL	0.00469999999999995
AGPAT7	0.113833333333333
SLC22A9	-1.0615
CDKAL1	0.074
PDYN	-0.1592
C20orf74	-0.17325
MTMR11	1.03825
VAV3	1.771
DAPL1	5.0165
STXBP3	-0.45525
EIF3G	-0.00625
ARHGAP22	-0.21125
NPFFR1	-0.0515
NPC1	-0.206333333333333
ALDH9A1	1.54833333333333
ZNF600	-0.39925
ZNF678	-0.275833333333333
RASSF1	-0.436666666666667
ADD2	-2.37785714285714
PITPNB	-0.1065
PKD2L2	0.0961428571428572
LRP11	0.96975
CDKL1	0.66425
SMEK2	-0.1495
PRODH2	-3.8625
C11orf54	-0.593333333333333
SFRS11	-0.8525
IL7	-0.3145
ALS2CR16	0.75525
BTG3	-0.840833333333333
PAK2	-0.543166666666667
RP11-679B17.1	-0.70775
GATA4	-3.06366666666667
ATP2B1	-0.6645
LOC130940	2.305
C1orf172	1.464
ATF7IP2	-1.98
SLC25A43	-0.637666666666667
CENTG3	0.492916666666667
IGF2BP1	-5.0205
FCHSD1	0.5575
CAMK2N2	2.01666666666667
ELAVL3	-0.0102
NBPF15	-0.226833333333333
UBE2J2	0.799272727272727
GNL2	-0.39875
PRR3	-0.1898
NLF2	2.0515
OR4F6	-0.7275
KLHL24	0.691833333333333
CCDC88A	-1.7489
SGPP1	0.206833333333333
C10orf11	1.239
SLC35B4	-1.04616666666667
UGT3A2	-1.623
ARNT2	1.0094
CBR1	-0.7095
ITPR3	-0.670166666666667
TRAPPC6B	-0.5596
AMZ1	2.151
ARP11	0.14125
WDSUB1	-0.4055
APBA1	0.678166666666667
RAB2A	0.8984
C6orf162	-0.136875
HPSE2	0.169
PLCE1	-0.591
INSL3	0.746
DLG1	-0.43
PTPLA	-2.97525
PIGX	0.23025
TFIP11	0.8055
FIBIN	3.9265
POLR2G	-0.498
GRAP2	-1.7013
DNAJB8	0.3385
CNBP	0.17
WASF1	-1.5435
INPP5E	-0.3767
HSPB1	0.4288125
TMEM167	0.1722
CUBN	0.62875
IGF1	3.5655625
ITPK1	-0.00919999999999998
NAALAD2	-1.486
G3BP1	0.2236
NT5DC1	0.049625
CYP39A1	0.195
TMEM139	0.360916666666667
POLK	0.1391
GLULD1	-1.889
RBM15	-0.803
AMZ2	0.113
GDF15	-2.48633333333333
MESDC2	0.258
INCA	0.284666666666667
ACY1L2	-2.4305
GZMM	-1.01166666666667
PAIP1	-0.88975
CACNA2D1	0.794
STK32C	0.1625
SH3BP4	1.404
DEC1	-0.639
PADI1	0.373
UBB	0.5678
PON3	2.4375
PROP1	0.649
ANKRD13B	-0.204
ADCK1	0.064
TCF25	0.450333333333333
SLC38A5	-0.267
CXorf26	0.6075
C19orf39	0.0365
PPP1R13B	0.21625
ARL2	0.1405
TCL6	0.265909090909091
TOP3A	-0.649
SLC16A14	1.076625
FXYD6	2.58916666666667
HIST1H4E	-0.42975
BBC3	1.13015789473684
UNC5A	0.35
FAM86C	-0.5193
PI4KB	1.03625
B3GAT1	-3.5475
SUSD2	1.23833333333333
OAZ2	0.648333333333333
NOC4L	0.05075
C10orf12	-0.77325
FADS1	-1.356
LOC144097	-0.782
DKK2	1.8685
KIAA1949	0.18625
RHOT1	-0.1731
OXT	2.67966666666667
GPR153	1.2895
ARL4A	-0.641166666666667
SAAL1	-1.484
CCDC64	-0.162
USE1	-0.242333333333333
HNMT	0.815
PCGF3	-0.279125
CYP2C19	2.112
C20orf4	0.3525
CCDC11	0.0990000000000001
ACSBG2	1.18
RWDD2A	-0.06125
PALLD	3.32625
CPLX4	0.875
LOC492311	1.1855
KPNA2	-1.83533333333333
MACROD1	0.3994
TMCO3	0.0958333333333333
C15orf52	-0.546333333333333
BIRC5	-1.81433333333333
PRR16	0.268
FAM63B	0.64175
KATNB1	0.207166666666667
WNT8B	-0.011
CPLX3	0.574
GHR	2.0595
CCDC124	0.04275
BCLAF1	-0.746
GOLGA3	0.699
