Hybridization REF	TCGA-BH-A0DO-01B-11R-A12D-07
RY1	-0.490833333333333
ATAD2B	-0.103625
ARHGAP17	-0.2606
KCNIP3	-1.32475
SFPQ	0.02825
GFRA4	0.589166666666667
AKR1B10	-2.049625
TIGD6	0.994666666666667
RGS16	1.1
URB1	-0.817833333333333
OR4C46	-0.0758
TOP3B	-0.289
NFATC4	0.512
CA14	-4.59475
BMPR1A	-0.0095
SNRP70	-0.1115
PRL	-0.196818181818182
C6orf130	-0.21475
STAG2	-0.027
CD55	-1.38728571428571
RPS23	0.47
SSX2	-1.63016666666667
FDPSL2A	-0.34175
FBXO27	-0.4355
SYNGR3	-1.6165
TMSL3	0.167
EML1	-1.84
NUP93	-1.13891666666667
SMAD3	-0.5585
KIAA1189	-0.089
HNRPUL2	0.4365
TBC1D12	-0.327833333333333
C16orf24	0.86525
MRVI1	0.699833333333333
ZNF581	0.0233333333333333
ELOVL3	-0.009
OR51Q1	0.06425
CACNB3	1.04333333333333
GALNT13	-1.326375
C10orf84	0.6083125
NEDD4	-0.5527
SPO11	2.424
OR5AU1	0.3445
NEK4	-0.203285714285714
PRKAR2A	-1.00133333333333
IHPK1	-0.322
ATP6V0B	0.045875
CACNA1E	1.412
CEACAM8	1.346
PEX14	0.198
FLJ12993	1.765
ZBTB38	-0.582
PCTK2	0.5155
LRRC16	1.3691
FBLIM1	0.701083333333333
FYCO1	1.34525
RP5-1022P6.2	1.327
CMTM1	0.0506666666666667
PLTP	0.0155
RAPH1	1.352875
DOCK8	0.734625
EZH2	-2.14846666666667
SLC25A1	-0.517
PLEKHB1	0.982
GRB7	1.2877
ZFP37	0.215
MRPL33	-0.51225
PELO	-0.62575
ARMC1	-1.01036363636364
C9orf27	0.143
FLJ25778	-0.92
C9orf37	-0.613
TMEM66	1.2155
SPRN	0.280375
HBEGF	1.097
PI4KA	-0.5925
LEPRE1	-1.066
POU2AF1	-0.648125
MRPL12	-0.973166666666667
REP15	-0.9915
ZC3H3	0.424
RASAL1	-0.33275
DDAH1	0.883375
ACBD5	0.402125
TMC2	-0.0605
CCDC137	-1.5775
SAMD13	-0.8945
UGT2B15	-2.23933333333333
TIPARP	0.52675
DNASE1L3	2.511
TRIM72	0.538666666666667
DBX2	2.03625
IPO8	-0.9555
C21orf88	0.0261
MAP3K14	2.16625
LOC51233	0.183166666666667
GGTLA4	-0.09075
PDE6D	0.00325
ZNF117	0.211
CLK2	-0.142875
NKRF	-1.1455
TNFSF15	-0.5755
DUSP2	0.531375
SECISBP2	0.0683
GABRR2	-0.3895
PPAP2C	1.97675
LOC51145	0.0715
PAG1	-1.14675
PIK3C3	0.201
GNG10	-0.473
APOL4	0.643833333333333
ANKRD28	-0.888875
STMN3	-1.2855
RAB14	0.6529
CDK2AP2	0.79875
HDDC3	0.132625
COMMD7	0.438375
CXXC1	-0.0485
HMCN1	-0.296666666666667
CD40	1.01625
DYNC1LI2	-0.5254375
GDI1	-0.033
LOC646938	0.098
VSNL1	-1.09033333333333
PIH1D1	0.0755
RAET1G	-0.258
KRTAP5-9	0.0635
EFTUD2	-0.90675
ZNF311	0.938333333333333
ATP6V1G3	0.7375
OR2W3	1.1995
SCN4A	0.64825
MED10	-0.985
FAM135A	-0.88
ARHGAP4	-1.138
EHMT2	-0.6825
UFD1L	-0.7385
ERMP1	0.269
MAG1	-2.43183333333333
THAP8	-0.1185
HACE1	-0.313
FAM82C	0.0976666666666667
C3orf20	0.5275
UNC84A	-0.279166666666667
SCD5	-0.311214285714286
LASS6	1.5555
LSG1	-0.254666666666667
MAL	-5.01525
GPR22	-0.708
WDR5B	0.964
ACTRT1	1.6555
C17orf60	-0.489
GRIN2C	0.2017
ARMC8	-0.456166666666667
SLC47A1	-2.324
DMPK	0.0115
DHRS13	-0.927333333333333
SMC1A	-0.570333333333333
KRTAP17-1	0.11125
SMYD5	-0.24325
TUSC2	0.507875
CRHR2	0.4575
KIR3DL2	0.518
CCDC104	0.39325
ATP2C1	0.825875
CROT	2.0575
PABPC3	-1.15366666666667
EGR1	2.75216666666667
THSD1	1.15475
KHK	-1.7245
SLC12A2	1.7265625
CD58	-0.40675
STOX2	-0.3935
CCDC76	-0.6965
CCDC48	4.79675
DNAH1	0.456333333333333
ZIC4	-0.175125
OR1G1	0.6935
PSMC6	-0.634
PROKR1	0.382
ABCB1	0.567
TRAT1	-1.56775
LLGL1	0.277
MTF1	-0.0255
USP54	0.096375
PAGE2B	-3.4845
ITGB7	-3.7345
CCDC81	0.072
LOC149837	0.12225
SCUBE1	3.202
ZSCAN10	1.222
HUWE1	-0.371571428571429
CDH17	0.729
CD180	-0.133
IL17A	0.092
TMPO	-2.296625
KIAA1524	-2.45633333333333
HDGFRP3	0.143666666666667
OXCT1	-1.99336363636364
RRAS2	-1.64683333333333
LTBP2	3.099625
SV2B	2.49966666666667
CYP2A6	5.247375
PKD1L2	-0.696333333333333
PPM1M	0.9655
FLJ22662	1.62583333333333
ZNF502	2.344
GP6	-1.2045
CRYBA2	-0.2565
LEF1	0.5972
CTPS	-2.28171428571429
EYA1	-3.25733333333333
EPS8L1	2.18025
MAPK14	-1.31658333333333
SERPINB2	-5.339625
GTF2F2	-0.4245
ZNHIT4	-0.0625
PLA1A	0.55275
C20orf114	4.3875
HPR	-4.1655
C18orf2	-3.6205
SATB2	-2.18425
KCNJ9	-0.409714285714286
MGC157906	0.18
MOCS3	-0.0325
C17orf71	-0.417333333333333
PPHLN1	-0.1383
HIST1H2BN	-1.54625
RAPGEF1	-0.884125
MAP3K8	0.019
DLG4	0.586166666666667
STC1	0.03325
CDGAP	1.4245
DDX26B	-0.67225
LOC150223	-1.2535
CPSF3	-0.965166666666667
TMEM14A	0.47575
MYH3	-1.0865
GPKOW	-0.0035
SULT1A1	0.1495
SPON1	3.913
YY1AP1	0.498333333333333
RAB23	-0.7825
PLA2G4A	-3.4205
MAPRE3	-0.0375
ZNF516	0.393071428571429
GGPS1	1.33725
EXOC3L2	-0.019
C19orf42	1.1808
MAP2K2	0.082
HIST1H2BB	-1.01625
RNF19B	0.8505
C6orf128	-0.434333333333333
TLR8	2.333
PCDHA9	0.2315
CARS2	0.442375
CLUL1	3.23983333333333
RHAG	-4.06716666666667
UNK	-0.049
EXOC8	1.2394
C9orf95	0.903
C14orf143	0.248166666666667
MAML3	0.129625
LDHA	-1.55575
MRPL20	-0.013125
KLHDC6	1.09816666666667
ATP5S	-0.0301666666666667
C8orf55	0.1155
PHF19	-2.328625
KRTAP13-4	0.6915
TTC5	-0.14075
XKR5	-1.256
SILV	-4.89
TEX28	-0.02
TCTN1	1.2025
CX40.1	-0.01525
PPP2R5C	-0.37125
C12orf30	-1.42033333333333
CAPG	1.7275
MPZL1	1.3091
ARSB	-1.54016666666667
TDH	-2.3105
WASF4	-0.047
TSSK3	-0.629333333333333
7A5	0.271
CRISPLD1	2.40025
MAD1L1	-0.169666666666667
SPIN4	-0.565
AMPD1	2.31975
DPYSL5	0.4845
INPP1	0.081
ANKRD11	-1.50144444444444
NPAS4	-0.15175
GCET2	0.4633
RNASE9	2.5325
GUCY2D	0.4655
CCDC98	0.296
FGF4	-0.2115
CPM	-1.47483333333333
SLC26A4	4.1165
PLD5	0.8865
FAM59A	1.9804
FBXO5	-2.59522222222222
SIPA1L1	-0.325875
DPYS	1.89875
ATG4D	0.44275
TGM3	0.4855
MTCH1	-0.075875
HK1	-0.416357142857143
CDC26	-0.00525
GALNT12	-3.1435
LOC339229	-0.12725
MRPL35	-0.613875
ORC4L	-0.159
TNKS	-0.0332142857142857
C2orf24	0.385166666666667
ZNF553	0.541666666666667
GGTLA1	3.1548
ZNF497	0.0895
CDY1B	-0.0706666666666667
SLC30A4	-0.641625
TUB	-0.076125
ARHGEF18	0.70225
ARRB1	0.571
KCNK1	1.646875
EREG	-1.5289
SCAMP5	0.3505
RUNDC3B	1.85725
ADAMTS20	-0.114
IL17RB	0.69125
FLJ20323	0.036
MCAM	-0.507625
POLR3E	-1.157
AQR	0.502
IPMK	-1.8235
CDCA7	-4.563625
CAMP	-0.36275
GRHL3	-0.2675
ADAMTSL2	0.895666666666667
CLMN	2.10333333333333
SSTR3	0.3195
MAGEA5	-2.75916666666667
OVOL2	4.16425
JMJD1B	0.42475
RBL2	-0.2382
PYGO2	0.98975
PPP1R10	0.449666666666667
CSE1L	-1.52333333333333
LCA5	1.77075
RDH16	-0.38325
ASRGL1	0.5675
TOM1	0.4955
PTX3	-5.32175
TTC15	0.61075
SCGB3A1	3.38566666666667
MRPL50	-1.54075
RCAN3	0.274375
SLC26A11	1.0985
STYX	-0.284166666666667
CINP	-0.1255
MARCH7	0.29475
PFKM	-1.22933333333333
SGMS1	1.094
RIOK3	-0.6081
C1orf110	-0.0225
CES7	-0.06025
LOC440248	-1.32
PPP1R12C	0.13025
C10orf27	0.213
ATG9A	-0.35975
MRPS26	0.32825
TMEM40	0.475
ELP3	0.6228
ZNF787	0.7162
HIAT1	0.116125
C8orf34	0.8735
MGC4655	0.0011
PELI1	1.59933333333333
PPT1	-0.1868
SLC35C2	-0.0736666666666667
C6orf125	-0.6535
MUC4	2.4415
RFC4	-2.38257142857143
GNB2	0.535833333333333
NUP50	-0.328428571428571
SULT4A1	-1.0895
C7	4.419
CCDC130	0.611333333333333
ARRDC4	0.96825
RQCD1	-0.85375
GLYCTK	-1.01425
AYTL2	-0.716545454545454
MTUS1	1.7257
LEMD3	0.00533333333333332
PLEKHF2	1.766
HOXA7	0.512375
GTF3C2	-1.223
DYNLRB2	3.7805
CNOT10	-0.29875
MR1	0.7255
FFAR1	0.157
PRIC285	0.37325
SLITRK6	4.89625
LIX1	-3.027
UBE1L2	-1.303
F8	1.601
ACHE	-0.0383333333333333
KPNA5	0.00775000000000001
TNFRSF12A	-1.9485
EGR3	2.444
SERPIND1	-3.90383333333333
OASL	0.3355
IFRD1	-1.276
WDFY1	-0.717333333333333
ZNF267	0.417125
ACCN5	0.232
ZBTB6	0.176
PPP1R3A	0.2185
PRRT3	2.00675
FBXL19	-0.6145
TXNIP	1.68628571428571
ACTN2	-1.71025
ATG9B	-0.46225
C9orf117	1.369
IL27	0.723
RPL36AL	0.188166666666667
KLK15	-0.578666666666667
CHAD	3.105
RAP2B	-0.8467
HEBP2	0.88775
ZNF342	1.028
CAMK2G	-0.4015
TLR3	0.751
FGF14	5.81125
HMGB2	-1.47075
TRPM5	-0.0788333333333333
OR5M11	0.6695
KIF3B	0.0203684210526316
PRICKLE2	1.031
MTMR9	0.041875
C3orf27	0.20125
GLRA3	-1.77483333333333
NSDHL	-0.447
TMEM32	-0.3735
POLR2D	-1.33283333333333
MYADML	0.335
C9orf114	0.141
MRGPRX1	0.876
TOPORS	0.583
CLDN19	2.30575
C1QL4	0.061
RNF165	-0.679
DHRS9	-0.11425
DNAH2	0.4755
FXR1	-0.665166666666667
ZMYM3	-0.29925
CASP3	-0.264666666666667
FAM120C	-0.7945
SCLY	-1.73925
CA7	2.2785
ENTPD5	2.25166666666667
ZNF461	0.344625
PDIA5	0.154
C1orf19	-0.385833333333333
TMEM67	0.1505
KCTD20	-1.31525
WDR47	0.752
FLJ38723	1.4785
KLRF1	1.43133333333333
TAS2R16	0.1135
CLDN12	1.44
PRKCE	0.02075
UBXD4	-1.23125
ITGAM	3.2765
GLT8D3	-0.53125
WDR31	0.5063
RGS2	1.96
OR51L1	-0.02
MST1R	0.80025
KIAA1737	1.742
OR4A5	1.023
GLIS1	-1.38566666666667
PTMA	-0.0309285714285714
NAPA	1.4895
PRDM11	0.4415
LIPF	0.041
DIRAS3	2.67725
ASGR2	-4.052125
C1QTNF4	1.7615
PIK3R4	0.278166666666667
ARMC3	5.35975
NDUFV3	-0.722166666666667
BTBD3	-0.399
PPP1R2	-0.125833333333333
UBE2NL	-0.01825
FOSL2	1.05021428571429
FAM119A	-1.71283333333333
TUBA4A	-0.9242
KRTAP12-1	-0.19525
SFRS2	-0.78825
RHPN1	-0.2266
EEF2	0.182166666666667
ZDHHC11	-1.06633333333333
EPHA3	-1.80011111111111
RBM12	-0.32925
H2AFJ	0.21875
EDIL3	0.596
KIF26A	-1.12575
SERGEF	1.0635
B3GALT4	2.3905
LOC90925	1.1665
OSCAR	-0.287125
NPFF	0.4335
DEDD	0.52125
TMEM155	-1.469
PTPN1	-1.2315
SCYL2	0.174166666666667
SKAP1	3.162
LEAP2	-1.67683333333333
GADD45G	2.1213
IFITM3	0.6285
PILRB	-0.0421666666666667
SLU7	0.45475
DSC3	1.1035
DNMT3L	-1.29025
PAPD5	-1.2995
B3GNT3	-1.07366666666667
LHCGR	0.713
MSL-1	-0.4125
UBE2S	-2.042625
SAP130	-0.22475
ANAPC11	-0.06625
MAGED4B	-1.529
ATP6V1B2	-0.1185
C14orf179	0.942375
CAPZA1	-0.278375
CDYL2	-0.036
GLRX3	-1.23866666666667
LOC136288	-1.26775
MOBKL1A	0.08175
HTR2B	3.157
CRYGD	0.195833333333333
NUS1	-0.871833333333333
PGRMC1	0.291
MYOM2	0.71075
FLJ39653	-1.09766666666667
CHM	-0.2709
OR5M8	0.223
ZNF619	0.733
FAM105A	1.87375
CCNL1	-0.582625
NAP1L3	0.1615
C10orf57	1.949
B3GALNT1	0.334166666666667
CSN1S2A	-0.077
TCP10L	0.41275
GDAP2	0.303625
DMKN	0.222833333333333
COX6B1	0.15875
DNASE2	0.7605
MSH5	-1.5755
LGMN	-0.479375
USP31	-0.1146
OR13C8	0.675
SDCBP	-0.4039
NUDT11	-2.23
PYGL	-1.17916666666667
SNPH	2.54316666666667
B3GNT4	-1.2975
MIZF	0.1315
NUBPL	-0.180125
NOD1	0.412666666666667
CDH22	2.470625
NUBP1	0.591333333333333
DSCAM	-3.44025
DGKI	1.086
FAM136A	-1.191
AKAP1	-0.0586666666666667
SLC16A6	-0.77525
RIN3	0.19725
PSG2	-0.16575
DIP2B	-0.530916666666667
PSORS1C1	1.0993
KIAA0495	0.581
FLJ90709	0.0553333333333333
LPA	-0.3565
PIGA	-0.0825
LY75	3.46466666666667
UTS2	-6.34866666666667
RREB1	0.30775
GALNACT-2	-0.0675
MGC3196	-0.63325
FLJ31568	1.475
LPHN1	0.346
SP1	0.433625
TOX4	0.409833333333333
HSPA9	-0.2696
APOBEC1	-2.6525
SLC35E4	-1.07475
LSM5	-0.7325
SURF1	0.36925
ZBTB1	0.200166666666667
GTF2F1	0.48525
RPS15A	0.241
DUSP21	-1.11333333333333
GINS4	-3.66333333333333
MYO15A	1.4085
GIMAP7	3.776
MGC13379	1.28575
ATP6V1E2	-0.473166666666667
UTP3	0.25675
HNRPA3	-0.57975
MT4	0.474
C14orf155	-0.366
U1SNRNPBP	0.47175
CKLF	-1.37416666666667
PLEKHN1	-1.25233333333333
MBNL1	-0.31275
NUP160	-1.10125
ACSM2A	-1.06675
LOC129881	1.47825
KIAA1529	0.872
FLJ22639	-1.0645
HAND1	-1.112
GSX1	0.625
FGA	-4.6479375
SERPINB1	0.16425
ZNF642	0.64975
IGFBP1	-7.62425
SLC1A1	1.59575
DHX57	-0.366875
ZNF766	-0.0115
PTPN21	0.0524
GDPD3	-1.3955
PNPLA5	0.327
TBR1	-0.00459999999999998
FAM116A	0.43775
IQGAP1	1.022875
FOS	2.63
ZNF226	0.871375
FIGNL1	-0.366666666666667
C14orf1	0.390166666666667
ZMYND17	0.019
PUS7	-0.843333333333333
TUBB6	-1.257125
KCNQ2	-1.367
MARCH6	0.287583333333333
CCDC33	0.207
PRODH	0.05525
RBM11	1.31675
EPHA6	-0.0672857142857143
SLC43A1	-0.151
LOC196541	0.463375
NTN1	1.8195
ING4	0.68125
PCDHB10	0.33025
DPH2	-0.7065
SPACA4	0.0265000000000001
FBXL21	-5.3085
DIAPH1	-0.561
ZNF71	0.8335
CEP76	-0.7015
CORO1A	-0.84825
RRM2	-4.065625
EDG4	1.31425
OS9	0.308666666666667
SLC4A1AP	-0.5365
COG5	0.06175
COPS8	-0.52375
NGLY1	-1.0085
NCBP2	-0.361
C17orf42	-0.242
GPSM3	0.54775
SIL1	0.977666666666667
ASB6	-0.127
SMAD5OS	0.350333333333333
UNC93A	-3.6035
A1BG	-0.126166666666667
C21orf62	0.61575
FMO5	2.3525
ATRIP	0.790166666666667
CEBPG	0.00266666666666667
C7orf38	0.079
TNFRSF1B	0.359833333333333
CLEC1A	2.08433333333333
IQSEC1	0.658
PATZ1	1.7573
RBM22	0.239125
BAG2	-2.42233333333333
PAQR5	-0.700666666666667
C9orf127	1.2011
THNSL1	0.252
SHROOM3	3.2347
JAM2	1.34
SNRPN	-1.628
ALX4	0.478
CACNA1S	-0.059
FAM130A1	1.5025
CORIN	1.5015
CD300LB	0.62
PLEKHG6	0.4385
LRRC40	-0.73575
PCLKC	-0.9965
PCDHB16	-0.159166666666667
WNT2B	1.02683333333333
ASNS	-2.14877777777778
MRPL49	0.4755
FLJ46111	-0.71525
ISG20	-0.869375
SMU1	-0.0605
CASZ1	0.867
POLR1D	-0.328666666666667
GIN1	-0.14325
SNAG1	0.298166666666667
ANKRD29	-0.981
CDKN2AIP	-0.014
KRR1	-0.265
CXCL1	-2.81616666666667
EPM2A	0.156
PC	-0.0251666666666667
DEFB127	-0.6165
PDZRN4	1.07283333333333
FAH	0.94875
OR51E1	1.6645
CDC2L6	-0.908166666666666
DNTTIP1	-0.66525
PAX8	0.38225
TMEM116	0.1075
C1orf150	0.3645
PRO2012	-0.7
MRPL40	-0.718666666666667
BEX1	-3.3385
SLC2A4	-0.268
PKMYT1	-1.9435
FEZF2	-0.656833333333333
SLC26A9	-2.337
MAP2	0.12775
LYL1	-0.957
SLC25A19	-1.92383333333333
NOS3	-0.4335
ZNF34	0.835833333333333
TMPRSS11F	-1.71533333333333
FAM43A	-0.34525
FCRL4	0.217666666666667
KLF14	0.0725
FLRT2	0.192166666666667
WRN	-1.04725
SDF2	0.6984
KRT8P12	-0.5675
C6orf195	-0.448
C9orf125	-0.729
DZIP3	-0.68025
RIT1	0.0639166666666667
SCML1	-2.813
RHBDF2	-0.281
OR2G3	0.4885
REXO1L1	-0.315
MAP3K7IP3	0.011625
C3orf57	-4.56275
FBXW11	-1.00566666666667
ETAA1	-0.1755
C14orf131	-0.2214
AKT1S1	0.6005
SLC12A5	-1.016875
C9orf164	1.14325
NRIP3	-0.611375
NOS1AP	1.546
TMEM121	0.6075
SAP30BP	0.0672
DGCR6	0.49825
WDR76	-1.887
FAM82B	-1.06258333333333
LOC606495	-0.3155
MAP9	1.27866666666667
BCDIN3D	1.43725
CXorf36	3.47383333333333
DSCR3	-0.6868
ZFAND3	0.435125
C7orf43	0.464166666666667
SPSB3	1.0309
C19orf19	0.314
FAM133A	-2.708125
C12orf25	0.12925
SLC39A3	-0.0165
DISP2	0.9085
PI4KAP2	-2.1105
MKRN3	-2.85183333333333
ADAMTS13	-0.031875
CBLN3	0.1699
TTYH1	0.202166666666667
C3orf18	1.6105
FLJ13236	-0.77325
ZMYND12	3.859
C18orf25	0.1855
GLB1L3	-0.514
ATP13A5	2.86
RANBP10	-0.26575
CD96	-1.7279
DENND1C	-0.36325
RBMS3	1.6136
SLC41A3	0.630333333333333
DGCR6L	0.5465
TMEM128	0.8745
CSNK1G3	-0.314071428571429
MOBKL2C	1.065125
TSPAN6	0.895625
MATN2	1.279
MSL2L1	0.0681666666666667
ST6GALNAC2	1.07983333333333
FGFBP2	1.553875
FGL1	-6.58716666666667
MPP3	-0.6835
ARHGEF6	1.1955
TGFBR2	0.567625
ACMSD	3.73275
IL33	4.5845
C9orf5	0.381666666666667
DEAF1	0.6342
AMN	0.112
DEFA6	0.068875
RNF212	-1.75225
METT5D1	0.320166666666667
CIB1	1.0668
TSSK1B	0.18075
KIAA1727	1.34275
ZNF680	1.38658333333333
LOC399900	-1.245
LOC152217	-0.1765
CTNNAL1	-2.018
CIT	-3.6165
TLE6	-0.0555
ZNF607	-0.52125
HERC4	-1.17183333333333
DRAP1	-0.6915
PEMT	-0.08075
C10orf111	-0.9205
ZNF575	1.33675
KCTD7	-0.59475
MYO1F	0.173375
LOC285382	0.121
RAB11A	1.1955
PLCD3	-0.46125
C15orf28	-0.20075
PTBP2	-0.272625
CTB-1048E9.5	-0.323
C19orf60	-0.268833333333333
C7orf25	0.593833333333333
SETD7	0.66675
HOXB9	-4.393
VANGL1	-0.1033125
CHAF1B	-2.2195
NDUFA3	0.40175
KIAA1328	0.133666666666667
SHARPIN	0.0965
TTC23	0.03175
UGP2	0.472666666666667
ANKIB1	-0.6659
CIRBP	2.31742857142857
SEC14L4	-3.04016666666667
OVCH1	-0.105833333333333
VPS52	-0.01825
FAT	0.26675
M6PRBP1	-0.07225
GPRIN3	-0.8055
PPM1F	-0.796166666666667
TSR1	-0.89875
CCDC85A	2.1085
PCSK5	1.88225
ZFHX3	-0.3675
HEMK1	0.1072
PGBD2	0.78625
RSRC2	-0.0701666666666667
AURKC	-1.23833333333333
SCRIB	-0.277875
ORM2	-3.73183333333333
FAM115A	0.3387
FZD6	-0.083875
UNC119	0.8105
GPX3	-0.1172
NOV	0.604875
CABC1	0.54275
CDC42SE2	0.213875
EIF2S2	-0.9217
RNF130	1.174625
CKAP5	-0.831833333333333
RP11-413M3.2	0.511375
C10orf18	0.4459
TMEM93	-0.5465
DYX1C1	2.321
KCNMB2	-1.515625
ANK3	2.41741666666667
KRT5	1.3539
CDH12	-0.69975
QRSL1	-0.22075
JUB	-1.15325
SHC4	0.02075
CCL15	2.22733333333333
CCDC22	0.1285
SNX24	-0.7405
RARS	-0.4515
MORC2	0.38575
FAM48A	0.054
MT1H	-0.822
PPP1R14C	-2.18616666666667
FOXD1	-2.07728571428571
C1orf213	-1.67525
AMT	-0.6566
DSN1	-1.86
PTPLAD2	2.8265
DIS3L	-0.34225
RASL11A	0.523
GPRC5B	0.98775
FRMD7	-0.159
STRN4	0.303
KITLG	2.67518181818182
HDGF	-1.60925
OR1S1	0.3525
SETX	-0.5722
DDR2	0.78075
KCTD12	1.44475
LYZL2	-1.2345
WDR52	0.0615
TMEM2	0.410625
ZNF579	1.04433333333333
LOC200810	0.06575
TNFSF9	-1.597125
PPFIA4	-3.46875
CNIH3	0.51
MAP4K4	-1.96028571428571
ROD1	-0.488285714285714
ALS2CR12	-0.7805
DOCK3	-0.781666666666667
PAQR9	-5.1045
ASB17	0.89025
STX16	-1.595375
FEZ2	0.166333333333333
DLAT	-0.5635
KIF21B	-1.243
CDC5L	-0.577
TMEM119	2.25383333333333
CRIP3	-0.63025
TPSD1	0.410666666666667
TEPP	0.582
GNGT2	0.52025
C21orf121	1.15975
WNK1	-0.3435
FLJ10490	0.703
OR51B5	-2.1075
LOC203547	-1.355125
HAS1	-0.438
PPA1	-0.6295
ST7	0.648375
C11orf46	0.978
POPDC3	-3.54066666666667
ACOX2	1.05966666666667
ATCAY	-0.6575
TM4SF19	-0.87425
MFSD9	-0.617166666666667
PDHB	-0.02425
ERN1	0.34975
LCE3C	-0.094
GPR111	0.135
NOTCH3	1.8025
ADAMTS5	3.123
B3GALT1	-0.67175
UGCGL1	-0.666333333333333
FAM58A	0.0793333333333333
FBXO32	2.91
CLPP	-0.33025
NXPH1	4.03725
MTMR3	1.1735
ATP1B3	-1.961375
TMEM16A	4.353875
HIST1H3F	-0.696166666666667
TRIM25	-0.775666666666667
SDCBP2	1.3995
CRKL	-0.902875
HOXB2	3.08566666666667
ANP32B	-1.424375
GATM	3.1805
AP4E1	-0.354375
EDG5	0.35075
CDKN3	-2.99833333333333
CDH4	-1.8945
PGD	-0.507833333333333
RND1	1.4395
GAD1	-2.1359
MPG	0.391
LOC440350	-0.568
ZNF133	0.03775
SERPINB12	-0.046
AMELY	-0.8624
DHX36	-0.88
TNFAIP8L2	2.605
PHTF2	-1.26505555555556
CCDC112	-0.715666666666667
IQCC	-0.304
HEYL	3.39283333333333
FTSJ2	-0.344833333333333
APPL1	-0.1735
RAB43	0.930071428571429
OR10G2	0.00650000000000001
WAC	0.333333333333333
ADCY9	0.25825
RUNDC2B	-0.2385
PYCRL	0.2905
AGPAT7	-0.2175
SLC22A9	-1.3698
CDKAL1	-0.688
PDYN	-1.2976
C20orf74	-0.236
MTMR11	1.22575
VAV3	4.11
DAPL1	5.111
STXBP3	0.32725
EIF3G	0.226
ARHGAP22	-0.74175
NPFFR1	0.1935
NPC1	-0.762333333333333
ALDH9A1	1.2805
ZNF600	0.326625
ZNF678	0.4715
RASSF1	0.00499999999999999
ADD2	-2.873
PITPNB	-0.523125
PKD2L2	0.273
LRP11	-0.65625
CDKL1	-0.51025
SMEK2	-0.017
PRODH2	-2.97533333333333
C11orf54	0.3585
SFRS11	-0.768
IL7	-0.6355
ALS2CR16	1.04575
BTG3	-1.54066666666667
PAK2	-0.804944444444445
RP11-679B17.1	-0.152
GATA4	-2.17583333333333
ATP2B1	-0.9355
LOC130940	2.326
C1orf172	2.639
ATF7IP2	-1.48725
SLC25A43	-0.046
CENTG3	0.322166666666667
IGF2BP1	-4.2873
FCHSD1	0.413
CAMK2N2	1.17683333333333
ELAVL3	-0.4971
NBPF15	-1.084
UBE2J2	0.217083333333333
GNL2	-1.0065
PRR3	0.0102
NLF2	1.42225
OR4F6	-0.204
KLHL24	0.707
CCDC88A	-2.5351
SGPP1	-1.3315
C10orf11	1.89316666666667
SLC35B4	-1.67983333333333
UGT3A2	-0.4045
ARNT2	3.568
CBR1	-1.005375
ITPR3	-0.872
TRAPPC6B	-0.4418
AMZ1	-1.854
ARP11	1.0215
WDSUB1	0.50725
APBA1	1.42783333333333
RAB2A	0.608
C6orf162	-0.00537500000000006
HPSE2	0.92075
PLCE1	-0.784
INSL3	0.347
DLG1	-0.4289
PTPLA	-4.04625
PIGX	-0.03725
TFIP11	0.533166666666667
FIBIN	2.948
POLR2G	-0.2955
GRAP2	-2.2299
DNAJB8	0.1215
CNBP	0.359666666666667
WASF1	-1.78575
INPP5E	-0.8415
HSPB1	-0.5164375
TMEM167	-0.4558
CUBN	0.18975
IGF1	3.9458125
ITPK1	-0.128
NAALAD2	-1.64875
G3BP1	-0.3634
NT5DC1	0.840375
CYP39A1	0.858
TMEM139	1.2945
POLK	-0.5406
GLULD1	-2.4245
RBM15	-1.24166666666667
AMZ2	-0.17325
GDF15	-3.692
MESDC2	-0.1145
INCA	0.5685
ACY1L2	-1.992
GZMM	-0.888
PAIP1	-0.0535
CACNA2D1	-0.511
STK32C	-0.4235
SH3BP4	1.30966666666667
DEC1	0.052
PADI1	-0.262
UBB	0.2155
PON3	0.6825
PROP1	0.5475
ANKRD13B	-0.9055
ADCK1	0.18375
TCF25	-0.39525
SLC38A5	-2.8985
CXorf26	-0.475166666666667
C19orf39	0.6315
PPP1R13B	0.61475
ARL2	-0.893
TCL6	0.111666666666667
TOP3A	-1.121
SLC16A14	0.795125
FXYD6	1.74766666666667
HIST1H4E	-0.473
BBC3	0.902947368421053
UNC5A	0.849666666666667
FAM86C	-0.5625
PI4KB	0.930875
B3GAT1	-2.181
SUSD2	1.83733333333333
OAZ2	-0.0236666666666667
NOC4L	-0.2145
C10orf12	-0.2455
FADS1	-3.132
LOC144097	-0.56675
DKK2	1.35283333333333
KIAA1949	-0.743
RHOT1	0.4912
OXT	1.05733333333333
GPR153	1.16425
ARL4A	0.000166666666666667
SAAL1	-0.5855
CCDC64	0.27
USE1	0.290666666666667
HNMT	1.45833333333333
PCGF3	0.1523125
CYP2C19	-0.57375
C20orf4	0.1245
CCDC11	1.57075
ACSBG2	-0.08025
RWDD2A	1.22775
PALLD	2.030875
CPLX4	-1.002
LOC492311	1.09325
KPNA2	-2.59883333333333
MACROD1	0.0466
TMCO3	0.624666666666667
C15orf52	0.2915
BIRC5	-3.34066666666667
PRR16	-0.0258333333333333
FAM63B	-0.57125
