Hybridization REF	TCGA-A7-A13D-01A-13R-A12P-07
ZNF434	-0.656
SMARCD1	-0.765833333333333
ZFP106	-0.5825
ZNF347	0.3451
GTF2E1	0.36825
RY1	-0.220166666666667
ATAD2B	0.441625
ARHGAP17	-1.0874
KCNIP3	-0.0145
SFPQ	0.4375
GFRA4	0.954
AKR1B10	-0.9875
TIGD6	-0.133833333333333
RGS16	2.063875
URB1	0.229333333333333
OR4C46	0.325
TOP3B	-0.32725
NFATC4	-0.076
CA14	-3.05775
BMPR1A	-0.509
SNRP70	-0.558875
PRL	-0.089
C6orf130	-1.63075
STAG2	-0.145
CD55	-0.350428571428571
RPS23	-1.74966666666667
SSX2	-1.2318
FDPSL2A	0.61575
FBXO27	0.7265
SYNGR3	-0.981666666666667
TMSL3	2.685
EML1	-1.119
NUP93	-0.141416666666667
SMAD3	-0.6903
KIAA1189	2.65133333333333
HNRPUL2	0.891166666666667
TBC1D12	-0.2255
C16orf24	0.08975
MRVI1	2.0282
ZNF581	-0.145166666666667
ELOVL3	-0.3155
OR51Q1	1.05875
CACNB3	1.93283333333333
GALNT13	1.648875
C10orf84	0.5284375
NEDD4	-0.4285
SPO11	-0.2515
OR5AU1	0.6815
NEK4	-0.523571428571429
PRKAR2A	0.228666666666667
IHPK1	-1.00866666666667
ATP6V0B	0.5115
CACNA1E	2.618
CEACAM8	-0.0415
PEX14	-1.1925
FLJ12993	-1.0605
ZBTB38	-0.129
PCTK2	-0.747166666666667
LRRC16	0.5408
FBLIM1	1.45983333333333
FYCO1	-0.381
RP5-1022P6.2	-1.06316666666667
CMTM1	0.272666666666667
PLTP	3.01316666666667
RAPH1	1.20225
DOCK8	-0.493142857142857
EZH2	-0.9832
SLC25A1	-0.23
PLEKHB1	0.6223
GRB7	1.3085
ZFP37	-0.5665
MRPL33	0.66475
PELO	-0.492
ARMC1	-0.00963636363636363
C9orf27	1.23725
FLJ25778	-0.364
C9orf37	-1.25
TMEM66	-0.90275
SPRN	0.38325
HBEGF	0.8235
PI4KA	-1.0445
LEPRE1	-0.0685
POU2AF1	-4.200375
MRPL12	0.8815
REP15	-0.00600000000000001
ZC3H3	0.29425
RASAL1	1.62325
DDAH1	0.672625
ACBD5	1.558
TMC2	0.1145
CCDC137	0.10425
SAMD13	-0.395166666666667
UGT2B15	-5.5115
TIPARP	-0.706
DNASE1L3	-2.09366666666667
TRIM72	1.061
DBX2	1.257
IPO8	-0.22025
C21orf88	-1.6453
MAP3K14	1.58175
LOC51233	0.824166666666667
GGTLA4	2.3355
PDE6D	-0.27975
ZNF117	-1.352
CLK2	-0.956375
NKRF	-0.8985
TNFSF15	-0.3137
DUSP2	0.334375
SECISBP2	-1.3177
GABRR2	1.338
PPAP2C	2.41325
LOC51145	-0.455166666666667
PAG1	0.14875
PIK3C3	-0.5125
GNG10	-0.5415
APOL4	-0.0813333333333333
ANKRD28	-1.5015
STMN3	-1.7537
RAB14	0.0285
CDK2AP2	-0.3135
HDDC3	-1.465625
COMMD7	1.053875
CXXC1	-0.69825
HMCN1	-1.73016666666667
CD40	-0.59875
DYNC1LI2	0.034375
GDI1	-0.17375
LOC646938	-0.61875
VSNL1	-2.19283333333333
PIH1D1	0.9775
RAET1G	-0.903
KRTAP5-9	1.1075
EFTUD2	-0.32325
ZNF311	-1.3764
ATP6V1G3	0.0793333333333333
OR2W3	-0.525333333333333
SCN4A	-0.3485
MED10	0.760625
FAM135A	0.2613
ARHGAP4	-2.1535
EHMT2	-0.449125
UFD1L	-0.1295
ERMP1	-1.52175
MAG1	0.0775
THAP8	1.23566666666667
HACE1	-1.32866666666667
FAM82C	-0.449
C3orf20	0.5665
UNC84A	-0.280166666666667
SCD5	0.870461538461538
LASS6	0.308
LSG1	0.449416666666667
MAL	-5.496
GPR22	-0.206
WDR5B	-0.0795
ACTRT1	-0.0295
C17orf60	-0.873
GRIN2C	0.6795
ARMC8	-0.16475
SLC47A1	-3.544
DMPK	0.5595
DHRS13	-1.42966666666667
SMC1A	-0.575333333333333
KRTAP17-1	1.069
SMYD5	-0.45725
TUSC2	0.0429999999999999
CRHR2	-0.0925
KIR3DL2	0.288
CCDC104	-0.10925
ATP2C1	2.0865
CROT	-0.8655
PABPC3	1.5065
EGR1	-0.281333333333333
THSD1	0.10875
KHK	-0.70675
SLC12A2	0.8515
CD58	-0.38625
STOX2	1.68816666666667
CCDC76	-0.3994
CCDC48	0.99525
DNAH1	-0.258333333333333
ZIC4	-0.584285714285714
OR1G1	3.111
PSMC6	-1.12866666666667
PROKR1	0.142
ABCB1	-2.867375
TRAT1	-3.7915
LLGL1	-0.3335
MTF1	1.69775
USP54	0.01225
PAGE2B	-0.507
ITGB7	-3.82625
CCDC81	-0.758
LOC149837	-0.174333333333333
SCUBE1	-0.744
ZSCAN10	2.0575
HUWE1	0.723785714285714
CDH17	0.587
CD180	1.88875
IL17A	-0.47675
TMPO	-1.663
KIAA1524	0.0318
HDGFRP3	-0.292666666666667
OXCT1	-0.481454545454545
RRAS2	-0.263333333333333
LTBP2	2.4995625
SV2B	0.675666666666667
CYP2A6	0.01825
PKD1L2	0.529
PPM1M	-0.109
FLJ22662	1.85133333333333
ZNF502	1.5735
GP6	-0.294666666666667
CRYBA2	-0.50375
LEF1	-2.8349
CTPS	-0.389857142857143
EYA1	-2.41433333333333
EPS8L1	2.086
MAPK14	-0.3305
SERPINB2	-4.184375
GTF2F2	0.274333333333333
ZNHIT4	0.4725
PLA1A	-1.141875
C20orf114	0.81725
HPR	-5.3135
C18orf2	-3.1722
SATB2	-2.14675
KCNJ9	0.117125
MGC157906	-1.014
MOCS3	-0.06275
C17orf71	-1.0015
PPHLN1	-0.1657
HIST1H2BN	-0.936625
RAPGEF1	0.12025
MAP3K8	-0.0665
DLG4	0.491
STC1	0.179833333333333
CDGAP	1.16625
DDX26B	-0.43225
LOC150223	-1.38125
CPSF3	-0.642166666666667
TMEM14A	0.11075
MYH3	0.338
GPKOW	0.28275
SULT1A1	-0.996833333333333
SPON1	1.3732
YY1AP1	0.249166666666667
RAB23	-0.415
PLA2G4A	-1.692
MAPRE3	-0.442
ZNF516	-0.191071428571429
GGPS1	0.451
EXOC3L2	0.303125
C19orf42	0.5664
MAP2K2	-0.0645
HIST1H2BB	-0.95075
RNF19B	1.10766666666667
C6orf128	-0.0708333333333333
TLR8	0.0313333333333333
PCDHA9	0.898
CARS2	0.640875
CLUL1	1.49883333333333
RHAG	-4.62583333333333
UNK	0.135
EXOC8	0.4086
C9orf95	0.9595
C14orf143	-0.929666666666667
MAML3	0.1772
LDHA	-1.344
MRPL20	0.85875
KLHDC6	1.5955
ATP5S	-0.481333333333333
C8orf55	0.98875
PHF19	-2.261375
KRTAP13-4	0.7045
TTC5	-1.24225
XKR5	-0.3135
SILV	-5.52116666666667
TEX28	-0.4525
TCTN1	-1.23175
CX40.1	0.40475
PPP2R5C	-0.736125
C12orf30	-1.3464
CAPG	3.016
MPZL1	1.47215
ARSB	-1.711
TDH	-2.40433333333333
WASF4	2.034
TSSK3	-0.283333333333333
7A5	2.313
CRISPLD1	2.02825
MAD1L1	0.4205
SPIN4	-0.408833333333333
AMPD1	-1.97133333333333
DPYSL5	-3.2165
INPP1	-0.7185
ANKRD11	-0.585833333333333
NPAS4	-0.579428571428571
GCET2	-0.553571428571429
RNASE9	0.549
GUCY2D	0.269333333333333
CCDC98	-1.07625
FGF4	-0.710375
CPM	-0.480166666666667
SLC26A4	-2.41033333333333
PLD5	-0.528666666666667
FAM59A	0.4324
FBXO5	-1.79611111111111
SIPA1L1	0.189375
DPYS	2.70666666666667
ATG4D	-0.335
TGM3	-0.374
MTCH1	-0.591875
HK1	0.718714285714286
CDC26	0.00187500000000001
GALNT12	-3.182
LOC339229	0.12875
MRPL35	-0.363
ORC4L	-0.283375
TNKS	-0.874846153846154
C2orf24	0.382333333333333
ZNF553	-0.684833333333333
GGTLA1	2.439
ZNF497	-1.211
CDY1B	0.210666666666667
SLC30A4	-0.20175
TUB	0.322625
ARHGEF18	0.256
ARRB1	-0.46225
KCNK1	2.669625
EREG	-3.30628571428571
SCAMP5	0.07175
RUNDC3B	0.67025
ADAMTS20	0.84325
IL17RB	-0.976875
FLJ20323	-1.15025
MCAM	1.3335
POLR3E	-2.8855
AQR	-0.109666666666667
IPMK	0.0975
CDCA7	-1.584875
CAMP	0.16525
GRHL3	2.53825
ADAMTSL2	1.39433333333333
CLMN	1.60983333333333
SSTR3	0.607
MAGEA5	-2.023
OVOL2	3.49575
JMJD1B	-0.9405
RBL2	-0.4435
PYGO2	1.01725
PPP1R10	0.4775
CSE1L	-0.530166666666667
LCA5	0.31475
RDH16	0.3175
ASRGL1	-0.783375
TOM1	0.6495
PTX3	-3.667
TTC15	0.08775
SCGB3A1	0.614166666666667
MRPL50	-1.3385
RCAN3	1.59275
SLC26A11	1.11175
STYX	0.521333333333333
CINP	-0.58825
MARCH7	0.019
PFKM	-0.2135
SGMS1	1.00833333333333
RIOK3	0.0823
C1orf110	0.2905
CES7	0.646142857142857
LOC440248	-2.92025
PPP1R12C	0.60425
C10orf27	-0.4105
ATG9A	0.43275
MRPS26	0.81425
TMEM40	1.81625
ELP3	-1.4152
ZNF787	1.6793
HIAT1	0.06025
C8orf34	0.903333333333333
MGC4655	-0.4704
PELI1	0.830833333333333
PPT1	0.2023
SLC35C2	0.3375
C6orf125	-0.807
MUC4	-1.69433333333333
RFC4	-1.02157142857143
GNB2	0.7775
NUP50	0.425714285714286
SULT4A1	0.0133333333333333
C7	0.63225
CCDC130	-0.3475
ARRDC4	-0.63625
RQCD1	0.182
GLYCTK	-0.70425
AYTL2	0.760272727272727
MTUS1	0.7166
LEMD3	-0.652833333333333
PLEKHF2	0.62075
HOXA7	-0.669
GTF3C2	-1.207
DYNLRB2	-1.75633333333333
CNOT10	-0.6365
MR1	-0.0195
FFAR1	-0.0135
PRIC285	0.96275
SLITRK6	4.51325
LIX1	-1.7103
UBE1L2	-0.608333333333333
F8	0.199625
ACHE	0.320833333333333
KPNA5	-1.217
TNFRSF12A	1.46266666666667
EGR3	-1.6895
SERPIND1	-4.11516666666667
OASL	2.90825
IFRD1	0.036625
WDFY1	-0.680333333333333
ZNF267	0.013
ACCN5	-0.987
ZBTB6	-0.6095
PPP1R3A	-0.532
PRRT3	-0.03725
FBXL19	-0.2685
TXNIP	-0.517214285714286
ACTN2	0.03825
ATG9B	-1.15671428571429
C9orf117	0.025
IL27	-1.6515
RPL36AL	-0.5525
KLK15	-1.5105
CHAD	0.51
RAP2B	0.9239
HEBP2	1.7225
ZNF342	0.132
CAMK2G	-0.301166666666667
TLR3	1.50875
FGF14	0.5705
HMGB2	-0.13775
TRPM5	0.09
OR5M11	0.604
KIF3B	0.614842105263158
PRICKLE2	-0.456
MTMR9	-0.9145
C3orf27	0.0626666666666667
GLRA3	-1.8984
NSDHL	0.189666666666667
TMEM32	-0.20425
POLR2D	-0.1755
MYADML	0.3785
C9orf114	-0.97175
MRGPRX1	1.848
TOPORS	-0.027
CLDN19	-1.087
C1QL4	-2.54
RNF165	0.377
DHRS9	-1.39
DNAH2	2.1294
FXR1	-0.887166666666667
ZMYM3	-1.40075
CASP3	0.4855
FAM120C	0.77925
SCLY	-1.53875
CA7	-0.873
ENTPD5	0.1655
ZNF461	-0.47875
PDIA5	0.98575
C1orf19	-0.488833333333333
TMEM67	-0.22875
KCTD20	-0.8745
WDR47	1.4685
FLJ38723	1.2305
KLRF1	-1.1765
TAS2R16	0.285
CLDN12	-0.12325
PRKCE	0.35875
UBXD4	-0.55625
ITGAM	2.49466666666667
GLT8D3	0.347
WDR31	-0.899125
RGS2	2.03825
OR51L1	0.2575
MST1R	0.12725
KIAA1737	0.35825
OR4A5	0.9955
GLIS1	-1.959
PTMA	0.105357142857143
NAPA	0.92
PRDM11	-0.374
LIPF	-0.707
DIRAS3	0.03675
ASGR2	-4.525875
C1QTNF4	-0.039
PIK3R4	-0.4345
ARMC3	3.7595
NDUFV3	-0.365833333333333
BTBD3	1.21366666666667
PPP1R2	0.0195833333333334
UBE2NL	-0.181
FOSL2	1.57414285714286
FAM119A	-1.80333333333333
TUBA4A	0.5783
KRTAP12-1	-0.58025
SFRS2	-1.1225
RHPN1	-0.1485
EEF2	-1.2925
ZDHHC11	-1.14216666666667
EPHA3	-1.0018
RBM12	-0.64575
H2AFJ	1.83008333333333
EDIL3	3.891
KIF26A	-1.7625
SERGEF	-0.30525
B3GALT4	1.51175
LOC90925	0.0605
OSCAR	0.426375
NPFF	0.446
DEDD	1.366625
TMEM155	-1.26557142857143
PTPN1	-0.1205
SCYL2	0.101
SKAP1	1.9515
LEAP2	-2.61
GADD45G	1.3866
IFITM3	1.57428571428571
PILRB	-1.27716666666667
SLU7	-0.0826875
DSC3	-0.58125
DNMT3L	-1.66975
PAPD5	0.107
B3GNT3	-0.0598333333333333
LHCGR	-1.924
MSL-1	-0.1185
UBE2S	-0.122
SAP130	-0.36925
ANAPC11	0.97225
MAGED4B	0.9335
ATP6V1B2	-0.540333333333333
C14orf179	0.702875
CAPZA1	0.175125
CDYL2	-1.34616666666667
GLRX3	0.2145
LOC136288	-0.0795
MOBKL1A	-0.8395
HTR2B	0.5345
CRYGD	-0.7065
NUS1	-0.3645
PGRMC1	0.602
MYOM2	-2.2855
FLJ39653	-2.96766666666667
CHM	-0.7756
OR5M8	-0.704
ZNF619	-0.7855
FAM105A	-0.8645
CCNL1	-1.352875
NAP1L3	-1.07
C10orf57	0.904166666666667
B3GALNT1	1.74
CSN1S2A	4.527
TCP10L	-0.412
GDAP2	0.19225
DMKN	-0.108833333333333
COX6B1	0.683
DNASE2	0.336
MSH5	-1.83375
LGMN	-0.54675
USP31	0.3625
OR13C8	0.694
SDCBP	0.2598
NUDT11	-1.91533333333333
PYGL	-0.227333333333333
SNPH	-0.739
B3GNT4	0.901
MIZF	-1.1805
NUBPL	-0.3125
NOD1	0.403833333333333
CDH22	-0.169428571428571
NUBP1	-0.7855
DSCAM	-4.18575
DGKI	-0.1215
FAM136A	0.0415
AKAP1	-0.3215
SLC16A6	-2.134
RIN3	1.11825
PSG2	0.21925
DIP2B	0.668083333333333
PSORS1C1	1.3898
KIAA0495	-1.158
FLJ90709	-1.73766666666667
LPA	-0.725666666666667
PIGA	0.637
LY75	2.978
UTS2	-3.42333333333333
RREB1	-0.0535
GALNACT-2	0.7296
MGC3196	-0.745
FLJ31568	0.74275
LPHN1	-0.435875
SP1	0.491375
TOX4	-0.718666666666667
HSPA9	-0.8831
APOBEC1	0.415
SLC35E4	-1.18125
LSM5	0.013
SURF1	-1.04775
ZBTB1	0.1925
GTF2F1	-0.974125
RPS15A	-1.10921428571429
DUSP21	-1.1198
GINS4	-2.26366666666667
MYO15A	-0.5325
GIMAP7	1.112
MGC13379	0.34575
ATP6V1E2	0.1395
UTP3	-0.5935
HNRPA3	0.106
MT4	0.1615
C14orf155	1.738
U1SNRNPBP	0.46925
CKLF	-0.189833333333333
PLEKHN1	1.21383333333333
MBNL1	-0.2295
NUP160	-1.88475
ACSM2A	-1.23733333333333
LOC129881	-1.32925
KIAA1529	-1.65525
FLJ22639	-1.03975
HAND1	-1.7925
GSX1	0.3185
FGA	-3.99285714285714
SERPINB1	-1.12375
ZNF642	-0.069
IGFBP1	-7.961125
SLC1A1	0.227375
DHX57	0.276125
ZNF766	0.5615
PTPN21	-0.5531
GDPD3	-2.24066666666667
PNPLA5	-0.653
TBR1	0.593
FAM116A	-0.24975
IQGAP1	0.44175
FOS	-0.548
ZNF226	0.18225
FIGNL1	-0.025
C14orf1	-0.4576
ZMYND17	-0.3715
PUS7	0.374833333333333
TUBB6	-0.025125
KCNQ2	-0.99175
MARCH6	0.0983333333333333
CCDC33	0.4465
PRODH	-0.45075
RBM11	0.636
EPHA6	0.368666666666667
SLC43A1	-2.12375
LOC196541	1.44371428571429
NTN1	1.77818181818182
ING4	0.26275
PCDHB10	2.8235
DPH2	-0.0506666666666667
SPACA4	0.39625
FBXL21	-2.74
DIAPH1	-0.296333333333333
ZNF71	1.538
CEP76	-0.385
CORO1A	-2.09025
RRM2	-1.618625
EDG4	0.40625
OS9	0.740833333333333
SLC4A1AP	0.049
COG5	0.06525
COPS8	-0.37275
NGLY1	-1.028
NCBP2	0.426625
C17orf42	-0.747833333333333
GPSM3	0.49275
SIL1	0.3115
ASB6	-0.40975
SMAD5OS	-0.109166666666667
UNC93A	-3.801
A1BG	-0.3486
C21orf62	0.214666666666667
FMO5	-3.11316666666667
ATRIP	0.3555
CEBPG	1.28283333333333
C7orf38	-0.664166666666667
TNFRSF1B	-0.211666666666667
CLEC1A	1.32233333333333
IQSEC1	-0.148
PATZ1	-0.7855
RBM22	0.411125
BAG2	-2.75783333333333
PAQR5	-0.497166666666667
C9orf127	1.105
THNSL1	0.733
SHROOM3	1.6241
JAM2	-0.393
SNRPN	-3.099
ALX4	-0.6825
CACNA1S	-2.109
FAM130A1	-0.11925
CORIN	1.9745
CD300LB	0.8615
PLEKHG6	1.3815
LRRC40	-0.20975
PCLKC	-0.825
PCDHB16	-0.0736666666666667
WNT2B	1.15333333333333
ASNS	-0.249888888888889
MRPL49	-0.657125
FLJ46111	0.0005
ISG20	-0.063875
SMU1	0.00883333333333334
CASZ1	1.5375
POLR1D	-1.2525
GIN1	-1.05125
SNAG1	0.7385
ANKRD29	-2.587
CDKN2AIP	-0.0735
KRR1	-0.323
CXCL1	-1.706
EPM2A	-1.5352
PC	-0.677833333333333
DEFB127	2.353
PDZRN4	0.801166666666667
FAH	-0.67675
OR51E1	2.295
CDC2L6	0.1975
DNTTIP1	-0.03075
PAX8	-0.672
TMEM116	-1.4315
C1orf150	-0.069
PRO2012	0.2005
MRPL40	-1.19266666666667
BEX1	-3.8263
SLC2A4	-1.43266666666667
PKMYT1	0.63375
FEZF2	-0.593
SLC26A9	-1.721
MAP2	1.93866666666667
LYL1	-1.507
SLC25A19	0.0108333333333333
NOS3	-0.0395
ZNF34	0.195833333333333
TMPRSS11F	0.72375
FAM43A	0.6455
FCRL4	-0.85875
KLF14	-0.48275
FLRT2	-0.881666666666666
WRN	-1.5175
SDF2	1.7621
KRT8P12	0.974
C6orf195	1.038
C9orf125	-1.40933333333333
DZIP3	-0.917125
RIT1	1.70091666666667
SCML1	-2.4805
RHBDF2	1.51525
OR2G3	0.261
REXO1L1	-1.051
MAP3K7IP3	0.068125
C3orf57	-5.99
FBXW11	-1.36316666666667
ETAA1	-0.92575
C14orf131	-1.4533
AKT1S1	1.1555
SLC12A5	-0.80375
C9orf164	-0.9085
NRIP3	-0.059
NOS1AP	-1.58025
TMEM121	-0.85475
SAP30BP	1.0382
DGCR6	0.85225
WDR76	-1.874
FAM82B	-0.803083333333333
LOC606495	-0.216
MAP9	1.57516666666667
BCDIN3D	0.49175
CXorf36	3.74016666666667
DSCR3	0.1135
ZFAND3	0.02575
C7orf43	0.256833333333333
SPSB3	0.1901
C19orf19	-0.005
FAM133A	-1.8854
C12orf25	0.05125
SLC39A3	-0.20525
DISP2	-1.9425
PI4KAP2	-2.213
MKRN3	-1.02083333333333
ADAMTS13	-0.779
CBLN3	-0.00555555555555554
TTYH1	1.9255
C3orf18	0.03475
FLJ13236	-1.1175
ZMYND12	1.4095
C18orf25	0.1335
GLB1L3	-1.1905
ATP13A5	3.3885
RANBP10	-0.8695
CD96	-3.0554
DENND1C	-1.5155
RBMS3	0.4101
SLC41A3	0.679
DGCR6L	1.26575
TMEM128	-0.646166666666667
CSNK1G3	-0.832923076923077
MOBKL2C	1.2765
TSPAN6	0.15325
MATN2	-0.3869
MSL2L1	-0.043
ST6GALNAC2	-0.137666666666667
FGFBP2	1.708375
FGL1	-6.6395
MPP3	-0.3475
ARHGEF6	-0.955
TGFBR2	-0.40625
ACMSD	-0.6555
IL33	-1.781
C9orf5	-0.608
DEAF1	-0.1962
AMN	0.6935
DEFA6	0.399875
RNF212	-1.708
METT5D1	-1.17133333333333
CIB1	0.2474
TSSK1B	0.5515
KIAA1727	1.76025
ZNF680	-0.465
LOC399900	-1.79
LOC152217	0.979
CTNNAL1	-2.5225
CIT	-1.21616666666667
TLE6	0.379
ZNF607	0.326
HERC4	-0.416833333333333
DRAP1	-0.8673
PEMT	-0.65275
C10orf111	-0.195
ZNF575	1.230625
KCTD7	-0.344
MYO1F	-0.34975
LOC285382	0.45325
RAB11A	0.8663
PLCD3	-0.69775
C15orf28	0.012
PTBP2	-0.437125
CTB-1048E9.5	-0.08425
C19orf60	-0.126
C7orf25	0.693833333333333
SETD7	0.182875
HOXB9	-4.297
VANGL1	-0.110125
CHAF1B	-0.95975
NDUFA3	0.5705
KIAA1328	-0.1105
SHARPIN	0.4405
TTC23	-0.397857142857143
UGP2	1.10483333333333
ANKIB1	0.2859
CIRBP	-1.30942857142857
SEC14L4	1.54766666666667
OVCH1	-0.622166666666667
VPS52	-1.3845
FAT	0.69475
M6PRBP1	-0.17575
GPRIN3	-0.493
PPM1F	0.2095
TSR1	-0.21925
CCDC85A	-0.01025
PCSK5	1.455
ZFHX3	-0.223
HEMK1	-1.3053
PGBD2	1.91725
RSRC2	-0.183166666666667
AURKC	-0.164333333333333
SCRIB	0.1255
ORM2	-4.699
FAM115A	0.1219
FZD6	0.87825
UNC119	0.473333333333333
GPX3	-2.037
NOV	0.548375
CABC1	-0.835875
CDC42SE2	-0.0575
EIF2S2	-0.3902
RNF130	0.9545
CKAP5	-1.174
RP11-413M3.2	1.323125
C10orf18	0.6209
TMEM93	0.0765
DYX1C1	0.14925
KCNMB2	-3.2295
ANK3	2.0745
KRT5	1.3408
CDH12	-1.7265
QRSL1	-1.03175
JUB	-1.57275
SHC4	0.18325
CCL15	0.957
CCDC22	0.39925
SNX24	-0.76625
RARS	-0.645
MORC2	1.173625
FAM48A	-0.503
MT1H	-0.171
PPP1R14C	2.74283333333333
FOXD1	-0.519428571428571
C1orf213	-1.6025
AMT	-2.4631
DSN1	-1.0985
PTPLAD2	1.84525
DIS3L	-1.15775
RASL11A	-0.042
GPRC5B	1.71925
FRMD7	-0.2045
STRN4	0.5905
KITLG	0.270454545454545
HDGF	1.26525
OR1S1	-0.8065
SETX	-0.423333333333333
DDR2	-0.7705
KCTD12	0.73525
LYZL2	-1.528
WDR52	0.397
TMEM2	0.050375
ZNF579	1.63133333333333
LOC200810	0.26075
TNFSF9	-1.16225
PPFIA4	-1.87075
CNIH3	-0.123166666666667
MAP4K4	-0.454
ROD1	0.0712142857142857
ALS2CR12	0.236166666666667
DOCK3	2.48983333333333
PAQR9	-3.88575
ASB17	-0.4075
STX16	-1.467875
FEZ2	0.409666666666667
DLAT	-0.206666666666667
KIF21B	-1.85333333333333
CDC5L	-0.839
TMEM119	0.7555
CRIP3	-1.19075
TPSD1	-0.2324
TEPP	1.017
GNGT2	-0.40075
C21orf121	-0.02775
WNK1	-0.372916666666667
FLJ10490	1.4248
OR51B5	-2.546
LOC203547	-0.255875
HAS1	-0.7865
PPA1	0.2805
ST7	-0.297125
C11orf46	-0.1312
POPDC3	-1.46716666666667
ACOX2	-1.72983333333333
ATCAY	-0.44575
TM4SF19	-2.32025
MFSD9	0.242666666666667
PDHB	-1.012
ERN1	-0.00875000000000001
LCE3C	-1.188
GPR111	0.5355
NOTCH3	2.38416666666667
ADAMTS5	2.62
B3GALT1	-0.9505
UGCGL1	0.416833333333333
FAM58A	1.48233333333333
FBXO32	2.804
CLPP	-0.30925
NXPH1	-1.86566666666667
MTMR3	0.4855
ATP1B3	-0.046
TMEM16A	4.0785
HIST1H3F	-0.0458333333333333
TRIM25	0.0436666666666667
SDCBP2	2.2795
CRKL	-0.8305
HOXB2	-1.0755
ANP32B	-0.412375
GATM	2.031
AP4E1	-0.038625
EDG5	0.5085
CDKN3	-1.134
CDH4	-2.587
PGD	-1.00666666666667
RND1	0.312
GAD1	-3.35477777777778
MPG	-0.355875
LOC440350	-0.549
ZNF133	0.48725
SERPINB12	-0.679
AMELY	0.0316
DHX36	-0.607
TNFAIP8L2	0.677166666666667
PHTF2	-0.0438333333333333
CCDC112	-0.3075
IQCC	-1.222
HEYL	4.133
FTSJ2	-0.375666666666667
APPL1	0.595875
RAB43	1.23714285714286
OR10G2	-1.476
WAC	1.48383333333333
ADCY9	-0.021125
RUNDC2B	-0.541
PYCRL	0.8255
AGPAT7	-0.6705
SLC22A9	-1.306
CDKAL1	0.0975
PDYN	-0.1045
C20orf74	1.143
MTMR11	1.05075
VAV3	2.02333333333333
DAPL1	0.874
STXBP3	0.26175
EIF3G	-0.18375
ARHGAP22	1.0755
NPFFR1	-1.364
NPC1	-0.8105
ALDH9A1	-0.615666666666667
ZNF600	0.615125
ZNF678	-0.939666666666667
RASSF1	-0.0411666666666667
ADD2	-2.41675
PITPNB	0.21875
PKD2L2	1.28775
LRP11	-0.37375
CDKL1	0.1265
SMEK2	0.29825
PRODH2	-3.7415
C11orf54	-0.576333333333333
SFRS11	-0.239666666666667
IL7	-0.296333333333333
ALS2CR16	1.423
BTG3	0.832833333333333
PAK2	0.307777777777778
RP11-679B17.1	-1.861
GATA4	-1.98633333333333
ATP2B1	-1.4565
LOC130940	0.216
C1orf172	2.18333333333333
ATF7IP2	-0.78975
SLC25A43	-0.245666666666667
CENTG3	0.777333333333333
IGF2BP1	-3.6718
FCHSD1	0.54
CAMK2N2	2.22316666666667
ELAVL3	-0.00133333333333334
NBPF15	-0.453666666666667
UBE2J2	0.609727272727273
GNL2	-0.25525
PRR3	-0.6782
NLF2	2.2955
OR4F6	1.232
KLHL24	0.7575
CCDC88A	-2.1136
SGPP1	-1.46966666666667
C10orf11	-0.00783333333333333
SLC35B4	-1.0915
UGT3A2	-2.192
ARNT2	0.4847
CBR1	0.109625
ITPR3	-1.38033333333333
TRAPPC6B	-1.13722222222222
AMZ1	1.483
ARP11	1.8805
WDSUB1	0.07275
APBA1	0.667333333333333
RAB2A	1.4828
C6orf162	0.3425
HPSE2	1.49025
PLCE1	0.911
INSL3	-0.2925
DLG1	0.1953
PTPLA	-0.66
PIGX	-0.832625
TFIP11	0.0235
FIBIN	2.6815
POLR2G	0.3325
GRAP2	-2.20575
DNAJB8	-0.5705
CNBP	0.704
WASF1	-1.1645
INPP5E	-1.4854
HSPB1	0.3155
TMEM167	-0.413
CUBN	0.19375
IGF1	-0.80525
ITPK1	-0.507
NAALAD2	-1.98785714285714
G3BP1	0.4208
NT5DC1	-1.044
CYP39A1	-0.2875
TMEM139	3.06625
POLK	-1.30655555555556
GLULD1	-1.87075
RBM15	-0.6945
AMZ2	0.0945
GDF15	-3.804
MESDC2	-0.882
INCA	-0.279333333333333
ACY1L2	-1.4985
GZMM	-0.5745
PAIP1	0.60675
CACNA2D1	-0.508
STK32C	0.493166666666667
SH3BP4	0.5965
DEC1	1.0325
PADI1	0.6975
UBB	-0.0645
PON3	2.68183333333333
PROP1	0.9625
ANKRD13B	-0.427
ADCK1	-1.04525
TCF25	0.148
SLC38A5	-1.48325
CXorf26	1.01483333333333
C19orf39	-0.6825
PPP1R13B	0.3375
ARL2	-1.094
TCL6	-0.265083333333333
TOP3A	-0.981
SLC16A14	-0.945625
FXYD6	1.397
HIST1H4E	-0.92175
BBC3	1.13447368421053
UNC5A	0.349666666666667
FAM86C	-0.5758
PI4KB	0.96625
B3GAT1	-3.9175
SUSD2	2.61516666666667
OAZ2	0.0168333333333333
NOC4L	-0.51075
C10orf12	-1.09525
FADS1	-2.48983333333333
LOC144097	-0.949
DKK2	-0.1805
KIAA1949	-0.49075
RHOT1	-0.49
OXT	0.958333333333333
GPR153	2.141
ARL4A	-0.9105
SAAL1	-1.0705
CCDC64	-0.8875
USE1	-0.575333333333333
HNMT	-0.299166666666667
PCGF3	-0.497466666666667
CYP2C19	-0.86325
C20orf4	-0.04
