Hybridization REF	TCGA-BH-A18V-01A-11R-A12D-07
ZNF347	-0.5646
GTF2E1	-0.14225
RY1	0.170333333333333
ATAD2B	0.2705
ARHGAP17	-0.0709
KCNIP3	0.63825
SFPQ	0.020375
GFRA4	0.139833333333333
AKR1B10	-4.011875
TIGD6	-0.248666666666667
RGS16	1.706625
URB1	-0.902833333333333
OR4C46	0.321166666666667
TOP3B	-0.8185
NFATC4	-0.275
CA14	-4.715
BMPR1A	0.760333333333333
SNRP70	-0.922875
PRL	0.349833333333333
C6orf130	-0.05525
STAG2	-0.05575
CD55	-0.501928571428571
RPS23	-0.524666666666667
SSX2	-1.7005
FDPSL2A	1.0495
FBXO27	-0.063
SYNGR3	-0.860166666666667
TMSL3	1.809
EML1	0.024
NUP93	0.62725
SMAD3	-0.2885
KIAA1189	0.8005
HNRPUL2	0.707166666666667
TBC1D12	0.405
C16orf24	0.358
MRVI1	1.0965
ZNF581	-1.22366666666667
ELOVL3	0.8315
OR51Q1	0.257
CACNB3	0.449166666666667
GALNT13	1.586375
C10orf84	0.0796875
NEDD4	-1.8358
SPO11	0.2915
OR5AU1	1.1465
NEK4	0.265142857142857
PRKAR2A	-0.168333333333333
IHPK1	0.125666666666667
ATP6V0B	0.097125
CACNA1E	0.7965
CEACAM8	1.40883333333333
PEX14	-0.695
FLJ12993	-1.921
ZBTB38	-0.389416666666667
PCTK2	0.365666666666667
LRRC16	0.9672
FBLIM1	1.71466666666667
FYCO1	-0.1375
RP5-1022P6.2	-1.231
CMTM1	0.587333333333333
PLTP	0.736166666666667
RAPH1	1.827125
DOCK8	1.188125
EZH2	-1.53926666666667
SLC25A1	-0.734333333333333
PLEKHB1	0.7724
GRB7	1.5069
ZFP37	0.01325
MRPL33	-0.72575
PELO	0.0305
ARMC1	0.834545454545454
C9orf27	0.672125
FLJ25778	0.0105
C9orf37	-0.2395
TMEM66	0.2865
SPRN	0.07775
HBEGF	0.76475
PI4KA	-1.702
LEPRE1	-0.38075
POU2AF1	-1.669
MRPL12	-0.776
REP15	-0.3165
ZC3H3	0.53825
RASAL1	0.536
DDAH1	0.42375
ACBD5	0.117
TMC2	-0.3425
CCDC137	-0.53625
SAMD13	-0.783166666666667
UGT2B15	-5.3615
TIPARP	-0.7945
DNASE1L3	0.652
TRIM72	0.194833333333333
DBX2	-0.233333333333333
IPO8	0.6175
C21orf88	-1.0129
MAP3K14	0.32475
LOC51233	0.299666666666667
GGTLA4	0.015
PDE6D	1.0415
ZNF117	-0.0845
CLK2	0.064625
NKRF	-0.818
TNFSF15	1.7187
DUSP2	0.088625
SECISBP2	-1.4943
GABRR2	-0.409
PPAP2C	1.52425
LOC51145	0.230666666666667
PAG1	0.9345
PIK3C3	-0.6695
GNG10	0.5095
APOL4	0.589833333333333
ANKRD28	-1.43075
STMN3	-1.992
RAB14	0.6655
CDK2AP2	0.14675
HDDC3	0.34575
COMMD7	1.013875
CXXC1	-0.86225
HMCN1	-1.52983333333333
CD40	1.37675
DYNC1LI2	0.224375
GDI1	-0.51525
LOC646938	-0.09675
VSNL1	0.242666666666667
PIH1D1	-1.0015
RAET1G	1.2345
KRTAP5-9	0.243
EFTUD2	-0.18325
ZNF311	-2.43333333333333
ATP6V1G3	-0.7735
OR2W3	-1.0105
SCN4A	0.235
MED10	0.37575
FAM135A	-0.1294
ARHGAP4	-0.54825
EHMT2	-0.15675
UFD1L	-0.7345
ERMP1	0.028
MAG1	-1.558
THAP8	-0.2155
HACE1	-0.731333333333333
FAM82C	0.617333333333333
C3orf20	0.396
UNC84A	-0.7365
SCD5	2.19657142857143
LASS6	0.520625
LSG1	0.580333333333333
MAL	-1.3115
GPR22	-0.104
WDR5B	1.5335
ACTRT1	0.74
C17orf60	0.500333333333333
GRIN2C	-0.2747
ARMC8	0.324
SLC47A1	-2.45566666666667
DMPK	-0.241
DHRS13	-1.4805
SMC1A	-0.760666666666667
KRTAP17-1	3.12325
SMYD5	0.10875
TUSC2	-0.05875
CRHR2	0.682
KIR3DL2	0.4145
CCDC104	-1.2445
ATP2C1	1.769875
CROT	-1.1475
PABPC3	0.512333333333333
EGR1	-0.7065
THSD1	-0.12325
KHK	-0.638
SLC12A2	-0.0918125
CD58	-0.39025
STOX2	-0.549333333333333
CCDC76	-0.5441
CCDC48	1.556
DNAH1	-0.429
ZIC4	1.0185
OR1G1	-0.0815
PSMC6	-0.982333333333333
PROKR1	0.3875
ABCB1	-1.462125
TRAT1	-0.29575
LLGL1	-0.0025
MTF1	0.852
USP54	1.185375
PAGE2B	-2.419
ITGB7	-3.2255
CCDC81	-0.2355
LOC149837	0.94725
SCUBE1	-0.3925
ZSCAN10	0.3345
HUWE1	0.499928571428571
CDH17	-0.6595
CD180	0.36925
IL17A	0.0665
TMPO	0.331875
KIAA1524	-0.141833333333333
HDGFRP3	-0.1875
OXCT1	-1.18654545454545
RRAS2	-0.127666666666667
LTBP2	1.8169375
SV2B	4.7595
CYP2A6	0.193125
PKD1L2	-0.142833333333333
PPM1M	0.924
FLJ22662	3.27
ZNF502	1.7375
GP6	-0.691
CRYBA2	0.9415
LEF1	-2.5101
CTPS	-0.441428571428571
EYA1	-3.22616666666667
EPS8L1	0.09225
MAPK14	0.4805
SERPINB2	0.543
GTF2F2	0.208666666666667
ZNHIT4	-0.0125
PLA1A	-0.33275
C20orf114	-0.672
HPR	-4.0195
C18orf2	-4.0475
SATB2	-0.49625
KCNJ9	0.215875
MGC157906	1.5365
MOCS3	0.05925
C17orf71	-1.03733333333333
PPHLN1	-0.3867
HIST1H2BN	0.246
RAPGEF1	0.425
MAP3K8	2.57975
DLG4	-0.182666666666667
STC1	-0.122583333333333
CDGAP	1.4385
DDX26B	-0.718
LOC150223	-0.779
CPSF3	-0.788666666666667
TMEM14A	0.67275
MYH3	-2.48325
GPKOW	-0.07075
SULT1A1	-0.0333333333333333
SPON1	3.4037
YY1AP1	1.4505
RAB23	2.0485
PLA2G4A	-0.23725
MAPRE3	-0.48075
ZNF516	-1.66385714285714
GGPS1	-0.864
EXOC3L2	-0.38075
C19orf42	0.5909
MAP2K2	-0.363833333333333
HIST1H2BB	0.18525
RNF19B	1.081
C6orf128	0.0823333333333333
TLR8	3.545
PCDHA9	-0.6295
CARS2	1.45725
CLUL1	-0.1205
RHAG	-4.23383333333333
UNK	-0.5835
EXOC8	0.6253
C9orf95	0.398
C14orf143	-0.2835
MAML3	0.119625
LDHA	-2.4165
MRPL20	0.95875
KLHDC6	0.421
ATP5S	-1.04116666666667
C8orf55	0.45325
PHF19	-0.617625
KRTAP13-4	0.6225
TTC5	-0.40475
XKR5	0.55075
SILV	-4.4125
TEX28	-0.3105
TCTN1	-1.1955
CX40.1	-0.0235
PPP2R5C	0.220125
C12orf30	-0.927
CAPG	2.75875
MPZL1	1.6232
ARSB	-0.2585
TDH	-2.73875
WASF4	0.79075
TSSK3	-0.7825
7A5	1.5565
CRISPLD1	4.19925
MAD1L1	-0.854
SPIN4	1.06916666666667
AMPD1	-0.34275
DPYSL5	-0.1675
INPP1	-0.222666666666667
ANKRD11	1.03033333333333
NPAS4	0.49525
GCET2	0.815
RNASE9	-0.256
GUCY2D	0.342
CCDC98	-0.765
FGF4	-0.261875
CPM	-1.11433333333333
SLC26A4	-2.761
PLD5	-0.094
FAM59A	-1.1726
FBXO5	-0.843333333333333
SIPA1L1	0.081875
DPYS	1.10575
ATG4D	0.29625
TGM3	0.4095
MTCH1	1.067875
HK1	-0.4615
CDC26	0.616125
GALNT12	-1.7125
LOC339229	-0.2225
MRPL35	-0.390375
ORC4L	-0.217875
TNKS	0.103357142857143
C2orf24	0.218833333333333
ZNF553	-0.138666666666667
GGTLA1	2.2273
ZNF497	-0.5495
CDY1B	-0.144
SLC30A4	1.366
TUB	1.98925
ARHGEF18	0.0925
ARRB1	-0.0285
KCNK1	1.3635
EREG	-1.685
SCAMP5	0.328
RUNDC3B	0.514
ADAMTS20	0.15675
IL17RB	0.61025
FLJ20323	-0.8195
MCAM	0.098375
POLR3E	-1.19191666666667
AQR	0.6315
IPMK	0.447
CDCA7	-0.12175
CAMP	-0.82075
GRHL3	3.816
ADAMTSL2	0.576166666666667
CLMN	1.48116666666667
SSTR3	0.5485
MAGEA5	0.226666666666667
OVOL2	1.9825
JMJD1B	-0.0115
RBL2	0.8588
PYGO2	1.0815
PPP1R10	-0.158166666666667
CSE1L	-0.225166666666667
LCA5	-0.0395
RDH16	-0.0945
ASRGL1	-0.8545
TOM1	0.321166666666667
PTX3	0.207
TTC15	-0.575
SCGB3A1	1.349
MRPL50	-0.5845
RCAN3	0.869375
SLC26A11	-0.94075
STYX	0.1845
CINP	0.094
MARCH7	1.0615
PFKM	-1.33733333333333
SGMS1	2.50333333333333
RIOK3	0.3624
C1orf110	-0.867
CES7	0.781625
LOC440248	-1.408
PPP1R12C	-0.30875
C10orf27	0.395
ATG9A	-0.15075
MRPS26	-0.154625
TMEM40	1.92475
ELP3	-1.0847
ZNF787	0.0247
HIAT1	0.276125
C8orf34	0.485333333333333
MGC4655	0.6739
PELI1	2.28966666666667
PPT1	0.4995
SLC35C2	-0.0775
C6orf125	-1.00375
MUC4	-0.327166666666667
RFC4	0.408285714285714
GNB2	0.493833333333333
NUP50	0.737071428571428
SULT4A1	-0.249166666666667
C7	1.2165
CCDC130	0.165666666666667
ARRDC4	-0.00824999999999998
RQCD1	0.866
GLYCTK	-0.89325
AYTL2	0.387363636363636
MTUS1	-0.5736
LEMD3	0.027
PLEKHF2	1.49225
HOXA7	1.23225
GTF3C2	0.086
DYNLRB2	-2.31075
CNOT10	-0.1975
MR1	0.928333333333333
FFAR1	0.2085
PRIC285	0.28625
SLITRK6	-2.34075
LIX1	-2.6829
UBE1L2	-0.196166666666667
F8	1.15375
ACHE	0.371333333333333
KPNA5	-0.083
TNFRSF12A	-1.51733333333333
EGR3	-0.6015
SERPIND1	-3.63566666666667
OASL	2.3215
IFRD1	0.598125
WDFY1	-0.114833333333333
ZNF267	1.292125
ACCN5	0.587
ZBTB6	0.9865
PPP1R3A	-0.0555
PRRT3	0.4965
FBXL19	0.393
TXNIP	-0.734071428571428
ACTN2	0.825
ATG9B	-0.326125
C9orf117	0.091375
IL27	-0.075
RPL36AL	-0.8805
KLK15	0.08425
CHAD	0.38
RAP2B	0.8981
HEBP2	1.30125
ZNF342	0.11
CAMK2G	-0.903333333333333
TLR3	1.55975
FGF14	0.27425
HMGB2	0.457375
TRPM5	-0.0711666666666667
OR5M11	0.593
KIF3B	-0.334315789473684
PRICKLE2	0.07575
MTMR9	-1.128875
C3orf27	0.4425
GLRA3	-1.921
NSDHL	0.244
TMEM32	-0.0705
POLR2D	0.140083333333333
MYADML	0.504
C9orf114	-0.3995
MRGPRX1	0.48
TOPORS	0.1395
CLDN19	-1.002
C1QL4	0.0985
RNF165	-0.388
DHRS9	-0.536
DNAH2	-1.63133333333333
FXR1	0.142833333333333
ZMYM3	-1.04275
CASP3	0.175166666666667
FAM120C	-0.16875
SCLY	-1.38425
CA7	-0.0765
ENTPD5	-0.289166666666667
ZNF461	-0.147
PDIA5	0.93325
C1orf19	0.170833333333333
TMEM67	0.27875
KCTD20	0.6025
WDR47	0.115
FLJ38723	3.5435
KLRF1	0.0431666666666667
TAS2R16	0.5375
CLDN12	0.119
PRKCE	-0.26775
UBXD4	0.62875
ITGAM	3.26816666666667
GLT8D3	-0.094375
WDR31	-0.1074
RGS2	1.47575
OR51L1	0.3985
MST1R	0.70575
KIAA1737	-0.1095
OR4A5	-0.052
GLIS1	-2.10416666666667
PTMA	1.20835714285714
NAPA	0.27125
PRDM11	0.67225
LIPF	0.322
DIRAS3	-0.774
ASGR2	-3.64225
C1QTNF4	-0.5605
PIK3R4	0.0916666666666667
ARMC3	0.32175
NDUFV3	-0.535166666666667
BTBD3	0.554333333333333
PPP1R2	0.64025
UBE2NL	-0.21125
FOSL2	1.02292857142857
FAM119A	0.641333333333333
TUBA4A	0.4438
KRTAP12-1	0.0265
SFRS2	-0.51175
RHPN1	-0.7587
EEF2	-1.19466666666667
ZDHHC11	0.2215
EPHA3	-1.5065
RBM12	-1.45475
H2AFJ	1.41058333333333
EDIL3	2.731
KIF26A	-1.05225
SERGEF	-0.596
B3GALT4	2.92875
LOC90925	1.86133333333333
OSCAR	1.1315
NPFF	-1.05075
DEDD	1.1045
TMEM155	-0.59525
PTPN1	0.7475
SCYL2	0.00816666666666668
SKAP1	2.1765
LEAP2	-2.88133333333333
GADD45G	0.7457
IFITM3	0.512125
PILRB	-1.27933333333333
SLU7	-0.886625
DSC3	4.787
DNMT3L	-1.19825
PAPD5	0.196375
B3GNT3	-1.613
LHCGR	0.872
MSL-1	0.41275
UBE2S	-0.914
SAP130	-1.06775
ANAPC11	-0.08325
MAGED4B	0.722
ATP6V1B2	0.284666666666667
C14orf179	0.321125
CAPZA1	0.15725
CDYL2	-1.30483333333333
GLRX3	0.368666666666667
LOC136288	-1.18375
MOBKL1A	-1.03025
HTR2B	1.38225
CRYGD	0.339333333333333
NUS1	1.25416666666667
PGRMC1	1.046
MYOM2	-1.45625
FLJ39653	-1.74
CHM	0.7813
OR5M8	0.5655
ZNF619	0.3355
FAM105A	1.356
CCNL1	-0.2195
NAP1L3	-1.4805
C10orf57	1.29416666666667
B3GALNT1	1.99566666666667
CSN1S2A	0.323
TCP10L	-1.5785
GDAP2	0.770625
DMKN	0.504166666666667
COX6B1	0.11475
DNASE2	0.893
MSH5	-1.4475
LGMN	0.3735
USP31	0.9439
OR13C8	0.7255
SDCBP	1.097
NUDT11	-1.852
PYGL	-2.12533333333333
SNPH	-1.50666666666667
B3GNT4	0.3925
MIZF	-0.6646
NUBPL	-0.4675
NOD1	-0.222
CDH22	-0.231875
NUBP1	0.043
DSCAM	-3.447
DGKI	0.4345
FAM136A	0.18925
AKAP1	-0.777333333333333
SLC16A6	-1.604
RIN3	0.9865
PSG2	0.13375
DIP2B	-0.403
PSORS1C1	1.0149
KIAA0495	-0.009
FLJ90709	-0.918166666666667
LPA	-0.0021666666666667
PIGA	0.56
LY75	3.891
UTS2	-2.84283333333333
RREB1	-0.027
GALNACT-2	0.9497
MGC3196	-0.09575
FLJ31568	-0.96775
LPHN1	1.05775
SP1	0.79175
TOX4	-0.405
HSPA9	-0.008
APOBEC1	0.6465
SLC35E4	-1.09825
LSM5	-0.40575
SURF1	0.156
ZBTB1	-0.332833333333333
GTF2F1	-0.86475
RPS15A	-0.186714285714286
DUSP21	-0.683166666666667
GINS4	-2.16316666666667
MYO15A	-0.242666666666667
GIMAP7	3.92575
MGC13379	1.63475
ATP6V1E2	0.974666666666667
UTP3	-0.478
HNRPA3	-0.0941249999999999
MT4	0.208
C14orf155	0.134
U1SNRNPBP	-1.12675
CKLF	-0.00183333333333333
PLEKHN1	1.14883333333333
MBNL1	0.787416666666667
NUP160	0.01225
ACSM2A	-1.517
LOC129881	-1.38325
KIAA1529	-0.14775
FLJ22639	-0.39925
HAND1	-0.7075
GSX1	0.2445
FGA	-4.30675
SERPINB1	-0.446
ZNF642	0.19175
IGFBP1	-7.50475
SLC1A1	-0.487875
DHX57	-1.096875
ZNF766	-0.056
PTPN21	0.678111111111111
GDPD3	-0.545666666666667
PNPLA5	0.1075
TBR1	0.217833333333333
FAM116A	0.0205
IQGAP1	2.179125
FOS	0.075875
ZNF226	-0.069
FIGNL1	0.347166666666667
C14orf1	0.464666666666667
ZMYND17	-0.764
PUS7	-0.390166666666667
TUBB6	-0.402
KCNQ2	-1.23675
MARCH6	-0.202583333333333
CCDC33	0.14
PRODH	-1.20025
RBM11	-0.81725
EPHA6	0.279875
SLC43A1	-0.16125
LOC196541	0.458142857142857
NTN1	1.38991666666667
ING4	0.6735
PCDHB10	1.8275
DPH2	0.151333333333333
SPACA4	-0.012
FBXL21	-4.449
DIAPH1	-0.609166666666667
ZNF71	-0.0293333333333333
CEP76	-0.7245
CORO1A	0.16175
RRM2	-1.045875
EDG4	0.98675
OS9	-0.368666666666667
SLC4A1AP	0.0235
COG5	0.29725
COPS8	-0.4905
NGLY1	-0.984
NCBP2	0.877375
C17orf42	-0.775666666666667
GPSM3	0.421125
SIL1	-0.165333333333333
ASB6	0.3525
SMAD5OS	0.557166666666667
UNC93A	-2.907875
A1BG	-0.312833333333333
C21orf62	0.46975
FMO5	-2.34025
ATRIP	-0.147166666666667
CEBPG	1.11166666666667
C7orf38	-0.319833333333333
TNFRSF1B	1.305
CLEC1A	1.8305
IQSEC1	-0.368875
PATZ1	-1.3402
RBM22	1.096
BAG2	0.346666666666667
PAQR5	-0.708166666666667
C9orf127	1.1933
THNSL1	0.63225
SHROOM3	1.5238
JAM2	0.14875
SNRPN	-2.902
ALX4	-0.004
CACNA1S	-0.01
FAM130A1	-0.12175
CORIN	0.4525
CD300LB	0.627
PLEKHG6	1.278
LRRC40	-0.815
PCLKC	-0.829
PCDHB16	0.250166666666667
WNT2B	1.22583333333333
ASNS	0.612555555555556
MRPL49	0.122375
FLJ46111	-1.38175
ISG20	0.72925
SMU1	0.260333333333333
CASZ1	0.6965
POLR1D	-0.48325
GIN1	-0.9605
SNAG1	1.583
ANKRD29	-2.3565
CDKN2AIP	-0.72575
KRR1	-0.737
CXCL1	-0.0991666666666667
EPM2A	-0.5046
PC	-0.290333333333333
DEFB127	-0.07
PDZRN4	0.657833333333333
FAH	-1.556
OR51E1	1.264
CDC2L6	0.431166666666667
DNTTIP1	0.1365
PAX8	-0.296
TMEM116	-0.08225
C1orf150	0.5885
PRO2012	0.106
MRPL40	-1.2385
BEX1	-3.0634
SLC2A4	-1.12533333333333
PKMYT1	0.315
FEZF2	-0.894833333333333
SLC26A9	1.1375
MAP2	3.58391666666667
LYL1	-0.8265
SLC25A19	0.3385
NOS3	0.034
ZNF34	1.312
TMPRSS11F	0.0726666666666667
FAM43A	1.286
FCRL4	0.564333333333333
KLF14	0.1405
FLRT2	-1.51466666666667
WRN	-0.82225
SDF2	0.0309
KRT8P12	-0.291
C6orf195	-0.17
C9orf125	-0.0121666666666667
DZIP3	-1.13225
RIT1	1.21816666666667
SCML1	-2.98883333333333
RHBDF2	1.07875
OR2G3	0.292
REXO1L1	-0.3355
MAP3K7IP3	-0.721
C3orf57	-4.9185
FBXW11	-0.351666666666667
ETAA1	-1.18625
C14orf131	-0.066
AKT1S1	-0.7675
SLC12A5	-1.2335
C9orf164	0.56675
NRIP3	-0.4805
NOS1AP	-0.74575
TMEM121	0.05125
SAP30BP	-0.4242
DGCR6	-0.417
WDR76	-0.32025
FAM82B	-0.145916666666667
LOC606495	-0.8815
MAP9	1.41116666666667
BCDIN3D	0.344
CXorf36	3.04033333333333
DSCR3	-0.1967
ZFAND3	0.281375
C7orf43	0.000166666666666667
SPSB3	0.766
C19orf19	0.46025
FAM133A	-4.392625
C12orf25	0.70975
SLC39A3	-0.728
DISP2	-1.093
PI4KAP2	-2.691
MKRN3	-0.2175
ADAMTS13	-0.564375
CBLN3	0.3144
TTYH1	2.59833333333333
C3orf18	-0.1475
FLJ13236	-1.25825
ZMYND12	2.22325
C18orf25	0.855125
GLB1L3	-1.2215
ATP13A5	4.024
RANBP10	-0.00975
CD96	-0.4754
DENND1C	0.36675
RBMS3	1.8253
SLC41A3	0.977166666666667
DGCR6L	-0.26
TMEM128	-0.182833333333333
CSNK1G3	-0.0595714285714286
MOBKL2C	0.640875
TSPAN6	-1.214125
MATN2	-0.2972
MSL2L1	-0.415333333333333
ST6GALNAC2	-0.952333333333333
FGFBP2	1.6085
FGL1	-6.11983333333333
MPP3	-1.03933333333333
ARHGEF6	0.688666666666667
TGFBR2	0.044375
ACMSD	-1.3385
IL33	2.38775
C9orf5	0.423333333333333
DEAF1	-0.6509
AMN	0.655
DEFA6	0.289875
RNF212	-0.0735
METT5D1	-0.693166666666667
CIB1	0.9334
TSSK1B	0.5205
KIAA1727	-0.08525
ZNF680	0.296
LOC399900	0.229
LOC152217	1.6605
CTNNAL1	-3.2565
CIT	-1.29775
TLE6	-1.60975
ZNF607	-0.51525
HERC4	-1.2965
DRAP1	-0.5578
PEMT	-0.8645
C10orf111	-0.1645
ZNF575	1.237375
KCTD7	0.38925
MYO1F	1.1625
LOC285382	-0.587
RAB11A	0.7312
PLCD3	-0.983
C15orf28	0.10625
PTBP2	-1.1435
CTB-1048E9.5	-0.68525
C19orf60	0.638166666666667
C7orf25	0.670833333333333
SETD7	0.632875
HOXB9	-1.172
VANGL1	-0.1946875
CHAF1B	0.64375
NDUFA3	-0.269
KIAA1328	-0.5715
SHARPIN	0.512875
TTC23	0.298125
UGP2	0.698166666666667
ANKIB1	0.3715
CIRBP	-0.453857142857143
SEC14L4	-1.997
OVCH1	0.0976666666666667
VPS52	-0.045
FAT	-0.3075
M6PRBP1	-0.64225
GPRIN3	1.1955
PPM1F	0.813666666666667
TSR1	-0.71775
CCDC85A	4.4885
PCSK5	0.012
ZFHX3	-0.5335
HEMK1	-0.5206
PGBD2	-0.29975
RSRC2	-0.077
AURKC	-1.37733333333333
SCRIB	0.75475
ORM2	-3.57216666666667
FAM115A	-1.4771
FZD6	2.330375
UNC119	-0.492
GPX3	-0.1923
NOV	2.205375
CABC1	-0.82925
CDC42SE2	0.740875
EIF2S2	-0.1737
RNF130	1.47225
CKAP5	-0.228
RP11-413M3.2	0.7265
C10orf18	1.3114
TMEM93	-0.13775
DYX1C1	-1.4945
KCNMB2	-0.41425
ANK3	2.19108333333333
KRT5	2.581
CDH12	-1.193875
QRSL1	-0.399875
JUB	-1.47525
SHC4	3.907
CCL15	1.18516666666667
CCDC22	-0.52625
SNX24	-0.4945
RARS	-0.56725
MORC2	0.38575
FAM48A	0.34225
MT1H	0.089
PPP1R14C	1.502
FOXD1	0.0203571428571429
C1orf213	-1.17625
AMT	-0.5887
DSN1	-1.26875
PTPLAD2	1.23125
DIS3L	-0.7585
RASL11A	2.30525
GPRC5B	2.26975
FRMD7	-0.554
STRN4	0.81825
KITLG	1.0035
HDGF	1.9275
OR1S1	0.104
SETX	0.3881
DDR2	1.114625
KCTD12	2.1295
LYZL2	-0.5875
WDR52	-1.425
TMEM2	0.34525
ZNF579	-0.1045
LOC200810	-0.68425
TNFSF9	-1.382375
PPFIA4	-3.23625
CNIH3	-0.8285
MAP4K4	-0.522071428571429
ROD1	1.41014285714286
ALS2CR12	-0.3805
DOCK3	0.900333333333333
PAQR9	-5.33925
ASB17	0.754166666666667
STX16	-0.608875
FEZ2	0.0945
DLAT	-0.436166666666667
KIF21B	-1.207
CDC5L	0.25
TMEM119	1.36666666666667
CRIP3	-1.2155
TPSD1	-0.177833333333333
TEPP	1.03025
GNGT2	1.425
C21orf121	0.1025
WNK1	0.36975
FLJ10490	0.679
OR51B5	-1.875
LOC203547	0.524125
HAS1	0.7495
PPA1	-0.839833333333333
ST7	-0.5835
C11orf46	-0.127
POPDC3	-2.57466666666667
ACOX2	-2.3475
ATCAY	-0.4095
TM4SF19	0.075
MFSD9	-0.0301666666666667
PDHB	-0.4215
ERN1	-0.034
LCE3C	0.264
GPR111	0.3565
NOTCH3	2.49433333333333
ADAMTS5	2.9805
B3GALT1	-1.045
UGCGL1	0.5295
FAM58A	1.57483333333333
FBXO32	2.15175
CLPP	-0.62625
NXPH1	-2.24375
MTMR3	0.0468333333333333
ATP1B3	0.784375
TMEM16A	3.497125
HIST1H3F	0.0503333333333333
TRIM25	-0.0121666666666666
SDCBP2	0.7115
CRKL	-0.67325
HOXB2	1.763
ANP32B	0.400125
GATM	3.072
AP4E1	-0.1285
EDG5	0.398625
CDKN3	-1.13716666666667
CDH4	-2.091
PGD	-1.26016666666667
RND1	-0.308
GAD1	-2.8726
MPG	0.394
LOC440350	0.0085
ZNF133	-0.689
SERPINB12	0.229
AMELY	-0.310666666666667
DHX36	0.44925
TNFAIP8L2	3.21016666666667
PHTF2	0.498888888888889
CCDC112	-0.913333333333333
IQCC	-0.972
HEYL	3.07483333333333
FTSJ2	-0.994166666666667
APPL1	0.821
RAB43	0.627071428571429
OR10G2	0.2245
WAC	0.463166666666667
ADCY9	0.366
RUNDC2B	-0.289166666666667
PYCRL	0.9521
AGPAT7	-0.510833333333333
SLC22A9	-1.1225
CDKAL1	0.0685
PDYN	-0.909833333333333
C20orf74	-1.46075
MTMR11	0.15675
VAV3	-0.9405
DAPL1	0.287
STXBP3	-0.48425
EIF3G	0.3495
ARHGAP22	1.85025
NPFFR1	-0.101
NPC1	-0.391333333333333
ALDH9A1	0.268166666666667
ZNF600	0.007125
ZNF678	-0.045
RASSF1	0.926666666666667
ADD2	-1.114875
PITPNB	0.187875
PKD2L2	-0.073
LRP11	0.7675
CDKL1	-0.06875
SMEK2	1.01825
PRODH2	-3.02033333333333
C11orf54	0.0893333333333333
SFRS11	-0.3965
IL7	2.1485
ALS2CR16	-0.08625
BTG3	-0.114166666666667
PAK2	0.571111111111111
RP11-679B17.1	-1.85125
GATA4	-1.96083333333333
ATP2B1	-1.572
LOC130940	1.9445
C1orf172	2.13216666666667
ATF7IP2	-1.642
SLC25A43	1.10333333333333
CENTG3	-0.284416666666667
IGF2BP1	-2.3848
FCHSD1	0.1665
CAMK2N2	0.349333333333333
ELAVL3	-0.2656
NBPF15	-0.208166666666667
UBE2J2	0.456916666666667
GNL2	-0.16175
PRR3	-0.2799
NLF2	0.445
OR4F6	0.1885
KLHL24	1.33783333333333
CCDC88A	-1.2662
SGPP1	-0.732666666666667
C10orf11	0.619333333333333
SLC35B4	-1.06116666666667
UGT3A2	-1.5735
ARNT2	1.084
CBR1	0.4635
ITPR3	0.491666666666667
TRAPPC6B	0.1463
AMZ1	-0.905
ARP11	1.2425
WDSUB1	-0.2575
APBA1	0.537333333333333
RAB2A	2.2641
C6orf162	0.921375
HPSE2	2.19775
PLCE1	1.23875
INSL3	0.4045
DLG1	0.9602
PTPLA	-3.14975
PIGX	0.9585
TFIP11	-0.156333333333333
FIBIN	2.3865
POLR2G	0.1595
GRAP2	-1.7821
DNAJB8	0.04525
CNBP	0.954833333333333
WASF1	-2.00475
INPP5E	-0.4479
HSPB1	-0.344
TMEM167	-0.3835
CUBN	-0.24025
IGF1	2.1134375
ITPK1	-0.1914
NAALAD2	-1.416125
G3BP1	0.2496
NT5DC1	-0.406625
CYP39A1	2.045
TMEM139	1.98433333333333
POLK	-1.0796
GLULD1	-2.5805
RBM15	-0.706166666666667
AMZ2	-0.7115
GDF15	-4.036
MESDC2	-0.15575
INCA	1.245
ACY1L2	0.6835
GZMM	0.00766666666666667
PAIP1	-0.11525
CACNA2D1	0.5
STK32C	-0.759333333333333
SH3BP4	0.0656666666666667
DEC1	-0.2525
PADI1	0.332
UBB	0.6252
PON3	0.511833333333333
PROP1	0.6295
ANKRD13B	-0.0905
ADCK1	0.372
TCF25	0.3865
SLC38A5	-1.78
CXorf26	-0.0923333333333333
C19orf39	-0.05425
PPP1R13B	1
ARL2	-0.4195
TCL6	0.265916666666667
TOP3A	-0.5905
SLC16A14	-0.792
FXYD6	1.02516666666667
HIST1H4E	0.09025
BBC3	-0.568894736842105
UNC5A	0.175
FAM86C	-0.7172
PI4KB	1.07675
B3GAT1	-2.727
SUSD2	0.858833333333333
OAZ2	-0.285833333333333
NOC4L	-0.81425
C10orf12	0.45725
FADS1	-1.1945
LOC144097	0.1835
DKK2	1.44616666666667
KIAA1949	0.92225
RHOT1	0.00950000000000004
OXT	1.31016666666667
GPR153	0.18575
ARL4A	-2.41416666666667
SAAL1	-0.82975
CCDC64	0.081
USE1	-0.00816666666666669
HNMT	0.112
PCGF3	-1.473125
CYP2C19	0.0645
C20orf4	-0.513
CCDC11	-0.36675
ACSBG2	-0.39
RWDD2A	-0.249
PALLD	2.46825
CPLX4	-0.048
LOC492311	-0.102
KPNA2	-0.774666666666667
MACROD1	0.0484
