Hybridization REF	TCGA-C8-A1HM-01A-12R-A137-07
ZNF347	1.112
GTF2E1	0.168
RY1	-0.266833333333333
ATAD2B	0.951875
ARHGAP17	0.2554
KCNIP3	-1.21725
SFPQ	0.556875
GFRA4	0.433166666666667
AKR1B10	-3.274625
TIGD6	0.167
RGS16	0.857125
URB1	-0.692166666666667
OR4C46	0.444833333333333
TOP3B	-0.85175
NFATC4	-0.329
CA14	-3.211
BMPR1A	1.63083333333333
SNRP70	-0.512
PRL	-0.45425
C6orf130	-0.2785
STAG2	0.33225
CD55	-0.944357142857143
RPS23	-0.944666666666667
SSX2	-1.52683333333333
FDPSL2A	-0.3885
FBXO27	0.4785
SYNGR3	-0.785
TMSL3	1.87825
EML1	-0.84
NUP93	-0.646333333333333
SMAD3	-0.5649
KIAA1189	0.136
HNRPUL2	-0.331166666666667
TBC1D12	0.7845
C16orf24	0.9165
MRVI1	1.12533333333333
ZNF581	0.531833333333333
ELOVL3	0.747
OR51Q1	0.486
CACNB3	0.2855
GALNT13	-1.4
C10orf84	0.6359375
NEDD4	-0.2552
SPO11	0.3585
OR5AU1	1.171
NEK4	0.613214285714286
PRKAR2A	-0.840166666666667
IHPK1	-0.465833333333333
ATP6V0B	0.320125
CACNA1E	1.391
CEACAM8	0.2605
PEX14	-0.3625
FLJ12993	0.03
ZBTB38	-0.897416666666667
PCTK2	0.839666666666667
LRRC16	0.4966
FBLIM1	-0.347916666666667
FYCO1	0.42375
RP5-1022P6.2	-0.499916666666667
CMTM1	-0.0725
PLTP	1.1095
RAPH1	0.618375
DOCK8	1.771875
EZH2	-1.06706666666667
SLC25A1	-0.759
PLEKHB1	0.0644
GRB7	1.0633
ZFP37	-2.97675
MRPL33	-0.4085
PELO	0.15825
ARMC1	-0.014
C9orf27	-0.287714285714286
FLJ25778	0.052
C9orf37	-1.041
TMEM66	0.19775
SPRN	-0.215625
HBEGF	-0.29175
PI4KA	-0.8165
LEPRE1	-1.487
POU2AF1	-0.186875
MRPL12	-0.2275
REP15	-1.1885
ZC3H3	0.413
RASAL1	-0.642
DDAH1	0.613625
ACBD5	0.0835
TMC2	-0.0625
CCDC137	-0.267
SAMD13	-1.26666666666667
UGT2B15	-3.80616666666667
TIPARP	-0.6445
DNASE1L3	1.123
TRIM72	0.545333333333333
DBX2	0.49725
IPO8	0.74725
C21orf88	-0.2535
MAP3K14	1.36675
LOC51233	0.384833333333333
GGTLA4	-0.32075
PDE6D	-0.40025
ZNF117	-0.26525
CLK2	-0.377125
NKRF	0.0635
TNFSF15	2.067
DUSP2	0.4985
SECISBP2	-0.0438
GABRR2	-1.146
PPAP2C	1.53575
LOC51145	-0.0905
PAG1	0.945375
PIK3C3	-0.32575
GNG10	0.792
APOL4	1.47433333333333
ANKRD28	-0.904125
STMN3	-2.4188
RAB14	0.5128
CDK2AP2	0.0655
HDDC3	0.07275
COMMD7	0.094625
CXXC1	-0.419
HMCN1	-1.54683333333333
CD40	1.7305
DYNC1LI2	0.28675
GDI1	0.66925
LOC646938	-0.07875
VSNL1	-4.02283333333333
PIH1D1	0.241833333333333
RAET1G	0.799
KRTAP5-9	0.3445
EFTUD2	-0.042
ZNF311	-2.0375
ATP6V1G3	-0.24825
OR2W3	-0.11975
SCN4A	0.13525
MED10	-0.506125
FAM135A	-0.8845
ARHGAP4	-0.038
EHMT2	-0.311375
UFD1L	0.20925
ERMP1	-0.6875
MAG1	-2.01633333333333
THAP8	0.749833333333333
HACE1	0.227
FAM82C	0.191833333333333
C3orf20	0.3385
UNC84A	-0.1615
SCD5	-0.167642857142857
LASS6	2.053625
LSG1	0.58925
MAL	-4.66625
GPR22	0.316
WDR5B	1.3445
ACTRT1	0.3585
C17orf60	0.270666666666667
GRIN2C	-0.2958
ARMC8	0.329083333333333
SLC47A1	-1.37216666666667
DMPK	-0.24325
DHRS13	0.989333333333333
SMC1A	0.546166666666667
KRTAP17-1	0.15325
SMYD5	0.15175
TUSC2	-0.11975
CRHR2	0.413
KIR3DL2	2.4895
CCDC104	0.73725
ATP2C1	0.572625
CROT	-0.83075
PABPC3	-1.05783333333333
EGR1	-2.27083333333333
THSD1	0.172
KHK	-1.491
SLC12A2	-0.156375
CD58	-0.2565
STOX2	-2.79616666666667
CCDC76	0.1314
CCDC48	3.0175
DNAH1	0.522333333333333
ZIC4	-0.258625
OR1G1	0.536
PSMC6	-0.272666666666667
PROKR1	0.6
ABCB1	-0.220125
TRAT1	1.58025
LLGL1	-0.0715
MTF1	0.7225
USP54	1.28275
PAGE2B	-1.507
ITGB7	-3.05625
CCDC81	0.166
LOC149837	0.299
SCUBE1	0.3515
ZSCAN10	1.029
HUWE1	0.510071428571429
CDH17	-0.138
CD180	0.454
IL17A	-0.129
TMPO	-0.089875
KIAA1524	0.0513333333333334
HDGFRP3	0.337833333333333
OXCT1	-0.562363636363636
RRAS2	-0.366166666666667
LTBP2	1.2040625
SV2B	-0.331666666666667
CYP2A6	0.65475
PKD1L2	-0.528833333333333
PPM1M	0.763
FLJ22662	3.12066666666667
ZNF502	-0.77175
GP6	-1.01825
CRYBA2	2.171
LEF1	-1.3582
CTPS	-1.90342857142857
EYA1	-3.66583333333333
EPS8L1	1.42125
MAPK14	-0.580666666666667
SERPINB2	-5.212375
GTF2F2	-0.114
ZNHIT4	-0.1405
PLA1A	0.696375
C20orf114	4.1435
HPR	-4.649
C18orf2	-2.19366666666667
SATB2	-3.54225
KCNJ9	-0.27275
MGC157906	1.1885
MOCS3	1.14675
C17orf71	1.00666666666667
PPHLN1	0.4184
HIST1H2BN	0.505625
RAPGEF1	-0.237375
MAP3K8	0.16325
DLG4	-0.0433333333333334
STC1	0.418166666666667
CDGAP	0.6655
DDX26B	0.4015
LOC150223	-1.57025
CPSF3	-0.688166666666667
TMEM14A	2.12175
MYH3	-1.21075
GPKOW	0.722
SULT1A1	-0.0906666666666667
SPON1	1.4839
YY1AP1	0.142666666666667
RAB23	-0.2675
PLA2G4A	-3.6885
MAPRE3	-0.3595
ZNF516	0.443642857142857
GGPS1	0.885
EXOC3L2	-0.175375
C19orf42	-0.3187
MAP2K2	-0.316
HIST1H2BB	-0.6875
RNF19B	1.00516666666667
C6orf128	-0.515
TLR8	4.5635
PCDHA9	0.484
CARS2	-0.282125
CLUL1	-0.348666666666667
RHAG	-4.11533333333333
UNK	-0.075
EXOC8	0.8743
C9orf95	0.6305
C14orf143	0.0695
MAML3	-0.07
LDHA	-1.15575
MRPL20	0.598375
KLHDC6	0.106333333333333
ATP5S	0.212333333333333
C8orf55	0.323
PHF19	-1.56575
KRTAP13-4	0.5965
TTC5	0.01125
XKR5	-0.92225
SILV	-4.53433333333333
TEX28	0.2625
TCTN1	0.593
CX40.1	0.11175
PPP2R5C	-0.217125
C12orf30	-0.2495
CAPG	1.9775
MPZL1	0.91545
ARSB	-0.982
TDH	-2.6555
WASF4	-0.47
TSSK3	-0.4825
7A5	1.9215
CRISPLD1	1.7915
MAD1L1	-0.313166666666667
SPIN4	0.439833333333333
AMPD1	0.691
DPYSL5	-0.4435
INPP1	0.900666666666667
ANKRD11	-1.36533333333333
NPAS4	-0.12375
GCET2	0.7219
RNASE9	-0.87
GUCY2D	0.1875
CCDC98	-0.7915
FGF4	-0.225
CPM	-0.715666666666667
SLC26A4	-0.711666666666667
PLD5	-1.2305
FAM59A	0.4598
FBXO5	-0.299777777777778
SIPA1L1	-0.199
DPYS	0.05325
ATG4D	-0.11475
TGM3	0.9585
MTCH1	-0.596
HK1	1.05935714285714
CDC26	0.044625
GALNT12	-3.5045
LOC339229	0.32675
MRPL35	-0.009
ORC4L	-0.264125
TNKS	-0.287857142857143
C2orf24	0.542333333333333
ZNF553	0.0435
GGTLA1	2.0761
ZNF497	0.06925
CDY1B	0.17125
SLC30A4	-0.186
TUB	-0.580875
ARHGEF18	-0.1135
ARRB1	-0.0105
KCNK1	2.3795
EREG	-3.8343
SCAMP5	0.06875
RUNDC3B	-1.26775
ADAMTS20	-0.7355
IL17RB	-0.841625
FLJ20323	-0.37675
MCAM	-0.883625
POLR3E	-1.1095
AQR	0.534333333333333
IPMK	1.134
CDCA7	-2.268625
CAMP	3.09425
GRHL3	0.76925
ADAMTSL2	0.494666666666667
CLMN	1.0895
SSTR3	0.383
MAGEA5	-2.08383333333333
OVOL2	2.9355
JMJD1B	-0.38175
RBL2	-0.1076
PYGO2	0.64425
PPP1R10	0.317666666666667
CSE1L	0.0146666666666667
LCA5	1.27625
RDH16	2.987
ASRGL1	-1.937125
TOM1	-0.1655
PTX3	-6.77125
TTC15	0.11875
SCGB3A1	0.386666666666667
MRPL50	-0.4835
RCAN3	0.788
SLC26A11	1.27125
STYX	0.461833333333333
CINP	-0.65375
MARCH7	-0.20975
PFKM	-1.46383333333333
SGMS1	-0.0141666666666667
RIOK3	-0.7564
C1orf110	-0.4035
CES7	0.098125
LOC440248	-1.13025
PPP1R12C	0.0605
C10orf27	0.4555
ATG9A	-0.39825
MRPS26	0.755125
TMEM40	1.14025
ELP3	-0.152
ZNF787	0.6876
HIAT1	0.578375
C8orf34	2.02483333333333
MGC4655	-0.2727
PELI1	-0.274666666666667
PPT1	-0.3558
SLC35C2	0.473666666666667
C6orf125	-0.162
MUC4	-0.915166666666667
RFC4	-0.311142857142857
GNB2	-0.7165
NUP50	0.118071428571429
SULT4A1	-1.10466666666667
C7	-0.0465
CCDC130	-0.390666666666667
ARRDC4	-0.05525
RQCD1	1.418
GLYCTK	-0.89925
AYTL2	-0.451454545454545
MTUS1	0.3007
LEMD3	-0.2445
PLEKHF2	2.23825
HOXA7	-1.268125
GTF3C2	-1.3675
DYNLRB2	3.06375
CNOT10	-0.15325
MR1	0.914666666666667
FFAR1	-0.1475
PRIC285	0.55375
SLITRK6	5.184
LIX1	-2.7969
UBE1L2	-0.220583333333333
F8	1.079375
ACHE	0.176666666666667
KPNA5	0.638
TNFRSF12A	-1.49366666666667
EGR3	1.847
SERPIND1	-3.85116666666667
OASL	4.17175
IFRD1	-1.94075
WDFY1	0.874833333333333
ZNF267	0.814
ACCN5	0.3505
ZBTB6	-0.4795
PPP1R3A	0.0595
PRRT3	1.48625
FBXL19	-0.6325
TXNIP	-0.107714285714286
ACTN2	-2.301
ATG9B	-0.4435
C9orf117	0.543125
IL27	-0.9515
RPL36AL	0.368833333333333
KLK15	0.4735
CHAD	0.168
RAP2B	0.4193
HEBP2	1.48225
ZNF342	0.9265
CAMK2G	0.809666666666667
TLR3	2.22825
FGF14	-0.48275
HMGB2	-0.745375
TRPM5	0.012
OR5M11	0.541
KIF3B	0.177157894736842
PRICKLE2	-1.26075
MTMR9	-0.50525
C3orf27	0.39825
GLRA3	-0.444333333333333
NSDHL	0.619166666666667
TMEM32	0.1335
POLR2D	-0.1815
MYADML	0.4255
C9orf114	-0.64525
MRGPRX1	-0.4215
TOPORS	-0.50025
CLDN19	-0.683
C1QL4	-0.0415
RNF165	-0.138
DHRS9	0.0345
DNAH2	0.624833333333333
FXR1	0.0441666666666667
ZMYM3	-0.9965
CASP3	-0.0266666666666667
FAM120C	0.3835
SCLY	-1.844
CA7	0.1865
ENTPD5	-0.0786666666666667
ZNF461	0.17475
PDIA5	-0.50275
C1orf19	-0.0843333333333334
TMEM67	0.79925
KCTD20	-0.41975
WDR47	1.364
FLJ38723	-0.2925
KLRF1	0.709833333333333
TAS2R16	0.477
CLDN12	-0.01625
PRKCE	-0.56925
UBXD4	-0.44675
ITGAM	3.77866666666667
GLT8D3	0.76975
WDR31	0.5579
RGS2	3.32025
OR51L1	0.3655
MST1R	-1.98525
KIAA1737	0.384
OR4A5	-1.44
GLIS1	-2.15616666666667
PTMA	-0.394642857142857
NAPA	2.03475
PRDM11	-0.31625
LIPF	-0.45
DIRAS3	-1.636
ASGR2	-3.66825
C1QTNF4	-0.0585
PIK3R4	0.380833333333333
ARMC3	1.8765
NDUFV3	0.333333333333333
BTBD3	-0.18
PPP1R2	0.73275
UBE2NL	0.1055
FOSL2	0.155785714285714
FAM119A	-0.291666666666667
TUBA4A	-0.1765
KRTAP12-1	0.238
SFRS2	-0.141
RHPN1	0.2423
EEF2	-1.23366666666667
ZDHHC11	-0.019
EPHA3	-2.3421
RBM12	-0.9035
H2AFJ	3.36925
EDIL3	-1.513
KIF26A	-2.393
SERGEF	0.26275
B3GALT4	2.0265
LOC90925	1.9015
OSCAR	0.458
NPFF	-0.391
DEDD	0.488875
TMEM155	0.244375
PTPN1	0.759
SCYL2	0.4705
SKAP1	3.03125
LEAP2	-2.17
GADD45G	2.0607
IFITM3	2.010625
PILRB	-1.04216666666667
SLU7	0.1069375
DSC3	-1.8425
DNMT3L	-1.04275
PAPD5	0.275
B3GNT3	-0.923833333333333
LHCGR	1.899
MSL-1	0.37675
UBE2S	0.2625
SAP130	-0.33125
ANAPC11	1.16775
MAGED4B	-3.3275
ATP6V1B2	0.212166666666667
C14orf179	1.224375
CAPZA1	0.632625
CDYL2	1.60383333333333
GLRX3	-1.49933333333333
LOC136288	-0.5615
MOBKL1A	-0.4335
HTR2B	0.99
CRYGD	0.0573333333333333
NUS1	0.429333333333333
PGRMC1	1.1155
MYOM2	-0.91375
FLJ39653	-1.65
CHM	0.5863
OR5M8	0.0935
ZNF619	0.549
FAM105A	2.17275
CCNL1	-0.057375
NAP1L3	-2.55825
C10orf57	2.065
B3GALNT1	2.03566666666667
CSN1S2A	0.2015
TCP10L	1.79525
GDAP2	0.87825
DMKN	-0.9525
COX6B1	1.16525
DNASE2	0.908333333333333
MSH5	-0.80675
LGMN	0.4365
USP31	-0.1829
OR13C8	-0.014
SDCBP	1.0247
NUDT11	-4.51383333333333
PYGL	-0.966666666666667
SNPH	-1.58433333333333
B3GNT4	-0.436
MIZF	-0.144
NUBPL	-0.332125
NOD1	0.480833333333333
CDH22	-0.4765
NUBP1	0.697833333333333
DSCAM	-3.68775
DGKI	-1.116
FAM136A	-0.813
AKAP1	1.08533333333333
SLC16A6	-0.35
RIN3	1.0275
PSG2	0.349
DIP2B	0.903166666666666
PSORS1C1	0.7652
KIAA0495	-0.994
FLJ90709	0.689666666666667
LPA	-0.170333333333333
PIGA	0.139833333333333
LY75	2.85033333333333
UTS2	-2.34233333333333
RREB1	-0.18625
GALNACT-2	0.3221
MGC3196	-0.124
FLJ31568	-0.17775
LPHN1	-1.430625
SP1	1.591875
TOX4	0.290333333333333
HSPA9	-0.0399999999999999
APOBEC1	0.279
SLC35E4	-1.097
LSM5	-0.186
SURF1	0.8795
ZBTB1	0.0125
GTF2F1	-0.5
RPS15A	-0.0149285714285715
DUSP21	-0.219666666666667
GINS4	-1.79183333333333
MYO15A	0.615333333333333
GIMAP7	4.57975
MGC13379	0.83025
ATP6V1E2	-0.398333333333333
UTP3	-0.115
HNRPA3	-0.0170625
MT4	-0.075
C14orf155	-0.0225
U1SNRNPBP	0.5455
CKLF	-0.482166666666667
PLEKHN1	-0.460166666666667
MBNL1	0.285916666666667
NUP160	-0.627
ACSM2A	-1.389
LOC129881	0.71325
KIAA1529	-1.154
FLJ22639	-1.344
HAND1	-0.776
GSX1	0.3725
FGA	-4.288625
SERPINB1	0.921
ZNF642	0.5555
IGFBP1	-8.026375
SLC1A1	2.21475
DHX57	-0.416625
ZNF766	1.558
PTPN21	-0.7321
GDPD3	-0.1805
PNPLA5	-0.3525
TBR1	0.403
FAM116A	-0.188
IQGAP1	0.38725
FOS	-1.50325
ZNF226	0.5335
FIGNL1	0.227166666666667
C14orf1	-0.3925
ZMYND17	-0.07
PUS7	-1.14133333333333
TUBB6	-1.05325
KCNQ2	-1.36225
MARCH6	-0.455583333333333
CCDC33	0.165
PRODH	-0.651
RBM11	3.3345
EPHA6	0.525875
SLC43A1	0.594
LOC196541	0.1645
NTN1	1.07341666666667
ING4	0.2035
PCDHB10	-2.03
DPH2	-0.981
SPACA4	1.54025
FBXL21	-5.452
DIAPH1	-0.755833333333333
ZNF71	1.16533333333333
CEP76	0.4025
CORO1A	0.9615
RRM2	-0.870125
EDG4	0.8475
OS9	1.35
SLC4A1AP	0.17325
COG5	-0.2445
COPS8	-0.564
NGLY1	-0.55175
NCBP2	0.52475
C17orf42	0.071
GPSM3	1.085125
SIL1	0.112833333333333
ASB6	-0.81175
SMAD5OS	-0.251166666666667
UNC93A	-3.28075
A1BG	-0.375166666666667
C21orf62	0.51425
FMO5	1.558
ATRIP	-0.160666666666667
CEBPG	-0.134
C7orf38	-0.3675
TNFRSF1B	1.60866666666667
CLEC1A	1.46983333333333
IQSEC1	0.684
PATZ1	0.5953
RBM22	-0.31025
BAG2	-2.30066666666667
PAQR5	-1.36433333333333
C9orf127	-0.6605
THNSL1	-0.16125
SHROOM3	3.5365
JAM2	-0.35775
SNRPN	-2.23475
ALX4	0.3375
CACNA1S	-0.404
FAM130A1	0.77925
CORIN	0.404
CD300LB	0.5975
PLEKHG6	1.046
LRRC40	-0.659
PCLKC	-1.10025
PCDHB16	-1.53383333333333
WNT2B	-0.536333333333333
ASNS	-2.86488888888889
MRPL49	-0.318375
FLJ46111	-0.11225
ISG20	2.59875
SMU1	-0.107333333333333
CASZ1	0.9
POLR1D	-0.173083333333333
GIN1	0.609
SNAG1	0.763
ANKRD29	-2.654
CDKN2AIP	-0.92525
KRR1	0.0705
CXCL1	-4.18616666666667
EPM2A	0.2493
PC	-0.330333333333333
DEFB127	0.2455
PDZRN4	0.604333333333333
FAH	0.855125
OR51E1	1.7735
CDC2L6	0.790166666666667
DNTTIP1	0.44175
PAX8	0.411
TMEM116	0.20425
C1orf150	0.283
PRO2012	-0.03925
MRPL40	-0.633333333333333
BEX1	-2.7202
SLC2A4	-1.01516666666667
PKMYT1	-0.19975
FEZF2	-0.7455
SLC26A9	-1.17025
MAP2	-0.143833333333333
LYL1	-1.03025
SLC25A19	-0.00466666666666667
NOS3	-0.4165
ZNF34	0.631333333333333
TMPRSS11F	-1.32225
FAM43A	-0.70925
FCRL4	0.862333333333333
KLF14	-0.02825
FLRT2	-2.23466666666667
WRN	-0.947
SDF2	1.5538
KRT8P12	0.3185
C6orf195	0.378
C9orf125	-3.51683333333333
DZIP3	-0.32425
RIT1	1.17875
SCML1	-0.253833333333333
RHBDF2	1.301625
OR2G3	0.353
REXO1L1	0.6935
MAP3K7IP3	0.653125
C3orf57	-4.80025
FBXW11	-0.784
ETAA1	-0.35375
C14orf131	-0.4986
AKT1S1	0.3305
SLC12A5	-0.530625
C9orf164	2.00225
NRIP3	0.42475
NOS1AP	-0.855
TMEM121	-0.25675
SAP30BP	0.4089
DGCR6	0.07325
WDR76	-0.3255
FAM82B	-0.237833333333333
LOC606495	-0.4225
MAP9	-0.00625000000000002
BCDIN3D	1.6445
CXorf36	2.70533333333333
DSCR3	-0.0237
ZFAND3	0.61675
C7orf43	0.244333333333333
SPSB3	0.4072
C19orf19	0.2595
FAM133A	0.026125
C12orf25	0.30425
SLC39A3	-0.576125
DISP2	-1.232
PI4KAP2	-2.2765
MKRN3	-0.286666666666667
ADAMTS13	-1.19825
CBLN3	0.5437
TTYH1	-1.27716666666667
C3orf18	-0.479
FLJ13236	0.75825
ZMYND12	0.556
C18orf25	0.3035
GLB1L3	-0.3515
ATP13A5	-0.387
RANBP10	0.131
CD96	1.4538
DENND1C	1.42325
RBMS3	-1.6242
SLC41A3	0.3155
DGCR6L	-0.002
TMEM128	0.446
CSNK1G3	-0.289285714285714
MOBKL2C	0.795625
TSPAN6	0.207125
MATN2	-2.8748
MSL2L1	-0.427166666666667
ST6GALNAC2	0.849333333333333
FGFBP2	0.57275
FGL1	-6.65166666666667
MPP3	-0.3225
ARHGEF6	1.93616666666667
TGFBR2	-0.014625
ACMSD	-1.26075
IL33	0.90925
C9orf5	0.193833333333333
DEAF1	-0.3402
AMN	0.1845
DEFA6	-0.005125
RNF212	-1.724
METT5D1	0.1155
CIB1	1.0615
TSSK1B	-0.17575
KIAA1727	-1.0285
ZNF680	0.462916666666667
LOC399900	-1.665
LOC152217	0.820916666666667
CTNNAL1	-1.6115
CIT	-0.553833333333333
TLE6	1.95275
ZNF607	0.719
HERC4	0.0806666666666667
DRAP1	0.0829
PEMT	-0.203
C10orf111	-0.459
ZNF575	0.56075
KCTD7	-0.29825
MYO1F	1.63075
LOC285382	-1.008
RAB11A	1.0669
PLCD3	-0.96275
C15orf28	-0.43025
PTBP2	-0.00312499999999999
CTB-1048E9.5	-0.087875
C19orf60	0.962166666666667
C7orf25	0.558166666666667
SETD7	0.769625
HOXB9	-1.7485
VANGL1	0.4128125
CHAF1B	0.33075
NDUFA3	1.23425
KIAA1328	-0.351666666666667
SHARPIN	0.508625
TTC23	-0.37375
UGP2	0.514583333333333
ANKIB1	-0.4695
CIRBP	-0.534142857142857
SEC14L4	-0.00183333333333334
OVCH1	0.112333333333333
VPS52	-0.21725
FAT	-2.859125
M6PRBP1	-0.73725
GPRIN3	1.476
PPM1F	-1.18333333333333
TSR1	-0.72325
CCDC85A	-0.272
PCSK5	0.17825
ZFHX3	0.3325
HEMK1	-0.5254
PGBD2	0.653
RSRC2	0.0693333333333333
AURKC	-1.44333333333333
SCRIB	-0.031375
ORM2	-3.55583333333333
FAM115A	-0.6144
FZD6	0.914625
UNC119	0.793833333333333
GPX3	-0.325
NOV	-1.75475
CABC1	0.47225
CDC42SE2	0.3534375
EIF2S2	-0.1366
RNF130	1.324
CKAP5	-0.454
RP11-413M3.2	0.648375
C10orf18	0.507
TMEM93	0.046
DYX1C1	2.0025
KCNMB2	-2.1455
ANK3	2.72991666666667
KRT5	-3.0186
CDH12	-1.179875
QRSL1	0.246
JUB	-1.96175
SHC4	-3.20325
CCL15	1.07916666666667
CCDC22	1.1125
SNX24	-0.49225
RARS	-0.60025
MORC2	0.024875
FAM48A	0.26725
MT1H	0.7865
PPP1R14C	-4.20016666666667
FOXD1	-1.15692857142857
C1orf213	-2.0025
AMT	-1.9438
DSN1	0.36025
PTPLAD2	2.99025
DIS3L	-0.1915
RASL11A	0.30525
GPRC5B	1.411375
FRMD7	-1.145
STRN4	0.1
KITLG	1.67472727272727
HDGF	-0.83275
OR1S1	0.1725
SETX	0.2011
DDR2	-1.24
KCTD12	1.404
LYZL2	0.2075
WDR52	-0.381
TMEM2	0.505875
ZNF579	0.651666666666667
LOC200810	1.249
TNFSF9	-1.103625
PPFIA4	-2.94425
CNIH3	-1.44983333333333
MAP4K4	-1.926
ROD1	1.39464285714286
ALS2CR12	-0.0466666666666667
DOCK3	-1.958
PAQR9	-5.01425
ASB17	-0.0603333333333333
STX16	0.137625
FEZ2	0.004
DLAT	0.125166666666667
KIF21B	-0.916833333333333
CDC5L	-0.189
TMEM119	1.13016666666667
CRIP3	-1.682
TPSD1	0.036
TEPP	-0.20325
GNGT2	2.108
C21orf121	-0.1965
WNK1	0.113166666666667
FLJ10490	1.3215
OR51B5	-1.969
LOC203547	1.2105
HAS1	-0.803
PPA1	2.07516666666667
ST7	-0.546625
C11orf46	0.438
POPDC3	-3.436
ACOX2	2.54966666666667
ATCAY	-0.658166666666667
TM4SF19	-2.105
MFSD9	-0.079
PDHB	-0.5725
ERN1	0.44975
LCE3C	0.134
GPR111	-0.44
NOTCH3	1.30383333333333
ADAMTS5	0.7075
B3GALT1	-1.76766666666667
UGCGL1	0.66
FAM58A	0.957
FBXO32	1.80075
CLPP	-0.482
NXPH1	-1.97275
MTMR3	-0.0055
ATP1B3	-0.149625
TMEM16A	4.375375
HIST1H3F	0.795166666666667
TRIM25	0.6135
SDCBP2	0.9765
CRKL	-0.788125
HOXB2	2.92216666666667
ANP32B	-0.3885
GATM	0.2095
AP4E1	0.39075
EDG5	0.37925
CDKN3	-0.265333333333333
CDH4	-2.00775
PGD	-0.6445
RND1	1.6255
GAD1	-1.9012
MPG	-0.030125
LOC440350	-0.5615
ZNF133	-0.158
SERPINB12	-0.1475
AMELY	-0.8195
DHX36	0.0275
TNFAIP8L2	3.542
PHTF2	-0.566333333333333
CCDC112	-0.6355
IQCC	-1.077
HEYL	2.09733333333333
FTSJ2	-0.426
APPL1	-0.427125
RAB43	-0.142642857142857
OR10G2	0.268
WAC	0.42
ADCY9	0.62425
RUNDC2B	-0.235666666666667
PYCRL	1.1347
AGPAT7	-0.5165
SLC22A9	-1.5195
CDKAL1	0.0095
PDYN	-0.0595
C20orf74	0.229
MTMR11	0.7295
VAV3	3.60483333333333
DAPL1	0.28775
STXBP3	1.25625
EIF3G	-0.716
ARHGAP22	-1.3705
NPFFR1	0.268
NPC1	-0.7935
ALDH9A1	1.30016666666667
ZNF600	1.08075
ZNF678	0.121166666666667
RASSF1	-0.9705
ADD2	-2.8195
PITPNB	0.050375
PKD2L2	0.541
LRP11	0.532
CDKL1	-0.23175
SMEK2	0.53425
PRODH2	-2.99
C11orf54	0.3225
SFRS11	-0.494166666666667
IL7	1.49066666666667
ALS2CR16	0.23025
BTG3	0.625666666666667
PAK2	0.365333333333333
RP11-679B17.1	-0.48375
GATA4	-1.9745
ATP2B1	-1.1535
LOC130940	0.9425
C1orf172	1.77833333333333
ATF7IP2	-0.18075
SLC25A43	0.391666666666667
CENTG3	-0.670083333333333
IGF2BP1	-3.9502
FCHSD1	0.226
CAMK2N2	1.00783333333333
ELAVL3	-0.0159
NBPF15	-0.353833333333333
UBE2J2	-0.661166666666667
GNL2	-0.704
PRR3	-0.3834
NLF2	0.852
OR4F6	-0.991
KLHL24	0.872666666666667
CCDC88A	-1.8809
SGPP1	-0.0276666666666667
C10orf11	2.21
SLC35B4	-1.46766666666667
UGT3A2	0.226
ARNT2	0.7819
CBR1	-0.103625
ITPR3	-0.284833333333333
TRAPPC6B	0.1209
AMZ1	2.2675
ARP11	1.331
WDSUB1	0.2695
APBA1	-0.0293333333333333
RAB2A	1.5524
C6orf162	0.787625
HPSE2	0.314
PLCE1	-2.6025
INSL3	0.89375
DLG1	0.5835
PTPLA	-2.79375
PIGX	0.41775
TFIP11	0.355333333333333
FIBIN	0.7245
POLR2G	-0.19025
GRAP2	-0.4338
DNAJB8	0.2165
CNBP	0.666833333333333
WASF1	-1.746
INPP5E	-0.9069
HSPB1	0.4513125
TMEM167	-0.5367
CUBN	-0.2935
IGF1	2.1168125
ITPK1	0.1442
NAALAD2	-1.729875
G3BP1	0.2779
NT5DC1	0.283375
CYP39A1	2.3685
TMEM139	0.572333333333333
POLK	-0.419
GLULD1	-2.67125
RBM15	-0.102
AMZ2	0.7395
GDF15	-0.386
MESDC2	0.448
INCA	3.45783333333333
ACY1L2	-1.0435
GZMM	1.4755
PAIP1	0.15825
CACNA2D1	-0.83525
STK32C	-1.52683333333333
SH3BP4	-0.417666666666667
DEC1	0.2715
PADI1	0.3675
UBB	1.0108
PON3	-3.521
PROP1	0.5355
ANKRD13B	0.2
ADCK1	-0.46625
TCF25	-0.0899166666666667
SLC38A5	-2.058
CXorf26	0.7045
C19orf39	0.24425
PPP1R13B	0.4795
ARL2	-1.1945
TCL6	0.141416666666667
TOP3A	-0.6955
SLC16A14	1.579875
FXYD6	0.51
HIST1H4E	0.037
BBC3	0.400526315789474
UNC5A	0.236666666666667
FAM86C	-0.2314
PI4KB	0.5155
B3GAT1	-1.97025
SUSD2	0.946833333333334
OAZ2	-0.517333333333333
NOC4L	0.12225
C10orf12	-0.14875
FADS1	-2.07866666666667
LOC144097	-0.1435
DKK2	0.698
KIAA1949	0.341
RHOT1	0.4088
OXT	0.617
GPR153	0.79875
ARL4A	-2.0915
SAAL1	-0.50775
CCDC64	-0.1195
USE1	-0.467166666666667
HNMT	0.328166666666667
PCGF3	-0.140375
CYP2C19	0.51875
C20orf4	1.0985
CCDC11	-0.42025
ACSBG2	-0.17625
RWDD2A	1.09175
PALLD	-0.028625
CPLX4	-0.0785
LOC492311	-0.48325
KPNA2	0.5555
MACROD1	0.13
