Hybridization REF	TCGA-AR-A1AJ-01A-21R-A12P-07
SMARCD1	-0.490666666666667
ZFP106	-0.16275
ZNF347	-0.7225
GTF2E1	0.4995
RY1	0.2605
ATAD2B	0.746375
ARHGAP17	-0.0274
KCNIP3	0.625
SFPQ	0.256125
GFRA4	0.450833333333333
AKR1B10	-1.31425
TIGD6	0.131166666666667
RGS16	2.093625
URB1	0.575833333333333
OR4C46	-0.795833333333333
TOP3B	-0.44175
NFATC4	0.136
CA14	-4.769
BMPR1A	-0.272
SNRP70	-0.111
PRL	-0.1375
C6orf130	-0.37425
STAG2	0.283
CD55	-0.500214285714286
RPS23	-0.574833333333333
SSX2	-1.2265
FDPSL2A	0.135
FBXO27	0.21775
SYNGR3	-0.149166666666667
TMSL3	1.9585
EML1	-0.974
NUP93	-0.04025
SMAD3	-1.0222
KIAA1189	0.690166666666667
HNRPUL2	0.624333333333333
TBC1D12	-0.456833333333333
C16orf24	0.08425
MRVI1	1.09033333333333
ZNF581	-0.8865
ELOVL3	0.0375
OR51Q1	0.112
CACNB3	0.791166666666667
GALNT13	0.404375
C10orf84	0.5623125
NEDD4	-1.3277
SPO11	0.9765
OR5AU1	0.566
NEK4	-0.0053571428571429
PRKAR2A	-0.444666666666667
IHPK1	-0.5595
ATP6V0B	-0.3625
CACNA1E	1.4985
CEACAM8	-0.378666666666667
PEX14	0.288
FLJ12993	-1.025
ZBTB38	-0.277833333333333
PCTK2	-0.359166666666667
LRRC16	0.2755
FBLIM1	1.22233333333333
FYCO1	0.271
RP5-1022P6.2	-0.0453333333333333
CMTM1	0.328666666666667
PLTP	1.66916666666667
RAPH1	0.16325
DOCK8	2.314
EZH2	-0.226933333333333
SLC25A1	-1.13133333333333
PLEKHB1	1.0971
GRB7	0.1822
ZFP37	-0.03675
MRPL33	-0.452
PELO	0.028
ARMC1	-0.0239090909090909
C9orf27	-0.054875
FLJ25778	-0.3145
C9orf37	-0.106166666666667
TMEM66	0.01075
SPRN	-0.10725
HBEGF	1.046375
PI4KA	-1.1535
LEPRE1	-0.6615
POU2AF1	0.4115
MRPL12	-0.733333333333333
REP15	-0.508
ZC3H3	0.196
RASAL1	0.28975
DDAH1	-0.74325
ACBD5	1.16275
TMC2	0.0835
CCDC137	-0.21525
SAMD13	-1.83583333333333
UGT2B15	-3.6185
TIPARP	-0.9395
DNASE1L3	1.9415
TRIM72	-0.0765
DBX2	1.0625
IPO8	-0.77325
C21orf88	0.0107999999999999
MAP3K14	1.4235
LOC51233	-0.185
GGTLA4	0.17
PDE6D	0.11475
ZNF117	-0.6285
CLK2	0.1115
NKRF	-0.6015
TNFSF15	0.7384
DUSP2	1.271625
SECISBP2	0.2268
GABRR2	-0.95
PPAP2C	1.532
LOC51145	-0.0126666666666667
PAG1	1.096875
PIK3C3	0.6325
GNG10	-0.067
APOL4	1.2445
ANKRD28	-1.2415
STMN3	-1.1998
RAB14	0.7085
CDK2AP2	-0.21325
HDDC3	-0.715375
COMMD7	0.295625
CXXC1	0.46
HMCN1	-0.380666666666667
CD40	2.28475
DYNC1LI2	0.5959375
GDI1	-0.209
LOC646938	-0.1775
VSNL1	0.648166666666667
PIH1D1	-0.468
RAET1G	0.361
KRTAP5-9	0.154
EFTUD2	-0.2865
ZNF311	-1.03666666666667
ATP6V1G3	0.168
OR2W3	0.07575
SCN4A	0.6835
MED10	-0.34875
FAM135A	0.293
ARHGAP4	0.2275
EHMT2	-0.183625
UFD1L	-0.08575
ERMP1	-1.4805
MAG1	-1.00566666666667
THAP8	-0.075
HACE1	0.098
FAM82C	0.043
C3orf20	-0.0455
UNC84A	-0.425166666666667
SCD5	0.891928571428571
LASS6	-0.334125
LSG1	0.28025
MAL	-3.366
GPR22	-0.3995
WDR5B	0.8595
ACTRT1	0.5755
C17orf60	1.28083333333333
GRIN2C	0.0353
ARMC8	0.110416666666667
SLC47A1	-2.32183333333333
DMPK	-0.87725
DHRS13	0.228166666666667
SMC1A	-0.125166666666667
KRTAP17-1	1.22825
SMYD5	-0.7665
TUSC2	-0.282625
CRHR2	0.186
KIR3DL2	0.9825
CCDC104	-0.52475
ATP2C1	1.325375
CROT	-1.36
PABPC3	-0.684333333333333
EGR1	1.126
THSD1	0.2215
KHK	-1.57175
SLC12A2	0.5215
CD58	0.4975
STOX2	1.11033333333333
CCDC76	-0.4985
CCDC48	0.833
DNAH1	0.181166666666667
ZIC4	0.656625
OR1G1	-0.1045
PSMC6	-0.438833333333333
PROKR1	0.0925
ABCB1	-0.58
TRAT1	1.63725
LLGL1	0.3525
MTF1	1.5145
USP54	0.721
PAGE2B	-1.979
ITGB7	-2.9135
CCDC81	0.038
LOC149837	0.2615
SCUBE1	-0.3625
ZSCAN10	1.2995
HUWE1	0.244071428571429
CDH17	0.0995
CD180	1.7225
IL17A	0.05325
TMPO	-1.313
KIAA1524	0.0808333333333333
HDGFRP3	-1.09966666666667
OXCT1	-0.433636363636364
RRAS2	-0.024
LTBP2	1.445125
SV2B	2.81883333333333
CYP2A6	0.202625
PKD1L2	0.0405
PPM1M	0.9025
FLJ22662	2.27783333333333
ZNF502	1.90375
GP6	-0.5665
CRYBA2	-1.08175
LEF1	-2.0197
CTPS	-0.816714285714286
EYA1	-2.69566666666667
EPS8L1	0.25425
MAPK14	-0.199333333333333
SERPINB2	-1.9795
GTF2F2	-0.2325
ZNHIT4	-0.3255
PLA1A	0.50125
C20orf114	0.366
HPR	-1.1255
C18orf2	-2.60416666666667
SATB2	-2.043
KCNJ9	-0.023
MGC157906	0.8385
MOCS3	-0.10475
C17orf71	-0.815333333333333
PPHLN1	0.057
HIST1H2BN	-0.597875
RAPGEF1	0.3375
MAP3K8	1.839
DLG4	0.352
STC1	-0.770916666666667
CDGAP	1.7725
DDX26B	0.23575
LOC150223	-1.89075
CPSF3	-0.488
TMEM14A	0.08575
MYH3	-0.8005
GPKOW	0.65375
SULT1A1	0.3745
SPON1	3.0181
YY1AP1	0.469333333333333
RAB23	-0.457
PLA2G4A	-1.87925
MAPRE3	-0.4
ZNF516	1.17542857142857
GGPS1	1.12475
EXOC3L2	-0.06425
C19orf42	-0.2403
MAP2K2	0.0555
HIST1H2BB	-0.4675
RNF19B	1.78666666666667
C6orf128	0.116666666666667
TLR8	4.07925
PCDHA9	0.7355
CARS2	-0.146625
CLUL1	0.859666666666667
RHAG	-3.923
UNK	-0.2945
EXOC8	1.2368
C9orf95	1.8385
C14orf143	-0.401666666666667
MAML3	-0.20075
LDHA	-1.71275
MRPL20	0.550375
KLHDC6	0.543666666666667
ATP5S	-0.2605
C8orf55	-0.04
PHF19	-1.626625
KRTAP13-4	0.632
TTC5	-0.70175
XKR5	-0.16275
SILV	-4.67433333333333
TEX28	-0.269
TCTN1	-0.55275
CX40.1	0.00375
PPP2R5C	0.0785
C12orf30	-1.2475
CAPG	2.86825
MPZL1	1.3411
ARSB	-0.356
TDH	-1.20975
WASF4	0.82175
TSSK3	-0.441333333333333
7A5	1.143
CRISPLD1	-0.548625
MAD1L1	-0.246
SPIN4	0.169166666666667
AMPD1	-0.30175
DPYSL5	-0.4905
INPP1	0.0971666666666667
ANKRD11	-0.148277777777778
NPAS4	0.178625
GCET2	0.9558
RNASE9	0.1845
GUCY2D	0.266166666666667
CCDC98	-0.53925
FGF4	0.03425
CPM	0.422
SLC26A4	-1.777
PLD5	-0.5025
FAM59A	0.5272
FBXO5	-0.746111111111111
SIPA1L1	0.1555
DPYS	1.0665
ATG4D	-0.568
TGM3	0.4145
MTCH1	-0.42
HK1	0.368714285714286
CDC26	0.47025
GALNT12	-1.71866666666667
LOC339229	-0.85475
MRPL35	-0.00675
ORC4L	-0.056375
TNKS	-0.6945
C2orf24	0.200166666666667
ZNF553	-0.363833333333333
GGTLA1	2.6944
ZNF497	-0.9035
CDY1B	-0.118
SLC30A4	0.334375
TUB	-0.022
ARHGEF18	-0.08525
ARRB1	0.88775
KCNK1	1.1125
EREG	-2.7485
SCAMP5	0.11125
RUNDC3B	0.5675
ADAMTS20	0.149
IL17RB	-1.122625
FLJ20323	-0.41925
MCAM	0.539
POLR3E	-1.13408333333333
AQR	0.157833333333333
IPMK	0.644
CDCA7	-0.712125
CAMP	2.7105
GRHL3	1.54275
ADAMTSL2	0.336333333333333
CLMN	0.953833333333333
SSTR3	0.24
MAGEA5	-1.77616666666667
OVOL2	2.247
JMJD1B	-0.62175
RBL2	0.4802
PYGO2	0.477
PPP1R10	0.313
CSE1L	-0.2135
LCA5	-0.6565
RDH16	-0.0365
ASRGL1	-1.091625
TOM1	0.371333333333333
PTX3	-0.512
TTC15	0.32125
SCGB3A1	0.364
MRPL50	-0.0465
RCAN3	1.55625
SLC26A11	0.539
STYX	-0.172833333333333
CINP	-0.5805
MARCH7	0.0445
PFKM	-1.34583333333333
SGMS1	1.9945
RIOK3	0.0414
C1orf110	0.581
CES7	0.100375
LOC440248	-1.49875
PPP1R12C	0.29725
C10orf27	0.2685
ATG9A	-0.25475
MRPS26	-0.21475
TMEM40	0.278
ELP3	-0.7925
ZNF787	0.7117
HIAT1	0.182
C8orf34	0.739
MGC4655	0.1226
PELI1	1.80933333333333
PPT1	0.2926
SLC35C2	-0.0413333333333333
C6orf125	-0.50375
MUC4	-0.7865
RFC4	-0.477285714285714
GNB2	0.771666666666667
NUP50	-0.166214285714286
SULT4A1	0.108166666666667
C7	1.7375
CCDC130	-0.192666666666667
ARRDC4	0.8065
RQCD1	0.3355
GLYCTK	-0.64025
AYTL2	-0.940363636363636
MTUS1	-0.7086
LEMD3	-0.372166666666667
PLEKHF2	0.744
HOXA7	-0.21625
GTF3C2	-0.841
DYNLRB2	0.2805
CNOT10	0.0505
MR1	0.947
FFAR1	-0.12975
PRIC285	0.25575
SLITRK6	-1.79225
LIX1	-1.7173
UBE1L2	0.06
F8	0.76575
ACHE	0.167833333333333
KPNA5	-0.29675
TNFRSF12A	-0.641166666666667
EGR3	0.136
SERPIND1	-3.63166666666667
OASL	3.8165
IFRD1	-0.320625
WDFY1	0.3235
ZNF267	0.64575
ACCN5	0.1425
ZBTB6	0.588
PPP1R3A	0.1495
PRRT3	-0.95625
FBXL19	-0.0925
TXNIP	1.05635714285714
ACTN2	-0.6675
ATG9B	-0.232875
C9orf117	0.078375
IL27	0.753
RPL36AL	0.0015
KLK15	-0.348
CHAD	-0.0445
RAP2B	0.6224
HEBP2	2.329
ZNF342	0.1835
CAMK2G	0.254833333333333
TLR3	2.5415
FGF14	-0.26725
HMGB2	0.56675
TRPM5	-0.075
OR5M11	0.3475
KIF3B	0.0169473684210526
PRICKLE2	-0.98175
MTMR9	-0.6
C3orf27	0.22
GLRA3	-1.18616666666667
NSDHL	-0.069
TMEM32	-0.04375
POLR2D	-0.502
MYADML	0.3535
C9orf114	-0.62275
MRGPRX1	0.8905
TOPORS	0.00475
CLDN19	-0.62175
C1QL4	0.4875
RNF165	0.187
DHRS9	2.30575
DNAH2	-1.04116666666667
FXR1	-0.508333333333333
ZMYM3	-0.351125
CASP3	1.4395
FAM120C	0.192375
SCLY	-1.67675
CA7	0.12
ENTPD5	-0.3875
ZNF461	-0.3825
PDIA5	0.36075
C1orf19	0.681833333333333
TMEM67	-1.21575
KCTD20	-0.00199999999999999
WDR47	1.066
FLJ38723	1.9325
KLRF1	1.84533333333333
TAS2R16	0.966
CLDN12	-0.70475
PRKCE	0.46
UBXD4	0.22525
ITGAM	3.406
GLT8D3	-0.22925
WDR31	0.1256
RGS2	0.96625
OR51L1	0.2185
MST1R	0.46825
KIAA1737	0.37725
OR4A5	0.7585
GLIS1	-1.87316666666667
PTMA	0.761642857142857
NAPA	0.334
PRDM11	-0.1595
LIPF	-1.1945
DIRAS3	0.1515
ASGR2	-3.3435
C1QTNF4	-0.24
PIK3R4	0.0443333333333333
ARMC3	1.72225
NDUFV3	-0.0448333333333334
BTBD3	-1.10583333333333
PPP1R2	0.5935
UBE2NL	-0.6185
FOSL2	0.677714285714286
FAM119A	-0.600833333333333
TUBA4A	0.3498
KRTAP12-1	0.131
SFRS2	-0.703
RHPN1	-0.5124
EEF2	-0.904166666666667
ZDHHC11	-1.62183333333333
EPHA3	-1.387
RBM12	-0.59725
H2AFJ	-0.151333333333333
EDIL3	0.529
KIF26A	-1.73075
SERGEF	-0.7555
B3GALT4	2.44125
LOC90925	1.42216666666667
OSCAR	0.889125
NPFF	-0.344625
DEDD	0.765
TMEM155	-0.195625
PTPN1	0.32225
SCYL2	0.368333333333333
SKAP1	2.4685
LEAP2	-2.78833333333333
GADD45G	1.4445
IFITM3	1.333125
PILRB	-0.529333333333333
SLU7	0.028375
DSC3	4.251
DNMT3L	-1.25075
PAPD5	0.25075
B3GNT3	0.328333333333333
LHCGR	-0.0135
MSL-1	-0.4615
UBE2S	-1.350375
SAP130	-0.4255
ANAPC11	0.03425
MAGED4B	-0.397
ATP6V1B2	0.798166666666667
C14orf179	0.566125
CAPZA1	0.528625
CDYL2	-0.439166666666667
GLRX3	-0.131
LOC136288	0.00749999999999998
MOBKL1A	-0.026
HTR2B	2.59175
CRYGD	0.12
NUS1	0.101166666666667
PGRMC1	-0.095
MYOM2	0.557
FLJ39653	-1.9095
CHM	-0.2205
OR5M8	0.1955
ZNF619	-0.077
FAM105A	1.52875
CCNL1	-0.486875
NAP1L3	-0.69475
C10orf57	2.257
B3GALNT1	0.977166666666667
CSN1S2A	0.45
TCP10L	-0.09675
GDAP2	0.293375
DMKN	-2.64316666666667
COX6B1	-0.808
DNASE2	0.7625
MSH5	-1.44425
LGMN	0.700625
USP31	0.2325
OR13C8	0.337
SDCBP	0.6378
NUDT11	-1.27683333333333
PYGL	-1.29666666666667
SNPH	-0.4555
B3GNT4	0.3275
MIZF	-0.8351
NUBPL	-0.76475
NOD1	0.724833333333333
CDH22	-0.330125
NUBP1	0.528333333333333
DSCAM	-3.429
DGKI	-0.4135
FAM136A	-0.41475
AKAP1	-0.351
SLC16A6	-1.381
RIN3	1.573
PSG2	-0.10875
DIP2B	-0.55125
PSORS1C1	-0.6813
KIAA0495	-0.3765
FLJ90709	-0.447666666666667
LPA	-0.105666666666667
PIGA	-0.194833333333333
LY75	4.188
UTS2	-1.73366666666667
RREB1	0.09125
GALNACT-2	1.0705
MGC3196	-0.90625
FLJ31568	-0.0675
LPHN1	-0.685
SP1	0.4335
TOX4	-0.196333333333333
HSPA9	-0.6138
APOBEC1	-0.2305
SLC35E4	-0.7155
LSM5	-0.474
SURF1	-0.18775
ZBTB1	0.494083333333333
GTF2F1	-0.32725
RPS15A	-0.299214285714286
DUSP21	-0.736333333333333
GINS4	-1.097
MYO15A	0.0746666666666667
GIMAP7	4.98975
MGC13379	0.19025
ATP6V1E2	-0.358833333333333
UTP3	0.41475
HNRPA3	0.0485625
MT4	-0.497
C14orf155	0.1105
U1SNRNPBP	0.32875
CKLF	0.024
PLEKHN1	1.16083333333333
MBNL1	0.545583333333333
NUP160	-0.82725
ACSM2A	-0.82625
LOC129881	-1.06525
KIAA1529	-0.8705
FLJ22639	-0.5585
HAND1	-0.1055
GSX1	0.209
FGA	-4.137625
SERPINB1	1.0135
ZNF642	0.157
IGFBP1	-7.64025
SLC1A1	-0.083875
DHX57	-0.158
ZNF766	0.811
PTPN21	-0.3792
GDPD3	-0.976833333333333
PNPLA5	0.1545
TBR1	-0.195833333333333
FAM116A	0.37475
IQGAP1	0.518625
FOS	1.432
ZNF226	-0.30625
FIGNL1	-0.187666666666667
C14orf1	-0.191
ZMYND17	-1.026
PUS7	0.283666666666667
TUBB6	0.362875
KCNQ2	-0.927
MARCH6	-0.75625
CCDC33	0.126
PRODH	-0.08875
RBM11	2.887
EPHA6	0.254625
SLC43A1	-1.9565
LOC196541	0.4985
NTN1	1.45191666666667
ING4	0.2755
PCDHB10	2.48075
DPH2	-0.331833333333333
SPACA4	-0.0025
FBXL21	-3.08
DIAPH1	0.198166666666667
ZNF71	0.679166666666667
CEP76	0.016
CORO1A	1.59575
RRM2	-1.676125
EDG4	0.6565
OS9	0.433166666666667
SLC4A1AP	0.04275
COG5	-0.29875
COPS8	-0.2465
NGLY1	0.0165
NCBP2	0.251
C17orf42	-0.351166666666667
GPSM3	1.094125
SIL1	0.197833333333333
ASB6	0.35425
SMAD5OS	-0.108833333333333
UNC93A	-2.658
A1BG	-1.035
C21orf62	0.42525
FMO5	-1.89583333333333
ATRIP	-0.0575
CEBPG	-0.322333333333333
C7orf38	-0.27
TNFRSF1B	2.48666666666667
CLEC1A	1.76633333333333
IQSEC1	0.455875
PATZ1	-0.3046
RBM22	0.647375
BAG2	-2.178
PAQR5	-1.413
C9orf127	-0.7151
THNSL1	0.74325
SHROOM3	1.3588
JAM2	1.06825
SNRPN	-2.15225
ALX4	-0.279
CACNA1S	-0.2435
FAM130A1	-0.09225
CORIN	0.0465
CD300LB	0.697
PLEKHG6	1.3365
LRRC40	-0.0855
PCLKC	-0.28925
PCDHB16	0.686833333333333
WNT2B	0.388
ASNS	-1.82244444444444
MRPL49	0.034125
FLJ46111	-1.6655
ISG20	1.913625
SMU1	-0.377666666666667
CASZ1	0.047
POLR1D	-0.791333333333333
GIN1	-0.07325
SNAG1	0.402833333333333
ANKRD29	-0.98675
CDKN2AIP	0.42525
KRR1	-0.4265
CXCL1	-0.3175
EPM2A	-0.2727
PC	-0.620833333333333
DEFB127	0.011
PDZRN4	0.959
FAH	-0.636375
OR51E1	0.4315
CDC2L6	0.028
DNTTIP1	-0.19225
PAX8	0.65025
TMEM116	-0.637
C1orf150	-1.851
PRO2012	0.527
MRPL40	-0.854
BEX1	-3.7161
SLC2A4	-0.0135
PKMYT1	-0.04275
FEZF2	-0.462666666666667
SLC26A9	2.612
MAP2	1.05366666666667
LYL1	-0.161
SLC25A19	0.00266666666666667
NOS3	0.572
ZNF34	0.303166666666667
TMPRSS11F	0.3315
FAM43A	0.63825
FCRL4	0.597666666666667
KLF14	0.343
FLRT2	-0.213
WRN	-1.51
SDF2	1.1131
KRT8P12	-1.02
C6orf195	0.066
C9orf125	-1.9235
DZIP3	-0.062
RIT1	0.998083333333334
SCML1	-0.118166666666667
RHBDF2	1.05875
OR2G3	0.2485
REXO1L1	0.02
MAP3K7IP3	0.101625
C3orf57	-5.9685
FBXW11	-0.6155
ETAA1	-0.51275
C14orf131	-0.3636
AKT1S1	-0.1605
SLC12A5	-0.8385
C9orf164	1.26975
NRIP3	0.004
NOS1AP	-1.5255
TMEM121	-0.31875
SAP30BP	-0.2091
DGCR6	-0.13675
WDR76	-0.65925
FAM82B	-0.202083333333333
LOC606495	-0.838
MAP9	1.1
BCDIN3D	0.40775
CXorf36	2.57183333333333
DSCR3	0.2282
ZFAND3	0.159125
C7orf43	0.275166666666667
SPSB3	0.7435
C19orf19	0.2185
FAM133A	-2.45625
C12orf25	0.151
SLC39A3	-0.422875
DISP2	-1.48375
PI4KAP2	-1.948
MKRN3	-0.630166666666667
ADAMTS13	-0.310125
CBLN3	-0.0128
TTYH1	0.643166666666667
C3orf18	0.2255
FLJ13236	-0.773
ZMYND12	1.913
C18orf25	0.639125
GLB1L3	-0.04
ATP13A5	1.439
RANBP10	0.21375
CD96	1.0343
DENND1C	1.781
RBMS3	0.3167
SLC41A3	0.296166666666667
DGCR6L	0.06375
TMEM128	0.347
CSNK1G3	-0.0632857142857143
MOBKL2C	1.507625
TSPAN6	-0.775125
MATN2	-0.9381
MSL2L1	1.20616666666667
ST6GALNAC2	-2.33466666666667
FGFBP2	1.70375
FGL1	-5.6905
MPP3	-0.789833333333333
ARHGEF6	0.946166666666667
TGFBR2	1.04875
ACMSD	-1.03525
IL33	3.38775
C9orf5	-0.07475
DEAF1	0.145
AMN	-0.2355
DEFA6	0.077625
RNF212	-1.17725
METT5D1	-0.0468333333333333
CIB1	-0.0713
TSSK1B	0.4625
KIAA1727	1.0555
ZNF680	-0.0515833333333334
LOC399900	-1.0805
LOC152217	0.232083333333333
CTNNAL1	-2.2965
CIT	-1.38825
TLE6	-0.68475
ZNF607	-0.68725
HERC4	-0.510666666666667
DRAP1	-0.1892
PEMT	-0.36525
C10orf111	-0.6365
ZNF575	0.973125
KCTD7	-0.15025
MYO1F	1.813625
LOC285382	-0.86025
RAB11A	-0.1197
PLCD3	-0.6465
C15orf28	0.4025
PTBP2	-0.58
CTB-1048E9.5	-0.5085
C19orf60	-0.240666666666667
C7orf25	0.497833333333333
SETD7	0.76475
HOXB9	-1.4695
VANGL1	-0.1644375
CHAF1B	-0.103
NDUFA3	-0.84125
KIAA1328	0.4065
SHARPIN	0.6615
TTC23	-0.56575
UGP2	0.72425
ANKIB1	0.6007
CIRBP	0.124428571428571
SEC14L4	-2.25233333333333
OVCH1	1.51883333333333
VPS52	-0.4215
FAT	-0.144625
M6PRBP1	-0.042
GPRIN3	1.188
PPM1F	0.485666666666667
TSR1	-0.13
CCDC85A	0.5155
PCSK5	2.57125
ZFHX3	-0.8075
HEMK1	-0.4409
PGBD2	0.79225
RSRC2	0.25
AURKC	-1.03033333333333
SCRIB	-0.039125
ORM2	1.36266666666667
FAM115A	0.5788
FZD6	-0.569125
UNC119	1.22466666666667
GPX3	1.173
NOV	-0.06975
CABC1	0.66775
CDC42SE2	0.8648125
EIF2S2	-0.1447
RNF130	1.31825
CKAP5	-0.529
RP11-413M3.2	0.760125
C10orf18	1.0147
TMEM93	-0.4335
DYX1C1	0.39875
KCNMB2	-1.73275
ANK3	2.12675
KRT5	1.2757
CDH12	-1.0565
QRSL1	0.25725
JUB	-2.54125
SHC4	-0.612
CCL15	2.11766666666667
CCDC22	0.417
SNX24	-0.76225
RARS	-0.1685
MORC2	0.438625
FAM48A	-0.1475
MT1H	-0.6645
PPP1R14C	3.24916666666667
FOXD1	-2.40271428571429
C1orf213	-1.41225
AMT	-1.3153
DSN1	-0.43425
PTPLAD2	2.769
DIS3L	-0.638
RASL11A	0.49
GPRC5B	1.29325
FRMD7	-0.3425
STRN4	0.018
KITLG	-0.415181818181818
HDGF	0.51125
OR1S1	0.1685
SETX	1.0873
DDR2	-0.552625
KCTD12	3.06425
LYZL2	0.0665
WDR52	-0.4445
TMEM2	0.12275
ZNF579	0.922
LOC200810	-0.2175
TNFSF9	-0.902375
PPFIA4	-2.47625
CNIH3	-0.847166666666667
MAP4K4	-0.804071428571429
ROD1	0.480214285714286
ALS2CR12	-0.324333333333333
DOCK3	-0.100333333333333
PAQR9	-3.8465
ASB17	-0.692
STX16	-1.203125
FEZ2	0.580333333333333
DLAT	-0.378333333333333
KIF21B	-0.0948333333333333
CDC5L	0.04425
TMEM119	1.05733333333333
CRIP3	-1.228
TPSD1	-0.2485
TEPP	-0.13125
GNGT2	1.74875
C21orf121	0.1415
WNK1	-0.536166666666667
FLJ10490	0.3939
OR51B5	-1.065
LOC203547	-0.121875
HAS1	0.773
PPA1	1.30883333333333
ST7	-0.718
C11orf46	0.9092
POPDC3	-2.90266666666667
ACOX2	-1.20783333333333
ATCAY	-0.52625
TM4SF19	-0.27975
MFSD9	-0.253333333333333
PDHB	-0.34075
ERN1	0.22425
LCE3C	0.0575
GPR111	0.007
NOTCH3	3.23516666666667
ADAMTS5	3.98075
B3GALT1	-0.8875
UGCGL1	-0.219
FAM58A	1.032
FBXO32	0.246
CLPP	-0.65425
NXPH1	-1.52675
MTMR3	0.666166666666667
ATP1B3	-0.162
TMEM16A	3.652125
HIST1H3F	0.0358333333333333
TRIM25	0.7825
SDCBP2	0.968
CRKL	-0.998625
HOXB2	-0.702
ANP32B	0.391125
GATM	2.1195
AP4E1	-0.056
EDG5	0.385375
CDKN3	-0.839333333333333
CDH4	0.99
PGD	0.569833333333333
RND1	-0.0565
GAD1	-2.7545
MPG	0.097
LOC440350	-0.4365
ZNF133	0.2215
SERPINB12	0.403
AMELY	-0.15
DHX36	-0.47575
TNFAIP8L2	3.69483333333333
PHTF2	-0.0416111111111111
CCDC112	-0.488
IQCC	-1.384
HEYL	2.39166666666667
FTSJ2	-0.451833333333333
APPL1	0.82925
RAB43	1.12671428571429
OR10G2	0.2405
WAC	0.7645
ADCY9	-0.54375
RUNDC2B	0.8375
PYCRL	0.3321
AGPAT7	-0.497833333333333
SLC22A9	-0.780166666666667
CDKAL1	-0.1435
PDYN	-0.408
C20orf74	-0.445
MTMR11	1.7475
VAV3	2.70916666666667
DAPL1	0.083
STXBP3	0.88425
EIF3G	-0.667
ARHGAP22	1.00125
NPFFR1	-0.079
NPC1	-0.4525
ALDH9A1	1.694
ZNF600	-0.06525
ZNF678	-0.382
RASSF1	0.31725
ADD2	-1.90625
PITPNB	0.70125
PKD2L2	0.05275
LRP11	-0.59775
CDKL1	0.3385
SMEK2	0.6075
PRODH2	-2.97716666666667
C11orf54	-0.447666666666667
SFRS11	-0.391833333333333
IL7	2.79633333333333
ALS2CR16	1.324
BTG3	1.364
PAK2	-0.254111111111111
RP11-679B17.1	-0.82325
GATA4	-2.01283333333333
ATP2B1	-0.96375
LOC130940	-1.0255
C1orf172	2.2945
ATF7IP2	0.52825
SLC25A43	-0.327166666666667
CENTG3	0.653833333333333
IGF2BP1	-3.7702
FCHSD1	0.242
CAMK2N2	1.38766666666667
ELAVL3	0.1128
NBPF15	0.337666666666667
UBE2J2	0.44325
GNL2	-0.252
PRR3	-0.3765
NLF2	0.903
OR4F6	-0.1065
KLHL24	1.49833333333333
CCDC88A	-0.3691
SGPP1	-0.120166666666667
C10orf11	1.67766666666667
SLC35B4	-0.649333333333333
UGT3A2	-1.831
ARNT2	-0.7393
CBR1	0.7785
ITPR3	0.298166666666667
TRAPPC6B	-0.3124
AMZ1	-0.172
ARP11	1.4355
WDSUB1	0.8535
APBA1	0.382
RAB2A	0.6854
C6orf162	0.135
HPSE2	0.28625
PLCE1	-1.17175
INSL3	1.02
DLG1	-0.3725
PTPLA	-2.58925
PIGX	-0.120375
TFIP11	0.0755
FIBIN	2.663
POLR2G	-0.34675
GRAP2	-0.1602
DNAJB8	-0.0495
CNBP	0.541
WASF1	-0.2565
INPP5E	0.2163
HSPB1	-1.226625
TMEM167	-0.2472
CUBN	-0.367
IGF1	4.12825
ITPK1	-0.245
NAALAD2	-1.04575
G3BP1	0.3511
NT5DC1	0.046625
CYP39A1	2.118
TMEM139	0.463083333333333
POLK	-0.4537
GLULD1	-1.33025
RBM15	-0.413666666666667
AMZ2	-0.17475
GDF15	-3.76516666666667
MESDC2	-0.41875
INCA	2.56533333333333
ACY1L2	0.018
GZMM	0.662
PAIP1	0.5865
CACNA2D1	-0.19925
STK32C	-0.0871666666666667
SH3BP4	-0.332333333333333
DEC1	0.123
PADI1	-0.9635
UBB	0.2183
PON3	0.410666666666667
PROP1	0.4885
ANKRD13B	-0.655
ADCK1	-0.44775
TCF25	0.499166666666667
SLC38A5	-2.008
CXorf26	0.867166666666667
C19orf39	-0.4145
PPP1R13B	-0.29375
ARL2	-0.931
TCL6	0.062
TOP3A	-0.889
SLC16A14	-0.507125
FXYD6	1.77333333333333
HIST1H4E	-0.408
BBC3	0.690105263157895
UNC5A	-0.034
FAM86C	-0.5591
PI4KB	0.781625
B3GAT1	-1.0385
SUSD2	1.97433333333333
OAZ2	-0.128833333333333
NOC4L	-0.3075
C10orf12	-0.3955
FADS1	-2.1165
LOC144097	-0.394
DKK2	1.35433333333333
KIAA1949	1.08925
RHOT1	-0.2764
OXT	0.568
GPR153	1.085
ARL4A	-0.725333333333333
SAAL1	-0.9365
CCDC64	0.0255
USE1	-0.269333333333333
HNMT	0.894833333333333
PCGF3	0.0505
CYP2C19	0.19825
C20orf4	-0.0525
CCDC11	0.84175
ACSBG2	-0.187
RWDD2A	-0.253
PALLD	2.00725
CPLX4	-0.759
LOC492311	0.127
KPNA2	-0.327666666666667
MACROD1	-0.4558
TMCO3	-1.14783333333333
C15orf52	1.75883333333333
BIRC5	-0.485733333333333
