Hybridization REF	TCGA-E2-A15L-01A-11R-A12D-07
ZNF230	0.1955
MSN	-0.494428571428571
SLC9A5	-1.6025
EPDR1	-1.5523
MUSK	0.3115
ZNF434	-0.532833333333333
SMARCD1	-0.74
ZFP106	-0.01675
ZNF347	0.3442
GTF2E1	0.6005
RY1	-0.259666666666667
ATAD2B	0.030875
ARHGAP17	-0.8746
KCNIP3	-1.0495
SFPQ	0.233625
GFRA4	0.7254
AKR1B10	-3.279
TIGD6	1.387
RGS16	3.005
URB1	-0.155833333333333
OR4C46	0.201833333333333
TOP3B	-1.204
NFATC4	1.0265
CA14	-4.29825
BMPR1A	0.159
SNRP70	-0.60075
PRL	-0.126454545454546
C6orf130	-0.34175
STAG2	-0.1165
CD55	0.516785714285714
RPS23	0.180333333333333
SSX2	-1.4075
FDPSL2A	-0.604
FBXO27	0.807375
SYNGR3	-1.82233333333333
TMSL3	1.32475
EML1	-0.6635
NUP93	-1.24058333333333
SMAD3	0.1947
KIAA1189	1.94833333333333
HNRPUL2	0.312333333333333
TBC1D12	2.01433333333333
C16orf24	0.72675
MRVI1	2.904
ZNF581	-0.340666666666667
ELOVL3	-0.805
OR51Q1	-0.45025
CACNB3	0.817666666666667
GALNT13	-1.5995
C10orf84	0.694125
NEDD4	-0.0218
SPO11	1.433
OR5AU1	1.058
NEK4	0.791928571428571
PRKAR2A	-0.2905
IHPK1	-0.511
ATP6V0B	0.422375
CACNA1E	1.167
CEACAM8	1.18
PEX14	-0.2455
FLJ12993	3.784
ZBTB38	0.22875
PCTK2	0.975666666666667
LRRC16	0.449
FBLIM1	1.41516666666667
FYCO1	0.9775
RP5-1022P6.2	1.39683333333333
CMTM1	0.254666666666667
PLTP	-0.344666666666667
RAPH1	1.417375
DOCK8	0.594625
EZH2	-1.62766666666667
SLC25A1	-0.985666666666667
PLEKHB1	-0.2906
GRB7	0.7171
ZFP37	-0.92
MRPL33	-0.3645
PELO	-0.03375
ARMC1	-0.510909090909091
C9orf27	0.601428571428571
FLJ25778	0.711
C9orf37	-0.7685
TMEM66	1.058
SPRN	0.06225
HBEGF	0.1265
PI4KA	-0.484
LEPRE1	-0.15975
POU2AF1	-2.479375
MRPL12	-0.683
REP15	0.361
ZC3H3	0.212
RASAL1	-0.369
DDAH1	1.643125
ACBD5	0.415
TMC2	0.156
CCDC137	-0.987
SAMD13	0.585666666666667
UGT2B15	-0.263166666666667
TIPARP	0.313
DNASE1L3	-1.0845
TRIM72	0.879666666666667
DBX2	0.668333333333333
IPO8	0.01025
C21orf88	-1.8785
MAP3K14	0.40525
LOC51233	-0.051
GGTLA4	-0.71
PDE6D	0.19975
ZNF117	0.18775
CLK2	-0.592625
NKRF	-1.01175
TNFSF15	-0.5104
DUSP2	-0.239
SECISBP2	0.0612
GABRR2	-0.0745
PPAP2C	2.32625
LOC51145	0.272666666666667
PAG1	-0.210125
PIK3C3	-0.09675
GNG10	-0.3
APOL4	-0.00566666666666668
ANKRD28	0.27775
STMN3	-1.317
RAB14	0.7934
CDK2AP2	0.119
HDDC3	0.499375
COMMD7	0.388875
CXXC1	-0.06275
HMCN1	0.128333333333333
CD40	-0.05325
DYNC1LI2	-0.256125
GDI1	0.16375
LOC646938	-0.22075
VSNL1	-2.423
PIH1D1	-0.153166666666667
RAET1G	-0.053
KRTAP5-9	-0.352
EFTUD2	-0.782
ZNF311	-0.35
ATP6V1G3	-0.79575
OR2W3	0.257
SCN4A	0.11025
MED10	-0.4025
FAM135A	-1.8109
ARHGAP4	-1.747
EHMT2	-0.729625
UFD1L	-0.68825
ERMP1	-0.29775
MAG1	-2.62083333333333
THAP8	-0.0285
HACE1	-0.073
FAM82C	0.8855
C3orf20	0.4745
UNC84A	-0.481333333333333
SCD5	0.247285714285714
LASS6	2.045875
LSG1	-0.275083333333333
MAL	-6.13825
GPR22	-0.3255
WDR5B	0.88325
ACTRT1	-0.3965
C17orf60	-0.464166666666667
GRIN2C	-0.0671
ARMC8	-0.372333333333333
SLC47A1	-1.68233333333333
DMPK	-0.2505
DHRS13	0.2245
SMC1A	-0.372
KRTAP17-1	0.1555
SMYD5	-0.59525
TUSC2	0.17275
CRHR2	0.5365
KIR3DL2	0.8275
CCDC104	0.4845
ATP2C1	0.703875
CROT	1.422
PABPC3	-0.632666666666667
EGR1	0.6575
THSD1	0.3145
KHK	-0.9645
SLC12A2	2.7710625
CD58	-0.9585
STOX2	-0.910333333333333
CCDC76	-0.5669
CCDC48	5.8735
DNAH1	0.0708333333333333
ZIC4	-0.360375
OR1G1	0.74
PSMC6	-0.0581666666666667
PROKR1	-0.2945
ABCB1	-2.033375
TRAT1	-3.3145
LLGL1	0.4315
MTF1	0.75475
USP54	0.38
PAGE2B	-1.9485
ITGB7	-4.164
CCDC81	1.191
LOC149837	0.3875
SCUBE1	3.7375
ZSCAN10	0.784
HUWE1	0.506857142857143
CDH17	0.042
CD180	0.36775
IL17A	-0.04175
TMPO	-1.38425
KIAA1524	-0.753333333333333
HDGFRP3	0.533166666666667
OXCT1	0.898181818181818
RRAS2	-1.9405
LTBP2	3.2940625
SV2B	-0.684
CYP2A6	0.2795
PKD1L2	-1.47966666666667
PPM1M	0.9705
FLJ22662	2.10416666666667
ZNF502	0.92325
GP6	-0.827
CRYBA2	-1.0215
LEF1	-2.2484
CTPS	-1.81042857142857
EYA1	-1.075
EPS8L1	1.83625
MAPK14	-0.588
SERPINB2	-4.079375
GTF2F2	-0.382
ZNHIT4	0.231
PLA1A	0.496
C20orf114	5.2065
HPR	-4.86
C18orf2	-2.604
SATB2	-1.80425
KCNJ9	0.462875
MGC157906	0.322
MOCS3	-0.11325
C17orf71	-0.412666666666667
PPHLN1	-0.0276
HIST1H2BN	-1.16525
RAPGEF1	-0.361625
MAP3K8	0.459
DLG4	0.2135
STC1	-1.11625
CDGAP	1.48625
DDX26B	-2.02625
LOC150223	-1.76525
CPSF3	-0.935333333333333
TMEM14A	0.70775
MYH3	-1.6085
GPKOW	-0.1765
SULT1A1	0.516166666666667
SPON1	3.6709
YY1AP1	0.144166666666667
RAB23	0.69825
PLA2G4A	-4.62025
MAPRE3	0.05025
ZNF516	1.29321428571429
GGPS1	0.90775
EXOC3L2	-0.302875
C19orf42	0.6277
MAP2K2	-0.301166666666667
HIST1H2BB	-0.4195
RNF19B	0.781
C6orf128	0.0955
TLR8	2.387
PCDHA9	-0.2255
CARS2	0.4305
CLUL1	4.78
RHAG	-4.514
UNK	-0.123
EXOC8	0.584
C9orf95	1.02775
C14orf143	0.233333333333333
MAML3	0.62825
LDHA	-1.9515
MRPL20	0.61175
KLHDC6	0.225
ATP5S	0.125833333333333
C8orf55	-0.3255
PHF19	-2.38775
KRTAP13-4	0.263
TTC5	-0.14175
XKR5	-0.8975
SILV	-5.025
TEX28	-1.572
TCTN1	1.6715
CX40.1	-0.26675
PPP2R5C	-0.174875
C12orf30	-1.06083333333333
CAPG	2.01
MPZL1	1.053
ARSB	-0.597
TDH	-2.3895
WASF4	0.179
TSSK3	-0.4264
7A5	0.765
CRISPLD1	-0.186125
MAD1L1	-0.828333333333333
SPIN4	-0.5775
AMPD1	-0.6075
DPYSL5	0.3775
INPP1	-0.569333333333333
ANKRD11	-1.3195
NPAS4	-0.515875
GCET2	-0.6225
RNASE9	0.0865
GUCY2D	0.1745
CCDC98	0.31075
FGF4	-0.335
CPM	1.05216666666667
SLC26A4	-0.586166666666667
PLD5	0.587666666666667
FAM59A	1.3033
FBXO5	-2.25866666666667
SIPA1L1	0.129
DPYS	0.384
ATG4D	-0.07
TGM3	-0.001
MTCH1	-0.194875
HK1	0.411357142857143
CDC26	0.0025
GALNT12	-3.46733333333333
LOC339229	-0.0995
MRPL35	-0.543875
ORC4L	-0.133625
TNKS	-0.112571428571429
C2orf24	0.0201666666666667
ZNF553	0.0138333333333333
GGTLA1	3.2702
ZNF497	-0.103
CDY1B	0.955666666666667
SLC30A4	1.098
TUB	-0.925125
ARHGEF18	-0.0415
ARRB1	0.39
KCNK1	-2.731875
EREG	-2.3265
SCAMP5	0.01025
RUNDC3B	2.345
ADAMTS20	0.549
IL17RB	-0.4425
FLJ20323	-0.0335
MCAM	0.58775
POLR3E	-1.49533333333333
AQR	0.327666666666667
IPMK	0.033
CDCA7	-4.026875
CAMP	1.0315
GRHL3	2.3665
ADAMTSL2	1.572
CLMN	2.742
SSTR3	0.418
MAGEA5	-2.16383333333333
OVOL2	4.5485
JMJD1B	0.03325
RBL2	-0.0735
PYGO2	0.91625
PPP1R10	0.109333333333333
CSE1L	-0.839333333333333
LCA5	0.94975
RDH16	0.92575
ASRGL1	-2.348625
TOM1	0.578833333333333
PTX3	-6.67325
TTC15	0.65925
SCGB3A1	0.866833333333333
MRPL50	-0.79025
RCAN3	0.424125
SLC26A11	1.022
STYX	0.1695
CINP	-0.05325
MARCH7	0.43075
PFKM	-2.09216666666667
SGMS1	0.200166666666667
RIOK3	-0.176
C1orf110	0.381
CES7	-0.159375
LOC440248	-1.92725
PPP1R12C	0.065
C10orf27	1.633
ATG9A	-0.68975
MRPS26	0.55525
TMEM40	-1.0545
ELP3	0.079
ZNF787	0.3371
HIAT1	0.437
C8orf34	1.70266666666667
MGC4655	1.1001
PELI1	0.854666666666667
PPT1	0.9451
SLC35C2	-0.2535
C6orf125	-0.41325
MUC4	-1.57283333333333
RFC4	-1.74228571428571
GNB2	0.574333333333333
NUP50	-0.0827142857142857
SULT4A1	-0.8312
C7	0.185857142857143
CCDC130	-0.274833333333333
ARRDC4	-0.394
RQCD1	-0.32875
GLYCTK	-0.9645
AYTL2	-0.741090909090909
MTUS1	1.437
LEMD3	-0.167333333333333
PLEKHF2	1.9165
HOXA7	-0.377125
GTF3C2	-1.0585
DYNLRB2	3.4765
CNOT10	-0.32875
MR1	0.670666666666667
FFAR1	0.1125
PRIC285	-0.16125
SLITRK6	4.705
LIX1	-1.93
UBE1L2	-0.871083333333333
F8	1.366875
ACHE	0.515166666666667
KPNA5	-0.3705
TNFRSF12A	-1.04116666666667
EGR3	0.911
SERPIND1	-4.054
OASL	-0.9025
IFRD1	-1.609125
WDFY1	0.440666666666667
ZNF267	-0.444
ACCN5	-0.3925
ZBTB6	-0.09375
PPP1R3A	0.106
PRRT3	2.4815
FBXL19	-0.858
TXNIP	0.1185
ACTN2	-1.377
ATG9B	-1.08075
C9orf117	1.269375
IL27	-3.095
RPL36AL	-0.367833333333333
KLK15	0.09525
CHAD	3.464
RAP2B	-1.0822
HEBP2	0.8245
ZNF342	0.0305
CAMK2G	-0.380333333333333
TLR3	1.31225
FGF14	0.245
HMGB2	-0.180375
TRPM5	-0.0306666666666667
OR5M11	-1.2575
KIF3B	0.552578947368421
PRICKLE2	1.85525
MTMR9	-0.00937500000000001
C3orf27	0.4845
GLRA3	-1.474
NSDHL	-0.816166666666667
TMEM32	-0.448
POLR2D	-1.27
MYADML	0.2915
C9orf114	-0.253
MRGPRX1	-0.6555
TOPORS	0.432
CLDN19	-0.7765
C1QL4	0.1725
RNF165	-0.2615
DHRS9	-0.542
DNAH2	0.191833333333333
FXR1	-0.329166666666667
ZMYM3	-0.961875
CASP3	0.423
FAM120C	-0.512
SCLY	-0.04025
CA7	-0.7735
ENTPD5	1.63383333333333
ZNF461	0.00149999999999996
PDIA5	0.52175
C1orf19	-0.210166666666667
TMEM67	-0.06225
KCTD20	-0.5205
WDR47	0.607
FLJ38723	0.8525
KLRF1	-0.14325
TAS2R16	0.761
CLDN12	0.92075
PRKCE	-0.8615
UBXD4	-1.06575
ITGAM	2.7265
GLT8D3	-0.100375
WDR31	1.5174
RGS2	0.70925
OR51L1	-0.054
MST1R	1.0535
KIAA1737	1.34875
OR4A5	0.519
GLIS1	-0.996666666666667
PTMA	0.313785714285714
NAPA	1.37775
PRDM11	-0.6325
LIPF	0.6145
DIRAS3	0.091
ASGR2	-4.5535
C1QTNF4	0.784
PIK3R4	0.2515
ARMC3	2.95125
NDUFV3	-0.576083333333333
BTBD3	-0.552333333333333
PPP1R2	0.6015
UBE2NL	-0.0355
FOSL2	0.8985
FAM119A	-1.76033333333333
TUBA4A	-1.0222
KRTAP12-1	0.62475
SFRS2	-0.50075
RHPN1	-0.0681
EEF2	0.004
ZDHHC11	-1.4305
EPHA3	-1.62122222222222
RBM12	-0.48125
H2AFJ	0.572666666666667
EDIL3	4.0905
KIF26A	-1.88575
SERGEF	0.285
B3GALT4	2.14825
LOC90925	-0.272833333333333
OSCAR	0.52325
NPFF	-0.454875
DEDD	0.536
TMEM155	-0.610714285714286
PTPN1	0.08675
SCYL2	-0.0245
SKAP1	2.00775
LEAP2	-1.91783333333333
GADD45G	3.7495
IFITM3	0.899875
PILRB	-0.781666666666667
SLU7	-0.1230625
DSC3	-0.17725
DNMT3L	-0.916
PAPD5	-0.639
B3GNT3	-2.56183333333333
LHCGR	-1.0695
MSL-1	-0.1475
UBE2S	-1.758
SAP130	-0.5975
ANAPC11	0.16175
MAGED4B	-1.8325
ATP6V1B2	0.473666666666667
C14orf179	1.585
CAPZA1	0.0395
CDYL2	0.578
GLRX3	-1.117
LOC136288	0.3455
MOBKL1A	-0.051
HTR2B	2.756
CRYGD	-0.109
NUS1	-1.014
PGRMC1	0.441
MYOM2	0.55975
FLJ39653	-1.89216666666667
CHM	0.3275
OR5M8	-0.667
ZNF619	0.1565
FAM105A	4.48875
CCNL1	-0.779
NAP1L3	0.5265
C10orf57	2.2345
B3GALNT1	0.678166666666667
CSN1S2A	0.3815
TCP10L	0.055
GDAP2	0.080375
DMKN	-1.686
COX6B1	-0.34525
DNASE2	1.00633333333333
MSH5	-1.81525
LGMN	0.29325
USP31	-0.4893
OR13C8	0.911
SDCBP	-0.236
NUDT11	-2.16316666666667
PYGL	0.00166666666666667
SNPH	0.0141666666666667
B3GNT4	-0.751
MIZF	-0.3111
NUBPL	-0.04475
NOD1	-0.1115
CDH22	-0.155875
NUBP1	0.047
DSCAM	-4.44025
DGKI	1.609
FAM136A	-0.788
AKAP1	-0.305833333333333
SLC16A6	1.711
RIN3	0.8175
PSG2	-0.03925
DIP2B	0.360833333333333
PSORS1C1	-0.5421
KIAA0495	-0.0485
FLJ90709	-0.762333333333333
LPA	-0.699166666666667
PIGA	-0.335166666666667
LY75	1.70983333333333
UTS2	-6.49016666666667
RREB1	0.57875
GALNACT-2	0.8265
MGC3196	-0.727
FLJ31568	-0.24425
LPHN1	-0.3135
SP1	1.092125
TOX4	0.415666666666667
HSPA9	-0.1205
APOBEC1	1.2
SLC35E4	-1.33225
LSM5	-0.90525
SURF1	0.75525
ZBTB1	0.188416666666667
GTF2F1	-0.27225
RPS15A	-0.293714285714286
DUSP21	-0.9365
GINS4	-3.46233333333333
MYO15A	0.237
GIMAP7	2.18775
MGC13379	0.88425
ATP6V1E2	-0.449833333333333
UTP3	-0.1725
HNRPA3	-0.4745
MT4	-0.152
C14orf155	0.251333333333333
U1SNRNPBP	0.09025
CKLF	-0.772666666666667
PLEKHN1	-0.471333333333333
MBNL1	-0.117
NUP160	-1.68625
ACSM2A	-2.1975
LOC129881	1.2335
KIAA1529	-0.57275
FLJ22639	-1.72925
HAND1	-1.477
GSX1	0.295
FGA	-4.0326
SERPINB1	-0.551
ZNF642	0.29275
IGFBP1	-8.269875
SLC1A1	2.06
DHX57	-0.7595
ZNF766	0.051
PTPN21	-0.2602
GDPD3	-2.73116666666667
PNPLA5	0.065
TBR1	0.4722
FAM116A	0.39775
IQGAP1	1.92475
FOS	0.095125
ZNF226	0.466375
FIGNL1	-0.961
C14orf1	-0.338333333333333
ZMYND17	-1.269
PUS7	-0.983
TUBB6	-0.98175
KCNQ2	-1.75775
MARCH6	0.468166666666667
CCDC33	0.252
PRODH	1.055
RBM11	2.95775
EPHA6	0.501666666666667
SLC43A1	0.36775
LOC196541	1.049
NTN1	0.743
ING4	0.624
PCDHB10	0.3825
DPH2	-0.738166666666667
SPACA4	-0.41625
FBXL21	-2.6695
DIAPH1	-0.908833333333333
ZNF71	0.3115
CEP76	-0.4135
CORO1A	-1.65075
RRM2	-1.755375
EDG4	0.329
OS9	0.331333333333333
SLC4A1AP	-0.356
COG5	0.02075
COPS8	-0.1085
NGLY1	-0.62725
NCBP2	-0.43175
C17orf42	-0.171666666666667
GPSM3	0.51025
SIL1	0.994666666666667
ASB6	-0.677
SMAD5OS	0.118333333333333
UNC93A	-3.18785714285714
A1BG	0.455166666666667
C21orf62	1.1075
FMO5	1.53675
ATRIP	0.283833333333333
CEBPG	-0.5915
C7orf38	-0.111333333333333
TNFRSF1B	0.2205
CLEC1A	1.24733333333333
IQSEC1	1.089
PATZ1	1.5563
RBM22	0.563375
BAG2	-1.78
PAQR5	-1.40933333333333
C9orf127	0.9855
THNSL1	-0.1365
SHROOM3	3.8302
JAM2	0.152
SNRPN	-2.4615
ALX4	-0.241
CACNA1S	-0.0395
FAM130A1	0.78
CORIN	4.0025
CD300LB	0.7045
PLEKHG6	0.7495
LRRC40	-0.39825
PCLKC	-1.34875
PCDHB16	-0.026
WNT2B	0.529
ASNS	-2.75077777777778
MRPL49	0.242875
FLJ46111	-0.914
ISG20	0.64
SMU1	-0.0506666666666666
CASZ1	1.0475
POLR1D	-0.306333333333333
GIN1	0.50625
SNAG1	0.834
ANKRD29	-2.80225
CDKN2AIP	-0.083
KRR1	0.06975
CXCL1	-3.93333333333333
EPM2A	-0.438
PC	-0.435833333333333
DEFB127	-0.755
PDZRN4	1.40483333333333
FAH	1.79375
OR51E1	1.845
CDC2L6	0.0618333333333333
DNTTIP1	-0.504
PAX8	-0.924
TMEM116	0.01375
C1orf150	0.689
PRO2012	-0.01425
MRPL40	-0.308833333333333
BEX1	-4.72066666666667
SLC2A4	-1.75233333333333
PKMYT1	-1.37825
FEZF2	0.2956
SLC26A9	-2.678
MAP2	0.0576666666666667
LYL1	-1.74975
SLC25A19	-1.065
NOS3	-0.643
ZNF34	0.351666666666667
TMPRSS11F	-1.908
FAM43A	-0.49875
FCRL4	1.26733333333333
KLF14	0.249
FLRT2	-1.5305
WRN	-0.82525
SDF2	0.768
KRT8P12	-0.87775
C6orf195	0.475
C9orf125	-1.5375
DZIP3	0.138875
RIT1	-0.217083333333333
SCML1	-1.922
RHBDF2	-0.5955
OR2G3	0.0750000000000001
REXO1L1	1.0125
MAP3K7IP3	0.180125
C3orf57	-5.83275
FBXW11	-0.632666666666667
ETAA1	-0.196
C14orf131	-0.4128
AKT1S1	-0.19625
SLC12A5	-1.126625
C9orf164	0.9865
NRIP3	1.07775
NOS1AP	0.17625
TMEM121	1.511
SAP30BP	-0.3494
DGCR6	0.768
WDR76	-0.953
FAM82B	-0.471416666666667
LOC606495	-0.013
MAP9	-0.20775
BCDIN3D	1.09525
CXorf36	3.06033333333333
DSCR3	-0.291
ZFAND3	0.39025
C7orf43	0.266333333333333
SPSB3	0.5277
C19orf19	0.2035
FAM133A	-2.298125
C12orf25	0.2355
SLC39A3	-0.588
DISP2	-1.50425
PI4KAP2	-1.4715
MKRN3	-2.75983333333333
ADAMTS13	0.151625
CBLN3	0.231222222222222
TTYH1	-1.771
C3orf18	1.101
FLJ13236	0.4005
ZMYND12	3.14975
C18orf25	0.2485
GLB1L3	-1.017
ATP13A5	2.866
RANBP10	-0.15825
CD96	-2.4749
DENND1C	-1.25125
RBMS3	0.6784
SLC41A3	0.313833333333333
DGCR6L	0.83125
TMEM128	0.563833333333333
CSNK1G3	0.406357142857143
MOBKL2C	1.342625
TSPAN6	-1.667625
MATN2	-2.3674
MSL2L1	-0.078
ST6GALNAC2	0.903666666666667
FGFBP2	-1.089
FGL1	-6.1155
MPP3	0.742833333333333
ARHGEF6	0.112333333333333
TGFBR2	-0.041375
ACMSD	-0.28925
IL33	0.50925
C9orf5	0.24275
DEAF1	0.3577
AMN	0.469
DEFA6	0.263125
RNF212	0.0185
METT5D1	0.655666666666667
CIB1	1.5259
TSSK1B	-0.03575
KIAA1727	2.0315
ZNF680	0.167916666666667
LOC399900	-0.8105
LOC152217	-0.367583333333333
CTNNAL1	-2.3255
CIT	-1.99033333333333
TLE6	2.44725
ZNF607	-0.946
HERC4	-0.836
DRAP1	-0.362
PEMT	-0.479
C10orf111	-0.361
ZNF575	0.919375
KCTD7	-0.0685
MYO1F	0.4235
LOC285382	-0.571
RAB11A	0.9638
PLCD3	-1.172
C15orf28	-0.37
PTBP2	-0.835625
CTB-1048E9.5	-0.214625
C19orf60	-0.1125
C7orf25	0.175666666666667
SETD7	1.304625
HOXB9	-4.532
VANGL1	-0.2655625
CHAF1B	-1.163
NDUFA3	-0.04375
KIAA1328	0.306666666666667
SHARPIN	0.079125
TTC23	-0.984875
UGP2	0.526583333333333
ANKIB1	0.1646
CIRBP	1.78428571428571
SEC14L4	-3.11366666666667
OVCH1	-0.2598
VPS52	0.297
FAT	-0.760875
M6PRBP1	0.3665
GPRIN3	0.5425
PPM1F	-0.916333333333333
TSR1	-0.265
CCDC85A	0.25075
PCSK5	1.71425
ZFHX3	-0.0465
HEMK1	0.0599
PGBD2	0.042
RSRC2	0.242166666666667
AURKC	-0.915666666666667
SCRIB	-0.417875
ORM2	-4.8905
FAM115A	0.4889
FZD6	-1.5595
UNC119	0.352833333333333
GPX3	-0.7042
NOV	-1.273875
CABC1	-0.3745
CDC42SE2	-0.6941875
EIF2S2	-0.5507
RNF130	0.884875
CKAP5	-0.631666666666667
RP11-413M3.2	0.276125
C10orf18	0.1167
TMEM93	-0.55525
DYX1C1	2.135
KCNMB2	-1.51825
ANK3	2.67725
KRT5	-1.3038
CDH12	-1.687875
QRSL1	-0.2795
JUB	-1.31075
SHC4	-1.432375
CCL15	0.330833333333333
CCDC22	0.27225
SNX24	0.1275
RARS	-0.1105
MORC2	0.14025
FAM48A	0.4115
MT1H	-1.403
PPP1R14C	-2.15166666666667
FOXD1	-2.53714285714286
C1orf213	-2.2245
AMT	-1.6761
DSN1	-1.4055
PTPLAD2	4.884
DIS3L	0.30675
RASL11A	0.04225
GPRC5B	-0.078875
FRMD7	-0.0445
STRN4	-0.07225
KITLG	1.29595454545455
HDGF	-0.30625
OR1S1	0.1235
SETX	0.0645
DDR2	0.45675
KCTD12	1.17625
LYZL2	-0.58175
WDR52	0.964
TMEM2	0.617625
ZNF579	0.925
LOC200810	-0.2685
TNFSF9	-2.11775
PPFIA4	-3.98275
CNIH3	0.8945
MAP4K4	-1.30885714285714
ROD1	-0.119785714285714
ALS2CR12	0.146166666666667
DOCK3	-1.70233333333333
PAQR9	-5.75675
ASB17	0.3526
STX16	-1.28275
FEZ2	0.2585
DLAT	-0.418
KIF21B	-1.83516666666667
CDC5L	-0.56575
TMEM119	2.23733333333333
CRIP3	-2.025
TPSD1	0.0733333333333333
TEPP	0.1415
GNGT2	0.502
C21orf121	-0.212
WNK1	-0.01975
FLJ10490	0.4663
OR51B5	-2.522
LOC203547	-1.050125
HAS1	0.399
PPA1	-0.4505
ST7	0.244875
C11orf46	0.3193
POPDC3	-4.24583333333333
ACOX2	4.77033333333333
ATCAY	-0.0601666666666667
TM4SF19	-1.395
MFSD9	-0.6685
PDHB	0.63425
ERN1	0.2545
LCE3C	0.118
GPR111	0.9335
NOTCH3	1.9475
ADAMTS5	1.65525
B3GALT1	-1.68433333333333
UGCGL1	-0.06
FAM58A	0.180833333333333
FBXO32	2.7505
CLPP	-0.21325
NXPH1	4.81825
MTMR3	1.23016666666667
ATP1B3	-1.262875
TMEM16A	4.7215
HIST1H3F	-0.140833333333333
TRIM25	-0.363
SDCBP2	0.5725
CRKL	-1.21625
HOXB2	1.449
ANP32B	-0.314875
GATM	3.236
AP4E1	0.10475
EDG5	0.337375
CDKN3	-1.445
CDH4	-2.93975
PGD	-0.583833333333333
RND1	1.45
GAD1	-3.2174
MPG	0.179
LOC440350	-0.7685
ZNF133	-0.29575
SERPINB12	-0.231
AMELY	0.220666666666667
DHX36	-0.66275
TNFAIP8L2	1.97266666666667
PHTF2	0.122
CCDC112	-0.7875
IQCC	0.09375
HEYL	3.70383333333333
FTSJ2	-0.772
APPL1	0.979125
RAB43	0.335428571428571
OR10G2	0.104
WAC	0.201
ADCY9	-0.097625
RUNDC2B	1.012
PYCRL	0.1863
AGPAT7	-1.40633333333333
SLC22A9	-1.38683333333333
CDKAL1	-0.1395
PDYN	-0.191666666666667
C20orf74	2.227
MTMR11	1.1485
VAV3	4.25216666666667
DAPL1	-1.27475
STXBP3	0.392
EIF3G	-0.21
ARHGAP22	-0.771
NPFFR1	0.223
NPC1	-0.597
ALDH9A1	1.51133333333333
ZNF600	0.036625
ZNF678	0.480333333333333
RASSF1	-0.0125833333333333
ADD2	-3.184625
PITPNB	-0.232875
PKD2L2	0.619
LRP11	-0.302
CDKL1	0.1505
SMEK2	0.27975
PRODH2	-3.72616666666667
C11orf54	0.362833333333333
SFRS11	-0.203333333333333
IL7	-0.630166666666667
ALS2CR16	0.57725
BTG3	-1.733
PAK2	0.211055555555555
RP11-679B17.1	-0.50225
GATA4	-1.88166666666667
ATP2B1	-0.093
LOC130940	0.993
C1orf172	2.434
ATF7IP2	-1.92825
SLC25A43	-0.352833333333333
CENTG3	-0.0344166666666667
IGF2BP1	-4.2958
FCHSD1	0.2495
CAMK2N2	0.999833333333333
ELAVL3	-0.647333333333333
NBPF15	0.106
UBE2J2	0.5225
GNL2	-0.7925
PRR3	-0.316
NLF2	1.35375
OR4F6	-0.488
KLHL24	0.903666666666667
CCDC88A	-1.9536
SGPP1	-1.542
C10orf11	1.0225
SLC35B4	-1.50383333333333
UGT3A2	-1.244
ARNT2	3.6297
CBR1	-1.759375
ITPR3	-0.369
TRAPPC6B	-0.0158
AMZ1	-0.5225
ARP11	1.0755
WDSUB1	0.36
APBA1	0.600166666666667
RAB2A	1.0991
C6orf162	-0.3205
HPSE2	0.461666666666667
PLCE1	-0.203
INSL3	-0.17825
DLG1	0.0312
PTPLA	-3.7495
PIGX	0.48175
TFIP11	0.4205
FIBIN	3.953
POLR2G	-0.22325
GRAP2	-2.3793
DNAJB8	-1.144
CNBP	0.481833333333333
WASF1	-2.55775
INPP5E	-1.1248
HSPB1	-0.3831875
TMEM167	0.4161
CUBN	-0.25
IGF1	0.21625
ITPK1	0.2377
NAALAD2	-1.459625
G3BP1	0.0315
NT5DC1	0.30925
CYP39A1	-0.727
TMEM139	-0.8925
POLK	0.7071
GLULD1	-1.87475
RBM15	-1.16033333333333
AMZ2	-0.24875
GDF15	-3.5415
MESDC2	0.04975
INCA	-0.619333333333333
ACY1L2	-2.741
GZMM	-1.55166666666667
PAIP1	0.86525
CACNA2D1	-0.325
STK32C	0.208166666666667
SH3BP4	2.00733333333333
DEC1	0.1095
PADI1	0.44
UBB	0.2169
PON3	2.9415
PROP1	0.568
ANKRD13B	-0.544
ADCK1	-0.14275
TCF25	-0.101083333333333
SLC38A5	-2.7705
CXorf26	-0.249833333333333
C19orf39	0.2875
PPP1R13B	0.44175
ARL2	-0.572
TCL6	-0.0450909090909091
TOP3A	-0.5615
SLC16A14	1.664375
FXYD6	1.49416666666667
HIST1H4E	0.0915
BBC3	0.309789473684211
UNC5A	0.5645
FAM86C	-0.3586
PI4KB	0.65275
B3GAT1	-2.3195
SUSD2	1.83183333333333
OAZ2	0.116166666666667
NOC4L	-0.319
C10orf12	0.471
FADS1	-3.55466666666667
LOC144097	-0.801
DKK2	1.378
KIAA1949	-0.09125
RHOT1	0.553
OXT	1.354
GPR153	0.90625
ARL4A	-2.27466666666667
SAAL1	-1.05525
CCDC64	-0.0935
USE1	-0.373833333333333
HNMT	1.18733333333333
PCGF3	0.41825
CYP2C19	0.924333333333333
C20orf4	0.1995
CCDC11	2.37775
ACSBG2	-0.10475
RWDD2A	0.716
PALLD	3.18475
CPLX4	0.804
LOC492311	1.383
KPNA2	-1.7075
