Hybridization REF	TCGA-C8-A1HL-01A-11R-A137-07
ARHGAP17	-0.1451
KCNIP3	-1.342
SFPQ	0.48175
GFRA4	0.1325
AKR1B10	-2.08625
TIGD6	0.693666666666667
RGS16	1.129375
URB1	-0.676333333333333
OR4C46	-0.106166666666667
TOP3B	-0.82125
NFATC4	1.0585
CA14	-4.54175
BMPR1A	0.057
SNRP70	0.28875
PRL	-0.52375
C6orf130	-0.298
STAG2	-1.25725
CD55	-1.41385714285714
RPS23	0.249166666666667
SSX2	-1.5865
FDPSL2A	0.68975
FBXO27	-0.00862499999999999
SYNGR3	-1.25033333333333
TMSL3	1.536
EML1	-0.935
NUP93	-0.567916666666667
SMAD3	0.1427
KIAA1189	0.3075
HNRPUL2	-0.267
TBC1D12	1.13566666666667
C16orf24	1.5975
MRVI1	1.17833333333333
ZNF581	0.208
ELOVL3	-0.274
OR51Q1	1.363
CACNB3	3.02683333333333
GALNT13	-1.217625
C10orf84	0.772375
NEDD4	-0.0619
SPO11	1.2515
OR5AU1	0.927
NEK4	0.424285714285714
PRKAR2A	0.1085
IHPK1	-0.5685
ATP6V0B	0.795
CACNA1E	-0.104
CEACAM8	2.4655
PEX14	0.251
FLJ12993	2.4865
ZBTB38	-0.871166666666667
PCTK2	0.167333333333333
LRRC16	0.6764
FBLIM1	1.40841666666667
FYCO1	2.00225
RP5-1022P6.2	-0.035
CMTM1	0.922833333333333
PLTP	0.761166666666667
RAPH1	1.275125
DOCK8	0.118875
EZH2	-0.902866666666667
SLC25A1	0.335833333333333
PLEKHB1	-0.2948
GRB7	2.6326
ZFP37	-0.5495
MRPL33	-0.39625
PELO	-1.00975
ARMC1	-1.41118181818182
C9orf27	-0.233375
FLJ25778	-0.4035
C9orf37	-0.2905
TMEM66	-0.66375
SPRN	0.67625
HBEGF	1.09175
PI4KA	-0.932
LEPRE1	-0.4645
POU2AF1	-4.184
MRPL12	-0.632666666666667
REP15	0.911
ZC3H3	0.93075
RASAL1	1.15725
DDAH1	0.5005
ACBD5	0.25825
TMC2	-0.261
CCDC137	-1.30075
SAMD13	3.54866666666667
UGT2B15	-2.085
TIPARP	-1.085
DNASE1L3	1.8115
TRIM72	0.814166666666667
DBX2	0.37225
IPO8	-0.4535
C21orf88	-1.5466
MAP3K14	-0.07475
LOC51233	0.779166666666667
GGTLA4	2.29925
PDE6D	-0.14675
ZNF117	-0.344
CLK2	0.426
NKRF	-1.00625
TNFSF15	-0.6779
DUSP2	-0.337375
SECISBP2	0.0538
GABRR2	-0.083
PPAP2C	2.13125
LOC51145	0.0765
PAG1	-0.589
PIK3C3	-0.2325
GNG10	-0.4825
APOL4	1.42433333333333
ANKRD28	-1.04625
STMN3	-2.043
RAB14	0.3761
CDK2AP2	1.7015
HDDC3	-0.108625
COMMD7	0.551125
CXXC1	0.57025
HMCN1	-0.1895
CD40	1.05375
DYNC1LI2	0.6503125
GDI1	1.34425
LOC646938	-0.1605
VSNL1	-2.49733333333333
PIH1D1	0.248833333333333
RAET1G	1.932
KRTAP5-9	0.4795
EFTUD2	-0.936
ZNF311	-2.37683333333333
ATP6V1G3	0.00775000000000003
OR2W3	-0.600333333333333
SCN4A	0.8545
MED10	-0.719375
FAM135A	-1.5238
ARHGAP4	-0.8765
EHMT2	-0.351
UFD1L	-0.52125
ERMP1	0.77725
MAG1	-1.97633333333333
THAP8	0.764833333333333
HACE1	-0.954833333333333
FAM82C	0.513
C3orf20	-0.058
UNC84A	-0.4625
SCD5	-0.208142857142857
LASS6	2.243625
LSG1	0.106083333333333
MAL	-5.371
GPR22	-1.51
WDR5B	1.22375
ACTRT1	-2.362
C17orf60	0.494333333333333
GRIN2C	0.5108
ARMC8	-0.30275
SLC47A1	-1.96433333333333
DMPK	0.29825
DHRS13	1.182
SMC1A	0.202833333333333
KRTAP17-1	-0.52225
SMYD5	-0.49225
TUSC2	1.200875
CRHR2	0.839
KIR3DL2	-0.111
CCDC104	0.1345
ATP2C1	0.229625
CROT	-0.626
PABPC3	-1.35566666666667
EGR1	0.952
THSD1	1.91025
KHK	-1.58925
SLC12A2	3.4868125
CD58	-0.94375
STOX2	-1.2265
CCDC76	-1.0875
CCDC48	4.58925
DNAH1	0.280166666666667
ZIC4	-0.28475
OR1G1	1.062
PSMC6	-0.339666666666667
PROKR1	0.302
ABCB1	-0.055125
TRAT1	-2.03025
LLGL1	0.2515
MTF1	-0.397
USP54	0.028625
PAGE2B	-1.811
ITGB7	-3.843
CCDC81	-0.14
LOC149837	0.483
SCUBE1	0.5685
ZSCAN10	-0.327
HUWE1	-0.110714285714286
CDH17	1.303
CD180	1.00175
IL17A	0.66275
TMPO	-1.060125
KIAA1524	0.269166666666667
HDGFRP3	0.258666666666667
OXCT1	-1.41536363636364
RRAS2	-2.59466666666667
LTBP2	3.291125
SV2B	2.675
CYP2A6	4.147
PKD1L2	-1.28566666666667
PPM1M	1.30675
FLJ22662	0.8365
ZNF502	1.204
GP6	-1.0305
CRYBA2	0.72025
LEF1	-1.6318
CTPS	-1.10657142857143
EYA1	-3.097
EPS8L1	2.28075
MAPK14	-0.9145
SERPINB2	-5.773875
GTF2F2	0.0903333333333333
ZNHIT4	0.149
PLA1A	0.024125
C20orf114	4.5745
HPR	-4.3625
C18orf2	-3.80166666666667
SATB2	-1.9715
KCNJ9	-0.124625
MGC157906	-0.2535
MOCS3	0.2845
C17orf71	0.2595
PPHLN1	0.00239999999999999
HIST1H2BN	0.450125
RAPGEF1	-0.593875
MAP3K8	0.45775
DLG4	0.4715
STC1	-0.260916666666667
CDGAP	2.3415
DDX26B	-0.79925
LOC150223	-1.2385
CPSF3	-0.5185
TMEM14A	0.73825
MYH3	-2.659
GPKOW	0.1685
SULT1A1	0.352333333333333
SPON1	3.1797
YY1AP1	0.281
RAB23	-0.3705
PLA2G4A	-4.5705
MAPRE3	0.3325
ZNF516	1.38
GGPS1	1.55
EXOC3L2	-0.354875
C19orf42	0.3238
MAP2K2	-0.1545
HIST1H2BB	1.19575
RNF19B	0.822833333333333
C6orf128	-0.256
TLR8	2.80075
PCDHA9	-0.5975
CARS2	-0.21
CLUL1	-0.861666666666667
RHAG	-4.18016666666667
UNK	0.02
EXOC8	0.88
C9orf95	1.202
C14orf143	1.045
MAML3	0.372375
LDHA	-1.86575
MRPL20	0.60375
KLHDC6	1.03266666666667
ATP5S	0.222
C8orf55	0.585
PHF19	-0.775875
KRTAP13-4	0.543
TTC5	0.17225
XKR5	-1.4335
SILV	-4.60266666666667
TEX28	-0.206
TCTN1	0.5865
CX40.1	0.3095
PPP2R5C	-0.24675
C12orf30	-0.8725
CAPG	2.69925
MPZL1	0.32315
ARSB	-0.753166666666667
TDH	-2.068
WASF4	-0.47925
TSSK3	-0.857166666666667
7A5	1.802
CRISPLD1	-0.63975
MAD1L1	0.635333333333333
SPIN4	-0.554666666666667
AMPD1	-1.9355
DPYSL5	-0.529
INPP1	-0.174166666666667
ANKRD11	-1.12072222222222
NPAS4	-0.39025
GCET2	-0.0448
RNASE9	0.9715
GUCY2D	0.728333333333333
CCDC98	-0.24175
FGF4	-0.52075
CPM	-0.168
SLC26A4	-1.236
PLD5	0.3875
FAM59A	0.3779
FBXO5	-1.364
SIPA1L1	0.79525
DPYS	0.56975
ATG4D	0.706
TGM3	4.2745
MTCH1	0.376375
HK1	0.328846153846154
CDC26	0.239
GALNT12	-2.51983333333333
LOC339229	-0.24325
MRPL35	0.024
ORC4L	-0.368125
TNKS	-1.396
C2orf24	0.863166666666667
ZNF553	0.144166666666667
GGTLA1	3.3353
ZNF497	0.9865
CDY1B	-0.381
SLC30A4	0.3335
TUB	-0.611375
ARHGEF18	-0.2535
ARRB1	1.1015
KCNK1	-4.007
EREG	2.6024
SCAMP5	0.8055
RUNDC3B	3.30725
ADAMTS20	-1.3905
IL17RB	1.138
FLJ20323	-1.0135
MCAM	1.100875
POLR3E	-1.26041666666667
AQR	0.591
IPMK	-0.923
CDCA7	-4.661875
CAMP	5.2885
GRHL3	1.54675
ADAMTSL2	1.656
CLMN	2.343
SSTR3	0.665
MAGEA5	-2.44483333333333
OVOL2	4.459
JMJD1B	0.3915
RBL2	-0.1701
PYGO2	1.404
PPP1R10	1.38566666666667
CSE1L	-1.419
LCA5	1.48925
RDH16	2.10975
ASRGL1	-0.4195
TOM1	0.607166666666667
PTX3	-6.5515
TTC15	1.45075
SCGB3A1	4.72066666666667
MRPL50	-0.179
RCAN3	1.031375
SLC26A11	0.94025
STYX	-0.140833333333333
CINP	0.9755
MARCH7	-0.83025
PFKM	-1.02233333333333
SGMS1	-0.233166666666667
RIOK3	-0.1189
C1orf110	-0.9655
CES7	0.234125
LOC440248	-1.25625
PPP1R12C	0.244
C10orf27	0.3355
ATG9A	0.2985
MRPS26	1.189875
TMEM40	1.153
ELP3	-1.2553
ZNF787	0.3471
HIAT1	-1.365
C8orf34	1.05583333333333
MGC4655	0.1296
PELI1	0.569666666666667
PPT1	-0.2873
SLC35C2	-0.0178333333333333
C6orf125	0.303
MUC4	-1.16066666666667
RFC4	-2.07371428571429
GNB2	1.52633333333333
NUP50	-0.154857142857143
SULT4A1	-0.488
C7	1.86257142857143
CCDC130	-0.511
ARRDC4	0.5385
RQCD1	-0.81675
GLYCTK	0.04825
AYTL2	-1.02818181818182
MTUS1	0.161
LEMD3	-0.658666666666667
PLEKHF2	0.9865
HOXA7	-0.978625
GTF3C2	-0.927
DYNLRB2	2.50025
CNOT10	0.02725
MR1	0.251666666666667
FFAR1	0.3415
PRIC285	0.5295
SLITRK6	1.20875
LIX1	-2.0972
UBE1L2	-0.495666666666667
F8	-0.00800000000000001
ACHE	-0.120666666666667
KPNA5	-1.37625
TNFRSF12A	-0.136166666666667
EGR3	0.459
SERPIND1	-3.785
OASL	1.49025
IFRD1	-1.618875
WDFY1	-0.342666666666667
ZNF267	-0.42775
ACCN5	0.3465
ZBTB6	0.66675
PPP1R3A	-0.962
PRRT3	1.781
FBXL19	-0.24
TXNIP	-0.125785714285714
ACTN2	4.16775
ATG9B	-0.2225
C9orf117	1.4765
IL27	-1.1865
RPL36AL	0.4305
KLK15	0.79
CHAD	3.4555
RAP2B	-0.2997
HEBP2	2.13475
ZNF342	2.1155
CAMK2G	0.610666666666667
TLR3	-0.79675
FGF14	-0.8725
HMGB2	0.1625
TRPM5	-0.2755
OR5M11	0.733
KIF3B	0.127789473684211
PRICKLE2	0.60025
MTMR9	-0.84875
C3orf27	0.73775
GLRA3	-1.33883333333333
NSDHL	0.262
TMEM32	-1.15275
POLR2D	-0.478833333333333
MYADML	0.521
C9orf114	0.364
MRGPRX1	0.5365
TOPORS	-0.000999999999999997
CLDN19	-1.287
C1QL4	-0.086
RNF165	-1.7265
DHRS9	-0.42025
DNAH2	0.157833333333333
FXR1	-0.168166666666667
ZMYM3	-0.0435
CASP3	0.448333333333333
FAM120C	-0.40275
SCLY	-0.398
CA7	0.494
ENTPD5	0.169833333333333
ZNF461	-0.141
PDIA5	0.18675
C1orf19	-0.845833333333333
TMEM67	-1.32025
KCTD20	-0.4125
WDR47	-0.025
FLJ38723	-1.108
KLRF1	0.242833333333333
TAS2R16	0.7525
CLDN12	-0.47075
PRKCE	0.5765
UBXD4	-0.92175
ITGAM	2.34066666666667
GLT8D3	0.2475
WDR31	-0.5628
RGS2	-1.156
OR51L1	0.333
MST1R	2.039
KIAA1737	0.60725
OR4A5	2.3395
GLIS1	-1.36916666666667
PTMA	0.900571428571429
NAPA	1.39675
PRDM11	0.82225
LIPF	-0.1545
DIRAS3	0.933
ASGR2	-3.961375
C1QTNF4	1.441
PIK3R4	-0.327333333333333
ARMC3	3.6775
NDUFV3	0.0948333333333333
BTBD3	-0.3255
PPP1R2	-0.00516666666666667
UBE2NL	0.0455
FOSL2	1.31342857142857
FAM119A	-0.608333333333333
TUBA4A	-0.9084
KRTAP12-1	0.34425
SFRS2	-0.56875
RHPN1	0.9283
EEF2	-0.773666666666667
ZDHHC11	-0.097
EPHA3	-2.20055555555555
RBM12	-0.57075
H2AFJ	2.45625
EDIL3	0.661
KIF26A	-0.35825
SERGEF	-0.01675
B3GALT4	3.18375
LOC90925	-0.351166666666667
OSCAR	0.5985
NPFF	0.1775
DEDD	1.126875
TMEM155	-0.937625
PTPN1	-1.1605
SCYL2	0.00249999999999998
SKAP1	2.587
LEAP2	-1.38633333333333
GADD45G	2.301
IFITM3	0.313875
PILRB	-0.0953333333333333
SLU7	0.395625
DSC3	-0.96375
DNMT3L	-1.4985
PAPD5	-0.822625
B3GNT3	-0.00183333333333333
LHCGR	1.2065
MSL-1	1.993
UBE2S	-0.13375
SAP130	-0.369
ANAPC11	0.08525
MAGED4B	-0.572
ATP6V1B2	-0.568333333333333
C14orf179	1.61025
CAPZA1	-0.363375
CDYL2	1.1565
GLRX3	-0.660333333333333
LOC136288	-1.22825
MOBKL1A	-0.03875
HTR2B	1.94875
CRYGD	0.250833333333333
NUS1	-1.30916666666667
PGRMC1	0.0345
MYOM2	-0.192
FLJ39653	-1.4495
CHM	-0.9122
OR5M8	0.5625
ZNF619	-0.4455
FAM105A	0.05875
CCNL1	-0.762
NAP1L3	-0.55625
C10orf57	1.908
B3GALNT1	1.20033333333333
CSN1S2A	-1.3835
TCP10L	0.12575
GDAP2	0.211
DMKN	-2.20833333333333
COX6B1	0.4805
DNASE2	0.894
MSH5	-1.6185
LGMN	0.58175
USP31	-0.3659
OR13C8	0.1385
SDCBP	-0.9723
NUDT11	-2.39116666666667
PYGL	-2.248
SNPH	3.04216666666667
B3GNT4	-0.8785
MIZF	-0.7883
NUBPL	-1.26
NOD1	0.16
CDH22	-0.076875
NUBP1	0.854666666666667
DSCAM	-3.5155
DGKI	0.7245
FAM136A	-0.074
AKAP1	0.882333333333333
SLC16A6	2.224
RIN3	1.075
PSG2	0.07275
DIP2B	-0.16475
PSORS1C1	0.0431
KIAA0495	-0.9675
FLJ90709	-0.742
LPA	-0.199666666666667
PIGA	-0.4475
LY75	0.4645
UTS2	-4.1815
RREB1	0.1305
GALNACT-2	0.0795
MGC3196	-0.73975
FLJ31568	0.153
LPHN1	-0.84625
SP1	1.856625
TOX4	0.2755
HSPA9	-0.2883
APOBEC1	0.4585
SLC35E4	-1.308
LSM5	-1.36825
SURF1	0.609
ZBTB1	0.6885
GTF2F1	0.04625
RPS15A	-0.318357142857143
DUSP21	-0.7255
GINS4	-2.145
MYO15A	0.302
GIMAP7	3.76325
MGC13379	0.18725
ATP6V1E2	-1.48666666666667
UTP3	-0.4175
HNRPA3	-0.5589375
MT4	-0.333
C14orf155	0.359333333333333
U1SNRNPBP	1.46775
CKLF	-0.225333333333333
PLEKHN1	-0.944
MBNL1	-0.857166666666667
NUP160	-1.2465
ACSM2A	-1.9255
LOC129881	0.564
KIAA1529	-1.158
FLJ22639	-1.182
HAND1	-1.8815
GSX1	0.6715
FGA	-4.30986666666667
SERPINB1	0.6735
ZNF642	0.59125
IGFBP1	-8.24975
SLC1A1	0.71875
DHX57	-0.4035
ZNF766	-1.3565
PTPN21	-0.817444444444444
GDPD3	-0.0205
PNPLA5	0.206
TBR1	-0.00459999999999998
FAM116A	0.1975
IQGAP1	0.583125
FOS	0.017875
ZNF226	0.079125
FIGNL1	-1.2475
C14orf1	1.21783333333333
ZMYND17	-0.471
PUS7	-1.28533333333333
TUBB6	-0.557875
KCNQ2	-1.3565
MARCH6	-0.11525
CCDC33	0.222
PRODH	2.5565
RBM11	0.1045
EPHA6	0.244
SLC43A1	-1.1845
LOC196541	-0.189714285714286
NTN1	-0.252083333333333
ING4	0.008
PCDHB10	1.595
DPH2	-1.2605
SPACA4	0.86825
FBXL21	-4.91
DIAPH1	-0.190666666666667
ZNF71	0.914333333333333
CEP76	0.016
CORO1A	-0.17375
RRM2	-0.778
EDG4	1.36475
OS9	0.691833333333333
SLC4A1AP	0.412
COG5	-0.97975
COPS8	-0.40575
NGLY1	-1.345
NCBP2	0.227375
C17orf42	-0.359
GPSM3	1.21475
SIL1	1.28166666666667
ASB6	0.065
SMAD5OS	0.08
UNC93A	-3.548125
A1BG	0.379166666666667
C21orf62	-0.198666666666667
FMO5	-1.96625
ATRIP	1.24666666666667
CEBPG	0.154333333333333
C7orf38	0.523833333333333
TNFRSF1B	0.766
CLEC1A	3.72916666666667
IQSEC1	0.072
PATZ1	1.2129
RBM22	0.290375
BAG2	-2.626
PAQR5	-1.92033333333333
C9orf127	2.0173
THNSL1	-1.49975
SHROOM3	2.3243
JAM2	2.24875
SNRPN	-1.56525
ALX4	0.437
CACNA1S	0.24
FAM130A1	0.59525
CORIN	2.0455
CD300LB	1.267
PLEKHG6	0.27
LRRC40	-1.81875
PCLKC	-1.18275
PCDHB16	-0.776666666666667
WNT2B	-0.855666666666667
ASNS	-2.30566666666667
MRPL49	-0.287
FLJ46111	1.1025
ISG20	0.995
SMU1	0.156333333333333
CASZ1	0.532
POLR1D	0.05625
GIN1	-0.02
SNAG1	0.0298333333333333
ANKRD29	-2.1025
CDKN2AIP	0.124
KRR1	-0.429
CXCL1	-4.60366666666667
EPM2A	-0.7729
PC	0.0756666666666667
DEFB127	1.2045
PDZRN4	1.10816666666667
FAH	0.241625
OR51E1	3.9265
CDC2L6	0.324666666666667
DNTTIP1	-0.34375
PAX8	0.33775
TMEM116	-0.313
C1orf150	-0.4585
PRO2012	-0.095
MRPL40	-0.3865
BEX1	-4.0069
SLC2A4	-0.979
PKMYT1	0.27075
FEZF2	-0.474333333333333
SLC26A9	-1.0795
MAP2	-0.0361666666666666
LYL1	-0.56725
SLC25A19	-0.287666666666667
NOS3	1.4565
ZNF34	0.568166666666667
TMPRSS11F	-1.35566666666667
FAM43A	1.38275
FCRL4	-0.028
KLF14	0.22725
FLRT2	-0.531333333333333
WRN	-2.35625
SDF2	1.0341
KRT8P12	1.04425
C6orf195	1.023
C9orf125	-0.775
DZIP3	0.32325
RIT1	0.318666666666667
SCML1	-3.1375
RHBDF2	0.554
OR2G3	0.6165
REXO1L1	-0.7435
MAP3K7IP3	0.173
C3orf57	-0.28025
FBXW11	-0.8215
ETAA1	-0.711
C14orf131	-0.1549
AKT1S1	0.573
SLC12A5	-0.553625
C9orf164	1.50325
NRIP3	-1.523375
NOS1AP	1.24425
TMEM121	-0.34275
SAP30BP	0.5359
DGCR6	0.73175
WDR76	-0.155
FAM82B	-0.60725
LOC606495	0.133
MAP9	0.041
BCDIN3D	0.03275
CXorf36	4.84766666666667
DSCR3	-0.5432
ZFAND3	0.93675
C7orf43	1.6355
SPSB3	1.1897
C19orf19	0.252
FAM133A	-3.22675
C12orf25	-0.05225
SLC39A3	0.316625
DISP2	1.19425
PI4KAP2	-2.353
MKRN3	-0.491833333333333
ADAMTS13	-0.587625
CBLN3	0.781222222222222
TTYH1	-1.8235
C3orf18	0.82175
FLJ13236	0.04125
ZMYND12	2.9965
C18orf25	0.40825
GLB1L3	-1.1085
ATP13A5	0.705
RANBP10	0.198
CD96	-1.7888
DENND1C	-0.3235
RBMS3	0.1294
SLC41A3	0.252833333333333
DGCR6L	0.7795
TMEM128	-0.760833333333333
CSNK1G3	-1.215
MOBKL2C	1.390375
TSPAN6	-1.170125
MATN2	-1.441
MSL2L1	0.5055
ST6GALNAC2	2.76516666666667
FGFBP2	-0.14475
FGL1	-6.61316666666667
MPP3	0.986333333333333
ARHGEF6	-0.134
TGFBR2	0.6635
ACMSD	-1.38675
IL33	3.84225
C9orf5	-0.8285
DEAF1	0.1163
AMN	-0.912
DEFA6	0.135875
RNF212	-2.172
METT5D1	-0.229833333333333
CIB1	1.5968
TSSK1B	-0.274333333333333
KIAA1727	1.4155
ZNF680	-0.620583333333333
LOC399900	-1.243
LOC152217	0.200083333333333
CTNNAL1	-3.092
CIT	-0.817916666666667
TLE6	0.53725
ZNF607	-0.731
HERC4	-0.359166666666667
DRAP1	-0.0068
PEMT	-0.61925
C10orf111	-0.82
ZNF575	0.636375
KCTD7	-0.478666666666667
MYO1F	0.85175
LOC285382	0.85575
RAB11A	1.7532
PLCD3	-0.45125
C15orf28	-0.405
PTBP2	-0.3885
CTB-1048E9.5	-0.91675
C19orf60	-0.0558333333333333
C7orf25	0.4125
SETD7	0.30525
HOXB9	-3.9185
VANGL1	-0.295
CHAF1B	-1.351
NDUFA3	0.42025
KIAA1328	0.262166666666667
SHARPIN	0.771125
TTC23	-0.5805
UGP2	0.0446666666666667
ANKIB1	-0.5013
CIRBP	0.217142857142857
SEC14L4	-3.9965
OVCH1	-0.494833333333333
VPS52	0.596
FAT	-1.809125
M6PRBP1	-0.12625
GPRIN3	0.503
PPM1F	-0.170833333333333
TSR1	-1.478
CCDC85A	2.70025
PCSK5	1.45275
ZFHX3	0.4685
HEMK1	0.1477
PGBD2	1.21325
RSRC2	-0.184666666666667
AURKC	-0.986833333333333
SCRIB	-0.39375
ORM2	-4.70866666666667
FAM115A	0.8321
FZD6	-0.83325
UNC119	0.231
GPX3	-0.6444
NOV	0.04975
CABC1	0.745625
CDC42SE2	-0.537375
EIF2S2	-0.5768
RNF130	0.95175
CKAP5	0.158333333333333
RP11-413M3.2	1.355875
C10orf18	-0.262
TMEM93	0.048
DYX1C1	0.386
KCNMB2	-2.31975
ANK3	0.0359166666666667
KRT5	-2.4541
CDH12	-1.7715
QRSL1	-0.15575
JUB	-2.8535
SHC4	-2.464125
CCL15	1.92316666666667
CCDC22	0.97875
SNX24	0.33875
RARS	-0.769
MORC2	0.450875
FAM48A	0.572
MT1H	-0.2585
PPP1R14C	-3.3765
FOXD1	-2.64342857142857
C1orf213	-2.4295
AMT	-1.8364
DSN1	-1.21675
PTPLAD2	1.57725
DIS3L	0.859
RASL11A	0.53475
GPRC5B	-0.054125
FRMD7	1.817
STRN4	0.688
KITLG	0.925772727272727
HDGF	-0.2035
OR1S1	0.621
SETX	-0.4786
DDR2	0.015125
KCTD12	1.586
LYZL2	-0.7265
WDR52	-0.286
TMEM2	-0.269
ZNF579	0.296
LOC200810	0.78325
TNFSF9	-1.85475
PPFIA4	-2.50625
CNIH3	0.7505
MAP4K4	-0.694642857142857
ROD1	0.634642857142857
ALS2CR12	1.2415
DOCK3	-2.56966666666667
PAQR9	-5.56625
ASB17	1.1428
STX16	-1.305625
FEZ2	-0.375833333333333
DLAT	-1.21566666666667
KIF21B	-1.08233333333333
CDC5L	-0.482
TMEM119	2.29083333333333
CRIP3	-1.85825
TPSD1	0.513666666666667
TEPP	-0.2315
GNGT2	1.92125
C21orf121	0.22675
WNK1	-0.192333333333333
FLJ10490	0.6722
OR51B5	-2.111
LOC203547	-1.00675
HAS1	-0.447
PPA1	-0.329833333333333
ST7	0.629
C11orf46	-0.1323
POPDC3	-4.15783333333333
ACOX2	4.764
ATCAY	-0.683636363636364
TM4SF19	0.77125
MFSD9	0.083
PDHB	0.24075
ERN1	0.01575
LCE3C	0.338
GPR111	0.215
NOTCH3	2.27966666666667
ADAMTS5	2.28325
B3GALT1	-0.99925
UGCGL1	1.04483333333333
FAM58A	1.13933333333333
FBXO32	0.604
CLPP	-0.79425
NXPH1	5.7295
MTMR3	0.456
ATP1B3	-1.04925
TMEM16A	4.225125
HIST1H3F	1.398
TRIM25	0.153166666666667
SDCBP2	2.645
CRKL	-1.675875
HOXB2	0.173666666666667
ANP32B	-0.056125
GATM	0.7725
AP4E1	-0.182875
EDG5	0.06475
CDKN3	-0.75
CDH4	-2.6525
PGD	0.859166666666667
RND1	2.433
GAD1	-3.7524
MPG	0.866125
LOC440350	-0.3065
ZNF133	-0.674
SERPINB12	0.3405
AMELY	1.0776
DHX36	-1.44075
TNFAIP8L2	3.51083333333333
PHTF2	-0.340444444444444
CCDC112	0.108666666666667
IQCC	-0.195
HEYL	3.5575
FTSJ2	-0.00133333333333333
APPL1	-0.6975
RAB43	0.979428571428571
OR10G2	-0.3145
WAC	-0.300166666666667
ADCY9	0.2335
RUNDC2B	-0.5175
PYCRL	0.4987
AGPAT7	0.534333333333333
SLC22A9	-2.01016666666667
CDKAL1	-0.534
PDYN	-1.02133333333333
C20orf74	-1.3085
MTMR11	1.4245
VAV3	3.51591666666667
DAPL1	1.48675
STXBP3	-0.06675
EIF3G	-0.88675
ARHGAP22	-1.442
NPFFR1	0.599
NPC1	-0.227
ALDH9A1	0.716666666666667
ZNF600	-0.19825
ZNF678	-0.0025
RASSF1	0.716
ADD2	-2.70775
PITPNB	-1.194125
PKD2L2	-0.557571428571429
LRP11	0.5265
CDKL1	-0.3305
SMEK2	0.773
PRODH2	-3.22083333333333
C11orf54	-1.09433333333333
SFRS11	-1.13233333333333
IL7	-1.652
ALS2CR16	0.71775
BTG3	-2.98783333333333
PAK2	-0.250666666666667
RP11-679B17.1	-1.6035
GATA4	-2.10816666666667
ATP2B1	-0.90475
LOC130940	0.635
C1orf172	2.2505
ATF7IP2	-0.924
SLC25A43	-0.4615
CENTG3	0.3885
IGF2BP1	-3.987
FCHSD1	0.7765
CAMK2N2	0.265166666666667
ELAVL3	0.8161
NBPF15	-0.876166666666667
UBE2J2	0.823833333333333
GNL2	-0.035
PRR3	0.0338
NLF2	0.52775
OR4F6	0.311
KLHL24	-0.173333333333333
CCDC88A	-2.1707
SGPP1	-0.547
C10orf11	0.1035
SLC35B4	-1.62316666666667
UGT3A2	-1.1475
ARNT2	1.2623
CBR1	-0.776625
ITPR3	0.683
TRAPPC6B	-0.0545
AMZ1	0.438
ARP11	1.617
WDSUB1	-0.1945
APBA1	0.00966666666666665
RAB2A	0.3297
C6orf162	-0.0784999999999999
HPSE2	0.601333333333333
PLCE1	-0.78275
INSL3	0.5115
DLG1	-0.5194
PTPLA	-3.55425
PIGX	-0.27275
TFIP11	0.143166666666667
FIBIN	3.6815
POLR2G	-0.3025
GRAP2	-2.0135
DNAJB8	0.3785
CNBP	0.564833333333333
WASF1	-2.22175
INPP5E	-0.2506
HSPB1	2.0348125
TMEM167	-0.3529
CUBN	0.3645
IGF1	1.7078125
ITPK1	1.1606
NAALAD2	-1.57825
G3BP1	-0.4526
NT5DC1	0.68275
CYP39A1	-0.735
TMEM139	0.425166666666667
POLK	-0.6778
GLULD1	-0.82675
RBM15	-0.172166666666667
AMZ2	1.141
GDF15	-2.54283333333333
MESDC2	0.21175
INCA	0.520166666666667
ACY1L2	-3.737
GZMM	1.034
PAIP1	-0.3285
CACNA2D1	-0.3225
STK32C	0.916
SH3BP4	0.461
DEC1	-0.2075
PADI1	-1.4765
UBB	0.0898
PON3	4.35966666666667
PROP1	0.692
ANKRD13B	0.092
ADCK1	1.151
TCF25	0.396583333333333
SLC38A5	-2.52375
CXorf26	0.352333333333333
C19orf39	0.925
PPP1R13B	1.3195
ARL2	-1.0735
TCL6	0.0524166666666667
TOP3A	-0.5965
SLC16A14	2.356125
FXYD6	2.13416666666667
HIST1H4E	-0.24425
BBC3	0.576578947368421
UNC5A	0.949
FAM86C	-0.6943
PI4KB	0.98625
B3GAT1	-3.9875
SUSD2	1.61083333333333
OAZ2	0.1275
NOC4L	1.033
C10orf12	0.0645
FADS1	-2.23783333333333
LOC144097	0.098
DKK2	2.355
KIAA1949	0.06425
RHOT1	-0.0411
OXT	1.26083333333333
GPR153	0.46975
ARL4A	-0.613666666666667
SAAL1	-1.58625
CCDC64	1.5125
USE1	-0.3185
HNMT	0.0625
PCGF3	0.1465625
CYP2C19	-0.537
C20orf4	0.2065
CCDC11	0.41225
ACSBG2	0.2635
RWDD2A	-0.32275
PALLD	1.298375
CPLX4	null
LOC492311	0.34375
KPNA2	0.310666666666667
MACROD1	0.5541
TMCO3	-0.0771666666666666
C15orf52	0.179833333333333
BIRC5	1.15613333333333
PRR16	0.831666666666667
FAM63B	-0.573875
KATNB1	0.356166666666667
WNT8B	0.532
CPLX3	0.055
GHR	0.0325
CCDC124	-0.53025
BCLAF1	-0.8075
