Hybridization REF	TCGA-AR-A1AN-01A-11R-A12P-07
ZNF434	0.410333333333333
SMARCD1	-0.210166666666667
ZFP106	0.25325
ZNF347	-0.2372
GTF2E1	-0.291
RY1	0.0418333333333333
ATAD2B	0.0185
ARHGAP17	-0.1383
KCNIP3	-1.49675
SFPQ	0.1275
GFRA4	-0.0925
AKR1B10	-4.1655
TIGD6	0.274
RGS16	2.055125
URB1	-0.424
OR4C46	-0.64575
TOP3B	0.03925
NFATC4	0.9695
CA14	-3.4705
BMPR1A	-0.227666666666667
SNRP70	0.222875
PRL	0.23925
C6orf130	-0.1435
STAG2	-0.65325
CD55	-0.178571428571429
RPS23	1.1775
SSX2	-1.703
FDPSL2A	0.304
FBXO27	-0.0915
SYNGR3	-0.814166666666667
TMSL3	2.07275
EML1	-1.0635
NUP93	-0.912666666666667
SMAD3	-0.6009
KIAA1189	-0.527
HNRPUL2	-0.46
TBC1D12	0.72
C16orf24	1.12425
MRVI1	1.34066666666667
ZNF581	-0.280166666666667
ELOVL3	-0.0535
OR51Q1	0.942
CACNB3	0.917666666666667
GALNT13	-1.7545
C10orf84	0.9740625
NEDD4	-0.0943
SPO11	-2.926
OR5AU1	-0.2415
NEK4	-0.252714285714286
PRKAR2A	-1.0815
IHPK1	-0.9085
ATP6V0B	0.099375
CACNA1E	0.8945
CEACAM8	0.2482
PEX14	-0.0895
FLJ12993	0.6275
ZBTB38	-0.628166666666667
PCTK2	0.384666666666667
LRRC16	1.5302
FBLIM1	1.44891666666667
FYCO1	1.2835
RP5-1022P6.2	0.6225
CMTM1	0.371
PLTP	1.76816666666667
RAPH1	0.47125
DOCK8	0.9715
EZH2	-2.0516
SLC25A1	-0.288666666666667
PLEKHB1	0.087
GRB7	1.4957
ZFP37	0.1865
MRPL33	0.04275
PELO	-0.506
ARMC1	-0.898909090909091
C9orf27	0.627833333333333
FLJ25778	0.338
C9orf37	-0.414166666666667
TMEM66	1.538
SPRN	-0.09125
HBEGF	1.87225
PI4KA	-0.033
LEPRE1	-0.75925
POU2AF1	-1.745
MRPL12	-0.8455
REP15	0.1235
ZC3H3	0.42325
RASAL1	-0.978
DDAH1	1.014375
ACBD5	0.130625
TMC2	0.457
CCDC137	-1.4665
SAMD13	0.461666666666667
UGT2B15	-1.262
TIPARP	0.7935
DNASE1L3	3.50175
TRIM72	-0.0835
DBX2	1.53525
IPO8	-0.61575
C21orf88	-2.0257
MAP3K14	1.451
LOC51233	0.47475
GGTLA4	0.26825
PDE6D	0.0245
ZNF117	-0.299
CLK2	-0.118
NKRF	-1.14475
TNFSF15	-0.8545
DUSP2	2.30625
SECISBP2	-0.0961
GABRR2	0.3475
PPAP2C	2.443
LOC51145	0.361
PAG1	-0.270125
PIK3C3	0.21925
GNG10	0.573
APOL4	2.0126
ANKRD28	-0.9125
STMN3	-0.7718
RAB14	0.5112
CDK2AP2	0.1585
HDDC3	-0.33025
COMMD7	0.808375
CXXC1	1.202
HMCN1	0.1185
CD40	1.0985
DYNC1LI2	-0.186125
GDI1	-0.04475
LOC646938	-0.38325
VSNL1	-1.16683333333333
PIH1D1	-0.146833333333333
RAET1G	-0.031
KRTAP5-9	0.08
EFTUD2	-0.968
ZNF311	-0.2705
ATP6V1G3	0.584666666666667
OR2W3	0.339
SCN4A	0.61575
MED10	-0.74775
FAM135A	-0.3863
ARHGAP4	-1.29
EHMT2	-0.735125
UFD1L	-0.9805
ERMP1	0.3275
MAG1	-0.569833333333333
THAP8	-0.175
HACE1	-0.643
FAM82C	-0.1005
C3orf20	0.337
UNC84A	-0.440833333333333
SCD5	-0.102
LASS6	1.069
LSG1	-0.612333333333333
MAL	-4.95575
GPR22	0.8045
WDR5B	1.05075
ACTRT1	0.091
C17orf60	0.3265
GRIN2C	0.1608
ARMC8	-0.455083333333333
SLC47A1	-2.84866666666667
DMPK	-0.119
DHRS13	-0.0331666666666667
SMC1A	-0.5655
KRTAP17-1	1.1945
SMYD5	-0.34675
TUSC2	0.135875
CRHR2	0.8655
KIR3DL2	0.445
CCDC104	0.9125
ATP2C1	0.304375
CROT	0.96825
PABPC3	-1.207
EGR1	3.12533333333333
THSD1	1.516
KHK	-1.7605
SLC12A2	2.656375
CD58	-0.08975
STOX2	-0.319833333333333
CCDC76	-0.4713
CCDC48	4.96375
DNAH1	0.6495
ZIC4	-0.273428571428571
OR1G1	-0.677
PSMC6	-0.2615
PROKR1	0.395
ABCB1	1.254125
TRAT1	-0.17825
LLGL1	0.502
MTF1	0.2185
USP54	0.0885
PAGE2B	-2.508
ITGB7	-4.512
CCDC81	-0.28
LOC149837	0.63225
SCUBE1	-0.823
ZSCAN10	0.3325
HUWE1	-0.370571428571428
CDH17	0.667
CD180	0.2715
IL17A	0.14575
TMPO	-1.572
KIAA1524	-1.04266666666667
HDGFRP3	0.257333333333333
OXCT1	-1.45445454545455
RRAS2	-1.5025
LTBP2	3.0685
SV2B	2.2675
CYP2A6	1.50425
PKD1L2	-1.377
PPM1M	1.2475
FLJ22662	1.51016666666667
ZNF502	1.659
GP6	-1.11625
CRYBA2	-1.78866666666667
LEF1	-2.3861
CTPS	-1.72514285714286
EYA1	-2.3055
EPS8L1	2.066
MAPK14	-0.969666666666667
SERPINB2	-5.8145
GTF2F2	-0.237166666666667
ZNHIT4	0.027
PLA1A	-0.388125
C20orf114	1.65966666666667
HPR	-3.7405
C18orf2	-2.88233333333333
SATB2	-2.692
KCNJ9	0.303142857142857
MGC157906	-0.348
MOCS3	-0.7215
C17orf71	-0.651333333333333
PPHLN1	-0.3395
HIST1H2BN	-2.06875
RAPGEF1	-0.28675
MAP3K8	0.5405
DLG4	0.6815
STC1	0.63275
CDGAP	1.99225
DDX26B	-0.688
LOC150223	-2.15525
CPSF3	-1.1495
TMEM14A	0.25725
MYH3	-0.71775
GPKOW	-0.03225
SULT1A1	0.775833333333333
SPON1	4.5291
YY1AP1	0.308
RAB23	-0.3775
PLA2G4A	-3.20325
MAPRE3	0.441
ZNF516	1.33692857142857
GGPS1	1.252
EXOC3L2	-0.046375
C19orf42	1.1209
MAP2K2	0.426666666666667
HIST1H2BB	-1.49025
RNF19B	0.7885
C6orf128	0.486666666666667
TLR8	3.0515
PCDHA9	-1.161
CARS2	0.4415
CLUL1	3.54166666666667
RHAG	-5.13933333333333
UNK	-0.2705
EXOC8	0.7984
C9orf95	0.9885
C14orf143	-0.938
MAML3	0.134125
LDHA	-1.38925
MRPL20	0.32875
KLHDC6	0.622
ATP5S	-0.1585
C8orf55	0.324
PHF19	-2.2485
KRTAP13-4	0.623
TTC5	-0.47525
XKR5	-1.5295
SILV	-5.38966666666667
TEX28	0.99
TCTN1	1.27125
CX40.1	-0.23475
PPP2R5C	-0.708625
C12orf30	-1.9655
CAPG	1.65175
MPZL1	1.0191
ARSB	-1.062
TDH	-1.423
WASF4	0.02
TSSK3	-0.528
7A5	1.0955
CRISPLD1	3.1355
MAD1L1	-0.2805
SPIN4	-0.373333333333333
AMPD1	1.73625
DPYSL5	1.6535
INPP1	1.15216666666667
ANKRD11	-1.66111111111111
NPAS4	-0.30275
GCET2	0.9857
RNASE9	-0.354
GUCY2D	-0.1095
CCDC98	-0.0235
FGF4	-0.653125
CPM	-1.49216666666667
SLC26A4	-0.7925
PLD5	1.54275
FAM59A	1.7317
FBXO5	-2.311
SIPA1L1	-0.554125
DPYS	1.07775
ATG4D	0.31325
TGM3	0.1305
MTCH1	0.186
HK1	0.590230769230769
CDC26	0.312375
GALNT12	-2.17316666666667
LOC339229	-0.24425
MRPL35	-0.44675
ORC4L	-0.269375
TNKS	-0.469571428571429
C2orf24	0.6125
ZNF553	0.519
GGTLA1	3.3801
ZNF497	0.16075
CDY1B	1.754
SLC30A4	-0.321571428571429
TUB	-0.1415
ARHGEF18	0.13475
ARRB1	0.81775
KCNK1	-0.845375
EREG	-2.87777777777778
SCAMP5	-0.75175
RUNDC3B	3.11325
ADAMTS20	-0.3825
IL17RB	0.6925
FLJ20323	0.17375
MCAM	0.438625
POLR3E	-1.39366666666667
AQR	0.257166666666667
IPMK	-0.804
CDCA7	-4.320125
CAMP	3.4725
GRHL3	0.076
ADAMTSL2	0.966833333333333
CLMN	0.975166666666667
SSTR3	-0.0845
MAGEA5	-1.91033333333333
OVOL2	3.22
JMJD1B	-0.20925
RBL2	-0.0382
PYGO2	0.637
PPP1R10	0.403833333333333
CSE1L	-1.444
LCA5	1.1785
RDH16	-0.456
ASRGL1	1.0165
TOM1	1.4275
PTX3	-1.76325
TTC15	0.72475
SCGB3A1	4.06833333333333
MRPL50	-0.57425
RCAN3	0.632375
SLC26A11	0.67825
STYX	-0.645
CINP	-0.00175
MARCH7	0.03425
PFKM	-1.5455
SGMS1	0.864833333333333
RIOK3	-0.5103
C1orf110	-1.484
CES7	-0.11625
LOC440248	-1.27875
PPP1R12C	0.441
C10orf27	0.2025
ATG9A	-0.1235
MRPS26	0.234
TMEM40	0.449
ELP3	-0.2964
ZNF787	0.6495
HIAT1	0.1105
C8orf34	0.4945
MGC4655	0.468
PELI1	1.30183333333333
PPT1	0.5535
SLC35C2	0.955833333333333
C6orf125	-0.674
MUC4	-0.865666666666667
RFC4	-1.66742857142857
GNB2	0.4355
NUP50	-0.549785714285714
SULT4A1	-0.668166666666667
C7	3.85171428571429
CCDC130	0.000166666666666667
ARRDC4	0.295
RQCD1	-0.25525
GLYCTK	-1.12675
AYTL2	-0.602636363636364
MTUS1	1.1578
LEMD3	-0.103166666666667
PLEKHF2	0.782
HOXA7	-0.031875
GTF3C2	-1.39
DYNLRB2	3.188
CNOT10	-0.652
MR1	0.734333333333333
FFAR1	-0.15875
PRIC285	0.2125
SLITRK6	3.14275
LIX1	-2.856625
UBE1L2	-0.344083333333333
F8	0.90675
ACHE	0.00233333333333328
KPNA5	0.30375
TNFRSF12A	0.575833333333333
EGR3	4.1735
SERPIND1	-4.873
OASL	0.30275
IFRD1	-1.64775
WDFY1	-0.56
ZNF267	0.632125
ACCN5	1.0085
ZBTB6	0.06825
PPP1R3A	-0.2595
PRRT3	0.9755
FBXL19	-0.522
TXNIP	2.03221428571429
ACTN2	-2.7535
ATG9B	-0.618375
C9orf117	1.23457142857143
IL27	0.727
RPL36AL	0.173
KLK15	-0.20725
CHAD	1.6495
RAP2B	-0.2899
HEBP2	0.70925
ZNF342	0.682
CAMK2G	-0.626833333333333
TLR3	1.29825
FGF14	2.30475
HMGB2	-0.6935
TRPM5	-0.5135
OR5M11	0.4245
KIF3B	-0.119473684210526
PRICKLE2	1.78725
MTMR9	0.070375
C3orf27	0.58175
GLRA3	-1.29166666666667
NSDHL	-0.672333333333333
TMEM32	-0.80675
POLR2D	-0.82825
MYADML	0.3655
C9orf114	-0.1705
MRGPRX1	-2.471
TOPORS	0.46625
CLDN19	1.24375
C1QL4	-1.27
RNF165	-1.334
DHRS9	0.48675
DNAH2	0.7628
FXR1	-0.6485
ZMYM3	-0.153
CASP3	-0.1225
FAM120C	-0.87625
SCLY	-1.76125
CA7	-1.836
ENTPD5	-0.871833333333333
ZNF461	-0.01675
PDIA5	-0.34225
C1orf19	-0.2485
TMEM67	-0.2235
KCTD20	-0.88275
WDR47	1.152
FLJ38723	0.202
KLRF1	0.5655
TAS2R16	-0.057
CLDN12	1.12175
PRKCE	0.395333333333333
UBXD4	-0.431
ITGAM	2.29716666666667
GLT8D3	-0.79675
WDR31	0.555
RGS2	2.85375
OR51L1	-0.195
MST1R	0.62525
KIAA1737	1.23875
OR4A5	-0.621
GLIS1	-1.3015
PTMA	-0.106
NAPA	1.921
PRDM11	-0.14175
LIPF	1.383
DIRAS3	3.4405
ASGR2	-4.148875
C1QTNF4	1.496
PIK3R4	0.244166666666667
ARMC3	5.08975
NDUFV3	-0.675
BTBD3	-0.331833333333333
PPP1R2	0.782
UBE2NL	-0.20875
FOSL2	1.3455
FAM119A	-0.8195
TUBA4A	-0.902
KRTAP12-1	-0.000500000000000014
SFRS2	-1.124
RHPN1	-0.2383
EEF2	-0.378333333333333
ZDHHC11	-0.876666666666667
EPHA3	-0.7961
RBM12	-0.2455
H2AFJ	-0.0202499999999999
EDIL3	-0.2805
KIF26A	-0.22275
SERGEF	0.2055
B3GALT4	1.728
LOC90925	-0.347333333333333
OSCAR	-0.26475
NPFF	0.096375
DEDD	0.68225
TMEM155	-1.39466666666667
PTPN1	-0.911
SCYL2	0.00516666666666666
SKAP1	2.78375
LEAP2	-1.59283333333333
GADD45G	2.8494
IFITM3	0.65625
PILRB	-0.630166666666667
SLU7	-0.0295625
DSC3	0.4225
DNMT3L	-1.512
PAPD5	-0.59075
B3GNT3	-0.6485
LHCGR	-2.16
MSL-1	-0.32175
UBE2S	-2.417625
SAP130	-0.66775
ANAPC11	-0.14
MAGED4B	-2.1105
ATP6V1B2	-0.106
C14orf179	0.853875
CAPZA1	0.0945
CDYL2	0.0823333333333333
GLRX3	-0.919833333333333
LOC136288	-0.0197499999999999
MOBKL1A	-0.248
HTR2B	3.90175
CRYGD	0.3472
NUS1	-1.08966666666667
PGRMC1	-0.129
MYOM2	0.65075
FLJ39653	-1.83516666666667
CHM	-0.2896
OR5M8	-0.539
ZNF619	0.42
FAM105A	1.038
CCNL1	-0.293375
NAP1L3	0.6285
C10orf57	1.499
B3GALNT1	0.909166666666667
CSN1S2A	-1.369
TCP10L	-0.50825
GDAP2	-0.302125
DMKN	-0.805833333333333
COX6B1	0.0465
DNASE2	0.3635
MSH5	-1.705
LGMN	0.12125
USP31	-0.4802
OR13C8	0.646
SDCBP	0.2706
NUDT11	-2.19266666666667
PYGL	-0.978
SNPH	0.0116666666666667
B3GNT4	-0.636
MIZF	-0.5252
NUBPL	0.278625
NOD1	0.824833333333333
CDH22	1.457375
NUBP1	1.15
DSCAM	-4.651
DGKI	1.411
FAM136A	-1.07
AKAP1	-0.486833333333333
SLC16A6	-1.8155
RIN3	1.446
PSG2	0.275
DIP2B	-0.2305
PSORS1C1	0.704
KIAA0495	0.3605
FLJ90709	-0.854166666666667
LPA	0.0634
PIGA	-0.214
LY75	3.11733333333333
UTS2	-6.59966666666667
RREB1	-0.140375
GALNACT-2	0.1442
MGC3196	-1.218
FLJ31568	0.31675
LPHN1	-0.326125
SP1	0.3375
TOX4	0.245
HSPA9	-0.5213
APOBEC1	0.315
SLC35E4	-1.15375
LSM5	-1.29775
SURF1	0.17575
ZBTB1	0.431083333333333
GTF2F1	0.12175
RPS15A	0.462571428571429
DUSP21	-0.6942
GINS4	-3.637
MYO15A	1.09983333333333
GIMAP7	4.24625
MGC13379	0.99475
ATP6V1E2	-0.670833333333333
UTP3	0.38075
HNRPA3	-0.590625
MT4	-0.315
C14orf155	-0.2795
U1SNRNPBP	0.685
CKLF	-0.75
PLEKHN1	-1.9495
MBNL1	-0.01275
NUP160	-1.06375
ACSM2A	-0.78225
LOC129881	0.73575
KIAA1529	0.067
FLJ22639	-2.5125
HAND1	-0.747
GSX1	-0.8895
FGA	-3.81107142857143
SERPINB1	0.225
ZNF642	-0.365
IGFBP1	-8.964125
SLC1A1	-0.592285714285714
DHX57	-0.333285714285714
ZNF766	-0.105
PTPN21	0.1808
GDPD3	-0.9035
PNPLA5	0.1435
TBR1	1.1238
FAM116A	-0.139
IQGAP1	1.1445
FOS	1.725625
ZNF226	0.164875
FIGNL1	-1.34216666666667
C14orf1	-0.0396666666666666
ZMYND17	0.39
PUS7	-1.61283333333333
TUBB6	-0.267875
KCNQ2	-1.699
MARCH6	-0.259166666666667
CCDC33	-0.142
PRODH	-0.0945
RBM11	1.08075
EPHA6	-0.0894285714285714
SLC43A1	-0.6665
LOC196541	0.377285714285714
NTN1	0.0114545454545455
ING4	0.89675
PCDHB10	0.58925
DPH2	-0.983833333333333
SPACA4	-0.276333333333333
FBXL21	-3.823
DIAPH1	-0.513333333333333
ZNF71	0.6015
CEP76	-0.9935
CORO1A	0.21
RRM2	-3.625875
EDG4	1.34625
OS9	0.641833333333333
SLC4A1AP	-0.507
COG5	-0.8535
COPS8	0.44275
NGLY1	-0.315
NCBP2	-0.511375
C17orf42	0.177333333333333
GPSM3	0.702875
SIL1	0.507333333333333
ASB6	-0.43075
SMAD5OS	-0.0585
UNC93A	-3.66875
A1BG	0.349333333333333
C21orf62	3.14825
FMO5	1.22025
ATRIP	1.376
CEBPG	0.0341666666666667
C7orf38	-0.00966666666666666
TNFRSF1B	1.56316666666667
CLEC1A	2.17983333333333
IQSEC1	0.26975
PATZ1	0.9253
RBM22	-0.18325
BAG2	-1.77133333333333
PAQR5	-2.37516666666667
C9orf127	0.8996
THNSL1	-0.63825
SHROOM3	2.9846
JAM2	2.5675
SNRPN	-2.0105
ALX4	0.4445
CACNA1S	-0.8355
FAM130A1	0.6825
CORIN	2.7155
CD300LB	0.6675
PLEKHG6	0.9445
LRRC40	-0.61475
PCLKC	-0.8985
PCDHB16	0.435666666666667
WNT2B	0.329833333333333
ASNS	-2.68944444444444
MRPL49	-0.002875
FLJ46111	-0.16825
ISG20	-0.95575
SMU1	0.0186666666666667
CASZ1	-0.103
POLR1D	0.275666666666667
GIN1	0.32025
SNAG1	0.2965
ANKRD29	-0.42825
CDKN2AIP	0.17725
KRR1	0.04975
CXCL1	-1.50166666666667
EPM2A	-0.4331
PC	0.00299999999999999
DEFB127	0.563
PDZRN4	0.5736
FAH	0.63875
OR51E1	1.7525
CDC2L6	-0.971166666666667
DNTTIP1	-0.60525
PAX8	-0.00725000000000001
TMEM116	0.6135
C1orf150	0.349
PRO2012	1.762
MRPL40	-0.439333333333333
BEX1	-3.188
SLC2A4	-0.387333333333333
PKMYT1	-0.86675
FEZF2	-0.818
SLC26A9	-1.42075
MAP2	-0.1465
LYL1	-0.695
SLC25A19	-1.2795
NOS3	1.344
ZNF34	1.06183333333333
TMPRSS11F	-0.367666666666667
FAM43A	1.00875
FCRL4	0.469666666666667
KLF14	-0.77975
FLRT2	0.830333333333333
WRN	-1.448
SDF2	1.107
KRT8P12	0.32025
C6orf195	4.057
C9orf125	-0.977166666666667
DZIP3	-0.430125
RIT1	0.820416666666666
SCML1	-2.565
RHBDF2	-0.738125
OR2G3	1.377
REXO1L1	0.161
MAP3K7IP3	0.0595
C3orf57	-3.4705
FBXW11	-1.4225
ETAA1	-0.58325
C14orf131	-0.7178
AKT1S1	0.35575
SLC12A5	-1.359
C9orf164	0.88375
NRIP3	-0.961625
NOS1AP	0.22875
TMEM121	0.5015
SAP30BP	0.1086
DGCR6	1.049
WDR76	-1.3855
FAM82B	-0.608666666666667
LOC606495	-0.6935
MAP9	0.163083333333333
BCDIN3D	0.5355
CXorf36	3.77733333333333
DSCR3	-0.8039
ZFAND3	0.559375
C7orf43	0.214666666666667
SPSB3	1.5811
C19orf19	-0.0135
FAM133A	-2.618125
C12orf25	-0.17175
SLC39A3	0.102875
DISP2	-0.614
PI4KAP2	-1.2285
MKRN3	-2.86983333333333
ADAMTS13	-0.64575
CBLN3	0.0673333333333333
TTYH1	0.841833333333334
C3orf18	1.56425
FLJ13236	0.44325
ZMYND12	3.30925
C18orf25	-0.085625
GLB1L3	-0.593
ATP13A5	0.0395
RANBP10	-0.29475
CD96	-1.0084
DENND1C	-0.0555
RBMS3	1.4039
SLC41A3	0.184333333333333
DGCR6L	1.64925
TMEM128	1.12033333333333
CSNK1G3	-0.0895
MOBKL2C	1.665875
TSPAN6	0.630875
MATN2	1.0039
MSL2L1	0.09
ST6GALNAC2	0.329833333333333
FGFBP2	-0.122125
FGL1	-6.689
MPP3	0.971666666666667
ARHGEF6	0.630666666666667
TGFBR2	1.506125
ACMSD	0.65925
IL33	5.66425
C9orf5	-0.0775
DEAF1	0.8541
AMN	-0.3535
DEFA6	-1.123125
RNF212	-0.86
METT5D1	0.310833333333333
CIB1	0.7276
TSSK1B	4.61766666666667
KIAA1727	2.0215
ZNF680	0.190583333333333
LOC399900	-1.646
LOC152217	0.112166666666667
CTNNAL1	-1.5525
CIT	-2.98366666666667
TLE6	0.367
ZNF607	-0.399
HERC4	-1.345
DRAP1	-0.5113
PEMT	0.132
C10orf111	-0.093
ZNF575	1.102
KCTD7	-0.11375
MYO1F	0.71175
LOC285382	0.08175
RAB11A	1.188
PLCD3	-0.30775
C15orf28	0.553666666666667
PTBP2	0.013625
CTB-1048E9.5	-0.30175
C19orf60	0.033
C7orf25	0.275166666666667
SETD7	0.926
HOXB9	-5.125
VANGL1	-0.9436875
CHAF1B	-2.0065
NDUFA3	0.188
KIAA1328	0.574166666666667
SHARPIN	0.06375
TTC23	-0.776375
UGP2	0.834583333333333
ANKIB1	-0.7434
CIRBP	2.09442857142857
SEC14L4	-2.88383333333333
OVCH1	0.183833333333333
VPS52	0.407
FAT	-1.278375
M6PRBP1	-0.476
GPRIN3	0.7735
PPM1F	-0.430833333333333
TSR1	-1.3735
CCDC85A	2.00075
PCSK5	1.98675
ZFHX3	-0.6885
HEMK1	0.0131
PGBD2	0.631
RSRC2	-0.119833333333333
AURKC	0.2455
SCRIB	-0.701125
ORM2	-5.38783333333333
FAM115A	-0.3669
FZD6	-1.036625
UNC119	0.604833333333333
GPX3	1.3133
NOV	0.35625
CABC1	-0.13475
CDC42SE2	0.3671875
EIF2S2	-0.7175
RNF130	1.264875
CKAP5	-1.04683333333333
RP11-413M3.2	0.356875
C10orf18	-0.2103
TMEM93	-0.294
DYX1C1	2.0555
KCNMB2	0.2345
ANK3	1.21641666666667
KRT5	1.7976
CDH12	0.3285
QRSL1	-0.11875
JUB	-1.02275
SHC4	-0.96425
CCL15	2.80133333333333
CCDC22	0.546
SNX24	-0.81575
RARS	-0.43025
MORC2	0.021375
FAM48A	0.32625
MT1H	-0.641
PPP1R14C	-0.696
FOXD1	-3.002
C1orf213	-2.05975
AMT	-1.0113
DSN1	-1.67
PTPLAD2	2.79875
DIS3L	-0.4505
RASL11A	0.94525
GPRC5B	0.806875
FRMD7	0.9055
STRN4	-0.54775
KITLG	1.75186363636364
HDGF	-1.11775
OR1S1	0.6195
SETX	-0.3239
DDR2	0.770875
KCTD12	2.5275
LYZL2	-0.951666666666667
WDR52	0.4085
TMEM2	0.28175
ZNF579	0.832
LOC200810	0.2405
TNFSF9	-1.63275
PPFIA4	-4.51075
CNIH3	0.643
MAP4K4	-1.52042857142857
ROD1	-0.396230769230769
ALS2CR12	-0.913
DOCK3	-1.4595
PAQR9	-6.652
ASB17	-0.24825
STX16	-1.75325
FEZ2	0.338166666666667
DLAT	-1.09116666666667
KIF21B	-1.21583333333333
CDC5L	-0.7205
TMEM119	2.66266666666667
CRIP3	-1.26
TPSD1	0.208333333333333
TEPP	0.3815
GNGT2	1.0545
C21orf121	0.4105
WNK1	-0.87275
FLJ10490	0.8275
OR51B5	-2.4905
LOC203547	-1.37975
HAS1	0.9445
PPA1	-0.497833333333333
ST7	-0.11225
C11orf46	0.4923
POPDC3	-4.38883333333333
ACOX2	2.11366666666667
ATCAY	-0.547272727272727
TM4SF19	-3.457
MFSD9	-0.8165
PDHB	0.77625
ERN1	0.33875
LCE3C	0.047
GPR111	0.907
NOTCH3	1.51133333333333
ADAMTS5	3.29675
B3GALT1	-0.591666666666667
UGCGL1	-1.14516666666667
FAM58A	-0.231333333333333
FBXO32	2.07
CLPP	-0.9675
NXPH1	5.99925
MTMR3	1.05683333333333
ATP1B3	-1.1525
TMEM16A	4.53225
HIST1H3F	-0.540333333333333
TRIM25	-0.4955
SDCBP2	1.8905
CRKL	-0.408
HOXB2	2.34783333333333
ANP32B	-0.976875
GATM	2.327
AP4E1	-0.632571428571429
EDG5	0.11425
CDKN3	-2.31183333333333
CDH4	-2.13
PGD	-0.210833333333333
RND1	1.362
GAD1	-3.33733333333333
MPG	0.476625
LOC440350	0.2885
ZNF133	-0.328
SERPINB12	0.665
AMELY	1.17325
DHX36	-0.63775
TNFAIP8L2	2.97816666666667
PHTF2	-0.782333333333333
CCDC112	-0.906666666666667
IQCC	-0.33075
HEYL	3.68033333333333
FTSJ2	-0.771
APPL1	-0.058125
RAB43	0.611214285714286
OR10G2	-0.123
WAC	0.657666666666667
ADCY9	0.645125
RUNDC2B	-0.276333333333333
PYCRL	0.112
AGPAT7	0.390833333333333
SLC22A9	-1.3455
CDKAL1	0.366
PDYN	1.672
C20orf74	0.2555
MTMR11	1.2365
VAV3	4.50266666666667
DAPL1	1.65525
STXBP3	0.44975
EIF3G	-0.19875
ARHGAP22	-1.514
NPFFR1	-0.234
NPC1	-0.923666666666667
ALDH9A1	1.018
ZNF600	-0.066125
ZNF678	0.0388333333333333
RASSF1	0.335916666666667
ADD2	-1.90375
PITPNB	-0.06725
PKD2L2	-0.489
LRP11	-0.9915
CDKL1	-0.2815
SMEK2	-0.27675
PRODH2	-4.44866666666667
C11orf54	0.305833333333333
SFRS11	-0.285166666666667
IL7	0.224833333333333
ALS2CR16	-0.1295
BTG3	-0.864166666666667
PAK2	-0.372111111111111
RP11-679B17.1	-1.183
GATA4	-2.4048
ATP2B1	-0.5045
LOC130940	1.7975
C1orf172	2.2595
ATF7IP2	-0.78225
SLC25A43	-1.2185
CENTG3	0.0775833333333334
IGF2BP1	-4.63611111111111
FCHSD1	0.25
CAMK2N2	1.08166666666667
ELAVL3	-0.4182
NBPF15	-0.0501666666666667
UBE2J2	0.491666666666667
GNL2	-0.864
PRR3	-0.4532
NLF2	0.883
OR4F6	0.3525
KLHL24	0.3145
CCDC88A	-2.0728
SGPP1	-1.06033333333333
C10orf11	1.93416666666667
SLC35B4	-1.23433333333333
UGT3A2	-0.502
ARNT2	1.6406
CBR1	-0.352
ITPR3	-0.860666666666667
TRAPPC6B	-0.2158
AMZ1	-0.555
ARP11	0.6525
WDSUB1	0.45675
APBA1	1.07283333333333
RAB2A	0.5755
C6orf162	0.4315
HPSE2	2.4865
PLCE1	0.64125
INSL3	0.63125
DLG1	-0.1418
PTPLA	-2.76725
PIGX	0.223125
TFIP11	0.383166666666667
FIBIN	3.4355
POLR2G	-0.394
GRAP2	-1.18188888888889
DNAJB8	-0.05375
CNBP	1.089
WASF1	-1.7915
INPP5E	-0.702
HSPB1	0.48375
TMEM167	-0.2132
CUBN	-0.25925
IGF1	4.9568125
ITPK1	0.0419
NAALAD2	-1.18885714285714
G3BP1	-0.2394
NT5DC1	0.226125
CYP39A1	0.806
TMEM139	1.51966666666667
POLK	-0.348444444444444
GLULD1	-1.10766666666667
RBM15	-0.823333333333333
AMZ2	-0.4515
GDF15	-2.3175
MESDC2	-0.265
INCA	-0.1325
ACY1L2	-1.873
GZMM	-0.4755
PAIP1	0.2305
CACNA2D1	-1.0225
STK32C	0.0276666666666667
SH3BP4	1.51383333333333
DEC1	-0.224
PADI1	-0.4805
UBB	0.3851
PON3	2.6085
PROP1	0.586
ANKRD13B	-0.479
ADCK1	0.0225
TCF25	-0.148
SLC38A5	-2.57575
CXorf26	0.571333333333333
C19orf39	-0.09425
PPP1R13B	-0.0455
ARL2	-0.549
TCL6	-0.740583333333333
TOP3A	-0.8805
SLC16A14	1.46575
FXYD6	2.23666666666667
HIST1H4E	-2.46725
BBC3	0.678
UNC5A	0.766333333333333
FAM86C	-0.113
PI4KB	1.29575
B3GAT1	-2.935
SUSD2	1.73916666666667
OAZ2	0.496166666666667
NOC4L	-0.27025
C10orf12	-0.66425
FADS1	-3.577
LOC144097	-0.7745
DKK2	1.6755
KIAA1949	-0.025
RHOT1	0.1466
OXT	1.02933333333333
GPR153	1.105
ARL4A	-0.252666666666667
SAAL1	-1.04
CCDC64	-0.847
USE1	-0.348
HNMT	1.18466666666667
PCGF3	0.365375
CYP2C19	-1.462
C20orf4	-0.1155
CCDC11	0.293
ACSBG2	-0.2575
RWDD2A	0.293
PALLD	3.04025
CPLX4	0.634
LOC492311	1.22625
KPNA2	-2.00116666666667
MACROD1	-0.1504
TMCO3	-0.1165
