Hybridization REF	TCGA-C8-A12Y-01A-11R-A12D-07
ZNF434	0.870833333333333
SMARCD1	-0.805833333333334
ZFP106	-0.674
ZNF347	1.5535
GTF2E1	1.4475
RY1	0.119333333333333
ATAD2B	0.836625
ARHGAP17	0.0353
KCNIP3	-0.753
SFPQ	0.391375
GFRA4	-0.303333333333333
AKR1B10	-2.50775
TIGD6	0.942333333333333
RGS16	1.0975
URB1	-0.992833333333333
OR4C46	-0.367833333333333
TOP3B	-1.66325
NFATC4	0.164
CA14	-3.307
BMPR1A	0.522
SNRP70	-1.074375
PRL	-0.277166666666667
C6orf130	-0.67525
STAG2	-0.21875
CD55	0.167928571428571
RPS23	-0.267166666666667
SSX2	-2.05333333333333
FDPSL2A	-0.6345
FBXO27	0.015125
SYNGR3	-0.068
TMSL3	1.7945
EML1	-0.3765
NUP93	-0.88075
SMAD3	-0.2713
KIAA1189	0.949
HNRPUL2	0.0636666666666666
TBC1D12	1.35183333333333
C16orf24	1.70825
MRVI1	1.97216666666667
ZNF581	-0.177166666666667
ELOVL3	0.2425
OR51Q1	0.19825
CACNB3	1.72983333333333
GALNT13	-0.91575
C10orf84	2.1863125
NEDD4	0.2056
SPO11	1.0135
OR5AU1	0.3795
NEK4	-0.232071428571429
PRKAR2A	-1.05733333333333
IHPK1	-0.5925
ATP6V0B	0.43375
CACNA1E	0.839
CEACAM8	0.0468
PEX14	0.32
FLJ12993	-1.4355
ZBTB38	0.247916666666667
PCTK2	0.569
LRRC16	0.1163
FBLIM1	0.2115
FYCO1	1.0735
RP5-1022P6.2	-0.602916666666667
CMTM1	-0.953
PLTP	-0.585166666666667
RAPH1	1.017875
DOCK8	0.221625
EZH2	-1.08766666666667
SLC25A1	-1.2475
PLEKHB1	1.556
GRB7	0.3718
ZFP37	-0.6675
MRPL33	-0.8195
PELO	-0.24575
ARMC1	-0.361454545454545
C9orf27	-0.0162857142857143
FLJ25778	0.1035
C9orf37	-1.14683333333333
TMEM66	0.55775
SPRN	0.113375
HBEGF	-0.544375
PI4KA	-1.7555
LEPRE1	0.09975
POU2AF1	-2.0645
MRPL12	-0.892666666666667
REP15	0.582
ZC3H3	-0.24575
RASAL1	-1.63875
DDAH1	2.10275
ACBD5	1.222
TMC2	0.3515
CCDC137	-0.45075
SAMD13	-1.68516666666667
UGT2B15	-3.85333333333333
TIPARP	-0.606
DNASE1L3	0.037
TRIM72	0.3635
DBX2	1.78875
IPO8	0.857
C21orf88	-0.6869
MAP3K14	0.4305
LOC51233	0.532
GGTLA4	-1.424
PDE6D	0.69875
ZNF117	-0.5505
CLK2	-0.889125
NKRF	-1.041
TNFSF15	-0.2226
DUSP2	-0.5265
SECISBP2	-0.1909
GABRR2	-0.7995
PPAP2C	1.692
LOC51145	-0.0864
PAG1	-0.48075
PIK3C3	0.1115
GNG10	-0.02
APOL4	0.8635
ANKRD28	-0.371
STMN3	-0.5661
RAB14	0.0405
CDK2AP2	-0.13075
HDDC3	-0.442
COMMD7	0.390625
CXXC1	-0.865
HMCN1	-0.4145
CD40	1.51975
DYNC1LI2	-0.205125
GDI1	0.04525
LOC646938	-0.39325
VSNL1	-1.56733333333333
PIH1D1	-0.394833333333333
RAET1G	0.6865
KRTAP5-9	0.154
EFTUD2	-0.35
ZNF311	1.76483333333333
ATP6V1G3	-0.299
OR2W3	0.448
SCN4A	0.52025
MED10	-0.566625
FAM135A	-0.9962
ARHGAP4	-1.42375
EHMT2	-0.75275
UFD1L	-0.58
ERMP1	1.477
MAG1	-2.2415
THAP8	0.995833333333333
HACE1	-0.618
FAM82C	-0.0218333333333333
C3orf20	0.2105
UNC84A	-0.299166666666667
SCD5	-0.749571428571429
LASS6	1.6315
LSG1	1.39533333333333
MAL	-4.76325
GPR22	0.1355
WDR5B	1.41275
ACTRT1	0.1915
C17orf60	-0.313333333333333
GRIN2C	0.0703
ARMC8	0.74775
SLC47A1	-2.27766666666667
DMPK	0.0345
DHRS13	-0.271833333333333
SMC1A	-0.566
KRTAP17-1	1.61625
SMYD5	-0.7245
TUSC2	0.195375
CRHR2	0.4655
KIR3DL2	-0.91
CCDC104	0.73175
ATP2C1	1.48925
CROT	2.09425
PABPC3	-1.478
EGR1	0.358
THSD1	1.06925
KHK	-1.20075
SLC12A2	0.962625
CD58	-0.87325
STOX2	-1.27616666666667
CCDC76	-0.4587
CCDC48	3.5185
DNAH1	-0.571333333333333
ZIC4	-0.55275
OR1G1	0.806
PSMC6	-0.1745
PROKR1	0.2315
ABCB1	-0.95
TRAT1	-1.93575
LLGL1	-0.00950000000000001
MTF1	1.5735
USP54	0.49175
PAGE2B	-2.5635
ITGB7	-3.73725
CCDC81	0.8395
LOC149837	0.34925
SCUBE1	1.729
ZSCAN10	-0.0465
HUWE1	-0.0472142857142857
CDH17	0.185
CD180	-0.73875
IL17A	0.204
TMPO	-1.21725
KIAA1524	-2.41466666666667
HDGFRP3	0.116333333333333
OXCT1	-1.491
RRAS2	-0.951833333333333
LTBP2	2.65475
SV2B	0.986666666666667
CYP2A6	0.336
PKD1L2	-0.591833333333333
PPM1M	-0.1555
FLJ22662	0.419666666666667
ZNF502	0.50025
GP6	-0.9945
CRYBA2	-0.6835
LEF1	0.054
CTPS	-1.99371428571429
EYA1	-2.79983333333333
EPS8L1	2.04575
MAPK14	-0.672583333333333
SERPINB2	-5.127875
GTF2F2	-0.800166666666667
ZNHIT4	-0.3675
PLA1A	2.47325
C20orf114	2.875
HPR	-4.7015
C18orf2	-4.04633333333333
SATB2	-2.462
KCNJ9	0.060375
MGC157906	0.7365
MOCS3	0.7575
C17orf71	-0.223166666666667
PPHLN1	0.1088
HIST1H2BN	-0.725875
RAPGEF1	-0.077875
MAP3K8	0.2595
DLG4	-0.3105
STC1	1.25191666666667
CDGAP	0.88275
DDX26B	-1.1335
LOC150223	-1.281
CPSF3	-0.365166666666667
TMEM14A	1.2195
MYH3	-1.06575
GPKOW	0.4075
SULT1A1	-0.276
SPON1	2.9601
YY1AP1	1.014
RAB23	0.234
PLA2G4A	-4.40925
MAPRE3	-0.4045
ZNF516	1.33814285714286
GGPS1	1.24225
EXOC3L2	-0.417375
C19orf42	0.3672
MAP2K2	-0.709
HIST1H2BB	-0.18375
RNF19B	0.549
C6orf128	0.606
TLR8	1.2775
PCDHA9	1.5375
CARS2	-0.74475
CLUL1	2.10133333333333
RHAG	-4.2515
UNK	-0.0265
EXOC8	1.1083
C9orf95	1.5575
C14orf143	0.855
MAML3	-0.262
LDHA	-1.7725
MRPL20	0.81
KLHDC6	0.2594
ATP5S	-0.3155
C8orf55	-0.59
PHF19	-2.473125
KRTAP13-4	0.6565
TTC5	0.19625
XKR5	-1.08075
SILV	-4.289
TEX28	-0.3725
TCTN1	0.95975
CX40.1	0.11
PPP2R5C	0.081125
C12orf30	-0.936333333333333
CAPG	2.4365
MPZL1	1.34225
ARSB	-1.31783333333333
TDH	-1.5645
WASF4	1.02825
TSSK3	-1.2635
7A5	1.9605
CRISPLD1	-0.509875
MAD1L1	-0.645333333333333
SPIN4	-1.14016666666667
AMPD1	-0.042
DPYSL5	-0.309
INPP1	-0.153666666666667
ANKRD11	-1.07777777777778
NPAS4	-0.1025
GCET2	0.0294
RNASE9	-1.233
GUCY2D	0.546833333333333
CCDC98	0.39175
FGF4	-0.386375
CPM	-2.3605
SLC26A4	0.6095
PLD5	0.3905
FAM59A	-0.9412
FBXO5	-1.79422222222222
SIPA1L1	0.418875
DPYS	0.782
ATG4D	-0.25225
TGM3	1.544
MTCH1	-0.63375
HK1	0.377642857142857
CDC26	0.0445
GALNT12	-3.8185
LOC339229	-0.15675
MRPL35	-0.074625
ORC4L	0.16025
TNKS	-0.350357142857143
C2orf24	-0.0943333333333333
ZNF553	1.3145
GGTLA1	2.9414
ZNF497	2.0075
CDY1B	0.3365
SLC30A4	0.55575
TUB	-0.2355
ARHGEF18	0.6705
ARRB1	1.00325
KCNK1	2.521875
EREG	-2.1939
SCAMP5	-0.201
RUNDC3B	1.87825
ADAMTS20	0.05925
IL17RB	-0.141875
FLJ20323	-0.626
MCAM	-0.500875
POLR3E	-1.28991666666667
AQR	0.6005
IPMK	0.224
CDCA7	-4.1085
CAMP	1.63125
GRHL3	0.09825
ADAMTSL2	1.06166666666667
CLMN	1.42283333333333
SSTR3	0.377
MAGEA5	-2.47716666666667
OVOL2	4.446
JMJD1B	0.61575
RBL2	1.0287
PYGO2	0.94775
PPP1R10	0.5635
CSE1L	-1.12483333333333
LCA5	2.0665
RDH16	2.41175
ASRGL1	-3.262625
TOM1	-0.375333333333333
PTX3	-6.4525
TTC15	0.627
SCGB3A1	1.26816666666667
MRPL50	-0.573
RCAN3	1.025375
SLC26A11	0.8785
STYX	0.192166666666667
CINP	0.15675
MARCH7	0.06225
PFKM	-0.620333333333333
SGMS1	1.11916666666667
RIOK3	0.3431
C1orf110	-0.778
CES7	0.5995
LOC440248	-1.5965
PPP1R12C	-0.21975
C10orf27	0.158
ATG9A	-0.45525
MRPS26	1.391375
TMEM40	0.7665
ELP3	-0.8
ZNF787	0.1825
HIAT1	-0.213125
C8orf34	1.81516666666667
MGC4655	-0.681
PELI1	0.1935
PPT1	-0.0639
SLC35C2	-0.748333333333333
C6orf125	0.18225
MUC4	-1.2185
RFC4	-1.26228571428571
GNB2	-0.134833333333333
NUP50	-0.303571428571429
SULT4A1	-0.6875
C7	2.399375
CCDC130	0.172166666666667
ARRDC4	0.0645
RQCD1	-0.422
GLYCTK	-1.53925
AYTL2	-0.801090909090909
MTUS1	0.9489
LEMD3	-0.730833333333333
PLEKHF2	0.84925
HOXA7	-0.28325
GTF3C2	-1.705
DYNLRB2	3.14825
CNOT10	-0.70575
MR1	0.770833333333333
FFAR1	0.03225
PRIC285	0.23175
SLITRK6	5.78475
LIX1	-2.3628
UBE1L2	-0.0510833333333333
F8	0.93225
ACHE	-0.745333333333333
KPNA5	-0.3775
TNFRSF12A	0.631333333333333
EGR3	2.462
SERPIND1	-3.79883333333333
OASL	3.82075
IFRD1	-0.904625
WDFY1	-0.107333333333333
ZNF267	0.5665
ACCN5	0.185
ZBTB6	0.90675
PPP1R3A	0.296
PRRT3	1.262
FBXL19	0.4615
TXNIP	0.540714285714286
ACTN2	-0.1685
ATG9B	-0.674375
C9orf117	1.1515
IL27	-0.801
RPL36AL	-0.0371666666666667
KLK15	-0.069
CHAD	1.8115
RAP2B	-0.6102
HEBP2	1.615
ZNF342	0.226
CAMK2G	-0.8095
TLR3	3.198
FGF14	0.24375
HMGB2	0.1745
TRPM5	0.1115
OR5M11	0.213
KIF3B	0.881368421052631
PRICKLE2	0.93575
MTMR9	1.153125
C3orf27	0.38175
GLRA3	1.09866666666667
NSDHL	-0.424833333333333
TMEM32	-1.274
POLR2D	-1.01633333333333
MYADML	0.3015
C9orf114	-0.93825
MRGPRX1	0.1665
TOPORS	0.8245
CLDN19	0.3075
C1QL4	-0.714
RNF165	-0.626
DHRS9	-0.45875
DNAH2	-0.0106666666666667
FXR1	0.428
ZMYM3	-1.564625
CASP3	0.430666666666667
FAM120C	-0.6675
SCLY	-0.391
CA7	0.0095
ENTPD5	0.468166666666667
ZNF461	0.086
PDIA5	-0.706
C1orf19	0.349666666666667
TMEM67	0.035
KCTD20	-0.5395
WDR47	0.558
FLJ38723	0.784
KLRF1	-0.845
TAS2R16	-1.0325
CLDN12	-0.71325
PRKCE	-0.07425
UBXD4	-0.6155
ITGAM	2.84583333333333
GLT8D3	-0.218
WDR31	0.8635
RGS2	-0.8355
OR51L1	0.518
MST1R	0.76
KIAA1737	0.93025
OR4A5	0.817
GLIS1	-0.436333333333333
PTMA	1.07414285714286
NAPA	0.4985
PRDM11	0.413
LIPF	0.6785
DIRAS3	3.592
ASGR2	-4.061375
C1QTNF4	0.76475
PIK3R4	0.563666666666667
ARMC3	3.63575
NDUFV3	-0.0770833333333333
BTBD3	0.0371666666666667
PPP1R2	0.976666666666667
UBE2NL	0.60875
FOSL2	1.13514285714286
FAM119A	-0.824
TUBA4A	-0.1475
KRTAP12-1	0.458
SFRS2	-1.252
RHPN1	-0.3921
EEF2	-0.675
ZDHHC11	-0.2225
EPHA3	-1.663
RBM12	-1.0465
H2AFJ	2.263
EDIL3	3.4405
KIF26A	-1.725
SERGEF	0.2805
B3GALT4	2.44075
LOC90925	-0.0511666666666667
OSCAR	0.429375
NPFF	-0.592375
DEDD	0.83025
TMEM155	-1.381125
PTPN1	0.4915
SCYL2	0.299166666666667
SKAP1	2.99475
LEAP2	-1.93616666666667
GADD45G	2.3655
IFITM3	1.811875
PILRB	-1.17166666666667
SLU7	0.257375
DSC3	1.76575
DNMT3L	-1.3675
PAPD5	-0.61075
B3GNT3	0.106
LHCGR	-1.4305
MSL-1	0.89675
UBE2S	-0.821125
SAP130	-0.258
ANAPC11	0.351
MAGED4B	0.0885
ATP6V1B2	-0.766333333333333
C14orf179	1.518125
CAPZA1	-0.26775
CDYL2	-0.123166666666667
GLRX3	-0.633833333333333
LOC136288	-1.25925
MOBKL1A	0.2735
HTR2B	2.059
CRYGD	0.0438333333333333
NUS1	-0.636
PGRMC1	0.8775
MYOM2	-1.28
FLJ39653	-1.482
CHM	-0.1669
OR5M8	-0.075
ZNF619	0.096
FAM105A	-0.3345
CCNL1	-1.82825
NAP1L3	-0.26775
C10orf57	1.5905
B3GALNT1	0.738166666666667
CSN1S2A	0.396
TCP10L	1.0385
GDAP2	0.56625
DMKN	-0.1365
COX6B1	0.31975
DNASE2	0.0726666666666667
MSH5	-2.09725
LGMN	0.1055
USP31	0.6837
OR13C8	0.81
SDCBP	0.1795
NUDT11	-2.6735
PYGL	-0.22
SNPH	-0.992833333333333
B3GNT4	-0.841
MIZF	-0.7009
NUBPL	-0.51575
NOD1	-0.219
CDH22	0.724875
NUBP1	0.7405
DSCAM	-3.4575
DGKI	0.6625
FAM136A	-0.9555
AKAP1	-0.17
SLC16A6	0.22625
RIN3	-0.18175
PSG2	0.0695
DIP2B	0.135
PSORS1C1	1.9538
KIAA0495	-0.0815
FLJ90709	0.071
LPA	-0.217166666666667
PIGA	-0.0833333333333333
LY75	0.316833333333333
UTS2	-3.6355
RREB1	-0.068875
GALNACT-2	0.3546
MGC3196	-0.5665
FLJ31568	-0.34625
LPHN1	-0.746
SP1	1.129
TOX4	0.2765
HSPA9	0.1608
APOBEC1	-0.7395
SLC35E4	-0.84575
LSM5	-0.50225
SURF1	0.16725
ZBTB1	0.486666666666667
GTF2F1	0.0755
RPS15A	0.492714285714286
DUSP21	-1.07916666666667
GINS4	-2.48416666666667
MYO15A	0.518333333333333
GIMAP7	3.97525
MGC13379	0.87375
ATP6V1E2	-1.114
UTP3	-0.04275
HNRPA3	-0.3285
MT4	-0.872
C14orf155	0.620333333333333
U1SNRNPBP	0.918
CKLF	-1.30233333333333
PLEKHN1	0.891
MBNL1	-0.664
NUP160	-1.0255
ACSM2A	-1.35025
LOC129881	1.37825
KIAA1529	-0.14425
FLJ22639	-2.02175
HAND1	-1.2095
GSX1	0.1685
FGA	-4.4835625
SERPINB1	0.25975
ZNF642	1.3555
IGFBP1	-7.595
SLC1A1	0.193375
DHX57	-0.085875
ZNF766	0.141
PTPN21	0.2078
GDPD3	-0.304666666666667
PNPLA5	-0.5085
TBR1	0.3
FAM116A	-0.61225
IQGAP1	0.890375
FOS	0.502625
ZNF226	-0.109875
FIGNL1	-0.784833333333333
C14orf1	0.207833333333333
ZMYND17	-0.119
PUS7	-0.576333333333333
TUBB6	-0.879375
KCNQ2	-1.077
MARCH6	-0.180583333333333
CCDC33	0.081
PRODH	0.1125
RBM11	3.03175
EPHA6	0.0865714285714286
SLC43A1	-1.34675
LOC196541	0.656375
NTN1	0.542833333333333
ING4	0.26025
PCDHB10	0.27975
DPH2	-0.729166666666667
SPACA4	1.48975
FBXL21	-4.2925
DIAPH1	-0.994666666666667
ZNF71	1.41466666666667
CEP76	-0.6085
CORO1A	-1.285
RRM2	-3.44425
EDG4	0.48625
OS9	-0.560333333333333
SLC4A1AP	-0.10025
COG5	-0.16725
COPS8	0.06725
NGLY1	-2.03375
NCBP2	1.459375
C17orf42	-0.6515
GPSM3	-0.245
SIL1	0.830166666666667
ASB6	-0.5645
SMAD5OS	0.693
UNC93A	-3.502625
A1BG	1.947
C21orf62	0.4515
FMO5	0.34525
ATRIP	-0.4955
CEBPG	0.3995
C7orf38	0.351
TNFRSF1B	-0.275333333333333
CLEC1A	1.27583333333333
IQSEC1	-0.180375
PATZ1	0.3192
RBM22	0.988375
BAG2	-2.3735
PAQR5	-0.142
C9orf127	0.9298
THNSL1	0.232
SHROOM3	2.964
JAM2	1.42275
SNRPN	-2.56225
ALX4	0.0555
CACNA1S	0.5705
FAM130A1	0.5685
CORIN	2.639
CD300LB	0.612
PLEKHG6	0.582
LRRC40	-0.99525
PCLKC	-1.13125
PCDHB16	0.8155
WNT2B	0.217166666666667
ASNS	-1.62211111111111
MRPL49	0.192125
FLJ46111	0.364
ISG20	1.436375
SMU1	0.7975
CASZ1	0.5495
POLR1D	-0.771083333333333
GIN1	-0.16325
SNAG1	0.6095
ANKRD29	0.02475
CDKN2AIP	0.1945
KRR1	0.038
CXCL1	-3.6295
EPM2A	-0.7988
PC	0.0741666666666667
DEFB127	-0.461
PDZRN4	1.2722
FAH	0.734875
OR51E1	1.7135
CDC2L6	0.214
DNTTIP1	0.114
PAX8	-0.656
TMEM116	0.21175
C1orf150	0.526
PRO2012	0.01925
MRPL40	-0.864166666666667
BEX1	2.4012
SLC2A4	-1.12483333333333
PKMYT1	-0.94525
FEZF2	-1.0758
SLC26A9	-1.953
MAP2	2.06383333333333
LYL1	-1.48825
SLC25A19	-0.619833333333333
NOS3	-0.544
ZNF34	0.7655
TMPRSS11F	-0.3925
FAM43A	-0.89625
FCRL4	-0.228166666666667
KLF14	0.115
FLRT2	-0.9225
WRN	-0.46875
SDF2	0.5442
KRT8P12	0.42325
C6orf195	-0.054
C9orf125	-1.72633333333333
DZIP3	-0.648
RIT1	1.23441666666667
SCML1	-1.01566666666667
RHBDF2	0.636125
OR2G3	0.723
REXO1L1	0.2345
MAP3K7IP3	0.308625
C3orf57	-2.824
FBXW11	0.431333333333333
ETAA1	-0.1835
C14orf131	-0.255
AKT1S1	-1.11875
SLC12A5	-1.13625
C9orf164	1.20425
NRIP3	-0.908375
NOS1AP	0.79625
TMEM121	0.42225
SAP30BP	0.1487
DGCR6	-0.08
WDR76	-1.34925
FAM82B	-0.67225
LOC606495	-0.256
MAP9	2.071
BCDIN3D	1.006
CXorf36	3.31116666666667
DSCR3	-0.1801
ZFAND3	0.237125
C7orf43	0.3025
SPSB3	0.7614
C19orf19	0.25025
FAM133A	-3.437125
C12orf25	0.11975
SLC39A3	-0.442
DISP2	-0.8495
PI4KAP2	-3.054
MKRN3	-3.1445
ADAMTS13	-0.739375
CBLN3	0.7823
TTYH1	-1.95583333333333
C3orf18	1.39725
FLJ13236	-0.24825
ZMYND12	3.45175
C18orf25	1.053125
GLB1L3	-0.2675
ATP13A5	0.8215
RANBP10	-0.696
CD96	-1.2967
DENND1C	-0.1695
RBMS3	1.0875
SLC41A3	0.378
DGCR6L	0.1195
TMEM128	0.464666666666667
CSNK1G3	0.0479285714285714
MOBKL2C	1.167875
TSPAN6	-0.211
MATN2	-0.11
MSL2L1	0.326333333333333
ST6GALNAC2	0.884
FGFBP2	-0.71075
FGL1	-5.41716666666667
MPP3	0.3075
ARHGEF6	0.609833333333333
TGFBR2	0.04575
ACMSD	5.1205
IL33	3.1055
C9orf5	0.0784166666666667
DEAF1	-0.666
AMN	-0.73
DEFA6	0.326625
RNF212	-1.83975
METT5D1	0.318333333333333
CIB1	0.7521
TSSK1B	0.24225
KIAA1727	1.4865
ZNF680	0.14325
LOC399900	-1.815
LOC152217	1.4315
CTNNAL1	-2.476
CIT	-2.00991666666667
TLE6	1.8115
ZNF607	-0.658
HERC4	-0.663333333333333
DRAP1	0.0112
PEMT	-1.32275
C10orf111	-0.8635
ZNF575	0.761
KCTD7	-0.71925
MYO1F	-0.00824999999999995
LOC285382	0.1915
RAB11A	0.2352
PLCD3	-0.511
C15orf28	-0.18775
PTBP2	-0.7095
CTB-1048E9.5	-0.9075
C19orf60	0.444166666666667
C7orf25	0.941333333333333
SETD7	0.850125
HOXB9	-4.0975
VANGL1	0.650125
CHAF1B	-0.79625
NDUFA3	1.20075
KIAA1328	-0.0868333333333333
SHARPIN	0.13775
TTC23	-0.90325
UGP2	0.7195
ANKIB1	0.4838
CIRBP	0.980857142857143
SEC14L4	-2.82883333333333
OVCH1	-0.0896666666666666
VPS52	-0.86725
FAT	0.0587142857142857
M6PRBP1	-0.424
GPRIN3	-1.4865
PPM1F	-1.2575
TSR1	-1.109
CCDC85A	1.57825
PCSK5	2.00725
ZFHX3	0.367
HEMK1	-0.9504
PGBD2	1.27375
RSRC2	-0.00400000000000001
AURKC	-0.190833333333333
SCRIB	0.203375
ORM2	-2.98066666666667
FAM115A	0.35
FZD6	-1.1035
UNC119	0.109
GPX3	-1.5876
NOV	-0.248375
CABC1	-0.080625
CDC42SE2	0.063875
EIF2S2	-0.0743
RNF130	0.88425
CKAP5	-0.827
RP11-413M3.2	0.4485
C10orf18	0.8181
TMEM93	-0.2305
DYX1C1	2.5875
KCNMB2	-1.803125
ANK3	2.22075
KRT5	-0.6181
CDH12	-1.983375
QRSL1	-0.031125
JUB	0.3865
SHC4	-1.270625
CCL15	1.22116666666667
CCDC22	-0.22375
SNX24	0.43325
RARS	-0.104
MORC2	0.56875
FAM48A	-0.23975
MT1H	-1.119
PPP1R14C	-1.2505
FOXD1	-2.45092857142857
C1orf213	-1.97575
AMT	-2.3571
DSN1	-1.15425
PTPLAD2	3.99225
DIS3L	-0.0925
RASL11A	0.6015
GPRC5B	-0.836
FRMD7	0.717
STRN4	0.13175
KITLG	2.80263636363636
HDGF	-0.6175
OR1S1	0.1925
SETX	0.1484
DDR2	-0.246625
KCTD12	1.17275
LYZL2	-1.005
WDR52	-0.983
TMEM2	0.134125
ZNF579	0.3105
LOC200810	1.08475
TNFSF9	-1.796375
PPFIA4	-3.2655
CNIH3	0.360666666666667
MAP4K4	-1.65778571428571
ROD1	0.360142857142857
ALS2CR12	1.51383333333333
DOCK3	-1.869
PAQR9	-4.317
ASB17	-0.0968333333333334
STX16	-0.997375
FEZ2	-0.229333333333333
DLAT	-0.689833333333333
KIF21B	-1.561
CDC5L	0.07175
TMEM119	1.78233333333333
CRIP3	-2.80275
TPSD1	-0.167833333333333
TEPP	-0.198
GNGT2	1.115
C21orf121	-0.6085
WNK1	0.106333333333333
FLJ10490	0.1273
OR51B5	-2.281
LOC203547	-0.647875
HAS1	-0.6575
PPA1	0.056
ST7	-0.183125
C11orf46	0.6154
POPDC3	-3.57283333333333
ACOX2	-0.8685
ATCAY	-0.613833333333333
TM4SF19	-1.516
MFSD9	-0.0738333333333333
PDHB	-1.107
ERN1	0.021
LCE3C	0.1035
GPR111	0.3045
NOTCH3	1.67633333333333
ADAMTS5	1.97675
B3GALT1	-0.764666666666667
UGCGL1	-0.0245
FAM58A	1.01583333333333
FBXO32	1.7075
CLPP	0.03225
NXPH1	-2.238
MTMR3	0.191166666666667
ATP1B3	-0.022
TMEM16A	4.888625
HIST1H3F	0.390333333333333
TRIM25	0.346833333333333
SDCBP2	1.8615
CRKL	-1.674125
HOXB2	0.0771666666666666
ANP32B	-0.5935
GATM	2.251
AP4E1	0.161
EDG5	0.4705
CDKN3	-1.56733333333333
CDH4	-2.27175
PGD	-1.62966666666667
RND1	1.039
GAD1	-3.4993
MPG	0.459875
LOC440350	-0.0425
ZNF133	0.834
SERPINB12	0.812
AMELY	-0.993666666666667
DHX36	-1.24275
TNFAIP8L2	3.44566666666667
PHTF2	0.0324444444444445
CCDC112	0.3015
IQCC	-0.89325
HEYL	3.26333333333333
FTSJ2	-0.399333333333333
APPL1	-0.35425
RAB43	0.760071428571429
OR10G2	0.624
WAC	0.436166666666667
ADCY9	1.634
RUNDC2B	0.545
PYCRL	0.1086
AGPAT7	-0.766166666666667
SLC22A9	-1.49633333333333
CDKAL1	0.1325
PDYN	-0.443666666666667
C20orf74	0.57225
MTMR11	2.00325
VAV3	4.25641666666667
DAPL1	1.74475
STXBP3	0.789
EIF3G	-0.2385
ARHGAP22	-1
NPFFR1	0.25
NPC1	-0.281833333333333
ALDH9A1	0.958833333333333
ZNF600	0.139125
ZNF678	-0.0925
RASSF1	-0.729083333333333
ADD2	-3.29
PITPNB	-0.82425
PKD2L2	0.165125
LRP11	-0.0655
CDKL1	0.1205
SMEK2	0.578
PRODH2	-3.29816666666667
C11orf54	-0.1875
SFRS11	0.2055
IL7	-0.742333333333333
ALS2CR16	1.4035
BTG3	-0.597
PAK2	0.924
RP11-679B17.1	-1.42325
GATA4	-2.2175
ATP2B1	-0.41975
LOC130940	1.386
C1orf172	2.81966666666667
ATF7IP2	0.4495
SLC25A43	0.3565
CENTG3	-0.3295
IGF2BP1	-3.9891
FCHSD1	0.159
CAMK2N2	0.389
ELAVL3	-0.5834
NBPF15	-0.0355
UBE2J2	0.304583333333333
GNL2	-0.0865
PRR3	-0.4787
NLF2	0.51825
OR4F6	0.193
KLHL24	1.22633333333333
CCDC88A	-2.5226
SGPP1	-2.2745
C10orf11	0.3125
SLC35B4	-1.5815
UGT3A2	-1.027
ARNT2	1.0979
CBR1	-0.810625
ITPR3	-0.591166666666667
TRAPPC6B	0.1113
AMZ1	1.954
ARP11	-0.48775
WDSUB1	-0.143
APBA1	0.4635
RAB2A	0.6284
C6orf162	0.32
HPSE2	0.49925
PLCE1	0.76725
INSL3	0.5215
DLG1	0.6908
PTPLA	-3.8585
PIGX	0.634125
TFIP11	-0.057
FIBIN	2.144
POLR2G	-0.06775
GRAP2	-1.8801
DNAJB8	0.16375
CNBP	1.78633333333333
WASF1	-2.4695
INPP5E	-0.7531
HSPB1	2.1314375
TMEM167	-0.0104
CUBN	-0.4495
IGF1	2.408125
ITPK1	0.5378
NAALAD2	-1.625125
G3BP1	0.9411
NT5DC1	1.08625
CYP39A1	-1.236
TMEM139	1.93208333333333
POLK	0.13
GLULD1	-1.7355
RBM15	-0.837833333333333
AMZ2	0.19
GDF15	-2.67966666666667
MESDC2	-0.66275
INCA	1.241
ACY1L2	-3.2115
GZMM	-0.893333333333333
PAIP1	-0.04125
CACNA2D1	-0.6235
STK32C	0.939333333333333
SH3BP4	1.222
DEC1	0.762
PADI1	-1.19
UBB	0.3146
PON3	0.5355
PROP1	0.679
ANKRD13B	0.195
ADCK1	-1.091
TCF25	-0.711
SLC38A5	-2.04825
CXorf26	0.283833333333333
C19orf39	0.685
PPP1R13B	0.53975
ARL2	-0.806
TCL6	0.2015
TOP3A	-1.09
SLC16A14	-0.286875
FXYD6	1.13766666666667
HIST1H4E	-0.5825
BBC3	0.659368421052631
UNC5A	0.338333333333333
FAM86C	0.1491
PI4KB	0.327625
B3GAT1	-3.393
SUSD2	1.60083333333333
OAZ2	-0.321666666666667
NOC4L	0.20225
C10orf12	0.528
FADS1	-3.2115
LOC144097	-0.232
DKK2	0.863166666666667
KIAA1949	0.04775
RHOT1	0.7245
OXT	1.33566666666667
GPR153	0.08825
ARL4A	-1.10516666666667
SAAL1	-0.9495
CCDC64	0.042
USE1	0.207333333333333
HNMT	0.6385
PCGF3	-0.0160000000000001
CYP2C19	0.66775
C20orf4	0.32
CCDC11	2.30225
ACSBG2	0.428
RWDD2A	0.5005
PALLD	2.482375
CPLX4	0.562
LOC492311	0.1545
KPNA2	-1.80566666666667
MACROD1	-0.4906
TMCO3	-0.990666666666667
C15orf52	-0.982
BIRC5	-1.523
PRR16	-1.011
FAM63B	0.033875
KATNB1	-1.32466666666667
WNT8B	-0.7025
CPLX3	0.0335
