Hybridization REF	TCGA-E2-A14P-01A-31R-A12D-07
RY1	-0.455
ATAD2B	0.554375
ARHGAP17	-1.0656
KCNIP3	-0.2525
SFPQ	0.59875
GFRA4	1.3975
AKR1B10	2.184625
TIGD6	-0.044
RGS16	1.99625
URB1	0.3225
OR4C46	0.131833333333333
TOP3B	0.30625
NFATC4	0.6015
CA14	-5.16625
BMPR1A	-0.435333333333333
SNRP70	0.692625
PRL	-0.265363636363636
C6orf130	-0.717
STAG2	-0.21825
CD55	-1.28521428571429
RPS23	-0.721666666666667
SSX2	-1.10566666666667
FDPSL2A	0.28525
FBXO27	1.622125
SYNGR3	-0.7565
TMSL3	1.28325
EML1	-0.102
NUP93	1.1845
SMAD3	-1.1632
KIAA1189	-0.266166666666667
HNRPUL2	1.41816666666667
TBC1D12	-0.110333333333333
C16orf24	0.8295
MRVI1	1.21583333333333
ZNF581	-0.0433333333333333
ELOVL3	0.288
OR51Q1	0.47725
CACNB3	1.29016666666667
GALNT13	-1.892
C10orf84	-0.00725
NEDD4	-1.1849
SPO11	1.2305
OR5AU1	-0.0665
NEK4	0.351642857142857
PRKAR2A	-0.193166666666667
IHPK1	-0.642166666666667
ATP6V0B	0.72875
CACNA1E	3.226
CEACAM8	0.748333333333333
PEX14	-0.1895
FLJ12993	-0.6985
ZBTB38	-0.731166666666667
PCTK2	-0.64
LRRC16	0.3777
FBLIM1	1.34116666666667
FYCO1	0.65425
RP5-1022P6.2	-0.387583333333333
CMTM1	0.3225
PLTP	0.296833333333333
RAPH1	1.891125
DOCK8	-0.08225
EZH2	-1.1368
SLC25A1	0.789666666666667
PLEKHB1	-0.8783
GRB7	4.3811
ZFP37	-1.42125
MRPL33	-0.992
PELO	-1.44175
ARMC1	-1.34754545454545
C9orf27	-0.055
FLJ25778	-0.06
C9orf37	-0.844333333333333
TMEM66	0.631
SPRN	1.062625
HBEGF	0.59475
PI4KA	-0.4985
LEPRE1	-0.3755
POU2AF1	-0.857875
MRPL12	0.2215
REP15	-0.3915
ZC3H3	0.92625
RASAL1	-1.31
DDAH1	-0.292125
ACBD5	1.651
TMC2	0.1195
CCDC137	0.656
SAMD13	-0.984333333333333
UGT2B15	-3.09216666666667
TIPARP	-1.3025
DNASE1L3	2.0585
TRIM72	0.261166666666667
DBX2	0.37525
IPO8	0.79675
C21orf88	-1.7284
MAP3K14	0.35725
LOC51233	-0.0863333333333334
GGTLA4	-1.0285
PDE6D	0.85425
ZNF117	0.0765
CLK2	-0.3605
NKRF	-1.7355
TNFSF15	-0.5599
DUSP2	0.865875
SECISBP2	-0.2417
GABRR2	-0.157
PPAP2C	2.74625
LOC51145	-0.0333333333333333
PAG1	-1.108875
PIK3C3	0.04575
GNG10	-1.108
APOL4	1.608
ANKRD28	-1.67575
STMN3	0.5025
RAB14	1.2311
CDK2AP2	2.051
HDDC3	0.625375
COMMD7	0.943375
CXXC1	0.95875
HMCN1	-1.62433333333333
CD40	0.75025
DYNC1LI2	2.2373125
GDI1	0.44475
LOC646938	-0.49525
VSNL1	-3.871
PIH1D1	-0.0471666666666667
RAET1G	0.577
KRTAP5-9	0.5435
EFTUD2	-1.18425
ZNF311	-1.7755
ATP6V1G3	-0.155
OR2W3	-0.064
SCN4A	0.45575
MED10	0.22125
FAM135A	-1.1337
ARHGAP4	-1.3655
EHMT2	-0.101375
UFD1L	-0.24025
ERMP1	0.91275
MAG1	-2.027
THAP8	1.28366666666667
HACE1	0.192666666666667
FAM82C	-0.456166666666667
C3orf20	-0.7725
UNC84A	-0.100166666666667
SCD5	-0.445428571428571
LASS6	1.424375
LSG1	1.06908333333333
MAL	-4.64225
GPR22	-0.4135
WDR5B	1.46875
ACTRT1	0.394
C17orf60	-0.905
GRIN2C	0.2597
ARMC8	-1.146
SLC47A1	-2.95466666666667
DMPK	-1.00075
DHRS13	2.16483333333333
SMC1A	0.0906666666666667
KRTAP17-1	0.10325
SMYD5	0.5395
TUSC2	0.08275
CRHR2	0.32
KIR3DL2	0.29
CCDC104	-0.2365
ATP2C1	0.51125
CROT	-1.126
PABPC3	-0.370166666666667
EGR1	0.920833333333333
THSD1	-0.86725
KHK	-1.6845
SLC12A2	1.776375
CD58	-1.98575
STOX2	-1.708
CCDC76	-1.1237
CCDC48	1.8125
DNAH1	-0.100166666666667
ZIC4	-0.273125
OR1G1	-0.03
PSMC6	-0.485166666666667
PROKR1	0.434
ABCB1	-1.051125
TRAT1	-0.5145
LLGL1	0.796
MTF1	1.38525
USP54	0.098375
PAGE2B	-1.3625
ITGB7	-3.81525
CCDC81	-0.3445
LOC149837	-0.11675
SCUBE1	0.202
ZSCAN10	2.793
HUWE1	-0.173214285714286
CDH17	-0.852
CD180	0.0175
IL17A	-0.0135
TMPO	-2.123125
KIAA1524	-0.67
HDGFRP3	0.317833333333333
OXCT1	-0.104363636363636
RRAS2	-0.0005
LTBP2	2.1874375
SV2B	0.438833333333333
CYP2A6	0.044
PKD1L2	-0.717833333333333
PPM1M	0.426
FLJ22662	1.93183333333333
ZNF502	-0.83325
GP6	-0.5715
CRYBA2	1.55825
LEF1	-3.0452
CTPS	-0.615285714285714
EYA1	-3.37816666666667
EPS8L1	1.09225
MAPK14	-0.83725
SERPINB2	-5.11375
GTF2F2	-1.49883333333333
ZNHIT4	0.205
PLA1A	-0.122625
C20orf114	-0.0105
HPR	-4.1675
C18orf2	-2.86816666666667
SATB2	-4.29725
KCNJ9	0.108125
MGC157906	0.3315
MOCS3	0.928
C17orf71	1.4645
PPHLN1	-0.5987
HIST1H2BN	0.210125
RAPGEF1	0.38575
MAP3K8	-1.19825
DLG4	0.374333333333333
STC1	0.484083333333333
CDGAP	0.72475
DDX26B	-1.46275
LOC150223	-1.62275
CPSF3	0.679333333333333
TMEM14A	-0.1595
MYH3	-0.92275
GPKOW	0.10775
SULT1A1	-0.243333333333333
SPON1	1.1243
YY1AP1	-0.466166666666667
RAB23	-1.323
PLA2G4A	-5.356
MAPRE3	-0.191
ZNF516	-2.51992307692308
GGPS1	1.18175
EXOC3L2	0.612875
C19orf42	0.1866
MAP2K2	1.39716666666667
HIST1H2BB	1.1435
RNF19B	1.70966666666667
C6orf128	-1.21983333333333
TLR8	1.65275
PCDHA9	0.0585
CARS2	0.61975
CLUL1	2.09716666666667
RHAG	-4.32633333333333
UNK	-0.3075
EXOC8	0.5007
C9orf95	0.01475
C14orf143	0.237666666666667
MAML3	0.211142857142857
LDHA	-1.7005
MRPL20	0.53175
KLHDC6	0.0896666666666667
ATP5S	-0.0365
C8orf55	2.44625
PHF19	-0.529125
KRTAP13-4	0.7645
TTC5	1.35125
XKR5	-0.43525
SILV	-5.069
TEX28	0.266
TCTN1	-0.0285
CX40.1	0.3875
PPP2R5C	0.70725
C12orf30	-1.20716666666667
CAPG	1.5575
MPZL1	0.70705
ARSB	-0.623166666666667
TDH	-1.1405
WASF4	1.49025
TSSK3	-0.819833333333333
7A5	2.234
CRISPLD1	-1.613375
MAD1L1	0.542666666666667
SPIN4	1.01433333333333
AMPD1	-0.3125
DPYSL5	0.4525
INPP1	-1.084
ANKRD11	0.101055555555556
NPAS4	0.077125
GCET2	0.4007
RNASE9	0.0025
GUCY2D	0.335
CCDC98	-1.97025
FGF4	-0.267
CPM	-0.476166666666667
SLC26A4	-1.802
PLD5	-0.23525
FAM59A	0.9719
FBXO5	-0.974666666666667
SIPA1L1	1.226875
DPYS	0.86925
ATG4D	0.86875
TGM3	0.298
MTCH1	0.393375
HK1	0.366071428571428
CDC26	-0.46625
GALNT12	-3.93166666666667
LOC339229	-0.445
MRPL35	-0.095875
ORC4L	-0.211375
TNKS	-0.612142857142857
C2orf24	1.64866666666667
ZNF553	-0.285166666666667
GGTLA1	2.7551
ZNF497	-0.0355
CDY1B	0.211
SLC30A4	-0.174625
TUB	-0.664
ARHGEF18	0.01825
ARRB1	1.08325
KCNK1	2.630625
EREG	-2.9033
SCAMP5	-0.61825
RUNDC3B	0.5775
ADAMTS20	-0.02725
IL17RB	-1.91675
FLJ20323	0.33775
MCAM	0.492125
POLR3E	-2.22725
AQR	0.0685
IPMK	0.735
CDCA7	-3.272625
CAMP	0.6535
GRHL3	0.65575
ADAMTSL2	0.536166666666667
CLMN	2.4695
SSTR3	0.5265
MAGEA5	1.12083333333333
OVOL2	2.47975
JMJD1B	-1.1275
RBL2	0.0781
PYGO2	0.9735
PPP1R10	1.407
CSE1L	1.317
LCA5	0.03525
RDH16	-0.15225
ASRGL1	-0.31775
TOM1	1.3645
PTX3	-6.10875
TTC15	1.3175
SCGB3A1	3.06316666666667
MRPL50	-0.991
RCAN3	1.5785
SLC26A11	0.68125
STYX	0.824333333333333
CINP	0.744
MARCH7	-0.20425
PFKM	-2.42866666666667
SGMS1	0.264
RIOK3	-0.5774
C1orf110	1.713
CES7	0.158
LOC440248	-2.3485
PPP1R12C	0.23525
C10orf27	0.3925
ATG9A	0.6345
MRPS26	0.81575
TMEM40	2.87775
ELP3	-1.2068
ZNF787	2.0819
HIAT1	-0.538625
C8orf34	0.473
MGC4655	1.7647
PELI1	-0.039
PPT1	1.9982
SLC35C2	1.8715
C6orf125	-0.018
MUC4	-1.16683333333333
RFC4	-0.704428571428571
GNB2	1.87866666666667
NUP50	0.115357142857143
SULT4A1	-1.20916666666667
C7	2.1785
CCDC130	-0.674333333333333
ARRDC4	0.07075
RQCD1	1.151
GLYCTK	-1.21175
AYTL2	1.47109090909091
MTUS1	1.3465
LEMD3	-0.716
PLEKHF2	1.49275
HOXA7	-0.8845
GTF3C2	-0.911
DYNLRB2	3.72775
CNOT10	-0.8175
MR1	-0.725166666666667
FFAR1	0.10575
PRIC285	0.72825
SLITRK6	3.10675
LIX1	-2.4478
UBE1L2	-0.57625
F8	-0.22875
ACHE	0.719333333333333
KPNA5	0.11575
TNFRSF12A	0.416
EGR3	-0.3375
SERPIND1	-4.114
OASL	1.6105
IFRD1	-1.578875
WDFY1	-0.387666666666667
ZNF267	-0.34275
ACCN5	0.462
ZBTB6	1.2205
PPP1R3A	0.017
PRRT3	0.32925
FBXL19	-0.4565
TXNIP	-0.200928571428571
ACTN2	-1.318
ATG9B	-0.248125
C9orf117	1.183375
IL27	0.875
RPL36AL	0.341666666666667
KLK15	0.39425
CHAD	0.498
RAP2B	-1.0607
HEBP2	2.122
ZNF342	1.6555
CAMK2G	-0.480666666666667
TLR3	-0.66975
FGF14	0.04925
HMGB2	-1.1195
TRPM5	-0.245
OR5M11	0.3955
KIF3B	0.947105263157895
PRICKLE2	-1.27025
MTMR9	-1.636625
C3orf27	0.21
GLRA3	-1.70316666666667
NSDHL	0.0145
TMEM32	-0.668
POLR2D	0.0860833333333334
MYADML	0.4425
C9orf114	1.42625
MRGPRX1	0.081
TOPORS	0.2245
CLDN19	-0.6495
C1QL4	-0.1125
RNF165	-0.639
DHRS9	0.10375
DNAH2	0.6355
FXR1	-0.106666666666667
ZMYM3	-0.5185
CASP3	0.639833333333333
FAM120C	0.442875
SCLY	-0.9015
CA7	0.436
ENTPD5	0.466166666666667
ZNF461	-0.535375
PDIA5	1.1675
C1orf19	-1.94416666666667
TMEM67	-0.372
KCTD20	-0.44175
WDR47	-0.825
FLJ38723	2.6655
KLRF1	0.297833333333333
TAS2R16	0.484
CLDN12	-0.52425
PRKCE	-0.49775
UBXD4	-1.15325
ITGAM	1.6285
GLT8D3	-0.197875
WDR31	1.2912
RGS2	-0.0495
OR51L1	0.4245
MST1R	-0.46425
KIAA1737	0.684
OR4A5	0.9235
GLIS1	-2.5115
PTMA	0.497214285714286
NAPA	1.06525
PRDM11	-0.08625
LIPF	0.5235
DIRAS3	2.318
ASGR2	-4.41925
C1QTNF4	0.2255
PIK3R4	0.354833333333333
ARMC3	2.423
NDUFV3	-0.60625
BTBD3	-1.17383333333333
PPP1R2	0.860916666666667
UBE2NL	0.0405
FOSL2	1.15528571428571
FAM119A	0.1775
TUBA4A	-0.5344
KRTAP12-1	-0.39625
SFRS2	-1.24825
RHPN1	0.4214
EEF2	0.0916666666666667
ZDHHC11	0.417333333333333
EPHA3	-2.3704
RBM12	-0.86925
H2AFJ	1.32216666666667
EDIL3	-0.157
KIF26A	0.31225
SERGEF	-0.956
B3GALT4	2.108
LOC90925	3.05616666666667
OSCAR	0.026625
NPFF	-0.3545
DEDD	-0.04675
TMEM155	-1.761
PTPN1	1.474
SCYL2	0.1125
SKAP1	0.7455
LEAP2	-2.5545
GADD45G	0.9055
IFITM3	-0.283125
PILRB	-1.7535
SLU7	-0.7235625
DSC3	0.04575
DNMT3L	-1.76225
PAPD5	0.547125
B3GNT3	0.937166666666667
LHCGR	0.4325
MSL-1	3.26575
UBE2S	-0.340625
SAP130	-0.027
ANAPC11	0.44475
MAGED4B	-1.3725
ATP6V1B2	-0.034
C14orf179	1.79425
CAPZA1	-0.97625
CDYL2	2.332
GLRX3	-0.2635
LOC136288	-0.44375
MOBKL1A	-0.64125
HTR2B	0.806
CRYGD	-0.0851666666666667
NUS1	-0.454666666666667
PGRMC1	0.035
MYOM2	-0.24425
FLJ39653	-2.38766666666667
CHM	0.0499
OR5M8	0.1745
ZNF619	-0.811
FAM105A	-0.8525
CCNL1	-2.439375
NAP1L3	-2.1105
C10orf57	1.09666666666667
B3GALNT1	1.10666666666667
CSN1S2A	-0.1795
TCP10L	1.1035
GDAP2	-0.712625
DMKN	-0.411833333333333
COX6B1	0.323
DNASE2	0.980833333333333
MSH5	-2.00575
LGMN	0.55975
USP31	0.406
OR13C8	0.489
SDCBP	-1.4382
NUDT11	-4.05533333333333
PYGL	-2.12466666666667
SNPH	0.135166666666667
B3GNT4	1.1635
MIZF	-0.9326
NUBPL	-0.615
NOD1	0.6665
CDH22	1.1635
NUBP1	0.703833333333333
DSCAM	-3.7285
DGKI	-1.38
FAM136A	-0.64775
AKAP1	1.6735
SLC16A6	1.447
RIN3	0.881
PSG2	-0.24725
DIP2B	0.192
PSORS1C1	-1.0563
KIAA0495	-0.9055
FLJ90709	-0.956666666666667
LPA	0.1325
PIGA	0.0323333333333333
LY75	1.186
UTS2	-6.49566666666667
RREB1	0.9235
GALNACT-2	-0.722
MGC3196	-0.29625
FLJ31568	0.14375
LPHN1	-1.28325
SP1	0.880125
TOX4	0.712833333333333
HSPA9	-0.6622
APOBEC1	-0.436
SLC35E4	-1.09425
LSM5	-0.69975
SURF1	0.74775
ZBTB1	-0.0376666666666667
GTF2F1	0.179125
RPS15A	-0.866071428571429
DUSP21	-0.733166666666667
GINS4	-1.41133333333333
MYO15A	-0.647833333333333
GIMAP7	3.92475
MGC13379	2.007
ATP6V1E2	-0.3755
UTP3	-0.36325
HNRPA3	-0.2716875
MT4	0.091
C14orf155	0.3525
U1SNRNPBP	0.355
CKLF	1.418
PLEKHN1	0.5135
MBNL1	-1.09916666666667
NUP160	-1.25375
ACSM2A	-0.8905
LOC129881	0.4265
KIAA1529	-1.84975
FLJ22639	-1.9735
HAND1	-0.7155
GSX1	0.252
FGA	-4.42593333333333
SERPINB1	-1.496
ZNF642	0.35475
IGFBP1	-8.08475
SLC1A1	1.39625
DHX57	0.134
ZNF766	0.5765
PTPN21	0.5414
GDPD3	-1.214
PNPLA5	0.112
TBR1	-0.138166666666667
FAM116A	-0.29275
IQGAP1	0.526375
FOS	1.104625
ZNF226	-0.59
FIGNL1	-1.596
C14orf1	1.28416666666667
ZMYND17	-0.227
PUS7	-0.685
TUBB6	0.112875
KCNQ2	1.89125
MARCH6	0.160166666666667
CCDC33	0.078
PRODH	1.51075
RBM11	-2.0325
EPHA6	0.294875
SLC43A1	-1.4695
LOC196541	0.06225
NTN1	1.20191666666667
ING4	-0.20625
PCDHB10	-0.7725
DPH2	0.0108333333333333
SPACA4	0.73275
FBXL21	-6.005
DIAPH1	0.124333333333333
ZNF71	-1.48433333333333
CEP76	0.272
CORO1A	0.976
RRM2	0.04725
EDG4	1.71125
OS9	1.72483333333333
SLC4A1AP	-0.59225
COG5	-0.5705
COPS8	0.6005
NGLY1	-0.8135
NCBP2	0.523125
C17orf42	-1.6265
GPSM3	0.934875
SIL1	0.606
ASB6	0.84275
SMAD5OS	0.430166666666667
UNC93A	-3.45875
A1BG	0.262833333333333
C21orf62	-0.80325
FMO5	-1.42983333333333
ATRIP	0.1885
CEBPG	-0.0981666666666667
C7orf38	-0.488833333333333
TNFRSF1B	1.5845
CLEC1A	0.5125
IQSEC1	-0.05575
PATZ1	1.3978
RBM22	0.60775
BAG2	-3.349
PAQR5	-1.67483333333333
C9orf127	-0.1225
THNSL1	-1.604
SHROOM3	2.6104
JAM2	0.0485
SNRPN	-4.377
ALX4	-0.5195
CACNA1S	-0.1275
FAM130A1	-0.19725
CORIN	0.4805
CD300LB	0.632
PLEKHG6	0.8745
LRRC40	-1.58
PCLKC	-0.56
PCDHB16	-1.30083333333333
WNT2B	-0.221333333333333
ASNS	-2.83777777777778
MRPL49	0.366875
FLJ46111	0.21925
ISG20	1.027875
SMU1	-0.1045
CASZ1	0.4025
POLR1D	0.00500000000000002
GIN1	-0.5665
SNAG1	0.452666666666667
ANKRD29	-1.687
CDKN2AIP	-0.3555
KRR1	-0.67475
CXCL1	-0.868166666666667
EPM2A	0.6538
PC	1.0735
DEFB127	0.577
PDZRN4	0.559333333333333
FAH	-0.126125
OR51E1	1.2205
CDC2L6	-0.4695
DNTTIP1	1.1925
PAX8	-1.5705
TMEM116	-0.04475
C1orf150	-0.063
PRO2012	0.3995
MRPL40	-0.1435
BEX1	-2.846
SLC2A4	-0.3135
PKMYT1	0.512
FEZF2	-0.226
SLC26A9	-2.24325
MAP2	-0.521545454545455
LYL1	-1.20525
SLC25A19	0.1095
NOS3	0.3645
ZNF34	0.0343333333333333
TMPRSS11F	-0.1685
FAM43A	1.0815
FCRL4	1.79383333333333
KLF14	0.153
FLRT2	-1.82733333333333
WRN	0.85575
SDF2	2.1789
KRT8P12	0.597
C6orf195	0.032
C9orf125	-2.70616666666667
DZIP3	-1.13025
RIT1	-0.299083333333333
SCML1	-2.40833333333333
RHBDF2	0.583
OR2G3	0.311
REXO1L1	-0.644
MAP3K7IP3	-0.411375
C3orf57	-1.581
FBXW11	-1.41016666666667
ETAA1	-0.2575
C14orf131	0.00159999999999999
AKT1S1	0.49175
SLC12A5	-1.60375
C9orf164	0.50425
NRIP3	-0.478125
NOS1AP	-1.8035
TMEM121	-0.3085
SAP30BP	0.5436
DGCR6	1.35675
WDR76	-0.873
FAM82B	-0.194833333333333
LOC606495	-0.4115
MAP9	-0.32275
BCDIN3D	0.54625
CXorf36	2.46316666666667
DSCR3	-0.8289
ZFAND3	1.36825
C7orf43	1.20033333333333
SPSB3	1.0289
C19orf19	0.33425
FAM133A	-4.04875
C12orf25	0.021
SLC39A3	0.525125
DISP2	-1.96075
PI4KAP2	-1.4075
MKRN3	-0.323833333333333
ADAMTS13	-0.645875
CBLN3	0.3277
TTYH1	-0.541333333333333
C3orf18	-0.628
FLJ13236	1.31725
ZMYND12	2.71325
C18orf25	0.128125
GLB1L3	-0.7565
ATP13A5	4.0005
RANBP10	1.32225
CD96	-1.1483
DENND1C	-0.2355
RBMS3	-0.1244
SLC41A3	0.5435
DGCR6L	1.7945
TMEM128	-0.990333333333333
CSNK1G3	-0.261428571428571
MOBKL2C	0.710625
TSPAN6	-1.37475
MATN2	-1.7044
MSL2L1	-0.327166666666667
ST6GALNAC2	0.101166666666667
FGFBP2	1.5395
FGL1	-6.7115
MPP3	-0.2925
ARHGEF6	-0.1505
TGFBR2	0.715125
ACMSD	-1.015
IL33	2.607
C9orf5	-0.0120833333333333
DEAF1	0.6385
AMN	0.219
DEFA6	0.2315
RNF212	-1.04675
METT5D1	-1.059
CIB1	1.4441
TSSK1B	0.2265
KIAA1727	1.243
ZNF680	1.22058333333333
LOC399900	0.796
LOC152217	-0.0791666666666666
CTNNAL1	-3.0425
CIT	-2.23108333333333
TLE6	0.34825
ZNF607	0.6025
HERC4	-1.73633333333333
DRAP1	0.3398
PEMT	0.197
C10orf111	-0.7405
ZNF575	1.627
KCTD7	0.36075
MYO1F	0.706125
LOC285382	-0.909
RAB11A	0.5252
PLCD3	-0.65
C15orf28	0.588
PTBP2	-1.5625
CTB-1048E9.5	-0.222
C19orf60	0.229333333333333
C7orf25	-0.950333333333333
SETD7	0.564375
HOXB9	-4.7245
VANGL1	0.00618749999999999
CHAF1B	-1.5335
NDUFA3	-0.6255
KIAA1328	-0.0918333333333333
SHARPIN	0.577875
TTC23	-0.711
UGP2	0.147666666666667
ANKIB1	0.5668
CIRBP	1.083
SEC14L4	-3.14466666666667
OVCH1	-0.082
VPS52	0.4635
FAT	0.00637499999999999
M6PRBP1	-0.06975
GPRIN3	-1.4055
PPM1F	1.56933333333333
TSR1	-0.50175
CCDC85A	0.90575
PCSK5	0.27525
ZFHX3	0.349
HEMK1	-0.8377
PGBD2	0.28675
RSRC2	-0.514
AURKC	-1.48666666666667
SCRIB	-0.74975
ORM2	-4.79366666666667
FAM115A	1.932
FZD6	-1.171875
UNC119	-0.0726666666666666
GPX3	0.695
NOV	-1.352125
CABC1	0.35575
CDC42SE2	0.605375
EIF2S2	-1.2944
RNF130	1.152375
CKAP5	-0.1355
RP11-413M3.2	1.9605
C10orf18	-0.9263
TMEM93	0.12875
DYX1C1	0.59025
KCNMB2	-2.498375
ANK3	1.97075
KRT5	0.6153
CDH12	-1.69571428571429
QRSL1	0.857
JUB	-1.09675
SHC4	-3.021875
CCL15	1.59366666666667
CCDC22	0.8955
SNX24	-0.2615
RARS	-1.17675
MORC2	0.403875
FAM48A	0.79725
MT1H	0.227
PPP1R14C	-2.593
FOXD1	-2.1195
C1orf213	-1.21175
AMT	-2.4767
DSN1	-0.5565
PTPLAD2	-0.09075
DIS3L	-0.7315
RASL11A	1.17
GPRC5B	0.412875
FRMD7	-0.9945
STRN4	0.06625
KITLG	0.515272727272727
HDGF	0.098
OR1S1	-0.546
SETX	0.6466
DDR2	-1.26125
KCTD12	0.8335
LYZL2	-0.40075
WDR52	0.7745
TMEM2	-0.095875
ZNF579	1.98083333333333
LOC200810	0.63
TNFSF9	-1.3205
PPFIA4	-4.0305
CNIH3	-1.06216666666667
MAP4K4	-0.732142857142857
ROD1	0.8775
ALS2CR12	0.286
DOCK3	-1.26966666666667
PAQR9	-5.9605
ASB17	0.4105
STX16	0.161625
FEZ2	0.0185
DLAT	-0.601333333333333
KIF21B	-0.749166666666667
CDC5L	-0.68175
TMEM119	1.17316666666667
CRIP3	-1.9565
TPSD1	-0.244666666666667
TEPP	0.5485
GNGT2	0.42
C21orf121	-0.11975
WNK1	-0.115583333333333
FLJ10490	2.0636
OR51B5	-2.234
LOC203547	-0.873375
HAS1	1.277
PPA1	-0.0285
ST7	-0.10225
C11orf46	-0.1362
POPDC3	-4.476
ACOX2	-0.523833333333333
ATCAY	-0.432083333333333
TM4SF19	-1.56475
MFSD9	1.0745
PDHB	-0.2055
ERN1	1.672
LCE3C	0.303
GPR111	-0.1495
NOTCH3	1.83066666666667
ADAMTS5	1.2925
B3GALT1	-1.04533333333333
UGCGL1	1.37566666666667
FAM58A	0.331
FBXO32	0.85675
CLPP	-0.8355
NXPH1	4.052
MTMR3	0.470166666666667
ATP1B3	-1.6655
TMEM16A	3.833125
HIST1H3F	1.02816666666667
TRIM25	0.9175
SDCBP2	1.5255
CRKL	-1.436375
HOXB2	-1.50916666666667
ANP32B	-0.141
GATM	3.598
AP4E1	0.044125
EDG5	0.146
CDKN3	-0.143166666666667
CDH4	-1.727
PGD	1.95616666666667
RND1	0.84
GAD1	-3.5233
MPG	0.492875
LOC440350	-0.9585
ZNF133	-0.79975
SERPINB12	-0.069
AMELY	0.2265
DHX36	-2.067
TNFAIP8L2	2.40216666666667
PHTF2	-0.935055555555556
CCDC112	-0.295666666666667
IQCC	0.059
HEYL	2.80183333333333
FTSJ2	0.218
APPL1	0.12225
RAB43	1.23342857142857
OR10G2	0.952
WAC	1.19666666666667
ADCY9	-0.507
RUNDC2B	0.274
PYCRL	1.0167
AGPAT7	0.256666666666667
SLC22A9	-1.102
CDKAL1	-0.6315
PDYN	-0.5015
C20orf74	1.372
MTMR11	-1.22275
VAV3	2.12366666666667
DAPL1	-0.747
STXBP3	-0.8635
EIF3G	-0.55825
ARHGAP22	0.21775
NPFFR1	-0.3685
NPC1	-0.275333333333333
ALDH9A1	0.165
ZNF600	-0.573125
ZNF678	0.246333333333333
RASSF1	0.08575
ADD2	-2.4435
PITPNB	0.013125
PKD2L2	0.163125
LRP11	0.511
CDKL1	-0.75
SMEK2	0.29425
PRODH2	-3.4595
C11orf54	-1.04883333333333
SFRS11	-0.6935
IL7	-0.738833333333333
ALS2CR16	1.8155
BTG3	1.52283333333333
PAK2	0.396555555555556
RP11-679B17.1	-1.2705
GATA4	-1.946
ATP2B1	0.0465
LOC130940	1.6325
C1orf172	2.25266666666667
ATF7IP2	-2.98625
SLC25A43	-1.334
CENTG3	0.751083333333333
IGF2BP1	-3.8946
FCHSD1	0.276
CAMK2N2	2.45216666666667
ELAVL3	2.6211
NBPF15	0.0996666666666667
UBE2J2	0.496333333333333
GNL2	-0.0125
PRR3	-0.1227
NLF2	2.22975
OR4F6	0.2
KLHL24	0.689333333333333
CCDC88A	-2.5533
SGPP1	-1.06183333333333
C10orf11	-0.695333333333333
SLC35B4	-0.04
UGT3A2	-0.7455
ARNT2	-0.4399
CBR1	-2.898625
ITPR3	-0.160333333333333
TRAPPC6B	0.4722
AMZ1	-1.518
ARP11	2.038
WDSUB1	0.3155
APBA1	0.107833333333333
RAB2A	-0.4727
C6orf162	0.09975
HPSE2	0.7245
PLCE1	-0.377
INSL3	0.31375
DLG1	0.087
PTPLA	-4.6965
PIGX	0.920375
TFIP11	0.446333333333333
FIBIN	0.984
POLR2G	0.551
GRAP2	-1.398
DNAJB8	0.173
CNBP	0.378
WASF1	-3.7775
INPP5E	-0.1644
HSPB1	0.4395625
TMEM167	-0.3408
CUBN	-0.522
IGF1	2.871875
ITPK1	1.0789
NAALAD2	-1.701125
G3BP1	-0.2955
NT5DC1	0.58575
CYP39A1	-1.232
TMEM139	-1.03408333333333
POLK	-1.5637
GLULD1	3.0335
RBM15	-0.9435
AMZ2	1.44175
GDF15	-2.58083333333333
MESDC2	0.3435
INCA	-0.0563333333333333
ACY1L2	-3.0455
GZMM	-0.261
PAIP1	0.9655
CACNA2D1	-0.5735
STK32C	0.2295
SH3BP4	2.19966666666667
DEC1	-0.024
PADI1	0.0205
UBB	0.9533
PON3	1.05083333333333
PROP1	0.69
ANKRD13B	2.226
ADCK1	0.9945
TCF25	1.114
SLC38A5	-2.599
CXorf26	1.973
C19orf39	0.667
PPP1R13B	2.27
ARL2	0.0755
TCL6	0.24075
TOP3A	0.583
SLC16A14	0.6885
FXYD6	0.883166666666667
HIST1H4E	0.33875
BBC3	1.04278947368421
UNC5A	0.549333333333333
FAM86C	-0.0197
PI4KB	0.639
B3GAT1	-1.5115
SUSD2	3.64
OAZ2	-0.649
NOC4L	1.2125
C10orf12	0.78925
FADS1	-0.360333333333333
LOC144097	0.5055
DKK2	-0.303166666666667
KIAA1949	-1.22875
RHOT1	1.0269
OXT	0.881666666666667
GPR153	2.30475
ARL4A	-0.7165
SAAL1	-0.90175
CCDC64	0.638
USE1	-0.349833333333333
HNMT	-0.814666666666667
PCGF3	-0.441
CYP2C19	0.4375
C20orf4	0.648
CCDC11	1.6355
ACSBG2	-0.4815
RWDD2A	-0.11325
PALLD	1.442125
CPLX4	0.182
LOC492311	-0.88575
KPNA2	0.212
MACROD1	0.0301
TMCO3	-0.211166666666667
C15orf52	-0.405166666666667
BIRC5	-0.740133333333333
PRR16	-1.42666666666667
FAM63B	-0.328
KATNB1	1.23833333333333
WNT8B	-0.3035
CPLX3	0.964
GHR	1.689375
